🔴 Chociaż krowie dasz kakao, nie wydoisz czekolady | LIVE #3
🔗 https://www.youtube.com/watch?v=TTa-380ajUY

2:  Witajcie serdecznie.
11354:  Serdecznie, serdecznie polecam.
11356:  Pyszna, pyszna lektura.
11358:  To też była antyfraza, nawiasem mówiąc.
11362:  Wracam do czytania pytań waszych.
11366:  Czy znam jakieś anime podobne do Castlevanii Netflixa?
11370:  Zmora Wilka?
11371:  Wszyscy o tym mówili praktycznie, ja też się podpinam pod to porównanie.
11377:  Zdecydowanie Zmora Wilka czerpię z Castlevanii.
11379:  Gdyby nie było Castlevanii, przypuszczam, nie wyglądałaby ona tak samo.
11382:  Ba, Vesemir wygląda dokładnie tak samo jak Belmont, więc cóż.
11386:  Nie, przepraszam, jak Dakula, nie jak Belmont.
11389:  Czy próbowałem kiedyś sił w jakiejś, pyta Tomeks, ale o co, bo mi uciekło wcześniej.
11395:  Czy zbyt kompetytywnie?
11396:  Ach, pewnie będzie o grze wideo jakiejś i oczywiście, że mi to uciekło.
11401:  Jak możecie nie rozbijać na dwa komentarze, to będę wdzięczny ogromnie.
11405:  A, planszówce, dobra.
11408:  Próbowałem planszówkę, która się nazywała...
11411:  To było o Kubie Rozprówaczu.
11412:  Ja strasznie lubię Kubę Rozprówacza jako pewien archetyp w kulturze i mit, nazwijmy to, urban legend.
11418:  O, tak byłoby chyba najlepiej powiedzieć.
11420:  I lubię narracje, w których się on pojawia, a pojawia się nawet w Fate Stay, jednym z moich ulubionych uniwersów anime.
11428:  No, i miałem taką grę planszową w swoich rękach, przeczytałem instrukcję, następnie przeczytałem... O, morderstwa w Whitechapel, przypomniałem sobie.
11436:  Przeczytałem instrukcję po raz drugi, wszedłem w tryb naukowy i przeczytałem instrukcję z całym warsztatem badacza narracji i literatury i nic.
11450:  W dalszym ciągu nic nie zrozumiałem.
11452:  Spróbowałem wykorzystać warsztat groznawcy, dalej nic nie zrozumiałem i stwierdziłem wtedy, że koniec, ja się poddaję.
11458:  Ja nie mogę mieć za dużo informacji dotyczących tego, jak grać w daną grę, muszę mieć imersję.
11463:  I mam wrażenie, że w planszówkach mi jest trudniej, coraz trudniej osiągać, im częściej i dłużej gram w gry wideo.
11471:  Poza Zmorą Wilka, jeżeli chodzi o Castlevanie, bardzo ciężko byłoby mi to przywołać.
11475:  Chyba Fate Stay, jeżeli chodzi o anime, by bardzo pasowało, a nie wiem, czy jest dostępne.
11478:  Chyba nie jest dostępne już na Netflixie, niestety.
11482:  Unlimited Blade Works, o jak to lubię.
11484:  Co sądzę o Death Note?
11485:  Uwielbiam, ale w formie animki, nie w formie tej nowej abominacji, która się pojawia.
11490:  Listy z Whitechapel, dzięki Kamilu, to nie były morderstwa w Whitechapel, oczywiście, że tak.
11495:  Listy z Whitechapel.
11496:  No i widzicie, mówicie, że są świetne,
11498:  Szapoba absolutnie, że to ogarniacie.
11500:  Ja jestem głęboko przekonany, że gdybym grał w to z kimś, kto ogarnia planszówki, to byłoby dobrze, ale wiecie, na czym polegał mój problem?
11506:  Na moje barki została złożona straszliwa czynność zapoznania z realiami tej gry i musiałem przeczytać instrukcję, więc to się spektakularnie nie udało.
11515:  Z planszówek szachy uwielbiam.
11517:  Nawet kiedyś na kurniku miałem całkiem wysokie notowania, ale potem mi się już nie chciało.
11522:  Najistotniejsze pytanie.
11523:  Ulubiony kolor?
11524:  Czarny.
11528:  Czy znam Lemmino?
11530:  Ostatnio wyprodukował ponadgodzinny dokument o Kubie Rozpruwaczu.
11532:  Nie znam, ale chętnie poznam.
11534:  Opinia Umberto Eco.
11535:  Kocham miłością niezmierzoną zarówno jako naukowca, jak i jako pisarza.
11539:  Przecież Bałdolino jest tak złośliwą książką.
11541:  Pamiętam, w którymś momencie jest tam taka opowieść o tym, jak biedny Bałdolino
11545:  Jest szkolony przez jezuitę i jezuita mówi mu, że on ma taki dzwon wodny, w którym jak się zanurzy, to wtedy cała idea polega na tym, że woda będzie wyparta przez żywioł powietrza, który jest potężniejszy.
11561:  I dlatego też dzwon wodny jezuity nie miał podstawy, to znaczy nie był zamknięty.
11567:  Jezuita zanurzył się faktycznie z dzwonem pod wodą.
11571:  I utonął.
11573:  Ale Baldolino, ponieważ był uczniem pilnym i wierzył w autorytet jezuity, czekał trzy dni i trzy noce, aż jezuita się wynurzy i dopiero potem zdecydował się, że może mu pomoże, bo chyba utonął.
11584:  To jest morał, żeby nie słuchać przesadnie nauczycieli, tylko że jak pieprzą głupoty, to należy ich wcześniej uświadomić.
11592:  Czy Pan Lodowego Ogrodu zasługuje, moim zdaniem, na grę pokroju Wiedźmina III?
11597:  zasługuje na grę pokroju Gritful, bo jest za bardzo fabularnie skondensowany i za mało mamy informacji o tym świecie i jest on zbyt klaustrofobiczny, bo to jest tylko Midgard, żeby stworzyć tam coś tak pełnoskalowego, jak w wypadku świata Królestw Północy i Nilfgaardu.
11618:  komiksów, niestety nie czytam, chciałbym bardzo, a tam imersja, pisze Glukhan Mokhan, w prasówkach najlepsze jest to, że można spuścić spierdol z najemką.
11625:  No oczywiście, tak, ale wiecie, to jest ten mój problem z grami wieloosobowymi i kompetytywnymi, nie jest rzeczą przypadku, że Krzysztof nie pyka w Fortnite'a.
11633:  Proszę o pomoc, pisze Adam, mam wykłady w godzinie 8.19, jak zachować trzeźwość umysłu podczas nich, a od czego są książki, które można czytać na kolanach, a kolana trzymać pod ławką i zarazem również książkę pod ławką, od tego właśnie.
11646:  jak inaczej ja przetrwałem wykłady, drugi sposób chodzić z laptopem, przecież nikt nie będzie patrzył, co się ma na ekranie, prawda?
11653:  Więc standardowe zagranie wszystkich studentów, nomen omen, to są Heroesy 3, ponieważ Heroesy 3, zwłaszcza z znakomitym i jedynym słusznym modem In the Wake of Gods,
11665:  chodzą głównie na właśnie takich komputerach, jakie w stanie nie jesteśmy zabrać na zajęcia, więc proszę bardzo, macie rozwiązanie dla analogowych i dla skomputeryzowanych.
11674:  Cóż może być lepszego?
11675:  Drugie ulubione zwierzę po jamniku?
11677:  Jamnik szorstkowłosy.
11681:  O!
11683:  O, o, czy kojarzę anime Overlord?
11685:  Tak, mój przyjaciel mi mówi mniej więcej co dwa tygodnie, że powinienem je obejrzeć i wciąż nie.
11689:  W takim razie, co Gaia Gavriela Kea poleca na początek?
11692:  Tigana, potem Lwy Arrasanu, potem Sarantyńska Mozaika.
11698:  Nie, nie czytajcie Fiona Warskiego gobelinu w polskim przekładzie, błagam, bo jest zły.
11703:  Mam wyrachowane, niezbyt wyrachowane pytanie.
11706:  O Boże, co sądzę o śmierci?
11708:  Czy bliżej mi do podejścia akceptuję, że ona nadejdzie, czy raczej jak Harari śmierć to problem do rozwiązania?
11712:  Zdecydowanie jak Harari śmierć to jest problem do rozwiązania.
11715:  Ja myślę o transferze na przykład świadomości do ciała cybernetycznego albo o takim...
11722:  eksodusie, jaki opisał Greg Egan w Diasporze, że ludzie się wgrali, ale masowo, do sieci neuronowej i później zaczęli rozprzestrzeniać po całej galaktyce.
11730:  To są rzeczy, o których myślę często, natomiast staram się nie myśleć i nie turbować tym, na co kompletnie nie mam żadnego wpływu.
11737:  I dlatego też staram się również dbać o zdrowie.
11740:  Jeżeli było już o książkach i grach, to muszę spytać musi Mich Kass, jakiej muzyki słucham, ambientu.
11747:  Jak jesteście zainteresowani, jakiego konkretnie, to taki wybór mam na publicznej jednej z playlist moich, ale ona jest akurat publiczna, ambient na Spotify.
11755:  I jest to taka moja kolekcja, która jest niewielka, ale ona jest bardzo znacząca.
11760:  To znaczy przy tej muzyce konkretnie napisałem każdy swój tekst, jaki napisałem w całym swoim życiu.
11765:  I rozbudowuję ją od 13 lat, więc jest na niej jakieś 20 utworów, ale każdy z nich charakteryzuje się tym, że mogę go puścić sobie jako mantrę przez 4 godziny do 14 godzin nawet i nie będzie ona mnie nużyć.
11780:  Więc ambient, tak, zdecydowanie.
11782:  W drugiej kolejności to, co słucham, to głównie muzyki z gier wideo, bo kiedyś, generalnie rzecz biorąc przez to, że chodziłem do konserwatorium muzycznego i uczyłem się dużo gry na fortepianie, to została we mnie taka miłość do muzyki instrumentalnej.
11794:  Nakłada się na to to, że ja nie słyszę tekstów piosenek, tylko muszę siedzieć z pomocą w postaci liryksów i trochę to burzy...
11802:  przyjemność słuchania muzyki, mam takie wrażenie, więc nigdy nie wsiąkłem za bardzo w inne gatunki, co nie oznacza, że ich nie lubię, bo jeżeli ktoś się na przykład zna i mi powie, jakie są lyrics, albo razem słuchamy, to jest coś zupełnie innego, ale tak czysto dla siebie głównie słucham ambientu elektronicznej, czasem się zdarzy jakieś lżejsze techno, dużo lo-fi,
11823:  czasem się zdarzy synthwave czasem się zdarzą takie rzeczy, które ja uważam za absolutne ukoronowanie maestri, to znaczy spotkanie dwóch z różnych gatunków, dla mnie takim przeżyciem było jak Metallica zagrała z orkiestrą symfoniczną i tworzyli razem coś niesamowitego i drugim takim przeżyciem był album Daft Punk'a do Tron Legacy, który uważam do dzisiaj za jeden z najlepszych albumów muzyki do filmu, jaki został kiedykolwiek skomponowany
11851:  Czy lekcje i wykłady można traktować jako show?
11852:  Ja uważam, że trzeba.
11854:  To jest to, co ja robię.
11855:  Ja na wykładach sobie na dużo pozwalam, bo właśnie uważam, że celem wykładu głównym jest to, żeby zainspirować słuchacza i zainteresować go tak, żeby on chciał iść dalej we własnych poszukiwaniach.
11868:  Nie jest celem to, żeby przelać wiedzę z jednego dzbanuszka do drugiego dzbanuszka.
11873:  Koszmar absolutny.
11875:  Czy próbowałem środki psychoaktywne oprócz alkoholu?
11878:  Tak, bo jako naukowiec stwierdziłem, że trzeba spróbować na własną rękę, aczkolwiek wszystkim, którzy się łatwo uzależniają, polecam raczej czytanie o tym od strony teoretycznej, na przykład w książce Oldosa Huxleya, Drzwi Percepcji.
11890:  Czy nie boję się, że w rozwiązaniu wrzucenia świadomości ludzkiej do sieci mogłoby dojść do scenariusza, który przedstawiono w Nie mam usta, muszę krzyczyć.
11896:  Szanuję za odniesienie do Anna Ellisona.
11900:  I have no mouth, but I must scream.
11903:  Tak, boję się oczywiście, ale na tym niestety polega to ryzyko, że jeżeli go nie podejmiemy, to...
11908:  Możemy mieć problem, to jest tak, by powiedzieć, że czy nie boimy się, że w trakcie ewolucji technologicznej pojawią się wirusy komputerowe.
11916:  Pojawiły się i zaręczam was, że w momencie, w którym będziemy mieli wszczepki, a będziemy mieli to jest kwestia 20-30 lat max, żeby one weszły do pełnego obrotu, to na nie będą również wirusy i te wirusy na przykład będą, nie wiem, stymulować ośrodki mózgowe, które są odpowiedzialne za podejmowanie pochopnych decyzji, dajmy na to, nie wiem, wymyślam w tej chwili, tak?
11935:  To byłby genialny wirus.
11937:  Fajnie z orkiestru zagrało też dystep, to proszę, proszę.
11940:  Odnośnie transferu do sieci neuronowych w grywaniu świadomości, cała IT trzyma się na sznurkach, trytkach i gafsze, więc nie ufałbym tego rozwiązaniu, też prawda.
11947:  Też prawda.
11948:  Muzyka z gier najlepsza, tu się zgadzam absolutnie, też dlatego, że dużo kompozytorów muzyki filmowej mówią wprost, że przeszło do gier wideo, bo ma większą swobodę kreatywną.
11956:  Nawet Hans Zimmer to powiedział, jak dano mu nagrać, swoją drogą, świetny kawałek.
11961:  do Crysisa 2.
11964:  Słychać go w trakcie napisów początkowych i traileru.
11968:  Tamte dni, tamte noce nie widziałem.
11970:  Powinienem?
11971:  Minusem Tron Legacy były postacie.
11972:  No trochę tak jest, ale świat genialny.
11975:  Chociaż...
11976:  Ja nie miałem problemu z postaciami.
11977:  Powiem uczciwie, jeżeli chodzi o Tron Legacy.
11980:  Zbyt byłem skupiony właśnie na tym, co tam się działo, żeby koncentrować się nad szablonowymi postaciami.
11985:  Jakie Urban Fantasy, Urban, warto przeczytać?
11988:  Myślę, że Lee Bardugo jest dobrą opcją, ale również dobrą opcją jest Pratchett.
11994:  Bez pozorom to jest klasyczne Urban Fantasy.
11998:  I oprócz tego, oprócz tego, cóż bym jeszcze mógł polecić?
12002:  Myślę, że, o, wiem co, V i Schwab
12006:  Zgromadzenie cieni, ale to jest chyba trzeci tom, więc znajdźcie sobie jaki jest pierwszy, to jest trylogia bardzo dobra, skądinąd.
12013:  I myślę, że też większość tekstów steampunkowych pasuje do tego nurtu, ale tutaj byśmy weszli na grząski nur, grząski teren czynienia porównań i innych tego typu rzeczy.
12026:  O, soundtrack do Mechanicus.
12028:  O, Guillaume David tam, co on tam wyczynia.
12030:  Wielkie nieba, wielkie nieba.
12034:  Niestety nie byłem nigdy na koncercie muzyki z Heroes 3 i bardzo żałuję, bo Paul Anthony Romero to jest legenda, ale polecam wam festiwal, który jest we Wrocławiu.
12043:  To jest festiwal muzyki z gier komputerowych, robiony przez Game Music w Narodowym Forum Muzyki, czy jak to się nazywa, Forum Muzyki w każdym razie na pewno, we Wrocławiu.
12053:  Jeżdżę tam specjalnie, bo jest to tak dobre miejsce.
12059:  Czy zetknąłem się z książką Spellsinger Alan Dean Fostera?
12063:  Obawiam się, że nie, niestety.
12066:  Obawiam się, że nie.
12066:  Historia Daviego Jonesa była bardzo poruszająca w Piratach z Karibów, ale mamy pełne spektrum, strasznie mi się to podoba.
12073:  Jeśli chodzi o muzykę z Genshin Impact, dla mnie jest wycięża i na Zuma absolutnie.
12077:  Słuchałem z rozrzewnieniem koncertu, który był teraz na
12080:  anniversary i strasznie bolało mnie to, że społeczność graczy sarkała na to, bo to akurat miłe wydarzenie.
12086:  Ja rozumiem, że Primogemi są najważniejsze, ale są też ludzie, którzy grają w Genshin.
12091:  Dlatego jak wygląda ten świat.
12093:  Nawodnienie.
12094:  Tak jest Martyna.
12096:  Martyna dzisiaj dba bardzo o moje nawodnienie.
12100:  Dziękuję za to.
12103:  Marcin z kolei dopowiada, że zgranie ma taki problem, że po jakimś czasie to dźwięki growe mnie nudzą, przez co uciszam całą grę, puszczam coś swojego w tle.
12110:  Ja tak miewam czasem, ale tylko w grach, które są bardzo repetytywne.
12114:  I częściej zdarza mi się, to głównie w Warhammerze Total War.
12117:  Mam tam ponad 2000 godzin w tym momencie, więc już siłą rzeczy znam wszystkie kawałki, które tam zostały puszczone.
12123:  Czasem sobie puszczę podcast.
12124:  Dzisiaj na przykład słuchałem 7 metrów pod ziemią ostatnich trzech wywiadów.
12127:  Znakomita sprawa absolutnie.
12130:  Two Watch 2 grałem.
12131:  Najlepszy system kraftowania zaklęć, jaki istnieje.
12134:  Mamy karty i możemy sobie na przykład wziąć kulę ognia i kartę, która naprowadza zaklęcie i kartę, która na przykład odpala równocześnie jeszcze jakiś inny efekt i tworzymy własne zaklęcie.
12145:  Coś wspaniałego absolutnie.
12148:  Polecam Drunken Wailer z Dishonored.
12150:  Muzyka do Dishonored, swoją drogą, to jest legendarny Daniel Licht, ten sam, który komponował równie świetną muzykę do Silent Hilla, więc to jest crème de la crème, jeżeli chodzi o muzykę do gier wideo.
12161:  Tegorocznego konkursu Szopynowskiego nie słuchałem, ominął mnie niestety.
12166:  Love, Death & Robots się pojawiało?
12167:  Tak, tak, recenzowałem.
12169:  Mieliśmy też dyskusję na kanale bez schematu Love, Death & Robots.
12173:  Co ciekawe, właśnie dyskusja była o tyle dynamiczna, że ja jestem tym, który zwraca uwagę bardziej na to, jak coś jest imersywne i światotwórcze.
12183:  Natomiast wielu krytyków mówiło, że Love, Death and Robots i Philips bez schematu temu sekundował.
12188:  Właśnie nie było tak dobre jak część pierwsza z uwagi na względy fabularne.
12192:  Które książki z serii Zimie Morza mi się najbardziej podobała?
12195:  Powiedziałbym Tehanu tylko po to, żeby wkuszyć całe fandom.
12198:  I kusi mnie, kusi mnie bardzo, ale tego nie zrobię.
12202:  Powiem Najdalszy Brzeg.
12204:  Nie mogę się zabrać do nauki, pisze Frazu, nie potrafię się skupić na niczym, nawet tym, co sprawiało wcześniej przyjemność, jedynym, co potrafię, to spać.
12210:  Przychodziłem kiedyś przez podobny okres?
12211:  Tak, przez cztery miesiące tego roku.
12214:  I to, co polecam, to włączyć sobie przy pracy muzykę, mnie to pomagało na przykład, żeby się w ogóle wdrożyć do tego.
12221:  Druga rzecz, którą można robić, to małe rytuały, one pomagają.
12224:  Tak jak ja się zśmieję z tym moim piciem herbatki na przykład i tak dalej.
12228:  To są rzeczy, które pomagają wbrew pozorom.
12233:  Więc trzymam kciuki na to, żeby było lepiej, bo to jest coś, z czego trudno wyjść, ale da się.
12240:  Ważne jest bardzo to, żeby rozpoznać u siebie przyczynę takiego stanu i co do niej doprowadziło.
12245:  U mnie ta przyczyna była w względach na szczęście niezawodowych, ale w momencie, w którym sobie z nią poradziłem, to powiedział bardzo umownie Krzysztof, to zaczęło być lepiej.
12256:  Oglądam na przemian Life i Squid Game.
12259:  Doceniam, doceniam, ale zwłaszcza, że Squid Game to jest naprawdę rewelacyjny serial, więc nawet rozważam, nawet rozważam powiedzenie, żeby porzucić Live'a na rzecz Squid Game.
12270:  Co myślę o filozofii stoickiej?
12272:  Nie jest mi bliska, szczerze powiedziawszy.
12274:  Ja chyba jestem antytezą stoicyzmu, może dlatego.
12277:  Czy mógłbym wytłumaczyć nie z częściami mowy?
12279:  Moja wiedza o tym pochodzi jedynie z podstawówki, nie mam zielonego pojęcia, jak to się ma w rzeczywistości.
12284:  Najprostsza zasada jest następująca.
12286:  To znaczy, że to, co wykonujesz zawsze, czyli jakikolwiek czynność, zwykle wyrażamy czynności czasownikami, nie lubią się z nie.
12294:  Natomiast pozostałe formy lubią się z nie.
12298:  I zasadniczo to jest wszystko, co mogę na ten temat powiedzieć.
12301:  Na przykład dlatego też, jeżeli mielibyśmy powiedzieć nienachodzenie, od czasownika nachodzić, nienachodzenie jest rzeczownikiem, więc dlatego piszemy to łącznie.
12311:  Natomiast w momencie, w którym wyrażamy jakąkolwiek czynność czasownikowo, no to wtedy nie lubi się z taką postacią.
12320:  Myślę, że ładnie to można sobie skorelować z językiem angielskim, gdzie mamy takie wyrażenia jak np.
12326:  non-binary, nie binarny, bardzo często jest pisane z dywizem i w ten sposób można łączyć ze sobą.
12332:  te formy.
12333:  Tak myślę, nie wiem, ja mam dość duży problem, jeżeli chodzi o ortografię, przyznam się wam do tego, że ja uczyłem się wyłącznie na logikę i to jest taki jeden z moich wykładów, który wam daję, na logikę czysto, a druga rzecz, ja jestem wzrokowcem, więc jak ja zobaczę jakieś słowo, to ja już wiem, jak je zapisać.
12348:  To jest powód, dla którego, jak ktoś by mnie teraz z was zapytał, a jak się pisze hałtura, przez jakie ha i u, to ja byłem takie, co, gdzie, jak, muszę sobie zapisać.
12357:  bo ja to muszę zobaczyć i wtedy stwierdzę, czy jest okej, czy nie.
12360:  Ale są, jest na przykład, mogę wam sprzedać regułę, jeżeli chodzi o pisownię E, S i Z z H. Mianowicie kiedyś było tak, że słowo H, czy znaczy literę H, głoskę, wszystko jedno, czytało się H, tak?
12373:  Hamak, nie?
12374:  Teraz tego nie wypowiemy, bo to jest historycznie niemożliwe.
12377:  Już nasze aparaty mowy wyewoluowały i tak samo mówimy hamak, jak i ham.
12381:  To jest to samo H. Dawniej było tak, że to CH było wypowiadane troszeczkę w bardziej miękki sposób i dlatego dodawano tam S, jak scharakteryzować.
12392:  A samo H zawsze było przez Z, na przykład scharatać.
12397:  I dlatego jest to Z, że to H wcześniej było dźwięczne, tak samo jak dźwięczne jest Z, a S jest bezdźwięczne.
12402:  I to jest znowu przykład historycznego wyjaśnienia tego, dlaczego się coś pisze tak, a nie inaczej.
12408:  To jest ta jedna rzecz, którą daje polonistyka.
12410:  Muszę powiedzieć, że ta historyczna gramatyka i wyjaśnianie tego, dlaczego, jak to doszło w naszej historii, tych durnych zasad, których się nauczy, to było dla mnie o wiele bardziej przyjemne niż słuchanie o czymkolwiek innym.
12422:  O, Paulina Händel jest polecana jako polski urban fantasy i tu jestem zaskoczony, bo nie wiedziałem tego.
12427:  Czy czytałem coś od Janusza Zajdla?
12429:  Pyta Kacper.
12429:  Wszystko, co było.
12431:  To jest jeden z lepszych polskich pisarzy fantastyki socjologicznej.
12434:  Uwielbiam Paradyzję, Cylinder van Troffa i no, Limes Inferior też jest okej, ale takie rzeczy jak wyjście z cienia albo opowiadanie Utopia czy opowiadanie Gra w Zielone z relacji z pierwszej ręki też są świetne.
12447:  Najlepszy system tworzenia zaklęć to Magicka?
12449:  Tak, lubię Magicka, ale Magicka jest zbyt nowokooperatywna.
12453:  Dying Light?
12453:  Absolutnie rewelacja, tak, tak, absolutnie.
12457:  W Tyrannie też się dało tworzyć własne zaklęcia?
12459:  To nie wiedziałem.
12461:  Zjeżdżam na dół.
12463:  O, rozmowa z bliskimi osobami, które, pisze Martyna, wiesz, że w tym złym okresie mogą cię wspierać, pomaga też, albo umówienie się z nimi na drineczkę, jak nie chcesz wychodzić, to zoom z nimi, polecam sprawdzone.
12474:  Widzicie, jest sposób na radzenie sobie z takimi sytuacjami w czasach zarazy nawet, nie?
12481:  Zajdel, Zajdel wspaniały, absolutnie.
12485:  O proszę, zapisuję sobie wyrazy albo wyobrażam sobie, pisze Erin, widzicie.
12489:  Łącząc muzykę z gier z ambientem, bardzo polecam muzykę z gry Outer Wilds, nie mylić z Outer Worlds, właśnie miałem zapytać, czy Outer Worlds, nie znam Outer Wilds, wielkie nieba.
12497:  Sądzę o pikurze z Samos, poważne pytanie od Pawła i wyznam wam, jeżeli już mówimy o filozofach starożytnych, to moim ulubionym filozofem jest Gorgiasz.
12509:  Gorgiasz był złośliwy.
12511:  Gorgiasz mianowicie zadał sobie trud zdemontowania jednego z najpotężniejszych mitów i rywalizacji z jedną z najpotężniejszych opowieści starożytnej Grecji, która jest oczywiście Iliada.
12523:  I stwierdził, że nie, że on pokaże, że Helena Trojańska wcale nie była, tak jak to pokazuje dzisiaj, powiedzielibyśmy złośliwie, patriarchalna narracja starogrecka przyczyną wojny trojańskiej, tylko przeciwnie.
12534:  Ona nie, nie był, w ogóle nie ma nic wspólnego z tym.
12537:  I napisał taki tekst, pochwała Heleny.
12540:  Gorgiasz z Leontinoj był jednym z pierwszych ludzi, którzy zadali sobie trud pokazania, krótko mówiąc, tu już przechodzę do poważnej interpretacji, że to w naszych słowach i w tym, jak jesteśmy przekonywający albo przekonujący, leży prawda, czyli prawda leży w opowieści i tym, jak ona jest właśnie, jak na nas oddziałuje, a nie w jakichś zewnętrznych okolicznościach.
12563:  I dlatego też Gorgiasz z Leontino był jednym z tych, kto w trydenamacie Gorgiasza, który postawił sobie za cel udowodnienie stwierdzenia, nie ma nic.
12574:  Piękna sprawa.
12575:  JoJo oglądana jest teraz.
12577:  Peaky Blinders miałem podejście, ale przyznam, że nie przebiłem się przez, ale bardzo doceniam, jeżeli chodzi o to, w jaki sposób zostało to stworzone.
12587:  Soundtrack z Gothica i Gothic 3.
12588:  No w ogóle Gothic jest legendarny, umówmy się.
12592:  Jak mnie sprowadzić na temat Lema, to zrobię wykład.
12595:  To jest możliwe, bo chociaż wiecie co, z Lemem jest tak, że ja bardzo lubiłem tego nieoczywistego Lema, tego Lema, który jarał się fantastyką naukową, a nie tylko i wyłącznie pisał takie satyry i robił dziwne wykłady na temat ludzkiej egzystencji, więc lubię Lema typu Niezwyciężony albo Eden, tego typu rzeczy, nie?
12614:  Albo Ciemność Pleśni, takie opowiadanie mniej znane, ale znakomite zresztą.
12620:  Czy to dziwne, że ostatnio mam wrażenie, że świat jest nierzeczywisty?
12622:  Nie, Wilec, zbliża się czwarta część Matrixa, więc to wrażenie będzie w nas wzmagać się, chociaż czwarta część Matrixa, jak świetnie zresztą pokazał Marcin Łukański w Na gałęzi, jest strasznie źle zrobiona i tak bardzo bezpiecznie i nie bez...
12639:  Takiego polotu i odwagi, jak to były w przypadku trailerów oryginalnych Matrixu, więc mam pewne złe przeczucia, ale Matrix w bardzo piękny sposób pokazywał, że rzeczywistość jest pewnym konstruktem i nawet jeżeli by nie było tak, że świat, który nas otacza jest konstruktem, jest wyobrażony, to na pewno wiele wyobrażeń na temat tego świata, które mamy, jego naturalności, oczywistości jest takimi konstruktami.
12665:  Alice in Borderland jest przede mną jeszcze, bo cały czas Netflix mi mówi, że mam to obejrzeć.
12670:  Cały czas.
12672:  Czy zamierzam obejrzeć Wesele?
12676:  Ale nie jest to to Wesele, o którym myślę, bo jeśli tak, to na pewno nie.
12681:  Serial Utopia, o też polecam, jeżeli dla kogoś to jest za trudne, bo może być, to jest bardzo eksperymentalny serial pod względem kinematografii, to polecam The Good Place.
12692:  Jeden z najlepszych obrazów dystopii w zasadzie, jaki można mieć.
12698:  Czy uważam, pyta Tomeks, że po jakimś czasie archaizmy językowe się powinno usuwać?
12704:  Ja myślę, że język jest samoregulujący się i że on usuwa archaizmy samoistnie.
12709:  Nie rażą mnie różne archaizmy w wypowiedziach, inaczej musiałbym nie lubić się z twórczością Andrzeja Sapkowskiego i z jego wypowiedziami innymi.
12719:  Ale tak, myślę, że to język decyduje i to społeczność decyduje.
12724:  Ja mam wprawdzie taki stosunek, że uwielbiam używać wszystkich słów i bardzo lubię czasem walnąć takim słowem jak inexprimable i ciesząc się tym, że one oznaczają majtki, hahaha, nie musiałem powiedzieć majtki, hahaha, ja i tak powiedziałem, bo trzeba było to wyjaśnić.
12738:  Więc, no, wiecie, to są takie, po angielsku to się nazywa ładnie quirks, nie wiem, dziwactwa, upodobania, idiosynkrazję, no, więc można tego używać, jeżeli tego się używa oczywiście świadomie, no więc nie znoszę, nienawidzę ludzi, którzy czynią ze słów, których używają, jakokolwiek barierę dla słuchaczy.
12756:  Ja wiem, że czasem walnę jakimś słowem, i to słusznie mi przypominajcie w komentarzach, które powinienem wyjaśnić, już sobie wyrobiłem nawyk wyjaśniania po przecinku słów, ale czasem o tym zapomnę,
12765:  Ale to jest dlatego, że ja tych słów po prostu używam naturalnie i nic mnie bardziej nie denerwowało, na studiach zwłaszcza, jak wykładowcy się fleksowali znajomością jakichś wyrażeń.
12773:  Słuchajcie, absolutnym szczytem wszystkiego był referat jednej babki, to jest autentyk, z konferencji naukowej, oczywiście, że to była polonistka, która znała równocześnie francuski, niemiecki i angielski.
12785:  I nie zgadniecie, ona po prostu zastanowiła, że ponieważ miała przykłady z różnych dzieł literackich z całego świata, to cytowała je w językach oryginalnych, tak?
12794:  Czyli słuchaczu, mam cię w dupie, powinieneś znać po prostu te języki, jak nie znasz, to wiesz, to nie mamy o czym porozmawiać.
12801:  Jak?
12802:  Czy czekam na Eternals?
12803:  Czekam na każdego nowego Marvela, który kiedykolwiek będzie.
12806:  O, widzę, że piękna Maksyna Hassana Ibnesa Bacha padła na czatach.
12810:  Nic nie jest prawdziwe, wszystko jest dozwolone.
12813:  Od Marcina.
12813:  Wspaniałość piękna.
12816:  Kosmir Sandersona czy Malazan Erikssona?
12818:  Malazan wciąż u mnie czeka, więc zadajcie mi to pytanie, jak jest się wreszcie uporem z Malazańską, ale Kosmir Sandersona jak dotąd u mnie jest...
12827:  najwybitniejsze rzeczy, jakie przeczytałem w całości.
12829:  Czy upadek ZSRR był największą tragedią XX wieku?
12831:  Nie.
12831:  Największą tragedią XX wieku było powstanie ZSRR, jak również powstanie III Rzeczy.
12836:  Tak uważam.
12840:  Natomiast powiedzmy, że w jakimś sensie rozumiem, że to mogło być wydarzenie, które miało duże reperkusje dla tego, jak wygląda obecny krajobraz geopolityczny.
12851:  Ale jeżeli mówimy o dramatach ludzkich, to zdecydowanie
12854:  wzrost i trwanie faszyzmów i ludobójstwa i przede wszystkim prowadzenie wojny, która już nie była wojną nazwijmy to symboliczną, w której wysyłamy żołnierzy będących przedstawicielami jakiegoś państwa po to, żeby się bili o jakiś skrawek ziemi, tylko zaczynamy bombardować cywili.
12870:  To był straszny moment.
12873:  Matrix był na podstawie Ghost in the Shell.
12874:  Serio?
12875:  Nawet nie wiedziałem, że rodzeństwo Wachowskich się inspirowało.
