🔴 Na początku było Słowo, a na końcu Frazes | LIVE #5
🔗 https://www.youtube.com/watch?v=-gwsCcfNMCs

3:  Witajcie serdecznie.
12153:  No teraz właśnie nie ma studiów doktoranckich, dlatego to jest taki problem.
12156:  Jest szkoła doktorska, więc wypada mieć jakąś jedną publikację, przynajmniej tak mi się wydaje.
12161:  Jeżeli chodzi o publikowanie tam, gdzie ministerstwo pozwala, to znaczy daje tak zwane punkty za artykuły.
12170:  Kiedyś zrobię Wam film o tych punktach za artykuły, to jest skomplikowany temat i też żenujący swoją drogą.
12175:  Więc jest lista czasopism punktowanych, lista wydawnictw punktowanych i w tych miejscach warto mieć opublikowany artykuł, ale warto.
12183:  Zależy od tego, jaki jest nabór do danej szkoły doktorskiej i ile jest kontrkandydatów, no bo może się zdarzyć tak, że będziecie mieli kontrkandydata, który tak jak ja pracował ostro nad dorobkiem współżycia i będzie mieć, nie wiem...
12196:  40 artykułów miałem w sumie na studiach doktoranckich, czyli przez całe studia.
12202:  A ile miałem przed studiami doktoranckimi?
12204:  No paręnaście, tak mi się wydaje.
12208:  Ja szedłem już z dużym bagażem, bo byłem przygotowany do tego znacznie wcześniej.
12212:  Pisałem już na pierwszym roku studiów licencjackich, więc to jest zupełnie inna sprawa.
12219:  Nie zrażałbym się tym absolutnie, bo może się właśnie zdarzyć, że danego roku nikt taki nie będzie kandydował i można ten dorobek szybko i sprawnie nadrobić.
12226:  I znowu, zależy to od dyscypliny.
12228:  Pamiętajcie, że ja musiałem szaleć z dorobkiem z uwagi na to, że zajmowałem się w wrogim mi środowisku fantastyką i grami wideo.
12235:  Natomiast jeżeli idziecie do środowiska, które nie jest wam wrogie na starcie, bo zajmujecie się czymś, czym się nikt nie zajmuje, to już jest atut jakiś i nie trzeba wtedy tak szantażować liczebnie swoim dorobkiem.
12246:  Można mieć jeden, a dobrze opublikowany tekst i to jest coś, co polecam.
12250:  Znaleźć sobie rzeczywiście czasopismo wysoko punktowane, czyli 40 w górę myślę.
12256:  I tam opublikować.
12257:  I mieć taki tekst w portfolio.
12258:  I super wtedy.
12259:  Jeżeli to są nauki techniczne, może in plus też działać jakaś współpraca z przemysłem wcześniej.
12265:  Jakiś staż czy coś takiego.
12268:  O czym jest ten live?
12269:  To jest Q&A.
12270:  Rozmawiamy o rzeczach.
12271:  O wszystkim i o niczym, moi drodzy.
12278:  W ten piątek, pisze Marek Krause, doszło do nieporozumienia między grupą a wykładowczynią, w wyniku czego mieliśmy zdalnie, pomimo że nie mieliśmy mieć stacjonarnie.
12284:  O dziwo o konsekwencji czepiania się.
12286:  Ojej, straszne absolutnie.
12288:  Jakie zmiany i rady prowadziły do serialu po obejrzeniu drugiego sezonu Wiedźmina?
12292:  To jest temat na kilka godzin i w poniedziałek będziemy prawdopodobnie nagrywać materiał na bez schematu,
12299:  w którym ja się wyżyję twórczo w tym zakresie, bo tego jest naprawdę za dużo, ale generalnie moje uwagi sprowadzają się do tego, że jak zwykle w takich przypadkach konieczna jest zmiana modelu konstrukcji całego świata.
12316:  Jak widać na uczelniach mobbing ma się mocno na swój udalizm, pisze Tomasz Sklarz.
12319:  Jak powinna w sumie wyglądać reakcja na mobbing ze strony prowadzącego?
12322:  Bardzo ostra, to znaczy zgłoszenie do rzecznika praw studenta połączone ze zgłoszeniami, oczywiście tak jak możemy, to znaczy jeżeli mamy uzasadnione podejrzenia co do tego, że nasze zgłoszenie będzie przyczynkiem do tego, żeby nas w jakiś sposób dalej mobbingować, zgłosić anonimowo, a nie ma wtedy innego wyjścia niestety.
12341:  Natomiast zadbałbym o to, żeby była solidna dokumentacja tego mobbingu i tych aktów mobbingu.
12345:  Ja o taką dokumentację swego czasu zadbałem sobie i nie żałuję.
12350:  No tylko, że ja musiałem uderzyć troszeczkę wyżej.
12352:  Jeżeli rzecznik praw studenta nie reaguje, to uderzacie wyżej, czyli dziekani, prorektorzy i tak dalej.
12357:  Jeżeli ci nie reagują, to robicie to jak ja, to znaczy idziecie do adwokata.
12361:  Sprawa się szybko kończy.
12363:  Moja metoda polegała na tym, że profesora ukróciłem wysyłając dokument do szefów wszystkich, znaczy wszystkich jego kolegów, szefa katedry, prodziekanów i tak dalej.
12374:  Ucich i do dzisiaj się nie odzywa w sprawie, której miał bardzo dużo do powiedzenia.
12383:  Czy oglądana była... A, to już czytałem.
12385:  Boże, jestem strasznie do tyłu.
12388:  Tarjajel pisze.
12389:  Pytanie od jednej osoby, której poleciłem kanał.
12391:  Skoro tak długo byłem na Wydziale Polonistyki i jest tam tak źle, to czemu go nie zmieniłem?
12394:  Bo się bałem.
12396:  proste.
12397:  Bałem się.
12397:  Myślicie, że dlaczego ja wam teraz mówię takie rzeczy?
12399:  Nie dlatego, że byłem genialny, tylko dlatego, że zrobiłem strasznie dużo problemów i błędów.
12405:  I chciałbym, żeby ludzie nie popełniali tych błędów, które ja popełniłem, więc dlatego wam to mówię, żeby się właśnie nie bać tego, żeby rzucić studia i iść na inne, lepsze.
12413:  Powinienem był pójść na Wydział Polonistyki Uniwersytetu Śląskiego wtedy, kiedy miałem wszystkich przyjaciół i tak tam miałem.
12418:  Jeździłem tam na konferencje bardzo często.
12420:  To było logiczne rozwiązanie.
12421:  Nie wiem, czemu tego nie zrobiłem.
12424:  Jedyny powód to taki, że się obawiałem.
12427:  To jest niestety przekleństwo tego, jeżeli ma się przerost ambicji.
12430:  Człowiek się boi, że jeżeli z czegoś zrezygnuje, to wtedy będzie miał reperkusję.
12434:  Plot, twist nie ma.
12436:  Jeżeli jesteście zmotywowani i robicie dobre rzeczy, to finalnie się okaże, że wasze życie wskręci w zupełnie innym kierunku.
12443:  Ja plan miałem taki, żeby zostać na UJ, a potem odrzuciłem ich ofertę pracy.
12447:  I to był ten moment ryzyka, który podjąłem, tak?
12453:  Kiedy materiał o WF pyta Pemon?
12454:  O to chyba jest najczęstsze pytanie, które ostatnio dostaję, trochę spóźniona odpowiedź dla Julii.
12460:  Będzie, kiedy będzie.
12462:  Pamiętajcie, że ja nie planuję sobie niczego i nie robię scenariuszy, więc zbieram cały czas siły do tego.
12468:  Kakao lubię słodkie wyłącznie.
12473:  Czy można w jakiś sposób uczestniczyć w moich zajęciach?
12476:  O zgrozo nie, bo są... Znaczy, chyba, że to są wykłady otwarte, ale większość zajęć jest prowadzona w sieciach akademickich zamkniętych, więc jeżeli ktoś jest na AGQ, to spoko, mogę mu wysłać linki albo może sam dołączyć do grupy na Teamsach, prawda?
12488:  Natomiast, no, jeśli...
12490:  Jeśli nie jest poza giechu, to mam związane ręce troszeczkę, ale coś kiedyś zrobimy.
12494:  Obiecałem, że na Discordzie kiedyś walnę wykład specjalnie dla społeczności, więc wbijajcie do Holistycznej Agencji Eskapistycznej, będzie zapowiedź w tej sprawie.
12502:  Ja obiecuję rzeczy, owszem, i czasem trzeba na niedługo czekać, jak na przykład na odcinek o WF-ie, ale dowożę prędzej czy później.
12510:  Właśnie też się dziwię, Palitko, że istnieje nie słodkie kakao, tylko słodkie kakao.
12514:  Co uważam o twórczości ***, no myślę, że ten bip powinien wam wiele powiedzieć.
12521:  To znaczy, ja szczerze powiedziawszy nie rozumiem fenomenu powieści wulgarno-fekalnych, ale jeśli ktoś lubi takie rzeczy czytać, to spoko.
12529:  Byleby tylko mi nie mówił, że to jest kultura wysoka, to będzie wszystko w porządku.
12535:  Co myślę o zaprzęgnięciu AI do gier RPG?
12537:  Były takie próby, nawet pracowałem w którymś momencie nad narzędziem, którym coś takiego rozważaliśmy, ale wydaje mi się, że póki nie jesteśmy w stanie ogarnąć dobrego tworzenia fabuł, a nie jesteśmy, jeżeli mi nie wierzycie, to obejrzycie film Harry Potter and the Portrait with the Large Pile of Ash, czy coś takiego, który został wygenerowany w całości przez AI w oparciu o książki J.K.
12560:  Rowling.
12560:  Jest to niesamowicie zabawne, więc do stworzenia absurdalnej gry AI się nadaje, ale tylko absurdalnej na razie.
12568:  Czy pytał mnie ktoś kiedyś o planszówki?
12569:  O, wielokrotnie.
12570:  Problem z planszówkami polega na tym, niestety, że nie są dla mnie dość imersywne.
12575:  No i co ja poradzę na to?
12576:  Jestem miłośnikiem grania jednoosobowego, wiecie, a jednak planszówki to wypada w parę osób, więc z moimi przyjaciółmi chętnie gram, to tak, ale tylko wtedy.
12587:  Czy uważam, że jest to normalne, że wykładowca wychodzi po co raz kolokwium, musi tego zapalić, osoba egzaminowana zostanie w sali, stresuje się całą sytuacją?
12593:  Nie, to jest dziwne.
12595:  Jeżeli już, to wyjść razem ze studentem, przejście, nie?
12598:  Bardzo dziwne.
12600:  Bardzo dziwne.
12600:  Absolutnie bardzo dziwne.
12602:  Nie spotkałem się z czymś takim
12603:  Nerdolo pisze a propos punktowanych czasopism.
12605:  Kognitywistyka, Cognitive Science ma listę tychże wspólnot dziennikarskich, więc można sobie wyobrazić, jak śmiesznie wygląda.
12610:  Nie, nie, ale w ogóle ta lista czasopism punktowanych to jest pit na wodę fotomontaż.
12613:  Nie należy nad tym nawet zatrzymywać 5 sekund swojego znania.
12617:  Wszystkie dobre czasopisma, które znam, na przykład z zakresu groznawstwa, w ogóle nie istnieją na tej liście, więc dajcie spokój.
12627:  Co mam na myśli, mówiąc do mobigujących wykładowców, że kiedyś się spotkamy w innych okolicznościach, to, że ja zawsze wszystkie sprawy domykam.
12635:  I są pewne sprawy w moim życiu, których nie domknąłem.
12638:  Nie wiem jeszcze, jak to zrobię.
12639:  Zależy, jak się ułoży moje życie, ale z doświadczenia wiem, że ja nie odpuszczam w jednej sytuacji.
12644:  Jeżeli mam świadomość, że gdzieś jest człowiek, który krzywdzi ludzi, ja z tym mogę coś zrobić.
12651:  Więc czekam na możliwość zrobienia czegoś z tym.
12654:  Ja zawsze działam w jeden sposób, retorycznie.
12657:  Ja nie walczę, nie biję, nie oskarżam, nie atakuję pierwszy, ale czekam na dogodną sposobność.
12665:  Jako wiecie, mag, który jest przygotowany, ma pełną pulę many i czeka, patrzy, przypatruje się, czy komuś nie dzieje się krzywda.
12673:  Jeśli komuś się zacznie dziać krzywda, to wtedy zacznę interweniować.
12679:  Bacznie przysłuchuję się zatem, czy osoby, które zachowywały się skandalicznie w moich czasach, w dalszym ciągu zachowują się skandalicznie, a tak się składa, że ostatnimi czasy wyciera do mnie dużo informacji na takie tematy, więc jest to interesujące.
12695:  Podziwiam, że rozumiesz, że działanie się swoimi błędami ze światem, aby samemu się rozwijać, no bo właśnie popełnianie błędów jest częścią naszego życia.
12702:  Ja popełniłem mnóstwo różnych błędów.
12704:  Takim moim błędem było na przykład właśnie stosowanie innej taktyki niż ta, o której mówiłem wam teraz.
12709:  O wiele prościej jest zaatakować właśnie, zacząć walczyć w swoim imieniu, nie?
12715:  I zemścić się na kimś.
12716:  Tak, tak, bo trzeba.
12718:  Nie!
12718:  Nie.
12719:  Trzeba wyciągnąć wnioski z tego i przypatrywać się, bo przecież ludzie się zmieniają, tak?
12725:  Ja zawsze zakładam, że ktoś się może zmienić na dobre, ale jeżeli widzę, że się nie zmienia na dobre, jeżeli widzę, że taktyki oczerniania na przykład ludzi dalej są miło stosowane, to jest to dla mnie jakaś informacja, prawda?
12736:  Na przykład jest to dla mnie informacja, że moje memiczne szydzenie z Wydziału Polonistyki UJ jest słuszne i taka informacja jest dla mnie ważna.
12743:  Natomiast co do w ogóle błędów, jakie popełniamy, to pamiętajcie też o tym, że to wyświechtane powiedzenie, że co nas nie zabije, to nas wzmacnia, ono naprawdę działa.
12753:  Tylko, że problem polega na tym, że czasem rany mogą być śmiertelne.
12756:  Więc trzeba uważać na to bardzo i im szybciej nauczymy się wykorzystywać tę wiedzę, którą mamy z naszych porażek i błędów, tym lepiej.
12764:  Jest taka książka Jespera Jula, retoryka porażki o grach wideo.
12768:  Gry wideo uczą nas, jak sobie radzić z porażką.
12770:  Dark Souls jest dla mnie też taką formą terapii.
12773:  Ja nie znoszę przegrywać w grach wideo.
12775:  Nienawidzę.
12776:  Przez całe życie nienawidziłem przegrywać w grach.
12779:  Ja byłem znany z tego, że właśnie planszówek nie lubiłem tych z lat 90., typu, nie wiem, człowieku, nie irytuj się.
12784:  Ja potrafiłem smagnąć ręką przed wszystkimi piąkami i powiedzieć, nie gram w to, dajcie mi święty spokój.
12790:  I...
12791:  Po długiej, długiej, długiej pracy zacząłem sobie uświadamiać, że to jest może jakby wskaźnik na to, że coś ze mną jest nie tak też w innych sferach, może by trzeba było odpuścić właśnie z kompetytywnością.
12803:  I dlatego teraz Krzysztof co drugie zdanie mówi, że nie znosi kompetytywności, bo tak, kiedyś się na to nadział i kiedyś taki był i stwierdził, że może to nie jest słuszne.
12813:  Gra, która mnie najbardziej wciągnęła?
12816:  Skyrim.
12817:  Skyrim, drodzy.
12821:  Skyrim.
12826:  Ulubiony rodzaj muzyki, ambient, to co słuchacie w sumie, to jest coś, czego ja bardzo często słucham w tej chwili, rozmyślania o szkole teatralnej i filmowej, tak długo, jak daleko się będziecie trzymać od Pawła Passiniego, jesteście bezpieczni.
12840:  Trzeba uważać na takie indywidua i osobistości, które...
12845:  Uważają się za artystów i uważają, że to, że są artystami, a przypominam, że to oni głównie się uważają za artystów, sprawia, że mogą dręczyć studentów, więc bardzo bym uważał na tego rodzaju rzeczy.
12857:  Szkoły artystyczne są jeszcze bardziej niepewne pod pewnymi względami niż humanistyka, to znaczy nie macie możliwości obiektywnego stwierdzenia, czy ktoś ma rację, czy nie ma racji i tak dalej, jak to jest w naukach ścisłych.
12868:  Więc jeżeli ktoś decyduje, że wasz obraz czy wasza interpretacja sztuki jest niezgodna z jego stylem artystycznym, to jak się od tego odwołać?
12878:  Nie da się od tego odwołać, to jest ciężkie i trzeba mieć z tego świadomość.
12883:  Prequel gry Endera, pierwsza i druga wojna jest formularne i pewnie czytane.
12886:  Seria Dishonored Miłoszu moja ulubiona absolutnie.
12888:  To jest jedna z ulubionych gier wideo przynajmniej.
12891:  Ile mniej więcej potrwa ten live?
12893:  Wykle do 22 rozmawiamy.
12895:  Czy widziałem nowe demo Matrixa w postaci minigry od Epica?
12898:  Czy sądzisz, że wraz z realizmem grafiki coraz bardziej będzie zyskiwać na wartości stylizowana grafika?
12903:  Tak, to już się dzieje w zasadzie.
12905:  Mamy chyba tego przykład po chociażby Dishonored wywołanym przed sekundą, który ma stylizowaną grafikę i się dzięki temu nie starzeje.
12913:  Disco Elysium też ma stylizowaną grafikę, więc myślę sobie, że to jest taki naturalny kierunek rozwoju gier wideo i dobrze, dobrze, jak najbardziej, chociaż ja osobiście, hiperrealistyczna gra fantazy z magami i smokami, o, I'm all in.
12933:  Byłaby szansa konsultacji, jeżeli chodzi o magisterkę.
12937:  Tak, Michalino, możesz napisać, tylko pamiętajcie o jednej zasadniczej rzeczy, bo ja mam świadomość, że mówię do paru setek ludzi, że mój czas niestety nie jest z gumy i jeżeli nie będę w stanie pomóc, to nie jest to dlatego, że nie chcę, tylko dlatego, że włącza mi się mój instynkt samozachowawczy, to znaczy Krzysztof, musisz odpocząć.
12955:  bo prowadzę w tym momencie pięć licencjatów i sześć prac magisterskich i jedną doktorską, więc wiecie, to już jest bardzo dużo i moja uwaga należy do moich dyplomatów.
12968:  I moi dyplomanci mogą do mnie pisać o każdej porze dnia i nocy, czego niestety część z nich nie wykorzystuje, bo się obawiają, niepotrzebnie wciąż.
12977:  Zwykle jest tak, że ludzie przestają się tak w stu procentach obawiać, jak już skończą studia.
12982:  No niestety, szkoła ma swoje konsekwencje, więc ja jestem do ich dyspozycji przede wszystkim.
12988:  Jeżeli będę mieć czas natomiast, to mogę spróbować pomóc na pewno.
12992:  Zresztą zauważyłem, że to, co ja robię tak naprawdę w trzy minuty często, potrafi czasem pomóc, więc można zawsze zaryzykować.
13002:  Ale jeszcze raz, jeżeli nie odpisuję, to nie znaczy, że ignoruję.
13005:  Tak samo jak z tymi pytaniami, jeżeli czegoś nie widzę, to cóż, to może się okazywać po prostu, że przeoczyłem.
13013:  David Hawkins, nie spotkałem się z książkami absolutnie jego, niestety.
13019:  Ciężko się przebić, pisze Julia.
13020:  Czytałem Żniwiarza, jeśli tak to dobra literatura, żeby wejść w świat fantastyki.
13024:  W świat fantastyki na twoim miejscu raczej wchodziłbym przez opowiadania rzeczy Patrici McKillip, Nila Gaimana, Tada Williamsa.
13034:  No nie, Tada Williamsa nie, to nie jest dobra rzecz na wejście.
13037:  Ale opowiadania Nila Gaimana zawsze będę przywoływał.
13040:  Myślę, że też jakaś fantastyka w bardziej takim lekkim tonie typu Trudy Canavan.
13045:  To są dobre rzeczy wprowadzające do fantastyki.
13051:  O!
13052:  Będę mieć teraz bardzo dużo czasu do nadrabiania pytań z uwagi na to, że nasi trybutariusze świętują.
13059:  Tak jest.
13062:  Emojimi nasz, memiczną godzinę.
13066:  Ulubiony gatunek gier.
13067:  Strategie czasu rzeczywistego.
13069:  W drugiej kolejności RPGi wbrew pozorom.
13073:  Astrofaza.
13073:  Podpina się Krzysztof Owpod opinie od Astrofazie.
13080:  Dobra opinia jest na temat Astrofazy, natomiast nieczęsto słucham, bo też nie moje klimaty, jeżeli chodzi o naukę.
13092:  Co to teraz gra?
13092:  Już wam puszczam.
13094:  Czasem nie wiem, dlaczego ta animacja działa, czasem nie działa.
13096:  Jakie są polskojęzyczne czasopisma punktowane związane z grami i z komiksami?
13100:  Replay.
13102:  Replay to jest czasopismo wydawane w Łodzi.
13105:  Homoludens jest w Poznaniu.
13106:  Czasopismo Polskiego Towarzystwa Badania Gier.
13110:  I koniec.
13116:  Bardzo dużo.
13119:  Lektura szkolna tutaj była najciekawsza dla mnie?
13121:  Nie ma żadnej.
13122:  Czytałem swoje rzeczy w swoim czasie i to była Asis Lincoln, Curwood i inne tego typu rzeczy, ale absolutnie, jeżeli chodzi o lektury szkolne, jak?
13132:  Jak?
13134:  Pytanie od osoby, która niedawno zaczęła mnie słuchać, czy mieszka w kawalerce.
13139:  Wynajmuję mieszkanie, ale będę się przeprowadzał niebawem.
13144:  Dlaczego pytanie od Ravenx9, jego ekscelencja, jaśnie oświecony, magister niełuki, szkodnista wyższego oraz reszta konserw, tak się przyczepiły marksizmu, domyślam się, tak?
13159:  Z marksizmem jest tak samo jak z postmodernizmem, to znaczy to jest słowo mem.
13164:  Jean Baudrillard miał kiedyś taki pomysł, który nazwał transpolityką, to znaczy to jest proces przechodzenia pewnych znaczeń obiegowych.
13180:  do obiegu politycznego między innymi i cementowania ich w formie takiego memu w gruncie rzeczy.
13187:  I tak jest, zauważcie, z wieloma rzeczami.
13190:  Marksizm, postmodernizm, teraz duże cytaty, ta szalbiercza prezydencka odzywka o ideologii, a nie ludziach.
13200:  Następnie niestety LGBTQ też stało się taką etykietką transpolityczną i tak dalej, jest dużo tego.
13207:  Na czym polega problem z tym związany?
13209:  Baudrillard był zafascynowany tym, jak słowa tracą swoje znaczenie, jak fikcyjne elementy świata tracą swoją fikcyjność, stają się realne.
13217:  Tak jak Disneyland.
13218:  Nie zastanawiamy się nad tym, że to jest trochę creepy, że ludzie idą do takiego miejsca fizycznego w świecie, gdzie chodzą duże myszki Miki.
13225:  No właśnie to jest ten proces zatracania coraz bardziej znaczeń i tworzenia się takich fikcyjnych bytów, które on nazywa symulakrami, ale transpolityka jest dla nas ciekawsza właśnie w kontekście tego marksizmu.
13235:  Zauważcie, że nam nie jest potrzebna definicja tego, czym jest marksizm.
13238:  Nie interesuje nas, czym jest neomarksizm, nie interesują nas nurty, które opowiadają się na przykład za ludźmi, których nie stać dzisiaj na zakup mieszkania, co dopiero nawet kawalerki, ba, mikroapartamentu.
13252:  Nie, ludzie cały czas myślą, że to jest totalitarna ideologia w Związku Sowieckim.
13257:  Nie!
13259:  Ta filozofia została, znaczy sprzeniewierzono się jej ideałom, zawłaszczono ją w ohydny sposób w reżimie totalitarnym sowieckim.
13269:  I problem polega na tym, że to subtelne rozróżnienie nie jest dość wyraziste dla wielu ludzi.
13274:  I łatwiej jest powtarzać za ludźmi, którzy używają tego jako takiego memu,
13279:  transpolitycznego, że a, marksizm i komunizm i postmodernizm i genderyzm, tak, i im więcej yzmów, tym lepiej.
13287:  Łatwiej jest tak zrobić, zamiast zastanowić się nad tym, co te słowa w zasadzie oznaczają.
13291:  I żeby nie było, jest też grzech duży humanistyki w tym, bo pamiętam, jak się pierwszy raz hasło ideologia genderu powszechniło, to wtedy do telewizji byli zapraszane polskie panie profesor, polonistki, feministki i tak dalej.
13307:  Jak ja słyszałem, jak one to wyjaśniają, no to ja ledwo rozumiałem, a ja specjalizowałem się w tym zakresie na studiach.
13315:  I sobie myślałem, wielkie nieba, co biedny Kowalski, który się nie uczył tego, nie ma narzędzi do rozumienia tego języka, jak on ma to zrozumieć?
13325:  No i faktycznie nikt nie zrozumiał.
13327:  Więc myślę, że tutaj jest ten główny problem.
13330:  Poziom językowy i bariery językowej, którą zbudowała humanistyka, buduje ją od samego początku, odkąd w szkole wyjaśnia trudne idee na książkach, które są pisane z barierą językową, to się potęguje coraz bardziej.
13344:  I niestety konsekwencja tego jest właśnie taka.
13346:  Polityczna.
13348:  wejściówek z przedmiotu programowania na studiach informatyki i automatyki i robotyki.
13353:  Nie rozumiem idei wejściówek na żadnych studiach, także na tych.
13356:  Nie lubię tego.
13357:  Uważam, że pisanie pod stresem jest bez sensu.
13359:  Na moich egzaminach nie ma limitów czasowych i jakoś to działa.
13363:  Nie rozumiem, dlaczego tak się dzieje.
13367:  Mobbing występuje tym częściej, im opisze Aurelcia, im większa różnica wieku między prowadzącymi a studentami to czysta pogarda i wyzwiska.
13373:  Tak, to jest problem.
13375:  Ja kiedyś interweniowałem w odniesieniu do prowadzącej, która się na przykład nabijała z nazwisk studentów.
13379:  Ja byłem w ogóle oburzony, jak coś takiego może mieć miejsce.
13382:  Macie przykład, kiedy Krzysztof właśnie wchodzi w tryb maga, ognia na uniwersytecie i kiedy jego groźby przestają być tylko groźbami retorycznymi.
13394:  Teraz muszę się przeskrolować przez miliard papajowych emoji.
13404:  Społeczeństwo rzadko kiedy zna definicję faszyzmu, marksizmu czy innych izmów.
13408:  Tak, Goldbaum, i to jest duży problem, z którym musimy walczyć, tłumacząc tak jak Kurzgesagt tłumaczy trudne idee, tak samo musimy sami we własnym zakresie, bo tego za nas nikt nie zrobi, sami we własnym zakresie tłumaczyć różne obiegowe pojęcia z zakresu kultury.
13425:  live zawsze jest dostępny później, Damianie.
13427:  Zawsze.
13429:  Jakieś promysły, argumentacje od Piotra Rado, pytanie, dotyczące odrzucenia podania od stypendium za warunek z praktyk.
13436:  Pandemia była zbawiona i wcześniej działałem z spełnieniem, że będzie okej, to nie ocena.
13439:  Ja napisałem, jak mi kiedyś odrzucili stypendium podanie do rektora i zostało rozpatrzone.
13445:  Kluczowa kwestia.
13446:  Jak masz decyzję stypendialną, tam jest taki paragraf administracyjny, że studentowi przysługuje odwołanie się od stypendium na tym paragrafie sądu administracyjnego.
13456:  Użyj dokładnie tej formuły.
13458:  Gwarantuje skuteczność.
13462:  Czy pozytywistyczna praca organiczna i praca o podstawach mają sens?
13469:  W tym sensie tak, ale w sensie ekonomicznym nie.
13472:  W sensie retorycznym tak, mają sens.
13476:  Amy Adler potrzebuje ogniści i jamniczego czaru na szczęście.
13479:  Dostała dotację i otworzyła firmę, a przerażają Polski wał i ład.
13483:  Nie dziwieć się absolutnie.
13485:  Trybutariusze, zajamniczycie czaty z dedykacją dla Amy Adler.
13489:  Ja ze swojej strony kibicuję intensywnie.
13494:  Nie Moshi Yoshi, nie zrobię nigdy kanonu fantasy, ponieważ ja nie jestem autorytetem w tym względzie i nie chcę być za taki uważany.
13500:  Ja mogę wam tylko mówić co lubię, co kocham, co aktualnie mi się podoba, a może się okazuje, że 3 miesiące, że będę mówił wam, że a jednak Django Wexler nie jest taki dobry, przeczytajcie coś innego.
13509:  Dlatego nigdy nie zrobię kanonu.
13511:  Kanon jest narracją, a nie jest listą.
13512:  Nie lubię.
13514:  Playlista ze streamu mogę udostępnić na Discordzie, nie ma problemu.
13519:  Powinna być też publiczna, jak wpiszecie Krzysztof M. Maj na Spotify, to powinniście mieć to pod Q&A.
13526:  Czy znamy jakichś redaktorów z czasopism o grach np.
13528:  CD Action?
13529:  Mogę znać, ale to nie jest on the name basis, jak mawiam anglosasi, to jest raczej tak, że to są jacyś odlegli znajomi.
13540:  Klara pyta, czy konfrontować się samej z problematycznym promotorem, od którego uciekają ludzie?
13544:  Kiedy chciałam to zrobić, chyba się domyślił, więc zastrzegł, że możemy rozmawiać tylko o pracy.
13550:  Ciężka sprawa, ale pytanie, dlaczego się konfrontujesz?
13553:  Jeżeli masz powód, to ja bym się nie wahał pięciu sekund, ale polecam, jeżeli są naprawdę problematyczne sytuacje na uczelni, żeby mieć gdzieś świadka, jak jest bardzo trudna rozmowa.
13564:  Nie zaszkodzi.
13567:  Bardzo ważne pytanie, jakie słodycze lubię najbardziej i kiedy najprzyjemniej mi przychodzi delektowanie się nimi?
13573:  Przy whisky, ciemną, gorzką czekoladą.
13576:  To jest mój ukochany chyba słodycz.
13577:  Kiedyś bardzo lubiłem różnego autoramentu batony, przez co dzisiaj się muszę salvować ich tak zwanymi zdrowymi odpowiednikami, które z trudem znajduję.
13587:  No ale tak, tak, czekolada chyba jest na pierwszym miejscu.
13590:  Czy lubiłem gramatykę na studiach?
13591:  Tak, bardzo lubiłem przedmioty językoznawcze, ponieważ w nich się nie spotykałem z tymi klasistowskimi różnymi wybrykami.
13601:  To było, tak, to było zdecydowanie dobre.
13606:  Popatruję, popatruję dalej.
13611:  Czy czytałem książki autorstwa Brenta Wicksa?
13613:  Wydaje mi się, że tak, ale bardzo dawno temu.
13616:  Ksenia się nudzi, zaczyna przygodę z fantastyku od Trudy Canavan w bardzo młodym wieku.
13619:  Z perspektywy czasu uważam, że trzecia klasa podstawa to kiepski moment na czytanie tego typu książek.
13623:  Zgadzam się, raczej 12-14 lat, coś takiego mniej więcej.
13627:  Coś takiego.
13629:  Czy czytałem córę dymu i kości?
13632:  Nie czytałem Michalino, ale cieszę się.
13636:  Wiecie co, to jest zabawne.
13637:  Dowiaduję się od was o większej liczbie książek, niż dowiedziałem się przez całe studia literaturoznawcze.
13643:  I to jest piękne.
13645:  Bo na studia literaturoznawcze ja byłem jedynym autorytetem w odniesieniu do fantastyki.
13648:  Niestety.
13649:  Strasznie smutne.
13650:  Czytałem opowiadania Zdzisława Beksińskiego.
13652:  Ba, kiedyś miałem ideę fix, żeby je wydać, ale potem okazało się, że ktoś to zrobił za mnie.
13657:  I super.
13659:  Ale Beksińskiego kocham najbardziej malarstwo oczywiście.
13662:  Jak przekonać samego oznaczenia siebie, pyta Płatnerz, że pisanie czegoś na czacie, na streamie nie oznacza szukania atencji, tylko dla bycia zauważonym.
13672:  Bardzo podoba mi się, że napisałeś to.
13676:  Ja myślę, że w ogóle komunikacja nigdy nie powinna być postrzegana przez nas jako szukanie atencji.
13683:  Powiem tak, odwróćmy zawsze sytuację.
13686:  Jeżeli się boimy tego, co myśli o nas rozmówca, zastanówmy się nad tym i skupmy się nad tym w tym momencie, jaką wartość my możemy dla niego wnieść.
13696:  Coś takiego opowiedzieć, coś takiego zrobić, coś takiego przedstawić, co spodoba się tej drugiej stronie.
13703:  Ja tak robiłem właśnie w różnych środowiskach trudnych, toksycznych też, w których się bałem reakcji.
13710:  Starałem się maksymalnie dużo dać z siebie i ze swoich pasji.
13714:  Czasami dostawałem strasznie po dupie, ale czasami warto było, bo się okazywało, że w tym kraju ślepców jest jakiś jeden jednooki i można z nim porozmawiać.
13729:  Czy ja się szerzej inspiruję do grania w Dark Souls?
13731:  Wiecie, to taki był mój cel, powiedzmy sobie oficjalnie.
13733:  Taki był poniekąd mój cel.
