🔴 Studzimy nasz zapał, dmuchając na zimne | LIVE #14
🔗 https://www.youtube.com/watch?v=WL6pr7S-N1I

90:  Dziękujemy.
12094:  Dlatego rzadko się zdarza, że jakaś książka naprawdę mną wstrząśnie.
12101:  Wybrałem sobie, co muszą myśleć osoby, które usłyszą stream przez ścianę i kompletnie poza kontekstem.
12105:  Zadbam o izolację akustyczną domu.
12108:  Tak trzeba, moi drodzy, jak się streamuje.
12110:  Dla dobra sąsiadów.
12113:  Polecam jakieś światy fantastyczne, pyta Szymon Rogowski, które są niezwykle proste.
12117:  Mało razy mało miejsc w członkowej lore, ale były tak intrygujące i ktoś opowiedział w nich ciekawą historię.
12122:  Wiesz co, takim dobrym przykładem jest rytmatysta Sandersona, który się specjalizuje w tym, że robi gigantyczny lore, a w tej jednej książce jest... Okej, są kredowce, tak?
12132:  Interesuje cię, czym są kredowce?
12133:  Okej, masz kredę, rysujesz zwierzaka, zwierzak ożywa.
12136:  Po co drążyć temat?
12139:  Kredowce, tak?
12139:  Tyle.
12141:  I nic więcej nie wiadomo na temat tego świata.
12142:  A przepraszam, kredowce pochodzą z jakiegoś miejsca w środku tej rzeczywistości, które jest szerzone i jest tam tajemnica.
12149:  Koniec założenia światotwórczego.
12151:  Historia przepięknie opowiedziana, fascynująca, interesująca, w zasadzie takie detective story, czy crime fiction, które się dobrze czyta, bardzo.
12159:  Ma być drugi tom.
12160:  Ja czekam na ten drugi tom właśnie, żeby poszerzył mi lore, ale prawdopodobnie niesłusznie, bo w tej książce nie o to chodzi.
12168:  Zaczarowany ołówek vibe.
12170:  O, trochę tak.
12171:  Macie rację.
12172:  Od miesiąca mam blokadę twórczą.
12173:  Co robić?
12173:  Pytam na to już Borowiec.
12175:  Spróbowałeś moodboardu?
12177:  Naprawdę to jest coś, co pomaga.
12178:  Druga rzecz.
12179:  Zacząć pisać coś, co cię cieszy.
12182:  Opuścić fragment, który wywołał u ciebie blokadę.
12184:  W ogóle porzucasz.
12185:  Zapominasz, że on istnieje.
12186:  Zaczynasz pisać gdzie indziej.
12190:  Książki podobne do 1984.
12191:  Musisz szukać Maximus pod hasłem dystopia.
12196:  Więc znajdziesz wtedy dużo rzeczy, nie tylko książki, ale z książek takich najważniejszych to Ray Bradbury z pisarzy, Kurt Vonnegut też na przykład, Pianola, no Pianola zwłaszcza Vonneguta jest dystopijna.
12212:  Z młodzieżowych dystopii Weronika Roth, Susan Collins, czyli Igrzyska Śmierci, a w przypadku Weroniki Roth Divergent, Maze Runner Jamesa Dashnera też jest lubiany.
12225:  Jest sporo.
12226:  Też czasem polecam Mechaniczną Pomarańczę.
12229:  Mechaniczna Pomarańcza jest Bergesa?
12231:  Dobrze mówię?
12232:  Dobrze mówię.
12232:  I też tegoż samego autora jest rozpustne nasienie.
12235:  Oczywiście Nowy Wspaniały Świat Huxleya, ale on jest bardziej znany.
12239:  A w ogóle, żeby było śmieszniej, rok 1984 to nie jest pierwsza dystopia w historii.
12242:  Pierwszą dystopią w historii jest my, Eugenia Zamiatina.
12246:  Aneta Jadowska wciąż nie była czytana, ale kupiłem wreszcie.
12250:  Coś z polskiej fantastki, to znaczy Agnieszki Hałas, Teatr Węży.
12255:  Jest w planach poza koniec Drzewa Pomarańczy, który mam wreszcie kupiony i zamierzam przeczytać, jak tylko skończę Chakraborty.
12263:  Trzeci sezon Snowpiercera odpadłem i roka jest.
12267:  Odpadłem, szczerze powiedziawszy.
12268:  Znudził mnie niestety.
12273:  Ubika nie pamiętam.
12274:  Jak dużo światotwórstwa, to za dużo?
12278:  Wtedy, kiedy masz za dużo już informacji, a za mało fabuły.
12282:  Kiedy wymyślasz postaci dla samego wymyślania postaci, a na przykład nie zastanawiasz się, jakie są relacje między nimi.
12288:  A z relacją między postaciami tworzą się bardzo często już historie i jakiś zaczątek fabuły.
12293:  Ale wtedy możesz po prostu powiedzieć, że nie jesteś pisarzem, tylko jesteś conworderem, czyli światotwórcą i interesuje cię conwording.
12301:  I czemu by nie?
12303:  Nie jest to jakiś problem.
12304:  Aśku pisze, że nie znosi fonegat, a pianolę czytał.
12307:  Pianolę jest spoko.
12308:  Tak samo syreny z Tytana.
12309:  Syreny z Tytana są satyryczne i złośliwe.
12311:  Czy jest dobre piwo na kampusie uczelnianym?
12313:  Oczywiście, że tak.
12315:  Już nie wspominam, że w browarze AGH jest koźlak majowy i być może jesteście w stanie wymyślić, jaki przedni dowcip studenci urządzają yours truly w tym kontekście.
12328:  Jeszcze przedniejszym dowcipem jest to, że za każdym razem, kiedy zamawiają koźlaka majowego, go nie ma.
12334:  ponieważ on jest dostępny jedynie w maju, co jest również dowcipem.
12339:  Ale tak, tak, są przepyszne rzeczy.
12342:  Och, browar.
12344:  Tak, absolutnie.
12348:  Czy czytam książki historyczne?
12350:  Książek historycznych nie czytam w zasadzie.
12352:  Ja wolę dokumenty, moi drodzy, jeżeli chodzi o oglądać, jeżeli chodzi o historię.
12356:  Dobrze, moi drodzy.
12358:  Przygotowałem dla was jak zwykle coś.
12360:  Siadam, bo czytam, okej?
12363:  Człowiek się musi usprawiedliwiać, że opuszcza stół.
12366:  To jest przerażające.
12369:  Absolutnie przerażające.
12371:  Dobrze, w ankiecie nam wyszło, że 58% osób woli eksplorować swobodnie.
12379:  Tak jest.
12381:  Jeszcze jest jedno pytanie, które bym chciał zaadresować od Wintera.
12384:  Sądzę na temat naukowego podejścia do magii rozbierania jej na czynniki pierwsze.
12389:  Czy nie lepiej, żeby niektóre mistyczne wątki pozostały okryte całunem tajemnicy?
12393:  Niewątpliwie tak.
12394:  Choć na pewno wolę znać prawidła danej magii.
12397:  Nie podoba mi się to, że nie wiem, jak działa magia u J.K.
12399:  Rowling.
12400:  Przeszkadza mi to, że zaklęcie niewybaczalne, jakim jest awada kedawra, tak?
12405:  No to powiedzmy sobie w ten sposób.
12406:  Czego odpowiednikiem jest awada kedawra w naszej rzeczywistości?
12410:  pocisku samonaprowadzającego, tak najprościej rzecz ujmując.
12413:  No i myślicie sobie, że pocisk samonaprowadzający działa w taki sposób, jak Avada Kedavra?
12418:  Bo ja wam powiem, jak działa Avada Kedavra.
12420:  Myślcie sobie, nie ma przeciwzaklęcia na Avada Kedavra.
12424:  Każdy fan podtera to wie.
12425:  Przepraszam, jest.
12427:  Pamiętacie, co robił Voldemort na cmentarzu, jak pieprznął Avada Kedavrą w hottusia-pottusia?
12432:  Co zrobił hottuś-pottuś?
12436:  Pizza na grobek!
12438:  Nie ma!
12442:  Nie ma!
12442:  Nie ma, wadakedawry!
12443:  Co tam, że potężne zaklęcie?
12446:  I dlaczego mi nikt nie wyjaśnia, dlaczego mi nikt nie wyjaśnia, jak to jest, że to zaklęcie nie bypassuje materii ożywionej w taki sposób?
12454:  I dlaczego w takim razie podstawowa rzecz, jaka powinna istnieć w tym uniwersum, to nie jest pieprzona tarcza? !
12463:  Najstarszy wynalazek człowieka, pomijając linę i drabinę.
12467:  Każdy mak powinien mieć tarczę, żeby się bronić przed Avada Kedavra.
12472:  Skoro nagrobek działa, to przepraszam najmocniej, tarcza też będzie działała, tak?
12479:  Dramat!
12480:  Jak można zrobić taką dziurę fabularną w powieści?
12484:  Przecież jeszcze żeby to dotyczyło jakiegoś randomowego zaklęcia, tak?
12490:  Ale to jest centralnie najbardziej istotne zaklęcie, jakie funkcjonuje w tym uniwersum.
12495:  Od tego się zaczyna cała fabuła.
12498:  Potter dlatego ma bliznę na czole.
12501:  Przecież to jest najważniejsze zaklęcie.
12503:  Ono jest najgłupiej opracowane.
12506:  Nie mam pojęcia.
12508:  A tam priori incantatem sratatem.
12511:  Nagrobek jest najskuteczniejszy.
12513:  To w ogóle były te pomysły Rowling, że o, o, o, wymyśli sobie fancy sposób na odbicie awalakedawry.
12518:  Nagrobek!
12521:  Najlepiej byłoby nosić przed sobą właśnie taki kamol, bez żadnego, no bez żadnego, jaki tam ciężki nagrobek, psu, zaklęcie.
12529:  Wingardium Leviosa!
12530:  Pierwsze, którego się dowiadujemy.
12532:  No to robimy Wingardium Leviosa i sobie, i sobie ten nagrobek dryfuje przed nami radośnie.
12538:  I Voldemort strzela.
12541:  Beka stypa, beka stypa, mam nagrobek, który się unosi.
12545:  Potężny mag, potężny mag, ja mam nagrobek.
12548:  I tyle, leci.
12550:  Działa?
12550:  Działa.
12555:  Kamizelka awadokedawroodporna.
12557:  Absolutnie.
12559:  Z wkładem z nagrobki, z nagrobka matki Pottera.
12564:  O Boże, no one.
12565:  To byłby overkill, bo zobaczcie, nie dość, że broni nas nagrobek, który jest w formie kamizelki, to jeszcze, no, zaklęcie Lily Potter działa.
12575:  Dwa w jednym.
12578:  Dwa w jednym.
12579:  Genialne.
12580:  Jak mi się to podoba.
12584:  wspaniały pomysł no i widzicie i na tym polega cały problem Pottera to znaczy tak niech będzie jakaś mgiełka tajemnicy niech będzie jakiś sekret ale ja chcę wiedzieć jak to cholerstwo działa i dlaczego czasem magia potrzebuje katalizatora w formie różdżki a czasem nie straszne
12610:  No świat Rowling ma bardzo dużo takich dziur, to jest prawda.
12613:  Dobra, ostatnie pytanie, biorę i czytamy.
12615:  Możesz powiedzieć coś o tworzeniu nazw wymyślonych świata?
12617:  Chodzi mi o to, czym się kierować tworząc nazwę, np.
12619:  dla jakiegoś ugrupowania dla nas postaci.
12621:  Myśl spójnie.
12623:  Weźmy łacinę jako podstawę grekę albo sanskryt, ale rób to konsekwentnie.
12627:  I na przykład jeżeli bierzesz grekę, to bierz to dla świata, który jest z grubsza wschodni, a na przykład łacinę dla tego, który jest wysoko rozwinięty.
12635:  Tego typu rzeczy, które na poziomie kognitywnym oddziałują na Europejczyków.
12640:  Oczekujemy tego, że jeżeli będziemy mieli jakieś to będzie w takim razie jakiś wschodni język nomadyczny, którego nie do końca rozumiemy i który nam się wydaje taki bełkotliwy.
12650:  I teraz będę mieć copyright strike, ponieważ z oczywistych względów użyłem imitacji arabskiego, więc na pewno jestem terrorystą w świetle Amerykanów.
12657:  W każdym razie to jest jasne, prosta metoda, ale bardzo skuteczna.
12662:  Najważniejsze to, żeby to było estetycznie spójne.
12665:  Czym jest indeks na studia?
12666:  Kiedyś to jest taka książeczka, którą kiedyś miałeś zielona, w której się wpisywało oceny, a dzisiaj się mówi o indeksie na studia w znaczeniu, że po prostu się dostałeś i masz indeks na studia, równa się, masz wstęp na studia.
12682:  Dobrze, moi drodzy, mam dla was dzisiaj przygotowaną rzecz z tej właśnie książeczki.
12686:  Zadziwiające, ponieważ to była strzelba Czechowa, która właśnie wypala.
12690:  I to będzie opowiadanko Lorda Dunsany'ego.
12695:  Lord Dunsany to był jeden z pisarzy, który jest uznawany przez Andrzeja Stepkowskiego jako powiedzmy taki, który się bardzo przysłużył rozwojowi gatunku fantasy, chociaż funkcjonował przed Tolkienem.
12711:  Tak, więc oto opowiadanie pod tym skarb gibellinów, moi drodzy.
12716:  Odpalimy sobie jakąś radosną, co w tym miejscu oznacza smutną, a stosownie smutną do tego muzykę i lecimy z tematem, moi drodzy.
12727:  Jest taka ilustracja nawet tutaj i mogę wam niestety tego pokazać w formie cyfrowej, bo nie mam tego w formie cyfrowej, ale opowiadanie nie jest długie.
12736:  Jak powszechnie wiadomo, gibeliny nie je zjedzą niczego pośredniejszego niż człowiek.
12741:  Ich straszliwą wieżę łączy z terra cognita, czyli terenami, które znamy, most.
12748:  Skarb, który tam zgromadził jest niewyobrażalny.
12751:  Mają osobną piwnicę na szmaragdy i osobną na szafiry.
12753:  Wypełnili złotem cały dół i teraz, gdy im go potrzeba, wyciągają trochę.
12757:  A jedyną znaną korzyścią, jaką odnoszą z posiadania takiego skarbu,
12762:  Jest to, że zapewnia im nieustanny napływ pożywienia do spiżarki, gdy głód zaczyna gibelinom zaglądać w oczy, zwykły rozrzucać trochę rubinów poza swoją wieżę, tak by tworzyły szlak prowadzący do jakiegoś ludzkiego miasta i raz, dwa, niech spiżarnie znowu były pełne.
12778:  Wieża stoi na drugim brzegu rzeki znanej już Homerowi, która opasuje świat.
12784:  W miejscu, gdzie rzeka jest węższa i da się ją przejść, żarłoczni przywódcy gibelinów zbudowali wieżę, bo wielce ich radowała wizja rabusiów wpadających łatwo w ich sidła.
12794:  Mniamuśni rabusiowie, ogromne drzewa rosły po obu brzegach rzeki, czerpiąc z niej wielkimi korzeniami to, czego nie mogła dać im ziemia.
12805:  Tam właśnie żyły i obżerały się okropnie gibeliny.
12811:  Wtedy Alderic, rycerz zakonu miasta i szturmu, dziedziczny strażnik spokoju królewskiej myśli,
12821:  The Ashen One.
12823:  Człowiek niezapomniany przez twórców mitów.
12826:  Tak długo rozmyślał o Skarbie Ghibellinów, aż uznał go za swój.
12829:  Trzeba rzec o niebezpiecznej wyprawie podjętej w samym środku rzeki w nocy przed męższnego człowieka powodem jej była...
12836:  najpodzwyklejsza chciwość.
12837:  Nie wiem, dlaczego rzekę zmieniłem z nocą.
12840:  A właśnie chciwość zapełniała pełne spiżarni gibelinom.
12845:  Raz na sto lat wysyłały one swojego szpiega do ludzkich miast, by sprawdził, jak ma się chciwość i zawsze szpieg powracał do wieży z dobrymi wieściami.
12853:  Można by pomyśleć, że w miarę jak upływały lata, a ludzi przybywających do wieży gibelinów spotykał tragiczny koniec.
12860:  Coraz mniej ich trafiało na gibelińskie stoły.
12863:  Ludzi
12865:  Ale gibeliny odkryły, że sprawy mają się wręcz przeciwnie.
12868:  Pomimo beztroski i szaleństwa tak charakterystycznych dla lat młodości, ale Derrick nie wyruszył od razu do wieży, lecz przez kilka lat starannie studiował losy rabusiów, którzy udali się na poszukiwania skarbów.
12881:  Czytamy sobie opowiadanie Lorda Dunsany, Skarby Gibelinów.
12887:  Skonsultował się z doradcami nasz mężny, ceny rycerz Alberic, który jak wiadomo jest lepszy od każdego maga, zajmującymi się z pomocą śmiałką w przygotowaniach do wyprawy.
12897:  Zanotował wszystko, co mu powiedzieli.
12899:  W notatniku, który miał, ponieważ nie jest to gra from software, opłacając szczodrze ich słowa i postanowił nie robić niczego, co mu radzili.
12907:  Jako, że dobrze wiedział, jak skończyli ich klienci.
12910:  Byli już niczym więcej, jak przykładami sztuki kulinarnej, na wpół zapomnianymi posiłkami, które zostały już wydalone.
12917:  Tego nie napisał Lord Dunsany, a wielu pewnie nawet tym nie mogło się poszczycić.
12922:  Mędrcy ci doradzali wzięcie ze sobą na wyprawę ekwipunku konia, łodzi, kolczugi i co najmniej trzech zbrojnych przybocznych.
12930:  Już wiemy więc, że rycerz Alberich był lepiej wyposażony na wyprawę niż kohorta Numenorejczyków szturmujących w Rings of Power Wybrzeże Śródziemia.
12938:  Zadmij wróg u stóp wieży, mówili jedni.
12941:  W żadnym wypadku nie dotykaj drogu, nakazywali drudzy rabini.
12945:  Alderic zdecydował zatem, że nie zabierze ze sobą konia i nie będzie płynął łodzią, lecz pójdzie pieszo drogą przez nieprzebyty las.
12955:  Witamy wielką eminencję w gronie trybutariuszy.
12958:  Zapytacie teraz zapewne, jak można przejść coś, co jest nieprzebyte.
12964:  Jak na przykład nieprzebyty las.
12967:  Na tym właśnie polegał jego plan.
12969:  Żył w okolicy smok, o którego śmierć okoliczni wieśniacy regularnie wznosili modły, nie dlatego, iżby pożerał im dziewicę w znacznej liczbie, lecz ponieważ źle wpływał na zbior... Pustoszł okolicy i był zmorą księstwa.
12989:  Alderic postanowił wyruszyć przeciwko niemu.
12992:  Dosiadł konia, wziął włócznie i jechał, póki nie napotkał smoka.
12996:  Pamiętajmy, że to był ten koń, którego nie wziął na wyprawę.
12999:  Potwór wyszedł rycerzowi naprzeciw, dysząc gryzącym dymem.
13003:  A zalisz sparszywiały smok pokonał kiedy prawdziwego rycerza?
13010:  Krzyknął na jego widok Alderic, tracąc całkowitą przewagę strategiczną przez to, że wydzierał się na głos w nieprzebytym lesie.
13017:  Tego też nie napisał Lord Dunsany.
13019:  Smok dobrze wiedział, że do czegoś takiego nigdy nie doszło.
13023:  Spuścił zatem łeb i zmilczył, aż krew go dławiła w gardło.
13027:  Zatem nigdy już nie skosztujesz krwi dziewiczej, piał dalej rycerz.
13032:  Tego też nie napisał Lord Dunsany.
13034:  I staniesz się wiernym mym wierzchowcem lub też padniesz tu przebity włócznią, a truba duży będą śpiewać o twym martwym końcu.
13044:  A smok trzymał swój wygłodniały pysk.
13047:  Zamknięty nie rzucił się na rycerza, ziejąc ogniem, bo dobrze wiedział, jaki los spotyka potwory, co tego spróbują.
13056:  Zgodził się za to na przedstawione warunki i poprzysiął rycerzowi, że zostanie jego wiernym... rumakiem.
13072:  Na siodle przyczepionym do smoczego grzbietu przeleciał zatem...
13085:  Przeleciał zatem Alderic nad nieprzebytym lasem, nad czubkami najwyższych, wspaniale wyrośniętych drzew.
13092:  Ale wpierw przemyślał dokładnie swój subtelny plan.
13096:  który polegał na czymś więcej niż tylko unikaniu tego, co robiono wcześniej.
13100:  Wezwał więc do siebie kowala, a ten wykuł mu kilof.
13103:  Pamiętajmy, że Alderic w tym momencie unosi się nad nieprzebytym lasem.
13107:  Wiadomość o wyprawie Alderica wywołała wielkie poruszenie.
13109:  Ludbowiem wiedział, że rycerz był przezornym człowiekiem.
13112:  Pewni zaś wszyscy byli, że wyprawa jego powiedzie się i przyczyni do wzbogacenia świata.
13117:  Ludzie w miastach zacierali ręce na samą myśl o skarbie.
13119:  Radość zapełniona nowa pośród mieszkańców kraju Alderica, którego nazwy wciąż nie znamy, poza lichwiarzami –
13125:  oczywiście, którzy poczęli lękać się, iż niebawem zostaną spłaceni.
13129:  Radosna była także nadzieja, że ograbione ze skarbca gibeliny zburzą most, zerwą złote łańcuchy, którą przywiązywały je do świata i razem ze swoją wieżą odpłyną na księżyc, skąd przybyły i gdzie było ich miejsce.
13147:  Nikt nie przebadał za gibelinami, bo każdy zazdrościł im ich skarbu.
13150:  Tego dnia, gdy Aldryk dosiadł smoka, wszyscy wiwatowali, aby był już zdobywcą, bo był zdobywcą smoka, a jeszcze bardziej od nadziei, że rycerz zrobi trochę dobrego dla świata.
13162:  Cieszyła ludzi myśl, że może wracając będzie rozsypywał po świecie złoto.
13167:  Zapewnił bowiem wszystkich, że nie potrzeba mu skarbu, bo miałby z tego niewielką pociechę.
13173:  Zarówno jako zwycięzca, jak i danie na gibelińskim stole
13177:  Kiedy ludzie usłyszeli, że Alderic odrzucił wszystkie rady, niektórzy oś krzyknęli go szaleńcem, inni zaś powiadali, że jest mądrzejszy od doradców, jeszcze inni, że nie docenił wartości swego planu.
13188:  Alderic tak sobie to wykoncypował.
13189:  Od wieków zasypywani dobrymi radami ludzie wybierali najrozsądniejszy sposób dostania się do wieży.
13195:  A gibeliny nauczyły się, że gdy spiżarka zaczyna się robić pusta i burczy w brzuchu, śmiałkowie przybędą łodzią lub staną się u drzwi.
13202:  Była to do nich tak oczywiste, jak to, że kur szuka się w kurniku.
13207:  Ale co, rzekł Alderic, jeśli kura siedzi na czubku drzewa?
13212:  Czy szukający ją tam znajdzie?
13214:  W życiu!
13215:  Więc Alderic postanowił nie płynąć rzeką, ani nie wchodzić drzwiami, ale dostać się do wieży pokonując mury.
13221:  Co więcej, uznał, iż najlepiej będzie przekopać się poniżej poziomu oceanu, czyli rzeki, o którym wie, że już Homer, to akurat powiedział Lord Damsany, oplatającej świat, bo wtedy jak tylko rycerz wydrąży dziurę...
13239:  wypłynie przez nią woda,
13245:  zaskakując i oszałamiając gibeliny i zatapiając piwnice, o których mówiono, że są głębokie na dwadzieścia stóp.
13250:  Wtedy Aldrich będzie mógł zanurkować i wyłowić szmara, gdy tak to robią połowiacze pereł.
13255:  W dniu, w którym snuje tę opowieść, rycerz wyruszył ze swojego domu, sypiąc po drodze chojnię złotem.
13261:  Powiadam wam, przejechał przez wiele królew za smok, chłapał zębami na dziewicę, jednak żadnej z nich nie mógł pożreć, bo w pysku miał wędzidło i za każdym razem obrywał włócznią tam, gdzie najbardziej bolało.
13272:  Nareszcie rycerz i smog dotarli do mrocznego, nieprzebytego lasu.
13277:  Smog wleciał w górę, machając skrzydły.
13281:  Wielu chłopów uprawiających ziemię blisko krawędzi świata dojrzało go na tle wieczornego nieba.
13286:  Jako że z daleka wyglądał jak niewyraźna, czarna i chwiejna linia, chłopi wzięli go za klucz gęsi lecących w głąb lądu i radośnie zacierali ręce, wrócili do domów, obwieszczając, że zima się zbliża i niebawem spadnie śnieg.
13303:  Alo, a podatek od skarbu odprowadzonym pyta słusznie Metalboy wspierający od 6 miesięcy.
13307:  To jest dobre pytanie.
13309:  Nie można sobie tak rozrzucać złota jak rycerz cny Alderic.
13312:  Gdyby to był mag, to by został na pewno wtrącony do narrenturmu.
13317:  Mrok tymczasem zapadał szybko i nim Alderic i smok dotarli na krawędź świapa, była już noc i wzeszedł księżyc.
13324:  Ocean, pradawna rzeka, wąska i płytka w tym miejscu, płynęła, nie wydając dźwięku.
13330:  Kipeliny, niezależnie od tego, czy właśnie się posilały, czy pilnowały drzwi, też dźwięków nie wydawały.
13335:  Alderic zsiadł ze smoka, z jego zbroi odmówiwszy modlitwę do swej pięknej pani.
13343:  To częściowo napisał Lord Dunsanyj.
13346:  Zanurkował z oskardem w dłoni.
13349:  Nie rozstał się z mieczem, z obawy, że może spotkać Gibelina.
13353:  Przepłynąłszy przez rzekę na drugim brzegu, zaraz zabrał się do roboty, która szła mu sprawnie aż miło.
13358:  Nic nie wystawiało u bazy okna, a w komnatach było jasno, że nikt wyglądający w ciemność nie dałby rady dojrzeć rycerza-snycerza.
13365:  To też częściowo napisał Lord Dunsany.
13368:  Grube mury tłumiły od głosu uderzeń Kilofa.
13371:  Alderic pracował całą noc.
13373:  Nie niepokojony.
13374:  A o świcie ostatni kamień ustąpił, a rzeka wlała się w otwór.
13379:  Gdy usłyszał, jak uderzenie głazem w drzwi wieży.
13384:  Odbija się echem w jej wnętrzu, w jej wnętrzu, w jej wnętrzu, w jej wnętrzu.
13388:  Popiekł z powrotem i zanurkował w dziurę w ścianie.
13391:  Znalazł się w piwnicy ze szmaragdami.
13392:  W przestronnej krypcie nie było żadnego źródła światu, ale gdy zanurkował na głębokość dwudziestu stóp ponownie, wyczuł leżące na podłodze szmaragdy.
13400:  Skrzynie też były ich pełne.
13401:  W słabym blasku
13402:  Księżyca rycerz zobaczył, że woda jest zielona i napełniwszy sakwę wypłynął na powierzchnię, a tam w pas po wodzie stały kipeliny z pochodniami.
13410:  I nie powiedziawszy ani słowa, nawet się nie uśmiechnąwszy, sprawnie założyły Alderikowi pętlę na szyję i powiesiły głupiego rycerza na murach, ponieważ ta historia nie należy do tych ze szczęśliwym zakończeniem.
13430:  Tak kończą rycerze.
13432:  Więc to jest szczęśliwe zakończenie z pewnej perspektywy, tak?
13436:  Z pewnej perspektywy, moi drodzy, jest to szczęśliwe zakończenie, ponieważ rycerz został powierzony, głupi rycerz, przez mądre, krnąbrne i chciwe, kanibalistyczne gibeliny.
13449:  To było opowiadanie Lorda Dunsany.
13452:  Jak zastanawiacie się czasem, dlaczego Andrzej Sapkowski bredzi...
13455:  Andrzej Sapkowski twierdzi, że Lord Dunstan wymyślił gatunek fantasy.
13459:  Nie, gatunek fantasy wymyślił Tolkien.
13461:  Wcześniej mieliśmy do czynienia z tego rodzaju dndekowym cringem, który troszeczkę zahaczał sobie o gatunek fantasy, ale tak naprawdę jest to powieść przygodowa, w której smok występuje tylko po to, żeby występował, a dziewice występują dla kurażu.
13474:  I nic więcej nie występuje w tych narracjach, co by przypominało te klasyczne tropy fantasy, ale czyta się to przesympatycznie.
13481:  Więc polecam Lorda Dunsany i w ogóle polecam tę wydaną swoją drogą w Polsce, Księgę Fantazy, wielką.
13486:  No nie jest to Wielka Księga Fantazy, ponieważ jest to Fabryka Słów, więc co robi Fabryka Słów?
13491:  Przed tobą książka, dlatego dwa tomy, tak?
13493:  Fabryka Słów ma jedną zasadę, to znaczy, że jeżeli jest jakaś jedna książka, to należy ją rozbić na dwa tomy, ale niestety nie da się na cztery, bo wyglądałoby to karykaturalnie, więc dwa wystarczają.
13504:  Tak więc Wielka Księga Fantazy jest pomniejszą Księgą Fantazy w dwóch tomach, przynajmniej w perspektywie polskiej.
13511:  Zawisny Krzysztof wyżywa się na rycerzach.
13514:  Tak było, moi drodzy.
13515:  Głupi rycerz zginął przez twój głupi plan, przecież gość wymyślił, że się przekopie pod murem, mając do dyspozycji jedynie oskard, no litości.
13526:  Jeszcze przypominam, stwierdził, że to jest na pewno bardzo modem, nikt się tego nie spodziewa.
13531:  Jak to nie było kanibalizmu?
13533:  Jak to nie... Oczywiście, że był kanibalizm.
13534:  Gibeliny wpieprzały ludzi, aż było miło.
13537:  Nawet smok nie wpieprzał ludzi w tym opowiadaniu.
13540:  Dobranoc, Joanna.
13542:  Tak długo, jak magma ginie i nie umiera, jest dobre zakończenie.
13544:  Tak, absolutnie.
13545:  Absolutnie.
13546:  Jeszcze nie mogą umierać jamniki.
13548:  To jest bardzo ważne.
13551:  Nerewar, Nerewar, DZN, poleca syrę Xanf, Pils Anfony.
13556:  Jeżeli chcecie coś dobrego z magią.
13558:  Tak, słyszałem o tym dużo dobrego.
13560:  Tak jest.
13563:  Mógłby się przekopać używając magii... Cokolwiek, moi drodzy.
13566:  Tylko przypominam wam, że magia Ziemi musi wyglądać odpowiednio, prawda?
13572:  Zaraz znajdę... Zaraz znajdę ten gif.
13578:  Czy ja znajdę ten gif?
13581:  Mogę nie znaleźć tego gifu.
13584:  Ale jest on bardzo mimiczny.
13587:  Dlaczego nie mogę tego znaleźć?
13588:  To jest absolutny skandal.
13591:  O, może jak napiszę earthbenders to to znajdę.
13593:  Earthbenders.
13596:  Tak!
13597:  Tak!
13598:  Tak!
13599:  Tak!
13600:  Tak!
13600:  Tak!
13601:  Znalazłem!
13602:  Znalazłem!
13603:  Moi drodzy!
13606:  Dlaczego tu ma jakość tostera?
13607:  Dlaczego?
13608:  Nie, nie znalazłem.
13609:  Stop, stop, fałszywy alarm, nie znalazłem.
13612:  Nie może być jakości tostera.
13615:  Dobrze, trudno, będzie jakość tostera.
13617:  Proszę bardzo, lo and behold, potężna magia Ziemi.
13623:  To są magowie ognia, tak?
13624:  Nawet w wersji Shyamalana jest poważnie.
13627:  Co robią natomiast?
13628:  Co robi potężny, potężny kontyngent magów Ziemi, widzący zagrożenie?
13638:  To jest moje podsumowanie tego, co myślę o magii ziemi.
13642:  Hy, hy, hy, hy, hy.
13643:  Hy, hy, hy, hy, hy.
13644:  Hy, hy, hy, hy, hy.
13644:  Hy, hy, hy, hy.
13644:  Hy, hy, hy, hy.
13652:  Hy, hy, hy, hy.
13652:  Hy, hy, hy, hy.
13652:  Hy, hy, hy, hy.
13652:  Hy, hy, hy, hy.
13653:  Hy, hy, hy, hy.
13653:  Hy, hy, hy, hy.
13654:  Hy, hy, hy, hy.
13654:  Hy, hy, hy, hy.
13655:  Hy, hy, hy, hy.
13655:  Hy, hy, hy, hy.
13656:  Hy, hy, hy, hy.
13656:  Hy, hy, hy, hy.
13657:  Hy, hy, hy, hy.
13657:  Hy, hy, hy, hy.
13658:  Hy, hy, hy, hy.
13658:  Hy, hy, hy, hy.
13658:  Hy, hy, hy, hy.
13659:  Hy, hy, hy, hy.
13659:  Hy, hy, hy, hy.
13660:  Hy, hy, hy, hy.
13660:  Hy,
13662:  Ale jak za każdym razem, jak słyszę magia ziemi, mam ten obrazek przed sobą.
13667:  No nic nie poradzę.
13669:  Nic na to nie poradzę.
13672:  Ten kamol memiczny lecący, to jest po prostu coś wspaniałego.
13680:  O bogowie.
13682:  Znaczy, ja się bardzo cieszę, że nie było kontynuacji, naprawdę.
13685:  O, błyskawice to co innego, moi drodzy.
13687:  No przepraszam bardzo, co ja mogę innego myśleć o magii błyskawic, mając to na soundboardzie.
