Brat Jeremiasz ogniomiot — Warhammer 40 000: Mechanicus Livestream #4
🔗 https://www.youtube.com/watch?v=wJxeLpUO9hA

2:  Witam wszystkich na streamie.
14146:  Bardzo dobrze.
14148:  Brat Jeremiasz się strategicznie wycofuje w takim razie.
14156:  Mak bardzo mikre nakłady robi, to jest okrutnie smutne, bo jak się nie kupiło w pory, to trzeba potem polować i wydawać po dwie stówy, jak na Ucztę Wyobraźni.
14163:  Jakie wydawanie dwóch stów na książkę?
14165:  Co to w ogóle za przerażająca perspektywa?
14169:  Dwie stówy to można wydać na grę wideo.
14172:  Na książkę?
14173:  Hmm.
14177:  Nie wiem, jaka musiała być to książka, żebym wydał na nią dwie stówy.
14181:  Podziwiam pasję kolekcjonerską, absolutnie.
14187:  Harad!
14191:  Brat Barbossa cierpi i... Ale w słusznej sprawie.
14204:  Dałem dwie stówy dla Zasmoka Grial, niczego nie żałuję.
14207:  No, Sheparda, nie?
14208:  Lucius Shepard jest... Lucius Shepard jest klasą samą w sobie, to trzeba przyznać.
14218:  Natomiast, ale Mac robi tak mało druku z bardzo prostego powodu, to znaczy Mac zarabia na powieściach Young Adult, a już to kiedyś rozmawiałem w tej sprawie z kimś z Maga, no i oni się z tym nie kryją, że zarabiają na powieściach Young Adult i ta działalność właśnie, która nam tak wszystkim imponuje,
14236:  To jest dla nich działalność bliska charytatywnej.
14239:  Ale co jest dla mnie absolutnie niezrozumiałe, to to, że oni sobie kompletnie właśnie nie zdają sprawy z tego, ile ludzie by chętnie zapłacili za ich książki.
14249:  I właśnie na Allegra i różnych podobnych, nie?
14253:  Więc tak, to jest dziwne.
14258:  No... Ale ginął.
14262:  Ale ginął.
14273:  Oho, on zapewne zmartwychwstanie teraz.
14276:  Ależ oczywiście, ależ oczywiście.
14279:  No przecież to jest jasne.
14283:  Dobrze, pamiętam, że na początku te lasery nekronów bazowych były tak przerażające niemalże, jak teraz, no nie wiem, nieśmiertelny.
14295:  Dobrze.
14298:  Kolejny, kolejny padł.
14303:  Kolejny padł.
14307:  Abercrombiego najnowszych książek 3 miesiące po premierze nie można było dostać w zewnętrznych księgarniach.
14311:  Wow.
14312:  A, to jest też inna kwestia, że w zewnętrznych księgarniach, nie?
14315:  No bo oczywiście, że chodzi o to, żeby kupować w księgarni maga.
14320:  Ooo.
14322:  Współczucia.
14324:  To jest właśnie to, no jeżeli nie... Niestety, jeżeli mamy tak, że lubimy książki papierowe, to... to cierpimy.
14333:  Cierpimy potem, nasz duch i potrzeba kolekcjonerska cierpi konkretniej.
14341:  Jak już musisz się tu przesunąć, to się przesuwaj.
14344:  Piąta tura.
14346:  I tak uważam, że nie jest źle, jak te nasze przygody w Silva Tenebris.
14361:  Serio?
14363:  Naprawdę?
14374:  O, jak zginęli.
14375:  Wreszcie.
14376:  Co za grobowiec!
14377:  Co za grobowiec!
14378:  Co za misja!
14383:  Nie wierzę w to, co tu się dzieje po prostu.
14394:  Bardzo dobrze, dostaliśmy więcej Blackstone'a.
14400:  Dziękuję, Magosie z Kevolo.
14401:  Twoja misja była cudowna.
14403:  Dawajcie mi możliwość awansu w trybie Now.
14407:  Niestety, mieliśmy straszliwe straty.
14410:  Ale nie, zdaje się tak, czyli płacimy troszeczkę za nie.
14414:  Ale powinniśmy dostać bardzo dużo soczystego Blackstone'a.
14420:  No tak, tak.
14421:  Ten Żuk-Gnojarz był najgorszy.
14427:  Nie no, to jak za samych nekronów dostaliśmy ponad 200, to jest świetnie.
14443:  1139.
14443:  1139.
14443:  Kohorta.
14444:  Dobra, awansujemy brata Cogitusa, bo to jest niewyobrażalna tragedia, to co tu się dzieje.
14452:  Brat Cogitus miał być kim?
14454:  A, miał mieć range i miał być Lex Mechanic.
14457:  Absolutnie potrzebujemy Lex Mechanic u brata Cogitusa.
14460:  Potrzebujemy go jako support.
14465:  Ale na razie Dominus.
14471:  Dobra, żebyśmy też nie przeprzegięli jakoś przesadnie.
14474:  Brat Barbossa nam sprawia też pewne problemy.
14478:  Ale levelowanie brata Barbossy to już jest koszmar.
14482:  Dominus.
14484:  O tak.
14485:  Ale to mamy chyba.
14488:  Tech Priest Unit Gained Physical Armor.
14492:  Dobra.
14493:  Brat Jeremiasz jeszcze miał opcję... Upgrade'owania właśnie... Tech Auxilium.
14506:  O, o, o, o, o, o. Tu były chyba te... Wydaje mi się, że to tutaj było.
14513:  Brat Jeremiasz będzie teraz rozkazywać.
14516:  Brat Jeremiasz będzie rozkazywać jednostkom strzelającym.
14519:  O!
14521:  Polska edukacja zniechęciła mnie do czytania książek w młodym wieku.
14524:  Lalka czy Pan Tadeusz?
14525:  Jak?
14527:  Jak?
14528:  To nie jest coś dla młodych, co młodzi ludzi interesuje.
14531:  W pełni się zgadzam.
14532:  Ja uważam, że Lalka... Znaczy, Lalka to już jest książka historyczna.
14535:  Ją można czytać na polonistyce, nie?
14537:  I wtedy rzeczywiście można z tego dużo wycisnąć.
14539:  No, tak!
14539:  Absolutnie.
14540:  Absolutnie tak.
14540:  Ja miałem tak, że mnie polonistyka w którymś momencie tak zniszczyła, że po prostu nie miałem ochoty czytać.
14544:  A ja czytałem od naprawdę maleńkości samej.
14577:  O tak, movement, to się przyda.
14580:  Stać nas na jeszcze jeden upgrade?
14582:  Świetnie.
14585:  Spłukaliśmy się kompletnie.
14588:  Nie wiem, czy to była taka dobra decyzja, biorąc pod uwagę, że za Blackstone potrzebujemy... Myśmy tutaj byli?
14596:  Nie, tutaj byliśmy.
14598:  Ooo.
14600:  To nie wygląda jakoś strasznie.
14603:  To nie wygląda jakoś strasznie, ta misja od Skevoli.
14606:  Zapiszemy sobie tradycyjnie.
14614:  Ja w tym momencie mogę sobie pozwolić na górę jedną książkę miesięcznie, bo nie mam stypendium.
14617:  Pozdrowienia dla Pana Gowina za zmianę kryteriów.
14619:  Tak, a wcześniej dla Pani Kudryckiej i całej reszty, później dla Wojciecha Murcka, o którym już nikt nie pamięta.
14624:  To jest temat, jeśli chodzi o budowanie biblioteczki, biorąc pod uwagę moje zainteresowanie czytelnicze i naukowe.
14629:  Wyrazy współczucia są absolutnie konieczne.
14632:  Wyruszamy na misję Magosa z Kewoli, które okazały się bezpieczniejsze.
14637:  Niestety, ta misja wymaga od nas wzięcia tylko i wyłącznie jednego skitarii Vanguard i całej reszty generycznych skitarii.
14647:  Brrr, filologia polska.
14648:  Dwa miesiące na zajęcia uczęszczałem, zanim mnie pokonało życie i wylądowałem w szpital.
14652:  O mój Boże, do dzisiaj mam traumę i po zajęciach, i po podejściu prowadzących.
14656:  No, filologia polska jest, delikatnie rzecz mówiąc, specyficzna.
14659:  I najsmutniejsze jest to, że tam przecież...
14662:  w kształcie polonistów i później ci polonisti przelewają swoje traumy bardzo często na uczniów.
14667:  A do tego jeszcze dochodzi naprawdę kiepski poziom wykształcenia, to znaczy ja mogę powiedzieć po filologii polskiej na UJ-cie, że z całą odpowiedzialnością, że ludzie nie wiedzieli nic, ale nic o komiksach, anime, mance, serialach, filmach w większości przypadków, bo komparatystyka polegała na tym, że porównywały się ze sobą operę i malarstwo i literaturę na przykład.
14691:  No i oczywiście gry komputerowe, nie?
14692:  W poloniczce do dzisiaj jest jedna osoba, która zajmuje się grami komputerowymi.
14697:  I oczywiście te gry komputerowe nigdy nie wejdą do standardowego curriculum.
14701:  Natomiast jeżeli chodzi o całą resztę wszystkich stereotypów,
14706:  Nigdy nie zapomnę zajęć z metodyki, które tam miałem.
14709:  Ja po prostu rwałem włosy z głowy, tłumaczyłem tej kobiecie, że się myli na każdym kroku.
14712:  Nie, nic, absolutnie.
14715:  Sorry, ja mógłbym przeczytać dwie wiadomości wyżej.
14720:  Dwie wiadomości wyżej.
14721:  Nie znałem tego cytatu, fajny jest.
14737:  Nie do czytania zachęciła lektura szkolna w postaci Hobbita w podstawówce.
14741:  Od tej pory zafascynowałem się fantastyką.
14743:  Strasznie ci to zdroszczę, bo ja miałem tak, że
14747:  Hobbita nie było, nic nie było, w ogóle zero fantastyki.
14750:  Kiedyś mieliśmy przynieść ulubioną swoją książkę na zajęcia, do szkoły.
14754:  Ja przyniosłem Mio, Mój Mio, Astrid Lindgren, swoją drogą, przepiękna rzecz, absolutnie.
14759:  Dzisiaj bym to zaklasyfikował jako baśń fantasy i oczywiście dostałem za to po głowie, co ja przynoszę, że przecież trzeba było jakąś normalną książkę, o normalnym świecie, normalnej rzeczywistości, a Mio, Mój Mio był przepiękny.
14771:  W ogóle to jest powieść, w której jest
14774:  Czarna wieża, na której jest czarny pan z czarnym szponem i to wcale nie jest Sauron.
14779:  Cała narracja przypomina literalnie to, co jest we Władcy Pierścieni, mimo że to powstało wcześniej.
14787:  Chyba.
14788:  A nawet jeśli nie powstało wcześniej... Nie, powstało wcześniej Mjölnir od Władcy, tak mi się wydaje.
14793:  A nawet jeśli nie powstał wcześniej, to... ...Assist Lindlenn na pewno się nie kontaktowała z Tolkienem.
14798:  Czy ja tutaj widzę możliwość do wypalania?
14801:  Wypalanie!
14805:  Wypalanie!
14807:  Brat Jeremiasz, naprzód!
14810:  Brat Cogitus... Ciii... Chodzi tutaj brat Cogitus nieśmiało na tyły.
14816:  Brat Cogitus się boi.
14824:  Oj, ale będzie, ale będzie wypalanie.
14827:  Ho, ho, ho, ho, ho!
14829:  No i dlaczego ta misja jest oznaczona jako normalna?
14831:  No dobra, żebym jeszcze się nie zdziwił.
14838:  Brat Jeremiasz.
14843:  Brat Jeremiasz nie boi się.
14848:  O, będzie mieć chrzest ognia, jak u Sapkowskiego.
14851:  Tak jest.
14852:  Brat Jeremiasz nie boi się.
14853:  Brat Jeremiasz weźmie sobie dwa punkciki.
14858:  Zobaczcie, brat Jeremiasz może rozkazać atakować.
14862:  To jest dopiero, to jest dopiero coś.
14864:  Brat Jeremiasz awansuje dzisiaj tak szybko.
14867:  Ooo... Wsmażone nekrony, tak?
14877:  Cudownie.
14881:  U mnie zaczęło się w podstawówce Lem i Pilot Pirx, też nie miałem.
14885:  Nic nie... Myśmy Lema mieli bajki robotów, jak ja przeczytałem bajki robotów, to stwierdziłem, nigdy więcej nie chcę czytać nic z autorstwa tego człowieka.
14897:  D1 damage.
14898:  To jest to, co potrafi zrobić brat Cogitus.
14901:  Brat Cogitus potrafi również uciec.
14905:  Też olbrzymi problem, wydaje mi się, z perspektywy czasu, że w Polsce wydaje się relatywnie mało takich naprawdę ważnych albo ambitnych tekstów anglojęzycznych z fantastyki, oczywiście.
14914:  A wiadomo dlaczego, prawda?
14918:  To jest banalnie prosta, to znaczy dlatego,
14922:  że o wydawaniu książek decydują ludzie po polonistykach.
14927:  W gruncie rzeczy.
14930:  Wszystkie wydawnictwa.
14931:  Więc jeżeli ktoś nie był w fandomie, to skąd on ma to wiedzieć, nie?
14936:  Collect one cognition point.
14937:  Tak zrobimy.
14943:  Też miałem Podstałówce Hobbita, jedną z lepszych lektur w gimnazjum, jedynie mały fragment Panorodowego Ogrodu.
14947:  To w ogóle jak Panorodowego Ogrodu, to już jest wow.
14951:  Ja jestem zdumiony.
14953:  Eee... Mówiłam w zeszłym tygodniu, że wystarczy w Wiermiasha uwierzyć i on zaskoczy.
14959:  Zostało to przyjęte chłodno, a tymczasem proszę.
14962:  Przyznaję rację.
14965:  Ja rzadko przyznaję rację, ale tym razem jest to absolutnie konieczne.
14968:  Ojej, czyżbyśmy mieli możliwość zadania niewyobrażalnych obrażeń?
14973:  Tak.
14976:  Tak.
14979:  Ale to jest ciekawe.
14982:  A nie, pomyliłem się.
14985:  Pomyliłem się.
14991:  Brat Jeremiasz po prostu przechodzi sam siebie, to naprawdę jest niesłychane i niewyobrażalne, biorąc pod uwagę to, co on odpierniczał ostatnimi czasy.
15002:  O, też jest fajny motyw.
15007:  Dobrze, gra mnie, widzę, pociesza, że nie jest jeszcze ze mną tak źle.
15015:  Moje rozczarowanie miesiąca to czarny lempart, lampart czerwony, lempart, Boże, czerwony wilk, bo wszyscy się zachwycili okrutnie, Zwierzchowski się rozczulał nad tym, a jakieś takie nijakie Brzezińska lepiej to zrobiła, no proszę.
15028:  Jeremiaszu, ufam Tobie, że nieuchronnie wchodzimy w dyskurs biblijny, ale trudno się dziwić.
15039:  Przecież brat Jeremiasz jest członkiem, byłoby nie było, organizacji o charakterze paramilitarno-religijnym.
15051:  Brat Jeremiasz zasłużył na uścisk dłoni prezesa w końcu.
15060:  Przepraszam, ta misja jest oznaczona jako normalna.
15062:  Co więcej, ta misja, ta misja jest po poprzedniej misji!
15068:  One of the cohort shows worrying signs of infection.
15070:  Trudno.
15071:  Assist.
15073:  Treat the trooper with prayer, medical tools and knowledge.
15077:  Oczywiście.
15079:  Pewnie trzeba było wybrać modlitwę, ale przepraszam, nie będę.
15083:  Buntuję się.
15085:  Po fali konstruktywnego hejtu po ubiegłym streamie brat Jeremiasz pokazał, że racja jest po jego stronie, definitywnie.
15092:  Nie ująłbym tego lepiej.
15094:  Zbieramy idiotyczną ilość liczby.
15097:  Ilość, ilość Blackstone'a.
15099:  Przecież z drugiej strony... Kto tam?
15105:  Och!
15106:  Och!
15107:  Och!
15110:  Gro, rozpieszczasz mnie!
15116:  Brad Skevola wymruczał Study the Means of Flayer Virus Infection.
15122:  The chamber ahead contains several sacrophagi from which the inhabitants have already awoken.
15129:  However... Uwielbiam to, jak na wszystkich kanałach youtubowych te, wiecie, te robione lazy filmy, że jest pokaz slajdów i narracja w tle, żeby się gość nie musiał pokazywać.
15140:  Zawsze mówią HOWEVER!
15141:  Jest taki kanał Harry Potter Theory, gość co drugie zdanie zaczyna od HOWEVER!
15146:  Mam już uraz do tego słowa, tak samo jak mam uraz do słowa w sensie po tym, jak miałem nieszczęście odsłuchać wywiad Stanowskiego z Gonciarzem w hejtparku.
15155:  However, the machinery severely deformed and discolored and oozes black fluids.
15162:  The inhabitants were almost certainly infected with flare virus.
15165:  Circum event collect cleans with flame.
15176:  No właśnie, jeszcze infekcja wirusowa się nam trafiła, prawda?
15181:  Przerażające.
15183:  Nie, ale jeszcze gorsze od haławy było to w sensie, to już dramat.
15188:  Nie ma nic złego w powtarzaniu różnych wyrażeń, ale jeżeli się to mówi literalnie w co drugim zdaniu, ja Gonciarzowi przestałem liczyć po 42.
15195:  No naprawdę, przysięgam.
15196:  Już pomijam, że ta rozmowa była po prostu straszna.
15199:  Nie traccie na nią czasu.
15201:  No tak, no mówimy o wirusach.
15202:  Czemu bez przerwy mnie gra penalizuje na robienie rzeczy zgodnie z wolą imperatora?
15208:  W sensie, że however, dzięki.
15229:  Aż tak źle było?
15230:  No było źle, no to naprawdę ta rozmowa jest straszna, już pomijam, że Gonciarz wyszedł nie na takiego buca, to jest przecież człowiek, który robił jedne z najlepszych filmów na polskim YouTubie i bardzo lubiłem go słuchać też, bo czasem mówił sensowne rzeczy, ale no naprawdę w tej rozmowie wyszedł na takiego potwornego buca, antypatyczny jak Andrzej Sapkowski w rozmowach z czytelnikami.
15251:  The cohort must traverse a chamber waist-deep in decaying biological gunk.
15256:  Cudowne.
15258:  It is on the most direct path ahead, and avoiding it would be prohibitively time-consuming, but the vicious goo is a threat to body and morale.
15268:  Bridge.
15273:  Przysięgam, naprawdę.
15274:  Co to ma znaczyć?
15277:  Jesteśmy dzielni i odważni, a gra nam pluje w twarz.
15282:  Ja bym chciał w Polsce zobaczyć przetłumaczone i wydane w The Gates of War McKinley'a, albo McKinley, niesamowicie ciekawe światotwórczo.
15291:  Szkoda, że o czwartym nic nie wiadomo.
15292:  Ja wciąż mam w szafeczce nocnej książkę Goncia, ale jak już kiedyś rozmawialiśmy przed czas, od tego się nie dogo dalej słuchać.
15301:  Niestety.
15303:  Ale głupi dźwięk.
15308:  Blackstone!
15310:  Proszę bardzo.
15311:  Dobrze.
15312:  Tęsknię za jakąś bitwą.
15316:  A ta książka Goncia, która?
15317:  Bo on miał wybuchające beczki, to była jedna.
15320:  Druga to była po prostu ta z Richtem.
15323:  Bardzo rewelacyjna okładka swoją drogą.
15326:  I jeszcze miał trzecią jakąś o... O wideo, o produkcji wideo, coś takiego.
15331:  O Boże, widzicie co się tutaj dzieje?
15334:  Oni wszyscy nas zaatakują naraz i my nie będziemy mogli... Musimy się bronić.
15339:  Brat Cogitus, chowaj się.
15342:  Brat Cogitus chowa się w kącie.
15346:  Wszyscy magosi go otaczają.
15348:  Brat Jeremiasz na przedzie.
15350:  I tyle.
15352:  Webshows, dokładnie.
15354:  Mamy wszystkie!
15358:  Co to miało znaczyć w ogóle?
15363:  Dobra, teraz jest szansa, że ci Flayed Ones nas otoczą i nikt nie będzie... Ooo, ooo, jak brat Jeremiasz teraz... ...puści wiązankę z Miotacza Ognia.
15380:  Pozdrowienia, pozdrowienia.
15382:  Witam, my od... ...my od Rap... ...Raptylianina.
15387:  O, proszę.
15388:  Witam serdecznie.
15396:  Zostałem polecony przez potężnego streamera, jakże mi miło.
15403:  A zatem jeszcze raz się okazuje, że Warhammer Mechanicus sprzyja łączeniu.
15411:  Sprzyja.
15414:  Hashtag gry łączę, a nie dzielą.
15416:  Rojo.
15417:  Tego ostatnio swoją drogą odwiedziłem.
15420:  Pozdrawiam wszystkich, teraz będę co jakiś czas odpozdrawiał, w tak zwanym międzyczasie, wprowadzenie dla wszystkich, którzy do nas tłumnie przybywają, następujące, mianowicie palimy nekronów.
15434:  Jest to absolutnie wszystko, co powinniście wiedzieć na temat tego, co tu się będzie działo i żeby nie być gołosłownym,
15443:  Żeby nie być gołosłownym, spróbujemy spalić nekrony.
15448:  Bardzo czekam na Age of Empires III.
15451:  Teraz, jeżeli będziecie chcieli, żebym coś odpowiedział, to bardzo proszę o łaskawe oznaczenie mojej osoby, żebym widział, że jest pilne pytanie.
15460:  Teraz proszę bardzo.
15462:  Warhammer Mechanicus at its finest.
15466:  Niech płonął!
15470:  Niech płonął!
15473:  Strong twierdza vibes.
15480:  Dobrze, dobrze.
15482:  Nie wiem, co jeszcze możemy zrobić, żeby to było bardziej emocjonujące, ale coś mi mówi, że brat Jeremiasz będzie musiał się uleczyć, ponieważ jest słaby w tej chwili jak kupa.
15492:  Niech płoną, tak.
15493:  Mam nadzieję, że została rozpoznana.
15495:  Old twierdza reference.
15499:  Brat Jeremiasz pali, brat Jeremiasz niszczy nekronów, leczy, zapewnia osłony.
15506:  Trudno powiedzieć, czego nie robi.
15516:  Tu przy okazji jeszcze mamy wątek ważny, dotyczący powieści pisarstwa McKinleya.
15523:  O, dwa cognition.
15527:  Fale subów zawsze mile widziane.
15529:  Będzie więcej osób do kibicowania bratu Jeremiaszowi i jego przygodom z nekronami.
15536:  Cztery.
15536:  Hmm.
15539:  Ale wiecie co?
15539:  Zrobimy sobie coś takiego.
15540:  Przecież to jest jedyna misja, która tutaj się znajduje z tego, co pamiętam.
15545:  Dobrze mówię?
15547:  Jest jeszcze drugi brat.
15548:  Ten brat jest słaby jak kupa, wydawałoby się.
15552:  Ale, ale!
15553:  Ale, ale!
15554:  Mwahahahaha!
15559:  Tak.
15561:  Tak.
15565:  Bardzo, bardzo się cieszę.
15567:  For the Emperor, tak jest.
15569:  Bardzo się cieszę, że będziecie obczajać rzeczy, które się tutaj dzieją na kanale.
15579:  Co robimy jeszcze?
15580:  Co robimy jeszcze?
15582:  Teraz trzeba się zastanowić.
15588:  Wiecie, co zrobimy?
15588:  Po prostu zniszczymy tego.
15598:  Necroni, och!
15600:  Gdybyż oni tylko wiedzieli.
15603:  Gdybyż oni tylko wiedzieli, jacy są słabi w zestawieniu z nami.
15608:  Dobrze się złożyło, ponieważ... Przecież przed chwilą stromotnie przegrywaliśmy, a zawsze jest dobrze, jeżeli ktoś wpadnie, jak stromotnie się nie przegrywa.
15620:  Tak, absolutnie, podrzucaj tego McKinley'a na Discorda, bo ja zapomnę na 1000%.
15624:  Ja mam taką właściwość, że niestety zapominam.
15632:  Leonardo DiCampio teraz użyje swojej nieprawdopodobnej umiejętności, która to nieprawdopodobna umiejętność wszystkich z popieli.
15641:  Tylko pytanie, gdzie on powinien jej użyć, bo... Okej, tu nie bardzo.
15647:  Wydaje mi się, że tu.
15648:  Tak.
15652:  Arc Rifle.
15655:  Pięknie.
15665:  Dobrze, dobrze, dobrze, dobrze.
15667:  Deals one damage.
15669:  Zobaczymy, zobaczymy ile ma... Okej, dużo.
15679:  Okej.
15686:  Serwitor.
15687:  Czy używamy serwitorów, czy nie używamy serwitorów?
15690:  Nie było taktycznego save'a!
15692:  Boże drogi, jak to dobrze, że jest czat.
15694:  Dziękuję, dziękuję.
15698:  Frenetyczne próby zapisania są w toku.
15701:  Bardzo frenetyczne próby zapisania.
15703:  Działajcie, działajcie.
15705:  Och, udało się.
15706:  Stream z wypalającym nie.
15709:  Sytuacja do dupy jest... Sytuację do dupy należy już skasować z listy naszych sejwów, ponieważ sytuacja została opanowana.
15725:  Dwie planety mniej więcej identycznych rozmiarów, ale te same okrążają się wzajemnie.
15729:  Wypadłem z tego wątku.
15730:  Co się w nim działo?
15735:  Co my tutaj możemy zrobić?
15737:  Brat Jeremiasz zrobi harad.
15745:  Tak.
15748:  Proszę bardzo, brat Cogitus robi to, co umie najlepiej, to znaczy generuje punkty i to jest świetna informacja dla nas wszystkich.
15757:  Geologia światów fantastycznych.
15761:  To jest powyżej mojej pokrywki.
15764:  Aczkolwiek, to jest zabawna sytuacja, jak robiliśmy z kolegami grant, który nie wyszedł, to znaczy został wykupiony przez firmę, ale firma stwierdziła, że nie będzie realizowała projektu, to mieliśmy mieć geomorfologa w naszym składzie, który by się konsultował, czy coś jest światotwórczo realizowalne, czy nie, w grze wideo.
15785:  Bardzo ciekawa sprawa.
15790:  Hmm...
15796:  Zrobimy tak.
15798:  Osłonimy się.
15800:  Osłonimy się i tutaj go haratniemy.
15805:  Realia świata narracji u Gates of the World.
15808:  Ja jestem ciekawy, co geolog by powiedział o książkach N.K.
15811:  Jemisin.
15813:  Tych o... Trylogia... Boże, kto się nazywa?
15818:  Piąta pora roku.
15820:  Tam geologicznie się dzieją niesamowite rzeczy absolutnie, znaczy cały świat okrążają jakieś obeliski, które wpływają na grawitację i układ płyt tektonicznych, niesamowite absolutnie.
15835:  Leczymy się.
15842:  O taktycznym save'ie będą nauczać w uczelniach wojskowych niedługo.
15846:  O tak.
15847:  Kocham pękniętą ziemię.
15848:  Boże, jak się cieszę, że jest to znane.
15849:  To jest naprawdę jedna z tych książek, które warto przeczytać.
15852:  To tak mega.
15854:  Co tu się stało?
15855:  Ach, tu jest ktoś, kto nas atakuje.
15857:  Ależ jestem bałwanem.
15858:  Przecież nasz snajper nie jest w stanie... Dobrze.
15863:  Udało się.
15864:  Nasz snajper ma przecież lepsze zajęcie, to znaczy... Ustawmy go może tak, żeby mógł strzelać.
15870:  O nie, nie może strzelać.
15874:  Niedobrze.
15880:  Tak, to nam nic nie da.
15882:  Trudno.
15887:  No, Mass Threat.
15888:  Trylogia Pękniętej Ziemi też ma rewelacyjnie rozwiązany system magiczny, to znaczy magowie tam, co się nazywają, z tego co pamiętam, sejszycielami.
15899:  Ale mogę się mylić, w każdym razie czynność sejszenia to jest wyczuwanie fal sejsmicznych, które są niesamowicie groźne dla tego świata.
15906:  I magowie ci są wykorzystywani w specjalnych centrach, nazwijmy je badawczymi dla uproszczenia.
15914:  które są rozlokowane po całym świecie.
15916:  I jedyną ich funkcją jest to, żeby zapobiegać katastrofie tektonicznej, geologicznej całej Ziemi.
15924:  Grając na Akademickich Mistrzostwach Polski, moim ulubionym zespołem, zaraz po własnym AGH, była zawsze Akademia Sztuki Wojennej, a propos nauczania.
15930:  Akademia Sztuki Wojennej jest coś takiego?
15931:  Nawet nie wiedziałem.
15933:  One Cognition.
15942:  Arad.
15944:  Górotwórcy, dziękuję.
15945:  Sejszenie to była czynność, górotwórstwo to była dziedzina magii, a górotwórcy tak.
15950:  Zgadza się wszystko.
15951:  No jak zwykle, Krzysztof coś pamięta, coś pamięta, tylko że nie do końca.
15958:  Deal one damage, nie.
15959:  To cognition nam się przyda.
15962:  Znakomity przekład Polski tak swoją drogą.
15965:  Który flayed one jest?
15966:  O nie.
15969:  My teraz wszystkich spalimy.
15973:  Bardzo dobrze.
15978:  Nie!
15979:  To jest ten feel!
15981:  Ten feel jest tak niesamowity!
15983:  Ach!
15985:  Ach!
15987:  Nic się z tym nie równa.
15989:  Moja przyjemność grania w Warhammera Mechanicus zwiększyła się o 300% z chwilą, gdy mogłem zacząć wypalać.
16002:  Ten nekron ma zły dzień.
16005:  Został... Został zniszczony absolutnie.
16011:  Stało się to totalnie przez przypadek, ale przecież to sama przyjemność, że właśnie dzieją się takie rzeczy totalnie przez przypadek.
16016:  W ogóle, co my tutaj mamy zrobić?
16023:  A, skanować.
16024:  Dobra.
16030:  Brad Barbossa ma problem, jak zwykle.
16034:  Może kiedyś na drobie jak Dorvey w końcu wrócę do czytania, proza życia zabija.
16038:  Jeżeli wracać do czytania, to właśnie z takimi książkami.
16040:  Zresztą było śmiesznie i Jameson napisała Piątą Porę Roku w taki sposób, że całość książki jest praktycznie w bardzo unikatowym wydaniu zrobiona, to znaczy cała narracja jest w drugiej osobie.
16057:  To się bardzo rzadko zdarza.
16059:  Narracja drugoosobowa, kiedyś Gry Online zrobiły materiał o perspektywie drugoosobowej w grach właśnie, ale i tak w książkach jest to jeszcze mniej znane i jeszcze trudniejsze do osiągnięcia w sumie.
16073:  Czy udało mi się wybrać jakieś jedno ulubione opowiadanie fantastyczne?
16076:  O Boże.
16077:  Czy jest ich tak dużo, że niemożliwym jest jego wskazanie?
16079:  Dla mnie osobiście najlepszym opowiadaniem jest Wszyscy Jesteśmy Mekkańczykami.
16084:  Wszyscy Jesteśmy Mechańczykami jest na równi z najlepszymi polskimi opowiadaniami, tzn.
16089:  Andrzeja Sapkowskiego, umówmy się, Andrzej Sapkowski pisał rewelacyjne opowiadania, to saga jest kiepściejsza.
16095:  Natomiast najlepsze opowiadanie, jakie czytałem w życiu, jest takie jedno, jest autorstwa Nila Gajmana i ma tytuł To Inni, w oryginale Other People.
16106:  I uważam, że jest wybitne.
16113:  Ale wszyscy z tymi mechańczykami... Dobrze pamiętam, że to jest to opowiadanie, w którym... No, serwitor spełnił swoją funkcję, jak to bywa w Atleptus Mechanicus.
16121:  Czy to jest to opowiadanie, w którym jest gigantyczna bitwa i potem się wycofują wojska przez góry?
16125:  To jest literalnie jedyna rzecz, którą pamiętam.
16131:  Ooo... Czy ja dobrze widzę?
16134:  Czy ja dobrze widzę, że Brad Jeremiasz będzie wypalać?
16137:  Wszeteczne nekrony.
16139:  Tak, dobrze widzę.
16143:  Dobranoc znikającym, dobranoc.
16145:  Jeszcze podziałamy troszeczkę.
16149:  Jakoś przesadnie długo, myślę, że do 23 posiedzimy.
16154:  Albowiem, co zdumiewające, wiem.
16157:  Mam jedną rzecz jeszcze do zrobienia, ozgrozo.
16163:  Znaczy się zbliża TED na AG-chu i ja tam zostałem drugie ozgrozo wybrany do mówienia.
16169:  W związku z powyższym będzie trzeba przygotować coś na kształt prezentacji.
16173:  Mniej więcej tak, ale opis tej bitwy w wykonaniu Wegnera to jest czyste złoto, absolutnie.
16177:  Nie wiem, czy ktoś Bodog kojarzy, bardzo ciekawa implementacja realiów indiańskich, opowieść o kontakcie z Europejczykami, kolonizacji z perspektywy Indian, taka mocno mistyczna w narracji.
16186:  Ja bardzo, bardzo poproszę, żeby te wszystkie rzeczy, które sobie polecamy, ok, znalazły się na Netflixie, Boże, na Discordzie.
16195:  Jeżeli chodzi o transmisję online TEDa, nie wydaje mi się, niestety, to znaczy to wydarzenie, dlatego ja też o nim specjalnie nie mówię dużo, ani na fejsie, czy nigdzie indziej, to wydarzenie jest biletowane.
16209:  Ja bardzo nie lubię, jak wydarzenia są biletowane.
16213:  No.
16215:  No nie lubię.
16217:  To znaczy uważam, że jak wydarzenia są biletowane, to
