Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
21822:  Dobra, obczajemy bagno, moi mili, ale nie mam zielonego pojęcia, jak to zrobić.
21827:  To znaczy, będzie trzeba pokonać wtedy tego niepokonanego przez nas jeszcze ani razu przeciwnika.
21833:  Nie wiem, jak to zrobić.
21837:  Jameson też jest dobry swoją drogą, tak.
21840:  Do... do... do obfocenia.
21845:  Wiecie co?
21845:  Spróbujemy go ominąć.
21855:  Okej.
21859:  Migoczący tytanit.
21860:  Dobrze, mamy dużo.
21861:  Wystarczy przebiec dalej przez ścianę po lewej stronie.
21865:  Intuicyjnie w tym kierunku poszedłem.
21867:  To mnie cieszy.
21871:  Jakie let the feast begin?
21874:  Ja... jaka fist?
21877:  Co to jest za szkaradziejstwo?
21886:  Co za franca?
21888:  Aaa!
21891:  Aaa!
21893:  Nie zauważyłem!
21905:  Aaa... Boże, dlaczego tu jest bagno?
21913:  Kto znowu?
21914:  Gdzie?
21921:  Panowie!
21923:  Spokojnie!
21925:  Poczekajcie, aż was wszystkich zabiję!
21928:  Gródka Tytanii tu?
21930:  Uuu, tu się zaczaił!
21936:  Dragon Slayer Armor 2?
21938:  Nie przerażajcie mnie nawet.
21944:  No, szkoda, że większego zasięgu nie ma.
21955:  Oj, to nigdy nie wróży dobrze.
21962:  Podejrzanie dużo tych młodych białych gałęzi dostaliśmy.
21968:  Chodzi o ucztę tych szarań.
21970:  Kiedyś napadły miasto Pierścienia, czyli Pierścienice Wielkie i pożarły ludzi stąd.
21973:  A, stąd let the feast begin, rozumiem.
21976:  Co to za szaty papieskie?
21979:  Tylko dzięki nim, babojago, pokonaliśmy króla demonów.
21982:  Trzeba było się zwrócić do sił wyższych i zdać na kremówczan Pawlanu.
22006:  Niepokoi mnie to, co tu widzę.
22013:  Zawsze jak te postaci się modlą do czegoś, to kończy się to bardzo źle.
22031:  Nie no, za dużo tego dziadostwa tutaj jest.
22048:  Naprawdę mam bardzo słabsze uczucia.
22069:  Sztylet strażnika kościoła.
22075:  Ktoś by pomyślał, że będzie pod sztyletami.
22079:  Świetny dowcip.
22086:  One thousand hours later.
22091:  Aha.
22093:  To jest item, nie broń.
22094:  No pewnie.
22096:  Sanazo wskazuje sztylet.
22110:  Po prostu to w jaki sposób segregowane są tu przedmioty jest dla mnie niepojęte.
22128:  Naprawdę bardzo się poświęcam chcąc to teraz znaleźć.
22131:  Bardzo się poświęcam.
22136:  Wydaje mi się, że... Nie ma tego nigdzie.
22145:  Jak to pierwsza zakładka?
22146:  Przecież byliśmy w pierwszej zakładce.
22158:  Jestem ślepy.
22163:  Zajebiste.
22203:  To jest wszystko zabite.
22205:  To nie jest dobry znak.
22278:  Pa pa.
22280:  Dni w odmętach bagniska.
22289:  Nie wiem co dostaliśmy.
22291:  A to była jakaś zbroja.
22298:  Czy to widzieliście co to była za zbroja?
22300:  To był żelazny hełm.
22302:  Hełm Zabójcy Smoków, tak.
22305:  Zbroja z lanego żelaza, stanowiąca część starodawnej zbroi zabójców smoków.
22308:  Gdy Champion pokonał te zbroje w Lothric, spoczęła na wieki wrrrrdzy, by ostatecznie zapaść się w odchłanim od hradeł, gdzie ponownie przesycił ją zew krwawych łowów.
22327:  Żar był dobrym pomysłem.
22329:  W ostatniej chwili wprawdzie, ale...
22332:  Sto cztery tysiące.
22336:  Teraz tak.
22337:  Czy tu w okolicy jest jakieś ognisko?
22344:  Nie ma.
22347:  Walka z Dragon Slayer Armor jest przeze mnie miło wspominana.
22351:  Przynajmniej było nieodporne na ogień.
22356:  Nie ma ogniska.
22357:  Jak?!
22358:  Fuu!
22361:  Nie!
22362:  Tak!
22362:  Tak!
22396:  Ja płonie!
22397:  Płoń!
22402:  Ciach!
22403:  Ciach!
22404:  Ciach!
22405:  Harad!
22407:  Zaraz, jeszcze był taki... Było taka... Jak to się to robiło?
22414:  Nie.
22416:  Z shiftem się robiło to bojową?
22417:  Nie, to tarczą.
22419:  Tak, schowam tarczę.
22425:  Ogień!
22427:  Ogień!
22428:  Jestem szczęśliwy, proszę o wielkie.
22442:  Mamy siedem tysięcy dusz, ale to nic, ponieważ możemy je sprzedać.
22449:  Możemy sprzedać to, co...
22453:  That's a bingo!
22454:  Powinno tyle wystarczyć.
22456:  Mam nadzieję!
22471:  Wzmocnij broń!
22475:  O tak.
22476:  Gdzie jest nasza broń?
22488:  Nie.
22493:  Co się stało?
22498:  Co się stało?
22500:  Czemu nie mogę dalej... Czemu nie mogę jej dalej wzmacniać?
22506:  Specjalne są tylko na pięć?
22509:  O nie!
22511:  O nie!
22518:  I tak jest bosko.
22520:  Dobra, mogę rzucać zaklęcia normalnie nią, znaczy przy niej.
22524:  A, nie mogę.
22526:  Dobra, czy myślałem, bo ludzie mówili, że można przy tej broni też rzucać zaklęcia.
22532:  Porównaj przelicznik obrażeń magicznych.
22534:  Właśnie.
22540:  190 wzmocnienie magiczne.
22542:  Ogień plus 167.
22543:  Trzeba przetestować.
22550:  Mocnym atakiem?
22554:  No to... No to to jest systems.
22562:  Tylko, że u mnie mocny atak to jest równocześnie odskok.
22569:  Bardzo dziwne.
22577:  Ja dlatego nie używam mocnego ataku.
22583:  Jak widzisz tę ognistą rękę do lewej ręki, to możesz mieć piramancy i broń, okej.
22591:  No można płomień piramanty w drugiej ręce, ale jednak ja wolę mieć te tarcze na wszelki, wszelki wypadek.
22600:  Można zbindować mocny atak na środkowy przycisk myszy, ale to nie jest głupia anafema.
22606:  To nie jest głupie.
22609:  Co to jest teraz w środku przycisku myszy?
22611:  Niczym.
22612:  Widzicie, to zrobimy to.
22616:  Zrobimy to.
22618:  Krzysztof, pod sam koniec gry.
22627:  Silny atak!
22628:  Prawa ręka czy lewa ręka?
22629:  To jest prawa.
22632:  Dlaczego?
22636:  Co?
22637:  Dlaczego lewy przycisk myszy to jest prawa ręka?
22641:  To jest za skomplikowane dla mnie.
22643:  To jest za skomplikowane dla mnie w tej chwili.
22645:  Będę musiał bardzo ostro to przemyślać.
22649:  Zabijałem duszy popiołów?
22651:  Tak, Igorze, dawno temu chyba.
22653:  Tak mi się wydaje.
22655:  Lord of Cinder, tak?
22657:  Dobranoc, Hakase, dobranoc.
22661:  Będzie trzeba zmienić dowód stawienia.
22662:  Dobra, na razie bierzemy na bagniszcze.
22670:  Ulicę Miasta Pierścienia, to jest tam.
22674:  Chyba.
22677:  Ariandel byliśmy, tak.
22679:  I nie chcę nic mówić, ale walka z siostrą Fridę, chociaż się strasznie jebałem, udała się.
22684:  To znaczy pierwszy raz ją zabiliśmy w momencie, w którym przeszła do trzeciej fazy.
22688:  To był naprawdę duży fuks.
22694:  Silny atak, prawa ręka, środkowy przycisk.
22697:  Dobra.
22698:  Cieszę się...
22700:  To jest ten moment, kiedy mój mózg nie działa.
22704:  Czyli silny atak.
22708:  Prawa ręka, środkowy przycisk.
22715:  Okej, dlaczego kółko myszy mam?
22718:  A. To jest lokowanie?
22721:  Nie, nie, nie, nie, nie.
22721:  Absolutnie nie.
22723:  Chcę tutaj czyste.
22726:  Co?
22729:  Usuń przypisanie, dobra.
22732:  Tak, bo namierzam sobie cały czas Q. Wszystko się zgadza.
22736:  Dobra, i teraz zobaczmy.
22749:  Radość, radość.
22752:  Siostra Frida, tak.
22753:  Znaczy, to była siostra... Chyba tej malarki.
22756:  Nie wiem.
22757:  Pytajcie lormistrzów na czatach.
22764:  Od ogniska na... Samuit doradza.
22767:  Samuit jest naszym przemówodnikiem.
22770:  Od ogniska na bagno, w prawo, przez zrujnowaną katedrę z rycerza.
22774:  Zeskoczyć z końca katedry.
22779:  Skręcić od razu przez most.
22780:  Okej, otworzyć skrót.
22782:  Ogniska na bagno.
22785:  Dobrze, na bagno w prawo.
22790:  Przez zrujnowaną katedrę.
22792:  Ale w prawo zaatakuje nas ten Knypek.
22794:  Obawiam się.
22796:  Wiecie, który.
22800:  Muszę coś sprawdzić.
22802:  Ojejej!
22802:  Pięknie.
22803:  Dobra, namierzanie dalej działa.
22811:  Katedra z rycerzami giganta ominąć.
22813:  Dobrze.
22814:  No, ognisty papaj jest...
22816:  Jest wspaniały, przyznaję.
22818:  Wypróbujemy.
22819:  O, jak fajnie działa!
22821:  Aaa!
22823:  Ktokolwiek miał protip ze środkowym przyciskiem myszy, bardzo dziękuję.
22829:  To był genialny protip.
22830:  Mniej genialne jest to, że w dalszym ciągu mam trudności z namierzaniem.
22851:  Zgubiłem się, zgubiłem się!
22862:  Gdzieś tam, gdzie zabiłem Ledo?
22863:  Kto to jest Ledo?
22868:  Kto to jest Ledo?
22881:  Do katedry... Jakiej katedry?
22885:  Gdzie jest katedra?
22889:  Stop.
22890:  Muszę się ogarnąć.
22898:  Co tutaj jest?
22900:  Chciałem zobaczyć, co jest tutaj.
22902:  O!
22902:  Proszę bardzo!
22904:  Tutaj!
22909:  Tak?
22910:  Tu jest katedra.
22914:  No jest jak byk.
22918:  Tu Krzysztof dobrze szedł.
22920:  Tylko tu są rycerze-snycerze.
22923:  Strasznie zła wiadomość.
22927:  Czy pomoże nam?
22930:  Katapulta.
22931:  Tak.
22932:  Tak.
22936:  I...
22949:  Okej, zapomniałem.
22966:  Jaka jest ulubiona postać w MCU?
22967:  Dlaczego Doctor Strange?
22968:  To jest magia.
22974:  Tak, trzeba przyznać, że ta memiczna kamera śmierci w wyniku upadku jest przepiękna.
22984:  Niestety, Newton jest najgorszy.
23005:  O Boże, zakrztusiłem się z tego.
23007:  Straszne.
23015:  Uciekajmy stąd.
23016:  Wszystko nas chce zabić.
23022:  Jednak będę walił zaklęciami, które są... Użyj drabiny na górę.
23027:  Gdzie jest drabina?
23029:  Żebym Krzysztof widział, gdzie jest drabina, to byłoby super.
23032:  Ale wszyscy wiemy, że nie jest super.
23034:  Trebusz!
23035:  Ujęcie drugie.
23052:  Co?!
23053:  Jak śmiesz!
23056:  Nie przerywaj!
23058:  Nie przerywaj mi moich ataków!
23063:  Naprawdę, naprawdę będę musiał z tymi... Naprawdę będę musiał z tymi wszystkimi dziadostwami teraz walczyć.
23079:  Witamy Clary, kluczykowsku.
23081:  Prawdopodobnie wpadłaś już dawno temu, ja Cię nie zauważyłem, tak to bywa.
23085:  Ooo...
23088:  Przebiegnij koło giganta po prostu.
23091:  Świetnie mi to wyjdzie.
23095:  Coś jeszcze?
23096:  Coś jeszcze?
23097:  Gdzieś jeszcze?
23098:  Tam jest rycerz.
23103:  Przepraszam, co to było?
23106:  Mam ładniejszy miecz od twojego.
23109:  Śmieszny rycerz nie ma tarczy.
23116:  Śmieszny mag nie ma many.
23131:  Gdzie, gdzie, gdzie?
23132:  Tutaj skradamy się za rycerzem.
23134:  Rycerz, rycerz głupi.
23137:  Nie wie, nie wie, że my za nim idziemy.
23140:  Ma wielką buławę, która jest surrogatem ekstensji penisa.
23149:  Jeźdź.
23151:  To jest taki mes!
23156:  Ale niestety nie.
23158:  Snycerz?
23159:  Snycerz to jest człowiek, który robi w drewnie.
23161:  Nie wiem, dlaczego nazywam rycerzy snycerzami.
23164:  Prawdopodobnie dlatego, że chcę ich nazwać w jakikolwiek inny sposób, który nie będzie oddawał tego, kim są.
23173:  Duża część mojego roleplayu polega na tym, że przezywam przeciwników.
23178:  Nie ma nigdzie drabiny.
23181:  Przejść przez katedrę zeskocznionej na sam koniec, w prawo i do dziury w skalę.
23184:  Doradza sam.
23185:  Okej.
23186:  Okej.
23187:  Czaję.
23188:  Ale tutaj są ciekawe rzeczy, zobaczcie.
23189:  Tam, tam się coś... Ooo.
23194:  Ta droga na pewno nie będzie bezpieczna.
23198:  Absolutnie nie będzie bezpieczna.
23213:  A to, co mówisz, Julio, to wolne chodzenie, to jest tryb chodu.
23217:  Jeżeli potrzebujesz... Ja to mam pod alt zbindowany.
23221:  Zbindowany.
23222:  Mianowicie to jest potrzebne wtedy, kiedy nie chcemy stracić równowagi, czyli w moim przypadku zawsze.
23230:  Możecie mi powiedzieć, w jaki sposób mam wejść do katedry, do której się nie da wejść?
23236:  Snycerzy bardzo lubię, ale rycerzy nie.
23239:  Myślicie, że gdybyście byli takim...
23241:  męskim rycerzem.
23243:  Gdybyście chcieli, żeby ktoś mówił wam, że nie jesteście rycerzem?
23246:  Gwarantuję, że nie.
23258:  Czy nie wyjątek od walki mieczem na tę okoliczność?
23263:  Drzwiami!
23264:  No dziękuję, że mówicie mi, że są drzwi do katedry!
23267:  Tyle, że ich nie ma!
23273:  Katedra jest zatopiona.
23274:  To w jaki sposób mam do niej wejść?
23277:  Repusz.
23279:  Mój Panie, do obsługi tego drz... Mój Panie, do obsługi tego urządzenia trzeba mieć cel.
23293:  Aha.
23318:  Jestem mistrzem zadawania obrażeń w trakcie, gdy sam dostaję obrażenia.
23332:  Dobrze, tutaj coś jest.
23334:  Oczywiście nie jest to wejście.
23336:  Woal Czarnej Wiedźmy, zaraz przeczytamy.
23338:  Na razie muszę znaleźć drzwi do katedry, bo jest to aktualnie uważam niemożliwe.
23344:  Oświadczam, że nie da się znaleźć drzwi do katedry, ponieważ ich nigdzie nie ma.
23350:  Obleźliśmy całą katedrę, nie istnieje.
23354:  Nie ma drzwi do katedry.
23355:  Dlaczego mi mówiliście, że mam przejść przez katedrę w takim razie?
23357:  Nie da się przejść przez katedrę, do której nie ma drzwi.
23362:  Oczywiście zapomniałem, co miałem sprawdzić.
23365:  To jest jakiś cyrki spektakl, to co ja robię.
23370:  Dobrze, czy mogę wziąć ten przedmiot?
23371:  Nie, wszystko nas wtedy zje.
23376:  Ja bym widział moje trebusze w Total War Hammer.
23379:  Tak, moje trebusze są wyjątkowo niecelne.
23382:  Niestety.
23384:  Tutaj jest tyle rzeczy, które się świecą i na pewno to jest bardzo cenne.
23396:  Tam coś bardzo niepokojącego było.
23401:  O co zakład, że wszystko nas tu zabije?
23405:  Sekar...
23424:  Krzysztof, teraz mnie słuchaj.
23427:  Biedny sam.
23428:  Dla sama będziemy musieli, wiecie, czaty dzisiaj przygotować jakieś specjalne zajemniczenie.
23440:  Ludzie na czacie walczą o przetrwanie Krzysztofa, ale Krzysztof nie słucha.
23443:  Tak.
23444:  Teraz weź biał gałązki, idź na bagno.
23447:  To nie brzmi jak coś, co bym chciał zrobić.
23451:  Ale skoro mamy już blisko ognisko, to moglibyśmy w takim razie, tak myślę, chyba spróbować zniszczyć tego pokoju.
23464:  Przed ogniskiem są iluzoryczne ściany.
23468:  Dlaczego zawsze nie znajduję iluzorycznej ściany?
23471:  Dlaczego wiecznie iluzoryczne ściany...
23481:  Idź na taflę bagna, użyj białej gałązki, jeśli się zmieniłeś w duszka czarnego, to w tej formie idziesz do tego skrótu, który otworzyłeś.
23489:  Okej.
23491:  Gałązka na bagnach.
23493:  Czy to jest dowolne miejsce?
23498:  Czy w dowolnym miejscu na bagnach mam to zrobić, czy nie w dowolnym?
23504:  Co to było?
23507:  To są bagna.
23510:  Używam białej gałązki.
23520:  Dlaczego mam wró... Dlaczego mam wrócić do ogniska?
23522:  Nie rozumiem.
23525:  Dobrze, to skoro już tu jestem...
23565:  O, już wracam, już wracam do ogniska.
23568:  Oj, oj, oj.
23572:  Ciesz, ciesz się z ilustrowym częścią ściany, ja zawsze wchodzę w lustra i okna jak go... Bo Jezu.
23577:  Strasznie to zabrzmiało, bo ja... Idź tymi samymi drzwiami, którymi zawsze wychodziłeś, nie skrótem.
23583:  Bo skrótem nie wchodzisz, wrócisz łatwo.
23590:  Okej.
23593:  Ma to sens.
23597:  Ale nie wiem, co to znaczy wrócić łatwo.
23600:  Okej, tu są schody.
23604:  Tu jest straszny wróg.
23608:  Co?
23609:  Czemu on żyje?
23610:  Czemu?
23611:  Czemu?
23611:  Czemu ona wydala?
23613:  Przestań wydalać!
23614:  Dlaczego coś mnie obsrywa?
23623:  Czemu w tej grze wszystko rzyga?
23625:  Czemu w tej grze nie dość, że wszystko rzyga, to obsrywa?
23629:  Co tu się dzieje?
23635:  Gdzie jest gałązka?
23637:  Obrzygany Krzysztof suka gałązki.
23639:  Zobacz zdjęcia.
23641:  Zobacz przeźrocza.
23643:  Gdzie jest ta przeklęta gałązka?
23658:  Jest w pierwszej zakładce.
23662:  Żebym ja widział... Żywica blady... Młoda biała gałąź.
23668:  Młoda biała gałąź 10.
23672:  To wygląda zupełnie inaczej niż wtedy, kiedy brałem to.
23680:  Dlaczego zmieniłem się w plemnika?
23685:  Nurze zapładniamy!
23688:  Co się stało?
23691:  Teraz zobaczyłem, żeby nie splintować, okej.
23697:  To nie ma sensu, plemniki zawsze się spieszą.
23703:  Było sobie życie.
23713:  To jest człowieczeństwo z Daxos.
23715:  Aha.
23716:  Znaczy ma sens, że plemnik to człowieczeństwo.
23721:  Z drugiej... Z drugiej... Mam skojarzenia... Wiecie z czym mam skojarzenia?
23724:  Mam skojarzenia z Orim and the Blind Forest i mam skojarzenia z Journey.
23734:  A czemu musieliśmy to zrobić na... A czemu musieliśmy to zrobić na Wagner?
23743:  Okej.
23746:  Okej.
23749:  Ten kształt jest inspirowany waginą.
23751:  Chciałbym... Znaczy, teraz musiałbym powiedzieć bardzo brzydką rzecz, to znaczy, że najwyraźniej developerzy w From Software nigdy żadnej nie widzieli, ale okej.
23763:  Czy ta drabina będzie dłuższa?
23767:  Ewidentnie.
23770:  Okej.
23770:  Jesteśmy... Jesteśmy na górze drabiny.
23781:  To nie brzmi jak dobry pomysł, żeby tu zeskoczyć.
23786:  Czy to jest dobry pomysł, żeby tu zeskoczyć?
23787:  Chyba nie mamy innej opcji.
23789:  Czy jest iluzoryczna ściana?
23790:  Nigdy nie ma iluzorycznej ściany.
23794:  Na dół będzie gigant i dwóch... Znowu będą rycerze?
23800:  Powinni zobaczyć pomnik w Rzeszowie.
23802:  Tak, wszyscy mówią, że powinno dojść do Unii Miasta, to znaczy Wrocławia z Rzeszowem.
23812:  Krzysztof Przyzwyczajony.
23831:  Krzysztof... Krzysztof Nieprzyzwyczajony!
23838:  Przestań!
23840:  Przestań mnie atakować!
23842:  Kto ci pozwolił?
23849:  Nie!
23850:  Czemu wszyscy naraz?
23873:  Tak.
23873:  Wrocław i Rzeszów powinny być miastami partnerskimi.
23877:  Tak właśnie.
23885:  Człowiek odpowiedzialny za rzeszowską waginę wyrobił też pomnik wyspiańskiego pod Muzeum Narodowym w Krakowie?
23890:  A!
23891:  To wiele wyjaśnia, ponieważ nie wiedziałem, że to jest wyspiański.
23893:  Myślałem, że to była kupa gruzu.
23896:  Nawet tarcze w tej grze rzygają ogniem.
23897:  Wszystko w tej grze rzyga.
23899:  Ale ostatnio też się dowiedzieliśmy, że nie tylko rzyga, ale także wydala.
23905:  To brzmi jak teoria pseudonaukowa, ale jest wdzięczna.
23907:  Dobra.
23907:  Chaos Bad Vestiges.
23908:  Przede wszystkim chcę wiedzieć, skąd on się tu wziął!
23909:  A!
23909:  Stąd!
23939:  To wiele wyjaśnia.
23944:  To wiele wyjaśnia.
23955:  O!
23956:  Następny rycerz!
23957:  Bo mało było!
23961:  O nie!
23980:  Może będę w sobie walczył teraz z niewidzialnym przeciwnikiem!
24005:  Co sądzę o usunięciu profilu pewnej partii politycznej na Facebooku?
24008:  Przy tej okazji powróciły dyskusja nad wolnością wolnego rynku.
24011:  Raczej wolnego rynku, jeżeli to jest prywatna firma może sobie robić co chce.
24021:  Nie będę chwalił glewi tego przeciwnika, ten przeciwnik jest obrzydliwy.
24034:  To jest niesamowite, jak ta gra szybko odpowiada na pytanie, skąd on się wziął sekundę później stąd.
24038:  To prawda.
24043:  Kome z czerwonej brędy u Wolfa Pite.
24046:  Ładnie, ładnie.
24049:  Nabijałeś się z rycerzy, teraz pokaż zajebistości.
24051:  Oho, pokaż zajebistości.
24053:  Niewidzialny przeciwnik, którego się nie da zamierzyć.
24056:  Tak.
24058:  Świetne.
24062:  Wiecie jaki ja byłbym zajebisty, gdyby był niewidzialny i nie dałoby się mnie namierzyć?
24067:  Panowie i panie.
24074:  Odpowiedź?
24075:  Bardziej niż w tej chwili.
24078:  Okej.
24080:  Następny.
24087:  Papież na was czeka.
24090:  Urbiet Discordii.
24101:  Nie celowałem, przysięgam.
24111:  O, jak miło ginął.
24113:  Dobrze.
24114:  Teraz tak.
24117:  Kluczowa sprawa.
24119:  Czemu wyglądam jak papież?
24119:  Bo to był jedyny sposób na pokonanie króla demonów.
24127:  Dalej!
24128:  Dalej!
24128:  Dalej!
24128:  Dalej!
24128:  Dalej!
24128:  Dalej!
24128:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24129:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24130:  Dalej!
24131:  Dalej!
24131:  Dalej!
24131:  Dalej!
24131:  Dalej!
24131:  Dalej!
24131:  Dalej!
24131:  Dalej!
24132:  Dalej!
24132:  Dalej!
24132:  Dalej!
24132:  Dalej!
24132:  Dalej!
24132:  Dalej!
24136:  Dalej!
24136:  Dalej!
24136:  Dalej!
24137:  Dalej!
24137:  Dalej!
24137:  Dalej!
24141:  Dalej!
24141:  Dalej!
24141:  Dalej!
24141:  Dalej!
24141:  Dalej!
24142:  Dalej!
24142:  Dalej!
24142:  Dalej!
24142:  Dalej!
24142:  Dalej!
24144:  Dalej!
24144:  Dalej!
24144:  Dalej!
24144:  Dalej!
24144:  Dalej!
24145:  Dalej!
24145:  Dalej!
24145:  Dalej!
24145:  Dalej!
24145:  Dalej!
24146:  Dalej!
24146:  Dalej!
24146:  Dalej!
24150:  Dalej!
24151:  Dalej!
24151:  Dalej!
24151:  Dalej!
24151:  Dalej!
24152:  Dalej!
24152:  Dalej!
24152:  Dalej!
24152:  Dalej!
24152:  Dalej
24157:  Czemu, czemu ja to sobie robię?
24159:  Czemu ja to sobie robię?
24160:  Jakie to jest wszystko przerażające!
24163:  Czemu ja przede wszystkim nie jestem oparty na krześle?
24171:  Już nie ma co śmiać!
24172:  Król demonów, książę, whatever, był straszny!
24175:  Nazwijmy go Azazelem!
24178:  Z członka kuk-kuk-klanu do papieża niewielki przeskok, to prawda, wcześniej mieliśmy odzienie, które przypominało do złudzenia to kuk-kuk-kuk-kuk-kuk-kuk-kuk-sklanowe.
24187:  Strasznie ciężko to powiedzieć.
24191:  Mam wrażenie, że tutaj byliśmy, w dole, ale to jest mylne wrażenie.
24195:  Nie mam zielonego pojęcia, gdzie dalej iść.
24199:  Czemu ja nigdy nie wiem, gdzie iść?
24210:  Faktycznie tu są schody.
24211:  Czemu ja ich nie zauważyłem?
24213:  Bo jestem mną.
24216:  Strike live'a ze strony YouTube'a?
24217:  Niech spróbują.
24221:  Nie ma żadnych przesłanek do tego.
24228:  Czy tutaj znowu są... Czy tutaj znowu są szaleńcy?
24232:  Czemu tu są znowu szaleńcy?
24237:  Dlaczego ja muszę walczyć z szaleńcami?
24239:  Ale nie będę musiał już drugi raz pokonywać tego szalonego olbrzyma.
24245:  O, drabina.
24246:  I kto znalazł drabinę?
24248:  Krzysztof znalazł drabinę.
24266:  Duża dusza przygnębionego rycerza.
24269:  A to jest... A to jest duża kupa przygnębionego olbrzyma.
24272:  No przepraszam, powiedzcie mi, co to może być innego.
24275:  To są twarze?
24278:  Boże, jakie to jest creepy.
24280:  Co to jest?
24284:  Dlaczego Monument Oczyszczenia wygląda tak, jakby właśnie coś się przeczyściło?
24297:  Co myślę o strajku przeciwko powrotowi na uczelni uczniów Uniwersytetu Rzeszowskiego?
24302:  Nie znam szczegółów.
24303:  O co chodzi?
24305:  Wiecie czaty?
24324:  Co?
24329:  Módl się, Klecho!
24331:  Dla... dla... Witaj, Paulinę.
24335:  Pewnie, że się liczy, że dotarłaś.
24338:  Co można zrobić?
24339:  Rozgrzeszenie czy oczyszczenie?
24342:  Ja myślę, że oczyszczenie.
24347:  Co jest lepsze?
24352:  Efekt holo, możesz nas wziąć?
24362:  Czy ja chcę zdjąć efekt holo?
24365:  Chcę zdjąć efekt holo.
24366:  12400?
24366:  Nie.
24366:  Dusza Krakowa i Krakusa im mówi nie.
24373:  Eee...
24392:  Budujemy mosty dla pana starosty.
24393:  Tak!
24394:  Arcybiskup Sławoj Leszek Głódź powraca.
24403:  Mam wrócić do trabiny przy żółwiach?
24404:  Naprawdę?
24405:  To jest jakiś żart?
24416:  Traktuję poważnie commentary, zależy jakie.
24418:  Jeżeli czemuś służy, to tak, ale zwykle... zwykle niczemu nie służy po nadpodbijaniu sobie zasięgów, zwłaszcza cudzym kosztem.
24433:  Drabina przy żółwiach to brzmi jak coś, do czego możemy się cofnąć.
24437:  Bardzo prosty sposób.
24449:  Jak to, co mam w termosie?
24451:  Herbat... Oczywiście, że herbatkę.
24453:  Ognisko ostatniego spoczynku.
24454:  To brzmi jak... coś, gdzie umarliśmy.
24472:  Trzeba się wrócić do NPC?
24474:  O Boże, nie mam pojęcia, gdzie on był.
24490:  Krzysztof już wie.
24494:  Wirujący żółw.
24495:  Niebezpieczna sprawa.
24501:  Co tu się dzieje?!
24510:  Co to było? !
24513:  Monument oczyszczenia wygląda w ten sposób, ponieważ klątwy nie można z siebie tak zmyć, a trzeba ją przenieść na kogoś.
24517:  Aaa, tak więc Monument oczyszczenia jest zlepkiem ludzi, ma to sens.
24522:  Czy to jest ten NPC przy... Mam nadzieję.
24526:  Po moście z dwoma rycerzami... Nie pamiętam gdzie był most z dwoma rycerzami, ja pierdziele, gdzie on jest w ogóle?
24536:  Czy to jest to?
24552:  To wygląda jak most z dwoma rycerzami i to wygląda jak coś, z czym nie chcę ponownie walczyć.
24560:  Trebusz.
24569:  Tak, dobrze, dobrze.
24572:  Tak, skawę, tak, tak.
24587:  Niesamowite, zawsze zadaję obrażenia w momencie, w którym oni mnie atakują.
24593:  Albo i nie.
24613:  Come on, naprawdę jeszcze ty... Pomimo, że lecisz szybciej z prawej czy z lewej ręki, to zależy od tego czy jesteśmy prawo czy leworęczni.
24623:  Czy jest szansa na Dark Souls 2?
24624:  Ooo!
24625:  Biorąc pod uwagę, że fani Insoulsów mówią, że ta gra jest nie do zniesienia, to nie wiem, czy ja bym sobie poradził.
24630:  Ale graficznie na pewno jest to dla mnie lepsze niż jedynka.
24634:  Jaka liczba jest presją otoczenia, którą mogłyby przyszłości naśmiewać się z tego, że ktoś nie ma wyższego wykształcenia?
24639:  Kompletnie się tym nie należy przejmować, ponieważ dzisiaj bardzo często osiągają sukces raczej ludzie, którzy wykształcenia wyższego nie mają, niż ci, którzy mają je.
24647:  I nie ma w tym nic złego.
24655:  Dlaczego tu przyjechałem w poszukiwaniu...?
24656:  Cholera... Przestań.
24690:  Tak, powiedział chłop z wyższym wykształceniem, ponieważ uwzesz chłop z wyższym wykształceniem to ja, realizuję się w zawodzie, który tego wyższego wykształcenia potrzebuje.
24700:  Natomiast znam inaczej, nawet 75% moich znajomych w IT na przykład cieszy się licencjatem, a niektórzy bez nawet i nic się nie dzieje specjalnego.
24713:  Firmę też można założyć bez licencjatu z zarządzania na przykład.
24716:  Dajcie spokój, to jest kwestia tylko naszego wyboru i absolutnie nie należy dawać ludziom okazji do tego, żeby się naśmiewali z braku wykształcenia, ponieważ liczy się skill, umiejętność.
24729:  Wykształcenie jest umiejętnością, która jest najczęściej abstrakcyjna.
24733:  Rzadko kiedy na studiach wyższych uczymy się rzeczy praktycznych.
24736:  Oczywiście są takie studia, nie wiem, to była WF, ale dominuje teoria.
24744:  Czy jesteś pewien tego?
24744:  Nie.
24766:  O, to jest speedrunner.
24783:  Nie, licencja to już nie jest wyższe niepełne.
24785:  To jest wyższe wykształcenie.
24788:  Chociaż też zależy, w której jest dyscyplinie.
24790:  Na pewno w humanistyce jest wyższe.
