🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
12677:  Więcej samolotów!
12682:  Czy też da się zgubić do sekcji pulbitewnej?
12684:  Zjedzam cały Pyrkon szeregowy Bars, więc jak mnie zobaczycie, to krzyczcie.
12691:  Jak tu sytuacja?
12696:  Jeszcze jest jedna opcja, mianowicie możemy mieć kamerę jednostki.
12704:  Jak widzicie, świetnie działa.
12709:  Jak się oswobodzić?
12710:  W ten sposób.
12713:  O, dobrze!
12715:  Kamera jednostki.
12716:  Pa, kamera!
12721:  Filmowo.
12722:  Armii Jeziam, Nikołajem, Tyktak, Filipo, Magducha oraz Dłofeni otrzymują wsparcie.
12728:  Niuch!
12730:  Niuch!
12732:  Niuch!
12733:  Niuch!
12735:  Dziękuję najserdeczniej.
12740:  No strzelrzesz!
12744:  Strzel!
12757:  Zwiększa zasięg Feniksa i zmniejsza ATK.
12760:  Weźmiemy to.
12761:  Potrzebujemy duży zasięg i jeszcze go bardziej zwiększymy.
12767:  A tym razem pozbędziemy się go... Nie flankuje nas.
12771:  AI lubi flankować.
12772:  Pozbędziemy się go w najwulgarniejszy sposób z możliwych.
12778:  O właśnie taki.
12779:  Jeszcze zwiększymy prędkość, bo czemu by nie.
12781:  Ehehehe.
12785:  Oj, oj, oj, oj, oj, nie żyjesz!
12788:  Strzelać!
12789:  Dobrze!
12791:  Good.
12793:  Flaga mu przepadła.
12796:  Pepeuszko, zwariował!
12798:  Co się dzieje, moi drodzy?
12803:  50 wsparć rozdane... Eee... Jak by to powiedzieć?
12813:  Sunshard, Alfred Fragg.
12815:  Żaba z maliną, Mateusz Madej, Mrówa, Marcin, Pralinka, Sofia, Czoan Popi,
12829:  Marcin Kruczek, Mateusz Trzechmruwa, Marcin Karolewski, Sorkaz otrzymał wsparcie, Boże, drogi, 50 kolejnych weszło!
12838:  Pepe Łóżko jest jamni, jest turbo jamnikołajem!
12842:  Aż fokus nie działa z tego wszystkiego!
12844:  Bogowie, Treant, niestatystyczna, Adamo, Orzełdzik i Węgorz, Simon, Sebastian, Gino89, Nirneje, Warnoje Diet, Capeccino, Aldo Naka,
12856:  Łapaciu, Krzysztof Kubiś, Nie Teraz, Krzępit, Ekspozja Kwasu Foliowego, Dawid Kosmala, Dromen, Nerdolo, Vatjega, Toriko, Patryk, Hucz, Niestatystyczna, Trean, Sorkas, Ukryty Krastan, X, Marcin Karolewski, Marcin Kruczek, Mateusz Trzech otrzymują wsparcie, Święty Józefie, Tak, Co się dzieje, Fajren, Cofi, Lewandowski, M, Kefit, Fruszka Zembuszka, Krew Piastun, Katriona, Nick Shanty, Creatures Features, Sylvester Zygmunt, Harry Osborn, Znaczy, to jest...
12885:  To nie jest klasyczny jamniczy swing.
12887:  Przepraszam bardzo, nie, to jest jamniczy swing.
12888:  No, no, teraz jest dobrze.
12890:  Wola, Cordi, Magdalena oraz Ozbev, Adam Orzeł, Dziki Węgorz, Simon Sebastian, Dzin89, Capeccino jeszcze, Aldona Łapaciuch, Venefica Lunares i Firenz Sofi otrzymują wsparcie.
12909:  Dziękuję najserdeczniej.
12911:  Dawno nie było.
12916:  W sumie, moi drodzy, możemy sobie odpalić jamniczy swing przy tej turze.
12922:  Było maka, a od razu jest pomaka, ale to zaiste.
12924:  Dziękuję serdecznie, Pepeuszko, za wsparcie kanału przehojny.
12931:  Ja zapomniałem, jak ja lubię ten beat.
12932:  Rzadko on jest.
12934:  Czy potrzebujemy szturmowego fanga, czy potrzebujemy fabrykę?
12939:  Czy zmniejszenie czasu teleportacji?
12942:  Fabrykę.
12943:  Lepsza fabryka wojenna.
12944:  Przyda nam się.
12950:  Jak pamiętam, jesteś herbaciarzem, pisze.
12952:  Pepeuszko dalej trybutuje, ja nie mogę zacząć gry!
12956:  Co się dzieje?
12958:  Knur Maciek, Niko, Marian otrzymuje wsparcie, Karol45, Dawid z Deważaczka Dronów, Karol Łukaszewski, Krzysztof S., Laseromanda, FatDoomGuy, co za człowiek, Aleksander Matek, a wszyscy macie jamniki!
12972:  Opłacało się pojawić na strumyku Środowem Strategicznym Kizorkę, Piotr Bajer,
12978:  Renczi, Syfis, Iwo, Witerer, więc dziękuję Wam, że przybyliście, Abdullo, Ciotka Ok, Marcin Kostrzewa, Łukasz Mozgowaj, Patryk Radnicki, Fanatykus, Daszoramix, Adrian Stamplewski, Sara Gawrońska, Lovely Flames, Enims, Anita, Michał Mazur, Towarzysz Tatar, Bartosz Kowalczyk, Mat, Szakal, Michał Rybarczyk, Rasmor,
13009:  Grafik Witch, Kruczyciej, Memory, Pietroneczki są w kropeczki, Bartosz Królak, Lajmos i Destiny, Patryk Dąbrowski, MyLadyWitch, Moniulek.
13021:  Wszyscy teraz mają wspieranie, dokładnie tak.
13025:  Alisan Imperium, po prostu mi jeszcze, dajcie spokój.
13028:  Jakiś mewa.
13030:  Witajcie wszyscy wronie wspierających.
13032:  Podziękujcie bardzo PPU-szkowi, moi drodzy, za tak wspaniałe wsparcie całej społeczności.
13038:  Dużo jamników dla PPU-szki.
13046:  Na sam koniec.
13048:  Co tu się wydarzyło?
13049:  Dobra, gra nawet stwierdziła, że nie będzie muzyk.
13052:  Widzicie, jak się awansuje jednostkę, to wtedy zwiększają się wszystkie szanse.
13056:  Mówiłem.
13057:  Mówiłem, mówiłem, że tak będzie.
13060:  Dobrze.
13062:  Co my możemy tutaj jeszcze zrobić?
13066:  Wiecie co?
13069:  Zastanawiam się, czy crawlery nie będą dobre jeszcze.
13074:  Bo w sumie możemy tych crawlerów mieć sporo i dać im tę umiejętność replikacji.
13082:  I może to rozwiąże nasze problemy.
13084:  Bo wtedy, kiedy się będą przejmować crawlerami, to my będziemy siekać ich z oddali.
13090:  O, taki jest plan.
13094:  Pepe Usko, widzimy się na Pyrkonie, kolego.
13095:  Przedstaw się!
13097:  Przedstaw się nikiem, jak zawsze.
13099:  Marzia Mnikołajowna w streamie.
13100:  Nie inaczej, moi drodzy.
13102:  Nie inaczej.
13103:  Czy ja mogę cokolwiek jeszcze awansować, czy już nic?
13107:  No nic, żenada.
13108:  Dobrze, zwiększymy w takim razie sobie zasięg.
13110:  I... Tu gdzieś ja spodziewam, że będą dymy.
13114:  Będzie to.
13117:  Bierzemy sobie kamerę.
13118:  A weźmiemy sobie taką kamerę.
13119:  No weźmiemy sobie taką kamerę.
13122:  Będzie ładnie.
13124:  Superchat jeszcze pominąłem.
13125:  Przepraszam, sprawdzam od razu.
13127:  ILE?!
13128:  Pisze dwiemy ze Sky'em.
13129:  Dzięki za wsparcie od 3 tysięcy.
13130:  No właśnie.
13131:  150 wsparcie rozdanych, no dajcie spokój.
13138:  Człowiek mrugnął, a tu impreza, pisze Sorin.
13140:  Sorinek jest prawdopodobnie jedyną osobą bez wsparcia w tym momencie na czacie.
13145:  Wszyscy mają teraz jamniki.
13148:  Jak ktoś nie ma wspierającego, ma dużego pecha, bo ma włączoną możliwość wsparcia.
13151:  No właśnie.
13152:  A, tak, pamiętajcie o tym, żeby mieć włączoną tę możliwość zawsze.
13157:  Nasze widma.
13158:  Ale wiecie co?
13159:  Chyba będzie się bardziej opłacało wziąć coś, co jest już awansowane.
13164:  Tak.
13165:  RNG YouTube, a mnie nienawidzi pisze Avis.
13168:  Najgorsze jest to właśnie, że nie można selekcjonować, nie?
13171:  To jest smutne, o.
13174:  Później na flankę sobie weźmiemy morze, tygrze.
13179:  Myślę, że to jest dobra opcja.
13181:  Jak ulepszamy, regenerują się.
13184:  Mechaniczna wściekłość albo blitz, podziemny blitz.
13187:  Nie ma tak dobry blitzkrieg.
13190:  Co?
13197:  Nie wiem.
13200:  Feniks.
13203:  Jak nie wiadomo co zrobić, to Feniks.
13215:  Wsparcie idzie na wszystkich subujących, tylko ty na strumyku.
13218:  Wiem, bo kiedyś dostałem na innym kanale, nie byłem na transmisji.
13220:  Aaa, to nawet nie wiedziałem, że tak jest.
13223:  Haaaa.
13227:  May you have a great day, 21137.
13229:  Odnawia wsparcie, za co bardzo serdecznie dziękuję.
13232:  Wiesz, że masz jamniki, prawda?
13233:  Wiesz o tym.
13235:  Podoba mi się ta kamera filmowa, będę ją częściej włączał.
13241:  Nie, nie, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
13244:  Tu nas coś atakuje!
13246:  Flankuje!
13246:  AI flankuje!
13247:  Tchórzliwe!
13248:  Tchórzliwe AI!
13249:  Przestań mnie flankować!
13251:  Strzelać!
13251:  Strzelać do flanki natychmiast!
13254:  Tam też flankują, ja tego nie zauważyłem, nie zauważyłem, o nie.
13260:  Moje budowle.
13267:  No to, no to, no to słabo.
13272:  Okej, okej, okej.
13274:  Wyrównana walka.
13278:  Ale obawiam się, że nie wystarczy nam.
13281:  O, teraz możemy przyspieszyć.
13283:  I tylko my o tym decydujemy, nie?
13287:  Niestety.
13288:  No, trzeba obserwować flanki.
13292:  Co?
13297:  Raz.
13299:  Dwa.
13301:  Trzy.
13302:  Oj, oj, oj, tu jest niedobra sytuacja.
13304:  Jak nasza jednostka padnie, to wtedy jest zwracany nam jej koszt.
13308:  Cały.
13315:  No sytuacja nie jest dobra.
13318:  Tak delikatnie rzecz ujmując.
13325:  Potrzebujemy tutaj jeszcze.
13328:  Na wszelki wypadek.
13335:  Może być z tym różnie.
13339:  Jesteś herbaciarzem, fanem, wielbiciem herbaty.
13341:  Czy robi ci różnicę, czy przywiązujesz wagę do tego, z jakiego kubka pijesz?
13346:  Nie przywiązuję wag.
13348:  Piję głównie z tego, bo wiecie, klawiatura.
13355:  Okej, chyba flanki zabezpieczone.
13358:  Dobra, dobra.
13360:  Zapomnijcie to, co powiedziałem.
13365:  Flanki, flanki niezabezpieczone.
13368:  Cholerne, cholerne samoloty silne.
13373:  Nie wiem, co ja miałem tam dać, żeby się udało.
13376:  Ze szklanki herbata?
13379:  Filiżanka lub kubeczek.
13382:  Aniboss, aniboss.
13383:  Przerżniemy to.
13386:  No, przerżniemy to strasznie.
13389:  Impuls elektromagnetyczny.
13392:  Okej, tu jest lepsza sytuacja troszeczkę, to znaczy tylko na jedną flankę idą, więc to my tym razem możemy im napsuć... Zróbmy tak.
13412:  Dwa, trzy... Tutaj, żeby jak najszybciej ich wyeliminować, nie?
13424:  Dobra.
13426:  Walczymy teraz o przetrwanie.
13428:  Poważna sprawa.
13448:  Jeżeli kubek jest przeźroczysty, to czy jest szklanką?
13450:  To jest dobre pytanie.
13451:  Ja piję z czystego kubka, jak się wszystkie skończą, to wtedy zmywam.
13454:  To my wszyscy.
13456:  My wszyscy.
13458:  I nigdy nie jest tak, że ci się chce to zrobić, prawda?
13460:  Nigdy tak nie ma.
13461:  To jest strasznie smutne.
13463:  I zawsze to jest w zlewie i jest, i jest, i jest.
13465:  I bardzo długo.
13469:  Odzyskiwanie pola.
13471:  Dobra, musi wyjść.
13475:  Ta flanka mnie martwi tylko.
13477:  Dobrze, jest dobrze, jest dobrze.
13479:  Jest dobrze.
13481:  Jest dobrze.
13483:  Zwiększenie zasięgu pomogło, ale powiem wam, że i tak, i tak ledwo, ledwo dobrze ginie świetnie.
13492:  Tak!
13494:  Ja bym zmarł, jak pisze Serena.
13495:  Wiesz, co zazdroszczę?
13496:  Mnie się już nie zmieściła niestety.
13499:  Ooo... Znaczy, to jest ostatnia runda.
13503:  Chyba trzeba 8 przetrwać rund.
13506:  To będzie po tej stronie.
13508:  Uuu... Pepełuszku postanowił podarować 200 wsparć.
13522:  Karasu, Bratek Dylowski, Zynew, Sinsę, Jakub, Fis, Damian Gorazda, Basia Kozak, Bezdomny, Rin, Joanna Kubis, Jakub Walkiewicz, Miraski, Roś, Ewys, Jakub.
13543:  Dobrej Pani Bast.
13546:  Wcześniej było Kapłanka, teraz jest Catłanka.
13548:  Tomira S., Mateusz oraz Sylwiczek 34, Marian i Radosław Miszeń i Kubalonek.
13559:  i MD, i Skwiera13, i Szymon Drzymała, oraz Basia Kozak, i Damian, Daniel Spała, Jakub Kustra, James Prime, albo Jims Prime, Bartolomeusz Kacper, Paweł Rakowski, Piotr Tuchowski, Ratotask, i Yacilos, Sopliczka, Sypin, Carl Dinland, i Daretsuki, Staliby Walcy, Steamów się załapani, X403, i Gabriela Siebatowska, i Piotr, oraz Łuki883,
13589:  Jest trabat jakiś absolutny.
13592:  James Wade, Coralinka, Storm81, Reptilian, John Smith, Hysza, 50, strasznie dużo do przeczytania, Jakub Kaleta, i Rafał B., i Loginex12, i Pan Tarzan, Piotr Oleksiewicz, moi drodzy, Jan Mikołaje dla naszego Jan Mikołaja PP łóżki dzisiaj, olbrzymie!
13611:  Teraz można zrobić jeszcze ten tryb.
13619:  To jeszcze jest... Ja też rzucę.
13623:  Szaleństwo absolutne.
13626:  I James Wade, i Karolinka jeszcze, i Storm.
13642:  Już można dwie kamery naraz.
13646:  Musimy to opracować, moi drodzy, kiedyś.
13650:  Szalony ppłuszko, 150 wsparć, dajcie spokój.
13654:  Możemy zrobić taki tryb dwukamerowy.
13657:  Wszystko jest możliwe.
13658:  Wszystko jest możliwe.
13660:  A ja tutaj miałem dylemat tymczasem i ja tego dylematu wciąż nie rozstrzygnąłem, ale wydaje mi się, że trzy widma na tym poziomie będą dobrym pomysłem.
13667:  Smutne jest to, że nie możemy podejrzeć, jakie są jednostki po stronie przeciwnika teraz.
13671:  Ale wydaje mi się, że widmy będą dobrą opcją.
13678:  Wielkie nieba.
13681:  Tak, P.P.
13681:  Łóżko funduje kabarę na Marsz Jamników.
13683:  Dokładnie.
13684:  Nieprawdopodobne rzeczy, moi drodzy.
13690:  Tak.
13692:  Tu jest... O, już wiem, co miałem zrobić.
13694:  Już wiem, co miałem zrobić.
13696:  Przypomnijcie mi, że ta jednostka, czyli widmo, ma opcję emitowania takiego pola na dole, które zmniejsza...
13705:  Damian Góraza jeszcze jest z jamniku.
13707:  Miałem tropkę.
13708:  Dziesiąt cztery absencji w pacierzowy jamnik.
13711:  Jaraszniko zatrzymują wsparcie.
13713:  Niuch, dziękuję najserdeczniej.
13715:  Mateusz S. jeszcze.
13717:  Co tu się dzieje dzisiaj?
13719:  Nikt się nie spodziewał, moi drodzy, że strategiczna środa będzie tą, którą wszyscy widzowie zostaną obdarowani wsparciem.
13726:  Nikt się tego nie spodziewał.
13727:  Eee... Z...
13734:  Ulepszmy ich też.
13735:  Czemu by nie?
13737:  Tu nie ma nikogo?
13738:  Nie ma.
13738:  Dobra, myślę, że można też wysłać te pociski tutaj, żeby nadwątliły te tarcze.
13743:  To jest dobra opcja.
13745:  To jest dobra opcja.
13747:  I... tyle?
13751:  Marta Ewa, Matka Cztenek, Kitku jest jeszcze, Jan Mikołajeko, Rafał i Joker Black i Kornik RCRN, już tak włączyłem, Majster i Mocarny Gostek i Inga Błażejak otrzymują wsparcie, Jezus Maria i Pies Prekambryjski, jeszcze i Maciej jest Jan Mikołajem, Luke Wechangeling otrzymuje wsparcie, Bordowa Pomarańcza, Brak Danych oraz Arnelia Terlak i Rua, dziękuję serdecznie, dwójce Jan Mikołajów, miuch!
13779:  Dajcie spokój.
13784:  Dzieją się rzeczy dzisiaj.
13786:  Czy ja chcę jeszcze trzeci ten rave, czy nie?
13789:  Jak myślicie?
13794:  Tak, wzmocnimy pancerz.
13795:  Myślę, że to jest dobra opcja.
13797:  I zakończymy w drodze.
13798:  I MagdaM1 jeszcze dla Oliwii podarowała wsparcie.
13802:  Niuk dla wszystkich Jamnikołajów i jeszcze same jamniki, moi drodzy.
13807:  Mnóstwo jamników dla Jamnikołajów.
13809:  Patrz, jak przeżyna AI.
13811:  Głupie AI.
13813:  Ale Krzysztof!
13814:  AI przejmie władzę nad światem!
13823:  Tępy!
13824:  Tępy, głupi algorytm!
13826:  Zniszcz tępy, algorytm!
13830:  Niszcz algorytm!
13836:  Niszcz algorytm!
13874:  Irena jest jam nikołajką jeszcze w tym... O, Emeriu otrzymuję wsparcie i wraca do grona wspierających.
13879:  Dziękuję najserdeczniej.
13880:  Niuch, gdzie jest mój niuchacz?
13882:  Tu jest mój niuchacz.
13884:  Niuch.
13884:  Pokonać.
13886:  Pokonać tłumacze.
13887:  Tłumacze głupi.
13888:  Tłumacze nie wiedzieć, jak sobie poradzić.
13891:  No i na wypadek, gdybyście sobie myśleli, to jest mało zagranie, niewiele, proszę bardzo.
13897:  W trybie wieloosobowym mamy jeszcze opcję...
13900:  dopasowania, 2 na 2, nie wiem, co to znaczy dopasowanie, ale chodzi o to, że walczymy dwójka przeciwników przeciwko dwójce przeciwników.
13909:  Widzę, że jednak znajdzie się dla mnie praca w tłumaczeniu, pisze minister.
13911:  Widzisz?
13912:  Widzisz?
13913:  A ja dzisiaj na moją prośbę zrobienia ilustracji smoka zrobiła warana, pisze Kinga.
13917:  No do niczego, jestem jako artystka bezpieczna.
13920:  Otóż to, dlatego że się nie należy naprawdę zupełnie poważnie, mówiąc, przejmować i raczej wdrażać te algorytmy do tego, żeby nam umożliwiły robienie takich prac, które są bardzo żmudne.
13933:  Pan Karmazyn, Daisy, Micho Nowacki, Anna i Marek Zajusz otrzymują wsparcie.
13940:  Otóż Julii Giewon, która jest Janem Nikołajką, niuch!
13946:  Co się dzieje z tym autofocusem?
13947:  Autofocus postanowił działać wolno dzisiaj, powolutku i spokojnie, jak na wojnie, jak pierdolnie dopierdolnie.
13956:  Ja zostawię swing na razie, bo nie chcę tak przerywać bez przerwy, a czekamy akurat na matchmaking, tak?
13961:  Ponieważ jak na złość, proszę bardzo, i jest.
13964:  Widzicie, swing zawsze działa.
13966:  Swing przywołuje rzeczy.
13968:  W końcu dostałem!
13969:  Cieszy się Oliwia!
13970:  Zostaw jamniczy swing.
13973:  Uwielbiam, że on się nazywa jamniczym swingiem.
13975:  Wiecie swoją drogą, że Jules Gaia miała kolejne utwory swoje, swingowe, gdzie jest... Bo w ogóle, jeżeli lubicie te playki, ale chyba lubicie, to one są wszystkie na spot jako elektropląsy.
13988:  Jest ich sporo.
13989:  Wysłuchaliśmy całej tej playlisty, jak graliśmy w Path of Pain.
13992:  Nie żartuję.
13998:  zwiększa prędkość wszystkich, albo zwiększa HP...
14003:  Zwiększa HP.
14004:  Co się tu dzieje?
14005:  Łukasz Szelewicki i Rose tymczasem są jamnikołajkami.
14008:  Marianek Blaszka, Bodzio89, ZW Bartłomiej, Sebas Nowigradu otrzymują wsparcie i Tygmigzyngenr od Łukas Enpai oraz... Przepraszam, Łukasza Szelewickiego i od Rose.
14020:  Nie wiem, dlaczego zrobiłem sobie Łukas Enpai, ale w tym czasie, w którym szybko rozkładają się nasi przeciwnicy.
14026:  Niuch!
14027:  Dla was z podziękowaniami.
14028:  Jamnikołaj dla jamnikołajów.
14029:  A tymczasem, moi drodzy, to jest tryb, w którym mamy...
14032:  Obok siebie, sojusznika.
14033:  I bronimy się razem.
14035:  Razem, moi drodzy.
14036:  Tak jest.
14037:  Nie zmyślam.
14037:  Tomasz z Zanzibaru jeszcze podawał wsparcie Patrykowi127.
14040:  Dziękuję serdecznie za bycie Jan Nikołajem.
14044:  Wszystkim Jan Nikołajom bardzo serdecznie dziękuję.
14046:  Mamy trzech.
14049:  O, tutaj, tak.
14052:  Tak, trzej.
14053:  Dobrzy.
14056:  Mateusz Jamrus też jest.
14058:  Ja rzeczywiście zostawię ten swing.
14061:  Albo zostawię ten klasyczny.
14063:  May you have a great day 2037.
14065:  Natalia, Natalia, Happiness, Kadzit Tadzio otrzymują wsparcie od Mateusza Jamroza, który jest Janem Nikołajem, Janem Nikołajem dla Mateusza Jamroza.
14071:  Sphinx.pl też otrzymało wsparcie i dziękuję serdecznie za trybut.
14073:  Lucyferowi606, nie ma już miejsc na tokeny na sobotę 19.
14076:  Najgorzej, Niemcy są sobotą 19 praktycznie.
14078:  Karol Adamczyk otrzymał wsparcie od May you have a great day 2037.
14081:  Dziękuję serdecznie za trybuty.
14085:  Dużo, bardzo wsparć.
14087:  Tak, ja już zaczynam mówić jak Skaven z tego wszystkiego.
14095:  To gifty do podsumowania mojego życiowego szczęścia, pisze QwQ.
14099:  Nie martw się, ja mam tak samo zawsze.
14105:  O nie!
14106:  Tomaszuch Kowalczyk jest jamnikorem, dobrze, tu się będą działy rzeczy, a ja tymczasem jamniczę się.
14111:  Kacper Pemon otrzymuje wsparcie, Borysow oraz Piotr Bratak i Charkigos oraz Bartłomiej Bartkomiej, Karol Korol i Melanfa.
14122:  otrzymują wsparcie oraz Deweist i Nerufe i Prawodr i Lenaz oraz Lemonade i Mateusz Pawłowski, dziękuję serdecznie, i Adept, i Iris, Tomaszuch Kowalczyk jest Jan Mikołajem i należą mu się Jan Mikołaj, Anesz i Gancu i Adam Kuśnierski, dziękuję najserdeczniej.
14141:  Co tu się stanęło?
14142:  Tu się stanęło, moi drodzy, niuch!
14146:  Nawet nie zauważyłem, jak przerżnąłem strasznie w tej rundzie.
14149:  Myślę, że to jest jakiś kompletny dramat.
14154:  W sobotę o 19 jesteś ty, pisze Lucifer.
14158:  Naprawdę?
14160:  A co ja mam w sobotę o 19?
14161:  A, o światotwórstwie chyba coś mam, faktycznie.
14164:  200 giftów prawie Patryk pisze.
14166:  No takie rzeczy się dzieją tutaj.
14167:  Ja nawet nie wiem, kiedy to się stało.
14170:  Wiecie co?
14171:  Weźmiemy sobie nosorożca i wyślemy go tutaj, bo zdenerwował mnie ten przeciwnik nasz.
14176:  Bardzo mnie zdenerwował.
14179:  Bardzo mnie zdenerwował, a bardzo.
14183:  Zrobimy jeszcze tak i zrobimy jeszcze tak.
14187:  Tak się to skończy.
14190:  I na wszelki wypadek zamieścimy tutaj gdzieś bombunie.
14196:  Mam gdzieś opcję podejrzeć, ile osób procentowo na czacie jest wspierających, bo zawsze mam wrażenie, że jest najbardziej zielono.
14201:  Ja w ogóle wam mówiłem, że na kanale jest 90% w ogóle przychodu, to jest wsparcie.
14206:  Zawsze tak było.
14208:  Z reklam jest jakieś, nie wiem... 5%?
14214:  Reszta to są super czaty.
14218:  Reklamy w ogóle na YouTubie to jest mech.
14220:  Ale ja też, wiecie, wyłączam je bardzo często i tak dalej.
14223:  Pamiętam, że opiekunka kanału, ta sama, którą ma Filip, powiedziała, ale dlaczego, dlaczego ty masz wyłączone na trakcie transmisji live kamerę?
14229:  Powiedziałem, dlatego, że to jest rak.
14233:  Czy dzisiejszy rekord, dzisiejszy dzień aspiruje na rekord w rozdawaniu giftów?
14236:  Na pewno.
14238:  Dlaczego nosorożec, a nie nosoróg?
14240:  Dobre pytanie.
14243:  Dobre pytanie.
14245:  Zakończ wdrożenie.
14249:  No dobrze.
14250:  Co tu się teraz podzieje?
14252:  Nasz biedny nosorożec jest atakowany w trakcie teleportu.
14256:  To jest oburzające.
14261:  Okej, już widzę, co tutaj się dzieje.
14264:  Mianowicie jest bardzo duża przewaga tych crawlerów, oni dlatego wygrywają.
14273:  W ogóle fun fact, Pepełuszko, jak Marco Polo zobaczył po raz pierwszy nosorożca, to myślał, że to jest jednorożec.
14279:  Się zachowało w opisaniu świata.
14282:  Uuuu... No powiem wam, że ten jednorożec... Nosorożec!
14287:  OP!
14288:  Trzeba by tylko wzmocnić, żebym miał recycling wraków, to znaczy odzyskiwał HP po zabiciu wroga i będzie git.
14294:  Przyspiesz.
14296:  Przyspiesz, powiedziałem!
14298:  Nie, nie, nie strzelaj do mojego nosorożca!
14301:  Strzelił do mojego nosorożca.
14306:  Czy w niedzielę będą jakieś konkretne atrakcje na Pyrkonie?
14309:  Znaczy tak, ale jeżeli was nie ma, to pamiętajcie, że w niedzielę możecie obejrzeć główną atrakcję na Pyrkonie, znaczy główną, bo... bo jest tam Dominik Boss i ja, to znaczy Game Days Show.
14321:  Tam będą przedstawiciele Eleven Beat Studios, CD Projektu Red, Bethesdy i Ubisoftu.
14324:  A ja się będę powstrzymywał przed tym, żeby nie powiedzieć, że to jest bug testa.
14336:  Tak.
14338:  Co ciekawe, te ulepszenia aplikują się także do tych jednostek, które przyzywamy, co jest OP.
14346:  Ale co, tak, nam tak dobrze idzie z tym nosorożcem, to przyzwijmy go też tutaj.
14354:  Na wszelki wypadek, na wszelki wypadek.
14357:  Jeszcze jeden snajper, bo zawsze dobrze jest mieć więcej snajperów.
14361:  I prędkość, prędkość.
14365:  Froget37 jest jamnikonem, pozdarował wsparcie smutnemu ślimakołakowi.
14368:  Dziękuję najserdeczniej, niuch.
14371:  Gram w nowego autobattlera, oglądam Krzysztofa, kot na kolanach, pisze Bear.
14374:  No i widzisz, i jest dobry dzionek.
14377:  Jeszcze picki brakuje, tak jest Pawełek, absolutnie.
14383:  Strategiczna środa jest strategiczna.
14390:  Jak tam nasz sojusznik?
14392:  No całkiem sobie dobrze radzi.
14394:  Może nawet nie przegra.
14396:  Jaki jest udział donate'ów u Ciebie względem wspierania?
14398:  Wspieranie zdecydowanie większe.
14400:  Donate'y to po prostu rozliczane stwórcami w tej samej formie jak wspieranie?
14402:  Nie.
14402:  Wspieranie idzie w większości do twórców, natomiast donate'ów u YouTube sobie używa jakieś, nie wiem, 20%, 30%, coś takiego, nie pamiętam.
14410:  Żeby było śmieszniej, jest teraz prawo podatkowe nowe, które ma uwzględnić to, że w Patronite'cie już nie będzie takiej interpretacji podatkowej, jaka była wcześniej i będzie się to rozliczało normalnie.
14421:  Tak jak przychód, więc wiecie, nagle będzie bardzo mniej chętnych dużo do tego, żeby mieć konta na Patronite'cie.
14428:  Trzymaj na jakieś skromne jadło.
14429:  Dziękuję, Claudio.
14430:  Albo kawuj się na perkonie, żebyś tam ludziom nie padł.
14432:  No będę musiał!
14433:  Ja sobie przyniosę szejk swój własny chyba.
14435:  Dziękuję Ci serdecznie za trybut, Claudio.
14437:  Już Ci go serduszkuje, bo to jest taka opcja ostatnio.
14440:  No więc generalnie chciałem oznajmić, że przez to, że przeciwnik poddał sobie temperaturę topnienia, to mamy przerąbane.
14449:  Przecież to dlaczego wyłączasz reklamy?
14451:  Może jeszcze nie robisz miniatur z żółtymi napisami, co z Ciebie za biznesmen?
14454:  Ja to bez przerwy słyszę.
14456:  Ale wiecie co, powiem Wam tak, że nawet jak reklamowałem na fejsie, gdzie ja to mam?
14465:  Facebook.
14466:  Nawet jak reklamowałem ten event, ten Games Day Show, prawda, który był, to ja sobie oczywiście nie podarowałem, żeby nie zrobić dowcipu radosnego.
14475:  To znaczy mój dowcip radosny polegał na tym, że ja sobie tutaj napisałem na fejsie, czekajcie, gdzie to było, o, że spotkam się z Dominikiem Bossem i tak dalej, będzie render, bez testa napisałem Game Studios.
14487:  I od razu była informacja, przepraszam najmocniej od osoby, która to koordynuje, to chyba literówka.
14493:  To byś mówił, nie, to nie jest literówka, to jest dowcip.
14496:  Ktoś się tego chce unikać, tak?
14499:  Żeby jakaś agencja, jakiś sponsor coś nie mówił mi, co ja mam mówić, bo naukowcy mówią to, co im się żywnie podoba i niech chociaż ten jeden bastion wolności słowa w Polsce pozostanie.
14509:  Wytwarza dwie stalowe kule co 16 sekund.
14512:  Zwiększa wskaźnik Experience Marksmana, czyli naszego strzelca.
14517:  To się przyda.
14518:  Zwłaszcza, że w ogóle nie mam doświadczenia, zauważyłem.
14520:  I to mnie bardzo martwi.
14528:  Zasypiemy ich nosorożcami.
14530:  Ale jeszcze możemy jedną rzecz zrobić.
14534:  Konserwacja w terenie.
14534:  On się będzie jeszcze regenerował.
14536:  Tak zrobimy.
14538:  Same nosorożce.
14542:  Pisze ostatniakolewkiem w tym roku.
14543:  Panie Skorpionie, trzymamy kciuki!
14545:  Czy wie Altos to lepsze Supreme Commander?
14548:  Ja myślę, że lepsze This War of Mine, wiesz?
14551:  Patryku, dziękuję Ci za wsparcie od 4 miesięcy.
14552:  Jamnik dla studentów, żeby sesja też była taktyczna.
14554:  Tak!
