Krowi poziom — BEASTMEN livestream (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=hjdWJ1H_3BU

2:  Witam wszystkich na streamie.
6490:  Czy będzie można przybić piątkę z Arcymagosem po panelu dyskusyjnym pod tym, czy poprawność polityczna zabija popkulturę, a gry muszą być apolityczne na Dniach Fantastyki?
6497:  Tak!
6498:  Będę na nim.
6499:  Prawdopodobnie.
6500:  Ja w ogóle będę starał się być na większości paneli.
6503:  Zobaczymy zresztą.
6505:  Odporność na ostrzał przyda się.
6508:  I... O tak.
6514:  Potrzebujemy szamanów.
6515:  Potrzebujemy więcej szamanów!
6520:  Czy będzie kiedyś kampania z Faraonów?
6521:  Bardzo chętnie, jest... Królowie Grobowców to jest jedna z moich ulubionych frakcji.
6527:  Spaczenie chaosu, magia szamana.
6532:  Oczywista sprawa.
6535:  Ileż się dzieje?
6536:  Niszczycielska zachęta, zwierzęcy szał, wszystkie armie.
6539:  Nieskończona horda, zwierzęcy szał nam się przyda.
6544:  Jak tam z panelem furii?
6546:  Jeszcze potrzebujemy zwycięstw.
6547:  Więcej krwi!
6551:  Więcej krwi dla Boga krwi.
6555:  Czy do Nagarondu się dostaniemy?
6556:  Nie dostaniemy się.
6560:  A zatem?
6561:  A zatem?
6565:  Hmm... Wściekły byk i minotaury.
6568:  Tak, tej konstrukcji potrzebujemy pilnie.
6579:  Wypowiedzenie wojny Melekitowi faktycznie zakrawa na szaleństwo.
6587:  Co?
6591:  Zmienili portret tej jednostki.
6592:  Ciekawa sprawa.
6594:  Walczymy.
6597:  Gdzie odbywają się dni fantastyki?
6599:  We Wrocławiu.
6602:  Powitania dla jakiegoś Maćka.
6604:  Witamy, witamy.
6607:  Przypominajkę o nawadnianiu.
6608:  Nawadniam się skutecznie, przypominam.
6613:  Bardzo skutecznie.
6614:  Zaliczyliśmy przerwę w streamie wcześniej niż zwykle.
6618:  Ryzykujemy.
6618:  Oczywiście, że ryzykujemy.
6619:  Potrzebujemy bardzo dużo wiatrów magii.
6622:  Świetnie.
6626:  Czy tu, czy tu będzie lepiej?
6630:  Tutaj.
6631:  Ponieważ są tutaj jakieś budynki, które sprawią, że nie będą w stanie się na nas zasadzić wszyscy.
6641:  Jak tam jest z terenem?
6643:  No właśnie, teren jest niedobry, więc musimy się ustawić tutaj.
6647:  Centigory.
6649:  To były strasznie kiepskie jednostki.
6654:  Natomiast to są... Chyba te dziki, o których mówiliście.
6660:  Tak.
6661:  To wygląda na kawalerię, to się przyda.
6666:  do zasadzki na elfy.
6668:  Dobrze.
6669:  Ustawimy je tutaj, nieintuicyjnie, tak samo jak harpię.
6672:  Może w ten sposób kogoś i mantykora.
6675:  Bardzo dobrze.
6676:  Bardzo dobrze.
6679:  A cała reszta, to znaczy ta bezużyteczna piechota, niech się tutaj zgromadzi.
6686:  No będzie corner camping, nic na to nie poradzę!
6694:  Okej.
6699:  Nie, potrzebujemy to w trzeciej grupie.
6702:  Okej.
6704:  Okej.
6709:  Tak, tak, w Krakowie jest imladizm między innymi, ale w Krakowie mam wrażenie w ogóle jest mniejszość konwentów, tak mi się wydaje.
6720:  Magia ognia w... Magia ognia jest krytykowana?
6723:  No nawet nie żartujcie, przepraszam najmocniej, poza tym chciałbym przypomnieć, że jeżeli magia ognia jest krytykowana z racji tej, że nie ma piorunów w niej, to przypominam, że nie w każdym lore, to znaczy na przykład w Avatarze The Last Airbender pioruny są wyższą formą magii ognia, ha!
6745:  Ta konnica jest nieprawdopodobnie silna w rękach wszystkich, tylko nie gracza.
6755:  Oho, jednostki, które dostają szału i furii.
6757:  To jest coś, co uwielbiam.
6765:  Magia krwi i nekromancja.
6767:  Okej, ale nie ma flamestormu.
6772:  Chyba, że Mekromanta upełnuje też Magię Ognia, wtedy co innego.
6775:  Nie, te dziki są beznadziejne, naprawdę.
6779:  Czy jeżeli one sobie nie rozniosą tych złuczników?
6782:  Nie, nie rozniosły tych łuczników, one wpadają w furię, to jest ich znacząca wada.
6787:  Nie znoszę jednostek, które wpadają w furię.
6790:  Nie można ich kontrolować, cóż za absurd.
6794:  Okej.
6801:  Nie widzę zwycięstwa w tej bitwie.
6805:  Oj nie.
6806:  Harpie, przydajcie się do czegokolwiek.
6816:  Mojej siły zadałeś potężne straty, to początek końca, mój przyjacielu.
6821:  Saladyn króluje dzisiaj.
6823:  Stwierdzę.
6826:  Jakie uniwersum widziałbym w roli Total War, poza Star Warsem czy LOTR?
6831:  Myślę, że Warhammera 40, zdecydowanie, to jest coś, o czym marzy pół fandomu, ja akurat w tej kwestii jestem zgodny.
6840:  Nie no, nie oszukujmy się, z High Elfami to my nie mamy szansy tą śmieszną, muczącą frakcją.
6847:  Tak, łucznicy kontra wielkie, straszliwe dziki skłami, łucznicy wygrywają w tym starciu.
6855:  Lakusoman... Lakusomancja potrzebuje przypis do tego.
6861:  A tak, na stronie Konwenty Południowe faktycznie jest dużo informacji na temat konwentów, prawda?
6865:  Potwierdzam.
6871:  A Manticora nawet by sobie radziła, gdyby nie fakt, że sobie nie radzi.
6876:  To jest pewien problem.
6879:  Dobrze, zobaczmy co te Centigory potrafią.
6883:  Centigory, dwa oddziały, przypominam, kontra łuczni, ujeźdźcy z Elyrionu, zobaczymy.
6889:  Jaka jest najgorsza cecha jednostki według mnie?
6891:  Chodzi o takie jak furia.
6893:  No myślę, że furia jest jednym z pierwszych, tak zdecydowanie.
6900:  Tak, chyba ta.
6902:  Bo to jest coś, co odbiera możliwość nawet wycofania jednostki albo sterowania nią, a w Warhammerze Total War trzeba bardzo, niestety, pilnować tego, w którym kierunku dana jednostka się zamierza udać.
6916:  Legend of Total War złośliwie mówi, że to jest babysitting i to jest dobre określenie.
6922:  Bo większość jednostek po prostu zachowuje się w sposób całkowicie irracjonalny.
6929:  W Krakowie za to jest bardzo silne ramię fandomu LARP-owego.
6932:  O, to nie wiedziałem.
6934:  Dobrze, zrobimy inaczej.
6936:  Rozdzielimy te dwa oddziały i poszarżujemy centigorami tutaj na łuczników.
6944:  Chociaż to jest Lawern Seaguar, czyli straż morska z Lawernu, która ma dwie opcje, to znaczy albo strzał na dystans, albo tarczy i...
6955:  i włóczni.
6957:  Jak ktoś mnie pyta właśnie, jaką frakcją grać na początek Warhammera Total War, zawsze dlatego się podaje High Elfy, bo one są po prostu najsilniejsze.
6970:  Oficjalnie te garnizony są fatalne, ale to akurat się nie zmienia.
6975:  Jedyne garnizony, które się potrafią obronić, to są garnizony Skavenów.
6992:  Niedobrze.
7002:  Dobrze, druga część naszej armii troszeczkę przynajmniej udało nam się uszczknąć.
7010:  No nie jest tak strasznie źle, jeszcze teoretycznie mamy szansę.
7015:  Ale to wszystko zależy od tego, jak się będzie sprawowała nasza piechota.
7024:  Liczę bardzo, że jakieś zaklęcia padną ładne.
7029:  Dobrze, oni już są skończeni.
7045:  Pijąc whisky mogę zapytać, jakie whisky polecam?
7049:  Kulaila, Bunahabn, Kardu.
7055:  Nie wiem, jak się... Kardu to jest taka łagodniejsza, ale... Ardbeg na pewno też.
7062:  Natomiast taka absolutnie naj, naj, naj to jest Lagavulin, która jest trzymana w butelkach poszery, jeśli mnie pamięć nie myli.
7072:  O tak, to jest wspaniałość.
7076:  Niech to zaklęcie zadziała.
7078:  Nie, nie, nie, nie, nie, tutaj.
7080:  Tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak.
7083:  Tak!
7084:  Dobrze.
7085:  I wycofujemy się.
7097:  Okej, zmieniłem, zmieniłem zdanie.
7099:  Nie jesteśmy w stanie wygrać z tymi łucznikami.
7114:  Ale jakim cudem elfy nas zaatakowały?
7117:  Myśmy nawet tego nie zauważyli.
7118:  No niestety, z jedną armią będzie ciężko.
7127:  Dobra.
7140:  Pa pa, armia garnizonowa.
7148:  Gdyby tak wjechać łucznikami, naszymi wręcz prymitywnych elfich łuczników, bez szans.
7156:  Piechota, piechota, zobaczcie zresztą jakie są straty, 342, to jest, piechota high elfów jest jedną z najlepszych w ogóle.
7166:  Witamy Michała na czacie, witamy.
7168:  Czy weapon teams mogą być protoplasty o jednostkach w Warhammerze 40k?
7171:  O, jak najbardziej, myślę, że tak.
7174:  Jak najbardziej.
7178:  Że przynajmniej ta nasza armia staje się coraz silniejsza, ale powiem wam, że niepokoi mnie bardzo fakt, że nie możemy używać tej wspaniałej zdolności wciąż.
7190:  Potrzebujemy jeszcze jednej wygranej.
7197:  No niestety.
7200:  Szerzymy spaczenie.
7202:  Co nam innego pozostaje?
7204:  Został podbity jeszcze Clarkoron, czyli miejsce, w którym mieliśmy nasz odłamek kamienia stada, więc rozwiązanie są dwa.
7211:  Albo przenieść go do Naggaroth i chyba to jest najsensowniejsze rozwiązanie.
7217:  Tak, przeniesiemy go do Naggaroth.
7234:  Dobrze.
7236:  My jesteśmy w tej chwili w trybie plądrowania, więc... O, o, o, dobrze.
7240:  Teraz jest troszeczkę lepiej.
7242:  Czy jesteśmy w stanie się teraz... Nie.
7247:  Okej.
7247:  Nagaroth nie jest broniony.
7248:  Nagarond, przepraszam.
7249:  Nagarond jest stolicą regionu Nagaroth.
7253:  Więc to tylko częściowo było słuszne.
7259:  O...
7261:  Ooo.
7263:  Tak.
7264:  Absolutnie tak.
7270:  Nagoroth ma słaby bonus fakcyjny.
7271:  Tak, generalnie nie lubię grać Dark Elfami.
7274:  Jedynym wyjątkiem jest ten Lord Morski, to znaczy Lockheel Felhardt.
7281:  A dobrze, nie potrzebujemy aż tylu wojen.
7284:  Elfy się rozpanoszyły tutaj, będzie trzeba je natychmiast dojechać.
7288:  Ale wpierw musimy zniszczyć Naggarond.
7291:  Powiedział nikt nigdy.
7298:  Nie wierzę, jesteśmy w stanie mieć lepsze efekty.
7307:  To jest jedna z najgorzej zaprojektowanych fortec, więc jeszcze jak na stolice Dark Elfów jest jeszcze gorzej.
7320:  Ja zacząłem lokierem swoje pierwsze This is Total War campaign.
7323:  Ciekawe przeżycia.
7323:  O i tak!
7324:  This is Total War to jest coś, co możemy zrobić, nawiasem mówiąc bardzo zasadnie i słusznie, naszym przyjacielem i kitem.
7333:  Skaveni się świetnie nadają do tego typu kampanii.
7338:  Okej.
7341:  Zobaczymy, co z tymi ogrami.
7343:  To mnie bardzo ciekawi.
7345:  Gorgona się przyda do tego, żeby wyważyć bramę, natomiast potrzebujemy Saigora do tego, żeby zniszczyć wieżę frontową.
7351:  To jest jedna jedyna rzecz, która mnie niepokoi.
7355:  Okej.
7356:  Taurox, Gorgona, naprzód.
7359:  Zobaczymy, jak te ogry sobie też radzą.
7362:  Głazotrzask?
7368:  Czy ja dobrze myślę, że to jest to?
7370:  Taaaak!
7373:  Pięknie!
7376:  Wspaniała zdolność!
7379:  Uwielbiam ją!
7381:  Świetna wiadomość!
7383:  Dobrze, możemy wtedy naszych łuczników tutaj ustawić.
7391:  Te fortece projektowano po to, byleby zarobić.
7395:  Nie mogę się nie zgodzić.
7398:  Widzę, że nasza Gorgona niestety ma bardzo słaby pancerz.
7403:  To jest dość zabawne, bo tak nie powinno to wyglądać.
7407:  Zobaczmy, jak te ogry się sprawują.
7410:  Te ogry sprawują się w taki sposób, że nie chcę za nie płacić.
7415:  Zatem jak zawsze będzie nas ratowała magia.
7423:  Tak, to natychmiastowo zrobiło dziurę w murach, ten wyłom.
7428:  I polecam robić to tam, gdzie są jakiekolwiek jednostki ustawione.
7434:  Na przykład... Potencjalnie można to zrobić tutaj również.
7438:  A nie, nie można.
7440:  A to ciekawe.
7443:  Czy to ma jakieś ograniczenie?
7446:  O. Działa na mury miasta i sprzęt oblężniczy.
7450:  Bitwy oblężnicze można rozpocząć natychmiast.
7453:  Hmm.
7454:  Interesujące, można tego tylko raz użyć.
7458:  Dobrze, Taurox cały czas się dobija do bram.
7461:  Gdzie jest nasz... Szaman.
7468:  Mam nadzieję, że ta zdolność działa na mury.
7471:  O nie, nie działa na jednostki na murach, fatalnie.
7476:  Taurox, właś tutaj.
7478:  Musimy naszych łuczników wykorzystać do wycięcia mrocznych łusek.
7489:  A baśniowe uniwersum, które byłoby w Warhammerze Total War, to swoją drogą fantastyczny pomysł.
7497:  O tak.
7504:  Tak, te ogry się nam kompletnie nie opłacają.
7507:  Ale dziwne, że... O, o, o, da się!
7509:  Już wiem, da się użyć tej jednostki tylko wtedy, znaczy tej zdolności tylko wtedy, kiedy są jakieś jednostki na murach.
7514:  Ciekawe.
7516:  Ja bym nie narzekał!
7517:  Absolutnie nie narzekam.
7520:  Świniak, potrzebujemy cię tutaj.
7531:  Tak, This is Total War polega na tym, że się wypowiada wszystkim wojnę.
7534:  Przepraszam, nie zauważyłem wcześniej wypowiedzi.
7536:  Pytania.
7541:  To trochę potrwa.
7544:  Ale lepiej było zniszczyć wcześniej tę fortecę, z tego względu, że później niestety Mroczne Elfy robią się zbyt silne i steamrolują przez całą mapę.
7556:  Słyszałem o tym, że Alphabusa, czyli twórca TTS, nie mam pojęcia co to jest, postanowił przestać robić parodię związaną z Warhammerem 40K, dlatego że autentycznie objawiało się, że Games Workshop zmusi go do usunięcia swoich produkcji.
7567:  Znaczy to się pojawia niestety coraz częściej, no i mogę tylko ubolewać bardzo, bo mam wrażenie, że już dawno powinniśmy wszyscy zrozumieć, a Games Workshop osobliwie w szczególności, że tego rodzaju działania prowadzą wyłącznie do promocji.
7587:  A wyjdziemy sobie tutaj naszymi łucznikami na mury, skoro już je zajęliśmy.
7592:  Czemu by nie?
7595:  Okej, powoli wykańczamy tego.
7599:  Specjalisty od walki w zwarciu.
7602:  Jaki jest cel tej gry?
7603:  Akurat tej?
7604:  Zaraz mogę pokazać, bo w cele gry są zawsze wypisane kampanii na dole.
7609:  Natomiast cel naszej to jest poznać frakcję zwierzoludzi, to jak się zmieniła po update'cie.
7615:  Jak na razie moje wrażenia są mieszane.
7619:  Z jednej strony mi się rzecz podoba, natomiast z drugiej strony nie jestem w stanie za bardzo pogodzić się z pewnymi mechanikami i z tym, że jednak mimo wszystko w dalszym ciągu zwierzoludzie bardzo mocno polegają na piechocie walczącej wręcz, a to jest naprawdę słabość tej gry.
7637:  Znaczy tego poziomu konkretnie, legendarnego.
7642:  Gdzie są tak znaczące nerfy właśnie wszystkich zdolności postaci walczących wręcz.
7653:  To jest dość duży problem.
7656:  Dobrze, Saigor walczy.
7658:  Wyślijmy te nasze ogry, niech zginą.
7663:  Zresztą Games Workshop w tym momencie ma bardzo duże również nieprzyjemności, tak nawiasem mówiąc, ze strony fanów i nie tylko.
7670:  Też ludzie chcą bojkotować Games Workshop po raz kolejny, no z tego względu, że znowu się właśnie dzieją nieprzyjemne rzeczy, więc to nie jest tak, że fani nie reagują na to.
7689:  Gdzie nasz Rydvan, tak na jasno mówiąc?
7691:  Ach, myśmy stracili te Rydwany.
7693:  Fatalnie.
7697:  To prawda, piechota Beastmenów ma prędkość kawalerii, to jest... to ją ratuje.
7713:  Pojedziemy naszym magiem zniszczyć balisty, bo w tym momencie jest to nasz jedyny rydwan, ale swoją drogą, och, to byłaby cudowna armia.
7721:  Armia magów na rydwanach i wszyscy magowie rzucający zaklęcia, o tak.
7728:  To jest coś, pod czym bym mógł się podpisać.
7739:  No nasz magus sobie tak średnio radzi z artylerią.
7754:  Czy ja mam wrażenie, czy Gorgona ma regenerację?
7757:  Ma regenerację!
7760:  O!
7761:  To dobra wiadomość.
7763:  Sprawdzimy też, jak się sprawdzają ci ludożercy z ogrzymimi pistoletami, to mnie interesuje.
7770:  Witamy, witamy.
7771:  Co sądzę o pomysłach usunięcia reformy prawa autorskich w ich obecnej formie?
7774:  Jestem bardzo dużym i gorącym zwolennikiem.
7777:  Uważam właśnie, że kultura fanowska bardzo pięknie pokazuje, jak przestarzałym konstruktem są prawa autorskie jako takie.
7785:  Znaczy i przede wszystkim, jako też autor książek mogę powiedzieć, naprawdę one nie chronią autorów.
7792:  Nie.
7793:  Po prostu nie.
7797:  No, wiedziałem, że sobie poradzimy lepiej.
7799:  Mam nadzieję tylko, że stracimy te ogry, które tylko nas kosztowały dużo.
7806:  Absolutnie.
7807:  Właśnie, ci wszyscy magowie, jeżeli będą mieli ten trade z minusem do dyscypliny, to będzie fantastyczna sprawa.
7815:  Nie pamiętam tylko, jak on się nazywa, ale z tego co pamiętam, właśnie coś jest związanego z Nerglem.
7821:  Wznosimy kamień stada.
7827:  O!
7830:  To nam daje... O!
7832:  Port jest dobry.
7833:  Chcemy port.
7834:  Co tutaj z kolei mamy?
7835:  Umiejętność karmi armii księżycem dotknięci.
7839:  Plugawa entropia.
7840:  Oczywiście, że chcemy plugawą entropię.
7843:  Chociaż ona jest straszliwie kosztowna.
7846:  Czy my jesteśmy w stanie kogoś wrekrutować teraz tutaj?
7851:  Tak, możemy rydwany.
7852:  Rydwany się sprawdziły.
7856:  Czy ci ludożercy się sprawdzili?
7857:  No powiedzmy, że się sprawdzili.
7860:  I oprócz tego absolutnie... O, minotaury.
7863:  Zastępujemy zatem naszą piechotę powolutku minotaurami, bo minotaury zdecydowanie lepiej się sprawiają.
7870:  I co więcej nawet, myślę...
7875:  Nie możemy jeszcze.
7877:  Co nas ogranicza?
7879:  Za mało grozy lub zbyt niski poziom zniszczenia.
7881:  Dobrze, poziom zniszczenia potrzebujemy.
7884:  Limit armii, ósmy poziom zniszczenia niestety również.
7890:  Limity jednostek, to w takim razie niewiele to nam daje na razie.
7892:  Możemy tylko i wyłącznie ulepszyć kamień stada i to zrobimy.
7898:  O, właśnie po to.
7904:  Muszę przyznać, że dzięki streamom z Mechanicusa zainteresowałem się lorem Warhammer 40k i jest świetne.
7909:  Cieszę się strasznie.
7912:  Nagarund jako baza Beastmenów, herezja, to prawda.
7916:  Ale jaka skuteczna baza za to.
7920:  Naprawdę chcecie mi wmówić, że... że ja tutaj nie dojdę?
7926:  Ależ... ależ cóż za... cóż za łezz i wiarołomstwo.
7931:  Przecież oczywiście, że wykorzystując potęgę sera dotrzemy tutaj, gdzie należy.
7948:  Mmm...
7951:  Chyba jest znowu ten sam problem, który był ostatnio.
7955:  Tak, nie chcą się przemieszczać.
7957:  Czemu się nie chcecie przemieszczać?
7960:  Niedobrze.
7963:  To nic, poplądrujemy.
7965:  Tytani Leśnej Gęstwiny.
7967:  Pancerz dla Gorgon Olbrzymów Saigorów.
7970:  Przyda się.
7978:  Hmm...
7980:  Stado bestigorów.
7982:  Czy będzie lepsze od... Wszystko będzie lepsze, myślę, od... O tak, 10 tysięcy!
7987:  Chcę coś takiego widzieć.
7990:  Imperium bestii.
7991:  Pochłonięcie porządku, co nam daje.
7993:  Czas odnowienia dla czarów domeny bestii.
7995:  Nawet niech nie będziemy używać.
8004:  W tym roku ukończyłem studia na Politechnice Wrocławskiej.
8006:  Co najmniej kilka razy spotkałem się z osobami, które pogardliwie patrzyły na ludzi z Uniwerka.
8009:  Czy jest to jakiś ogólny trend, czy trafię na takich typów?
8012:  Mam wra...
8028:  Nie chcę powiedzieć, że to jest ogólny trend, bo mam nadzieję, że nie, ale tak zdarza się to.
8041:  O, o, o, o, o, o, o. O!
8047:  O!
8049:  Jest szansa, że jak zniszczymy wielką arenę właśnie w ten sposób, to
8059:  Tak.
8060:  Odzyskamy moją ulubioną zdolność.
8065:  Która nas absolutnie ratuje w tych nieprzyjaznych stronach.
8074:  Tak!
8076:  Tak mogę walczyć.
8083:  Najoptymalniejsza sprawa byłaby wtedy, gdybyśmy mieli natychmiast przeciwnika jakiegoś.
8089:  Ale nie mamy.
8092:  Musimy na nowo zbierać... yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
8117:  Chociaż Nagaroth ma to do siebie, że się długo trzyma.
8121:  Co potrzebujemy tutaj najbardziej?
8122:  Amunicja?
8123:  Nie.
8124:  Zasięg ruchu na mapie to dla nas byłby dobry.
8129:  Garnizon.
8137:  Chyba to będzie najlepsze.
8142:  Okej.
8146:  O nie.
8148:  Nie, nie, nie, nie, nie, nie.
8151:  Potrzebujemy jakiś mały awans.
8153:  Demoniczny wigor.
8154:  Czas odnowienia przyda się.
8157:  Chociaż żebyśmy nie przesadzili też z tymi umiejętnościami.
8160:  Żłobiące kły.
8162:  Odporność na ostrzał.
8163:  Tego nam brakowało ostatnio.
8167:  I tutaj... Traitor King.
8170:  Ach tak, to jest ta zdolność, której można używać na murach.
8173:  Dobrze.
8176:  Zaraz, zaraz, zaraz, zaraz.
8177:  Siła ziemi, bierna umiejętność, atak w zwarciu.
8184:  To się przyda.
8192:  Czy beastmeni roznoszą korupcję chaosu?
8194:  Tak, tak, tak, jak najbardziej.
8196:  Nawet szamani mają taką zdolność.
8199:  Zresztą, zaraz pokażę.
8201:  O. Jak levelujemy szamana, szesz spaczenie.
8205:  Na ostatnim poziomie plus trzy.
8209:  Co tutaj się dzieje?
8210:  To jest jakiś śmieszny bohater, który usiłuje nas dojechać.
8214:  Chciałbyś.
8224:  O, cofnęło nas w niewłaściwą stronę.
8228:  Hmm.
8232:  Nie.
8236:  Widzę, że można bardzo łatwo stracić punkty ruchu.
8238:  Fatalna sprawa.
8240:  Czy ja się mylę?
8241:  Czy nie mamy... Nie wiem, nie mamy wciąż jeszcze możliwości wyrekrutowania Szambana.
8245:  Fatalna sprawa.
8246:  Przetrwają tylko silni.
8247:  Groza pozyskana z bitew.
8248:  Tak, przyda się.
8251:  Głos Mrocznych Bogów.
8252:  Nie.
8252:  Zmniejszenie utraty wigoru minus 25%.
8255:  Pędkość.
8256:  Przyda się.
8257:  Dla Minotaurów.
8262:  Trator King.
8265:  I to tyle.
8265:  Jeszcze nasz byczek.
8280:  Tak.
8281:  Chcemy pokoju.
8282:  Były przypadki trollingu czasopism humanistycznych przez wykładowców z uczelni technicznych, na przykład feminizm, matematyce, czy jakoś tak.
8288:  Najsłynniejszym takim przypadkiem jest oczywiście książka Modne Bzdury Alana Sokala, ale niech was ona nie zwiedzie, to znaczy modność tych bzdur wyraża się głównie w tym, że Alan Sokal tak nie do końca zrozumiał to, co przeczytał, więc jest średnio dobrym pomysłem cieszenie się z tego, ale no cóż.
8310:  Musimy niestety pozbyć się tych ludożerców z pistoletami, obawiam się, jeżeli dalej będą problemy z tym związane.
8316:  Czy w Nagarov mamy już wszystkie?
8318:  Nie, jeszcze potrzebujemy jednej osady.
8323:  Hmm...
8338:  Niszczycielska Zachęta, Zwierzęcy Szał, tempo uzupełniania strat.
8345:  Okej.
8346:  Teraz mamy przynajmniej szansę zaatakowania i to bardzo dobrego przeciwnika, to znaczy Helebron.
8353:  Po niej akurat jest fenomenalna cecha, którą możemy zyskać.
8359:  A mianowicie, zaraz wam pokażę,
8366:  Obrażenia broni przebijającej pancerz i atak w zwarciu.
8368:  No to jest dla akurat naszego bohatera, który specjalizuje się w walce we zwarciu, fenomenalna rzecz.
8386:  Okej, teraz się przemieścimy tu.
8394:  Nienaturalny porządek.
8396:  Tak, brzmi dobrze.
8398:  Odporność fizyczna brzmi jeszcze lepiej.
8402:  Bierna umiejętność, regeneracja dla podmiotów chaosu, Jabberslightów.
8407:  Brzmi dziwnie, ale to jest z tego co pamiętam coś w rodzaju smoka.
8411:  Na razie mamy rydwany, więc w nie inwestujemy.
8418:  Tak, Oculus, Imperia i Lutin zdecydowanie jeżeli chodzi o lore przodują.
8424:  Absolutnie popieram.
8427:  Budowla ukończona w ściekłe ryki.
8430:  Jak wspaniale brzmią te nazwy.
8432:  No i tutaj jest już sensowny garnizon.
8434:  To jest garnizon, który ma szansę w ataku.
8438:  Znaczy przy ataku jakiejś wrażej i wrogiej nam frakcji.
8444:  No i teraz w momencie, w którym zniszczymy tę osadę... Właśnie w ten radosny oto sposób.
8454:  O!
8456:  Minotaury.
8457:  Bierzemy minotaury natychmiast.
8459:  Zamiast czego?
8462:  Zamiast jednego oddziału... O tak.
8467:  Minotaurów potrzebujemy.
8469:  Możemy tutaj zrobić mianowicie rytuał.
8472:  Ten rytuał będzie sprawiał, że nie będzie można w takim razie... Wszystkie zniszczenia zostaną przekształcone w oznaki zniszczenia, nie będzie można ponownie odprawić tego rytuału, ile jakaś miejsca nie został zniszczony.
8481:  W tym momencie, jak zrobimy ten rytuał, to nie dość, że mamy quest, to nikt nie będzie mógł zająć już tej prowincji, będzie musiał tylko i wyłącznie zająć Nagaroth w tym celu.
8493:  Co jest dobrą wiadomością dla nas.
8498:  Zaraz będziemy mogli naszego bohatera uczynić nieśmiertelnym, co biorąc pod uwagę pojawiające się raz po raz przypadki spektakularnych porażek, może być dobrym pomysłem.
8510:  Czy według mnie manga w USA sprzedaje się lepiej niż komiksy od DC i Marvela łącznie?
8514:  Nie mam wiedzy na ten temat, szczerze powiedziawszy.
8517:  i jaki ma na to wpływ poprawność polityczna wciskana w komiksach.
8521:  Też, jeżeli chodzi o tę poprawność polityczną, to nie jest coś, co ja bym jakoś potwornie demonizował.
8527:  Nie wydaje mi się, żeby to była rzecz, która nam jakoś potwornie zagraża.
8536:  Nawet jeżeli byśmy potraktowali pewne wątki jako przejaw mody tylko i wyłącznie, to wciąż jest ona mało szkodliwa on the long run.
8550:  Hmm, mam wrażenie, że... Tak, to chyba, to wrażenie jest chyba słuszne.
8558:  Spaczenie chaosu.
8560:  Że ten, że Malekit tutaj jest i to jest niedobra wiadomość.
8568:  No dobrze, bardzo bym chciał, żeby udało się teraz to, co zwykle czynię.
8584:  Tak!
8585:  Teraz się udało.
8587:  Teraz jedno się muszę bardzo skupić, żeby przypadkiem tego nie spierniczyć, ponieważ potrzebujemy Malekita dojechać.
8595:  I to tak, w trybie Now.
8601:  Tak!
8604:  Tak, Malekicie!
8608:  Wprawdzie...
8609:  Ceka za pokonanie Malekita nie jest jakoś szczególnie pożądana, ale wystarczy nam.
8625:  Pyrrusowe zwycięstwo, już to widzę.
8629:  Czy chciałbym być gościem lub brać udział w podcaście innego youtubera?
8632:  No to gościem już jestem bardzo często bez schematu, gdzie robimy filmy z Bartkiem Filipem Malinowskim i Radkiem Piszulą z napisów końcowych.
8640:  Ja tak najbardziej jestem człowiekiem przyjmującym zaproszenia.
8645:  Dzień dobry, wieczór mi zjesionko.
8647:  I dobry, Miłoszu.
8648:  Czy wojownicy chaosu jako frakcja są wrogo nastawieni do beastmenów?
8651:  Wręcz przeciwnie, współpracują z nimi.
8653:  Ale nie wiem jak na tej kampanii.
8657:  Hmm...
8661:  Znam tę mapę.
8663:  Jest dobra dla nas.
8665:  Chociaż... Czy tutaj jest jakaś konnica?
8669:  To by mogło nam pokrzyżować plany.
8670:  Nie, nie ma konnicy, ale są balisty.
8674:  A to nawet gorzej.
8675:  Co oznacza, że zostawimy tutaj łuczników naszych, nędznych, skądinąd.
8682:  Rydwan tutaj.
8684:  Tutaj nasza piechota, jeżeli można ją tak nazwać.
8687:  Tutaj strzelcy o grzy.
8689:  Natomiast wysforujemy się naszym magiem.
8692:  Tak.
8694:  Jasz, magowie to jest najlepsza jednostka w tej grze.
8697:  A mag, którego można mieć na przedzie... Och, wspaniałości.
8702:  Jak wrażenia z frakcji Zwierzoludzi?
8704:  Mieszane, szczerze powiedziawszy.
