Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
12605:  Zalmanachu seromancyj od jakiegoś Maćka.
12610:  Znaczy, nie jakiegoś Maćka, tylko od użytkownika mianem jakiś Maciek.
12615:  Kiedy wroga mrowie, wrogu jednostki swe zostaw, aby Monstrum przed symbolem trójkąta z Armii Ścian Respekt poczuła następnie czarem względnie strzału potworę poszczuj.
12625:  Absolutnie tak, jakbyś tu był.
12630:  Dwa i... Gdzie jest nasza Magini?
12634:  Tu!
12635:  Opłaca się wszystkich naraz zawsze użyć magicznych przewodników.
12641:  O tak, gdyby tutaj rzeczywiście padła głowica Ikita Claw, to byłoby... Byłoby nieciekawie.
12651:  Ajajaj.
12652:  Dlaczego, dlaczego, dlaczego oni nie chcą do nas podejść?
12655:  Tutaj przyjdźcie, przyjdźcie do nas.
12658:  Tu jest tak miło.
12663:  Okej, Vlad chyba... ...tutaj będzie miał lepszy łup.
12680:  277, no teraz było znacznie gorzej.
12684:  Zaatakujmy, zaatakujmy meta kamienia.
12687:  Powiedział nikt nigdy.
12690:  No już dobry mają atak w Pompierze tutaj.
12695:  Pewnie, że kojarzę Maćka Dąbrowskiego.
12697:  Aka z dupy, pewnie.
12703:  To mnie bardzo martwi.
12704:  Chciałbym, żeby było więcej wiatrów magii.
12711:  Biedni Skaveni strzelają w nas z tych swoich proc.
12714:  Ileż mogą!
12715:  I nic to nie daje absolutnie.
12719:  Okej.
12720:  Ejaj, jeżeli chodzi o użycie magii, to faktycznie w przypadku głowicy spuszcza ją, zdarza się, ale jeżeli chodzi o używanie magii najczęściej przy Mrocznych Elfach, w przypadku Malekita, to się zdarza najczęściej.
12740:  9 sekund i... 20 sekund, przepraszam, i będziemy regenerować znowu.
12746:  Okej, tutaj chyba potrzebują naszej pomocy.
12749:  No te wampiry mają całkiem niezłą liczbę zabitych wręcz.
12760:  Ale muzyka, muzyka z walki ze skawanami jest zawsze najlepsza.
12778:  Oj, oj, oj, dobrze, dobrze.
12780:  Ja tu bym jeszcze chciał, żeby Manfred mógł rzucić zaklęcie.
12784:  Co to za rozczarowanie?
12798:  Okej.
12800:  Nasze szkielety nic sobie nie robią z tych... Uuu, tu widzę potencjał ładny.
12808:  Widzę nawet bardzo ładny potencjał.
12812:  Troszeczkę zepsuty teraz przez skavenów.
12822:  Dobra, może wyślijmy też resztę wampirów, tak sobie myślę, do ataku.
12827:  Czemu by nie?
12829:  Może nie, nie, nie, nie nekromantów na pewno, ale wampiry.
12835:  Mogą się przydać.
12835:  20 sekund.
12840:  Skaveni coś zepsuli, nowość, prawda?
12843:  To jest wspaniała, to jest wspaniała nacja.
12845:  Jeżeli coś nie działa u Skavenów, to znaczy, że działa.
12852:  Piękne jest to, jak Skaveni czasem psuli szyki, ale z drugiej strony, jeśli im to się opłacało, to wręcz przeciwnie, pomagali siłą ładu.
12860:  Tak było w przypadku Nagarza, to znaczy Nagarz został pokonany dzięki Skavenom.
12864:  Skaveni się włączyli w ostatniej chwili.
12872:  O nieee... Nie!
12873:  Nie!
12874:  Zaklęcie!
12876:  Piękne zaklęcie!
12877:  Good spell!
12878:  Good!
12883:  Amazon jest blisko zawarcia umowy z BioWare na produkcję serialu Mass Effect.
12887:  Chciałbym, żeby to było HBO, a nie Am... Amazon.
12890:  Mam problem z Amazonem po fundacji.
12891:  Nie była dobra.
12893:  Nie mam nawet nic do powiedzenia o fundacji.
12895:  Nawet... To jest najgorsze, co może zrobić serial.
12900:  Nie jestem tak zły, żeby nagrać rant, ani równocześnie tak zadowolony, żeby cokolwiek powiedzieć o tym dobrego.
12907:  To nie jest dobrze.
12912:  Dobrze, złupnij.
12915:  O tak, chcę wyciągnąć z tego jak najwięcej walk jeszcze.
12920:  O, o, o, bardzo dobrze, bardzo dobrze.
12924:  Fundacja to jest Apple, a nie ma... Aaa!
12928:  Byłem przekonany... Ach, wiem dlaczego byłem przekonany, że Amazon, bo oglądam koło czasu Amazonu teraz, też nie jest... satysfakcjonujące, nazwijmy to.
12938:  Okej, i... Dobrze.
12949:  Troszeczkę soczystych leveli tutaj.
12953:  I... I tutaj.
12961:  Amazon robił The Boys, o!
12963:  To jest znakomita rekomendacja.
12966:  The Boys to było coś wspaniałego.
12968:  Z najlepszych serialek, jakie w życiu widziałem.
12970:  Dobrze, bardzo dobrze.
12975:  Bardzo dobrze, to oznacza, że możemy wyrekrutować kolejnego wampira.
12980:  Świetnie, dyscyplina, dobrze.
12985:  Okej.
12986:  I teraz tak, co się tutaj dzieje z kolei?
12988:  Hmm.
12991:  Wszystko umrze.
12997:  Kawał przed mną.
13003:  Okej.
13005:  Tutaj się niedobre rzeczy dzieją, więc musimy Vladem powrócić.
13010:  Okej.
13013:  Jak tam z naszymi lordami?
13015:  Dobra.
13016:  Interstellar, kocham ten film absolutnie.
13018:  Jest jedną z najlepszych rzeczy, jakie widziałem w całym swoim życiu.
13024:  Czczę ten film.
13027:  Czy to jest ta, tak, to jest ta armia, którą musi zniszczyć Vlad?
13030:  Dobrze.
13031:  Tracimy trochę pieniędzy, ale odkujemy się.
13035:  Dobrze, że mieliśmy rezerwy.
13038:  Dobranoc, Basiu, dobranoc.
13043:  Xpans jest też dobry od Amazonu, to prawda, to prawda.
13046:  Ale amerykańscy bogowie Gudmo Omens było tak...
13055:  Ooo, o, to będzie ładna przegrana.
13060:  Pozdrowienia dla Michała, który jest w aptece całodobowej.
13063:  Proszę.
13064:  Co to za urocze usta z zębami i dwójką na górze ekranu?
13067:  Aaa... To są zdobienia wampiryczne, które się tutaj pojawiają.
13072:  To jest też ładne, że w Warhammerze w zależności od frakcji zmienia się UI.
13076:  Nieznacznie, bo nieznacznie, ale się zmienia.
13080:  The Boys to jest znakomity ser, jest świetna analiza The Boys, zresztą zrobiona przez Filipa bez schematu.
13090:  Ok.
13091:  Dobrze, to teraz ten kąt.
13093:  To nawet jest lepiej niż poprzednio, z bardzo prostego powodu.
13098:  Wszystkie jednostki, które są na bagnach albo w wodzie, dostają karę do, no nie tyle dyscypliny, co dostają karę do walki wręcz.
13111:  Dobra.
13111:  Teraz tak.
13112:  Zombiaki.
13114:  Zombiaki.
13119:  Nie wiem, co zrobić z... Ja wam dam ser.
13122:  Jaki ser?
13123:  Taktyka!
13124:  Strategia!
13126:  Intelekt!
13129:  Ser.
13132:  Znakomita strategia.
13136:  Świetna strategia!
13137:  Good spell!
13138:  Good!
13140:  I... Vlad... Vlad się schowa za kamieniem.
13147:  Eee... Okej.
13148:  Ten wampir ma być poza.
13151:  Dobrze.
13152:  Nasz goomsquad jest?
13154:  Jest.
13156:  Dobranoc Jakod24, dobranoc.
13162:  O proszę, podobało się wam Amery... Krzysztof mówi, że się podobało amerykańskim bogowi, o proszę.
13168:  Bo ja mam, ja mam problem z tej historią, ale nie byłem... Znaczy uwielbiam Tenanta i... I tego drugiego, który tam gra, ale... Jeszcze bardziej uwielbiam amerykańskich bogów, może to był problem.
13182:  Okej, zobaczymy czy da się, przede wszystkim gdzie jest...
13188:  Tu widzę szansę ciekawą.
13190:  Okej, widzę drugą ciekawą szansę.
13205:  Trochę nadwątpliliśmy szeregi łuczników, to mi się już podoba.
13210:  Jaka jest sytuacja tutaj?
13212:  Kto na nas naciera?
13213:  Okej, wozy bojowe są.
13215:  One zwykle dostają idiotycznie dużo punktów
13223:  Aby stromotnik stromotnie przeróżnął, musisz zająć jeden z kątów pola bitwy.
13227:  Tak jest.
13228:  W przypadku wampirów sprawdza się zawsze.
13235:  Wiecie co, wyślemy te nietoperki, bo one i tak są tak beznadziejne, że się już bardziej nie da, a nietoperki mogą posłużyć do wyeliminowania myśliwych.
13247:  Uuu, a to ciekawa rzecz.
13253:  Okej, już wiem, co zrobimy.
13257:  Bardzo dobra sytuacja.
13260:  Bardzo dobra sytuacja.
13261:  On w walce wręcz nie ma szans z Ampirami.
13265:  Dobranoc, Adamie Bieszku, dobranoc.
13271:  Panie generale, czy to na pewno dobry pomysł stawiać akurat w tym miejscu, w dziwnej formacji przypominającej trójkąt, całkowicie osłonięte plecy?
13278:  Tak właśnie.
13279:  To jest znakomita sprawa.
13281:  Myśliwi, dobrze.
13283:  Teraz tak, będzie piękny pokaz tego, dlaczego w Warhammerze piechota nie ma żadnego sensu, w Warhammerze fantasy oczywiście.
13292:  Znaczy, walka wręcz, ściśle mówiąc, bo nie wiem, czy można nietoperki nazwać piechotą.
13298:  Otóż tak właśnie łucznicy wygrywają z latającymi bestiami, które wysysają krew.
13306:  Ma to głęboki sens.
13312:  Z nietoperzami jest ten problem, że jak większość jednostek latających są narażone na ostrzał, a w przypadku wampirów dostajemy rozpad, czyli poniżej mniej więcej 50% punktów zdrowia każda jednostka się rozpada.
13325:  Tak, więc dwie oddziały nietoperzy nie radzą sobie z jednym oddziałem myśliwych.
13332:  Nie polecam.
13340:  Jakoś się czuje człowiek osmocniony w momencie, w którym nie ma Izabeli, która mówiłaby, że QUICKLY także.
13346:  Słyszymy tylko SWIFTLY.
13350:  Dobrze, 128 naprawdę.
13352:  Naprawdę.
13358:  Dobra, spróbujemy wykończyć go zaklęciem, bo to troszeczkę zabawne jest.
13367:  Nie lubię tego zaklęcia, między innymi dlatego, że nie zadaje żadnych obrażeń.
13372:  To jest zdecydowanie lepsze.
13377:  Lord ranny.
13378:  Lord zginął.
13379:  Dobrze, wracamy.
13381:  I... tak.
13383:  Jest okej.
13386:  No to jest wkurzająca mechanika, bo wydawałoby się, że właśnie jednostki latające, które by atakowały strzelców kompletnie bezbronnych, powinny sobie poradzić, ale AI dostaje tak dużo, na poziomie bardzo trudnym, cheatów do ataków w zwarciu, że jest to niepoważne.
13403:  Nie wiem, czy możemy to tutaj zobaczyć, ale... Przy dyscyplinie to widać.
13411:  Tu tego nie widać.
13417:  Zastanawiam się, jak wykorzystać jeszcze te nasze wampiry i myślę sobie, że tutaj są tak ładnie odizolowane jednostki.
13423:  Zaatakujemy je.
13433:  Jak w końcu są szkielety ściśnięte, mogą się wzajemnie zbić, czy wtedy to nie jest... zmielić, czy wtedy to nie jest bone meal camping?
13440:  Trochę tak.
13441:  Interstellar ma spaść z Netflixa?
13444:  Ostrzega Tomex, to wiecie co robić.
13446:  Oglądać Interstellar należy, absolutnie.
13449:  Czy są tu jeszcze... Gdzieś tutaj jeszcze były te bleach strzelcy.
13454:  I dobrze byłoby... O, o, o, o, świetnie!
13457:  Świetnie, liczyłem na to, że są w tym miejscu.
13461:  Zdążymy ich wyeliminować.
13462:  Nawet jeśli nie, to powinny sobie nasze wampiry poradzić z gwardią elektorską.
13473:  Okej.
13477:  Idzie Lord, więc uciekamy.
13480:  Stanowczo uciekamy.
13482:  Dobra.
13488:  Uuu, niedobrze, niedobrze.
13493:  Powinniśmy się teraz móc wyrwać.
13499:  Co jest?
13500:  Uciekaj!
13501:  Uciekaj!
13502:  Głupi wampir!
13503:  Uciekaj!
13505:  W tej chwili uciekaj!
13507:  No masz ci los.
13509:  Cóż za niekompetencja rażąca.
13518:  Teraz uciekaj!
13519:  Uciekaj!
13520:  Uciekaj!
13520:  Uciekaj!
13521:  Uciekaj!
13524:  Co za komedia!
13527:  Jak w tej grze nie cheesować?
13529:  Powiedzcie mi, jak?
13530:  Skoro konnica nie jest w stanie przejść przez jednego piekura!
13540:  Nie skomentuję tego, co się stało.
13548:  Nie zasługuje to na żaden komentarz.
13553:  Przerażające po prostu.
13554:  Najgorsze jest w tym wszystkim to, że straciliśmy... Znaczy, ona wróci, ale straciliśmy magiczny przewodnik.
13561:  To jest najgorsze.
13563:  To jest najgorsze, tak.
13569:  To jest najgorsze.
13570:  Niedobrze.
13570:  Okej.
13591:  Teraz próbujemy walczyć wręcz tutaj.
13595:  Przecież to jest jedyne w tym momencie rozwiązanie.
13597:  Okej, Vlad za moment będzie mógł... Uuu, niedobrze.
13601:  Vlad za moment będzie mógł pomagać.
13613:  To są wozy bojowe z czym?
13616:  Pociski, dobra.
13626:  Okej.
13633:  Dobra, dobra, dobra.
13636:  Czemu nasz wampir ginie?
13637:  Czemu nasz wampir ginie?
13646:  Chyba zaatakowała nas potężniejsza armia niż myślałem.
13652:  Niedobrze, oj bardzo niedobrze.
13657:  Bardzo niedobrze.
13664:  Bardzo niedobrze.
13673:  Niestety większość z tych wampirów nie jest nieśmiertelna, więc cała taktyka wampiryczna poszła w... cholerę.
13683:  Polecą F-y, polecą.
13686:  Bardzo silne, bardzo silnych mają strzelców.
13689:  Dobra, przynajmniej odejdziemy z hukiem.
13694:  Mam nadzieję.
13695:  Siedemnaście.
13696:  Cóż to się dzieje?
13704:  No, no, no, no, no, no, no, no, no, no, no, no, no, no, no.
13706:  Osiemnaście sekund.
13708:  I wampiry dupa, gdy imperialnych kupa.
13710:  To prawda.
13713:  Nie, przede wszystkim niestety, niestety, mamy zdecydowanie za mało wampirów, magów.
13720:  To jest powód, dla którego trzeba rekrutować jak najwięcej z tym, co cechą wiedza.
13724:  To nas, to nas załatwiło kompletnie.
13730:  Ojojojo, jaka porażka.
13733:  Tragedia.
13734:  Cały misterny plan poszedł się kochać, tak.
13740:  Niestety.
13741:  To jest etap, na którym trzeba byłoby robić restart.
13749:  To jest jednostka, którą można wykończyć wyłącznie magią.
13754:  Oj, oj, oj, oj, oj, oj.
13756:  Ciężka sprawa.
13759:  Bardzo ciężka sprawa.
13764:  A, bo myśmy się bronili.
13770:  Uuu, uuu, uuu, niedobrze.
13774:  Odniesiono rany, śmierć w boju niestety, jeden... Dobra, ile odniosło rany, a ile... Okej.
13784:  Okej.
13785:  Nie jest aż tak źle.
13786:  Nie jest aż tak źle, nie jest tylko dobre to, że straciliśmy... Tak, że straciliśmy Manfreda, nie Manfreda, tylko...
13800:  Wlada.
13803:  Problemem jest też to, że cały czas rekrutujemy na niskim poziomie wampiry.
13808:  To jest coś, co nas załatwia kompletnie.
13810:  Dobranoc, Akerie, dobranoc.
13820:  Niedobrze.
13823:  Niedobrze, dobra, teraz tak.
13826:  który mamy tutaj poziom, dzieci nocy.
13828:  Dobrze, od razu go wymieniamy na następnego, bez zastanowienia nawet.
13834:  Ktokolwiek.
13836:  Najlepiej, żeby był, no może być i strażnik wiedzy, wszystko jedno.
13840:  I będziemy go rekrutować, znaczy będziemy go levelować.
13843:  Absolutnie tak.
13844:  Okej.
13847:  Teraz tak, czy Eshen jest ufortyfikowany?
13849:  Tak.
13850:  Jeżeli Eshen jest ufortyfikowany,
13853:  Idziemy tutaj naszym lordem i będziemy bronić Drakanhofu.
13857:  Przetrwamy.
13859:  A mówili, idź do Imperium, zaciągnij się jak normalny człowiek, to nie usłali, zostaliśmy rozgromieni.
13863:  Imperium zawsze wygrywa.
13865:  Oho!
13867:  Zniszczymy ich.
13868:  Nie ma żadnego problemu.
13871:  Jak źle jest?
13872:  Jest tragicznie, absolutnie.
13873:  Jaki świat według mnie ma najciekawszy sposób na magiczne podróżowanie?
13880:  No Potter jednak, mimo wszystko.
13882:  Tam jest najwięcej sposobów na to i bardzo, bardzo urzekających i miłych.
13887:  Tak, widzę, że ta armia była znacznie silniejsza niż myślałem, to jest ciekawe wobec wampirów, na początku przynajmniej.
13896:  Trzy tury.
13898:  Waldenhoff też jest... ej, ej, ej, ej, niedobrze.
13902:  Niedobrze.
13904:  Jedyna dobra sytuacja jest taka, że najwyraźniej bardzo lubił nas zielonoskórzy, to jest ciekawe.
13912:  Tak, tak, to była ciężka bitwa, ale wszystko się rozchodzi o to, że byliśmy na zbyt niskim poziomie wampiry, bo w tym momencie jest ich tak dużo, że teoretycznie powinniśmy sobie poradzić z każdym, ale musimy mieć na wyższym poziomie, absolutnie.
13931:  Jak to wczoraj wyszła ostatnia część Expanse?
13936:  Literackiego Expanse, jak rozumiem, bo już myślałem, że serialowego, to wtedy co innego.
13943:  Jak literackiego, to nie wiedziałem.
13945:  Dobra, tutaj... Tak i lecimy dalej.
13948:  Czekamy, aż wróci Izabela von Garnstein.
13952:  Podział osień, niestety.
13961:  Obawiam się, że ktoś może chcieć zaatakować zamek Ktempelhof.
13966:  To mi martwi, bardzo.
13969:  Czy kogoś możemy przebudzić, kto nam pomoże?
13974:  Nie bardzo.
13976:  Nie bardzo, ale wydaje mi się, że powinniśmy mieć już... Tak, jest Izabella.
13985:  Dobrze.
13987:  Skoro jest Izabella, to zrobimy w ten sposób.
13989:  To znaczy Izabella dostaje wszystkich bohaterów poza tym służącym nam do
13997:  Nie ma tego bohatera, który służy nam do zabijania.
13999:  Dobra.
14002:  Okej.
14004:  Izabella pójdzie sobie tutaj.
14007:  Tak.
14007:  Świetnie.
14011:  I równocześnie rekrutujemy dalej wampiry.
14015:  Ile możemy jeszcze?
14016:  Trzy.
14017:  Siła.
14018:  Dobrze.
14021:  Wszystko jedno i... I, i, i, i... Może być i percepcja.
14028:  Bardzo słabe cechy, ale co tam.
14032:  Co się tu dzieje?
14034:  Dobrze, to jest potrzebne.
14038:  Tytuły filmów i książek z motywem nostalgii.
14041:  Tigana Gaia Gavrila Kea.
14044:  Gdybym mógł spędzić tydzień w jakimś świecie fantasy, to jaki to byłby?
14054:  Myślę, że Gartnik z Abhorsen.
14059:  Tak.
14060:  Myślę, że zdecydowanie nawet.
14063:  Dobrze.
14066:  I...
14071:  Okej.
14071:  Poczekamy, aż wykona atak, bo wykona atak, prędzej czy później, ale my już mamy powiew śmierci i o to chodziło.
14077:  Cała reszta wampirów jest tylko po to, żeby trzymać w tym momencie szereg.
14083:  Być może błędem było pójście w linię magiczną przy wczesnych poziomach.
14090:  Mógł być to błąd.
14092:  Nie neguję.
14095:  Zwiększmy przychody, klątwanie śmierci.
14097:  Nekromanci się nam na razie do niczego innego nie przydadzą poza zwiększaniem przychodów.
14102:  Dobrze.
14104:  I obronę zwiększamy, okej.
14107:  Natomiast w momencie, w którym wrócą do nas te wampiry, które... Bo cała rzecz polega na tym, że chcę oczywiście bardzo, żeby zrekrutować teraz wampiry pod maksimum, żeby te wampiry, które do nas wrócą, były poza to maksimum.
14122:  Taki jest chytry plan.
14132:  Ok.
14133:  12 na 12, świetnie.
14134:  Czyli teraz wampiry, które do nas wrócą, będą powyżej kapu.
14138:  Bardzo dobrze.
14141:  Bardzo dobrze.
14143:  I... jest... O, specjalnie do zabijania!
14147:  To jest nasz specjalnie do zabijania, wiedziałem, że go gdzieś zgubiłem.
14152:  Trzy nadwyżka ludności.
14154:  Dobrze i potem walczymy dalej.
14157:  Świetnie.
14158:  Tymczasem... Tu jest nasz lot wampirów, który jest strażnikiem wiedzy.
14163:  Dobrze.
14165:  Dobrze.
14168:  Nekromancja lepsza niż magia ognia?
14170:  W przypadku wampirów tak.
14172:  Wampiry nie znoszą ognia, zresztą ogień jest najlepszy na wampiry.
14176:  Jak walczycie z wampirami, to dwie rzeczy, tzn.
14178:  Helmstor Rocket Battery, zwykle to jest to, co mamy pod orędzią jak walczymy imperialnymi, albo właśnie magia ognia.
14186:  Ulubiony antagonista?
14188:  Bohater z powieści... Trylogia dobrze skonstruowanego miasta.
14197:  To jest w sumie antybohater.
14199:  To znaczy, to jest dlatego dobry bohater, że równocześnie jest antybohaterem i antagonistą.
14204:  No przepiękna sprawa, świetnie to jest zrobione.
14208:  Gotowość do działania.
14209:  Są wąpierze nasze, świetnie.
14213:  I teraz tak, teraz tak.
14215:  Ten nasz wąpierz, który jest najlepszy w tym momencie, i w walce, i poza walką, dostaje...
14222:  No właśnie, dostaje to, czego wcześniej nie miał i to był błąd duży.
14227:  Miecz, odporność, magiczna ochrona, odporność na ogień się przyda.
14233:  Arkana, odporność fizyczna, kostr potępienia, dobrze, to się przyda.
14240:  I... szansa na zdobycie, dobrze.
14245:  Drugi wąpierz, równie dobry.
14249:  otrzyma takoż zbroję szczęścia, miecz, odporność na magię, niech będzie, eliksir szybkości, zakazana różdżka, dobrze.
14261:  Koszt skrzyczenia umarłych, świetnie, obniżymy go.
14265:  Tempo badań frakcyjnie.
14271:  Okej.
14272:  Tymczasem specjalnie do zabijania będzie zabijał.
14277:  albo ponosił żenujące porażki na tym polu.
14283:  Okej, okej.
14285:  Jak idzie czytanie książek Bardugo?
14286:  pyta Paulina.
14292:  Wciąż w planach.
14293:  Druga trylogia.
14294:  Ja w ogóle teraz, jeżeli chodzi o Imalazan, to samo.
14297:  Kochani, jeżeli chodzi o czytanie, jest bardzo z tym źle w roku akademickim.
14301:  Znaczy, ja w roku akademickim robię dwie rzeczy poza pracą.
14303:  To znaczy, gram w gry wideo i streamuję gry wideo, grając w gry wideo.
14309:  To są te dwie rzeczy.
14310:  Trylogia Dobrze skonstruowana miasta Aquarelle.
14312:  Ja jestem bardzo wyrozumiały względem zapominania.
14317:  Inaczej się o tym mówi trylogia Rubieży.
14318:  Jeffrey Ford.
14324:  Pyrrusowe zwycięstwo powiadasz, tak?
14327:  Nie mam żadnego problemu z Pyrrusowym zwycięstwem.
14333:  Czarny Klejnok, dobrze.
14335:  O, o, o, o, o, to się przyda akurat Izabelli.
14338:  Tylko może nie najgorszemu bohaterowi, tylko najlepszemu.
14348:  O tak, bardzo to się przyda.
14353:  Bardzo, a bardzo.
14361:  Okej.
14361:  I Izabella w takim razie... uuu.
14365:  Uuu, Izabella nie może się za bardzo cofnąć.
14367:  Okej.
14368:  Świetnie.
14373:  Możemy się już pozbyć zombiaków, bo one nie są zbyt dobre.
14383:  David Endings, nieznany mi, nieznany mi.
14390:  Jak wygląda teraz Rome Total War 2?
14393:  Jest troszeczkę lepiej niż było podczas premiery, ale wciąż nie tak dobrze jak w przypadku Warhammera Fantasy, bo Warhammer Fantasy jest jedynym Total Warem, poza Troy, który nikt nie gra praktycznie, które dostaje update'y regularne.
14407:  No i to dużo zmienia.
14415:  Mam wrażenie, że ma problemy z tym, do czego został powołany.
14418:  To znaczy z zabijaniem?
14421:  Ja sam się zabiję.
14422:  W śmieci.
14427:  Ulubiony film, do którego wracam z sentymentem, zwykle jest to Ostatni Samuraj, albo Wyznania Gejszy, albo generalnie filmy Wuxia, Przeczajony Tygrys, Ukryty Smog, Dom Latających Sztyletów, to są filmy, na których ryczę, płaczę, zachowuję się w dziwny sposób zupełnie dla mnie.
14447:  Uwielbiam je absolutnie, uwielbiam.
14450:  Coś w nich takiego jest, co mnie porusza niesamowicie.
14453:  Widzicie, z wampirami jest tak, że nawet w momencie, w którym poniesiemy jakąś przerażającą klęskę, to i tak okazuje się, że w zasadzie nie ma problemu.
14463:  Jedyne, co nam może w tym momencie zagrozić, to oblężenie ze strony krasnoludów.
14469:  W Troy był tylko claim na epiku i próbowałem zagrać przez moment, ale dla mnie jest strasznie archaiczny ten interfejs.
14476:  Nie jestem w stanie się w to wciągnąć.
14482:  Ok, tu się ciekawe rzeczy dzieją.
14496:  Tu się bardzo ciekawe rzeczy dzieją.
14499:  Pytanie, czy oni są w sojuszu?
14502:  Tak, oni są w sojuszu.
14506:  Ale oni nie wypowiedzieli nam jeszcze wojny, chyba.
14510:  Ale i tak będą wspierać w razie ataku.
14513:  Ciekawe.
14515:  A jeżeli my podejdziemy tutaj kolejną armią?
14521:  To co wtedy?
14524:  Za dużo obawiam się strzelców, żebyśmy tak przeszarżowali.
14529:  Postąpimy chytrze.
14536:  Sosocka odkryta, dobra.
14538:  Okej.
14539:  Ile mamy do następnej... 11 do upgrade'u zamku, dobrze, damy radę.
14548:  Przychody z miast i rozwój, świetnie.
14550:  Czy lepiej się specjalizować, pyta sermovento, czy też próbować pisać i filmy, i literaturę, i rzeczy do gier wideo?
14557:  Myślę, że wbrew pozorom jest więcej podobieństw między pisaniem literatury i gier wideo, niż pisaniem literatury i scenariuszy filmowych.
14566:  Nie widziałem Hefesionu, a wrzucisz mi, jeżeli to jest też woksja na Discorda?
14572:  Ghost of Tsushima?
14574:  Uwielbiam.
14575:  Widziałem na YouTubie trzy razy Ghost of Tsushima, więc no... Za dużo.
14580:  Nie mam konsoli, niestety.
14584:  Z ostatniego Samurai'a uwielbiam utwór Spectrum in the Fog.
14587:  Och tak, to jest przepiękne.
14589:  W ogóle to, co tam się dzieje muzycznie w tym filmie.
14591:  Ach, znakomitość.
14597:  Zarantyńska mozaika przepiękna.
14602:  Tak, jeśli chodzi o Gaia Gavriela, Gaia to nie są powieści historyczne, to jest typowa historical fantasy, tak?
14608:  Trylogia husycka Andrzeja Sapkowskiego, to jest dobry... dobra analogia.
14618:  Czyli jednak wypowiedzieli nam wojnę.
14621:  Ciekawe.
14624:  Ciekawe.
14626:  Okej, dyscyplinę weźmiemy.
14629:  Ha!
14631:  Ale ciekawe.
14632:  Świetnie, im więcej przygotowania... Okej.
14637:  Weźmy jeszcze więcej dyscypliny.
14640:  Pytanie tak, czy Izabella w tym momencie jak zaatakuje jegoż, to...
14650:  Wygra czy nie?
14651:  Pyrtusowe zwycięstwo w dalszym ciągu.
14652:  Okej, okej.
14655:  Nie mam z tym żadnego problemu.
14660:  Z tego co widzę, będziemy mogli zrekrutować sporą liczbę szkieletów.
14665:  Dobrze, jeszcze trzy możemy.
14669:  Świetnie.
14672:  Świetnie, świetnie, świetnie, świetnie.
14680:  Okej.
14680:  Dobra.
14681:  I... Za dużo.
14690:  Teraz... Teraz się zemścimy.
14695:  Teraz się zemścimy.
14697:  Ale zanim to zrobimy... Otóż to.
14700:  Zasilimy nasze... Legiony szkieletów.
14713:  I teraz się muścimy.
14718:  Okej.
14720:  Dobranoc, Kacprze.
14722:  Czy gram w planszóweczki czasem?
14723:  Zdarza mi się.
14725:  Częściej mi się zdarza grywać niż grać, ale zdarza mi się, zdarza.
14731:  Czego oprócz mi nie lubię od Sapkowskiego?
14733:  Sezonu burz bardzo.
14742:  cykl fantasy Davida Eddingsa, miałem wrażenie, że odpowiadałem na to, nie znam, nie znam, a co z tego i w jakim to jest, co z tego najbardziej polecasz i w jakim to jest gatunku mniej więcej utrzymane, poza tym, że to jest fantasy, klasyczna fantasy czy nieklasyczna.
14757:  Okej, te wampiry wszystkie, tutaj je schowamy, niebezpieczna sprawa, tak samo
14767:  Mhm, tak.
14768:  Co do reszty.
14769:  Rezerwa wiatrów magii 85 jest coraz lepiej, ale mogłoby być jeszcze lepiej.
14773:  Okej.
14779:  Teraz tak.
14785:  Raz, dwa, grupa jeden i Izabella.
14790:  Eddings to klasyczna fantasy Tolkien-like?
14792:  No proszę, nie kojarzę.
14795:  Widzicie, teraz musieli wytrzymać za każde swiftly i quickly od Izabeli von Garnstein.
14802:  Oto i armia przybyła.
14805:  Proszę bardzo!
14806:  Kurort!
14808:  Od razu Wiedźminem powiało.
14815:  Okej.
14817:  I... tak.
14824:  Trylogia Kustycka ma mieszane odczucia rzeczywiście ze strony fanów i umiem to zrozumieć, ale mam wrażenie, że czytałem ją w takim momencie, że na te wszystkie wady, które tam są i popisy erudycyjne Sapkowskiego patrzyłem jakimś łaskawszym okiem.
14843:  Tego nam brakowało w ostatniej bitwie.
14851:  To jest ta potężna piechota, która nas roznosiła.
14856:  Dobra.
14864:  Charley i Samson Miodek to były fantastyczne postaci.
14867:  Tu absolutnie się zgadzam.
14871:  Lepsza książka Olgi Tokarczuk pyta z BOM-ia.
14873:  Jeśli miałbym wybierać, to opowieści bizarne.
14876:  Tam przynajmniej próbowała napisać coś innego niż przez całe życie.
14883:  Czy wziąłbym udział w strajku?
14885:  Strajki to nie jest miejsce dla takich ludzi jak ja.
14888:  Ja wolę inspirować raczej je i mógłbym wspierać słownie, ale ja nie jestem typem człowieka, który dobrze wypada na ulicy.
14898:  Gdybym był, to już bym dawno był aktywistą.
14908:  Oj, możemy... Uuu, chybiłem.
14912:  Chybiłem.
14915:  Chybiłem, chybiłem.
14920:  Czasem jest jeszcze ciężko wymierzyć te zaklęcia.
14922:  Czasem.
