Total War: Warhammer II — CYLOSTRA DIRELFIN livestream
🔗 https://www.youtube.com/watch?v=R6IbYz1NgRM

3:  Witajcie na streamie.
6668:  W trybie zasadzki jesteśmy niewidoczni dla wrogów i dlatego mogą bardzo często zrobić błąd.
6675:  Tutaj save'y są automatyczne.
6678:  Gramy na legendarnym, a to oznacza, że nie ma żartów.
6682:  Dobra, teraz też nie ma żartów.
6687:  Teraz jest tryb zemsty.
6694:  Uciekaj!
6695:  Uciekaj!
6696:  Tak!
6697:  Tak!
6698:  Zwiewaj!
6700:  Zwiewaj!
6701:  Mowy nie ma.
6704:  Czas zemsty.
6710:  Wielka stara ropucha zostanie zabita przez drugą wielką starą ropuchę.
6717:  W ogóle Mazdamandi należy do rasy właśnie tych jaszczuroludzi, ale nie jest jaszczurolu... człowiekiem, bardzo się to dziwnie odmienia, z tego względu, że należy do kapłanów-slanów.
6729:  Widzę, że mieliśmy szczęście, jeżeli chodzi o pozyskanie wiatrów magii, a kapłani-slanów mają to do siebie, no patrzcie, jakie to jest przepiękne działo, mają to do siebie, że podporządkowali sobie innych jaszczuroludzi, którzy generalnie są dość tępi.
6747:  Bitwy morskie niestety nie istnieją.
6752:  To jest najlepsza rzecz, jaką możemy dostać w postaci bitwy morskiej, to znaczy trochę wody.
6760:  Natomiast ta jednostka, to znaczy Charlie Wake, który się nazywa jak każdy poziomny pirat, ma taką cudowną zdolność w postaci uzupełniania amunicji do naszej artylerii, więc teoretycznie mamy realia tej bitwy nieograniczoną praktycznie.
6778:  Myślę, że część wzdętych trupów możemy trzymać w wodzie.
6783:  Na pierwszy ogień idzie nasza pechowa śpiewaczka operowa.
6787:  Właśnie to, co się stało w ostatniej bitwie, to jest ta dezintegracja, w momencie, w którym bitwa zostaje rozstrzygnięta, dyscyplina jest zmiażdżona, wszystkie jednostki ożywieńców i wampiryczne po prostu się rozpadają, co jest fajne w sumie, ponieważ, no, i logiczne, jeżeli nie ma już woli...
6805:  wampirzego władcy lub nekromanty, który utrzymuje jednostki przy życiu, no to wszystkie powinny się rozpaść, co się nie udało swoją drogą w ósmym sezonie Gry o Tron, gdzie nie było to uzasadnione lore, w lore tym, że nagle te wszystkie jednostki się rozpadły, ponieważ Arya.
6821:  Mogły się rozpaść owszem jednostki zombiaków, które zostały wskrzeszone przez Night Kinga, ale nie miały prawa się rozpaść jednostki pokrewne Night Kingowi.
6834:  To znaczy inni.
6835:  To było nieprzemyślane.
6836:  Zresztą... Widzicie, jak Queen Beth zadaje obrażenia cudowne?
6842:  Ach, ach.
6843:  Co więcej, wzmocnimy je.
6845:  Nie, jeszcze nie mamy tej zdolności.
6848:  Później można wzmacniać tę zdolność.
6849:  Przede wszystkim celność można wzmocnić.
6854:  Dobrze, teraz sobie przywołamy naszą konnicę tutaj i ona potem dojedzie tych
6863:  Z jedynej właściwej strony, to znaczy od tyłu.
6871:  Nie spiesz się, Silostro, z przywołaniem swoich przydupasów.
6874:  Nie spiesz się.
6877:  Z kim ja muszę pracować?
6887:  Teraz.
6892:  No nie, no nie, nikt nie tracą nawet w tym momencie.
6894:  No bez przesady, dobra.
6895:  Dobrze, dobrze, dobrze, dobrze, dobrze, dobrze.
6899:  Simps asembu!
6901:  Tak!
6902:  Simpowie, sajlostry oto powrócili.
6905:  Tęskniłem za nimi.
6907:  No i teraz popatrzcie na to piękno.
6909:  Uzupełnienie prochu.
6911:  Bam!
6911:  Mamy nagle całą amunicję.
6913:  Oj, przyda się nam to w bitwach oblężniczych, w których będziemy dopiero wtedy, wtedy dopiero zaczniemy cheesować.
6922:  Znaczy, czizować, no.
6924:  Myśleć strategicznie.
6935:  Tak, naszym głównym błędem było to, że nie mieliśmy dostatecznej liczby jednostek.
6939:  W darmie spotkały się na środku morza, to czy jest bitwa na lądzie?
6941:  Tak, dokładnie, teraz jest taka sytuacja właśnie.
6944:  Bez sensu to jest.
6947:  Creative Assembly tłumaczyło się tym, że nie wiedzieli jak to zrobić sensownie z wykorzystaniem właśnie dużej... dużego pola bitwy, no bo teoretycznie to powinny być dwa okręty.
6957:  tak jak Heroes of Might and Magic robiło, że się stykały dwa okręty burtami i po prostu jednostki walczyły w ten sposób.
6962:  Natomiast oni stwierdzili, że to za bardzo ograniczy pole bitwy, no i chcieli mieć Total War, więc założenie jest takie, że jesteśmy na brzegu, na który się desantujemy i tam walczymy.
6976:  Nie, nie jest to przekonujące.
6980:  Te jaszczurki!
6981:  Mmm!
6983:  Dobrze, wysyłamy dowódcę simpów, czyli naszego Roberta Baltelemi.
6988:  Niestety tutaj nie mogę zmieniać imion legendarnym lordom, tak jak to jest w Warhammerze Mechanicus, ale nadrobimy to rekrutując naszych bohaterów i na szczęście można zmieniać.
7001:  Jak było w Rome przy Bitwach Morskich, bo nie pamiętam.
7005:  Boże, ja strasznie dawno grałem w Rome.
7011:  Potrzebujemy jakiegoś wzdętego... Co, co, co tym się dzieje?
7014:  Dlaczego wasza dyscyplina jest niska?
7019:  Wyślemy, wyślemy jednego wzdętego trupa tutaj.
7029:  Dobrze.
7031:  Wzdęty trup, no to nie będzie spektakularny wybuch, ale zawsze lepszy tak niż inny.
7052:  No i co, co, co?
7053:  Co, co wielka ropucho?
7054:  Co teraz powiesz?
7057:  Nic o to nie powiesz.
7062:  Dobrze, dobrze!
7067:  Teraz tak.
7068:  Mam ambicje ustrzelić go.
7076:  Tak swoją drogą czasem się opłaca właśnie przy tego rodzaju sytuacjach, gdzie mamy mało doświadczenia i jeszcze postrzelać do przeciwników po zakończeniu.
7088:  Dzień dobry, dzień dobry, witamy.
7092:  Nasza D.Va operowa na poziomie dużym już jest.
7096:  Radzi sobie z coraz lepszymi ariami.
7099:  Ktoś w którymś momencie przytomnie zauważył, że śpiewa czarodziejskiego fletu fragment.
7106:  Ropucha się natomiast wielka zawiesiła.
7109:  I ma tak potężny mak kapłan slanów, który zapomniał drogi do wychodka.
7118:  O, o, o, o, taranowanie to jest piękna sprawa.
7126:  Ropucha się naprawdę zawiesiła.
7129:  To bardzo dobrze, ustrzelić ropuchę.
7131:  Swoją drogą, dostaje się więcej doświadczenia i złota, jeżeli się zabije Lorda, dlatego się w ogóle tym przejmujemy.
7141:  No i to jest, to jest bitwa.
7145:  Teraz to w takim razie, jeżeli idzie nam dobrze już na tym froncie, to ja wiem, co zrobimy.
7150:  To znaczy, teraz pójdziemy za ciosem, spróbujemy zasackować tamtą drugą armię.
7159:  Tak, potrzebujemy dużo złota.
7164:  O, nawet sięgniemy jej.
7166:  Ropucha exe nie odpowiada.
7168:  Pas coś przełamał zdecydowanie.
7169:  No, tamta bitwa była tragiczna.
7172:  Celność, dobrze, to się przyda.
7175:  Minus jest taki, że na morzu chyba... albo to jest... nie, dobra.
7180:  Mamy.
7193:  To oznacza, że w regionie zostaje im tylko jedna armia, a to oznacza, że stolica jest niebroniona.
7200:  Do której dzisiaj live?
7201:  Zobaczymy.
7201:  Myślę, że jeszcze z godzinkę.
7202:  Total War w dwie godziny się za bardzo nie rozwija.
7208:  Nie mam jeszcze takiej formy, żeby zrobić sześciogodzinny stream, bo takie zwykle są standardem przy Total Warach.
7215:  No jakie dostaliśmy cudowne, cudowne rezerwy wiatrów magii z 0 na 0!
7220:  Heh, się zakrztusiłem z wrażenia aż.
7229:  Dobra, tu nie mamy zasięgu, ale tu będzie bardzo dobry teren.
7237:  Dobrze.
7239:  Ustawiamy się tak.
7241:  I ustawiamy się tak.
7245:  Jest okej.
7248:  Ci nie będą widzieć.
7250:  Teraz będą widzieć.
7251:  Dobrze.
7252:  Ty będziesz tu się przytulać do Queen Bess.
7255:  Wzdęte trupy.
7257:  Tu dwa w rezerwie.
7261:  Kto tu jeszcze został?
7263:  Banda pirackich zombimajtków, że to brzmi po polsku, idzie tutaj.
7274:  Dobra.
7279:  Teraz mamy tę zdolność magicznej balistyki, która poprawia celność.
7290:  Mamy... Ja myślę, że będziemy artylerią celować w te polujące salamandry, bo one nam napytały najwięcej biedy ostatnio.
7297:  Prawda jest taka, że to jest jedyna jednostka, która nam też realnie zagraża.
7306:  Nie mogę się doczekać, jak już będziemy mieli porządną magię, bo te siki zadają 541 obrażeń, no to jest trage... Co tu się dzieje?
7319:  A, to jest ich zdolność.
7322:  Przywołania dzikich zimnokrwistych.
7324:  Nie będziemy się tym przesadnie martwić.
7333:  Eee, ale tak, to był dobry pomysł.
7336:  No, artyleria bardzo dużo zmienia, to jest deal breaker.
7348:  Liczę na to, że te salamandry teraz uderzą we własne jednostki.
7353:  Ten cooldown czasami się... jebie i nie ma dobrej... Dobrze.
7360:  Nie ma dobrej mobilności wtedy.
7366:  Wrzeszcząca Silostro tutaj, poproszę.
7375:  Myślę, że możemy podprowadzić trochę nasze jednostki.
7388:  Oj, oj, oj, oj, oj, oj, oj, tutaj będzie, tu jest bardzo dobry wzdęty trup material, bardzo, bardzo dobry.
7397:  Nie!
7399:  Tak się czasem dzieje.
7403:  Straciliśmy, ale to jest jednostka, która jest z kategorii expendable.
7414:  Widzę, że nasze wzdęte trupy stały się celem tego potężnego lorda jaszczuroludzi.
7423:  O nie, to jest skinkpriest.
7425:  To jest skinkpriest, czy... Nie, to nie jest skinkpriest, to jest, to jest jaszczuroluć.
7432:  Nie da się tego sensownie omieniać, przyzięgam.
7436:  Dobra, Sajlostro, musisz nad zdrowiem popracować.
7445:  Tutaj potrzebujemy naszej artylerii bardzo.
7452:  Te jaszczurki jeszcze żyją?
7454:  Nie wierzę.
7466:  Dobrze i skoro jaszczurki żyją, to trzeba je wyeliminować.
7486:  Obniżymy atak w zwarciu.
7487:  Okej, tych sobie mogło atakować i tymczasem nasi strzelcy wyeliminują jaszczurki, dobrze.
7510:  Jaszczurki wyeliminowane oficjalnie.
7516:  Dobrze, tego też trzeba wyeliminować.
7519:  No i jest... Nie sądziłem nawet, że będzie aż takie wyzwanie.
7524:  Ale, no, artyleria dużo zmieniła.
7525:  W tym momencie 23 806 obrażeń w sumie zadanych.
7533:  Więc bez niej było ciężko.
7534:  A tamte... tam początkowa artyleria, z którą się zaczyna, jest strasznie kiepska.
7540:  Natomiast niewątpliwie o naszej wtedy porażce przesądziło to, że ja nie zauważyłem momentu, w którym przywołali te dzikie, zimnokrwiste, które wyeliminowały artylerię.
7549:  To był problem.
7554:  Dobra.
7560:  Straciliśmy wprawdzie wszystkie nasze rozdęte trupy, ale warto było.
7569:  Chociaż walczyliśmy z kimś, kto się nazywa Eban Mapok, więc niezbyt dumny przeciwnik.
7590:  Nie będziemy go dojeżdżać.
7592:  Chyba.
7593:  Tak myślę.
7594:  Nie, nawet nie możemy.
7597:  Dobrze, Sylostra w takim razie zaczyna rozwijać swoją magię w tym momencie, chyba że... Nie, nie, nie, nie, jeszcze jednego potrzebujemy.
7603:  Potrzebujemy zasięgu ruchu na mapie kampanii.
7605:  Tak, to jest coś, czego bardzo potrzebujemy i potrzebujemy także przynajmniej jednego... Nie ma już z tym tych trupów.
7611:  Niedobrze.
7613:  Możemy coś rekrutować?
7614:  Nie możemy.
7614:  Tutaj się coś dzieje.
7615:  Uuuu... Uuuu... Stolicę będziemy budować i tutaj potrzebujemy murów.
7631:  No, Silostra odegrała się na przeciwnych naturze jaszczurkach.
7636:  To jest dobra informacja.
7638:  Druga informacja jest taka, że teoretycznie przy dobrych wiatrach moglibyśmy zaryzykować atak na ich stolice, ale tego nie zrobimy, ponieważ z tego, co widzę, ona już jest na czwartym poziomie.
7650:  To oznacza bardzo silne mury, ale możemy go tutaj zniszczyć.
7655:  Matek Ma, tak, tak.
7660:  No i to jest to, co wam mówiłem.
7664:  Jak natrafimy... Był jaszczurotyt zdecydowanie.
7667:  Jak natrafimy na dobrą bitwę i jeszcze się w dodatku nam uda zabić wielu przeciwników, to możemy przebierać jak w ulęgałkach.
7678:  Możemy mieć znowu mornguli, możemy mieć artylerię pokładową, która jest niezła i ją weźmiemy.
7685:  Przede wszystkim to oznacza, że tych możemy wyeliminować.
7692:  Tych też możemy wyelimin... Dobra, żebym nie... A!
7696:  Koszt utrzymania, koszt werbunku 400, no właśnie, żebym się nie naciął.
7702:  Bierzemy tych dwóch.
7710:  Bierzemy syreny na pewno, bierzemy artylerię pokładową, mornguli.
7715:  Może byśmy jeszcze wzięli jakąś 235, 380 zasięg, 450 zasięg.
7718:  Weźmiemy jeszcze armatę jedną.
7740:  Czyżby... Słuchajcie, tutaj nie ma w tym momencie... Dobra, ale nie chcę się naciąć, więc zrobię zwiad.
7749:  Tak!
7751:  Uda się.
7762:  Uda się.
7767:  Bo jak podbijemy ich stolicę, to oni będą w tym momencie już całkowicie bez... Zastanawiam się nawet, czy by jeszcze nie... Dobra, wystarczy.
7787:  No, to będzie bardzo trudna bitwa.
7791:  Ale pokażę wam fajny sposób na oblężenia.
7798:  Mamy jednego dinożaru.
7800:  To jest niedobra informacja.
7801:  Tutaj się on znajduje.
7803:  Musimy wykonać dwa wyłomy w murach.
7808:  Nie będę ryzykował.
7810:  Ale to jest dobra mapa z tego względu, że możemy wszystkie nasze jednostki, które są bardzo cenne w tym momencie, schować sobie tutaj.
7820:  Niech one zerkają na siebie, ponieważ mam przeczucie co do tego, co tu się może znaleźć.
7828:  Tutaj sobie dajemy naszą jedną artylerię, tutaj sobie dajemy naszą drugą artylerię.
7832:  Tu jest gość, który będzie wspierał obydwie.
7836:  Tu będzie sobie tańcowała nasza D.Va.
7839:  A syreny tu idą w odwodę, gdyby zdarzyło się tak, że przywołają tutaj te swoje obrzydliwe jaszczurki.
7852:  Teraz tak, ta wieża teoretycznie miałaby zasięg na naszą całą artylerię, ale nie będzie mieć, ponieważ... O, nawet tutaj nikt nie został wprowadzony na mur, bardzo ciekawe.
7869:  To oznacza, że sobie Queen Bess zachowamy do czego innego.
7872:  O, o, o, o, o, umiejętność doprowadziła do stworzenia jednostki.
7875:  No ciekawe dlaczego się tego spodziewałem.
7883:  Świetnie, to jest bardzo dobra sytuacja.
7885:  Podprowadzimy sobie tutaj Silostę, która będzie rzucać zaklęcia.
7890:  Jedna wieża padła, następna wieża.
7894:  Wyłączamy strzelanie automatyczne.
7897:  Mam nadzieję, że teraz będziemy mieli jaszczurocyt punkt drugi.
7900:  Jaszczurocyt 2-0.
7902:  O, i Queen Bess strzela tutaj.
7911:  A nasza Cylostra będzie rzucać zaklęcia w tym miejscu.
7920:  Idealnie.
7924:  Dobrze.
7925:  Potrzebujemy przy Queen Bess naszego wzmacniacza.
7934:  Ponieważ Queen Bess ma jedną wadę, to znaczy beznadziejną celność.
7939:  Uuu, ktoś tutaj wprowadził na mury jednostki jednak.
7945:  Ale to nic.
7946:  Tutaj sobie zrobimy jeden wyłom.
7948:  Zaraz.
7952:  Nam Silosta jest upoczyna tylko po to, żeby rzucać zaklęcia.
7960:  Następna padła.
7961:  Dobrze, tutaj robimy wyłom.
7967:  To się uda, słuchajcie.
7969:  To się uda.
7973:  Mamy cztery doładowania jeszcze amunicji.
7981:  No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.
7983:  Proszę, z dala od mojej... Od mojej Queen Bess.
7995:  No, i to tak, tak się mówi, ale...
8000:  Poorly, but surely.
8004:  Ich wykończymy.
8012:  Trochę skuteczniejsze będzie w sumie, tak sobie myślę, jeżeli chodzi o ten ostrzał, jeżeli byśmy zgromadzili tutaj jakieś jednostki.
8020:  Czy ona może przysłać to za mury?
8021:  Nie, nie może.
8034:  No dobrze, ale Queen Beth ma już dobry wynik.
8049:  Drugi wyłom sobie zrobimy w tym miejscu.
8052:  Tam są zgromadzeni w największym zgrupowaniu.
8058:  Okej.
8064:  Świątynna Straż, to są jednostki, które musimy zniszczyć bezwzględnie i to szybko.
8070:  Zaraz, za 9 sekund mamy następną magiczną balistykę, świetnie.
8084:  Dobra, teraz... O nie, nie, nie, nie, nie, nie, nie, nie.
8093:  Kurczę, ale muszę powiedzieć, że strasznie złośliwie nam wysyłają tych... Nie możemy stracić tej artylerii.
8102:  Dobrze.
8103:  Uff.
8104:  Są trzy takie przywołania.
8109:  Świetnie, jest wyłom.
8117:  Bardzo dobra informacja, jak jest wyłom.
8125:  Czemu, czemu ci, czemu ci tak oberwali nagle?
8129:  A, dostali friendly fire, świetnie.
8133:  Ech, pociski przebijające pancerz akurat, no cóż.
8143:  Queen Beth przestała strzelać?
8144:  Czemu?
8147:  Dobra.
8154:  A!
8155:  Uszkodzenia murów zostają w razie czego, więc to jest dobra informacja dla nas.
8160:  Niestety, szybkość poruszania się tych jednostek pozostała wiele do życzenia.
8175:  Dobra, Queen Beth za bardzo chybia.
8201:  Będziemy bawić w kotka i myszkę z tymi łucznikami.
8206:  Ale oblężenia w tej grze to jest niestety taka zabawa w kotka i myszkę.
8211:  Dobrze, tutaj już możemy, myślę, podprowadzać sobie powolutku nasze jednostki.
8218:  Ta wieża ile jeszcze ma?
8219:  82.
8219:  Queen bez ma dobry wynik.
8230:  Myślę, że teraz będziemy tutaj sobie strzelać.
8236:  Tak, w Kroksigory.
8237:  Kroksigory to jest niebezpieczna, dość niebezpieczna na tym etapie dla nas.
8243:  Elitarna piechota, jaszczuro ludzi.
8247:  Żeby się udało jakoś pokazać ładnie, o.
8253:  Dobra.
8253:  O nie, to była świątyna straż, to są kroksigory.
8258:  Mam nadzieję, że zaraz powiemy o nich, że to były kroksigory.
8270:  Mmm, okej.
8277:  Pytanie, czy możemy zaatakować tych włóczników na zimno krwistych stąd.
8280:  Mam nadzieję, że tak.
8286:  QueenBess potrzebuje rozpaczliwie amunicji.
8293:  Myślę, że parę jeszcze strzałów i sobie zostawimy ją na później.
8297:  Do ostatniego ataku.
8303:  Tak.
8305:  No i teraz przechodzimy do części żmudnej bitwy.
8309:  Mianowicie precyzyjnego ostrzeliwania przez
8315:  przez lukę w murach.
8323:  Tu jest w sumie dobry mater... nie, tutaj jest lepszy materiał na zaklęcie.
8332:  Się powolutku nam kończy mana, czy wiatry magii, jak kto woli.
8342:  Potrzebujemy tu wyłom jeszcze.
8349:  Zasada dwóch wyłomów.
8355:  Jeszcze wciąż nie przywołaliśmy simpów.
8363:  Mają ostrzał dobry.
8365:  Zrobimy tak jeszcze.
8368:  Teraz strzelacie do kroksigorów.
8371:  Świetnie.
8376:  Ci, kroksigory, strzelacie czy nie?
8386:  Nie, ta artyleria pokładowa była złą decyzją.
8395:  Simpy, jak simpy będą czekać, ile trzeba.
8398:  Dobra, jest wyłom.
8401:  Jest wyłom.
8401:  To oznacza, że tutaj sobie podprowadzamy następne jednostki.
8408:  Trzeba byłoby tych jeźdźców na Terradonach jeszcze wyeliminować.
8412:  Będziemy potrzebać więcej jednostek tutaj, generalnie rzecz biorąc.
8418:  Sylostra.
8420:  Tych łuczników mi wyeliminuj jeszcze.
8425:  Dobrze.
8429:  Świetnie.
8430:  No to pozbyliśmy się już na tym etapie najgorszych jednostek z garnizonu.
8436:  Tak mi się przynajmniej wydaje.
8438:  Przynajmniej te, które mogliśmy.
8439:  Świątynna Straż, świetnie, strzelać.
8442:  Nie, Kroksigory są ważniejsze.
8447:  Masz zasięg na Kroksigory?
8450:  Nie.
8452:  Ciężka sprawa swoją drogą z tymi kontami, trzeba tutaj dość to wycelować, no ale... czizujemy jakby coś za coś.
8464:  Nie podoba mi się ta Kohorta z Kingów, jeszcze w nią możemy strzelić.
8479:  Uuuu, pięknie.
8487:  Generalne założenie jest takie, żeby jak najszybciej nabić
8493:  nabić straty na polu bitwy dla przeciwnika, bo w ten sposób wygramy.
8500:  Niezależnie od tego, ile naszych jednostek zostanie i czy pokonaliśmy wszystkich.
8515:  Świetnie, Kroxigory nie żyją.
8532:  Czeka jestem, czy one mogą... Niestety obawiam się, że nie będą strzelać na mury dobrze.
8537:  No ale i tak już jest... Niewiele zostało tych jednostek.
8542:  Dobra, one się ewidentnie zaktywizowały widząc nasze ruchy tutaj, więc... Ostrożnie.
8555:  O, o, o, o, o, o, i to jest coś, na co czekaliśmy z Queen Bess, mianowicie tutaj są ruchy postaci.
8562:  Bardzo dobrze.
8566:  Tak, ty tutaj.
8569:  Potrzebujemy następnie, żeby syreny oraz morongule zniszczyły bramę.
8573:  To jest druga część naszego planu.
8579:  I spróbujemy, może ci wreszcie się do czegoś przydadzą i zaczną strzelać.
8584:  Artyleria pokładowa brzmi jak coś, co mogłoby się przydać.
8587:  No wreszcie!
8588:  W kontekście oblężenia.
8601:  Dobrze.
8603:  I nasz Paladin też biegnie tutaj.
8610:  Okej.
8613:  Okej.
8615:  Naprawdę okej.
8619:  Artyleria pokładowa będzie w takim razie strzelać w nich.
8623:  Dobrze.
8624:  Możemy znowu, myślę, przyspieszyć.
8643:  Świetnie.
8644:  Brama jest świetnie.
8653:  Sajlostra może im teraz pomóc.
8658:  Potrzebujemy tutaj jakąś jednostkę, która będzie strzelać przez bramę, bo Morgulę i Syreny sobie wycofamy.
8665:  Na wszelki wypadek.
8670:  Dobrze.
8675:  Mam wrażenie tylko, że oni marnują proch, więc... nie?
8695:  Oj, oj, oj, oj, oj, oj, nie, nie, nie, nie, absolutnie nie.
8703:  Możesz w coś strzelać, to strzelaj.
8706:  Możesz w coś strzelać, to strzelaj.
8708:  To jest najbardziej uniwersalna zasada, jaką można przyjąć.
8716:  Ojej, tu jest ten... To jest właśnie ta jednostka, której się najbardziej boję, to znaczy dziki Stegadon.
8722:  Jeżeli jego ustrzelimy, to sytuacja się stanie prostsza.
8728:  To jest też ten moment, kiedy przywołamy simpów.
8737:  Tak jest.
8741:  Tak jest.
8742:  I oni ruszą gdziekolwiek, gdzie będą potrzebni.
8749:  O, bardzo dobrze.
8753:  Tak, tak, tak, tak, tak, tak, niech on wyjdzie.
8766:  Świetnie.
8773:  No, nie jest źle.
8782:  No, Silostra samą magią, chociaż było to żmudne, zdołała wybić 75 jednostek, więc zawsze coś.
8793:  Proxy, gory, jeszcze drugi oddział.
8797:  Ci już nie mają amunicji, więc won.
8806:  Świetnie.
8807:  Jak padnie Stegadon, to już będzie dobra sytuacja wtedy w pełni.
8814:  O!
8815:  Dlaczego Simpowie się lenią?
8818:  O nie, nie padł Stegadon.
8821:  Silostra się zapędziła za bardzo.
8827:  Nie taki był plan!
8839:  Dobra, myślę, że teraz już można... Dobra, jeszcze, jeszcze, jeszcze, jeszcze, jeszcze poczekamy.
8846:  Na odpowiedni moment.
8850:  Zdecydowanie byłoby praktyczniejsze, gdyby te jednostki potrafiły się jednak ustawić tak jak należy przy tych wyłomach, ale jest z tym ciężko.
8863:  Dobrze, ale to już są ich ostatnie podrygi.
8873:  Dobra.
8876:  Świetnie.
8877:  Włócznicy są tutaj.
8879:  Świetnie.
8879:  To jest bardzo dobra informacja.
8881:  Zła informacja jest taka, że nasze morngule są kretynami i ustawiają się na linii strzału.
8895:  Dobrze.
8908:  Tak, to bardzo logiczne, że artyleria podchodzi pod mury.
8912:  Żeby łatwiej zginąć i szybciej.
8916:  Stegadon zginął?
8917:  Tak.
8919:  Chyba.
8919:  Nie, tu jest jeszcze dziki Stegadon.
8922:  Trzeba go wywabić.
8930:  O, o, o, o, o. Bardzo dobrze, bardzo dobrze.
8933:  I teraz potrzebujemy tutaj strzały.
8946:  Syreny, Morgulę, teraz atakujemy.
8949:  Kończymy to.
8955:  Jest, jest, jest, jest, jest, jest!
8959:  Udało się.
8961:  Zrobiliśmy to, udało się.
8966:  Nieznaczne zwycięstwo, tak, ja ci dam nieznaczne zwycięstwo.
8970:  Straty 69.
8971:  Nice.
8973:  Odpowiednio do Sailostry.
8976:  No tak jak mówiłem, 385 to jest ta... to jest ta zmiana, której potrzebowaliśmy.
8981:  Ale Sailostra ma sporo też na swoim koncie.
8986:  Dobrze.
8995:  No.
9000:  Dobrze.
9005:  To myślę sobie zostawimy, bo będzie potrzebne.
9012:  Utrzymanie minus 5% dla wszystkich jednostek, to się przyda.
9016:  I nie straciliśmy nikogo.
9021:  Dobrze!
9023:  Dobrze.
9025:  Zgłębiń, koszty umarłych, limit bohaterów, odporność fizyczna.
9030:  O!
9032:  To sobie na potem zostawimy.
9039:  Dobrze i... Tak.
9044:  Nasza sytuacja się nagle poprawiła.
9048:  No to była satysfakcjonująca bitwa.
9051:  Takie rzeczy lubię.
9053:  Dla takich bitew się gra w Total Wary.
9058:  Teraz sytuacja nie jest tak korzystna, jak mogłoby to wyglądać, ponieważ wciąż jeszcze mamy jedną armię, z którą się musimy rozprawić, czyli tą, która oblegała szczyty Maku.
9068:  Jeśli ją
9070:  Jeśli ją pokonamy... Kim jest ten?
9074:  Czy on nam może coś zrobić?
9076:  Myślę, że tę armię jesteśmy w stanie pokonać z użyciem któregokolwiek z tych garnizonów, bo tu już wszędzie praktycznie mamy... Latająca piramida, posąg księżyca są bezpieczne, bagienne miasto i tak... A, przynajmniej jest garnizon w pełni zdrowy, to teoretycznie to jest do zrobienia.
9096:  I teraz pytanie.
9097:  Tu nie ma żadnej armii, ponieważ nie ma... Widać to po tym, po ładzie publicznym.
9103:  Jeżeli jest minus 12, to nie ma żadnej armii.
9106:  Byłoby przynajmniej jakieś minus 3, minus 2, jeżeli przy takich wskaźnikach spaczenia.
9111:  Oni mają spaczenie chaos na poziomie 40%, a Exoatl potrzebuje braku skażenia, żeby funkcjonować.
9117:  Czyli w dalszym ciągu ta armia jest tutaj.
9120:  Czyli możemy ją dojechać.
9125:  Na wszelki wypadek zrobimy sobie mały scout.
9131:  Co?
9135:  Skaveni pokonali ich!
9137:  Ale numer!
9139:  No to dobrze, że zrobiliśmy ten scout, bo to oznacza, że możemy pokonać Exoatl tutaj.
9149:  Myślę, że nawet tak.
9151:  Syreny straciliśmy?
9153:  Trudno.
9156:  Wyrekrutujemy sobie coś nowego tutaj.
9158:  O, możemy sobie zrekrutować świetnie jakieś... Wiecie co, myślę, że więcej artylerii nie zaszkodzi.
9169:  Tu potrzebujemy garnizonu, tego nie potrzebujemy.
9176:  Upiór alteryjski, dobrze.
9180:  To jest ciekawe.
9181:  Teoretycznie to zwiększa statystyki, to w dużym stopniu, to znaczy na takim wielkim krabie możemy się przemieszczać.
9188:  Ale w tej grze jest tak dziwnie zrobiony system walk, że im większa jednostka, tym lepszym jest celem, w związku z powyższym na przykład może być atakowana z różnych stron.
9198:  I parametry do obrony, wzwarciu i pancerza tyczą się tylko i wyłącznie ataków od przodu i od frontu, natomiast tyły są niezabezpieczone.
9207:  W związku z powyższym, jeżeli jesteśmy jeszcze większym celem, to prawda jest taka, że atakują nas z większej liczby miejsc niż normalnie, jeżeli postać jest mniejsza i to jest paradoks.
9221:  Pocałunek z głębin, mmm.
9224:  Nie ma to jak pocałunek od diwy.
9227:  Z głębin.
9228:  W dalszym ciągu nie mamy... O nie, to jest tylko garnizon, bo tutaj są mury.
9233:  Dobrze.
9236:  Tempo uzupełnione, strat, zasięg, tak.
9240:  Nie.
9241:  Obrażenia, czy gdzieś są obrażenia dla Queen Bess?
9248:  Czyścić lufę, utrzymanie dla królowej bez, amunicja dla królowej bez, bardzo tego potrzebujemy, absolutnie tak.
9257:  Okej.
9262:  To jak nam tak dobrze idzie, to jeszcze sobie wyrekrutujemy mordercę.
9267:  O nie, zły, zły, zły.
9269:  To nie miał być ten.
9271:  Chciałem innego mordercę.
9272:  Tutaj potrzebuję mordercę.
9276:  Bo ja chcę nowego mordercę.
9279:  Takiego mordercę mianowicie, którego sobie obsadzimy.
9284:  Bo nas stać!
9292:  A jednak.
9297:  I say we do it.
9305:  Największym problemem jest generał.
9309:  Jeżeli zdołamy go ustrzelić, a przypuszczam, że tak, pod warunkiem, że dobrze, że dobry zrobię timing dla naszych ulubionych gnijących zwłok, to będzie dobrze.
9324:  Zrobimy na niego taką pułapeczkę.
9331:  Harassment Mhm
9340:  Są tu jakieś jednostki strzelające?
9344:  Ja mógłbym do trzeciej w nocy lecieć z tym, to nie ma opcji.
