Nie ma ognia bez maga ognia — BALTHASAR GELT Livestream #2
🔗 https://www.youtube.com/watch?v=M4K_9rqOrJc

2:  Witajcie w świecie Warhammera!
13397:  Jeżeli współczesność to jest XX wiek, no to tego jest dużo, bo tak zwana urban fantasy, czyli fantastyka miejska, typu Rzeki Londynu B.A.
13405:  Aranowicza i kolejne tomy.
13406:  Bardzo dobry kryminał fantasy.
13408:  Osadzony w jak najbardziej współczesnym świecie.
13411:  No i Potter oczywiście, nie?
13413:  Najprostszy przykład.
13416:  Okej, walczmy z szalnymi rycerzami, myślę.
13421:  Fantazja o Bizancjum, sarantyniska mozaika.
13425:  Swoją drogą jest tam wiersz, żeglując do Sarancjum, który przetwarza, żeglując do Bizancjum, Williama Butlera Yatesa na właśnie modłę fantastyczną.
13447:  Dobra.
13449:  I co, moi drodzy?
13450:  Tutaj jeszcze są przeklęte zjawy, które są dla nas bardzo niebezpieczne, ale myślę, że możemy powoli podprowadzać nasze jednostki strzelające tutaj.
13459:  O właśnie.
13462:  Uuu!
13464:  Śmieszne zombie wychodzą z... Śmieszne zombie!
13470:  Zły pomysł.
13471:  Wracajcie do swojego nekromanty.
13473:  Wracajcie do nekromanty.
13477:  O, to są grabarze polskiej literatury.
13480:  Wracajcie do swojego nekromanty, zbyt daleko się oddaliliście.
13486:  Dobra.
13489:  Raz.
13491:  I dwa.
13494:  Reszta natomiast... Gdzie jest reszta naszych strzelców?
13498:  Tutaj.
13499:  Reszta w rezerwie, w tym miejscu, ale z wyłączonym ostrzałem.
13507:  Okej.
13516:  Tu zombie.
13517:  Ruchomy cel do ćwiczeń strzeleckich, pisze Boryser.
13520:  Absolutnie.
13523:  No, chórek jest piękny.
13524:  Generalnie muzyka imperialna jest ładna.
13528:  W ogóle muzyka w Warhammerze jest udana bardzo.
13535:  O, jak widzicie, po to jest ta cała afera z wiatrami magii, że jest jej tylko 30, ale jak widzicie, rezerwa mocy jest 49.
13542:  Z każdym bohaterem, który będzie miał cechę wiedza, knowledgeable, będziemy mieli tego więcej.
13548:  Dlaczego bez przerwy mnie atakuje biedronka?
13554:  Muszę ją wyeliminować potem.
13556:  Biedronki są pożyteczne, więc zostanie wyeliminowana przez wyrzucenie przez okno.
13561:  Nie będę okrutny.
13563:  Dlaczego, Paulino, zaczynasz od tego, że wyjdziesz na ignorantkę?
13566:  Absolutnie nie... Ja wiem, że to jest taka... taki zwrot, ale słowa mają moc.
13571:  Nie mówcie tak!
13573:  Eee...
13576:  Wierzcie w siebie.
13577:  Więc tak, jeśli nie czytałeś jej książek, to ogarnij się, gdzie Wiedźmiń czy Dziki gonią.
13580:  Oczywiście, że tak.
13582:  Będziesz czerpać większą przyjemność z różnych easter eggów, które tam znajdziesz, ale absolutnie nie wpływa znajomość książek dodatnio na to, czy będziesz czerpać przyjemność z gry, czy nie.
13596:  Kastując wir można pociągnąć myszką w kierunku, w którym chciałbym zainicjować... Ruch zaklęcia?
13604:  Serio?
13611:  Zaraz to spróbuję, bo to jest... Jeśli to jest prawda, a wierzę wam, nie mam powodu nie wierzyć, to to jest game changer, nie wiedziałem tego.
13623:  Dobra, 20 sekund do Burzy Ognia.
13624:  Burza Ognia się bardziej opłaca kastować.
13627:  Jak tam z Vargeistami?
13632:  Kupuj na promce, Paulino, pewnie, i dobrej gry.
13634:  Czy słucham może Two Steps From Hell?
13636:  Pewnie!
13637:  W ogóle muzyka z tagiem Epic to jest coś, co uwielbiam.
13641:  Jedynego Epic, którego nie lubię, to Epic Games.
13647:  Okej, jak to działa... Mayman, jak to działa... Nie działa.
13656:  Poszło dokładnie w drugą stronę.
13658:  Patrz, ja coś robię źle, to jest oczywiście możliwe.
13662:  Witamy Kamila na czatach, witamy, witamy.
13665:  Defenestracja Biedronki będzie konieczna, absolutnie.
13669:  O, o, o, wir wraca w tę stronę, to dobrze.
13672:  To bardzo dobrze nawet.
13673:  Ale... Myślę, że tutaj przyda nam się raczej to.
13678:  Nie widzieliście jeszcze tego czaru, a warto.
13693:  Wspaniałe, doskonałe i piękne.
13697:  Dobra.
13698:  Druga rzecz, którą polecam, równoczesne wciśnięcie magicznych przewodników.
13701:  To sprawia, że te wiatry magii zaczynają się regenerować znacznie, znacznie szybciej.
13707:  O, proszę.
13708:  Po to mieliśmy rezerwę, bo grobowa straż tutaj przychodzi do nas.
13716:  siecia Mentoka i strze... niech strzela... strzelać.
13720:  Pięknie.
13723:  Czy gram w inne Total War'y?
13724:  Nie.
13724:  Eee... co do lit... znaczy już nie.
13726:  Co do literatury SF... pisze Krzysztof.
13729:  Miło wspominam całą serię Stalowego Szczura Harrisona.
13731:  O proszę, doskonale się czytało.
13732:  Widzicie?
13735:  Czemu Epic Games nie lubisz?
13736:  Tyle wam... gramowych gierek dali.
13738:  Tak, ale mają najgorszy launcher jaki istnieje i... tak, już mówiłem wam przy okazji...
13744:  honorarium, które bym nie wziął za rozmowę z Tokarczuk.
13748:  Ja się tak tanio nie sprzedaję.
13751:  Sorry.
13752:  Nawet darmowe gry mnie nie są w stanie przekonać.
13754:  No przecież to, jak skandalicznie wygląda ten launcher, to jest po prostu niewiarygodne.
13760:  W XXI wieku.
13761:  I jeszcze mają Steama.
13762:  Mogą po prostu zerżnąć, jak to wygląda i wprowadzić parę nowych funkcjonalności.
13767:  Byłoby pięknie.
13770:  Ale nie.
13771:  Ale nie.
13773:  Stanęłem się... nie, musimy teraz oszczędzać magię i to tak zdecydowanie.
13779:  Myślę, że możemy zacząć używać natomiast czołgu.
13781:  Ooo, akta Dresdena od Jima Butchera, znakomite urban fantasy, przepiękna sprawa.
13792:  Cieszę się, że jest znane.
13798:  Przecież tu ja wszedłem na pańskiego skonara, 181 to dużo dla humanisty.
13802:  Znaczy wiecie, no ja się zajmuję rzeczami, które... To nie jest flex, ale mają znaczenie w humanistyce i uważam, że humanistyka lepiej by znacznie wyszła na tym, gdyby zamiast... Nikt nic nie czyta!
13814:  Teatr!
13816:  Ludzie nie chodzą do teatru!
13819:  Jestem taki biedny!
13820:  Dajcie mi pieniądze!
13822:  to zdecydowanie lepiej by wyszła humanistyka po prostu zajmując się tym, co w kulturze przynosi pieniądze, tak?
13828:  I co jest interesujące dla wszystkich.
13831:  Popkultura, gry wideo, gry wideo, gry wideo, wspomniałem o grach wideo.
13838:  Nie?
13839:  No ma sens.
13839:  Natomiast wieczne użalanie się nad sobą i płakanie, że ludzie nie czytają poezji.
13844:  No nie czytają, sorry!
13846:  Potrzeba w Polsce może trzech specjalistów od poezji.
13849:  Maksimum!
13851:  Nie oznacza to, że uważam, że poezję należy zlikwidować, ani że jest niepotrzebna.
13855:  Nie!
13855:  Językiem nienawiści wypowiadają się ludzie, którzy nie grają w gry wideo i je tępią.
13859:  To są ludzie, którzy się wypowiadają językiem nienawiści.
13862:  Ja nie mówię, że poezja jest zła.
13863:  Mówię tylko, że potrzebujemy od niej maksymalnie dwóch specjalistów w Polsce, a nie dwa tysiące!
13870:  Minimum dwa tysiące specjalistów od poezji w Polsce.
13878:  W tej chwili, jak wypowiedziałem ten mój mikrorant, w Polsce powstało właśnie 11 prac magisterskich dotyczących Mickiewicza i 12 dotyczących Miłosza.
13889:  No nie jest to normalne, powiedzmy sobie szczerze.
13898:  Bardzo nie podoba mi się ta rezerwa wiatrów magii.
13902:  Jak będzie 30, to startujemy z nowym zaklęciem.
13910:  Dobranoc Dominiku, dobranoc.
13912:  Oczywiście, że gry wideo powodują przemoc w przeciwieństwie do książek.
13915:  Naturalnie, że tak.
13918:  Cierpienia młodego Wertera.
13920:  25 samobójstw.
13923:  Zawsze mnie to bawi.
13925:  Wyobraźcie sobie, 25 samobójstw po nowej edycji Fortnite'a.
13929:  Dwócha obóz zrobiło brrr.
13935:  Wie pan po co myśmy wymyślili feminizm?
13937:  Swoją drogą kretyńska uwaga, nawiasem mówiąc, która też pokazuje dlaczego w Polsce myśl feministyczna została tak ośmieszona.
13954:  a po to, żebyśmy mogli jeszcze raz przeczytać te wszystkie ramotki, które już przeczytaliśmy, tylko że z użyciem innej metodologii.
13959:  Więc wiecie, jeżeli jest takie podejście ludzi, którzy zajmują się krytyką feministyczną na UJ, no to sorry, ja się nie dziwię, że medialny obraz feminizmu jest taki, jaki jest i że najwybitniejszą polską feministką jest Kazimiera Szczuka, która jest, nie oszukujmy się, no nie należy do osób najnormalniejszych, mówiąc bardzo delikatnie.
13978:  i zrównoważonych psychicznie.
13980:  I robi po prostu złą robotę bardzo potrzebnym nurtowi w kulturze.
13984:  I mam bardzo duży żal do też polskich specjalistów od chociażby studiów genderowych, że jak wyszła ta awantura, którą ksiądz Oko swoją drogą rozpętał w mediach, to nie poszły dwie osoby, trzy do mediów i nie wyjaśniły raz na zawsze, o co to chodzi, jak krowie na granicy, tak?
14005:  Prosto.
14007:  A trzeba było.
14012:  Cholera jasna!
14013:  Uciekaj, Geld, uciekaj!
14016:  Geld, uciekaj!
14020:  Wiecie, jest problem, że się blokują te jednostki i strasznie jest ciężko uciec.
14028:  Przecież my bez sensu giniemy w tej chwili.
14032:  Fuck!
14033:  No i co, i teraz zginie czy ucieknie?
14037:  Come on!
14039:  To jest jakiś absurd kompletny.
14041:  No uciekaj debilu!
14046:  Nie wiem co zrobić.
14050:  Niedobra sytuacja, bardzo niedobra sytuacja.
14057:  Zaraz nadają czaty, spróbujemy strzelić do tych...
14067:  Okej, udało się.
14071:  Teraz fajnie byłoby, żeby Geld... O, idealnie, idealnie, w ostatniej chwili.
14080:  Dobra, udało się.
14084:  Śmieszne mnie to, pisze Sezen Endarak, brałem udział w ankiecie, czy młodzież czyta książki?
14088:  Ankietę był zakończony, zaskoczony mnie odpowiedzią, bo Rak na razie nikt nie odpowiedział mu negatywnie.
14092:  Hehe, ale potem i tak, wiecie jak będzie.
14097:  Tak, 100 godzin grania to marnowanie czasu, 100 godzin patrzenia na martwe drzewa przy odgłosach przyrody jest spoko.
14102:  Absolutnie tak.
14103:  Och, pieśń dla Arbony jeszcze Gaja Gawriela Haya jest przepiękna, macie rację.
14107:  W ogóle sam fakt, ile my rozmawiamy tutaj o literaturze, bardzo pięknie pokazuje jedną rzecz.
14114:  Gry wideo zachęcają do czytania, tylko że fantastyki właśnie.
14118:  Bo fantastyka operuje dokładnie takimi samymi zabiegami światotwórczymi jak gry wideo.
14122:  I nie jest to zupełnie dziwne dla każdego, kto ogarnia temat.
14127:  Boję się drugi raz tam przejść, więc zrobimy inaczej.
14132:  Wejdziemy do fortecy.
14135:  Może tego pożałuję bardzo, ale wyciągniemy też czołg na wszelki wypadek.
14140:  Jak jest czołg, to nigdy niżego się nie żałuję.
14147:  Dobra, może jeszcze ten oddział tutaj damy.
14153:  Okej.
14160:  Dobra, ci marnują municję.
14164:  Czy znam twórczość Jakuba Małeckiego?
14165:  Niestety wciąż nie, a podobno bardzo dobra jest i chwalona przez Dukaja między innymi.
14172:  Jeśli chodzi o zachęcenie do czytania przez gry, wystarczy spojrzeć na Wiedźmina.
14175:  Gramenka mocno wypromowała książkę na zagraniczne rynki.
14177:  Oczywiście, że tak.
14178:  Bez gry wideo nie byłoby tłumaczeń Sapkowskiego na język angielski.
14182:  Jest kłamstwem to, co jest rozpowszechniane.
14184:  Nawiasem mówiąc, że były tłumaczenia.
14187:  Nie, nie były.
14187:  Były tłumaczenia w niszowej oficynie wydawniczej, ale nie było tłumaczenia w Golanczu.
14193:  Golancz, słuchajcie, to jest legenda, jeżeli chodzi o fantastykę.
14196:  Jeżeli się ma opublikowaną książkę w Golanczu, to jest się kimś.
14202:  Jeżeli chodzi o science fiction.
14204:  Więc to ma bardzo duże znaczenie, że został wydany Wiedźmin.
14210:  Wargulf jest bardzo niebezpieczny, ale chyba ginie.
14215:  Jeszcze raz zobacz tę biedronkę.
14217:  Herezja oczywiście, że Krazna robiła smorodu i gówna Sapkowskiemu.
14221:  Swoją drogą, naprawdę mógł sobie podarować tę wypowiedź.
14225:  Pokazała go tylko jako buca dla czytelnika zachodniego, który totalnie nie rozumiał, o co mu chodzi, to znaczy... Zresztą to pięknie powiedział Gołkowski, z tego co pamiętam, że Andrzej Sapkowski też się powinien cieszyć z tego, co się tam dzieje.
14239:  Okej.
14241:  Potrzebujemy... Wstrętna biedronka!
14248:  Potrzebujemy sieci Amentoka natychmiast na Czarnych Rycerzach.
14255:  I teraz wszyscy strzelać w Czarnych Rycerzy, natychmiast.
14259:  Przy jednej z szarży straciliśmy kilkunastu.
14265:  Zepkowski bywa busem, to prawda, to prawda.
14272:  O, Rel pisze, Matthew, dzięki Wiedźminowi zacząłem czytać i teraz czytam wszystko.
14275:  Dokładnie.
14276:  Zresztą, wiecie no, ile trzeba się naczytać swoją drogą w samym Wiedźminie.
14280:  Zapominamy często o tym, że książka to nie jest tylko artefakt, to jest też medium.
14286:  I nie da się zrobić gry wideo bez tekstu, no to jest niemożliwe.
14292:  Coś o tym wiem, bo trochę tego czasem uczę.
14299:  Dziwne jest to, że ludzie tego nie zauważają kompletnie.
14303:  Dla mnie takim naturalnym odruchem polonistów powinno być właśnie zwrócenie się w kierunku gier wideo i żeby było pięknie.
14311:  Swoją drogą, mamy na czacie nauczyciela z tego, pamiętam, który właśnie tak robi, więc da się, znaczy nie wiem czy teraz, ale da się tak robić, tak?
14322:  Są nauczyciele, którym się chce.
14326:  Świetnie.
14327:  Widzicie, jaka sieć Almentoka jest absolutnie bezwzględna?
14330:  Zwłaszcza w walce z wampirami.
14332:  Dobra, podprowadźmy świetlistą Arkę Hysz.
14339:  Gdzie są zjawy z prawej strony?
14341:  Nie zauważyłem tego!
14344:  Co za oszustwo!
14345:  Skandal!
14350:  Jedna chwila nieuwagi!
14353:  O nie.
14355:  A czy i tak wymienimy sobie to na czołgę imperatora, ale wciąż smutek jest wielki.
14363:  Okej.
14365:  I teraz tak.
14365:  Świetliska z ta Arka Hysz w Manfreda von Karnsteina ma walić.
14370:  Ile fabryka dała.
14371:  Tak, panie.
14385:  Dalej walimy w Manfreda.
14387:  O!
14387:  Dużo to dało.
14389:  Manfred von Karstein jest dość niebezpieczny.
14391:  Handgunners?
14392:  More like handrunners!
14394:  To prawda.
14395:  Nie da się ukryć.
14399:  Ale mamy bitwę.
14401:  Wpadłem, bo siedzę nad polskim.
14402:  Dużo mnie ominęło.
14403:  Absolutnie nie czarna kawo.
14405:  Ciekawe rzeczy się dzieją.
14410:  Tymczasem nasza artyleria wali w czarnych rycerzy.
14413:  Tak właśnie ma to wyglądać.
14417:  O, tak, oczywiście, że zrobimy armię z 19 czołgów, tylko że ja celuję w Dumy Imperatora.
14422:  Dumy Imperatora się odblokowują co 12... co 20 tur, przepraszam.
14433:  O tak!
14435:  Pięknie Manfred obrywa, pięknie.
14438:  Zaczniemy też strzelać do niego z czołgu.
14442:  Dobra, teraz przygotujmy się na ciepłe powitanie Manfreda von Karsteina.
14451:  Dobra.
14453:  I teraz tak, nasza artyleria myślę, że może... Ooo!
14461:  Piękności!
14464:  Piękności!
14466:  Czyżbym widział straty przeważające, co za radość!
14471:  Co za radość!
14473:  Co myślę o nauczaniu domowym?
14474:  Ewolucja z mitem pyta.
14476:  Jestem bardzo za.
14477:  Uważam, że to jest... Co więcej, to jest rzecz sprawdzona.
14480:  Bardzo dużo ludzi też w komentarzach pisze,
14485:  że uczy się w domu i jest bardzo z tego powodu zadowolony.
14488:  Więc głęboko jestem przekonany, że to jest jedna z tych rzeczy, które mogą pomóc, przy czym problem polega na tym, że nie każdy sobie może pozwolić na to, żeby uczyć w domu dzieci.
14498:  To jest jeden, jedyny problem.
14500:  Na to trzeba mieć po prostu czas, być dobrze sytuowanym.
14506:  O, nie tylko chodzi o gry, pisze Krzysztof.
14508:  Moja żona dziś powiedziała o książce bodajże Long Call and Cleaves, że bardziej pasowała na rację serialu i akurat dziś dowiedziała się, że wydają pierwszy odcinek.
14515:  Pięknie.
14517:  Nawodnienie, macie rację.
14518:  Macie rację.
14524:  Ale wróćcie z mitem.
14525:  Różnienie się jest piękne.
14527:  Ja jestem ostatnią osobą, która uważa, że wszyscy powinni zgadzać się we wszystkim.
14531:  Właśnie różnice są dobre, bo w ogniu polemik hartuje się poglądy.
14535:  Do zobaczenia, małcinak.
14536:  Cieszę się, że wpadłeś.
14538:  Kuba pyta.
14538:  Dobre gry grami, ale czy nie uważam, że w szkole powinny być prezentowane mniej atrakcyjne, jednak przydatne treści?
14544:  Nie, bo są.
14545:  Znaczy, te treści, które teraz są, jak spytasz każdego nauczyciela, on ci powie, że one są w 100% przydatne.
14550:  Problem z oceną przydatności treści jest taki, że tego nie weryfikuje i nigdy nie weryfikował rynek, a nawet gdyby weryfikował to rynek, to też to jest ślepa uliczka, bo zdarzają się takie sytuacje, że firmom się coś opłaca, co niekoniecznie jest zgodne z interesem nauki.
14565:  Prosty przykład, przemysł farmaceutyczny.
14569:  I inne tego typu delikatne rzeczy, jak patenty, wdrożenia.
14572:  Czasem firmie się opłaca coś,
14575:  Co blokuje naukę?
14576:  Prosty przykład.
14577:  Wiecie ile było patentów już na utwardzacze do dróg, które sprawiłyby, że nie byłoby żwiru używanego i piasku w takich ilościach?
14586:  I produkcja autostrad i wylewanie asfaltu byłoby 70 razy tańsze?
14590:  Wiem osobiście o dwóch takich patentach.
14592:  Obydwa zostały uwalone przez lobby stojące za produkcją żwiru.
14597:  Prosty przykład tego, w jaki sposób rozwiązanie, że zróbmy prywatną edukację, będzie wszystko dobrze, nie działa i to także w dziedzinie technicznej czasem.
14606:  Jakie polecam strony z kursami?
14608:  Coursera w pierwszej kolejności, w drugiej kolejności Skillshare, ewentualnie do matematyki bardzo dobry jest Brilliant, bo w serwisie Brilliant macie łatwo wytłumaczone różne zadania i problemy.
14623:  Czy czytałem?
14623:  Małe licho.
14625:  Czy to nie jest czasem Marty Kisiel?
14628:  Kojarzę, ale nie czytałem.
14634:  Ostatnio polska firma dostała patent na mechanikę w grach.
14637:  O Boże, nawet nie denerwujcie mnie.
14639:  Patentowanie mechanik growych to jest zło.
14641:  Powinno zostać zlikwidowane momentalnie.
14644:  I teraz problem.
14646:  Mamy 37 poziom, czyli jest jeszcze 4 punkty do wykorzystania.
14653:  Więc tak, jeżeli weźmiemy od metalu do magii, przychody ze wszystkich budynków, ale z drugiej strony tempo uzupełniania strat, to się przyda dla czołgów.
14669:  Nie, mistrz domeny metalu bierzemy.
14672:  Trudno.
14673:  Dzieli mi jej niższe tempo uzupełniania strat.
14675:  Tu się nic nie dzieje.
14678:  Oczywiście, że mag ognia.
14679:  Oczywiście, że ma być nieśmiertelny.
14682:  Dobra, i co?
14684:  Wyszukiwanie.
14687:  W Emidium, jak pokazać coś w 3D w kliku, lokacja na ekranie.
14690:  Związani poniekąd problem techniczny.
14691:  Aaa, okej, okej.
14693:  Jeśli chodzi o programowanie, to Udemy nie jest też najgorsze.
14696:  Jak najbardziej, propsuję, słyszałem o tym dużo.
14698:  Jest szansa zdarzyć się na zajęcia, jak się studiuje na Wimirze?
14701:  Tak, jest uczelniana baza przedmiotów obieralnych na AGH i mam tam dwa przedmioty.
14705:  Jeden to jest...
14708:  Światotwórstwo w grach komputerowych, tam mamy wykład i warsztat, na warsztacie tworzymy świat, po prostu.
14714:  Nie, że modelujemy w 3D i tak dalej, tylko tworzymy go narracyjnie, trochę tak jak pod RPGi się robi i pokazuję tam różne tipy związane z tym.
14722:  No, a oprócz tego jest historia światotwórstwa, tworzenia fikcyjnych światów i tak dalej, dużo też treści teoretycznych.
14731:  I jest część warsztatowa wspomniana, no i jeszcze Introduction to Video Game Studies, bo jest na AGH, tak jak i wszędzie, obowiązek przedmiotu anglojęzycznego, więc ja taki jeden też mam tam.
14740:  I można się za to zapisać, interesując się pouczelnianą bazą przedmiotów ubieralnych.
14746:  To w ogóle jest sympatyczną sprawą.
14750:  Czy my tutaj mamy dobrą armię?
14752:  Relatywnie.
14754:  Do wygrania.
14756:  Dobranoc, stara skarpetko, dobranoc.
14758:  I dobranoc, Czivochel.
14760:  Widzę, że... O, teoria sterowania nazwanym AGH.
14764:  Ciężkie sprawy, ciężkie sprawy.
14766:  Tak, bo 24 wypadła.
14768:  Co sądzę nad rozwiązywaniem zadań z matematyki w szkole i wpływie na rozwój logicznego myślenia młodzieży?
14773:  Zadania z matematyka w szkole to jest arytmetyka.
14776:  Bardzo mało jest matematyki w szkole.
14777:  I to jest smutne.
14779:  Ja się przez to strasznie zraziłem do matematyki, bo ja rachowania i liczenia nie lubię, bo to jest taka buhalteria, która do niczego nie prowadzi.
14786:  No i moi drodzy, czas na finał.
14789:  To jest właśnie ten... Jak jeszcze raz mnie zaatakuje ta Biedronka.
14798:  Moi drodzy.
14802:  Moi drodzy.
14804:  Czy to jest ta bitwa, o której ja myślę?
14808:  Czy to jest ta bitwa, o której ja myślę?
14811:  Wydaje mi się, że to jest ta bitwa, o której ja myślę, ale mogę się mylić.
14816:  Bo jest taka słynna bitwa, gdzie Balthasar Geldt wygłasza cudowną mowę.
14824:  Mamy drugą czoł... drugi czołg!
14828:  Czas rozegrać bitwy kampanijne!
14832:  Teleportacja!
14838:  Niech was nie zwiedzie, to będą posiłki.
14844:  Odkąd prowadziłem umiejki w Total War'a, to używam modu na zwiększenie punktów za poziom.
14847:  Nie dziwię się.
14848:  Widzimy się na Obieranem.
14849:  Cieszę się.
14853:  Z matematyki najbardziej lubię prace z danymi.
14855:  Nienawidzę wszelkich rysunków, pieprzonych figur i tak dalej.
14857:  Okej, a ja właśnie odwrotnie.
14858:  Zawsze lubiłem geometrię.
14861:  Nie błogosławię!
14861:  Szansy twojego wybuchu są małe.
14862:  Niektórzy nawet mogą się przeciwpaść twoim przyjaciołom jako żywymi korpuszami.
14868:  Ale masz moje słowo, że będę używał moich sztucznych brzegów, aby ubezpieczyć twoje ciało Mordrem.
14876:  To jest największa wynagrodzenie, więcej niż nawet złoto, bo śmierć twojej duszy jest oczekiwaną na zawsze.
14884:  Łezka się wokół kręci.
14888:  Przepiękne!
14900:  Przepiękne.
14900:  Chances of your survival przetłumaczyli, że szanse na to, że wyjdziemy cali.
14903:  No, wiecie, polskie tłumaczenia.
14906:  To nie jest łatwa bitwa, bo tutaj będą posiłki przybywać i teraz chyba tu jest najlepsze miejsce do kopania się.
14917:  O tak.
14919:  O tak.
14920:  Czołgi tutaj.
14923:  Tu zrobimy klasyczną szachownicę, myślę.
14926:  Klasyczna szachownica.
14928:  Bierzecie z alt, z kontrolem wpierw zaznaczacie i z altem przesuwacie.
14934:  Okej.
14936:  Czołgi dalej.
14939:  Baltazar jest potrzebny w tym miejscu.
14941:  Mag ognia idzie naprzód.
14943:  Magowie tutaj zabezpieczają tyły.
14946:  Świetlista arka hyż pójdzie między czołgi.
14950:  Wygląda to satysfakcjonująco.
14958:  Musimy sobie poradzić jakoś.
14964:  To jest ten moment, kiedy przyzwiemy Manticorę.
14969:  Dobrze.
14976:  Dobrze.
14981:  Geld, uciekaj.
14987:  Dobrze, dobrze.
14994:  Okej.
15001:  Nie.
15002:  Tutaj zrobimy płonący czerep.
15009:  O tak.
15011:  O tak.
15013:  Dobrze.
15016:  Dobrze.
15016:  Jaka jest tutaj sytuacja?
15017:  Bardzo niedobra.
15018:  Bardzo niedobra.
15030:  Okej.
15032:  Opanowana.
15042:  Czy mamy gdzieś jakiś cel dla templów Luminak?
15045:  Tutaj.
15051:  Co tu się dzieje?
15053:  Co tu się dzieje, moi drodzy?
15058:  Welcome to Estalia, gentlemen, indeed!
15070:  Wycofujemy się.
15072:  Nieznacznie.
15078:  Troszeczkę przesadza nasza artyleria tutaj.
15082:  Myślę, że... Stop.
15086:  Zdecydowanie.
15093:  Wielkie nieba, co tu się dzieje.
15099:  Dobranoc Kacprze, dobranoc.
15101:  Dobranoc wszystkim, którzy się oddalają.
15104:  Przepraszam, że teraz śledzę gorzej czaty, ale sami rozumiecie, ważna kampanijna bitwa.
15113:  Czarna Kała pisze, że musi nadrobić recenzję Dune'y.
15116:  Wczoraj była w kinie na filmie.
15118:  Bardzo mi się podobała, ale trochę przydługi.
15120:  Ciekaw jestem, co będziesz myśleć o recenzji.
15122:  Ja podchodzę czysto światotwórczo do tego filmu.
15126:  Teraz jeszcze recenzowałem niedawno, ale to rzecz, która umknęła zupełnie, to znaczy Lock and Key, bo trzeba im przyznać, że najgorszy moment wybrali na to, żeby była premiera.
15138:  Bo Lock and Key premierowało dokładnie w tym samym momencie, co Dune'a.
15142:  No trzeba powiedzieć, że nie mają szczęścia.
15151:  Okej.
15152:  Jeden wampir prawie zginął.
15155:  Udało nam się.
15157:  Co do książek z Warhammera, świetne są przygody Feliksa i Gorteka.
15159:  O tak, o tak.
15162:  Dobranoc Wolfie również.
15165:  Czy słyszałem o Kronikach Rozdartego Świata?
15168:  Tak, ale nie czytałem.
15169:  Czy nie uważam, że szkoła online uniemożliwiałaby reż poznanie rówieśników dzieciom?
15172:  To jest stałe pytanie, Kubo.
15174:  Moim zdaniem do poznawania rówieśników nie jest potrzebna szkoła, tylko wychodzenie właśnie ze szkoły.
15179:  Podam prosty przykład.
15180:  W Norwegii szkoła to jest 5-6 godzin.
15184:  Co robią dzieciaki po powrocie ze szkoły?
15186:  Rozpotykają się z uwieśnikami.
15188:  Więc proste.
15190:  Jeżeli nie możemy zapewnić szkoły, która będzie trwała 5-6 godzin, a zaręcza w realiach Polski jest to trudniejsze do przełknięcia niż szkoła online, to już wolę szkołę online, która daje możliwość w optymalnym wariancie
15205:  Przynajmniej zobaczenie się ze znajomymi.
15207:  Zresztą dużo ludzi mi mówiło, że właśnie paradoksalnie dzięki lekcjom zdalnym rozwinęły się znajomości na Discordach i tak dalej.
15214:  Więc wiecie, to jest bardzo indywidualna kwestia.
15217:  Natomiast absolutnie nie uważam, żeby było tak, że z definicji nauczanie zdalne coś uniemożliwia.
15225:  Nie.
15226:  Myślę, że nie.
15231:  Nasz biedny piromanta miał dziś niewiele do strzelania.
15235:  Wracamy do używania artylerii.
15238:  I moi drodzy, to się nazywa finał.
15245:  Biedne zombie, które podróżują, nieświadome tego, co tutaj się stanie za moment.
15251:  A stanie się.
15256:  Krzysztof, zwariowałeś?
15257:  Przecież dzieci niczego się nie nauczą.
15258:  Oczywiście, pięć godzin się nie da.
15261:  O proszę, Baba Jaga po pracy.
15262:  Witamy Baba Jaga na czatach.
15265:  Na górze Hellstormy, na dole wroga mrowie, nie z wielu z was przeżyje!
15269:  Witamy w Estalii, panowie!
15270:  Wiersze na czatach!
15277:  Biedne zombie zgodnie z wszystkim i szkielety tym, czego się nauczyły w szkole na pierwszym roku dla szkieletów, noszą tarcze do góry, bo w ten sposób się ustrzegą przed ostrzem artyleryjskim.
15294:  Tyle, że tak naprawdę to nie.
15296:  Good morning, Wietnam!
15303:  Piękne rzeczy się tutaj dzieją.
15305:  Czy ktoś jeszcze chce nas zaatakować?
15307:  Czy to już jest wszystko?
15312:  To już jest wszystko.
15314:  Jamniki na czatach.
15315:  Przepiękne sprawy.
15317:  Chogłą przygadałoby się błogosławieństwo Omnisjasha, ale do tego brakuje jakieś 30 tysięcy lat.
15321:  To prawda.
15323:  To prawda.
15325:  CarnavalMephisto pisze, że przypuszczam, że dla wszystkich gnębionych przez rówieśników dzieci nauka znana, bo błogosławiony jestem.
15330:  Tak było.
15331:  Tak było.
15332:  Dobranoc, Polpoliko.
15333:  Dobranoc.
15334:  Ujku pisze, mówił mi w szkole zawsze w szkurze, że nie jest mówione, dlaczego mamy coś umieć, co mnie zawsze irytowało, bo się przez to mniej uczyłem, z moją budąc ćwiczyłem nanturę.
15342:  No i ja to bardzo dobrze rozumiem, miałem podobnie.
15347:  Okej.
15349:  to złapiemy troszeczkę tego soczystego replenishment, chyba że, moi drodzy, przecież my możemy jeszcze podbić.
15357:  A nie, Erengard nam się nie opłaca, Wolfenburg nam się opłaca.
