Wielka ucieczka — THOREK IRONBROW livestream #2 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=J7t_63q-mDg

2:  Witam wszystkich!
16804:  A oni mieli jakby zupełnie... They were the chosen one.
16809:  They were meant to destroy the Sith, not join them.
16814:  No i wiecie, i stało się jak zawsze.
16816:  Tried and tested.
16823:  Tutaj musimy, mimo że tego bardzo nie lubię, musimy zrobić false match, nie ma innej opcji.
16834:  Uderz w runy, dobrze, to się nam przyda.
16837:  Jaka sytuacja jest tutaj?
16839:  Dobrze, Kalida nie wyruszyła.
16843:  Okej.
16846:  Cnoty niewieście wraz z ich otoczką i w ogóle ta cała narracja, która jest wokół tego, to jest łatwy przedmiot krytyki.
16855:  Dużo ludzi zrobiło na ten temat satyryczne filmy i dobrze, bo to trzeba wyśmiać, natomiast ja zawsze zwracam uwagę, że politycy moim zdaniem specjalnie wypuszczają tego rodzaju torpedy do...
16868:  żebyśmy dyskutowali o tym, a nie o tym, co przygotowują na przykład w tle, prawda?
16872:  Czyli nie o jakichś realnych, rzeczywiście groźnych zmianach.
16876:  Bo ja myślę, że to jest czubek góry lodowej w zakresie tego, co dla nas przyszykowano.
16882:  A propos dzikich sekcji, no czytałem, że siatkarki plażowe nie mają mieć spodenek zamiast majtek, choć nie czuję się z tym komfortowo, tak też o tym czytałem.
16890:  Nawet wymiary są podane.
16891:  No oczywiście, że tak, to jest właśnie ten paradoks i problem, że w momencie, w którym myślimy, że Hollywood jest taki, jaki jest i że tam są standardy, jakie są, myślę tutaj sobie chociażby o, nie wiem, strojach superbohaterek i tak dalej, z czego się powolutku rezygnuje,
16908:  No to nagle się okazuje, że tutaj wjeżdża na całe nabiało polski sport i nagle się okazuje, że jest jeszcze gorzej, nie?
16918:  Nie, no litości, naprawdę!
16925:  Gdyby nie ten eksploat, którego używamy, my byśmy mieli w tym momencie na liczniku nie turę 155.
16931:  Rany Boskie, tylko jeszcze niższą.
16936:  Jeszcze wyższą, pardon.
16938:  Już nie zdziałamy nic.
16942:  155 tur na zabezpieczenie niecałych trzech prowincji w tym momencie, bo jedną utraciliśmy.
16948:  Tutaj mamy rebelię.
16952:  Nieznaczna porażka, czyli będziemy musieli to rozgrywać manualnie oczywiście.
16957:  Pięknie.
16958:  Za około 11 lat nastąpi mocna wymiana, bo pokolenie internetu zacznie stanowić większość wyborców.
16963:  Tak, tylko zauważcie, że te zmiany się opóźnia systemowo, na przykład nie wprowadzając głosowania internetowego.
16971:  Słuchajcie, nawet w trakcie pandemii nie zrobiono tego, gdy naprawdę były, była realna szansa na to, żeby to zrobić, tak się straszliwie boją rządzący, że wtedy wyniki byłyby inne, bo byłyby inne, o 90% byłyby inne.
16984:  Uderz w runę, a krasnale się odezwą, bardzo mi się to podoba.
16988:  Mówi się, że kiedyś było inaczej, a na pewno było lepiej, ludzie się nie zmieniają i zawsze będą tacy sami.
16991:  Trochę tak jest, niestety tak.
16997:  Czy dożyjemy tej zmiany?
16998:  Nie wiem.
16998:  Ja mam taką ogromną nadzieję.
16999:  Znaczy, trzeba działać na jej rzecz, bo im więcej ludzi mówi na ten temat, tym lepiej.
17003:  Na przykład ja pamiętam, że na samym początku, jak rozwijał się Internet, to bardzo mało było takich progresywnych dyskusji, jakie my w gruncie rzeczy prowadzimy.
17012:  I to nie są jakieś, zauważcie, mega radykalne dyskusje, tylko one są po prostu racjonalne, rzeczowe i progresywne.
17018:  Czegoś takiego w ogóle nie było.
17021:  Teraz jest tego bardzo dużo.
17026:  Teraz, teraz moi drodzy, jest czas zemsty.
17030:  A jak jest czas zemsty, to Krzysztof włącza tryb bitwy bezpośredniej.
17036:  Jaką mam opinię o wydziale informatycznym na AGH?
17038:  Jest ich dużo, to znaczy są trzy wydziały, na których jest realizowana informatyka i na każdym jest ona realizowana rewelacyjnie.
17045:  Nie patrzcie wydziałami, patrzcie kierunkami.
17047:  Nawet jest możliwość, jak się rekrutujecie na AGH akurat, jest możliwość zobaczenia sobie w filtrowaniu w sylabusach nie według wydziału, tylko według dyscyplin.
17056:  Patrzcie na to raczej.
17057:  To jest o wiele istotniejsze, bo różne informatyki są do różnych rzeczy.
17061:  Inna informatyka jest do, nie wiem, kodowania robotów, a inna informatyka jest do UX-u.
17066:  Na przykład informatyka, która jest bardziej do UX-u jest na moim wydziale, czyli humanistycznym, paradoksalnie.
17073:  A z kolei na wydziale elektrycznym jest taka główna informatyka, że rzeczywiście tam się programuje bardzo dużo.
17080:  Więc to zależy od dyscypliny.
17084:  Zresztą podział, który wprowadził wcześniej minister Gowin właśnie zmierzał do tego, że nie będzie wydziałów, tylko będą dyscypliny.
17093:  Robimy corner camping, wszystko co możemy zrobić, żeby pognębić, żeby szydzić z przeciwników, z każdą kulą.
17106:  Technokracja w Polsce, ale technokracji nie trzeba wprowadzać, technokracja już jest.
17112:  Tylko na poziomie globalnym, nie?
17117:  Nie sprawdza się na razie zbyt dobrze.
17120:  Przy całym moim uwielbieniu dla nowych technologii niestety ze smutkiem stwierdzam, że na razie nie zabrano się za to dobrze.
17131:  Może właśnie to jest kwestia tego, jakie pokolenie się za to zabierało, bo... No, z wampirami się walczy bardzo sympatycznie.
17142:  Wampiry akurat mają brak odporności na ogień, a zgadnijcie, czego my mamy najwięcej.
17151:  No wiecie, jeżeli chodzi o profesorów, to... właśnie, najlepiej jest mieć na ich temat bardzo dużo źródeł, opinii i tak dalej.
17159:  O tak.
17160:  Co tu się znowu dzieje?
17164:  Naprawdę?
17165:  Naprawdę?
17167:  Czy ja dobrze widzę, że atakują nas śmieszne nietoperze?
17172:  Wielkie nieba, wielkie nieba.
17177:  Używamy naraz dwóch run gniewu i ruiny.
17184:  A teraz... O, teraz myślę, że jest czas wypalania.
17205:  O tak, jest czas wypalania.
17217:  Myślę, że krasnoludy nie za bardzo sobie radzą z wypalaniem.
17221:  Spacz ogień zdecydowanie lepszy pod tym względem.
17227:  No, wreszcie!
17251:  Do której dzisiaj stream?
17254:  Jeszcze trochę, myślę.
17257:  Chciałem coś osiągnąć tym streamem, ale takie poczucie, że niewiele osiągnęliśmy.
17266:  Bardzo możliwe, że do 23, o już jest 23, a to pewnie do 23, 34 coś takiego.
17277:  Tutaj ta flanka bardzo ucierpiała, więc tutaj musimy użyć podwójnej runy zniszczenia.
17285:  I bardzo proszę na ramieżnik.
17288:  Tutaj, na ramieżnik.
17291:  O, wąpierze giną.
17293:  Dobrze.
17298:  Wszystko z dodatkiem spaczenia jest lepsze, dobre.
17300:  Tak, absolutnie tak, zgadzam się.
17305:  W ogóle z technokracją u nas, no to zacznijmy może od tego, że powinniśmy mieć wszędzie sieć, nie?
17310:  Ja miałem ogromną nadzieję, że znowu, że pandemia spowoduje, że zacznie się inwestować wreszcie nie w autostrady, tylko w światłowody.
17317:  Tak to zrobiła Estonia.
17319:  I wcale tego nie żałuję.
17320:  Estonia tego nie żałuje, nie?
17323:  Ma znakomite wyniki ekonomiczne od tego czasu.
17326:  Nic dziwnego.
17330:  Jest źle z tymi naszymi finansami, naprawdę źle.
17334:  No nic.
17337:  Stawka podatkowa, tak.
17343:  Zdarza mi się mi zarwać nockę dla gry, ale mi się zdarza zarwać nockę dla wszystkiego, moi mili.
17348:  Ja mam tak, że na przykład jeżeli podoba mi się... A!
17352:  To jest!
17353:  Wielka Królowa Kaida!
17354:  Zaraz będzie mała!
17356:  Mi się zdarza zarwać nockę dla Riverdale'a, dla dobrego serialu, dla fajnej książki.
17362:  Ja uwielbiam to robić, bo to jest taki właśnie przejaw tego...
17367:  Panowania naszego nad czasem.
17369:  Jeżeli mamy oczywiście taką możliwość, moja praca jest w gruncie rzeczy nienormowana i sam sobie ją ustalam, bardzo często robię freelance.
17377:  O tak.
17380:  I teraz znowu, jeżeli pójdziemy w tę stronę, a pójdziemy, to ktoś zdobędzie nam tutaj Polanę Zagłady.
17389:  I tak to jest, niestety.
17391:  Więc będziemy musieli, żeby to przyspieszyć, zastosować naszą starą i ulubioną taktykę.
17408:  W ogóle zarywanie nocki to jest przepiękny proces.
17420:  Czy damy radę?
17421:  Czy damy radę?
17423:  Nie.
17429:  Mamy jeszcze jednego bohatera.
17431:  Nie chcę nic mówić.
17432:  Więc jest jeszcze szansa mała.
17441:  Cóż jest z nim?
17446:  O, to ciekawe.
17454:  Okej, udało się.
17460:  No, jest.
17464:  Cóż za śpiew krasnoludzi był.
17471:  This rude is shoddy.
17477:  Tak!
17482:  Wiem, żenujące, ale skuteczne.
17488:  Czy planuję jakąś strategię, która nie jest turówką?
17490:  Jeszcze nic.
17492:  Znaczy tak, Starling jest pewną szansą.
17495:  Zobaczymy.
17498:  Zobaczymy, jak to będzie wyglądało.
17502:  Rozwój.
17502:  Tak, rozwój jest nam potrzebny i tutaj potrzebujemy jeszcze tego.
17509:  Tak, jesteśmy całkiem dobrze obłożeni światłowodem, nawet na zachodzie tak nie ma.
17513:  No tak, tak, tak, ale może być zawsze lepiej, nie?
17516:  To jest dobry kowal run, dlatego chcemy, żeby był nieśmiertelny.
17521:  No oczywiście jeszcze lepszy byłby z dyscypliną, ale nie możemy mieć wszystkiego.
17529:  Czemu wszystkie krasnoludy mają pochodzenie szkockie?
17530:  To jest ciekawe pytanie.
17532:  Wydaje mi się, że wszystko się wiąże z kojarzeniami, jakie są w środowisku anglosaskim z Szkocją, ludem górskim, z tradycjami celtyckimi.
17543:  Bardzo możliwe, że ta bitność, waleczność właśnie kojarzy się z taką toporną krasnoludzią, nacją ciężko ciosaną.
17551:  Casting the runes is...
17558:  Nie będziemy paktować z elfami, nie jesteśmy aż tak zdesperowani.
17580:  Pięknie.
17586:  Przygody się przydadzą.
17594:  Okej.
17596:  A to ciekawe, ten ma niższy zasięg.
17599:  Musimy tutaj podejść niestety troszeczkę bliżej, żeby być w tym czerwonym zasięgu, to oznacza, że będziemy mogli przyjść jako wsparcie dla twierdzy oblężonej.
17613:  Git.
17614:  Mamy wszystkich.
17619:  Tutaj nic, tutaj... Jeszcze się boję tego upgrade'ować.
17627:  Herodot napisał, ciężka ziemia rodzi twardych ludzi.
17630:  Piękne.
17631:  Krasnoludy to jak Szwajcarzy, żyją w górach, zbierają złoto i nie mieszają się do ludzkich wojen.
17635:  Tak, chyba że ludzkie wojny przychodzą do nich, co się starzyło u nas.
17644:  Grałem w Civilization i Europa Universalis bardzo dawno temu.
17648:  W Europie Universalis zawsze przegrywałem, zawsze.
17652:  Ale to dlatego, że naprawdę byłem bardzo mały.
17657:  Za mały mam wrażenie jak na tą grę, żeby ją rozumieć w pełni.
17660:  A z Paradoksu ogrywałem Stellarisa jakiś czas.
17663:  W Stellarisy lubię wracać, że tak powiem, na służbowych streamach, które robię na Facebooku Wydziału Humanistycznego AGH na różne okoliczności, na przykład jak teraz będzie noc naukowców się zbliżać, to pewnie tak zrobię.
17676:  Nie ma żadnej szlachetnej porażki.
17679:  Stoczymy bitwę.
17681:  Co myślę o sytuacji związanej z Poznańskim Uniwersytetem.
17683:  Zobaczymy, jak to się będzie rozwijało.
17685:  Jeżeli te odniesienia prasowe, które są... są... akurał i zgodne z prawdą, a tak mi się wydaje, to jest to bardzo niepokojące, choć tak jak już mówiłem... Cóż za ohydna lampa.
17697:  Choć tak jak mówiłem, to nie jest coś, co by mnie jakoś przesadnie zdziwiło.
17701:  Layout tej twierdzy jest fatalny.
17710:  Ooo...
17713:  Jest fatalny.
17718:  No nic.
17719:  Nie ma co lamentować.
17721:  Longbeard.
17722:  Niestety bardzo dużo będzie nas atakowało.
17726:  Jednostek.
17728:  A wiem co tu możemy zrobić już.
17730:  Przypomniałem sobie co zrobiliśmy ostatnio.
17737:  Okej.
17739:  Tu jest jeden sposób na to.
17741:  katapulty w to miejsce.
17745:  Dużym plusem jest to, że mamy dużą liczbę strzelców.
17761:  Mhm.
17763:  Dobra i teraz tak.
17766:  Ci kusznicy zostaną tutaj na murach.
17771:  Nie widzę innej opcji.
17773:  Nie mamy górników na murę, to jest ciekawa sprawa.
17775:  Zwykle są.
17778:  Gdzie będzie najlepszy zasięg?
17780:  Chyba tu.
17781:  Tu też będziemy mogli się wycofać jakoś chwacko.
17786:  Grałem w Crusader Kings.
17788:  Tak, dawno temu.
17789:  Ciężkie czasy rodzą twardych ludzi, twardzi ludzie tworzą lekkie czasy, lekkie czasy rodzą miękkich ludzi, miękcy ludzie tworzą ciężkie czasy.
17796:  Tak, jest taka kołowa struktura.
17799:  Z jakiego uniwersum są moje ulubione elfy?
17801:  Czy lepsze elfy od Pratchetta czy Tolkiena?
17803:  Ja zdecydowanie wolę, jak fantasy traktuje się na poważnie, więc tolkienowskie elfy są absolutnie na pierwszym miejscu.
17809:  co sądzę o wprowadzeniu u nas fantastycznych lęków niczym... u Raz, przepraszam, fantastycznych lęków niczym u Crashtonów z Dragon Age, które bały się, że po wyjściu na powierzchnię odlecą w stronę nieba.
17819:  To jest przepiękne.
17820:  Uwielbiam tego rodzaju smaczki.
17823:  Zostawiam was na minutkę dosłownie z celem kontemplacji naszego układu taktycznego, a ja zaraz do was powrócę.
17867:  Chwileczki i wszystkie zielone twarze!
17869:  I ich niebezpieczne dziecko!
17927:  Przyjdzie taki moment, że Elgato do całego opozorządzenia streamerskiego, które sprzedaje, oprócz streamdecka, oprócz lampek i całej reszty, wprowadzi jeszcze system do odprowadzania moczu.
17940:  Wtedy będzie można powiedzieć, now your offer is complete.
17944:  Gramy.
17946:  Bronimy się.
17946:  Zobaczymy, czy się uda.
17951:  Zapadła niezręczna cisza.
17953:  Czy umiem grać w szach?
17954:  Umiem grać w szach.
17955:  Co więcej, lubię grać w szach.
17958:  Grałem przez jakiś czas długo na kurniku, ale mnie ludzie denerwowali, więc przestałem.
17963:  Ja jestem bardzo dużym hedonistą, jeżeli coś mnie denerwuje, natychmiast przestaję to robić.
17969:  Polecam wszystkim.
17971:  Zdrowa rzecz.
17974:  No jak to z twierdzami krasnoludyjskimi?
17976:  Czy mają dobre armaty, z których potrafią strzelać do wieży oblińczych?
17979:  Naaa, nie, po co?
17982:  Kto by tam chciał armaty?
17984:  Widzę, że nasza katapulta większe obrażenia zadaje tej wieży oblężniczej niż faktyczna wieża broniąca naszego miasta.
17995:  Oferta będzie kompletna w momencie wprowadzenia podajnika do picia z lodówki.
17998:  To jest prawda.
18000:  To jest prawda.
18002:  Istnieje taki system, nazywa się cennik, ale nie ma loga Elgato, to się nie liczy.
18013:  Dobra, to jest moment, w którym musimy się wycofać.
18016:  Bo chciałbym zachować tych łuczników bardzo.
18020:  Tu nie.
18033:  Put those dwarven legs, zgadzam się.
18036:  Nie, tutaj zostawimy tego Tana.
18039:  Chciałbym, żeby te mianowicie katapulty przynajmniej częściowo zniszczył.
18045:  Ale to chyba się nie uda.
18046:  Nie.
18047:  To się nie uda.
18048:  Uciekamy Tanem.
18052:  Składniki odżywcze podawane.
18054:  Ach, to byłoby cudowne, absolutnie.
18060:  To prawda, że czasami nawet jak się człowiek denerwuje, to potem jest większa satysfakcja.
18063:  To prawda!
18065:  Ale wciąż nie lubię się denerwować.
18068:  Widzę, że ci łucznicy nie umieją zejść z muru, że to jest ponad ich możliwości po prostu.
18075:  Jak tutaj wycofać sensownie jednostki w porę?
18077:  Nie wiem.
18081:  Ale tu jest dobra sytuacja za to.
18083:  Nam zależy, żeby ci łucznicy zostali wytrzebieni.
18087:  Bo to my mamy mieć przewagę ogniową.
18090:  No wró... Dzielni mali łucznicy!
18096:  Można aplikować pokarm przyswajalny w 100%, który nie generuje odpadów w postaci wydalin, ale czy podpinać się pod kroplówkę?
18105:  To prawda.
18109:  Widziałem na twoich filmach pudełko z Desperados 3.
18111:  Czy grałem w Shadow Tactics?
18112:  Tak i uwielbiam tę grę.
18115:  Czekam na dodatek, czekam i ja w ogóle ubóstwiam gry tego typu.
18118:  Absolutnie ubóstwiam.
18121:  Ale pięknie idą w naszą pułapeczkę, pięknie.
18125:  Dobrze, idźcie w naszą pułapeczkę, świetnie.
18128:  Łucznicy?
18129:  Proszę bardzo, na tę stronę.
18132:  Są czarne orki akurat, więc nic, nic dobrego.
18138:  They have wronged us!
18146:  Dobrze, katapulta przestaje strzelać w tym momencie, wstrzymujemy ją.
18150:  To już jest protip, warto jest czasem wstrzymać ostrzał, ponieważ do kary za poddanie się wliczane bardzo często są właśnie tego rodzaju rzeczy jak chociażby zasobność amunicji.
18175:  Tutaj walimy.
18180:  Dobrze.
18186:  Sytuacja jest dobra, powiem wam.
18194:  No jednak krasnoludy są dobrze przystosowane do walki z zielonoskórymi, to im trzeba przyznać.
18201:  Aczkolwiek czarne orki to nie jest nic, co należałoby lekceważyć.
18211:  Dobranoc Ruszono, dobranoc.
18214:  I powitania dla Unusual Sandbox, to jest właśnie to, że... Witamy jednych, żegnamy drugich.
18224:  Tutaj mam wrażenie, że potrzebujemy... Tak, potrzebujemy tutaj posiłków, absolutnie.
18234:  Tak, bo ta flanka okazała się o wiele lepiej zabezpieczona niż sądziłem w pierwszej kolejności.
18255:  Strzelamy do Aroga.
18256:  Arog jest najniebezpieczniejszy w tym momencie.
18260:  Odpalę sobie heroesów po live.
18262:  Oj, bardzo... A których heroesów?
18270:  Dawno nie grałem, oj dawno.
18277:  Okej.
18281:  Przepiękne są te salwy.
18283:  Ach!
18284:  Fantastyczny widok.
18294:  Dobrze, czarne orki nie są, nie są bezpieczne, to absolutnie nie.
18299:  Tu ktoś nas strzela niedobrze.
18303:  Grudge Thrower to tutaj powinien strzelać, niniejszym stwierdzam.
18308:  To gigantyczne skupisko.
18311:  Wszyscy łucznicy niszczyć łuczników.
18314:  Brzmi sensownie.
18319:  Ten Arok niestety jest bardzo silny.
18326:  No, duże straty są, są bolesne niestety.
18333:  To jest, to jest urok Total Wara.
18351:  Czemu nasza katapulta idzie?
18354:  Nie, to jest niesamowite.
18356:  Katapulta przeszła przez cały ten... umknęło mi to zupełnie.
18361:  Strzelać w Aroga.
18376:  Jak tam z naszym Tanem?
18378:  Dobra, Tan wrócił do Tanów.
18383:  No cóż, za głupotę odpowiada się srodze.
18392:  Nocne gobliny, no dobrze.
18412:  Niedobrze.
18419:  Hmm...
18431:  Strasznie jest fatalna ta piechota Widać bardzo, że nie mamy ulepszeń akurat do niej Dobra, ale teraz wreszcie działają nasze katapulty i jest od razu różnica
18451:  Okej, piechota wróciła.
18454:  Stworzymy tutaj dodatkową linię obrony w takim razie.
18460:  Łamię się, łamię się, widzę obrona zielonoskórych.
18465:  Dobranoc, Taraelu, dobranoc.
18469:  I na Zuma jeszcze będzie grana, widzę, dzisiaj.
18471:  No proszę, mam podobne plany.
18479:  Dobrze, złamaliśmy ich!
18484:  Okej, teraz szybko na mury, z powrotem.
18488:  I strzelać dalej.
18495:  Uff!
18501:  Streamiki z Heroes Cooków byłyby cudowne, to prawda.
18504:  To prawda!
18508:  Potrzebuje imiona na B dla nowego Magosa.
18511:  Barabasz Bazylii Baltazar.
18513:  Był prze... Belegar na upamiętnienie najlepszego Magosa.
18519:  To znaczy z Divinity Original Sin 1, 2 oraz Ego Draconis.
18523:  Był wspaniały Magos.
18527:  To był mag, który rymował.
18531:  Porozumiewał się tylko i wyłącznie z zapośrednictwem rymów.
18534:  Wspaniała postać, przebarwna.
18537:  Szybko za mury, grasz z krasnoludami szybko, to one co najwyżej mogą coś wpisać do Wielkiej Księgi Uraz.
18544:  Tak, to prawda.
18547:  To prawda, aczkolwiek ta runa jedna, tylko nie miałem tutaj lorda runicznego akurat, która przyspiesza krasnoludy, działa dość dobrze.
18555:  Powiedziałbym, że straty są żadne.
18558:  Oczywiście, że katapulty zadały najwięcej obrażeń, jak zawsze.
18564:  Heroes Freehold of the Abyss i Nowy Zamek?
18567:  Nie, nie, nie, ja grałem za dawno w Heroes, żeby, żeby... No soundtrack z Ego Draconis to jest bajka po prostu absolutna.
18574:  Przepiękny jest.
18581:  Dobra, tą już musimy wyburzyć na tym etapie.
18584:  Jaka tu jest sytuacja?
18585:  Aaaa!
18588:  Hi!
18589:  Queen Kalida!
18592:  Ucieka!
18594:  Ucieka Kalida!
18599:  Nie, to... Takie siły to jest... Nie będziemy nawet się pochylać nad czymś takim.
18606:  Szkoda naszego czasu.
18611:  Push onwards, tak jest, do wieży.
18614:  Jak tutaj jest sytuacja?
18616:  Tury do osiągnięcia nadwyżki 8.
18619:  Ja jednak tutaj coś zbuduję, bo to widzę, że nie ma sensu dalej.
18622:  Tutaj nie będzie... No, ja nie wiem, jak tutaj z tą rebelią wprawdzie, ale chyba sobie poradzimy z tym garnizonem, tak myślę.
18630:  W razie czego.
18632:  Ale rebelii to mamy dużo.
18641:  Soundtrack z Genshin'a sprawia, że się trochę przestajemy denerwować tą grą.
18644:  To prawda.
18645:  Ja go włączam, aczkolwiek wtedy, jak zminimalizuję grę i nie daj Boże, w mojej drużynie jest Zhongli, to mówi o tym winie, które pamięta przedwieczy i ja dostaję szału absolutnego.
18658:  Zamek z motywem morskim i zmiany w balansie Fearow się trzyma.
18661:  Ja jestem w ogóle w szoku, że on jest wspierany.
18663:  Rozumiem, że scena moderska bardzo intensywnie pracuje.
18670:  I nerfili nekromancję, zawsze nerfią nekromancję.
18675:  Zawsze.
18683:  Mam silne przeczucie, że stąd ktoś do nas... Oczywiście, że moje przeczucie jest słuszne, tutaj jest wojsko.
18689:  Pytanie teraz, gdzie pójdą.
18692:  Złota wieża.
18693:  Tu jest, swoją drogą, bardzo dobry budynek, który daje nam mnóstwo pieniążków i nie wiem, czy go nie zbuduję, chociaż za moment tak on zostanie złupiony przez kogoś.
18702:  Przychody z wszystkich budynków.
18704:  To nam się przyda.
18706:  Jak tu sytuacja?
18708:  Niedobra.
18710:  Garnizon jest mocno uszczuplony.
18714:  To jest fascynujące, że w tę stronę to działa, a w drugą nie.
18719:  Jak stracimy ten garnizon, to będzie to smutny, smutny moment.
18726:  To będzie moment, w którym się robi Rage Quit.
18729:  Ulubiona postać z Genshin'a?
18731:  Yanfei, Magini Ognia, oczywista sprawa.
18734:  Mistrzostwa świata z Heroes 3, niewspierane przez Microsoft, oczywiście, że niewspierane.
18740:  Najpierw pijemy!
18741:  Przejdźmy!
18741:  Przejdźmy!
18771:  Dzisiejszy stream jest pod znakiem sera.
18777:  Wszyscy, którzy mają nietolerancję na laktozę, cierpią.
18779:  Jeśli chcesz coś zrobić dobrze... Jeśli chcesz coś zrobić dobrze, czuć!
18786:  Czuć fakt z tego giery!
18788:  Szanowny panie Karakazu!
18789:  Gotowy?
18789:  Gotowy!
18790:  Wszystkie sposoby są najlepsze!
18799:  Tup, tup, tup.
18800:  Tup od małych dał ich stóp.
18807:  Zdecydowane zwycięstwo.
18809:  Ooo, jak mi przykro.
18812:  To jest już moment, w którym mamy armię, która jest prawie dumstakiem.
18816:  Teraz będzie trzeba jeszcze raz etrę zdobyć, żeby tam dojechać te obrzydliwe, paskudne wąpierze.
18823:  One tutaj się gnieżdżą, bo jest obecność wojska, widzę też.
18827:  Poradzimy sobie z nimi.
18833:  Ser to miłość.
18834:  Tak jest.
18835:  Absolutnie tak.
18836:  Nie ma nic lepszego niż ser.
18838:  Podwójną porcją sera.
18841:  O, widzę, że tutaj ostatni obrońcy bardzo chcą się zreaktywować, ale mamy dość dobre mury w tym miejscu, więc powinno się udać, wszystko w porządku.
18853:  Zobaczymy, jak tutaj jest sytuacja.
18857:  Obecność wojska, czyli też jest wojska, więc nie za bardzo możemy stąd naszym mierzwą grzebaczkiem się ruszyć.
18862:  Niedobra informacja.
18866:  Nowy build dał jako horda, a to i testowaliśmy już ten build.
18870:  Haha, widzę, że mądrości Legend of Total War, Mesjasza, Boga Jeffa są tu znane.
18875:  Ależ absolutnie!
18878:  Ja jestem pilnym uczniem!
18885:  Trzeba mu przyznać, że jest naprawdę mistrzem.
18887:  To jest człowiek, który wychodzi nowy patch, a on po dwóch dniach już zna wszystkie możliwe exploity.
18892:  Niesamowite, absolutnie.
18895:  Po czym poznać, że Krzysztof ma dość po tym, jak starzona krzyczeć na ekran, że zaraz zamorduje zera jedynki.
18900:  Oczywiście, że tak.
18902:  Ooo... Ktoś chce pokoju.
18905:  Ja nawet wiem, co ja zrobię.
18908:  Chociaż nie, to nie jest mądre.
18909:  Chociaż z drugiej strony... Tak, ja zaakceptuję ten pokój, a następnie wypowiem im wojnę.
18914:  Zachowam się jak klasyczny skawen, ponieważ jeżeli sobie pomyślę o tym, że te wąpierze mogłyby zejść na dół i podbić moją złotą wieżę, robi mi się niedobrze.
18926:  Tak, wiedziałem, że zostanie wtedy.
18929:  Bo on ufa, że będziemy przestrzegać pokoju, a my tak naprawdę nie będziemy.
18937:  Coś tu możemy zrobić.
18938:  Złota wieża, drugi poziom, o to chodziło.
18941:  Trzeci.
18951:  Połknąłem drugą część Powiernika Światła w trzy dni.
18954:  Piękna sprawa.
18954:  Brent Weeks.
18955:  Hmm.
18956:  Brent Weeks jest jeszcze przede mną chyba, z tego co pamiętam.
18959:  Tak, tak, absolutnie.
18961:  Oczywiście, że wiarygodność nam spadnie, ale jest nam absolutnie do niczego aktualnie niepotrzebna, ponieważ nie możemy zrobić konfederacji, wszyscy nas nienawidzą i wypowiadają nam wojny, więc ja by... Pa, YOLO!
18973:  Można przestać, dokładnie, Marek ma rację, można przestać grać skawenami, ale to nie znaczy, nigdy to nie będzie znaczyło, że skaweni wyjdą z nas.
18982:  Skawen zostaje w człowieku.
18984:  Wewnętrzny.
18990:  Tutaj problemem są te jednostki, to znaczy Black Oaks.
18995:  No mówiłem, to jest ten sam layout mapy, koszmar absolutny, ale zastosujemy tutaj zbliżoną taktykę, to znaczy tutaj na uczników zostawimy kuszników, ale ja podejrzewam, że to się może źle skończyć jednak tym razem.
19013:  Zależy w tym momencie bardzo, bardzo dużo zależy od różnych współczynników, których nie jestem w stanie przewidzieć.
19025:  Zrobimy checkerboarda tutaj, szachownicę małą.
19029:  Coś innego nam pozostaje.
19032:  I katapulty damy tutaj.
19035:  No ostatnio się to sprawdziło.
19037:  Jeśli chodzi o resztę jednostek... Myślę, że te, które są najsłabsze można zostawić na murach tak czy siak, bo i tak nic nie dadzą nam.
19050:  W zamian kusznicy.
19054:  Kusznicy.
19055:  Gdzie dać kuszników?
19055:  Tutaj damy kuszników.
19056:  Jeden oddział.
19058:  Drugi oddział damy tutaj.
19061:  Aha.
19063:  I... I co?
19064:  Tutaj damy jeden oddział kuszników.
19066:  Ten, ten... Nadwątlony troszeczkę.
19071:  Jąkał się z przerażenia Krzysztof.
19074:  I... Dobrze, tutaj damy ten oddział.
19080:  Ten?
19080:  Ten?
19083:  Tu ten, a tam zostaje.
19087:  Tak, teraz siły do trzymania frontu mamy bardzo niewielkie.
19094:  Ale może to się okazać dobre, wbrew pozorom.
19098:  Dobranoc, Mr. Fogg, dobranoc.
19101:  Z książek o fantastyce i zabawie to polecam... ...Bakem Monogatarii.
19106:  Och, raz mi się udało to przeczytać w całości.
19111:  Przyłączam się, zwłaszcza że było polecane nie jeden raz.
19117:  Nie, strzelamy do katapult.
19119:  Wszyscy strzelać w katapulty, to jest najniebezpieczniejsza jednostka w tym momencie.
19124:  Irydwany.
19127:  Dobra.
19129:  Mam nadzieję, że coś z tego będzie.
19134:  Cztery wieże strzelają do katapult, więc jest szansa, że któraś trafi.
19146:  Okej, tych wycofujemy No, no, no, no Działaj Działa, dobra Jak tam?
19173:  w Fullmetal Alchemist oglądasz Achtung Alf, przepiękna, przepiękna anime.
19179:  Ale Brotherhood, nie?
19187:  No, z najbardziej zachwycających narracji, jakie kiedykolwiek w życiu czytałem.
19194:  Myślę, że ta flanka może tym razem paść, więc na wszelki wypadek miejmy tutaj strażników.
19200:  Dobra.
19203:  Co nie spojrzę, to bronisz jakieś twierdzy.
19206:  Szanuję za wierne odgrywanie krasnoludów.
19208:  T-t-tak, nie da się ukryć.
