Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
20311:  Moja odpowiedź, no i co?
20313:  No, słuszna odpowiedź, bo... No... Nie da się porównać tych sytuacji.
20324:  Come on!
20325:  W czasach moich rodziców...
20328:  Prezydent ówczesny Krakowa miał taką akcję, że za dobre oceny w indeksie była książeczka mieszkaniowa.
20336:  Co?
20337:  Znaczy dostawaliście mieszkanie, tak?
20339:  W jakichś totalnie półdarmowych warunkach.
20343:  Współdzielcze.
20347:  60 metrów.
20349:  Coś, co w Krakowie teraz idzie za minimum 800 tysięcy.
20355:  Nie da się porównywać tych sytuacji.
20362:  Czy jest jakaś opcja trybutowania bez karty?
20366:  Moja mama, gdy puszczała mi jeden stream, wkazała, przesłać jamniczka.
20369:  Ojej, jak miłe.
20370:  Pozdrów mamę.
20372:  Chyba nie wiem.
20373:  Chyba nie wiem, powiedział Krzysztof tradycyjnie.
20376:  Nie mam zielonego pojęcia.
20377:  Ja jestem skonfundowany, jeżeli chodzi o te opcje płatności, które YouTube udostępnia.
20382:  Dobranoc, Adamie.
20383:  Dobranoc.
20384:  Wszystkiego dobrego.
20388:  Ja w twoim wieku to byłem starszy!
20390:  O, to jest... Słuchajcie, to jest najlepsza... To jest najlepsza odpowiedź, którą Valve nam podsuwa.
20394:  Tak jest.
20399:  Krakowie kawalerkie potrafią kosztować 500 tysięcy?
20401:  To i tak dobrze.
20404:  Ja kiedyś z zainteresowania sprawdziłem, czy z tego zainteresowania i ciekawości, czy dostałbym kredyt hipoteczny.
20411:  Otóż nie!
20414:  Na takie najmniejsze mieszkanie.
20420:  Nie wiem, czy sytuacja mieszkaniowa się poprawi, bo sytuacja mieszkaniowa jest jaka jest, dokładnie z takich samych powodów, z jakich była w Stanach, to znaczy przez spekulacje na rynku.
20430:  I przez to, że paru przedsiębiorców sobie wymyśliło, że będzie robić interes na tym, że na handlu mieszkaniami, na boostowaniu cen.
20442:  Jest w tej chwili w Polsce bardzo podobna sytuacja do tego, co było w Stanach przed tym wielkim krachem.
20451:  Ale Bartoszu, ty piszesz, że ci nauczycielka obniżyła oceny za pismo.
20457:  To jeszcze się zdarza.
20459:  Mnie za pismo obniżyła ocenę babka, która uczyła romantyzmu, bo czegożby innego, na wydziale polonistyki .
20473:  Miałem 5-0, po czym ona powiedziała, że ponieważ brzydko pisze, daje mi 4.
20483:  Ja by... co?
20487:  No dzisiaj bym powiedział, nie wiem jak taki kretyn mógł zostać profesorem.
20496:  Ale najwyraźniej mógł.
20497:  I to jest jeszcze jeden z powodów, dla których tak lubię ten system.
20505:  Tak, najlepiej byłoby, gdybym pisał taką kursywą XIX-wieczną, to byłoby przepiękne.
20509:  A, dla kontekstu egzamin trwał równą godzinę, nawet nie półtorej godziny, i trzeba było odpowiedzieć na trzy pytania typu, z których jedno brzmiało, zarysuj sytuację i opis całej sytuacji literackiej związanej z romantyzmem w Niemczech, a drugi we Włoszech, a trzeci we Francji.
20533:  Jeden z tych tematów by zajął półtorej godziny, więc ludzie pisali w ten sposób, tak?
20538:  I bolały ręce od tego.
20540:  Bo wiadomo, pamiętajcie, im szybciej, tym lepiej.
20552:  Powód, dla którego do dzisiaj nie znoszę i nienawidzę wszelakiego rodzaju zawodów kompetytywnych, tak?
20558:  To znaczy szkoła mnie w stu procentach do tego zniechęciła.
20563:  I nie potrzebuję tego.
20567:  Do dzisiaj mam tak, że jak jakaś gra jest na czas, to na czatach było widać to parę razy, to ja panikuję.
20574:  Tak, im szybciej, tym jest większa wiedza, oczywiście.
20576:  Im szybciej potrafimy coś napisać, tym więcej umiemy.
20580:  To jest potwierdzone naukowo.
20587:  O, jak mi przykro, że wszyscy strzelcy wymierają.
20590:  Najwyraźniej strzelcy to jest gatunek wymierający.
20594:  Dobrze, a teraz tradycyjne, tradycyjna taktyka.
20600:  A może jeszcze, jeszcze wyślimy tutaj wszystkie szczury.
20608:  Aaa, tak!
20610:  Dobrze, dobrze.
20612:  Dobrze, dobrze, dobrze.
20613:  Walniemy tu od razu zaklęciem, myślę, jednym.
20616:  Bo się gromadzą tak radośnie.
20627:  O, kluken, kluken, witamy.
20628:  Właśnie mignęłaś.
20640:  Okej.
20641:  Nie wiem, co tutaj się dzieje, ale dlaczego te szczury atakują... Nie atakujcie pojedynczych oddziałów, to bez sensu!
20652:  Tak!
20653:  Tak!
20653:  Dobrze!
20654:  Dobrze, dobrze!
20657:  Świetnie!
20658:  Jak jesteście zainteresowani, co to jest to zielone, to jest to smród, który generują kadzienice zarazy.
20663:  Ten smród jest tak straszliwy, że wszyscy usiłują uciec.
20669:  Działa to troszeczkę tak, jak Mortis Engine u wampirów.
20676:  Czyli zadaje obrażenia rozłożone w czasie.
20678:  Niewielkie, bo niewielkie, ale zawsze coś.
20681:  Chilfor oddany, usiłuje... uuu, tu się jakieś niedobre rzeczy dzieją.
20688:  Wcofajmy go.
20690:  A tymczasem... Witamy Viriona.
20699:  Wyobraźcie sobie, pisze Izol, czego się nasuwałem przy moim ADHD i dysgrafii.
20702:  O wielkie nieba.
20706:  To dopiero.
20709:  Ile zaklęć wspaniałych!
20714:  Kto tam?
20714:  A, Chilfoyle oddany daje nam takiego łupnia.
20718:  Przyzwijmy zatem piechotę, która zniszczy Chilfoyle'a oddanego.
20725:  A przede wszystkim, skoro tak chętnie nas atakują tutaj, czy mamy jakieś jednostki, które nam będzie to zagrażać?
20731:  Nie.
20732:  Zatem, odprowadźmy sobie strzelców.
20735:  Raz.
20736:  Strzelców dwa.
20739:  I przede wszystkim naszych wypalaczy.
20742:  A tutaj zaraz rzucimy coś, czego jeszcze nie znacie, to znaczy przeklęte trzynaste zaklęcie.
20758:  Hmm, taaak.
20763:  Giorgio Shurani!
20764:  Jakie ładne!
20768:  Prawie tak dobre, jak niegdysiejszy jeden z lepszych dowcipów Admina Tygodnika Nie z Urbanem z taką blond plerezą ładną i z podpisem Giorgio Urbani.
20792:  Dobrze.
20795:  Walniemy teraz Przeklęte Trzynaste Zaklęcie.
20797:  Jesteście zainteresowani, co robi Przeklęte Trzynaste Zaklęcie?
20800:  Otóż jest przeklęte.
20805:  Przeklęte Trzynaste Zaklęcie to jest gigantyczny wybuch, który przyzywa jednostkę straszliwych szczurów.
20812:  Znaczy, to jest... to jest Stom Vermidge i nie jest to taka straszliwa ta jednostka, ale... ale zawsze jest wybuch jakiś.
20820:  Oho, strzelcy tu się zgromadzili, oczywiście.
20822:  Strzelcy be like, o, teraz jest czas, że mogę zabłysnąć.
20826:  Nie.
20826:  Nie.
20839:  Kompromis.
20840:  Przenieśmy, pisze Manek, mieszkania z kinów, w których nie mieszka nikt do Polski, żeby zamknąć puste mieszkania w kinach, chociaż ma tyle ludzi, co mieszka w Francji, 80 milionów naprawdę.
20847:  Słyszałem o tym.
20848:  Okej, tu się jakieś dziwne rzeczy dzieją.
20855:  Ale mamy tutaj przecież naszych wypalaczy.
20857:  Wypalacze, proszę uprzejmie tutaj przejść.
20861:  Myślę, że tych strzelców trzeba było wyeliminować wcześniej.
20864:  Jest wybuch, jest impreza, zawsze.
20874:  Faktycznie, kluchenmuchen powinna dostać moda, przecież ma na Discordzie.
20878:  Dlaczego nie dostałem ustaw?
20881:  Dlaczego nie dostałem informacji?
20885:  Naprawiona rzecz!
20888:  Dobra, dobra, dobra, dobra.
20890:  Teraz... Teraz tak!
20893:  Wypalamy!
20895:  Dobrze.
20901:  Pięknie wypalają!
20903:  Ślicznie wypalają!
20904:  A teraz... Podprowadźmy może... ...szczuromioty.
20916:  Piękności.
20925:  Relikwiarz Graala się jeszcze trzyma jakoś.
20929:  Okej, została konnica głównie.
20931:  Świetnie.
20935:  Zbrojni z tarczami postanowili zaatakować wreszcie.
20939:  Krzysztof Kaczkielo czuje się delikatnie sprowokowany, żeby opowiedzieć, co się dzieje na medycynie, ale że początkowe lata robienia za córkę Fritza, chwilowo za sobotę, może innym razem.
20951:  Przerażasz, a mowa o medycynie UJ czy innej?
20960:  Myślę, że Chilfroy oddany będzie teraz oddany rogatemu szczurowi.
20964:  Tak.
20969:  Niestety jeden z naszych szczurów jest absolutnie... Musimy go wycofać.
20976:  Co?
20983:  Czemu, jak rozkazuje przyzwanie jednostki, to się to nie dzieje?
20992:  Dobrze, przenieśmy sobie tego szczura daleko, żeby nam się nie pomylił.
21003:  Najlepszy szczurzy temat!
21008:  Najlepszy, absolutnie najlepszy.
21011:  Co możemy tu zrobić?
21012:  Walnąć wspaniałe zaklęcie.
21015:  Good spell!
21016:  Good!
21019:  Good!
21022:  Oni i tak trzymają te tarcze.
21024:  To jest typowa Bretonia.
21026:  Trzymają te tarcze w taki sposób, żeby przypadkiem nie zobaczyć, kogo atakują.
21030:  Co ciekawe, to wyglądało tak, jakby mieli same tarcze.
21038:  Tu są gdzieś jeszcze jacyś śmieszni łucznicy, owszem.
21043:  W tym samym czasie możemy wreszcie wkroczyć.
21053:  Nie wiem co tu się dzieje, ktoś nas atakuje?
21055:  Nie, na szczęście.
21061:  A wiem, że na Uniwersytecie Opolskim jest Game Studies.
21064:  Bardzo dobrze, im więcej Game Studies, tym lepiej w Polsce.
21068:  Naprawdę?
21069:  Naprawdę?
21071:  Czy ta konnica zawsze musi atakować wtedy, kiedy ja się przegrupowuję?
21079:  I zawsze atakować nasze najcenniejsze jednostki?
21087:  Nie, to jest niewiarygodne.
21089:  Za każdym razem!
21092:  Uciekaj, uciekaj, uciekaj, uciekaj.
21093:  Dobrze.
21097:  To jeszcze nie byle jaka konnica, bo strażnicy Graala.
21106:  Dobra, koniec tego dobrego.
21118:  Ciekawe to, że praktycznie nie chcą strzelać na szczury.
21122:  Chyba są za ciasno... Tak, mają zablokowany strzał kompletnie.
21127:  Już aż strach w tym momencie cokolwiek zrobić.
21138:  Dobra, mamy strzał.
21141:  Ale tak byśmy nie mieli.
21144:  Niesamowite to jest po prostu.
21147:  To jest jedna jedyna rzecz, która bardzo bym chciał, żeby została zmieniona.
21150:  Bardziej niż oblężenia.
21154:  Znaczy, paw fajny.
21158:  Te miasta w Wojennym Młoteczku totalnie mnie rozwalają.
21161:  Jeszcze nie widziałem takiego miasta z tak szerokimi drogami i ogromnymi odstępami od murów.
21164:  No muszą być, bo to byłoby niegrywalne inaczej.
21168:  I tak są za wąskie.
21169:  Jak na wymagania tych jednostek, zdecydowanie są za wąskie.
21175:  Jeżeli myśmy stracili wypalaczy, to dostanę szału.
21186:  Ale to jest możliwe, żeśmy ich stracili.
21188:  Dobra.
21200:  Czy wreszcie... Tak, tu się udało.
21204:  Teraz trzeba się zastanowić, w jaki sposób się rozłożyć tak, żebyśmy jednak strzelali.
21208:  Krzyż, ja w samochodzie!
21210:  Bądź w porządku, tak, tak!
21211:  Wrzuć się do drzwi!
21222:  Piąta jednostka to niewypalacze niestety, to są moździerze morowego wiatru i... Jestem bardzo zmartwiony tym faktem.
21238:  Dobra, Blake Priest jeden idzie tutaj, drugi idzie tutaj, trzeci tutaj też.
21245:  Ani się obejrzymy, a w ogóle jak się zastanawiacie, tej piechoty Skavenu z drużyną specjalną nie można dawać na mury, co powoduje rozliczne problemy.
21260:  Teraz powinno być okej.
21261:  Jeszcze się upewniam, ale...
21278:  Okej, mają już prawie karę do dyscypliny.
21283:  Teraz tak.
21284:  Zacznijmy ostrzeliwać królewski rycerz na Pegasach.
21287:  Trudna walka.
21292:  Sądzę o horrorach.
21293:  Nie oglądam Bartoszu, niestety.
21295:  Moje życie jest zbyt przerażające.
21300:  Wystarczająco przerażające.
21301:  O, tak południmy.
21305:  O, wreszcie!
21306:  No wreszcie!
21309:  Snajperzy snajpią!
21311:  Jestem zaszczycony!
21319:  Ale nie wszyscy.
21320:  Aaa, tak.
21340:  No wreszcie, wreszcie!
21362:  Wstrętni Brytończycy.
21363:  Teraz... Co?
21365:  Jeszcze nasz prorok oberwał?
21367:  Jakim cudem?
21368:  Co tu się w ogóle zdarzyło w tej bitwie?
21373:  Przetrwali!
21376:  To jest powód, dla którego fani klasycznych Total Warów nie lubią tego Total Wara.
21380:  Obrażenia zadane przez jednostki, obrażenia zadane przez magów.
21385:  No cóż.
21387:  No cóż.
21403:  Kto by pomyślał, że Quenelles będzie tak trudne w zdobyciu?
21407:  Na pewno nie ja.
21408:  Świetnie, parawon nie ma.
21410:  Dobrze, bardzo dobrze.
21412:  Parawon nie ma nikogo.
21413:  Co potrzebujemy?
21414:  Myślę, że premia do szarży przyda się najbardziej już na tym etapie.
21421:  Ten szczur nie kupi!
21424:  Nieee!
21428:  I wie, gdzie szef!
21431:  Lord Vagat sprytny, ale damy mu tylko to.
21435:  Dobra.
21447:  Góra Goombad.
21447:  Nie pamiętam, co jest w górze Goombad, poza wstrętnymi krasnoludami, ale pamiętam, że można ją złupić.
21454:  W przypadku Ikita opłaca się wykonywać więcej akcji, bo za każdym razem, jak zrobi, to jest szansa na spacz paliwo, a spacz paliwo daje bomby, między innymi.
21470:  Okej, tu się ciekawe rzeczy dzieją, to znaczy, z tego, co widzę, nasz wróg wraży, a złośliwy.
21480:  Wybył.
21487:  Nie możemy za bardzo, niestety... Nie możemy za bardzo iść w zasadzkę przez tego bohatera.
21495:  Jak jest bohater blisko, to niestety nie można iść w zasadzkę.
21498:  Nie, niespodzianka.
21501:  Informatyka w szkole teraz poszła trochę do góry, są nauczone podstawy HTML i Python'a, znaczy HTML'a to już trochę, ale Python'a to dobrze, to mnie zachęciło do programowania.
21509:  No, to dobrze, to dobrze.
21511:  U mnie informatyka była na tragicznym poziomie, to znaczy to był poziom, wiecie, obsługa Paint'a i Word'a i to jeszcze mało zaawansowana, więc no naprawdę, był dramat.
21523:  I taki, taki bardzo konkretny dramat.
21529:  Raz i raz, tyle myślę?
21532:  Coś jeszcze mamy do zrobienia w tej turze.
21534:  Tak!
21535:  Razz Pacino może z... Okej, może mieć zaskakującą bitwę, której nie przewidział, a zatem Razz Pacino jeszcze tutaj pozostanie.
21550:  To interesujące.
21553:  Chaosy ci nadciągają.
21555:  Zamek Tempelhof jako ma obronę.
21557:  Ma... okej.
21561:  Okej, to jest do zrobienia, ale na wszelki wypadek miejmy tutaj, miejmy tutaj kogoś.
21569:  Jest wiedza.
21573:  Świetnie.
21577:  Świetnie.
21578:  Bardzo dobra wiadomość.
21582:  Bardzo, bardzo dobra wiadomość.
21597:  Wielka osiedla Wielkiej Horyzontu!
21626:  Prawda jest taka, że powinniśmy móc to rozstrzygnąć bez żadnego problemu.
21629:  I tak też jest.
21631:  I tak też jest, bardzo dobrze.
21635:  I możemy kontynuować rekrutację, bo to jest coś, co nas bardzo powstrzymywało w tych stronach.
21641:  Raz, dwa, trzy, cztery i... Tak.
21647:  Szczurzew spalin!
21648:  Powraca!
21657:  Co uważam o Wiedźmin Blood Origin?
21658:  Domyślam się, że niewiele dobrego.
21662:  No.
21663:  Jedyny Wiedźmin ostatni, który mi się podobał, to była Zmora Wilka, czyli anime, które recenzowałem.
21674:  Tak narzekacie na tego Paint'a, gdzie indziej nauczylibyście się malować Świętego Mikołaja w 400 pikselach.
21679:  Trochę tak jest.
21680:  Nie, ale wiecie, każdego programu można nauczyć dobrze.
21686:  Kwestia jest tylko taka, czego uczymy.
21689:  Ja po tym, co muszę tłumaczyć na etapie Worda,
21694:  Nie wspomnę już o tym, że istnieją inne edytory tekstu, jak Latak czy Scrivener.
21700:  Wiem bardzo dobrze, czego się uczy w informatyce, w szkole przynajmniej w tym zakresie.
21706:  Jest to raczej niepokojące.
21707:  Atak!
21707:  Uciekaj!
21714:  Zabójca jest sprytny.
21744:  Ale to pewnie, że nasza społeczność jest pomocna.
21747:  Mamy fantastyczną społeczność.
21749:  To jest jedyny powód, dla którego ja tak lubię zaglądać na Discorda, bo ja generalnie z mediów społecznościowych się dawno temu wypisałem pod wieloma względami i traktuję je jako duży billboard albo za ekstencję mojej woli, którą mogę sobie rozporządzać w różnych miejscach i mówić rzeczy, o których myślę.
21770:  Natomiast na Discorda zaglądam tak towarzysko czysto, to jest, wydaje mi się dlatego, ja nie jestem medioznawcą, więc nie będę tutaj żadnych teorii snu, ale wydaje mi się, że jest to taki powrót do z jednej strony tego, czym miał być Facebook, a z drugiej strony do forów dyskusyjnych i ich... unikatowości.
21795:  Pod tym względem, że ta fora się zaglądała wtedy, jeżeli się szukało jakiegoś określonego tematu.
21801:  Sądząc o tak zwanych gównokierunkach na studiach, istnieją takie, na których są przedmioty, które są typowymi zapchaj dziurami i na to trzeba zwracać uwagę i czytać sylabusy.
21816:  Nie przestanę tego powtarzać.
21817:  Czytajcie sylabusy, dopychajcie się do nich.
21820:  Jeżeli nie możecie ich nigdzie znaleźć, to jest to bardzo niepokojące.
21823:  Powinno zawsze się mieć możliwość sprawdzenia sylabusu danego przedmiotu.
21828:  czyli opisu tego, co was czeka w trakcie danego przedmiotu, więc nie, są kierunki, które były wyśmiewane, ja sam kończyłem wyśmiewany kierunek swoją drogą, nie narzekam, to jest wszystko, wszystko zależy od tego, co finalnie z tym zrobicie, równocześnie jednak, jak zawsze będę powtarzał, dobrym pomysłem jest rezygnacja w momencie, w którym nie daje nam to tego, czego, co byśmy chcieli.
21857:  No, info na Twitterze o streamach musi być, to wiadomo.
21860:  Dlaczego zawsze atakowane są osady, które nie mają nic?
21865:  Nie ma sensu.
21868:  Karneval Mephisto ma urodziny.
21870:  Moi drodzy, wiecie co robić!
21872:  Przynajmniej trybutariusze wiedzą co robić, bo mogą zajamniczać.
21875:  I tak należy.
21887:  Smacznego, Steven Blue.
21889:  Jestem gotowy.
21916:  Trochę mi żal teraz, że... Dobra, artyleria przetrwała, to jest najistotniejsze.
21923:  Lord Skrull jest już dostępny, to dobra wiadomość.
21930:  Dobra.
21931:  Nie uwierzycie!
21936:  Ale... To jest oficjalnie koniec Tobaro!
21942:  Nie potrzebujemy już tej prowincji.
21947:  Nie do wiary!
21950:  Nikt nie sądził, że to się kiedykolwiek zdarzy.
21953:  A jednak!
21954:  Zdarzyło się!
21962:  Zdarzyło się.
21967:  Do której sceny?
21967:  Nigdy nie wiem.
21968:  Eee, zaraz, mam wrażenie, że kończymy powoli.
21974:  Ale może mówiłem to o krasnoludach, które mają chyba ostatnią osadę?
21984:  Nie, jeszcze się gdzieś gnieżdżą.
21986:  A już myślałem, bo to ich stolica była.
21988:  Teraz Kraina Zgromadzeń jest stolicą, dobrze.
21992:  Wą z tym, tak, tak.
21995:  Okej.
21996:  Iquid Claw.
21998:  Iquid Claw może, myślę, już zająć górę Gungbad, chyba.
22002:  A może nie?
22004:  Jak nie?
22008:  Bo góra Gungbad chyba, tak, jest pięciopoziomowa.
22012:  Więc Iquid będzie tylko farmić.
22030:  Sneaky Sneakch!
22032:  Tak!
22034:  Dobrze.
22035:  Sneakch Sneakchem, ale Quick ma lepszą armię do oblegania fortec.
22041:  No tak.
22042:  Tak, zdecydowanie lepszą.
22044:  Bo potrzebujemy teraz bardzo łupić i zdobywać.
22050:  A Snicky Snikcz służy nam do jednego, to znaczy Snicky Snikcz będzie zasadzać się w zasadzkach koło Quicka.
22059:  Zatem Quick ryzykuje, a Snikcz go ratuje.
22067:  Intryga Zagłady, pewnie.
22077:  Czy ja dobrze widzę, że mamy nieortograficznego schaba teraz na horyzoncie?
22081:  Tak, zdecydowanie tak jest.
22096:  Wreszcie!
22098:  Wreszcie jest szansa!
22103:  Jest duża szansa na to, że wysadzimy w powietrze high elfy.
22108:  O tak.
22111:  Wciąż powtarzam, że młodi admini na Discordzie są mega.
22116:  Zgadzam się liu, absolutnie.
22120:  Gadam się absolutnie.
22123:  Ja się do tego kompletnie nie nadaję, ja nie umiem takich rzeczy robić, a najważniejsze jest to, że mamy empatycznych moderatorów.
22130:  To jest najważniejsze, myślę.
22132:  Jak tutaj sytuacja?
22133:  Czy jesteśmy w stanie rozstrzygnąć szybko tę bitwę, czy nie do końca?
22138:  Okej.
22139:  To znaczy, że Templehof jest bezpieczne.
22142:  Fort Obersteier potrzebuje... Nie, jak znam życie będzie tak, że w momencie, w którym upgradujemy go do drugiego poziomu, to runie na niego cała inwazja.
22155:  Dobra, jak tutaj sytuacja?
22158:  W porządku chyba.
22161:  To zostaje nam Lord Vakad, którego możemy wreszcie zmienić, odebrawszy mu wcześniej wszystko.
22173:  Nie zauważyłem malusza.
22198:  Na jaki fantasy serial najbardziej czekam?
22201:  LOTR zdecydowanie.
22202:  Prequel gry o tron to jest taki mech z mojej strony, bo David Benioff i DB Wives się tak zbłaźnili ósmym sezonem, że nie czekam teraz.
22214:  Do następnego, Krzysztof Kaczkielo, dzięki serdeczne.
22217:  Czy składałem sam swój komputer?
22219:  Wstydliwa sytuacja, nie lubię tego przyznawać na AGQ, ale ja jestem typem człowieka, który jest szczęśliwym użytkownikiem komputera, co oznacza, że nie mam zielonego pojęcia, jak to cholerstwo działa.
22230:  Bardzo nietypowo dla pececiarza.
22232:  Reap for pestilence!
22243:  Uuuu!
22244:  Dostaliśmy bardzo ważny talizman, który wykorzystamy dla Mistrza Śmierci Sneakcha.
22251:  To jest najlepszy talizman, jaki można mieć.
22254:  Magiczna ochrona 17%.
22257:  Czyli mamy już na tym etapie... Co?
22263:  Yyy, jak to?
22265:  Jak, jak to?
22267:  Ja byłem przekonany, że Płaszcz Cieni jest dobry!
22274:  Nie wie, kim są jego bossy.
22275:  Ten rat nie jest żartem.
22304:  Dobra i... chyba tyle.
22308:  Jaki uniwersum najbardziej zasługuje na grę pokroju Total War Hammer 2?
22312:  Yes, yes!
22313:  Quick always wins!
22316:  Przepraszam, że quick... Yes, yes!
22319:  Quick always wins!
22322:  Władca Pierścieni.
22325:  Władca Pierścieni zasłużył na naprawdę dobrą grę.
22327:  Nie mam zielonego pojęcia dlaczego, wciąż jest tylko jedna taka.
22333:  To znaczy Battle for Middle-earth.
22341:  Z tym płaszczem Chini to jak otworzyć Kinder Niespodzianka i znaleźć puzzle.
22344:  Tak, to prawda.
22346:  To prawda.
22348:  Byłem przekonany, że on daje jakąś odporność.
22352:  Pytam się, czy można powiedzieć, że Warhammer jest meandryczny.
22357:  W zależności od tego, co chcemy powiedzieć.
22358:  Jeżeli chcemy powiedzieć o tym, że tutaj trzeba bardzo kluczyć, to tak, jak najbardziej jest meandryczny.
22368:  Tak, chyba dobrze.
22370:  Tak mi się wydaje.
22371:  Chyba też dobrze.
22373:  genialne plany i plany w planach są.
22376:  Tutaj mamy jakieś śmieszne oblężenie, może zdołamy je zdławić i nie zdołamy go zdławić, zdołamy je zdławić i nie zdołamy go zdławić.
22383:  To jest jakaś przepotężna armia oblegająca, co tu się w ogóle dzieje?
22388:  Seriale fantasy na Netflixie?
22389:  Na Netflixie?
22390:  Nie.
22391:  No cieni kość tylko.
22394:  Nie ma innego serialu fantasy na Netflixie.
22398:  Bardzo niewiele seriali fantasy w ogóle.
22401:  A na Netflixie już zwłaszcza.
22403:  Niestety, nad czym bardzo ubolewam.
22405:  Chciałbym więcej.
22407:  Nikt mnie nie słucha.
22410:  Więc cóż... O, wytworzona żywność w mięsnych chlewach, fantastyczna wiadomość.
22415:  Ktoś jeszcze się ma ruszyć, czy nie?
22418:  Iki... Yyy, nie.
22419:  Mistrz śmierci jest nikt, czy nie?
22421:  Nie.
22422:  Nie.
22423:  Nie.
22424:  Ale... Dobrze, tutaj jeszcze nic.
22433:  No Arkane to jest animacja, nie?
22435:  Poza tym to nie jest klasyczne fantasy, tylko to jest steampunk, więc... Ale tak, tak, Arkane jeszcze by się... Jeżeli poszerzamy tą animację, a nie tylko mówimy o serialach aktorskich, to znalazłoby się więcej.
22450:  Smoczy Książę na przykład by się znalazł wtedy spośród animacji.
22453:  Fate Stay by się znalazł, a nie, Fate Stay już nie ma na Netflixie, ale było na Netflixie.
22459:  Zielonego Rycerza nie oglądałem.
22461:  Ja mam problem z Królem Arturem, więc... Jeszcze nie dałem temu szansy.
22467:  Ale jest bardzo, bardzo polecane.
22470:  Przez wszystkich, którym ufam i których znam.
22473:  Wiedziałem, że się złapią na to.
22477:  Na bez schematu jest bardzo pozytywna recenzja Zielonego Rycerza.
22495:  Castlevania... no, powiedzmy, też.
22499:  I też jako animacja.
22500:  Zauważcie, że większość rzeczy dobrych na Netflixie lub w ogóle dobrych rzeczy fantasy to są animacje.
22508:  Hehe, problem z Królem Arturem.
22510:  Grumpy Sapkowski arrives to roast you.
22512:  Tak, tak!
22514:  To jest mój odwieczny biwzan, James Sapkowski.
22516:  Ja nie znoszę Pani Jeziora z tego względu.
22519:  Uwielbiam sagę wiedźmińską do wieży Jaskółki.
22522:  A jednak, czaty, będzie bitwa.
22529:  Problem z Andrzejem Sapkowskim jest taki, że on uważa, że wszystkie kwantazy się wywodzi od króla Artura.
22542:  Więc w ogóle z fantasy jest strasznie ciężko, z definicją fantasy.
22546:  Dużo mądrych głów złamało się na tym już i stępiło na tym zęby.
22551:  Ja wciąż nie jestem do końca pewien, co tak naprawdę determinuje, że coś jest fantasy, a coś nie.
22557:  A jak jeszcze do tego dochodzą rejestry fantasy, zwykle tak do tego podchodzę, że są różne rejestry fantasy w High Epic Dark, no to wtedy to się jeszcze bardziej komplikuje.
22567:  Dobrze, mlichów zarazę zachowamy tutaj.
22571:  Tak samo jak szczury z halabardami może są beznadziejne.
22576:  Szturogry zostaną tutaj.
22582:  Wiecie co, myślę sobie, że procarzy możemy tym razem.
22585:  Wiem, że zawsze tego żałuję.
22587:  Ale tym razem tutaj są katapulty i... Nie.
22593:  Zawsze tego żałuję.
22595:  Zachowamy je w odwozie.
22598:  Natomiast tutaj można zrobić coś innego.
22600:  Tutaj zrobimy tę małą sztuczkę z bramą, żebyście zobaczyli ją.
22605:  To jest... to jest radosna sztuczka.
22606:  Ona się przydaje w momencie, w którym sądziała spadcz błyskawic.
22611:  Wtedy się przydaje najbardziej.
22616:  Blake Monks!
22619:  Nisi zarazy!
22620:  O co tu chodzi z tymi dzwonami u Skavenów?
22625:  To jest symbolika dzwonu, który ubił 13 razy na wieży w Skavenblight, ogłaszając nadejście Skavenów.
22633:  To się wiąże właśnie z upadkiem miasta Skavenblight, znaczy upadkiem, w zasadzie świtem miasta Skavenblight, jeżeli mówimy z perspektywy Skavenów.
22644:  Jest to jedna z piękniejszych historii lore'owych, którą możecie usłyszeć.
22650:  Okej... Tak, myślę, że będzie git.
22656:  Zwabimy po prostu katapulciarzy, żeby nas strzelali.
22660:  W momencie, w którym dzwon zabił 13 razy, to dziwna rzecz, że ludzie zaczynali znikać na ulicach, aż w końcu zniknęli wszyscy i zostali sami skaweni.
22669:  Ale naprawdę, warto tę opowieść albo przeczytać, albo usłyszeć ją w oryginale.
22672:  Jest na... parę filmów lore'owych już powstało o niej.
22677:  Pewnie, żeby było oglądać Astartes, kocham Astartes, chcę więcej takich animacji właśnie, one są cudowne.
22684:  Się nie kąsi na Netflix?
22684:  Tak, i od niego zacząłem, Shadow and Bone.
22688:  Kiedy debiut jako VTuber?
22690:  Wirtualnie, tak?
22692:  Jakoś nie przekonuje mnie to.
22694:  Teraz tak, wielkie pytanie.
22697:  Na pewno nie zdołamy zniszczyć tych czterech wież, więc czy zdołam wycelować?
22707:  Dobrze, strzeliły w jedną.
22717:  To jest cała matematyka zatem, w co należy strzelać w pierwszej kolejności.
22737:  Dobra.
22743:  Ach!
22745:  Jeszcze się rąbnąłem.
22751:  Dobrze.
22753:  Powinno się udać, zobaczymy.
22756:  Mam taką ogromną nadzieję.
22759:  Świetnie, katapulty strzelają tam, gdzie powinny, czyli w złe miejsce.
22763:  Bardzo dobrze.
22769:  Padła wieża.
22771:  Ale ma szansę jeszcze.
22772:  Na wszelki wypadek.
22783:  Dobra.
22786:  Strzelisz, strzelisz!
22787:  Tak!
