Organki szatkują organy — THOREK IRONBROW livestream #3 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=3Z1ESWSjGbE

2:  Kazukan Kazakit!
6561:  Czyżbyśmy mieli dwie armie dla ciebie?
6565:  Och, ale to będzie soczyste, soczysta bitwa.
6569:  Nieznaczne zwycięstwo, chociaż są te pająki.
6574:  Dobra, będzie ciekawie.
6577:  Czy oglądałem Jane the Virgin?
6581:  Przez to, czym się zajmuję, są rzeczy, które wyrywają cię z imersji nawet z dobrych książek.
6584:  A, dwa pytania, myślałem, że jedno.
6586:  Jane the Virgin nie, nie widziałem, ale znam koncept i premise całości i tak są rzeczy, które mnie wyrywają z imersji nawet z dobrych książek.
6596:  Zdarza się to bardzo często nawet i mam wtedy jedną zasadę podstawową.
6600:  Jak coś wyrywa z imersji, należy natychmiast zaprzestać czytać, oglądać, wszystko jedno.
6608:  Teoretycznie, widzicie, to jest przykład tego, że jest przewężenie, ale to jest przewężenie złudne, ponieważ tutaj mogą też przejść.
6615:  W związku z powyższym, my tutaj zrobimy klasyczny corner camping.
6621:  Zresztą inaczej z zielonoskórymi nie warto walczyć.
6625:  Zielonoskórzy są nieuczciwi.
6631:  Och, tak.
6634:  Schowamy tych, którzy są najbardziej ranni.
6640:  Torek tutaj.
6641:  A Gotrek i Felix będą... O, ten będzie do nękania bardzo dobry, nasz hikikopter.
6646:  Nawodnienie, dziękuję, dziękuję.
6653:  Na szczęście niewiele już zostało.
6655:  Można mieć dość picia wody po pewnym momencie.
6659:  Rozpoczynamy.
6661:  190. tura i nareszcie upragniona stabilizacja!
6665:  Tak, to prawda!
6676:  42-funtowa armata z Zubaru!
6682:  Boom, boom!
6684:  Dzień dobry.
6687:  Czy nasz... Tak, mamy pociski przebijające pancerz, to w sumie jest dobry ten żyrobombowiec do nękania pająków.
6696:  Czy ten pająk jest napisany zgodnie z zasadami ortografii orczej?
6699:  Tak, jestem dumny.
6699:  Pająk.
6705:  BOM-BOM!
6707:  BOM-BOM!
6710:  Nie ma jak bomby!
6711:  Nie ma jak taki ładny blob!
6713:  Jakie skupienie jednostek!
6716:  Ach!
6716:  Wspaniałości!
6720:  No dobrze, i teraz... Dzbanek Szczany z Ikei.
6725:  Pilnować, żeby zawsze leżał w zasięgu ręki.
6726:  To jest dobry pomysł.
6727:  Też widziałem, takie termosy są, które pokazują, ile się wypiło.
6733:  Tutaj nam się zrobiła mała flanka, więc będzie trzeba z nią, jak zwykle, sobie jak poradzić.
6738:  To taki niepełny colonel camping mamy.
6744:  Byście mnie nie zjedli, że... Gotrek i Felix, chodźcie walczyć z pająkami!
6750:  O tak, o tak!
6754:  Co sądzę o Forgotten Realms i przygodach Dritza D'Urdena Salvatorego?
6759:  Nie czytałem.
6762:  że organki miażdżą te pająki.
6764:  To jest fantastyczna wiadomość.
6769:  Satisfy the grudge!
6777:  Co to miało znaczyć?
6780:  Tylko ja mogę używać magii.
6793:  Co tu się dzieje?
6794:  Wurdzak!
6810:  Jest pewien chaos, ale nie jest jakoś przesadnie źle.
6815:  Czy walniemy naszą runą?
6818:  Myślę, że walniemy za moment.
6820:  Ale wypadałoby jakiegoś Runesmitha znaleźć, który będzie mieć bliżej zasięg.
6827:  O nie nie nie nie nie.
6835:  Musimy wycofać troszeczkę naszych strzelców.
6850:  Dobra, Gotrek i Feliks mogły zginąć, to mnie kompletnie nie interesuje, po to są.
6856:  Czytałem jakieś powieści w Warhammerowym lore i Gotreka i Feliksa... Właśnie nie, właśnie nie.
6862:  Czy będzie recenzja Transformers Wojna Cybertron na kanale?
6865:  Bardzo możliwe, że tak, bo to chyba jest ostatnia część, prawda, z tych planowanych i jeszcze nie widziałem, więc no spoilers, please, ale widziałem dwie poprzednie części, uważam, że są doskonałe i bardzo warto, żeby dużo ludzi się o tym dowiedziało, więc jeśli się jestem w stanie przysłużyć do tego jakoś, temu jakoś, to chętnie.
6890:  Dobra, rune of rough and ruin chyba będzie konieczny, bo nasi ziela... ziela... zielazni.
6897:  Żelazni remacze mają problem.
6903:  Bałem się, że mogą nawet zginąć.
6907:  Wycofajcie się.
6913:  Tak, ale to jest... To jest o dziwo... Regiment of Renown, czyli coś, co powinno przetrwać, ale przy jednym... Przy jednym pozostałym członku oddziału mógł nie pozostać.
6933:  No te nowe transformy są... Znaczy, dwie pierwsze... Co to się stało?
6938:  Nasz inżynier zginął?
6939:  Kiedy?
6941:  Chyba wórzak musiał mu przyłożyć.
6942:  Oj, niedobrze.
6948:  Niedobrze.
6950:  Dziwne te skaweny mają brody i są lojalne, prawda?
6957:  O nie, Jan... Jamjamraj.
6966:  Lord zginął?
6974:  Jestem zdumiony.
6978:  Aaa, za tego.
6981:  Okej.
6984:  Za Gotreka.
6986:  Natomiast martwi mnie bardzo, czy... No i rany odniósł, bo już myślałem, że zginą na dobre.
6993:  Potrzebujemy sobie wyrekrutować tylko zapasową jednostkę.
7000:  Żelaznych Rębaczy.
7001:  Cztery tury, tutaj będzie mniej, więc cofniemy się najwyżej.
7006:  Dobrze.
7009:  Ale Wurzach wyeliminowany to jest dobra wiadomość.
7014:  Widziałem w twoich subskrypcjach parę kanałów o tematyce StarCrafta.
7016:  Rozumiem, że kampania Ograne.
7018:  O, tak.
7019:  Ograne wiele razy.
7021:  Kocham, uwielbiam, ubóstwiam.
7026:  I naprawdę bardziej, zdecydowanie, zdecydowanie bardziej niż multiplayer.
7030:  Multiplayer jest dla mnie niegrywalny.
7033:  Oooo... Dobra.
7037:  Multiplayer jest dla mnie kompletnie niegrywalny, natomiast kampanie są napisane świetnie fabularnie, to nie jest proste zrobić kampanię fabularną dobrą dla strategii.
7046:  Na przykład taki Supreme Commander, zawsze się mylę i mówię toto Commander, a to nie jest to samo, miał beznadziejne kampanie fabularne, a był znakomitą gorą strategiczną.
7059:  StarCraft jest naprawdę obok WarCrafta jednym z takich tytułów, który robi to naprawdę znakomicie.
7069:  Spróbujemy tutaj obniżyć prawdopodobieństwo buntu, bo chcemy bardzo
7078:  Aż tak bardzo chcemy wybudować tutaj mury, że trzy tury nie będziemy pobierać podatków.
7085:  Starcraft 2 w kooperacji?
7086:  Tak, o to lubię, grałem.
7090:  Lubię i grałem.
7093:  Tylko trudny się zrobił w którymś momencie.
7095:  Ja mam taki zwyczaj, że jak coś się robi za trudne, to się tym nieprzesadnie przejmuję potem.
7100:  Dobra, skoro nie możemy i tak rekrutować, to przynajmniej weźmiemy replenishment.
7103:  W przypadku krasnoludów jest on tragiczny, a my mamy i tak... Aha, bo nie mamy zainwestowanych tutaj punktów, to by wiele wyjaśniało.
7110:  Ale nie możemy, ponieważ chcieliśmy mieć magię runiczną dobrą.
7113:  Tak to się kończy!
7114:  Zawsze, zawsze magowie są prześladowani.
7116:  Zawsze, powiadam.
7118:  Zawsze.
7119:  Tymczasem tutaj możemy, skoro i tak stacjonuje nam ten lord, to niech on chociaż ma jakieś pasywne, radosne umiejętności, które będą sprawiały, że właśnie będzie brak skażenia, że będziemy mieli przychody, o proszę, brak skażenia, jeszcze mimigną gdzieś.
7143:  Musimy się tego skażenia stąd pozbyć, bo jest nie dość, że wampiryczne, to jest jeszcze chaosyckie.
7148:  Przychody wszystkich budynków.
7149:  Dobrze.
7158:  I ze StarCraftem, natomiast e-sportowym mam tak, że bardzo lubię oglądać.
7163:  Naprawdę bardzo lubię, zwłaszcza jak Lowko komentuje albo Artozis.
7170:  A czasem Winter, tylko Winter ma swój specyficzny styl.
7175:  I... No, moje marzenie jest w którymś momencie do Spodku wreszcie trafić i obejrzeć StarCrafta na żywo, no bo nie miałem okazji wciąż.
7182:  Za każdym razem, jak jestem w Katowicach, to to chcę bardzo zrobić i nigdy nie ma na to czasu.
7191:  Dobrze, przezimujemy tu... Skoro tutaj i tak zimujemy, to Mierzwa Grzebaczek dorekrutuje sobie rzeczy.
7198:  Pamiętamy, że musimy mieć... Boże, 2600.
7206:  Organki raz.
7208:  I tutaj rekrutujemy z kolei żelaznych rębaczy.
7215:  Dwa.
7216:  Okej, czyli tutaj organki numer dwa będą jeszcze do wyrekrutowania.
7222:  Akurat cztery tury posiedzimy.
7223:  Dobrze.
7227:  Gdzie bunt?
7228:  Tutaj bunt.
7229:  To było do przewidzenia.
7231:  Chaosy ci też są tutaj.
7233:  Tutaj spędzamy dwie tury.
7237:  Dobrze.
7238:  Takie pytanie.
7239:  Jak trudne są domyślnie krasnoludy do gry dla początkującego w Warhammer 1?
7244:  W Warhammerze 1 w ogóle... Czy są krasnoludy w Warhammerze 1?
7248:  Nie pamiętam.
7249:  Ale w Warhammerze 2, w którego teraz gramy, są dość trudne, dlatego bym polecał oswoić się z nimi właśnie za sprawą kampanii Toreka, ale na oku wiru, tam jest troszeczkę łatwiej, względnie wziąć Grombrindala i Karazekarakę.
7268:  Karazekarak, dla wszystkich, którzy nie siedzą w świecie Warhammera.
7277:  Jeszcze koszt werbunku nam dowolnie by było mało.
7281:  Karazekarak, co się dzieje ze mną?
7282:  Czemu nie mogę tego znaleźć?
7283:  Jest tutaj, w tym miejscu.
7285:  To jest forteca Daui i legendarna.
7287:  Może kiedyś do niej dotrzemy!
7290:  Wszystkie krasnoludy z wyjątkiem Toreka są w jedynce.
7292:  O, to nie wiedziałem.
7294:  Znaczy, nie pamiętałem, bo ja w jedynkę grałem tak dawno temu, że... Co tu jesteśmy w stanie zrobić?
7302:  Absolutnie potrzebujemy złota.
7304:  Potrzebujemy tego portu.
7308:  I to jak zwykle tyle, na co nas stać.
7312:  W Lybaras jeszcze jesteśmy w stanie coś zrobić.
7314:  Tutaj złoto.
7317:  Wzrost.
7320:  Nieprzydzielone punkty umiejętności.
7322:  Nagły atak będzie nam bardzo potrzebny.
7325:  I... Koszt werbungu.
7330:  Wojenne opowieści.
7331:  Czy jest coś, co jeszcze w stanie jest nam pomóc tu i teraz?
7335:  Atak w zwarciu dla krasnoludzkich wojowników.
7337:  To będzie ważne dla garnizonów, bo to są wszystkie rzeczy, które się liczą niestety przy garnizonach.
7343:  Pływy z handlu są nam niepotrzebne, ponieważ gramy efektywnie w This is Total War.
7349:  orkowe chopaki będą niszczyć i plądrować.
7351:  To prawda.
7352:  Niestety.
7356:  Orkami to najłatwiej, myślę, zacząć od kampanii Grimgora, wbrew pozorom.
7360:  Albo ja grałem też Wurzagiem i było bardzo sympatycznie.
7366:  Na pewno Grom the Punch, Grom Wielki Bebzol nie jest polecany, bo nim się gra ciężko.
7373:  Chociaż z drugiej strony ma mechaniki, które później ułatwiają dużo.
7377:  Każdy porządny obywatel gra tylko Imperium.
7380:  Inkwizycja trafiła na nasz czat.
7382:  To było do przewidzenia, prędzej czy później.
7385:  To się po prostu musiało starzyć.
7387:  Dobrze, Torek teraz idzie się mścić na wszystkich.
7390:  Torek będzie teraz zachowywać się irracjonalnie.
7395:  Aha, przeraziłem się, że nie mamy inżyniera, ale on do nas wróci przecież.
7399:  Musimy podbić Numas.
7400:  Pytanie, czy... Mają dwie osady, czyli jeszcze pewnie tutaj gdzieś.
7408:  K... Khemri ma... Setra ma... Setra ma dużo!
7416:  Mmm... Niedobrze, Setra... Setra lubi Numas.
7420:  Ooo... I Setra się lubi z Grimgorem, co gorsza.
7424:  Mam...
7427:  Co?!
7427:  Czemu?!
7430:  Dobrze, to inaczej.
7435:  Idziemy na północ.
7438:  Witam, witam na czacie wszyscy.
7439:  Co rozwijać z technologii ukrasnania na początku?
7444:  Nie tu.
7446:  Ja idę tą linią na początek, żeby jak najbardziej i jak najwięcej mieć przychodu, ale to było akurat na tej kampanii, gdzie było naprawdę bardzo ciężko z pieniędzmi.
7458:  Druga rzecz to absolutnie to co... Sorry, to co piszesz na czacie, to znaczy jednostki strzelające, ale ta linia moim zdaniem tutaj
7468:  To jest mus na początek.
7471:  Jeżeli są problemy z public order i nie chcemy mieć rebelii, to wtedy można wzmocnić to zarządzenie.
7479:  I tutaj jest linia z kolei dyplomacji, stosunki dyplomatyczne z ludźmi, ład publiczny, ład publiczny plus dwa i tak dalej, brak skażenia.
7487:  Ta linia jest dobra dla kara ze karak.
7490:  Zwłaszcza, że prędzej czy później Karaza Karag ma problem w postaci klanu Morse, albo klanu Eshin, albo klanu Scryer, które zaczynają być zbyt potężne i budzenie strachu we starciu ze skavenami przydaje się.
7507:  Więc to zależy bardzo od tego, kim gramy.
7511:  Jak tam któreś z tych rebelii się już rozpoczęły, to możemy ją rozstrzygnąć.
7516:  Nie, wciąż jeszcze nasz garnizon nie jest dostatecznie, dostatecznie awansowany.
7522:  Ok.
7524:  Rekrutacja za dwie tury się skończy.
7528:  Dobrze.
7529:  Mury już są.
7533:  Gothic Armada uwielbiam!
7535:  Och, wspaniałości!
7536:  Grałem w jedynkę i zacząłem grać w dwójkę.
7540:  Tylko jest problem.
7542:  Z Battlefield Gothic Armada miałem ten problem, czy kłopot.
7548:  Grimgor wrócił.
7550:  Long time no see.
7553:  Ależ to uwielbiam.
7557:  Zanim się zmierzymy z Grimgorem, zostawię was na momencik. ...
7650:  Z Grimgorem żelaznoskórym należy walczyć wyłącznie z żelaznym pęcherzem.
7657:  Dobrze, co się dzieje?
7661:  Wengeful Runelord tu.
7665:  O, świetnie, w dobrym momencie.
7669:  W dobrym momencie, okej.
7674:  Czas iść na imprezę taneczną.
7676:  To w takim razie nie wiem, czy życzy się wtedy połamania nóg z dziku, ale jeśli tak, to właśnie tego życzymy.
7682:  Skaveni przekopali tunel i porwali Magusa.
7686:  To było do przewidzenia.
7687:  Przyznajcie się, że wszyscy się spodziewaliśmy, że prędzej czy później się to stanie.
7696:  Coś tutaj się pochrzaniło z animacją, widzę.
7700:  Gotrek wraca, Felix wraca, wszyscy wracają.
7703:  Felix będzie nam robił zwiad.
7707:  Dobrze Felix, zwiedzaj.
7717:  Tak sądziłem.
7721:  Dobrze Grimgor, ja też potrafię niszczyć.
7725:  Też potrafię niszczyć.
7726:  Już nie ma żadnego znaczenia to, czy zbędziemy tę osadę, czy nie, bo ona jest i tak zbyt słaba, żeby czegokolwiek bronić.
7731:  W sumie nam się bardziej opłaca w tym momencie... Ja wiem, będziecie wszyscy oburzeni, ale bardziej nam się opłaca teraz... ...wziąć pakiet o... Boże, pakiet.
7744:  Pakt od nieagresji... ...z wszystkimi królami grobowców...
7758:  Dobrze.
7761:  Niech ustawią tutaj sobie szlak handlowy i w ten sposób będziemy z nimi mogli handlować.
7766:  Woda.
7767:  W Bloodborne... O, nie grałem, moi mili, nie grałem.
7770:  Nie zdążyłem pokonać Nakaya?
7774:  Niestety.
7776:  To się zdarza.
7779:  On prawdopodobnie migrował w te strony.
7782:  Może się jeszcze pojawi.
7784:  Powiedział, nikt nigdy w przypadku Nakaja.
7787:  Nakaj niestety szybciej ginie, niż jesteśmy w stanie cokolwiek z nim zrobić.
7790:  Duma weteranów, utrzymanie dla jednostek długobrodych, koszt trwania werbunku dla żelaznych smoków, doświadczenie dla żelaznych rębaczy, to jest dobra linia dla nas, ale potrzebujemy tego wpierw, czyli utrzymania dla jednostek żelaznych rębaczy i żelaznych smoków, bo będziemy mieli ich dużo.
7811:  Bunt za buntem, nawet się jeszcze pierwszy nie skończył, a drugi się rozpoczyna.
7815:  Okej.
7822:  Teraz tak.
7824:  Teraz możemy przejść już, myślę, już po 200 turach do rozglądania się za tymi artefaktami.
7833:  To znaczy bardzo potrzebujemy o, o, o, tych wspaniałych rzeczy.
7849:  Jak bliziutko!
7851:  Zajmie nam to tylko 200 tur, żeby tam dojść.
7854:  Bardzo zabawne.
7856:  Bardzo zabawne.
7857:  Dobrze.
7858:  Drugi.
7863:  Bliżej.
7865:  To jest poza naszym zasięgiem w tym momencie.
7870:  Okej, tutaj jest do ogarnięcia.
7877:  Tu się i tak zmierzamy, więc troszeczkę lepiej.
7888:  Karazekarak?
7893:  O, o, o, o, o, o, o!
7896:  Dobrze.
7897:  Idziemy na północ wtedy, bo widzę, że są trzy aż.
7900:  Raz, dwa, trzy artefakty.
7903:  Idziemy łowić artefakty.
7904:  Mamy Doomstacka, nie powinniśmy przegrywać.
7906:  Hehehe, powiedział nikt nigdy.
7911:  Nie, nie prowadziłem nigdy papierowego RPG.
7914:  No, niby arcymak, a nie potrafi przywołać żywiołaka wody.
7917:  Przepraszam najmocniej.
7918:  Ja jestem tylko i wyłącznie odpowiedzialny za domenę ognia.
7922:  Żadne inne mnie nie interesują.
7932:  Trochę mnie niepokoi to, że Grimgor może tutaj się znowu zjawić pod naszą nieobecność.
7938:  To sprawi, że będziemy mieć kłopot.
7942:  Okej.
7945:  Ale liczę na to, że Numas zdobędzie katar, bo to jest zbyt soczyste.
7956:  Sytuacja w Rasetrze jest dobra.
7957:  Mierzwa grzebaczek, idziesz na północ.
7961:  W trybie nowu.
7963:  Grimgor uwielbia atakować tym przesmykiem.
7966:  Wprawdzie tutaj się dzieją rzeczy i domyślam się, że to są Skaveni.
7972:  Cel urazy?
7975:  A, dobrze.
7977:  Cel kampanijny urazy.
7980:  Tutaj jesteśmy w stanie pozbyć się tego buntu szybko?
7983:  Nie, nie jesteśmy.
7985:  Okej.
7986:  To poczekamy, aż się te bunty rozwiną w takim razie.
7989:  Tutaj... To samo.
7992:  Ale już jest nieznaczna porażka przez ten awans, a nie straszliwa.
7997:  Czy grałem w Legend of Zelda Breath of the Wild?
7999:  Nie, ale gram w Genshin'a, a ludzie mi mówią, że to jest praktycznie to samo.
8013:  Genshin Impact naprawdę jest dobrą grą.
8016:  Ja wiem, że to jest gacha games, ale prawda jest taka, że ta waluta, którą się tam wykorzystuje do kupowania poszczególnych postaci, wewnętrzna, growa, czyli Primal Gems, jest czymś, co naprawdę jest w stanie zaangażowany gracz wyfarmić.
8031:  Nie jest potrzebny aż tak żmudny grind do tego.
8033:  Jest żmudny, ale nie aż tak żmudny.
8036:  Walczymy.
8038:  Będzie łatwe wbrew pozorom.
8041:  Jedyne co mnie bardzo drażni to to, że nie jesteśmy w stanie wciąż, a w ogóle Karak Zorn to jest jedna z fortecy, którą mamy od samego początku i wciąż nie ma poziomu piątego.
8049:  Żadna z naszych krasnoludzkich fortec nie jest na poziomie piątym.
8052:  Tak straszliwie został zdegradowany rozwój krasnoludów, bo został.
8059:  że to się w głowie nie mieści.
8060:  To wszystko dlatego, że wprowadzili tę mechanikę, zgodnie z którą po wygnaniu potyczki możemy zwiększyć rozwój.
8067:  No ale to jest słaby... słaba rekompensata.
8072:  Wciąż mamy grudge thrower, a nie organki.
8077:  Ale i tak sobie poradzimy.
8080:  Raz.
8083:  Dwa.
8085:  Trzy.
8088:  Cztery.
8090:  Pięć.
8091:  Pięć.
8093:  Kusznicy.
8097:  Kusznicy.
8099:  I tutaj damy oddział taki, który będzie strzelał w dwie strony na wszelki wypadek.
8103:  Town tradycyjnie idzie tutaj na środek.
8105:  Kto nam został?
8108:  Zostali nam... Longbeards, czyli ci, którzy giną.
8116:  Gdzie są...
8120:  Czy jestem ślepy, czy tutaj nie ma... dział?
8123:  No tu są działa, dobra, nie jestem ślepy.
8125:  Dwa działa.
8128:  Niedobrze.
8130:  Niedobrze.
8141:  Do grania gęsina wymagane jest duża odporność na fanservice w wykonaniu seksownych waifu.
8145:  To prawda, to prawda, to prawda.
8146:  Mam wrażenie, że farmienie primogemmów jest bardzo fajnie wkomponowane w gameplay.
8150:  Idealna marchewka na odpowiednio długim kiju.
8152:  Nie za długim, nie za krótkim.
8153:  Zgadzam się.
8155:  Zgadzam się.
8157:  Absolutnie się zgadzam.
8163:  Ja wiem, że niepełnosprawne wieże, trzeba im wytłumaczyć, że jak mają cele w postaci piechoty, którą jesteśmy w stanie wystrzelać, innej piechoty, którą jesteśmy w stanie wystrzelać, albo czegoś, czego jesteśmy w stanie sami wykapultować, nie, wieże będą strzelać do piechoty zamiast do działu.
8183:  Litości.
8185:  zniszczyć wpierw jedno, potem drugie.
8188:  Powinien być jakiś system, mam nadzieję, że to będzie w trójce, priorytetyzowania celów dla artylerii i dla wież właśnie.
8200:  Tu-du-dum.
8210:  Dobra, jedna, jedna, jedna już jest prawie rozwalona.
8214:  Dobra, drugie działo, drugie działo, drugie działo, drugie działo, drugie działo.
8220:  Okej.
8227:  Wchodzą.
8229:  Okej.
8230:  Interesuje mnie, czy ta flanka będzie też atakowana, bo jeśli tak, to nieprzesadnie musimy zmienić wtedy taktykę, ale jest okej.
8240:  Granat ostatecznego rozpierdolu.
8242:  Będzie, będzie taki, na pewno.
8244:  Brzmi jak coś, czego bym chętnie użył.
8250:  Okej.
8252:  Teraz możecie celować w coś, co wam się żywnie podoba.
8255:  Na przykład w ogary chaosu.
8258:  Albo w wybrańców.
8262:  Chodźcie, chodźcie do mnie, chodźcie, stęskniłem się!
8267:  Pomioty chaosu!
8268:  Czas, żeby się rozpoczęło piękne, wspaniałe strzelanie.
8273:  To jest rekomendacja!
8274:  Zatrzymaj się!
8313:  No a w ostatniej chwili daliśmy tutaj posiłki.
8319:  Bardzo polecam tę taktykę ze schowaniem tutaj oddziałów, bo przeciwnik ich najczęściej nie widzi i nawet jeśli ma artylerię, to ta artyleria tutaj nie trafia.
8331:  Wrogowie wdarli się do zamku!
8333:  I o to nam chodziło, moi drodzy, bo to jest pułapka.
8336:  It's a trap!
8345:  To jest najpiękniejszy rodzaj bitew.
8348:  Co tu się dzieje?
8350:  A, wybrańcy.
8361:  Wybrańcy są silni, to im trzeba przyznać.
8365:  Przekierujemy trochę sił tutaj.
8376:  Żadna jednostka nie jest silna, jak musi walczyć z kimś od tyłu.
8411:  Kluczowe, żeby nie stracić tej jednostki, żeby zachowała awans.
8423:  Bo ma już dwa poziomy.
8431:  Jak tutaj sytuacja?
8433:  To samo.
8434:  Wszyscy, którzy są naruszeni, nawet minimalnie, wycofujemy ich.
8439:  Dzień dobry.
8439:  Dzień dobry.
8452:  Tutaj w ogóle na tej flance nic się nie pojawiło, no przeciekawe.
8457:  Zostają w dupy jak Niemcy pod Kurskiem, to prawda.
8461:  A przypominam, że gra automatycznie nie daje szans, bo... Wszystko jest dlatego, że wybrańcy są liczeni jako jednostka elitarna, którą podobno są.
8472:  Bo to rzeczywiście jako piechota mają najlepsze statystyki, jak widać zresztą.
8477:  W porównaniu z naszą piechotą, come on.
8481:  Ale...
8483:  Nawet najlepsze statystyki kontra kule i pociski z naszych małych krasnoludzi giwer.
8491:  A zwycięstwa heroiczne, nawiasem mówiąc, są o tyle dobre, że dają więcej awansu jednostkom.
8500:  Krasnoludzkie kobiety to krasnalki?
8502:  Tak, dlatego też Warhammer wykorzystuje nazwę DAWI, która jest unisexowa, żeby uniknąć konfundującego problemu.
8518:  Ale łatwy zarobek.
8523:  Piękna sprawa.
8524:  Piękna sprawa.
8525:  Jestem uradowany.
8528:  Ale mi tego brakowało.
8530:  Dlatego też lubię i Dawich, i Skavenów.
8534:  Z Skavenami też można grać w taki sposób.
8536:  Dobrze, jak tutaj, jaka tu jest sytuacja?
8538:  Bo zastanawiam się, czy zburzyć, czy... Tak, zburzymy tę osadę.
8543:  I takiej nie utrzymamy.
8557:  I teraz tak.
8562:  W Lybaras możemy wreszcie sobie troszeczkę zrobić usprawnień.
8568:  Tutaj będą dwie rebelie, które ogarniemy bez żadnego problemu.
8572:  Mierzwa Grzebaczek sobie podróżuje.
8575:  Gdzie jest następna rebelia?
8576:  W Rasetrze.
8577:  Tutaj mamy na szczęście naszego dzielnego wybrańca, który sobie tutaj stacjonuje radośnie.
8589:  Grywam w Assassin's Creed'y, staram się nawet regularnie grywać.
8592:  Nie grałem tylko w Valhalla, a to dlatego, że ja mam roczne embargo na jakąkolwiek grę Ubisoftu, z uwagi na fakt, że Ubisoft nie szanuje mnie jako gracza, więc czekam aż już wypuszczą ten season pass, który oni nazywają bodajże Golden Edition i jak już będzie gotowy ten Golden Edition i będzie za mało golda, to ja go wtedy nabędę i Valhalla ogram.
8616:  Lubię, lubię bardzo serię Assassin's Creed, jestem z nią od samego początku.
8622:  Co ciekawe, jedyny Assassin, który mnie nie zanurzył w sobie, no to był Unity, ale to w zasadzie nie dla wszystkich, którzy śledzili sprawę, nie powinno być zaskakujące, biorąc pod uwagę, że nazwano tę grę na premierze Bugity, chociaż potem oczywiście wyszedł Cyberpunk i się okazało, że nie wiedzieliśmy, co to znaczy wydać zabugowaną grę na premierę.
8642:  I nie podobało mi się też Origins.
8647:  Na wypadek, gdybyście się zastanawiali, to to jest déjà vu?
8650:  Tak.
8652:  Będziemy często bronić tej fortecy jeszcze.
8656:  A ponieważ bronimy fortecy, to możemy robić eksperymenty.
8659:  Jednym z tych eksperymentów będzie postawienie jednego oddziału strzelców tutaj.
8663:  Ciekawy jestem, czy będą strzelać.
8665:  Sprawdzimy to, bo tu są problemy z tym zazwyczaj.
8669:  Fonderers raz... dwa... trzy...
8677:  Cztery.
8679:  I kusznicy.
8682:  Raz.
8683:  Dwa.
8684:  Dobra.
8686:  Ci są nam potrzebni w odwodzie w tym miejscu.
8692:  O właśnie, pytaliście o skróty klawiszowe.
8694:  Z Altem możemy przesuwać całą formację bez burzenia jej szyku, nie?
8697:  Można robić to też w ten sposób, ale z Altem możemy wymierzyć dokładnie, gdzie co ma być.
8703:  Alt i lewy przycisk.
8706:  Tan idzie tutaj tradycyjnie, w Tany.
8710:  Longbeard, bardzo proszę tutaj, grzecznie stanąć.
8714:  Ślicznie.
8717:  To są te wieże, które będą tak napierdzielać, och tak.
8723:  Na poziomie zabagowania Skyrima na premierę już nikt nie pamięta.
8727:  No prawda, by też był bardzo, bardzo był zabagowany.
8730:  Ale ja nie grałem na premierę.
8733:  Troszeczkę później.
8736:  Bo to jednak gra Bethesdy, nie?
8738:  Dobra.
8742:  Unity, mówicie, jedna z lepszych części?
8745:  No proszę.
8747:  Ło!
8748:  Co za wspaniały dźwięk.
8755:  O nie, nie, nie.
8755:  Wpierw działo.
8757:  Proszę bardzo, piekielne działo zniszczyć.
8765:  Zachwycające są te działa.
8769:  I to jest już czwarty poziom i teraz macie okazję zobaczyć, jaka jest różnica między fortecami, nie?
8776:  To jest forteca jaszczuroludzi na czwartym poziomie, ma tego rodzaju działa, a o fortecy krasnoludzi na czwartym poziomie nie będę się wypowiadał nawet.
8787:  Od Ubi grałem w obie części The Division, Watch Dogs i R6.
8790:  Tak najlepiej grało się w Watch Dogs.
8792:  Watch Dogs znakomite, wyjąwszy The Legion, który jest strasznie zły.
8798:  Strasznie zły.
8800:  Ale to już jest właśnie ta tendencja, że robimy casualową grę nastawioną na silny multiplayer.
8805:  Nie dla mnie.
8810:  Muzyka w tle ta sama co w Rome?
8811:  Naprawdę?
8812:  Nie pamiętałem tego.
8820:  Podobna faktycznie, ale nie pamiętałem, że to sama.
8826:  Najgorsze Assassiny to Syndicate i Odyssey.
8829:  To jest niesamowite, bo wymieniłeś jedne z moich ulubionych.
8835:  Pytanie jako co to oceniamy, nie?
8837:  Bo są ludzie, którzy oceniają to jako po prostu grę z serii Assassin's Creed, a ja już się pogodziłem z myślą, że ta seria po prostu ewoluowała i nie przypomina już Assassina, tego pierwszego, klasycznego.
8849:  Natomiast oczywiście najlepszy Assassin w ogóle to jest dwójeczka z wszystkimi dodatkami, czyli Brotherhood i Revelations.
8858:  Lore'owa herezja, słaba, krasnoludzka twierdza.
8861:  No właśnie, właśnie.
8864:  Mam nadzieję, że twierdze w części trzeciej będą sensowniej skoordynowane z LOL, bo w zasadzie jedyną zaletą twierdz krasnoludzkich w Warhammerze w Total War jest to, że mają fajny układ do obrony.
8878:  Natomiast wieże są dramatyczne.
8883:  Assassin's Creed Black Flag był znakomity, macie rację.
8887:  No, bawiłem się w nim znakomicie.
8890:  Bardzo długo.
8902:  Dobra, możemy się myślę wycofać już stąd.
8911:  Stąd się nie będziemy wycofywać.
8916:  Dla mnie Assassin's Creed było trzy najgorsze.
8918:  Connorowi sam bym bił jego toporek w plecy.
