🔴 RINGS OF POWER — odcinek 5 i 6 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=YVcxr00_RQc

233:  A, jesteście!
8517:  pierwiastka łączącego w sobie dwie równoważne siły.
8521:  Filozofia elfów, nawet tych, którzy podążali za Feanorem, którzy robili straszne rzeczy, nigdy nie
8530:  spowodowałaby takiej zmiany w światopoglądzie, która by nakazywała im patrzeć na coś, co żyje.
8536:  Nawet jeżeli to życie jest spaczone na to, co należy zniszczyć i wypalić do gołej ziemi.
8542:  To nie pasuje.
8544:  A już na pewno nie pasuje to do Galadrieli.
8545:  Może by to pasowało do niektórych bardziej... Na przykład do samego Feanora by to mogło jeszcze pasować.
8552:  Ale Feanor raczej pałał nienawiścią do samego Morgota za kradzież Silmarilli, a nie do jego pomiotów.
8561:  Łukaszu Mazgłowuś, dzięki też serdecznie za trybut, tego nie mogę przeczytać, ponieważ YouTube.
8566:  Mi się o chwilę pisze, jakbym słyszał moją starość.
8568:  Chodzi o szczękości.
8569:  Nie przerażaj mnie, dziękuję Ci za trybut.
8572:  Smutne to, powiem Wam, bardzo smutne.
8575:  I...
8577:  Galadriela właśnie mówi, że nie wierzy mu i że nie ma prawa nawet Adar odwoływać się do Uruków, a nie Orków, nawiasem mówiąc cały czas, Adar spokojnie poprawia Galadrielę.
8589:  Not Ork, Uruk.
8592:  Naprawdę, to jest moment, w którym ja jestem po jego stronie, jako widz.
8595:  Nie chodzi mi w tym momencie o wybory castingowe, nie chodzi mi o aktorów, nie chodzi mi o wygląd, nie.
8600:  Chodzi mi o czystą empatię.
8601:  Empatia narracyjna jest w tym momencie po stronie Adara.
8604:  Bezsprzecznie.
8605:  Może tak ma być, ale uważam, że nie jest warta tego, nawet narracja, by robić to kosztem Galadrieli jako postaci.
8614:  Nie wierzę, żeby ona kiedykolwiek coś takiego mogła powiedzieć, żeby jakikolwiek elf mógł coś takiego powiedzieć.
8621:  No i widzicie, nawet jeżeli by miało to zająć cały ten wiek, przysięgam, że wytępię, przetrzebie każdego z uruków, każdego z orków, mówi Galadriana.
8632:  I żeby było śmieszniej, na sam koniec...
8636:  tej wymiany zdań.
8638:  Galadriela rzuca się na niego i chce go zabić.
8640:  I kto interweniuje?
8641:  No, któż by w niej interweniował jak Halbrand.
8643:  I jeszcze, żeby było śmieszniej, pod koniec tej sceny Halbrand mówi, no, tak jak ty interweniowałeś, żebym ja nie zabił Adara, tak samo ja interweniowałem, żebyś ty nie zabiła Adara.
8656:  Może tak ma być.
8657:  Może ma zawsze rację.
8661:  Nie, nie, po prostu nie.
8664:  Ale czemu Alefka mająca kilka tysięcy lat doświadczenia ma pewnie nie mieć błędy?
8668:  No wiesz co, doświadczenie pokazuje, że nawet ludzie, po których byśmy się spodziewali, że właśnie doświadczenie powinno ich czegoś nauczyć, absolutnie niczego nie nauczyło, więc tutaj bym brał to pod poprawkę.
8680:  To jest inna rasa.
8680:  Trudno mi zrozumieć jej motywację, natomiast...
8683:  Są pewne takie ogólne prawidła rządzące światem tolkienowskim i generalnie ludy światła nie myślą w kategoriach ostatecznych, nie używają absolutów, nie są zdania, że należy wybić siły zła do ostatniego złego i przetrzebić cały świat i wytrzebić je, bo wiecie, Walarowie wtedy by interweniowali
8705:  Dziewiętnaście tysięcy razy, żeby Morgoth nie rozprzestrzenił tak swojego władztwa z twierdzy Tangoro Dream, a wcześniej z Angbandu.
8716:  A jednak nie interweniowali, prawda?
8718:  Więc ewidentnie jest coś w tym, że to współczucie jest właśnie tym, co elfów czy Valarów...
8724:  poniekąd sytuowało w pozycji słabszego.
8728:  I co Morgoth wykorzystywał, a po nim Sauron.
8731:  Krzysztof, jak skomentuję magiczną ścierkę ukrywającą artefakt, to za moment będzie zresztą widoczne i będzie komentarz, nie martwcie się.
8741:  Dziękuję Ci Piotrze za trybut jeszcze raz.
8743:  U Galadriela przychodzi kryzys wieku średniego.
8745:  No ewidentnie.
8746:  I potem właśnie po tej krótkiej wymianie zdań z Galadrielą mamy serię bardzo dziwnych scen i jedna z nich dotyczy właśnie tego zawiniątka, w którym to zawiniątku ma być magiczny oręż, który jak wiemy był dokładnie tym, co ściągnęło i Adara i Uruków do wioski w Southlands.
8770:  No, więc jak się okazuje, wewnątrz był ukryty toporek.
8778:  Oczywiście nie jestem w stanie Wam tego pokazać, ponieważ Amazon uparł się, żeby za każdym razem teraz macie toporek, więc nie, fabuła Rings of Power nie prowadzi do tego, że znajdujemy ciupagę Janosika, co by było kolejnym z wielu crossoverów, które dzisiaj odkryliśmy, ale to jest
8795:  Wybieg, chytry wybieg, który został specjalnie wyreżyserowany przez Waldrega, pamiętałem to imię, który to Waldreg w sobie znany sposób, w sobie znanych okolicznościach podmienił okropną, mroczną klingę na toporek.
8811:  Co więcej, wszystko wskazuje na to również, że uczynił z tej rękojeści miecza cały miecz i ten miecz, moi drodzy, jest McGuffinem pośród McGuffinów.
8824:  Dlaczego jest McGuffinem pośród McGuffinów?
8827:  Bo ten miecz, jak widzicie, jest kluczem.
8831:  A klucz ma zwykle odpowiadającą mu dziurkę.
8839:  I ta dziurka, moi drodzy, prowadzi do otwarcia mrocznej tamy.
8846:  Mroczna tama otwiera się, jak w Tomb Raiderze, w miejscu, które, przypominam, już powinno zostać zawalone, ponieważ to jest ta wieża, która została zniszczona przez naszych bohaterów i najwyraźniej ta wieża dogodnie upadła w taki sposób, że nie pogruchotała całego tego tajemniczego systemu, wiecie, który tam został, świetnego, mechanicznego systemu zapadni zębatek, kołatek, sznurów,
8874:  i innych elementów inżynierii specjalnej, umieszczonych tutaj wiele, wiele lat temu przez nie wiadomo kogo, żeby w tym konkretnym momencie, po włączeniu specjalnego zamka kluczem, bo jak wiadomo jesteśmy w świecie fantazji, więc takie rzeczy istnieją, tutaj woda zaczęła spływać.
8890:  Nie, wieża upadła, wiedząc to wszystko.
8893:  To była wiedząca wieża.
8895:  I dlatego ona upadła w taki sposób, żeby nie zniszczyć całego tego systemu.
8900:  No drogo, zawsze się zastanawiałem jak grałem czy w Uncharted, czy Tomb Raidera, czy oglądałem Indiana Jonesa, jak to jest, że te wszystkie niesłychanie przemyślne zapadnie, które są przez tysiące lat, ani się nie zepsuły i nic, mnie się potrafi zepsuć toster, tak?
8915:  Mój toster...
8916:  którego później okładam pięściami i krzyczę na niego, że nie działa, nieustająco wprost psuje mu się mechanizm, który sprawia, że wyskakuje kromka.
8925:  Mój toster ma dwa lata i się psuje.
8928:  Jak mam uwierzyć, że tajemnicze zapadnie w świątyniach Majów i Azteków, które tysiąc lat nie działają.
8934:  Nikt tam nikt nie obmiata skórzu, nie oliwi, nie czyści, ale nie.
8939:  Indiana Jones wciśnie przycisk i wskoczył.
8941:  Chrup, chrup.
8942:  chrup, chrup, zapadnie, idą i otwierają się sekretne przejścia.
8946:  I tak samo mam tutaj.
8947:  No jak jeszcze jestem w stanie to kupić w serialu przygodowym, tak naprawdę w serialu fantasy.
8952:  Nie.
8953:  Tomaszu Grzybyku, dziękuję serdecznie za trybut.
8957:  A Dargo wysłał tuż przed szarżą.
8958:  A to mi umknęło, wiesz?
8959:  Tylko, że przypominam, że tuż przed szarżą mieliśmy scenę właśnie w tej wieżyczce i w tej wieżyczce upadły kamienie na orków, jak również war...
8972:  Waldrega, pamiętałem to imię, i samego Adara.
8974:  Więc póki serial nie wyjaśni mi, że Adar ma moce magiczne i był w stanie utworzyć tarczę, która go uchroniła przed lawiną kamieni, to z mojej perspektywy nie zostało to wyjaśnione jeszcze.
8987:  W każdym razie magiczna zapadnia działa i wylewa się woda.
8991:  Jak to bywa z tamami.
8993:  Woda i morze, jak wiemy, Hao Asakura nam przypomina, ma zawsze rację.
8998:  To była solidna, astecka robota, nie to, co teraz, gdyby to stery były robione przez asteków, moi drodzy.
9003:  Gdyby to stery były robione przez asteków.
9006:  Tak, Szymonie, absolutnie to jest piękną filmów i gier przygodowych tego typu.
9009:  Wiesz, że to nie jest logiczne, po prostu takie ma być.
9011:  Kupujemy konwencje.
9012:  W fantazy nie ma takiej konwencji.
9014:  Fantazy zwykle, najbardziej absurdalne nawet rzeczy i magiczne, są wytłumaczone jakoś w realiach tego świata.
9021:  No więc przelewa się woda i teraz dowiedzieliśmy się wreszcie, moi mini, dlaczego i z jakich względów orkowie
9029:  drążyli tunele.
9030:  Po pierwsze, mamy erupcję ciśnienia w różnych miejscach, Adar się z tego powodu bardzo cieszy, ponieważ on wie, co się dzieje i wie również, że tunelami, które były budowane przez orków, bo to były potrzebne im markizy z Obi, nie były budowane po to tylko, żeby, no wiecie, na przykład nawodnić ten teren, który został wcześniej przez nich skażony,
9051:  Dlatego też wyjaśnia nam się tutaj, z jakiego względu mogli chcieć wyciąć to konkretne drzewo.
9056:  Teraz to wreszcie rozumiem, poniekąd, chociaż wciąż uważam, że można to było ominąć.
9060:  Ta woda mianowicie ma płynąć w określonym kierunku, to znaczy ma płynąć do tej góry, która wygląda dokładnie jak Erebor, nawiasem mówiąc, z Hobbita, oraz jak góra Fuji w Japonii, ale tak naprawdę to jest, moi drodzy, Mount Doom w Mordorze.
9074:  Myślę, że wszyscy tego oczekiwali, prędzej czy później, że Mount Doom będzie tym wulkanem, który pierdolnie i będzie wtedy, no wiecie, ściernisko, a nie San Francisco.
9085:  I że będzie Mordor, a wcześniej było ładnie i były Southlands, które, jak wiadomo, na północy, zgodnie z nazwą.
9091:  Co nie zmienia faktu, że muszę powiedzieć, że plan ten wisiał na bardzo cieniutkim włosku.
9096:  To znaczy, zauważcie, ile rzeczy musiało się stać dobrze.
9100:  żeby woda dopłynęła do góry przeznaczenia.
9102:  Zaraz zobaczcie, dlaczego tam płynęła.
9104:  Mianowicie, policzmy to sobie, okej?
9107:  To znaczy... Nie, nie, nie, moi drodzy.
9110:  Możemy to zrobić lepiej, możemy to zrobić profesjonalniej.
9113:  My sobie to musimy rozrysować, moi drodzy.
9116:  Musimy to sobie rozrysować.
9117:  Mianowicie... Tak, w ten sposób to wygląda w wersji RAW.
9130:  Plan Adara.
9135:  Punkt pierwszy.
9138:  Punkt pierwszy jest taki, że jest klucz.
9142:  Dlaczego to nie działa?
9143:  Dlaczego mi się dzieją straszne rzeczy?
9145:  Dlaczego mnie nienawidzi system?
9148:  To jest niesprawiedliwe.
9150:  Chcę, żeby teraz to działało.
9151:  Chcę, żeby teraz było pięknie i radośnie.
9153:  Czemu nie jest pięknie i nie jest radośnie?
9155:  Czy teraz będzie pięknie i radośnie?
9157:  Teraz będzie pięknie i radośnie.
9159:  Dobrze.
9160:  Więc plan Adara, jeszcze raz.
9163:  Co też Krzysztof musi tutaj wycierpieć?
9167:  Plan Adara.
9168:  Czy wreszcie mój rysik rysuje, czy mój rysik nie rysuje?
9171:  Jest!
9172:  Plan Adara, klucz.
9175:  Dziękuję.
9177:  Punkt drugi.
9178:  Tama.
9181:  Punkt trzeci.
9183:  Tunele.
9188:  Punkt czwarty.
9191:  Timing.
9196:  Punkt piąty.
9200:  Zwycięstwo nad ludami południa.
9208:  Sporo osób mogłoby stwierdzić, że tutaj parę rzeczy mogło pójść nie tak, prawda?
9213:  To znaczy wystarczyłoby, że nie byłoby klucza.
9216:  Albo wystarczyłoby, że tunele zostały jakoś źle poprowadzone.
9220:  Albo wystarczyłoby, żeby my... A, jeszcze, przepraszam, jeszcze sześć.
9224:  Nie, sześć musi być niżej.
9226:  Sześć, mechanizm.
9230:  To mechanizm też musiał zadziałać.
9235:  Te wszystkie rzeczy musiały zadziałać, żeby wybitny plan Adara, kiedy ostatnim razem pisałem ręcznie, 10 lat temu, te wszystkie rzeczy musiałyby zadziałać, żeby ten plan się powiódł.
9244:  Czy możecie mi uprzejmie wyjaśnić, kto, kto robi tego rodzaju plany?
9251:  Ja myślę, że to są takie, bo to nie są skawenie plany w planach, to są żenujące plany.
9255:  Witamy bibika w gronie trybutariuszy.
9259:  I, o, a jeszcze odpowiednia ilość wody.
9261:  Dlaczego jest tworzona odpowiednia ilość wody?
9263:  Bo moi drodzy,
9266:  Moi drodzy, pamiętaj Sauronie Młody, wlewaj zawsze magmę do wody, a nie wodę do magmy, bo jak wlejesz wodę do magmy, to woda do magmy zrobi takie BUM!
9284:  BUM!
9286:  Będzie erupcja wulkanu, moi drodzy.
9289:  Nie żartuję, zacząłem czytać
9292:  o wulkanach i zacząłem czytać, czy faktycznie jest tak, że wlanie dużej ilości wody pod ciśnieniem do magmy może doprowadzić do jej erupcji.
9303:  Teoretycznie tak, ale wiecie na czym polega problem?
9306:  Problem polega na tym, że są dwie opcje.
9308:  Tak mówią przynajmniej fizycy.
9310:  Ja się nie znam.
9311:  Opcja pierwsza będzie erupcja, ale opcja druga jest taka, że magma zastygnie, jeżeli będzie nieodpowiednia ilość wody.
9331:  Więc najwyraźniej Adar ma niesamowite szczęście.
9336:  To jest ładna scena taka, którą pamiętacie z Pompejów.
9340:  To jest też taki bardzo dobry film Pompeje o wybuchu wulkanu.
9345:  Dzieje się w nim dokładnie to samo, co tutaj, tylko że ponieważ Pompeje nie były robione przez Jeffa Pessosa i nie mają takich wielu orędowników pośród krytyków,
9356:  no to nie zostało to jeszcze skrytykowane.
9359:  Na szczęście była odpowiednia ilość wody.
9361:  Jak woda wpłynęła pod górę.
9362:  Czy zakładam, że ona wpłynęła do zbiornika jakiegoś, nie wiem, tej magmy, który był pod górą.
9370:  Tak zakładam.
9371:  Nie mam pojęcia, jak to zostało zrobione dokładnie.
9375:  Adar po prostu czytał tajemniczą wyspę.
9376:  Rzeczywiście.
9377:  Dzięki za wsparcie od dwóch miesięcy.
9380:  Oczywiście, że wszyscy ważniej przeżyją.
9382:  Zobaczcie, tu jest Galadriela.
9384:  Wiecie, co robicie w momencie, w którym gigantyczna kula ognia... Wiecie, co robicie?
9390:  Wtedy muszę do tego wstać niestety.
9392:  Co robicie, kiedy gigantyczna kula ognia jest obok was?
9399:  Jakie macie opcje wtedy, jeżeli widzicie, że coś takiego was leci?
9404:  No nie wiem jak wy, ale ja robię coś takiego.
9417:  Dokładnie to robi w tym momencie Galadriela.
9423:  Tu.
9423:  Dobrze, że ma zbroję fabularną.
9425:  Na szczęście, na szczęście, bo dzięki temu wiemy, że nie zginie.
9429:  Tu zresztą nawet nie ma pyłku jednego na jej ślicznej zbroi.
9434:  Tutaj macie tę piękną scenę, jak niesprowokowana Galadriela wzrokiem błądzącym za rozumem spogląda na horyzont
9444:  I robi Kristen Stewart.
9446:  Muszę powiedzieć, że szkoła aktorska Kristen Stewart to jest chyba rzecz, która mnie najbardziej z wszystkiego denerwuje.
9451:  Ta aktorka stwierdziła kiedyś, konkretnie od momentu jak zaczęła grać Twilight, że najbardziej erotycznym, pięknym, a zarazem znamionującym niezależność i piękno, gestem mimicznym, jaki może zrobić kobieta to twój.
9473:  w różnych wariantach.
9474:  To może być w wariancie smutnym, może być w wariancie przerażenia, może być w wariancie erotycznego uniesienia, może być w wariancie neutralnym, może być w wariancie złym, ale zawsze będą obnażone jedynki.
9493:  Muszą być obnażone jedynki.
9495:  To jest kluczowa rzecz.
9496:  Dzięki Kristen Stewart, wybitnej aktorce swoją drogą, wiemy,
9502:  że to jest najlepszy rzecz, którą można zrobić wtedy, kiedy chcecie coś zakomunikować.
9508:  Zając spadaczką jest podniecający?
9510:  Najwyraźniej, Janku, najwyraźniej.
9513:  Najwyraźniej tak jest.
9522:  To jest koniec.
9524:  To jest koniec, naprawdę.
9526:  Więc ja jak zobaczyłem, a zobaczyłem moi drodzy, ja wam pokażę, co ja zobaczyłem dzisiaj i to mnie troszeczkę zdruzgotało, bo muszę sobie sprawdzić, gdzie ja to zobaczyłem, a to nie będzie takie proste.
9538:  Jak zobaczyłem doniesienie prasowe, że jest wszystko w porządku z szóstym odcinkiem Rings of Power, tylko muszę zobaczyć, gdzie ja znalazłem to doniesienie prasowe, bo to nie będzie takie proste.
9549:  To się tak o ciupineczkę muszę Wam powiedzieć załamałem.
9552:  To było artykuł Michaela Nordain, więc od razu sobie wpisuję, zaraz Wam pokażę.
9557:  Michael Nordain.
9560:  Rings of Power, episode 6.
9564:  I ja wam pokażę, ja wam pokażę wprost, co tutaj zostało napisane, tylko bardzo was proszę, jeżeli macie coś mocniejszego, to weźcie sobie, albo jeżeli na przykład stoicie, to usiądźcie, a jeżeli siedzicie, to wstańcie i przejdźcie się troszeczkę.
9580:  Dobrze, jesteście gotowi?
9582:  No to tutaj jest dla was ten fragment, który obiecałem, to znaczy Rings of Power, episode recap.
9590:  No, to...
9603:  Najwyraźniej tak jest.
9605:  Witamy Piotra Danisa w gronie Trybutariusz.
9607:  IGN dało 10 na 10.
9608:  Czemu IGN nie dało 10 na 10?
9610:  Nie kierujcie się temu, co mówi IGN.
9613:  Więc cóż mogę powiedzieć?
9616:  Niewątpliwie jest to epizod, który jest najbardziej dynamiczny.
9619:  Najwięcej się tutaj dzieje.
9621:  Wreszcie wyjaśniono nam, po co były markizy ZOBI orką.
9625:  Nie wyjaśniono nam wprawdzie tego, dlaczego orkowie czasem stoją na słońcu i nic im się nie dzieje, wtedy kiedy wymaga tego fabuła oczywiście.
9634:  kiedy mają się zrzymać nad jakimś bohaterem, który jest na ziemi, wtedy możemy ich pokazać w pełnym słońcu, ale w innych okolicznościach nie będą tego potrzebować.
9643:  Nie wyjaśniono nam również tego, dlaczego orkowie czasem mogą mieć kaptur i przetrwać na słońcu, a czasem potrzebują marki z izobii, ale wyjaśniono nam przynajmniej jedno, po jaką cholerę drążyli te tunele.
9654:  To jest ciekawe, muszę powiedzieć.
9656:  Szczerze, to było dla mnie zaskakujące.
9657:  Nie sądziłem, że to w ten sposób doprowadzą do erupcji, ale zauważcie jedną zasadniczą rzecz, która myślę jest dość kluczowa.
9665:  Erupcja wulkanu to nie jest coś, do czego trzeba doprowadzić.
9670:  Zwłaszcza w świecie, w którym działa magia.
9674:  To nie trzeba akurat w tym konkretnym przypadku wyjaśniać tego jakimś wielkim inżynieryjnym projektem.
9680:  W odróżnieniu od tego, że się pojawia nagle ludziom 300 koni.
9684:  To trzeba wyjaśnić.
9685:  Natomiast jeżeli mamy do czynienia z naturalnym zjawiskiem jakim jest eksplozja wulkanu, naprawdę nie trzeba tego wyjaśniać wprost.
9692:  Można powiedzieć, że nie wiem, Balrog tam spał i pierdnął i w związku z powyższym Mount Doom zrobiło bum bum.
9698:  Wystarczy mi takie wyjaśnienie.
9700:  Co mi nie wystarczy, to robienie ze mnie idioty w momencie, w którym są inne sceny, które nie są w ten sposób wyjaśnione.
9707:  Jeżeli jest coś naturalnego pochodzenia w świecie tolkienowskim, to zwykle właśnie wiązane to było z interwencją Wallarów.
9713:  No skąd jest upadek Numenoru?
9714:  No dlaczego to jest powódź na przykład, a nie kule ognia, które spadają na Numenor?
9718:  Nie no, że też spadają, bo tam jest też wybuch wulkanu.
9722:  Dlatego właśnie, żeby pokazać, że to siły natury się sprzymierzają przeciwko temu, co złe i je niszczą.
9727:  W tym konkretnym przypadku siły natury mogłyby być wyrazem właśnie knowania złego.
9732:  Sauron jest poza sceną w tym momencie.
9735:  Prawdopodobnie pojawi się w ósmym odcinku.
9737:  Nie wierzę, żeby nam go do tej pory jakoś pokazali.
9739:  Myślę, że dopiero będzie big reveal na sam koniec sezonu.
9742:  Więc nie wiemy.
9743:  Może to są jego machinacje.
9744:  Może to jest właśnie Balrog.
9746:  Może to jest magia...
9748:  Adara, bo już wiemy o nim, że przynajmniej zaklęcie tarczy podstawowe zna, bo zrobił Protego Maxima i w związku z powyższym, że krzyknął Protego Maxima, to zrobiło się Protego nad nim i nie przygniotły ich skały, które powinny były ich przygnieść, ale tego serial logicznie nie wyjaśnił.
9763:  Więc tego rodzaju niekonsekwencje to nie jest coś, nad czym można przejść do porządku dziennego w momencie, w którym oceniamy spójność narracyjną.
9769:  Nie tylko spójność światotwórczą.
9771:  Jak wiecie, jeżeli chodzi o spójność światotwórczą, ja poddałem się jakiś czas temu, dopiero teraz zostałem sprowokowany w piątym i szóstym odcinku, że nagle ktoś wymaga mojej wiedzy.
9781:  No to przecież, jeżeli ktoś wymaga mojej wiedzy, kimże jestem?
9786:  Kimże jestem, bym mu bronić?
9788:  Jeżeli Amazon chce, bym wykorzystywał wiedzę z zakresu lore Władcy Pierścieniowych, zaraz skoszą to uczynię.
9794:  Ale chyba nie o to chodzi tak do końca, biorąc pod uwagę innego rodzaju
9799:  komunikaty.
9799:  Więc dobrze, że przynajmniej pojawiła się jakaś bitwa.
9802:  Czy ona miała do końca sens?
9804:  Jak widzieliście, zdania na czatach były podzielone.
9806:  Ja to kupuję jako przynajmniej dynamiczne, dobre kinoakcji, natomiast zwracam uprzejmie uwagę, że to się dzieje w 20 minucie koła czasu.
9816:  Jeżeli coś możecie dla mnie zrobić, odpalcie sobie pierwszy odcinek koła czasu.
9821:  Ja wiem, nie jest cringe'owy też ten serial, zresztą go krytykowałem na tym kanale.
9825:  Zobaczcie uczciwie, jak wygląda pilot.
9827:  I porównajcie sobie estetykę tego serialu z estetyką Władcy Pierścieni Rings of Power.
9833:  Porównajcie sobie rozwiązania fabularne.
9834:  I najlepsze jest to, że narracyjnie koło czasu zwycięża, ponieważ wprowadza nam tego rodzaju dynamikę już w pierwszym odcinku.
9844:  Więc jeżeli miałbym ocenić te dwa odcinki, to zdecydowanie odcinek piąty jest absolutnie koszmarny i poniżej krytyki, a odcinek szósty wzbija się na pewno średnio.
9854:  Na pewno nie jest to odcinek wybitny, na pewno nie jest to wybitny odcinek wybitnego serialu, ale jest to serial, na który sami scenarzyści nie mają pomysłu i wykorzystują to, co sobie zdefiniowaliśmy ostatnim razem, nie chciałem już się powtarzać, McGaffiny.
9866:  Ten nóż, który cały czas, znaczy nóż, głownia miecza, która cały czas była...
9873:  języczkiem uwagi wszystkich bohaterów, nagle się okazała kluczem do innego klucza, który otworzył następny klucz, który spowodował łańcuch wydarzeń.
9883:  W ten sposób pisze się niestety ostatnimi czasy produkcje fantastyczne i dokładnie ten sam problem był w Skywalker Odrodzenie.
9890:  Jeżeli ktoś ocenia Skywalker Odrodzenie jako film kiepski, a następnie ocenia szósty odcinek jako serial dobry, to znaczy, że ma taką samą
9902:  nie chcę powiedzieć schizofrenię, bo to jest stygmatyzowanie chorób psychicznych, ale tak samo rozdwojoną jaźń i
9911:  o, ładne to będzie, logikę dwójmyślenia z George'a Orwella z roku 1984, że nic absolutnie go już nie będzie w stanie przekonać co do tego, co jest dobrą narracją, co jest dobrze poprowadzoną fabułą, co jest źle poprowadzoną fabułą.
9924:  Dziękuję serdecznie za trybut, pani Mimi, że wybuch miał sens, bo nastaną przez to ciemności mordo, że nie będzie Czaplandek z opis zakładać, tak najbardziej.
9930:  Zresztą ostatnim razem, jak się spotkaliśmy, mówiłem wam, że Sauron przecież rozpościerał te chmury magicznego swoją drogą dymu,
9938:  nad orkami, żeby zaciemnić pola Pelennoru tak, ażeby nie umożliwić im przejście pod całą Minas Tirith.
9946:  Zresztą w filmie to jest nie do końca konsekwentnie zrobione, ponieważ w którymś momencie z przyczyn czysto kinematograficznych pokazują orków w pełnym oświetleniu, a nie powinni byli, bo w oryginale jest tak, że ciemność podchodzi pod całe mury Minas Tirith.
9959:  To jest
9959:  przepiękny swoją drogą obraz, który miałem wtedy w głowie, jaśniejąca forteca sił światłości i kłęby ciemności zgromadzone wokół niej.
9967:  Dopiero jak słońce wstaje za Rohirrimami i wtedy szarżują, dokładnie taka sama scena jest swoją drogą w przypadku Gandalfa w Helmowym Jarzu, to akurat bardzo dobrze było zrobione w filmie, to wtedy się pojawia to światłość i słońce.
9981:  Jarek Pawlarczyk trybutuje, za co bardzo dziękuję i pyta, czy skoro Adar jest złapany, ale jego orkowie zabić, to wybuch w wulkanu i tak im nic nie da.
9988:  Adar ucieka pod sam koniec.
9990:  Wszystko na to w każdym razie wskazuje, to znaczy nie był już przywiązany wtedy, kiedy przytykał ucho do ziemi i przypuszczam, że w całym tym zamieszaniu uda mu się umknąć, no bo jest zbyt dobrą postacią, żeby ją ubijać, tak zupełnie uczciwie mówiąc na tym etapie wydaje mi się.
10009:  Głownia miecza to część ostra.
10011:  To była rękojeść z Jelcem.
10012:  Przepraszam, strasznie zawsze mylę się w tego rodzaju terminologii.
10020:  Czyli, że na to pyta pan mi, że w serialu zobaczymy wnętrza Minas Morgul i późniejsze przejęcia owej posiadłości przez Nazgulę.
10026:  Minas Ifil została stworzona przez już osiadłych numerolejczyków.
10032:  Więc może czwarty, piąty sezon.
10035:  Nie sądzę, że... musielibyśmy wtedy doświadczyć budowy Minas... Ithil i Minas Anor.
10041:  Minas Anor, czyli później Minas Tirith.
10043:  Nawiasem mówiąc, Minas Tirith to też była lokacja w Beleriandzie Zatopionym.
10048:  Fun fact.
10049:  Więc myślę, że wtedy tak, jest to możliwe absolutnie.
10052:  Na pewno zgłaniam się ku temu coraz bardziej, że Halbrand to jest Witch King of Angbar, czyli Król Nazguli.
10058:  Ma to wiele sensu, zwłaszcza w perspektywie tego, że prawie na pewno wiemy, że już Adar nie jest Sauronem.
10066:  sam się chełpi, że go zabił.
10068:  Prawdopodobnie oczywiście go nie zabił, tylko zabił jakąś fizyczną manifestację i nie uwierzę w to, że Hodor przez tworzy jest Sauronem, a Halbrand mi po prostu na to kompletnie nie pasuje.
10078:  Zwłaszcza, że nie wiem, czy zauważyliście, ale w tym szóstym odcinku ewidentnie shipują Galadriela z Halbrandem, więc będzie teges śmeges fą fą fą znowu.
10090:  Zbudują jedną chwilę, tak samo jak wie, że tak, w Królestwie Erfów, tak, macie rację.
10098:  Trochę nie łapię twojej opinii o tym, że jeśli nie lubimy Bezosa, lubimy Rings of Power, to jesteśmy hipokrytami.
10102:  Nie, jeżeli krytykujemy Jeffa Bezosa i Amazon, a równocześnie bronimy korporacji, to wtedy jesteśmy hipokrytami.
10108:  Tak uważam.
10110:  Bo ani The Boys, ani Invincible nie było bronione w tak ekstatyczny sposób, jak jest w tej chwili.
10116:  I ja nie uważam, żeby...
10118:  polemizowanie z krytyką było słuszne, było niesłuszne, wręcz przeciwnie.
10122:  Kontrpolemiki są super, ale jeżeli ktoś polemizuje z krytyką, mówiąc, że Amazonu nie wolno tykać, bo to jest święta ich swoboda artystyczna, jeżeli popada w argumentację, która jest całkowicie nielogiczna i wewnętrznie sprzeczna tylko po to, żeby obronić tę tezę, to ja nie czytam tego jako...
10139:  W 100% uczciwej krytyki i kontrpolemiki, tylko czytam to jako zaprzaństwo i fanostwo, moi drodzy, takie właśnie toksyczne fanowstwo, o jakie się oskarża ludzi, którzy znają lore, a jak wiadomo, to oni najwyraźniej są targetem i grupą, co celował.
10155:  To znaczy właśnie taki fan, który jest za piekły, charakteryzuje się tym, że nie ma z nim polemiki, nie ma z nim rozmowy, bo on już wie,
10162:  On dokładnie tak samo, jak macie tego dziennikarza.
10165:  On już wie.
10166:  Nic go nie pokona.
10167:  Mówi, że to jest najlepsze ever i tyle.
10169:  Jeżeli ktoś się myli, to nie ma racji.
10171:  Won.
10172:  To jest niewłaściwa strategia.
10174:  Zarówno po stronie fanów Tolkiena, jak i po stronie fanów Amazona.
10179:  Łukaszu, dziękuję serdecznie za trybut.
10180:  Jest teoria, że Hodor to Tilion, Majar z Księżyca.
10183:  Naprawdę?
10185:  Bardzo ciekawe, wbrew pozorom.
10188:  Simali zamknięty w dżeje też był ciekawy, bo jeden utonął w oceanie, drugi z niebie, a trzeci zaginął.
10193:  Miał zaginąć w trzewiach jakiejś góry.
10195:  Tak, jeden został wyrzucony przez Megora do oceanu właśnie, a drugi to jest gwiazda Eirendila.
10204:  Mówię, nie mam żadnego problemu z tym, że jest gdzieś Simaril.
10207:  Mam problem z tym, że mi się nie wyjaśnia, czym Simaril jest, a równocześnie tłumaczy mi się, że moja wiedza z zewnątrz serialu jest do wyrzucenia.
10214:  Albo, albo.
