#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
7693:  KMM - Między innymi takim doświadczeniem dla mnie przełomowym było odkrycie, że to nie jest tak, że wszyscy mają jakiś problem z fantastyką i z kulturą współczesną.
7700:  KMM - To jest nasz unikatowy jakiś dziwny problem.
7703:  KMM - Na konferencji międzynarodowej miałem w jednym panelu na konferencji humanistycznej Hemingwaya, Tolkiena i nikt się nie dziwił.
7710:  KMM - W Polsce to byłoby takie...
7712:  KMM - Co?
7713:  KMM - Jak to?
7714:  KMM - I druga rzecz, którą odkryłem, to był właśnie brak hierarchicznego myślenia, że pojechałem na Oxford i myślałem sobie, do dzisiaj pamiętam swoją drogą, że tak a propos ciuchów, że zapomniałem marynarki i mój tato wysyłał mi pociągiem, pocztą konduktorską marynarkę, ale stwierdziłem, że przecież się na Oxford nie pojawia bez marynarki.
7734:  KMM - Nie czekałem do ostatniej chwili, odebrałem to, pojechałem na okęcie i zdążyłem.
7739:  KMM - I potem jestem na tym Oxfordzie, wszyscy na ludzie ubrani, nie?
7742:  KMM - Oczywiście.
7743:  KMM - I profesorowie zapraszają mnie do swojego stolika i mówię, ja w ogóle w szoku, jak to z profesorem wspólnie jeść?
7749:  KMM - Na Oxfordzie?
7751:  KMM - No i oni mnie bardzo szybko wyprowadzili z błędu i powiedzieli, słuchaj, no my nie mamy czasu na takie pierdoły, tak?
7758:  KMM - Znaczy nasz priorytet jest taki, żeby cię poznać.
7760:  KMM - Dostajesz się na te konferencje, ty już nic nie musisz udowadniać.
7763:  KMM - Dostajesz się na te konferencje, to już jest duże osiągnięcie.
7765:  KMM - Ile ty masz lat?
7767:  KMM - Nie pamiętam, nie wiem, byłem na drugim roku studiów licencjackich, więc... Względem nich bardzo młody.
7772:  KMM - Względem nich byłem bardzo młody, nie?
7774:  KMM - I mówię, no to jest niesamowite osiągnięcie.
7776:  KMM - Pamięcie takie, ty masz już publikację naukową, czy u nas studenci nie mają publikacji naukowej na doktoracie?
7781:  KMM - Ja mam taki, nie no na Oxfordzie nie mają na doktoracie.
7783:  KMM - Jak to?
7784:  KMM - I nagle wiesz, odkrywasz przy okazji też, że w Polsce ten poziom nauki jest bardzo wysoki, tylko co z tego, skoro nam nikt tego nie mówi, nikt nas nie chwali za to, tylko mówią więcej, więcej.
7793:  PG - Ty mówisz teraz.
7796:  KMM - Moja znajoma na Sorbonie dostała etat z dwoma publikacjami, a u nas przeciętny doktorant miał 40-30, żeby dostać etat.
7805:  KMM - To nie jest normalne.
7806:  KMM - To jest pójście w ilość.
7808:  KMM - To jest to samo, co naukowcy, to przypuszczam, że każdy, kto teraz słucha
7813:  KMM - Z naukowców to potwierdzi nasza predylekcja do kolekcjonowania punkcików za artykuły.
7820:  KMM - Nienawidzę absolutnie.
7822:  KMM - To jest po prostu narzędzie wymyślone, czy impact factor, którym się mierzyło prestiż czasopisma.
7828:  KMM - Ono było bibliometryczne, dosłownie to znaczy mierzenie wartości czasopiśmiennej.
7833:  KMM - Po co to zostało wymyślone?
7835:  KMM - Dla bibliotekarzy, żeby wiedzieli, które czasopisma kupować.
7839:  KMM - A u nas jest to wykorzystywane do tego, żeby robić ranking naukowców i uczelni.
7842:  KMM - To jest straszne, że śrubujemy sobie, i sami sobie to robimy, śrubujemy sobie nie te wymagania, które powinniśmy i mówimy, że nie mamy czasu na to, żeby podejść inny milion do studenta.
7852:  KMM - Tak, nie mamy czasu, żeby podejść inny milion do studenta, ponieważ marnujemy go na tego rodzaju buchalterię i administrację.
7857:  KMM - I wiesz, to może komuś się wydaje, że to jest błahe, ale potem o tym decyduje to, która uczelnia dostanie ile milionów.
7864:  KMM - I nagle to się przestaje robić błahe, bo to są nasze pieniądze,
7867:  KMM - I te nasze pieniądze później według tego systemu są gdzieś transferowane.
7871:  KMM - Teraz przecież ludzie brechtali z tego, że minister nauki dosypał punktów jakiemuś czasopismu.
7877:  KMM - No dobrze, dosypał.
7879:  KMM - Czyli możemy, krótko mówiąc, jak to rozpatrzymy logicznie, możemy z dnia na dzień sprawić, że czasopismo, które ja bym teraz założył i powiedzmy, że ono się nazywa Mój Świerszczyk.
7888:  KMM - Czyli jeżeli jestem ministrem nauki, mogę to czasopismo z dnia na dzień zrobić czasopismem naukowym na poziomie nature, ponieważ dam mu też 200 punktów.
7897:  KMM - I to nie jest moja wina.
7901:  KMM - Ja jestem mądry i gospodarny tak po polsku, ponieważ dbam o swoich.
7905:  KMM - to jest wina tej procedury, którą stworzyliśmy, bo gdyby procedura brzmiała, okej, musi 20 naukowców przejrzeć 10 lat ostatnich wydawania czasopisma i wybrać losową próbę 50 tekstów i stwierdzić, czy one są na poziomie, tego nie zrobisz w noc.
7920:  KMM - A to jesteś w stanie zrobić w jedną noc.
7922:  KMM - Więc to, wiesz, to jest taki prosty przykład na pokazanie, jak jakieś rozwiązanie, które jest systemowe i łatwe, może przysporzyć nam problemów i trudów.
7930:  KMM - I wiesz, no i to była druga rzecz, którą miałem na zachodzie, jak mówię o tych punktacjach, oni mówią...
7935:  KMM - Krzysztof, co ty pieprzysz?
7938:  KMM - Co to jest?
7939:  KMM - Przecież to jest w ogóle to, czego innego służy.
7940:  KMM - I nagle orientujesz się, że znowu żyjesz w jakimś matriksie i zupełnie niepotrzebnie się przejmujesz różnymi rzeczami.
7947:  KMM - Więc zawsze wypycham studentów jak tylko mogę na konferencje zagraniczne czy na wyjazdy, bo to po prostu uczy dystansu.
7955:  PG - I angielski.
7955:  PG - Angielski jest tutaj niesamowicie ważny.
7958:  PG - Ja cały czas ewangelizuję angielski u siebie w podcaście, bo uważam, że to jest... Mi to tak otworzyło głowę, że ja byłem zszokowany po prostu, jak się nauczyłem angielskiego.
7966:  PG - Nagle zacząłem słuchać tych podcastów po angielsku i miałem takie doświadczenie, o których ty opowiadasz.
7970:  PG - Mówię, to oni tam robią takie rzeczy, to oni tam tak robią, to w ogóle oni tak rozmawiają, to są tak otwarci, są tak mili i tak fajnie prowadzą konwersacje.
7979:  PG - Dla mnie to było szokujące, jak się dowiedziałem.
7981:  PG - Więc teraz za każdym razem, jak mam okazję, to o tym opowiadam, żeby ludzie wiedzieli,
7984:  PG - że mogą się nauczyć angielskiego, dzięki temu mogą zrozumieć innych ludzi, dzięki temu mogą poznać ich kultury i zorientować się, że ta Polska to jest bardzo specyficzna i że gdzie indziej jest trochę inaczej niż u nas.
7994:  KMM - Słuchaj, jeszcze jedna rzecz jest, mianowicie jeżeli spotkasz Polaka, to na tysiąc procent zwróci ci uwagę na twój akcent i na to, co mówisz poprawnie po angielsku.
8003:  KMM - I poprawi cię.
8004:  KMM - Nigdy w życiu, na Oksfordzie również, nigdy w życiu nie usłyszałem żadnej uwagi od nikogo na temat tego, jak ja mówię.
8011:  KMM - Wręcz przeciwnie, mówili mi Krzysztof, by...
8013:  KMM - że spokój się, chcemy się porozumieć, tak?
8016:  KMM - I raz jeden spytałem Brytyjczyka, na wszelki wypadek, wybrałem najbardziej arystokratyczny i klasistowski naród, jaki istnieje i zadałem pytanie, słuchaj, dlaczego ty nie zwracasz uwagi na mój akcent, bo mnie w Polsce bez przerwy to robią, a akurat wtedy jeszcze mówiłem gorzej i w ogóle miałem też problemy z odblokowaniem się, on powiedział mi, Krzysztof, to byłoby rasistowskie,
8035:  KMM - A mówił, jak to rasistowskie.
8037:  KMM - Powiedział mi, my nie możemy powiedzieć w koledżu czy na uniwersytecie do na przykład, no nie wiem, hindusa, że ma jakiś akcent.
8046:  PG - To jest tylko mały kawałek, nie wiem, czy można to nazwać problemem.
8050:  PG - Mój nauczyciel był z Pakistanu, on mi mówił, że jest coś takiego jak Indian English.
8055:  PG - ludzie z Indii używają angielskiego niepoprawnie i oni wciąż ich nie poprawią.
8059:  PG - Dlatego, bo to już przechodzi poza akcent, to przechodzi już w gramatykę i to jest wciąż, nikt nic nie mówi, bo to będzie rasistowskie.
8066:  PG - Pomimo, że dosłownie używają źle angielskiego.
8069:  KMM - Tak, więc morał jest taki, że jeżeli ktoś jedzie za granicę, to nie ma się co bać.
8073:  KMM - I moi studenci mi nie wierzyli absolutnie.
8075:  KMM - Teraz zresztą wypchnąłem, bardzo byłem zadowolony moich dwóch tutorantów na konferencję Central Eastern European Game Studies Conference.
8082:  KMM - To jest europejska konferencja groznawcza.
8084:  KMM - na którą nie dostaniesz się, jeżeli nie dostaniesz recenzji dwóch twojego referatu, znaczy wstępnego streszczenia referatu.
8092:  KMM - Więc to jest dość wyślubowany poziom i tam rzeczywiście nie dostawali się naukowcy, oni się dostali, więc już byli z siebie dumni, ale na początku jeszcze w siebie nie wierzyli, bo właśnie ten angielski to problem.
8102:  KMM - Po czym przynieśli mi dokładnie te opowieści, które ja znałem z zagranicy, gdzie po prostu nie, no słuchajcie, dajcie spokój, świetny referat, pogadajmy, w ogóle napijmy się piwa i zjedzmy pizzę.
8113:  KMM - I warto wiedzieć, że coś takiego jest, a nie tylko ta hierarchia, jeżeli ktoś na nią natrafił, krótko mówiąc, w środowisku akademickim, się potężnie zraził, to może po prostu warto tak trochę z lekarzem, no nie zrażasz się do medycyny, tylko poszukać następnego.
8126:  KMM - I zobaczyć, może jest jakaś inna uczelnia.
8128:  KMM - Jeżeli czujemy w sobie przekonanie, że chcemy być naukowcem, to największa strata, jaką może mieć nauka, to stracić młodego ducha takiego, który chce zrobić coś dobrego w nauce tylko dlatego, że jakiś bubek jeden z drugim miał deficyt ego i próbował w najbardziej żenujący sposób, to znaczy w kontakcie ze słabszym i młodszym, pokazać swoją wyższość.
8148:  PG - Wypunktować mojego błędy.
8150:  PG - Jakby pokonać go, pomimo że jest dużo lepszy od niego.
8153:  PG - Czego absolutnie nie powinien robić.
8155:  PG - Wiesz co, mam do ciebie takie pytanko odnośnie tego Jamie'ego, o którym wspomniałeś u Rogana, bo ja się zastanawiałem nad tym, czy robić takie stanowisko u siebie, tylko mam dwie obiekcje do tego.
8163:  PG - Jedna obiekcja, to teraz załóżmy opowiadasz mi rzeczy, ktoś mi tutaj wgoogluje rzeczy i okazuje się, że mówisz nieprawdę.
8169:  PG - I ja jestem wtedy w kłopotliwej sytuacji, bo ty zamykasz mi siebie jako... Ale w życiu ja bym się ucieszył.
8174:  KMM - Ty tak, ty wiesz, to jest inna sytuacja.
8177:  PG - Mówię o innych gościach.
8178:  PG - Wiem, żeby się zamknęli.
8179:  PG - To jest dla mnie kłopotliwe, bo teraz wiesz...
8181:  PG - no gościu się boi, że zaraz powie mi o kolejnym badaniu, my to teraz zgooglujemy i znowu będzie nieprawda, więc już nie chcę mówić o badaniach naukowych, więc nad tym się zastanawiam, jak rozwiązać ten problem.
8188:  KMM - Znaczy wiesz, ja uważam, że dlatego ja też starannie w różnych moich wypowiedziach nie przywołuję badań, których nie jestem w stanie szybko zgooglować, bo ja wolę zacytować.
8197:  KMM - Zawsze tak robiłem, jeżeli po prostu przywołuję jakieś badanie, jakieś nazwisko, to staram się powiedzieć, jak wspominam o jakimś badaczu, to za przecinkiem mówię tytuł książki, to zrobiłem dwa razy w naszej rozmowie.
8208:  KMM - Natomiast jeżeli chodzi o
8210:  KMM - konkretne badanie, to po prostu nie należy go przywoływać i na takim stanowisku zawsze stoję.
8214:  KMM - Jeżeli ktoś mówi mi o konkretnym badaniu, no to nie, to jest poważna sprawa, to od razu wyciągnijmy jakiś cytat.
8219:  KMM - Oczywiście, wiesz, no, problem jest z popularyzacją nauki zawsze, bo jeżeli coś popularyzujesz, to znaczy, że już masz jakieś określone know-how.
8227:  KMM - I chcesz w szybki sposób, takiego Nilada Grasa Tysona nie będziesz weryfikować na każdym kroku, ale równocześnie są pewne dane, które są już specyficzne.
8237:  KMM - Jeżeli powiesz, że jest taki a taki procent ludzi, którzy robią to a to...
8242:  KMM - no to już trzeba byłoby gdzieś tę statystykę mieć, prawda?
8245:  KMM - Ja na przykład mogę powiedzieć, że były badania swoją drogą nad agresją w grach wideo i studium się nazywa Ten Years with Grand Theft Auto i już ktoś sobie może to zguglać i sprawdzić.
8256:  KMM - To jest bardzo ciekawe studium, niekonkluzywne.
8258:  KMM - Badano z jednej strony ludzi, którzy byli wystawieni na, no powiedzmy się, takie środowiska, które ładnie anglosaci nazywały Deprived Backgrounds,
8265:  KMM - jakieś przestępcze albo takie mniej sympatyczne, a z drugiej strony rośli chłopcy z fajnych dzielnic.
8272:  KMM - No i okazało się, że ci drudzy roleplayowali w grach wideo bardzo często bardziej agresywnie niż ci, którzy byli agresywni w życiu swoim.
8280:  PG - To jest bardzo rozsądne do tego, bo oni tego doświadczali.
8283:  PG - To jest tak, jak ja mam, jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
8288:  PG - Miałem to samo, słuchaj.
8289:  KMM - Ja nawet powiedziałem ludziom na streamach, słuchajcie, ja nie gram w gry, w których będę strzelał.
8294:  KMM - Będziemy przechodzić pacyfistycznie.
8297:  KMM - Ja nie mam imersji, nie jestem w stanie.
8299:  KMM - I wiesz, masz takie badanie dotyczące agresji, ale równocześnie masz psychologa, który udzieli ci wywiadu dla Onetu i powie, że no, gry wideowują agresję.
8309:  KMM - jakie tytuły, które gatunki, na podstawie jakiej próby, ile osób, bo tu ja mam dziesięcioletnie badanie, które jest niekonkluzywne, a on mi mówi, że są badania.
8319:  KMM - No ale jakie badania?
8320:  KMM - Może one były trzyletnie, może one były na próbie stu osób.
8322:  KMM - Ja często mam większą próbę na streamie niż mają socjologowie w Polsce, ponieważ socjologowie w Polsce mają próby na poziomie 150 ludzi, a u mnie jest 1000 osób na przykład, no to wiesz, to jest zupełnie inna rozmowa.
8333:  KMM - Ja zrobię sądy na karcie społeczności, mam wyższą próbę.
8335:  KMM - To jest paradoks.
8337:  KMM - opróby socjologiczne są drogie.
8339:  KMM - I trzeba też sobie zdawać z tego sprawę.
8341:  KMM - O, mam dobry przykład.
8342:  KMM - Było ostatnio badanie bardzo głośne Fundacji Unaweza Martyny Wojciechowskiej na temat depresji wśród młodych pokoleń.
8351:  KMM - I wzięto gigantyczną próbę, to było paręset tysięcy ludzi, ale właśnie trzeba to sprawdzić, czy to było paręset tysięcy, czy parędziesiąt.
8358:  KMM - Więc właśnie, do zweryfikowania.
8360:  KMM - Ale to była największa próba, bo to pamiętam, była największa próba socjologiczna w tym zakresie.
8366:  KMM - Jak jest 10 tysięcy, to już jest bardzo dużo.
8367:  KMM - To już jest bardzo dużo.
8368:  KMM - Otóż to.
8369:  KMM - Ale wiesz, były zastrzeżenia metodologiczne, które podniesiono właśnie, bo powiedziano, że nie no, wiecie, co innego jest badać 11-latka, co innego 24-latka.
8377:  KMM - Tylko, że wiesz, zastrzeżenia metodologiczne sobie, a równocześnie intencja powiedzenia, słuchajcie, w młodych pokoleniach, w szerokim przekroju jest problem z depresją i myśmy do tego doprowadzili, to jest inna rzecz.
8390:  KMM - I nie powinna dyskusja nad metodologią badań przykryć problemu, nie?
8394:  KMM - A przykryła trochę.
8395:  KMM - I nie mówimy o tym w ogóle, a powinniśmy mówić, że jest problem realny, bo na ten problem na przykład muszą odpowiedzieć uczelnie, zwiększając pomoc psychologiczną, albo szkoły zatrudniając dodatkowego psychologa, lub rząd mówiąc o tym, że okej, finansujemy darmowy program konsultacji psychologicznych dla ludzi w wieku 12-24, bo było badanie z dużą próbą.
8415:  KMM - Ale nie, będziemy mieli batorzenie się w internecie o to, czy to było dobrze skonstruowane badanie, czy nie.
8420:  KMM - I to jest dla mnie taki przykład, w którym wiesz ten, weryfikująca instancja jest niepotrzebna w tym znaczeniu, że trochę inny mamy cel.
8428:  KMM - To znaczy cel tego badania był bardzo empatyczny.
8432:  KMM - Miało ono na celu uświadomienie ludziom, że problem, który jest cały czas chowany i zamiatany pod dywan jest realnym problemem.
8440:  KMM - I możemy zrobić następne badanie na przykład, które będzie bardziej precyzyjne.
8443:  KMM - To jest dobra odpowiedź na to badanie.
8445:  KMM - Nie jest dobrą odpowiedzią na badanie naukowe, zrobienie filmu na YouTube i powiedzenie, że nie, bo mi się wydaje, że... Spoko, nawet możesz mieć rację, możesz przywołać dobre argumenty, super, ale trochę mijasz się z celem tego, tak?
8458:  KMM - I celem nauki jest, zwłaszcza poprawki takiej naukowej, jest to, że...
8463:  KMM - Jeżeli ja mówię, że to badanie jest złe i robię własne, to tam to badanie nie znika, no chyba, że ono jest na jakichś fałszywych kompletnie przesłankach ustanowione, a to nie był ten kazus.
8473:  KMM - Więc robię precyzyjniejsze badanie i cytuję tamto i mówimy, słuchajcie, z tych dwóch wynika to, że to jest jakaś tendencja, prawda?
8480:  KMM - I ktoś jeszcze trzeci patrzy na to jeszcze świeższym okiem i mówi, dobrze, ale to są dane tylko z Polski.
8484:  KMM - skonfrontujmy je z Europą.
8486:  KMM - A jeszcze inny powie, a tutaj jest taka sytuacja w Stanach i wiesz, masz pięć różnych badań i z tego wyłania ci się jakiś obraz.
8493:  KMM - I wiesz, nie, są tacy ludzie, którzy popularyzują naukę, oni przeczytają wszystkie te badania i powiedzą ci o tym w podcaście z intencją zwrócenia uwagi na problem, a nie z intencją szerzenia kłamstwa naukowego.
8504:  KMM - Więc tutaj tak bym to rozpatrywał, że są niestety ludzie, którzy szerzą kłamstwa naukowe albo posługują się nieprecyzyjnym językiem.
8512:  PG - Albo nie potrafią czytać badań.
8513:  KMM - O, tak, to też jest.
8515:  KMM - Ja kocham, jak youtuberzy biorą badanie i pokazują tylko abstrakt.
8519:  KMM - O Boże, jak ja to kocham.
8521:  KMM - I nie wczytują się w cokolwiek.
8522:  PG - I tak jest lepsze niż nic, moim zdaniem.
8525:  PG - Bo większość osób w ogóle nie spojrzy żadne badania naukowe.
8527:  PG - Tu masz chociaż kogoś, kto zrobił tą pracę, nie modlił się do świętego spokoju i chociaż to zrobił.
8533:  KMM - Ale wiesz, jest taka tendencja, że pokazujesz w atrakcyjnym montażu same nagłówki na przykład, bo to ładnie pokazuje, że ohoho, tu są różne punkty widzenia, które sprzyjają mojej tezie, a tymczasem nie pokazuje tego zniuansowania, które bardzo często jest.
8547:  KMM - No i ja sam mógłbym od razu powiedzieć, że moja strategia jest taka, że ja się dzielę moim doświadczeniem praktycznym, no ale wiesz, mógłbym zrobić tylko to.
8554:  KMM - a równocześnie pokazuje badania.
8556:  KMM - Ale oczywiście ktoś może stwierdzić, ja mam inne badania.
8559:  KMM - Tak, oczywiście, ale to jeszcze nie znaczy, że ja się mylę, bo trzeba byłoby wtedy zrobić jakąś dyskusję między praktykami, że ty masz taką praktykę i mam inną praktykę.
8567:  KMM - I mamy różne badania, które potwierdzają nasze strategie.
8570:  KMM - No i co z tego wynika?
8572:  KMM - Mówiąc językiem internetu, nie powinno z tego wynikać, że o, ten zaorał tego, tylko z tego wynika, że okej, testujesz to i testujesz to i sprawdzasz, co działa dla ciebie.
8583:  KMM - A wiesz, ja jestem w o tyle komfortowej sytuacji, że mamy jako społeczeństwo przetestowany system, który jest kompletną alternatywą wobec tego, co mówię ja i paru innych reformatorów, więc tego już nie musimy przetestować.
8594:  KMM - Możemy oczywiście bohatersko mówić, to ja mam taką odważną tezę, róbmy to jak zawsze.
8599:  KMM - No oczywiście, że tak można, ale fajnie jest, ja przetestowałem to na sobie, sprawdzić czy jakaś alternatywna wersja rzeczywistości do ciebie bardziej przemawia, zobaczyć czy działa i wiesz co, wiele razy mi się zdarzało, że ktoś tam mówił, o tu jest ta metoda jakiejś kapelusze, bo no ona ci zadziała, a tu jest taka metoda, a tu jest kanban, a tu jest coś innego.
8618:  KMM - Nie działało to na przykład i testowałem inną.
8620:  KMM - Czy to znaczy, że ten człowiek się mylił?
8622:  KMM - Nie, bo może dla jego grupy to zadziałało.
8624:  KMM - Może w nauczaniu matematyki to bardziej pomaga niż w nauczaniu literatury na przykład, czy groznawstwa.
8630:  KMM - Nie wiem.
8631:  KMM - To nie znaczy jeszcze, a my jesteśmy troszeczkę takimi niewolnikami metod i wzorców, że jeżeli coś nie zadziałało w jakimś kontekście, to nie zadziała w innych.
8638:  KMM - I marci mnie tylko strasznie to, że właśnie nie ma takiej tendencji do testowania i eksperymentowania w matematyce.
8645:  KMM - Bo to nie jest tak, że my eksperymentujemy na żywym materiale ludzkim, tylko w tym momencie eksperymentujemy na rozwiązaniach systemowych.
8650:  PG - Bo ludzie nie doświadczyli nigdy pierwszego testu.
8653:  PG - Moim zdaniem najbardziej uczący jest pierwszy test.
8656:  PG - Jak robisz sobie pierwszy test, wymyślasz sobie, okej, mam trzy koncepty, przetestuję to z użytkownikami.
8660:  PG - Na przykład idziesz do tych użytkowników i tobie się wydaje, że ten jest najlepszy, natomiast wygrywa kompletnie ten i ty myślisz sobie, hmm, tu jest trochę informacji na temat moich przemyśleń, co jest dobre, a co nie.
8670:  PG - I zaczynasz to testować, a to miałem u siebie z okładkami po prostu przetestować.
8674:  PG - Nie byłem w stanie nigdy wymyślić, która wygra.
8676:  PG - Nie miałem zielonego pojęcia i od tamtej pory stwierdziłem, dobra, ja w ogóle się nad tym nie zastanawiam.
8679:  PG - To nie jest w ogóle moja decyzja, więc po co ja mam decydować, która jest najważniejsza.
8683:  PG - Nie robię tego dla siebie.
8684:  KMM - Ale to jest piękne, bo to jest właśnie ta lekcja, którą nam daje user experience, badanie doświadczeń użytkownika.
8690:  KMM - Najbardziej niedoceniany obszar nowych technologii jakiś właśnie się wykrystalizował.
8694:  KMM - U mnie na przykład na Wydziale Humanistycznym na AGH uczą ludzie, specjaliści od UX-u i takie rzecz, którą... To jest znany przykład, ale może ktoś nie zna.
8704:  KMM - Podstawowy dowód na to, kiedy UX działa, robisz park i wytyczasz ścieżki.
8709:  KMM - Wiadomo, jak to zrobisz w Polsce, to znaczy wszystkie pod kątem prostym i w równych odstępach drzewa, koniecznie drzewa tam, gdzie nie ma ławki.
8716:  KMM - A tymczasem masz drugi park, w którym po prostu tajesz trawę i ludzie sobie chodzą.
8720:  KMM - No i tak, chodzą, wytyczasz alejki, nagle ludzie nie skracają sobie drogi, nie musisz stawiać zakazu z napisem, nie wolno wydeptywać trawy.
8727:  KMM - Ludzie nie wydeptywają już, bo nie mają takiej potrzeby.
8730:  KMM - Przynajmniej aumas, nie?
8731:  KMM - Ktoś tam sobie wejdzie na trawnik, ale problemem jest, jeżeli 100 osób wejdzie na trawnik i wydepcze sobie ścieżkę do najbliższego skrzyżowania.
8739:  KMM - I my to możemy zastosować do absolutnie każdej dziedziny życia i to jest dlatego takie piękne.
8744:  KMM - ale równocześnie smutne, że rzadko się to stosuje.
8747:  KMM - No wiesz, no taka idea miasta piętnastominutowego na przykład, która też jest dyskutowana, no ona właśnie wyrasta z tego przekonania, że miasto to dla człowieka, w związku z powyższym powinniśmy obserwować zachowania ludzi i sprawdzać, jak oni się będą zachowywać, ale są ludzie, którzy ci powiedzą, no miasto piętnastominutowe to jest wymysł,
8763:  KMM - I teraz możesz sobie dobrać dowolny przymiotnik, ktoś będzie chciał sobie dać, ktoś może powiedzieć, że to jest wymysł masoński, ktoś inny może powiedzieć, że to jest wymysł lewacki, wszystko jedno.
8772:  KMM - Ale w jednym i w drugim przypadku będzie chodziło o to samo, to znaczy zdyskredytowanie i zdezawuowanie stanowiska, z którym się nie zgadzam.
8778:  PG - I dlatego takie piękne są testy, bo teraz masz takiego gościa, który po prostu będzie się zapierał rękoma i nogami, a ty mu pokazujesz, zobacz.
8784:  PG - Masz test, zamknij mordę.
8785:  KMM - Wiesz, ja zrobiłem taki paskudny test kiedyś, mianowicie to było na dużym fanie postaci Jana Pawła II, ale takim, wiesz, zaprzysięgłym, że to jest w takim razie również wybitny poeta.
8798:  S01 - Mhm.
8799:  KMM - Ale wybitny, najlepszy.
8801:  KMM - Więc ja zrobiłem wredną rzecz, mianowicie kiedyś w księgarni jakiejś, wziąłem książkę i powiedziałem, że zobacz, to jest znowu jakaś nowa, lewacka poezja, która wygra, patrz, jakie to głupie.
8811:  KMM - I tylko poddałem mu, zasłaniając palcem na główek.
8814:  KMM - Jakie głupie...
8815:  KMM - Aha!
8817:  KMM - I jakie było zdziwko nagle.
8819:  KMM - Więc testy są cudowną metodą.
8821:  KMM - Także też test zrobiłem raz paskudny na przedstawicielach starszego grona polonistów, którzy uważali, że w grach wideo nie da się opowiedzieć dobrej historii, więc zgłosiłem referat.
8834:  KMM - Tak, że w ogóle to jest niemożliwe.
8835:  KMM - Zgłosiłem referat, który był o Bioshocku.
8837:  KMM - Powinien ich skonsolować od razu za takie starcie.
8839:  KMM - Tak.
8840:  KMM - Wiesz, ale byłem na tyle wredny, że przedstawiłem Bioshocka jako wybitną powieść japońskiego pisarza Kena Levina i opisałem ją z uszyciem wszystkich metodologii i tak dalej.
8851:  KMM - Zachwycenie, musimy to zanotować, a powiedziałem, a to było grze wideo.
8857:  KMM - Więc testy są dobre, testy, eksperymenty naukowe, bo wiesz, mogły pokazać ci po prostu, że wierzyłeś w dogmaty, prawda?
8864:  KMM - I może warto wyjść poza schemat.
8866:  PG - I że jesteś sprany swoim środowiskiem, jak na przykład operujesz w środowisku designowym, to wiesz, projektujesz aplikację i okej, według designerów to jest dobra aplikacja.
8874:  PG - Później wychodzisz do tych użytkowników, którzy są gdzieś tam w Indiach, w ogóle potrzebują kompletnie innych rzeczy i mają totalnie w dupie, jak to wygląda, bo im to teraz jest w ogóle niepotrzebne i nagle się orientujesz, że
8884:  PG - W ogóle projektowałeś pod jakiekolwiek jakieś inne problemy i nagle trzeba to wszystko zmienić i ci ludzie są zadowoleni, pomimo że po prostu twoje serce krwawi, bo widzisz tą aplikację i mówisz, że nie mogę czegoś takiego oddać.
8895:  KMM - A wiesz, ktoś jest niepełnosprawny, ma jakieś dysfunkcje poznawcze i nagle zupełnie inaczej postrzega twój idealny projekt, który jest przepiękny, śliczny i najlepszy, ale on na przykład widzi inne spektrum kolorów i tak dalej, ma problemy różnego rodzaju.
8907:  KMM - Albo, nie wiem, potrzebuje feedbacku także audialnego i słyszeć to, co jest w menu, albo nie ma podpisu pod obrazkami.
8915:  KMM - Tutaj mamy swoją drogą zrobione przez designerów wytyczne, bardzo konkretne.
8919:  KMM - Co jest zabawne, bo takich UX-owych wytycznych właśnie nie mamy w innych obszarach naszego życia.
8923:  KMM - A właśnie być może trzeba byłoby, no taki znowu będę, jak zdarta płyta, jedna z takich obszarów, w których powinniśmy mieć takie wytyczne, to jest sposób testowania i egzaminowania ludzi, no bo od tego zależy, umówmy się, no nie tylko to, że ktoś zostanie takim człowiekiem jak ja, który dużo mówi, bo skończył studia humanistyczne,
8940:  KMM - Ale od tego może zależeć na przykład wykształcenie dobrego lekarza.
8943:  KMM - Ja bym wolał, żeby mój lekarz miał więcej kontaktu z pacjentem przy łóżku, niż szybko odpowiadał na testy ABCD z łacińskich nazw różnych moich organów wewnętrznych.
8953:  KMM - Bo dla mnie o wiele ważniejsze jest to, żeby on nie pomylił zespołu jelita drażliwego z chorobą Crohna, niż to, że nazwi mi po łacinie wszystkie odcinki jelita.
8971:  KMM - A masz z tym problem związany taki, że lekarze potem diagnozują objawy i robią to świetnie, natomiast nie diagnozują choroby konkretnego pacjenta.
8980:  PG - I nie potrafią łączyć kropek, to o czym ty opowiadałeś o tych studentach, że oni ok, rozpoznaje to, rozpoznaje to, ale nie potrafią połączyć tego i zastanowić się, że może ta przyczyna jest kompletnie z innego miejsca.
8991:  KMM - Tak, znaczy poszukiwanie etiologii tego źródła różnego rodzaju chorób, wirusów i tak dalej, to jest taka praca detektywistyczna w sumie i rzeczywiście trzeba bardzo otwartego umysłu.
