Znęcamy się nad Harrym Potterem - czekając na Hogwart's Legacy, Krzysztof M. Maj, ZMIANA PERSPEKTYWY
🔗 https://www.youtube.com/watch?v=S1o0R985PvI
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)

0:  DS - No ale chciałbyś mieć koedukacyjną sypialnię?
3932:  KMM - Może trochę w czwartej części, gdzie był ten bal właśnie, o którym wspomniałaś.
3936:  KMM - Potem w szóstej jeszcze jest Mon Ron.
3941:  KMM - Tak, ale to jest zrobione żenująco.
3944:  KMM - Dobrze, że to wspomniałaś.
3945:  KMM - Tam jest taka sfera, że eliksir miłosny i tak dalej.
3949:  KMM - I jest to zrobione w formie takiej slapstickowej komedii.
3952:  KMM - I David Yates był z tego strasznie dumny, swoją drogą.
3954:  KMM - Jak słyszałem z nim wywiadów, bardzo był dumny z tego, że to przedstawił.
3958:  KMM - A mnie to kompletnie nie pasowało do świata Pottera.
3961:  KMM - Całkowicie.
3962:  DS - Filmowo szósta część w ogóle moim zdaniem jest dość słaba.
3966:  KMM - Bo ona powinna być już w dwóch częściach.
3967:  KMM - Tam było za dużo materiału fabularnego, żeby to zmieścić.
3970:  DS - Ale nie, zamiast tego rozdzielmy ostatnią część.
3973:  KMM - Tak.
3974:  DS - Pytania od patronów?
3975:  DS - Pytania od patronów.
3976:  DS - Jak według Was powinna być kontynuowana saga zamiast tego, co się stało z przeklętym dzieckiem fantastycznymi zwierzętami?
3983:  DS - Oraz czy to powinna być nowa historia w zupełnie nowym okresie czasowym, czy kontynuacja prequel ze znanymi postaciami?
3990:  KMM - Powiedzieć na pierwsze pytanie jakkolwiek, każde rozwiązanie będzie lepsze.
3994:  KMM - Tak serio, mi się podobał koncept rozwijania pod pewnymi rygorami i warunkami magicznych szkół, tylko trzeba byłoby rozwiązać problem tych zagrożeń, które nieustannie spadają, typu Grindelwald, który się tym nie przejmuje, Voldemort, który się tym nie przejmuje.
4007:  KMM - Więc trzeba by to jakoś rozwiązać i wyjaśnić dlaczego mi się to spodobało.
4010:  KMM - To znaczy gdzieś jakimś, chyba na kanale Harry Potter Theory, tak mi się wydaje, usłyszałem piękną teorię, że w Afryce były szkoły, gdzie się specjalizowano w szkoleniu animagów.
4019:  KMM - I to było ciekawe, no bo wiadomo, że Afryka jest jednym z najmniej zdewastowanych przez białego człowieka, haha, nie zdążyliśmy tego zrobić do końca, kontynentów i zachowała się tam fauna.
4029:  KMM - No w takim ujęciu, w jakim się na przykład w Europie nie zachowała i w takiej skali bioróżnorodności.
4034:  KMM - Więc ciekawym pomysłem jest to, żeby właśnie rozwinąć wątek animagów.
4037:  KMM - Przy okazji Netflix mógłby się za to zabrać, byłby szczęśliwy, miałby full czarną obsadę, więc fantastyczna sprawa.
4043:  KMM - I mówiąc już zupełnie serio, to jest dobry potencjał właśnie do tego, żeby połączyć przyjemne z pożytecznym.
4049:  KMM - Nie jesteśmy w stanie walczyć z tym, że Netflix będzie miał określoną agendę polityczną i różnoetniczną.
4054:  KMM - Świetnie, no to w takim razie myślmy w perspektywie globalnej.
4057:  KMM - Pomyślmy, czy są może jakieś społeczności czarodziejów, które są w 100% multietniczne, w jakimś innym miejscu niż monoetniczna Europa i wszystko będzie fantastyczne.
4065:  KMM - Drugą rzecz, którą można zrobić wtedy, to eksplorować starożytną magię.
4069:  KMM - Troszeczkę to liźnięto w tej najnowszej części sekrety Dumbledora, które nie były żadnymi sekretami i
4077:  KMM - I przedstawiono ten rytuał wybierania bodajże tego przewodniczącego, nie Wiesenga Motu, tylko Konferencji Czajoczyjów.
4084:  KMM - To było ciekawe.
4085:  KMM - I chciałbym takich rzeczy więcej.
4087:  KMM - Niekoniecznie właśnie tylko w tym sosie fantastycznych zwierząt, bo naprawdę Bestialiusz Potterowski to jest najmniej interesująca rzecz.
4094:  KMM - To nigdy nie było centrum tego świata.
4096:  KMM - Magia była centrum tego świata.
4098:  DS - Aczkolwiek dałoby się zrobić naprawdę dobrze film o fantastycznych zwierzętach, tak jak się zaczęło w pierwszej części.
4104:  DS - Ten wątek zwierząt i niuta był naprawdę fajny, przyjemnie się to oglądało.
4109:  DS - Gdyby z tego nie zrezygnowali i nie wpletli tam wątków, które są zupełnie o czymś innym, to to mogłoby działać.
4114:  KMM - Nie oszukujmy się, to działało na takie, że 90% niuchacz i 10% reszta.
4119:  KMM - Niuchacz był super.
4120:  DS - Ten niuchacz wygrał ten film.
4123:  DS - Ja też kiedyś mówiłam, że dla mnie naprawdę ciekawe byłyby historie z uniwersum Harry'ego Pottera, które byłyby historiami troszkę o zwykłych ludziach.
4134:  DS - No, tak jak mamy, nie wiem, jakiś ciekawy romans, albo jakiś ciekawy kryminał, albo jakiś film obyczajowy, który byłby po prostu w tym lore.
4143:  DS - Bo to, co moim zdaniem jest naprawdę fajne w świecie Harry'ego Pottera i to, dlaczego wielu z nas czuje się w nim tak bezpiecznie i chce do niego wracać, to jest ta drobna magia, która jest wszędzie.
4153:  DS - To, że, nie wiem, na przykład pani Weasley gotuje... Gotuje.
4157:  DS - robi na drutach za pomocą magii, że po prostu wchodzimy do tego domu i tam magia uderza nas z każdej strony, bo tu są te druty, które same robią na drutach, tam się samo miesza w garnku, tam jest specjalny magiczny zegar, który ma wskazówki i można by było, trzeba by było włożyć troszkę pracy, pokazać jak ta magia się ekstrapoluje na codzienne życie wtedy i na codzienne problemy takich... O nie, troszkę pracy i współcześność, o nie.
4180:  DS - Ale mogłoby z tego wyjść coś naprawdę fajnego.
4184:  KMM - Przekonuje mnie to.
4184:  KMM - Potrzebujemy więcej gatunków takich klasycznych typu powieść detektywistyczna, kryminał albo heist movie na przykład.
4191:  DS - Mi było dobrze w świecie Harry'ego Pottera i w tych czasach, czyli we współczesnym świecie Harry'ego Pottera, więc po prostu mogłoby być więcej historii.
4198:  DS - Tylko oczywiście wtedy to nie byłoby pokonywanie wielkiego zła, ale moim zdaniem naprawdę nie każde fantasy musi pokonywać wielkie zła.
4204:  KMM - Nie, absolutnie nie.
4205:  KMM - Plus jeszcze wykorzystanie tego modelu, że mamy jeden świat i osadzamy w nim różne historie, tylko robimy to zgodnie z lorem, bo jeżeli nie zrobimy tego zgodnie z lorem, to jak ludzie rozpoznają, że to jest ten świat?
4213:  KMM - Będzie ten sam kazus, co z elfami w Rodowodzie Krwi, że one muszą nosić tabliczkę z napisem jestem elfem i jeszcze mówić to, żebyśmy je rozpoznali.
4220:  KMM - No i oczywiście muszą mieć dolepione szpiczaste uszy, to jest ważne.
4223:  DS - Gorzej jak ktoś im utnie w jakimś pojedynku.
4226:  DS - Co wtedy?
4227:  KMM - No więc właśnie.
4227:  DS - Czy to się zmienią w człowieka?
4230:  DS - A propos Newta Scamandra, odmieniasz to?
4233:  DS - Tak, tak.
4233:  DS - A propos Newta Scamandra, to Hagrid, który jest moim największym rozczarowaniem, ponieważ jak Hagrid zaczął uczyć opieki nad magicznymi stworzeniami, to ja sobie pomyślałam,
4244:  DS - Zajebiście, to jest taki świetny moment, żeby Hagrid zaczął leśnić.
4249:  DS - W tym sensie, że Hagrid, no ponieważ jestem półolbrzymem, no to on jest takim trochę wariatem, nie?
4254:  DS - W sensie lubi te potwory, jest niedostosowany społecznie, nie wiem, trochę jak czarodziej w Świecie Mugu, ale nie wiem, nie umie się ubrać normalnie, tylko jak już ma garnitur, to on jest jakiś włochaty i ma niepasujący krawat w grochy, no szczerze mówiąc, no trochę śmiesznie to jest robione.
4269:  DS - I ja sobie pomyślałam, że on, jak już zostanie tym nauczycielem, to nagle on będzie prowadził takie świetne lekcje obrony przed... O Jezu, tak.
4275:  DS - Obrony.
4275:  DS - Opieki nad magicznymi stworzeniami, no nie?
4277:  DS - Że on nagle przyniesie jakieś z tego zakazanego lasu, jakieś takie stworzenia, które są ciekawe, których czasem nawet nie ma w podręcznikach, no bo on po prostu jest zżyty z tym lasem, to jest jego naturalne środowisko.
4288:  DS - I że ci uczniowie... Właśnie, że będzie taki super kontrast, że on w wielkiej sali na przykład jest taki, no, co tam, Harry?
4293:  DS - O nie, potrąciłem kielich i teraz wszystko jest ubabrane.
4296:  DS - A potem nagle się robi tym takim empatycznym, takim, że wręcz rozumie, czuje te zwierzęta na niej, że oni się od niego tak strasznie dużo nauczą, będą tak śpiewająco zdawać egzaminy.
4307:  DS - Ale nie, Hagrid ma być też komicznym, niezdarą, niedostosowanym społecznie.
4313:  KMM - Zaczyna od tego, że daje ludziom książkę, która może ich zjeść.
4316:  KMM - Zresztą on od początku
4318:  KMM - robi dziwne rzeczy, typu zostawia podteron nagle na dworcu, bo ma ważne rzeczy.
4323:  KMM - Już nie mówiąc o tym, że naprawdę nie radzi sobie zbyt dobrze.
4326:  KMM - Ja zawsze złośliwie mówię, że Hagrid na stanowisku nauczyciela opieki nad magicznymi stworzeniami to jest dokładnie taka sama lekcja, jak przed każdym uniwersytetem.
4334:  KMM - Zatrudnimy praktyków, będziemy mieli dobrą edukację i dydaktykę.
4339:  DS - Ale dlaczego nikogo nie niepokoi to, tak jak mówiłam, tam jest parę dobrych lekcji, na przykład numerologia wygląda jak naprawdę dobrze prowadzona lekcja, ale dlaczego... Ale czy z Firenza, jak była prowadzona później?
4350:  KMM - A nie, numerologia, astrologia też z Firenza.
4352:  DS - Dlaczego na przykład nikogo nie niepokoi to, że Hagrid w ogóle nie realizuje... Mógłby pozmieniać kolejność.
4358:  DS - Dokładnie.
4360:  DS - Najpierw robi raz hipogryfa, potem przez cały SMS z gumochłonem.
4363:  DS - W sensie ci ludzie kiedyś będą zdawać egzaminy i tam muszą znać jakieś zwierzęta.
4370:  KMM - Ja nic nie mówię, ja nic nie mówię.
4372:  DS - Widziałam ostatnio jakoś, że jest taka składanka, że ktoś zostawił wszystkie twoje podstawy programowe przez minutę czterdzieści.
4378:  KMM - Ja bym generalnie rzecz biorąc był zdecydowanym zwolennikiem tego, żeby nauka magii polegała na odkrywaniu sekretów i tajemnic, bo to jest w niej przyjemne.
4386:  KMM - a nie dlatego, że przychodzi jakiś Corneliusz Knott i Corneliusz Knott knoci wszystko, mówiąc, że właśnie jest jakaś podstawa, jest jakieś minima programowe, egzaminy.
4394:  KMM - Najlepiej to jest pokazane przy Umbridge.
4397:  KMM - I to jest świetna scena filmowa.
4398:  KMM - Jak Umbridge wbija do wielkiej sali, jest ten zegar taki wahadłowy,
4403:  KMM - I ona się przechadza na tych swoich krótkich odnóżach tam i z powrotem, bo ma być cisza i uczniowie mają przepisywać z podręczników.
4410:  KMM - To jest dokładnie to, z czym ja bym walczył.
4412:  KMM - Więc ja jestem trochę po stronie Hagrida, ale fajnie byłoby, gdyby nie było to takie żałosne i równocześnie niebezpieczne, nie oszukujmy się,
4419:  DS - Ale dlatego mówię, on mógłby przynosić, przyprowadzać jakieś dziwne stworzenia z tego lasu na nie, które właśnie nie są w tej podstawie, bo on naprawdę chce cię po prostu nauczyć.
4429:  KMM - Może my mówimy o podstawie programowej w Uniwersum Podtarzań.
4432:  KMM - Ja nie wierzę, to jest straszne.
4434:  DS - No czego się spodziewałeś?
4435:  DS - Po czymkolwiek w ciebie słowo szkoła.
4436:  KMM - Tak, tak.
4437:  DS - Musiałeś się zboczyć w tę stronę.
4438:  KMM - Ale właśnie dlatego ja lubię Durmstrang.
4441:  KMM - ponieważ o Durmstrangu nie wiemy nic ponad to, że uczono tam czarnej magii, że była zupełnie inna szkoła różdżkarstwa, nie ta Oliwandera.
4449:  KMM - Jaka jest szkoła różdżkarstwa Oliwandera?
4451:  KMM - O, różdżka wybiera czarodzień.
4453:  KMM - Przepraszam, moja jest przykrótka.
4455:  KMM - Różdżka
4456:  KMM - Wybiera czarodzieja, bo miłość nie, a tymczasem wychodzi o potęgę.
4460:  DS - Trzeba ci dać ten kostur, bo po prostu będziesz narzekał.
4463:  KMM - No tak, no kostur jest obiektywnie lepszy, bo można nim zdzielić jakiegoś krwawnego harfuta, żeby zginął i umarł.
4470:  KMM - A przepraszam najmocniej, nasz...
4474:  KMM - Choose your destiny, tak?
4476:  KMM - Mówiąc Immortale Combatem.
4477:  KMM - Ja wybieram to.
4479:  KMM - W każdym razie o Durmstrangu nie wiemy wiele i właśnie dlatego to jest takie ciekawe i tajemnicze.
4484:  KMM - Więc gdyby tam przenieść jakąś narrację, niech już będzie, jeżeli chcemy tak strasznie baszować czarną magię
4489:  KMM - Proszę bardzo, że jakieś tajemnicze rzeczy dzieją się w Durmstrangu, zróbmy to.
4493:  KMM - Dobrze, okej, ale zachowajmy jakąś właśnie tajemnicę.
4496:  KMM - Opowiedziałeś słuszną rzecz w odniesieniu do Pottera, że na początku była ta tajemnica i dlatego to było takie interesujące.
4501:  KMM - Z perspektywy Pottera poznawaliśmy świadcza rodzin, który był tajemniczy, ale teraz już go znamy.
4506:  KMM - Więc trzeba wprowadzić nową tajemnicę, ciekawszą, prawda?
4509:  KMM - I starożytność to jest jedyny kierunek rozwoju.
4511:  KMM - Zresztą tak samo dla uniwersum Star Wars.
4513:  KMM - Wszyscy chcą zobaczyć, jak wygląda wieczne imperium albo Stara Republika i nikt nam tego nie pokazuje, ale nikogo nie obchodzą dalsze losy Hanna.
4520:  KMM - I podejrzewam, że tutaj właśnie jest ten sam problem.
4522:  KMM - Znaczy Rowling mówi, ojej, dalsze losy Pottera, to dzieci Pottera.
4525:  KMM - Nie, właśnie nie.
4525:  KMM - Starożytna magia.
4527:  KMM - Jak powstali dementorzy na przykład.
4528:  KMM - O, to jest ciekawe.
4529:  KMM - Jak powstał Azkaban.
4530:  KMM - Można wtedy tej narracji, tak jak mówiłaś, crime, fiction i tak dalej wprowadzić w to.
4534:  KMM - Albo jakieś mystery.
4536:  DS - No to byłyby na pewno ciekawe historie.
4538:  DS - W ogóle świat czarodziejów jest takim brutalnym światem.
4543:  DS - Główna kara za wszystko to bycie zesłanym do Azkabanu, gdzie torturują was przez usuwanie z waszych umysłów wszystkich szczęśliwych wspomnień.
4552:  KMM - A wystarczy pójść do Hogwartu na jedno wychodzi, bo to jest patologiczny system szkolnictwa.
4556:  DS - To prawda, w Hogwarcie było też dużo przyjemnych rzeczy.
4559:  DS - Mogłeś chodzić na przykład do klubu gargulkowego i grać w gargulki.
4561:  KMM - Jedzenie przygotowywane przez niewolników.
4566:  DS - Chcesz wchodzić w temat skrzatów, wiesz, że to będzie kolejna godzina rozmowy.
4569:  KMM - Tak, no, Front Wyzwolenia Skrzatów Domowych to jest kolejna godzina rozmowy, ale prawda jest taka, że Hermiona miała rację pod tym względem.
4575:  KMM - To jest jeden, jedyny moment, kiedy ona miała rację, ale rzadko miała rację.
4579:  S01 - No nie wiem.
4581:  KMM - Na podstawie tych ograniczonych danych, które mamy, wiadomo dwie rzeczy.
4585:  KMM - To znaczy, że skrzaty były albo genetycznie, albo magicznie zmuszone do posłuszeństwa.
4590:  DS - Albo tak wyewoluowały.
4594:  KMM - W każdym razie były utrzymywane przez arystokratyczne rodziny, które miały obsesję na punkcie czystości krwi.
4599:  KMM - Fajnie.
4600:  KMM - I to samo robi ten wspaniały dyrektor Hogwardu, który jest właśnie taki empatyczny i ekumenizm mu sprzyja, on jest takim papajem, chce wszystkiego dobrego dla wszystkich, a tu się nagle okazuje, że jest ta mroczna strona, o której z kolei miała rację Rita Skitter, jak pisała te wspomnienia.
4617:  KMM - No miała rację, znaczy niewątpliwie ten życiorys Dumbledora był wybielony z tych różnych takich ciemnych plamek.
4623:  DS - Przede wszystkim, moim zdaniem, Rowling zupełnie nie chciała zrobić wątku niewolników, tylko wyszło jej to przypadkiem.
4632:  DS - Ja czytałam.
4632:  S06 - Trochę tak jak Brytyjczykom.
4639:  DS - Czytałam ostatnio całkiem ciekawy artykuł, gdzie ktoś pisał, że Rowling, bo Rowling szczerze mówiąc jest dużo mniej kreatywna niż dużo ludzi uważa, zwłaszcza jak się czyta po polsku.
4652:  DS - Tam są te takie historie, ale to nie jest jakiś plagiat czy coś, tylko że no wiadomo, na wszystkie te zaklęcia to są po prostu słowa po łacinie, że nazwiska są takie mało kreatywne, no bo nie wiem, mamy nauczyciela, który jest wielkołakiem, to nazwijemy go Lupin, bo Lupus.
4668:  DS - Były zarzuty, że na przykład, nie wiem, jak tworzy azjatycką bohaterkę, czyli Cho Chang, to nie chce jej się na przykład sprawdzić, jakie są popularne nazwiska chińskie, więc bierze zlepek słów, które brzmią, wiecie, cink, ciank, ciank, Cho Chang.
4682:  DS - Więc podobno, tak samo było trochę ze skrzatami domowymi, czyli podobnie jak w przypadku wszystkich stworzeń, hipogryfów i tak dalej, ona to po prostu wzięła z brytyjskiego folkloru, gdzie są takie istoty,
4693:  DS - które nazywają się, uwaga, brownie, to są takie właśnie magiczne skrzaty.
4698:  KMM - Dobrze, że Rowling nie eskalowała tego pomysłu.
4701:  DS - Skrzaty domowe brzmi lepiej.
4704:  DS - Są to takie skrzaty, które właśnie pracują w domach, sprzątają i gotują i również w tym folklorze jest zaznaczone to, że one chcą pracować i są obrażone, jeśli próbujesz im płacić i strasznie się wkurzają, jeśli próbujesz dać im ubranie.
4718:  DS - Jeśli spróbujesz dać im ubranie, to one odchodzą z twojego domu, ponieważ właśnie jest to forma zapłaty za ich pracę.
4725:  KMM - Bardzo dobrze w takim razie, że Wesleyowie mają Molly Wesley, która jest niewolnicą prywatną, nie muszą mieć skrzata domowego.
4730:  DS - To jest właśnie trochę słabe, że tylko ci bogaci mają te skrzaty domowe, bo tak to byłoby, miałoby trochę inny wydźwięk wciąż.
4738:  KMM - Ale trochę dlatego nawiązywałem do tych dezedukacyjnych dormitoriów, że jednak w Hogwarcie i w ogóle u Rowling jest taki fetysz tej tradycyjnej, konserwatywnej, brytyjskiej.
4748:  KMM - No właśnie, i edukacji, i formy rządów, i relacji społecznych, warstw społecznych.
4754:  DS - Ja w ogóle też czytałam, że strasznie im, że już im umierały szkoły, te boarding schools, czyli szkoły z internetem i już były po prostu na wymarciu, już nie mieli zamykać, a to nagle wszedł Harry Potter i znowu rozkrytają.
4764:  DS - No tak, tak, cały ten trend, który się nazywa... Gdy akurat faktycznie mam wrażenie, że o szkołach z internetem się dużo fajniej czyta, niż się w nich przebywa.
4772:  KMM - No ten cały nurt Dark Academia jest zresztą z Pottera, więc wzięty w dużej mierze i później z paru innych, ale głównie Potter to nakręcił i w tym nurcie chodziło o to, że właśnie jest tak fajnie, że jest ciemno i że o, iż to taki tak wygląda jak klasztor i świece i księgi oprawne w skórę, o, książki, byleby nie gry, książki.
4794:  KMM - No wiadomo, chodzi o estetykę pewną, więc to miało taki polar.
4797:  DS - No w każdym razie, czekaj, a czemu mówiliśmy o skrzatach domowych?
4802:  KMM - Generalnie odpowiadaliśmy na pytanie numer dwa od Patronów, nie wierzę, że ja to pamiętam.
4806:  DS - Ja bym powiedziała tak, że na pewno Rowling ma ten problem, że umieszcza rzeczy jako wątki poboczne i nie zdaje sobie sprawy, że one wymagają potem pewnego dokończenia.
4819:  DS - Bo ona sobie wrzuciła tego skrzata domowego jako taki właśnie... Potrzebowała po prostu ruszyć jakąś fabułę, więc wrzuciła sobie takiego śmiesznego skrzata, który zarzucił tajemnicę w drugiej części, a potem jeszcze próbował zabić Harry'ego, żeby było wesoło.
4835:  DS - I dopiero nagle potem się okazało, że właśnie są skrzaty domowe.
4839:  DS - Potem jako kolejny wątek komediowy postanowiła, że Hermiona będzie...
4845:  DS - komicznie wręcz próbować je uwalniać.
4847:  DS - No a potem skończyła serię i w sumie okazało się, że wypadałoby ten temat skrzatów domowych jakoś zamknąć.
4853:  DS - Albo w jedną stronę, albo w drugą stronę.
4856:  DS - Ale jak one zostają takie otwarte, to faktycznie jest to rodzaj wątku, który przez to, że on dotyczy tego niewolnictwa, no to faktycznie głupio go tak zostawić otwartego.
4869:  DS - Ten sam problem mam z wilkołakami.
4873:  DS - Mamy wilkołaki.
4874:  DS - Wilkołaków?
4875:  KMM - Tak.
4876:  KMM - Obydwie, one są wprawne, zawsze tak odpowiadam.
4879:  DS - Super, no to mamy wilkołaki, które są wyrzutkami społeczeństwa.
4883:  DS - Mamy tego biednego profesora Lapina,
4886:  DS - To wszystko byłoby spoko, ale mamy eliksir, który sprawia, że ten wilkołak w czasie przemiany nie przeżywa tej bolesnej przemiany, po prostu zmienia się nie w wilkołaka, który jest agresywny, tylko w zwykłego wilka i jeszcze zachowuje świadomość, więc jak to jest powiedziane w książce, możecie po prostu zwinąć pod swoim biurkiem i przeczekać całą pełnię.
4906:  DS - Ale mimo to, mimo że mamy problem z wilkołakami i boimy się ich jako społeczeństwo i oni krzywdzą nasze dzieci, bo je czasem porywają i zmieniają w wilkołaki, nie postanawiamy zacząć masowo produkować tego eliksiru, bo Lapin tam mówi, że niewielu czarodziejów potrafi zrobić ten eliksir.
4924:  DS - No i w związku z tym przypuszczam, że również jest dość drogi, jakby się go chciało kupić, no nie?
4928:  DS - Tak.
4929:  DS - Dlatego ja mówię, że społeczeństwo czarodziejów jest bardzo okrutne, bo nie zajmuje się w ogóle tymi sprawami.
4935:  KMM - Albo po prostu ograniczone i głupie, to też jest opcja.
4938:  KMM - Mnie zawsze fascynowała to taka niekonsekwencja właśnie przed wprowadzeniem jakiegoś gimmicka przez Rowling i później zdawaniem sobie sprawy z tego, jakie to ma konsekwencje.
4946:  DS - Że nagle się coś wdepnęło w poważny temat.
4948:  KMM - Eliksir prawdy, tak?
4949:  KMM - Czasomierz, znaczy nie czasomierz, tylko czasozmieniacz, zmieniacz czasu.
4953:  DS - A, wracając jeszcze do skrzatów, to pytanie brzmi, czy jeśli skrzaty wyewoluowały w naturalny sposób, bez ingerencji czarodziejów, w taką formę, w jakiej są, że kochają pracę, nie chcą za nią zapłaty, po prostu to lubią, to czy mamy prawo zmuszać ich do tego, żeby były szczęśliwe na siłę?
4976:  KMM - Przypomnijmy rozmowę jaką miałam w gamedevie, tak?
4979:  KMM - Czy jeżeli kran czuje dobrowolnie, bo kocham grę i kocham swoją firmę, to dobry kran, czyli dobre nadgodziny.
4986:  KMM - Nie!
4988:  DS - Ale jeśli elfy zachowują przy tym, skrzaty, czemu mówię elfy cały czas przez rodowód krwi, zachowują przy tym zdrowie i są szczęśliwe i psychicznie
4997:  DS - Nie wiemy tego.
4998:  KMM - No nie wiemy, ale jeśli tak jest.
5000:  KMM - Jeżeli jesteśmy w świecie, w którym istnieje zaklęcie imperium i ludziom się wydaje, że coś robią dobrze, mimo że nie wiedzą do końca, czy robią dobrze, to ciężko to stwierdzić.
5006:  DS - No więc jasne, należy przeprowadzić bardzo dokładne badania na temat tego, czy elfy robią to z własnej woli, czy są pod jakimś, bo jeśli są pod wpływem zaklęcia, są do tego zmuszane i tak dalej, to jak najbardziej go, go Hermiona i wszyscy powinniśmy ratować.
5019:  KMM - Do świętego Munga, trepanacja czaszki i sekcja zwłok wszystkich skrzatów.
5024:  KMM - Mogę czytać też z Hogwartu od razu, będziemy mieli dwa problemy rozwiązane, a tak serio to nie jest jedyny przypadek, kiedy społeczność czarodziejów zachowuje się w sposób quasi faszystowski, bo jeszcze weźmy goblinów.
5035:  KMM - w Gringocie, które nie mogą używać artefaktów magnetycznych i różdżek.
5038:  DS - Tak, że nie mogą używać różdżek.
5040:  KMM - I własnych artefaktów, które one wytworzyły.
5044:  KMM - Przecież oto jest cały biw związany z mieczem Godryga Gryffindora w ostatniej części.
5047:  DS - No ale tam się rozbijają o to, że inaczej rozumieją posiadanie, no nie?
5053:  KMM - No właśnie, znaczy tak, no tak.
5054:  DS - No tak, ale to niekoniecznie znaczy, że powinno być tak, jak oni twierdzą, tylko musisz ustanowić, jeśli mają koegzystować dwie rasy, to musicie niestety ustalić coś pośredniego.
5063:  KMM - Ale wiesz, to znowu ma właśnie taki posmak tego brytyjskiego kolonializmu, imperializmu, no bo społeczności afrykańskie też inaczej rozumiały stan posiadania własnych ziem, a Brytyjczycy dobrze wiedzą, jaki jest właściwy stan posiadania, to znaczy wszystko jest w koronie.
5077:  KMM - Przypomina mi się, to jest a propos, przysięgam, w British Museum jest, jak pewnie wiecie, są te rzeźby z tympanonu wzięte i nie ma ich przez to na Partenonie Greckim.
5087:  KMM - No i ja widziałem, tam jest takie piękne wyjaśnienie, rzeźby w British Museum, dzięki temu, że są wśród innych skradzionych przez nas.
5096:  KMM - rzeźby zyskują tutaj kontekst kulturowy, którego nie miałyby w Muzeum Ateńskim.
5102:  KMM - To jest, przysięgam, jest opis, w 2020 widziałem to w British Museum.
5107:  KMM - To pokazuje myślenie brytyjskie i myślę, że właśnie w tych kwestiach goblinych i nich skrzacich i tak dalej to wychodzi.
5112:  KMM - Nie mówię, że intencjonalnie, ale może być właśnie tak, że Rowling tego w ogóle nie czyta i pokazuje to albo jako krytykę społeczeństwa brytyjskiego, wtedy fajnie, albo wręcz przeciwnie, jako coś, co jest przeźroczyste i to jest wtedy niefajne.
5123:  KMM - Tak czy siak warto jest o tym mówić, bo to jest jedna z nielicznych powieści fantasy i cyklu powieści fantasy, w których w ogóle temat niewolnictwa, czy temat takiego zawłaszczania, kolonizacji i tak dalej się pojawia.
5133:  DS - Jest to dość zabawne, że gdyby nie wrzuciła pewnych rzeczy, to tego problemu by po prostu nie było.
5138:  DS - Tak samo jak właśnie poruszyła ten problem z tym mieczem, tego, że inaczej rozumieją ją posiadanie.
5145:  DS - No ale to jest w sumie z każdą rzeczą w książce.
5146:  DS - Jeśli ją poruszysz, to ona powinna mieć swoje konsekwencje.
5150:  KMM - Tak, to jest powód, dla którego właśnie ten świat się nie schodzi światotwórczo, bo jeżeli chcielibyśmy na temat takich rzeczy dyskutować w odniesieniu do kosmiju Sandersona, tam zasadniczo wiele rzeczy ma swoje wyjaśnienie.
5162:  KMM - Jasne są pewne miejsca puste, muszą być, ale Sanderson nie wprowadza rzeczy, które są po prostu gimikiem magicznym dla samego tego faktu, że to jest fajne i on to o tym mówi w swoich wykładach o światotwórstwie na YouTubie, swoje drogą są dostępne, gdzie powtarza, że świat musi być kierowany w
5178:  KMM - w całym ciągłym napięciu z fabułą.
5181:  KMM - A u Rowling jest trochę tak, że fabuła dyktowała zmiany w świecie na bieżąco i dokonywała ona przez to korekt.
5187:  KMM - Czasami były to korekty wsteczne, no i właśnie wychodziły takie kiksy potem.
5190:  DS - Ja się napotkałam się, już zaczynam bełkotać, bo już długo rozmawiamy, ale spotkałam się z takim stwierdzeniem, że ona ma chyba two book lag.
5199:  DS - Że coś tam tworzy, na przykład taki zmieniacz czasu, potem jak wypuszcza następną książkę przez ten czas, wszyscy mówią, no to co z tymi zmieniaczami czasu, czemu po prostu Harry się nie cofnął w czasie i nie uratował Cedrica przed śmiercią, skoro mieli zmieniacz czasu, bo przypominam, że zmieniacze czasu jeszcze wtedy były, bo nie zostały zniszczone.
5215:  DS - No i wtedy Rowling się orientuje, no faktycznie trochę głupio.
5218:  DS - Więc w następnej części są niby zniszczone wszystkie zmieniacze czasu.
5221:  DS - Mimo że, tak jak to jest również podnoszone, wystarczyłoby powiedzieć na przykład, że możesz używać zmieniacza czasu tylko do takich drobnych spraw, typu uczenie się większej ilości przedmiotów, nie?
5233:  DS - Ale nie da się co zmienić w biegu historii, bo ona zawsze znajdzie sposób jak rzeka, żeby wrócić do swojego koryta, nie?
5238:  KMM - Ale to też było bez sensu, bo zauważcie, że w gruncie rzeczy ten zmieniacz czasu był potrzebny tylko po to, żeby pokazać, że Hermiona jest bardziej zajebista niż była wcześniej, no.
5245:  DS - Ale zupełnie spokojnie nawet mógłby być ten zmieniacz czasu.
5247:  DS - No tylko jakby był do drobnych spraw, to nie uratowaliby Syriusza i musiałaby myśleć jakieś inne zakończenie.
5252:  KMM - To jest właśnie ten efekt kuli śnieżnej, który bardzo w światotworzeniu się często pojawia.
5256:  KMM - Jak coś wprowadzamy, to jednak powinno mieć to jakieś wytłumaczenie i konsekwencje.
