Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
7782:  KMM - Strasznie się to obserwowało.
7785:  KMM - No i to jest chyba człowiek, który był w
7787:  KMM - Najbardziej sympatyczny z nich wszystkich, co jest najbardziej dziwne, ale równocześnie w jednakowy sposób fałszywy.
7793:  KMM - Nie był cyniczny, ale nie był cyniczny.
7796:  KMM - Tak, tak.
7796:  KMM - Jest taka jednak scena, jak jedzie samochodem z ojcem, już nie pamiętam w jakich okolicznościach i tak zaczynają się wymieniać, widać, że się znają dłużej niż reszta rodzeństwa z oczywistych względów i zaczynają się wymieniać jakimiś dowcipami, Logan się śmieje,
7812:  KMM - I w którymś momencie Connor zaczyna przechodzić oczywiście do pitchu, tak, że ale wiesz, tutaj jest interes i tutaj trzeba pieniędzy i Logan na to reaguje w swoim właśnie stylu, aha, aha.
7823:  KMM - I to aha jego tylko jest bardzo podwójne, to znaczy on z jednej strony przytakuje, tak, tak, oczywiście dostaniesz pieniądze, ale z drugiej strony ma takie, no oczywiście, przecież ta sympatyczna rozmowa prowadziła tylko do jednego, to znaczy do pieniędzy i do transakcji.
7837:  MG - Ale wiecie, jak negocjuje jeszcze z Kendallem i mówi I'm not saying I'd make a better CEO.
7845:  MG - That's unsaid.
7846:  MG - You just said it.
7848:  BFP - Connor was interested in politics from very young years.
7853:  BFP - To jest jeden z najlepszych cytatów, kiedy powtarza to w nieskończoność biografce, która chciała mi napisać książkę.
7859:  BFP - I jego concession speech.
7859:  BFP - Tak.
7860:  BFP - Ale chciałem powiedzieć, że Connor faktycznie...
7863:  BFP - jest najmniej cyniczną postacią ze wszystkich rojów, bo jest za głupi na to, żeby być cyniczny.
7868:  GW - Przykre jest to, że ten gość jest... Jego iluzja tego, gdzie wystartowała, że powinien zostać prezydentem, była niesamowita, bo po prostu do gościa, który faktycznie ubiegał się o ten urząd, zagadał go trzema zdaniami i stwierdził, że wygrał w debacie.
7884:  GW - To było po prostu niesamowite, jak koleś odklejony, jak po prostu puściły mu wrotki rzeczywistości zupełnie.
7890:  BFP - Temu gościowi nie wystarcza trybu w głowie, żeby zrozumieć sarkazm, jakim obdarza go jego własna narzeczona, która na jego świadczyny mówi, fuck it, how bad could it get?
7905:  BFP - Więc, ale całkowicie teraz zmieniając bieg i wyrzucając was z tej wesołej kolejki rollercoasterowej.
7911:  KMM - Ale jeszcze szybko, a propos Wheelie, bo ona jest bardzo inteligentna.
7914:  MG - Kogo chcesz tutaj zaprosić?
7915:  KMM - Mianowicie, pamiętacie tę piękną scenę na ślubie, kiedy on nam mówi do bodajże, oj nie pamiętam do kogo, a to było kluczowe, do jednego z Royów w każdym razie, no przynajmniej mnie pierdoli tylko jeden Roy.
7929:  KMM - Tak.
7931:  BFP - Ale chciałem wam powiedzieć, że z całego tego komizmu, żeby zostać z czymś więcej na koniec w pamięci mając Conora, jedyna scena, na której naprawdę popłynęły mi łzy w całej sukcesji, scena, która była w odcinku o śmierci Logana, to jest reakcja Conora na śmierć ojca.
7952:  BFP - Jego pierwsza myśl, która zostaje rzucona przez niego nieumyślnie, to jest and he didn't even like me.
7959:  BFP - Ja się popłakałem wtedy.
7962:  BFP - I jest tak roztrzęsiony, że zaczyna przepraszać Kendala, że powiedział to swojemu bratu.
7967:  BFP - A Kendall próbuje go pocieszyć.
7969:  BFP - A Connor mówi, nie, nie, wiesz, ja tak nie myślę.
7971:  BFP - Jest mu żal, że wyrzucił to, co naprawdę myśli i przerzucił na swojego brata, że musiał to usłyszeć.
7976:  BFP - To jest potężne, bo on zawsze był pomijany.
7979:  BFP - Zawsze był pomijany.
7981:  BFP - On, jasne, nie jest cyniczny, bo jest za głupi.
7983:  BFP - On nie rozumie wielu rzeczy.
7985:  BFP - Ale jedna rzecz, którą wie, to jest właśnie to, co pięknie przytoczyliście.
7989:  BFP - On wiedział, że nigdy nie był kochany.
7990:  BFP - I on przynajmniej dlatego był odporny.
7992:  BFP - I to jest z kolei najmądrzejsza rzecz, jaką mówi w całym serialu.
7994:  KMM - Jest jakaś dobra cecha charakteru w nim, że potrafił trzymać się na uboczu mimo wszystko.
8002:  KMM - I jest taki jeden moment znowu w pierwszym sezonie, czyli jedynym, który Krzysztof zapamiętał, plus czwartego, jak sprasza wszystkich do swojego rancha na tę okropną terapię rodzinną.
8013:  KMM - I niby wszystko jest dobrze, tak?
8015:  KMM - On się naprawdę stara, żeby wszyscy się czuli dobrze, tylko że terapeuta wyrżnął bem odno basenu i stracił wszystkie zęby i wszystko poszło się jebać.
8027:  BFP - Też Willa go podpuściła, więc to Willa być może jest tą szarą eminencją.
8031:  BFP - Natomiast przeczytałem komentarz, który jest znakomity.
8033:  BFP - To właśnie Laseraptor wcześniej mówił o tym, że być może Willa dorzuciła się do wygranej menkena, namawiając swojego męża do oddania głosów.
8040:  BFP - Dziękuję ci za ten komentarz.
8042:  BFP - Ten komentarz też jest złoty.
8044:  BFP - Czasem miałem wrażenie, że Connor łapie co się dzieje, ale w jakiś sposób to wypiera.
8048:  BFP - Gość ma tak niskie poczucie własnej wartości, że z automatu stawia się na dnie.
8052:  BFP - I właśnie może ten moment, kiedy on mówi w reakcji na śmierć ojca, and he didn't even like me, jest tym momentem, kiedy on łapie rzeczywistość, kiedy on na moment kontaktuje.
8062:  BFP - Kochani, zanim przejdziemy do dwóch ostatnich bohaterów, o których chciałbym, żebyśmy powiedzieli łącznie, ulubionych bohaterów sukcesji, to chciałbym, żebyśmy jeszcze rzucili słowo o Mattsonie, który dla mnie był największą wartością dodaną w tym serialu od finału poprzedniego sezonu i miałem wielką...
8081:  BFP - Syn, którego Logan nigdy nie miał.
8084:  BFP - Ale po obejrzeniu tego sezonu nie powiedziałbym chyba do końca tego samego.
8087:  BFP - To znaczy człowiek, który ma jeszcze większe odpały, szanuje jego filozofię życia, która brzmi Privacy, Pussy i Pasta.
8098:  BFP - I to jest okej, ale widać, że gościu miał swoje odpały.
8102:  BFP - Jeżeli ktoś był psychopatą w tym serialu, to nie Roman, tylko Madson.
8106:  BFP - Naprawdę Madson.
8108:  BFP - I jest właśnie takim tech bro, który zbudował jakiś mit wokół siebie.
8113:  BFP - Ebba w przypływie szczerości mówi, że tak naprawdę oni zbudowali ten mit genialnego programisty.
8118:  GW - Że on nawet dobrze nie koduje, coś takiego.
8120:  GW - To jest świetne podsumowanie Ilona Muska.
8121:  BFP - Niesamowite, niesamowite.
8123:  MG - To jest to samo co Logan Roy, samo spełniające się przepowiednia.
8127:  MG - Oczywiście.
8128:  BFP - Nigdy tego nie będziemy wiedzieli do końca, ale właśnie ta szara przestrzeń, która zostaje nam do wypełnienia jest tak ciekawa.
8135:  BFP - Natomiast Aleksander Skarsgård, który tutaj się pojawił i zagrał Madsona, cieszę się, że go było tak dużo w tym czwartym sezonie i cieszę się, że miał ten big ball energy.
8143:  BFP - Ten gościu miał to, czego nie mieli właśnie bracia Royowie, którzy chcieli być badass.
8148:  BFP - On wchodził i potrafił ich w tak subtelny sposób upokarzać.
8152:  BFP - A teksty, które rzucał jego kumpel przy piwie...
8155:  BFP - Po szwedzku do niego mówiąc, mówiąc o habsburskim inbredzie, jakim jest Greg, to jest poziom retoryki, na który Royowi nigdy nie byli w stanie wejść.
8166:  GW - No i on też wchodził właśnie z dosłownie wywaloną pałą, bo sobie się przy nich przecież odlewał, obnażał się przy nich, właśnie pokazywał.
8174:  GW - On był takim randomem do tego stopnia, że właśnie on potrafił zawsze zbić ludzi z tropu.
8182:  GW - I to była też jego siła, że nie dość, że był co prawda chaotyczny, ale inteligentny, to jednak potrafił wykorzystywać swoje atuty na tyle, że podcinał po prostu ludziom nogi i nie wiedzieli, co zrobić w danej sytuacji.
8194:  GW - kompletnie czasami obskurnymi zabiegami, ale wciąż.
8200:  BFP - I jego charyzma było na poziomie Chata GPT mniej więcej.
8203:  BFP - I to w wersji trzeciej.
8204:  BFP - Także niezwykłe, że udało mu się tyle osiągnąć.
8208:  BFP - Chcecie coś dorzucić do Mattsona tudzież Matshona?
8211:  MG - Podobał mi się sposób, w jaki on patrzy oczami Europejczyka na Amerykę i od czasu do czasu musi ją kopnąć.
8219:  MG - On był naszym ambasadorem.
8224:  MG - I dla przykładu, siedzi sobie w swojej kurtałce, patrzy przez okno i mówi, jak nudnym miastem jest Nowy Jork.
8235:  MG - I Kendall próbuje kontrować i mówi, wiesz...
8246:  MG - A co się dzieje ONLY in New York, co by się nie działo w każdym innym wielkim mieście świecie?
8252:  BFP - Podobnie jak mówi The Shiv,
8258:  MG - O tym, że Ameryka jest starą demokracją.
8260:  MG - Mówi, no pełną demokracją Ameryka jest mniej więcej tak długa jak Botswana.
8269:  MG - I jest wiele takich momentów.
8270:  MG - Jest moment wspaniały, w którym rozmawiają na temat tego, jak społeczno-ekonomicznie ma się Francja.
8278:  MG - I zapraszają Toma do dyskusji.
8282:  MG - I Tom mówi, well, who gives a fuck, right?
8285:  MG - I nikt mu nie przybija żółwika, każdy z niego patrzy jak na kretyna.
8288:  MG - I w tym momencie Greg mówi, to jest moja szansa.
8291:  MG - Greg złapał piłkę, Greg ma szansę.
8293:  MG - I Greg mówi, no, ja czytałem ciekawy artykuł w The Economist o Francji.
8297:  MG - I wszyscy, łącznie z szefem wszystkich szefów Madsone mówią, tak?
8300:  MG - Opowiedz.
8302:  MG - No i ktoś sprawdził jego blef i teraz mówi, well, you know, maybe old lady France isn't as, well, you know, maybe the baguette is mightier than the bagel.
8316:  MG - No i stracił swoją szansę, żeby zaimponować Matsonowi.
8320:  MG - Ale niemniej jednak fakt, że oni coś czytają, coś ich interesuje.
8324:  MG - I ten wspaniały moment, kiedy Jerry mówi, Karolina czyta ich biografię, najlepsze uczelnie, wielka czwórka staże.
8334:  S01 - Olimpiczycy w ogóle.
8335:  MG - Olimpiczycy, wysportowani i tak dalej.
8338:  MG - A Jerry mówi,
8339:  MG - nie, ale wiecie, to są Europejczycy, są Miękcy, po czym przylatują tam do Norwegii i oni ich rozsmarowują w każdej turze negocjacji.
8349:  BFP - To jest jak spotkanie z Pirsami sequel.
8351:  BFP - Dokładnie, tak jak Pirsowie ich rozsmarowali, tak Szwedzi ich rozsmarowali, pokazali, gdzie jest ich miejsce, bo ich entourage nie ma szansy
8362:  BFP - startować intelektualnie w zasadzie do kogokolwiek, do pierwszego, lepszego Amerykanina, którego znajdą w Nowym Jorku, chodzącego po ulicach pod ich wielkim wieżowcem.
8371:  MG - Ale nie przez przypadek uważam, że wybrali Szweda.
8374:  MG - Wiesz, to mógł być Niemiec, to mógł być Austriak, to mógł być Holender, ale wybrali socjalistyczną Szwecję, żeby jeszcze bardziej zirytować Amerykanów.
8384:  BFP - Krzysztof, ty powiedziałeś ciekawą rzecz.
8386:  BFP - Powiedziałeś odrażająca postać.
8387:  KMM - Tak, odrażająca w tym sensie, że ja bardzo dobrze zapamiętałem tę scenę wysyłania zamrożonej swej krwi w jakichś blokach, chociaż molestowania pracowników i mobbingu.
8400:  KMM - Jestem wrażliwy bardzo na te tematy, więc wydaje mi się, że to jest taki sam utracjusz i taki sam fałszywy typ...
8409:  KMM - i despota jak Royowie, tylko że troszeczkę ta Caroline Collinwood wypada lepiej, ponieważ jest może też krezuską i bogaczką, no ale przynajmniej się umie ładnie wysławiać, a nie tak jak Logan Roy rzuca od razu senatorowi pierwszym fuckiem w twarz, ponieważ nie potrafi nic innego.
8429:  KMM - i nie potrafi w inny sposób pokazać siły, taki, który będzie niespektakularny, tylko który zostanie doceniony przez nielicznych.
8435:  KMM - Tak samo Madson, on potrafi tylko rzucić koszulę w odpowiednim momencie albo pokazać, że ma swoich wszystkich gości w serdecznej dupie, ponieważ rozmawia sobie radośnie po szwedzku, podczas gdy oni kompletnie nie rozumieją, co się dzieje.
8450:  S03 - No wiecie, to jest z jednej strony... Kendal mówi, może wasze teksty są zabawniejsze z napisami.
8455:  KMM - Tak, tak, to było piękne, więc...
8458:  KMM - No tak, jasne, docenia się go znowu na tle, ale równocześnie to jest taki sam Hami Ordynus jak wszyscy, a jak wychodzi jeszcze jego blef na jaw i dowiadujemy się, że ta cała legenda to jest legenda Elona Muska, który mu sobie dopisuje biografię.
8472:  BFP - Czy są poszlaki, które na to wskazują w jakimś stopniu.
8475:  KMM - Tak, tak.
8475:  KMM - I równocześnie wiemy także, że tak samo fałszował swoje wyniki, jak rojowie fałszowali swoje wyniki, żeby podbić stawkę w negocjacji.
8483:  KMM - I też te momenty paniki, w które on wpada.
8486:  KMM - Ostatni moment paniki to jest wtedy, kiedy się dowiaduje, że...
8490:  KMM - że rojowie wiedzą, to też wiecie, to są takie małe scenki, które nam pokazują, że może to jest też tak samo nagi człowiek, tylko że w szatach z Ikei.
8500:  BFP - To przypomina mi, że faktycznie Grek jest zawsze właściwym człowiekiem we właściwym miejscu, we właściwym czasie.
8506:  BFP - To, że on wyciągnął ten translator w ostatnim odcinku we właściwym momencie...
8511:  BFP - I zaczął tłumaczyć ze szwedzkiego co mówią, dało mu jedyną kartę przetargową jaką miał i nawet to spierdolił, bo okazało się, że wyszło na jaw.
8520:  BFP - To też zabawne, że Greg zazwyczaj jak próbuje przeciw komuś grać, to wychodzi to na jaw.
8524:  BFP - Każdy go łapie na blefie.
8525:  BFP - Każdy go łapie na blefie, włącznie z ostatnią partnerką Logana, która tylko weszła do pokoju, usiadła na wprost niego i powiedziała...
8533:  BFP - To ty chcesz mnie zwolnić, rozumiesz?
8534:  BFP - Znaczy chcesz mi powiedzieć, że nie będę mogła występować przed kamerą, tak?
8537:  KMM - To Logan pewnie ci powiedział i on nawet nie potrafi z tego wybrać, więc... Grek jest tym uczniem, który podchodzi do grupy rozrabiaków w szkole, którzy rzucają kurwami i najgorszymi przekleństwami i on zbiera się, zbiera się w sobie przez całą przerwę i w końcu mówi dupa i za nim stoi nauczyciel, to jest...
8554:  BFP - To jest Greg.
8555:  BFP - Greg jest jak padawan, który myśli, że kiedyś zostanie lordem Sifów, ale na koniec okazuje się, że on nigdy nie miał połączenia z mocą.
8561:  BFP - To jest mniej więcej coś takiego.
8566:  MG - Z nim rozmowa jest jak połączenie z Ełkiem.
8570:  KMM - Roman też nie miał połączenia z mocą.
8575:  BFP - Przechodzimy do najważniejszego love story w całym tym serialu i moim zdaniem, mimo że bardzo nasyconej komizmem, to jednak jednej z najlepiej zniuansowanych relacji w tym serialu.
8587:  BFP - Czyli Greg i Tom.
8587:  S01 - To jest specyficzny związek.
8589:  BFP - To jest, ale on rzeczywiście kończy się miłością i powiedziałbym, że bardziej prawdopodobne jest to, że Tom zawsze zejdzie się z Gregiem niż to, że Tom zawsze zejdzie się z Shiv.
8600:  BFP - To jest pobijatyce między nimi.
8602:  BFP - Dosłownie doszło do rękoczynów między nimi.
8604:  GW - I pierwszy raz... Ja bym się nie zaskoczył, że wtedy weszli do klinczu, a później zaczęli się całować.
8611:  BFP - Ale to jest pierwszy raz, kiedy Greg naprawdę się odwinął.
8615:  BFP - Zauważcie.
8616:  BFP - To też jest pierwszy raz, kiedy strzelił mu w machę, a potem przyszedł... Jak stary.
8621:  BFP - Jak stary.
8622:  BFP - I przyszedł z podkulonym ogonem i powiedział, no co tam, jak tam sytuacja, jak gramy.
8627:  BFP - A tu w ogóle na luzaku mówi, no wiesz, Karla i Franka trzeba będzie jako pierwszych dziadersów odstrzelić.
8633:  BFP - No dobra, a ja?
8634:  BFP - A jak sytuacja?
8634:  S03 - W interesie wszystkich było udawać, że tego nie było.
8636:  BFP - I ten moment, kiedy on bierze tą naklejkę, wziętą z domu Conora.
8640:  BFP - Tak, namastrzam cię po prostu, jesteś moją własnością.
8643:  BFP - Na szczęście zadbałem o ciebie i naklejam o tę naklejkę.
8647:  GW - No i tak, on go namastrzył jako swoją własność, no.
8650:  BFP - No tak, ale Greg już się przyzwyczaił do tej roli i jest coś pięknego w tej relacji podrzędności, że Greg będzie miał kiedyś swojego Grega, Greg już ma swoich Gregów, ale Greg nigdy nie będzie Tomem.
8663:  KMM - To jest ważne.
8663:  KMM - No i pamiętajmy, to jest jeden z moich ulubionych czasowników sukcesy, he's been Gregging all the time.
8669:  MG - You can't make a Tome without breaking some Gregs.
8674:  MG - Tom z jakimiś greg sprinkles.
8688:  S03 - I zostaje zapytany, czy zna pan Gregorego Hirsch'a?
8692:  S03 - I on odpowiada, nie.
8693:  S03 - I wszyscy, nie?
8695:  S03 - Nie?
8695:  S03 - I tak cięcia są po prostu na każdą... nie?
8699:  MG - O czym on zdaje sobie sprawę, że absolutnie nie wybroni tego twierdzenia i mówi, a znam, znam w sensie, w sensie znam, czy znam jego.
8709:  MG - Tak, tak, znam go.
8710:  MG - A w jakim sensie sądził pan, że zadałem to pytanie?
8713:  MG - Nie, nie.
8737:  MG - Była to jedyna godzina, w toku której nie wysłał pan maila do Grega Kirscha zatytułowanego You can't make a tomlet without breaking a few cracks.
8749:  BFP - Ja tylko zaznaczę, że jak już występuje sam Greg przed komisją i mówi If it is to be said, so it be, so it is.
8760:  S03 - Może pan mówić normalnie.
8762:  S03 - I shall.
8764:  BFP - I Gil na niego patrzy i mówi Are you ok?
8768:  BFP - I on jakoś próbuje z tego wybrnąć.
8770:  BFP - I on odpowiada I merely wish to answer in affirmative fashion.
8776:  BFP - Co jest dokładnie podsumowaniem tej postaci.
8779:  BFP - I merely wish to respond, to reply in affirmative fashion.
8784:  S03 - Tak, ale kiedy później mówi, że panie Hirysz, może pan mówić normalnie, to on kiwa głową i mówi I shall.
8790:  KMM - So I shall.
8791:  KMM - So I shall.
8794:  KMM - Tak, on jeszcze uwielbia używać tej inwersji cudownej.
8797:  KMM - Wspaniale napisana postać, muszę powiedzieć.
8801:  KMM - Nie widziałem czegoś takiego nigdy, ale bardzo właśnie doceniam sukcesję za te gry językowe.
8806:  KMM - One są, swoją drogą, całkiem dzielnie przekładane przez twórcę napisów i doceniam właśnie tę zabawę językiem.
8815:  KMM - Praktycznie do końca ostatniego sezonu jest, ale... Jest najlepszym tekstem całej sukcesji.
8824:  KMM - Zresztą też dołożę to, bo ludzie często jak widzą teksty z sukcesji, to myślą sobie, że no...
8831:  KMM - W zasadzie, że są prymitywne dialogi, bo tam jedno przekleństwo, a w drugim nie, czy nie?
8834:  KMM - Nie, absolutnie nie.
8835:  KMM - To są wyrafinowane i wysublimowane dialogi, które traktują przekleństwa jako dokładnie taką samą część materiału językowego, jak wszystko inne, z czego można ukłuć wspaniałe bonmoty.
8846:  KMM - Więc dawałbym absolutnie szansę sukcesu, jeżeli kogoś takie memy zniechęciły.
8851:  KMM - Nie, znaczy to jest bardzo taki Monty Pythonowski humor pod wieloma względami.
8853:  MG - Tym bardziej, że... Mogę tylko zacytować moje dwa ukochane teksty z sukcesji.
8858:  MG - Pierwszy to jest, kiedy Frank mówi o Gillu, o tym senatorze, który jest Berniem Sandersem.
8864:  MG - They call him Gil, the meth-head Santa, because he so rarely delivers.
8870:  MG - I mój absolut numer jeden, Logan Roy, w samym środku negocjacji z Pearsami, które są katastrofą, słyszy, że one miały być choreographed.
8882:  MG - I mówi...
8883:  MG - This was about as choreographed as a dog getting fucked on roller skates.
8888:  S01 - Jak pies ruchamy na brodkach, to jest najlepsze porównanie chaosu, jakie można sobie wyobrazić.
8893:  BFP - Jeszcze jak Logan przychodzi porozmawiać, Logan przychodzi na spotkanie z prezydentem i wychodzi jeden z urzędników administracji prezydenta i mówi, przepraszam, ale pan prezydent został pochłonięty przez ważną sprawę i proponuje alternatywną twarz do tej rozmowy.
8907:  BFP - Na co Logan mówi, alternatywną twarz?
8909:  BFP - Ja mogę spuścić spodnie i pokazać ci alternatywną twarz.
8912:  S03 - Natomiast jeżeli chodzi jeszcze tutaj... Chce mi sprzedać to, czego chce za uczciwą cenę, co będzie dalej falejsią?
8920:  BFP - Lambydziara przybyła bądź przybył na ratunek i jeszcze rzuca bardzo dobre a propos relacji Grega i Toma, że Greg, który pyta Toma, czy może go zaszantażować.
8930:  BFP - Ale jeszcze jedna z moich ulubionych scen to jak Tom wciąga Grega.
8936:  BFP - Jeden z najlepszych tekstów w całym serialu, kiedy mówi...
8942:  BFP - Greg, czy jesteś gotów ze mną pójść?
8945:  BFP - On mówi tak, do samego piekła.
8948:  BFP - Tak.
8949:  BFP - Czy jesteś gotów zrezygnować ze swojej duszy?
8952:  BFP - A Greg odpowiada, boo souls.
8955:  BFP - Po co mi dusza?
8955:  BFP - Dokładnie.
8957:  BFP - Ale jest jeszcze jedna boska rzecz, którą wtedy mówi Greg.
8960:  BFP - Greg mówi, a czy będę mógł mieć swoich Gregów?
8963:  BFP - Czy będę mógł mieć swojego Grega?
8965:  BFP - On mówi, będziesz mógł mieć armię swoich Gregów.
8968:  KMM - O to się nie bój.
8969:  KMM - To jest zabawne, bo on wcześniej właśnie wypomniał Tomowi, że ale dlaczego uczyniłeś ze mnie rzeczownik?
8976:  MG - Pamiętacie jak Kendar zażyczył sobie kokainy i Greg miał ją zdobyć.
8983:  MG - Kupił kokainę multimiliarderowi w parku.
8988:  MG - I Kendall mówi, że pierwszy raz w życiu będę brał street cocaine.
8993:  MG - No i narzeka, że jest beznadziejna.
8995:  MG - I Greg mówi, no to słuchaj, to ja może ją wezmę i mu odniosę.
8999:  S03 - A Kendall się patrzy na niego i mówi, a masz paragon?
9002:  BFP - I też przypomnę, że jak Kendall chce wciągnąć towar, to Greg dostał zadanie od Logana, żeby pilnować jego syna.
9010:  BFP - Czyli właśnie Kendala.
9011:  BFP - I Kendall mówi, dobra, to ja wciągam.
9014:  BFP - Jak chcesz mi uratować, to nie wiem, musisz mi pomóc, musisz wciągnąć to wszystko.
9018:  BFP - I Greg na raz wciąga trzy kreski i ledwo żyje.
9021:  BFP - I przychodzi w tym momencie Tom i patrzy na Grega i mówi, Greg, you fucking coke whore.
9028:  BFP - I Greg mówi, nie wiem, co się dzieje, nie wiem, co się dzieje, skoczyło mi tętno.
9031:  BFP - I mówi, jak ja mam się tego pozbyć, ja mam zwymiotować?
9034:  BFP - Mogę zapytać o mały Grexit?
9059:  MG - Pamiętacie, jak Greg wreszcie zrobił coś szalonego i przyznał się, że uprawiał seks z dziewczyną w jednym z pokojów w domu Logana, na co Tom mówi, ale wiesz, że w każdym z tych pokoi znajdują się kamery.
9075:  MG - I wtedy Greg, wtedy eskalując, wykorzystując swoją pozycję mówi, więc wiesz, musisz mi powiedzieć dokładnie, co robiliście, na co Greg zaczyna się bardzo jąkać i mówić, znaczy wiesz, technicznie to nie był seks i zaczyna opisywać coś nieprawdopodobnie żenującego.
9095:  MG - Więc musi walk back swoje dumne twierdzenie, że był to seks.
9100:  KMM - Uwielbiam też scenę, jak wujka Iłona z Kanady usiłuje przewieźć i tak się cieszy, jak to Greg i mówi, no, no, to tutaj będzie muzyka, tutaj porozmawiamy, zacieśnimy więzi, a Iłon mówi, nie ma żadnej muzyki, żadnych rozmów, skup się na jeździe.
9121:  KMM - Jedyna rzecz, którą kamera robi, to pokazuje Google Maps z napisem 12 godzin.
9125:  MG - Jestem z moją córką, Tom.
9127:  MG - Greg, kurwa twoją córkę!
9129:  MG - Tom, jesteś na telefonie słuchawczym.
9132:  MG - Bez przesłuchania dźwięku Tom odpowiada, że nie powinienem być.
9147:  BFP - To ja jeszcze dwa Gregosławy wrzucę.
9151:  BFP - Pierwszy Przemysław podsunął, to jest jak Greg jest niezwykle emocjonująca scena, w której w jednym pokoju zapada decyzja o tym, co zrobić z czymś na kształt testamentu Logana, jedynym dokumentem, który po nim pozostał, który ewidentnie jest jego dokumentem, z jego pismem.
9168:  BFP - I trwa dyskusja na temat tego, czy może ta kartka
9172:  BFP - papieru nie powinna zostać porwana przez wiatra, bo znaleźć się przypadkiem w toalecie i spuścić wodę.
9178:  BFP - I do tego pokoju, jak nie pyszny, wpierdziela zadowolony Greg na zasadzie WHAT IT IS!
9183:  BFP - I mówi, a co, ja jestem w testamencie?
9185:  BFP - I okazuje się, że jest!
9186:  BFP - Że jest tam zapisany na marginesie, jest zapisany Greg i nikt nie ma pojęcia, co robi tam imię Grega, ale Greg próbuje znaleźć możliwie najlepszą interpretację dla swojej obecności na tej karce.
9197:  BFP - I jeszcze jedna wybitna scena.
9199:  BFP - jak wydaje się, że jest atak terrorystyczny w ATM i Tom i Greg biegną pośród ludzi i Tom krzyczy excuse me, excuse me, excuse me, executives coming i biegną do panic room i wchodzą do tego panic room i napięcie rośnie i Greg próbuje wyładować swoją złość na gościu, na ochroniarzu, który ich tam zaprowadził i mówi
9224:  BFP - Ten panic room, ten safe room wcale nie wydaje się taki safe.
9226:  BFP - Tutaj ktoś mógłby rzucić granat i widzę, że tu przepływa powietrze i można nas zagazować.
9232:  BFP - I to okno wcale nie jest takie małe.
9235:  BFP - Ktoś mógłby się tutaj dostać, na przykład a small man or an attack child.
9241:  BFP - I od tamtej pory nie mogę przestać myśleć, kiedy wreszcie zobaczę grę From Software, w której ktoś stworzy, a oni robią najlepsze designy potworów i to będzie Attack Child.
9256:  BFP - I Attack Child będzie bossem.
9258:  BFP - Attack Child będzie najtrudniejszym bossem w Dark Souls 4.
9261:  BFP - Nie mogę się tego doczekać.
9263:  GW - Zakosi cię po prostu smoczkiem.
9264:  GW - Ale jeszcze moje dwa ulubione cytaty, zaraz obok siebie, kiedy Logan przychodzi na kontrolę do ATN i komentarz Grega pierwszy.
9275:  S01 - It looks like Santa Claus was a hitman.
9278:  S01 - To jest jedno.
9279:  S01 - A drugie, he looks like Jaws, but everybody there works for Jaws.
9286:  S01 - Tak.
9288:  BFP - Ale jeszcze jak to jest kręcone tą rozstrzęsioną kamerą, jak on chodzi w tych cholernych hitmanowych okularach i kręci się między nimi i spogląda im przez ramię.
9297:  BFP - I co ciekawe, kiedy on staje na tych stosach papieru do drukarek i on robi tę przemowę, to jest nawiązanie do faktycznej przemowy, którą miał Rupert Murdoch w Fox News, gdzie też stanął na wyniesieniu, żeby był lepiej dostrzegalny, żeby mógł przemówić do wszystkich.
9311:  BFP - I to też było podobno przed kampanią wyborczą.
9314:  BFP - Więc ponownie niezwykłe w jaki sposób koresponduje i dialoguje, przepraszam za brzemię jak Olga z tym swoim dialoguje, natomiast niezwykłe jak komentuje rzeczywistość i był w stanie ten serial komentować rzeczywistość zanim ona jeszcze nastała.
9333:  BFP - Więc to też, myślę, przez wiele lat będzie jeszcze komentowane.
9336:  BFP - Panowie, nie mogłem wyobrazić sobie piękniejszego zakończenia tego naszego dzisiejszego spotkania niż zgrzewanie się po prostu przez 15 minut, przytaczając same cytaty z tego wybitnego serialu, które naprawdę, no ja zrobiłem odcinek, on niestety został zdjęty, który jest kompilacją samych tych tekstów i niestety jeden z najczęściej pojawiających się komentarzy brzmiał, no to teraz rozumiem, dlaczego nie oglądam sukcesji.
9359:  BFP - No to jest po prostu prymitywne.
9360:  BFP - To są prymitywne teksty.
9361:  BFP - I rzeczywiście, gdyby je wyjąć z kontekstu, co ja zrobiłem, to się tego nie doceni.
9366:  BFP - Ale podobnie jak mówiono o innym serialu, jednym z moich ulubionych, także od HBO, w którym grał również Brian Cox, Deadwood to był Shakespeare w błocie.
9377:  BFP - I również...
9379:  BFP - To jest Szekspir w błocie, tylko w bardzo drogim garniturze w korporacji.
9383:  BFP - To jest Szekspir, ten język jest wspaniały i również polecam nawet analizy tego zwrotu, aha, aha, wszystkie postaci mówią, aha, to nie tak, że oni przejęli to od Logana, to mówi także Matson, to także mówi o Jerry, to także...
9398:  BFP - Mówili Pierce'owie, aha.
9400:  BFP - I zauważcie, to nigdy nie jest I see, to nie jest mhm, nie, to jest aha.
