🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
11513:  BFP - i kompletnie nie bronię, nie jestem w stanie obronić tego, bo to taka konwencja, tak, no nie, to są pewne rzeczy, które mi się nie podobają, nie miałem takiego momentu nigdy oglądając filmy ze studia Ghibli i właśnie Miyazakiego, więc można także robić anime bez takich elementów, ale Ghost in the Shell, przepraszam, Akira i Ghost in the Shell
11535:  BFP - Please.
11536:  BFP - Nawet mangi, tak?
11537:  BFP - Mangi znam i czytałem.
11539:  BFP - To są arcydzieła.
11541:  BFP - Więc oczywiście, żeby była jasność, nie jestem tak niepiśmienny.
11547:  KMM - Tak samo Fullmetal Alchemist Brotherhood to jest moja anime do polecania i do analizowania ze studentami.
11553:  KMM - Mam świadomość tego, że mogą być na zajęciach ludzie, którzy nie kojarzą właśnie anime i oglądam trzy pierwsze odcinki i
11561:  KMM - Akurat na poziomie trzeciego odcinka, ci którzy oglądali Fullmetalla wiedzą, jest ten wątek przemiany w zwierzę.
11567:  KMM - No i to jest moment, że ludzie ryczą na zajęciach i w ogóle później interpretujemy to sobie, jest przepiękny, taki emocjonalny.
11574:  KMM - Całość jest ten sam problem, zauważcie, że są pewne stereotypy i to akurat wyszła ta dyskusja od nominacji do Nagrody Akademii
11582:  KMM - Ja podejrzewam, że właśnie animacje czy anime rzadko uzyskują nominację.
11586:  KMM - Umówmy się, że Arkane powinno było.
11588:  KMM - Właśnie dlatego, że to jest tylko anime, bo to jest tylko animacja.
11591:  KMM - Takie jest przestrzeń w kulturze.
11592:  BFP - Poza tym jeszcze pozwolę sobie na taki mic drop na koniec.
11596:  BFP - Mały mic drop.
11597:  BFP - Moi kochani.
11598:  BFP - Moi kochani.
11600:  BFP - Ja oglądam Sailor Moon i Daimosa jeszcze zanim się urodziliście.
11604:  BFP - Większość z was.
11605:  BFP - No joke.
11606:  BFP - No joke.
11608:  BFP - Mic drop.
11610:  BFP - Także z anime miałem styczność.
11612:  BFP - O, Krzysztof, zamilk, ja nie wiem, coś zrobiłem złego?
11616:  KMM - Nie, na szczęście nie jesteśmy u mnie.
11621:  KMM - Idziemy, idziemy dalej, idziemy dalej.
11623:  KMM - Kaśtofik pyta, jakbyście mieli zamieszkać fizycznie w jakimś fikcyjnym świecie z całym dobrodziejstwem inwentarza, mam nadzieję, że jam niczego, jeśli świat zakłada możliwość ciskania kulami ognia, oj tak, możecie, jeśli zakłada obecność jakiegoś mackowatego, ludożernego paskudztwa, to ono tam mieszka, jaki to będzie fikcyjny świat?
11645:  KMM - Filipie, wykaż się kreatywnie.
11648:  BFP - Znowu mam déjà vu, bo mam wrażenie, że to pytanie już było fizycznie w jakimś fikcyjnym świecie.
11652:  BFP - Ja już mówiłem, że tak jak Doctor Strange mógłbym się pojawiać gdzieś w jakimś świecie na trochę, to na pewno chciałbym pojawić się w Rapture przed jego upadkiem, ale ten, który ma kapitał.
11665:  BFP - Na pewno chciałbym się pojawić w świecie Fallouta,
11668:  BFP - Na pewno chciałbym się pojawić w świecie gry Journey.
11673:  BFP - Na pewno chciałbym się pojawić w świecie Tenet.
11677:  BFP - No masa.
11678:  BFP - O tym można by zrobić cały odcinek albo całą serię odcinków.
11682:  BFP - Z całym dobrodziejstwem inwentarza.
11685:  BFP - Dla mnie to już jest inwentarz.
11686:  BFP - Chciałbym zjeść wszystkie smakołyki i wszystkie dragi, jakie są do wzięcia w świecie Fallouta.
11693:  BFP - Włącznie z Jetem.
11694:  BFP - Także tyle ode mnie.
11696:  KMM - Brandon Sanderson, Archiwum Burzowego Światła i tyle.
11699:  KMM - Nie ma bardziej dzikiego i oryginalnego świata.
11702:  KMM - Jeden warunek, musiałbym być magiem w tym świecie, bo inaczej miałbym przerąbane absolutnie.
11708:  KMM - Jeszcze widziałem pytanie od Vita.
11711:  KMM - Bardzo mnie ciekawi, ile rocznie gier ogrywacie.
11714:  KMM - Ja ogrywam bardzo niewiele gier, kilka do kilkunastu rocznie, ale kilkadziesiąt niestety muszę poznać z przyczyn zawodowych, więc ja musząc poznać gry, to oglądam bardzo dużo streamów.
11727:  KMM - i bardzo dużo recenzji.
11729:  KMM - Czasem mi się zdarza włączać na YouTubie coś, co bardzo lubię, to znaczy full walkthrough, no commentary, czyli jako interaktywny film nazwijmy to.
11739:  KMM - W ten sposób na przykład poznałem, bo musiałem poznać i Ghost of Tsushima, czy Death Stranding.
11746:  KMM - Tak najpierw przeszedłeś Dark Souls.
11748:  KMM - Tak, są te wszystkie części, wszystkie części, wiele razy oglądamy na Steam'ach, absolutnie.
11752:  KMM - I będę bronił też tego trybu zapoznawania się z grami w momencie, w którym no właśnie nie radzimy sobie z jakąś mechaniką albo z jakąś grą, a po prostu chcemy poznać to dla narracji czy dla fabuły.
11763:  KMM - Ja bardzo często muszę na przykład, żeby wiedzieć, czy ja mam w tę grę zagrać, bo ona mi się przyda naukowo czy do zajęć i tak dalej, albo do zrobienia footage'u dla studentów.
11772:  KMM - Czy też nie.
11774:  KMM - I do tego lepiej mi spędzić na YouTubie 7 godzin i obejrzeć sobie, niż spędzić 77 we własnej grze, bo po prostu ich nie będę miał.
11782:  BFP - Ale faktycznie to jest bardzo dobry pomysł też zrobić odcinek o anime na pewno z Grzegorzem, bo Grzegorz z naszej trójki ma największą wiedzę i największy zasób wiedzy, jeżeli chodzi o pozycje dalekowschodnie.
11802:  BFP - Korea, Japonia, on po prostu pożarł te filmy i myślę, że anime też można by ciekawy odcinek zrobić z Krzykarzem tutaj.
11809:  BFP - Tylko fajnie by było mu dotrzymać kroku.
11813:  KMM - Sorry, bo tak... Filip przeżywa poprzednie pytanie jeszcze, tak, tak.
11818:  KMM - A jeżeli chodzi o bieżące?
11825:  KMM - Rozumiem.
11826:  KMM - Coś mówiłeś o kombaniu, ja nie odpowiedziałem.
11829:  KMM - Ile ogrywasz gier w ciągu roku?
11833:  KMM - Przepraszam, ja po prostu czerpię statystyczną przyjemność z tego, jak ktoś też coś zapomina.
11839:  BFP - Ja podniosłem przy wszystkich ten majk, który rzuciłem na ziemię, podniosłem go z powrotem, otrzepałem z kurzu, pochuchałem i powiedziałem, halo, ktoś mnie jeszcze słyszy?
11847:  BFP - Może byśmy z Grzegorzem zrobili anime?
11850:  KMM - Ale jak leżało mniej niż minutę, to nie ma na tym zarazku.
11854:  BFP - Aha, właśnie.
11855:  BFP - Panowie, czekamy, czekamy.
11857:  59, 58, 57.
11859:  BFP - Także nie trzeba było nawet huchać.
11862:  BFP - To jest bardzo trudne pytanie.
11864:  BFP - Nie umiem na nie odpowiedzieć.
11865:  BFP - Ja nie prowadzę żadnego notatniczka, w którym bym spisywał, ile gier mam na koncie.
11873:  BFP - Ja często na przykład, czy liczy się, o, to jest proste, czy liczy się to, że ja na przykład lubię ogrywać gry, które już ogrywałem, bo czuję się jakbym wrócił do domu.
11881:  BFP - W tym momencie ogrywam Pillars of Eternity.
11883:  BFP - Mało tego, jedna z pierwszych gier, które będę ogrywał, jeżeli ruszę z live streamingiem gier,
11890:  BFP - to będzie Bioshock.
11891:  BFP - Wszystkie części Bioshocka zamierzam przejść.
11894:  BFP - Więc czy to się liczy jako przejście gry?
11896:  BFP - No nie wiem, bo ja już przeszedłem dwa, trzy razy, więc again, tricky question.
11903:  KMM - Mamy super czat od tego Jacka.
11906:  KMM - Filipie, czyń honory.
11908:  BFP - Jasne.
11910:  BFP - Nie rozumiem niebinarności.
11911:  BFP - Zaczyna się dobrze.
11913:  BFP - Nie rozumiem niebinarności.
11914:  BFP - Mimo niejednej próby rozmowy z osobami niebinarnymi, nie mogę pozbyć się wrażenia, że to fanaberia bez sensu.
11920:  BFP - Niemniej jednak chciałbym wyjść z ignorancji.
11922:  BFP - Pomożecie?
11923:  BFP - Pomożemy.
11924:  BFP - Po pierwsze...
11926:  BFP - Zacznij szukać badań.
11928:  BFP - Zacznij szukać badań naukowych, które na to wskażą.
11931:  BFP - Druga rzecz.
11932:  BFP - Ja, Krzysztof i Grzegorz bardzo, bardzo polecamy serial Billions.
11938:  BFP - I w tymże serialu Billions od drugiego sezonu pojawia się... No właśnie.
11943:  BFP - I tu język nas zawodzi.
11946:  BFP - Tu język nas zawodzi.
11948:  BFP - Bohaterowie powinniśmy powiedzieć.
11950:  BFP - Nie bohaterka i nie bohater.
11952:  BFP - Tylko postać niebinarna płciowo, która...
11956:  BFP - która jest, to mówi się gender fluidity, fluidity, tak?
11962:  BFP - Podajesz płynność płciowa, która utożsamia się z tą płcią i z tą płcią.
11967:  BFP - I teraz...
11968:  BFP - Obejrzyj serial Billions, tak bym zachęcił Cię do popkulturowego doświadczenia.
11973:  BFP - Poznaj tę postać, posłuchaj tej postaci, zobacz ją, a następnie obejrzyj wszystkie możliwe materiały z aktorką, która ją gra i posłuchaj o tym, co ona ma do powiedzenia.
11985:  BFP - A lepiej zrozumiesz osobę niebinarną właśnie przez ten jeden indywidualny przypadek.
11991:  BFP - Bo ja się bardzo wiele nauczyłem, bardzo wiele zrozumiałem, jak wspaniała jest w ogóle ta osoba, jak poznajesz jej charakter, jej cechy charakteru, jej specyfikę.
11998:  BFP - I dopiero w dalszej kolejności pojawia się kwestia płciowości.
12004:  BFP - I rozumiesz, dlaczego ona tak się identyfikuje.
12008:  KMM - Krzysztof?
12010:  KMM - Widzę też, że Szymon pisze, że sex education też to fajnie porusza.
12015:  KMM - Jak najbardziej.
12016:  KMM - Ja dodam od siebie następującą rzecz, to znaczy niebinarność to nie jest to samo, to znaczy inaczej, to w ogóle nie ma nic związanego, żadnego związku z zachowaniami seksualnymi.
12028:  KMM - To od razu musimy zacząć od tego, prawda?
12030:  KMM - Co też bardzo dobrze serial Billions, nawiasem mówiąc, pokazuje w paru scenach.
12036:  KMM - To jest pierwsza, najważniejsza kwestia.
12038:  KMM - Druga to, że czegoś nie rozumiemy, to nie oznacza, że to nie istnieje.
12042:  KMM - I trzecia kwestia jest taka, że nie mamy jeszcze w kulturze opracowanego właśnie sposobu reprezentowania osób niebinarnych, więc nie jesteśmy w stanie
12053:  KMM - jeszcze znaleźć dobrego sposobu na to, żeby właśnie ich opisywać, reprezentować i tak dalej.
12059:  KMM - Nie bez powodu są w Polsce takie strony jak zaimki.pl na przykład, które uczą w jaki sposób można, nie należy, można zwracać się do osób niewinarnych, bo jak wiadomo należy zwracać się do ludzi tylko tak, jak oni sobie tego życzą, a nie tak, jak sobie życzy tego strona zaimki.pl.
12077:  KMM - To ma być pewien podręcznik nasz, jakiś...
12080:  KMM - przewodnik po tym, jak się poruszać po świecie nam nieznanym.
12085:  KMM - No i wreszcie najważniejsza kwestia, którą ja zawsze poruszam, żebyśmy się zastanowili nad jednym.
12091:  KMM - W momencie, w którym hipotetycznie ktoś, kto jest stuprocentowo cis, hetero i tak dalej, normatywny, nie odczuwa u siebie żadnych wachnięć, bo każdy ma jakieś, nawiasem mówiąc, ale nie odczuwa u siebie większych wachnięć w spektrum płciowym,
12108:  KMM - Wyobraźmy sobie, że porzucamy nasze ciała, jesteśmy w cyberpunku, Deus Ex Human Revolution.
12113:  KMM - Nasze ciało albo zrzucamy je, to jest piękne słowo, resleeve, porzucić jeden rękaw i wejść w drugi u Richarda Morgana w trylogii Takesiego Kowacza, zekranizowany jako Altered Carbon.
12125:  KMM - I wchodzimy w nowy rękaw.
12127:  KMM - Jaki sobie rękaw wybierzecie?
12128:  KMM - Czy to w dalszym ciągu będzie mężczyzna, jakby było w moim przypadku, czy może będzie kobieta, a może będzie to właśnie jeszcze ktoś inny?
12138:  KMM - Otwórzmy się na to, że nasz umysł i nasza osobowość jest czymś znacznie większym niż ciała, które nas zamykają w sobie.
12146:  KMM - I w momencie, w którym technologia do tego doprowadzi, a doprowadzi, bo to już w tym momencie dyskutujemy na temat płciowości androidów przecież, bo powstały pierwsze androidy, które są w pełni funkcjonalne, niejeden z androidów, słynna sprawa miała nadane obywatelstwo w Arabii Saudyjskiej i co się dzieje w momencie, gdy modlujemy androida?
12165:  KMM - No od razu drugorzędne cechy płciowe, prawda?
12167:  KMM - Piersi u kobiet, pośladki, czemu?
12170:  KMM - Czemu to robimy?
12171:  KMM - Przecież ta maszyna nie ma płci.
12174:  KMM - Czemu nadajemy jej cechy płciowe?
12175:  KMM - Bo to jest kulturowe.
12177:  KMM - To jest dowód na to, że płciowość jest kulturowa.
12179:  KMM - Nie ma lepszego dowodu.
12180:  KMM - Jeżeli modelujemy androida w taki sposób, jeżeli postaci cyfrowe, które tworzymy,
12186:  KMM - W cyberpunku redów nie pozwalają na określenie się na spektrum niebinarności, to jest absurdalne kompletnie.
12193:  KMM - Możemy tam określić tylko drugorzędne cechy płciowe i nic więcej.
12197:  KMM - Więc tak na to bym się otworzył, na to co będzie jutro, pojutrze i po pojutrze, a nie tylko patrząc na to co jest teraz.
12203:  BFP - Tak.
12204:  BFP - Ja jeszcze dwie rzeczy, trzy rzeczy dodam.
12205:  BFP - Ten artykuł, który Wam załączyłem z polityki, nieminarność nie jest taka skomplikowana.
12209:  BFP - Proszę, przeczytajcie, warto.
12211:  BFP - Druga rzecz, wszystko co powiedział Krzysztof jest absolutnie piękne, ale zaznaczę też, że to...
12219:  BFP - Krzysztof powiedział trochę o tym ujęciu kulturowym płci, ale niebinarność naprawdę wynika z tego, jak osoba się czuje.
12227:  BFP - To nie jest tak, że pewnego dnia się budzi i myśli, ja nie wiem, czy ja jestem mężczyzną, czy kobietą.
12232:  BFP - Nie.
12232:  BFP - To jest sposób, w jaki skonstruowany jest umysł.
12235:  BFP - I to naprawdę ma znaczenie.
12237:  BFP - I bardzo poruszający jest materiał w ostatniej polityce.
12241:  BFP - W ostatniej polityce, który czytałem, który zaczyna się od słów...
12245:  BFP - To zabrzmi śmiesznie, ale to jest mocne.
12248:  BFP - Jest dziewczynka Lena, która urodziła się jako lew.
12251:  BFP - Ja wiem, że nie mówię teraz o niebinarności, mówię o transpłciowości.
12254:  BFP - Jest podpis taki, że pewnego dnia Lena, bo lew to już jest dead name, Lena przyszła do swoich rodziców i powiedziała, mama, gdzie są nożyczki?
12264:  BFP - A powiedziała, Lena, o co chodzi?
12267:  BFP - A on mówi, bo chciałbym sobie uciąć siusiaka.
12270:  BFP - I to, jak dziecko coś takiego mówi w wieku sześciu lat, to...
12275:  BFP - Rodzice wyjechali do Nicei i tam dopiero zobaczyli miejsce, w którym mogą...
12282:  BFP - być pewni co do przyszłości swojego dziecka, gdzie państwo wspiera rozwój tego dziecka i mówi, rozumiemy, że dziecko jest transpłciowe, rozumiemy, że będzie chciało, może dokonać korekty płci, bo dziecko nie musi podejmować, zresztą dziecko raczej nie powinno podejmować tej decyzji w młodym wieku, to następuje nieco później.
12300:  BFP - I tak, to jest bardzo mocny artykuł, który polecam wam.
12303:  BFP - Drugi to jest właśnie ten o niebinarności, natomiast ja chciałem złożyć absolutnie hołd temu Jackowi,
12309:  BFP - Ja po to założyłem bez schematu, żeby przeczytać coś takiego.
12313:  BFP - Zaczyna się od słów, nie rozumiem niebinarności.
12317:  BFP - Rozmawiam z osobami niebinarnymi, nie mogę się pozwolić, że to fanaberia.
12320:  BFP - I wiecie, jak się kończy to?
12321:  BFP - Niemniej jednak chciałbym wyjść z ignorancji.
12324:  BFP - Pomożecie?
12325:  BFP - Jezu, ja chcę, żeby tak wyglądały wszystkie nasze stosunki międzyludzkie.
12330:  BFP - Naprawdę, chapeau bas i dziękuję za to pytanie.
12339:  BFP - Krzysztof, nie słyszymy cię.
12342:  KMM - Teraz standardowo.
12344:  KMM - Więc pokazuję wam ten artykuł teraz, o którym Filip mówił.
12347:  KMM - Niebinarność nie jest tak skomplikowana, jak myślimy, więc jeżeli chcecie, to sobie go przeczytajcie.
12353:  KMM - Tutaj jest dostępny na ekranie i absolutnie się podpinam pod to, co powiedział Filip, to znaczy właśnie na tym polega dobry
12361:  KMM - rozumny, empatyczny dialog, że to nie chodzi w rozmowie o to, że macie zmienić poglądy swoje, nie.
12368:  KMM - To jest błąd znowu interpretacyjny.
12371:  KMM - Hans-Georg Gadamer miał taką teorię fuzji horyzontów, że w rozmowie, w dialogu chodzi o to, żeby doszło do takiego pojednania,
12379:  KMM - I cała filozofia dialogu na tym buduje swoje różne tezy.
12383:  KMM - Ja się z tym nie zgadzam.
12385:  KMM - Nie ma zawsze, to chodzi do fuzji horyzontów.
12388:  KMM - Ja raczej jestem zdania, że my jesteśmy w trzech światach.
12390:  KMM - Jest jakiś jeden świat, który my zajmujemy, jest jakiś świat, który zajmuje drugi człowiek i musimy się spotkać gdzieś pomiędzy, jakoś negocjować swoje wzajemne stanowiska.
12397:  KMM - To jest właśnie to.
12399:  KMM - I jedyna rzecz, którą możemy robić i do czego mega zachęcamy, także na bez schematu, to jest po prostu czytanie.
12405:  KMM - I też pamiętajcie, to dorzucę od siebie,
12408:  KMM - To, że tekst jest napisany przez profesora albo jest w tekście naukowym, w czasopiśmie naukowym, to jeszcze nie znaczy, że ten tekst jest słuszny.
12414:  KMM - Trzeba też przeczytać inne, zobaczyć, czy się wszyscy zgadzają, czy jest konsensus naukowy i tak dalej.
12419:  KMM - Więc tak, piękne pytanie.
12420:  KMM - Bardzo, bardzo za nie dziękujemy.
12423:  KMM - Przy okazji Juliusz jeszcze pyta, czy znany jest nam blog Mistycym Popkulturowy.
12427:  KMM - Tak, kojarzę.
12428:  KMM - Zresztą wiem, dlaczego też pytasz, bo to jest blog filiowany bardzo silnie po stronie takiej równościowej i progresywnej, więc kojarzę jak najbardziej
12438:  KMM - autora i wszystkie wpisy.
12442:  BFP - Dobra robota.
12442:  BFP - Misty był obecny w którymś z odcinków bez schematu.
12445:  BFP - Nie zaszczycił swoją osobą, ale przygotowaliśmy wspólnie materiał i był.
12455:  BFP - Ja zawsze jestem otwarty na współpracę z nim.
12458:  BFP - Znam go, ale jakoś tak zawsze nam rozchodziła się po kościach ta współpraca niestety.
12462:  BFP - Także z nami pozdrawiam.
12465:  KMM - Co powiedziawszy, idziemy jeszcze do pytania, które jest zupełnie z innej beczki, ale o to chodzi też bez schematu.
12472:  KMM - Mam jeszcze lekkie pytanie, kiedy i jak zaczęło się wasze zainteresowanie whisky?
12475:  KMM - U Krzysztofa nawet widziałem Glenkelna, a to podstawowe szkło sensoryczne degustacyjne.
12480:  KMM - Hahaha.
12481:  KMM - którego i u mnie niedostatek, nie licząc całej masy butelek, czy jeszcze macie jakieś ulubione flaszki na półkach, jakie są wasze ulubione, macie jakąś kolekcję, przepraszam, no to jeżeli chodzi o mnie, no to ja mogę powiedzieć jedno, Tomek Miller, to jest człowiek, dzięki któremu ja wiem wszystko o Wissi, co bym chciał wiedzieć i dla mnie to jest też jeden z nielicznych przypadków self-made mena i takiej rewelacyjnej kariery
12503:  KMM - w Polsce, która nie jest karierą celebrycką, tylko jest karierą człowieka, który wywodził się z podobnego grona jak ja, powiedzmy okołoakademickiego, był tłumaczem symultanicznym na konferencjach naukowych między innymi i w którymś momencie stwierdził, że zainteresuje się ubiorem, zainteresuje się modą męską, założył garbarnię, mam z tej garbarni nawet parę rzeczy i mega ją doceniam, widać, że to jest wszystko robione w Polsce, nie rozlatuje się po paru chwilach i
12531:  KMM - No i jego blog pod tytułem Miller pije, to było to, od czego zaczynałem właśnie degustację whisky poszczególnych, a ja też przyznam, że lubię właśnie tego rodzaju alkohol, bo jestem typem człowieka, który nie znosi się upijać, nienawidzę tego, nie jestem w stanie zrozumieć, co ludzie w tym widzą i akurat ten rauszyk, po którym pozostawiał zawsze mnie whisky był dla mnie...
12552:  KMM - akceptowalne.
12553:  KMM - Poza tym ja lubię się delektować alkoholem i wiele alkoholi takich, które są dostępne, to nie pozwala za bardzo na delektowanie się.
12560:  KMM - To nie oznacza, że nie lubię innych, ale whisky zawsze było takim czymś, co ze mną właśnie potrafi mi towarzyszyć przez taki wieczór.
12566:  KMM - Naleję sobie na parstek i przez 4 godzinki mogę sobie sączyć i delektować się zapachem.
12571:  KMM - To jest wspaniałe.
12572:  KMM - Uwielbiam to.
12575:  BFP - Ja nie wiem, co odpowiedzieć poza tym, że to właśnie z alkoholi whisky trafia do mnie najbardziej.
12581:  BFP - I jestem w stanie je pić bez popity, że tak powiem.
12586:  BFP - Aczkolwiek Krzysztof wie, że ja lubię delektować whisky z kolą zero.
12590:  BFP - Tak jest.
12590:  BFP - Po prostu.
12590:  BFP - Dla mnie to jest perfekcyjne połączenie, chociaż mam zwyczaj, jeżeli pijemy dobrą whisky, no to rzeczywiście poznać ten smak.
12598:  KMM - Przynajmniej na początek, nie?
12599:  BFP - Tak.
12600:  BFP - Niczym nieskażony.
12601:  BFP - Natomiast szkoda, że już z nami nie ma Grzegorza.
12603:  BFP - bo ja po prostu kocham słuchać Grzegorza, jak opowiadał whisky.
12607:  BFP - Ten gościu ma taką wiedzę samego procesu produkcji, jakby wszystkich typów whisky.
12616:  BFP - Jak on mi tłumaczył, jak jest różnica między single malt, single barrel, single casket czy coś tam i tak dalej.
12623:  BFP - Jezu, ten gość, jakby mógłbym słuchać Grzegorza opowiadającego o jedzeniu i o whisky,
12630:  BFP - latami, jak zahipnotyzowany.
12632:  BFP - I zaradzę Wam jedną ciekawostkę przyjacielską.
12636:  BFP - Krzysztof ma też taką jedną rzecz, o której czasem ja go słucham jak zahipnotyzowany.
12640:  BFP - Ja myślę, żeby w ogóle odpalić drugi kanał albo kanał satelity bez schematu, w którym ja będę siedział i tylko słuchał Krzysztofa, a Krzysztof będzie siedział z łyski
12650:  BFP - w cylindrze, z monoklem, noga założona na nogę, przy ognisku.
12655:  KMM - Dlaczego chcesz zrobić ze mnie Jacka Denela?
12661:  BFP - Albo tak, Szczepana Twardocha Dandysa.
12664:  BFP - I Krzysztof, ja jestem zahipnotyzowany, jak Krzysztof opowiada mi o historii upadku polskich youtuberów.
12672:  BFP - Tak, było tak, pamiętam.
12674:  BFP - Ja to kocham.
12675:  BFP - Ja to kocham.
12677:  BFP - Ja po prostu ostatnio byłem, ja po prostu siedziałem i on mówił, błagam Krzysztof, powiedz mi jeszcze raz, powiedz mi jeszcze raz, jak upadł Gonciarz obok toż tam innych.
12687:  BFP - I nie, no to jest po prostu coś cudownego.
12690:  BFP - No, także Grzegorz potrafi tak o whisky...
12693:  BFP - A Krzysztof, nie, ale naprawdę, ale naprawdę, w sensie, Krzysztof, ja nie wiem skąd on w ogóle bierze te rzeczy, ja rozumiem, że on idzie spać o czwartek, ale on naprawdę, nie wiem, siedzi, on robi po prostu prasówkę, zbiera te rzeczy z pudelka, ogląda te wszystkie, ja, to jest niebywałe.
12712:  BFP - Nie, nie, nie.
12713:  KMM - Ja oglądam platformę, na której jestem.
12716:  KMM - Trzeba wiedzieć, co w trawie piszczy.
12718:  KMM - Prosta sprawa.
12720:  KMM - Ja jestem człowiekiem robiącym research.
12721:  KMM - Cokolwiek ja robię, to się wiąże z tym research.
12723:  KMM - Właśnie, piję whisky, chcę wiedzieć.
12725:  KMM - Idę do sklepu i nie chcę mieć jakiegoś
12729:  KMM - Tutaj mamy promocję na taką, spodoba się panu, to można koledze kupić tutaj taka, proszę bardzo, whisky, a tutaj tymczasem człowiek poczyta i się okazuje, że te paręset złotych to właśnie przepłaci, bo jakiś człowiek usiłuje go w tym momencie naciągnąć, więc ja lubię mieć research, tak?
12748:  KMM - I pod tym względem to się łączy także z tym researchem YouTube'owym.
12753:  KMM - Po prostu oglądam sobie, co się dzieje w Polsce, aczkolwiek zawsze będę powtarzał, że dla przyjemności raczej oglądam YouTube'a zachodniego.
12759:  KMM - Natomiast co do tych whisky, to oczywiście jeszcze dodam to, że...
12764:  KMM - właśnie nie można się snobować, tak?
12766:  KMM - I Tomek Miller dla mnie jest cudownym człowiekiem właśnie dlatego, że to jest człowiek, który ma wiedzę encyklopedyczną whisky, a równocześnie mówi wprost.
12774:  KMM - Proszę bardzo, tu jest szkocka z tej, a tej destylarni, która jest wydana w limitowanej edycji razem z Colą.
12781:  KMM - Szkoci to zrobili!
12783:  KMM - Można!
12784:  KMM - Odczepcie się od ludzi, niech piją ludzie tak, jak chcą.
12787:  KMM - I to jest super.
12788:  KMM - Ja zawsze...
12790:  KMM - Denerwuje mnie ten moment, kiedy ktoś ma niesamowitą wiedzę i w którymś momencie wchodzi o ten poziom wyżej, który jest poziomem snobowania się, gatekeepingu i śmiania się z innych ludzi, że czegoś nie wiedzą.
12802:  BFP - Właśnie, ja swoje get good przeżyłem w momencie, kiedy ludzie do mnie krzyczą, czemu ty pijesz to z kolą?
12808:  BFP - A czemu ty popijasz wódkę?
12810:  BFP - Jakie?
12811:  BFP - Zagryź konserwowym i piklem i tam cokolwiek.
12814:  BFP - To było moje get good.
12817:  KMM - No, bo to jest zjawisko szerokie zdecydowanie, więc propszy dla Tomka Millera za odbran zawianie pięknego świata rudego alkoholu.
12827:  KMM - I jedziemy dalej.
12828:  KMM - Jakie ciekawe postaci z niepełnosprawnością kojarzycie z gier książek, ogólnie z dzieł popkulturalnych?
12835:  KMM - To jest pytanie, które zwróciło naszą uwagę od razu, prawda Filip?
12840:  KMM - Na samym początku, jak robiliśmy selekcję.
12843:  KMM - Tak.
12844:  KMM - I ja przypominam sobie, nie wiem czy można to określić jako postać z niepełnosprawnością, mnie się poskojarzyła w pierwszej kolejności Alice Evergarden, ale to jest androidka raczej, więc to nie pasuje mi za bardzo do tego.
12857:  KMM - Natomiast jeżeli miałbym z fantastyki brać tego rodzaju przykłady, no to oczywiście, że dostanę straszne baty za to, ale dla mnie egzemplarycznym przykładem jest Avatar.
12869:  KMM - Avatar jest, wiem, dziełem krytykowanym przez różne osoby, znam powody, dla których jest krytykowany, ale to jest dzieło, które opisuje historię moją taką.
12878:  KMM - Jeżeli ja miałbym taką sytuację, że byłbym niepełnosprawny, byłbym na wózku, byłbym w świecie, który mnie wypluł na bruk,
12885:  KMM - Jest piękna ta scena początkowa w Avatarze, nikt jej nie pamięta, jak ten gość, weteran wojenny, który porusza się na wózku i idzie się pobić do baru, on ma już na wszystko wyjebany, on nie znosi tej rzeczywistości, w której jest i potem autentycznie chce się przeszczepić do ściała Avatara.
12904:  KMM - On wybiera radykalny eskapizm, odcina się od ludzi, odcina się od społeczeństwa, które go wysłało na wojnę.
12911:  KMM - To jest dla mnie potężna narracja absolutnie pod tym względem.
12913:  KMM - Jest prymitywna w tych wszystkich innych aspektach, w których recyklinguje Pocahontas, ale ta historia tego człowieka jest tam w niej przejmująca.
12925:  BFP - Ja bowiem...
12927:  BFP - Gratuluję tego pytania, ponieważ ubiegło nasze szerokie plany bez schematu, które mamy, o których części Wam powiedzieliśmy, a części nie.
12936:  BFP - Zaznaczam, że jeszcze będziemy szukali ciekawych form interakcji z Wami i planujemy też większe formaty, zresztą mówiliśmy o części z nich.
12945:  BFP - I był pomysł właśnie taki na albo odcinek, a potem to się przerodziło może w serię, postaci popkultury bez schematu.
12954:  BFP - Najciekawsze postaci popkultury bez schematu, najciekawsi bohaterowi, bohaterki bez schematu.
12958:  BFP - Co znaczy bez schematu?
12960:  BFP - Postaci niebinarne, postaci transpłciowe, postaci nieheteronormatywne, postaci z niepełnosprawnościami, postaci na spektrum autyzmu.
12971:  BFP - Daje nam to bardzo duże możliwości poszerzania swojej inspiracji, bo musimy poszukać i dobrze dobierać, ale jednocześnie zapoznawania innych z pewną formą inności, która wcale nie jest niczym gorszym.
12989:  BFP - I ja tak zawsze jak słyszę niepełnosprawności i superbohaterowie, których tak uwielbiam, myślę Daredevil, Matt Murdock, ale to jest bardzo nie okej.
13000:  BFP - Bo ta postać, mimo że ją uwielbiam, w ogóle nie ma żadnego handicap wynikającego z tej niepełnosprawności.
