Krzysztof M. Maj vs. Dwie Lewe Ręce: Czy polską szkołę da się naprawić? (I uniwersytet też)
🔗 https://www.youtube.com/watch?v=UuqZSq7wIaw
JD (Jakub Dymek, Dwie Lewe Ręce)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak, Dwie Lewe Ręce)

5:  MG - Dzień dobry, przy mikrofonie Jakub Dymek i Marcin Giełzak, a to jest podcast Dwie Lewe Ręce.
4346:  KMM - To jest jedna rzecz, natomiast zgadzam się absolutnie co do tego, że w obiegu uniwersyteckim nie ma generalnie takiej przestrzeni debaty,
4354:  KMM - jako byśmy chcieli mieć, nie jest to łatwe do zrobienia.
4358:  KMM - Mnie też było łatwiej zorganizować konferencję przez fundację, niż się pierniczyć z tymi wszystkimi procedurami, które są na uczelniach.
4364:  KMM - To jest kwestia biurokratyczna raczej, wydaje mi się, niż światopoglądowa.
4368:  KMM - Ja jestem daleki od wniosków, które wyciąga Alan Bloom na przykład w Myśle Zamkniętym, który myślę, że jest taką jedną z książek, która mogła inspirować bardzo silnie
4377:  KMM - hodowlę troglodytów, zresztą strasznie nie lubię tego tytułu, przypominają mi się te wszystkie fabryki, inżynierów i tak dalej, znaczy ta klasistowska wzgarda, która zawsze we mnie buzuje, znaczy gniewne wnaniowe we mnie buzuje, niezależnie od tego, czy mówi to snobiska.
4393:  JD - Choć mógł o małpoludach napisać.
4395:  KMM - No jeszcze gorzej.
4397:  KMM - Tak samo tutaj to we mnie buzuje, znaczy nie ma we mnie zgody na taki język.
4401:  KMM - Ja używam ostrego języka, owszem, ale względem osób, które są uprzywilejowane.
4406:  KMM - I myślę, że tam to można jakoś usprawiedliwić, a i tak wyczuwam, że jest gdzieś granica.
4410:  MG - Przepraszam, powiem to zanim zapomnę.
4411:  MG - Wiecie, gdzie był szczyt klasizmu akademickiego?
4414:  MG - Był profesora Wetulaniego i jego wypowiedzi, że proszę pana, żeby u mnie zostać pracownikiem w mojej katedrze, to trzeba mieć trzy dyplomy.
4423:  MG - No i kandydat mówi, ależ panie profesorze, ja mam trzy dyplomy i zaczyna opowiadać, co on tam skończył.
4428:  MG - Mówi, nie proszę pana.
4429:  MG - Pański, pana ojca i pana dziadka.
4432:  KMM - Jezus Maria.
4434:  KMM - Ale wiesz co?
4435:  KMM - Ja to samo usłyszałem na Wydziale Polonistyki mojej ukochanej uczelni.
4438:  KMM - Mianowicie powiedziano mi, że panie Krzysztofie, u nas w katedrze być może rzeczywiście jest tak, że pracuje babcia, matka i córka, ale to dlatego, że gen naukowy się dziedziczy.
4451:  KMM - Więc to są te same zdania, które można usłyszeć i to jest niezmienne i niezmiennie smutne.
4457:  KMM - No ale zmierzam jeszcze do tego, że
4459:  KMM - Były alternatywne projekty uniwersyteckiej otwartości formułowane.
4464:  KMM - Ja wymienię tutaj Michała Pawła Markowskiego z polityką wrażliwości wydaną przez Universitas, gdzie on w zasadzie proponuje dokładnie to, żebyśmy otwarli się na te dyskursy w humanistyce, które mówią o dialogu, które mówią o tym, że uniwersytet powinien być przestrzenią wspólnoty, komuny, która dyskutuje empatycznie o różnego rodzaju zjawiskach i nie musimy do tego dzielić społeczeństwa na troglodytów albo mówić o zmierzchaniu cywilizacji,
4489:  KMM - bo każda cywilizacja zmierzcha, ale nasza książ nie chce zmierzchnąć do reszty, mimo że bardzo wielu ludzi funebrycznie nam oznajmia, że tak się to stanie i to się stanie już jutro.
4499:  KMM - Więc w tym sensie dla mnie się nie różni taka narracja od narracji Korwinickiego i ja czegoś takiego bardzo nie lubię w nauce.
4506:  KMM - Oczywiście debata dopuszcza i taki głos, natomiast dla mnie kończy się debata w momencie, w którym ktoś znajduje
4512:  KMM - po stronie studentów, bo naprawdę jedyna wina studenta i może być taka, że pójdzie na studia dlatego, że kazali mu rodzice albo, że kazał mu pracodawca, a nie dlatego, że ma wewnętrzne przekonanie o konieczności takiej decyzji.
4524:  KMM - To jest jedyna wina, ją się da bardzo łatwo naprostować i robi się to za pośrednictwem doradztwa zawodowego, które
4530:  KMM - Nie mam zielonego pojęcia, dlaczego w liceach, a weryfikowałem to, jest redukowane do jednej godziny na przykład dla osoby.
4536:  KMM - Znaczy, przepraszam, to i tak dobrze.
4539:  KMM - Tymczasem coaching rozwojowy to jest coś, co wymaga kilku spotkań przynajmniej, rozpoznania tego wszystkiego.
4546:  KMM - Na kursach z tutoringu, na które mnie wysłała moja uczelnia, mieliśmy całe zajęcia na ten temat, na szkoleniu.
4552:  KMM - Jak robić koło zainteresowań, jak rozpoznać, czy ktoś jest kreatywny w tej dziedzinie, a w tej nie.
4557:  KMM - I nie robienie tego wszystkiego jest problemem.
4559:  KMM - A obarczanie potem studenta winą za to, że myśmy sobie źle zorganizowali edukację, że mamy całowanie pierścienia feudalnego w katedrze profesorskiej zamiast równouprawnienia, że mamy obsesję na punkcie tytulatury.
4573:  KMM - A jednocześnie nie mamy tego, co w innych krajach jest, to znaczy parakzotyk sali nie mamy wobec tego tytułu szacunku.
4579:  KMM - Bo jednak pamiętajmy, że jedną trzecią poparcia w Polsce zdobyła partia, której przedstawiciel mówił o wykształciuchach z ambony sejmowej.
4587:  KMM - I ta narracja sprzedaje się pięknie.
4589:  KMM - Teraz mieliśmy tego dowód w filmach, nie wiem czy widzieliście, bardzo polecam też widzom dwóch lewych rąk, Dawida Myśliwca, film o tym, dlaczego nie czuje się bezpiecznie na YouTubie.
4598:  KMM - który też podchwycił Tomasz Rożek, też doktor, nawiasem mówiąc, z nauka to lubię, mówiąc i dzieląc się bardzo podobnym doświadczeniem.
4606:  KMM - Jestem ośmieszany za mój tytuł, który mam.
4609:  KMM - To znaczy mówi się, że to jakiś doktorek, a nosi maseczkę.
4612:  KMM - Straszne to jest, więc zauważcie, że ten nasz wysiłek takiej akademizacji, bardzo klasowej,
4620:  KMM - no niestety spełzna panewce, bo okazuje się, że ludzie i tak nie pałają tym nadmiernym szacunkiem i rewerencją wobec autorytetu akademickiego, więc tutaj nam się nie udało, a równocześnie w zamian dostaliśmy wszystkie negatywne aspekty tego zjawiska, to znaczy strach, lęk przed odezwaniem się, poczucie właśnie jakiejś klasowej niższości, wykluczenia, czyli wszystko to, co jest antywspólnototwórcze, a niewspólnototwórcze.
4646:  KMM - Ja
4647:  KMM - jak szedłem na UJ, tak nawiasem mówiąc, ja byłem pełen optymizmu i radości.
4652:  KMM - Natomiast moje takie doświadczenie, pomijając wszystkie negatywne i inne, było takie, że ja nie jestem częścią żadnej społeczności.
4658:  KMM - I to było dla mnie niesamowite, jak szedłem na obcą wtedy uczelnię, to znaczy na AGH i poszedłem na inaugurację roku akademickiego i rektor w którymś momencie z błyskiem moku, to był profesor Tadeusz Słomka, powiedział, dobra, dobra, ceremonia, odceremoniałem, ale teraz najważniejsze, tak się ma i tak się ma i AGH.
4674:  KMM - Ja sobie pomyślałem, jasna cholera,
4677:  KMM - Ja teraz się poczułem częścią społeczności AGH, mimo że jestem studentem UJ, to była moja pierwsza myśl, więc naprawdę niewiele trzeba, żeby zluzować ten kij, który zastępuje nam kręgosłup moralny.
4690:  JD - Ja ilekroć słyszę te słowa o byciu profesorem w trzecim pokoleniu, o tym dyplomie ojca i dziadka, o tym, że proszę pana, ja jestem profesorem i nie będę z ludźmi bez tytułu rozmawiał, to zamykam oczy i nie wiedzieć, czemu przenoszę się myślami do Krakowa.
4708:  JD - Ale nie wiem, dlaczego tak jest.
4710:  JD - Może jest jakaś teoria, która to tłumaczy.
4711:  MG - A jednocześnie ja myślę o takim momencie, wiecie, wkroczenia realnego.
4714:  MG - Czy na przykład profesor Czarnek jest ekspertem od marksizmu, prawda?
4718:  MG - I teraz wyobraźcie sobie, że w takich realiach akademickich przyszłoby mu debatować o myśli marksowskiej na przykład z Fryderykiem Jamesonem.
4725:  MG - Albo z Terrym Eagletonem, tak?
4730:  KMM - który to swoją drogą całkowicie autentycznie odpisał na mój mail, jak ja pisałem do niego jako student, z wielkim ceremoniałem pytając go, czy mogę przetłumaczyć jego esej, który finalnie tłumaczyłem.
4742:  KMM - mail miał mu ile?
4743:  KMM - Jakieś półtorej strony.
4745:  KMM - Zaczynała się oczywiście od Dear Professor Frederick Jameson i tak dalej, na co on mi powiedział Dear Chris, sure, cheers, Frederick.
4755:  KMM - Drugi taki przypadek.
4757:  JD - A mnie się to jako dziennikarzowi zdarza dość regularnie, ale...
4760:  JD - nie jest powiedziane, że ta lub inna kultura akademicka są z natury mniej lub bardziej hierarchiczna, ale to jest dyskusja, którą sobie odłożymy na inną dyskusję, na inną okazję, bo będziemy pewnie mieli wszyscy trzej masę różnych anegdot, którymi gdybyśmy postanowili się dzielić tutaj, to program nie trwałby dzisiaj 90 minut, a tak myślę, że jest 490.
4778:  JD - Natomiast mam ostatnie pytanie i ja z wielką przyjemnością honor oddam tutaj Marku Krzysztofa.
4785:  JD - Zazdroszczę, wiesz, zazdroszczę, ale i mam ambicje, żebyśmy kiedyś do tego pułapu dobili.
4790:  JD - Myślę, że polski internet na to zasługuje.
4793:  JD - Mamy ostatnie pytanie, którego zadanie z przyjemnością sceduję i oddam Marcinowi, bo w tym pytaniu pojawia się wątek francuski.
4801:  JD - Wątek wielkich szkół i wyciągnięcia pewnego segmentu edukacji poza uniwersytety.
4806:  JD - Także Marcin, czy nie honory?
4808:  MG - Tak, więc to jest rzecz bardzo skomplikowana, bo ona ma wady i zalety, ale generalnie propozycja jest taka.
4816:  MG - Wychodzimy z punktu, w którym zostawił nas profesor Piotr Nowak, to znaczy uniwersytety już nie uratujemy, więc stwórzmy struktury równoległe, stwórzmy wielkie szkoły, gdzie w przeciwieństwie do uniwersytetów będą rygorystyczne egzaminy wstępne, gdzie w przeciwieństwie do uniwersytetów nie ma punkcików, tylko się pisze ani testów,
4836:  MG - tylko się pisze esej cztery godziny, tylko się dwie godziny zdaje egzamin ustny i nie ma listy pytań, które mogą paść.
4844:  MG - Może paść absolutnie dowolne pytanie, póki jest jakkolwiek związane z tematem.
4847:  MG - No i tam już do prawdy trafia elita elit.
4852:  MG - Próbujemy, czy Francuzi próbują, żeby to było egalitarne?
4855:  MG - Kompletnie im to nie wychodzi.
4856:  MG - Ta elita się reprodukuje po prostu z pokolenia na pokolenie.
4860:  MG - Tu baron, tu dziedzic jakiejś fortuny kosmetykowej, etc.,
4865:  MG - I raz na jakiś czas trafi się faktycznie ktoś, kto nie ma takiego pochodzenia, ale koledzy nigdy nie pozwolą mu zapomnieć, że on takiego pochodzenia nie ma.
4873:  MG - Niemniej jednak te wielkie szkoły, kadry dla przemysłu, wojska, świata akademickiego i tak dalej, sprawnie tworzą.
4881:  MG - Polityki przede wszystkim.
4883:  MG - I polityki.
4884:  MG - Czy jest twoim zdaniem w takiej koncepcji budowy takiego naduniwersytetu, który rządzi się swoimi prawami, jakakolwiek słuszna intuicja?
4893:  KMM - Były kiedyś projekty tworzenia, może to już bardzo źle zabrzmi, bo to nie ma zabrzeń politycznych, ale konfederacji uniwersytetów i takich rzeczywiście megastruktur uczelnianych.
4906:  KMM - Jakoś zaczęto to robić przez podpisywanie umów partnerskich, na przykład Uniwersytetu Dołamickiewicza podpisał taką z Uniwersytetem Jagiellońskim itd., itd.,
4915:  KMM - Ale to wciąż nie była idea tego zjednoczenia uniwersytetów, która między innymi stała za reformami Gowina.
4922:  KMM - Tak jak mówię, one miały swoje słuszne punkty i tutaj bym jeden z nich upatrywał.
4928:  KMM - Bo jeżeli nawet byśmy chcieli zrobić argument, no moim zdaniem nędzny, to znaczy, że będziemy odpowiadać na potrzeby chińskiego kapitału i listy szanghajskiej, bo po to ona powstała, żeby wiadomo było, gdzie bonzów korporacyjnych wysyłać, na jakie uczelnie, o czym mało kto wie.
4941:  KMM - Nawiasem mówiąc, metodologia tej listy w dalszym ciągu wyklucza nauki humanistyczne i w dalszym ciągu priorytetyzuje wskaźniki, które są specyficzne dla naprawdę bardzo wąskiego wycinka nauk technicznych, bardzo wąskiego.
4955:  KMM - W związku z powyższym to, że się emocjonujemy co roku, że nasza uczelnia na 400 pozycji jest, czy 300, to jest właśnie granie do tej bramki korporacji, dokładnie tak samo jak w przypadku punkcików.
4966:  KMM - Można byłoby tego użyć jako argumentu, że uczelnia taka z takim potencjałem naukowym łatwiej będzie rywalizowała i szła w konkury z innymi uczelniami na całym świecie, że w ten sposób będziemy mogli też kapitalizować na dorobku największych graczy uczelnianych w Polsce.
4981:  KMM - Tylko, że ja się obawiam, że wewnętrzne rozszczepienie środowiska akademickiego może stać na przeszkodzie.
4988:  KMM - No i znowu wracamy do kwestii mentalnościowej.
4990:  KMM - Pamiętam siebie jako studenta, który mówił, zróbmy konferencję o teorii literatury i zaprośmy naukowców z Uniwersytetu Śląskiego, na co usłyszałem, my z naukowcami z Uniwersytetu Śląskiego nie współpracujemy.
5001:  KMM - Na co ja oczywiście zacząłem intensywnie współpracować z Uniwersytetem Śląskim jako troll.
5006:  KMM - I myślę, że oczywiście w skali globalnej, w skali Polski może być to zjawisko nasilone,
5013:  KMM - Ale na pewno jako pewien cel na horyzoncie to nie byłoby złe.
5018:  KMM - Tylko, że trzeba byłoby i myślę, że tutaj można byłoby zadbać o ten egalitaryzm, zadbać o to, żeby taka uczelnia kierowała się prawdziwie wolnościowymi już praktykami oceniania.
5026:  KMM - Znaczy tak, robimy ten egzamin na 4 godziny, ale pozwalamy na korzystanie ze źródeł i sprawdzamy, czy faktycznie człowiek jest w stanie funkcjonować.
5032:  KMM - Tak?
5033:  KMM - świetny eseista będzie funkcjonował, świetny eseista sprawdzi, zweryfikuje to, co będzie pisał.
5038:  KMM - Nie będzie pisał do Onetu bez źródeł i bez przypisów, tak?
5042:  KMM - To u nas bardzo często bywa.
5044:  KMM - I jeszcze podpiszemy go redakcja na wszelki wypadek, żeby nie ujawniać imienia i nazwiska.
5048:  KMM - I nie da mnie ani jednego hiperłącza, bo jak wiadomo Onet, jak słychać Onet.pl, no ukazuje się w tradycyjnym druku szpalta XIX wiek, układane przez Zecera.
5057:  KMM - No więc to jest ten model myślowy, nad którym powinniśmy pracować, żeby uczyć już studentów, że tak, masz być świetnym esteistą, ale jesteś w rzeczywistości takiej, jaka nas otacza.
5068:  KMM - Osobiście jestem ogromnym zwolennikiem egzaminów ustnych, ale też świadomy jestem tego, jak bardzo one blokują studentów, więc nieuchronnie.
5076:  KMM - Trzeba byłoby w takiej uczelni przygotowywać ludzi do wypowiedzi ustnych i to najróżniejszych, wypowiedzi typu pięć minut na zebraniu zarządu, bo możesz pracować w takim sektorze i musieć w pięć minut powiedzieć coś bardzo skomplikowanego i do wypowiedzi półtora godzinnej, ale także wypowiedzi dwudziestominutowej na TED Talku.
5092:  KMM - Więc do tego wszystkiego można kształcić.
5095:  MG - Tak, tu tylko szybko dopowiem.
5096:  MG - Partia Pracy Brytyjska zaproponowała, żeby robić zajęcia w szkołach z tak zwanego Oresi, chyba nie ma jeszcze polskiego odpowiednika tego, ponieważ to jest bardzo klasowa sprawa.
5106:  MG - Dzieciaki z bogatych rodzin potrafią na zadany temat gadać, gadać, gadać, gadać ładnie.
5111:  MG - Dzieciaki, które nie mają tej kultury, mogą znać temat rewelacyjnie, ale będą dukać, ponieważ nikt ich nie nauczył tego, żeby stanąć przed salą pełną ludzi i perorować.
5121:  KMM - Tak, więc dlatego myślę, że właśnie to deelitaryzowanie uczelni, z czym się mierzy Francja, z twojej opowieści wynikał, ja kompletnie nie znam tematu, zaznaczę, powinno się odbywać w tym obszarze metodologii, pedagogiki, dydaktyki i rzeczywiście trzeba byłoby tam filtrować nie tylko, i tu będzie bardzo niepopularne, co powiem, nie tylko studentów, ale przede wszystkim by trzeba było tam filtrować akademików.
5146:  KMM - Znaczy ktoś, kto uważa, że potrzebuje swoje ego boostować szykanowaniem studentów albo tym, że publikuje za 100 punktów i mówi swojemu koledze akademikowi, że kim ty jesteś, jak masz 70, tacy ludzie są do odstrzału na samym początku.
5161:  KMM - One w ogóle nie mają miejsca w nauce.
5162:  KMM - To muszą być ludzie, którzy nie będą mieli ego zbudowanego przez wytyczne parametry i wykresy, tylko będą autentycznie przekonani o tym, że chcą coś zrobić dla nauki, będą się udzielali w trzecim sektorze,
5174:  KMM - i będą widoczni w różnych miejscach, będą budowali swoją karierę akademicką, nie tylko, krótko mówiąc, w zmurszałych murach uczelni polanych kwasem, żeby wyglądała jak Oxford.
5185:  KMM - Zawsze lubię pocisnąć Yale za to.
5187:  KMM - Niesamowicie ta anegdota rozbawiła.
5189:  KMM - W każdym razie
5190:  KMM - Jeżeli byśmy rzeczywiście taką megastrukturę uniwersytecką zbudowali, to jest jedyny moim zdaniem warunek, jaki powinien być przede wszystkim, to znaczy bardzo konkretne i solidne sito w zakresie kadry, bo taka kadra jest w Polsce, żeby nie było, tylko że ona jest poukrywana.
5206:  KMM - Jest ukryta dokładnie tak samo jak nauczyciele najlepsi w szkołach.
5210:  KMM - Mało kto o nich mówi, oni robią tak dużo, że nie mają czasu się pochwalić tym bardzo często w mediach.
5217:  KMM - Z kolei ich szefostwo najczęściej albo udupia, albo pokazuje im miejsce w hierarchii w związku z powyższym.
5222:  KMM - Oni też się nie pochwalą, nie zgłoszą ich do żadnego kursu, nie wyślą do mediów.
5226:  KMM - I takich ludzi by trzeba było wyłuskać.
5228:  KMM - Jedyny sposób, żeby ich wyłuskać, to jest z kolei skorzystanie z doświadczenia łowców głów korporacyjnych i zrobić po prostu sito konkursowe, konkretne.
5237:  KMM - I jedyny sposób, żeby to sito konkursowe działało w Polsce, biorąc pod uwagę to, jak są ustawiane konkursy od lat na stanowiska akademickie, to zrobić to transparentnie.
5247:  KMM - w stu procentach, żeby każdy miał dostęp do nagrań z sesji, żeby każdy to widział, żeby nikt nie miał wątpliwości, krótko mówiąc, że ma do czynienia rzeczywiście z wybitnym ekspertem w jakiejś dziedzinie.
5256:  KMM - Takie pierwsze nazwisko, które mi przychodzi do głowy w takiego, powiedzmy, członka społeczności akademickiej, to był na przykład profesor Andrzej Dragan.
5263:  KMM - Od razu wpada mi to nazwisko do głowy, ale nie wpada mi, zauważcie, dlatego, że znam sposób jego prowadzenia zajęć, czy czytałem jego publikacje naukowe.
5271:  KMM - Wiem, jaki styl prowadzenia nauki reprezentuje.
5275:  KMM - Więc to jest bardziej kwestia etosu akademickiego w tym momencie, niż tego, ile kto wyrobił tych nieszczęsnych eurogąbek w Thomson Reutersie.
5285:  JD - My wyrobiliśmy całkiem długi, najeżony, jak sądzę, faktami, diagnozami i nawet niepozbawiony polemiki program, za który tobie, Krzysztofie, serdecznie dziękuję.
5295:  JD - Ale zanim się pożegnamy, odwołam się w zgodzie z dobrym duchem do pewnej tradycji, którą mamy w naszych programach, mianowicie nie żegnamy się, zanim nie podzielimy się naszą leftkomendacją.
5306:  JD - czyli to segment, w którym polecamy książki, gry, publikacje, filmy, seriale i cokolwiek, co uważamy, że powinno w danym czasie budzić zainteresowanie również naszych słuchaczy i słuchaczek.
5317:  JD - Zachęcam Cię również do wzięcia udziału w tej naszej tradycji i podzielenia się czymś, co z całego serca szczerze i biorąc za to odpowiedzialność polecasz.
5329:  KMM - Ja chyba będę musiał spłacić mój dług, który zaciągnąłem u mojego serdecznego przyjaciela, skądinąd doktora Mikołaja Marceli, którego znałem jako badacza zombie i wielkiego przyjaciela kultury współczesnej.
5343:  KMM - I byłem niesamowicie zaskoczony, jak zauważyłem pierwsze jego książki.
5346:  KMM - I pierwsza książka nosiła tytuł Selekcje.
5349:  KMM - I tę książkę właśnie polecę.
5351:  KMM - Nie z uwagi na jej podtytuł, jak szkoła niszczy społeczeństwo i świat, tylko z uwagi na to, jak przystępnie przedstawia on znaną już teorię socjologiczną Piera Bourdieu, dotyczącą dystynkcji klasowej, dotyczącej tego, że wprowadzając różnego rodzaju podziały, na przykład właśnie podział na tych najlepszych ze 100% z matury i tych najgorszych, którym się nigdy nie uda,
5374:  KMM - albo wprowadzając podziały na tych kasiastych studentów, których stać na korepetycje i tych, których nie stać, no niszczymy społeczeństwo faktycznie.
5382:  KMM - I Mikołaj Marcela pokazuje to na takim bardzo swojskim przykładzie.
5385:  KMM - Nie trzeba mieć wtedy całej tej aparatury filozoficznej, która jest wymagana przy lekturze Bordier, która wszelako mnie na przykład pomogła w rezygnacji całkowitej zużywania słowa kultura wysoka, bo poczułem ten smrodek burżuazyjny, który się w tym słowie tli.
5401:  KMM - A
5402:  KMM - Przez operowanie tymi przystępnymi przykładami Mikołaj sprawia, że możemy w naprawdę przystępny sposób przyjrzeć się temu, co faktycznie powinno budzić grozę w nauczaniu i w edukacji w Polsce i podpowiedź jest taka, że nigdy nie dotyczy to tego tematu, który jest poruszany przez wszystkich polityków w reformach, tylko najczęściej właśnie dotyczy takich miękkich systemów nacisku, FUKO by je nazwał mikrofizyką władzy, z którymi możemy walczyć od teraz, w tym momencie, od tablicy nie czekając na najbliższą reformę.
5433:  MG - Brzmi dobrze.
5434:  KMM - Polecam bardzo.
5436:  KMM - Dzięki.
5436:  KMM - Czytałem w pociągu jednym tchem kiedyś.
5440:  JD - Dziękujemy ci za twój czas.
5441:  JD - Brzmi dobrze.
5441:  JD - Dziękujemy ci za twój czas i dziękujemy wszystkim, którzy nas wysłuchali.
5445:  JD - To oczywiście nie jest wszystko, co w ramach podcastu Dwie Lewe Ręce oferujemy, więc jeżeli jesteście zainteresowani, aby wesprzeć nas, pomóc nam tworzyć nowe formaty i rozwijać ten program, a także zrealizować naszą
5458:  JD - i nie tylko naszą ambicję powołania najbardziej opiniotwórczego, odważnego i niezależnego medium na lewo od centrum, to zajrzyjcie na patronite.pl ukośnik DLR i wybierzcie jeden z progów wsparcia.
5468:  JD - To na pewno pomoże nam rozwijać ten program i tworzyć także takie rozmowy jak ta dzisiejsza.
5475:  MG - A pod ten czas bardzo Wam dziękujemy za Waszą życzliwą uwagę i kończymy tradycyjnym.
5480:  MG - Do usłyszenia niebawem.
5482:  MG - Dziękuję serdecznie.
5483:  MG - Do usłyszenia.
