Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
7269:  KMM - I długość tego serialu jest krótsza niż łączna długość wszystkich wersji reżyserskich Władcy Pierścieni i Jacksona, tak na marginesie, o czym się zapomina bardzo często.
7277:  KMM - I tutaj też z jednej strony to tylko serial, nie mamy czasu, żeby pogłębić te wszystkie fundamentalne wątki, a z drugiej strony wstawiamy jakieś dziwne sceny, które są totalnie pomijalne.
7287:  KMM - Całe wątki tutaj niestety są pomijalne, dużo wątków w Numenorze jest pomijalnych, chociaż Numenor jest sam w sobie dość ładny i szkoda tylko, że sugeruje, że jest tam jedno miasto.
7300:  MK - Jeszcze jest biblioteka gdzieś daleko i jadą i przecież się uśmiecha wspaniale wtedy Galadriela.
7307:  KMM - O, bo jak ja mogłem to wyprzeć?
7309:  MK - A właśnie, bo może wyparłeś, bo to jest syndrom wyparcia.
7312:  BFP - A czy wy nie macie takiego wrażenia, że teraz mnie tak oświeciło, że do tego serialu naprawdę pasuje ta pasta.
7319:  BFP - Było nas 11 i mieszkaliśmy w jeziorze.
7322:  BFP - I jestem w stanie przyłożyć to w zasadzie do każdego wątku.
7325:  KMM - Proszę zrób to.
7328:  BFP - Wolałbym, żebyś ty to zrobił, bo twoja pamięć zawodzi, ale w przypadku Rings of Power jestem przekonany, że te negatywne emocje sprawiły, że wypaliły ci się w pamięci wszystkie niepotrzebne wątki całkowicie.
7340:  BFP - Zupełnie odwrotną stronę niż ma Michał swoją drogą.
7343:  BFP - Chciałem teraz przejść do, chyba, że jeszcze macie jakieś rodzyneczki, ale chciałbym, żebyśmy porozmawiali chwilę o tym,
7351:  BFP - Jeżeli miałby się pojawić drugi sezon, albo nawet nie musimy rozmawiać o drugim sezonie, możemy porozmawiać o alternatywnej rzeczywistości, w której powstał serial Lord of the Rings.
7361:  BFP - Nie używajmy pojęcia Rings of Power, po prostu Lord of the Rings, który byłby dobry.
7368:  BFP - Jakie warunki musiałby spełniać taki serial?
7371:  BFP - Krzysztof, może zacznij.
7375:  KMM - W alternatywnej rzeczywistości.
7377:  KMM - Trudne pytanie.
7379:  KMM - Wiesz co, odpowiem na to najkrócej jak umiem.
7382:  KMM - Musiałby traktować się poważnie.
7384:  KMM - Nie fanów, nie materiał źródłowy, tylko siebie, świat, który kreuje, musiałby traktować poważnie.
7391:  KMM - Zresztą bardzo dużo ludzi, zauważcie, w argumentacji, która, ja ją rozumiem na pewnym poziomie, jeżeli ktoś się nie zna na fantastyce, że no ale przecież jakie to ma znaczenie, jak to nie istnieje.
7401:  KMM - To jest podejście do baśni, nie?
7403:  KMM - W baśni to nie ma żadnego znaczenia.
7404:  KMM - Obejrzałem wczoraj baśni.
7406:  KMM - Naprawdę nie obchodziło mnie totalnie, co się dzieje w Akademii Dobrej Sławy, to jest baśń.
7410:  DS - To jest fascynujące, że to nie ma znaczenia, bo przecież to nie istnieje, więc wszystko jedno, czy to jest takie samo, czy nie.
7415:  DS - Ale na przykład wszyscy są już tak super przygotowani do tego, jak gotują rosół.
7420:  DS - I jak ktoś innego, to ja rosół według innego przepisu, to nagle wszyscy się rzucają, bo nie, rosół jest tylko z makaronem, nie?
7426:  DS - Jak możesz jeść rosół z kluseczkami?
7429:  MK - Albo na warzywkach, albo bez warzywek.
7431:  ML - I'm confused with this metaphor, I'm sorry.
7438:  DS - Więc są w stanie być przywiązani do czegoś, mimo że efekt jest w sumie ten smaczny i ten smaczny, ale jak już ty jako fan jesteś przywiązany do swojego uniwersum, nie?
7447:  DS - Do swoich kluseczek, to nie mogą zrozumieć, że ty jesteś do tego przywiązany.
7452:  BFP - Ej, ale tak serio, jaka jest różnica między makaronem a kluseczkami?
7457:  BFP - Makaron jest taki długi, nie?
7459:  KMM - No tak, a kluseczki?
7460:  KMM - To idzie w złym kierunku, słuchajcie.
7463:  KMM - Nie każcie mi wyjaśniać kulinariów.
7465:  KMM - Ja się naprawdę na tym nie znam.
7467:  KMM - Ja jestem słynny z tego, że wczoraj przypaliłem zupę.
7471:  KMM - Z kluseczkami mam nadzieję.
7474:  KMM - Hashtag oversharing.
7476:  KMM - No prawie, no ale ja poziomę te metafory Dominiki, to znaczy myślę sobie tak, że jest jakiś przepis na zrobienie dobrego fantazy i mamy takie przykłady utworów, w których się to udało, więc trzeba być samobójcą kreatywnym, żeby stwierdzić, to nie, to ja w takim razie zrobię wszystko inaczej i powiem ludziom, że tak ma być.
7498:  KMM - No bo to się do tego w sumie sprowadza.
7499:  KMM - Ja wiem, że można eksperymentować z konwencją, ale jest tutaj jeden warunek, trzeba mieć do tego cholerny talent.
7504:  KMM - Na przykład moi lubieni pisarze fantasy, Brandon Sanderson między innymi, czy George R. R. Martin, obydwaj jeździli po Tolkienie jak po Burej Kobyle, mówiąc, że tak się nie pisze fantasy we współczesności.
7516:  KMM - Da się, tylko trzeba mieć talent.
7519:  KMM - Natomiast problem polega na tym, że twórcy Amazonu tego po prostu talentu nie mieli, więc ja jestem sobie w stanie wyobrazić serial, który byłby na dzisiejszą miarę pokazujący z zupełnie innej perspektywy cały konflikt, który jest wśród ziemi.
7532:  KMM - Słynna sprawa Tolkiena polega na tym, że on zawsze faworyzuje tych dobrych.
7536:  KMM - Chyba widzicie, jakie mamy proste rozwiązanie, tak?
7539:  KMM - Pogłębić wątek Adara, pogłębić ten wątek orków.
7542:  KMM - Swoją drogą sprzedawano nam to w fałszywym marketingu, że będzie perspektywa orków inna.
7546:  KMM - Mamy na to bardzo dobry potencjał.
7549:  KMM - Powiązanie swoją drogą z tym lore'ową obecnością informacji na temat tego, że Morgoth porywał elfy, żeby je wybaczyć, super sprawa, idziemy w tym kierunku.
7559:  KMM - Nawet tego nie zrobiono, więc to jest moja recepta.
7562:  KMM - Pokazałbym relatywizm w tym świecie, jakoś pobawił się z tą konwencją i przy całej świadomości oczywiście tego, że ani JR Tolkien, ani Christopher Tolkien by się pod tym nie podpisali, jak również zapewne część zagorzałych Tolkienistów, ale dostalibyśmy na pewno inną perspektywę w tej rzeczywistości.
7579:  KMM - Potem nawet w duchu Tolkiena można było powiedzieć, że tak naprawdę widzu był zwodzony przez cały czas, bo był
7585:  KMM - Unreliable narrator, czyli narrator niewiarygodny i tak naprawdę był wodzony przez cały czas za nos.
7592:  KMM - I mamy fantastyczną fabułę, której się nikt nie spodziewał, która też nawiasem mówiąc dworuje sobie sprawiedliwość gatunku fantasy, gdzie zawsze ten bohater jest tym prawym, wspaniałym i narratorów niewiarygodnych nie ma.
7604:  KMM - No czyli robi to, co robi Martin.
7605:  BFP - Tomasz Maleńczyk napisał, że mam przepis.
7608:  BFP - Morgot, Angband, Urologi i Gondolin.
7612:  BFP - No ale to rozumiem na tyle, na ile wiem, że to byśmy się mocno jeszcze cofnęli w czasie.
7616:  KMM - Tak, Rosji Marillionu.
7617:  KMM - Michał,
7620:  BFP - Przepraszam, że tak się wciąłem, chciałem dać głos Michałowi, żeby się troszeczkę zaktywizował.
7624:  BFP - Jakbyś mógł sobie wyobrazić w alternatywnej rzeczywistości ten serial, tak, ale wiesz, dajmy sobie challenge, znaczy nie przekreślaj tak zupełnie tego wszystkiego, ale jakbyś mógł albo wykorzystać te składniki, sorry, ale te kluseczki mi wjechały, jakbyś mógł wykorzystać te składniki, które są, albo stworzyć zupełnie nowe i stworzyć serial nie po prostu fantasy, tylko gdzieś jednak oparty na tym uniwersum, które znamy z Władcy Pierścieni czy Hobbita,
7647:  BFP - To jak ty byś do tego podszedł?
7649:  BFP - Co ty byś rekomendował?
7651:  ML - Ja będę nudny i powiedziałbym, że wziąłbym
7655:  ML - część tych pieniędzy, które uzbierali, taką kupkę wielkości tego pokoju i rzucił ją w jakichś dobrych scenarzystów.
7663:  ML - Nie, w jakichś dobrych scenarzystów.
7664:  ML - Nawet wspomniany jakiś tam Brendan Sanderson czy ktoś, on zresztą chyba tam pracuje, też pomaga przy tych serialach.
7670:  ML - Czy miał pomagać w Wheel of Time, czy pomaga przy produkcji?
7674:  ML - Tak, tak.
7674:  KMM - On napisał dwa ostatnie domy, Wheel of Time nawet.
7677:  KMM - To był jedyny człowiek, który był w stanie to ogarnąć.
7679:  ML - Tak, dokończyć, nie?
7681:  ML - Po tym tam Petersonie, czy jak mu tam było?
7684:  KMM - Jordan, Jordan, Robert Jordan.
7687:  ML - A, Jordan Peterson.
7688:  ML - Jordan Peterson.
7689:  ML - Jordan Peterson.
7690:  ML - We didn't ask for.
7691:  ML - Ale crossover w ogóle, tak.
7692:  ML - Nie no, generalnie to po prostu
7702:  ML - Trzeba by wziąć scenarzystów, którzy potrafią pisać fantazy i jeszcze, żeby coś dorzucić do tego bardziej szczegółowego, żeby to nie była taka ogólna wypowiedź, to powiem, że ja bym poszedł na ich miejscu w stronę nie robienia, wiesz, zjeść ciastko i mieć ciastko, całą wielką historię wrzuconą w kilka debilnych wątków, tylko na przykład, i to jest coś, co też z Wiedźminem miałem ten problem, że brakuje im jaj, żeby zrobić historię, która nie jest jednym długim, jedną długą fabułą, tylko na przykład właśnie mogliby zrobić epizodycznie, mogliby zrobić sezon, nie wiem, o historię tam
7732:  ML - Co?
7732:  ML - Elfy robiły historie o czymś, tylko żeby one były poszczególnie dobrze napisane, nie?
7736:  ML - Ale jakby już mieli historie z tego wielkiego świata i te historie też rozrzucone w czasie o setki czy tam tysiące lat, to już daje potencjał na to, że to nie będzie taki burdel po prostu, że chcesz wrzucić wszystko w jeden kocioł i wiesz, wszystko się dzieje naraz, nie?
7750:  ML - Bo problem tych wszystkich anapelacji jest taki, znaczy tych wszystkich...
7754:  ML - prequeli szczególnie, że co by nie mówić, Peter Jackson miał łatwiejszą robotę, znaczy w ogóle nie chcę tutaj mu jakby nic podcinać z skrzydeł i tak dalej i osiągnieć, ale no Władca Pierścieni, znaczy Drużyna Pierścienia i tak dalej, to są książki, których jednak akcja dzieje się w miarę w jednym czasie.
7771:  ML - Spójnie.
7772:  ML - Tak, i to jest to samo co z grą o Tron, to jest dużo łatwiej zaadaptować, nie?
7775:  ML - Tak jak gra o Tron dzieje się nagle.
7776:  ML - Na przykład to jest ciekawa dyskusja z Rodem Smoka, który już dzieje się inaczej i jest trochę więcej zabawy, jakieś przeskoki w czasie, co pokazać, czego nie pokazać, zmiany aktorów i tak dalej.
7786:  ML - Trochę już więcej problemów dla twórców, którzy i tak niż ze sobą, moim zdaniem, radzą z tym, chociaż nie perfekcyjnie.
7792:  ML - ale dużo lepiej niż ci tutaj.
7794:  ML - Natomiast dużo łatwiej jest zrobić historię, którą wam jakiś genialny autor typu Tolkien czy Martin czy coś napisali, że się dzieje po kolei i możesz po prostu to przerzucić na odcinki, na sezony.
7804:  ML - Więc ja bym do tego w ogóle podszedł tak krok wstecz i może zamiast robić jedną wielką historię i bawić się w Tolkiena, jak jesteśmy grupką kurwa scenarzystów za 5 złotych, to może po prostu powinni właśnie epizodycznie coś zrobić w tym świecie, żeby to się nie musiało łączyć w wielką...
7821:  ML - historię, która oczywiście skończy się tym, co znamy i kochamy, czyli Gandalfami, Sauronami i Pierścieniami.
7827:  ML - Nie wiem, ale i wtedy też mogliby to zrobić dużo bardziej wiernie, nie?
7832:  ML - Mogliby małe te kawałki życia w świecie.
7835:  BFP - No albo wiedząc, że mają tak ograniczone prawa, kompletnie porzucić znane postaci i unikać pułapek, które sami sobie zastąpili.
7842:  ML - Albo tak, albo coś wymyślić, nie?
7843:  ML - I coś wymyślić po prostu, bo największy problem z tym, że wracamy do Balroga robiącego do kamery, to jest to, że też
7851:  ML - Częściowo są związani tym, że nie mogą wymyślić zupełnie nowego lore'u, bo to... Zobacz, oni są w takiej jakiejś kurwa próżni.
7858:  ML - Z jednej strony nie mogą całkowicie nic nowego wymyślić, no bo niby robią adaptację, niby jest Władca Pierścieni napisane, a z drugiej strony leją na tego, na Tolkiena i jakby wierność.
7870:  ML - Więc nie wiem, no oni się wpędzili w taki jakiś po prostu... Nie wiem, no chcieli osiągnąć wszystko, nie?
7876:  ML - To jest taka teoria wszystkiego i wyszło gówno.
7879:  BFP - Wojtek, twoja recepta.
7882:  WB - To tak.
7883:  WB - Ja bym widział lasery z oczu, przebijanie czwartej ściany.
7887:  WB - Predator.
7888:  WB - Puerking.
7891:  WB - Plakat wychodzi po prostu do menu Amazona i podbiera elementy z koła czasu.
7896:  WB - No to się prawie wydarzyło.
7898:  WB - A już tak na serio.
7902:  WB - Mniej wątków.
7903:  WB - Jeden, dwa, które jakoś fajnie się splatają.
7907:  WB - I jeżeli jesteśmy w uniwersum, w którym wszyscy znają Władcę Pierścieni, to wyrzućmy tych bohaterów w jakiś zakątek, o którym tylko słyszeliśmy.
7916:  WB - Tam napiszmy im jakąś fajną historię, pokażmy, rozbudujmy ten element świata, o którym mało wiemy.
7922:  WB - Niech oni się tam gdzieś bawią.
7924:  WB - Niech słyszą z plotek, w tle informacje, że tam się przebija ta fabuła, którą my znamy z filmów, z książek, ale niech oni żyją swoimi problemami, które mogą...
7936:  WB - pokazywać nam zupełnie inny obraz świata, inne elementy, inne zakątki.
7940:  WB - I niech oni sobie tam siedzą i niech się ocierają o główny nurt, najważniejsze wydarzenie.
7945:  WB - Niech te najważniejsze wydarzenia jakoś wpływają na ich życie, na życie ich bliskich i myślę, że w ten sposób to mogłoby pójść.
7953:  BFP - Przeciętny człowiek napisał, make śródziemie great again.
7956:  BFP - Będziemy tego potrzebowali wszyscy.
7958:  BFP - Dominiko.
7960:  DS - Ja się poniekąd zgodzę z Wojtkiem i z Michałem, zdecydowanie zakładając oczywiście, że mamy tych samych showrunnerów, tą samą ekipę, zmniejszenie tego wszystkiego, zmniejszenie skali na pewno by pomogło.
7973:  DS - Tak samo się zresztą robi w pisarstwie, jeśli ktoś dopiero chce zadebiutować, pisze swoją jakąś pierwszą książkę.
7979:  DS - to się sugeruje, żeby ograniczyć do minimum ilość wątków, nawet do jednego.
7983:  DS - W serialu może jeden to byłoby za mało, ale do jakiejś takiej najmniejszej po prostu możliwej i zrobić też historię na małą skalę, czyli niekoniecznie właśnie od razu szarżować w jakieś ratowanie świata i wielką politykę, tylko skupić się jakoś bardziej na życiu zwykłych ludzi, co w śródziemiu i tak dałoby się fantastycznie zrobić.
8000:  DS - Natomiast żeby już nie powtarzać po raz kolejny tego samego w większych szczegółach, to myślę, że też większe przywiązanie do szczegółów i do logiki mogłoby ich trochę uratować, żeby tam po prostu nie było tych rażących błędów, które biją po oczach i przerywają to jakieś przyjemne zawieszenie niewiary, tą wiarę, że jesteśmy gdzieś indziej i oglądamy losy innych ludzi.
8026:  BFP - Marcin.
8029:  MK - Ja na początku chciałbym pokazać lekką, malutką dawkę pokory i chciałbym powiedzieć, że ja nie czuję się na siłach, żeby cokolwiek tutaj narzucać, jeżeli chodzi o pomysły, ponieważ nikt mnie za to nie zapłacił.
8046:  MK - a pieniądze siedzą.
8048:  BFP - Wojtek już dostał maila od Amazona, chciałem to zaznaczyć.
8050:  MK - Tak, on już został skubany, także on siedzi już na grubym hajsie.
8054:  MK - Niemniej ja widziałbym jedno w tego typu historii, widziałbym ją w takim wydaniu, jak oglądam teraz Rogue One.
8062:  MK - przepraszam, nie Rogue One, tylko Andorra.
8066:  MK - To właśnie to by była skala mikro, która uderza w skalę makro, ale jest gdzieś pobocznie, więc Wojtek, tutaj troszkę się spotykamy na podobnej niwie i przede wszystkim życzyłbym sobie,
8078:  MK - tego, aby zespół scenarzystów, którzy pracują nad tą nieskładną historią pełną zlepków różnych wątków połączonych na ślinkę, żeby praca twórcza nie wyglądała dokładnie tak, jak jest to sparodiowane w She-Hulk,
8101:  MK - I w Rezurekcjach Wielkanocnych Matrixa, gdzie pokazane jest to, jak po prostu wrzucać pewne elementy na braku absolutnego doświadczenia, tylko podjarania tym,
8114:  MK - co kliknie u ludzi i da nam hajs, bo na ten moment dokładnie tak to wygląda.
8123:  MK - I dajcie po prostu kogoś, kto tam umie pisać scenariusz, kogoś doświadczonego, który by to wszystko spiął.
8130:  MK - Niech sobie będą ci młodzi ludzie, którzy mają może energię, mają jakiś szereg pomysłów, ale niech ktoś jeden trzyma nad tym
8139:  MK - pieczę, błagam, bo na końcu zakopiemy się tak, że mała Harfutka z Gandalfem ruszą do Rhun i niestety okaże się tak, że spotkają tam Galadriele, która nagle wpadnie na doskonały pomysł, że to w Rhun będzie szukała tego Saurona, bo jednak pomyliła drogę, bo ona nie wie do końca, gdzie jest, gdzie wędruje w ogóle, w jakich kierunkach i gdzie coś się znajduje, bo ten świat jest totalnie rozwalony.
8167:  MK - Dobra, skończyłem.
8169:  BFP - Mr. Hortensio fajnie napisał w komentarzu, nie chcę porównywać, ale w The House of the Dragon, Rodzie Smoka, mimo mnogości bohaterów, a tam naprawdę jest mnogość bohaterów, dzieci wyrastających jak grzyby po deszczu, nie mam wątpliwości, że jestem cały czas w centrum akcji.
8184:  BFP - A w The Rings of Power jestem non-stop widzem zagubionym.
8187:  BFP - I zgadzam się.
8188:  ML - W The Rings of Power nie ma akcji, to jest problem.
8190:  BFP - Drinks of Power nie ma akcji pomimo budżetu.
8193:  BFP - No ja mam kilka propozycji tego, co można było zrobić z tym serialem.
8197:  BFP - Oczywiście wszystko się sprowadza do tego, co w pewnym momencie powiedziałem, że mając taki budżet, mając takie pieniądze, takie możliwości, taki personel, a chodzi mi o liczbę, nie o jakość osób, przestajemy myśleć w ogóle perspektywą tego, że redukując możemy osiągnąć lepszy efekt.
8212:  BFP - A wszystko, co mówimy, sprowadza się do jakiejś formy redukcji.
8215:  BFP - I przecież można było z tego serialu naprawdę wycisnąć tę najlepszą relację
8222:  BFP - właściwie relacje między elfami a krasnoludami.
8227:  BFP - Mógł być Elrond, który byłby głównym bohaterem i z drugiej strony być może przyszły krasnoludzki władca i relacje między tymi dwiema rasami, dwiema frakcjami mogłyby udźwignąć w jakiś sposób tę serię.
8239:  BFP - Mielibyśmy dwie różne perspektywy.
8241:  BFP - Można było wziąć tego nieszczęsnego Theo z pizzwą sikiem i wziąć ten prosty schemat, który dopiero co ograł Cyberpunk Edgerunners, czyli od srajtka, małego wieśniaka do bossa na końcu poziomu.
8253:  BFP - Że zdobywa ten klucz i ma ten miecz i on go psuje, ale on dzięki temu może dokonać, jak to się ładnie mówi, jakieś...
8263:  BFP - jakiegoś awansu społecznego, może dokonywać jakiejś mobilności wertykalnej i horyzontalnej, która była niemożliwa w tym świecie i szczególnie z jego racji urodzenia, z jego krwi i nazwiska, które otrzymał, mógłby stać się kimś więcej, ale ostatecznie by go to zepsuło i kończy się tak, że on staje na czele armii Saurona.
8281:  BFP - Dosłownie.
8282:  BFP - Ten mały chłopak.
8283:  DS - I robi to na początku z dobrych pobudek.
8285:  DS - I robi to z dobrych pobudek.
8287:  DS - Oczywiście.
8287:  BFP - To on jest tym, który wyciągnął... Tam jest ta scena, kiedy on walczy z tym orkiem i tak bardzo żałowałem.
8295:  BFP - O mały, masz tego miecza.
8297:  BFP - I teraz mu... Nie, on wypada mu z ręki ten miecz po chwili.
8300:  BFP - Krzysztof, Krzysztof.
8302:  BFP - I myślałem, że to zostanie jakoś rozegrane.
8304:  BFP - No ale kompletnie nie zostało.
8307:  BFP - Ale nawet dalej, dlaczego nie można by zrobić serialu, w którym mamy, może nie randomową postać, ale no właśnie, niech będzie ten cholerny Durin albo ktoś jeszcze inny z rodu krasnoludzkiego.
8318:  BFP - Kiedy ostatnio mieliśmy serial fantasy, w którym bohaterem byłby krasnolud?
8322:  BFP - Odkąd pamiętam Willow, to nie widziałem serialu fantasy i filmu fantasy, w którym mielibyśmy niestandardowego bohatera.
8332:  BFP - Dlaczego nie mógłby być to krasnolud, który dźwigałby na swoich barkach przyszłość rodu?
8336:  BFP - A nawet jakby już to wszystko odrzucić, bo wiecie, ja mam taki problem, czy można by zrobić takie tabula rasa?
8341:  BFP - zupełnie resetujemy postaci i wydarzenia, co ważniejsze, które znamy, czy to z Silmarillionu, czy węzi z Władcy Pierścieni, czy z Hobbita, to miałbym ten problem, bo jak to zresetujemy, to ten świat nie jest tak ciekawy.
8353:  BFP - To znaczy my już to widzieliśmy wielokrotnie zremiksowane w innych produkcjach, ale nawet gdybyśmy mieli zrobić coś nowego, w miarę nowego, no to na Boga, gra Shadow of Mordor już to zrobiła, Celebrimbor, który wraca jako duch, jako zjawa,
8366:  BFP - chce się zemścić, ma znacznie więcej życia w sobie, ma znacznie jaśniej zarysowane motywacje niż ten Celebrimbor z warzywniaka, którego widzieliśmy tutaj w Rings of Power.
8376:  BFP - Mamy głównego protagonistę, który właściwie... On wie jak robić stopy.
8380:  BFP - Mamy głównego protagonisty Shadow of Mordor, który uwaga, rządził orkami.
8385:  BFP - On wykorzystywał orki przeciw sobie.
8387:  BFP - I dopiero co Krzysztof wspomniał o tym, że oni tak jak nas bejtowali tym balrogiem, tak nas bejtowali tym, że o teraz zobaczycie dojrzałą perspektywę orków, które czują.
8397:  BFP - Oni też mają uczucia.
8398:  BFP - Adaś, Adaś krzyczą, bo ten Adaś to on stoi na ich czele, on się nie boi słońca.
8403:  BFP - On tak naprawdę stał się ich figurą ojca.
8405:  BFP - I nie ma to żadnego znaczenia.
8407:  BFP - Ale w Shadow of War
8408:  BFP - W Shadow War realnie widziałeś te frakcje walczące ze sobą i nagle mogłeś przyjąć perspektywy orków, która byłaby ciekawa.
8415:  KMM - Ale to jest to, co powiedziałeś, że on się nie boi słońca i tak naprawdę jest dobrą figurą ojca.
8420:  KMM - To jest świetny rap.
8421:  KMM - Ja widzę coś takiego wśród ziemi.
8424:  BFP - autentycznie tak Adar będzie wchodził jest feminem tak jak Adar wchodzi na walkę WWE to właśnie leci mniej więcej taki polski raps dokładnie to więc moim zdaniem nawet z tych składników które były przez redukcję przez skoncentrowanie się na jakichś postaciach niestandardowe zagraniczne bardziej perspektywa orków a może krasnolud a może Eldon i Turin i na tym to zbudujmy butowie też mogliby dać radę dla mnie nie
8449:  BFP - Już to zrobiliśmy, już to zrobiliśmy we Władcy Pierścieni.
8456:  BFP - Po co mielibyśmy jeszcze raz przechodzić przez to, że ci mniejsi nasi bracia są w stanie stać się też... Już to widzieliśmy, to już zostało grane i wyczerpane doszczętnie i Hobbit był tym samym.
8468:  BFP - Więc jakby z całym szacunkiem, ale już zostawmy cholernych hobbitów.
8471:  BFP - Możemy ich nazwać harfutami i mówić, a nie, nie, bo to są tacy inni hobbici, co oni tak więcej chodzą i mniej fajek palą, ale... I umierają.
8478:  MK - I rzeczywiście umierają.
8479:  MK - I widzą, że dotarli do Shire i idą dalej.
8482:  BFP - Oni stwierdzili, że kaczowniczy tryb życia nie jest dla nich dobry, lepiej wędrować.
8485:  BFP - I biorąc pod uwagę ich śmiertelność, oni pomyślili, kurde, może zróbmy tak jak nasi bracia.
8489:  BFP - Po prostu osiąćmy, zbudujmy sobie te bąki, bąki, domki pod nichem.
8501:  KMM - Ja już widzę tę pracę licencjacką, że wpływ koczowniczego trybu życia na śmiertelność wśród hakwutów.
8507:  MK - Najpierw strzela i później zwiedzeń.
8512:  KMM - O Jezu, a to był dobry.
8514:  KMM - Nie mówmy w kontekście Rings of Pearl o takich wybitnych filmach.
8517:  ML - A propos dobrych scenarzystów, ty mi tu McDonagh nie przypominaj nawet.
8521:  ML - Nie w kontekście.
8523:  BFP - Czego nie przypominaj?
8524:  ML - Martina McDonagh.
8525:  BFP - A chciałem tylko zaznaczyć, że Martin McDonagh właśnie wydał nowy film, w którym gra dokładnie ten sam duet, który grał w In Bruges, czyli Colin Farrell i...
8536:  MK - Nie przypomnę sobie.
8538:  MK - Irlandzkiego fantastycznego.
8542:  BFP - Ale nieważne, zostawmy.
8543:  BFP - Moje ostatnie pytanie do was, zanim jeszcze zrobimy ogłoszenie parafialne i powiecie, co się dzieje u was na kanałach i na waszych profilach, to chciałbym, żebyście powiedzieli tak, możecie trochę obrócić to w bekę, możecie potraktować to na poważnie.
8556:  BFP - Co chcielibyście, żeby dalej stało się z tym serialem i dlaczego?
8559:  BFP - Krzysztof.
8562:  KMM - Znaczy, złośliwość nakazuje im powiedzieć, żeby się skończył, ale jeżeli mam powiedzieć poważnie, to chciałbym, żeby... Ale to jest, wiecie...
8575:  KMM - mrzonka.
8576:  KMM - Chciałbym, żeby twórcy zaczęli wsłuchiwać się w swoich, nie powiem fanów, nie, kuźwa konsumentów.
8582:  KMM - To jest Amazon, to jest korporacja.
8583:  KMM - Niech oni zaczną zachowywać się jak korporacja.
8586:  KMM - Niech oni przynajmniej zaczną zachowywać się jak firma, która chce zarobić.
8590:  KMM - Bo na razie zachowują się jak ktoś, kto chce sabotować zarobek.
8593:  KMM - Więc naprawdę na niczym mi nie zależy.
8595:  KMM - O artyzm nie proszę, o zgodność z Lord nie proszę, bo już o niej zapomniałem.
8599:  KMM - Zresztą, jak wiem, nie jestem mile widziany w Amazonie na audiencji swoją wiedzą, a równocześnie jest ona pożądana, więc dziwna sprawa.
8608:  KMM - Więc to porzuciłem wszystko.
8610:  KMM - Chciałbym, żeby po prostu wytworzyli dobry, rozpoznawalny produkt.
8614:  KMM - MCU to robi.
8615:  KMM - Mogę mieć mniejsze zastrzeżenia, mogę mieć większe zastrzeżenia, ale generalnie bawię się dobrze.
8621:  KMM - Chciałbym coś podobnego tutaj.
8622:  KMM - Już moje ambicje i aspiracje nie są daleko.
8625:  KMM - Jeżeli to dowiozą chociaż, że będę w stanie odpalić sobie streaming i mieć eskapizm, ładny świat, zręczna historia, powtarzalna niech będzie, mi to wystarczy.
8639:  KMM - Szczerze powiedziawszy, nie daję obecnej ekipie szans na przeskoczenie tego poziomu i zrobienie czegokolwiek więcej.
8646:  KMM - Więc staram się być realistą.
8649:  DS - Ja już w tym momencie nie mam żadnych oczekiwań co do drugiego sezonu, więc wystarczy mi szczerze mówiąc, żeby drugi sezon był oglądalny.
8656:  DS - Bo tutaj zależy od odcinków, ale niektóre odcinki były dla mnie po prostu nieoglądalne, miałam ochotę je przewijać, ale nie mogłam ich przewijać, bo miałam potem o nich zrobić odcinek na swoim kanale, więc musiałam go obejrzeć i nie chciałabym się tak męczyć już w następnym sezonie.
8669:  DS - Więc niech to będzie oglądalne, niech to będzie nawet jak jakaś niewybitna rozrywka
8674:  DS - czy intelektualna, to niech to po prostu będzie w miarę przyjemne, albo faktycznie niech to pójdzie w stronę takiej całkiem prześmiewczej komedii i wtedy będzie super.
8682:  DS - Ja się będę wtedy świetnie bawić.
8685:  DS - I co?
8686:  DS - Coś jeszcze chciałam powiedzieć?
8687:  BFP - The Lord of the Rings show.
8689:  BFP - Wtedy to się będzie nazywało po prostu.
8691:  DS - I będzie świetnie.
8692:  DS - Albo niech się to naprawi, albo niech przestanie się traktować na poważnie.
8696:  DS - Miejmy tego Durina, który kradnie stoły i twierdzi, że to są jakieś ich pamiątki sakralne i harfutów, którzy robią sobie jakieś śmieszne dowcipy i okej.
8708:  BFP - Tak ten Durin z Elrondem będą rozbijali wesele po weselu.
8711:  BFP - Dobra, Marcin.
8714:  MK - figlarności, rubaszności sobie życzę więcej, bo rozumiem to w ten sposób, że po prostu oczekuję w ogóle dystansu do siebie na tej zasadzie.
8726:  MK - Jeżeli twórcy będą mieli trochę więcej dystansu do tego, co tworzą i nie uważali tego za epokowe dzieło, to mi będzie się przyjemnie to oglądało.
8739:  MK - I tyle.
8741:  MK - Nie chciałbym po prostu, żeby mnie to gniotło.
