THE LAST OF US odc. 3 | Omówienie i Analiza
🔗 https://www.youtube.com/watch?v=1oQD0C7QyGs
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
TN (Tomasz Nowakowski, Ubieram Się na Czarno)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

8:  BFP - Mili, witajcie na naszym... Mili, witajcie... O, przepraszam, bo mam pogłos siebie.
4625:  BFP - I szarpię za serce, kiedy widzi się, w jaki sposób Bill się nim opiekuje i w jaki sposób pomaga mu i naprawdę akceptuje jego decyzję.
4633:  BFP - Człowiek, który zrobił wszystko, żeby zapewnić mu bezpieczeństwo, byłby gotów zabić każdego, z Joellen włącznie, musi zrobić dokładnie to,
4643:  BFP - Czego nigdy nie chciałbym zrobić, czyli właśnie odebrać życie swojemu ukochanemu, pozwolić mu odejść.
4651:  KMM - Podoba mi się bardzo to, jak segmentowana jest narracja, to znaczy na początku mamy taką miłość, nazwijmy ją młodzieńczą, mimo że ona była w kwiecie wieku, potem mamy tą miłość dojrzałą, a teraz na sam koniec mamy tę najstarszą, jaka jest, czyli tę, która już wytrzymała próbę czasu u progu śmierci.
4671:  KMM - Bardzo smutny to był też dla mnie moment i ciężko się to oglądało już na tym etapie.
4678:  GW - Ale jak widać właśnie pięknie, jak tutaj Bill opiekuje się... Jordanem Petersonem, bo tak wygląda Frank.
4687:  GW - O, liczyłem, że nikt nie zauważy.
4692:  GW - Ale tak, trochę jest podobność faktycznie.
4694:  GW - Anyways, no ale jak wcześniej Bill, jakby Frank...
4702:  GW - Zaopiekował się nim bardziej emocjonalnie i tak dalej.
4705:  GW - Potem znowu tutaj Bill chronił Franka przed niebezpieczeństwami, a Frank pokazał mu jak żyć, jak można żyć, jak można pięknie przeżywać trudne czasy.
4717:  GW - No tak tutaj pod koniec weszli w taką rolę.
4721:  GW - On opiekował się Frankiem codziennie, bo widać, że pomaga mu wstać, pomaga mu się ubrać, pomaga mu się umyć na pewno.
4728:  GW - I zresztą była ta scena, kiedy tego ostatniego dnia on sam się wdrapał na wózek inwalidzki i mówił, że zajęło mu to północy.
4741:  GW - To znaczy, że tu właśnie też pokazuje, jak to jest zaawansowane stadium, jakim ciężkim on jest w stanie.
4747:  TN - No i pokazuje też to oddanie właśnie w tej ostatniej fazie Billa Frankowi i też tutaj niesamowicie zagrał akurat w tej scenie, kiedy on zaczyna płakać po tym, jak uzmysławia sobie, co chce zrobić Frank i też na początku się z tym nie godzi, nie chce tego zrobić, ale Frank mówi, żeby kochał go tak, jak on chce, żeby był kochanym.
4773:  BFP - Nie chcę psuć klimatu, ale to, co dzieje się w komentarzach i Rebe44, muszę się przechylić.
4779:  BFP - Ten odcinek jest jedną z najpiękniejszych historii fanfiction o Ziszku i Petersonie, jaka powstała.
4785:  BFP - To prawda.
4785:  BFP - Jak patrzę na ten kadr... Nie, to jest... Zepsułem, zepsułem.
4790:  GW - Ale ofer mam tak niesetleni ludzie.
4794:  GW - Poza tym jeszcze jest właśnie ciekawy szczegół, który właśnie, bo teraz mi się w ogóle tak powiązało to, bo ktoś zauważył, że mają świetnie urządzone mieszkanie, fakt, zapewne zasługa Franka, natomiast zauważcie, że przy każdym z tych przedziałów czasu, jak się zmieniają obrazy na ścianie i nawet tutaj widzimy obraz, który na pewno Frank namalował.
4815:  KMM - No właśnie, my nie wspomnieliśmy o tym, że jest jeszcze w tym kierunku utalentowany i maluje obrazy.
4820:  TN - Tak, Frank widzimy, że zajął się malowaniem i niektóre z tych obrazów swojego.
4831:  BFP - I ten moment, w którym... To jest naprawdę przepiękna kwestia dialogowa, kiedy Bill mówi, I'm sorry for getting older faster than you.
4843:  BFP - To jest naprawdę potężne.
4846:  KMM - A to było wcześniej, to było we wcześniejszej scenie jak biegali.
4850:  KMM - Tak, tak, tak.
4851:  KMM - A teraz jest do tego callback trochę.
4853:  GW - To znaczy, żeby szybko nawiązać, bo to Bill właśnie przeprasza Franka za to, że prawdopodobnie na końcu życia nie będzie w stanie go ochronić.
4863:  GW - To jest taki jakby jego zwiastun, bo czuje po prostu, że lata mu lecą, a się okazuje ostatecznie, że to będzie na odwrót.
4869:  GW - I to jest też niesamowicie dojmujące.
4871:  KMM - Ja się załamałem w momencie, jak Joel i Eli już przyszli do domu i widziałem ten obraz, który malował Frank Billa, ale on był już niedokończony.
4879:  KMM - To jest niesamowicie wymorny.
4881:  KMM - Zaraz do tego przejdziemy.
4882:  GW - Dziwteria pięknych scen.
4883:  GW - Co musiał Bill przeżywać tak naprawdę w tym wszystkim, kiedy on go chronił przed wszystkimi niebezpieczeństwami, karmił, pomagał mu przeżyć tą całą apokalipsę, a nie był w stanie uchronić go przed jedną rzeczą.
4897:  KMM - Tak.
4897:  KMM - Oczywiście, przygotował się do wszystkiego, tylko nie do tego.
4901:  TN - Tu jest ta scena, w której jest tylko muzyka i są pokazane różne kadry, różne sekwencje, ale to jest po prostu scena, która mnie totalnie rozłożyła i którą oglądałem pierwszy raz dwa tygodnie temu, kiedy oglądałem screenery i drugi raz dzisiaj i pomyślałem sobie, że dzisiaj już po prostu nie dam, żeby mnie tak wzruszyła jak ponownie, znaczy jak dwa tygodnie temu, ale no jednak
4927:  TN - Po raz kolejny po prostu mnie ta scena totalnie rozłożyła.
4931:  TN - Jest piękna.
4934:  BFP - Zauważcie, że to jest takie przyspieszone nadrabianie zaległości.
4940:  BFP - To między innymi cała ceremonia ślubna.
4943:  BFP - Ale też pragnę zwrócić waszą uwagę, szukając pewnych
4949:  BFP - przesłań, może motywów, kontekstów.
4953:  BFP - Spójrzcie też na te relacje, spójrzcie przez pryzmat miłości na relacje Joela i Tess, na relacje Joela i Sari, jego córki z pierwszego odcinka i pomyślcie, jak potężnym uczuciem jest uczucie bezsilności, które wraca raz po raz i być może pozostanie z nami w serialu na dłużej.
4977:  TN - Chciałbym też jeszcze powiedzieć odnośnie całej tej historii, że to jest szczęśliwa historia jednak, że my tutaj się wzruszamy na tej scenie, płaczemy, ale ja jednak odbieram to jako szczęśliwą historię, ponieważ jest to para, która bezkresnie się kocha, plus oni naprawdę mieli bardzo szczęśliwe życie, mieli własny ogródek.
4999:  TN - I byli szczęśliwi, oddawali się tym małym przyjemnościom i umarli razem, tak, w łóżku, przytulając się do siebie, więc no to jest naprawdę moim zdaniem jednak szczęśliwa historia, pomimo tego, że no zakończyła się no tak bardzo romantycznie, tak, tym samobójstwem, można powiedzieć, rozszerzonym.
5025:  TN - Ale byli szczęśliwi.
5027:  KMM - Frank sam mówi, że to idiotycznie romantyczne na sam koniec.
5030:  BFP - Tak, to był happy end na swój sposób.
5033:  KMM - Chociaż to jest raczej właśnie to, co Tolkien nazywał eukatastrofą albo to, co Martin nazywa słodko-gorzkim zakończeniem, bo na tym właśnie polega być może
5042:  KMM - szczęścia ostateczne, to znaczy, żeby umieć zaakceptować śmierć, a nie żeby kompulsywnie się nie zgadzać z nią.
5048:  KMM - Zauważcie zresztą, że podbijając to, co Tomek powiedział, oni mieli śmierć na własnych zasadach w świecie, który dyktuje zasady umierania w najgorszy możliwy sposób.
5060:  BFP - To jest potężne, co powiedziałeś.
5062:  TN - Jeszcze ta scena jest taką klamrą, ponieważ bodajże jest to samo wino, które pili za pierwszym razem.
5068:  GW - Ten sam posiłek.
5069:  GW - Ten sam posiłek poddał dokładnie tak samo.
5071:  BFP - Jest królik oczywiście.
5072:  BFP - Tak jak się poznali.
5075:  BFP - To jest taka klamra narracyjna.
5078:  BFP - To mnie po prostu rozpieprzyło emocjonalnie i to był ten moment, kiedy pękłem.
5084:  BFP - To był moment, w którym Bill przynosi drugą butelkę i zdaje sobie sprawę z tego, co robi Frank.
5090:  BFP - Frank zdaje sobie sprawę z tego, co robi Bill.
5092:  BFP - I Bill mówi, to nie jest jakaś tragedia, na końcu której, wiadomo, po prostu muszę umrzeć.
5100:  BFP - Nie, to jest świadomy wybór.
5102:  BFP - Jestem spełniony.
5103:  BFP - Ty byłeś moim celem.
5105:  BFP - Jestem gotów, żeby odejść.
5106:  BFP - I to bardzo ciekawe, powiedział o tym Neil Druckmann albo Craig Mazin w tym podcaście, że
5111:  BFP - Masa sztuk Broadwayowych w latach 70., które prezentowały osoby homoseksualne, kończyła się śmiercią
5120:  BFP - homoseksualnego bohatera, ponieważ homoseksualność była kojarzona z tragedią i tym, że albo pchnie to do samobójstwa, albo to będzie bohater, który zostanie zabity.
5128:  BFP - Stąd to zdanie, this isn't some tragic play, this isn't some tragic end at the end of the play.
5134:  BFP - I to jest nawiązanie właśnie do sztuk Broadwayowych, które najczęściej, kiedy miały postaci bohaterów homoseksualnych, kończyły się śmiercią.
5141:  BFP - Więc on dokreśla, to jest całkowicie świadome, to jest moja decyzja, chcę tego.
5146:  BFP - I rzeczywiście, jakby się na tym zastanowić, co mu zostanie?
5149:  BFP - Gdyby odszedł Frank, to z czym on zostanie?
5152:  TN - Tym bardziej, że on powiedział, że on był jego celem i to bardzo mocno też wybrzmiało.
5156:  GW - Tak.
5157:  GW - Mnie z kolei to kompletnie rozwaliło właśnie, że, ale to chyba dlatego, że charakterologicznie mam trochę z Billa człowiek taki nastawiony na robotę, na zadanie, tak?
5169:  GW - I zresztą to jest też opisane później w liście i właśnie Bill powiedział Frankowi, że ty byłeś moim celem w życiu, to mu
5177:  BFP - tym moim zadaniem tym sensem w ogóle no i właśnie bo właśnie fragment pokazał jak żyć a nie po prostu przeżyć tak no potężne jeszcze zaznaczę że Bill w zasadzie widział może nie zna Joel'a tak dobrze ale Joel jest chodzącym dowodem na to co się dzieje kiedy stracisz cel swojego życia
5204:  BFP - I dopóki nie poznaje Ellie, a widzimy, że ta relacja już się rodzi, to jest człowiek, który jest gdzieś tak pomiędzy byciem człowiekiem w trybie oszczędzania energii, a zombie.
5216:  BFP - I chyba nie chciałby być kimś takim, szczególnie, że też już jest wiekowy, a to co przeżył było jeszcze bardziej intensywne przez wiele lat.
5227:  BFP - No i tak, docierają nasi bohaterowie, czyli Bill i Frank, Joel i Ellie do ich domu.
5237:  BFP - co jest naprawdę cieszę się, że było to zakończenie cieszę się, że poświęcili temu tyle czasu żeby w jakiś sposób to wyrezonowało i to jest mój kolejny, ostatni już kontrargument dla tych wszystkich, którzy mówią, że to nie posunęło fabuły naprzód to bardzo posunęło fabułę naprzód także w zakresie relacji Joella i Ellie bo dopiero w momencie, w którym Joel prosi Ellie, żeby przeczytała list pożegnalny, który pozostawił Bill to słyszy naprawdę mocne słowa
5266:  BFP - Nigdy nie byliśmy przyjaciółmi, to jest dość zabawne, ale całe moje życie, które przeżyłem post-apokalipsie, to było chronienie kogoś, kogo kochałem i to nadawało sens mojemu życiu.
5280:  BFP - I Joel, ty musisz to zrozumieć, ty na pewno to rozumiesz.
5284:  BFP - Weź cały mój arsenał, korzystaj z czego chcesz, żeby obronić Tess.
5289:  BFP - Chroni to, co jest tobie najbliższe, bo to najważniejsze w życiu.
5293:  KMM - No i moja kontra.
5295:  KMM - I wybrzmiałoby to, moi kochani, bardziej i mocniej i potężniej, gdybyśmy Tess poznali.
5301:  TN - Ale tutaj była jednak w tym odcinku jedna scena z Tess, gdzie troszeczkę poznaliśmy ją.
5306:  TN - Pomimo tego, że to już było po jej śmierci, to...
5309:  GW - Ale rozumiem, że Krzysztofie dla ciebie za mało.
5311:  GW - Ja absolutnie akceptuję.
5312:  KMM - To nie jest to.
5313:  KMM - Myśmy nie poczuli relacji Tess i Joella w taki sposób, jak dano nam w tym jednym odcinku poczuć relację Billa i Franka.
5321:  KMM - Na tym właśnie polega różnica.
5323:  KMM - Nie mówimy widzowi, co ma czuć, że oj, masz teraz się smucić, ponieważ Tess umarła, a ona w ogóle była... Btw.
5330:  KMM - Ona była ważna dla Joella, pamiętaj, btw.
5333:  KMM - Nie, ja tutaj rozumiem, że Bill i Frank byli dla siebie mega ważni i dlatego właśnie precyzyjnie w tym momencie dla mnie tak nie wybrzmiało, jak powinno było wybrzmieć, nawiasem mówiąc.
5344:  BFP - Wow, a wyobraź sobie Krzysztof, że czasem idziesz do teatru i masz monodramę, w której jest tylko jeden aktor i tylko on stoi przed tobą i mówi, opowiada ci o kobiecie, którą stracił, której nigdy nie widziałeś, nawet nie grałeś aktorka, a siedzą ludzie i płaczą razem z nimi.
5356:  KMM - To jest fatalne, to znaczy to jest wtedy, kiedy są cięcia budżetowe i nie mają pieniędzy na innych aktorów i jest tylko jedno krzesło na scenie i nazywa się to postmodernizmem zamiast cięciami budżetowymi.
5365:  BFP - Albo kwestią wrażliwości odbiorcy i tego, że to nie musi być postmodernizmem.
5371:  KMM - W ogóle, moi drodzy, wyobraźcie sobie, że Netflix robi całą relację Billa i Franka, tak?
5378:  KMM - Znaczy Netflix by zrobił w ten sposób, żeby pokazał w pierwszych sekundach, że się kochają, w drugiej sekundzie by pokazał, że są w łóżku, a w trzeciej sekundzie przejechałaby konno czarnoskóra kobieta i walnęła ich z karabinu w głowy i pojechała dalej, ponieważ to ona jest silną protagonistką tego serialu.
5392:  KMM - Więc jeżeli im da się zrobić coś dojrzale i mądrze, tak jak to zrobiło HBO, to nie każdziej mi akceptować, że inne rzeczy nie są zrobione tak samo dojrzale i mądrze.
5402:  TN - Nie, no jasne, to jest twoje zdanie.
5405:  TN - Okej.
5405:  BFP - Jeżeli chodzi o mnie, no to... To jest twoje zdanie.
5409:  TN - Ja przy tej scenie się wzruszyłem, jak...
5413:  TN - Ellie przestała czytać i wziął dopiero Joel tą kartkę i przeczytał o tym, żeby właśnie Joel chronił Tess i też widzimy duży impakt na postaci Joela, że on też pierwszy raz się wzruszył od śmierci swojej córki, że aż musiał wyjść z tego domu.
5433:  TN - Żeby ochłonąć, tak?
5435:  BFP - Dokładnie tak.
5436:  BFP - Gra aktorska potrafi czasem wyrazić więcej niż taka banalna ekspozycja na zasadzie zobacz ile razem przeżyli, żebyś mógł to przeżyć.
5444:  BFP - To jest rola aktora, żeby swoimi emocjami, swoją mimiką wyraził, co czuł faktycznie i spróbował nas do tego przekonać.
5451:  BFP - Ja zaznaczę, że w grze Frank ma jedyny głos w liście.
5455:  BFP - Czytamy list i nawet to możemy poczuć i przeżyć.
5459:  BFP - Więc, czy historia Isha, która jest w grze, która potrafi potwornie złapać za serce.
5464:  BFP - Jest wielu graczy, którzy byli najbardziej przejęci tą historią, a nawet nie poznajemy Isha.
5468:  BFP - Nie musimy go widzieć, on nie musi mieć głosu.
5471:  BFP - Wystarczą listy, które znajdujemy.
5473:  KMM - Tylko, że mówisz to z perspektywy osoby, która poznała Tess wcześniej.
5477:  KMM - A ja mówię to z perspektywy osoby, która o Tess wie tylko tyle, że wybuchła w dziwny sposób, pocałowawszy wcześniej zombie, a wcześniej miała dziwny stosunek do elity.
5490:  KMM - Znaczy na początku stwierdziła, że ona jest dziwna, a potem stwierdziła, że jednak ją kocha i to się stało w jednym odcinku.
5494:  KMM - Więc to jest wszystko, co ja wiem na temat Tess.
5496:  BFP - Przekonała się, że rzeczywiście jest lekiem potencjalnym.
5500:  KMM - Spoko, ale to jest wciąż za mało danych, jakie mam na temat tej postaci, żeby w 100% poczuć te relacje.
5506:  GW - Filip, to ja tu mówię, że tak naprawdę ten punkt, który by najprawdopodobniej przesunął szalę Krzysztofa, to jest właśnie traumates o zabiciu męża i niemożności zabicia dziecka.
5520:  GW - Chociażby.
5522:  GW - 15 sekund zabrakło właśnie Krzysztofowi dla nakreślenia pełni charakteru postaci, podejrzewam.
5527:  GW - I tutaj go jestem w stanie zrozumieć.
5529:  GW - Dla mnie aktualny stan jest okej, ale byłby bogatszy, gdyby bardziej nakreślili test.
5534:  TN - Ja rozumiem Krzysztofa, ale sam odczułem jednak tą relację.
5539:  GW - Nie, jasne.
5540:  GW - Jak dla mnie też jest...
5543:  GW - Spoko tak jak jest, natomiast wiadomo, że tutaj staram się też zrozumieć i widzę, gdzie jest tutaj ta potrzeba, żeby jednak lepiej tą postać nakreślić.
5554:  GW - Zresztą też właśnie ten list to jest właśnie taki bardzo maczystowski jeszcze punkt widzenia Dilla.
5564:  GW - że nie, nie byliśmy przyjaciółmi, nie przyzna tego, że byli przyjaciółmi, że się zrozumieli, że mieli wzajemny szacunek do siebie, ale właśnie to ostatnie zdanie pokazuje, czym się wyrażała ta przyjaźń, że właśnie to wydaje mi się tutaj...
5589:  GW - to skierowanie na Tess i jednocześnie zorientowanie się, że już w tym momencie Joel zawiódł i dostał zadanie od Tess, chroń tą dziewczynkę, to w tym momencie następuje taka właśnie rozbicie trochę emocjonalne Joela i rekompozycja do trochę... Mamy tą taką standardową przemianę bohatera, mam wrażenie, gdzieś na linii tego odcinka, dlatego tym bardziej uznaję, że tutaj
5618:  GW - Ten odcinek to nie jest filler.
5620:  GW - To jest zbudowanie oddzielnej historii, dzięki której rozumiemy tą jedną scenę z listem.
5630:  BFP - Tak, to co słyszy Joel odczytającej list Ellie to jest
5639:  BFP - Nie idzie ci najlepiej w chronieniu bliskich, ale masz szansę.
5645:  BFP - I wydaje mi się, że gdyby Joel dotarł tam sam...
5649:  BFP - gdyby też zginęła w innych okolicznościach, gdyby nie było Eli, to być może nie zostałoby mu już nic.
5655:  BFP - Może stoczyłby się na samo dno, może odebrałby sobie życie, ale w tej całej reakcji emocjonalnej, kiedy słyszy te słowa byla, kiedy widzi, co się stało, to przenosi w jakiś sposób, tak to rozumiem, przenosi swoje emocje i właśnie to poczucie sensu, to poczucie celu, jakiemu pozostało, to jest ochronić Eli.
5674:  TN - Tak, my widzimy Joela we wcześniejszych odcinkach jako tego, który już nie miał nadziei i chciał się cofać i tylko Tess miała taką nadzieję, ale dopiero tutaj właśnie po tym, jak przeczytała Ellie ten list, no widzimy, że znowu Joel obrał jakiś cel, tak że musi spotkać się ze swoim bratem i znowu widzimy w nim nadzieję, tak?
5699:  TN - Więc tak jakby coś w nim odżyło i dlatego ta historia moim zdaniem była bardzo ważna.
5705:  KMM - Też chciałem zaznaczyć, że jeżeli ktokolwiek miał wątpliwości co do jakości gry aktorskiej Belli, to w tym momencie, to jest dobrze, że zapamiętałem, imię przynajmniej aktorki, jeszcze pracuje nad nazwiskiem, to myślę, że teraz... To jest prawo żon powiązania, bo Ramzyk.
5720:  KMM - Oczywiście, że Lady Mormont.
5722:  KMM - Więc ja myślę, że teraz nie trzeba mieć żadnych wątpliwości, bo to, co ona robi przy samej tej lekturze tego listu, to już dla mnie jest... Ja to kupuję, dla mnie jest to wystarczające.
5730:  KMM - I strasznie mi się też podobało, jak szperała po tym domu, swoją drogą również, starając się cały czas odzyskać tą swoją sprawczość, agencyjność, tak?
5738:  KMM - To znaczy w którymś momencie znalazła pistolet.
5740:  KMM - Ja nie wiem finalnie, czy ona go spakowała, czy nie.
5743:  KMM - Czy nam to nie pokazali tego specjalnie i to jakoś się pozakadrowo stało, ale ja bym... Ja stawiam, że wzięła jednak, mimo wszystko, pozakadrę.
5750:  KMM - Działa.
5751:  KMM - To nie było nic poza kadrem.
5753:  KMM - Myślałem nawet, że wyrzuciła z powrotem do szuflady, okej.
5756:  KMM - To jest piękne.
5757:  KMM - I też w trakcie tego, jak Ellie zwiedza ten dom, widzimy wszystkie te pozostałe szczegóły, jak np.
5762:  KMM - niedokończony obraz i inne elementy, które prawdopodobnie by mi umknęły, a ludzie na czatach zwrócą uwagę.
5770:  BFP - No ten pistolet jest aż taką zupełnie dosłowną strzelbą Czechowa, przypuszczam.
5778:  TN - Tak naprawdę Joel już dwukrotnie w dwóch odcinkach odmawia jej, żeby ona miała własną broń, a tutaj znajduje... Nie pozwolił to, że samo wezmę, a co?
5791:  BFP - Panowie, docieramy do samego końca.
5793:  BFP - Swoją drogą, fajnie sobie ułożył fryzurkę Joel.
5797:  BFP - To jest ten moment, kiedy nie wygląda jak Pedro Pascal, tylko wygląda naprawdę jak Joel.
5801:  BFP - Bo się umył.
5802:  BFP - Bo się umył, tak.
5804:  BFP - Bo wziął prysznic faktycznie.
5809:  BFP - Ja mam jeszcze jedno słowo na sam koniec odnośnie tego odcinka i tego, co może jeszcze nastąpi, a tak naprawdę jak on się ma w relacji do dwóch poprzednich, które się pojawiły, ale czy jest coś jeszcze, co chcielibyście na sam koniec powiedzieć jako taki ogół waszych wrażeń i czy coś w was pozostanie po tym epizodzie?
5830:  TN - Ja mogę powiedzieć jeszcze z takich ciekawostek, że ta piosenka, która została włączona tutaj w tym samochodzie jest z 1970 roku, co oznacza według kodu nowe zapasy, a tak naprawdę oni mają te nowe zapasy.
5849:  TN - W tym odcinku.
5850:  TN - Ponadto nie wiem, czy będziemy przechodzili jeszcze do tej sceny z oknem, ale chociażby tutaj myślę, że jest nawiązanie do początku gry, gdzie widzimy okno.
5863:  BFP - Bardzo fajnie, że zwróciłeś na to uwagę.
5865:  GW - I w ogóle nie pokazali tutaj ciał Billa i Franka.
5869:  TN - Ja się bałem o to, bałem się o to, ale na szczęście nie pokazali tego.
5872:  KMM - Też się bałem.
5873:  KMM - I bardzo dobrze, ponieważ dyskrecję cenię, zwłaszcza w przedstawieniach narracyjnych, zwłaszcza w serialu, który wcześniej bardzo niedyskretnie pokazywał nam różne ostre sceny, które były dla mnie ostre, podkreślam.
5886:  KMM - więc cieszę się, że tutaj nam tego oszczędzili, co też jest piękną klamrą, zauważcie, ponieważ jak już ustaliliśmy ten ich azyl, który został tutaj zbudowany, ma być kontrapunktem wobec całego tego okropnego i paskudnego świata, który ich otacza, więc dobrze, niech takim pozostanie.
5901:  GW - Ale no właśnie wydaje mi się, że to też to okno pokazuje tak, raz, że twórcy pokazywali tą ich relację jako bardzo właśnie taką cichą, spokojną, intymną i ona pozostała dzięki temu, że nie pokazywali ich ciała na końcu, do samego końca taką.
5918:  GW - I to właśnie ten widok też pokazuje, że oni po prostu zostawiają tam na zewnątrz ten cały popoprany świat i oni zamknęli się swoim do końca.
5927:  BFP - Tak, ja też to podbiję.
5929:  BFP - Dla mnie nie tylko to jest nawiązanie do ekranu otwierającego grę i tego, co widzimy w menu The Last of Us, ale to jest zachowanie tego obrazu idylliczności.
5940:  BFP - Pomimo, że oni przeminęli, to jest to, co powiedział Krzysztof przepięknie, że odeszli na swoich własnych warunkach szczęśliwi.
5946:  BFP - I dla mnie to jest właśnie tak, jakby ktoś stał w tym oknie i po prostu żegnał przyjaciół, ale cały czas żył.
5951:  BFP - Cały czas tam stał w tym oknie i patrzył na swój piękny ogródek, na swój piękny dom.
5957:  KMM - Te wieżyczki ogniowe.
5959:  BFP - Te wieżyczki ogniowe, tak.
5961:  BFP - Jest w tym coś tak niezwykle subtelnego i nie wiem, albo patrzysz na ten kadr i to czujesz, albo nie, ale całe to miejsce, tak jak też właśnie zauważył Krzysztof, było tak odmienne od wszystkiego, co do tej pory widzieliśmy.
5976:  BFP - Od wszystkiego, co było zrujnowane, zniszczone, albo pod butem Fedry
5983:  BFP - A tutaj, albo ogrzybione, czy zagrzybione.
5986:  BFP - A tutaj to wygląda jak jakaś taka oaza, albo miejsce, które było chronione specjalną kopułą pola siłowego, gdzie nikt nie miał wstępu.
5996:  BFP - Jak widzieliśmy, to pole siłowe miało faktycznie charakter tower defense.
6001:  BFP - I ta idylliczność gdzieś zostaje uwieczniona.
6004:  BFP - Tak ja to przynajmniej odbieram.
6006:  BFP - I na sam koniec jeszcze chciałem powiedzieć, że...
6010:  BFP - Widzę właśnie te komentarze, które się pojawiają dotyczące tego, że ten odcinek nie posunął akcji specjalnie naprzód, ale właśnie odnoszący się do tego, co się zna z gry.
6020:  BFP - Czyli a gdzie całe te sekwencje, które tak trzymały w napięciu?
6025:  BFP - Biada nam, jeżeli twórcy będą chcieli przenosić to, co trzymało w napięciu w grze, w tamtym medium, do tego medium.
6031:  BFP - I radzę być otwartym.
6035:  BFP - na te historie we wszystkich odcinkach i mieć świadomość, że tłumaczenie gameplayu może się sprawdzić w takiej scenie jak ta z clickerami i ma się świetnie.
6046:  BFP - Ale powtarzanie tego później mogłoby być problematyczne, więc... Nie no, to jest inny gatunek.
6053:  KMM - Gatunek filmowy, który reprezentuje The Last of Us, to jest kino drogi, tak?
6057:  KMM - Postapokaliptyczne jeszcze do tego wszystkiego.
6059:  KMM - Więc jeżeli kogoś na przykład nie rejara droga Cormaca McCarthy'ego, to przepuszczalnie nie będzie go też jarał w wiele wątków, które się tutaj pojawiają.
6067:  KMM - I dla mnie to jest całkowicie...
6068:  KMM - Jasny i oczywisty, dlatego też moje oczekiwania zupełnie są gdzie indziej przekierowane.
6073:  KMM - Cały czas są przekierowane w kierunku rozbudowy tego świata, który dla mnie jest bardzo interesujący, a zwłaszcza, że mówię to jako człowiek, który obejrzał na Netflixie Lockwood & Co, który jest o świecie duchów i jest to jeden z najgorszych seriali, jaki widziałem, ale bardzo mnie cieszyło to, ponieważ to jest świat duchów przedstawiony interesująco, w którym zamiast
6089:  KMM - Zraszacze wody, które gaszą pożary są zraszacze z solą, które gaszą duchy.
6093:  KMM - Przecież to jest tak genialny koncept, że dla tego samego warto ten serial obejrzeć.
6097:  KMM - Więc liczę na tego typu elementy zaskoczenia i kreowanie tej rzeczywistości, interesujące elementy, ponieważ dla mnie, przepraszam, że to powiem, ale z mojej perspektywy fabuła tylko pierwszego odcinka pilota nie była nudna.
6110:  KMM - To znaczy, jak dotąd dostałem dwa nudne odcinki, bardzo dobrze, tak?
6113:  KMM - Znaczy nie zwracałem na to uwagi, bo
6115:  KMM - One nie mają być napakowane akcją, tylko mają coś tam komunikować innego.
6119:  KMM - Więc jeżeli oglądam kino superbohaterskie i nie będę tam widział odcinków akcji, albo nie wiem, Wiedźmina, tak?
6125:  KMM - To będę miał z tym problem, ale jeżeli oglądam The Last of Us, no to dostaję to, za co zapłaciłem.
6130:  BFP - Tak, ja też jeszcze uspokoję wszystkich, którzy pytają, ale czy w ogóle będzie jeszcze akcja?
6136:  BFP - Uspokajam, że tak i uspokajam, że będą też naprawdę epickie momenty, jeżeli chodzi o akcję.
6140:  KMM - Akcja dzieje się też w dialogach.
6143:  KMM - To swoją.
6144:  KMM - Zresztą przypominam serial, gdzie się cała akcja dzieje w dialogach i taki mało znany gra o tron.
6151:  KMM - Najlepsze, najlepsze sceny, najlepsze epic boss fighty były, jak rozmawiał ze sobą tajemnik Lannister i Olena Tyrell, więc da się to zrobić, absolutnie.
6159:  GW - Jakub Sitkiewicz... Nie chcę tego przyznać, ale... Ale w sukcesji też akcja się dzieje w dialogach.
6168:  S01 - Jezu.
6168:  BFP - Koniec, koniec.
6170:  BFP - Ziarno zasiane miesiące temu wykiełkowało w piękny kwiat.
6176:  GW - Nie no, ja uwielbiam sukcesje, ale ile można, po prostu ją przytaczasz, no ale tak jest, no jakby to nie była prawda, to bym nie powiedział.
6182:  BFP - Czekaj, aż będziemy robili omówienie sukcesji, wtedy będę dopiero unikał tytułu sukcesja, a wtedy nie będę mówił w ogóle.
6188:  GW - Nie no, to wtedy to już nie unikniemy.
6192:  BFP - Kochani,
6194:  BFP - Pięknie Wam dziękuję.
6195:  BFP - Jak zawsze wspaniała, bogacąca dyskusja i także Wasze spojrzenie, które sprawiło, że nie było żadnych moich odchyłów w stronę odnoszenia się do komentarzy, do których wcale nie powinno się specjalnie odnosić i poświęcać im specjalnie uwagi, za co ja osobiście Wam bardzo dziękuję.
6212:  BFP - Także za odmienność opinii i to, że Krzysztof, nawet kiedy ja się z Tobą nie zgadzam w pewnych kwestiach, wiesz doskonale, że uważam za wartościową lekcję,
6224:  BFP - poznawania odmiennej perspektywy, odmiennej wrażliwości, która nigdy nie pozostawia nas takimi samymi, jacy zaczynali odcinek, więc za to serdecznie Wam dziękuję i widzimy się za tydzień, będzie o czym rozmawiać, to gwarantuję, że będzie o czym rozmawiać i dziękuję także wszystkim osobom, które były z nami live, to został w ogóle pobity jakiś rekord, ponieważ w pewnym momencie było Was dwa tysiące
