Czy serialowy SANDMAN dorównał komiksowi? | Dyskusja
🔗 https://www.youtube.com/watch?v=wl8JYeE5JbY
KMM (Krzysztof M. Maj)
RC (Ryszard Chojnowski, Rysław)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  GW - Pożyłem kawałek jądra tego Maca, co ty mi pierdolisz tutaj?
4770:  RC - to on siedzi w azylu Arkham, czy tam w szpitalu Arkham, w jakiejś tam celi, przychodzi do niego matka dwukrotnie, znaczy w zasadzie przychodzi tylko raz do niego go odwiedzić, a później jest to zawiązanie, jaką zdobywa ten amulet.
4783:  RC - Okazuje się, że matka po śmierci wysyła mu amulet pocztą i strażnicy mu wręczają ten amulet, mimo że on siedzi tam w super strzelonej celi, tak?
4792:  RC - Absurd jakiś, zupełnie.
4795:  RC - Zdecydowanie lepiej jest to rozegrane moim zdaniem w serialu, kiedy już jesteśmy przyzwyczajeni do odwiedzin Ethel u niego w tym szpitalu psychiatrycznym, kiedy ona sama mu przekazuje ten amulet i
4809:  RC - Cały kolejny rozwój akcji sprawia, że ta postać jest inna niż w komiksie, zdecydowanie, bo w komiksie jest szaleńcem całkowitym.
4817:  RC - Tutaj jest pokazany jako osoba, która ma w sobie jednak dużo dobra, jest tak jak powiedzieliście, jak dziecko trochę, która...
4826:  BFP - stara się dziecięcymi sposobami... Jest jak game, ma infantylne spojrzenie trochę na złożony świat.
4831:  RC - Wiesz, stara się na dziecięcy sposób naprawić świat.
4834:  RC - Jakbyś zapytał się jakieś dziecko, jak zrobić świat, to dziecko powie, ja chciałbym, żeby na świecie zapanował pokój.
4839:  RC - I on mniej więcej tego chce.
4841:  RC - On chce stworzyć nowy świat, w którym on będzie ustalał zasady.
4846:  RC - Jak się to kończy, to wiemy.
4848:  RC - Natomiast jeśli chodzi o ten odcinek właśnie w Wiadłodajnerze 24 na 7, to w komiksie on jest moim zdaniem znacznie głębszy.
4860:  RC - Tutaj w zasadzie postacie są niby te same, lekko zmienione.
4865:  RC - Ogólnie wątki podobnie się kończą, ale nastąpiło parę zmian, które
4872:  RC - nie wiem, czy o których warto mówić.
4875:  RC - Ogólnie i tak wszystko bardzo podobnie się kończy.
4877:  RC - Natomiast w komiksie jest pokazane to godzina po godzinie, co się dzieje, jak on wpływa za pomocą swojego Rubinu na umysły ludzi, jak się zaczyna nimi bawić.
4887:  RC - Oni go noszą na ramionach w pewnym momencie.
4888:  RC - Tak, noszą go na rękach, twierdzą, że jest ich Bogiem i tak dalej.
4892:  RC - I krzyczą D, D i zmusza ich tam do seksu każdego z każdym, zmusza ich do później, no ostatecznie do...
4901:  BFP - Ale niech to wybrzmi też, bo ty powiedziałeś, ludzie, którzy mówią, o ten Netflix zrobił orgie wszystkich za wszystkimi, to było w komiksie.
4908:  RC - To było w komiksie, tak.
4909:  RC - Tam w komiksie było ostrzej nawet.
4911:  RC - Tam było, mam wrażenie, zdecydowanie ostrzej powiedziane pewne rzeczy były niż w serialu.
4919:  RC - I to nie było też pokazane dosłownie w komiksie, było powiedziane mocniej.
4925:  RC - Natomiast w serialu zostało to powiedzmy też nie tak bardzo zaprezentowane.
4930:  RC - Natomiast ogólnie postacie są praktycznie takie same jak w komiksie, jeśli chodzi o ich zachowanie, zmieniła się tam ta para, która wchodzi, tutaj mamy dominującą panią CEO i jej utrzymanka,
4944:  RC - Męża w komiksie to był taki bardzo duży pan prowadzący jakąś firmę i jego zastraszona żona.
4952:  RC - Więc to była chyba główna zmiana.
4954:  RC - No i ten marsz, który w komiksie jest byłym więźniem i kierowcą ciężarówki, tutaj stał się pomocnikiem czy też kucharzem.
4964:  RC - I to w zasadzie były takie główne zmiany.
4967:  RC - Pozostałe rzeczy pozostały takie w komiksie.
4969:  RC - Natomiast ten wątek, ja mam wrażenie, że w serialu on został trochę za bardzo
4977:  RC - useksualniony, znaczy jest więcej seksu niż było w komiksie, a za mało jest szaleństwa, za mało jest tego, co jakby bardzo bym chciał właśnie zobaczyć tę scenę, jak wszyscy noszą go na rękach i oddają mu cześć i czczą go jak Boga i on się w tym pławi.
4995:  BFP - Nie, to by dla mnie całkowicie skreśliłoby...
4998:  BFP - fundamenty tej postaci.
4999:  GW - Ja bym to na przykład chętnie zobaczył, bo właśnie on tam dążył do właśnie tego, żeby... Tak, ale no właśnie on nawet nie, bo najpierw chciał wszystko oprzeć na absolutnej prawdzie i żeby go właśnie ludzie akceptowali, uwielbiali, tak?
5019:  GW - No i wtedy to noszenie na rękach byłoby takim ciekawym akcentem, wydaje mi się.
5024:  BFP - Krzysztof, chcesz coś dodać do postaci Johna Dee, czy chciałbyś przejąć Lucyfera i piekło?
5029:  KMM - Ja mogę tylko nadmienić, że bardzo lubię, jak John Dee się pojawia, bo to ja generalnie byłem, że jestem wkręcony w alchemię i... Czyli nie ma wiele wspólnego z tą postacią, ale...
5040:  KMM - No nie no, troszeczkę ma jako powiedzmy mag, prawda?
5043:  KMM - Bo John Dee był oryginalnie, czy uważał się w każdym razie za maga.
5047:  KMM - A to było bardzo blisko znaczne, nawiasem mówiąc.
5050:  KMM - I jedno z najlepszych przedstawień, tak przy okazji jakby ktoś był też zainteresowany jest w
5056:  KMM - cyklu A.Egipt, czyli przez dywtong A.E.
5058:  KMM - pisane Egipt, Johna Crowleya, tam jest to fragment dotyczący Johna Dee i Edwarda Kelly'ego właśnie i Jordana Bruno przy okazji.
5066:  KMM - No, ale to odchodząc.
5068:  KMM - Generalnie, no ja Davida Lewisa uwielbiam, więc zaprezentował się genialnie po raz kolejny.
5075:  KMM - To jest zniuansowana, jedna z najbardziej dramatycznych i tragicznych postaci w serialu, która pokazuje, jak to jest właśnie, gdy
5085:  KMM - chce się stworzyć utopię, a tworzy się dystopię.
5088:  KMM - Różnica między utopią i dystopią jest zawsze różnicą spojrzenia i perspektywy.
5092:  KMM - I on do pewnego momentu jest święcie przekonany, że stworzy dobry świat, po czym w tym laboratorium, które sobie utworzył, sam przetestowuje swoją koncepcję i okazuje się, że doprowadza to do katastrofy i tragedii.
5104:  KMM - Bo to jest kiedyś coś, co ładnie Herbert powiedział, że... On jest zadowolony z wyników eksperymentu.
5109:  KMM - Tak, że kryształowe abstrakcje nie do końca pasują do gliny ludzkiej.
5114:  KMM - No i o tym jest piąty odcinek.
5116:  KMM - I piąty odcinek jest dość szczególny dla mnie, bo ja bardzo nie lubię takiej estetyki.
5122:  KMM - Generalnie jestem znudzony światem współczesnym.
5124:  KMM - Nie interesuje on mnie, nudzi mnie.
5126:  KMM - Więc jeżeli ktoś jest w stanie mi przedstawić historię
5129:  KMM - tak dobrą, w obrębie najnudniejszej scenerii, jaka istnieje w całym wszechświecie, czyli dinera amerykańskiego.
5136:  KMM - Ktokolwiek był w dinerze amerykańskim wie, jak bardzo to jest nudne, okropne miejsce, z którego człowiek chce uciekać jak najszybciej, w którym się podaje okropną, paskudną, rozwodnioną kawę dolewaną za każdym razem.
5147:  KMM - Jak?
5148:  KMM - I pochłania jakieś koszmarne kalorie.
5150:  KMM - paskudne miejsce z paskudną muzyką, więc jeżeli w takiej scenerii dostałem taką historię, to znaczy, że to jest dobrze zrealizowane.
5158:  KMM - A co do Lucyfera, bo został na mnie ten obowiązek zaszczytny przejścia do postaci, która jest najbardziej hejtowana przez fandom, to rozstrzygnijmy jedną kwestię, to znaczy Tom Ellis jest fantastycznym Lucyferem w świetnym serialu, który nie ma nic wspólnego z Sandmanem,
5174:  KMM - jest po prostu takim sobie CSI, tylko że paranormalnym.
5178:  KMM - Lucyfer ma obsesję na punkcie pani detektyw, to jest romans i tyle.
5181:  KMM - Tyle z tego widzieli.
5182:  KMM - Nie ma to nic wspólnego z Sandmanem i nigdy nie miało.
5185:  KMM - Natomiast w przypadku Gwendolyn Christie
5190:  KMM - Ja mam problem troszeczkę z postacią, znaczy inaczej, ona świetnie gra Lucyfera, ale ja muszę sobie cały czas przypominać o tym, że to jest Lucyfer, ponieważ ja widzę raczej Kupidynka pucułowatego, jak na nią patrzę.
5200:  BFP - To ja tylko ci zwrócę uwagę, że jest dokładnie taka sama.
5202:  BFP - Tak wygląda w komiksie.
5203:  BFP - Dokładnie tak.
5204:  KMM - No więc właśnie, jeżeli jest taka w komiksie, wszystko w porządku, co nie zmienia faktu, że ja jestem tym człowiekiem, który wcześniej oglądał Lucyfera w wersji Toma Elisa.
5213:  RC - No właśnie, to jest ta krzywda, którą nam zrobiono.
5217:  RC - Serial Lucyfer, przepraszam, to jest dla mnie, jako miłośnika komiksu Lucyfer i twórczości Majka Carreya, to jest bluźnierstwo.
5225:  RC - Rysław, Rysław, Rysław.
5228:  RC - To jest coś tak koszmarnego, obrzydliwego,
5231:  RC - i coś tak wypaczającego naturę rzeczy, że wzięto postać, wzięto superatrakcyjnego aktora i zrobiono rzeczywiście takiego produkcyjnika, który nie ma nic, nic wspólnego z pierwowzorem.
5245:  RC - Jest to wręcz żałosne.
5246:  RC - Chyba, że potraktujemy go w oderwaniu od pierwowzoru.
5249:  RC - Trzeba było nazwać serial Bucyfer i nie było problemu.
5253:  RC - Wtedy się podoba, ponieważ są ładni aktorzy robiący głupie rzeczy.
5258:  KMM - Ale szczerze wam powiem, że nikt nigdzie, nigdy w żadnych materiałach na temat Lucifera, chyba że w recenzjach, nie wspominał, że to jest na podstawie Gajmana.
5267:  KMM - Oczywiście, nikt nie wiedział tego i nikt nie miał złudzeń co do tego, że jest to adaptacja.
5272:  KMM - Ja również traktowałem Lucifera jako całkowicie byt osobny i serial kryminalny, jakim on jest w 100%, ten serial ma nic wspólnego z Urban Fantasy.
5282:  KMM - Zwłaszcza z fantastyką miejską.
5285:  KMM - Natomiast Gwendoline Christie jest świetną aktorką.
5289:  KMM - Najlepiej pokazała to przy postaci Brienne Startu, tylko że problem polega na tym, że ta kreacja trochę za nią idzie i ciąży nad nią.
5296:  KMM - Mam takie wrażenie.
5298:  KMM - Więc być może to przesądza o tym, że troszeczkę się inaczej na to patrzy.
5302:  KMM - Nie wiem, być może tutaj fani Sandmana są jakoś szczególnie ukontentowani z uwagi na podobieństwo.
5309:  KMM - W każdym razie ja co do tej postaci nie mam jakichś większych zarzutów.
5313:  GW - Ja bym widział w ogóle, jeżeli chodzi o Lucifera, no bo on właśnie w komiksie
5319:  GW - Jest tym, który niesie światło, ale on ma taką bardziej, wydawałoby się, androgeniczną urodę, więc Tilda Swinton na przykład by tu pasowała.
5329:  BFP - To pojawiło się przed chwilą w komentarzu, że Tilda Swinton, dlatego że on jest wciąż przepięknym aniołem, który nie ma określonej płci.
5337:  KMM - Tilda Swinton byłaby genialnym wyborem.
5340:  KMM - Teraz mi to uświadomiliście.
5342:  BFP - Wiecie, ja chciałbym, żeby Keanu Reeves zrobił cameo jako John Constantine w trzecim odcinku, ale tak się nie stało.
5348:  BFP - Możemy sobie łyszować.
5350:  BFP - Ale myślę, że dała radę Gwendolyn Christie.
5354:  BFP - Nie miała tutaj dużej roli.
5355:  BFP - Znacznie większą rolę będzie miała w drugim sezonie.
5360:  BFP - Zgodzę się.
5362:  BFP - Zauważyłem taką ciekawą rzecz.
5363:  BFP - Pierwsza rzecz, jak zobaczyłem piekło.
5365:  BFP - to spojrzałem na Krzysztofa i powiedziałem, ja pierdolę, Elden Ring.
5368:  BFP - Czułem jakby to był zamek wyjęty wprost z Elden Ringa, co było niezwykłe.
5374:  BFP - Wyglądało to lepiej niż w komiksie.
5375:  BFP - To jest także ten rzadki przykład, rzadki moment, kiedy to co widzimy wygląda lepiej niż w ilustracjach komiksowych.
5382:  BFP - Mało tego, pojedynek wyglądał tam inaczej.
5384:  BFP - Pojedynek co do ruchów, które wykonują jest dokładnie taki sam, ale po pierwsze Morfeusz walczy z demonem,
5391:  BFP - i nie ma tego prawa, które wykorzystuje demon, żeby Lucyfer walczył w jego imieniu, więc stawka jest trochę niższa i wiemy, że generalnie morfu... Swoją drogą, bardzo się zdziwiłem, że to w ogóle jakby zrobiło się w ten sposób.
5403:  GW - Bez sensu.
5404:  RC - Jeszcze raz pokażę, jak wygląda Lucyfer w komiksie, tak?
5408:  RC - Tak wygląda Lucyfer w komiksie.
5410:  RC - Wygląda jak Tygasz Minka.
5413:  RC - To nie wiem.
5414:  BFP - No mnie, pojedynek na mnie zrobił kolosalne wrażenie.
5418:  BFP - Znaczy, że w komiksie ten pojedynek toczy się na scenie.
5422:  BFP - Jest zbudowana scena, oni mają mikrofony, tak jakby mieli zaraz wykonać stand-up.
5426:  BFP - Albo koncert.
5427:  RC - W barze, w barze...
5428:  BFP - Tak, oni tworzą w ogóle bary, to jest wszystko takie quirky niezwykle, więc jeżeli myślicie, że serial jest quirky, to sięgnijcie po komiks.
5435:  BFP - I podobało mi się to bardziej.
5436:  BFP - W serialu podobało mi się to bardziej, Gwendolyn Christie sprawdziła się fantastycznie, ale nie miała tutaj dużo do zagrania, to jest ważne.
5445:  BFP - Już czuć od niej pewne takie właśnie fluidy, że to jest postać, która jest znudzona,
5450:  BFP - która szuka czegoś więcej w życiu, co też pokrywa się z niektórymi z Endless, nieskończonych, z których wywodzi się Sandman, więc dla mnie to było, tak, o, ktoś powiedział, bardziej bitwa freestyle'owa, to prawda, tam na pewno, jak komiksy to czytałem, to była większa dynamika, to był większy patos,
5466:  BFP - Tutaj było większe takie namaszczenie, wydawało się, że Marfeusz zginie, a tamto jest pół, a ja jestem czołgiem, a ja jestem wiewiórką, a ja jestem Sandmanem i tak dalej, i tak dalej.
5476:  BFP - Więc tak, trochę inaczej, ale chciałbym jeszcze zahaczyć o takie postaci, które mogą być kontrowersyjne.
5482:  RC - Mogę jeszcze, bo moim zdaniem wizualnie jak najbardziej pasowała postać,
5489:  RC - pasował Lucyfer, bo jednak nie podobało mi się, że w polskiej wersji napisów była ona.
5495:  RC - To jest jednak on Lucyfer, znaczy używamy jednak, nie no, ono też nie, ten Lucyfer, tak, to jest... Ja też bym powiedział ona.
5505:  RC - Natomiast ona była niejako zagrana, moim zdaniem, niejako zagrana była.
5510:  RC - Była, tak się zastanawiałem później,
5514:  RC - Czemu jest taka sztywna?
5517:  RC - I zacząłem tworzyć sobie w głowie teorię, czemu wycięto większość scen z tej Kapitan Fazmy z Nowych Gwiezdnych Wojen.
5525:  RC - Może dlatego, że ona po prostu była drętwa strasznie.
5529:  RC - Ona jest jako Lucyfer po prostu drętwa.
5533:  RC - Wyglądem super, pasuje.
5535:  RC - Nie mam żadnych zastrzeżeń.
5536:  RC - To, że jest kobieca, w ogóle mi nie przeszkadza.
5540:  RC - Natomiast jest nijaka.
5541:  RC - Plus, jeśli chodzi o Dzień Czwarty i Piekło, było parę rzeczy, które mi
5547:  RC - no nie przypasowały.
5548:  RC - Scena z Nadą, która pierwotnie wygląda dosłownie jak z komiksu, jak idzie za pokurczaczem nasz bohater i przez te klatki i słyszy głos swojej ukochanej sprzed lat.
5558:  RC - I ta ukochana się pojawia.
5560:  RC - Jest to piękne, rozpromienione dziewczę, które w ogóle wygląda jakby nic w tym piekle jej nie robiono.
5566:  RC - W komiksie to jest brak
5569:  RC - Już takie widmo, już błagające o litość.
5574:  RC - A tutaj mamy śliczną dziewczynę, która prosi swojego dawnego ukochanego o zlitowanie.
5580:  RC - No i największa zmiana, kiedy docieramy do Lucyfera, to okazuje się, że Lucyfer już w piekle nie rządzi.
5587:  RC - I to jest zmiana, która... Tak, rządzą demony.
5592:  RC - Jest Triumvirat, rządzi Lucyfer, rządzi bodajże Beelzebub i Azazel chyba rządzą.
5601:  KMM - Tak, to monarchia demonoru.
5604:  RC - Tak, więc rządzi ich trójka, no jest ta zmiana oczywiście, że to ten demon, który ukradł, znaczy wymienił się za hełm, to on podejmuje wyzwanie.
5614:  RC - Walka przebiega dokładnie tak samo, jak w komiksie, są użyte dokładnie te same słowa nawet, które były w komiksie, tylko teraz mamy tą jeszcze wizualia, które nam dodatkowo pozwalają ten pojedynek ożywić, gdyż on w komiksie jest no taki mocno, jakby to powiedzieć, abstrakcyjny.
5631:  RC - Natomiast inaczej też wygląda zakończenie, kiedy Sandman odchodzi z piekła.
5639:  RC - Natomiast wizualnie piekło bardzo mi się podobało.
5646:  RC - Nie wiem, czy usunięcie Triumviratu będzie rezonować później, gdzieś w kolejnych sezonach, bo to jest dosyć poważna sytuacja, która rzeczywiście ma swoje odbicie w kolejnych komiksach.
5658:  GW - Ja tutaj stawiam, że być może, bo tak wyczuwam taką zapowiedź ze strony Lucyfera pod koniec właśnie tego sezonu, że on po prostu pójdzie sobie w cholerę i ten amalgamat tych demonów, który tam z nią rozmawia na koniec, oni obejmą władzę.
5677:  RC - I jest jeszcze jedna rzecz, której znowu nie ma w komiksie, a która moim zdaniem jest nawiązaniem do nieszczęsnego serialu Lucyfer, pojawia się Maziken.
5685:  RC - nasza demonica z Lili, która jest w serialu i to jest chyba ta sama aktorka, która gra ją w serialu Lucifer.
5693:  KMM - Tego nie wiem.
5694:  KMM - Bardzo podobna w każdym razie.
5696:  KMM - Nie sprawdzałem, czy ta sama.
5697:  KMM - Zaraz sprawdzę.
5698:  RC - Ale ona się pojawia i jej w komiksie nie ma.
5700:  RC - Jej w komiksie nie ma.
5702:  RC - W komiksie, jak już powiedziałem, kiedy przychodzi Sandman do sali tronowej Lucyfera, to wita on i pozostali z trumviratu.
5709:  RC - Natomiast pierwszej z Lilim, demonicy Maziken nie ma w komiksie.
5715:  RC - Bo ona została w ogóle wymyślona przez Majka Carey'a na potrzeby komiksu Lucyfery.
5720:  RC - który bardzo polecam, bo ja go wolę nawet niż Sandmana, jest fenomenalny.
5726:  BFP - Bozdygan3000, którego komentarz jeszcze dzisiaj będę cytował, demony w piekle cierpią na chorobę zwaną kosmici w Star Trek.
5734:  BFP - Może, ale jeżeli się nie szpokomisz, to stwierdzisz, uuu, tamto dopiero cierpią na chorobę, która nazywa się kosmici ze Star Wars.
5740:  BFP - Także tak.
5742:  BFP - Cała ekipa, która grała w barze w Nowej Nadziei, rządzi piekłem.
5746:  BFP - To oni rządzą piekłem mniej więcej.
5748:  BFP - W przerwach odgrania na kosmicznym klarnecie.
5751:  RC - Natomiast ja wykorzystując jeszcze obecność Krzysztofa tutaj, nie wiem czy jako znawcy literatury i mitów i w ogóle, to w drugim odcinku pojawia się scena, kiedy przywołuje Moiry.
5764:  RC - I pojawiają się Moiry.
5765:  RC - One w komiksie wyglądają zupełnie inaczej.
5767:  RC - Hekate.
5768:  RC - I pojawia się nagle Hekate.
5770:  RC - Ja tak
5771:  RC - Że co?
5772:  RC - Jaka Hekate?
5773:  RC - Co tutaj robi Hekate?
5774:  RC - Przecież Mojry i Hekate to są zupełnie inne byty.
5779:  RC - Krzysztof googluje.
5780:  RC - Już ci odpowiadam.
5782:  KMM - Krzysztof googluje od razu.
5783:  RC - Mamy trzy Mojry.
5786:  RC - Mamy Lachesis, Atropos i Boże.
5789:  RC - Kleto, Lachesis i Atropos.
5792:  GW - Tak, ale Hekate była bogini śmierci i ona była... A Hekate bogini śmierci, prawda?
5797:  GW - Tak, tak, w greckiej i żeńskiej.
5799:  RC - I nie ma tutaj.
5801:  RC - Nagle on wymienia tak, jakby jedną z trzech Moir była Hekate, co jest...
5806:  RC - Absurdem, tak?
5807:  RC - Ja założyłem, że tak było w oryginale komiksowym, ale mylnie założyłem.
5811:  BFP - Tak, ale one jeszcze mówią jednocześnie, że trzy w jednej, jedna w trzech, więc nie wiem, czy one się nie składają na Hekatę.
5819:  GW - To inaczej.
5820:  GW - Hekateiron to są właśnie trzy, to znaczy to jest właśnie bogini śmieci w trzech postaciach, bo może tak.
5827:  GW - Więc mam wrażenie, że oni zrobili tutaj jakiś taki dziwny amalgamat.
5831:  GW - Bo Hekate jest przedstawiana w trzech postaciach, ale Mojryt jest kompletnie innego.
5836:  BFP - Olala mówi, że w komiksie też nazywa je Hekate.
5839:  BFP - Tom pierwszy Vertigo.
5841:  BFP - Strona 72.
5842:  KMM - Właśnie szukam.
5846:  KMM - Bardzo dokładny komentarz.
5847:  KMM - Czy możemy mieć minutę braw na pierwszy dokładny i precyzyjny komentarz z przypisem w internecie?
5856:  GW - Ja nawet teraz gram na najmniejszych skrzypsach na świecie, żeby nie było.
5859:  BFP - Ale nie, już było oddano sprawiedliwość.
5861:  BFP - Też osoby sprawdzały, czy pojawia się czarnoskóra karczmarka i tam jest jakaś posłuszka, która się pojawia w XVI wieku bodajże.
5871:  RC - Uwaga, uwaga, uwaga, pojawiają się...
5875:  BFP - Nawet na Discordzie widziałem, że został zrobiony screen.
5877:  RC - Godzina czarownic.
5879:  RC - Oto one.
5879:  RC - Trójnia w jednej.
5881:  RC - My, która... My, która... Której jesteśmy nią.
5885:  RC - A nie, jest.
5885:  RC - Rzeczywiście.
5887:  S01 - Jest.
5887:  S01 - Okej.
5888:  S01 - Olala.
5889:  BFP - Chciałbym poprosić o brawa i... Dziękuję.
5891:  S01 - Rzeczywiście jest komisja, natomiast to jest błąd, bo nie powiem.
5894:  BFP - To jest wspaniałe, że naprawdę siedzą z nami teraz na tej dyskusji takie osoby.
5899:  RC - Jest was 330.
5900:  RC - Jest na ciemnym tle.
5901:  RC - Pokazuję tutaj ten kadr.
5904:  RC - Tutaj, o widzicie, jest Hecate.
5906:  RC - Rzeczywiście?
5907:  GW - Tylko żeby było śmieszniej, to właśnie Moiré a Hecate to zupełnie inne.
5911:  GW - Dwie mitologii, takich prawidłowej mitologii, dwie różne postacie.
5915:  RC - Zresztą to nie jest jedyny błąd, który panu Neilowi się przydarza, bo ja sądzę, że to jest jednak błąd.
5923:  RC - kiedy mamy sekwencję później już w domu lalki snu postaci.
5927:  RC - Jest tutaj parę akapitów, parę scen w komiksie, których nie ma w serialu.
5932:  RC - Jest jedna z postaci tam Chantal i Zelda, takie dwie nieodgadnione dziewczyny mieszkające w domu.
5939:  RC - I jedna z nich ma sen, w którym śni o zdaniu.
5944:  RC - I zdaniu napisanym w komiksie.
5946:  RC - W komiksie, nie w serialu.
5947:  RC - W komiksie napisane jest to zdanie w języku czechosłowackim.
5952:  KMM - O, to języka piłem.
5955:  KMM - Filip ze mnie sobie dworował, jak zawsze, że Krzysztof googla w Wikipedii, tymczasem Krzysztof googlał w Google Scholar.
5960:  KMM - I owszem, jest wyjaśnienie, dlaczego Hekate i Mojry są tym samym.
5964:  KMM - Otóż wedle papirusów magicznych Mojra była jedna i utożsamiała się z Selenę Hekate Persefoną, czyli księżycem, zaś jej trzy głowy, to jest aspekty albo fazy, nazywały się odpowiednio Cloto Lachezia Tropos.
5975:  KMM - To potrójne bóstwo było identyfikowane z Hermesem Chtonicznym.
5980:  KMM - W tym miejscu Najstarsza Mojna jest prawdopodobnie identyczna z Hekatę, czyli umysłem Zeusa i boginią Teurgii.
5985:  KMM - To jest ten problem, że pisma alchemiczne i magiczne przetworzyły bardzo to, co my znamy jako mitografię starogrecką, a też pamiętajmy, że mitografia starogrecka jest najczęściej okresu helleńskiego, później się to wszystko zmieniało w okresie neoplotyńskim.
6001:  KMM - Podlinkuję w komentarzu, ile można zdobyć wiedzy.
6006:  BFP - Krzysztof poszedł googlać w Google Alchemist i znalazł odpowiedź.
6010:  BFP - Obo papirusów Aldaraya, Johna Dee i innych podobnych.
6014:  BFP - Kochani, żebyśmy troszeczkę przyspieszyli.
6016:  BFP - Mogę mieć jeszcze jeden zarzut?
6017:  BFP - Proszę.
6017:  BFP - W komiksie są rymowanki, w piekle w serialu nie ma rymowanki.
6027:  RC - Są rymowanki, bo demony przy wejściu mówią rymami, a tutaj nie.
6034:  BFP - Nie do końca.
6038:  BFP - Widziałem w serialu chyba, a może masz rację, wydawało mi się, że ten strażnik na początku coś mówił takim, na początku coś powiedział wierszem, ale możemy się zdać.
6046:  BFP - W angielsku jak najbardziej rymują, chodzi tylko o tekst polski, który jest w napisach.
6051:  RC - Nie ma rymowanki w języku polskim.
6054:  S01 - W angielsku jak najbardziej rymują.
6056:  BFP - Powiedziałbym trójca.
6058:  BFP - Lucien, Matthew i Merv.
6060:  BFP - Merv to ten dynio głowy i teraz niespodzianka.
6064:  BFP - Ja nie wiedziałem Krzysztof, nie wpadliśmy na to słuchowo.
6066:  BFP - Mark Hamill?
6068:  BFP - Mark Hamill.
6069:  BFP - Tak, Mark Hamill podkłada głos Merva.
6074:  BFP - Paton Oswald, bardzo znany i bardzo dobry aktor głosowy najczęściej, happy chociażby, podkłada głos Matthew, czyli krukowi, który towarzyszy Morpheusowi.
6088:  BFP - No i oczywiście mamy Vivienne Aschampong, którą jest Lucienne.
6092:  BFP - Ja bym powiedział tak, nie do końca zgadzam się z tobą Rysławie, bo na początku mówiłeś, że Lucienne
6098:  BFP - No nie pasuje.
6099:  BFP - Ale użyłeś argumentu, który jest zasadny, to znaczy podważa ci trochę istotę, charakteru tej postaci, czyli wchodzi w spór z Morfeuszem.
6109:  BFP - Ja uważam, że to jest o tyle fajne, że pokazuje widzom właśnie tą zaborczość Morfeusza, a jednocześnie perspektywę jego przemiany jako postaci.
6118:  BFP - Gdzie początkowo mówi, nie będzie tu dyskusji, ja uważam, że tu nie ma zagrożenia i tak dalej.
6122:  BFP - Lucien siada na swoim miejscu,
6124:  BFP - ale dzięki temu mamy trochę taką dynamikę na zasadzie Alfred, Bruce Wayne, wracając do Roberta Pattinsona.
6131:  BFP - I Morpheus wraca i mówi, myliłem się, myliłem się, bądź moim Alfredem.
6139:  RC - Dobrze, to szybciutko.
6140:  RC - zarzuty Lucienne w stosunku do Sandmana nie mają żadnego sensu i pokrycia w rzeczywistości snu.
6147:  RC - Gdyż, albowiem, kiedy Lucienne znajduje go w śnieniu, kiedy powraca po tych 100 latach niebytu, w komiksie jest to zupełnie inaczej, ponieważ znajduje Sandmana gargulec, który przynosi jego ciało do Kaina i Jabla, którzy tam sobie mieszkają obok.
6165:  RC - Tak samo jajko, które dostaje Abel, to jest od Kaina w prezencie, nie od Morfeusza, ale to tam.
6174:  RC - Chcieli go uczłowieczyć troszkę, mam wrażenie.
6177:  RC - Inaczej rozwiązali ten wątek, chyba chcieli pokazać bezwzględność Morfeusza, który zabija takiego pociążnego, kochanego, że zabija, wchłania jego energię, pociążnego gargulca, kiedy w rzeczywistości w komiksie, wiecie co wchłania?
6190:  RC - Wchłania akty prawne.
6192:  RC - akty prawne, którymi nadał prawo własności Kainowi i Ablowi do tego konkretnego zakątka śnienia.
6203:  RC - Natomiast tutaj, no okej, dla mnie to nie jest problem.
6206:  RC - Natomiast chodzi o to, że Lucien pokazuje, co się stało ze śnieniem, otwierając bramę snu, jak ten cały przez te 100 lat świat upadł, po czym ma pretensje do
6221:  RC - Znaczy, mówi, że niby się tym opiekowała przez 100 lat, kiedy nie było Sandmana, kiedy Morfeusza nie było.
6227:  RC - A to ruina.
6228:  RC - A to ruina.
6229:  RC - I wszyscy skończyli.
6230:  RC - To jak ona się opiekowała tym wszystkim, kiedy nie było.
6233:  BFP - Tak, ale jest bardzo ciekawa dyskusja między nią a Koryntczykiem, której nie ma w komiksie.
6239:  BFP - I Koryntczyk jej mówi, tak, ty zostałaś.
6241:  BFP - Tak, inni odeszli, bo inni uważają, że on nas porzucił.
6245:  BFP - To jest ta różnica.
6246:  BFP - Lucienne pozostała wierna, lojalna, a Koryntczyk powiedział,
6251:  BFP - He didn't care.
6253:  BFP - I odchodzi.
6253:  BFP - Więc mnie się akurat podoba bardzo ten rozdźwięk.
6256:  BFP - No wiadomo, że nie mogła zatrzymać koszmarów, nie mogła zatrzymać snów, ponieważ nie miała władzy morfeusza.
6261:  RC - Ale się wymądrzała przesunęcie, że o, nie było cię, panie, tutaj, kiedy... A ja tutaj się wszystko troszczyłam, ja tutaj pilnowałem.
6268:  GW - Właśnie.
6270:  GW - Co mi w niej nie pasowało?
