Patrz jak ZMASAKROWALI mojego Wiedźmina😞| Rodowód Krwi
🔗 https://www.youtube.com/watch?v=A_bkAVrvoR0
KMM (Krzysztof M. Maj)
JM (Jaga Moder, Legendystka)
DS (Dominika Skoczeń, Czerw Fantastyczny)
AK (Artur Kurasiński)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

29:  BFP - Kochani, już jesteśmy na żywo, już jesteśmy na żywo, wydzielimy sobie za moment czat.
4509:  KMM - Z czwartej strony jest to ta powieść drogi, o której mówiła Dominika, a z piątej strony jest to origin story pierwszego Wiedźmina, który nie jest pierwszym Wiedźminem, ponieważ jest elfem, a nie człowiekiem i nie towarzyszy temu mak Alzur.
4521:  KMM - Więc ja nie wiem, o czym jest ten serial, naprawdę.
4524:  KMM - A, jeszcze, przepraszam, szósty wątek, to znaczy Michelle Yeoh ze Wschodu, która przybyła specjalnie z uniwersum Trzech Królestw i z uniwersum Przyczajonego Tygrysa i Ukrytego Smoka z ambicją zrobienia większego gówna niż sequel Przyczajonego Tygrysa i Ukrytego Smoka, naprawdę powstał taki, obejrzałem go jako fan pierwszej części i byłem przerażony.
4544:  KMM - To jest gorsze, więc myślę, że Michelle Yeoh przebiła samą siebie i przy okazji jest jedynym elementem, zauważcie, który jest spójny, bo ona kojarzy się z jakimś settingiem, przynajmniej rozpoznajmy, okej, to jest jakaś wojowniczka ze wschodu i tak dalej, i tak dalej, po czym się dowiadujemy, że jest elfem.
4560:  BFP - No Michelle Yeoh dziwnie kończy ten rok, ponieważ wystąpiła w moim ulubionym filmie tego roku, Wszystko Wszędzie Naraz, o którym będę mówił jeszcze w czwartek w moim zestawieniu, topek popkulturalny 2022, a jednocześnie w takim nieprawdopodobnym szajsie.
4577:  BFP - Ty Krzysztof zapytałeś to, o czym jest ten film?
4580:  BFP - Ja mam przesłanki do tego, żeby przypuszczać, że ten film jest o tym, co znajduje się w tytule, czyli jest o Wiedźminie, o pierwszym Wiedźminie.
4588:  BFP - I, o kurwa, spróbujmy to jakoś rozpakować, bo to, co się działo w tym wątku, jest dla mnie niedopom... Ja przyznaję, ja grałem sobie, robiłem sidequesty Wiedźmina Trójki next genowego, w międzyczasie mam taką umowę z moją społecznością, którą serdecznie pozdrawiam w postaci 1500 osób na czatach, że...
4606:  BFP - Jak nie patrzą, to ja poza streamami sobie ogrywam takie drobne sidequesty i wyczyszczam znaczniki na mapie, a potem o 20 dzisiaj będę grał kwestie fabularne.
4615:  BFP - No i sobie zerkałem w międzyczasie na to, co się dzieje w Rodowodzie Krwi i nagle widzę, że ten fial leży i oni coś mu podpieli do ciała i coś w niego wtłaczają.
4625:  BFP - I on się... Widzę, że mu się zmieniły oczy, tak jak u Geralta, ale nagle widzę, że on bez żadnych eliksirów i odwarów zaczyna mutować w trakcie, że dosłownie to jest takie jak...
4634:  BFP - Przepraszam, ale jak widzicie, że coś jest bardzo niesmacznego, zbiera wam się na wymioty, to on tak stoi przed tym zamkiem i wiesz, stoi, a on mówi nie, proszę, poczekaj, spokojnie i zaczyna mu śpiewać piosenkę.
4645:  BFP - Dokładnie tak, jak Scarlett Johansson jako Black Widow śpiewała piosenkę Hulkowi, ale on w końcu nie wytrzymuje, widzi jakiegoś wielkiego potwora i znowu i zmienia się w Hulka.
4656:  BFP - Co się kurwa...
4657:  BFP - odwaliło w tym serialu.
4658:  BFP - Wytłumaczcie mi, o co chodzi z Wiedzinem.
4661:  JM - Wcześniej tam w trakcie tego romantycznego momentu, jak taki warchlak podniecony, wiecie, już tam poczynął.
4667:  BFP - Tak, i on jeszcze harczy, on wydaje z siebie jakiś głos, ja myślę, w co on się zmieni?
4672:  BFP - Przecież Geralt tak nie umie.
4673:  BFP - Jak?
4673:  BFP - I on nie musi... I zmienił się w Halka.
4676:  BFP - Autentycznie, tylko tak do połowy.
4678:  BFP - Łapy mu zrobiło, ale nogi nieruszone.
4681:  DS - Ja myślałam, że mu skrzydła w ogóle wyrastają przez jakiś czas, a potem tego skrzydła nie było.
4685:  DS - To było wtedy, kiedy walczył z tym smokiem, który nie był smokiem, ponieważ był... Jedno ramię, drugie ramię, a on po prostu powiększył mu się mięśnie, z tego co rozumiem.
4692:  KMM - Tak, żeby mógł miotnąć dzidołów dziwnego smoka, który strzelał piorunami ze swoich macek.
4698:  KMM - Swoją drogą, twórcy serialu są bardzo dumni z potworów, tak użyli liczby mnogiej, które zaprojektowali na potrzeby tego serialu.
4705:  KMM - Przypominam, że obok smoka, który nie był smokiem i rzucą błyskawicami, była jeszcze duża dżdżownica.
4711:  DS - No chcieli być poprawnie, gramatycznie.
4713:  DS - No dwa, to już musieli powiedzieć, że liczba mnoga.
4715:  KMM - Nie no, ale trzy, to będzie nasz Wiedźmin, który jest elfem.
4719:  KMM - Nawiasem mówiąc, tam rzeczywiście wtłaczali w niego jakieś odwary na początku, dwie buteleczki w niego wlali, a potem faktycznie podpięli, pod niego to nawet nie były rurki, tylko ta Magini miała jakąś moc dendro, jakby się urwała z Genshin Impactu z Sumeru i sprawiła, że właśnie z jakiejś dziwnej mieszanki biologiczno-drzewnej wyskoczyły takie pędy.
4739:  KMM - Tak, z redwajski w mocnym i w niego wtłoczyli.
4745:  BFP - Znaczy, on nawet nie potrzebował szpinaku, żeby się zmienić.
4747:  BFP - To jest nieprawdopodobne.
4749:  BFP - Twórcy zmarnowali tak świetną okazję, że oni robią tę przemianę i Fial umiera.
4755:  BFP - Bo był ten moment, kiedy wydawało się, że on jest martwy i na jego miejsce wchodzi ta Arielka z dredami i ona zostaje zmieniona w pierwszą wiedźminkę.
4762:  BFP - Fakt, nie miałoby to kompletnie sensu, ale przynajmniej byłoby fajne.
4766:  KMM - Ale wiesz, bo to nie jest papaj, który wcina szpinak i staje się mocniejszy, tylko to, jak Jaga powiedziała, to jest spocony warchlak, więc sapaj, który wcina sobie jakieś eliksiry wiedźmińskie i robi się potężny, więc tak.
4779:  BFP - Tak, napisał Aleksander, że to było serce tej dżownicy.
4783:  BFP - Ja wiem, ale ja rozumiem, to miała być atrakcja.
4787:  BFP - Tak, tak, bo to podpięte byłoby do serca.
4791:  BFP - Oni wzięli...
4792:  BFP - Oni wzięli kablet, który mi normalnie przypina, żeby rozruszać akumulator i oni wpięli je w to serce Dżownicy i przypięli sutki Fiala do tego, żeby się zmienił w Halka, ale on umarł.
4802:  BFP - Natomiast, jeżeli już tak promujesz serial tym, że to jest Wiedźmin, tam będzie pierwszy Wiedźmin, to ja chciałem to zobaczyć i...
4809:  BFP - Dlaczego?
4809:  BFP - Jakby czemu?
4811:  BFP - Czemu Hulk?
4812:  BFP - Czemu Scarlett Johansson i Black Widow?
4816:  BFP - Czemu to serce?
4817:  BFP - Czemu brak połszonów?
4818:  BFP - Czemu te dźwięki sapające, które on wydawał?
4821:  BFP - Nie wiem, może ktoś z was wie, jaki stał za tym zamysł.
4824:  KMM - On nawet miał miecze jak wiedźmin.
4828:  BFP - Jeszcze miałem nadzieję, że pojawi się ten wielki potwór i Fial na niego spojrzy zmieniając się w hałakę i mówi kurwa po to powstałem, ja zabijam potwory.
4836:  BFP - Nie, nawet tego nie było.
4837:  BFP - Po prostu takie o, teraz będę musiał warczeć bardziej.
4842:  KMM - Czemu?
4842:  KMM - Ale też zaczął później rozrywać na strzępy ludzi rzeczywiście jak Hulk, a nie jak Wiedźmin.
4848:  KMM - Wiedźmini nie byli bezmyślnymi mutantami.
4850:  KMM - Wiesz, Alzur specjalnie stworzył Wiedźminów po to, żeby mieć inteligentne maszyny do zabija.
4858:  KMM - Inteligentne, kluczowe słowo.
4860:  KMM - Takie, z którymi więc jesteśmy w stanie się porozumieć.
4863:  KMM - a z nim nie dało się porozumieć, jeżeli dało się go wyłącznie uśpić jak Halka swoją drogą.
4867:  KMM - Bardzo zabawne jest ten motyw śpiewania kołysanek Halkowi przez Scarlett Johansson u Milgów w MCU, ale to zostawmy, to inna rzecz zupełnie.
4876:  KMM - Tutaj natomiast kompletnie to nie pasuje.
4878:  KMM - Nie mam zielonego pojęcia, co chcieli scenarzyści utworzyć.
4881:  KMM - Jeszcze jest jedna bzdura z tym związana, bo zauważcie, jeżeli to byłby jeszcze człowiek, to bylibyśmy w stanie uzasadnić to, że na niego te wszystkie eliksydy tak podziałają, ale to jest elf, więc jego organizm jest wytrzymalszy.
4893:  KMM - Dlaczego tak reaguje?
4894:  KMM - Nie mam zielonego pojęcia.
4895:  BFP - No bo jeszcze nie dopracowali tej formuły rydańskie mocne plus serce dżownicy, ale a propos właśnie tych tonalnych zmian w serialu, moja ulubiona scena, bo tak, tak jak Dominika słusznie zwróciła uwagę, no przecież ten serial kuleje, szczególnie po tym, że został rozpisany na sześć odcinków, że ten background postaci miał być znacznie bardziej poszerzony,
4914:  BFP - wykastrowali to do czterech odcinków, ale postaci zostawili.
4918:  BFP - Ale nawet montaż pomiędzy poszczególnymi scenami jest tragiczny.
4921:  BFP - Przecież ten moment, jak ten fial zmienia się już w Hulka, pojawia się ten gościu z rokezem i on coś tu mówi, o!
4926:  BFP - Widzieliście, jakim wpieprzyłem?
4927:  BFP - I je!
4928:  BFP - Dostaje nagle w głowę.
4929:  BFP - I umiera jedna z kluczowych postaci, która nas kompletnie nie interesowała, ale...
4934:  BFP - To było tak szokujące, że on wszedł z tym swoim zabawnym tekstem, jakaś muzyczka lekka tam leciała, bo tam jeszcze był jeden taki gość, ten bez jednego jaja, pamiętacie?
4942:  BFP - Jakoś tam One Nut Johnson, czy jak on tam miał.
4945:  BFP - I on właśnie tak chodził, mówił, że jednak ma dwa jaja, ale on był taki luźny, chodził generalnie z alkoholem, cały czas się śmiał.
4951:  BFP - I on właśnie tam wszedł, coś żartował, ten gościu Zero Casing go machnął, powiedział, ha widzieliście jak im rąbnąłem?
4955:  BFP - I nagle zostaje w twarz.
4957:  BFP - I widać, że ma dziurę w głowie, nagle muzyka się zmienia.
4960:  BFP - Co to było w ogóle?
4961:  BFP - Jakby, jeżeli chce się zbudować jakieś
4965:  BFP - Jakąś reakcję emocjonalną.
4969:  AK - Może to było tak, że faktycznie pani showrunnerka zrobiła załamanie, zakrzywienie swojego pola i tym polem zakrzywiła zmysły różnych osób, decydentów w Netflixie.
4985:  AK - I oni wyłożyli kasę, powiedzieli dobra, wyplikał się nam ten wiedźm pierwszy, drugi, może trochę gorzej, ale
4991:  AK - Ale wiesz, jak ty masz takie do tego dobre podejście i czucie tego materiału, to dodajemy ci na to kasę.
4997:  AK - No i ona wyklikała to, w sensie zrzuciła do tego swojego padawana, to serwetko przybiegł, powiedział, że zrobi teraz te 1200 lat wcześniej tą całą narrację.
5007:  AK - I oni to zobaczyli na jakimś spotkaniu wewnętrznym i zwymiotowali i powiedzieli, ranę boskie, tniemy to.
5013:  AK - Znaczy tak, po pierwsze zakręcamy kranik z kasą, po drugie musimy z sześciu ściąć do czterech, bo tego się nie da oglądać.
5020:  AK - Macie przemontować to i macie z tego sześciugodzinnego serialu zrobić cztery.
5023:  AK - I może te wszystkie właśnie padaki, o których rozmawiamy, wzięły się stąd, że oni musieli zrobić, wiecie, na sznurek od snopowiązałki, ratować to wszystko, co było złe.
5032:  AK - I z tego im wyszło coś jeszcze gorszego, ale po prostu nie mogli tego rozciągnąć do 6 godzin.
5036:  AK - Więc może te wątki postaci backstory były rozbudowane.
5039:  AK - Może tam w ogóle było więcej CGI, a może było więcej potworów w liczbie plural, czyli 3 więcej, ale my się tego już nigdy nie dowiemy.
5046:  AK - Może za 5 lat wyjdzie...
5048:  AK - director Scott i to wtedy będzie dopiero ja, jak się okaże tam może coś śmiesznego w tym jest dobrego.
5052:  AK - Niemniej jednak uważam, że no tu mamy do czynienia z takim właśnie, znaczy szkoda, że nie ma czegoś takiego jak taka możliwość, bo Andrzej Sapkowski ku wielkiemu mojemu zdziwieniu stał się de facto pantoflarzem.
5066:  AK - To mówię z całkowitej odpowiedzialnością w tym sensie, że on przyklaskuje i jest na zawołanie tej showrunnerki i on się nawet pojawił po raz pierwszy chyba
5075:  AK - Po raz pierwszy publicznie wypaszczył się na temat takiej produkcji, mówił same superlatywy, bo to było jeszcze w języku English i on był na planie i ona się strasznie z tego powodu cieszyła.
5084:  AK - I oni zrobili trochę takiego, wiecie, za kulisami specjalny odcinek, gdzie ona z nim siedziała, prawie że go trzymała za rękę i mówił, że jest awesome, że jest cool i tak dalej.
5095:  AK - Andrzej Sapkowski zawsze był bardzo zdystansowany jakiejkolwiek próby przełożenia czegokolwiek z jego twórczości.
5102:  AK - Są dwa wątki, albo to jest tak dużo pieniędzy, że on uznał, że to jest nieprawdopodobnie dużo, albo to jest takie zagłaskanie jego ego, jak każdego twórcę, że on powiedział, niezależnie co z tego wyjdzie, dali mi herbatę, zamówili mi Private Jetta, ja przyleciałem, zobaczyłem, dali mi na pamiątkę jakiś tam cepr, czy tam jakiś inny, dostałem Morningstar i poleciałem do domu.
5124:  AK - Ale ja bym sobie życzył, żeby jednak był taki magiczny przycisk, żeby każdy twórca miał taki magiczny przycisk, który się nazywa Rane Boskie to jest jednak wielkie gówno, weźcie to zresetujcie.
5133:  AK - O co rzeczywiście się nie zdarzy już, bo wiadomo, łączy się to z prawami autorskimi, z kasą przelaną.
5137:  DS - Taki sygnał bezpieczeństwa dla autorów, w stylu, że jak autorzy się wypowiadają na temat produkcji, to nie wiem, jak mrugną trzy razy, to znaczy, że im się bardzo nie podoba.
5144:  KMM - Andrzej Sapkowski faktycznie jest...
5147:  KMM - Zachowuje się jak leśny dziadek ze swojej własnej książki z piątego tomu, Wiedźmina.
5151:  KMM - Pozdro dla wszystkich, którzy pamiętają jeszcze leśnego dziadka.
5154:  KMM - Pozdro akumatych.
5155:  KMM - Tak, ja bym chciał, żeby Andrzej Sapkowski też przeszedł z tej postaci takiego obleśnego, śliniącego się staruszka, który sobie mówi,
5163:  KMM - tak, tak, tak, tak, wszystko w porządku, leśny dziadek się cieszy.
5165:  KMM - Chodź, chodź Siri, chodź.
5168:  KMM - Niech się wreszcie zmieni w tego krwiożerczego kanibala, którym rzeczywiście jest, który zjadał krytyków, który zamiatał Stanisławem Beresiem podłogę w rozmowie, imponując erudycją i pokazując... Ja też tęsknię, tak jak Artur za tym Andrzejem Sapkowskim, no bo zauważcie, że my teraz potrzebujemy kogoś wysokoprofilowego, kto by się z tej ekipy lub z jej okolic wypowiedział,
5191:  KMM - Okej, ja zdaję sobie sprawę, że jest to bullshit, bo ja autentycznie teraz, jak rozmawiamy, kliknąłem sobie w wywiad, który jest z Loren Fistech, jednym z scenarzystów, The Clan of the Barrow, i naprawdę autentycznie, jak się czyta ten wywiad, ja go aż podlinkuję na czatach, człowiek ma wrażenie, że czyta opowieść z alternatywnego wymiaru czasoprzestrzennego.
5211:  KMM - To są ludzie, którzy mówią, że no tak, tak, to było bardzo interesujące, żeby sobie przejrzeć, jak Eredin i Avallach kształtują się jako postaci.
5220:  KMM - O, tak, chcieliśmy, żeby było proroctwo tutaj przedstawione lepiej, dotyczące starszej krwi.
5226:  KMM - Jakie kuźwa proroctwo, jaki awalsz,
5229:  KMM - Tutaj nie było.
5231:  KMM - Ci ludzie są oczarowani własnym ego i ktoś powinien nimi wstrząsnąć, ale to nie pomoże, jeżeli milion krytyków tego zrobi, bo gwarantuję wam, że oni po prostu całkowicie zignorują fakt, że na IMDB i we wszystkich innych miejscach nie tylko fani dają 1 na 10 przysłowiowe, ale także krytycy.
5249:  KMM - Bo wiecie, tego nie można już wtedy zignorować, nie można tego nazwać review bombingiem.
5253:  KMM - Przepraszam najmocniej.
5254:  KMM - Dlaczego nie mówimy o review bombingu, jak robią to krytycy?
5256:  KMM - Przepraszam moje emocje, dlaczego nie mówimy o Riffy Bombingu, jak teraz pojawiły się oceny na IMDB i innych, 10 na 10, nie żartuję, tego serialu, które mówią, że jest wszystko idealnie.
5267:  BFP - Do tego Riffy Bombingu przeszedłbym za moment, bo ja też tu chciałem dorzucić kilka groszy, ale oddam głos
5275:  BFP - I coś w tym musi być.
5276:  BFP - To jest bardzo ciekawy eksperyment socjologiczny i psychologiczny myślę na nas dokonywany.
5297:  BFP - Ale tak, chciałem wobec tego przejść do tego wątku, to co w takim razie dalej z tą serią, co dalej z tą franczyzą, co dalej z jej bytnością na platformie Netflix i w takiej formie i w takim medium.
5311:  BFP - Oddaję głos tobie Dominiko, chyba, że chciałabyś jeszcze do czegoś wcześniej nawiązać, to absolutnie zostawiam ci tutaj pole.
5319:  DS - Jak ty mnie dobrze znasz.
5320:  DS - Oczywiście, że chciałam jeszcze do czegoś nawiązać.
5322:  DS - Chciałam jeszcze wrócić do tego tematu Wiedźmina, zmieniającego się w Wiedźmina.
5328:  DS - Ja uważam, że ten serial powinien mieć inny tytuł.
5333:  DS - Zamiast Wiedźmin Rodowód Krwi powinien się nazywać, nosić tytuł Zrobię z Ciebie Wiedźmina w jeden księżyc.
5341:  DS - Czy też może bardziej w tym wypadku, co prawda w jedną noc, no ale wiecie o co chodzi.
5347:  DS - Bo mnie to fascynowało, jak ja to oglądałam, bo ja sobie wyobrażałam, że, no wiecie, zmiana elfa, czy tam człowieka, nieważne już, w Wiedźmina
5356:  DS - to była jakaś taka nowa magia, jakieś przełomowe coś, wiecie, wynalazek, odpowiednik wynalazku w świecie czarów, magii, więc ja sobie wyobrażałam, że to są jakieś lata badań, które do tego prowadzą i właśnie eksperymenty, no setki umierających dzieci, czy dorosłych, czy kogo, na kim tam ćwiczymy, a tutaj ten czarodziej mówi, mam taki pomysł, co wy na to, zrobimy z niego... Widzicie to serce, co leży w kącie?
5384:  DS - Zrobimy z niego takiego szczególnego pomora i on nam pomoże.
5390:  DS - I to nie jest takie trudne, znaczy to jest bardzo trudne i możesz umrzeć, ale ogólnie, wiecie, każę im iść zebrać trzy kwiatki, czy jakieś ziółka.
5397:  DS - I to są jeszcze ziółka, które muszą być dość popularne.
5399:  BFP - Co jest też bardzo RPGowe.
5401:  DS - zbierają je wokół tej jaskini i po prostu idą i one tam oczywiście są, więc zbierają te ziółka.
5406:  DS - Potem ten czarodziej w parę godzin robi z tych ziółek trzy niesamowicie rzadkie eliksiry, które on dopiero stworzył po raz pierwszy.
5415:  DS - One mu oczywiście świetnie wychodzą.
5418:  DS - Potem podaje go temu biednemu fialowi i też oczywiście żadnych prób, niczego.
5424:  DS - Cała ta przemiana też trwa
5426:  DS - Parę godzin dosłownie.
5428:  DS - Ja pamiętam jak w polskim Wiedźminie na przykład tam to było pokazane, że ten chłopaczek tam leżał na tej skale i to trwało tam ileś dni, nawet nie wiem czy nie tygodni.
5440:  DS - Oni tam przychodzili, ocierali mu to czoło z potu, potem przychodzili do następnej fazy, ale nie, tutaj możemy to wszystko zrobić w jedną noc.
5447:  DS - Więc to było strasznie absurdalne.
5448:  BFP - Przepraszam, Fial umarł, potem zmartwychwstał, ale taki detal.
5451:  KMM - Ale uważcie, że Netflix sam już przedstawił próbę traw w serialu Zmora Wilka, więc to nie jest tak, że oni sobie z tego nie zdają sprawy.
5461:  KMM - Oni świadomie ignorują takie rzeczy, nawet z własnej franczyzy.
5464:  BFP - Przepraszam, ale Mariusz napisał na czatach, taty, taty, czemu to serce tak kopci?
5468:  BFP - To jest diesel, synek, musi kopcić.
5473:  DS - Ale jeszcze jest tam drugi absurd, w sensie ja już pomijam to, że pierwsze co ma ochotę zrobić ta z kowronek, po tym jak ten fial zmienił się w potwora, bo oni cały czas mówią, że on jest potworem, no nie i nie będzie się kontrolował i tak dalej, to pierwsze co ona ma ochotę zrobić to uprawiać z nim seks.
5489:  DS - Już nieważne, załóżmy, że to jest jakaś, ma być romantycznie i ona mu ufa i coś tam,
5496:  DS - Ale ja nie rozumiem konceptu, bo ona potem ma z nim dziecko, prawda?
5500:  DS - Jest pokazane, że ona jest w ciąży.
5502:  DS - I po pierwsze, fascynuje mnie całkowity spokój, w jakim ona... Jak urodził się Geralt, o to chodzi w tym serialu.
5510:  DS - Odpoczęła dziecko z czymś, co miała dowód, że się zmieniło potem w potwora, no nie?
5515:  DS - Więc ja na przykład na jej miejscu bym się mimo wszystko troszeczkę denerwowała, bo co jak tam jest na przykład coś w stylu małego wampira, no nie?
5521:  DS - I zamiast normalnego porodu na przykład wygryzie się na zewnątrz.
5525:  DS - Albo urodzisz to dziecko, a ono będzie całkowicie normalne, ale od czasu do czasu będzie miało taki odpał po tatusiu i będzie na przykład zagryzać inne dzieci w piaskownicy.
5534:  KMM - Już pomijam fakt, że Wiedźmini wskutek próby praw robili się bezpłodni.
5539:  DS - To już pół jedy, bo ja sobie jakoś wyobraziłam, że to jest taki pierwszy Wiedźmin, ten czarodziej, no właśnie, nie przeprowadził wcześniej eksperymentów, więc miał niedopracowaną tą formułę, więc stworzył takiego Wiedźmina, a potem pomyślą, no trzeba by to jakoś trochę pokombinować, ulepszyć, najlepiej sprawić, żeby byli bezpłodni, bo to dziecko być może będzie rozgryzać karki innym dzieciom w piaskownicy, więc to byśmy chcieli wyeliminować, pozbędziemy się emocji itd., itd.,
5563:  DS - Ale też nie rozumiem celu tego, dlaczego on spłodził potomstwo.
5566:  DS - Czy to ma być jakoś tak, że właśnie tak, no bo tak sugerują, że tak będą powstawać wiedźmini, ale przecież wiedźmini potem powstają właśnie przez to, że są stwarzani przez te eliksiry i próbę traw.
5577:  DS - Więc pokiego grzyba nam wiedźmin, który się rozmnaża?
5583:  AK - Widać, że to jest przygrywka do kolejnego sezonu.
5585:  BFP - Już się możemy... Ja mam obawy, że Arielka urodzi Czerwia.
5589:  BFP - Nomen omen.
5590:  S05 - Masz coś do Czerwi?
5591:  BFP - Nie, absolutnie.
5592:  BFP - Właśnie chciałbym obejrzeć sequel z Czerwiem, który będzie główną bohaterką.
5596:  KMM - Spokojnie, Filip.
5597:  KMM - Dune'a jest w przyszłym roku.
5599:  BFP - Oddychaj głęboko.
5601:  BFP - Iaga, czy chciałbyś jeszcze coś do tego dorzucić?
5604:  BFP - Przypominam, że już przechodzimy sobie teraz do tematu to, co dalej.
5606:  BFP - To, co w związku z tym serialem dalej.
5609:  BFP - Ja nie mówię tylko i wyłącznie o tym nieszczęsnym miniserialu.
5611:  BFP - Mówię generalnie o Wiedźminie.
5614:  JM - Ja myślę, że tutaj troszkę mam takie same przeczucie jak Artur, czyli że na jakimś etapie ten serial po prostu doczeka się niechlubnego końca bez zakończenia historii.
5629:  JM - Dlatego, że twórcy, no mało już nie wymieniając tam kolejnych absurdów, które gdzieś tam, bo jeszcze ten miniserial jest ich pełny, ja tu naprawdę mam całą listę tego, co jeszcze było dziwne i niewyjaśnione, ale już nie czepiając się tych elementów.
5645:  JM - to chyba największym problemem tego serialu jest to, że twórcy nie wiedzą o czym chcą opowiedzieć.
5651:  JM - Nie mogą się zdecydować na jedną historię, którą chcieliby opowiedzieć i to samo podejrzewam, że może stać się w następnych sezonach, chociaż widziałam jakieś tam zapowiedzi, że jednak ten trzeci sezon z Henrym Caffilem ostatni ma być jakiś taki bardziej bazujący na materiale źródłowym, chociaż
5670:  BFP - To ciekawe, jak oceniają w takim razie sami retroaktywnie czy retrospektywnie poprzednie dwa, no ale okej.
5676:  JM - No właśnie, to jest inna kwestia.
5679:  JM - Natomiast tutaj w tej ministerii było ewidentnie pokazane, że oni nie wiedzą o czym opowiadają, nie wiedzą o czym chcą opowiedzieć i nie wiedzą w którą stronę chcą iść.
5690:  JM - To jest jakaś taka jedna wielka improwizacja.
5692:  JM - Też już było wspomniane, że tu sobie przeczą w postaci tego, że wzmoże wilka było inaczej, tutaj będzie jeszcze inaczej, czyli w ogóle się nie trzymają jakiegokolwiek sensownego
5704:  JM - i jednej wersji jakiejś tam historii.
5707:  JM - Więc jeżeli dalej będziemy iść w tego typu taki, wiecie, totalnie bezzębny storytelling, w którym po prostu nic się kupy nie trzyma, mamy czeluść po prostu z takimi pojedynczymi zębami gdzieś i to jeszcze nie do końca zdrowymi, to po prostu...
5724:  JM - prostu nikt tego nie będzie dalej oglądał, no stanie się to, co podejrzewamy, czyli po prostu ludzie się już naprawdę i znudzą, nawet nie fani Wiedźmina, no bo to też jak nie jest się fanem Wiedźmina, no to też musisz mieć powód, dla którego chcesz coś oglądać, no musisz mieć jakiegoś fajnego bohatera z fajną historią, z fajnie poprowadzonym, z fajnie poprowadzoną fabułą, a jeśli tego nie ma, jeśli idziemy w stronę siódmego syna, czy jakiegoś tam innego generycznego fantasy, no to
5753:  JM - No to nie ma co oglądać, więc po co?
5758:  JM - Także obawiam się, że niestety będziemy iść w kierunku kancelowania tego serialu i tyle.
5766:  BFP - Wrażenie, że temu serialowi bardzo przydałby się dodatkowy konsultant czy showrunner, który jest pisarzem fantazji.
5774:  BFP - który rozumie prozę Sapkowskiego, któremu się może chcieć w przeciwieństwie do Sapkowskiego, więc to naprawdę, bo patrzę po prostu na Sandmana, gdzie Neil Gaiman włożył tam swoje serce w to, żeby to wyglądało tak, jak wygląda i udoskonalił w zasadzie w niektórych aspektach, nie we wszystkich, ale w wielu to, co stworzył 30-25 lat temu i to niezwykle
5804:  BFP - To rzadki przypadek, żeby coś takiego się udało, ale jednak to pokazuje, że jak ma się człowieka, który rozumie ten gatunek i to, co powiedział, kurczę, nie wiem, który z was to powiedział, czy to był Artur, czy to byłaś ty, Jaga, ale że ktoś, nie, to była Dominika, przepraszam, że ktoś musi jarać się fantazji.
5823:  BFP - Lubić ten gatunek, rozumieć, być jakkolwiek pieśmiennym w tym gatunku, w tej stylistyce, żeby coś z tego ulepić, żeby coś z tego zrobić, bo jeżeli posiada się wiedzę i wrażliwość na takim poziomie jak ja, czyli Icewind Dale'a mniej więcej, gdzie po prostu 22 lata temu grało się i schodziło się do lochów i miało się sześcioosobową drużynę, myślało się, no to jest RPG, to RPG równa się fantazji, to jest to, o to chodzi, to to jest za mało i...
5851:  BFP - Mam świadomość jednocześnie, że oceny 8% na Rotten Tomatoes to są oceny społeczności widzów.
5858:  BFP - Na IMDB tak samo, na Filmwebie tak samo, ale oceny krytyków nie są tak fatalne, są złe.
5864:  BFP - Niektórzy mówią o najgorszym serialu tego roku.
5866:  BFP - Są złe, ale nie są tak fatalne jak społeczności, bo społeczność...
5873:  BFP - Całościowo, pakietowo wyraża swoje wotum nieufności, myśląc także o tym, co się dzieje zakulisowo z odejściem Henry'ego Cavilla, z tym, co się dzieje z Lauren Hissrich, która wprost miota się, w sumie nie wie do końca, jak ograć to PR-owo, to odejście Cavilla, te wycieki ze scenarzystami, którzy mówią, że w sumie nie traktowali na poważnie książek Sapkowskiego, ani specjalnie gier.
5900:  BFP - Wydaje mi się, że to jest takie bardzo silne wotum nieufności dla całego tego przedsięwzięcia i nie widać jakiegokolwiek planu na naprawę tego.
5907:  BFP - Znaczy, jeżeli chcecie mi wrzucić tego drugiego Chrisa Hemswortha, czyli jego brata i powiedzieć, to jest, to będzie teraz gwiazda, to to jest za mało.
5916:  BFP - Jakbyście mi powiedzieli, zaangażowaliśmy Sapka albo zaangażowaliśmy młodego polskiego pisarza fantasy.
5921:  BFP - który wychował się, który robił doktorat u Andrzeja Sapkowskiego.
5925:  BFP - To to już by było coś.
5926:  BFP - Ale nie mają ani gwiazdy, ani nie mają ciekawych ruchów producenckich, ani showrunnerskich, które by to ratowały.
5933:  BFP - Więc widzę to w ciemnych barwach i szczerze mówiąc, może zasłużone jest to wotum nieufności, które dają wszyscy widzowie, nawet nie za sam serial, tylko za całokształt tej kobiety, Lauren Hissrich, która za to odpowiada i która jednak dała temu zielone światło.
5949:  BFP - Arturze Krzysztofie, może ty Krzysztofie, co tak na koniec powiedziałbyś, jeżeli chodzi o twoje przewidywania, przyszłość, życzenia, czy też zmartwienia?
5959:  KMM - Podbiję ten wątek z Rotten Tomatoes, bo właśnie sprawdziłem.
