DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
7224:  RN - W przypadku DS-ów dwójki.
7226:  RN - No i tak samo właśnie Grzesznica, która też podoba mi się to, że ma ten aspekt taki, że jeżeli jest zgaszone światło, no to bardzo często Grzesznica karze też osoby, które lokują bossów, bo ten zasięg, gdzie możecie lokować jest bardzo mały.
7241:  RN - No i nie wiem, czy ona przypadkiem nie jest trochę wtedy też bardziej agresywna, tak naprawdę.
7246:  RN - No i to jest akurat takie, myślę, moje zestawienie.
7250:  RN - Plus, no, ewentualnie ta grzecznica, no to jeszcze co warto dodać, no to to, że właśnie na niej są dodatkowe respy przeciwników, jeżeli jesteście na NG+, bo tam dwóch gości się pojawia jeszcze.
7259:  BFP - To ja tylko żałuję, że podczas mojego runu ostatniego, Dark Souls 2, Elena...
7266:  BFP - jako boss nie przyzwała Vel'Stada, o czym nie wiedziałem, ale była taka możliwość, że ona przyzywa Vel'Stada tylko po to, żeby zobaczyć potem moją mordę na nagraniu, na powtórce, żeby mieć jeszcze ten ten WTF moment do kolekcji, do odłożenia, ale podobno normalnie przyzywa Vel'Stada, który ma dokładnie ten sam moveset jako boss i całkowicie zmienia to charakter walki z nią, niż kiedy na przykład przyzywa szkielety, bo w moim tam przypadku ona chyba przyzywała szkielety.
7292:  BFP - Podajże.
7292:  BFP - Czy dobrze mówię?
7294:  RN - Tak, zawsze szkielety i czasami Vel'Stada, to tam zdarza się dość rzadko.
7299:  AS - Jak ją tłukłem na wyzwaniu z 200 razy, to przyzywała tego Vel'Stada niejednokrotnie, już później mówię, nie no dobra, to... To ja się mogę pochwalić, że w mojej jednej walce przywoła te trzy świnki z Majuli.
7310:  AS - Miałem to szczęście.
7312:  BFP - A to też, aha, tak, bo jest jeszcze właśnie ta trzecia opcja.
7315:  KMM - O, to nie wiedziałem.
7316:  KMM - A myślałem, że miałem już wszystko, bo ja do tej walki podchodziłem rekordową liczbę razy akurat.
7319:  KMM - Chyba najwięcej.
7321:  KMM - Też jej nie cierpię.
7323:  RN - Kiedy mag walczy z magiem, ach tak.
7326:  RN - Ale świnki są mocniejsze niż w Velestat, nie?
7328:  RN - Większością oręża w niej nie możecie trafić nawet.
7332:  RN - To jest piękne.
7333:  RN - A właśnie, co do tego jeszcze psucie się broni na bossach, czy w Dark Souls 1 nie było tej mechaniki na gaping dragonie?
7341:  RN - Czy zdziewający smok też tym atakiem nie psuje broni?
7343:  RN - Jest.
7343:  RN - Jest, nie?
7344:  MD - A jeden atak, który psuje broni.
7345:  RN - No właśnie to też tam było, to mi się skojarzyło, że on przecież tam
7349:  RN - wypuszczał zawartości żołądkowe, nie?
7351:  RN - Jakby na całą arenę, na dwie trzecie areny chyba, ale to też jest w sumie w jedynce tak, że ta broń się mega powoli psuje, ale musisz pamiętać, że ona się psuje, nie?
7361:  RN - Musisz to sprawdzać, bo nie masz tego paska, nie?
7363:  MD - Na pewnym etapie, jak dużo umierasz, to może się okazać, że faktycznie broń wymaga naprawy, ale to jest też o tyle ciekawe, bo przecież w Dark Soulsie jeden to jest użyta jako całkowicie nowa mechanika związana z kryształowymi broniami.
7376:  MD - Tak.
7376:  MD - To też jest ciekawe pod tym względem.
7378:  MD - Jak posłuchasz mechaniki, która teoretycznie jest nieciekawa, tylko po to, żeby dodać do niej dodatkową mechanikę, nie?
7385:  MD - To jest taki, jak pamiętam, kiedyś oglądałem taki wywiad z Davidem Brewikiem, twórcą i ojcem Diablo 2 i on powiedział jeszcze przed w ogóle wyjściem remastera Diablo 2,
7396:  MD - że on szczerze sam nie wie, w jaki sposób zremasterowałby Diablo 2, bo w Diablo 2, nie wiem czy pamiętasz, jest taki system Staminy.
7403:  MD - I to jest system, który wam pozwala w hack'n'slashu biegać.
7407:  MD - I żaden inny hack'n'slash takiego systemu nie ma, po prostu w hack'n'slashu zawsze biegasz, no bo czemu chciałbyś chodzić w hack'n'slashu, prawda?
7414:  MD - I to jest system, który teoretycznie po osiągnięciu bariery poziomu 15, 20 przestaje mieć jakiekolwiek znaczenie w grze, a za każdym razem w grze masz element interfejsu, masz duży żółty pasek staminy, który nie ma żadnego wpływu na twoją rozgrywkę, dosłownie żadnego wpływu.
7434:  MD - to po pierwszej godzinie spędzonej w grze to przestaje mieć jakiekolwiek znaczenie.
7439:  MD - Ale z drugiej strony ma to bardzo duże znaczenie w trakcie speedrunów.
7442:  MD - I teraz, czy remasterując taki tytuł odnośnie tego, co wy mówiliście o zremasterowaniu Dark Soulsów 2, czy zmieniamy takie elementy?
7450:  MD - Dlatego Dark Soulsy 2 byłyby cholernie ciężkim produktem do zremasterowania.
7454:  MD - Bo wydaje mi się, że większość graczy by się zgodziło przy tym, że chciałbym dzisiaj framesy w trakcie przechodzenia przez mgły, ale co robimy wtedy z movementem Dark Soulsów, prawda?
7463:  MD - Czy zostawiamy go taki jak był, czy tworzymy nowy?
7466:  MD - No wiadomo, w idealnym świecie ktoś powie dajmy dwie opcje, prawda?
7470:  MD - No ale jaki deweloper będzie się silił na to, żeby dać opcję classic i dać opcję remastered, prawda?
7477:  RN - Ja myślę, że jak mówimy o remake'u, to można by było śmiało zmienić ten element, nie?
7482:  RN - Można popłynąć i... No, ja bym go chyba zmieniał.
7486:  MD - Ale teraz weźmiemy na przykład pod uwagę, jak mamy do czynienia z Demon's Souls'ami.
7491:  MD - Nie wiem, czy jesteście świadomi tego, jest duża grupa osób, która bardzo hejtuje remake czy remaster.
7497:  MD - Demon's Souls to jest remake chyba.
7498:  MD - Remake, remake, remake.
7500:  MD - Demon's Soulsów, no to w podstawowej wersji Demon's Soulsów jest ten posąg samuraja i on jest całkowicie anime posągiem z takimi włosami jak z Dragon Balla i on został podmieniony na posąg takiego średniowiecznego rycerza.
7514:  MD - I ludzie uważają, że to jest zmiana, która psuje wizję artystyczną, tą klasyczną, która powstała w Demon's Soulsie.
7521:  MD - I czysto teoretycznie mają rację, ponieważ to alteruje grę, prawda?
7525:  MD - Tylko czy my chcemy, żeby ta gra w taki sposób wyglądała?
7528:  MD - Jak mamy pierwszą lokację w Demon's Soulsach, to ona jest dosłownie
7532:  MD - murem zamku, na którym nie ma praktycznie nic, żadnego szczegółu.
7537:  MD - Widać, że to jest stary, zniszczony zamek i on jest aż ponury, dosłownie jak się na niego patrzy.
7543:  MD - A w odnowionej wersji mamy tam flagi, mamy wiszące sztandary, on daje ci to poczucie
7549:  MD - poczucie jak ktoś by w nim nadal funkcjonował, on dostaje przez to element kolorytu, no i edytując takie gry to jest ogromnie ciężki kawałek chleba i jak zaspokoić wszystkie grupy odbiorców, prawda?
7564:  MD - I mi się wydaje, że DS2 to byłby bardzo ciężki produkt do zremasterowania.
7571:  RN - Tutaj w DS-ach 2 widać fajnie na tych niektórych ujęciach przedpremierowych, ile rzeczy, ile elementów otoczenia oni usunęli i nawet bazując na tamtych materiałach, myślę, że dużo osób byłoby zadowolonych z tego, jak te lokacje ewentualnie zremajkowane mogłyby wyglądać, dlatego że w DS-y 2 zostały akurat bardzo
7594:  RN - bardzo mocno wykastrowane przez ograniczenia technologiczne, bo to wychodziło jeszcze na konsolę PlayStation 3 i Xbox 360, nie?
7604:  RN - Dopiero miesiąc później to na pecetach się pojawiło.
7606:  RN - No i wiadomo, że właśnie z tego względu, co też mówisz, nie zrobili osobnej wersji na pecetach, która by wyglądała znacznie lepiej, te lokacje by ciekawiej wyglądały, tylko to po prostu pousuwali te rzeczy już i myślę, że skoro to jest jedna z najbardziej takich krytykowanych rzeczy, czyli
7623:  RN - jakkolwiek to można powiedzieć, płaskość taka w cudzysłowie tych lokacji, ta pustka, która właśnie w nich jest, no to myślę, że dobrze by było, gdyby remake w dużym stopniu różnił się jednak od tego oryginału.
7635:  RN - Ja też tak uważam.
7636:  RN - Chociażby pod kątem tego, jak te lokacje będą wyglądały, nie?
7639:  RN - No bo jednak mamy dwie generacje dalej, dwie i pół w zasadzie, bo za chwilę być może to PlayStation 5 Pro się pojawi i myślę, że to byłby dobry czas, żeby ten remake był tak z prawdziwego zdarzenia jak w Demon's Souls.
7651:  RN - Moim zdaniem akurat ten z Demon's Souls remake jest dobry, bo też
7656:  RN - Myślę, że dużo osób zapomina o tym, że tamte gry były np.
7660:  RN - takie bez szczegółów, że te mury zamkowe były faktycznie szaro-bure, jednolite.
7666:  RN - Z tego względu nie, że taka była konkretnie może wizja artystyczna, tylko dlatego, że po prostu były ograniczenia technologiczne.
7671:  RN - I myślę, że to byłoby fajne, no bo gracze, fani oryginału i tak będą w niego grać, nie oszukujmy się.
7679:  RN - I myślę, że tutaj to, że
7682:  RN - Nie byłoby takiej sytuacji jak na przykład z Dark Souls'em, że wersja Prepare to Die byłaby nagle nie do kupienia i musicie kupować remastera, no to by ci co chcą, to by zostali na tej wersji powiedzmy oryginalnej, podstawowej.
7695:  MD - A co byś powiedział Demonidias o Demon's Souls'ach, o lokacji, w której klasycznie po wejściu do niej jedynie co to słyszysz ćwierkające świerszcze, cykające świerszcze, a w remake'u dostajesz tam śpiewającą kobietę.
7713:  RN - No... Tak, ale wiesz co, to już powiem szczerze, że... Znaczy mówisz o Latri, tak?
7722:  RN - Tak.
7723:  RN - Tak, no ona, ta kobieta jest słyszalna na oryginale Demon's Souls, tylko że ona jest z konkretnego piętra.
7732:  RN - Nie wiem, czy to w... Bo to jest 3.1 w tej nomenklaturze Demon's Souls.
7739:  RN - Nie wiem, czy oni to zmienili, jeżeli chodzi o serio obszar, w którym słychać ten śpiew, bo myślę, że nie zwróciłem uwagi.
7746:  MD - Powiem szczerze, Gwizd, że było bardzo dużo faktycznie uwagi zwracane im na to, że to całkowicie odbiór lokacji psuje, bo wchodzisz do lokacji, która jest ciemna, która ma tych jailerów takich, którzy mają takie maski w tulu, prawda?
7758:  MD - Dzwonki tylko słyszysz i świersze.
7760:  MD - dzwonki świersze i ty nie wiesz, co cię czeka, a wchodząc do tej lokacji w remasterze wchodzisz do lokacji, która ma ten spokojny śpiew w tle i twoje uczucia są diametralnie inne.
7772:  RN - Podoba mi się, że... Powiem szczerze, że nie zwrócimy na to aż tak uwagi, ale już kończąc tylko moim zdaniem, jeżeli, no nie pamiętam tego, żeby aż tak było, że od początku to słychać, ale to właśnie też pewnie wynika z kwestii takiej, że chcieli zrobić ten śpiew, nagle się nie urywa, jak przejdziesz pięć metrów dalej,
7790:  RN - Natomiast faktycznie ja bym chyba bardziej wyciszył, że to będzie tylko w tym pobliżu jej słychać, bo to też jednak miało służyć takiej pomocy w nawigacji, żeby się zorientować, że tam jest jakiś NPC.
7802:  BFP - Podoba mi się, że jak rozmawiamy o Dark Souls 2, to rozmawiamy o innych grach i tak.
7807:  BFP - Na przedostatniej prostej chciałbym, żebyśmy
7811:  BFP - Burza mózgów, ale w wykonaniu solo każdego z was rzucili jakieś takie smaczki, elementy charakterystyczne, które przychodzą wam na myśl, kiedy myślicie o Dark Souls 2.
7822:  BFP - Ja może zacznę i potem podam głos Adamowi, bo dawno przy nim nie był.
7829:  BFP - Pierwsza rzecz w ogóle teraz pomyślałem, Dark Souls 2 kurczę ma bardzo fajną postać Vendricka, w sensie król Vendrick jest bardzo interesującą postacią, bo można było zrobić kopię Głyna czy jego kolejny odpowiednik, no bo trochę tak jest, że Dark Souls 2 fabularnie poniekąd i świat Drangleic jest jakimś tam lustrzanym odbiciem i kolejną iteracją tego uniwersum i znowu mamy cztery dusze i te nawiązanie, potem mamy cztery królowe, mamy...
7855:  BFP - jakby królestwa budowane na tych konkretnych duszach, mamy coś, co wygląda jak piec pierwszego płomienia, znaczy może nie wygląda, ale pełni funkcję pieca pierwszego płomienia, czyli to on pragnie i nagle mamy takiego Wendricka, który w pewnym momencie powiedział, a pierdolę, to zszedł do piwnicy i zaczął chodzić w kółko i tak już został.
7870:  BFP - I to tak zupełnie różni się od wszystkich, znaczy jest to żartobliwe,
7876:  BFP - Ale jest coś niezwykle dramatycznego i tragicznego w tej postaci.
7880:  BFP - Ja uwielbiam w ogóle jego motyw muzyczny.
7882:  BFP - Jak się schodzi tam i widzi się tego gościa, który chodzi dookoła i nie może znaleźć tego, po co szedł do piwnicy.
7887:  BFP - I chodzi cały czas dookoła i dopiero trzeba zrobić masę dziwnych, różnych, egzotycznych rzeczy, żeby w ogóle móc z nim porozmawiać.
7893:  BFP - Jego voice acting, rzeczy, które mówi, to wszystko jest naprawdę ciekawe, kiedy się dowiadujemy, że ten gościu nie chciał zrobić tego, co chciał zrobić Gwyn, czy co zrobił, a jednocześnie szukał jakiejś kolejnej drogi, której nigdy nie znalazł.
7906:  BFP - Druga rzecz, która teraz przyszła mi w ogóle do głowy, to czy wy pamiętacie, tak jak jest ta popieprzona zatoka piratów, gdzie w ogóle jakby z dupy się pojawiają ci piraci i sobie mają zatoczkę.
7917:  BFP - jak piraci z Karaibów i nagle wchodzimy do jakiejś kopalni i tam są w ogóle krasnoludy.
7922:  BFP - Takie normalne kurwa krasnoludy w stylu fantasy z długimi brodami i mamy dosłownie jednego albo dwóch takich krasnoludów, którzy rzucają was toporem.
7932:  BFP - Oni rzucają tym toporem i on leci tak, że jesteście w stanie pójść, zrobić sobie zupkę instant, jesteście w stanie zrobić sobie kawę, wrócić z powrotem, a ten topór dalej leci.
7942:  RN - Tak, to jest celowe, bo ten topór możesz odbić atakując.
7947:  RN - Serio?
7949:  RN - Naprawdę?
7950:  BFP - Ale będzie leciał tak samo szybko w jego stronę?
7953:  RN - Nie, on wtedy w bok leci i upada.
7955:  RN - To jest właśnie mechanika, którą oni pokazywali też przedpremierowo, bo one pierwotnie, oni się nazywają grmami i oni byli pokazani na takim wbitym mieczu w kniej upadłych olbrzymów.
7969:  RN - Tam jest taki element z posągu, który jest po prostu rozwalony ze sprawą tych walk tam z olbrzymami, które wróciły po swoją własność, ale już nie wchodząc w szczegóły.
7979:  RN - I tam jeden z takich właśnie gyrmów był na gameplayu przedpremierowym, no i tam ten topór leciał i postać, gracza, próbowała to uderzyć, żeby to się po prostu odbiło, tak?
7991:  RN - No i tam jest właśnie pokazana ta mechanika, no tam się akurat to wbijało mu w głowę, ale podczas zwykłej rozgrywki można jak najbardziej ten topór odbić, także...
7999:  RN - To jest kolejna taka rzadka mechanika, której tak naprawdę większość graczy w Dark Souls 2 nie zauważy, nie?
8008:  RN - Ale która jest obecna, no to fajnie, że takie coś padło dzisiaj.
8012:  BFP - Piękno Dark Souls 2 jest bezdenne, naprawdę.
8015:  BFP - Ostatnia rzecz, którą chcę rzucić, która jeszcze przychodzi mi na myśl i
8019:  BFP - Jak się gra w takich lokacjach jak Majula czy Wieża Heidi to się tego tak nie czuje, ale kurczę uważam, że to jest jednak najbrzydszy z Soulsów.
8028:  BFP - Dla mnie to jest brzydsza gra niż Dark Souls 1.
8031:  BFP - I tu chodzi jasno o takie rzeczy jak jakość tekstur, ale przede wszystkim jeżeli chodzi o art direction i art design.
8038:  BFP - I generalnie jakieś takie, nie wiem czy to jest kwestia efektów świetlnych, czy to jest kwestia designu postaci, wyglądu również przedmiotów, ale
8048:  BFP - Ja przynajmniej odnoszę takie wrażenie, to już wy możecie pewnie potwierdzić, wiedząc trochę więcej też o zakulisowych machinacjach i tym, jak wyglądało podejście From Software do tego, ale mam wrażenie, że oni się bardzo spieszyli nad tą grą, że to jest trochę taki Fallout 2, tylko że Fallout 2 jest jednak genialny, a Dark Souls 2 nie, ale że była pewna presja czasu.
8068:  MD - To jest chyba z czegoś innego, weź pod uwagę, że Miyazaki wtedy przygarnął pieniądze od Sony, poszedł robić Bloodborne'a i to jest dziecko zradzone bez ojca.
8079:  BFP - No nie, no to wszyscy wiemy i wszyscy widzimy, że to chłopaki z piwnicy robili razem tam z krążącym Wendrickiem, ale no nie wiem, bo teoretycznie nie powinno być tak, że mieli jakąś presję czasu robiąc kolejnego Solsa.
8091:  BFP - Wydaje mi się, że w tym przypadku mogło tak być.
8094:  BFP - No bo oni na przykład wycięli masę rzeczy, jeżeli chodzi o fabułę.
8097:  MD - Nie no, każdy Solsy miały bardzo dużą presję czasu.
8100:  MD - Weź pod uwagę, że tutaj wydawcą jest Bandai Namco, które, tak?
8104:  MD - Bandai Namco, tak?
8105:  MD - Czy Koitemko?
8106:  MD - Bandai Namco.
8108:  MD - I Bandai Namco raczej nie jest zbyt lubianym wydawcą, oni bardzo mocno potrafią przycisnąć kogoś i każde Dark Souls'y noszą bardzo dużo znamion przyspieszonego produktu.
8121:  MD - Cała Izalith w Dark Souls'ie, jeden w Dark Souls'ie, nie wiem co tam się będzie w to wpisywało.
8127:  MD - ale to jest zawsze część Dark Soulsów.
8132:  RN - W Demon's Souls cały świat wycięli przecież, nie?
8134:  RN - Tą krajnę z olbrzymi.
8135:  MD - Tak, faktycznie, gdzie jest nawet cały projekt próby odnowienia tego monolitu.
8140:  BFP - W Soulsie 2 wycięto przecież cały ten koncept z przenoszeniem się, znaczy nie no, przenoszenie się w czasie jeszcze jest, tak, ale gdzieś tam początkowe w ogóle materiały pokazywały, że przechodząc przez te tafle wody trafiamy w ogóle do przeszłości,
8155:  BFP - Miała być znacznie większa rola tej Herald, która zresztą jest nawet jej model w grze, który jest dzieckiem, co też pokazuje, że cofamy się w czasie.
8168:  BFP - No dobra, zostawiam Adamie.
8170:  BFP - Teraz tobie przekazuję głos odnośnie jakichś smaczków, wspomnień, spostrzeżeń, jebawek.
8176:  BFP - Zapraszam.
8178:  AS - Właśnie dzięki, że przypomniałeś, bo już miałem się dopytać, jakie było pytanie.
8183:  AS - Ale zgadzam się z Tobą co do Vendricka i tutaj widziałem Akira też bardzo fajnie napisał na czacie, że historia Vendricka jest najciekawszą historią głównego Monarchy w całej serii i myślę, że mogę się z tym zgodzić.
8195:  AS - Jest to postać bardzo zniuansowana, ciekawa.
8198:  AS - Myślę, że pod wieloma względami nawet ciekawsza od Głyna, ale
8204:  AS - Moim takim highlightem i jednocześnie ulubioną postacią w tej grze to jest postać, postać Nashandry, czyli właśnie takiej ultimate królowej, królowej ciemności, która po prostu sączy swojemu królowi, swojemu małżonkowi gdzieś ten jad do wnętrza duszy i to po prostu powoli, powoli, ale coraz bardziej, coraz bardziej eskaluje i też spotkania, spotkania z nią w grze, no okej, jedno spotkanie z nią przed finałową walką jest takie bardzo też,
8234:  AS - osobliwe.
8235:  AS - Ona się znajduje w takiej bardzo dużej odległości od nas, też co zaznacza też jej status.
8241:  AS - Bardzo mi się to podobało, że my, no hej, jesteśmy tylko jakimś tam pionkiem, który się wpieprzył do zamku i teraz się tam rządzi, ale ona jako ta dumna królowa, która oczywiście skrywa mroczne oblicze, dalej gdzieś stoi gdzieś na straży tego zamku.
8259:  AS - I też
8262:  AS - Cudowne jest przedstawienie jej jako człowieka, bo gdy widzimy na przykład jej portrety w samej grze, ona się po prostu jawi jako taka po prostu anielica, taka po prostu złota kobieta i tak dalej, i tak dalej, i tak dalej.
8280:  AS - Bardzo dobra, litościwa.
8282:  BFP - Sprząta, gotuje.
8285:  AS - Ty to powiedziałeś.
8287:  AS - A później jak wychodzi jej prawdziwe oblicze, no to...
8291:  AS - Wiemy, jak to wygląda.
8294:  RN - Jeden z portretów nawet nabija klątwę, jak podejdziesz, nie?
8297:  AS - Tak, racja, dzięki za przypomnienie, dokładnie.
8300:  AS - Faktycznie.
8303:  AS - To też taki sygnał.
8305:  AS - Tak, to jest sygnał, że cholera, coś jest nie tak z tym jej wizerunkiem, że pod tym wizerunkiem tej pięknej, litośliwej kobiety kryje się coś niedobrego.
8315:  BFP - Prawdziwa fatalna.
8318:  BFP - dokładnie nagi instynkt w wykonaniu Drangleic ale tak, to jest bardzo dobre określenie jest w tym coś faktycznie, coś w tym jest jeszcze jej siostry Krzysztofie, smaczki, fidrygałki, rzeczy, które przechodzą ci na myśl kiedy myślisz Dark Souls 2 i czujesz, że nie możesz utrzymać tego dłużej swojej duszy
8336:  KMM - Ja mam jedną rzecz, która nie będzie w żadnym playthrough, z tego względu, że jest oryginalna dla mojego.
8342:  KMM - I to z uwagi na to, że to jest komponent multiplayer, którego nie znoszę, nienawidzę, nie cierpię.
8346:  KMM - Gdybym mógł wyeliminować gry multiplayer w ogóle z tego świata, to byłaby to jedna z pierwszych decyzji, które podjąłbym w mojej dystopii.
8353:  KMM - Ale niestety nie mogę tego zrobić, ponieważ w mojej dystopii nie ma.
8356:  KMM - Więc jeżeli chodzi o komponent multiplayer, podchodzimy jak
8359:  KMM - Pies dojeżdża do tego i ludzie mi mówili, Krzysztof, daj spokój.
8361:  KMM - No i pierwsze cztery razy oczywiście moja postać, gołodupiec, lata sobie z tym kijaszkiem, ma trzy kule ognia najwyżej, czy strzały dusz, nic nie jestem w stanie ubić, a mam gigantyczne skłody do zabicia przeciwników.
8374:  KMM - No i oczywiście wbija tutaj jakiś łucznik 30 leveli z nade mną, 3000 godzin Dark Souls 2 nabite i z rechotem dużym mnie zabija, a ja jestem wściekły.
8383:  KMM - No i parę razy tak było i ja zacząłem wtedy mój rant na to, jak ja nienawidzę gier multiplayer i jak komponentów multiplayerowych, po czym nagle pojawił mi się na streamach rycerz Haydenite, który to całkowicie z nieprawdopodobną cierpliwością prowadził mnie w kol...
8400:  KMM - Podczas eksploracji, tutaj jest sekret, tu jest ważna rzecz do zrobienia, ale żeby mnie przekonać, że nie jest wrogiem, ponieważ ja zacząłem go zasypywać zaklęciami wściekły i rozjuszony, on mi przywalił wielką łyżką parę razy i mnie sprowadził do parteru.
8416:  KMM - Ja za każdym razem nie wierzyłem w to, że on chce zrobić coś dobrego i w którymś momencie rzeczywiście człowiek,
8422:  KMM - ewidentnie musiał tak bardzo rushować ten komponent multiplayerowy, że wbijał do mnie na streamie i prowadził mnie w poszczególne miejsca i ludzie autentycznie wraz ze mną bardziej oczekiwali jego przybicia niż czegokolwiek innego i dla mnie to jest ciekawe, bo pomyślałem sobie, że to jest chyba najlepsze świadectwo, jakie można wystawić społeczności jakieś gry, to znaczy, że nawet Dark Souls 2
8441:  KMM - ma tak oddany fanbase, że potrafią pojawić się tam ludzie, którzy powiedzą, chodź graczu, ja cię tutaj poprowadzę, tutaj nie jest tak źle, jak wszyscy mówią.
8449:  KMM - I to jest przepiękna rzecz, to jest powód, dla którego kocham gry, że wciąż są tacy ludzie, którzy swoją pasją i miłością do tytułu potrafią zarazić innych i nawet złamać różnego rodzaju uprzedzenia, tak?
8460:  KMM - Mnie dużo, dużo, dużo ludzi musiało namawiać, żebym zagrał w God of War i finalnie przyczyniło się do tego Dragon Fucking Dogma, bo mi wypadła gra z grafiku streamów.
8469:  KMM - I teraz nie żałuję i odszczekuję wszystko to, co mówiłem o barbarzyńcach w grach wideo.
8473:  KMM - Tak samo tutaj, zjawił się w którymś momencie randomowy, obcy gracz, który śledził streamy, prawdopodobnie wbił i powiedział, że on mnie przekona, że ten multiplayer ma też drugą wersję, tą piękniejszą.
8485:  KMM - No i to było wspaniałe doświadczenie, ale ono zostało poniekąd zaprojektowane przez From,
8490:  KMM - Poniekąd nie.
8491:  KMM - Nie dało się takiej emergentnej sytuacji przewidzieć, ale zostały wprowadzone bazowe możliwości, żeby ktoś coś takiego mógł uczynić i to mi się bardzo spodobało.
8500:  KMM - A to jest też ciekawe, bo to chyba był jedyny moment, kiedy rzeczywiście miałem włączonego tego multiplayera, ponieważ w Dark Souls 1 i w Dark Souls 3 miałem to absolutnie wyłączone w diabły, więc też omijało mnie sporo smaczków w postaci napisów i tak dalej.
8512:  KMM - Wolałem to mieć wyłączone.
8514:  KMM - A Dark Souls 2 mnie przekonało, że miejsca włączone i już wiem, że dodatek Shadow of the Archery rozpoczynamy z włączonym trybem multiplayer, jak nie ja.
8521:  BFP - Krzysztof jest tak stary, że na tryb online mówi multiplayer, a na spartanina mówi barbarzyńca, ale to wszyscy jedni wikingowie.
8531:  BFP - Rafale, twoje jakieś złote myśli na koniec odnośnie tej wspaniałej gry, które przychodzą ci na podstawie twoich playthrough.
8541:  RN - Uważam, że mroźne obrzeża z Dark Souls 2 powinny zostać usunięte w patchu.
8547:  RN - To jest myśl przewodnia.
8548:  BFP - Razem z kapliczką Amany zaznaczmy tutaj jeszcze życzenie Mateusza.
8552:  RN - Kapliczka Amany chociaż ma ogniska, a te mroźne obrzeża nie mają nic, nie?
8557:  RN - Ja uważam, że to jest po prostu najgorsza lokacja, jaką oni kiedykolwiek zrobili.
8562:  RN - Naprawdę.
8562:  RN - Przebieganie przez pustą lokację, w której respią się reniferki i co jest ciekawe,
8569:  RN - U nich, jak robiłem wyzwanie, to da się wybić te renifery, żeby one się nie respiły, ale nie wiem, czy wiecie, jak to działa.
8575:  RN - U nich jest tak, że jak renifer pojawia się po raz pierwszy, to to jest, podczas pierwszej zamieci, to to jest pierwszy zestaw respów.
8582:  RN - Jeżeli pojawia się druga zamieć, to to już jest kolejny zestaw respów i musielibyście wybić tego samego reniferka w tym samym miejscu na przykład 30 razy.
8590:  RN - Wszystkie burze, każda kolejna burza ma kolejny resp, tak?
8593:  RN - Rozumiem.
8593:  RN - Tak, tak, w sensie musisz po prostu przebiec i jak masz pierwszą burzę, musisz zabić tego przeciwnika, przebiegasz do kolejnej burzy, zabijasz kolejnego renifera, przebiegasz do punktu bezpiecznego, przebiegasz dalej.
8602:  RN - Czyli musisz w tym samym ryzmie ich zabijać tak naprawdę.
8604:  RN - Tak, tak, tak, dosłownie.
8605:  RN - Znaczy później to nie ma problemu, bo de facto to się sprowadza do tego, że musisz ich tam wybić chyba 15 razy, nie wiem, czy 12, czy 13, czy 15, kilkanaście razy trzeba zabić tego wroga, żeby to się nie respiło.
8615:  RN - Szczerze to tak, uważam, że Dark Souls 2 jest bardzo ciekawym eksperymentem, który dał dużo dobrego do Dark Soulsów, dużo tutaj było odważnych decyzji, tak eufemistycznie to ujmując, które w niektórych wypadkach dobrze wyszły i naprawdę się sprawdziły, jak chociażby możliwość swobodnej teleportacji między różnymi właśnie ogniskami, co zostało już z nami na stałe.
8639:  RN - chociażby, to to jest bardzo dobra rzecz.
8642:  RN - I o ile uwielbiam właśnie Dark Soulsa 1, no to po prostu widać po tych światach, jakie oni zrobili później, że nie zawsze już dałoby się zrobić tak idealnie po prostu połączony ze sobą świat, gdzie te lokacje byłyby tak dobrze skondensowane po prostu, żeby brak tego teleporta był po prostu do przyjęcia.
8663:  RN - Jeżeli chodzi też o taką rozgrywkę stricte, stricte gameplay, no to uważam, że Dark Souls 2 bywa trochę za bardzo czasem jechane, z tego względu, że nie jest to na tyle właśnie solus lajków, to jak Iszak wspomniał, tak zła gra, to jest najmniej udany Dark Souls moim zdaniem, chociaż to też zależy od tego, kto szuka, bo mnóstwo osób powie,
8692:  RN - Dark Souls 2 jest najlepsze, ma najlepszy tryb walki z innymi graczami, ma najlepsze PvP.
8697:  RN - Mnie to totalnie nie obchodzi, bo to jest i zlagowane i powtarzalne straszliwie, bo zazwyczaj no po prostu walka z innym graczem no polega na tym, że się gonicie, potem walczycie sobie no i za chwilę się przywołujecie do kogoś innego, ale mimo wszystko
8712:  RN - za sam projekt, za tą samą odwagę, jeżeli chodzi o eksperymenty.
8719:  RN - Ja uważam, że Dark Souls'a dwójkę, kurde, no jak ktoś kupi Souls'y, no to trzeba po prostu ograć, mimo tej złej opinii, często mocno krzywdzącej, dlatego, że tę opinię wydają zazwyczaj osoby, które już Dark Souls'y wszystkie przeszły, albo są w trakcie i widzą te bolączki, o których tutaj dzisiaj wspominaliśmy.
8738:  RN - Natomiast nawet
