THE LAST OF US odc. 9 FINAŁ | Omówienie i Analiza
🔗 https://www.youtube.com/watch?v=InCexO5WMJ8
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

7:  BFP - Ja zwykłem te nasze poniedziałkowe spotkania zaczynać od słów
4500:  GW - Wciąż tych rzeczy, które pokazują ten klej narracyjny pomiędzy postaciami, jest tego za mało dla niektórych osób.
4507:  GW - Jestem w stanie to zrozumieć.
4509:  BFP - Tak, znaczy do dwóch rzeczy się szybko odniosę.
4512:  BFP - Po pierwsze widziałem jeszcze taki argument na czata, który absolutnie przyjmuję, ale teraz go odbiję, że ale w grze spędziłeś z tymi postaciami więcej czasu.
4520:  BFP - Tak, wykonując w 90% te same czynności.
4523:  BFP - Strzelanie.
4524:  BFP - Strzelając, uciekając, kryjąc się i kraftując apteczki i koktajle mołotowa.
4530:  BFP - No ale to jest czas narracji.
4532:  BFP - Nie, to nie jest czas narracji, to jest czas gry.
4535:  KMM - To jest czas... Nie, to jest czas gry.
4536:  BFP - Znaczy nie spierajmy się do terminu.
4539:  KMM - Jeżeli grasz, to tworzysz narrację.
4542:  KMM - Bardzo łatwo to sprawdzić, to znaczy przejść z gry z jednego końca pomieszczenia na drugi koniec pomieszczenia i spróbuj o tym opowiedzieć.
4551:  BFP - Jak grasz Forza Horizon albo Fifę, to też tworzysz narrację?
4554:  KMM - Tak, oczywiście, że tak.
4555:  BFP - Okej, no dobra.
4556:  GW - Ale to nie jest gra narracyjna, to można się pokłócić.
4559:  KMM - No więc dlatego mówię, że to nie ma sensu wchodzić, bo to są terminy, ale to nie ja zacząłem poprawiać używane terminy.
4564:  KMM - Więc chciałem tylko zaznaczyć uprzejmie, że jeżeli mamy narrację w jakiejkolwiek grze, to wtedy to jest doświadczenie jakieś, tak?
4572:  KMM - Na tym się cholera jasna opierają solsy.
4575:  KMM - Nie wmówisz mi Filip teraz, gdy jesteś autorem eseju na temat solsu, bardzo emocjonalnego,
4580:  KMM - że to jest tylko napierdalanka z bossami, bo w świetle tego, co mówisz, tak by to należało powiedzieć.
4585:  KMM - To jest napierdalanka z bossami, błądzenie po labiryntach i ginięcie.
4588:  KMM - No nie, to jest narracja.
4590:  KMM - I to samo jest w The Last of Us.
4591:  KMM - To jest narracja o ludziach, którzy się zmagają z nieustającym, napierającym na nich ze wszystkich stron zagrożeniem.
4598:  KMM - Muszą bez przerwy znajdować jakieś rozwiązania.
4601:  KMM - Każda scena dialogu wybrzmiewa podwójnie, bo jest spokojna, bo jest czas na to, żeby wymienić się jakimiś one-linerami, które będą rezonować, a tutaj masz długie ujęcia ludzi, którzy błąkają się po jakichś dziwnych miejscach, nikt ci nie mówi gdzie i są te one-linery, nie ma tego zagrożenia i ty mi mówisz, że dla zbudowania relacji wystarczy, żeby pojawiły się cztery kluczowe wydarzenia w serialu.
4624:  KMM - No nie!
4625:  KMM - Najwyraźniej właśnie to nie wystarcza w zupełności do zbudowania takiego doświadczenia narracyjnego, które będzie porównywalne.
4632:  BFP - Ok, to po kolei.
4634:  BFP - Soulslikie mają wybitną narrację światotwórczą i mierną narrację, którą faktycznie ogrywamy.
4640:  BFP - Ponieważ chodzi w niej zawsze o to, żeby zabić pięciu bossów, znaleźć jakiś magiczny przedmiot, który pozwoli nam coś zrobić i potem zabić ostatniego bossa.
4647:  BFP - To wszystko.
4648:  BFP - Nasza postać nie ma żadnej psychologii, nie rozwija się,
4651:  BFP - A jedyny jej cel jest niemalże zawsze w każdym samym, w każdym Souls-like'u jest niemalże taki sam.
4656:  BFP - Natomiast mitologia, która jest w tym świecie jest fascynująca.
4659:  BFP - To jak sobie składamy w całość to, co się wydarzyło w tym świecie i jak poznajemy historię postaci pobocznych, bo nie swoją, to jest intrygujące.
4669:  BFP - Natomiast przecież przeszedłeś Red Dead Redemption, która jest naprawdę świetną narracją.
4674:  BFP - Jakbyś tam wprowadził wybór, to byś zarżnął tę grę.
4678:  BFP - Ale tam nie mogłeś dać wyboru, bo to jest prequel.
4693:  BFP - Ale no nie, no Artur Morgan może sobie żyć gdzie indziej, przepraszam za spoiler dla wszystkich, którzy nie grali.
4698:  BFP - Ale to jest prequel, to jest troszeczkę ogranicza.
4699:  BFP - Ale co to ma znaczenie, bo prequel opowiadałem o Johnny Marstonie, a nie o Arturze Morganie.
4705:  GW - Ale słuchajcie, ja rozumiem tutaj przerzucanie się argumentami, tylko że wciąż nie gadamy o grze, tylko o adaptacji gry i o zupełnie innej, także może wróćmy do tego, bo… Ale nie, ale zmierzam do tego, dlaczego…
4719:  GW - Ale wiecie, łapiecie się o słówka i rzeczy związane stricte z grami, a narracją w grach, która jest troszeczkę inna niż tutaj w serialu.
4727:  BFP - Na tym zawieszony jest argument Krzysztofa, że ja chciałbym mieć do wyboru grę.
4732:  BFP - Nie zagram, bo nie będę miał wyboru.
4734:  KMM - Nie, nie, nie.
4735:  KMM - Ja mówiłem teraz o doświadczeniu, które jest.
4738:  KMM - Doświadczenie narracyjne się krańcowo tutaj różni.
4740:  KMM - To znaczy, że nie wybrzmiewają pewne relacje, które ewidentnie dla was rezonują w taki sposób dla widza, który się pozbawił tej perspektywy z własnej woli, żeby nie było.
4750:  KMM - I ja też, zauważcie, nie mówię, że to jest dobra adaptacja, nie mówię, że to jest zła adaptacja, bo nie mam prawa tego powiedzieć, więc oceniam to jako serial.
4759:  KMM - Tak samo jak oceniamy jako serial Rings of Paula, który nie może być adaptacją z tego względu, że nie ma materiału źródłowego dla niego.
4765:  KMM - Natomiast tam też wmawiano mi, że pewne rzeczy mam się domyśleć i tak dalej.
4770:  KMM - I zawsze będę uważał, że jeżeli za dużo musimy powiedzieć, za dużo musimy wyjaśnić ludziom tego, dlaczego oni tutaj są, dlaczego on czuje to, co czuje, dlaczego oni czują to, co czują, to po prostu jest za mało tego contentu fabularnego tym razem.
4783:  KMM - Znaczy, albo to czujesz, albo nie.
4786:  BFP - Do takiej podstawy możemy to chyba sprowadzić.
4789:  BFP - Są ludzie, którzy piszą, że czują.
4791:  BFP - Są ludzie, którzy piszą, że nie poczuli podobnie jak ty.
4795:  BFP - Ja mogę tylko powiedzieć, dlaczego cieszę się, że gra nie dała wyboru.
4799:  BFP - I dlaczego cieszę się, że ten serial ma takie zakończenia, a nie inne.
4802:  BFP - Bo jak powiedział też Craig Mazin, i ja się z tym całkowicie zgadzam, i to była moja największa obawa i pierwszy punkt, który mówiłem, kiedy mówiłem o swoich oczekiwaniach względem serialu.
4810:  BFP - Jak zmienisz to zakończenie, to jesteś debilem.
4813:  BFP - to po prostu zniszczyłeś jedną z najlepszych narracji, jakie dały nam gry wideo.
4818:  BFP - No ale to rozwiń to, proszę.
4819:  KMM - Strasznie nie lubię takich tekstów.
4821:  BFP - Ale to jest to, co powiedział Craig Mazin.
4824:  KMM - I ja się z tym zgadzam.
4826:  KMM - Nie ma racji tak stawiając sprawę.
4828:  BFP - Ale to przepraszam, bo jak Rings of Power zmienili całkowicie względem tego, co znasz, no to tam miałeś zarzuty.
4833:  KMM - Dlatego, że twórcy mówili mi, że jesteśmy kretynami.
4837:  KMM - Na tym polega problem, że twórcy generalnie obrażający swoich widzów to nie jest
4842:  BFP - Ale nie, nie, to nie było względem widzów, to było względem twórców.
4844:  BFP - Gdyby twórca to zrobił, to byłby idiotą, bo wziąłby naprawdę doskonale napisane zakończenie, co do czego można mieć jakąś zgodę, ponieważ ta gra zebrała naprawdę wiele wyróżnień, sprzedała się naprawdę znakomicie i miała naprawdę znakomite wyróżnienia i wciąż jest uważana za jedną z lepszych gier ostatniej generacji i gdybyś to zmienił, to naprawdę grałbyś wtedy z ogniem.
4867:  KMM - Dla mnie zakończenie, które jest i w grze i w serialu, w związku z tym mówimy tutaj o tym samym rozwiązaniu, jest bezsensowne pod względem świata, w którym się znaleźli bohaterowie.
4879:  KMM - Gdyby to nie był świat, w którym jest tego rodzaju zagrożenie, to bym to prędzej kupił.
4883:  KMM - A tak, to jest na pewno decyzja, która jest bardzo trudna do oceny etycznej, z tego względu, że Joel jest egoistą
4892:  KMM - Z tego względu, że nie mamy gwarancji, bazując na tym, co jest w serialu, że Ellie czuje do niego to samo, co on, ponieważ nie znamy backgroundu Ellie w tym samym stopniu, w jakim znamy background Joella i to z perspektywy Joella jest cały serial, nie są to dwie perspektywy narracyjne, to Joel jest głównym bohaterem tego serialu i bardzo bym kłócił się z każdym, który stwierdził, że ten bohater, że ten serial ma dwóch bohaterów.
4916:  KMM - Więc nie mamy perspektywy Ellie, żeby to ocenić.
4919:  KMM - I całe zachowanie Ellie po wyjściu ze szpitala, aż do samego końca serialu, mówi nam jedną rzecz, że ona by nie podjęła takiej decyzji jak Joel.
4927:  KMM - Tu się zgadzamy.
4928:  GW - Znaczy to tutaj...
4931:  GW - No właśnie, bo to jest to, że cała wiedza Eli o jej stanie od momentu pójścia na operację bazuje znowu na kłamstwie, zarówno od strony Marlene, która nie powiedziała, jakie jest zagrożenie i nie wiemy, jaką wtedy by podjęła decyzję, chociaż Eli była bardzo zdeterminowana i możemy się tylko domyślać albo kreować w głowie to, że ona by powiedziała, ale Eli, wiesz co, jak ci otworzymy głowę, to zginiesz.
4959:  GW - Chuj tam i tak po prostu tyle osób zginęło za mnie, żebym ja dotarła na miejsce.
4964:  GW - Zginę, ale uratuje ludzkość.
4966:  GW - Być może chciałaby być takim Mesjaszem.
4968:  GW - Ale nie będzie nam to dane wiedzieć.
4971:  GW - I właśnie Ellie sama nie wiedziała jaka jest tutaj stawka.
4976:  GW - Natomiast potem znowu Joel okłamuje Ellie mówiąc, że po prostu nie wyszło, że wszyscy zginęli przez tych najeźdźców itd.
4988:  GW - No ale to też wszystko było oczywiście zrobione z określonego powodu.
4992:  GW - Po pierwsze, Marlene jako lider, który kieruje grupą, która faktycznie chce zmienić, odmienić los ludzkości, przyzwyczaiła się do trudnych decyzji poświęcania jednego człowieka w imię wyższej idei.
5009:  GW - Była gotowa na taki wybór i taką decyzję.
5011:  GW - Natomiast Joel, który
5015:  GW - z własnych wewnętrznych powodów i tego, że jeżeli Eli umrze, straci jedyną swoją kotwicę, którego trzeba przy rzeczywistości, no stwierdził inaczej.
5027:  GW - No i tutaj wchodzimy znowu w ten etap tego wyboru i czy on był moralny, czy nie.
5033:  GW - Czy powinniśmy przyjąć perspektywę?
5036:  GW - No właśnie, tylko że tutaj.
5037:  GW - Ja rozumiem wtedy, w tym momencie tą argumentację Krzysztofa, że skoro została tak...
5043:  GW - niewystarczająco dla niego zarysowana ta narracja, więc twoimi oczami Joel, za mało wykazano tutaj relacji, że on jest ojcem Ellie, dlatego też jego decyzja wydaje ci się absurdalna, w sensie, że jest bezsensowna.
5061:  KMM - Przecież ja wiem, jak to w grze zostało zegrane.
5064:  GW - Więc zakładając, zakładając, no to teraz tylko przyjmij na chwilę bardziej abstrakcyjny przykład, zakładając, że te wszystkie relacje pomiędzy Elim a Joellem byłyby lepiej zarysowane, gdzie jeszcze byłaby gdzieś tam ta stawka pokazana bardziej, gdzieś ta więź lepiej zarysowana, wyraźniej, że faktycznie oboje przechodzą z relacji najpierw
5091:  GW - przesyłka i kurier, później przez przyjaciół, a potem, którzy muszą sobie zaufać, żeby przeżyć, a na końcu ojciec i córka, to wtedy czy ta decyzja Joe'la byłaby dla ciebie bardziej zasadna i mniej bezsensowna?
5106:  KMM - Powiem w ten sposób.
5108:  KMM - O wiele więcej czasu ekranowego poświęcono
5113:  KMM - transformacji relacji między Joelem a Ellie od przesyłki kuriera do przyjaciół, niż od przyjaciół do rodzica córki.
5122:  KMM - To znaczy ta ostatnia czasowo, czas ekranowy, dwa odcinki, półtora odcinka.
5127:  KMM - Natomiast wcześniej cała reszta i włącznie nawet z odcinkiem trzecim, gdzie to się pojawia, nawiasem mówiąc, bardzo krótko, ale się pojawia.
5134:  KMM - Więc myślę, że tutaj leży problem i cały czas
5137:  KMM - Wracam do tych samych swoich zarzutów, zauważcie.
5139:  KMM - To znaczy mówię o kompozycji, o czasie narracji i o tym, w jaki sposób opowiadana jest nam historia.
5145:  KMM - Za bardzo skompresowano końcówkę i finał serialu.
5149:  KMM - To jest troszeczkę tak, jakbyśmy mieli punkt kulminacyjny i później już nie było tego, co jest w każdym, to się nazywa bodajże piramida Freitaga, tak, narracyjna.
5157:  KMM - To znaczy, że macie akcję, która się wznosi, punkt kulminacyjny i opadanie akcji.
5161:  KMM - To ma być zbalansowana struktura.
5163:  KMM - Może się przechylić troszeczkę w tę stronę, ale ma być zbalansowana.
5167:  KMM - Punkt kulminacyjny, cięcie.
5169:  KMM - I za bardzo nie było czasu w ogóle, żeby wziąć oddech, żeby się zastanowić nad wszystkim.
5175:  KMM - Może ostatnie minuty tego odcinka trochę to rekompensują i dla mnie są zdecydowanie najlepsze.
5181:  KMM - Natomiast jeżeli chodzi o budowanie relacji, to tutaj właśnie się dlatego spieram tak z wami, że uważam, że było tego po prostu za mało w tej drugiej fazie.
5190:  KMM - To jest o wiele ważniejsze, wiecie.
5192:  KMM - Tak mi się przynajmniej wydaje, że budowanie relacji rodzicielskich, które wcale nie są oczywiste, nawiasem mówiąc, przy rodzicach biologicznych, od przyjaciela do naprawdę kogoś, za kogo jesteśmy w stanie się poświęcić, albo kogo jesteśmy w stanie uratować, wiedząc, że równocześnie skażemy 8 miliardów ludzi, to są zupełnie inne poziomy.
5211:  GW - Zrobienie faktycznie tej relacji na zasadzie
5217:  GW - Bo to jest tak, na początku mam tą relację taką, że Joel kurier, Ellie przesyłka.
5223:  GW - Potem zrównuje się nam ta relacja, a potem znowu twórcy musieli dokonać zrobienia tej relacji bardziej znowu skośną, tylko że nie na
5235:  GW - nie na poziomie właśnie kurier, przesyłka, a na poziomie ojciec i córka i rozumiem, że tutaj tego czasu pracy nad tą skośnością jest za mało i w sumie jestem w stanie to zrozumieć.
5247:  GW - Mi tego nie brakowało osobiście, ale rozumiem twoją argumentację w tym zakresie faktycznie.
5252:  BFP - Dobra, to po pierwsze popatrzcie jak wygląda relacja Joela i Sary, która wyglądała niemalże jak przyjacielska, nie tylko rodzicielska.
5263:  BFP - Była bardzo podobna do tego wszystkiego, co jest z Ellie.
5267:  BFP - To jak oni sobie docinają, to jak ona mówiła... Ale to jest ta powierzchowna część.
5272:  BFP - No ale to jak jej chcesz jeszcze?
5274:  BFP - To znaczy konkretnie, nazwijmy to, bo ja mogę powiedzieć konkretnie sceny, które pokazywały
5280:  BFP - jak Joel bierze pod swoje skrzydła Ellie i traktuje ją jak córkę.
5285:  GW - Powiem Ci dokładnie, gdzie to nastąpiło.
5287:  GW - Oczywistym przykładem jest to, jak mówi do niej w końcu Baby Girl.
5291:  GW - To jest taki ultimatywny przykład dla mnie.
5294:  BFP - A ja wcześniej, szósty odcinek, kiedy wyjeżdżają z Jackson, uczy ją strzelać z broni.
5299:  BFP - Uczy ją strzelać z broni, bo to jest ta jedna rzecz, której chciał.
5302:  GW - Ale przecież Sara... Ale Sara była anty... w ogóle przemocowa w tym zakresie, że ją przemoc obrzedziła.
5314:  GW - Ale chcesz pokazać, że przez to, że Eli nauczył strzelać, ta relacja w jakikolwiek sposób jest podobna pomiędzy nim a Eli, a nim a Sarą.
5324:  GW - Nie, absolutnie się nie zgadza.
5325:  BFP - Że jest inna niż po prostu przyjacielska.
5328:  BFP - Tak.
5328:  BFP - dokładnie w tamtym punkcie w którym wyjeżdżają z Jackson i dopiero i przepraszam bo naprawdę mam wrażenie jakbyście nie wiem wycinali jakieś fragmenty z tego serialu dokładnie w scenie w której doszło do konfrontacji między nimi i Joel powiedział to mi się tobą zajmie bo ja nie mogę a ona powiedziała ja nie mam nikogo w życiu poza tobą a on mówi nie jesteś moją córką i wychodzi następnego dnia czeka na nią w stajni
5356:  GW - Tak, bo następuje korekta jego poglądów przez noc, tak jak przemyślał to wszystko, wiedział, że powiedział za dużo i tak dalej.
5365:  GW - Jasne, ale widzisz, to nie jest sam fakt tego, że ją nauczył strzelać.
5370:  GW - To jest pokłosie tego, że zaczął na nią patrzeć inaczej.
5373:  GW - To nie jest powód, to jest dowód na to tylko, że w jakikolwiek sposób, albo raczej efekt tego, że zaczął na nią patrzeć inaczej.
5380:  GW - To, że zaczął patrzeć na nią inaczej dowodem na to jest...
5385:  GW - Właśnie ta scena później wstajni.
5387:  GW - Więc ja rozumiem tutaj jakby tą ciągłość czasową i ten ciąg przyczynowo-skutkowy, ale właśnie jak ta rozmowa jest przyczynkiem do tego i potem rozmowa wstajni jest tym zawiązaniem tego, jak na siebie patrzą, to strzelanie jest skutkiem, a nie tym, że on nagle... Spoko, olejmy strzelanie.
5410:  BFP - Chodzi mi o scenę, która następuje właśnie wcześniej.
5413:  BFP - Że ona nie musi wyśpyć
5415:  BFP - No co, powiedziałeś, że nie jesteś moim tatą, a jednak będziesz ze mną jechał?
5419:  BFP - Tak, ponieważ traktuję cię jak przyjaciół.
5420:  BFP - Nie, oni nie potrzebują tego mówić.
5423:  BFP - My to wiemy, po to mieliśmy sceny, które działy się wcześniej.
5425:  BFP - I następnie, zakończenie ósmego odcinka, kiedy ją przytula i mówi do niej dokładnie słowa, które powiedział swojej umierającej córce.
5433:  BFP - Jakby to mi wystarczy.
5434:  BFP - Ja rozumiem... Widzisz, ja rozumiem, że tobie wystarczy, niektórym nie wystarczy.
5439:  GW - Jest ten tylko problem.
5440:  KMM - Ja to rozumiem również.
5441:  KMM - Ale wiesz, ale mówisz, że my wiemy, nie?
5443:  KMM - A to właśnie cała rzecz polega na tym, że narracyjna wiedza, a to, co widzisz, to są dwie różne rzeczy.
5448:  KMM - I ten serial w zasadzie jest świetnym materiałem do analizy filmoznawczej.
5454:  KMM - Właśnie pod kątem tego, co jest narracyjną wiedzą, a co jest narracyjnym spojrzeniem.
5458:  KMM - Bo tutaj się to kompletnie rozjeżdża.
5460:  KMM - Pokazują nam rzeczy, które wybrzmiewają, ale dopiero w kontekście wiedzy, którą pozyskujemy 7 odcinków dalej, na przykład.
5467:  KMM - I tak, oczywiście można w ten sposób pisać relacje, ale o wiele mniej skomplikowane i złożone.
5472:  KMM - Ja tylko zadaję wszystkim, którzy wątpią,
5474:  KMM - i czy nie zgadzam się z moją interpretacją, żeby zadali sobie pytanie, co by było, gdyby ten serial pisał George R. R. Martin?
5480:  KMM - Czy wtedy też by się okazało, że jesteśmy w stanie tak samo ładnie przewidywać relacje ojca i córki?
5487:  KMM - I czy rzeczywiście takie decyzje byłyby proste?
5489:  KMM - Bo one nie są proste i przy wszystkich wadach Martina on dość dobrze to pokazuje.
5494:  KMM - że niezależnie od tego, co sobie możemy wymyślić, czasem się zdarza tak, że ludzie podejmują decyzje, które są irracjonalne.
5501:  KMM - I jakby irracjonalność decyzji Joela jestem jeszcze w stanie pojąć, natomiast nie w takich warunkach, w jakich się znalazł.
5508:  KMM - No i na pewno, tu jeszcze ktoś na czacie fajnie napisał, tylko już nie zdołałem tego wybić, więc nie pamiętam kto,
5514:  KMM - w kontekście tej stopniowalności różnych relacji międzyludzkich.
5517:  KMM - Przecież w kinie drogi bardzo często mamy coś takiego, że jest jakiś mistrz, nie wiem, przewodnik nasz, czy nauczyciel, ktokolwiek inny, prawda?
5524:  KMM - Jest bardzo dużo różnych typów i rodzajów relacji międzyludzkich, żeby sprowadzać je tylko do jakiejś checklisty, że a tak, powiedział do niej curuniu, to tak, to jest ojcem.
5535:  KMM - No nie, znaczy to trzeba jeszcze poczuć.
5537:  BFP - No właśnie, ja to poczułem, a tego nie usłyszałem.
5540:  BFP - Dokładnie to, znaczy nie powiedział do niej tego,
5543:  BFP - ale potrafił to przekazać przez czyny, przez słowa, przez wszystko, co nie zostało powiedziane.
5549:  GW - Shall don't tell, tylko że za mało wciąż, ja widzę tutaj, gdzie to może być za mało pokazane, dlatego niektórym po prostu może to, co założyli twórcy, na pewno oni to już, wydaje mi się, że miejscami właśnie odlecieli w tym,
5564:  GW - To, co my jesteśmy w stanie przyjąć Filipy, a to, co widzowie, którzy tego nie poczuli, nie przyjęli w ten sposób, może po prostu być dla nich za mało.
5574:  BFP - Mam jeden apel i jedną prośbę dla wszystkich na czatach.
5579:  BFP - Po pierwsze, bo naprawdę nam zależy na pewnej kulturze dyskusji.
5583:  BFP - Po pierwsze, starajcie się naprawdę unikać tekstów rodzaju Filip 1000% racja.
5589:  BFP - Krzysztof, top, top, top!
5590:  BFP - Ale niech sobie komentują, po prostu nie reaguj na to, nie podsycaj troli.
5595:  BFP - Nie no, to nie są trole, to są osoby, które przychodzą do nas na live'y i bardzo często zgadzają się, nie zgadzają, mają komentarze.
5602:  KMM - Ale Filip, jak wybijasz, inaczej, decyzja wybicia komentarza czyni z niego content.
5608:  KMM - Więc pamiętaj też o ludziach, którzy będą tej rozmowy słuchać.
5611:  BFP - Chciałem tylko powiedzieć, że my naszej dyskusji nigdy nie sprowadzamy do tego, że któryś z nas myśli plus jeden albo tysiąc procent.
5619:  BFP - I tak samo też jak mówię, że
5623:  BFP - Gra i serial mogą istnieć, egzystować niezależnie od siebie.
5627:  BFP - No mogą, no bo są osoby tutaj, które z nami siedzą, które nie grały w grę, obejrzały ten serial i poczuły ten serial dokładnie tak jak na przykład ja, kiedy pierwszy raz grałem w tę grę, więc jakby powtarzanie w nieskończoność, poczułeś to w grze i już ci tak zostało.
5641:  BFP - jest jakby sprowadzaniem tej dyskusji także na czatach do takich rzeczy, do których nawet nie sposób się odnieść, więc po prostu zachęcam wszystkich do tego, żeby starali się argumentować to, co czują, to, co myślą, niż tylko posługiwali się słowami, wytrychami czy kluczami na zasadzie top, plus jeden, nie rozumiesz, nie czujesz, grałeś, więc czujesz i tak dalej, i tak dalej.
5662:  BFP - Ale proszę, oddaję.
5662:  S02 - Każdy ma prawdę swojej opinii.
5663:  BFP - Nie, absolutnie, ja tylko zachęcam.
5667:  BFP - Tak jest, panie profesorze.
5670:  BFP - Let's go.
5672:  GW - Idziemy dalej, czyli tutaj już jesteśmy po wielkim kłamstwie i idziemy do przodu?
5678:  GW - To jest część kłamstwa, to jest część kłamstwa, dlatego że... Dla mnie jeszcze tutaj jest istotna właśnie ta rozmowa w garażu i tu jest bardzo fajnie pokazane też to, że jak Joel był troszeczkę w takim trybie właśnie Terminatora, to jednak widać w nim odrobinę
5702:  GW - żalu do tego, co zrobił, właśnie przez to, że przez rozmowę w samochodzie mamy wplecione sceny jeszcze z garażu z Marleen, którą odstrzelił po to, żeby właśnie nie ścigała ich później, gdzie ona mówiła, że no nie będziesz w stanie jej chronić całe życie.
5719:  GW - I wtedy, kiedy właśnie przerwał na chwilę to, jak opowiadał Eli to całe swoje kłamstwo, tym wystrzałem w głowie.
5732:  GW - I to jest... Tutaj widać, że trochę
5736:  GW - Znaczy wie, że zawalił pod pewnymi względami i tak logicznie patrząc na to wszystko, to nie powinien tego robić, bo ona słusznie też zauważyła, że jej nie zapytał o zdanie w tym wszystkim.
5750:  GW - Więc tutaj zabrał jej jakąkolwiek sprawczość, a ona chciała być tym lekarstwem dla ludzkości.
5756:  GW - Więc wie tutaj, że bardzo dużo zaryzykował, okłamując ją.
5763:  GW - Tam w ostatnich tych dialogach widać, że ona wybiera bardziej, żeby mu wierzyć, niż faktycznie wierzy.
5770:  GW - Tak, zaraz tego przejdziemy.
5771:  GW - Natomiast jest to tutaj wydaje mi się poprowadzone naprawdę solidnie.
5777:  GW - O, tak bym powiedział, jeżeli chodzi o ten dialog w samochodzie.
5781:  KMM - Tu absolutnie się też zgodzę, zwłaszcza, że w którymś momencie Eli bardzo wyraźnie daje do zrozumienia co myśli o całej tej sytuacji, że węszy bullshit na kilometr, bo odwraca się do siedzenia ze swoją drogą bardzo taką fajną nastoletnią, dziecięcą reakcją.
5796:  KMM - To jest ten sposób niewyraźnego pokazania sprzeciwu, żeby dobrze zdajemy sprawę z tego, że nas oszukują.
5803:  KMM - I smutne to jest wtedy podwójnie, bo ja też się wtedy zastanawiałem cały czas nad tym, że wybrano za nią, podjęto za nią decyzję, odebrano jej całą tę sprawczość, którą ona w sobie miała, a przecież Ellie przez cały czas pokazywała, że i to sam Joel zresztą powiedział nawiasem mówiąc, że ty nigdy nie miałeś dzieciństwa.
5822:  KMM - Więc on w ten sposób uznał, że ma do czynienia z dojrzałą osobą.
5827:  KMM - A jednym z elementów uznawania drugiego człowieka za dojrzałego jest oddawanie mu przestrzeni do podejmowania decyzji za siebie.
5836:  KMM - Więc z perspektywy znowu samych dialogów serialowych ta decyzja Joella była bardzo dziwna.
5842:  KMM - Ciekawy jestem, co on ostatecznie myśli o Ellie.
5845:  KMM - Jeżeli rzeczywiście czuje w sobie uczucia ojcowskie, czy uważa ją za sobie poddaną?
5851:  KMM - czy też faktycznie zostawia jej przestrzeń.
5854:  KMM - Jeżeli w drugim sezonie, jeżeli w drugim sezonie, zaznaczam, że akurat The Last of Us Part II nie oglądałem na streamach, więc jeżeli w drugim sezonie będzie tak, że Ellie odkryje tę prawdę i będzie wszczynać krwawą vendettę przeciwko Joelowi, ja się jej nie zdziwię.
5870:  BFP - Ja zaznaczę, że ona została okłamana przez Joella i została okłamana też przez Marlene.
5876:  BFP - Marlene mówi, że nie powiedziała jej prawdy.
5878:  GW - No to już mówiłem wcześniej właśnie, że ona nie była świadoma do końca tego, z czym się wiąże ta operacja.
5884:  BFP - Więc to nie jest tak, że Joel ją pozbawił decyzji, to oboje pozbawili ją decyzji.
5889:  BFP - Więc ona została tutaj w stu procentach ubezwłasnowolniona przez obydwoje dorosłych, którzy mieli nieco odmienne perspektywy na jej dalsze życie.
5898:  BFP - Natomiast ciekawe jest, to jest właśnie jeden z wielu fragmentów, które są lepiej zagrane niż w grze, kiedy Pedro Pascal, grający Joela, naprawdę to nie jest radość.
5910:  BFP - Ja pamiętam w grze, Joel był raczej uśmiechnięty, zadowolony w tym momencie, że się udało.
5916:  BFP - On nie jest, bo on, nie wiem co do końca się w nim dzieje,
5921:  GW - I ja bym zostawiał, że jest obawa, że to kłamstwo wyjdzie i co się wtedy stanie, bo wie, że z jednej strony zarysował tą relację tutaj, że Eli jakby mu wierzy i znaczy jest przekonany, że mu wierzy, a jednocześnie właśnie
5938:  GW - To, że włączają mu się te przemyślenia właśnie z garażu i tak dalej, on zdaje sobie sprawę, że jeżeli to konstrukt wyjdzie, to wszystko, co zbudował przez ten serial, tą relację, to, że ona jest jego tym celem w życiu i tak dalej, lagnie w gruzach.
5955:  BFP - Wydaje mi się, że widzę w jego oczach tą obawę.
5958:  BFP - A ja w jego oczach widzę wyrzuty sumienia.
5962:  BFP - Że wybrał coś, co nie było dobre.
5964:  BFP - To było... Znaczy, właśnie zaraz do tego przejdziemy, czy można to oceniać w ogóle w kategoriach dobre czy złe.
5969:  BFP - Ale on mówi jedną ważną rzecz.
5971:  BFP - Mówi, przykro mi.
5973:  BFP - I'm sorry.
5974:  BFP - Kiedy mówił mu o Marlene.
5975:  BFP - On wie, że on zabił Marlene.
5978:  BFP - On wie, że on zabił wielu niewinnych ludzi.
5981:  BFP - Dla siebie.
5981:  BFP - Bo tu się zgodzę całkowicie z tym, co powiedział Grzegorz.
5984:  BFP - Grzegorz i Krzysztof.
5986:  BFP - On jest egoistą.
5987:  BFP - Ale on ma jakiś ludzki odruch.
5989:  BFP - On czuje wyrzuty sumienia.
5991:  BFP - I wydaje mi się, że on czuje wyrzuty sumienia, że nie dał jej wyboru.
5995:  BFP - On czuje wyrzuty sumienia, że ją okłamuje i osobę, którą kocha, okłamuje.
5999:  BFP - I on czuje wyrzuty sumienia, że zabił wiele niewinnych ludzi.
6002:  BFP - I dla mnie to nie jest lęk.
6004:  BFP - Lęk to był na początku, jak on zerkał do lusterka i patrzył, czy ona się obudzi.
6010:  BFP - To jest dla mnie mniej więcej lęk, czyli taka niepewność.
