Kiedy BOJKOT ma sens, a kiedy zmienia się w ABSURD?
🔗 https://www.youtube.com/watch?v=95VZBqBvPNQ
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

20:  BFP - Szanowni, witajcie na, mam nadzieję, jednej z najciekawszych dyskusji w historii tego kanału.
4740:  BFP - Pierwsza jest taka, że Evan Rachel Wood naprawdę posiada supermoce, o których będzie pierwszą dokumentowaną osobą w historii, która była w stanie dosłownie zaszczepić fałszywe wspomnienia drugiej osobie.
4751:  BFP - Druga, Ashley Smith Line jest na tyle nierozgarniętą osobą, że uwierzyła w cudze wspomnienia i wierzyła w nie przez kilka miesięcy.
4757:  BFP - Trzecia możliwość, i to a propos PR-u, o którym mówił Krzysztof.
4762:  BFP - Sztab, którym dysponuje Melin Manson, ilość prawników, których ma i połączenie tego z systemem prawnym Stanów Zjednoczonych, gdzie częściej nie na drodze karnej, tylko na drodze cywilnej rozwiązuje się spory przez ugody, czyli na drodze przedsądowej jeszcze, że to zadziałało, że dostała po prostu bardzo intratną propozycję w postaci gotówki, żeby wycofać się z tych zarzutów, bo wiedziała, że alternatywą jest naprawdę uciążliwa batalia sądowa, która będzie ją więcej kosztowała.
4791:  BFP - I moim zdaniem ta trzecia opcja jest najbardziej prawdopodobna.
4794:  BFP - I teraz, dlaczego mówię to wszystko?
4796:  BFP - Bo chciałem powiedzieć tylko jedną rzecz.
4797:  BFP - A ja wciąż słucham Melina Mansona.
4800:  BFP - I tyle.
4802:  OR - Czy... Chciałem sprostować jedną rzecz.
4804:  OR - Jak ktoś mnie pytał, czy naprawdę uważam, że Kevin Spacey robił zamachy na kogoś.
4809:  OR - Nie do tego się odnosiłem.
4810:  OR - Odnosiłem się do tego, w jakim trzeba być takcie i tym, żeby nagrać coś takiego, jak nagrał w momencie, kiedy ci ludzie umierali.
4816:  OR - To czyni go potworem obok tych rzeczy.
4819:  OR - Natomiast...
4820:  OR - W rzeczy, którą poruszyłeś, skoro poruszyłeś właśnie o tych sprawach i rzeczach, które wychodzą w dziwny sposób, to ja chcę to w takim razie odnieść się do jeszcze innego twórcy, czyli do reżysera dwóch części Avengers, jednego z moich ukochanych seriali Buffy, pogromczyni, wampirów, czyli Josa Widona.
4840:  OR - Gościa, który okazał się być naprawdę przemocowcem, jeśli chodzi o jego pracę na planie,
4848:  OR - To nie jest człowiek, któremu można zarzucić wiele rzeczy, których wspomnieliśmy, czy przy Kevinie Spaceman, czy przy Harvey Weinsteinie, ale mimo wszystko człowiek, który bardzo utrudnił życie bardzo wielu ludziom, zmienił je w piekło w pracy w Hollywood.
4864:  OR - Niekoniecznie na tle seksualnym.
4866:  OR - Natomiast
4869:  OR - z Josa Whedonem jest jedna postać związana, która wydaje mi się też trzeba mieć to na uwadze, bo nawet gdyby w sytuacji, o której powiedziałeś w przypadku Madlina Mansona naprawdę okazałoby się, że osoba, która coś takiego powiedziała, a potem to zmyśliła, to jednocześnie nie znaczy to, że dziesięć innych osób, które zeznawało, robi coś takiego.
4894:  OR - I przykładem w przypadku Josa Whedona, dlaczego o tym mówię,
4898:  OR - Jest Ray Fisher.
4899:  OR - Aktor, który wcielił się w cyborga w Justice League w obu wersjach.
4903:  BFP - I był sygnalistą i to, co go spotykało w drodze, kiedy to robił.
4909:  OR - A jednocześnie, i to jest człowiek, jak ktoś nie wie, który zeznał, że Joss Whedon urządził mu absolutne piekło na planie, kiedy robili te dokrętki, żeby wersję Snydera przerzucić na wersję Whedona.
4921:  OR - I to jest coś, czego mało kto podważał, wielu aktorów stanęło za nim, nawet koledzy z planu pewne rzeczy zaobserwowali, ale też wyszli wtedy ludzie, którzy pracowali nad Buffy, gdzie okazało się, że Joss Whedon miał na przykład zakaz przebywania sam na sam z aktorką, która jak zapomniałem gra siostrę Buffy w jednych z końcowych sezonów.
4942:  OR - miał dosłownie zakaz przebywania z nią bez innych ludzi.
4946:  OR - I znowu, nie chodziło o nic na tle seksualnym, jak można pomyśleć.
4949:  OR - Joss Whedon miał swoje tam romanse, nieromanse i różne biurowe tego typu rzeczy, ale nie o to jest oskarżany.
4955:  OR - Jest oskarżany o to, że znęcał się psychicznie przede wszystkim na aktorach, którzy mu podlegali.
4962:  OR - Ale z Ray Fischerem jest drobny problem.
4965:  OR - Ray Fischer
4967:  OR - W momencie, w którym jego kariera z nitki, powiedzmy, ze strony Disney nie poszła dalej, nie będziemy mieć filmu Cyborg, nie będziemy mieć kolejnych rzeczy, bardzo dobrze kumplował się z Zackiem Snyderem.
4978:  OR - Teraz Zack Snyder robi ten swój Rebel's Moon na Netflixa, wielką historię, w której Ray Fisher będzie grał główną rolę.
4986:  OR - Problem polega na tym, że Ray Fisher od bycia gościem, który oskarżył Josa Whedona o coś, co poparła go masa ludzi,
4993:  OR - I dzisiaj mało kto z nas wątpliwości, że faktycznie praca na planie Justice League, jeszcze dodając fakt, że był gość, który robił innym piekło, a miał bardzo krótki czas, więc pewnie to wpływało na jego stres, nie usprawiedliwiał go w żaden sposób w tym momencie.
5006:  OR - Po prostu mówię, że to pewnie jeszcze dodało do pieca tego, jak gość miał sytuację, w której własny stres przerzucał na innych ludzi.
5014:  OR - Nikt nie miał tego wątpliwości, ale potem Ray Fisher, mając
5018:  OR - credibility, tak, wiarygodność tego, co się tam stało, zaczął używać swojej pozycji do podkopywania kolejnych osób, które były związane z całym tym, z projektem z DC i tak dalej, z niektórymi, którzy mogli mieć coś wspólnego, jak producenci, on mówił, że byli, wiesz, enablers, pozwalali na to, co się działo,
5039:  OR - Ciężko tutaj wchodzić kto ma rację, kto nie ma racji bez dowodów, ale do ludzi, którzy fizycznie nie mieli żadnego sensu, żeby działali tylko dlatego, że akurat w tym momencie było to korzystne często dla produktów Zacka Snydera i taką ofiarą jego oskarżeń padł na przykład Walter Hamada, człowiek, który był odpowiedzialny za niejaką sprzątanie w DC w tym okresie pomiędzy teraz co mamy od momentu jak te firmy Zacka Snydera nie wypaliły,
5066:  OR - I Ray Fisher w pewnym momencie zaczął regularnie produkować tweety, ale nie tylko o tym, jako Walter Hamada przyczyniał się do faktu, że on miał piekło na planie.
5078:  OR - Walter Hamada w czasie, kiedy Ray Fisher pracował na tym, nie miał nic wspólnego z DC Comics, nie miał żadnej władzy, nie był człowiekiem, który mógł jakkolwiek wpływać na to.
5088:  OR - Najgorzej jest to, że masa ludzi w to uwierzyła.
5091:  OR - A potem w momencie, kiedy to było debankowane i nawet niektórzy ludzie przestali w to wierzyć,
5096:  OR - natychmiast zaczęła używać tych argumentów, żeby podważać inne momenty, w których ktoś mówi o toksycznym, opresyjnym zachowaniu właśnie w Hollywood, gdzie reżyser znęca się nad kimś i mamy, no to tak jak Uriah Fishera, pewnie sobie wymyśla.
5112:  OR - I dlatego mówię, że z takimi sytuacjami trzeba naprawdę, ale to naprawdę uważać,
5118:  OR - Bo jednocześnie tak, ja jestem przekonany, że Ray Fisher zmyślał w kwestii Waltera Hamady.
5122:  OR - To nie ma sensu.
5124:  OR - To nie ma sensu.
5125:  OR - Chyba, że Walter Hamada był gościem, który pracował w DC w innej branży i dzwonił do szefów DC wtedy i mówił dowalcie Rayowi Fisherowi teraz, bo typa nie znoszę.
5133:  OR - Jakby to nie ma żadnego sensu.
5135:  OR - Ale jednocześnie...
5137:  OR - To w żaden sposób nie usprawiedliwia Josa Whedona i nie powoduje nagle, że Josa Whedon jest wybielony i nie wypływa na żadne inne sprawy w przypadku toksycznych środowisk.
5148:  OR - Więc tak, mówię, trzeba naprawdę uważać na tego typu sprawy.
5152:  GW - Słuszne zauważenie właśnie tego, że w tak delikatnych sprawach zakładanie z góry winy czy racji tylko i wyłącznie po jednej stronie bez odpowiednich dowodów może szkodzić nie tylko w jednym tym przypadku, ale na wszystkie inne przypadki wokół.
5172:  GW - bo wtedy będą używali go jako referencji, żeby podkopywać kariery innych ludzi, czy właśnie czasami raz, że umniejszać ofiarom, ale czasami kompletnie odciąć możliwość wypowiedzenia się ofiar na temat właśnie tego, jaka im była udzielona krzywda, no i
5192:  GW - troszeczkę o takie pewne zakładanie zakładanie pewnego stanowiska czy pewnych sytuacji no to ofiarą tego trochę był Johnny Depp wydaje mi się też w momencie kiedy był proces między Amber Heard a Johnem Deppem bo w momencie kiedy
5209:  GW - Ona zasugerowała w tym artykule w 2018, że jest ofiarą przemocy domowej, to przecież Depp został z miejsca przecież podcinany od masy rzeczy, a to nie do końca ta historia skończyła się tak jak podejrzewam Hertz zakładała, tak?
5226:  BFP - No tak, jak już weszliśmy w temat Johnny'ego Deppa i Amber Heard i weszliśmy w temat DC i Warner Bros., to tak siłą tych fal z dwóch stron gdzieś zmierzamy na skały, które nazywają się Flash czy Aquaman.
5244:  BFP - Dla mnie przykład osoby Ezry Millera i tu w ogóle będzie... Dobra, zacznę może od jednej adnotacji, ale będę mówił wyłącznie w swoim imieniu.
5255:  BFP - Ezra Miller jest osobą, która przedstawiła siebie jako they, them, oni, ich.
5262:  BFP - Ale ja...
5264:  BFP - Nie będę chciał zwracać się do niego używając tych zaimków, ponieważ uważam to za niedźwiedzią przysługę wobec społeczności osób LGBT.
5275:  BFP - Mam tu na myśli, czytałem niedawno bardzo ciekawy artykuł w Nowej Polityce o mężczyźnie trans, człowieku, który przeszedł korektę płci i opowiadał o tym, jak potwornie jest to kosztowne, jak potwornie jest to bolesne, jak trudna jest kuracja hormonalna.
5292:  BFP - Jak wiele wymaga to wyrzeczeń, poświęceń i że czym jest dysforia?
5297:  BFP - I jak patrzysz na siebie w lustrze i nie czujesz, że to jest twoje ciało, nawet kiedy zaczniesz już kurację hormonalną, patrzysz i nawet jeżeli twoje ciało jest niedoskonałe, to już czujesz się lepiej niż kiedy czułeś się w ciele kobiety.
5310:  BFP - I jest ten straszny argument, który został utarty niestety przede wszystkim w Polsce ze względu na naszą partię władzy, że
5319:  BFP - Kwestia płciowości wydaje się być dzisiaj teraz modą, znaczy budzisz się jako Zygmunt, a idziesz spać jako Ula.
5324:  BFP - To jest pstrykniesz palcem i załatwione.
5328:  BFP - Ezra Miller, który jest osobą, która ma udowodnioną historię zaburzeń psychicznych, który słynie z bardzo...
5334:  BFP - ekstrawaganckich, żeby nie powiedzieć pretensjonalnych zachowań, które podchodzą pod sprawy karne, ale właśnie na drodze ugodowej dogadał się z wieloma osobami, pewnego dnia stwierdza, ja chcę być they them.
5347:  BFP - Teraz, dlaczego nie będę zwracał się do niego w taki sposób?
5350:  BFP - Bo uważam, że to jest dokładnie to.
5353:  BFP - To jest w jakiś sposób dyskredytowanie osób, które rzeczywiście przechodzą korektę płci, które są osobami trans,
5360:  BFP - I mamy gościa, który pewnego dnia się budzi i mówi, no będziecie do mnie mówili w taki a taki sposób.
5364:  BFP - Więc chciałem to tylko zaznaczyć, bo będę używał zaimka męskiego mówiąc o Ezrze Millerze.
5371:  GW - Żeby było prościej, tak jak już wspominałem przed streamem.
5374:  GW - Wszystkie oskarżenia i dokumenty prawne opisują go jako Ezra Millera.
5378:  GW - Także nawet jeżeli on zmienił w jakikolwiek sposób swoją identyfikację i to w jaki sposób tożsamościowo należy się do niego zwracać, to jest jedno.
5387:  GW - Natomiast dokumenty prawne mówią tak i tak, więc myślę, że tutaj nikt się o to nie powinien spierać i obrażać.
5396:  KMM - Ja się tu nie zgadzam z Filipem, nie jest wszystko jedno, w jaki sposób.
5400:  KMM - Jeżeli ktoś życzy sobie, żebym się do niego zwracał, mam się zwracać, to będę się do niego zwracał dokładnie tak samo.
5407:  KMM - Nie mam z tym najmniejszego problemu.
5409:  KMM - Wręcz przeciwnie uważam, że jest to o tyle sensowne, że pokazuje, że to, że ktoś ma, nie wiem, jest w spektrum,
5416:  KMM - jest w sektorze autyzmu, jest niebinarny, lubi jamniki, albo nie wiem, stwierdza, żeby się do niego zwracać per jego magnificencjo, jak niektórzy, którzy noszą śmieszne gronostaje w Polsce, to tak czy siak może być przestępcą, może być normalnym człowiekiem, może nie być przestępcą, może być człowiekiem, który zbiera na szlachetną paczkę księdzem wszystko jedno, tak?
5438:  KMM - To nie koreluje ze mną.
5441:  KMM - Jedno z drugim nie koreluje moim zdaniem.
5443:  KMM - Po prostu człowiek, który just happens to be non-binary jest równocześnie człowiekiem, który ma oskarżenia z tytułu różnych przestępstw, które po pełni swoją drogą fajnie byłoby też wprowadzić, co dokładnie się mu zarzuca, bo to jest też kluczowe, myślę.
5459:  OR - Ja tylko powiem, że ja się zgadzam z Krzysztofem tutaj.
5461:  OR - Ja mam podobnie.
5462:  OR - W momencie, w którym dana osoba
5465:  OR - życzy sobie, żeby się do niej zwracać.
5467:  OR - Ja nienawidzę momentu, kiedy ktoś wyskakuje w Polsce i mówi język nie jest w gumy, czy coś takiego.
5472:  OR - Oczywiście, że jest.
5473:  OR - Jest, cały czas się zmienia, cały czas ewoluuje i jeżeli zawsze nasz kochane zwrócenie się do tego, jak ktokolwiek używa słowa murzyn i ktoś mówi, że dzisiaj osoby czarnoskóre nie życzą sobie, żeby używać tego sformułowania, ponieważ nabrało ono negatywnych konotacji przez lata.
5490:  OR - Jasne.
5492:  OR - Więc jeżeli sobie nie życzą, to sobie nie życzą i tyle.
5495:  KMM - Co więcej, sami mogą do siebie mówić n-wordami, ponieważ to jest jakby układ w ramach pewnej community i to też trzeba uszanować.
5503:  BFP - Bardzo przemawia do mnie ten wasz argument, pomimo tego, o czym powiedział Grzegorz i tych dokumentów sądowych i tego, jak zapisany jest tam Ezra Miller, ale jeszcze lepszy argument użył tutaj Witam na czacie, który mi pisał, czy to nie jest tak, że Filip ma na imię Bartek?
5518:  BFP - Znaczy rozumiem, że nie idzie tu o kwestię zaimków i płci, ale z tym chodzi o zwracanie.
5522:  BFP - Zaorałeś mnie.
5523:  BFP - To jest przykład tego, że ktoś zaorał mnie, że ja proszę, żeby mówić do mnie Filip, a jeżeli ktoś do mnie powie Bartek, no to nie będzie to, czego oczekiwałem.
5532:  BFP - I druga rzecz, z którą oczywiście zgadzam się, a jak jest kwestią właśnie niebinarności.
5537:  BFP - Gdzie jest ta granica, gdzie ktoś jest traktowany jako osoba niebinarna?
5541:  BFP - No zawsze wygląda tak samo.
5542:  BFP - To znaczy ktoś pojawia się i mówi...
5544:  BFP - Czuję, że nie jestem ani mężczyzną, ani kobietą, jestem niebinarny.
5547:  BFP - I tylko ja nakładam na to nakładkę z wszystkich, całej tej historii ekstrawaganckich.
5554:  BFP - Nie mówię do Ezry Millera w ten sposób, tak samo jak nie mówię do Kanye Westa per Jezus, chociażby sobie tego życzył.
5561:  BFP - I to jest jakby ten mój argument, ja się będę tego trzymał, ale absolutnie rozumiem i szanuję wasz.
5566:  BFP - Ale zmierzając do meritum.
5568:  BFP - Ezra Miller...
5570:  BFP - Ma historię kilku pobić kobiet podczas różnych dziwnych sytuacji, zresztą nawet pojawił się taki mem, że odkąd on jest na Haiti, to częściej zdarza się pobicie ze strony Ezry Millera niż atak rekina, chociaż rekiny są tam dość aktywne.
5586:  BFP - Była sytuacja groomingu, gdzie dosłownie złapał za rękę jakąś dziewczynkę nieletnią na imprezie i powiedział jej rodzicom, że on się nią zaopiekuje, on będzie jej przewodnikiem duchowym, a jak się rodzicom coś nie spodobało, to też czy komuś innemu, kto się niego przyczepił na tej imprezie, to pokazał, że ma ze sobą broń.
5602:  BFP - Więc jest to osoba, która z pewnością ma zaburzenia psychiczne.
5604:  BFP - Ja nie oceniam go jako osoba dobra czy zła, bo nie powinno, tu też ugryzę się w język, ale powinno się przynajmniej mieć jakiś filtr, kiedy mówi się o osobach cierpiących na zaburzenia psychiczne.
5615:  BFP - Niemniej, biorąc pod uwagę całą tę historię zdarzeń Ezra Miller wciąż nie został wymontowany
5625:  BFP - ani nie został zmieniony w inną postać w filmie The Flash, tylko będzie gwiazdą tego filmu, a celowo ludzie tacy jak James Gunn, który w tym momencie trzyma stery DC w ramach Warner Bros.
5636:  BFP - i tego filmowego uniwersum DC, są bardzo ostrożni w formułowaniu swoich opinii mówiąc, zobaczymy jak będzie.
5643:  BFP - Pomimo, że prawdopodobnie zostanie on skancelowany przez wytwórnię, kiedy już ten film się ukaże, no wiadomo, oni nie mogą kopać dołków
5650:  BFP - od strony marketingowej pod swoim własnym filmem, na który ludzie i tak chcą i ze względu na Michaela Keatona.
5656:  BFP - Jakie jest wasze zdanie na ten temat?
5657:  BFP - Czy nie powinniśmy bojkotować filmu The Flash na przykład ze względu na bohatera, który odgrywa tam główną rolę?
5662:  BFP - Oskar, chciałbym, żebyś zaczął.
5665:  OR - Tak, sprawa jest o tyle złożona, że trzeba mieć jeszcze w kontekście cały aspekt zmian władzy w Warnerze i rzeczy, które się tam działy,
5676:  OR - kto, gdzie, kiedy miał za co odpowiedzialność.
5679:  OR - Pamiętajcie, że Ezra Miller za casting odpowiadał jeszcze Zack Snyder.
5687:  OR - Zack Snyder był gościem, który stwierdził, że to będzie Flash i jego ekipa.
5694:  OR - Za czasów, kiedy Snyder robił swoje filmy, szefem tutaj Warner'a, tej części powiedzmy, która była za to odpowiedzialna, był niejaki Kevin Tsuja Hara.
5705:  OR - Gość, który odszedł w bardzo niesławnym, niesławnej atmosferze raz seks afery, a dwa kiedy wyszło, że na przykład przyspieszał produkcję Justice League, bo musiał sobie premię odpisać.
5718:  OR - I doprowadził do tego, że film z Batmanem, Supermanem, Wonder Woman i tak dalej nie zarobił po prostu żadnych pieniędzy.
5725:  OR - Pomijając jakości, ale mówię, przyspieszanie na pewno nie pomogło.
5730:  OR - Potem w...
5733:  OR - DC zapanowało coś, co do niedawna specjaliści branży nazywali dzikim zachodem.
5741:  OR - Teoretycznie Jason Killar był gościem, który można powiedzieć, że odpowiadał tam za wiele rzeczy, ale był to bardzo słaby szef, który zgadzał się prawie na wszystko wszędzie, gdzie miał być tak bardzo hands off, że praktycznie był już w innym pokoju.
5757:  OR - I za jego kadencji, można powiedzieć, doszło do całej masy projektów.
5763:  OR - W tym dostaliśmy kilka oryginalnych naprawdę, bo taka natura rzeczy, ale doszło do dziwnych projektów, które nigdy nie powinny powstać.
5770:  OR - I to właśnie wtedy, kiedy zaczął panować ten dziki zachód, wszystkie zarzuty i wszystkie rzeczy związane z postacią Ezra Millera,
5779:  OR - zaczęły wychodzić.
5780:  OR - Odduszenie fanki od... I to jeszcze było w czasie pandemii, kiedy była cała masa problemów, które wiecie, unikanie tego, bo oczywiście grooming młodej dziewczyny, kłodzenie w sekciarskie jakieś teksty o byciu, już nie pamiętam, jakimś końcem świata, nie były tam całe motywy i spłodzeniu Mesjasza,
5805:  OR - Dziwne tego typu rzeczy.
5808:  OR - Przez drobne rzeczy, jak włamywanie się do, drobne w kontekście tego, jak włamywanie się do domów ludziom i kradnięcie im alkoholu, popijaku.
5820:  OR - I jako osoba, która omawiała newsy, to był zawsze taki moment, co w tym miesiącu odpierdoli Ezra Miller.
5828:  OR - I generalnie zawsze był ten segment.
5830:  OR - I w tym momencie, ponieważ przywództwo DC było tak słabe, popełnili oni absolutnie najgorszy karygodny błąd, nabrali wody w usta.
5841:  OR - Wiecie, po pierwszym incydencie to się dało skorygować.
5845:  OR - Jest masa sytuacji, w których jakiś aktor, aktorka, obojętnie, coś odpierdala i studio natychmiast się do tego odnosi.
5854:  OR - Czasami za ostro, jak było z przypadkiem Jamesa Ganna, gdzie wyciągnęto jego twits przed 10 lat.
5860:  OR - Czasami w sposób taki, kiedy na przykład Gina Carano, znana z Mandalorian, zaczęła pisać bardzo złe rzeczy.
5870:  OR - Disney tym razem, wyciągając wnioski po Jamesie Gunnie, nie powiedzieli, wylatujesz, tylko prosimy, żebyś zaprzestała, bo my zwiększamy, dajemy ci tubę, tak, dajemy ci tubę, to dzięki nas masz zwiększoną zauważalność, więc twoje tweety, siłą rzeczy, będą docierały do większości ludzi, nie chcemy być
5892:  OR - brać udziału w nagłaśnianiu tej sprawy.
5894:  OR - I po trzeci raz, kiedy wystosowano tą prośbę, Gina Carano to olała i dalej pisała swoje rzeczy, Disney się z nią pożegnał, Caridion w nowym sezonie już nie zobaczycie.
5906:  OR - W środku Ezra Millera była totalna cisza.
5909:  OR - Jeden wybryk, drugi wybryk, trzeci wybryk.
5911:  OR - My jako fani, osoby, które to śledziły i tak dalej, czekaliśmy, kiedy DC Warner wystosuje jakąkolwiek
5920:  OR - jakiekolwiek, nie wiem, zeznanie, cokolwiek, dosłownie cokolwiek o tym, co robią dalej.
5928:  OR - Może wysyłają Ezra Millera na jakąś terapię.
5933:  OR - Może cała masa rzeczy, która mogła się dziać, nic z tego się nie działo, film był dalej kręcony.
5938:  OR - Film, który dodam, no już wielokrotnie zmieniał reżyserów i scenarzystów.
5942:  OR - Wiele ludzi zakłada, że to jest przeklęta produkcja, która nigdy nie dojdzie do skutku.
5948:  OR - I teraz problem polega na tym,
5950:  OR - że kiedy Warner nabierał wody w usta, a film był kręcony, reżyser na przykład filmu, Andy Muschetti, nie mógł z tym nic zrobić.
5963:  OR - Nie miał żadnego pola do manewru.
5966:  OR - Tym bardziej, że już duża część filmu była nakręcona, zanim doszło do pierwszego incydentu.
5970:  OR - To jest bardzo kluczowe i to warto o tym pamiętać.
5973:  OR - Duża część już była nakręcona.
5975:  OR - To nie jest sytuacja, jak w All the Man in the World wymienili Kevina Spacey'ego na Plamera, który miał minimalną rulkę gdzieś tam z tyłu, wiecie, dało się, to jest, mówimy tu o głównej postaci filmu.
5988:  OR - Wymiana tego oznaczałaby wywalenie tego filmu do kosza.
5995:  OR - I tutaj zaczyna wchodzić w ten problem
5999:  OR - kiedy patrzymy na dzisiejsze przywództwo Warner'a, kiedy wszedł James Gunn, kiedy Discovery z Davidem Zasławem kupili Warner'a, właściwie doszło do tej fuzji Discovery i tak dalej, ludzie, którzy odpowiadali za casting Ezry, już tu nie pracują.
6013:  OR - Ludzie, którzy nabierali wody w usta, już tu nie pracują.
6016:  OR - Kiedy zmieniło się przywództwo, pojawił się komunikat, no my się śmieliśmy, którego Ezra nigdy na oczy nie zobaczy, o tym, że przeprasza, że teraz idzie na terapię i tak dalej, ale trzeba przyznać, że
6028:  OR - Ktokolwiek nie napisał tych przeprosin.
6031:  OR - Od tej pory nie było żadnego zgłoszonego incydentu o tym, że coś się odpierdoliło.
6038:  OR - Dostaliśmy tylko i wyłącznie o tym, że kolejne sprawy się odbywają.
6043:  OR - Bodajże było przyznanie się do winy w kwestii tego włamu i kradnięcia alkoholu.
6049:  OR - Różne rzeczy, które były już z postępowaniem, ale nie związane bezpośrednio z tym, że coś nowego Ezra odpierdala.
6059:  OR - I teraz popatrzmy na ten film i mamy sytuację, w którym, tak jak mówię, ludzie, którzy go niejako odziedziczyli, nie mieli z tym nic wspólnego i jeszcze według wszelkich raportów ten film wydaje się naprawdę dobry, a jeszcze jakby...
6074:  OR - pewność siebie, jaką studio ma w tym jest takie, że na nadchodzącym, już nie pamiętam jak się nazywa, ten taki konwent, na który zapraszają prasę, ale też właścicieli sieci kin, CinemaCon, coś takiego jest w Stanach, będzie wyświetlany pokaz całego filmu Flash na prawie dwa miesiące przed premierą.
6091:  OR - Jeżeli nie jesteś pewien, że twój film jest naprawdę dobry i będzie naprawdę pójdzie potem tak zwany word of mouth i pocztą pantoflową, oni nie będą przez te dwa miesiące zachwalać
6100:  OR - czekajcie na Flasha, to jest naprawdę zajebisty film, nie robisz pokazu dwa miesiące wcześniej, bo jeśli jest gówniany, to w tym momencie właśnie zniszczyłeś sobie kampanię reklamową, kiedy ludzie, którzy go zobaczą, to tak wygląda.
6111:  OR - Ja ostatecznie, kończąc mój przydługawi wywód, mówię, że tak, mam problem z postacią Ezry Millera, tak, mam problem z tym, mam problem z reklamowaniem tej postaci, mam problem z tym, że przez to zyskuje większą platformę itd., ale ostatecznie...
6126:  OR - Czemu winny jest właśnie Muschietti, któremu to może być jego jeden z najlepszych filmów, jakie w życiu, a może najlepszy film, jaki w życiu zrobił.
6134:  OR - Może to są jego klucze do Hollywood.
6137:  OR - Czemu winna jest aktorka, zaraz zapomniałem nazwiska, Sasha Kelly, która wciela się w Supergirl, dla której to może być znowu drzwi do kariery Hollywood.
6147:  OR - Wiemy, że James Gunn chce robić pełnometrażowy cały film od Supergirl.
6151:  BFP - Czemu winny jest Michael Keaton, któremu już skasowano jeden film, jakim jest Bad Girl.
6155:  OR - Dokładnie o tym mówię.
6157:  OR - I moje dla tego ostateczne podejście jest takie, skończcie to, wypuśćcie to do kina, nigdy więcej nie pracujcie z Ezra Millerem, jeżeli DC teraz ogłosi, robimy film Flash, wtedy będę miał problem, jeżeli okaże się, że robimy kolejny film z tym samym, z tą samą osobą, ale ostatecznie ja nie jestem w stanie podejść do tego i powiedzieć, nie, to trzeba zbojkotować, to trzeba zamknąć, bo patrząc na fakty, uważam, że rykoszetem oberwałaby cała masa osób,
6187:  OR - dla których to jest bardzo ważna produkcja, która powinna mieć okazję wybić się na produkcji swoją pracą i ich winą nie jest to, że w momencie, w którym nakręcili już masę scen, albo odziedziczyli Ezra Millera po innych osobach, to się odpierdoliło i teraz mają przez to mieć zniszczone wiele lat życia i pracy nad tym projektem.
6207:  KMM - I chciałem dwie rzeczy od razu powiedzieć.
6209:  KMM - Po pierwsze, zauważcie, że to, co mówi Oskar, przepięknie synchronizuje się z komentarzem Rusałki.
6216:  KMM - Widzicie, jak dużo trzeba wiedzieć, żeby myśleć w ogóle o tym, że coś trzeba zbojkotować?
6221:  KMM - To jest lawina informacji.
6223:  KMM - I tu jest w punkt ten komentarz, bo po pierwsze, zrób research, dowiedz się, potem zastanów się, komu zaszkodzi twoja akcja bezpośrednio i po trzecie,
6236:  KMM - Rozważ, czy to jest rzeczywiście utwór autorski, czy nie pójdziemy na spotkanie wokół tomiku poetyckiego, jakiegoś konkretnego aktora, reżysera, poet, wszystko jedno, czy też uderzamy w cały jego zespół.
6252:  KMM - I myślę, że nieprzypadkowo te dyskusje, które toczymy, wyszły właśnie wokół, zauważcie, mediów audiowizualnych, mówimy o filmach, o serialach, o grach wideo, a nie o książkach, bo jako się rzekło, wystarczy wgryźć się troszeczkę w prawo autorskie i zobaczyć, jak wygląda przychód od franczyzy albo merchandisingu, a jak wygląda przychód w prawie autorskim, gdzie autorzy bestsellerowych książek dostają
6280:  KMM - 40-60% cut od egzemplarza, żeby zrobić sobie bardzo dobrą opinię na temat tego, komu faktycznie możemy zaszkodzić i jak.
6289:  KMM - Także jeszcze nawiążę do pewnej pisarki, której możemy bardzo prosto zaszkodzić, korzystując z faktu, że jest pisarką.
6297:  KMM - I myślę, że ten research, który wykonujemy, to nie jest coś, co należałoby poczytywać jako wyraz tego, że chcemy odłożyć na bok emocje i odłożyć na bok krzywdę ludzi, bo my będziemy teraz racjonalnie i centrowo analizować.
6313:  KMM - Nie, no musimy mieć dane, bo sytuacja nie jest czytelna.
6316:  KMM - I lubię sobie przywoływać taki przykład, że nie powstałaby gra Wiedźmin 3.
6322:  KMM - dziki gon, gdyby do mediów zagranicznych przedostały się informacje o Andrzeju Sapkowskim, który wielbi cywilizację białego człowieka, bo domyślacie się, że wielbienie cywilizacji białego człowieka, nawet ironicznie, bo my znamy Sapkowskiego, ale nie do końca wiemy, że on to robi, nie byłoby mile przyjęte na amerykańskim Twitterze?
6341:  KMM - I teraz wyobraźcie sobie, że cały CD Projekt Red jest nazywany rasistami i białymi imperialistami i Wiedźmin 3 nigdy nie wychodzi.
6348:  KMM - Wyobraźcie sobie świat przez moment bez Wiedźmina 3.
6352:  GW - To jest ten przypadek, o którym już wspominaliśmy na samym początku i tutaj pięknie Oskar właśnie podsumował to, jak bardzo przez jedną osobę można pokrzywdzić masę ludzi nieodpowiedzialnymi oskarżeniami tam, gdzie nie trzeba.
