Dlaczego Uciekamy do Innych Światów? | ESKAPIZM
🔗 https://www.youtube.com/watch?v=4x794OViL7I
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
JM (Jaga Moder, Legendystka)
DS (Dominika Skoczeń, Czerw Fantastyczny)

20:  BFP - Fikcja i fantazja.
4601:  KMM - I ona mówi, że imersji nie ma wtedy, czeskapizmu, również, kiedy za bardzo się skupiamy na medium.
4606:  KMM - To jest i przywołuje taką fajną metaforę, że jak płyniemy, nie, to my się nie możemy zastanawiać nad tym, jaki jest kontruchu naszego, tylko po prostu mamy płynąć.
4613:  KMM - I na tej samej zasadzie ona na przykład powie, że takie utwory, które wymagają analizy bliższej i są bardzo takie intelektualne, one dla wielu ludzi nie będą imersyjne, ponieważ no tak długo jak długo na przykład oni nie są mega otrzaskani z jakimś medium.
4627:  KMM - Czyli jeśli ktoś nie ma super wiedzy muzycznej, to może niedocenić niektórych kawałków i nie mieć w nich imersji, ale potem jak nabierze trochę ogłady, osłucha się z tym, to nagle się okaże, że ta imersja się pojawia i nawet się nie zorientował kiedy.
4639:  KMM - Więc myślę, że to jest mój problem z komiksem.
4640:  KMM - Za bardzo zwracam uwagę na formę,
4642:  KMM - żeby dać się porwać treści.
4644:  BFP - Ale widzę tu jedną lukę, a mianowicie powiedziałeś, że kiedyś czytałeś Giganta.
4650:  KMM - Bo nie miałem alternatywy.
4653:  KMM - Jeżeli jesteś w szkole, twoją alternatywą jest to, że możesz co najwyżej pójść wąchać brudny parkiet albo iść do sali, gdzie się robi WF i patrzeć na piłkę lekarską, no to stwierdzasz, no okej, to się pooglądam.
4666:  KMM - Ale na przykład miałem tak, że ja oglądałem obrazki, ale nie potrafiłem równocześnie oglądać obrazków i czytać.
4672:  KMM - Albo odwrotnie.
4673:  KMM - Albo jak już czytałem, to czytałem wszystko i wtedy nie zwracałem uwagi na kontekst Barclay.
4677:  KMM - Nie mam pojęcia dlaczego.
4677:  BFP - Ale muszę przyznać ci jedną rzecz w tej całej twojej wypowiedzi, że faktycznie parkiet w sali od WF-u gimnastycznej oraz piłka lekarska cuchną nieznośnie.
4686:  BFP - Zawsze.
4687:  BFP - Ale to jest ten zapach, który w sobie mamy do końca życia, nie?
4689:  DS - To jest zapach krwi, potu i łez uczniów, którzy musieli ich używać.
4692:  DS - Ale teraz już chyba nie ma piłek lekarskich w szkołach, bo są zbyt niebezpieczne.
4695:  BFP - Chyba tak.
4696:  BFP - Kiedyś rzuciłem w kolegę.
4698:  BFP - Tak.
4699:  KMM - I wtedy wycofali.
4701:  KMM - Wtedy we wszystkich szkołach powiedzieli nie.
4703:  KMM - Do dzisiaj jest w śpiączce.
4705:  KMM - Nikt nie może dojść do czegoś takiego, co Filip zrobił w Łodzi.
4708:  BFP - A ja kozłowałem ją normalnie.
4711:  BFP - W każdym razie, Dominiko, czy są jakieś formy eskapizmu, które cię zniechęcają swoją formą albo treścią?
4720:  DS - Tak, dla mnie jest jedna rzecz, która absolutnie, totalnie sprawia, że nie jestem w stanie doświadczać tego czegoś niezależnie tak naprawdę od medium.
4731:  DS - Jest to horrorowatość tego czegoś.
4734:  DS - Jeśli coś jest straszne,
4736:  DS - to nie jestem w stanie tego oglądać, ale nie dlatego, że nie mam immersji, tylko ja mam za dużą immersję.
4741:  DS - Ja w ogóle już najczęściej po pierwszych sekundach trailera wiem, że to jest horror.
4747:  DS - Oglądam na przykład ze znajomymi, to jest horror.
4749:  DS - Oni mówią, nie no daj spokój, na razie tylko nie wiem.
4751:  DS - Idzie ulicą, no to skąd wiesz, że to jest horror?
4753:  DS - Ale tam są te takie sztuczki,
4755:  DS - jakieś reżyserskie, pewne rodzaje ujęć, pewna muzyka, pewne takie dźwięki w tle, które ja już odbieram i już mam tą gęsią skórkę, mimo że jeszcze się tam nic nie dzieje.
4764:  DS - Więc zanim dojdę do tego, że coś tam się dzieje, to ja już jestem po prostu wykończona fizycznie i psychicznie.
4770:  DS - Więc jeśli mam coś takiego obejrzeć, to ja sobie muszę przeskoczyć do przodu, zobaczyć, co tam się tam strasznego podziało i jak już wiem i ten stres ze mnie spada, to mogę się cofnąć i ewentualnie to sobie obejrzeć.
4780:  DS - Ale po prostu
4780:  DS - Tak bardzo się właśnie w to wczuwam, że odbiera mi to całą przyjemność i się najzwyczajniej w świecie męczę.
4786:  DS - Więc to jest dla mnie out.
4789:  DS - To, czego też nie lubię, chociaż mogę to robić, ale nie sprawia mi aż takiej przyjemności, to nie lubię brzydoty, szczerze mówiąc.
4797:  DS - zwłaszcza w grach komputerowych.
4798:  DS - Na przykład GTA V jest bardzo dobrą grą i ja to obiektywnie uznaję.
4803:  DS - Ja widzę, jakie tam są mechanizmy, widzę, że tam są różne dialogi, które są świetnie napisane i tak dalej, ale wsiadam do tego samochodu i jadę tymi brzydkimi ulicami, gdzie to tam jest, w Los Angeles,
4814:  DS - Staje się w Los Santos, przepraszam.
4817:  DS - Nawet jeżdżę po tym Los Santos, tam są ci brzydcy ludzie, nawet jak swojego awatara robimy, to on też jest brzydki, ma jakiś, kurczę, czerwony nos albo podbite oczy, no nie?
4828:  DS - I ja dużo bardziej wolę pograć w...
4831:  BFP - Witam w Łodzi.
4832:  BFP - Przepraszam, musiałam.
4833:  DS - No właśnie, brzydotę jest łatwo osiągnąć w naszym codziennym świecie, więc ja chcę pójść do jakiegoś świata, który zachwyci mnie wizualnie.
4843:  DS - Teraz gram wciąż w piątą część Trajna i teraz weszłam do jakiejś podwodnej groty, gdzie są w ogóle...
4852:  DS - Właśnie trochę jak to, co mówiłeś Filipie o Disneylandzie, że właśnie są takie szyby i za tymi szybami jest ocean i tam czasem przepływa jakaś wielka kałamarnica na przykład albo stado medus, które świecą i to wszystko jest po prostu śliczne, no nie?
4865:  DS - I wtedy mi się jakieś takie światełka szczęścia zapalają w głowie i jest mi bardzo fajnie, więc to jest druga rzecz.
4872:  DS - A trzecia rzecz, jeśli chodzi o gry komputerowe, to zupełnie nie ciągnie mnie do takich
4878:  DS - pikselowych gier.
4879:  DS - Wiecie, że teraz powstają gry, które są stylizowane na takie bardzo stare gry.
4886:  DS - Fajnie, że się to komuś podoba, ale nie po to robimy teraz ładne, nowe gry, żeby grać w te stare gry, które mieliśmy kiedyś.
4892:  DS - Tak.
4895:  KMM - Tak, tak.
4897:  KMM - Ja uważam, że każdy, kto żył wtedy, kiedy były tylko takie gry, będzie mieć problem z nimi.
4902:  KMM - Chyba, że czuje bardzo dużą nostalgię.
4904:  KMM - Ja nie.
4904:  DS - No tak, jak to jest gra, w którą grałeś i masz ją po prostu unowocześnioną, że możesz w nią zagrać na Steamie, to super, to jest wtedy ekto.
4910:  DS - Ale nowa gra, której jeszcze nie znamy?
4914:  KMM - Absolutnie, absolutnie to rozumiem, to znaczy zawsze uważałem, że jeżeli chodzi o grafikę, to powinniśmy celować w postęp, a jeżeli rzeczywiście, tak samo jest z kinematografią, dlatego kinematografia czarno-biała jest dla mnie niezrozumiała, jeżeli natomiast taki zabieg zastosowany będzie, oby miał dobre uzasadnienie i szybko dzisiaj mogę przywołać, bo na zajęciach ogrywaliśmy, znaczy akurat pokazywałem gameplay Bioshocka Infinite i tam na przykład są kinetoskopy, gdzie są czarno-białe filmy,
4941:  KMM - I one mają sens, ponieważ celem tych czarno-białych filmów jest powiedzieć, akcja tej historii jest osadzona w latach 20.
4948:  KMM - Okej, spoko, rozumiem.
4950:  BFP - Przeczytam szybko dwa komentarze.
4951:  BFP - Patm napisał, bądź napisał, mieszkańcy Łodzi mają mniejszą wrażliwość na straszne filmy, potwierdzam.
4958:  BFP - Druga, Kacper Hanczyc, czemu szanowny pan Krzysztof stoi?
4961:  BFP - Odpowiem, bo się cieszy.
4963:  BFP - Jaga, powiedz proszę, czy jest jakaś forma eskapizmu, która do ciebie nie przemawia?
4973:  JM - Ty chyba trochę wiesz, a jak nie wiesz, to możesz się domyślać.
4976:  JM - Ja mam troszkę podobnie jak Dominika, tylko że dla mnie problemem nie jest horrorowatość, a komediowość.
4986:  JM - Ja po prostu nie umiem zdzierżyć komedii.
4990:  JM - Może i zdzierżam, ale nie jest to dla mnie w żaden sposób imersyjne.
4996:  JM - I ja chyba po prostu na co dzień się za dużo śmieję i w związku z tym w momentach, kiedy coś oglądam, coś czytam, to mam potrzebę pielęgnowania swojego wewnętrznego ponuraka.
5008:  JM - Ja chcę się wtedy uśmiechać po polsku.
5010:  JM - Ja chcę, żeby to było smutne, straszne albo brutalne.
5015:  JM - Nie wiem czemu, ale tak po prostu mam.
5019:  JM - Nie wiem czemu, ale tak po prostu mam.
5021:  JM - A tak na poważnie to chyba z komedią mam ten problem, że ja po prostu lubię, jak w opowieści jest pełna gama emocji i one są autentyczne, te emocje, szczere.
5031:  JM - A w komedii mamy te emocje takie lekko wypłycone.
5034:  JM - Nawet jak dzieją się straszne rzeczy, to one są takie ugładzone, żeby wszyscy wiedzieli, że nie, no słuchajcie, przecież to jest na niby, nie?
5041:  JM - Więc ja nie lubię wypłyconych emocji w utworach różnego rodzaju i w związku z tym...
5048:  JM - No nie przepadam, no i tyle.
5051:  BFP - to ja chciałbym, żebyśmy jeszcze chwilę porozmawiali o tym, dlaczego potrzebujemy eskapizmu.
5056:  BFP - To trochę wybrzmiało w waszych poprzednich wypowiedziach, szczególnie Jagi, o tym, że są ludzie, którzy i rozumiem eskapizm jako coś pozytywnego.
5069:  BFP - Krzysztof podczas naszej dyskusji w Krakowie zwrócił uwagę, że często są też negatywne konotacje z eskapizmem, związane z tym, że ktoś ucieka od rzeczywistości kompletnie, nawet niekoniecznie w popkulturę,
5081:  BFP - Tylko po to, żeby nie konfrontować się ze swoim życiem.
5085:  BFP - A my tutaj teraz mówimy o eskapiźmie, który właściwie coś wnosi do tego naszego życia.
5091:  BFP - Robimy to, bo możemy.
5092:  BFP - Nie dlatego, że musimy.
5094:  BFP - Ale są też ludzie, którzy faktycznie zyskują na tym więcej niż my.
5097:  BFP - Osoby, które w jakiś sposób są, czy z jakimiś formami niepełnosprawności.
5104:  BFP - bardziej zaawansowanymi bądź mniej, osoby, które mają pewne ograniczenia, osoby, które też są w kryzysie materialnym na przykład i czy to mają za dużo wolnego czasu, czy za mało, ale chcą robić coś, co sprawia, że nie muszą konfrontować się z tym, co najtrudniejsze w ich życiu na co dzień.
5123:  BFP - Więc chciałbym, żebyście powiedzieli, co waszym zdaniem, albo inaczej, spróbujmy reklamować eskapizm, spróbujmy promować.
5129:  BFP - Ja wiem, że każdy z nas to robi na co dzień.
5132:  BFP - ale próbować wręcz odpierać argumenty tych wszystkich, którzy mówią, zacznij normalnie żyć.
5139:  BFP - Zacznij żyć prawdziwym życiem i rzeczywistością.
5143:  BFP - Bo ja mógłbym to usłyszeć w zasadzie od każdego.
5145:  BFP - No chłopie, prowadzisz, coś tam zrobiłeś niby w życiu, a tak naprawdę koncentrujesz się na vlogu, gdzie opowiadasz o serialach i grach.
5151:  BFP - Serio?
5152:  BFP - Jaką to ma wartość?
5153:  BFP - Po co ty tyle oglądasz tych seriali?
5155:  BFP - Po co ty tyle grasz w te gry?
5156:  BFP - No więc jaka byłaby wasza odpowiedź?
5158:  BFP - Dlaczego warto to robić?
5165:  KMM - Wywołujesz mnie do odpowiedzi tutaj.
5169:  KMM - Mam smutną historię z tym związaną, bo zawsze powtarzam ludziom, którzy mówią, że chcieliby mieć spokój na 4 miesiące od pracy, nic nie robić i w ogóle od rodziny też niektórzy mówią i się pogrążyć w rozrywce.
5185:  KMM - No to moja odpowiedź jest taka, absolutnie tego nie chcecie.
5189:  KMM - Po mniej więcej siedmiu miesiącach obliczone na własnej skórze kończą się rzeczy na Netflixie, kończą się gry, kończą się książki przeczytane na kupka wstydu, przestają już bawić i nagle człowiek się orientuje, że jest pustka.
5202:  KMM - Ta pustka to nie jest coś, do czego chcecie dotrzeć.
5204:  KMM - I dlatego zawsze, jak ktoś mi mówi o kupce wstydu, mówię cieszcie się.
5208:  KMM - Albo jak ktoś mówi, o Boże, ta książka ma siedem tomów.
5210:  KMM - Ciesz się, że to ma siedem tomów.
5212:  KMM - Ciesz się, że każdy z tomów Czarnego Pryzmatu, o którym nie przestanę mówić, jest przed tobą.
5217:  KMM - To jest piękne uczucie, jeżeli coś jest przed tobą.
5220:  KMM - Gorzej, jak już wszystko poznasz, wszystko skonsumujesz i zostanie ci tylko czekanie, aż George R. R. Martin ukończy swój cykl.
5226:  KMM - Więc powodzenia.
5228:  KMM - Dlatego też to myślę jest właśnie ta groza, o której mówi VIP, uciekania od czegoś.
5233:  KMM - Jeżeli uciekamy od czegoś, to robimy to kompulsywnie.
5236:  KMM - Chcemy jak najszybciej to zostawić ze sobą i chłoniemy, prawda?
5239:  KMM - Połykamy wszystko, jak leci praktycznie.
5242:  KMM - To jest też, no przepraszam, że to powiem wprost, ale mindset dużej części ludzi, która ogląda taką rozrywkę, której byśmy nie nazwali sztuką.
5250:  KMM - Nie chcę w tym momencie rzucać przykładami, dobrze wiecie o czym mówię.
5254:  KMM - Było to w telewizji, jest to na YouTubie i będzie to z nami jeszcze zawsze.
5257:  KMM - To jest ten mindset chleba i igrzysk.
5260:  KMM - Więc po to czasem są nam igrzyska właśnie, jak już nie szukamy praktycznie, bo nie musimy szukać, po prostu chwytamy i chłoniemy to, co nas samo znalazło.
5269:  KMM - To jest ta wersja eskapizmu, która mnie zawsze...
5272:  KMM - przeraża i dlatego od niej bym wszystkich odżegnywał.
5276:  KMM - Natomiast pozytywny eskapizm, myślę, że najlepszy jest w tej wersji tolkienowskiej, jak Tolkien mówi, czyż karać więźnia, który chce uciec z więzienia, gdzie go gnębią, gdzie jest mu źle, do innej rzeczywistości, do innego świata, czyż karać go za marzenia o słońcu, o powietrzu, o drzewach, o lasach,
5296:  KMM - No nie, tak?
5297:  KMM - To jest zrozumiałe dla nas wszystkich, więc jeżeli ktoś jest w więzieniu, jeżeli ktoś czuje się więźniem własnego ciała, własnego życia, własnego świata, to wtedy ten eskapizm będzie miał wymiar pozytywny.
5308:  KMM - Ale oczywiście trzeba pamiętać, że eskapizm to nie jest wszystko, co mamy w rzeczywistości, jest też życie, prawda?
5314:  KMM - Ale w obszarze sztuki, dla mnie sztuka zawsze była eskapizmem.
5318:  KMM - Niezależnie od tego, jak będziemy siebie oszukiwać w historii cywilizacji, że coś było wybitne, a coś nie było wybitne, nie pozostaje bez cienia wątpliwości praktycznie to, że większość rzeczy, które dzisiaj uznajemy za wybitne, kiedyś było traktowane jako popkultura albo kultura masowa, jak to mawiano kiedyś.
5335:  KMM - Kiedyś było traktowane jako rozrywka podrzędnego rzędu, na przykład nijaki Henryk Sienkiewicz tak był traktowany, wystarczy poczytać recenzję ukazujące się za czasów powstawania trylogii.
5345:  KMM - Dzisiaj mało kto by to powiedział, więc wydaje mi się, że uciekaliśmy od zawsze, tylko cała kwestia jest taka, że dopiero nasza...
5352:  KMM - współczesność tak od XX wieku w górę dała nam możliwość uciekania bardzo skutecznego do innych światów, no bo sztuka światotwórcza się rozwinęła i to dla mnie zawsze było dość potężne, więc myślę, że dzisiaj jak nigdy indziej musimy zdawać sobie sprawę z tego, jak wygląda eskapizm, imersja i umieć na przykład odróżnić to od takiego pogrążania się.
5372:  KMM - Bo to, wiecie, zanurzenie jest... Zanurzenie to nie jest to samo, co bycie wciąganym przez spiralę.
5380:  BFP - Ja tylko mogę przeczytać jeszcze to, co napisał Darw Bigos i podbić Twoje słowa sprzed chwili, że kiedyś było mówione, że jest różnica między eskapizmem od a eskapizmem do.
5392:  BFP - Warto o tym pamiętać.
5393:  BFP - Eskapizm negatywny czy pozytywny.
5396:  BFP - Krzysztof właśnie mówił o tej zasadniczej różnicy.
5399:  BFP - Można się wydawać tylko werbalna, ale w świecie
5403:  BFP - Wartości ma ogromne znaczenie i ta różnica jest gigantyczna, że uciekam od czegoś albo uciekam do świata.
5412:  BFP - To pozytywnie rozumiane, które łatwo wybronić doświadczenie eskapistyczne to właśnie to, że
5420:  BFP - Wszystko tutaj jest w porządku.
5421:  BFP - Ja przechodzę do tego świata i tam spędzam czas, bo mam na to czas i dlatego, że chcę, a nie dlatego, że nic innego nie widzę jako alternatywa.
5432:  BFP - Warto o tym pamiętać, ale Jaga, Dominika, może Jaga, Ciebie bym poprosił o zdanie.
5440:  BFP - Ponownie w tym temacie, dlaczego warto walczyć o, nie chcę mówić prawo do eskapizmu do, czy ucieczki do, bo każdy z nas je ma.
5450:  BFP - Ile dobre imię tego eskapizmu pozytywnego?
5456:  JM - Ja jestem w ogóle zwolennikiem takiej opinii, że
5462:  JM - trudno nadawać wartość najróżniejszym sferom życia, że coś jest bardziej warte, a coś jest mniej warte.
5472:  JM - Tak jak wcześniej któreś z Was powiedziało, nie wiem, czy to chyba Ty, Filip, powiedziałeś, że osobami, które krytykują czytanie fantastyki, granie w gry, słuchanie muzyki w jakiejś dużej ilości, są często osoby, które też spędzają w jakiś sposób czas, tylko taki
5491:  JM - powiedzmy, że nie wiem, inny, bardziej tradycyjny, no nie wiem, jak to nazwać.
5495:  JM - I nie można jakby
5500:  JM - powiedzieć, że jakiś sposób spędzania czasu jest lepszy od innego, jakiś sposób spędzania czasu jest dobry dla danej osoby, jeżeli ona to robi, ona to lubi i nadal zachowuje tą zdrową taką proporcję, no to to jest jej wybór.
5515:  JM - I tyle.
5516:  JM - No nie można powiedzieć, że jakiś tam, nie wiem, że science fiction na przykład będzie gorsze od powieści obyczajowej.
5523:  JM - To są dwa inne gatunki i tyle.
5526:  JM - Więc...
5529:  JM - Nie jestem pewna nawet jak podejść do tego tematu, bo zawsze w sobie miałam taką silną, właśnie silne, świlne przeświadczenie, że nie ma sensu wartościować, że coś jest lepsze, a coś jest gorsze.
5542:  JM - I nigdy też się zresztą nie kłóciłam z nikim, nawet jak mi mówiono, że, no nie wiem, bywały takie, nie wiem, starsze osoby w moim życiu, które mówiły, no cały czas tylko ta fantastyka i fantastyka, mogłabyś jakieś ambitniejsze lektury przeczytać.
5556:  JM - No ale co to znaczy ambitniejsze lektury?
5561:  JM - No nie wiem, czy przeczytanie, dajmy na to, kogo tam, Kuciego będzie dla mnie bardziej rozwijające niż przeczytanie, dajmy na to, Lema?
5573:  JM - Czy to się jakoś da zmierzyć?
5574:  JM - Czy są jakieś badania, które pokazują, że coś się w mózgu dzieje inaczej, jak się czyta tego i tego?
5581:  BFP - Czy Neil Gaiman nie tworzy pięknej literatury?
5584:  JM - No właśnie, no to...
5586:  BFP - Terry Pratchett.
5587:  DS - A niektóre pozycje fantastyczne są też najzwyczajniej w świecie trudne do czytania, więc jak chcemy coś trudnego w odbiorze przeczytać, to tu też się znajdzie.
5595:  JM - Właśnie, ja wychodzę właśnie z założenia, że eskapizm dzieli się na takie rzeczy, które są po prostu rozrywką i to jest tak samo jak niektórzy oglądają sobie przyjaciół na przykład.
5612:  JM - No i dzieje się na te ambitniejsze rzeczy, które dają do myślenia równie mocno jak powieści, które niektórzy nagradzają Noblem na przykład.
5624:  JM - literackim, więc ja się nigdy właśnie nie wdaję w dyskusje tego typu, bo uważam, że nie ma sensu.
5631:  KMM - Ja mogę tylko szybko odpowiedzieć na to pytanie, które u ciebie wybrzmiało, to znaczy jak ludzie mówią, przeczytaj coś wartościowego, to niestety najczęściej mają na myśli bardzo prostą, no ja bym powiedział złośliwie prostacką rzecz, to znaczy to, co jest wartościowe, to jest o naszym świecie.
5648:  KMM - I wiecie, tak rozumianym po chłopsku.
5650:  KMM - Nasz świat, to co nas otacza, ale jak podrążycie trochę, no to dobrze, no to powiedzmy, że historia, tak?
5658:  KMM - To już będzie nasz świat, czy to już nie jest nasz świat?
5660:  KMM - No nagle się okazuje, że między fantazją a historią znajdziemy więcej podobieństw, niż między fantazją a reportażem.
5667:  KMM - A dużo ludzi, którzy mówi właśnie, że jako reportaż, literatura faktu, równocześnie czyta powieści historyczne.
5673:  KMM - I czasem sobie nie zdaje sprawy z tego, jak bardzo tam dużo jest fikcji.
5676:  KMM - Jak powiedział mój ulubiony Nietzsche, fakta ficta historycy nigdy nie wyjrzeli poza rubieże wyobrażeń.
5683:  KMM - I bardzo często tworzą światy wyimaginowane po to właśnie, żeby lepiej nam uświadomić jakiś ważny problem historyczny.
5690:  KMM - Ale to też jest otoczka fikcyjna.
5692:  KMM - No i wiecie, jest jeszcze ten aspekt szkolny, to znaczy dostajemy ten kontekst epoki i należy powiedzieć, czego powieść nas nauczyła, więc jeżeli tak spojrzymy w taki bardzo prosty sposób na Śródziemie, no to nie zobaczymy czegoś takiego, ale jeżeli się wczytamy głębiej, to zobaczymy same rzeczy, których może nas powieść czy pisarstwo Tolkiena nauczyć i to powiem już bardzo złośliwie, o wiele bardziej uniwersalnych w kategorii globalnej niż Lalka Prusa.
5721:  KMM - Lalka Prusa może dla naszego kręgu kulturowego, i to bardzo zaznaczam to może, nieść jakieś wartości o charakterze historycznym, natomiast nigdy nie byłaby fenomenem na skalę globalną.
5733:  KMM - To jest niemożliwe, bo jest tam za dużo tego takiego wsobnego kontekstu, a Tolkien przez to, że jest uniwersalny, to też uniwersalne wartości będzie niósł wszystkim.
5743:  JM - Ja powiem więcej, że osoby, które często właśnie mówią, że przeczytaj coś bardziej ambitnego, to są takie osoby, które w życiu nie przeczytały ani jednej książki z zakresu fantastyki, które nie zagrały w żadną grę, nie mają pojęcia o czym to jest i wyobrażają sobie pewnie, że to są jakieś takie bajki z czerwonym kapturkiem, coś w tym stylu.
5763:  JM - Ewentualnie jeszcze dodam, że właśnie osoba, od której usłyszałam taki tekst, to jest osoba, która w ogóle nie czyta.
5771:  BFP - Właśnie to chciałem powiedzieć.
5774:  BFP - I już oddając głos Dominice, to właśnie tego chciałem nawiązać, bo chciałem przydać trzy komentarze i do jednego dodać swoją adnotację.
5781:  BFP - Chciałem przydać komentarz Kamila Nagórnego, który poszedł nam w sukurs, jak mówiliśmy o gejmanie i akurat w momencie, kiedy o nim mówiliśmy, to on przytoczył tytuł jego książki.
5793:  BFP - Koralina i tajemnicze drzwi lub labirynt fauna ukazuje ucieczkę dziecka do innego świata przed bolesną rzeczywistością.
5799:  BFP - To już tak kolejny wymiar w kolejnym wymiarze, jak mówimy o eskapizmie.
5803:  BFP - Wyróżnię też komentarz Pszo, który napisał, hej, moim hobby jest rekonstrukcja historyczna średniowiecza.
5809:  BFP - Co weekend w piątek uciekam do XV wieku, a w niedzielę uciekam do współczesności.
5813:  BFP - Czemu?
5815:  BFP - Bo właśnie chyba to, że robię to tylko na chwilę.
5818:  BFP - To jest piękne, ale tak trafione.
5820:  BFP - Bo właśnie dlatego, że robię to tylko na chwilę.
5823:  BFP - To jest właśnie ta ucieczka do.
5825:  BFP - I to jest to kluczowe, co chciałem przeczytać.
5829:  BFP - Komentarz od jednorękiego bandyty.
5831:  BFP - Ja zauważyłem ostatnio, że najbardziej eskapizm krytykują osoby, które większość swojego czasu spędzają na crunchowaniu projektów.
5839:  BFP - Osobliwie to te same osobistości, które promują detoks dopaminowy, który jest bzdurą.
5844:  BFP - Rzeczywiście ja bardzo często nie słyszę, ale widzę spojrzenia, nie chcę użyć słowa pogardy, ale deprecjonujące mnie od osób, które oddały się albo swojej przedsiębiorczości, swojemu biznesowi, albo wyrabiają wyniki.
5860:  BFP - To znaczy to są osoby, czy jakaś kategoria osób, nie chcę, żeby ktokolwiek poczuł się urażony, które nie mają czasu na inną formę eskapizmu, czy inną formę literatury, bo my mówimy dużo jednak o fantazji, fantastyce.
5873:  BFP - To są osoby, które kompletnie na to nie mają czasu, ale mierzą innych swoją miarą, a dla nich najwyższą wartością jest osiągnięcie jakiegoś punktu w życiu, w którym można spojrzeć na stan konta bankowego, albo na swój samochód, albo na swój dom i powiedzieć to mi się udało ciężką pracą, bo były wyrzeczenia.
5891:  BFP - I nie rozumiem dlaczego ty sobie pozwalasz na tyle wyrzeczeń w życiu.
5895:  BFP - Nie, właśnie dlaczego ty nie masz żadnych wyrzeczeń grając sobie w gry, albo czytając sobie komiksy.
5900:  BFP - I
5902:  BFP - Dominiko, mam nadzieję, że jeszcze ktoś zabierze w tej sprawie głos, ale jeżeli chcesz od tego zacząć Dominiko albo od czegoś innego, to zapraszam cię, bo przypominam, mówimy o tym, dlaczego walczymy o dobre imię ucieczki do, czyli tego pozytywnego eskapizmu.
5914:  DS - Bardzo mnie bawi to, że ktoś zakłada, że jeśli czytamy książki albo gramy w gry, to nie ma w naszym życiu żadnych wyrzeczeń, ponieważ jedno się zupełnie z drugim nie łączy.
5924:  DS - Przecież wcale nie musimy tego eskapizmu w naszym życiu mieć dużo.
5929:  DS - To może być np.
5929:  DS - 15 minut raz w tygodniu, bo całą resztę czasu spędzamy właśnie na owe wyrzeczenia.
5935:  DS - Więc to chciałam tylko zaznaczyć.
5937:  DS - Natomiast dlaczego eskapizm jest ważny?
5941:  DS - to moim zdaniem on nam pozwala zachować po prostu higienę psychiczną.
5947:  DS - Żebyśmy byli zdrowi, żebyśmy dobrze funkcjonowali, to potrzebujemy jakiejś odskoczni, potrzebujemy jakiegoś odpoczynku, potrzebujemy poświęcić trochę czasu na to, co lubimy robić.
5961:  DS - A jeśli coś lubimy robić, to zapewnia nam to eskapizm.
5964:  DS - Jeśli to zrobimy, jeśli trochę odpoczniemy, będziemy bardziej zrelaksowani, wtedy wszystko w naszym życiu będzie tak naprawdę lepsze.
5971:  DS - Będziemy się lepiej czuć, będziemy mieć lepsze relacje z ludźmi, nie będziemy chodzić sfrustrowani i zmęczeni.
5978:  DS - Więc tak naprawdę dobrze byłoby codziennie chociaż chwilę na coś takiego poświęcić, choć wiadomo, że realia są różne, nie zawsze sobie można na to pozwolić.
5985:  DS - Więc to jest pierwsza rzecz, która moim zdaniem jest bardzo ważna.
5989:  DS - Natomiast druga rzecz jest taka, że ten eskapizm bardzo często, nawet jeśli nie jest to celem tego, co robimy, tak naprawdę nas rozwija.
5998:  DS - Jeśli czytamy książki, to oczywiście trenujemy swoją wyobraźnię, ale też poznajemy lepiej język, którego używamy.
6005:  DS - Pobudza to naszą kreatywność właśnie czy do pisania, czy do rysowania, czy do czegokolwiek innego.
6010:  DS - Jeśli gramy w te nieszczęsne gry komputerowe,
6013:  DS - To już nie mówię o tym, że obecnie w ogóle mamy międzynarodowe zawody w te gry i możemy zostać znanym e-sportowcem, prawda?
6020:  DS - Ale choćby dużo osób przeskakuje na przykład z tego właśnie domodowania.
6025:  DS - Czy tak jak Krzysztof mówił, że robiłaś swoje własne, co tam robiłaś?
6029:  DS - Środowisko?
6031:  DS - Coś tam robiłaś?
6032:  KMM - Znaczy, jeżeli mówisz o tym Neverwinter Nights, to tam robią powiedzmy taką swoją kampanię plus jeszcze świat, nie?
6038:  DS - No właśnie, więc jakby był to jakiś pierwszy krok, który gdyby ci się wszystko nie skraszowało, być może na przykład teraz zamiast robić YouTube'a i uczyć na uczelni byłbyś znanym twórcą gier komputerowych na przykład.
6052:  DS - Jeśli to jest rekonstrukcja, to poznajemy zawsze jakieś tam ciekawe fakty o danym okresie historycznym, który rekonstruujemy i tak dalej.
6063:  DS - Ja na przykład dzięki książkom fantasy akurat zainteresowałam się szermierką i zdobywałam dzięki temu ciekawe umiejętności, więc to nas może w bardzo różne strony popchnąć i to, tak jak mówię, nie jako mimochodem, mimo że my nawet nie czujemy
6079:  DS - że czegoś się uczymy i że coś poznajemy, a takie tak zdobyte umiejętności, jak wiemy, są najlepsze i najdłużej z nami zostają.
6086:  BFP - To ja przeczytam jeszcze dwa ciekawe komentarze, do których być może będziecie chcieli się odnieść.
6092:  BFP - Przo, który wcześniej napisał o tym, że ucieka w rekonstrukcje historyczne.
6100:  BFP - Czy myślicie, że eskapizmem można nazwać tylko czytanie czy granie?
6103:  BFP - Chyba znam osoby, dla których ucieczka w gotowanie czy naprawę auta.
