Jak wygląda dojenie znanych marek - gościnnie Krzysztof M. Maj i Bez/SchematuBez/Schematu
🔗 https://www.youtube.com/watch?v=z2luWI23esY
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
RP (Radosław Pisula, Full Frontal Pisula, Napisy Końcowe)
OR (Oskar Rogowski, Napisy Końcowe)

0:  OR - Hej, witajcie na Napisach Końcowych.
4192:  BFP - Znaczy tam jest bardziej srogo, srożej.
4196:  OR - Srożej jest właśnie... My zawsze mówimy, że za każdym razem, kiedy ktoś miał wątpliwości, to showrunner mówił, zamknij się i uszy doklejaj.
4205:  BFP - To generalnie było wszystko, co się działo.
4209:  BFP - Jest w ogóle ten kanał, świetny kanał...
4214:  BFP - O pyczach.
4215:  BFP - Gościu robi, jak wyglądają pycze danych filmów.
4217:  BFP - Kapitalny kanał, w ogóle fajna formuła.
4220:  BFP - To a propos tego konceptu czasu, przecież tam jest taka scena, gdzie narratorka, którą w ogóle gra mini-driver, jak to się stało?
4227:  BFP - Mini-driver się pojawia i jest narratorką, która jest zbędna.
4231:  BFP - I ona tam mówi, no i zaczął się czas podboju.
4236:  BFP - No i ta cesarzowa zaczęła wysyłać wojnę.
4238:  BFP - Tam w ogóle pięciu żołnierzy kurwa wchodzi do portalu.
4241:  BFP - I ona coś tam mówi, że podbijano tysiące światów.
4245:  BFP - I kurwa czas się w ogóle nie ruszył.
4247:  BFP - W sensie oni chodzą, niby coś podbijają, a ci nasi bohaterowie przecież dalej żyją.
4251:  BFP - Oni ją powstrzymują po kilku dniach po tym, jak ona przejęła władzę, a jest mowa o tym, że tysiące lat podbijania.
4257:  OR - Nikt timeline'u nie rozpisał, komu?
4258:  OR - Kompletnie, nikt by się tego nie chciał.
4261:  OR - Dzikie.
4262:  KMM - Ja sobie zrobiłem taki jeden test.
4265:  KMM - Zobaczyłem, co mówił o tym wspaniałym, cudownym, bezsprzecznie serialu jego twórcy w wywiadach.
4273:  KMM - Muszę powiedzieć, że czułem się tak, jakbym był na ciężkim kwasie.
4277:  KMM - I autentycznie to było niesamowite.
4279:  KMM - Oni opisywali zupełnie inną rzeczywistość.
4282:  KMM - Starsza krew, przysięga, przepowiednia.
4285:  KMM - Jaka przepowiednia?
4286:  KMM - Dud!
4287:  KMM - Ty tutaj nie potrafisz pokazać podboju po ludzku, a to w jakichś przepowiedniach pierdzielisz.
4291:  KMM - Jaskier się pojawił znikąd.
4293:  KMM - Co to w ogóle jest?
4294:  KMM - I jeszcze do tego wszystkiego wchodzi ten bagiński, który mówi, że ja głosowałem, ale się nie cieszyłem.
4300:  KMM - No, wiesz,
4303:  KMM - Co to w ogóle jest?
4305:  KMM - To jest moim zdaniem, powinno być wykładane na filmoznawstwie, jako właśnie przykład takiego totalnego uwiądu twórczego, tej fazy w historii, kiedy mieliśmy hype na uniwersa.
4317:  KMM - To jest modelowy przykład, jak tego nie robić, jak zmarnować kompletnie IP, jak sprzeniewierzyć wszystkie talenty, jakie mieliśmy.
4325:  KMM - Jak można, mając Michelle Yeoh na pokładzie, spieprzyć produkcję?
4330:  KMM - Okej, widziałem sequel, nie wiem czy widzieliście, Przeczajonego Tygrysa, Ukrytego Smoka.
4336:  KMM - Nigdy tego nie róbcie i widzowie napisów końcowych nigdy tego nie róbcie, ale mimo wszystko to wciąż było lepsze, mimo że to była jedna z najgorszych rzeczy, jakie widziałem w ogóle w wóksi fantasy kiedykolwiek.
4351:  KMM - I najgorsze w tym wszystkim jest to, że jak patrzyłem nawet, starając się jakoś zrozumieć, że okej, może rzeczywiście to są królestwa elfów, ja tego wciąż nie widziałem.
4361:  KMM - Ja nie byłem w stanie urżnąć się tak bardzo, żeby mieć bielmo na oczach wystarczająco grube, żeby nie widzieć problemów tam.
4368:  OR - Nie no, ja to mówiłem od początku, że jakby w tym świecie, tam nikomu nawet nie chciało się
4375:  OR - Ja o tym mówię minimum światotwórstwa.
4376:  OR - Mam na myśli takie, że jak jeden z moich ulubionych motywów, zarówno w sci-fi, jak i fantasy, to jest ten element... Możemy właśnie o tym pójść, że właśnie kiedy jest to dojenie marek, to jest jedno.
4390:  OR - Ale kiedy jest dojenie marek tak minimalnym kosztem, nawet nie kosztem, bo to nie chodzi o koszt, jaki ten serial... Tylko
4397:  OR - Kiedy nawet nie wiesz, jaką markę doisz, o tak powiem.
4401:  OR - To jest na zasadzie takie, jak wiesz, masz te krowy i w sumie nawet nie wiesz, z której to mleko leci.
4408:  OR - A może to nawet nie krowa.
4409:  OR - I masz coś takiego, że ten serial to jest coś takiego, jak uwielbiam właśnie w sci-fi i fantasy, motyw, w którym widzisz inne rasy czy inne kultury,
4424:  OR - I nawet rzuć kamyczkiem jedną rzecz.
4426:  OR - Nie musisz od razu rozpisywać im dziesięciu religii, pięćdziesięciu zwyczajów i, nie wiem, dwudziestu systemów godowych czy coś tam, ale wrzuć jedną rzecz, która pokaże ci, bo musisz wyjść od ludzi, bo jesteśmy ludźmi i ciężko, żebyś nie wyszedł od ludzi, więc masz to społeczeństwo, ale teraz wyobraź sobie coś.
4444:  OR - No i co mają elfy?
4446:  OR - Mało tego, ten serial, wrzucając tam jaskra, legitymizuje się, że to jest połączone uniwersum dla jasności.
4451:  S05 - Tak, tak.
4452:  OR - Ja często mówię, ja mam gdzieś, możesz robić coś kolejnego, ale w momencie, w którym wrzucasz tam jaskra, to jest te samo uniwersum.
4459:  OR - Więc co mają elfy?
4460:  OR - Elfy żyją długo.
4462:  OR - Elfy są długowieczne.
4464:  OR - Więc mając ten jeden drobny pierdyk w głowie, pomyśl sobie, jak by wyglądało ludzkie społeczeństwo, gdyby ludzie żyli pod tysiąc lat.
4471:  OR - I od tego spróbuj budować.
4473:  OR - Nawet tyle nie chciało im się zrobić.
4477:  OR - Oni wzięli ludzi i dokleili im uszy.
4481:  OR - Nie chciało im się nic więcej nie robić.
4483:  OR - Masz typa, który idzie do zamtuza, masz to wszystko brudne, takie wiecie, ten, plastikowe kilka pałaców i tak dalej.
4490:  OR - Ale to jest dobry przykład, bo właśnie to jest to dojenie marki w taki sposób, w którym to już nawet nie jest fanservice, tak jak w przypadku rzeczy, które wymieniliśmy.
4500:  OR - To już nie, to jedyna rzecz to jest, naklejamy ten tytuł i nawet jakby showrunnerom nawet nie chciało się czytać nic.
4508:  OR - To nie jest nawet takie, jak sobie myślisz, że czytali, uznali, he he, głupie.
4513:  OR - Nic, nic nie chciało się tutaj czytać, nic nie chciało się sprawdzać, nic nie chciało się robić.
4517:  OR - To już jest ten leniwy etap dojenia.
4520:  KMM - To już jest taki... Oni mogliby nawet wymyślić własną historię.
4523:  KMM - To nie jest jakiś wielki problem.
4525:  KMM - To jest to, co mówisz.
4526:  KMM - Wystarczy jeden patronimik fantazyczny.
4528:  KMM - Nie wiem, Brandin z Igrafu jest na przykład u Gaia Gawielakaja w Tiganie.
4532:  KMM - Nic nie wiemy o tym, czym jest Igraf.
4534:  KMM - ale wiemy, że był jakiś Czarnoksiężnik.
4535:  KMM - Okej, Czarnoksiężnik, czyli coś.
4537:  KMM - Tak samo możemy myśleć o Asshai, które jest wspomniane tylko w Grze o Tron, a ile jest wokół tego fanowskich historii, lore videos i tak dalej.
4545:  KMM - Mogli zrobić dokładnie to samo z Koniunkcją Serwy, startować na przykład w innym uniwersum, w innej części tego multiwersum, prawda?
4551:  KMM - Żeby bohater... I weźmy nawet dokładnie tych samych bohaterów, tylko poświęćmy im trochę czasu, żeby to nie były figurki z papieru.
4558:  KMM - Niech oni podróżują do Królestw Północy!
4561:  KMM - i mają już nową perspektywę narracyjną, świeżą markę, mają nowy pod uniwersum swoje, które mogliby sobie rozwijać, mogą zrobić z tego parę sezonów, a tak dostaliśmy coś, czego się nie da kontynuować.
4575:  RP - Jest strzałem w stopę.
4577:  RP - Dostaliśmy tą słabą sesję RPG, które nie ma sensu jakbym jakiś nastolatek prowadził.
4582:  RP - I tutaj wiemy, że to jest w ogóle jak są rozwijane te światy i jak są robione te spin-offy, do czego wyszliśmy, nie?
4588:  RP - Że bierzemy te bullet pointy, które tam mamy albo jakieś ważne wydarzenie, ważna postać i doklejamy do niej cokolwiek, jakąś historię opartą na takich prostych przesłankach, które wiemy jak działają.
4597:  RP - I tak jest z tym światem Wiedźmina, czyli mieliśmy ten...
4600:  RP - Ja mam dużo sympatii do tej animacji z Vesemirem, nie?
4602:  RP - Ale to też tak było zrobione, że bierzemy tego gościa, on super wojownik silny, bo nauczył Geralta, to musi być taki super i on ma te zapędy ojcowskie, bo to wiemy, że Geralt go tam wspomina i takie rzeczy, nie?
4612:  RP - Więc opieramy na tym ten film, nie?
4614:  RP - Będzie sobie działał.
4615:  RP - Jeszcze działało, nie?
4616:  RP - A właśnie tak mamy z Koniukcją sferę, że muszą wyjść elfy.
4618:  RP - Coś się stało, coś jebło i wyjdą elfy.
4621:  RP - Nieważne, co się będzie działo innego w tym serialu.
4622:  RP - I się nic nie dzieje.
4624:  RP - Tutaj kluczowy jest ostatni moment, że nagle niebo się tam zamienia, pojawiają się te planety, wychodzą...
4629:  RP - wychodzą ludzie.
4630:  OR - Którzy wyglądają dokładnie tak samo jak elfy, ale ktoś w tym momencie doczytał, ej, ale to różne rasy, czym ty jesteś?
4637:  OR - Jakby kobieta, która ma zasłonięte, wiesz, tak uszy, że nawet nie widzisz tej różnicy.
4641:  OR - I mówię, ja mam takie dziwne wrażenie, że to jest coś takiego, gdzie nawet już minimum nie dano.
4648:  OR - Nawet nie pokazali mi tego, wiesz, ja przyznaję, nie znoszę dzisiaj Far From No Way Home,
4656:  OR - Ale jak wyskoczył mi ten Andrew Garfield z tego portala, no to się cieszyłem, bo jestem prostym człowiekiem, prawda?
4662:  OR - I ostatecznie, jak film dzisiaj podsumowuję, to znaję, że on nie ma żadnej wartości merytorycznej, ale się cieszyłem, bo Andrew Garfield wyskakuje z portalu.
4671:  OR - Natomiast prawda jest taka, że w przypadku tego filmu, to nawet mi ten Andrew Garfield nie wyskoczył, nie?
4676:  OR - Nawet tego tworu.
4677:  OR - I mam wrażenie, że to już jest absolutna skrajność.
4682:  KMM - Nie no, tutaj nawet Filip Skolopi nie wyskoczył przy całym szacunku dla Filipa oczywiście, bo to inny Filip, ten idiomatyczny.
4688:  KMM - Ale wiecie, myślę sobie jeszcze nad jedną rzeczą, to znaczy zauważcie, że to nie jest tak, że myślę na jakimś poziomie twórcy sobie z tego nie zdały sprawy.
4696:  KMM - Rzeczywiście trochę się przychylam do tego, coście mówili na początku.
4699:  KMM - To jest gra cyniczna, tak?
4701:  KMM - Oni już wiedzą po reakcjach na drugi sezon Wiedźmina, że to umiera, tak?
4705:  KMM - Oni już to wiedzieli.
4706:  KMM - Jak teraz jeszcze Kawil ogłosił, że on w ogóle idzie sobie precz, to tym bardziej.
4711:  KMM - Więc przypuszczam, że ten sezon trzeci to będzie faktycznie pożegnanie, że nie zobaczymy już sezonu czwartego.
4716:  KMM - Nie wiem, w tym momencie to jest hipoteza, z której można mnie rozliczać, ale ja nie widzę możliwości uratowania tego.
4722:  OR - Będzie, będzie tani.
4723:  KMM - Trzy razy tańszy.
4724:  KMM - Tak.
4725:  KMM - Ale najsmutniejsze w tym wszystkim jest to, że wiecie, przy całym tych anegdotycznych przykładach z sesji RPG-ową, myślę, że naprawdę gdy przeciętnego mistrza gry wziąć i poprosić go o to, żeby zainscenizował przygodę, to zrobiłby to lepiej.
4737:  BFP - To by powstało, to się za Legends of Vox Machina, tak?
4740:  OR - Ale ja to wczoraj powiedziałem.
4742:  OR - Ja mówię, nie mam żadnych umiejętności, gdybym miał napisać książkę, w życiu bym nie ogarnął napisania książki, ja prowadzę sesję RPG.
4751:  OR - Ja usiadam i mówię, ja bym zrobił lepszy scenariusz, każdy z nas zrobiłby lepszy scenariusz.
4756:  OR - Ja nigdy tego nie mówię.
4757:  OR - Jak oglądam jakiś film, który nawet wyjdzie kiepsko, mówię, okej, napisanie scenariusza to jest kurewsko trudna rzecz.
4762:  OR - Jakby oglądam film, który uważam, że jest kiepski, ale nie uważam, że napisałbym coś lepszego.
4767:  OR - Tym razem tak, tym razem uważam, że każdy z nas napisałby coś lepszego, dlatego, że wystarczyłoby dać minimum.
4773:  OR - I to dalej napisałbym gniot, ale napisałbym, dałbym minimum, którego tutaj nie ma.
4779:  KMM - Ale fascynujące jest to, że jest jednak Zmora Wilka, nie?
4782:  KMM - Jako anime w tym uniwersum.
4783:  KMM - I on nie jest zła, ta animka.
4787:  KMM - Dobrze mi się oglądało, więc kurczę, czemu jest tak, że animacje dzisiaj coraz częściej, to też jest coś, co mnie fascynuje, są lepsze.
4796:  OR - Była tania i mało kogo obchodziła.
4799:  OR - Nie brałeś, wiesz, Michelle Yeoh, nie brałeś tego.
4802:  RP - To też jest tani serial, ale nie tak tani, jak zrobienie krótkiego... Tak, tak, ale wiesz, to też nie mówimy, żeby ktoś nie pomyślał, że mówimy, że wiesz, że to jest tylko złe, że powstają jakieś spin-offy, powstają jakieś, wiesz, rozszerzenia świata w innych mediach nawet.
4816:  RP - No bo mieliśmy Cyberpunka, do którego zostało podczepione Edge Runners, który jest absolutnie, według mnie, fantastycznym rozwinięciem świata.
4824:  RP - Konkretną historią opowiedzianą, która ci coś...
4827:  RP - bierze rzeczy z tamtego świata i są do nich nawiązania, ale tworzy spójną, konkretną historię o innych bohaterach, nie?
4833:  RP - Opartą na tym świecie.
4834:  RP - I to jest niesamowite, bo jeśli ktoś ma pomysł, to zrobi coś dobrego, nie?
4838:  RP - Ale ogólnie, niestety, jest to dojenie.
4841:  OR - To ja teraz odbiję w drugą stronę i zapytam ciebie, Filip, o The Walking Dead właśnie.
4849:  OR - Wspomniałeś, że z jakiegoś powodu czekasz, że jakoś tam masz jakąś wiarę w to, że ta mission i ten rig, że gdzieś tam coś jeszcze się z tego będzie.
4861:  OR - Ja chcę zapytać pierwszą rzecz, bo na pewno się orientujesz.
4866:  OR - Ja kojarzę trzy spin-offy The Walking Dead, więcej ich ma powstać?
4872:  KMM - Trzy.
4873:  KMM - Zapowiedzieli trzy naraz chyba.
4875:  BFP - Tak, tak.
4877:  BFP - Legendarne było właśnie to, że rzecz, chyba nie czułem się tak oszukany od czasu zakończenia Lost, że zakończenie The Walking Dead było jedną wielką reklamą.
4893:  BFP - Ja podawałem taki przykład, wyobraź sobie, że oglądasz Breaking Bad i masz finał Breaking Bad, pełen emocji, naprawdę wstrząsający emocjonalnie, ale też trochę pełen fanservice'u.
4907:  BFP - W zasadzie to jest tylko platforma reklamowa dla spinoffu z Henkiem, spinoffu z Mikem i spinoffu z Skyler.
4917:  OR - Better Call Saul After Years.
4921:  BFP - No, coś takiego.
4922:  BFP - I to trzy, aż dostajesz.
4925:  BFP - I nigdy chyba bardziej nie raziło mnie...
4928:  BFP - Uderzanie tak ostentacyjne, o, to jest chyba słowo, ordynarne i ostentacyjne uderzanie uniwersum po twarzy fana, to jest taki slapping, już nie powiem czym, gdzie dosłownie pojawia się plansza z napisem This is not the end, this is the beginning of the universe.
4950:  BFP - autentycznie.
4950:  BFP - I trzy płatne DLC.
4952:  BFP - I trzy płatne DLC.
4954:  BFP - I to tak bardzo podważyło cały ten walor emocjonalny.
4960:  BFP - To tak bardzo sabotowało ideę zakończenia, mówiąc to nie jest zakończenie, pamiętaj, że było naprawdę bolesne.
4968:  BFP - Ale wiesz co?
4969:  BFP - Odpowiadając na twoje pytanie, jak to jest, że masz taką nadzieję?
4975:  BFP - Ja powiedziałem raczej jak Fox Mulder
4977:  BFP - I want to believe.
4979:  BFP - Ja chcę mieć nadzieję, ja chcę wierzyć.
4982:  BFP - Ale wiesz co, bo zaangażowałeś tyle czasu w oglądanie tych wszystkich sezonów i chciałbyś, żeby jednak gdzieś tam to... O przepraszam, jakby to tak działało, to bym obejrzał Fish the Walking Dead.
4992:  BFP - A nie obejrzałeś?
4992:  BFP - Nie obejrzałeś?
4994:  BFP - Znaczy, skończyłem na trzecim sezonie i już miałem doktor.
4996:  BFP - Ja obejrzałem.
4997:  BFP - Odkąd pojawił się tam kuriozalny Morgan, wysiadłem z samochodu i stwierdziłem, nie, to nie jest dla mnie.
5003:  BFP - Także kuriozalny Morgan jest w stanie... Ja myślę, że jak kuriozalny Morgan się pojawi jeszcze w innych spin-offach, to będzie naprawdę źle.
5009:  BFP - Ale tak trochę pomyślałem, że oni mają tego Ricka i on jest tak ukochany i mieli jednak zrobić z tego film.
5019:  BFP - A potem stwierdzili, że zrobimy z tego ośmioodcinkową zamkniętą całość.
5023:  BFP - To pomyślałem, może to jest szansa tego, żeby oni faktycznie spojrzeli na to, jak na zamkniętą całość.
5028:  BFP - Czyli fajnie, jak powstanie kolejny sezon, ale nie musi.
5033:  BFP - A jak na The Walking Dead się patrzyło, to wiadomo, zawsze na tym rynku, szczególnie seriali, nie wiemy, czy będzie kolejny sezon.
5041:  BFP - Ale wiecie, ile już było wtedy komiksów.
5043:  BFP - I oni wiedzieli, że chcą zrobić tyle, a tyle.
5044:  BFP - A tutaj nie mają takiej podstawy.
5046:  BFP - Oni tworzą to od zera, więc...
5048:  BFP - I want to believe, tak?
5049:  BFP - Więc może ja jestem dzisiaj tym optymistą, co jest dla mnie rzadkie, ale gdzieś głęboko wierzę, że nawet właśnie te uniwersa, te duże korporacje, które szafują sobie tymi aktywami w swoim portfelu,
5062:  BFP - rozumieją pewne sygnały, które do nich docierają.
5064:  BFP - Może poza Activision Blizzard.
5066:  BFP - I starają się... I Kathleen Kennedy.
5070:  BFP - I Lauren Fishtech.
5073:  BFP - Dwa dla nich i jeden dla nas.
5075:  BFP - Albo na odwrót może dwa dla nas i jeden dla nich.
5078:  BFP - Bo też nie chciałbym powiedzieć, co to znaczy dla nich.
5082:  BFP - Ludzie naprawdę kochają to, co oni... To nie jest tak, że oni produkują to, a ludzie mówią Jezu, przestańcie.
5087:  BFP - Tak jak wiele osób mi na to zwróciło uwagę.
5089:  BFP - narzekasz, no to The Walking Dead, no ale jest jakiś powód, dla którego dojechali do jedenastego sezonu.
5096:  BFP - No właśnie przekonuję się w komentarzach, jaki, że to naprawdę to była lekka produkcja, którą ludzie łykali z przyjemnością i
5105:  BFP - I spoko.
5105:  BFP - Jakby nie odmawiam tego innym.
5107:  BFP - Więc dla mnie ważne jest, żebyśmy nigdy nie trafili do restauracji, w której jedyną potrawą na 10 sposobów, jaką znajdziemy w menu, będzie hamburger.
5116:  BFP - Myślałem, że powiesz zombie.
5118:  BFP - Grzyb.
5119:  BFP - Grzyb.
5124:  RP - Ja się trochę na tym złapałem, jak teraz mówiłeś o tych właśnie produktach, które mają być i przypomniałeś, że mają powrócić Miszą i Rick i sam jestem zaciekawiony tym projektem, bo wiesz, odpala mi się w głowie taki od razu, kurczę, to były fajne te pierwsze lata Walking Dead i ja lubiłem tego Ricka, jak on się rozwijał jako postać, jak on tam przygody przeżywał.
5144:  BFP - Ale zobacz, minął ten czas, o którym mówiłeś, że to już trochę minęło czasu, więc za tym tęsknisz.
5148:  RP - Tak, tak, że chcę zobaczyć, co się z nim teraz dzieje.
5150:  RP - Ja nie wiem, jak on wyszedł z serialu.
5152:  RP - Helikopterem wyszedł.
5155:  RP - Słyszałem o tym, ale nie widziałem tego i nie mam tego nostalgicznie, ale mam właśnie to, jak on się zmieniał, jak tam przeżywał te rzeczy i to się wszystko zmieniało u niego.
5163:  RP - Pamiętam Michonne, jak ona działała w serialu, jak ona się pojawiła i mam takie, wiesz, to wypierasz z głowy te rzeczy, które były złe,
5170:  RP - Wychodzą się na przykład te dobre, nie?
5171:  RP - I właśnie jak się pojawiła Michonne z tymi zombiakami na łańcuchach, ale ona była w spoko postaci.
5175:  RP - Później mi się przypominała, ej, ta gra Telltale była naprawdę niezła z Michonne.
5179:  RP - Fajnie mi się w to grało.
5180:  RP - Była krótka, dużo doznań, miło mi się w to grało.
5183:  RP - Chcę zobaczyć, co dalej z tą Michonne, nie?
5184:  RP - Chociaż nie jestem związany emocjonalnie z tym serialem, jestem związany emocjonalnie ze wspomnieniami, które mam z tych lat.
5189:  BFP - Założę się, że to samo myślałeś o Torze 2.
5191:  BFP - Założę się, że dokładnie tak samo myślałeś, póki nie odpaliłeś tego filmu.
5194:  RP - Dokładnie, dokładnie, mówię, ej, przecież tam było kilka dobrych rzeczy, był ten fajny Hiddleston, nie, i nagle oglądam i wiesz, wszystko mi się rozsypuje w głowie, taka pustynia, wiesz, Batman Nightmare, Snyderowski w głowie, ten, mam w głowie, masakra, i tylko hałda gruzu, nic się nie dzieje w tym filmie, i mówię, co?
5210:  RP - Co ja miałem w głowie te lata temu, że w jakimś stopniu mi się ten film podobał, on jest po prostu paskudny.
5216:  OR - No niestety tak to działa, ale właśnie Walking Dead i Rodowód Krwi są dzisiaj świetnymi przykładami tego, bo z jednej strony masz najbardziej leniwe dojenie jakie było, to powiedziałem właśnie Rodowód Krwi, gdzie
5231:  OR - Mówię, mógłbyś zrobić minimum i pewnie byś kogoś złapał.
5235:  OR - Ale wydaje mi się, że nie złapali nikogo.
5237:  OR - Zresztą wyświetlenia Netflixie mówią.
5239:  OR - A z drugiej strony masz The Walking Dead, który jest z kolei takim najbardziej bezczelnym.
5243:  OR - To już jest takie... Wiesz, z czym mi się to kojarzy?
5247:  OR - Był moment, kiedy wszyscy chcieli mieć swoje uniwersa.
5251:  OR - I wiemy jak Tom Cruise pięknie zaorał na przykład uniwersum potworów.
5259:  OR - Wiem jak Transformers miało mieć swoje uniwersum wielkie.
5262:  OR - Po filmach Bay'a próbują cały czas zrebootować.
5267:  OR - Był świetny Bumblebee na boku swoją drogą.
5269:  OR - Ale gdzieś tam teraz ma być te Beast Wars już... To nie jest uniwersum, które się tam nagle rozrosło na nie wiadomo ile stron.
5275:  OR - Mammel by był Jokerem tego świata.
5277:  OR - Tak, no oczywiście DC ze Snyderversem, który James Gunn przychodzi i wielką taką szuflą wymiata z tego wszystkiego.
5285:  OR - I to jest czubek góry lodowej, bo ile tam nie było uniwersów, które były próbowane, tworzone.
5292:  OR - The Walking Dead poszło w taką stronę, gdzie zrobili ten jeden serial,
5299:  OR - wyciągnęli z niego co mogli i robią dokładnie ten motyw, teraz rypnijmy uniwersum.
5305:  OR - Tutaj oddając trochę honoru Marvelowi, Marvel tak dobrze działał, bo uniwersum tak trochę organicznie się rozrastało.
5311:  OR - Tutaj był jeden filmik, tutaj był drugi, tutaj to trochę szło itd.
5315:  OR - A wszyscy, którzy siadali i mówili, teraz pierdolniemy, teraz to się wszystko rozkręci,
5321:  OR - gdzieś się na tym wykładali i mnie to cholernie fascynuje, ja nie zamierzam oglądać żadnego z tych seriali The Walking Dead, ale mnie autentycznie cholernie fascynuje to, jakie one będą miały oglądalność.
5334:  OR - Czy faktycznie one ściągną widza, bo to mi dużo powie o tym, gdzie jesteśmy jako fani, jako widzowie, bo naprawdę ciężko mi znaleźć inny przykład takiego
5346:  OR - Tak jak mówisz, takiego bezczelnego rypnięcia, to jest dosłownie jakbym kończył grę i ostatni boss mówi jeszcze mnie popamiętacie, ucieka i nagle pojawiają ci się trzy płatne DLC, dosłownie coming soon.
5358:  OR - I to jest coś w tym rodzaju.
5360:  OR - I czegoś tak perfidnego jak to co było z The Walking Dead ja nigdy nie widziałem.
5365:  OR - Nieraz było tak, że serial się kończył, ktoś myślał o jakimś spin-offie, że skoro ten serial się skończył, to może spróbujmy, nie wiem, moje kochane Supernatural, które oglądałem 15 sezonów, w końcu ktoś tam wymyślił, że zróbmy coś tam, już nawet nie ruszam tych prequeli do czegoś tam, ale to jest standardowo, jedna rzecz, próbujemy gdzieś tą markę gdzieś podciągnąć.
5384:  OR - Natomiast to, co zrobili z The Walking Dead, odtedy, że nie przychodzi mi do głowy drugi taki projekt.
5391:  KMM - Trochę Riverdale z tych nowszych, ale tylko trochę, bo to było jednak tylko sześć sezonów, więc byliśmy dwa razy mniej.
5397:  OR - Yellowstone!
5398:  OR - Ale czy to się naprawdę tak rozstrzeliło?
5400:  OR - Nie, nie, bo to za zbyt młode.
5402:  KMM - Nie, nie, nie.
5403:  KMM - Riverdale jest bardziej kameralny, ale w bardzo podobny sposób...
5408:  KMM - rozciągnęło coś, co naprawdę nie powinno być rozciągnięte.
5411:  KMM - Riverdale miał materiał, żeby się skończyć na trzech sezonach autentycznie i miał fanbase na trzy sezony maksimum.
5418:  KMM - Ale zauważcie, że równocześnie mamy inne praktyki.
5421:  KMM - Teraz na Twitterze, teraz tydzień temu, trendowało przez kilka dni Save Warrior None.
5427:  KMM - The Warrior Unknown była eksperymentem przedziwnym w mojej karierze oglądania rzeczy na Netflixie, na które nigdy w życiu nie myślałem, że nie spojrzę, ale akurat miałem czas, więc obejrzałem.
5438:  KMM - Premis serialu jest taki, że zakonnica walczy z demonami.
5441:  KMM - O co jeszcze pytacie?
5443:  RP - To było to, co cię Smoczyńska reżyserowała, taki odcinek, tak?
5446:  KMM - Nie wiem, ale wiem, że jedna moja słynna pamięć, ale wiem, że zakonnica była ateistką, co było zabawne pod tym względem.
5453:  KMM - No w każdym razie, ludzie z jakiegoś względu pokochali ten serial, bo on nie miał żadnych pretensji, nie chciał wytworzyć jakiegoś gigantycznego uniwersum, ale zauważcie, że ludziom właśnie nie wystarczyło to, że są tylko dwa sezony.
5463:  KMM - Widzieli, nie, my chcemy więcej.
5465:  KMM - I mimo, że jest chęć ze strony fandomu, że tworzy się nowy fandom wręcz, to wytwórnia mówi nie, zamykamy kurek, ale będziemy doić markę, której fandom już ma dość nawet, albo jest podstarzały brzydko mówiąc i nie zagarnia nowych ludzi, ergo nie zarabia.
5483:  KMM - Więc jest to niesamowity znowu paradoks związany z badaniem rynku.
5486:  KMM - To znaczy mam wrażenie, że jakkolwiek w wielu gałęziach gospodarki ma dobrą penetrację rynku przez marketingowców, którzy wiedzą generalnie, czego chcą ich odbiorcy, to tutaj mam wrażenie, że bardzo często producenci to są pijane dzieci we mgle, które zastanawiają się, o może to zadziała, a nie, nie działa, to przejdziemy do następnego projektu, może to zadziała.
5506:  KMM - I już tak są przyzwyczajeni do kancelowywania, że...
5510:  KMM - że odwołują jakiś sezon serialu i orientują się, a nie, to niesłusznie, bo tu się fandom zrobił w międzyczasie.
5517:  RP - Ja do dziś płakrzę po Firefly, ale... To tam były inne problemy, ale mamy dzisiaj seriale, które mają zrobione całe sezony i Kurek jest zakręcony w ostatniej chwili, bo jak lepiej się orientuje,
5530:  RP - To wiesz, jak w tym memie, że to nie tak miało być, nie zgadza się i dawaj, wyrzucamy to za okno.
5536:  RP - Zupełnie bez sensu, ale jest korporacyjnie, słupki się muszą zgadzać w tym momencie, już nieważne kto sobie co myśli.
5542:  RP - A wiemy, że odzew fanów jest bardzo duży, że jak mogli tutaj coś skancelować, taki fajny serial.
5547:  RP - Nie chodzi o to, że serial był fajny, nie zgadzają się liczby.
5550:  OR - Właśnie ja chcę się do tych liczb odnieść, bo jakby nie jestem do końca przekonany co do tego odzewu fanów.
5556:  OR - W sensie ja zawsze będę bronił i chciałbym dostawać, żeby quality dostawało kontynuację.
5564:  OR - Tak się cieszę, że Legion miał te trzy strony, które pięknie zamknęły historię i nie chcę więcej.
5569:  OR - To jest moje dojednoknięcie historii.
5572:  OR - Ale jednocześnie ta głośność fanów dzisiaj wydaje mi się jest bardzo złudnym i takim
5581:  OR - nie do końca mierzalnym fenomenem i nic tak tego nie pokazuje jak Snyderverse.
5588:  OR - Jak mieliśmy samoloty, które latały, prawda, nad San Diego Comic Conem Restore Snyderverse, jak czytam Snyder Cut.
