Wszystko tylko nie pierścienie władzy - Krzysztof Maj w pojedynku na dygresje! | ZMIANA PERSPEKTYWY
🔗 https://www.youtube.com/watch?v=WEY_lkZy7RM
KMM (Krzysztof M. Maj)
DS (Dominika Skoczeń, Czerw Fantastyczny)

0:  DS - Ale dlaczego gry komputerowe sobie radzą, a film sobie nie radzi?
4014:  DS - Było to uzasadnione tak, że w tej Anglii z tego okresu byli czarnoskórzy niewolnicy, ale król zakochał się w czarnoskórej kobiecie i pojął ją za żonę i wyzwolił po prostu tych czarnoskórych obywateli i podniósł część z nich do rangi szlachty.
4033:  DS - I dzięki temu mamy po prostu o takim kolorze skóry i o takim kolorze skóry bohaterów.
4040:  KMM - Najgorszy przypadek tej tokenizacji rasowej jest w Wiedźminie Letliksa, z tego względu, że w ogóle na plan dalszy schodzi kwestia nieludzi, krasnoludów i elfów.
4052:  KMM - O tym jest Wiedźmin, o ich stygmatyzacji, która w serialu staje się nieistotna, ponieważ lepsze jest pokazanie stygmatyzacji innego autorementu dotyczącej ludzi, krótko mówiąc.
4063:  KMM - I to mi kompletnie umyka, że dla nich ważniejsze było pokazanie rasowych niesnasek i problemów wśród ludzi, niż wśród istot fantastycznych, o których to w prześladowaniach jest cały Wiedźmin.
4075:  KMM - To jest nieprawdopodobne absolutnie.
4078:  DS - Ale jak już pokazują, to pokazują tak na maksa podkręcony i brutalny sposób.
4084:  S07 - Tak, tak, oczywiście.
4085:  DS - Ale dzięki temu pewnie uważają, że masz jedną scenę, gdzie tam, nie wiem, szykanują tego jednego starszego elfa, nie pamiętam już dokładnie o co chodzi, ale tam że się musiał wysikać i kazali mu się wysikać przy wszystkich i coś tam, coś tam, coś tam.
4096:  DS - I ponieważ ta jedna scena była taka podkreślona, to masz zapamiętać, że oni szykanują elfa.
4100:  KMM - Tak, tak, absolutnie.
4101:  KMM - Mam do ciebie pytanie.
4103:  KMM - Jaka jest najlepsza rzecz fantastyczna, jaką przeczytałeś w życiu?
4107:  DS - Ojej, to jest złe pytanie, bo nie da się na nie odpowiedzieć.
4112:  DS - To ja odpowiem złą odpowiedzią.
4115:  DS - Trzeba było obejrzeć mój film o moich pięciu ulubionych książkach.
4119:  KMM - Okej.
4120:  KMM - Touché.
4121:  KMM - Touché.
4122:  DS - Nie umiem powiedzieć, która jest moja ulubiona, ale mam parę, które bardzo lubię, natomiast to się zmienia.
4128:  KMM - Najlepszą, nie?
4129:  KMM - Tak, bo specjalnie tego o to pytam, bo ja też nie mam swoich ulubionych, ale chodzi mi właśnie o światotwórstwo, o to w jaki sposób zmusza do domyślenia, kreuje systemy jakieś magiczne.
4139:  DS - Ale ty od razu zakładasz, że światotwórstwo jest najważniejszą cechą książki.
4143:  DS - Tak, to jest moja ukryta teza.
4145:  DS - A ja nie zgadzam się z taką ukrytą tezą.
4149:  KMM - Let's fight.
4152:  DS - Dlaczego?
4154:  DS - To jest trudna sprawa, ponieważ światotwórstwo musi być na pewnym poziomie, żebyśmy mogli mówić o dobrym fantazy.
4161:  DS - To się zgadzam.
4163:  DS - Ale nie uważam, żeby to była cecha, której jakość wpływa na to, że ta książka jest najlepiej napisana.
4171:  DS - Ponieważ jest to cecha wstępna, która sprawia, że rzeczy mogą stawać do konkursu, ale potem są jeszcze inne rzeczy, które sprawiają, że książka jest dobra.
4181:  DS - Mhm.
4182:  DS - no choćby warsztat autora, który ostatnio jest z tym bardzo słabo w literaturze.
4186:  DS - Jak ja po prostu czytam jakieś starsze książki, jakieś kres i te takie okolice, to tam jest tak bogaty język, tam są tak pięknie skonstruowane zdania, że to jest po prostu przyjemność to czytać.
4199:  DS - A te dzisiejsze książki są bardzo często takie uproszczone, takie jakbyś czytał scenariusz, że autor ci po prostu mówi, nie wiem, przyszedł mężczyzna w czarnej kurtce, a dawniej ktoś by ci powiedział, nie wiem,
4210:  DS - Staną w drzwiach, odziany w kurtkę, nie wiem, ciemną jak mrok.
4214:  DS - No to jest słaby przykład oczywiście, bo teraz na bieżąco lecę, ale rozumiesz o co mi chodzi.
4217:  DS - Więc warsztat to jest jedna rzecz.
4220:  DS - A druga rzecz, która dla mnie jest bardzo istotna i dlatego też mnie bardzo bolą pierścienie władzy.
4227:  DS - to dla mnie bardzo ważne są postaci, bohaterowie i to, żeby oni byli realistyczni, żeby mieli motywację, w którą mogę uwierzyć, żeby byli osadzeni w świecie, żebym miała wrażenie, że po prostu czytam historię prawdziwego człowieka.
4241:  DS - I to nawet nie ma znaczenia, czy książka jest realistyczna.
4244:  DS - Mogę mieć książkę typu Zwiadowcy Flanagana, która jest taką lekką opowiastką, ale i tak muszę mieć wrażenie, że ci bohaterowie są prawdziwi.
4253:  DS - Na przykład w Pierścieniach Władzy, ostatnio o tym myślałam,
4256:  S00 - The Rings of Power is a masterpiece.
4259:  DS - Miałem takie przemyślenie, że jak oglądamy Rut Smoka, od drugiej strony, jak oglądamy Rut Smoka, to tam bohaterowie funkcjonują w rzeczywistości i, że tak powiem, w gromadzie.
4272:  DS - Mają jakieś relacje z ludźmi, którzy ich otaczają.
4275:  DS - W Pierścieniach Władzy ci bohaterowie są tylko takimi laleczkami, które sobie są same w świecie.
4283:  DS - Przykład.
4285:  DS - Na przykład Bronwyn, która urodziła się w swojej wiosce.
4291:  DS - Praktycznie nie podróżowała, przynajmniej tak nam sugeruje film, że ona tam mieszkała w tym swoim rejonie, odwiedzała tych tylko z tej spalonej wioski, co w pierwszym czy w drugim odcinku ich znaleźli i było jej smutno, że wszyscy umarli, no ale ogólnie żyła w swojej wiosce z ludźmi, którzy tam mieszkają, czyli spędziła z nimi całe życie.
4306:  DS - Natomiast przez cały sezon ona...
4310:  DS - Nawet chyba nie rozmawia jeden na jeden z nikim z tej wioski.
4314:  DS - Ona rozmawia wyłącznie z Arondirem i przemawia do tłumu.
4318:  DS - A przecież powinna tam mieć, nie wiem, teściową, siostrę, no może siostrę nie, ale nie wiem, przyjaciółkę, jakieś, wiesz, kumy.
4327:  DS - Powinna znać tych ludzi, powinna być z nimi bardzo blisko związana.
4330:  DS - Nic takiego nie ma.
4331:  DS - Oni po prostu sobie tak egzystują w zawieszeniu.
4333:  DS - Każdy jest osobno.
4334:  DS - Ewentualnie są w jakichś takich parach.
4335:  KMM - No bo ukrytym bohaterem tam jest pan reżyser i pan reżyser mówi tym postaciom gdzie mają pójść, co mają wypić, z kim mają porozmawiać.
4343:  KMM - Co mają myśleć.
4344:  KMM - Tak i dlatego problemem głównym tego serialu są McGuffiny, popychacze fabuły naprzód i w zależności magiczne pudełka, czyli jedyna strategia reżyserska jaką zna Jar Jar Abrams.
4355:  KMM - i w magicznych pudełkach kryją się wskazówki do następnych magicznych pudełek, które odnajdują magiczni bohaterowie i później znajdują w magicznych pudełkach tamte, które wcześniej znalazli, następne ślady, prowadzące do kolejnych magicznych pudełek, a pan reżyser jak małpka sobie przyklaskuje i cieszy się bardzo, więc to jest sztuczne, to jest taka wioska podiomkinowska.
4374:  DS - To jest bardzo sztuczne, no.
4375:  KMM - Więc absolutnie się zgadzam, że postać musi być pełnokrwista, ale zauważ, że w odróżnieniu od literatury realistycznej, bo tam też musisz mieć pełnokrwiste postaci, musisz mieć świetny warsztat, musisz mieć dobrze napisane dialogi, ale nie rozpoznasz, że to jest fantastyka, jeżeli nie będzie tam tego pojemnika, który jest dobrze zaprojektowany.
4392:  DS - Więc to jest cecha, która jest ważna, ale chodzi mi o to, że nie możesz wyłącznie po światotwórstwie ocenić, że książka jest najlepsza.
4397:  DS - Możesz zapytać, jaka książka jest według ciebie najlepsza, biorąc za kryterium światotwórstwo.
4402:  KMM - Dobrze, to tak przeformułuję w takim razie moje chytre pytanie.
4406:  KMM - W kryterium światotwórczym, co jest na szczycie u Ciebie?
4409:  KMM - Albo takie do polecenia, żeby nie wartościować.
4413:  DS - Z rzeczy, które pamiętam, ponieważ właśnie robiłam ten odcinek o pięciu ulubionych książkach, one oczywiście wszystkie były fantazy, no to ci streszczę, tak w dużym skrócie.
4425:  KMM - Nie, po prostu teraz powinno się powiedzieć, że tutaj będzie wrog gdzieś tam, albo tutaj będzie link do tego odcinka.
4432:  DS - Będzie link do tego odcinka, natomiast tam...
4437:  DS - z książek, które mi się bardzo podobały, to na pewno podobały mi się Wojny Duszków, właśnie ze względu na światotwórstwo.
4445:  DS - Trudno powiedzieć, czy ono jest tam bardzo spójne, bo to jest taka książka, która się na tym aż tak nie skupia, ale ja mam wrażenie, że to jest spójne.
4452:  DS - W sensie nie ma żadnych takich błędów, które by mnie tam raziły.
4455:  DS - Nie wiem, czy kojarzysz, to jest taka dość mało znana pozycja.
4458:  DS - Natomiast mamy nasz świat i równolegle jest świat duszków, natomiast nie są to takie...
4463:  DS - duszki dziecięce, tylko wyglądają jak ludzie, ale troszkę się różnią pewnymi szczegółami.
4468:  DS - I tam są duszki światła i duszki nocy.
4471:  DS - Więc społeczeństwo jest podzielone na dwie rasy, które próbują ze sobą współegzystować, natomiast mają różnice między sobą różne i kulturowe, i fizyczne, i troszkę się nie mogą ze sobą dogadać.
4483:  DS - Natomiast jest to fajnie zrobione też, bo z jednej strony mamy świat średniowieczny,
4487:  DS - Ale z drugiej strony ta magia tam faktycznie jest w ten świat wrośnięta, czyli ludzie używają tej magii do załatwiania problemów.
4495:  DS - Czyli tak naprawdę jest to bardzo technologicznie rozwinięty świat, bo po prostu zamiast technologii mają tam magię.
4501:  DS - Mają na przykład takie jakby, no nasz odpowiednik samochodów, to się nazywa chyba Okulo, jakoś tak, czyli takie pojazdy, które po prostu lewitują trochę nad ziemią i się przemieszczają z miejsca na miejsce, no nie?
4510:  DS - Więc świat otwórczy to jest dla mnie takie troszeczkę odświeżające, bo nie jest to taki sztampowy świat fantasy na przykład.
4519:  KMM - Mnie tak kredowce w Rytmatyście Sandersona zakwyciły.
4522:  KMM - Rytmatysta był fajny.
4524:  KMM - To jest prosta fabułka.
4526:  KMM - Czekam na drugą część.
4527:  KMM - Oj tak, ona była strasznie, jakieś 10 lat temu.
4530:  KMM - Czemu to wychodziło jakoś przerażająco dawno temu?
4532:  DS - No bo on pisze dużo rzeczy dobrych, ale wszystkie na zmianę, więc trzeba strasznie długo czekać.
4538:  KMM - Tak, no teraz będzie wychodziło niebawem ostatni metal bodajże, to jest w Skadrialu osadzone.
4545:  DS - Bo to jest o tym dzikim zachodzie jakby, nie?
4548:  DS - czy nie?
4549:  KMM - Nie, to jest mys Bon, czyli z mgły zrodzone i jest jedna część, która jest w jednej erze świata i później druga od stopu prawa w górę.
4554:  DS - No tak, i ta druga jest tak jakby na dzikim zachodzie, w sensie, no to jest świat fantasy, no ale masz ten cywilizowany region i masz ten dziki zachód, z którego pochodzi ten główny bohater i on wraca z dzikiego zachodu do cywilizacji, no i ma problem, bo się konfrontuje z tą cywilizacją, która... To mi nie podeszło za bardzo.
4573:  DS - Byłam rozczarowana, bo zwykle Sandersona wszystko łykam i mi się bardzo podoba.
4577:  KMM - Ja uważam niezmiennie, że Archiwum Burzowego Świata to jest jego szczytowe osiągnięcie i pozostałe rzeczy są po prostu miłe, bo to jest Sanderson.
4584:  DS - Ale rytmatysta nie mogłam się do niczego przyczepić, a w tym drugim cyklu właśnie z tym dzikim zachodem, no to dla mnie postacie były strasznie papierowe.
4592:  DS - Tylko ten złodziejaszek miałam wrażenie, że jest taki, ten kleptoman, przepraszam.
4600:  KMM - To jest ciekawe, bo to jest podejście Sandersona do superbohaterów i tego, w jaki sposób mogliby funkcjonować w rzeczywistości, która jest w zasadzie bliska naszej.
4608:  KMM - Bardzo jest to ciekawie zrobione.
4610:  KMM - Nie będę mówił oczywiście, dlaczego powstają, bo to jest główny plot twist, który akurat jest dobrym plot twistem i nie podważa naszych oczekiwań, tylko dobrze je buduje.
4622:  KMM - Bardzo podobny swoją drogą jest ten ostateczny reveal, jak w powieści, którą chyba najwyżej ceni światotwórczą, chociaż nie jest to fantasy, to znaczy P.A.
4634:  KMM - na temat Neila Stevensona, ale z powieści fantasy, które u mnie są w ogóle na szczycie i to jest bardzo złośliwe i wszyscy zawsze mnie za to nienawidzą, dlatego powiem to także tutaj.
4642:  KMM - jest oczywiście Patrick Rothfuss i W imię wiatru i strach mędrca.
4648:  KMM - Mówię dlatego złośliwie, że trzeciego tomu nie ma od dłuższego czasu niż ostatniego tomu Martina i nie będzie prawdopodobnie.
4655:  KMM - Ostatnio, parę lat temu Rothfuss się przyznał do tego, że zmienił cały manuskrypt swojego trzeciego tomu, więc nieprędko będzie.
4663:  DS - To może potrwać.
4665:  DS - Ja się chyba trochę nie zgodzę z tobą, że
4670:  DS - Musi być super spójne światotwórstwo, żeby książka fantasy mogła być dobra.
4675:  DS - Zgodzę się z tym, że nie mogą cię bić po oczach żadne błędy i niespójności.
4681:  DS - Natomiast ja uważam, że ponieważ książka jest tak trochę na pograniczu takiego artystycznego czegoś, to są takie książki, które mają pewne rzeczy trochę niejasne, trochę tylko zarysowane i niedopowiedziane, jeśli chodzi o świat, o twórstwo, o takie tło.
4698:  DS - To tło jest po prostu tłem, a nie zawsze gra pierwsze skrzypce.
4703:  DS - Trochę jak w Rowling, gdzie to się i tak super czyta, mimo że te zaklęcia są niespójne, mimo że tam w ostatniej części sobie już myślisz, no dobrze, to jak w ten eliksirem wielosokowy możesz wejść i do Ministerstwa Magii, i do Banku Gringota, no to tak naprawdę ten świat by się już dawno rozpadł, bo wynieśliby stamtąd wszystkie pieniądze i tak dalej.
4724:  DS - I tak to jest fajne, a książki mają nam dawać rozrywkę mimo wszystko.
4729:  DS - I to najczęściej jest właśnie w takich mniej poważnych książkach, bo im bardziej książka jest poważna, moim zdaniem, albo film, to jest dokładnie to samo, albo serial, im porusza poważniejsze problemy, im bardziej próbuje być realistyczna i mroczna, tym bardziej światotwórstwo musi być dokładne i spójne, a im bardziej idziemy w stronę jakiejś takiej baśni, takich lekkich utworów, to myślę, że to może być tylko zarysowane.
4754:  DS - Ale nie powinno razić po oczach wciąż, oczywiście.
4758:  DS - Wrócić na poprzedni temat i potem się jakoś zwijać do końca.
4762:  DS - Tak.
4762:  KMM - To jest twoja rola, bo ja nie potrafię.
4764:  DS - Jak się już skończy, to będzie koniec, nie nagramy zakończenia.
4769:  KMM - Tak.
4770:  KMM - Zakończenie to jest twoja sprawa, obawiam się, niestety.
4775:  KMM - No pressure.
4777:  DS - Tylko kiedy, to jest zawsze pytanie.
4780:  DS - Jak mi się będzie wydawało, że rozmawiamy już tylko chwilę, to wtedy.
4788:  DS - Po co ci słuchawki?
4790:  S01 - Nudzi ci się?
4793:  DS - Bo nagrywamy.
4795:  DS - A już nagrywamy, okej.
4798:  DS - Ale on by ci nigdy nie dał do nagrywania.
4800:  DS - Nie pozwoliłby ci nacisnąć tego magicznego guziczka.
4802:  DS - No więc, moi drodzy, mieliście najszczerszy fragment backstage'u, jaki tylko się da.
4807:  DS - Po prostu lepiej się nie dało.
4808:  DS - To były zwierzęta w naturze, które nie wiedziały, że są nagrywane, więc po prostu zachowywały się naturalnie.
4816:  Tak.
4817:  DS - Być może straciliśmy właśnie połowę materiału, który do tej pory nagraliśmy, ponieważ nasza karta nie chce się zgrać, więc mam nadzieję, że ją odzyskamy.
4825:  DS - Jeśli ją odzyskamy, to być może nigdy nie zobaczycie tego fragmentu, więc jeśli widzicie ten fragment, to prawdopodobnie zostało to niestety stracone, co bardzo byłoby szkoda, bo rozmawialiśmy tam o naprawdę ciekawych rzeczach, o pierścieniach władzy, o rodzie smoka i różnych takich innych i dywagacje na temat tego, co czyni dobrą książkę fantasy, dobrą książką fantasy i nie zgadzaliśmy się w pewnym momencie, jeśli o to chodzi.
4847:  DS - Ale trudno.
4848:  DS - Udawajmy, że nic nie straciliśmy i jedziemy dalej.
4851:  S04 - Fake it till you make it.
4853:  S04 - To jest moja deliza życiowa.
4854:  DS - Także teza była taka, że jeśli historia jest bardzo ponura i bardzo realistyczna i jeszcze okrutna do tego najczęściej, to światotwórstwo musi być bardzo dokładne i bardzo spójne.
4865:  DS - Natomiast im bliżej jesteśmy tej drugiej strony skali, czyli historia jest bardziej lekka, baśniowa, to...
4872:  DS - Jest to mniej istotne, żeby i tak można się dobrze bawić, jak na przykład w przypadku Harry'ego Pottera w większości części.
4878:  KMM - Z Potterem jest to zabawne, że Rowling zaczęła to pisać właśnie jako taką, powiedzmy, baśń fantasy, a skończyła z ambicjami tolkienowskimi, co niekoniecznie zszywało się właśnie z różnymi elementami świata, które wprowadzała, po to, żeby było to coś atrakcyjnego, na przykład zmieniać czasu, a potem musiała skwapliwie powiedzieć, że no, że...
4896:  KMM - Wszystkie zostały zniszczone, bo to zbyt potężne jest.
4899:  KMM - Co nie zmienia faktu, że i tak nie wyeliminowała wszystkich bzdur światotwórczych, jak na przykład tego, że nigdy nie zdefiniowała jak działa najbardziej istotne zaklęcie dla jej całego cyklu, to znaczy Avada Kedavra.
4910:  KMM - Nie oszukujmy się, to jest najbardziej istotne.
4912:  DS - Oraz dlaczego nikt nie zastrzelił Voldemorta z bardzo dużej odległości, tak dużej, żeby ta broń jeszcze działała.
4919:  KMM - Z karabinu snajperskiego, oczywiście.
4921:  KMM - Tak, tak, tak.
4922:  KMM - Z awadą kadawru największy problem jest w tomie czwartym Pottera, kiedy chottuś pottuś uskakuje za nagrobki.
4929:  KMM - Więc to jest mniej więcej tak, aby wprowadzić, nie wiem, myśląc ekwiwalentami, co może być odpowiednikiem awady kadawry w naszej rzeczywistości?
4936:  KMM - Pocisk samonaprowadzający.
4938:  KMM - Więc jeżeli przed pociskiem samonaprowadzającym, burzącym, artyleryjskim jesteśmy w stanie uchylić się za krzesło wiklinowe, to ma to mniej więcej tak samo sensu, dużo, jak uchylanie się przed awadakedawrą za nagrobkiem.
4950:  KMM - A jeśli tak, to ludzie powinni, tam logiczne, jeżeli fizyczna bariera blokuje to zaklęcie, oni wszyscy powinni nosić tarczy.
4958:  KMM - Tarcze, tak?
4958:  KMM - Najstarszy wynalazek człowieka.
4960:  DS - Oraz bardzo brakuje po prostu ochronnych jakichś przedmiotów, które mógłbyś nosić.
4966:  DS - No właśnie na przykład pierścień, który... No potem coś tam zaczęli wprowadzać niby magiczne dowcipy Wesleyów, nagle Wesleyowie wpadli na ten pomysł, którego nikt jeszcze nie wymyślił i zaczęli to trochę eksplorować, ale to naprawdę już dawno powinno w tym świecie być.
4978:  KMM - To jest wada nawiasem mówiąc tego schematu Campbella, że mamy naszego bohatera, który nie wie nic i ewoluuje, no bo tak długo jak długo jest to bohater, który ewoluuje jest wszystko w porządku, ale gorzej jak ewoluuje świat w ten sam sposób i tak trochę jest u Rowling.
4994:  DS - No, ten świat nie wytrzymał ciężaru tej historii, po prostu im dalej, tym było gorzej.
4998:  KMM - No bo dlaczego Wesleyowie wpadli na ten pomysł?
4999:  KMM - No bo to oni właśnie są z tej szkoły, tam się nauczyli od hottusia pod tusia zakleń, sobie pomyśleli, no to my teraz nauczymy dorosłych, jak to zrobić i całe Ministerstwo Magii mówi...
5009:  KMM - Myśmy nigdy na to nie wpadli, w sumie trzy tysiące lat, tak?
5012:  KMM - Jesteśmy w stanie kontrolować wysysające kuźwa dusze demony na wyspie i wykorzystujemy je do internowania skazańców, ale nie jesteśmy w stanie zakląć uroków pierścieniowych.
5023:  DS - Mnie też strasznie bawiło, że tam praktycznie za wszystko karą było zasłanie do Azkabanu, więc jeśli na przykład byłeś nieletnim czarodziejem i używałeś za dużo czarów, to dawali cię do Azkabanu i poddawali najgorszym możliwym torturom, czyli wysysali z ciebie szczęście.
5037:  KMM - Czyli to jest znowu mniej więcej tak, aby za copyright strike na YouTubie w Stanach zsyłano do Guantanamo.
5043:  KMM - Mniej więcej tyle samo sensu.
5045:  KMM - Ale to znowu było zrobione po to, żeby podbić stawkę z perspektywy młodego bohatera, który się boi tego zesłania do Azkabanu tak jak czwórki na sprawdzianie mniej więcej.
5055:  KMM - Więc zaburzona jest ta hierarchia.
5058:  DS - Młody bohater mógłby nie zrozumieć, czemu ktoś miałby się bać kary pieniężnej i wpisu do rejestru przestępców.
5065:  KMM - Potter nie może się bać kary pieniężnej, ponieważ Deus Ex Machina w postaci jego rodziców zestaszowało mu w skarbcu milion galeonów, dzięki czemu może kupować mnóstwo słodyczy.
5076:  KMM - To jest zabawne, jak ten cykl ewoluował z takiego bardzo dziecięcego w gruncie rzeczy, gdzie jesteśmy w stanie zawiesić niewiarę do niesamowicie dojrzałego, ale zawierającego pewnie ustępstwa, na które właśnie w klasycznej fantazy byśmy sobie nie pozwolili.
5091:  DS - Mnie też bardzo bawi to, że tam pewne, te same rzeczy są dobre, jeśli robią je dobrzy bohaterowie i złe, jeśli robią je źli bohaterowie.
5098:  DS - Tak jak na przykład Harry Potter dostaje miotłę, najlepszą, oczywiście lepszą niż wszystkie inne drużyny, więc jest super.
5105:  DS - Teraz będziemy wygrywać miecze Quidditcha, go, go Gryffindor.
5108:  DS - Ale w następnym...
5110:  S02 - Ja nie znoszę Gryfindoru.
5113:  DS - Ale w następnej części Slytherin dostaje miotły i oni się wkupują w łaski.
5119:  S04 - Bo to są zieloni faszyści, oni nie mogą dostać miotłów.
5121:  DS - I to jest nieuczciwe, a w Gryfindorze mają talent.
5125:  S04 - Oni mają talent przyrodzony.
5127:  DS - A potem Harry dostaje błyskawicę i nagle wszystkie inne drużyny są takie, o nie, jak my wygramy, skoro ta błyskawica jest najszybsza z wszystkich.
5135:  KMM - Już nie mówiąc o tym, że zasady BHP, które są przy Quidditchu, umykają mi.
5139:  KMM - Znaczy, zawsze powtarzam, że to, że my tęsknimy za Hogwartem jako idealną szkołą, gdzie ta szkoła ma szereg patologii, jeszcze dobitniej świadczy o tym, jak bardzo przesrane mają dzieci
5149:  KMM - dzieciaki w naszym szkolnictwie.
5152:  KMM - To jest jedna definicja, jakiej potrzebujemy.
5155:  KMM - Jak bardzo jest źle?
5156:  KMM - Tak bardzo, że ludzie chcą udać się do szkoły, w której jest chędożony troll, który jest w stanie nas zabić, jak pójdziemy do toalety.
5164:  KMM - Jest aż tak źle.
5165:  KMM - Albo zakazany las.
5166:  KMM - Dlaczego on jest zakazany?
5168:  KMM - Są tam ludożercze pająki i zsyła się tam dzieciaki na szlaban.
5174:  DS - Ale to też było śmieszne, że pierwszy szlaban był taki koszmarny, ale potem w drugiej części za znacznie gorsze przewinienie, czyli to latanie elektrycznym samolotem, dostali czyszczenie srebrne.
5184:  KMM - Było tak.
5186:  KMM - I podpisywanie autografów.
5188:  KMM - No ale podpisanie autografów było ważne, bo to był Gilday Lockhart.
5192:  KMM - To jest postać, którą bardzo lubię.
5193:  KMM - To jest człowiek,
5195:  KMM - On schachował ten system.
5197:  KMM - On zrozumiał, że tam po prostu trzeba udawać, że się jest dobrym magiem i będzie się miało wszystkie ludzie.
5203:  KMM - Mnóstwo pieniędzy, sławy i tak dalej.
5205:  DS - W sumie jakby nie powiedział, sprawdzam i nie poszedł do tej szkoły, to żyłby bardzo szczęśliwie, bardzo długo i byłby bardzo bogaty.
5211:  S07 - Tak jest.
5211:  DS - Mnóstwo kobiet.
5213:  DS - Snape mnie zawsze fascynował, ponieważ w książce on po prostu uprawiał bullying na taką pełną skalę.
5220:  DS - On się zmęczał nad tymi dziećmi, ale spoko.
5222:  DS - Dumbledore nie reaguje, nikt nie reaguje, McGonagall nie reaguje.
5226:  DS - No taki jest trochę humorzasty ten nasz Snape, ale trzeba przymykać na to oko.
5232:  DS - W filmie to było znacznie lepiej zrobione, bo w filmie oni go tak wyważyli, że on był jakby niesympatyczny, ale się nie znęcał nad nikim, więc jak była ta końcówka emocjonalna, gdzie się okazało, że jednak jest dobry, to wszyscy mogli się tak strasznie wzruszać i w ogóle.
5245:  KMM - Książkowy Severus Snape jest Severusem
5248:  KMM - sznapsem, obrzydliwym, którego należy natychmiast zamknąć i odizolować, pozbawić praw dydaktycznych.
5254:  KMM - Ten człowiek autentycznie stygmatyzuje ludzi, którzy na przykład cokolwiek wiedzą i się jakoś angażują, po czym faworyzuje ludzi, którzy nic nie robią praktycznie i jeszcze do tego wszystkiego pozwala sobie na odzywki, które absolutnie nie ma prawa, no ale dlatego mówię, że to bardzo przypomina to, o czym
5268:  KMM - Dlatego to jest mało eskapistyczne i ja czytając Pottera myślałem, żeby tego człowieka wreszcie ktoś ubił przez cały czas i później na etapie ostatnim temu miałem takie, ale co ja mogę nagle lubić?
5280:  KMM - I później był ten Albus Severus.
5281:  DS - Właśnie to miałem powiedzieć, że jeszcze rozumiem, że okej...
5285:  DS - Dobra, uratował mu w sumie życie, temu haremu, nie raz, coś tam, okej, ale ja bym nie nazywała mimo wszystko swojego syna imieniem faceta, który sprawił, że mam blizny na psychice do końca życia.
5296:  KMM - I moi przyjaciele też, biedny Neville, który przecież wielokrotnie... No Neville został przez niego przyczółgany i to jest właśnie też kiepskie strasznie, bo to jest taki argument dla wszystkich,
5306:  KMM - zimnych racjonalistów, którzy mówią no tak, tak, bullying jest dobry, bo potem się wychodzi do takiego silnego mężczyzny.
5311:  DS - No i masz, Neville się zrobił super przystojny w filmie.
5314:  DS - Wszystkie kobiety zanim latały, zabił Snake'a ciosem miecza.
5318:  KMM - Jedyne, czego nie wiemy, to jakie miał rachunki za psychoterapię.
5322:  KMM - Ale nie, przepraszam, to jest magia.
5324:  KMM - Magicznie mu naprawiono mózg w świętym... Jak Lockhartowi po tym... Lockhartowi nie naprawiono nigdy mózgu.
5331:  KMM - Problem.
5332:  KMM - Lockhart został śliniącą się marchewką niestety.
5335:  DS - Ta magia też potrafi wszystko, ale jednak nie.
5339:  KMM - Tak, ma ograniczenia.
5340:  KMM - No i właśnie ten problem.
5342:  KMM - Ta dyskusja, którą teraz mamy byłaby całkowicie niezrozumiała dla przeciętnego recenzenta z Gazety Wyborczej albo z jakiegokolwiek tygodnika, który ma sobie rubrykę, nie wiem, recenzję książek, tylko że w tej rubryce nie ma asterysku, bo tam w nowych książkach, które też wydaje Agora, powinien być taki duży asterysk po tytule nowe książki.
5359:  KMM - Z wyjątkiem książek chętnie czytanych przez ludzi, ze szczególnym uwzględnieniem fantastyki.
5365:  KMM - To powinien być takie ważne zastrzeżenie.
5367:  KMM - I z perspektywy takiego recenzenta to jest niejasne.
5369:  KMM - I to jest też odpowiedź dla wszystkich, którzy mówią ojej, ale dlaczego ktoś ma problem z tym, że są recenzenci, którzy oceniają Rings of Power pozytywnie.
5377:  KMM - Mój problem polega na tym, że to jest recenzent, który się po prostu na tym nie zna, ponieważ ocenia to w kategorii okej, kolejny serial o superbohaterach na przykład.
5385:  KMM - I już się myli na tym etapie.
5388:  DS - No niestety.
5389:  DS - Musimy powoli kończyć.
5391:  DS - bo zapełniliśmy już prawie trzy karty, a jedna być może nie działa, więc mimo, że się bardzo miło rozmawia i tak w sumie to nie zauważyliśmy, że nam ten czas tak leci, to musimy chyba się zawijać, więc nie wiem, czy chcesz coś jeszcze powiedzieć na koniec?
5406:  DS - Nie wiem, czy mogę ryzykować, bo jak zaczniesz, to możemy nie skończyć.
5409:  KMM - Mogę powiedzieć z nosowym zadęciem, że tak to jest, jeżeli się rozmawia o rzeczach interesujących, a nie na przykład o tym, o czym nam się mówi, że powinniśmy rozmawiać i się tym interesować, o co jest zwykle ekstremalnie nudne.
5421:  DS - Także dziękuję Ci bardzo za to, że mnie tu odwiedziłeś.
5424:  DS - Mam nadzieję, że Wam się podobała nasza wspólna rozmowa.
5427:  DS - Ale jak Krzysztof się może nie podobać, więc na pewno Wam się podobało.
5431:  S04 - Krzysztof się może nie podobać.
5434:  DS - Mówię Ci to wszystko przez brudkę.
5436:  S04 - Tak, ewidentnie.
5443:  DS - Wszystkie znaki na niebie i na ziemi mówią nam, że to już koniec.
5447:  DS - Także wielkie dzięki.
5449:  DS - Dziękuję wam za oglądanie.
