Spieramy się o filmową DIUNĘ
🔗 https://www.youtube.com/watch?v=sq1zcDmAuFw
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)
MG (Marcin Giełzak, Dwie Lewe Ręce)

16:  BFP - Liza Nalgaib!
4607:  BFP - Po pierwsze, nie nadążam za twoją logiką.
4610:  BFP - To znaczy, chciałbyś z jednej strony, żeby było więcej metrażu tego filmu i żeby dołożyć tam więcej rzeczy na temat polityki, na temat postaci, na temat mentatów.
4618:  BFP - Jednocześnie chciałbyś, żeby ten film cały czas powtarzał rzeczy, które już raz powiedział, czyli marnować ten metraż.
4623:  BFP - Wszystko o tarczach i różnicach, co powinieneś wiedzieć, zostało powiedziane bardzo konkretnie w pierwszym filmie w scenie, w której ornithoterem lecą zleje tkańc.
4632:  BFP - Ona dokładnie tłumaczy, dlaczego harwestery nie używają tarcz, dlaczego nie można używać tarcz, bo jest coś, co ona nazywa sandworm frenzy.
4641:  BFP - Czerwie zaczynają szaleć.
4642:  BFP - To wszystko zostało powiedziane.
4644:  BFP - Właśnie dlatego należy te filmy oglądać razem.
4647:  BFP - Nie chciałbym, żeby ten film musiał mi jeszcze raz tłumaczyć jak igiocie, bo wtedy powiedziałbym, że to jest marwelizacja kina.
4655:  BFP - I to byłoby marnowanie cennego czasu.
4657:  KMM - Aha, czyli mogłeś powtarzać to, że dla Fremenów ważna jest woda w każdej scenie i każdej sekwencji tego filmu, wyjąwszy tę sekwencję, w której Fremeni palą ciała Harkonnenów, ponieważ Denis Villeneuve chciał mieć tandetną klamrę kompozycyjną.
4670:  KMM - Bo tutaj ci palą ciała Atrydów i o, popatrz widzu, tutaj palą ciała Harkonnenów.
4677:  KMM - Paralelizm, klamra kompozycyjna, czyli to jest dobre, a powtarzanie informacji na temat technologii, która występuje tylko w jednym filmie i w żadnym innym, nie jest istotne, bo zajęłoby to ile?
4690:  KMM - 5 sekund zrobienie takiej sceny?
4693:  KMM - Nie rozumiem, to ja nie rozumiem tej logiki.
4695:  KMM - Wydaje mi się, że fakt, że tarcza personalna, która się pojawia raz
4699:  KMM - w filmie, na arenie, kiedy wyłącza ją Feydrauffa, to jest zdecydowanie za mało jak na powszechnie dostępną technologię wojskową.
4709:  MG - Ja mogę was pogodzić, mówiąc tylko, że jeśli szukacie logiki i spójności, to i książka ma z nią problemy, bo z książki dowiadujemy się, że imperator poszedł na podbój całej planety z armią mniej liczną, aniżeli ta, z którą Austro-Węgry poszły na I wojnę światową.
4726:  MG - I wiecie, to było wyzwaniem, żeby okupować kawałek kongresówki i Serbię takimi siłami, a co dopiero planetę.
4738:  BFP - Tak, jeszcze tylko powiem szybko, bo chcę przejść do muzyki, ale tak samo ta scena, która ci się nie podobała z sardałkarami, którzy idą w stronę Muadiba po tym, jak wysadza wrota do tego namiotu imperialnego.
4753:  BFP - No mi się to bardzo podoba, ponieważ to pokazuje czym jest shock and awe.
4757:  BFP - Na czym polegała...
4759:  BFP - Na czym polegał błysk geniuszu taktycznego Paula Muadiba?
4763:  BFP - On wiedział dokładnie, jak to rozegrać, mając znacznie mniejszą armię.
4766:  BFP - Jak wykorzystać desert power?
4769:  BFP - Jak wykorzystać kurzawy Coriolisa?
4772:  BFP - Jak wykorzystać czerwie?
4773:  BFP - Jak wykorzystać element zaskoczenia?
4775:  BFP - I jak wykorzystać fanatyzm?
4777:  BFP - I nie przypadkiem w momencie, kiedy dochodzi do tej sceny batalistycznej, masz przebitki na perspektywę imperatora.
4784:  BFP - Imperator siedzi w namiocie, dopiero co przyleciał, kąpieli jeszcze nawet nie wziął,
4788:  BFP - Siedzi pod jego tronem Wladimir Harkon i nagle wszystko się zaczyna trząść.
4792:  BFP - Oni nie wiedzą, co się dzieje.
4794:  BFP - Pięć minut mija i Muadib puka do jego drzwi.
4798:  BFP - Wolałbym zobaczyć właśnie to, co zobaczyłem, niż widzieć Muadiba po raz kolejny walczącego, bo mocniejsze jest widzieć, jak wyłania się z dymu, wchodzi i robi to, co ma zrobić.
4809:  BFP - I szacunek, jaki wzbudza, nawet u Fejda Rauty, który uśmiecha się na jego widok.
4813:  BFP - Ostatnia rzecz, muzyka.
4815:  BFP - Tutaj to już jest tylko i wyłącznie kwestia uznaniowa.
4818:  BFP - Wyłącznie kwestia subiektywna.
4820:  BFP - Dla mnie ta ścieżka z drugiego filmu jest lepsza niż pierwsza.
4824:  BFP - Dlatego, że remiksuję te najlepsze elementy pierwszego, jakby prezentuję je trochę w nowej formie.
4831:  BFP - Pojawiają się takie utwory jak A Time of Quiet Between the Storms, który jest wangelisowy, jest najpiękniejszym utworem z obydwu tych ścieżek dźwiękowych.
4839:  BFP - Jest fantastyczny Harvester Attack, Warm Ride, A Kiss the Ring, który jest naprawdę kapitalny i ostatni utwór Lisan Al Ghaib tytułowy.
4847:  BFP - No i nie wspomnę już o Harkonnen Arena, który jest motywem głównym Fade'a Routy.
4856:  BFP - Naprawdę jestem wielkim fanem muzyki z obydwu Dune, ale pierwszej ścieżki dźwiękowej trudno mi się słuchało bez oglądania filmu.
4865:  BFP - Drugiej ścieżki dźwiękowej łatwiej mi się słucha bez oglądania filmu i ma więcej po prostu pięknych akcentów.
4871:  BFP - Nie jest tak egzotyczna i dziwna, ale ma też elementy, które mają w sobie uczucia, emocje i serce, tak jak relacje między Czarni i Polem.
4879:  BFP - To tyle, jeżeli chodzi o muzykę z mojej strony.
4882:  MG - Ja się zgadzam, jeżeli chodzi o muzykę.
4884:  MG - Moim zdaniem muzyka w pierwszej diunie brzmiała jak jedna bardzo długa suita rozgrywana na bardzo podobnych nutach i emocjach, a w drugim filmie muzyka jest dużo bardziej różnorodna i te dwa utwory, które wymieniłeś, czyli utwór, który pojawia się na arenie Harkonnenów,
4902:  MG - i utwór, który pojawia się jako swoisty love theme, kiedy są sceny z Paulem i Chani.
4911:  MG - On faktycznie przypomina mi Ewangelizm, on mi trochę przypomina muzykę z Aleksandra.
4915:  MG - I wreszcie przypomina mu chociażby utwór Arrival, czyli ten, który gra, kiedy Paul idzie przez ten tłum, który się rozstępuje przed nim,
4927:  MG - To są kompozycje, które mocno zapadają w pamięć i świetnie akcentują momenty, które są, więc o ile zabrakło mi w pierwszej diunie takiego motywu, który chciałbym odtwarzać w kółko i w kółko, tak tu uważam, że mam większe szanse na to.
4948:  KMM - To ja bym tak, to znaczy wydaje mi się, że rzeczywiście druga płyta może zyskiwać na odsłuchu, pod warunkiem, że się zrobi to przed pójściem do kina, ponieważ w przypadku pierwszej płyty miałem tak, że tak dobrze była zmiksowana muzyka z udźwiękowieniem filmu, że stwierdziłem, ja tego muszę posłuchać, to jest nieprawdopodobne w ogóle, co Hans Zmiarz Zoiu, potem obejrzałem, jakich instrumentów używali.
4971:  KMM - Natomiast tutaj wiedziałem już na co stać Hansa Zimmera i chciałem dłużej słyszeć te dźwięki, które płynęły z ekranu i Denis Villeneuve z jakiegoś powodu stosował okropny zabieg, nie znoszę, znaczy usinał muzykę w pół i była później cisza.
4987:  KMM - Ja wiem, że można malować ciszą, ale on to robił notorycznie, za każdym razem, kiedy pojawiał się jakiś konkretny utwór, więc ja wypowiedziałem się na temat muzyki w swojej recenzji, że było jej za mało i miałem właśnie to na myśli.
4998:  KMM - Nie mówię, że druga płyta jest gorsza od pierwszej płyty,
5002:  KMM - No i wiecie jak to jest z pisaniem drugiej płyty w tej samej serii.
5004:  KMM - Musicie używać repryzy, musicie używać remiksu, żeby to było wciąż to samo uniwersum muzyczne.
5010:  KMM - Siłą rzeczy będzie mniej egzotyczne, mniej rewolucyjne, mniej awangardowe.
5016:  KMM - Natomiast jeżeli chodzi o film, zdecydowanie lepiej była zmiksowana muzyka w części pierwszej, w wyjątku jak zastanowi parę scen.
5022:  KMM - Po pierwsze cała scena jazdy na czerwiu i jego kiełznania, oczywista sprawa, swoją drogą bardzo długa scena.
5029:  KMM - Następnie atak na Harvestera, świetne brzmienia i świetne dźwięki.
5035:  KMM - No i sama finałowa bitwa.
5037:  KMM - Nawiasem mówiąc, nie wiem czy też to wysłyszeliście, ale ewidentnie w Warm Attack jest zmiksowany też motyw muzyczny z Dark Knight Rises.
5047:  KMM - Tego bardzo charakterystycznego... Desz i desz i basara, basara, desz i desz i basara.
5051:  KMM - Tak, dokładnie to.
5052:  KMM - Dokładnie to.
5053:  BFP - To jest niesamowite.
5054:  KMM - To jest to, co ja kocham u Zimmera, że on, jak się śledzi jego karierę muzyczną, on jest mistrzem remiksu.
5060:  KMM - Jak kiedyś słyszałem Polowanie na Czerwony Październik, to ja sobie myślę, a to akurat było po Piratach z Karaibów, zaraz, zaraz, zaraz, ja znam skądś ten motyw.
5068:  KMM - Więc u niego powracają te rzeczy i to jest mistrzowska muzyka.
5071:  BFP - To się ładnie autoplagiatem nazywa.
5073:  BFP - Ale można sobie na to pozwolić.
5074:  KMM - Ja zawsze uważam, że autoplagiat nie istnieje, ponieważ plagiat musi skrzywdzić drugiego człowieka, nie?
5079:  KMM - A Wilnef w tym wynosi siebie na... Znaczy nie Wilnef, tylko Hans Zimmer wynosi siebie na piedestały.
5084:  KMM - Więc jeżeli chodzi o udźwiękowienie samo w filmie Mistrzowskie, natomiast zmiksowanie muzyki z udźwiękowieniem, moim zdaniem trochę gorzej.
5090:  MG - A nie masz takiego wrażenia... Panowie, zapamiętacie ten dzień jako dzień, kiedy niemal pojmaliście admirała Marco Ramiusa.
5097:  MG - Ale powiem wam jedną rzecz.
5099:  MG - W mojej wymarzonej Dune'ie, która byłaby serialem, do którego scenę napisałby już Aaron Sorkin, muzykę napisałby Peter Gabriel.
5107:  MG - A powiem wam dlaczego.
5109:  MG - Ostatnie kuszenie Chrystusa.
5111:  MG - Więcej duduku powinno być.
5113:  BFP - I ptasiek, Birdie.
5117:  BFP - A nie masz, bo tak powiedziałeś Krzysztof, że miałeś wrażenie, że muzyki było za mało, a nie uważasz, że to jest dowód na to, że ta muzyka tak dobrze zlała się z tłem, że przestałeś na nią zwracać uwagę?
5127:  BFP - Bo ja jak poszedłem drugi raz do kina, to specjalnie po twojej recenzji zwróciłem na to uwagę.
5132:  BFP - Dla mnie jest tyle samo muzyki, ile było w części pierwszej.
5136:  KMM - Muszę na to też zwrócić uwagę, jak będę drugi raz oglądał wtedy, bo na pewno planuję.
5141:  KMM - Natomiast przypominam sobie, że Lucyfer napisał na czacie, że była świetna muzyka przy całej tej scenie na arenie Harkonnenów, a nie muszę powiedzieć o tej scenie, bo to jest najlepsza scena filmu.
5152:  KMM - i ona jest niesamowita także ze względu na to, ja się doczytałem, dajcie spokój, ja się doczytałem, że są dwie teorie, że albo to jest rzeczywiście fikcyjne czarne słońce, albo że to jest niebieskie słońce, które funkcjonuje w naszej przestrzeni, teoretycznie może przynajmniej i ono wywołuje taki efekt desaturacji i to mieliśmy w filmie Pitch Black z Vinem Diesel'em.
5171:  KMM - Tam też było dokładnie to zastosowane, tylko że oczywiście tutaj podkręcili troszeczkę bardziej te czerni i biel i nawiasem mówiąc,
5178:  KMM - Ja, który nienawidzę czernie i bieli, zauważyłem, że jak Bene Gesserit obserwowała arenę przez swoje dziwne binokulary, to tam był taki niebieski had, więc to nie jest w 100% czarno-białe.
5192:  KMM - Zaznaczę, to jest tylko efekt kolorystyczny i te jej chrzaty zmieniają kolor pod wpływem tego światła na białe.
5199:  KMM - I jeszcze fajerwerki.
5201:  KMM - To jest mistrzowskie światotwórstwo, absolutnie.
5203:  MG - Fajerwerki, które wyglądają jak rozlewający się atrament.
5205:  BFP - Śmiatło.
5207:  BFP - Śmiatło zdukania.
5207:  BFP - Nie ma innej sytuacji w moim życiu, kiedy mógłbym powiedzieć, że raduje mnie widok ciemnych kleksów na białym tle, ale doprawdy tak było, jak to zostało zrobione, ale pamiętasz... Odwrotnie?
5219:  BFP - Ja bym...
5221:  BFP - Byłem z tobą, Marcin, w kinie za drugim razem i setki wymiarów napisał na czacie najlepszy motyw muzyczny, jak żołnierze Harkonnenów na początku wzbijają się w powietrze, wykorzystując dryfy.
5231:  MG - To jest mas... To znaczy, jak mówisz żołnierze Harkonnenów, to tam mógłby lecieć muzyka z Benny Hilla i tak by mi się podobało.
5238:  MG - Ale zgodzę się i w ogóle sama ta scena, ona wygląda jak obraz Velázqueza.
5244:  MG - Gdyby Velázquez malował żołnierzy w kosmosie, którzy noszą się w powietrzu.
5248:  KMM - Przez te kontrasty, to jest prawda.
5251:  KMM - Ale przepiękna absolutnie i zauważcie, że to był też przykład sceny, będę cały czas grał na swojej skrzypce, gdzie jednocześnie możemy pokazać, przy swoją drogą też w zmianach względem oryginału książkowego, ale już po mniejszych moim zdaniem dobrych, że możemy pokazać scenę batalistyczną, ale równocześnie w tle możemy pokazać jakieś właśnie machinacje polityczne i tego barona Harkonnena, który się nachyla, genialny Stella Skarsgård, dlaczego go było tak mało?
5276:  KMM - I dlaczego mu dali taki koniec, że on plezie się jak jakaś gnida w stronę kontronu?
5280:  BFP - Bo on sam sobie tego życzył, bo on nie był w stanie, znaczy naprawdę przechodził ciężki proces charakteryzacji.
5286:  BFP - Osiem godzin.
5287:  BFP - On o godzinie drugiej przechodził i siedział do godziny dziesiątej nad ranem.
5292:  BFP - Dobrze, mógł zagrać to cierpienie.
5296:  MG - Znacie tą wspaniałą historię z Dustinem Hoffmanem w Maratończyku i po prostu nie spał trzy noce po to, żeby oddać to skrajne zmęczenie i tak dalej, a Laurence Olivier spojrzał się na niego i powiedział, fascynujące, a nie myślałeś, żeby spróbować aktorstwa?
5314:  BFP - Z dedykacją dla wszystkich aktorów metodycznych, którzy psują ludziom życie na planie, zachowując się jak primadonny.
5320:  BFP - W każdym razie, ja muszę też bardzo pochwalić nie tylko muzykę, ale po prostu udźwiękowienie w tym filmie.
5327:  BFP - To jest nieprawdopodobne.
5329:  BFP - My się, Krzysztof, zachwycaliśmy trzy lata temu brzmieniem włączanej tarczy, dryfów, barona, pracującego harwestera.
5338:  BFP - odpalanego ornitoptera.
5340:  BFP - No naprawdę wydaje mi się, że to idzie teraz na jakiś zupełnie nowy poziom, ale nie miałoby to takiego wymiaru, gdyby nie Chakopsa, czy też Chakopsa, jak kto woli, czyli język Fremenów.
5349:  BFP - To naprawdę brzmi dobrze.
5351:  BFP - Bardzo często słyszysz fikcyjne języki, widzisz, że oni wykuli je sobie na pamięć, a przez to zabrakło emocji.
5357:  BFP - Oni odbębniają to, co zapamiętali, ale nie potrafią wyrazić tego w tak sposób naturalny, jakby to był ich naturalny język.
5364:  BFP - I naprawdę miałem takie wrażenie, że i Zendaya, i ta szpiegini ich fremeńska, która jest koleżanką Zendayi, i Javier Bardem znakomicie brzmią, używając Hakobsa, znacznie lepiej niż na przykład Lady Jessica albo Paul Atryda, którzy używają tego mniej.
5382:  BFP - To było bardzo przekonujące, już nie mówiąc o wszelkich dźwiękach, czy
5388:  BFP - paszczą wydawanych audio kawałków, które służyły im do komunikacji.
5393:  BFP - Także to są takie drobne rzeczy, które budują właśnie tę immersję.
5397:  BFP - Uwielbiam w Dune'ie immersję i nie tylko można ją uzyskać przez plastyczność tego święta.
5402:  MG - I to, że Stilgar miał inny akcent.
5406:  MG - Krzysztof najlepiej z nas będzie wiedział, czy pojęcie akcentu byłoby znane nomadom pustynnym i jak oni by to nazwali.
5414:  MG - Ale co jest ciekawe, że na Półwyspie Arabskim wiara w Mahdiego była właśnie na południu.
5423:  MG - To takie plemiona jak Chimiaryci wierzyły w Mahdiego z prostego powodu, bo stracili swoje państwo.
5431:  MG - I że przyjdzie ktoś, kto im to państwo odbuduje.
5435:  MG - A kiedy ta wiara przenosiła się stopniowo na części centralnej i północnej Półwyspu Arabskiego, to początkowo była wyśmiewana.
5445:  MG - Dopiero pokolenia, które w to wierzyły i tak dalej, sprawiły, że potem
5451:  MG - Mahdych mieliśmy przez całą historię w miejscach tak odległych jak Sudan, więc to jest wprost wzięte z historii, że jakieś przekonanie z dalekiego południa zaczyna swój marsz na północ, a marszu idei nie da się zatrzymać.
5464:  KMM - Swoją drogą, ten język, o którym mówi Filip, jest stworzony przez genialnego ksenolingwistę, czyli człowieka, który tworzy sztuczne języki, Davida Petersona, nie mylić z Jordanem Petersonem.
5476:  BFP - Tamten też tworzy fikcyjne rzeczy.
5479:  KMM - Tak, w zupełnie innym wkładzie w rozwój naszej cywilizacji.
5481:  KMM - W każdym razie, David Peterson siedział rok nad tym, jakieś nieprawdopodobne to jest, i on tłumaczył wiele razy,
5488:  KMM - że ludziom się wydaje, że fikcyjny język to jest to, jak sobie walniesz kryształ kartsumu Alfura Rambindin i to już brzmi fajnie.
5495:  KMM - No nie, zabrzmiało to kretyńsko, a ja zabrzmiałem jak debil.
5498:  KMM - Coś jest takiego dziwnego w naszym mózgu, że przez to, że się oswajamy z tym, jak brzmią języki naturalne, oczekujemy pewnych połączeń fonicznych w językach sztucznych,
5507:  KMM - I Peterson się w tym specjalizuje do tego stopnia, że jest jedynym człowiekiem w Hollywoodzie, którego o to proszą.
5511:  KMM - On robił język przecież wcześniej Dothraki w Grze o Tron, ponieważ w oryginale Pieśni Lodu i Ognia jest bodajże jedna fraza w Dothraki.
5519:  KMM - I robił też język wysokowaleryjski, który się pojawił i w Grze o Tron, i w House of the Dragon, więc wiecie, ciekawa fucha tak swoją drogą.
5527:  MG - Nie, a w ogóle gość jest niesamowity, bo on dostał to jedno zdanie, Valar Morghulis varardu haeris, i powiedział,
5533:  MG - A, czyli is oznacza tryb rozkazujący.
5536:  MG - I stąd zaczął budować do tyłu język.
5538:  MG - Szkoda, że nie wykonali tej roboty z językiem Imperium, bo to jest język, który się nazywa w świecie... Mówisz o pieśni, aha, o Dunie.
5549:  MG - Nie, nie, anglosłowiańskim.
5553:  MG - Herbert to pisze w latach 60., więc on sobie wyobraża, że koniec historii będzie tak wyglądał, że świat anglosaski zleje się z sowieckim.
5562:  MG - W związku z powyższym, ten język, którym na przykład, jak rozumiem, mówiliby saudałkarzy, byłby jakimś miszmaszem angielskiego i rosyjskiego, jak w mechanicznej pomarańczy.
5573:  MG - To naprawdę mogłoby genialnie brzmieć.
5575:  BFP - Przy czym jeszcze nie ma też pewnych wątków religijnych, jak na przykład to, że obowiązującą religią w imperium, o Jezu, to jest mieszanka wszystkich religii, a jej podstawą jest tekst religijny, jakim jest pomarańczowa Biblia, zrewidowana Biblia protestancko-katolicka, która zresztą gdzieś tam została ukuta przez Bene Gesserit, ale ponownie to nie są rzeczy, które mają aż tak duże znaczenie.
5597:  BFP - Zgodzę się,
5598:  BFP - że ja mam tę perspektywę smakosza historii, ale mam też tę perspektywę entuzjasty światotwórstwa, tak jak Krzysztof dokładnie.
5608:  BFP - I bardzo jednak cierpię, kiedy wiem, że nie było żadnych wątków Gildii Kosmicznej i nie było rzeczywiście Mentatu.
5616:  MG - Tego nie rozumiem.
5618:  MG - Ludzie zapamiętaliby nawigatora do końca życia, gdyby go zobaczyli.
5622:  KMM - Tak.
5622:  KMM - Zwłaszcza wiecie, że ja bym autentycznie ciekawy, jak to zrobił, biorąc pod uwagę to, że wersja lynczowska była okropna.
5629:  KMM - Ja bym tam strasznie cierpiałem, bo ja bardzo nie lubię groteskich fantazji.
5633:  MG - Ale nawigator był spoko.
5634:  KMM - Ale nawigator jest.
5635:  KMM - Ale w każdym razie tlajlaksianie też nam ciekaje wyjść, ale to jest w ogóle szeroka dyskusja.
5641:  KMM - Natomiast... To Mesjasz Dune'y będzie.
5644:  KMM - Właśnie, no tak.
5645:  KMM - Z przyczyn, których nie ujawniajmy.
5648:  KMM - W każdym razie myślę, że Gili nie jesteśmy w stanie, braku Gili wytłumaczyć.
5654:  KMM - Zauważcie, że były takie momenty, kiedy pokazywali nam jakieś przebytki na Harkonnenów, którzy patrzyli na jakąś bieda mapę holograficzną Duny i mówili, że tam jest południe i tutaj gasną nam jakieś światełka.
5665:  KMM - Ta scena była bardzo długa.
5666:  KMM - I ona służyła tylko temu, żeby w którymś momencie pokazać, że raban komuś poderżnął gardło.
5670:  KMM - Zamiast tego, zamiast tej jednej przebitki, ja chciałem troszeczkę o nawigatorach i temu, w zasadzie dlaczego oni są ważni.
5675:  KMM - Bo zauważcie, że to jest ta jedna rzecz, o której nie wiemy.
5678:  KMM - To znaczy, melansz jest gigaważny dla Bene Gesserit, to wiemy.
5681:  KMM - Melansz pozwala na tworzenie tych matek przełożonych za pośrednictwem wywodu życia z czerwia, to wiemy.
5688:  KMM - Super, czyli ma właściwości narkotyczne, wspomaga mentalne... Dobrze.
5691:  KMM - Natomiast nie wiemy nic w zasadzie na temat tego kluczowego znaczenia dla gildii nawigatorów.
5697:  KMM - A wiecie, to mi przypomina Mass Effecta, tak?
5699:  KMM - Fani się oburzali strasznie na zniszczenie przekaźników masy, mówiąc słusznie, no co mi z tego, że Shepard wygra lub Shepardzica w moim uniwersum, jak rozbili przekaźniki masy i wszyscy zginą?
5711:  KMM - Bo w tym świecie nagle nie ma handlu, nie ma polityki, nie ma niczego jak u Kononowicza.
5715:  KMM - W związku z powyższym...
5717:  KMM - Prosiło się, żeby ten wątek rozbudować.
5719:  KMM - Jeszcze jedna mi się przypomniała bzdurka światotwórcza.
5722:  KMM - To znaczy, pamiętacie tę scenę, że ornitopter nie był się w stanie przedzierać przez burze piaskowe.
5727:  KMM - No więc tutaj jest taki jeden ornitopter, nawiasem mówiąc, który się pojawia na południu i on jest cacy.
5732:  KMM - Nie wiem, skąd on się tam wziął i jakim cudem.
5734:  KMM - Ale oni już się dostali na południe, to znaczy najpierw... Ale jak oni przeniesi ten ornitopter?
5738:  KMM - To jest pytanie.
5739:  KMM - W dupie czerwia.
5742:  MG - Nad ludzkim wysiłkiem woli.
5745:  MG - Natomiast kiedy mówisz o tych scenach, kiedy Harkonnenowie losowo mordują losowo dobranych podwładnych, to ja bym powiedział tak.
5754:  MG - Mi się wydaje, że to jest też pewien zabieg, który
5757:  MG - Ma jeden cel.
5759:  MG - Jeżeli pokazujesz czarne charaktery, które wiecznie przegrywają i wykazują się w dalszych scenach, z krajną niekompetencją walca, czy Raban, który najpierw ucieka, a następnie zostaje pokonany przez Grene'a Halle'ka... Raban wymordował więcej swoich, niż Fremeni wymordowali jego żołnierzy.
5777:  MG - Tak, no to oni nie są straszni, są śmieszni, więc co możesz zrobić, żeby byli straszni?
5783:  MG - pokazujesz sceny performatywnej przemocy przez nich dokonywanej i wtedy mówisz, a nie, dobra, oni są straszni.
5790:  BFP - Tak, tak.
5790:  MG - I to jest po to, moim zdaniem.
5793:  MG - Bo w przeciwnym wypadku zarówno saudałkarze, jak i Harko Denowi okazali by się być tak żałośnie słabi i niekompetentni, że właściwie wystarczyło ich popchnąć i się przewrócili.
5804:  MG - Tak, powiem wam... Dla mnie obraz, i tu się zgadzam z Krzysztofem, jakby last stand saudałkarów
5813:  MG - ma w sobie coś z żywotu Briana, znaczy z Monty Pythona, nie?
5815:  MG - Z Legionu Samobójczego, to znaczy... Oni jednak powinni być znacznie kompetentniejsi w walce, biorąc pod uwagę, jak poszatkowali w Confetti armię atrydów w poprzedniej części.
5828:  MG - Znaczy, tam rozumiałeś, że dobra, z nimi nie ma żartów.
5831:  MG - A tutaj, jak się okazało, dziwnie łatwo to wszystko poszło Fremenom.
5838:  MG - I czasami się używa w popkulturze takiego zabiegu, że no dobra, tamci niby byli tacy straszni, co prawda ich łatwo pokonaliśmy, ale jedna kluczowa postać umiera.
5849:  MG - I wtedy komunikujemy, że jednak coś tam z tym, coś jednak w sobie mieli.
5854:  BFP - Nie będę wykonywał roboty za reżysera, ale jest charakterystyczna rzecz, która może przynajmniej pomóc wyjaśnić albo zinterpretować to, dlaczego
5863:  BFP - mają sposób na sardałkarów, to jest przyjrzyjcie się sposób w jaki walczą fremeni, a właściwie nie fremeni, tylko fedajkini, czyli ci najbardziej fanatyczni, najlepiej wyszkoleni żołnierze.
5874:  BFP - To są ci żołnierze,
5877:  BFP - których Paul i Jessica wytrenowali także w sztuce Bene Gesserit, Prana i Bindu.
5884:  BFP - Zwróćcie uwagę, i to jest wizualnie zaprezentowane, że kiedy na przykład Chani rzuca się na Sardaukara i to kilkukrotnie jest pokazane, nie tylko w przypadku Chani, oni najpierw obezwładniają ich w jakiś sposób i ich uziemiając.
5900:  BFP - Na przykład podcinają im nogę, albo zakładają im jakąś dźwignię.
5904:  BFP - To znaczy oni jakby mają sposób na ich sztukę walki.
5908:  BFP - Ja nie mówię, że tak konkretnie było przemyślane, ale to może też tłumaczyć, dlaczego znaleźli właśnie sposób na sardałkarów.
5914:  BFP - Tym bardziej, że w książce jest mowa o tym, że na trzech zabitych sardałkarów przypada jeden zabity fremen, więc to wciąż są mężni wojownicy.
5924:  MG - Jest jeszcze jeden element, który jest w książce.
5927:  MG - Sardałkarowie jako...
5929:  MG - siła bojowa nieprawdopodobnie stracili na jakości przez te wszystkie lata rządów ostatnich korinów.
5938:  MG - I tam jest podkreślane w książce wielokrotnie, że bogactwo, że luksusy, że korupcja, z piwko, koleżanki, niedofinansowanie, wiecie, zniszczyły siłę bojową Saudałkarów, którzy zachowali swoją legendę, ale nie byli już w tym, trochę jak legiony rzymskie, które już nie były tymi legionami.
5955:  BFP - Trochę jak Sarmacja, no.
5958:  MG - wcześniej.
5959:  MG - Tak, znaczy używając absolutnie obrazoburczego przykładu, pamiętajmy, że polska husaria, która święciła tak wielkie triumfy w bitwie pod Warszawą, została rozstrzelana zanim dobiegła do Szwedów.
5972:  BFP - I rzucę wam dwa hasła i to też może jest inspiracja dla czatów.
5977:  BFP - Myślę, jak można by zrobić ten film jeszcze lepszym.
5982:  BFP - I pierwsza rzecz, która mogłaby rozwiązać ten problem sposobu ukazania Harkonnenów, gdzie
5989:  BFP - Zgadzamy się w pełni we trzech, że to jest duże zaniedbanie Wilneva i to, że nieprzystosowalny do końca, nieprzystosowalna jest ta reguła zniuansowania głównego bohatera, a nawet częściowo Bene Gesserit, ale już na przykład nie Harkonnenów.
6005:  BFP - Jest ten kluczowy moment, w którym Wladimir Harkonnen mówi na Baronowi, swojemu bratankowi, ja mam sposób na to, żeby szantażować Imperatora, bo mam dowody na jego udział w przewrocie na Arrakin.
6019:  BFP - Kurczę, dlaczego tego nie było więcej?
6021:  BFP - Dlaczego nie dostaliśmy czegoś więcej między baronem a imperatorem?
6028:  BFP - Ja już nie mówię o postaci hrabiego Hasimira Fenringa, którego zabrakło tutaj.
6032:  KMM - On zniknął, no właśnie.
6033:  BFP - On zniknął, nie było go, on był emisariuszem.
6035:  KMM - Ale była jego córka.
6037:  KMM - Jego żona, Margo, tak, tak.
6042:  BFP - On był eunuchem, więc tak wiele mógł zrobić.
6046:  MG - Ona była Bene Gesserit, a on jako ciekawostka powiem był... Ona ma zabezpieczyć materiał genetyczny Fejda, że wyraża się niezwykle szarmancko i dyplomatycznie.
6055:  KMM - Ale swoją drogą to jest akurat dodatek...
6057:  KMM - W książce jest aluzja do tego, ale ja się strasznie cieszę, że to wprowadzili, bo to buduje właśnie cały czas ten lore Bene Gesserit, że one są all about genetics, że istotne jest to, żeby cały czas zabezpieczać esencję zupełnie jak abatur w Starcraftzie.
6072:  KMM - Nie wiem, dlaczego mi się to skojarzyło.
6075:  BFP - All about the genes.
6078:  BFP - I collect essence.
6080:  BFP - Da haka.
6081:  KMM - Wiedziałem, że wszyscy rozpoznają odniesienie.
6085:  BFP - Chociażby wprowadzając ten wątek intrygi barona przeciw imperatorowi.
6089:  BFP - To są właśnie te plany w planach.
6091:  BFP - Czyli to, że on miał ewentualnościowe rozwiązania.
6095:  BFP - To byłoby coś interesującego.
6096:  BFP - I to gdyby Fate się w to w jakikolwiek sposób włączył, na pewno by to zniuansowało trochę Harkonnen, a przynajmniej zdjęłoby trochę to odium
6106:  BFP - No kretynów, no dresów, tak?
