WIEDŹMIN sezon 2. Recenzja bez litości i analiza bez filtra
🔗 https://www.youtube.com/watch?v=KoZgOqNtxfY
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
AK (Artur Kurasiński)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  BFP - No więc, Wiesiek Wiesiek, co z Ciebie wyrośnie?
4331:  KMM - A prawda jest taka, że jedyna osoba, która faktycznie w sadze traciła moc, nie radziła sobie z jej opanowaniem,
4338:  KMM - I jakby to się zgubi w którymś momencie, jak wszyscy wokół niej tracą moc, to wątek utraty mocy przestanie być istotny.
4345:  KMM - A Sapkowskiemu to w którymś momencie przyszło do głowy, jak pisał rękopis Znaleziony Smoczej Jaskini, powiedział, że każda dobra fantazy jest o utracie mocy, a najgorsza fantazja jest taka, kiedy bohater jest w pełni swoich sił i nią emanuje.
4356:  KMM - I mam wrażenie, że jeżeli coś się Andrzejowi Sapkowskiemu podoba, to mega właśnie ten wątek.
4361:  KMM - Ale co pokazał świetnie sezon Bush, to na pewno nie jest przepis na dobrą fabułę.
4366:  AK - Myślę, że możemy tylko spekulować, bo nikt z nas nie zna relacji, bo to jest obleczone pewnie potworną ilością NDA-ów.
4376:  AK - Natomiast ja bym powiedział tak...
4380:  AK - Tragedia, która się wydarzyła całkiem niedawno w życiu Andrzeja Sapkowskiego, myślę, że totalnie mogła zmienić mu jego punkt widzenia na wszystko.
4387:  AK - Ja jestem w stanie zrozumieć jego każdy wybór na chwilę obecną.
4391:  AK - Nie zdziwię się wcale, że on naprawdę zobaczył to do końca, ten serial tak, jaki jest.
4395:  AK - Powiedział OK, dlatego że
4399:  AK - W sumie to jest jego najbardziej masowanie ego, jakie otrzymał w życiu, bo po raz pierwszy mamy do czynienia z jasnym komunikatem, że to jest Andrzej Sapkowski, że to jest jego literatura, chociaż jak wiemy bardzo już niewiele ma nic wspólnego z nią.
4414:  AK - I on wie, że na tym
4416:  AK - to jest deal jego życia, on więcej już nie podskoczy, chociaż on zdobył już wszystko, bo po pierwszym sezonie znalazł się na numerze 1, był numerem 1 pod kątem sprzedaży książek w USA chyba, na na pewno na Amazonie pod kątem w kategorii fantasy.
4429:  AK - Moim zdaniem to już, on przebił George'a Martina, przebił wszystkich innych autorów.
4433:  AK - On jest gościem, który był w pewnym momencie na szczycie tego Parnasu.
4438:  AK - I jest komercyjnie spełniony, jest na pewno spełniony pod kątem tego, jaką recepcją cieszą się jego książki.
4446:  AK - Jest zawsze wkurzony i zawsze to będzie powtarzał, niezależnie od tego, jakby teraz od tego próbował uciec, że gra komputerowa spieprzyła mu życie i śmierdzi głównym, bo wiadomo,
4455:  AK - gra komputerowa to są chłopaki z CD Projekt Red, a nikt przecież nie wiedział, że on napisał tę książkę.
4460:  AK - Tak jak powiedziałeś, Krzysztof, ja nawet kilka razy dla potrzeby walki z jakimiś trollami wrzucałem im wykresy z Google Trendów i to jest jasne.
4469:  AK - W momencie, kiedy Andrzej Sapkowski stawał się popularny, to był ten moment, kiedy wyszły po prostu pierwsze gry komputerowe.
4474:  AK - That's it.
4475:  AK - Wtedy dopiero ludzie zaczęli rozumieć i kupować literaturę, bo ona była tłumaczona,
4479:  AK - ale to było w momencie, kiedy dopiero pokazały się gry CD Projektów.
4483:  AK - I Andrzej Sapkowski na tym punkcie ma, mówiąc brzydko, jest zafiksowany, mówiąc delikatnie.
4489:  AK - Natomiast ja nie wiem, ja dałbym milion dublonów za to, żeby zobaczyć jego minę, kiedy on siedział w pokoju pewnie z showrunnerką Lauren.
4500:  AK - Ona mu pokazała, pewnie nie longiem, tylko dozowała mu to.
4505:  AK - I chciałbym zobaczyć jego minę, bo moim zdaniem...
4508:  AK - to pewnie ta mina wyrażała, daliście mi dużo milionów dolarów za to, żebym się tu podpisał, ja nie mogę nic publicznie powiedzieć, natomiast to pewnie nie było jego spełnienie marzeń, no bo umówmy się, ten facet ma mega talent, on by mógł, on machnął ten sezon burz po prostu tak sobie, moim zdaniem
4525:  AK - Plotki chodziły w branży takie, że to zrobił jakiś pijany ghostwriter.
4530:  AK - Ja nie wierzę w to.
4530:  AK - Jednak facet się pod tym podpisał.
4532:  AK - Mi Sezon Bush się w ogóle nie podobał.
4533:  AK - Nie rozumiałem, po co to powstało, do kogo jest kierowane.
4536:  AK - Nawet jak na odcinanie kuponu to było za słabe.
4539:  AK - Ale okej, było napisane, jest, widnieje.
4542:  AK - Jest BN wybity.
4545:  AK - Ale myślę, że Andrzej Sapkowski ma kaca moralnego.
4547:  AK - On pewnie się tego nigdy nie przyzna.
4548:  AK - Natomiast wiecie.
4550:  AK - Co teraz może zrobić ten facet?
4551:  AK - Ma kasę, ma poważanie na dzielni, wszyscy już go znają nie tylko jako autora książek, ale też współproducenta, czy też współautora serialu Netflixa, który jest oglądany, jak wiemy, na całym świecie.
4563:  AK - Więc ja myślę, że to jest postać moim zdaniem bardzo tragiczna.
4567:  KMM - Ja cieszę się, że to wybiło w tej naszej rozmowie, bo tragizm Andrzeja Sapkowskiego polega na tym, że on nie rozpoznał tego, co dla niego zrobił CD Projekt Red, z jakim niesamowitym szacunkiem dla lore, dla fabuły podeszli, mimo że mierzyli się naprawdę z trudną rzeczą.
4584:  KMM - Mierzyli się z czymś, co Loren Fistech przepaliłoby synapsy, aż do cebulek włosów.
4590:  KMM - Mianowicie mierzył się z tym, że bohater ich historii nie żyje.
4594:  KMM - I zrobić historię, która oddaje szacunek oryginałowi, gdzie protagonista tej historii nie żył, spoiler dla wszystkich, którzy nie czytali pięciu księg, to naprawdę jest duża rzecz.
4606:  KMM - Natomiast rzeczywiście też bym dał dużo, żeby zobaczyć jego reakcję, ale nawet myślę, że jeżeli Andrzej Sapkowski powiedział coś ironicznego lub złościwego, jak zobaczył, że jego Wesemir zachowuje się jak kretyn albo Eskre jest zamieniony w drzewo,
4618:  KMM - a Dziki Gon jest na motorach, to Lorena Hissrich i tak nie zrozumiała jego ironicznej aluzji, ponieważ ona nie zrozumiała ani jednego z ironicznych, postmodernistycznych tropów, które wprowadził Andrzej Sapkowski do swojej powieści, od rasizmu na tle nieludzi poczynając, a kończąc na złośliwych suplikach Geralta, który właśnie nie był tym Conanem barbarzyńcą.
4639:  KMM - Od niego się różnił tym, że miał nie tylko strength, ale też wits, tak jak Tyrion.
4645:  KMM - I na tym polegała wyjątkowość tej postaci, którą właśnie świetnie pokazali Redzi, gdzie Geralt z Rivi jest raz Sherlockiem i tropi potwory, raz jest świetnym fachowcem i rębają, a innym razem kochankiem.
4661:  KMM - I te wszystkie jego role się jakoś uzupełniają i tworzą naprawdę sympatyczną postać, mimo że tragiczną i równocześnie bardzo zniuansowaną.
4671:  BFP - No to ja domykając, faktycznie jak powiedziałeś to, co powiedziałeś o Geralcie, to mam poczucie, że chociaż jest jedną z mocniejszych stron serialu za sprawą Kevyla, to ma naprawdę niedużo do roboty.
4684:  BFP - W sensie liczyłem na to, że będzie gdzieś jakaś taka dynamika ojciec-córka między nim a Ciri, a okazuje się, że w większości tam inni Wiedźmini go zastępują, a on idzie robić jakieś misje.
4695:  BFP - A jak wraca, to się okazuje, że Ciri już to nieźle baluje i chce się zmienić w Wiedźminkę i musi opieprzyć Wezimira.
4701:  BFP - ale no rzeczywiście brakuje mi tego quick wit, jego charakterystycznego, brakuje mi takich jego... No wrócę do tego, co powiedział na początku.
4711:  BFP - Mandalorian.
4712:  BFP - Wciąż marzy mi się zobaczyć Wiedźmina w stylu Mandaloriana, który jest skoncentrowany na Geralcie, który jak przez soczewkę pokazuje ten świat przez mikrospołeczności, do których trafia.
4725:  BFP - Teraz to będzie Oxenfurt, teraz to będzie Nowigrod, teraz to będzie jakaś...
4730:  BFP - wioska, innym razem jakaś Zerikania, ale będzie trafiał w różne miejsca, gdzie będą spotykały go ciekawe przygody i to będzie powolny taki charakter development skupiony na tej postaci, aż w końcu pojawi się ktoś, tak jak Baby Yoda czy Ciri w tym wypadku, kto będzie mu towarzyszył w jego podróży i bardzo żałuję, że takiego Wiedźmina nie dostanę.
4749:  BFP - Aczkolwiek może pojawić jakiś dobry spin-off i naprawdę niezłemu twórcy się go powierzy, ale...
4755:  BFP - Zwrócę uwagę na dwie sceny, które na pewno mnie przyciągnęły do tego serialu, bo ja go oglądałem w takim trybie oszczędzania energii, naprawdę, robiłem coś tam, zerkałem, totalnie się wyłączałem jak wjeżdżały tematy Triss, aktywowałem się bardziej jak był Geralt, ale w ostatnich odcinkach są rzeczywiście dwie naprawdę dobre sceny.
4773:  BFP - Pierwsza to jest jak Fringilla...
4776:  BFP - z zimną krwią morduje część rady wojennej Nilfgaardu.
4781:  BFP - Wchodzi do tej sali i po prostu w brutalny sposób morduje gości, których zatrzymała w czasie.
4788:  BFP - I ma pełną władzę nad sytuacją, zupełnie zmienia się dynamika relacji między tymi postaciami.
4793:  BFP - To było brutalne, ale ciekawie pomysłowo nakręcone, szczególnie, że ta kamera idzie w dłuż stołu, tak jakby pokazując
4801:  BFP - Ich przy stole, a jej profil, jak ona tylko podchodzi do każdego kolejnego i w coraz bardziej wymyślny sposób zabija i że tak powiem, she's establishing her dominance in Nilfgaard, że tak powiem.
4811:  BFP - I druga scena, to znakomita była scena walki Geralta z tymi ludźmi Reynsa, która była niezwykle krwawa, w stulu Johna Wicka, odcina tam ręce, odcina nogi, walczy w bardzo zamkniętej przestrzeni, ciekawa jest zabawa światłem, ledwo co widać, co się dzieje.
4828:  BFP - I to szkoda, że są tylko dwie takie sceny na cały serial.
4831:  BFP - Może jeszcze ta scena, jak lecą faktycznie te kawałki monolitu, oni używają znaku, żeby się bronić.
4837:  BFP - To było też coś takiego, co zapamiętałem, ale jakoś wizualnie i jeżeli chodzi o choreografię, to ten serial nie powala i to jest to, czego tak naprawdę bym najbardziej szukał.
4849:  BFP - W fajnej opowieści o...
4851:  BFP - o Wiedźminie, który jest jednym z ostatnich ze swojego gatunku, który nie jest akceptowany przez świat, ale którego kodeks moralny przewyższa większość ludzi, na których natrafia, albo nawet bestii, które wcale nie okazują się bestiami, bo tu nie mieliśmy żadnej sytuacji poza pierwszym odcinkiem, gdzie mielibyśmy jakiegoś potwora czy też bestię,
4870:  BFP - który miałby w sobie coś ludzkiego.
4872:  BFP - Co było zawsze nieodłącznym elementem prozy Sapkowskiego, żeby zadawać sobie pytanie, czym jest człowieczeństwo.
4878:  BFP - Czy mutant może być bardziej ludzki niż ci, którzy go wykorzystują?
4882:  BFP - Czy bestie, na które poluje, mogą być bardziej ludzkie niż ci, którzy wynajmują go do tego, żeby je zabił?
4887:  BFP - I tutaj nie ma po tym śladu.
4889:  BFP - I żałuję tego.
4889:  GW - Jedno fasło tylko padło, że potwory...
4895:  GW - Nie czyni się potwora to, jak się urodzisz, tylko co robisz, tak?
4898:  GW - I to było w... Tylko, że to było w pierwszym odcinku, który najbardziej trzymało się mimo wszystko książki, a później też... Tak, bo to była ekspozycja tej postaci.
4906:  GW - Ta bardzo fajna scena walki, o której mówisz, zresztą odbyła się w świątyni Melitele, która miała być neutralnym gruntem, a dokładnie taką walkę mogli zrobić, jakby poszli dokładnie za książką, czyli jak Jaskier był trzymany przez Rinsa i wtedy w książce Wiedźmin go odbijał w...
4924:  GW - w karczmie w Oksenfurcie, tak?
4927:  GW - To było?
4928:  GW - Tak?
4928:  GW - Tak.
4930:  GW - No i tam mogli zrobić dokładnie taką samą scenę walki i jednocześnie oddać troszeczkę jednak szacunku, że tak powiem, że temu światoprzestawionemu.
4941:  GW - To nie wymagało dużego wysiłku, to była tylko zmiana lokacji tak naprawdę i tyle.
4945:  GW - Więc to, no, jak dla mnie to były takie podejście też z czapy.
4950:  GW - No i gdzie na boga, na bogów jest Shani, która już się pojawiła w książce, a tutaj jej nie było.
4958:  GW - Jeżeli oni tak będą sobie szaflować postaciami, szafować postaciami, to, i szaflować sobie też, to za niedługo się okaże, że nie będziemy mieli właśnie Regisa na przykład, bo czemu nie, skoro potrafili Shani wyciąć.
4973:  KMM - Nie ma szani, bo nie ma Oksenfurtu, bo było pieniądze tylko na pokazanie z lotu ptaka Cintry, która swoją drogą wyhodowała sobie od czasu ostatniego sezonu piękne pałacowe ogrody.
4984:  KMM - Mimo, że ostatni raz, kiedy widzimy Cintrę jest zrujnowana i płonie, to teraz nagle zmieniła się w Osgiliad i wokół wieży Osgiliad są przepiękne pałacowe ogrody.
4995:  KMM - Oksenfurt jest przedstawiony nie jako miasto uniwersyteckie i wtedy byłaby piękna okazja do tego, żeby pokazać uniwersytet, gdzie jest szan.
5002:  KMM - Tylko bazar.
5002:  KMM - Tak, jest jakiś bazar, jest parę uliczek w ogóle.
5005:  KMM - Co więcej, jest piękna scena w krwi elfów, która podobno została zaadaptowana i wszyscy mówią, że to jest adaptacja książki, więc tak nie ukrywam, że scena, która zajmuje jakieś 100 stron powinna być.
5015:  KMM - Mianowicie tam jest spływ Barką o Ksenfurcie, gdzie się Geralt najmuje do jej ochrony.
5020:  KMM - Zostało to całkowicie wycięte, ponieważ trzeba było pokazać, jak Geralt walczy z wymyślonym maszkaronem, który przybywa z Monolitu.
5026:  KMM - Nie rozumiem jednej rzeczy.
5027:  KMM - Rozumiem
5029:  KMM - dorabianie scen w momencie, w którym nie mamy scen w książce.
5033:  KMM - I to było zrobione dobrze w pierwszym sezonie.
5036:  KMM - Zauważcie, że też chwalimy ten odcinek drugiego sezonu, który jest najbardziej podobny do pierwszego sezonu.
5042:  KMM - Tam były sprawy tygodnia, jak w proceduralu.
5045:  KMM - Był monstrum jakiegoś danego odcinka, była sprawa tygodnia, Geralt musi rozwiązać problemy Podgrodzia.
5052:  KMM - więc by spoko, z odcinka na odcinek leciało, ale był pewien leitmotiv, który plutuł te wszystkie, splatał te odcinki razem i liczyłem na to, że tutaj będzie coś podobnego, natomiast nie było.
5063:  KMM - Ten jeden, jedyny odcinek teasował nam coś, czego później serial nie dostarczył w żaden sposób i dlatego tak odczuwamy te...
5073:  KMM - to niedopasowanie, że nie pasuje ten odcinek do całej reszty.
5076:  KMM - Tak samo jak nie pasują te sceny dopisane przez Loren Fistech do całego tego gigantycznego materiału, który jest w procie Sapkowskiego.
5084:  KMM - A wprowadzenie Szani, nie rozumiem czemu Szani nie jest wprowadzona, jest kobietą.
5087:  KMM - Loren Fistech podkreślała we wszystkich wywiadach na początku, że jej kryterium doboru scenopisarzy i screenwriterów do show to była płeć.
5097:  KMM - Ona wyraźnie to powiedziała, że biera...
5098:  KMM - Same kobiety do tego wierzyły.
5100:  KMM - No to ja nie rozumiem w takim razie, dlaczego wyklucza kobiety, które są świetnie przedstawione, bo Sapkowskiemu można wiele zarzucić, natomiast nie można mu zarzucić tego, że przedstawia same Damsel in Distress.
5110:  KMM - Gdy tymczasem Loren Fistech wszystkie kobiety, które przedstawia w tym serialu, przedstawia z wykorzystaniem tropu Damsel in Distress.
5118:  KMM - Każda jest bezbronną księżniczką, którą trzeba bronić.
5122:  KMM - Yen jest bezbronna, bo nie ma mocy.
5125:  KMM - Ta, któraś z loży czarodziejek, nie pamiętam, która jest obracana przez Vilgefortza, który wygląda jak książę z Bollywoodu, a nie jak potężny mag.
5133:  KMM - I każda kobieta w tym serialu jest przedstawiona w owłaczający kobietom wiedźmińskim sposób, więc ten klucz, który Filip moim zdaniem też świetnie wychwycił, że to jest hipokryzja pełna.
5145:  KMM - Te tweety na temat tego, żeby jest cały kobiecy writing room, to jest hipokryzja.
5150:  KMM - hipokryzja, bo tak naprawdę ten serial jest robiony wedle najbardziej prostackich, maczystowskich schematów z prymitywnymi scenami seksu z pierwszego sezonu, które zostały teraz wyrugowane, na odmianę teraz nie ma żadnej i no więc ja nie wierzę w to, krótko mówiąc, żeby to było robione w sposób spójny.
5167:  KMM - Mam wrażenie tutaj takiego pełnego chaosu twórczego i takich pomysłów last minute, typu o właśnie wpadliśmy na zajebistą ideę, to robimy teraz o tym odcinek.
5176:  BFP - To jeżeli już jesteśmy przy tym, o czym powiedziałeś, czyli właśnie kobiety piszącej scenariusz, prezentującej kobietę, to ja w swoim i może też Artura i Grzegorza imieniu polecę wszystkim, którzy nas teraz oglądają i słuchają film The Last Duel Ridleya Scotta, który miał trzech scenarzystów.
5197:  BFP - a właściwie dwóch scenarzystów i scenarzystkę.
5199:  BFP - Jest pierwszy akt, czy właściwie pierwsza wersja zdarzeń jest pisana przez Matta Daimona, druga przez Bena Flecka, a trzecia, no niestety zapomniałem imię i nazwisko scenarzystki, ale ona właśnie prezentuje perspektywę kobiety.
5212:  BFP - I generalnie bohaterka, żeńska bohaterka w tym filmie jest bardzo ciekawie napisaną postacią, walcząc o swoją autonomię w świecie, w którym nie ma żadnej autonomii kobieta,
5222:  BFP - Ale ostatni właśnie ten, ta ostatnia wersja zdarzeń najbardziej ją, że tak powiem, autonomizuje.
5228:  BFP - Najbardziej pokazuje jej pełnię, jeżeli chodzi o rys charakterologiczny i takie poczucie wpływu na to, co się dzieje.
5236:  BFP - I bardzo wszystkim polecam, bo to wciąż jest w realiach średniowiecznej Europy historia pokazująca, jak można dobrze napisać postać kobiecą i co to znaczy, kiedy kobieta rzeczywiście pisze o kobiecie ze swojej perspektywy.
5251:  GW - No i też myślę, że... Przerażającą aktualność tej historii mimo wszystko.
5255:  BFP - Tak, tak, absolutnie.
5255:  AK - Tak.
5256:  AK - Jeszcze dodałbym, że na pewno showrunnerka mogłaby pokazywać scenografię i pokazywać, jak tworzyć na przykład poczucie tego, że to coś jest duże, że jest duża lokacja.
5268:  AK - Bo przecież tam jest sceny w The Last Duel, to są sceny dziejące się w Paryżu, w XIV chyba wieku.
5273:  AK - Więc ja mam poczucie, jak wspominam, a ten film widziałem chyba za dwa tygodnie temu,
5279:  AK - to dokładnie mam poczucie, że to była fajna, duża, tam coś się działo.
5283:  AK - Wcale to nie było dużo dekoracji, w sensie oczywiście to był CGI, ale miałem naprawdę poczucie, że kurczę, to jest fajny film historyczny, w sensie ci ludzie, którzy jeździli na drugim planie, czy się przemieszczali, to byli dobrze dobrani, te ubrania nie były kolorowe, bo barwnik był drogi, nie byli umyci, bo nikt się tam nie mył, tak, już nie mówię o tym, że
5303:  AK - średniowiecze było bardzo mrocznym czasem, tylko bardziej chodzi mi o to, że naprawdę ktoś przed wypuszczeniem ludzi na plan statystów albo po prostu uruchomieniem kamery zadbał o to, żeby naprawdę wszyscy tam wyglądali tak, jak mają wyglądać, co w ogóle nie ma przełożenia na to, co już Krzysztof parę razy wytchnął, z czym się zgadzam.
5322:  AK - bo na Boga jedynego, naprawdę, są jakieś naprawdę wyobrażenia na temat średniowiecza, ale wystarczyłoby się przespacerować po albumach fotograficznych Polski w XIX wieku, żeby zobaczyć, że poza miastami ludzie żyli po prostu nawet nie w slamsach, tylko w zapadających się w bagnie czy w kałużach dziurach.
5344:  AK - w ziemi i tak to wyglądało w XIX wieku.
5347:  AK - To jak to mogło wyglądać w średniowieczu?
5349:  AK - Także myślę, że niestety amerykańskość czy centryzm tego serialu będzie nam niestety jeszcze bardzo długo towarzyszył, bo robią to ludzie, chociaż jak się okazuje cały czas ze wsparciem, bo to jest podkreślane, że Tomasz Bagiński jest ważnym głosem.
5364:  AK - Kurczę, kto robił CGI do tego filmu?
5368:  AK - Czy to nie nasi?
5369:  KMM - Nie wiem.
5370:  KMM - Oby nie.
5371:  AK - No właśnie, bo tak coś mi chodzi po głowie.
5373:  AK - Duże razy słyszałem, że oni się tym chwalili, ale właśnie nie wiem, czy to jest kwestia tego, że to jest Tomasz Bagiński, czy to jest właśnie kwestia, że tam CGI, bo nie widziałem też w jakichś napisach, nie wychwyciłem tego, chociaż chyba by się chwalili tym bardzo, bardzo szeroko.
5385:  AK - No nie można za bardzo tego pochwalić serialu właśnie pod tym kątem.
5389:  AK - Szczególnie, że w tym samym właściwie czasie wchodzi taki arcane, który ja po prostu rozpłynąłem się.
5395:  AK - To jest serial, który ma wszystko.
5397:  AK - Okej, to jest film animowany, ale z drugiej strony Jezus Maria, tam są tak proste rzeczy pokazane, w sensie scenariusza,
5407:  AK - I to się po prostu ogląda.
5408:  AK - Ja to, ja łyżkami jadłem tych złych bohaterów, tych dobrych, tą opowieść Dickensowską, tych dwóch miast, tych dwóch poziomów.
5415:  AK - To jest tak proste zotropy.
5417:  AK - Da się zrobić?
5418:  AK - Da się, tylko trzeba być Francuzem, nie trzeba być bardzo, mieć ogromnej wiedzy na temat średniowiecza, tylko trzeba po prostu się przespacerować po swoim mieście i wyciągnąć te smaczki.
5427:  AK - Więc obawiam się, że czeka nas niestety, ale
5431:  AK - Dalej panowie będziemy się spotykali co pewien czas.
5434:  AK - Myślę, że co roku i nagrywali taki rajd, no bo cholera jasna.
5438:  BFP - Póki Laura Fistech nie pęknie.
5440:  BFP - Myślę, że ona nie pęknie.
5442:  AK - Nie pęknie, niestety.
5444:  GW - To taki tylko szybki update, żeby było nam smutniej, bo poza Platicz i Mecz przy produkcji Efektu do Wiedźmina między innymi pracowało studio Industrial Light & Magic i The Third Floor, także...
5462:  KMM - Nie, no właśnie czytam Official Info, więc trochę mi jest smutno.
5468:  KMM - Przecież tam jest stworzenie, które wygląda, znaczy to ma być skolopendromorf, ale to wygląda jak przerośnięta mrówka z plastiku.
5476:  KMM - To jest przerażające.
5478:  KMM - Tam naprawdę...
5480:  KMM - jedyny, nawet Brooksa, powiedzmy Brooksa była najlepsza rzeczywiście, ale Brooksa miała takie rozwarcie szczęki, jak te postaci, w tym momencie nie umiem sobie przypomnieć, które są w World of Warcraft i w Hearthstone Heroes of Warcraft, które żyją sobie na bagnach.
5497:  KMM - Przypomnę sobie za moment, jak się nazywają.
5499:  KMM - Jakiś absolutny koszmar, ale każdy z tych potworów jest przedstawiony w sposób, który jest no właśnie...
5506:  KMM - Ewokuję ten efekt Doliny Niesamowitości.
5508:  KMM - Ja czuję, że to jest sztuczne.
5509:  KMM - Ja pamiętam takie potwory z Kseny Wojowniczej Księżniczki, z serialu, który się nazywał Mroczny Rycerz, który był pisany tak leniwie scenariuszowo, że główny antagonista nazywał się Mordor.
5520:  KMM - Więc umówmy się.
5522:  KMM - I ja pamiętam, ja tam wybaczałem im to, w Kronikach Szanary to wybacza, w Merlinie to wybaczam, ale nie wybaczam tego w produkcji serialowej, która mieni się AAA, w której efekty specjalne robi Industrial Light & Magic.
5535:  KMM - Muszę przyznać, że jestem zdruzgotany tą informacją.
5541:  BFP - No Arkane było lepsze.
5545:  BFP - No nie no, Arkane tak już zamykając faktycznie jest dla mnie takim ostatecznym argumentem za tym, co znaczy specyficzne i generyczne, że Arkane z takim pietyzmem, każde tło, każda lokacja, takie postaci jak Wiktor chociażby,
5560:  BFP - które są drugoplanowe, nie jest to główny bohater, ale są wyraziste, sympatyzujemy z nimi, lubimy je.
5567:  BFP - A czy możemy to samo powiedzieć o jakimś tym magu, którego nazwiska zapomniałem, czy Rience, który ma być tym złym, czy widzimy jakieś ich zarysowanie motywacji, jakiś konflikt wewnętrzny?
5579:  BFP - Czy to, co było charakterystyczne w Arkendzie, każda postać, czy dobra, czy zła, nie ma znaczenia nawet ta plakietka, nosi w sobie jakiś tragizm i nosi w sobie jakiś kontekst historyczny tego miasta, w którym się wychowali.
5590:  BFP - Każdy z nich ma jakąś agendę, jakiś cel, coś, co chcieliby osiągnąć w tym świecie dla swoich, trzymając się ze swoimi, realizując jakieś swoje cele.
5599:  BFP - A tutaj...
5601:  BFP - W Wiedźminie mamy po prostu pionki, tak?
5602:  BFP - I ważne, żeby te pionki przesuwać w jakimś kierunku, żeby... I to niestety kojarzy mi się z ostatnimi dwoma sezonami Gry o Tron.
5609:  BFP - Tylko Gra o Tron zaczynała z bardzo wysokiego cej, z doskonałej jakości i poziomu pisarstwa, po prostu takiego.
5616:  BFP - I do tego jeszcze ten cały research, który był dotyczący epoki został wykonany i przez George'a R. R. Martin'a,
5622:  BFP - I przez producentów wykonawczych, którzy dbali o to, żeby te postaci tak wyglądały, żeby nie było głupiego, strawestowanego diversity, które polega na tym, że tu mieszamy wszystkie rasy, wszystkie etniczności, które dbały o to, jak ma wyglądać ubiór, jak ma wyglądać chatka, jak mają żyć ludzie, którzy prowadzą karczmę.
5637:  BFP - Tutaj kompletnie tego nie ma i chodzi o to, żeby była ta treść, a nie było tej substancji.
5643:  BFP - To jest jakby Wiedźmina czytali, Wiedźmina grali ludzie myślący, inteligentni.
5653:  BFP - To nie jest taki show i to nie jest taka popularność jak Squid Game.
5657:  BFP - Do Wiedźmina przychodzą jednak w pierwszej kolejności ludzie, którzy mieli styczność z tą marką.
5661:  BFP - I...
5663:  BFP - I tyle.
5665:  BFP - Mogłbym oczko wyżej dać, bo nie jestem tak zaznajomiony z prozą Sapkowskiego jak wy, to mógłbym dać oczko, może pół oczka wyżej, jakieś 6,5 do 7 na 10 temu sezonowi, bo faktycznie parę razy poczułem, że zaczyna być wciągnięty w to, co próbują mi opowiedzieć i gdzieś jakoś to w swojej dziwnej, zawiłej logice się czasem broniło.
5684:  BFP - Ale to nie jest Wiedźmin, do którego walczyłem i czekam na Księgę Boba Fetta.
5689:  BFP - To będzie Wiedźmin, na którego czekałem może.
5691:  GW - Tutaj to jest, mam wrażenie, taki po prostu policzek trochę dla przynajmniej inteligencji odbiorcy, jeżeli znał materiał źródłowy, bo właśnie dużo rzeczy było niepotrzebnie, kompletnie niepotrzebnie zmienione.
5706:  GW - Artur, jakieś słowo na koniec?
5708:  AK - Myślę, że kogo bym chciał wciągnąć do produkcji?
5714:  AK - Znaczy ja myślę, że czekamy na takiego Nolana, który za kilka lat wyciągnie takiego staranego już kompletnie Geralta.
5721:  AK - Mam nadzieję, że ktoś odsprzeda te sprawa.
5724:  AK - Czy Netflix po prostu zapowietrzy się, weźmie, zarobi miliardy na tym i po prostu
5731:  AK - wydali to z siebie i taki Nolan to dostanie, albo taki Jon Favreau i powie, dobra, mam pomysł na przedstawienie tej postaci, bo naprawdę Wiedźmin Geralt zasługuje na zrobienie jeszcze jednego podejścia.
5744:  AK - Chciałbym cholera, żeby to było naprawdę coś takiego, że ktoś pokazał mroczną scenę, mroczną
5751:  AK - stronę całego tego świata, który jest moim zdaniem, ja nie wiem na ile Sapkowski czerpał z Martina, ale moim zdaniem on po prostu pochłaniał tyle, ile tej literatury wtedy wychodziło, to on czytał to i mówił, okej, ja trochę to inaczej przedstawię, ale jak
5767:  AK - obejrzy się grę o tron, jak się przeczyta książki Martina, to moim zdaniem to jest literatura nieprawdopodobnie bliźniacza, to znaczy nie wolno się przyzwyczajać do głównych bohaterów, który szczególnie w pięciu książkach Sapkowski naprodukował całą masę, moimi bohaterami, po których płakałem, jak umarli, to była Zulejka i ten jej mąż, to byli takie malutki epizodzi, gdzie oni byli, znaczy jest strasznie dużo takich postaci, które Sapkowski miał łatwość w wymalowaniu, w tworzeniu,
5796:  AK - który miał nieprawdopodobną, świetne role np.
5799:  AK - w jakichś dramatycznych rajdach albo właśnie, nie wiem, spotkaniach jakichś rozbitych osób przy ognisku i rozmowach właśnie między jakimiś byłymi kapitanami Nilfgaardu, Squatiel itd.
5811:  AK - To chwyta za serce.
5813:  AK - W grze tego się nie dało dobrze oddać, bo ten świat był zbyt bogaty i tak trzeba było go ciąć.
5817:  AK - Też oczywiście...
5819:  AK - że Grice robią na podstawie zupełnie innych rzeczy, żeby też nie było, że chwalimy strasznie tylko i wyłącznie Redów, bo Redzi też mieli ogromne zadanie, Adam Badowski i cała Ed Consortes musieli naprawdę dokonać bohaterskich wyborów.
5831:  AK - Natomiast ja uważam, że Cholera to jest taki właśnie Wiedźmin, który
