🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
8798:  BFP - Trzeba zbudować dramaturgię.
8800:  BFP - Więc jak oglądacie na przykład Social Network, to nie jest tak, że poznaliście w szczegółach historię Marka Zuckerberga i założenie przez niego Facebooka.
8808:  BFP - A jak oglądacie Wikingów, który zresztą bardzo lubiłem na Netflixie, to nie jest tak, że teraz z historyczną precyzją wiecie, jak wyglądało życie Ragnara Lothbroka.
8817:  BFP - Nie, nie tak.
8818:  BFP - Ostrożny, można oczywiście bardziej odchodzić od prawdy, mniej odchodzić od prawdy, można bawić się postaciami historycznymi w dowolny sposób i ja nie mam takiego poczucia, bo to jest słowo, o które ktoś mnie prosił, żebym go nie nadużywał na bezschematu, to jest trawestacja.
8835:  BFP - I oczywiście, że można wziąć jakąś postać historyczną i ją po prostu strawestować, tak?
8840:  BFP - Można na przykład obejrzeć Kronę Królów i zobaczyć w ogóle, jak można wszystko strawestować.
8844:  BFP - Włącznie z scenografią.
8846:  S00 - I dobrym smakiem, tak.
8848:  BFP - Natomiast nie mam takiego poczucia, że zabawa przez wprowadzanie nowych, fikcyjnych postaci, czy zmienianie jakichś tam faktów w życiu danej postaci historycznej działałoby na niekorzyść.
8860:  BFP - Absolutnie tak nie uważam.
8862:  BFP - Najczęściej mam zaufanie do scenarzystów, którzy wiedzą po co to robią.
8867:  KMM - Ja odpowiem w ulubiony dla mnie sposób, to znaczy ja w ogóle bardzo nie lubię tego chwytu marketingowego, że oparte na faktach więc dobre, oparte na faktach więc pewnie pożyteczne i oparte na faktach więc na pewno nie guilty pleasure, ponieważ dzięki temu, że pójdziesz do kina, to się dowiesz czegoś.
8883:  KMM - prawdziwego na temat świata i takich faktów się dowiesz.
8887:  KMM - O, bo będziesz czytał to.
8888:  KMM - Sentezy, jak powiedziała kiedyś prowadząca, nawet nie będę jej robił reklamy wypowiadając jej imię i tak bym musiał wybipować, bo to jedna z takich osób.
8897:  KMM - Kanał Księgarnia.
8899:  KMM - Sentezy
8900:  KMM - cofa w rozwoju, mówiła mianowicie redaktorka tyfołenowskiej księgarni, zapraszając do programu Roberta Wegnera.
8906:  KMM - Taka szybka dygresja, nie wiem, czy znacie taki przypadek, że dziennikarz zaprasza twórcę, artystę do swojego programu, po czym z niego siedzi na wizji.
8915:  KMM - Fascynująca rzecz, only in Poland.
8918:  KMM - I tylko w odniesieniu do fantastyki.
8920:  KMM - W każdym razie ja nie lubię tego podziału, fakty i fikcje.
8924:  KMM - I żeby podeprzeć się
8926:  KMM - Autorytetem i źródłem zacytuję Nietzschego, to znaczy Nietzsche kiedyś powiedział, że historycy nigdy nie wyjrzeli poza rubieże wyobrażeń i zawsze, nawet jeżeli mówili o faktach, tworzyli fikcje, bo i fakty i fikcje mają tę samą etymologię, nawiasem mówiąc, to jest rzecz wytworzona przez człowieka.
8942:  KMM - Więc dla mnie to jest po prostu taki tani chwyt marketingowy, bazujący na tym, że zdaje nam się, że jeżeli coś jest dokumentalne i faktograficzne, to jest lepsze.
8950:  KMM - Nie, nie jest.
8951:  KMM - Więc ja osobiście miałem odwrotnie.
8953:  KMM - Bardzo długie lata, zanim nie poznałem dobrych dokumentów, no na przykład jak wspomniany Social Network, to jest Finchera, prawda?
8959:  KMM - Chyba.
8959:  KMM - I ja uważałem, że jak coś jest marketowane jako oparte na faktach, to automatycznie nie jest dla mnie.
8965:  KMM - Więc ja miałem odwrotnie, zupełnie.
8967:  BFP - Pozwól mi na announcement.
8971:  BFP - Po pierwsze to jest w ogóle mind blown, to mi się w głowie nie mieści, że my rozmawiamy 2,5 godziny i jest 350 osób.
8981:  BFP - To jest po prostu wspaniałe i myślę, że mówię to w swoim imieniu, ale też chyba w imieniu Krzysztofa, że naprawdę chce nam się to robić.
8991:  BFP - I naprawdę jest to bardzo przyjemne, jak się czyta wasze komentarze i waszą elokwencję i wasze poczucie humoru.
8997:  BFP - Wow, tak bardzo mnie tego brakowało na bez schematu, żeby mieć bezpośredni kontakt z osobami, które nas inspirują i które komentują pod naszymi filmami.
9007:  BFP - A jeżeli chodzi o announcement, to...
9011:  BFP - My mamy generalnie kilka większych projektów w zanadrzu, nad którymi pracujemy i nie chcemy, żeby Bez Schematu było wyłącznie vlogiem.
9019:  BFP - Chcemy, żeby było środowiskiem i zespołem inicjatyw.
9023:  BFP - I jedna z rzeczy, nad którymi będziemy działali, to jest temat edukacji, który jest rozłożony na tak naprawdę trzy kanały.
9031:  BFP - Przewija się na Bez Schematu.
9034:  BFP - Zaraz powiem, w jaki sposób będzie.
9036:  BFP - Jest obecny cały czas na KMM i jest, dla tych, którzy nie wiedzą, to jest taki kanał, nazywa się Krzysztofem Maj.
9043:  KMM - Wciąż jestem dumny z tej nazwy.
9045:  BFP - Ale wiesz, co jest śmieszne?
9046:  BFP - Wiesz, co jest śmieszne?
9047:  BFP - Że przecież ja zawsze się nabijam z tego, że twój kanał to jest Krzysztofem Maj, a ty jesteś Krzysztofem Maj.
9052:  BFP - A jak się nazywa podcast, który założyłem?
9054:  BFP - No właśnie...
9059:  BFP - W każdym razie też jest ta nasza seria o edukacji, którą robimy z Mikołajem Marcelą na BFM i jutro wychodzi kolejny odcinek, więc jakby chcemy w kilku naszych kanałach podejmować temat edukacji, ale po to, żeby coś rzeczywiście zrobić.
9075:  BFP - Znaczy wiemy, że teraz ogląda nas sporo osób od nas młodszych, dla których edukacja jest czymś na co dzień, czego doświadczają w szkole, na uczelni
9085:  BFP - I naprawdę będziemy działali z topowymi osobami w Polsce nad tym, żeby edukacja mogła wyglądać inaczej.
9091:  BFP - Nawet jeżeli nie ta systemowa, to ta alternatywna.
9096:  BFP - Taka, którą można mieć w zasięgu ręki, dajmy na to w formie takiej jak np.
9103:  BFP - vlog albo szkolenie, albo dyskusja ciekawa, którą można mieć.
9109:  BFP - No tak, to chyba tyle chciałem powiedzieć na razie.
9112:  BFP - Aha, no może jeszcze tylko dodam, że szykujemy dwa naprawdę fajne projekty, które będą top quality content, które łączą się z grami wideo i z dydaktyką i edukacją.
9123:  BFP - ale będziemy chcieli z nimi ruszyć w momencie, kiedy nagramy próbny odcinek i zrestartujemy naszego patronajta.
9130:  BFP - Naszego, czyli patronajta bez schematu.
9132:  BFP - Niebawem to zrobimy i będziemy chcieli, żeby poza wsparciem na YouTubie, które będzie dawało dostęp do fajnych emojis, zaraz może ktoś pokazał.
9141:  BFP - Oczywiście, oczywiście.
9142:  BFP - To poza wsparciem na YouTubie, gdzie będziecie mieli fajne emojis, zaraz o nich więcej, będzie Patronite i tam będziemy tak naprawdę starali się finansować fajne serie, które będą się łączyły z grami, ale też z edukacją i z dydaktyką i zobaczymy, co z tego wyjdzie.
9158:  BFP - A tak będą wyglądały emojis, które będziecie mogli nabyć wspierając nas na YouTubie.
9164:  BFP - I one wszystkie będą nawiązywały do postaci... Masz jeszcze jakieś?
9168:  KMM - Oczywiście.
9169:  KMM - Deadpool jest na WTF.
9171:  KMM - Joker oczywiście może być na haha.
9173:  KMM - Ja ciekaw jestem, czy czaty zgadną.
9175:  KMM - Oczywiście, że czaty zgadną.
9177:  KMM - Następnie tutaj musisz mi, Filip, pomóc, bo ja nie jestem aż tak well-versed.
9181:  BFP - No jak?
9182:  BFP - No jest to... No dobra, niech powie to społeczność.
9184:  BFP - Niech społeczność powie, kto to jest.
9187:  KMM - Ja mogę powiedzieć, oczywiście, że Mortin, naturalnie.
9190:  KMM - Ja wiem, ja wiem, ja rozumiem.
9193:  KMM - I na końcu jest mój ulubiony absolutnie, to znaczy Thanos.
9196:  KMM - Jeżeli jakimś cudem, jakimś cudem nie rozpoznaliście tego bardzo charakterystycznego stylu
9202:  KMM - No to jest za to odpowiedzialna Dominika Klimczak, którą mega polecam, jak zawsze na czatach, na streamach.
9209:  KMM - Niesamowita artystka, fotograficzka, która wyczarowuje baśniowe światy.
9214:  KMM - Ja pamiętam, że współpraca nasza zaczęła się od challenge'u, który dałem Dominice i powiedziałem, masz dwie rzeczy, to znaczy z jednej strony masz najśmieszniejszą istotę, jaka istnieje we wszechświecie,
9226:  KMM - to znaczy masz jamnika, który jest pokraczny, ma wydłużone ciało, ale równocześnie jest najszlachetniejszym ze zwierząt.
9232:  KMM - I masz drugą istotę, to znaczy maga ognia.
9234:  KMM - Gdy mi to połączysz w jedno i sprawisz, że mnie opadnie szczęka i ja będę chciał się zanurzyć w świecie tych jamników, to współpracujemy.
9242:  KMM - I Dominika dowiozła.
9243:  KMM - I tak samo tutaj dowozi, więc jeszcze raz, jak macie jakieś zlecenia graficzne, to absolutnie walcz jak w dym.
9249:  KMM - Dominika teraz będzie oporządzać dwa kanały.
9251:  KMM - Na jednym będzie zajamniczać, a na drugim będzie tworzyła
9254:  BFP - Ale pomyślcie, w ogóle słuchajcie, pomyślcie, bo ja mam cały czas w głowie, ja nie mogę, ja nie mogę tego wyrzucić z głowy.
9262:  BFP - Wyobraźcie sobie kubeczek, na którym jest podobizna rantującego Krzysztofa.
9270:  BFP - I na przykład pokazuje poziom ciepła albo gorąca kawy.
9274:  BFP - Poziom wkurwu chciałeś powiedzieć.
9276:  BFP - Tym bardziej czerwony się robi Krzysztof i tym bardziej ma wytrzeszczone oczy, im gorączy jest napęd.
9281:  BFP - Ja nigdy nie miałem wytrzeszczonych oczu.
9284:  KMM - No to prawda.
9285:  KMM - Wytrzeszczą oczy Krzysztof.
9288:  KMM - Dobrze, moi drodzy, ale mamy anonsmentów i ogłoszeń, a tymczasem pytania są przecież jeszcze.
9294:  KMM - Wprawdzie zbliżamy się powoli do nieuchronnego końca tychże, ale Mateusz Madej pyta, czy były jakieś dzieła kultury
9301:  KMM - w których kibicowaliśmy tym złym.
9304:  KMM - Mieliśmy nadzieję, że główny bohater przegra.
9309:  BFP - No tak się śmiejesz, jakbym miał zacząć.
9313:  BFP - No też długo nad tym myślałem i jest jedno dzieło, które jest dla mnie arcydziełem.
9318:  BFP - W ogóle bardzo polecam, przepraszam, że tak reklamuję odcinki bez schematu, ale mam nadzieję, że mój współprowadzący i współzarządzający mi wybaczy.
9324:  BFP - ale polecam ten odcinek, on się nazywa Co zrobiło ze mną The Last of Us Part II.
9329:  BFP - To było nagrane bardzo emocjonalnie, tuż po ukończeniu tej gry, bez spoilerów, kompletnie.
9333:  BFP - Ale jeżeli mam powiedzieć, jakie dzieło kultury sprawiło, że kibicowałem temu złemu,
9339:  BFP - To właśnie było The Last of Us Part II, bo był tam zabieg wybitny, którego nie zrobił nikt wcześniej, mianowicie grało się dwiema postaciami, które były dla siebie antagonistyczne.
9351:  BFP - Czyli Ellie i... O mój Boże, zapomniałem imię tej drugiej bohaterki.
9356:  KMM - Zgadnij, kto ci nie pomoże.
9359:  BFP - I są momenty w tej grze, w których naprawdę chce się powstrzymać te bohaterki.
9364:  BFP - Abby, Abby, dzięki serdeczne.
9366:  BFP - Gry są sztuką zawsze po prostu on courant, zawsze na bieżąco.
9371:  BFP - Więc gramy zarówno Abby, która chce zabić Ellie i gramy Ellie, która chce zabić Abby.
9379:  BFP - I są momenty, kiedy sterujemy jedną z nich, ale chwilę temu sterowaliśmy drugą z nich i naprawdę nie chcemy, żeby to się stało.
9386:  BFP - Więc z jednej strony kibicujemy przez długi czas jednej, żeby zrobiła to, a potem błagamy w myślach, żeby żadna nie zrobiła tego drugiej.
9393:  BFP - I to jest niezwykłe.
9394:  BFP - Bo Jezu, ile osób napisało, że Abby.
9396:  BFP - Kurde, jak fajnie, że jest tyle osób, które ograło The Last of Us Part II.
9401:  KMM - Ja zawsze kibicuję tym złym i mam nadzieję, że główny bohater przegra, ale to głównie z powodu tego, że bohaterowie główni, protagonisti są pisani jako najbardziej bezbarwni, neutralni, przeciętni ludzie, jacy w ogóle istnieją.
9413:  KMM - Nawet w chwalonym przez nas ekspansach, o którym jeszcze powiemy, James Holden jest nie do zniesienia absolutnie.
9418:  KMM - Harry Potter w Harrym Potterze jest nie do zniesienia.
9420:  KMM - Kibicowałem od samego początku Voldemortowi, żeby go wreszcie ubił.
9424:  KMM - To samo Frodo, zwłaszcza zagrany bardzo płaczliwie przez Elijah Wooda.
9428:  KMM - Dildo Baggins.
9431:  KMM - Tak.
9431:  KMM - Nie lubię tej roli jego.
9432:  KMM - No co nam na to poradzić?
9435:  KMM - Bardzo rzadko zdarza się tak, żeby antagonista był napisany z takim obszarem szarości, którego potrzebujemy w tego rodzaju postaciach.
9449:  KMM - Więc ja zwykle kibicuję przewrotnie tym, którzy są źli, bo też staram się patrzeć na nich, dlaczego oni się stali źli.
9458:  KMM - Na przykład mogli się stać źli dlatego, że mieli kiepskiego wfistę w szkole.
9463:  KMM - A tak, to był mój product placement, przepraszam.
9466:  KMM - Dobra, jedziemy dalej do komentarza Macieja Nikonowicza, który pyta o komiksy i jakie pozycje cenimy najbardziej.
9473:  KMM - To będzie najkrótsza odpowiedź w moim wydaniu.
9475:  KMM - To znaczy ja mam mózg, który jest niezdolny do czytania komiksów, uważam to za swój największy niedowład, niesamowicie nad tym boleję, bo nawet nie byłem w stanie czytać Sandmana Nina Gaimana, ja po prostu widzę w tym sztukę, obrazy, ale nie mam imersji.
9490:  BFP - Tak, kocham komiksy.
9492:  BFP - Będę pilnował z Krzysztofem, współzarządzającym, żeby w ramach Orbity bez schematu pojawiało się coraz więcej specjalistów i twórców, z którymi można rozmawiać o różnych rzeczach.
9503:  BFP - I komiksów zawsze brakowało mi na bez schematu.
9507:  BFP - Najważniejszy komiks, jaki w życiu przeczytałem, pomimo, że mówiłem już Wam o tym, że po prostu kochałem komiksy, jak byłem dzieckiem i czytałem je o superbohaterach, ale komiks, seria, która miała największy na mnie wpływ,
9518:  BFP - i uważam za jedno z najważniejszych dzieł kultury w moim życiu, to jest Sandman Nila Gaiman, o którym właśnie wspomniał Krzysztof.
9524:  BFP - To jest arcydzieło, to jest...
9528:  BFP - Top of the tops, no to jest... Trzeba by pójść na kulturoznawstwo albo na filologię polską, żeby... Nie, proszę, nie idźcie na filologię polską.
9539:  BFP - Ale nie idźcie, ale nie idźcie.
9542:  BFP - Czemu Filip Skorobartosz?
9543:  BFP - Swoją drogą, ciekawe pytanie na inny raz.
9547:  BFP - Sandman jest taką serią.
9549:  BFP - Transmetropolitan, Hellboy, Hellblazer.
9554:  BFP - a nie Constantine, Hellblazer.
9556:  BFP - Wspomniany już Spawn.
9558:  BFP - Kilka dni temu czytałem Cold, który polecił mi nasz kolega, Christian Koffin, którego przecież ostatnio widzieliśmy w Krakowie razem z Grzegorzem.
9566:  BFP - Zresztą w ogóle Christian, pozdrawiam go z tego miejsca, bo on dostarczył mi pięciu pozycji do przeczytania, w tym The Invincibles, chyba Granta Morrisona też m.in.,
9576:  BFP - Więc i The Boys ostatnio też czytałem, Moon Knight niedawno czytałem i jeden z najważniejszych komiksów, jaki czytałem w ostatnim czasie, czyli Toma Kinga Vision.
9585:  BFP - Także nie jestem może tak obeznany z komiksami jak np.
9588:  BFP - fantastyczny Przemysław Pawełek albo Kajetan Kusina, którzy są naprawdę na bieżąco, ale z tych rzeczy, które mówię...
9598:  BFP - Czy czytałem Preachera?
9600:  BFP - Nie czytałem, ale na pewno będę chciał.
9603:  BFP - I powiem wam, że... Aha, przepraszam.
9606:  BFP - Ja kocham serię komiksową The Walking Dead Roberta Kirkmana.
9610:  BFP - O Jezu!
9611:  BFP - Pamiętam, że jak czytałem tuż po przeczytaniu całej sagi Pieśni Lodu i Ognia, to miałem takie wrażenie, że czytam coś jak
9619:  BFP - grę o tron czy pieśń lodu i ognia, tylko bez tłuszczu.
9623:  BFP - Szybciej mi się to czytało, że nie było tych wszystkich zbędnych opisów potraw na 50 stron, które nic nie wnosiły, tylko po prostu komiks, który pokazuje, co się dzieje, a i tak, tak samo wysokie stawki, tak samo ciekawe postaci, tak samo szokujące, nie wiem, decyzje moralne i The Walking Dead naprawdę mi się podobał, ale jak zabrałem się za Invincible,
9642:  BFP - czyli nie The Invisibles, tylko Invincible, który ma świetną ekranizację serialową, to nie poczułem do końca tego komiksu.
9649:  KMM - I przestałem czytać.
9652:  KMM - Bardzo się cieszę, że Filip potrafi wam dowieść w temacie, w którym ja nie będę absolutnie w stanie.
9656:  KMM - I bardzo się cieszę, że Adam Wiking trybutuje komiksy.
9659:  KMM - Czy zaprosimy kiedyś?
9661:  KMM - Michała, zróbmy dobrze.
9662:  BFP - Zapiszmy sobie, bo jestem ciekaw w ogóle, co to.
9665:  BFP - Nie znam i jestem ciekaw.
9668:  KMM - Czy Lucifer był czytany jeszcze, możesz dorzucić?
9670:  BFP - Lucifer, no to jest pochodny, rozumiem, że mówimy o pochodnej ze świata Sandmana i Mila Gaimana, no wiem, że jest serial, ale wiem, że niedawno wskrzeszono serię Sandmana, czy uniwersum Sandmana i jest kilka wydań, są cztery bodajże i
9689:  BFP - Przykro mi to mówić i rzadko się to zdarza, ale ja należę do tej grupy ludzi, którzy uważają, że kontynuowanie tego uniwersum to jest troszeczkę świętokradztwo.
9696:  BFP - To znaczy, to było tak doskonałe, przemyślane dzieło, gdzie było widać, że Neil Gaiman miał pomysł na to, co się stanie z Jim, z Morpheuszem, że wiedział, że to jest niesympatyczna postać, która jest pryncypialna, która...
9709:  BFP - Czyli zmieniłaby świat tylko po to, żeby nie zmienić siebie, a na sam koniec zostaje skonfrontowany ze zmianą i wybiera i jedno i drugie, brak zmiany i zmiana jednocześnie.
9717:  BFP - To jest tak genialne, to jest tak wybitne dla wszystkich, którzy wiedzą o co chodzi, że wydaje mi się, że roztrząsanie tego świata bez tego dream, tego Morfeusza, którego znamy, nie do końca mogę się do tego przekonać.
9730:  KMM - Marek Janigacz pyta, jaka była fikcyjna postać była dla nas albo jest dalej autorytetem moralnym i którą byśmy chcieli starać się naśladować w realnym świecie.
9740:  KMM - U mnie sytuacja jest bardzo prosta i to będzie odpowiedź bardzo bez schematu, to znaczy ja jak czytam książki nie zwracam uwagi na postacie.
9748:  KMM - Jeśli nie umiem utożsamiać z postaciami,
9750:  KMM - Cenię ich jako wypełniacz rzeczywistości, jako sposób podążania za historią, okej, ale kompletnie nie rozpatruję ich jako kogoś do naśladowania, kogoś do utożsamiania się, do wcielania się.
9762:  KMM - Nie myślę w ten sposób.
9763:  KMM - Ja bardziej myślę o tym, co ja bym zrobił w tej rzeczywistości, gdybym się mógł do niej przenieść i z jakimi postaciami chciałbym mieć interakcję, więc traktuję bardzo instrumentalnie.
9772:  KMM - Nie mam, krótko mówiąc, żadnego takiego przykładu, który mógłbym przywołać jako swój przewodnik moralny ze świata fikcyjnego.
9780:  BFP - Ja w ogóle dziękuję za to pytanie Markowi, który jest moim kolegą i którego książkę już kiedyś polecałem na Bez Schematu, to jest Game Thinking.
9789:  BFP - Bardzo ją Wam polecam, bo on jest trenerem, który tworzy gry, ale gry, które są na przykład do edukacji.
9797:  BFP - które można stworzyć w klasie, tak?
9800:  BFP - Po prostu do projektowania gier, więc bardzo polecam wam ten podręcznik.
9802:  BFP - Krzysztof chyba też go w ogóle ma, Game Thinking.
9805:  KMM - Jak najbardziej, przychylam się i zresztą im więcej jest tego rodzaju źródeł w Polsce, tym lepiej, bo tak zazwyczaj trzeba polecać te, które są po angielsku.
9814:  BFP - I dało mi do myślenia to pytanie bardzo, bo ono brzmi, czy są jakieś postaci fikcyjne, które są dla Was autorytetem moralnym, wzorem moralnym.
9822:  BFP - I mogę powiedzieć, no jeden z najbardziej popularnych fikcyjnych bohaterów stworzył całą religię i w wieku 33 lat jako bezdzietny i bez żony, może nawet prawiczek, zmarł na krzyżu za nasze grzechy, co jest wielką postawą moralną, jeżeli chodzi o dobro religijne.
9842:  BFP - Ale mówiąc tak zupełnie serio.
9843:  KMM - Edge content intensifies.
9846:  BFP - No tak, ale jakby na to nie patrzeć, Jezus jest postacią, która jest nieskazitelna moralnie, jakby tego nie oceniać.
9854:  BFP - Ale to nie jest moja odpowiedź.
9855:  BFP - Moja odpowiedź jest inna.
9856:  BFP - Jest bardziej bez schematu.
9858:  BFP - To jest książka Cormaca McCarthy'ego Droga, The Road, która ma świetną adaptację autorstwa Johna Hillcota,
9869:  BFP - filmową adaptację.
9871:  BFP - I to od razu niech gadki spadną Krzysztofowi.
9874:  BFP - John Hillcoat zrobił 20-minutowy film w świecie Red Dead Redemption.
9877:  BFP - Jeśli wpiszecie na YouTubie, to możecie sobie znaleźć.
9880:  BFP - Po premierze Red Deada jedynki, znaczy Red Dead Redemption tak naprawdę w 2010 to John Hillcoat zrobił 20-minutowy film.
9891:  BFP - I w tej książce, w tym filmie tak naprawdę jest dwóch głównych bohaterów, czyli jest mężczyzna i jest chłopiec, boy.
9902:  BFP - I to był wzór, który został potem powielany wielokrotnie, między innymi w The Walking Dead, Telltale Games, w The Last of Us był powielany w God of War, czyli właśnie dorosły, który dba o młodszego w świecie, który jest bardzo nieprzyjazny.
9916:  BFP - I to, co było wspaniałe w tej książce, to jest to, że ten chłopiec urodził się w świecie,
9921:  BFP - który był już kompletnie bez cywilizacji, bez moralności.
9925:  BFP - I za każdym razem, kiedy widzi swojego ojca, którego grał Viggo Mortensen, kiedy strzela do jakichś ludzi, kiedy bije się z kimś, kiedy musi komuś ukraść jedzenie, kiedy im ktoś ukradł jedzenie, kiedy ktoś chce ich obrabować, a ojciec wyciąga rewolwer, ma jeszcze dwa naboje i mówi, rozbierz się do naga, bierzemy jego ubranie, to ten chłopiec zawsze mówi, czemu my to zrobiliśmy, czemu nie możemy mu pomóc.
9946:  BFP - czemu nie możemy podzielić się jedzeniem, czemu nie możemy podzielić się ubraniem.
9951:  BFP - Kiedy ojciec mówi nie, schowaj się, nie mów słowa, to on mówi, ale czemu nie możemy do nich wyjść, może to są dobrzy ludzie.
9957:  BFP - to wszystko się sprowadza do tego, że jego ojciec walczy już, jego ojciec już jest cynikiem, już nauczył się żyć w tym świecie, ale jedyny promyk nadziei, jedyna iskierka, którą jeszcze ze sobą nosi, to jest jego syn, który jest prawdziwym, szczerym dobrem wynikającym z jego jeszcze nieświadomości i ignorancji, który chce zachować, żeby świat, który po sobie pozostawi, a który będzie budował jego syn, był lepszy.
9980:  BFP - Więc moim autorytetem moralnym jest właśnie chłopiec.
9984:  KMM - No cóż, ja jeszcze mogę tylko powiedzieć, że Comac McCarthy jest i The Road w ogóle.
9990:  KMM - Jego powieści też są traktowane przez amerykańskich krytyków i naukowców jako też sztandarowe przykłady dystopii literackiej do takich dobrych, więc jeżeli też was ten nurt zachęca, a ja go uwielbiam osobiście, to przyłączam się absolutnie do rekomendacji.
10007:  KMM - Też wyjaśniam, bo były pytania na czatach, Karol się dopytywał, na co zwracam uwagę, jak na nie postaci.
10012:  KMM - Dla mnie sytuacje w świecie, zjawiska pewne, to jest coś, co mnie bardzo inspiruje, traktuje.
10018:  KMM - Dlatego też bardzo głównie czytam fantastykę, ponieważ fantastyka jest takim laboratorium rzeczywistości.
10023:  KMM - Możemy sobie sprawdzić w wyizolowanych warunkach, na przykład jak różne nacje będą reagowały na jakieś zjawisko.
10031:  KMM - I to jest dla mnie bardziej interesujące niż podążanie za jakąś postacią.
10034:  KMM - Tego znowu dobrze, że Filip ma inne podejście na te sprawy.
10038:  KMM - Aaron Black pyta wreszcie, czy mamy jakieś dzieła kultury, które uznajemy za idealne?
10043:  KMM - My się nie wyobrażamy sobie, aby było możliwe, by wykonać je lepiej, wymienicie te, które mimo, że obiektywne nie są średnie, to jednak sprawiają nam...
10051:  KMM - Satysfakcje przy odbiorze.
10052:  KMM - Proszę uprzejmie, Avatar Jamesa Camerona.
10055:  KMM - Wszyscy mogą teraz powiedzieć, Krzysztof, jak możesz mówić, że Avatar to kiepski film?
10059:  KMM - Tak, kiepski film, tak, retelling Pocahontas, tak, fabularnie nędzny, ale co z tego, skoro świat, który został wykreowany na potrzeby Pandory, ze sztucznym językiem Navi, jest po prostu niewiarygodny.
10071:  KMM - I to jest miejsce, do którego ja chciałbym się przenieść i co więcej, bardzo się utożsamiam z taką ostrą eskapistyczną tezą, która się tam pojawia.
10077:  KMM - Znaczy, moja niezgoda na otaczającą nas rzeczywistość jest tak głęboka,
10081:  KMM - że jeżeli ja bym dostał taką szansę, jaką dostał bohater Avatara, który jest tak nieistotny, że nawet nie pamiętam jego imienia, żeby odciąć się całkowicie od cywilizacji, przenieść się do innego, obcego świata, nie wahałbym się jednej sekundy.
10092:  KMM - Więc to jest powód, dla którego ten film na mnie tak głęboko oddziałuje.
10100:  BFP - Powiedziałbym, jeżeli chodzi o te idealne rzeczy, to część już z nich dzisiaj padło.
10106:  BFP - The Last of Us, The Last of Us Part II, Red Dead Redemption, God of War, którego mam nadzieję będę zaraz znowu grał, Bioshock, z filmów Prestige, Memento, filmy wszystkie w zasadzie Martina Scorsese, nie wszystkie, Francisa Forda Coppoli.
10123:  BFP - bo bardzo się opuścił jakościowo, Breaking Bad, mogę wracać, czy nawet Better Call Saul, mogę do nich wracać w nieskończoność, czy Sandman.
10133:  BFP - Ale jeżeli chodzi o te średnie, to uderzę z trochę innej strony.
10139:  BFP - Moim ulubionym albumem wszechczasów jest Ten Thousand Days zespołu Tool, którego kocham.
10147:  BFP - I nigdy nie pogodzę się do końca z tym, że ludzie uważają, że album Lateralus, który jest legendarny, jest najwspanialszy, a wszystko co wyszło później, co stworzył Tool jest gorsze.
10159:  BFP - I nigdy nie rozumiałem dlaczego ludzie nie kochają ten Thousand Days, Toola tak bardzo jak ja.
10165:  BFP - Tak bym powiedział.
10166:  BFP - To nie jest średnie, to jest wybitne, tak?
10168:  BFP - Obiektywnie, ale to jest zespół, który bardzo wysoko postawił poprzeczkę i nigdy nie rozumiałem, dlaczego ludzie tak bardzo nie czują ten Thousand Days, jak ja po prostu oddychający każdą komórką swojego ciała, czy wdychający te nuty.
10180:  KMM - Ja oczywiście zapomniałem, że to pytanie miało dwie części, co jest o tyle zaznaczące, że to oznacza, że moja pamięć ultrakrótkotrwała też nie istnieje i to jest niepokojące, więc odpowiem na pierwszą część jeszcze, to znaczy jeżeli miałbym powiedzieć, zaczynając od albumu muzycznego...
10198:  KMM - Deus Ex Human Revolution Michaela McCona uważam za skończone dzieło i najwyższe osiągnięcie, jeżeli chodzi o połączenie ambientu, brzmień elektronicznych, techno i muzyki instrumentalnej.
10208:  KMM - Jest to po prostu niesamowite.
10210:  KMM - To jest album, którego najczęściej słucham.
10212:  KMM - Jeżeli chodzi o grę wideo, która jest zrobiona doskonale, będę wciąż uważał, że przy wszystkich błębach, na które wskazuję, jest to Wiedźmin 3 i zawsze pozostanie w moim sercu z tego względu.
10223:  KMM - Jest najbliżej ideałowi przynajmniej takiej gry, jaką ja bym chciał.
10227:  KMM - Jeśli chodzi o książkę napisaną idealnie, ale nie tak od strony fanowskiej, tylko od strony warsztatowej, to jest to Egipt Johna Crowleya, Tetralogia.
10239:  KMM - Jeżeli natomiast chodzi o film...
10243:  KMM - to na pewno nie będzie to w tym wypadku Avatar, ale będzie to Władca Pierścieni.
10248:  KMM - Dlaczego?
10249:  KMM - Nie dlatego, że to jest dobry film kinematograficzny, tylko dlatego, że to jest najlepsze nagranie najbardziej udanego larpa, jaki widziałem w całym swoim życiu.
10257:  KMM - I to czuć.
10257:  KMM - Każdym atomem człowiek i każdym porem skóry odczuwa, że wszyscy tam mieli frajdę z tego, co robili.
10264:  KMM - I tak,
10265:  KMM - Mogą być problemy kinematograficzne, może być za dużo scen walki tu, za małe napięcie narracyjne tam, ale autentyczność czuć i to jest dla mnie w sztuce mega ważne.
10274:  KMM - A jeżeli chodzi o malarstwo, wrzucę Zdzisława Beksińskiego na sam koniec.
