POBITY, POŁAMANY, PONIŻONY. Roast 3. Sezonu Wiedźmina
🔗 https://www.youtube.com/watch?v=MxmMzmDBX6I
KMM (Krzysztof M. Maj)
DS (Dominika Skoczeń, Czerw Fantastyczny)
JM (Jaga Moder, Legendystka)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
GW (Grzegorz Wątroba, Okiem Deva)

14:  BFP - Wiecie, ja nie jestem fanem rantów ani roastów na YouTubie, to jest zmora YouTube'a.
4350:  BFP - Umiałem to powiedzieć, kiedy próbował się jeszcze wkupić z powrotem w łaski Emhyra, ale też nie umiem powiedzieć tego o samym Emhyrze.
4358:  BFP - Gdzieś tam się coś pojawi, pójdzie do jakiejś kowalki, opowie coś o swoim mieczu i zniknie.
4364:  BFP - I nawet Vilgefortz,
4365:  BFP - Nie umiem jasno powiedzieć, o co dokładnie im chodzi, albo jaka emocja ich definiuje.
4372:  BFP - Mam z tym poważny problem.
4373:  JM - Mam jeszcze jedno.
4374:  JM - Patrząc na wszystkich władców, to znaczy no nie jest ich za dużo pokazanych generalnie w serialu, ale ja miałam takie poczucie, czym się Emher różni na przykład od właśnie takiego Wizzimira.
4386:  JM - Przecież to są tak samo...
4389:  DS - No właśnie, jeszcze jak są jakieś tam ujęcia w Nilgardzie, to ci ludzie nie wyglądają na szczególnie nieszczęśliwych pod jego wpływaniem.
4395:  JM - Tak, że jeden i drugi praktycznie jest tak samo zły, więc czemu akurat złościć się na Emhera, który tutaj ma jakieś plany ekspansji.
4407:  JM - No królestwa zawsze się tam najeżdżały, więc to nie jest jakieś wielkie nowo.
4410:  JM - Więc...
4413:  KMM - Których to planów ekspansji nigdy nie poznajemy, poza tym, że cesarz Emher, gdy wizytuje całkowicie jak funkcjonariusz wizytuj wręczający ulotki wyjaśniające u Pratchetta, wizytuje jakąś randomową kowalkę, nie pamiętam gdzie już konkretnie, w jakimś namiocie ona siedzi, nie wiadomo oczywiście, gdzie to jest jak zawsze, więc to może być pod Jarugą, to może być w zaginionym mieście.
4435:  KMM - Może być nawet w Mahakamie i on mówi, to jest miecz,
4442:  KMM - i ja tym mieczem podbiję Królestwa Północy.
4445:  KMM - Więc jeżeli chcieliście jakiś plan, no to to jest plan, który mamy w domu.
4450:  BFP - Nie, ale to cieszę się, że przywołałeś tę scenę, bo ona jest tak... Ja się ostatnio czepiałem Oppenheimera, że wprowadza sceny, które do niczego nie prowadzą, ale to i tak, to tam nie ma grzechu w porównaniu z tym, co robi serialowy Wiedźmin.
4462:  BFP - Znaczy, Emhyr poszedł sobie do jakiejś kowalki
4466:  BFP - druć jej dupę i opowiadać o tym, jak został cesarzem.
4470:  S03 - Dokładnie.
4471:  S03 - Ona musiała słuchać.
4472:  BFP - Jest bardzo dużo takich scen między Filipą Eilhart a Dijkstrą.
4476:  BFP - Naprawdę dużo.
4478:  BFP - Są takie sceny między Radowidem a Wizimirem.
4481:  BFP - Są takie sceny między Radowidem a Jaskrem, który no naprawdę jakby jestem otwarty na różne formy romansu w tym serialu, ale
4491:  BFP - Ciężko było mi uwierzyć, że Radovi decyduje się uciekać do swojego ukochanego Jaskra po tym, jak spędzili razem jedną noc.
4498:  BFP - No to było po prostu śmieszne.
4500:  BFP - Więc te postacie, jak tylko się dmuchnie, one się rozsypują, bo brakuje właśnie tego czynnika pewnej dominującej motywacji czy jakiegoś...
4509:  BFP - To również nawiązuje do tego, co powiedzieliście wcześniej.
4511:  BFP - Przejrzystości ich planów.
4513:  BFP - Tyle słów z siebie wypluwają.
4515:  BFP - Tyle scen dostają, bo zobaczcie, ile jest tych point of view characters, czyli postaci, z których obserwujemy akcje.
4521:  BFP - No jest ich masa.
4522:  BFP - No w pierwszym sezonie to były trzy postaci.
4524:  BFP - To były Ciri, Yennefer i Geralt.
4526:  BFP - A tu nagle obserwujemy rzeczy z perspektywy Jaskra, obserwujemy rzeczy z perspektywy Radovida, z perspektywy Dijkstry.
4532:  BFP - Ja już nawet nie wchodzę do Loży Czarodziejek czy tam Tanet, bo to po prostu, to są najnudniejsze dialogi w
4537:  KMM - Wystarczy, że Geralt wchodzi do loży czarodziejek.
4541:  BFP - I mimo tych wszystkich wyrzuconych z siebie słów, tych setek zdań, tych scen, które rozciągają ten serial, ja wciąż nie do końca wiem, co która z tych frakcji chciałaby osiągnąć.
4552:  BFP - Wiecie, w Grze o Tron, o tym rozmawialiśmy właśnie przy omówieniu pierwszej części tego sezonu.
4558:  BFP - Krzysztof na to zwrócił uwagę.
4559:  BFP - Zmieniamy lokację.
4561:  BFP - Poznajemy Winterfell po jednym kadrze, po jednej nutce.
4564:  BFP - Od razu wiemy, gdzie jesteśmy.
4566:  BFP - Tak samo King's Landing.
4568:  BFP - Tutaj mamy problem z tym, żeby te niespójne dekoracje jakkolwiek nam podpowiadały, gdzie się znajdujemy, co to za miejsce, kto jest związany z tym miejscem.
4578:  BFP - I po co jesteśmy w tym miejscu?
4579:  BFP - Czyli po co widzimy postaci, które co właściwie chcą osiągnąć?
4583:  BFP - I za każdym razem, ja się zawsze łapię na tym, że na koniec zadaję sobie jedno kluczowe pytanie, to jest mój filtr uwagi tego serialu.
4590:  BFP - Co to ma wspólnego z Wiedźminem?
4592:  BFP - Co to ma wspólnego z Geraltem?
4594:  BFP - Ewentualnie pytanie pomocnicze, jak to się wiąże z Ciri, jak to się wiąże z Yennefer.
4598:  BFP - Ja chciałbym obserwować wyłącznie ich punkt widzenia, tak jak przewrót na Thanet był widziany z punktu widzenia Geralta.
4604:  BFP - On nie wiedział, co się dzieje, on poszedł do sracza i gdzieś tam natknął na Dijkstra, zaczął się chaos i potem musiał się pojawić, w ogóle po tym całym chaosie musiał się pojawić Jaskier, żeby mu wytłumaczyć właściwie, co się wydarzyło.
4615:  BFP - A tutaj nie, tu muszą być wplatane dialogi.
4617:  BFP - Musimy widzieć perspektywy innych bohaterów niż ci, na których nam faktycznie zależy.
4622:  KMM - Filip poruszył potężny temat związany z czymś, co się nazywa fokalizacją w teorii filmu i narracji, czyli jeżeli macie jakiegoś bohatera, tylko z jego perspektywy przez obiektyw aparatu patrzycie na świat, prawda?
4635:  KMM - No i właśnie dlatego, jak Geralt był w sraczu, więc nie wiedział, co się dzieje.
4639:  KMM - Jeżeli bierzemy trzy postaci, bierzemy sobie Yennefer, bierzemy sobie Ciri, bierzemy sobie Geralta, okej, rodzina, wiadomo, szybcy i wściekli, świetnie, idziemy tym wątkiem.
4648:  KMM - Dobrze, niech Yennefer pokazuje nam konsekwentnie przez cały serial sprawy loży czarodziejek.
4655:  KMM - Niech Yennefer, tak jak swoją drogą jest w książce, podróżuje do nas, Kelly, Gay, wszędzie indziej, żeby się dowiedzieć, co się dzieje, świetnie.
4662:  KMM - Niech Ciri sobie jedzie przez tą cholerną pustynię, tak, wciąż trudno, nic z tym nie zrobimy.
4667:  KMM - I niech Geralt sobie podróżuje, siecze potwory, wykonuje zlecenia wiedźmińskie.
4670:  KMM - W ten sposób dostajemy trzy różne rzeczy i te wątki mogą się sobie pleść radośnie, możemy wprowadzać nowe postaci i na końcu, jak te wszystkie postaci się ze sobą spotkają, to będziemy mieli punkt kulminacyjny.
4683:  KMM - A zauważcie, że tutaj, o czym też powiedział Marcin Łukański na gałęzi, bardzo często jest tak, że bohaterowie się spotykają, a potem rozjeżdżają.
4690:  KMM - a potem się spotykają, a potem się znowu rozjeżdżają.
4693:  KMM - I w którymś momencie, to jest konkretnie odcinek właśnie szósty bodaj, ten gdzie jest najwięcej akcji, oni robią to trzy razy w toku jednego odcinka.
4700:  KMM - I widz już nie wie w zasadzie dlaczego oni stąd wyjeżdżają i po co, a dlaczego wracają w miejsce, z którego przed sekundą wyruszyli.
4709:  KMM - Jest to abstrakcyjne i to jest właśnie błąd na poziomie prowadzenia narracji, więc tu w pełni się zgadzam.
4713:  GW - Już wspominając, że to sprawia, że ten serial wtedy właśnie wygląda tanio, bo po prostu ludzie się randomowo tak zbiegają do jakiejś scenki, żeby odstawić po prostu 5 minut teatru, telewizji i się rozchodzą.
4727:  GW - No i takich zabiegów, takich scenek, gdzie właśnie masz takie spawnowanie postaci z czapy jest masa i tak naprawdę już wspominając, że to dezorientuje jeszcze widza, to źle po prostu, źle wygląda, no.
4740:  BFP - Czyli jeżeli można wziąć główne postaci, takie jak Ciri, Yennefer, Geralt, no ale zakładam, że twórcy uważają, że inni też są dla nas ważni, jak właśnie Dijkstra, Fringilla, Tisai, Vilgefortz.
4755:  KMM - Ona istniała w tym serialu, prawda?
4756:  KMM - Bo właśnie ktoś mi pisał na czacie, że czy ruszymy wątek Fringilli Vigo, ja nie zauważyłem tego wątku.
4762:  BFP - Ja tylko widziałem, że ona gdzieś tam była w jakichś kajdanach, coś tam śpiewała, trochę piła, jakieś róże czarowała, a potem nie pamiętam właśnie, co się z nią stało.
4770:  BFP - Natomiast jest problem... To jest to, to jest average experience widza tego serialu.
4775:  JM - Ona potem z Franceską, tą elfką się pojawiała i namawiała ją.
4781:  JM - A, tak.
4781:  JM - Żeby dalej walczyła i się przyznała do tego, że tam nam nagadała na jej dziecko Emchyrowi i to wszystko.
4789:  BFP - Ale jeżeli jesteście w stanie wziąć te wszystkie postaci i naprawdę, jeżeli byście zapytali kogoś o co im chodzi, w sensie do czego oni dążą w swoim życiu, na podstawie tego co widzicie w serialu, to jeżeli odpowiedź w każdym z przypadków będzie albo władza, albo szczęście w życiu, to coś jest nie tak, bo ja nie jestem w stanie powiedzieć...
4806:  BFP - Do czego zmierza tak naprawdę Ciri?
4807:  BFP - Znaczy, nie wiem, uciekać przed całym światem?
4810:  BFP - Ja wiem, co mówi saga wiedźmińska, ale tutaj nie umiem tego do końca powiedzieć, bo ona zawsze ucieka.
4816:  BFP - Yennefer?
4816:  BFP - Czy ona szuka szczęścia w ramionach swojego ukochanego?
4819:  BFP - Czy może ma jakieś ambicje albo plany?
4822:  BFP - Czy chce być matką dla swojej przybranej córki?
4824:  BFP - Geralt?
4825:  BFP - Czy on już naprawdę porzucił zupełnie swój cech i chciałby wejść w rolę ojca i męża?
4830:  BFP - kupić sobie Corvo Bianco i tam chillować?
4833:  BFP - Nie umiem tego powiedzieć, bo właśnie tak jak zauważył Grzegorz, te postaci widzimy razem, kiedy
4840:  BFP - Coś dynamicznego robią, albo ukrywają się, albo tak jak na moment w tym szóstym odcinku, wybiega z portalu Wiedźmin, ścina głowę temu piromancie, nie czuj się obrażony oczywiście Krzysztofie.
4854:  BFP - Chwilę później przytula się Yennefer do Ciri, a Ciri do Yennefer, ona mówi kocham cię córeczko i znowu się rozchodzą.
4860:  BFP - brakuje jakiegoś takiego, zatrzymajmy się na moment, porozmawiamy, jaki jest plan, żeby nawet już jak oni tak dużo szafują tą ekspozycją, to ja przynajmniej chciałbym, żeby Geralt się odwrócił w kamerę i powiedział, teraz ja wam powiem, czego ja chcę w tym serialu, posłuchajcie, niech każdy to zrobi, będzie mi łatwiej oglądać ich dalej w kolejnych scenach, więc mam poważny problem z tym, żeby jasno przypisać cel istnienia bohaterów, bo oni sami nie potrafią tego wyrazić swoim czynem.
4888:  KMM - Ja jak zwykle odwołam się do najwyższej mądrości, żeby spróbować bodaj odpowiedzieć na pytanie zadane przez Filipa, mianowicie Loren Fistech oznajmiła w jednym z wywiadów, że dla niej takim rdzeniem, takim sednem Andrzeja Sapkowskiego i Wiedźmina jest romans, rodzina i serce.
4907:  KMM - Więc myślę, że do tego wszyscy dążą.
4909:  KMM - A i jeszcze potwory.
4911:  KMM - Więc romans, rodzina, serce i potwory.
4914:  JM - Ale serce w rozterce, czy...?
4916:  KMM - Tego nie powiedziała już.
4917:  KMM - Ja mam nadzieję, że będą jakieś wspomnienia albo pamiętniki jej wydane.
4922:  KMM - Mogą być nawet pośmiertne.
4923:  KMM - Wtedy będę mieć powód do cieszenia się z dwóch rzeczy naraz i dowiemy się wtedy, co dokładnie myślała.
4928:  KMM - Myślę, że stanowczo ktoś powinien zrobić pracę dyplomową z komentarzem krytycznym do jej znakomitych uwag na temat scenariusza, na temat reżyserii, produkcji, żeby następni twórcy mogli się nią zainspirować.
4940:  BFP - Pojawiła się prośba, żeby poruszyć temat Rience'a i żeby poruszyć temat Fringilli.
4944:  BFP - Z Rience'em oddaję głos wam, ale nigdy nie zapomnę tej niezwykłej sceny, w której Geralt odwala Kahira, tego płaczącego Kahira z szóstego odcinka, który szybko zmienia zdanie, czy chce umierać z ręki Ciri, czy nie, i ucieka.
4958:  BFP - Mówi, znajdę cię.
4960:  BFP - Jak rozłączeni kochankowie.
4961:  BFP - Ale on chyba uciekał, żeby ją ratować.
4963:  GW - Swoją drogą, najbardziej creepy wyznanie miłości.
4967:  GW - Kocham cię,
4968:  GW - Znajdę cię później.
4969:  BFP - Siema.
4971:  BFP - Nie, zabij mnie, bo nie mogę bez ciebie żyć.
4973:  BFP - Kocham cię.
4973:  BFP - O nie, wiewiórki, znajdę cię.
4975:  DS - Ale czy ktoś z was w ogóle zrozumiał, dlaczego on dostał takiej nagłej odmiany serca i czemu on... No bo on chyba, wiecie co, wiewiórki się pojawiły.
4985:  JM - On chyba po prostu złapały go wyrzuty sumienia po tym, jak swojego przyjaciela Elfa zabił.
4991:  BFP - O, to ma sens, to ma sens.
4993:  BFP - W ogóle ten wątek akurat mi się podobał, to znaczy podobało mi się, co on musiał zrobić do tego, żeby wkupić się z powrotem włoski Emyra.
5000:  DS - Ale on w ten sposób marnuje poświęcenie tego przyjaciela, nie?
5003:  DS - Bo zawiół przyjaciela, żeby wkupić się włoski Emyra, więc od razu to olewa i idzie sobie od Emyra?
5009:  BFP - W książkach było tak, że on próbował złapać Ciri i on nie odpuszczał i nie było u niego tej zmiany, to Ciri musiała przełamać swój lęk przed nim, bo to naprawdę był ucieleśnienie jej traumy, jej lęku i ona zobaczyła przerażonego chłopca pod hełmem.
5024:  BFP - I wtedy ona dlatego nie chciała mu odebrać życia.
5027:  KMM - Ale ten wątek traumy był porzucony, Filip, w ogóle w serialu.
5032:  KMM - Tak, to zauważyłem.
5034:  BFP - Geralt właśnie z Rience'em odwalaka Heera, bo on wbiega do portalu, podbiega do Rience'a i tak patrzy, mówi, o nie, portal się zamyka, muszę coś zrobić.
5041:  BFP - I łamie ręce Rience'owi, nie ścina mu głowy, nie odcina mu dłoni, po prostu mówi, o, mam mało czasu, co mogę zrobić, żeby było efektywnie czasowo?
5050:  BFP - Wiem, złamię mu ręce, chrup i ucieka z powrotem przez portal, jakby...
5057:  GW - Ale przynajmniej w tej drugiej części sezonu zrobił to, co powinien zrobić już wtedy, czyli mu upierdolić głowę.
5065:  BFP - Nie wiem, czy chcecie coś dodać do Rience'a?
5066:  BFP - Ja się w ogóle dziwię, że wzięto tę postać i zrobiono z niej wylana.
5070:  JM - Zrobiono z niej w ogóle człowieka z Zippo na palcu.
5074:  JM - On zawsze jak się pojawia, zauważcie, że ma ten palec wystawiony z tym ognikiem, tak jakby nie mógł tego schować.
5080:  GW - Żebyśmy zapamiętali, że on włada ogniem, nie?
5083:  GW - Też, też.
5086:  DS - O nie!
5086:  DS - Mi się strasznie podoba wątek magii ognia, bo zauważcie, że magia ognia jest takim jokerem po prostu w talii czarów, że ci biedni czarodzieje, oni sobie nie mogą poradzić, nie mogą poradzić, zawsze przegrywają, nieważne w jakiej bitwie, bo ci czarodzieje to są to strasznie cięcy, ale potem jedno z nich decyduje się poświęcić i użyć magii ognia i wtedy zawsze wygrywają i pokonują wszystkich.
5108:  DS - Chyba, że to źli czarodzieje ognia, bo magia złych czarodziejów ognia nie jest taka skuteczna i oni ten więz biedny popyla przez te wszystkie sezony z magią ognia i zawsze przegrywa.
5118:  DS - Ale jak tylko Yennefer albo Stregobor albo ktokolwiek inny użyje magii ognia, znaczy Stregobor to jest dyskusyjne, czy jest dobry, no ale jest w grupie dobrych czarodziejów, to wtedy nagle wszystkie problemy są rozwiązane.
5130:  KMM - Stregobor jest w kowirze!
5132:  KMM - Nie ma Stregobora na tonet!
5135:  KMM - Stregobor pojechał na Erasmusa do Kowiru, nie wróci!
5139:  KMM - Już pisaliśmy na czacie, że to tak naprawdę była wymiana, ponieważ to Foltest pojechał na Erasmusa do Kowiru i w ramach wymiany Stregobor przyjechał na Tanet, żeby zająć miejsce Foltesta, dlatego wszedł do pałacu, który, przypominam, nie jest aretuzą i tam stwierdził w którymś momencie, ja nawet się wtedy zaśmiałem, jak zaczął czarować tym ogniem i on autentycznie
5160:  KMM - powiedział do elfów, die you mongrels, co świetnie by pasowało być może, nie wiem, do Peaky Blinders albo dla takiego serialu, który dzięki Filipowi zacząłem oglądać Kingdom bodajże, ale naprawdę nie pasował do... W życiu nie słyszałem o tym serialu.
5179:  KMM - Ten Filip, ten o mafii amerykańskiej pewnie przekręcam nazwę.
5183:  KMM - W każdym razie, w tym w Chinatown, w każdym razie rzecz jest w tym, że nawet ta scena nie była w stanie mnie...
5192:  KMM - ale rycerze są w królestwie, więc coś zapamiętałem.
5200:  BFP - Grzegorz umarł już na zawsze, jak usłyszał, że pomyliłeś Kingdom z Warrior i Warrior z Kingdom.
5205:  BFP - To już poszło bardzo w kokoro po prostu.
5208:  BFP - Tak, pojawił się wątek Tisai i a propos właśnie tej żelaznej zasady twórców,
5213:  BFP - Always tell, never show.
5215:  BFP - W szóstym i siódmym odcinku Tisaja na naszych oczach, bardzo silnie to werbalizując, zdaje sobie sprawę z tego, że nigdy nie była dobrą panią dyrektor.
5225:  BFP - I ja naprawdę cringowałem jak to oglądałem.
5229:  BFP - W sensie bardzo podobało mi się jak odpaliła protokół Imperator Palpatine i raziła wszystkich błyskawicą.
5234:  BFP - Wszyscy spieprzali.
5236:  JM - Aż musiała osiwieć, bo to wiadomo, że musiało to być.
5239:  DS - Ale poza tym, że zmieniła kolor włosów, to zaklęcie nie miało na nią absolutnie żadnego wpływu.
5243:  DS - To mi się też bardzo podobało.
5244:  DS - Nie postarzała się nic pokazać.
5246:  DS - No właśnie.
5247:  GW - Chciała sobie utlenić włosy, ale nie znała prostszego sposobu.
5250:  KMM - Pamiętajmy, że Tisaias było rektorką Aretuzy, wtedy właśnie Margaritelo Antilli, która się pojawiła raz bodaj, jest rektorką Aretuzy, ale Tisaias rzeczywiście grała dobrze.
5259:  KMM - Nawet ja to muszę przyznać, chociaż nie mam zielonego pojęcia, dlaczego rzuca Piorun Alzura właśnie ona tutaj i w tej chwili.
5265:  JM - Bo z rozpaczy ona chce się unicestwić po tym, co Will Gefort zrobił.
5272:  KMM - Rozumiem.
5273:  KMM - Ale jest to jedyna rzeczywiście z czarodziejek, oprócz Sabryny Glewisig, miejscami Filipy, bo charakterologicznie, ale tutaj się łamie trochę, która rzeczywiście była dobrze obsadzona i dociągnęła rolę do samego końca.
5289:  KMM - Nawet byłem w stanie nieznacznie się wzruszyć podczas jej śmierci.
5293:  BFP - A czym był ten, może wy mi pomożecie, czym był ten obelisk slash menhir w Thanedzie, który Ciri, nie wiem, próbowała zniszczyć, to doprowadziło do zawalenia się wieży w Thaned?
5307:  KMM - Znaczy tego nie wie nawet Andrzej Sapkowski, bo oryginalnie na Thaned była faktycznie wieża Mewy, która miała, w której był spacoczony portal, Boże drogi, Dymawenda, nie, nie pewnie, udawał, że pamiętam tę nazwę.
5321:  KMM - W każdym razie ten też spaczony portal wpływał na to, że magia w okolicy nie działała tak, jak powinna i Ciri przez to, że się teleportowała przez wadliwy portal, dlatego ona wylądowała na dalekim południu, czyli na tej słynnej pustyni Patelni, to jest na wschód od Nilfgaardu, dobrze mówię, na wschód od Nilfgaardu, tak, w stronę Zerikanii.
5341:  KMM - A zatem w ogóle w książkach nie ma żadnego pieprzonego menhiru.
5344:  KMM - To jest coś, co zostało wprowadzone tutaj sztucznie po to, żeby był tajin w Blood Origin.
5353:  GW - Tak, tak, no bo to są te wszystkie te właśnie magiczne te monolity, które ponoć właśnie są kluczem do wielu sfer, czy jak one się tam nazywają.
5364:  BFP - No, bo ponownie nie miałem takiego poczucia, że wiem, nie chodzi mi o to, co to tam robiło, tylko po co to zostało wprowadzone i czy Vilgefortz chciał tego użyć, czy... Chyba nie chciało mi się po prostu tłumaczyć tego, co było w książce, wiesz, bo tam ten portal uszkodzony i coś tam, a tak to jest Menhir, Menhiry teleportują, no to się przeteleportują.
5383:  GW - Będzie wytrych do końca tego serialu tak naprawdę.
5385:  KMM - Wiesz co, i tak i nie, ponieważ była przecież jedna scena w Gors Velen, który nigdy nie jest przedstawiony nam z nazwy,
5393:  KMM - gdzie Ciri szła z jakimś tam, nie wiem, kupczykiem, famulusem bankiera i on opowiadał całą historię właśnie Torlara, nie?
5405:  KMM - I można było to spokojnie wtedy tam wrzucić bez żadnego problemu, skoro i tak już zrobili ekspozycję, tylko zrobili ekspozycję fałszywą.
5414:  BFP - No, teraz jak o tym myślę całościowo patrząc na ten trzeci sezon, to była masa takich wątków, które nie wiem, okej, może odkurzałem mieszkanie i gdzieś zgubiłem te wątki i potem nie byłem w stanie ich otworzyć czy powiązać ze sobą, ale no był gdzieś ten wątek takiej mutantki czy nieudanego eksperymentu ze wspomnieniami Ciri, to znaczy ona była przekonana, że ona jest Ciri, tak?
5437:  BFP - Ona się pojawia bodajże w trzecim odcinku.
5439:  BFP - To są te eksperymenty ze starą krwią, dobrze pamiętam?
5445:  BFP - Nie wiem, jaki był dalszy tego wątek.
5447:  BFP - No był przecież ten druid czy wiekołek.
5450:  JM - Właśnie, bo ona się pojawiła w tej chatce, próbowali ją odczarować, a potem jednak się nie udało i znowu Emhyr ją zobaczył zamiast Ciri.
5459:  BFP - A właśnie, bo było coś takiego, że pojawia się Ciri, czy ona wygląda jak Ciri i pojawia się obok Emhyra.
5465:  BFP - A w kolejnej scenie mamy Ciri, która jest gdzie indziej, jakby to był jakiś Doppler.
5468:  DS - Ale ona była też teoretycznie powiązana z wątkiem Stregobora, no nie?
5471:  DS - No bo tam, no i Vilgefortza, bo oni tam porywali te studentki z Aretuzy, no i ona była jedną z tych uczennic, która była.
5477:  DS - A to oni współpracowali?
5478:  DS - Czyżbym ja coś przeoczyła?
5480:  DS - Właśnie ja nie zrozumiałam do końca, ale chyba Stregobor po prostu się nad nimi znęcał w szkole, ale ich nie porywał.
5487:  DS - No właśnie, chyba tak.
5488:  KMM - Stregobor jest w kolizie.
5490:  KMM - Stregobor jest w kolizie.
5494:  DS - Stregobor czuje kul w tym serialu.
5497:  DS - To jest smutne, bo on nie powinien być kul, bo on teoretycznie ma być najgorszym z tych dobrych czarodziej, bo jest tym rasistą i eksperymentuje i w ogóle, ale jest jedynym naprawdę kul czarodziejem, zwłaszcza jak nam rzuca te czary na końcu.
5508:  KMM - I jest takim cool rasistą, jak mędrów.
5513:  GW - A poza tym oni na czwarty sezon po prostu planują wiedźmińską wersję Among Us i właśnie ta Siri, która jest teraz przy M-Heroes, kinda sus, tak?
5521:  GW - No, to jest właśnie to.
5523:  BFP - To co próbował robić serial bardzo nieudolnie w bodajże czwartym i piątym odcinku, a właściwie już wcześniej gdzieś ukazała ta jaskinia z tymi eksperymentami, no to kazał nam sądzić, że to wszystko strego bore, ale okazało się, że nie.
5537:  BFP - All is not what it seems.
5538:  BFP - To był Vilgefort cały ten czas.
5540:  BFP - Scooby Doo.
5542:  BFP - Ale nawet to, co prowadziło do tego gdzieś,
5546:  BFP - Czyli właśnie ta jaskinia, te rozkminy, jakby gdzieś to zostało całkowicie porzucone.
5551:  BFP - I po czym faktycznie widzimy nagle, że Ciri podobna istota pojawia się u boku Emhyra.
5557:  BFP - Ale dlaczego?
5558:  BFP - W sensie co, mu podstawiono ją?
5560:  BFP - Tak, Vilgefortz.
5562:  BFP - Aha, Vilgefortz podstawił, okej.
5565:  DS - Tylko że skąd on wziął?
5567:  DS - Ukradli ją z tej chatki druidki?
5568:  DS - No właśnie.
5570:  KMM - Nie powiedziano, znaczy powiedziano nam to w jednym dialogu, że zostały parę wsi, które nigdy nie są nam oczywiście pokazane, pozakadrowo zostało splądrowane i spalone i wtedy Cirilla się sama zgłosiła, ale tak naprawdę to nie jest Cirilla, absurdem jest to, że Emher, który powinien ją trochę znać z uwagi na to, kim jest względem Cirilli,
5590:  KMM - nie rozpoznaje, że to jest impostorka, w każdym razie nie daje po sobie znać.
5593:  JM - No bo spalił jej portret i już nie pamięta.
5594:  KMM - To dlatego, tak, tak, absolutnie.
5597:  KMM - Portret, muszę powiedzieć, był adekwatnie zrobiony, ponieważ Cirilla wygląda na nim dokładnie tak brzydko, jak opisywał to Andrzej Sapkowski, więc tutaj myślę, że talent niesamowity scenarzystów, kostymografów i wybitnych artystów zatrudnionych przez tę ekipę sprzyja adaptacji, to znaczy, krótko mówiąc, jeżeli cokolwiek w sadze jest opisane jako brzydkie, odrażające lub wstrętne, będzie dobrze przedstawione przez tych mistrzów.
5620:  BFP - Ale zobaczcie, jakie to jest przykre, że rozmawiamy od 20 minut o jakichś wątkach pobocznych i postaciach drugoplanowych.
5627:  BFP - Rozkminiamy, o co tam w zasadzie chodziło i staramy się po prostu odtworzyć ich drogę, żeby widzieć, gdzie jest stacja początkowa, gdzie jest stacja końcowa.
5635:  BFP - Ja miałem taki problem z Fringillą, także ja w ogóle jej nie poznałem w tym serialu, nie wiedziałem, kim ona jest, nie pamiętałem jej wątków z poprzednich sezonów.
5641:  BFP - Ale zobaczcie, że każdy z tych wątków, o którym omawiamy, jest wątkiem, w którym Geralt jest nawet niepotrzebny.
5647:  BFP - Tytułowy Wiedźmin jest zbędny w każdym z tych wątków, a mimo to oglądamy je w serialu zatytułowanym Wiedźmin.
5654:  BFP - I to jest koronny dowód na to, jak bardzo twórcy z uporem maniaka rozrzedzają to, co w tym serialu najlepsze.
5662:  BFP - A nawet kiedy dają nam to, co potencjalnie najlepsze, to bardzo i tak jeszcze bardziej rozrzedzone, no bo jak rozumie taka Lauren Hissrich tę heroiczność?
5672:  BFP - No, że pozabija paru żołnierzy w wyniku impulsu.
5677:  BFP - A sam bohater i tak będzie przypisany innym postaciom i ich agendom.
5682:  BFP - Nie wiem, zostawiam tu oczywiście wasz komentarz, ale kompletnie nie obchodzą mnie te wszystkie postaci poboczne tak długo, jak nie widzę ich z perspektywy Geralta.
5691:  BFP - To jest chyba w zasadzie jedna rzecz, do której sprowadziłbym swój główny zarzut.
5695:  BFP - I dlaczego tak nie interesują mnie te wątki, że nie jestem w stanie odtworzyć ich znaczenia i tego, do czego one właściwie zmierzają i czemu miałoby mnie to obchodzić.
5707:  KMM - Ja myślę, że dowiesz się czemu macie to obchodzić w następnym wywiadzie Tomasza Bagińskiego, który ujął mnie niesamowicie swoim wpisem na Facebooku sprzed dwóch dni, pisząc wyzwanie na dziś.
5717:  KMM - Dzisiaj może zaatakujmy temat Wiedźmina od Słonecznej Strony.
5720:  KMM - Serio pytam, myślę, że są w tym sezonie rzeczy naprawdę udane i poprosił, żeby komentarze dotyczyły wyłącznie udanych rzeczy, więc jestem przekonany, że w następnym wywiadzie odpowie Ci na to pytanie.
5732:  KMM - Ja nie umiem.
5734:  BFP - Ale wiecie, bo to co powiedział Tomasz Bagiński, zresztą nie przekłamując rzeczywistości, patrząc na sagę wiedźmińską, że to Ciri jest tak naprawdę centralną postacią.
5745:  BFP - Nawet jeżeli nie jest protagonistką, to jest centralną postacią.
5750:  BFP - Ale jeżeli tak, to dlaczego wciąż ona również, tak jak Geralt, jest rozrzedzana przez inne wątki, przez inne postaci, to jeżeli Ciri i Geralt byliby postaciami, które mają nas interesować najbardziej, to Yennefer powinna zostać zmarginalizowana.
5763:  BFP - Ale to był zarzut jeszcze do pierwszego czy drugiego sezonu.
5766:  BFP - Teraz w tym sezonie można by mieć ten zarzut do siedmiu czy ośmiu innych postaci, których perspektywy obserwowaliśmy zupełnie niepotrzebnie.
