Wszystkie warstwy "Squid Game" – recenzja i analiza
🔗 https://www.youtube.com/watch?v=z18DRhSJYzQ
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  BFP - Zebrałem super team.
4871:  GW - To było w makabryczny sposób pokazane.
4876:  GW - bo te zasady jakby wyceny i nagrody były przerażające i tutaj też właśnie dochodzimy do tego momentu jakby po pierwszej grze, gdzie było głosowanie, co skłoniło ludzi tak naprawdę do powrotu, gdzie życie każdego warte było 100 milionów wonów, czyli to jest tam 85 tysięcy dolców, coś takiego.
4900:  GW - Czyli teoretycznie niewiele.
4904:  GW - I za każdym razem, gdy ktoś ginął, spadała do tej skarbonki fura pieniędzy, tak?
4910:  GW - I ta taka brutalna, mechaniczna wycena życia była w obliczu tego wszystkiego takim właśnie znowu traktatem powiedzmy kapitalistycznym.
4924:  GW - A jednocześnie ten moment, który przekonał ludzi, czy faktycznie chcą grać dalej, czy nie, gdzie mówili, dobrze, możemy przerwać tę grę i wtedy te pieniądze, które tam wiszą nad wami...
4938:  GW - dostaną rodziny osób, które zginęły.
4941:  GW - Każdy dostanie po te 100 milionów wonów, wy nie dostaniecie nic.
4946:  GW - I właśnie wtedy to, że to jest porąbane, że się wycenia przez tych VIP-ów czy przez organizatora gry, wycenia się ludzkie życie, to jest jedno.
4956:  GW - ale wtedy, kiedy każdy podejmował tę decyzję i odbyło się głosowanie, każdy też wyceniał to w swojej własnej głowie.
4963:  GW - Tak, i w swoim sumieniu.
4966:  BFP - To ja jeszcze, zanim rzucę ostatnie słowa na zakończenie, co mnie tak naprawdę na nieoczekiwanym poziomie zachwyciło w Squid Game i czemu polecam tak bardzo ten serial wszystkim,
4978:  BFP - To jest to, że zauważcie, że właśnie w drugim odcinku, który tak wspaniale właśnie dla mnie zmienił dynamikę serialu i sprawił, że nagle gra się zakończyła.
4985:  BFP - Zadecydowali, że kończą i wracają do swojego piekła indywidualnego w świecie rzeczywistym.
4992:  BFP - To kto zadecydował o tym, że zamykają rozgrywki?
4995:  BFP - Głos decydujący był Il Nama właśnie.
4998:  BFP - Nie, Ol i Nama.
5002:  BFP - I zauważcie, jak powiedziałeś właśnie o tym, że każdy kalkulował
5006:  BFP - On kalkulował w swoim sumieniu, czy kontynuować grę, czy nie, bo chciał kontynuować grę z oczywistych względów, bo się dobrze bawił.
5013:  BFP - Ale zdecydował się zakończyć, bo być może główny bohater go zainspirował swoją postawą.
5019:  BFP - To z nim miał najślepszą relację.
5021:  BFP - Naprawdę można miesiące jeszcze analizować ten serial, bo to jest dzieło.
5026:  BFP - I przewrotnie na koniec powiem, że to, co mnie...
5033:  BFP - najbardziej zachwyca, bo jest dużo dzieł, inaczej bez schematu by nie istniało, jest dużo dzieł, które można rozkładać na czynniki pierwsze, szukać esencji i się tą esencją napoić na bardzo długi czas.
5044:  BFP - Ale pewnie właśnie dzięki temu, że to jest dzieło koreańskie, pewnie dzięki temu, że zostało zrodzone z umysłu i umysłów, które pracują trochę inaczej niż nasze i to jest psychologicznie ugruntowane mocno, potrafi mnie cały czas zaskakiwać.
5058:  BFP - I to nie w tani sposób.
5059:  BFP - I począwszy już od takiej rzeczy, że jeżeli nie zna się tych archetypów Junga, to inaczej się buduje postaci.
5065:  BFP - Na miłość Boga, nawet The Last of Us, które kocham, robi świetne rzeczy z postaciami, ale jak...
5071:  BFP - banalnymi postaciami w założeniu, ile razy już widzieliśmy kliszę tych postaci w innych dziełach popkultury, jest Joel i Ellie.
5079:  BFP - Młoda dziewczyna, która jest strasznie zadziorna i stary, zmęczony życiem facet, który jest bardzo nastawiony na działanie.
5087:  BFP - Ile razy, ile tysięcy razy już to widzieliśmy?
5091:  BFP - A tutaj mamy cywilizację, która nie korzystała z dobrodziejstw Junga i nie jarała się tam jakoś specjalnie drogą bohatera Campbella czy innego zawodnika, który stworzył jakieś tam wzory scenariopisarstwa i nagle już od razu te postacie, które widzimy są tak niesztampowe jak pierwszy raz, kiedy oglądałem Snowpiercera.
5111:  BFP - Mówiłem, no ale dlaczego tu jeden z bohaterów nie jest jakiś taki fajny, tajemniczy, tylko ćpa razem ze swoją córką i zrobiłby wszystko dla jakiegoś tam dragu, a jednocześnie ma jakieś telepatyczne zdolności i to jest właśnie to, co już na takim początkowym poziomie zachwyca.
5125:  BFP - Ale właśnie te zmiany tempo, o których ja mówiłem, to nie jest tak, że wrzucasz inny bieg czy wyższy bieg, to jest tak, że samochód Ci nagle jedzie w bok.
5132:  BFP - I to właśnie był ten drugi odcinek, to był fenomenalny gambu, gdzie nagle jest wprowadzony plot, że okazuje się, że tak się dobrali, ale kolejna rozgrywka tak cię zaskoczy, że się nie pozbierasz z podłogi, bo nagle muszą zagrać przeciw sobie i wiesz, że tu nie będzie rozwiązania w stylu zachodnim, tu nie będzie deus ex machina, bo oni też nie znają takiego pojęcia, bo nie mieli spuścizny cywilizacji greckiej.
5156:  BFP - Tutaj naprawdę zginą wszyscy, którzy przegrają tę grę.
5159:  BFP - I dokładnie tak się dzieje.
5160:  BFP - Dobra, może jest jedna deus ex machina, czyli dziadek przeżył, tak?
5163:  BFP - No ale gdzieś tam musi się to wpisać w końcówkę.
5165:  BFP - I ostatnie, nawet ostatnie sekwencje, ostatnie sekundy, kiedy on wchodzi do samolotu, ale mówi jednak nie, fuck it, no nie, nie mogę odpuścić.
5172:  BFP - I zawodzi swoją córkę po raz kolejny.
5174:  BFP - Więc jakby jest to dzieło wybitnego umysłu, które cały czas potrafiło mnie zaskoczyć, bo jest to naprawdę dobrze napisana historia.
5182:  BFP - Rozumiem czemu tak pieczołowicie
5186:  BFP - została napisana i dlaczego nie wystarczyło, że ktoś stworzył świetny koncept, tak jak z filmem Cube.
5191:  BFP - Cube był świetny, ale nie zrobiłbyś z tego serialu.
5194:  BFP - A przynajmniej autor Cube'a nie zrobiłby z tego serialu, bo to wystarczyło na tyle, na ile trwał film.
5201:  BFP - A umieć pociągnąć te postaci w ciekawym kierunku, nawet ponosząc takie porażki jak te kilka postaci, o których mówiliśmy, czy postaci VIP-ów, robi z nimi coś ciekawego i mieć jeszcze tyle do powiedzenia na tak wielu poziomach takiej symboliki i pewnego subtextu, przekazu, motywów, które sobie gdzieś tam przyjąłeś,
5219:  BFP - To jest naprawdę wielkie osiągnięcie i można by oczywiście wszystko zrzucać na to, że to jest inna kultura, że właśnie Koreańczycy potrafią tworzyć takie rzeczy, ale w praktyce to jest zasługa tego człowieka, który jest autorem i dla niego tutaj czapki z głów i wielki zachwyt.
5234:  KMM - Absolutnie.
5238:  BFP - No dobra, widzę, że bateria mi się rozładuje za moment, więc panowie, dziękuję wam bardzo za fantastyczną rozmowę.
5244:  BFP - To jest pierwszy z wielu pretekstów do tego, żeby się spotkać w takim składzie i porozmawiać, ale tak, jako że Grzegorz zgadł, jakie będzie zakończenie, zanim obejrzę to do końca, to już wiedzieliśmy, że musi się pojawić w tym składzie.
