Shōgun | Omówienie odc. 1-3
🔗 https://www.youtube.com/watch?v=4St49k3ZVBE
KMM (Krzysztof M. Maj)
GW (Grzegorz Wątroba, Okiem Deva)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

41:  BFP - Dobry wieczór.
4655:  KMM - Ale niech ten zakon jeszcze, znaczy ten wątek, bo ja rozumiem, że to jest jakiś zakon skrytobójców, czy bractwo, siostrzeństwo, wszystko jedno, niech to zostanie jakoś rozwinięte, bo to jest super absolutnie i też buduje klimat tych wielu stronnic, które się pojawiają w serialu, a jak wiadomo, im więcej jest stronnic, tym więcej jest krwawej i radosnej polityki, więc cudowna sprawa.
4676:  BFP - Mam dla was takie pytanie na koniec, do każdego z was.
4682:  BFP - Co chcielibyście, żeby się wydarzyło albo co uważacie, że na waszej liście życzeń mogłoby się wydarzyć?
4688:  BFP - Ja nie mówię o konkretnych zdarzeniach, mówię o jakiś walorach produkcyjnych czy rozwiązaniach fabularnych, które sprawiłyby, że ten serial byłby w waszych oczach jeszcze lepszy.
4701:  BFP - A czego byście się bali, co może obniżyć jakość tego serialu na ten moment, jak go oceniacie?
4706:  BFP - Michale, może ty zacznij.
4708:  ML - Ja bym chciał, żeby się cofnąć do tego, jak oni na koniec tego odcinka stanęli na tym, na łodzi, na, jak się nazywa takie coś na łodzi, z boku, nie na burcie, tylko na poręczy, nie wiem, na balkonie, nieważne, stanęli i mieli się ścigać w wodzie, tak?
4724:  ML - I było takie ujęcie, wiecie, shot-reverse-shot, jak na siebie patrzą i mi tylko zabrakło, żeby weszła muzyka z Tokio Driftu i żeby ta zanim...
4732:  ML - Nie wiem, ale ja po prostu widziałem Vin Diesel, przyjeżdża, Sean Black, to już nie wiem, jak to był ten, co do niego patrzy.
4740:  ML - Tento, go!
4742:  ML - Nie wiem czemu, ale... A tak poważnie, boję się, jedyne czego się boję, to co mówiłem na początku, ja się z wami w pełni zgadzam, że póki co oni patrzą na niego instrumentalnie, on się im przyda, bo on ma wiedzę o tam biznesie, prawda, Europie i o tamtym.
4755:  ML - Ale boję się, żeby nie poszło za łatwo, że oni tam za odcinek się w sobie zakochają, mimo że tak trochę nie ten.
4760:  ML - Boję się, że ten ostatni samuraj właśnie to... W ostatnim samuraju ta... No, Jaken Watanabe, tak?
4769:  ML - Tak, tak, tak.
4770:  ML - Zaćmienie mam.
4771:  KMM - Ken Watanabe.
4772:  ML - Watanabe, nie Watanabe, bo przez te wszystkie nazwiska japońskie już mój mózg brain farty robi.
4777:  ML - Jak Watanabe jest tym takim właśnie stoickim, no wiecie, po prostu samurajem oldschoolowym i Tom Cruise, który jest tam bardziej taką dramatyczną postacią w porównaniu do Cosmo Jarvis'a z alkoholikiem, z przeżyciami, męczą go koszmary.
4790:  ML - Te ich rozmowy tam były fajne, hej, dawno nie oglądałem, ale te ich rozmowy i to docierają się było fajne.
4795:  ML - Mam nadzieję, że ta relacja tutaj pójdzie, bo pewnie pójdzie trochę w tą stronę, ale mam nadzieję, że nie będzie jakoś za łatwo, że jednak ten trochę taki głupkowaty, dziki Kosmo Jarvis nie będzie najlepszym kumplem z tym po dwóch odcinkach, a jeśli będzie, to żeby to jakoś płynnie wyszło, żeby trochę wykazał się jednak czymś.
4811:  ML - Takimi właśnie honorowymi rzeczami.
4813:  ML - Więc tylko tego się obawiam, żeby trochę nie poszło zbyt w takie klisze hollywoodzkie wręcz, że tam przyjrzeni się zakochali po jednym odcinku.
4822:  ML - A chciałbym, żeby ten serial po pierwsze po prostu trzymał poziom, a po drugie żeby też były takie fajne, nie wiem jak książka się układa w tej kwestii, ale takie fajne strukturalne rzeczy, jeśli chodzi o narrację z odcinka na odcinek.
4832:  ML - Bo coś, co było ciekawe przez te trzy odcinki, co mnie bardzo pozytywnie zaskoczyło w trzecim, to że mieliście takie dwa odcinki wrzucające tych wszystkich graczy, rozmieszczające po szachownicy pionki.
4843:  ML - I w trzecim odcinku była taka fajna kumulacja,
4849:  GW - Mała kulminacja tego, co zostało poustawione wcześniej.
4851:  ML - Trochę tak, ale też to chciałbym, żeby miejsce akcji i czas akcji trochę się zjednoczył.
4855:  ML - No bo to całkiem ciekawe, że nie tak, że przez dziewięć odcinków podbudowują i bitwa, tylko tak nagle było zwężenie, takie przyśpieszenie.
4862:  BFP - Mniej też skakania między perspektywami, bo bohaterowie byli ze sobą.
4866:  ML - Dokładnie, ja oczywiście nic nie mam do skakania, takie typowo jak już w tej grze o Tron, że tam jesteśmy w różnych częściach świata, spoko, ale jak tutaj był taki odcinek przyspieszenia, myślę, że to zaskoczył mnie pozytywnie pod tym kątem.
4876:  ML - Teraz oczywiście się rozejdą i znowu będą knucia, ale fajnie jakby ta monotonia tych odcinków była przerywana takimi rzeczami, także generalnie to ja się jaram, po prostu czekam, żeby kontynuowali.
4887:  BFP - Grzegorzu, bo ty mówiłeś ostatnio, że naprawdę nie masz zastrzeżeń do tego serialu.
4892:  GW - Znaczy ja wiesz, jak chce to się dopieprzę do wszystkiego, nie?
4895:  GW - No to wiemy.
4897:  GW - Ugotowali za mało osób na początku, bo w książce było... Dokładnie, kurwa, co jest.
4902:  GW - Gesslerowa by się nawet obraziła.
4904:  GW - No w każdym razie, no tutaj ja liczę...
4908:  GW - jakby bazowo, tak, że będą trzy rzeczy, tak, czyli fabuła walki i dialogi i naprawdę przeszkodzi mi, jeżeli braknie fabuły walki i dialogów, ale generalnie wydaje mi się, że to utrzymanie tempa
4925:  GW - I tej konstrukcji byłoby zalecane do końca serialu, dlatego, bo w książce ten setup jest strasznie długi i porozciągany.
4932:  GW - To mnie cieszy, że tam, gdzie można, ten tłuszczyk i chrząstkę jest obcinana jak głowy samurajów.
4942:  GW - Także ja już może zamknę mordę i zostawię ewentualny czas antenowy na hajku, które mi się obudziło w głowie.
4949:  BFP - Ale oto zostawiły na moment, na koniec.
4953:  BFP - To musi być zwiększenie live.
4954:  BFP - To musi być takie na sam koniec.
4958:  KMM - Ja pochwalę tempo narracyjne.
4960:  KMM - Tak jak wiecie, często się do tego przyczepiam i mówię, że albo spowalnia tempo akcji, albo wręcz przeciwnie, jest jakoś przyspieszone i czuć cięcia montażowe.
4969:  KMM - Nawet Dune'ie to zarzucałem, a tutaj tego nie czuję.
4973:  KMM - To jest raz, ale dwa, nie ma tych cholernych cliffhangerów.
4976:  KMM - Naprawdę denerwowałoby mnie jeszcze bardziej... A kto wygrał w takim razie wyścig, jak skoczyli do wody?
4981:  KMM - Filip, uspokój się.
4983:  KMM - Winn Diesel.
4984:  KMM - Family.
4985:  KMM - To ja rozumiem.
4986:  KMM - Tutaj chodzi, wiesz, że nie jest to robione nachalnie.
4989:  KMM - Nie czujesz, że... Wiadomo, że się odcinek musi skończyć, że napięcie musi troszeczkę spaść, ale takie przerywanie w punkcie kulminacyjnym nie jest orgazmiczne.
4999:  KMM - Więc nie chcę tego tak często, jak było to niestety w wielu serialach i zwłaszcza tych, które były przygotowywane z tygodnia na tydzień.
5007:  KMM - Więc to jest pierwsza rzecz, na którą liczę, żeby to było robione w sposób nowoczesny, rzeczywiście tak jak seriale nowej generacji, jak chociażby poszczególne późniejsze sezony Gry o Tron, tudzież mniej znane seriale jak chociażby Wojownik, myślę, że się też nasuwa w pewnym sensie w serialach, które znam dzięki Filipowi.
5025:  KMM - A jak dzięki Grzegorzowi.
5026:  KMM - Peaky Blinders i tak dalej.
5028:  KMM - Wiecie, żeby to trzymało właśnie taki poziom.
5030:  KMM - Druga kwestia.
5031:  KMM - Chciałbym, żeby jednak doszło do jakiejś monumentalniejszej sceny batalistycznej, bo to się aż prosi, biorąc pod uwagę to, co się gotuje w Radzie Regencyjnej.
5039:  KMM - Nie znam książek, od razu zaznaczę tutaj w tym konkretnym przypadku, więc to jest czysta spekulacja, ale na to bardzo liczę.
5045:  KMM - I trzecia kwestia.
5047:  KMM - Chciałbym, żeby ten wątek rady regencyjnej i tych knowań wszystkich się utrzymał, zwłaszcza jeżeli chodzi o knowania tych innych stronic, może żeby został pogłębiony wątek ninji, czy tego zakonu skrytobójczy, czego, wszystko jedno.
5061:  KMM - W każdym razie, żeby te wszystkie plany, które zostały wprowadzone do tej pory, nie zostały wymazane tak jak mentaci z drugiej części Dune'y, to będę wtedy absolutnie zachwycony.
5070:  KMM - No i przede wszystkim mam nadzieję, że to nie będzie tylko jeden sezon, bo to jeszcze nie padło, a myślę, że jestem wyrazicielem głosu większości, że chciałbym bardzo dużo odsłon tego serialu, zwłaszcza, że nie mamy, przypominam, ekranizacji Sekiro, a biorąc pod uwagę to, w jaki sposób jest opowiedziana fabuła w Sekiro, możemy przyjąć, że to jest ekranizacja Sekiro, więc im więcej odcinków i sezonów tego serialu, tym lepiej.
5091:  KMM - Myślę, że jakieś dwa, trzy sezony byłyby okej, nie chcę tutaj żadnego tasiemca, niech nie przesadnie nie wydłużają oczywiście tego wszystkiego,
5099:  KMM - Ale nie chciałbym też, żebyśmy dostali jakieś cięcia tylko dlatego, że ktoś stwierdził, że to się pewnie nie sprzeda, więc zrobimy tylko jeden sezon.
5106:  BFP - Atomic Serena mówi, niestety będzie tylko jeden sezon.
5111:  KMM - Ja jestem zawsze dobrym, żeby nie było przewidywania złych rzeczy.
5114:  BFP - Atomic Serena też napisała i to przeczytam specjalnie ten komentarz, bo on trochę mówi o tym, czego ja bym chciał jeszcze więcej od tego serialu, a naprawdę
5123:  BFP - odbieram go fantastycznie.
5125:  BFP - Bardzo lubię scenę ostatniej rozmowy Taiko z Toranagą, jak opisuje naturę władzy i wpisaną w nią samotność.
5132:  BFP - To jest ta scena, w której leży ten Taiko.
5134:  BFP - To jest jedna, jedyna scena retrospekcji, którą widzimy, w której on mówi, że stworzy Radę Regentów i Toranaga pełen uznania mówi, że jak zawsze Salomonowe rozwiązanie.
5144:  BFP - Chciałbym więcej tego Taiko.
5145:  BFP - Chciałbym więcej, żeby wrócił w retrospekcjach Taiko, bo on pokazuje...
5150:  BFP - Nawet jeżeli to jest burzliwy okres, ten takiego rozbicia dzielnicowego Sengoku, to chciałbym zobaczyć tego, którego szanowali wszyscy.
5160:  BFP - Tego, którego zwierzchnictwo uznawali, tego, którego wysłuchali, kiedy już doszło do jego śmierci i pozostało pięciu regentów, no bo on wydawał się jakimś takim wzorcem trochę...
5173:  BFP - No jasne, może Baratheon nie był idealnym królem, ale trzymał w ryzach siedem królestw w grze o tron.
5181:  BFP - I po jego śmierci wszystko się posypało, prawda?
5183:  BFP - Kiedy mianował Neda na jakby swojego następcę.
5187:  BFP - I kurczę, chciałbym, żeby było więcej scen takich retrospekcyjnych z tym Tajkiem, Tajką i żeby zobaczyć, dlaczego on był tak szanowany i dlaczego alternatywą jest chaos.
5200:  BFP - jeszcze większy niż jest obecnie, a w drugą stronę, dlaczego potrzebny jest jeden silny władca i to też, zauważcie, że wielokrotnie już w serialu, chociaż były tylko trzy odcinki, pojawiało się pytanie Toranaga, a dlaczego on nie chciałby zostać szogunem?
5216:  BFP - I Toranaga się wzdryga, Toranaga chce dotrzymać słowa i chce wychowywać
5222:  BFP - syna zmarłego Tajki do momentu, w którym aż on osiągnie pełnoletność i być może regenci ustąpią i wtedy on stanie się tym głównym naczelnikiem państwem, można by powiedzieć.
5233:  BFP - Także fajnie by było, jakby jeszcze było trochę takich scen retrospekcyjnych i na pewno życzyłbym sobie jakiś scen batalistycznych, ale one będą na 100%.
5241:  BFP - To znaczy ja mogę go patrzeć na twarz Grzegorza, która zdradzi, że w książce będzie i jestem przekonany, że do tego dojdzie, bo oni się nawet już szykują do jakiejś wojny.
5249:  BFP - Zresztą przeczytałem
5252:  BFP - Właśnie, nie przepraszam, nie na stronie, tylko tam na BBC przeczytałem, że tak.
5260:  ML - Dziewiąty odcinek ma tytuł Wielka Bitwa.
5264:  BFP - Tak, tak, Bitwa o Sekigagary w tym samym roku,
5268:  BFP - gdzie będzie rekordowa ilość 36 tysięcy martwych albo poważnie rannych w jeden dzień, więc to będzie naprawdę epicka bitwa.
5276:  KMM - No i to rozumiem, tak?
5277:  KMM - Ja chcę po prostu Total War Three Kingdoms tutaj, tylko że w realiach innych.
5282:  KMM - I życzę w Szogunach.
5284:  KMM - No albo Shoguna, Jezus, faktycznie, Boże, zapomniałem, Jezus Maria.
5290:  BFP - Życzę wszystkim takiego klimatu jak Katerina Taros.
5293:  BFP - Katerina Taros napisała, panowie, to jest piękny wieczór, świetna rozmowa, mądrzy ludzie wokół, Japonia, serce rośnie, pozdrawiam z japońskim psem Akitą.
5302:  BFP - My również pozdrawiamy japońskiego psa Akitę.
5307:  BFP - I zbliżając się do, a przepraszam, Marek J. jeszcze napisał, showrunnerzy nie wykluczają sezonu drugiego,
5313:  BFP - Jednakże mówią, że miał być to pierwotnie miniserial.
5318:  BFP - Ja mogę tylko zachęcać do tego, żebyśmy swoim oglądaniem... Ale to jest tylko jedna książka, tak?
5326:  ML - Ale czy to jest jeszcze cała saga?
5328:  GW - Bo ja wiem, że on pisał więcej, ale... Sześcioczęściowa saga, ale Shogun to jest jedna książka.
5333:  GW - Koniec.
5333:  GW - Tyle.
5334:  ML - Bo może, wiecie, tak bądźmy mądrzejsi jak przy Grze o Tron i nie życzmy sobie, żeby dorabiali potem nowe sezony.
5340:  ML - No...
5342:  ML - If you know what I mean.
5347:  BFP - Tylko jeszcze przeczytam, że mam nadzieję, jak napisała chyba Dragomira, ja oczekuję kolejnych dyskusji w tym składzie.
5353:  BFP - Ja mogę tylko powiedzieć, że zaproszenia będą powtarzały się przed każdym kolejnym poniedziałkiem, bo to było wspaniałe spotkanie.
5360:  BFP - Dziękuję wam bardzo panowie, ale teraz na koniec poproszę o drumrolls, ponieważ będzie haiku Grzegorza.
5366:  BFP - Grzegorz wraca z haiku, to znaczy, że oglądamy coś naprawdę dobrego.
5369:  GW - Właśnie, tylko teraz dwie opcje, bo tu jest problem.
5372:  GW - Napisałem Haiku, bo ja nie umiem w głowie zrobić tego formatu 5.75, więc to zanotowałem, ale mam też notatki na improwizację, także co wolicie.
5382:  KMM - Haiku, tematycznie słuchaj.
5384:  GW - Szogun świeży jest, krajobrazy wzruszają, muzyka bez wad.
5389:  GW - Serial budzi smak, Hiroyuki rzuca cień, patrzmy uważnie.
5395:  KMM - Miej serce i patrzaj w serce.
5398:  BFP - Nigdy nie rozumiałem haiku, nigdy nie zrozumiem, ale zawsze będę niczym ten piesek wspomniany japoński uradowany tym, co słyszę.
5409:  KMM - Nie martw się Filip, dla takich jak ty Grochowiak pisał swoje własne haiku, więc można je ogarnąć.
5415:  KMM - Nie ma nic wspólnego z japońskimi, ale...
5418:  KMM - Ale są grochowiakowe.
5419:  BFP - Życzę wam do czasu naszego kolejnego spotkania jakiegoś dobrego przepisu narosłych z Holendra, a tymczasem już jutro będzie kolejny odcinek, nie mogę się doczekać, cieszę się, że skomasowałem je w tak krótkim czasie.
5433:  BFP - Dziękuję pięknie wszystkim, którzy dzisiaj do nas dołączyli i raz jeszcze wszystkich, bo jest nas 600 tutaj, znaczy nie teraz przed kamerą, ale tam po waszej stronie, żebyście subskrybowali kanały moich czcigodnych gości.
5445:  BFP - Grzegorz Wątroba, Okiem Deva, Michał Lipiński, ponarzekajmy o filmach i Krzysztofem Maj.
5451:  BFP - Macie wszystkie trzy linki tuż pod filmem w opisie.
5455:  BFP - Zachęcam was, żebyście subskrybowali, kliknęli dzwoneczek, bo jak wiecie, tutaj jest śmietanka YouTube'a.
5462:  BFP - Dziękuję wam panowie bardzo za poświęcony czas i tym, którzy do nas dołączyli.
5466:  BFP - Dobrej nocy i do następnego.
5468:  GW - Dzięki wielkie.
5469:  GW - Hej.
5470:  BFP - Dobrej nocy.
