Czy podział na literaturę wysoką i masową ma sens? - dyskusja z @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=9sO7jV7tUyA
KMM (Krzysztof M. Maj)
TLM (Tadeusz Lemiesz-Wrocławski)

0:  TLM - Jeszcze puszczam tutaj na Facebooka.
4956:  KMM - Jeżeli mówimy o odpowiedniości dla wieku, to odpowiedniość dla wieku jest wyznaczana przez badaczy literatury dziecięcej i młodzieżowej rokrocznie.
4964:  KMM - I rokrocznie są inne nagrody IBBI przyznawane innym wybitnym utworom prezentującym literaturę dziecięcą i młodzieżową, a lista lektur nie jest aktualizowana, tylko pewne rzeczy hermetyzuje.
4976:  KMM - Dokładnie tak samo, jak robi to z literaturą dla klas starszych.
4980:  KMM - A przypomnę, że w klasach młodszych nie uczysz
4982:  KMM - nie wiem, czym jest zdanie podrzędne, dopełnieniowe, tylko uczysz podstawowych rzeczy.
4987:  KMM - Te rzeczy, które nam się wydają proste z zakresu gramatyki, wchodzą od czwartej klasy w górę i wtedy dostajesz właśnie po głowie Sienkiewiczem, Mickiewiczem, Słowackim i Norwidem i całą resztą, które są trudne, jeszcze raz wrócę do tego, dla studenta polonistyki na wiodącym uniwersytecie w kraju, co dopiero dla młodego człowieka.
5007:  KMM - I nie jest to właśnie, cieszę się, że przywołałeś ten argument i tę analogię,
5012:  KMM - Trochę była ona obosieczna, bo nie jest to zgodne z tym, jak się naucza przedmioty ścisłe.
5018:  KMM - Przedmioty ścisłe się naucza z pominięciem zjawisk trudnych i w oparciu o najprostsze przykłady.
5022:  KMM - Każdego ucznia spytaj o to, co jest zadawane do domu, a co jest na lekcji.
5027:  KMM - Każdy ci powie, że na lekcji są te łatwe przykłady, a do domu są te trudne.
5030:  KMM - Niestety w przypadku języka polskiego jest dokładnie odwrotnie.
5032:  KMM - To znaczy dostajemy bardzo trudnymi tekstami po głowie na lekcjach, a później w domu jest może szansa, jeżeli ktoś ma takich rodziców jak ja miałem, że poczyta sobie tę literaturę, która będzie lżejsza, albo bardziej odpowiednia dla jego wieku, albo po prostu i bardziej interesująca.
5047:  KMM - Dla mnie w tym czasie były to na przykład powieści Karola Maja, Kurłuda, recenzowane swoją drogą przez ciebie też, bo widziałem na kanale bracia Lwie Serce, Astrid Lindgren.
5058:  KMM - To były moje lektury tamtego okresu.
5060:  KMM - Ono ich nie było w szkole.
5061:  TLM - Chciałbym może wyjaśnić tę analogię jeszcze, bo może tutaj trochę nieporozumienie zaszło.
5067:  TLM - Jedyne, co porównuję, to to, że kiedy w danej dziedzinie nauki jest pole, które dopiero się rozwija, tak zwany cutting edge danej nauki, domena, która istnieje dopiero, załóżmy, od nawet kilku dekad, ale po prostu jeszcze metoda naukowa nie zdołała na tyle zadziałać, żeby sprawić, że to stało się kanoniczne w danej dziedzinie.
5089:  TLM - to wtedy te części tej dziedziny naukowej są pomijane w podręcznikach szkolnych.
5097:  TLM - I to nie tylko dlatego, że są trudniejsze, bo nie wiem, czy bym powiedział, że zrozumienie nowej syntezy ewolucjonistycznej jest trudniejsze od zrozumienia klasycznego modelu darwinowskiego,
5112:  TLM - jest równie intuicyjne, bym powiedział.
5115:  TLM - Natomiast omija się to, gdyż nie jest to jeszcze stuprocentowo sprawdzona teoria i podobnie jak teraz mówisz, że okej, pisze się o tej fantastyce, pisze się już od nawet tych dekad załóżmy o fantastyce, pisze się o grach wideo pewnie krócej, no bo teraz dopiero stają się tak bardzo popularne, no to mamy... No od 50 lat.
5133:  TLM - Gry wideo?
5134:  TLM - Ale prace naukowe o grach wideo?
5138:  KMM - Tak, tak.
5139:  KMM - Pamiętajmy, że pierwsze gry to są piksele poruszające się po ekranie.
5144:  TLM - Ale to jako techniczna ciekawostka, a nie jako prace z Twojej dziedziny literaturoznawczej.
5150:  KMM - Oczywiście, że były.
5151:  KMM - Były analizy Mario nawet.
5153:  KMM - Mario, dobrze mówię, to są lata 80., 90. mniej więcej, czyli to jest 40 lat temu.
5159:  KMM - Była analiza Mario jako swoją drogą kapitalistyczna, marksistowska, kolonialna jako robotnika, który przyjeżdża do Stanów Zjednoczonych i jest wyzyskiwany.
5170:  KMM - Jedne z pierwszych traktatów w ogóle groznawczych, czyli Roger Caillois, Homo Ludens jest starożytny już pod tym względem, a aplikuje się do groznawstwa w pełni.
5180:  KMM - Nie jest przyswajany, zwłaszcza, że akurat gry wideo to jest tylko
5184:  KMM - Nowsza odsłona gier, które były wcześniej realizowane, czyli LARPów i RPGów, domeny fantastyki i też się o nich pisało od lat i nie wmówisz mi, że 50 lat to jest za mało, żeby pewne idee trafiły do mainstreamu.
5198:  KMM - One trafiły do mainstreamu, tylko nie w Polsce.
5201:  KMM - I tu jest główny problem, to znaczy my się cały czas borykamy z tym i trzeba o tym otwarcie mówić, bo to nie do końca jest nasza wina, że w pierwszej kolejności wyrżnięto nam inteligencję w Sonderaktion Krakau i później w trakcie II wojny światowej.
5215:  KMM - Potem mieliśmy problem z wtórną rusyfikacją i z rzucaniem jarzma komunizmu.
5222:  KMM - w jego zwyrodniałej postaci uzupełnię i później mieliśmy to nadrabianie czasu, tylko że nadrabianie czasu u nas i nadrabianie tego straconego czasu brało się, no właśnie, bardzo konweniuje z tym, w jaki sposób my podchodzimy do kanonu, to znaczy padaliśmy na klęczki przed tym, co było z zachodu i co wydawało nam się prestiżowe i nowoczesne, ale fantastyka została pominięta przez to i nie jestem do końca pewien z jakiego powodu, bo rozwijała się ona dobrze właśnie jako ten język pewnej politycznej kontry,
5250:  KMM - względem właśnie reżimu sowieckiego, znaczy w tym przypadku radzieckiego już.
5256:  KMM - No i możemy właśnie szukać przyczyn politycznych ewentualnie, to znaczy pokazywać, że ta fantastyka w Polsce była wtedy bardzo taka
5264:  KMM - nazwijmy to liberalno-prawicowa i stroniła absolutnie od wszystkich wątków lewicowo-równościowych, które się pojawiały na Zachodzie i później wydawało nam się, że taka pozostała, ale oczywiście taka nie pozostała, bo pojawił się Andrzej Sapkowski, ale ta literatura nie podobała się,
5285:  KMM - politycznie pod wieloma względami.
5286:  KMM - Dzisiaj jak Olga Tokarczuk krytykuje fantastykę, to on robi to właśnie en bloc.
5291:  KMM - Zresztą Kasia Babis, posługując się dokładnie tymi samymi argumentami, konstruowała cykl Dziady polskiej fantastyki.
5296:  KMM - Jest taki stereotypowy obraz fantastyki, która jest ta właśnie prawacka, narodowa i zła.
5303:  KMM - I on powstał z bardzo prostego powodu.
5307:  KMM - I jak zobaczymy na literaturę, która dzisiaj jest w tym
5311:  KMM - Nie lubię używać tego określenia, ale w głównym nurcie to na pewno taka nie jest, to znaczy to nie jest literatura, która jest narodowa, nacjonalistyczna i tak dalej.
5318:  KMM - Dlatego możemy dzisiaj zobaczyć sobie doniesienia na Twitterze, jak małopolska kurator oświaty wydyma wargi nad współczesną adaptacją dziadów, mówiąc, że to jest hańba.
5329:  KMM - Z pewną fascynacją dla mnie jest to, że mamy takie połączenie z jednej strony literatury, która jest narodowa i patriotyczna z interpretacjami, które są lewicowo-liberalne.
5341:  KMM - To jest niezwykłe absolutnie i powinno być zachowane w skansenie do badań naukowych,
5346:  KMM - Pokazuje, jak bardzo problematyczne jest przeszczepianie tego, co się dzieje na Zachodzie, na to, co się dzieje tutaj.
5352:  KMM - Więc krótko mówiąc, domykając ten wątek, nie, to nie jest kwestia tego, że te idee powstały niedawno.
5356:  KMM - Strukturalizm w fazie wysokiej w Polsce kulminował w latach 80.
5360:  KMM - XX wieku.
5361:  KMM - 40 lat to jest wystarczająco dużo, żeby była zmiana pokoleniowa w szkołach, tylko że ta zmiana pokoleniowa zaszła i nic się nie zmieniło,
5368:  KMM - ponieważ wygodniej jest wykorzystywać metody strukturalne do analizy tekstu, ponieważ one polegają na tym, że mamy czytelne opozycje, mamy czytelne punkty, typologię, charakterystyki postaci, plan wydarzeń w punkcikach, schematy fabularne, z czego łatwo odpytać na maturze.
5386:  KMM - Z interpretacji kolonialnej Mario
5392:  TLM - Dobrze Cię usłyszałem.
5394:  TLM - Czy mógłbyś powtórzyć, co powiedziałeś o importowaniu tych schematów z Zachodu, z Ameryki?
5400:  TLM - Bo coś tutaj przed chwilą i mi, no nie zapamiętałem tego, ale powiedziałeś, że to niedobrze, że jest takie sztuczne to importowanie, czy źle Cię zrozumiałem?
5411:  KMM - Nie, mówiłem o schematach fabularnych, które się pojawiają w strukturalizmie, który jest podstawą tego, w jaki sposób naucza się języka polskiego w szkołach.
5418:  KMM - To jest ten schemat jeden, który mi bardzo przeszkadza.
5421:  KMM - I on właśnie w Polsce króluje i cementuje coraz bardziej ten kanon.
5427:  KMM - I właśnie ja się boję tego, że to, co ty byś chciał i co promujesz na kanale,
5431:  KMM - to znaczy to podejście takie żywe, interpretacyjne do klasyki, to jest absolutna utopia w realiach polskich, bo ostatnie osoby, które pamiętam, tak podchodziły do literatury, a ja miałem styczność z polonistami, z profesorami, z doktorami, z doktorantami i z kilkuset osobami na roku, myśmy mieli trzystuosobowy rok, więc jeszcze przemnożyć to przez wszystkie roczniki polonistyki,
5453:  KMM - Ja tam nie widziałem ludzi, którzy pałali miłością do klasyki.
5456:  KMM - Ostatnie osoby, które pały miłością do klasyki to byli moi właśnie rodzice, którzy mają całego Zolle, całego Dickensa w domu i przez to też to wszystko czytałem, całego Mana.
5464:  KMM - To jest ostatnie miejsce, gdzie ja się zetknąłem z taką właśnie czystą miłością do klasyki.
5470:  KMM - U literaturoznawców tego nie ma.
5472:  KMM - Tam jest podejście na takiej zasadzie, że to jest proste i na tym łatwo jest wyłożyć teorię.
5476:  KMM - Moja własna promotor powiedziała mi weź dom dzienny, dom nocny to karczuk na zajęcia z antropologii kultury, bo na tym się łatwo to wykłada.
5486:  KMM - Nie dlatego, że to jest wybitne, piękne.
5489:  KMM - To jest więc, przykro mi, sorry to break it to you, ale literaturoznawcy są strasznie zacofani i cyniczni pod wieloma względami, polscy.
5498:  KMM - Więc dlatego usilnie apeluję, żeby patrzeć na to, co robi humanistyka zachodnia, bo wydaje mi się, że to może być
5504:  KMM - zbawienne dla wszystkich stron, wiesz, to znaczy zarówno dla tej, która dba o to, żeby pewne wartości literackie były transmitowane, jak i tej drugiej progresywistycznej, którą Nolens Wollens reprezentuje, która mówi o tym, tak, ale możecie je znaleźć też, nie wiem, w anime Ergo Proxi, w której mamy postaci nazywające się Kristeva i Drez, no i trzeba to umieć odczytać i która rozpoczyna się od aluzji do poematu Michała Anioła.
5530:  KMM - Miałem całe seminarium licencjackie na temat jednego odcinka Ergo Proxy.
5534:  TLM - Oczywiście tutaj nie będę w stanie się odnieść do tych realiów literaturoznawczych, gdyż to są kompletnie nie moje środowiska.
5542:  TLM - Natomiast to, co mnie martwi być może w tym meritum twojej wypowiedzi, to to, że
5549:  TLM - Właśnie krytykujesz ten konserwatywny konsensus znajdujący się być może w tworzeniu tych kanonów itd.
5560:  TLM - I w tym, o czym się mówi w polskim literaturoznawstwie,
5565:  TLM - Natomiast jakby zamiast tego proponujesz, żeby do szkół weszły utwory, które są właściwie, no dobra, nie powiem amerykańską propagandą, ale na pewno są bardzo, bardzo nacechowane konsumpcjonistycznie pod takim względem, że są to produkty stworzone, ażeby sprzedawać więcej produktów.
5587:  TLM - Proponujesz filmy Disneya i okej, jeszcze te klasyczne filmy Disneya
5591:  TLM - Pocahontas, pamiętam, mówiłeś w wywiadzie i tak dalej.
5594:  TLM - W nich jeszcze jest jakaś artystyczna wizja, natomiast we współczesnych Netflixowych programach, w grach wideo, w wielu grach wideo, nie mówię, żeby wszystkich, natomiast są to bardzo wyraźnie produkty stworzone do sprzedaży merchandise.
5610:  TLM - Więc jakby kiedy przekazujemy te dzieła kultury młodym ludziom i mówimy, że są warte, nawet nie, że są wybitne, ale że są warte dawania im uwagi, przykładania im jakiejś wagi i warte analizy.
5626:  TLM - Oczywiście można sobie popkulturę analizować, tak jak to robi, nie wiem, Żiżek i to jest bardzo, bardzo ciekawe.
5632:  TLM - Czy na tym powinniśmy kształcić młode umysły, kiedy to jest faktycznie konsumpcjonistyczna pawka, stworzona po prostu na linii produkcyjnej?
5643:  TLM - To mnie najbardziej martwi tutaj.
5645:  KMM - Mówisz językiem Dwighta McDonalda z lat 80.
5647:  KMM - XX wieku, który mówił, że kultura masowa to jest guma do rzucia.
5652:  KMM - Antoine Compagnon, francuski historyk literatury, powiedział, że prowadza go do absolutnego szału to, że jak wchodzi do księgarni, to ma dział literature i dział fiction.
5661:  KMM - I że to jest sztuczny podział i absolutnie nie powinien być stosowany.
5665:  KMM - I to powiedział w latach 90.
5667:  KMM - Ja nie mówię oczywiście, że wiesz, jeżeli ktoś stwierdził, że w latach 90. jest coś przestarzałe, to 30 lat później dalej powinniśmy uważać, że to jest nowatorskie.
5675:  KMM - Nie.
5676:  KMM - Myślę, że to po prostu trzeba rzeczywiście tego efektu kuli śnieżnej, żeby te idee się przedostały, ale zwracam uwagę, że ta dyskusja, którą mamy teraz, miała miejsce 40 lat temu i została rozstrzygnięta na korzyść myślenia progresywistycznego.
5689:  KMM - Natomiast nieprzypadkowo mówiłem właśnie o Pocahontas chociażby.
5693:  KMM - To trochę niesprawiedliwie z twojej strony przytaczać, że promuje Disneya.
5699:  KMM - skoro ja promuję konkretny utwór Disneya i podałem go celowo, to znaczy nie uważam, żeby współczesne, najnowsze, akurat trzy produkcje, które były ostatnio disneyowskie, były tak wartościowe, jak te, które były wcześniej, ale też nie powiem, że muszę się akurat cofnąć aż do Dumbo i do, nie wiem, Rogasia z Doliny Roztoki, żeby dostrzec jakieś pozytywne rzeczy, tak, i jeszcze wcześniej do Andersena.
5724:  KMM - Nie, to są baśnie, które sobie opowiadamy, ale też musimy mieć to na względzie, że to są baśnie, więc dlatego jeżeli mówimy o filmach Disneya, to raczej klasy 1-3, tak?
5735:  KMM - Ale tak, uważam, że filmy Disneya są bardziej przystępne, a historyczne już będą mniej, zwróćmy na to uwagę, dla klas 1-3 niż baśnie braci Grimm, zwłaszcza te w wersji ocenzurowanej.
5747:  KMM - Nie wiem, z jakiego powodu w szkole się czyta ocenzurowanego na przykład Sinbada Żeglarza w opracowaniu Leśmiana.
5755:  KMM - Dlaczego się czyta zafałszowaną legendę Tristana i Isoldy, czyli nie wedle wersji, które zostały spisane w średniowieczu, tylko w opracowaniach współczesnych.
5766:  KMM - Nie widzę żadnego powodu.
5767:  KMM - Cała ta wartość literacka, o której wtedy mówisz, idzie w gwizdek.
5770:  KMM - Albo mitologia.
5770:  KMM - Albo mitologia Parandowskiego.
5772:  KMM - Bardzo grubo ocenzurowana, no.
5774:  KMM - Oczywiście, ale i co więcej jest też zafałszowana przez Parandowskiego mocno i co więcej jest utopiona w tym okropnym sosie romantycznym.
5782:  KMM - To znaczy naprawdę muszę czytać Mickiewicza, jak czytam o Herkulesie, to jest trochę bez sensu.
5788:  KMM - I tym mniej, nazwijmy to spostrzegawczym uczniom, może to wprowadzać konfuzję do głów i trochę niepotrzebnie, bo dla nich to już jest tak samo starożytne.
5798:  KMM - No niestety, więc trzeba dobrego nauczyciela, żeby nad tym pracować.
5802:  KMM - Więc ja już wolę, żeby poznawał ktoś oryginalne dzieło i nie zastanawiał się nad tym, czy to jest kultura popularna, czy kultura wysoka, tylko po prostu część naszej kultury, część naszego cywilizacyjnego dorobku i okej, możemy, jak już porzucimy wreszcie tę opozycję, to wtedy możemy zająć się rozstrzyganiem tego, co jest wartościowe, co jest mniej wartościowe, co jest...
5820:  KMM - reprezentatywne dla jakiegoś istotnego elementu społecznego, o którym chcemy pogadać, nie ma problemu, ale nikt mi nie wmówi, że polski romantyzm jest reprezentatywny.
5831:  KMM - No nie, to znaczy jest pewną ironią, że dzisiaj jest krytykowany minister nauki Przemysław Czarnek, czy krytykowana jest kurator oświaty Małopolska,
5842:  KMM - Oni mówią to, czego ich nauczyła szkoła.
5844:  KMM - Nie mówią nic więcej.
5846:  KMM - Oni mówią dokładnie to, co mówi polski romantyzm, tylko że oczywiście jest to przetworzone na trochę współczesną modłę i spłycone, ale nie oszukujmy się, każdy, kto kończy szkołę, to spłyca trochę treści, które z niej zapamiętuje.
5858:  KMM - Więc trochę nie dziwmy się, że jeżeli mamy literaturę, która mówi, że Polska jest winkezidem narodów, otoczona jest ze wszystkich stron przez ludzi, którzy na nią dybią, że potem tworzymy pokolenia, które albo idą w bardzo konkretną radykalną prawicę, albo odrzucają to w czambu i idą w radykalną lewicę.
5876:  KMM - Sami sobie tworzymy ten konflikt polityczny, który mamy i jest to dokładnie ta sama sytuacja, co w wypadku kalasyki kontra bezrefleksyjny odbiór kultury.
5886:  KMM - To znaczy albo szkoła uczy bezwzględnej afirmacji, albo wywołuje bezwzględną kontestację i wtedy ludzie idą w kulturę alternatywną i pałają taką niechęcią do klasyki.
5899:  KMM - I oczywiście, dodam za przecinkiem, jest właśnie niedźwiedzią przysługą, jaką wyrządzają literaturoznawcy, klasyce literatury,
5909:  KMM - właśnie takie czołobitne, i to o tym mówił Gombrowicz, i o tym mówił Bojżeleński, śmiejąc się z wystawiania spiżowych pomników.
5916:  KMM - Więc niedźwiedzią przysługę wyrządzamy kulturze wartościowej, ponieważ zostanie ona porzucona w czambu.
5922:  KMM - Jeżeli cały czas się człowieka karmi czymś, czego nie chce, to wtedy mamy taką tendencję do generalizacji.
5929:  KMM - Więc ja zawsze będę podkreślał, że jeżeli chcemy, żeby ludzie doceniali rzeczy wartościowe, dajmy im na to szansę.
5935:  KMM - Niech sami dojdą do takiego wniosku, bo tak jest, jak się czymś interesujemy, że obejrzymy sobie na przykład odcinek, tak miałem z własnego doświadczenia, mogę powiedzieć, ja się nie znam w ogóle na sztuce filmowej, obejrzałem sobie odcinek sukcesji, zainteresowało mnie to, jak jest prowadzona ta narracja i zacząłem sobie oglądać analizy specjalistów od tego na YouTubie,
5955:  KMM - Między innymi Nerdwriter czy Wisecrack.
5959:  KMM - I nagle zobaczyłem kolejną warstwę.
5961:  KMM - Zainteresowałem się tym jeszcze bardziej.
5962:  KMM - Zacząłem o tym czytać, po czym zainteresowałem się tym jeszcze bardziej i tak to szło.
5967:  KMM - Jeżeli się przyjrzymy temu procesowi, to jest dokładnie ten, który występuje w fandomie.
5971:  KMM - Ktoś się zainteresuje potterem, spodoba mu się, ogląda film, spodoba mu się, gra w grę wideo, spodoba mu się, czyta więcej na temat tego, chce więcej i więcej i więcej.
5981:  KMM - I możesz jasne powiedzieć, że to jest konsumpcjonizm, ale ja powiem co innego.
5985:  KMM - To jest ciekawość.
5987:  KMM - To, przeciwko czemu musimy się opowiadać, absolutnie, to jest właśnie zredukowanie tego do konsumowania tylko i wyłącznie kolejnych dzieł bezrefleksyjnego, bo konsumpcjonizm charakteryzuje się brakiem refleksji.
6001:  KMM - Slow food, żeby trzymać się metaforyki kulinarnej, zachęca nas do zastanawiania się nad tym, co jemy, jedzenia odpowiedzialnego, celebrowania posiłku, a fast food wręcz przeciwnie, zaspokojenie głodu i lecimy dalej.
6015:  KMM - I oczywiście też pamiętajmy, że to ma też wymiar klasowy.
6018:  KMM - Na slow food stać niektórych, na fast food stać wszystkich.
6021:  KMM - I tak samo jest oczywiście z kulturą, która jest konsumowana i tą, która nie jest.
6026:  KMM - I tak oczywiście można przywoływać, tak jak na początku to zrobiłeś, przykłady antykwariatów, w których wyhaczymy książkę za 5 złotych.
6032:  KMM - Oczywiście, że tak.
6033:  KMM - Tylko, że ten antykwariat trzeba wpierw znaleźć.
6035:  KMM - Jest on bardzo niedostępny.
6037:  KMM - Mało jest antykwariatów cyfrowych.
6039:  KMM - Jeżeli są jakieś cyfrowe, to najczęściej się o tym nie mówi.
6041:  KMM - Szkoda, może warto byłoby o tym mówić częściej.
6044:  KMM - Tu się absolutnie zgadzam, ale ta dostępność na jedno kliknięcie, no sorry, będzie zawsze YouTube'a, Netflixa, serwisów pirackich, streamingowych.
6053:  KMM - Chcemy, żeby ludzie więcej czytali?
6054:  KMM - Przestańmy się tak strasznie przejmować tym, że są piracone książki.
6058:  KMM - A może zacznijmy wreszcie to mierzyć, bo może się okaże, że ludzie wczoraj nie czytają tak mało, jak nam się wydaje.
6063:  TLM - No, nie traktowałbym oczywiście też tutaj czytelnictwa być może jako absolutnej wartości, to może był jeden z punktów polemiki wcześniej, które jakoś pominęliśmy, ale według mnie jest jakby to przekazać jakoś.
6082:  TLM - Łagodnie.
6082:  TLM - Według mnie lepiej jest, jeśli się nie czyta klasyków, jeśli nie czyta się tej literatury, którą nie powiem, że tylko ja uważam za wartościową, ale jest szeroko uznawana za wartościową, no to według mnie można
6097:  TLM - Nie traci się wiele, jeśli się nie czyta w ogóle, dlatego że jeśli traktuje się książki jako medium rozrywki i wyłącznie jako medium przyjemności, chyba że ma się jakieś szczególne zamiłowanie do czytelnictwa, to równą albo większą wartość, taką utylitarnie wartościową wyciągnie się z gier wideo, które są dużo bardziej skoncentrowane, jeśli chodzi o stymulanty audiowizualne i dużo więcej się dzieje i zajmuje nas to na wiele więcej godzin, jesteśmy bardziej zaangażowani itd.
6127:  TLM - Więc i jakby dzieci, młodzi ludzie sami będą dochodzić do tych mediów, które im się podobają.
6136:  TLM - Według mnie, no i to też nie jest tak, że, to obawiam się czegoś takiego, że jeśli książka, że jeśli, przepraszam, szkoła by promowała, no nie, okej, wiem, że tego słowa wcześniej miałeś obiekcję, natomiast
6150:  TLM - przedstawiała dzieciom te gry wideo i niejako popychała do uznania ich za równowartościowe z tymi klasykami literatury, no to tworzymy sztuczne zrównanie.
6166:  TLM - Porównujemy jabłka do gruszek, bo z jednej strony mamy szereg po prostu tych mediów, które są explicitest tworzone do
6175:  TLM - no albo właśnie w tych konsumpcjonistycznych celach, o których wspomniałem, sprzedawania produktów, albo żeby zająć po prostu czyjąś uwagę, czyjąś ulotną uwagę na wiele godzin i porównujemy to z książkami, które mają kompletnie inny cel, inny zamiar, inny zamysł i no właśnie, możemy pogorszyć niejako ten stan, który dotyczy młodych ludzi, że mają
6200:  TLM - problemy z utrzymaniem uwagi, mają problemy z cierpliwym przyjrzeniem się danemu dziełu kultury i włożeniem pracy w otrzymanie jakiegoś zwrotu przyjemności, intelektualnej przyjemności.
6215:  TLM - Myślę, że wymagające dzieła kultury i przede wszystkim trudna literatura, trudne książki, trudne lektury
6222:  TLM - uczą właśnie czegoś takiego, że jeśli chcemy włożyć ten wysiłek, w angażowanie się z tym dziełem kultury, otrzymamy adekwatny zwrot.
6231:  TLM - Zresztą jeśli nie chcemy się z nim angażować, no to są dla nas bzdury, to są dla nas nudy, dinozaury i tak dalej.
6237:  TLM - I to jest, myślę, wartościowa lekcja.
6239:  TLM - I tak jak mówiłem, nie dla każdego jest czytanie.
6241:  TLM - Jeśli komuś zbrzydło czytanie po szkole, tam po liceum, no to nie jest jakaś wielka tragedia, jeśli do klasyków nigdy nie wróci.
6251:  TLM - No bo nigdy nie było chyba tak, że każdy był tym erudytą.
6256:  TLM - Ty mówisz, że to było zarezerwowane dla jakichś klasowych elit.
6261:  KMM - Ja tak nie uważam, ale... Ale to nie jest kwestia uważania, to jest kwestia faktów historycznych.
6268:  KMM - Nie możesz uważać, że książka nie kosztowała kiedyś więcej niż krowa, bo tyle kosztowała.
6273:  KMM - Jak Lorenz Stern zrobił 800 egzemplarzy Życia i Myśli Jaśnie Wielmożnego Tristana Szandiego w drugiej połowie XVIII wieku, to stać było na to ludzi, którzy byli niesamowicie majątni.
6286:  KMM - Są artykuły na ten temat wyliczające cenę książki, biorąc pod uwagę inflację.
6290:  KMM - Biblioteki nieprzypadkowo były umieszczane później żydowskich kupców,
6297:  KMM - arystokracji, drobnego mieszczania stanu.
6301:  KMM - Tutaj wywołujesz we mnie konfuzję, bo to jest troszeczkę tak, jakby kwestionować teorie naukowe różne.
6308:  KMM - Można poczytać na ten temat analizy, to nie jest coś, co ja sobie wymyśliłem.
6311:  KMM - Generalnie...
6313:  KMM - Ja na vlogu nie mówię rzeczy, które sobie wymyślam, jeżeli to są dane sprawdzone i zawsze są cytaty.
6317:  KMM - Do tego akurat danej dotyczącej ceny książki jest cytat.
6320:  TLM - Dobrze, ale to jest wąski wycinek historii, kiedy tak było, tak jak powiedzieliśmy.
6325:  KMM - Nie, to nie jest wąski wycinek historii, jak to jest do XIV wieku.
6329:  TLM - To jest od zaczęcia wchodzenia w literaturę, wchodzenia w piśmiennictwo osób spoza Kleru, aż do czasu, kiedy książka staniała na tyle, że stała się powszechna i kiedy zaczęły się takie zjawiska jak chociażby zubożała inteligencja.
6346:  KMM - 16, 17, 18 wiek to nie jest literatura, która jest wyłącznie zarezerowana dla Kleru.
6351:  TLM - Nie, mówię o wielu latach wcześniejszych średniowieczeń.
6356:  KMM - Dobrze, ale między średniowieczem a XIX wiekiem jest cała historia literatury i osobliwie większość tych dzieł, które uważasz za kanon.
6362:  TLM - No, wynalezienie prasy, załóżmy, początek XVI wieku i potem stopniowa popularyzacja druku.
6370:  TLM - Na początku też w klasztorach poświęcała się przeważnie tematyce pierwsza, prawda, Biblia Gutenberga i potem wiele dzieł wydanych zostało pierwszych w tematyce religijnej.
6382:  TLM - I dopiero potem zaczęło się zainteresowanie literacją ze strony, powiedzmy,
6387:  TLM - wielmorzów, arystokratów.
6389:  KMM - No tak, potem, czyli w XVII wieku, w XVIII wieku i w XIX wieku, to jest 300 lat, to nie jest mało.
6396:  TLM - W XIX wieku już książka nie kosztowała tyle, co krowa.
6401:  KMM - Nie, ale nie kosztowała tyle, co kawa.
6404:  KMM - Bo kawa kosztowała znacznie więcej wtedy.
6407:  KMM - Nigdy nie kosztowała tyle, co kawa.
6410:  KMM - Ależ oczywiście, że tak.
6411:  KMM - W czasach PRL-u, to jest rzecz, o której się bardzo często zapomina, książki kosztowały tyle, co nic.
6418:  KMM - I to był ten moment, w którym się upowszechniało bardzo czytelnictwo właśnie dlatego, żeby było najbardziej dostępne.
6423:  KMM - I ten mit nawiasem mówiąc i ten kult klasyki polega na tym, i to jest nic dziwnego, że w Polsce czytelnik i Państwowy Instytut Wydawniczy wydawały właśnie klasykę, ponieważ nie trzeba było wykupywać do niej prawa autorskich, to jest naprawdę aż tak proste.
6437:  KMM - I w naszych domowych biblioteczkach kupowały się właśnie te rzeczy klasyczne i wydaje nam się, że tak, że to jest dlatego, że one były wybitne, a nie dlatego, że wydawały je czytelniki PiW.
6446:  KMM - Nawiasem mówiąc, dzięki temu właśnie możesz w antykwariatach do dzisiaj złowić takie rzeczy za pięć, dziesięć złotych.
6452:  KMM - Wtedy było to wydawane masowo, głównie z uwagi na to, że nie trzeba było wykupywać praw autorskich drogich
6457:  KMM - Bardzo dobrze, że w ten sposób się to upowszechniło, ale nie można tego traktować jako synonimiczne wobec pewnych faktów historycznych, bo na świecie coś takiego nie istnieje.
6466:  KMM - Na przykład u nas popularność chociażby Uliama Goldinga u nas czy Forsyta i tak dalej jest pewnym fenomenem.
6473:  KMM - Na zachodzie czegoś takiego nie było i to wszystko wynika z pewnych decyzji wydawniczych, które zostały przyjęte.
6478:  KMM - Natomiast w XIX wieku
6480:  KMM - Biblioteki były przynależne ludziom, którzy reprezentowali tworzącą się klasę wtedy petite bourgeoise, mieszczaństwo.
6488:  KMM - Chłopstwo nie miało dostępu do bibliotek.
6491:  KMM - Nie wiem jak czytałeś na przykład, nie wiem, Orzeszkową czy Noce i Dnie i tak dalej.
6496:  KMM - One opisują między innymi też w ten czas i chłopstwo tam nie ma dostępu do literatury.
6501:  KMM - a chłopca w Polsce było 50-60% w tamtym czasie.
6505:  TLM - Tak, ale równocześnie wiele autorów, tutaj mówię przeważnie o tej światowej literaturze, którą znam lepiej, nie o polskiej, natomiast XIX wiek to już mamy bardzo dużo autorów, którzy są albo ubodzy w trakcie trwania ich życia, albo mają krótki okres jakiejś świetności i potem umierają w ubóstwie.
