Debata online: Średnia ważona — czy na jej podstawie można i należy ustalać oceny klasyfikacyjne?
🔗 https://www.youtube.com/watch?v=X-YBvc93g2s
GO (Gabriela Olszowska)
AKJ (Agnieszka Krokos-Janczyło)
KMM (Krzysztof M. Maj)
DS (Daniel Sjargi, Stowarzyszenie Umarłych Statutów)
JS (Jolanta Skrzypczyńska)

202:  S03 - Bardzo proszę.
6332:  GO - Jeżeli uczeń miał 1, 1, 4, 4, to jest mój typowy ze szkoleń przykład, a potem miał 4 albo inaczej, a drugi miał 4, 4, 1, 1, to zapewniam Państwu, że jest to zupełnie inny proces.
6349:  GO - Średnia jest ta sama.
6353:  GO - Bardzo często nauczyciele się pytają, ale to zależy z czego, bo my wracamy do tego pytania Panie Danielu, czy średnia ważona, zależy z czego, z jakich form, nie z jakich form, tylko z jakich wymagań.
6366:  GO - Nie z jakich form, a z jakich wymagań.
6369:  GO - Może się oczywiście okazać, że te dwie pierwsze jedynki to były z bardzo ważnych wymagań.
6376:  GO - Różnie się może.
6376:  GO - Dlatego ocenianie jest rozpoznawaniem.
6379:  GO - Co to jest rozpoznawanie?
6380:  GO - Tutaj się posłużę słownikiem.
6383:  GO - To jest zastanowienie się.
6385:  GO - To jest analiza.
6386:  GO - To jest refleksja.
6387:  GO - To jest przemyślenie.
6390:  GO - słów znalazłam, synonimów tego rozpoznawania, zresztą jest to kalka językowa z angielskiego.
6397:  GO - Masz się zastanowić, jakie porcje wiedzy i umiejętności w stosunku do wymagania to jest.
6407:  GO - A jaką skalę zastosujesz, to oczywiście w jaki sposób wyrazisz tę ocenę, czy będzie słowna,
6413:  GO - czy będzie opisowa, bo opisowa słowna to niekoniecznie to samo, czy ikoniczna skala, czy procentowa.
6421:  GO - To jest kwestia właśnie statutu, bo to reguluje statut, z wyjątkiem tego, że ocena roczna musi być wyrażona od klasy czwartej w skali 1-6.
6435:  DS - Bardzo proszę teraz o odpowiedź Panią Kurantę-Wiolantę Skrzypczyńską, a potem doktora Maja.
6441:  JS - W kwestii tej właśnie, czy jak mamy według średniej ważonej wyższą ocenę możemy wystawić, że niższej nie.
6451:  JS - Tam chyba była taka propozycja, że ta szkoła tak to rozwiązała.
6454:  JS - To moja szkoła akurat ma taki punkt w statucie, gdzie można obniżyć ocenę i to trochę
6466:  JS - sprawdzenia tego ucznia się czy przez nauczyciela wszystkich form czy umiejętności i wiedzy, którą miał, ponieważ nie uczęszczał do szkoły i czy wystawić ocenę czy nie.
6478:  JS - Ze średniej ważonej wychodzi 5, jeżeli to są oczywiście tego samego rodzaju oceny, no a nie był na przykład na 3 czy 4 klasówkach.
6488:  JS - Tak się zdarza.
6489:  JS - Ja osobiście nie wymagam od uczniów zaliczania, ponieważ kiedy ja chodziłam do szkoły, to niczego się nie zaliczało, po prostu stawiano mi oceny i jak chciałam się dać uczyć, to musiałam po prostu nadrabiać sobie zaległość i umieć to.
6503:  JS - Ja wiem, że się te czasy zmienili, teraz trochę przeszliśmy na formę studia, mi to przypomina, że coś muszę zaliczyć.
6511:  JS - Jeżeli uczeń nie zaliczył tych form,
6520:  JS - to akceptują.
6523:  JS - Może akceptują, bo jest jakiś rodzaj sprawiedliwości, której jakby nie ma.
6528:  JS - Mówimy, że o tej sprawiedliwości trudno ją osiągnąć.
6532:  JS - Że jeżeli ktoś nie chodził, no to przynajmniej nie ma tej piątki, a ma ocenę czwórkę czy trójkę, czy jaką tam postanowił postawić nauczyciel.
6540:  JS - Natomiast wyższą ocenę, niż wychodzi ze średniej, sama osobiście bardzo często stawiałam.
6546:  JS - Jeżeli z ocen mi nie chodziło, że ten uczeń osiągnął wszystkie umiejętności, które chciałam, żeby w danym półroczu osiągnął, to po prostu taką ocenę wyższą stawiałam.
6557:  JS - I też wiem, że niektórzy moi nauczyciele to stosują.
6561:  JS - Dziękuję.
6561:  S05 - I bardzo proszę, doktor Krzysztof.
6571:  KMM - Ja tylko krótko, bo to już widzę, że się zbliżamy do końca, więc chciałem powiedzieć, że z perspektywy tej części systemu, do której trafiać ma podobno większość maturzystów, bo w Polsce w tym momencie blisko 60% młodych ludzi w ogóle wybiera się na studia, co jest zdecydowanie za dużo, ale to już zostawmy na inną dyskusję.
6591:  KMM - Przeszkodą jest myślenie w kategoriach zbieracko-łowieckich, to znaczy zbierania kolejnych ocen.
6596:  KMM - Im więcej ich jest, tym gorzej, więc wydaje mi się, że to kompromisowe rozwiązanie, które padło na czacie, trochę przypomina sytuację, w której z jednej strony mamy do czynienia z radykalną prawicą, która chce palić ludzi, a z drugiej strony są ludzie, którzy mówią, że wypadałoby ludzi nie palić i wchodzi ktoś pomiędzy nich i mówi znajdźmy kompromis.
6616:  KMM - Trochę nie ma kompromisu w niektórych sytuacjach.
6618:  KMM - Nie widzę kompromisu między sytuacją, w której sam proces zbierania ocen jest szkodliwy, ponieważ myli się środek do osiągnięcia celu z celem samym w sobie.
6629:  KMM - I reperkusję tego systemu widać, mili Państwo słuchający i wszyscy uczestnicy debaty, nawet w grach komputerowych.
6636:  KMM - Ludzie potrafią grać w gry tylko po to, żeby łowić kolejne punkciki.
6640:  KMM - łowić kolejne kuleczki.
6642:  KMM - To jest proste aktywowanie naszego ośrodka dopaminowego.
6646:  KMM - Jeżeli mówimy w takim kontekście, w kasynach, czy w innych okolicznościach o ludziach uzależniających się od zbieractwa, które jest, podkreślę, puste i do niczego nie służy, to powinniśmy się poważnie zastanowić nad tym, czy nie stymulujemy tego samego ośrodka nagrody i być może z tym też związane jest to, że ludzie tak bardzo mocno
6667:  KMM - przeżywają te niskie oceny, zamiast żeby traktować je, tak jak wcześniej powiedziałem, jako środek do osiągnięcia celu.
6674:  DS - Dziękuję serdecznie.
6675:  DS - Będziemy już skończyli naszą dzisiejszą debatę i dyskusję.
6679:  DS - Bardzo się cieszę z przyjęcia zaproszenia przez Państwa wszystkich naszych dzisiejszych gości.
6685:  DS - Zachęcam do tego, żeby obserwować profile Stowarzyszenia Umarłych Statutów, ponieważ mam taką nadzieję, że będziemy takie inicjatywy ponawiali.
6693:  DS - w tym celu, żeby móc zapoznawać się z wielością różnych poglądów i móc też wyrobić sobie zdanie w tematach edukacyjnych.
6701:  DS - Teraz bardzo proszę wszystkich uczestników o krótką minutową wypowiedź na podsumowanie dzisiejszej debaty, zaczynając od pani Agnieszki Krokowski-Jemczyło.
6715:  AKJ - Jakbyśmy nie patrzyli na szkołę, mówiąc tak kolokwialnie, najważniejszy jest i tak czynnik ludzki.
6724:  AKJ - dlatego że to w szkole pracują nauczyciele,
6727:  AKJ - Są to ludzie, którzy czują, którzy są empatyczni, którzy są wykształceni, którzy pracują na co dzień z dziećmi.
6733:  AKJ - Nie poruszyliśmy tu jeszcze bardzo ważnej kwestii, jak przy ocenianiu ma się praca z uczniem zdolnym, tak zwanym zdolnym, praca z uczniem, tym, który ma trudności i jeszcze z tym, który ma deficyty.
6744:  AKJ - Wszystkie orzeczenia, opinie, o którymi też jest obarczony nauczyciel i też musi jakoś to wszystko niestety wypośrodkować.
6752:  AKJ - Więc powtórzę, szkoła,
6755:  AKJ - Jest to miejsce, w którym dziecko powinno czuć się bezpiecznie.
6757:  AKJ - Bardzo dziękuję też za to zagrożenie, bo faktycznie brzmi strasznie.
6761:  AKJ - A w XXI wieku szkoła przede wszystkim, idąc z postępem, powinna być miejscem bardzo przyjaznym uczniowi.
6768:  AKJ - Więc też ja by tu się oczywiście do tego przychylam.
6772:  AKJ - Natomiast tak jak powtórzyłam na samym początku, pamiętajmy, że szkoła to przede wszystkim ludzie.
6777:  AKJ - I póki będziemy rozmawiać, wymieniać swoje poglądy, sugestie, wchodzić w rozmowę, wymieniać się swoimi doświadczeniami, jest to droga do tego, żeby wypracować może nie coś idealnego, ale lepszego przynajmniej.
6791:  AKJ - Także bardzo dziękuję.
6793:  DS - Dziękuję serdecznie.
6794:  DS - Bardzo proszę o wypowiedź podsumowującą doktora Krzysztofa Maja, a następnie poprzednio po nim Jolanta Sprzycznik.
6805:  KMM - Mam nadzieję, że jestem słyszalny, bo słyszałem jakieś przerwy.
6809:  KMM - Ja powiem na sam koniec tylko jedną rzecz.
6811:  KMM - To będzie mój apel do wszystkich nauczycieli.
6814:  KMM - Coś, co ja robię, eksperymentując czasem na moich biednych studentach, to znaczy jak mijam kogoś, kto mówi, że dostał piątkę, to pytam, a co umiesz?
6824:  KMM - Tyle wystarczy.
6825:  KMM - Popytajcie swoich uczniów, co umieją, jak powiedzą, że dostali piątkę, albo że dostali czwórkę, dostali trójkę.
6830:  KMM - W dziewięciu przypadkach na dziesięć nie będą w stanie udzielić na to odpowiedzi i to jest dzwonek na alarm.
6837:  JS - Ja dziękuję bardzo za zaproszenie.
6839:  JS - Bardzo się cieszę, że mogłam uczestniczyć w tej debacie, ponieważ uważam, że tak jak każda porażka rozwija, tak rozwija każde spotkanie z ludźmi i rozmowy na tematy, które nas nurtują.
6853:  JS - I jeżeli chcemy pójść do przodu, to dyskusje są niezbędne.
6856:  JS - Dziękuję bardzo.
6856:  DS - I bardzo proszę, Pani Gabriela Łosza.
6863:  GO - Ja bardzo dziękuję za myśli, którymi się Państwo podzielili.
6867:  GO - Niektóre ukradłam.
6869:  GO - Asystent Zbieracko-Łowiecki absolutnie zapunktował u mnie, dziękuję Panu.
6874:  GO - Ja jeszcze tylko powiem to, że te świadectwa, te cenzury, gdzie należę do grupy absolutnie przeciwnych osób, świadectwem jestem w tej grupie, która od lat
6888:  GO - Prosi, żeby nie wystawiać żadnych cenzur.
6891:  GO - Myślę o świadectwach.
6892:  GO - Jeszcze trzeba dołożyć rodziców, którzy fotografują się nieraz w internecie i sobie dostarczają.
6899:  GO - Sobie radość dostarczają.
6901:  GO - Ta mama z paseczkiem.
6905:  GO - Nie chcę, żeby się te mamy na mnie gniewały, bo nie chodzi mi o to, żeby...
6910:  GO - panie czy tatusiów czy babcie, dziadzia denerwować czy jakoś upokarzać, ale proszę państwa my właśnie sami wszyscy napędzamy te dzieciaki.
6920:  GO - A one potem uzależnione od tej pochwały, od tej piąteczki czy czegoś tam nie umieją sobie nieraz poradzić ze złamanym paznokciem.
6931:  GO - albo też to, co tu było powiedziane, źle to źle.
6935:  GO - Ja jedną rzecz chcę państwu powiedzieć, że w urzędzie, w którym pracuję, zdarza mi się czasem postawić komuś przecinek, bo jestem magistrem od przecinków.
6945:  GO - I nie robię tego dlatego, żeby upokorzyć naprawdę specjalistę.
6949:  GO - I ci ludzie mnie cały czas przepraszają.
6952:  GO - Ja nie wiem, dlaczego oni mnie przepraszają.
6954:  GO - Że jak pracujemy wspólnie w jednym zespole,
6958:  GO - to wkładam to, co umiem.
6960:  GO - Jestem magistrem od przecinków.
6962:  GO - W związku z tym czasem ołóweczkiem dopiszę.
6966:  GO - Ja wiem, że to jest śmieszne, co powiedziałam.
6968:  GO - Przestańmy wreszcie przepraszać się.
6971:  GO - Przestańmy się nagradzać za cudze rzeczy.
6975:  GO - A ocenianie poprawimy, bo rozmawialiśmy już z państwem kuratorami i jest to coś bardzo nam bliskiego i gorącego.
6985:  GO - Spróbujemy pchnąć nas do XXI wieku.
6989:  GO - Będą to różne drogi, jak państwo to słyszeli, bo tu nikt nie powiedział.
6993:  GO - Dziękuję bardzo, że byłam wśród państwa.
6998:  DS - Dziękuję serdecznie.
6999:  DS - Moimi i państwa gośćmi
7001:  DS - była Pani doktor Gabriela Olszowska pełniąca obowiązki Małopolskiego Kuratora Oświaty, Pani Jolanta Skrzypczyńska pełniąca obowiązki Armińsko-Mazurskiego Kuratora Oświaty, Pani Agnieszka Krokos-Niauczyło, Podlaski Wicekurator Oświaty oraz Pan Krzysztof Maj, youtuber, nauczyciel akademicki i też komentator życia oświatowego.
7024:  DS - W imieniu całego Zespołu Stowarzyszenia Umarłych Etatów dziękuję Państwu, którzy oglądali dzisiaj naszą transmisję i mamy nadzieję,
7047:  S03 - Bardzo dziękujemy.
7047:  S03 - Dobranoc.
7048:  S03 - Dobranoc, dzięki.
