Matura: Krytyczna analiza | Co w zamian? (@KrzysztofMMaj)
🔗 https://www.youtube.com/watch?v=SYSQgtHDJzo
RM (Rafał Masny)
KMM (Krzysztof M. Maj)

0:  RM - Dzień dobry, witam.
4222:  KMM - Mnie to strasznie rozbawiło, ponieważ wszyscy mi tłumaczyli, że o literaturze nie da się mówić w internecie, po czym na live jest 1300 osób, co jest więcej niż mam podczas gry, w gry wideo.
4232:  KMM - I to jest znamienne i dla mnie trochę pokazuje, że mamy deficyt rozmawiania o czymś, co nas faktycznie cieszy w sztuce.
4241:  KMM - Nie w takim trybie egzaminacyjnym, że musisz się wyspowiadać z tego, czy pamiętasz plan wydarzeń.
4247:  KMM - Co też bierze się z tego, że jak ja czytam, ja nie zapamiętuję fabuł i ja zawsze w tym systemie byłem penalizowany za nieprzeczytanie książki, bo ja pamiętam obrazy, pamiętam jakąś scenę, pamiętam wrażenie, emocje, które są z tym związane.
4263:  KMM - I też dobrze zawsze rezonowała ze mną konstrukcja świata, więc to byłem w stanie ładnie przedstawić, ale nigdy nie umiałem wydarzeń, bo dla mnie wydarzenia nie miały aż takiego znaczenia nigdy.
4276:  KMM - To też było bardzo interesujące i wtedy jeszcze nie znałem, jak tak czytałem pojęcia imersji i zanurzenia, a potem się dowiedziałem, że dokładnie tak samo działa nauka języków obcych, dlatego ludzie, którzy pracują na zmywaku przez dwa lata w Irlandii, potrafią się szybciej i więcej nauczyć języka niż przez 12 lat tłuczenia słówek.
4293:  KMM - To jest też ciekawe, więc eksperymenty jak najbardziej działają.
4297:  RM - Super.
4298:  RM - Ekstra.
4298:  RM - Dzięki wielkie.
4299:  RM - Krzysztof Majer, Rafał Masny, program pierwszy polskiego YouTube'a.
4302:  RM - Cześć.
