MOBBING TO SMUTNY STANDARD? *Krzysztof M.Maj*
🔗 https://www.youtube.com/watch?v=ZYhuh4pJjvA
KMM (Krzysztof M. Maj)
MM (Mateusz Macierakowski, BEZ ŻARTÓW)

4:  MM - Bez żartów.
4297:  KMM - I tak się wybroniłem z niej, dobrze, no ale przykro mi do dziś słuchać, że dokładnie ta sama osoba jest odpowiedzialna za mobbing następnych pokoleń studentów, więc może gdybym miał więcej wtedy siły i lepsze zaplecze osobowe, koneksjonalne, więcej znajomości, byłbym w stanie to powstrzymać.
4314:  KMM - i też pomóc sobie wtedy, chociaż nie cieszę się inaczej.
4317:  KMM - Nie cieszyłbym się z tej pracy na UJ, tak jak się cieszę z pracy, którą mam tutaj, więc dobrze się w sumie złożyło.
4323:  KMM - Ale zawsze mam taką świadomość, że każdemu to się może udać.
4327:  KMM - Nie każdy po roku bezrobocia, po zainwestowaniu, mogę śmiało powiedzieć, jakichś ośmiu
4334:  KMM - nawet dziewięciu lat, w porywach dziesięciu, bo ja przez całe studia praktycznie byłem w takim mindsecie, że chcę pracować naukowo, no więc pięć lat studiów zwykłych, pięć lat doktoranckich, dziesięć lat wychodzi z tego.
4347:  KMM - I no nie każdy po takim czasie jest w stanie stwierdzić, że okej, to nie, to ja będę dalej w trzecim kierunku, nie dam się stłamsić, będę naukowcem, tak?
4358:  KMM - Ile osób by powiedziało pieprzyć to wszystko i poszło do korporacji?
4361:  KMM - I miałby rację, nawiasem mówiąc.
4363:  KMM - absolutną, żeby nie było, ale ja stwierdziłem, że no trudno, będę się starał.
4371:  KMM - Pamiętam, to jest autentyczna anegdota, przeżerałem przez rok oszczędności, które nazbierałem ze stypendium, z grantu.
4379:  KMM - O matka.
4379:  KMM - Rok, tego było dużo.
4382:  KMM - I jak miałem ostatnie 150 zł na koncie, już na saldzie debetowym, dostałem informację, że mam pracę.
4391:  KMM - To było szczęście głupiego, to się rzadko zdarza, więc to plateau, które osiągałem, ten płaskowyż, to był właśnie ten mój rok, kiedy nic nie robiłem praktycznie i to zresztą widać we wszystkich wskaźnikach, cytowaniach, publikacjach i tak dalej.
4407:  KMM - To samo jest na YouTube.
4408:  KMM - YouTube robi ten sam błąd.
4409:  KMM - Jak twórca widzi swoje filmy, ma ranking.
4413:  KMM - Od jednego do dziesięciu.
4414:  KMM - Dziesięć twoich najlepiej prosperujących filmów.
4416:  KMM - Jak jest pierwszy film, na pierwszym miejscu to jest to takie pół konfetti się sypią, że ło, jak fajnie, brawa, ślicznie.
4423:  KMM - A jak masz film, który jest też rzadziej oglądany, na dziesiątym miejscu,
4429:  KMM - Szare jest to, smutne, strzałki w dół takie szare, w dół zaangażowanie, w dół click-through rate.
4437:  MM - Dokładnie, mam nadzieję, że tak nie będzie po tym filmie.
4439:  MM - Nie będziemy nisko lecieć w dół.
4441:  MM - Ale tak, wiem, co masz na myśli.
4443:  KMM - To jest straszne i o tym zresztą powiedział w którymś momencie Ludwik, jak rozmawiał z tym streamerem.
4450:  MM - Tak multisensorycznie to odbieramy, prawda?
4452:  MM - To wszystko, co jest w internecie, no to wpływa na, no ja powiem, no komunał może banał, ale jednak jest jakiś napływ endorfin, jak widzimy, że filmik faktycznie rośnie w górę, prawda?
4463:  KMM - Naturalnie, że jest.
4464:  KMM - Ja się na to...
4466:  KMM - Ja się na to trochę uniewrażliwiłem, ale dlatego, że mam zupełnie inny zaplecze tej odporności na stres i oczekiwania, które zawsze wiem, że zawsze były kosmiczne, niezależnie od tego i przekonałem się, zrobię książkę, powiedzą napisz dwie, zrobię dwie, powiedzą napisz cztery.
4485:  KMM - Ja wiem, że nie ma kresu, absolutnie nigdy, że nigdy nie zrobię wszystkiego, żeby wszystkich zadowolić i w którymś momencie to zaakceptowałem.
4492:  KMM - W związku z powyższym
4494:  KMM - Też mogę sobie pozwolić na to, żeby traktować działalność YouTube'ową czysto hobbystycznie.
4498:  KMM - Jak jakiś film się podoba, super.
4500:  KMM - Jak jakiś się nie podoba, dalej super, bo cieszę się, że powiedziałem to, co miałem do powiedzenia.
4504:  KMM - Na przykład recenzje, które robię, cieszą się o wiele mniejszą popularnością niż filmy poruszające zjawiska edukacyjno-społeczne, nazwijmy to.
4513:  KMM - Ale dalej je robię, ponieważ jest parę osób, które powiedziały, dzięki Tobie obejrzałem tę serię i dla mnie to jest cenniejsze od 10 tysięcy wyświetleń.
4521:  KMM - O wiele bardziej.
4522:  KMM - Ale wiem, że twórca, którego to jest pierwsza praca, on może nie móc sobie na to pozwolić.
4529:  KMM - I też zrozummy twórców internetowych, którzy biorą zlecenia, tak?
4534:  KMM - I biorą tego nieszczęsnego NordVPN-a i mówią o tym, bo to jest dla nich
4540:  KMM - przychód, który otrzymują, który sprawia, że mogą nie patrzeć na ten pieprzony ranking filmów i oglądalności.
4547:  KMM - Te statystyki, które nawiasem mówiąc, też są nie do końca przejrzyste, ponieważ YouTube ma swój własny shadow ranking.
4554:  KMM - Na przykład premiowane są bardzo kanały, w których jest wyższy procent kobiecych odbiorców niż 60%.
4561:  KMM - Dlaczego?
4561:  KMM - Dlatego, że kobiety w sieci są mniej toksyczne.
4564:  KMM - polskiej przynajmniej.
4565:  KMM - To jest fenomen, który mamy i który platforma, której zależy na tym, żeby mieć jak najwięcej użytkowników, uwzględnia.
4573:  KMM - Więc najprostsze rozwiązanie, które możemy mieć, to nie wrzeszczeć, że to jest dyktatura feminazizmu, tylko na przykład zadbać o to, żeby nie być toksycznym facetem w sieci.
4583:  KMM - To jest taka dobra rzecz, żeby zrobić.
4585:  MM - A propos sieci, a propos YouTube'a.
4588:  MM - Jest rok 2020, pandemia, nauczanie zdalne.
4593:  MM - Ty jesteś wykładowcą, masz nauczanie zdalne, online, podejrzewam, że pojawiają się jakieś zakłócenia, jak to bywa często z perspektywy studenta i wykładowcy, bo jednak to był dla nas duży zastrzyk takich problemów, duży dysonans, wiele osób miało problemy.
4611:  MM - Ty pomyślałeś, w sieci oczywiście, pomyślałeś, kupujesz mikrofon, kupujesz lampę i wchodzisz na YouTube'a.
4617:  MM - Tak.
4618:  MM - Czy było Ci łatwiej wejść na YouTube z tym Twoim takim bagażem kulturowym, bagażem intelektualnym, jeżeli chodzi o uczelnię?
4627:  MM - Czy uczyłeś się tych narzędzi jakoś na nowo?
4630:  MM - Czy wchodziłeś w czymś starym, ale jednocześnie wchodziłeś w nowy, nieznany świat?
4637:  MM - Czułeś się tak?
4638:  KMM - Jeszcze powiem Ci, to jest zabawne, bo jak patrzę na swój pierwszy film, jeszcze nie umiałem kadrować i siedzę w ten sposób i nade mną jest 50 centymetrów obrazu, nie wiedziałem jak zrobić kontrę z oświetleniem, nie byłem na pierwszy plan wydobyty, zlewałem się z tłem, więc to są technikalia, których się człowiek uczy.
4654:  MM - Ale te technikalia u Ciebie, jeżeli chodzi o tło i panoramę i po prostu ten drugi plan jest jedyny w swoim rodzaju, bardzo kreatywnie przemyślanie zrobione.
4664:  MM - Mi się bardzo podoba, nie chodzi o to, żeby kadzić, ale jest to jakiś rodzaj wyróżnienia się.
4669:  KMM - Teraz z mapą się udało, ale to cały czas powtarzam, że to jest...
4673:  KMM - Ja lubię wspierać artystów, więc niepraktyczny kartograf robi niesamowite rzeczy absolutnie.
4679:  KMM - To jest człowiek, który ręcznie wykonuje mapy.
4681:  KMM - Pomyślałem sobie, ja chcę mieć to na tapetę na ścianie i być ładnie wyglądało w kadrze i to jest tyle.
4686:  KMM - Natomiast jeżeli chodzi o tę naukę, to też był dla mnie taki test, bo ja lubię sam wyznaczać wyzwania.
4692:  KMM - To jest też kolejna rzecz, jeżeli ktoś chce być naukowcem,
4695:  KMM - Nie może liczyć na to, że ktoś mu coś powie.
4697:  KMM - Ok, masz sens w tym.
4698:  KMM - Najgorszy promotor pracy dyplomowej, nawiasem mówiąc, który nie jest dobrym naukowcem, to jest ten, który mówi, ok, tu masz temat.
4705:  KMM - ponieważ mądry naukowiec wie, ten młody człowiek jest mądrzejszy ode mnie, ma świeższy umysł, nie jest tak zestresowany jak ja, on wpadnie na coś, na co ja nie wpadnę.
4714:  KMM - To jest mądry naukowiec.
4716:  KMM - Więc ja założyłem też, że okej, sparzę się najwyżej, nauczę się od ludzi, którzy robią to lepiej ode mnie.
4722:  KMM - Zacząłem oglądać nałogowo Harisa Hellera i kanał teraz Senpai Gaming, wcześniej był Alfa Gaming.
4729:  KMM - Gdzie były rady Dusty Mellów?
4731:  KMM - Oglądałem epos Voxa z radami dotyczącymi mikrofonów.
4734:  KMM - Czytałem na ten temat, w jaki sposób ustawić pre-ampa.
4738:  KMM - Wszystkie techniczne rzeczy, które chciałem wiedzieć, wiedziałem.
4741:  KMM - Tam się też dowiedziałem o złotej zasadzie.
4744:  KMM - Pierw dźwięk, potem światła, na końcu kamera.
4747:  KMM - Fun fact, upgrade'u kamery nie zrobiłem do dzisiaj.
4750:  KMM - I wciąż się...
4753:  KMM - Staram się śledzić tego rodzaju treści właśnie po to, żeby podchodzić do takiej trochę strony naukowej.
4759:  KMM - To już jest chyba skażenie zawodowe.
4761:  KMM - I żeby robić to dobrze.
4763:  KMM - Zawsze chciałem, żeby jeżeli ktoś poświęca czas dla mnie, żeby to nie był czas stracony.
4768:  KMM - Nawet jeżeli będę pieprzył farmazony, to niech chociaż się na to ładnie patrzy.
4773:  KMM - I niech chociaż będzie jakaś dobrze dobrana muzyka, która będzie albo właśnie ironiczna, jak dla każdego coś przykrego, celowa, mantryczna taka, która nas zakręca trochę.
4784:  MM - Trochę hipnotyzujesz odbiorcę tą muzyczką.
4786:  KMM - Też o to chodzi.
4788:  KMM - Też rzecz, której się nauczyłem pracując naukowo.
4791:  KMM - Ja pracuję przy mantrach zawsze.
4792:  KMM - Biorę sobie jakiś ambient, zapuszczam na pętli 60 sekund i po dwóch godzinach ja już jestem w innym świecie.
4800:  KMM - Więc to są wszystko przemyślane rzeczy i bardzo ułatwia przygotowanie wcześniejsze z wystąpień publicznych, patrzenia do odbiorców i tak dalej, zwracania uwagi na widownię.
4811:  KMM - Ale jednocześnie jest jedna ciekawa rzecz.
4813:  KMM - Mianowicie, jak patrzysz w kamerę, to nie widzisz ludzi.
4816:  KMM - Ja nie rozumiałem wykładowców w ogóle, którzy mówili, że nie są w stanie wykładać zdalnie, bo nie widzą reakcji odbiorców.
4823:  KMM - I ja wymyślałem sobie, you sweet summer child.
4826:  KMM - Potrzebujesz mieć, krytykujesz młodych ludzi, że potrzebują tego lajeczka pod postem, żeby poczuć przypływ endorfin, a ty masz to samo.
4834:  MM - I każesz im schować telefony na wykładzie, a wchodzisz w tą samą rolę.
4837:  KMM - Potrzebujesz tego, żeby ci tam się śmiał z twojego żenującego dowcipu, który sobie rzuciłeś.
4843:  KMM - Albo potrzebujesz, żeby ktoś tam patrzył na ciebie i kiwał łowo.
4847:  KMM - Potrzebujesz tego feedbacku.
4850:  KMM - Ja miałem tak zawsze, że tego nie potrzebowałem, bo też się przyzwyczaiłem do mówienia do dość dużej, tłumnej widowni, więc jeżeli jest na sali więcej niż
4859:  KMM - 200 osób, no to przestaje się zwracać na takie rzeczy uwagę.
4863:  KMM - No ja nie widzę tego, że ktoś tam w czternastym rzędzie odpala telefon.
4867:  KMM - Anywho, who cares, tak?
4869:  KMM - Ja zawsze mówiłem wykładowcom złośliwie, swoim kolegom i koleżankom, no wiecie, no u mnie można mieć laptopy, telefony, można sobie odpalić Heroesów, a ludzie jakoś tego nie robią.
4880:  KMM - Zastanówcie się dlaczego.
4882:  KMM - Szukajcie problemu u siebie.
4884:  KMM - Jeżeli ktoś otwiera telefon, znaczy, że jest znudzony.
4886:  KMM - Albo sprawdza sobie termin, który usłyszał właśnie na wykładzie i jest mądrym człowiekiem, bo studiuje, a nie biernie przyswaja.
4894:  KMM - Więc nie możemy zakładać, że człowiek, który odpala telefon...
4897:  KMM - od razu będzie ściągał, prawda?
4899:  KMM - Czy będzie bawił się, czy będzie nie zwracał na coś uwaga.
4903:  KMM - Poza tym też zaczęliśmy od tego rozmowę.
4905:  KMM - Ja na przykład mam tak, że muszę robić różne rzeczy, macham rękami, mam nad ekspresję ruchu, więc jak ja się czymś zajmę, słucham uważniej.
4913:  KMM - I wykładowcy mają problem z tym.
4916:  KMM - Ja nie miałem problemu i to mi też pomogło bardzo na YouTubie.
4919:  KMM - Patrzenie w kamerę, mówienie nie jest dla mnie kłopotliwe.
4923:  KMM - Nawet patrzenie na siebie na feedbacku nie jest dla mnie kłopotliwe.
4928:  KMM - Być może też nie było dla mnie kłopotliwe.
4930:  MM - To też wynika z doświadczenia, tak jak wcześniej wspominałeś, jeżeli chodzi o wystąpienia publiczne, bo niektórzy mają dysonans, a tym bardziej jak wchodzą w tą swoją taką troszeczkę strefę komfortu, to siedzą w tej strefie komfortu i boją się już wyjść poza nią, jeżeli chodzi o nagrywanie.
4945:  MM - Że nie jesteś człowiekiem, który tylko siedzi i prowadzi content commentary, prawda?
4949:  KMM - No nie, nie, nie.
4950:  MM - To jednak pokazuje się gdzieś światu i to jest twoje naturalne chyba środowisku pokazywanie się światu.
4954:  KMM - Tak, i do tego też ważne jest to, żeby mieć bardzo duży dystans.
4958:  KMM - To znaczy, ja jestem zawsze człowiekiem, który się śmieje z negatywnych komentarzy.
4963:  KMM - To jest ciekawe.
4964:  KMM - To bardzo lubię.
4965:  KMM - Tak, prawda?
4966:  KMM - Ale jest dużo ludzi, którzy się spala.
4967:  KMM - Znaczy, potrafi się autentycznie przejąć tym, że random z neta coś napisał.
4973:  KMM - Jeżeli ja się czymś przejmuję, to się przejmuję kimś, kto by zarzucił mi np.
4978:  KMM - nieuczciwość albo hipokryzję, bo to są rzeczy, które sam tępię.
4984:  KMM - Oh boy, żebym miał dobre argumenty.
4986:  KMM - Natomiast jeżeli to jest taki zarzut, który sobie idzie w eter, no to skończy się to tym, że ja ten zarzut skomentuję bardzo ostro i bardzo złośliwie, utnę całkowicie kontakt.
4997:  KMM - Bo szkoda mi czasu po prostu na coś takiego.
4999:  KMM - Natomiast jeżeli ktoś poświęca swój czas na to, żeby pisać komentarze, które mnie boostują zasięg,
5004:  KMM - A niech ich będzie mieli, on nie ma żadnego problemu.
5007:  KMM - YouTube, czego chyba mało ludzi wie, o czym mało ludzi wie, traktuje tak samo komentarze negatywne i komentarze pozytywne, w związku z tym, że im jest ich więcej, tym lepiej.
5016:  KMM - Jeżeli ludzie się pokłócą w komentarzach, świetnie, niech będzie dyskusja.
5019:  KMM - Ja jestem człowiekiem, który zawsze cenił i pozytywny, i negatywny feedback i szczerze, z negatywnego zyskałem w życiu znacznie więcej.
5029:  MM - A jak, bo przerwałem ci a propos tego hejtu w internecie, troszeczkę i takich negatywnych komentarzy, jak odebrałeś filmik, który został stworzony przez pewnego pana na osobnym kanale, że Krzysztof M. Maj szkodzi polskiej edukacji i jest populistą.
5044:  MM - Tam było mocno przekrojowo przeanalizowane z jego strony, w jaki sposób trochę punktujesz w sposób trochę nieadekwatny polską edukację, według jego wersji, według jego perspektywy.
5057:  KMM - Mam bardzo prostą report.
5058:  KMM - Nie obejrzałem go, wiesz dlaczego?
5059:  KMM - Nie obejrzałeś, okej.
5060:  KMM - Dlatego, że miał taki tytuł.
5061:  KMM - Aha.
5062:  KMM - Gdyby było, gdyby był tytuł, polska nauka, nie wiem, nie mówię, jak ludzie mają wymyślać tytuły.
5068:  KMM - To był tytuł na takiej zasadzie... To był tytuł, podepnę się pod jego zasięgi, żeby zrobić sobie film i mieć więcej zasięgu.
5075:  MM - Trochę tak, ale tak, że szkodzisz polskiej edukacji, jesteś populistą na takiej zasadzie, razem z miniaturką charakterystyczną.
5081:  KMM - Ktoś kiedyś mi powiedział bardzo mądrą rzecz, że jeżeli robimy punching down,
5089:  KMM - to nie mamy sobą nic do zaoferowania.
5090:  KMM - Jeżeli robimy punching up, to znaczy, że na czymś nam zależy.
5094:  KMM - I teraz tak, jeżeli ktoś uważa, że poniżenie czy
5098:  KMM - rzucenie inwektywą albo oskarżenie człowieka w tytule z dobrym sposobem na rozpoczęcie dyskusji, so be it, ale ja nie będę tego szanował.
5106:  KMM - Jeżeli ktoś chce zacząć ze mną rozmowę, musi zyskać mój szacunek.
5111:  KMM - Po prostu, jako rozmówca, prawda?
5113:  KMM - I myślę, że nie klikanie jest dobrym wyborem, który możemy robić w takich sytuacjach.
5119:  KMM - Nie dlatego, że ta krytyka jest niemerytoryczna.
5121:  KMM - Nie wiem, jaka jest ta krytyka.
5123:  KMM - Ona może jest merytoryczna, ale jest spalona.
5127:  KMM - Ja nie robię sobie zasięgów na Olgę Tokarczuk.
5130:  KMM - Olga Tokarczuk ma mniejsze liczby wyświetleń ode mnie, wielokrotnie mniejsze, na poziomie 3-4, 300-600.
5137:  KMM - Wywiad z nią Rzeka ma 100 tysięcy wyświetleń, mój film o niej 137.
5140:  KMM - Nie robię sobie na niej zasięgów.
5148:  KMM - Ale naświetlam zjawisko, które wkurwia dużo ludzi.
5152:  KMM - I to jest niewątpliwie to, co generuje ten zasięg.
5155:  KMM - To znaczy, dużo ludzi poczuło się obrażony.
5157:  KMM - Dużo ludzi szukało, what the actual fuck, o co chodzi z tą imbą, tak?
5163:  KMM - Co tam się stało?
5165:  KMM - Inne zjawiska, które piętnowałem,
5168:  KMM - Jeżeli chodzi na przykład o mobil na Uniwersytecie Jagiellońskim, to są rzeczy, które zostały nagłośnione przez Instagram Miasto Tłumacze.
5175:  KMM - Ja tylko pomogłem w nagłośnieniu tego.
5177:  KMM - Gdyby ten film miał 10 tysięcy wyświetleń,
5180:  KMM - Dalej bym uważał, że był słuszny do zrobienia.
5182:  KMM - To, że półtora godzinny materiał został wyświetlony 150 tysięcy razy, to jest dowód na to, że jest katastrofalny problem.
5191:  KMM - Nie jest dowód na to, że ja to zrobiłem dobrze.
5193:  KMM - Ja tam nic nie zrobiłem.
5194:  KMM - Przeczytałem relacje studentów.
5196:  MM - Przeczytałeś screeny tak naprawdę z Instagrama po prostu.
5198:  KMM - Tak, przeczytałem screeny i podzieliłem się swoim doświadczeniem.
5200:  KMM - Powiedziałem, hej, jestem doktorem na uczelni i ja byłem tak samo traktowany.
5203:  KMM - Nie bójcie się.
5204:  KMM - To było wszystko, co ja tam powiedziałem.
5206:  KMM - I parę złośliwości rzuciłem, które się należały.
5209:  KMM - To nie jest materiał, na którym się robi zasięgi.
5212:  KMM - To nie jest materiał, na którym robi się commentary do commentary, bo wie się, że okej, ten YouTuber ma 50 tysięcy, ten ma 150 tysięcy, to sumarycznie może złapie na tym 70, tak?
5221:  KMM - Uśrednimy sobie, zrobię sobie medianę.
5223:  KMM - A jeżeli ktoś robi materiał na zasadzie, o, ten YouTuber jest głupi, bo on robi to,
5229:  KMM - co on chce mi zaoferować.
5230:  MM - Czyli mówisz trochę o takim odróżnieniu konstruktywnej krytyki od normalnej krytyki, takie offensive, takie celowe wybijanie szpilek.
5237:  KMM - Tak, mówię o toksyczności.
5239:  KMM - Toksyczność się pojawia wtedy, kiedy uważasz, że najlepszym sposobem na to, żeby zainicjować dialog z drugim człowiekiem, jest poniżyć go.
5248:  KMM - I też tak, ktoś mógłby powiedzieć, no ale ty poniżasz to Karczuk.
5251:  KMM - Mówię, no nie, aresztokarczuk.
5252:  KMM - Ja mogę na to odpowiedzieć.
5253:  KMM - Nie jest to poniżenie.
5255:  KMM - Ona jest na najwyższych poziomach, na jakich może być.
5258:  KMM - Cóż da mój głos tutaj?
5261:  KMM - Cóż jej on zaszkodzi?
5262:  MM - Ale spotkałeś się z krytyką opinii publicznej nie tylko jeżeli chodzi o YouTube'a, ale też np.
5269:  MM - o polskich dziennikarzy, o artykuły, o artykuły publicystyczne, o jakiś reportaż na temat twojej twórczości.
5275:  MM - Pojawiły się słowa krytyki?
5277:  KMM - Pochlebiam sobie, że nie.
5278:  KMM - Pochlebiam sobie, że słowa krytyki, jakie otrzymywałem właśnie,
5283:  KMM - głównie na YouTubie, no były z takich źródeł, w które ja bym nie klikał either way, tak?
5289:  KMM - Więc dla mnie to nie stanowi jakiegoś problemu.
5291:  KMM - Gdyby jakiś twórca, na przykład, tego szanuje i ogląda, zrobił materiał krytyczny, ohoho, ale absolutnie bym to uwzględnił.
5299:  KMM - Bo to jest feedback, tak?
5301:  KMM - To jest wartościowe.
5302:  KMM - Natomiast jeżeli widzę takie
5305:  KMM - To się czuje.
5306:  KMM - Czuć, jeżeli ktoś się próbuje podpiąć pod coś.
5310:  KMM - Moja intencja będzie trochę inna niż intencja youtubera z bardzo prostego powodu.
5316:  KMM - Ktoś mógłby powiedzieć, Krzysztof Leszko, ty się wkurwiasz tak na szkołę.
5319:  KMM - Nie uczysz w szkole, to nie jest twoja sprawa.
5322:  KMM - Ha?
5323:  KMM - przychodzą do mnie ludzie, którzy są o 2 miesiące starsi od absolwentów liceów.
5329:  KMM - To po pierwsze.
5330:  KMM - Więc takiej różnicy nie ma.
5332:  KMM - Po drugie, ja dostaję ludzi, którzy mają pakiet problemów, który widzę, że jest generowany przez szkołę.
5337:  KMM - I oni sami mi o tym mówią.
5339:  KMM - To jest moja sprawa.
5340:  KMM - Gdybym nie uczył, taka prawda, nie miałbym w sobie 60% tego
5347:  KMM - tej frustracji i tej bezsilności, którą mam, która zmusiła mnie do tego, żeby coś z tym zrobić, zacząć o tym mówić.
5356:  KMM - Coś nie mówiłem o tym na fejsie, można to sprawdzić.
5359:  KMM - I tylko niestety fejs jest boomerski, więc tam głównie miałem właśnie punching down z kolegów, którzy mówili, że ohoho, dorośniesz, to przestaniesz tak mówić.
5367:  KMM - Hohoho, przesadzasz, studenci zawsze mówili to takie rzeczy.
5371:  KMM - Przez kolegów ze świata akademickiego.
5373:  KMM - Tak jest, na szczęście tego, w którym już nie mam tylu kontaktów, ale
5378:  KMM - Robiłem to zawsze właśnie z tego powodu.
5380:  KMM - Frustrowało mnie to.
5380:  KMM - Tak samo frustruje mnie i będzie frustrowało w momentu, w którym opuszczę ten łezpadł, że fantastyka jest w Polsce dyskryminowana, gdy ja przychodzę na konwent i widzę ludzi, którzy są erudytami, którzy czytają nie jedną książkę rocznie, tylko czytają 10 książek miesięcznie albo więcej, najczęściej więcej, którzy równocześnie grają gry, są na bieżąco z filmami, są na bieżąco z serialami
5404:  KMM - I znają klasykę.
5405:  KMM - I ja tych ludzi widzę zgromadzonych na konwencie, który nie jest dofinansowany przez państwo, który nie jest komentowany przez Ministerstwo Kultury, który gromadzi ludzi, którzy nie są związani z tym światem akademickim, który mnie tępił, tylko właśnie wręcz przeciwnie, z tym światem akademickim, który jest tępiony.
5420:  KMM - I widzę tam profesora, który usłyszał na swojej komisji habilitacyjnej, co się będziesz pan takimi pierdołami zajmował.
5426:  KMM - I widzę go na konwencie, popularyzujące go naukę.
5429:  KMM - O to się denerwuję.
5430:  KMM - Gdybym tego nie widział, nie miałbym kontentu na YouTubie, więc mogę powiedzieć złośliwie, są YouTuberzy, którzy nie mieliby kontentu na YouTubie, gdyby nie YouTuberzy.
5439:  KMM - I są YouTuberzy, którzy nie mieliby innego kontentu na YouTubie, gdyby nie intencja, z jaką ten kontent tworzą.
5445:  KMM - Jeżeli ktoś tworzy treść dlatego, że jest faktycznie czymś oburzony,
5451:  KMM - albo dlatego, że faktycznie coś go pasjonuje, to to będzie zawsze autentyczne, to będzie zawsze mu sprawiało przyjemność i to będzie także sprawiało przyjemność jego widzom.
5460:  KMM - Ale jeżeli ktoś tworzy content tylko dlatego, żeby podpiąć się pod zasięg, żeby zaistnieć na platformie, niezależnie od tego, w jakiej to jest obszarze, czy to jest na Instagramie, czy to jest na TikToku, czy to jest na YouTubie, czy to jest na Facebooku, czy to jest w środowisku akademickim czy artystycznym,
5475:  KMM - W którymś momencie ktoś będzie mówił, ok, ten człowiek nie jest autentyczny, ok, on już przesadził, ok, mi się to już znudziło.
5480:  MM - A czy na Twoim kontencie będzie w dalszym ciągu taka misyjnotwórczość, że za Twoimi działaniami myślisz, że będzie szła pragmatyka w działaniu społeczeństwa, tak jak wcześniej wspominaliśmy o słynnym artykule Gazety Wyborczej, gdzie po Twoim filmiku pojawił się artykuł, który mówił o mobbingu na kierunku historii sztuki.
5503:  MM - Myślisz, że...
5505:  MM - To będzie szło dalej w takim kontekście, że Twoje filmiki mogą w jakiś sposób coś zmienić w rzeczywistości, czy może to po prostu jakiś donkiszotyzm i walka z wiatrakami jedna wielka?
5516:  KMM - Donkiszotyzm i walka z wiatrakami jest całe moje życie.
5519:  KMM - Ja już się przyzwyczaiłem do tego zupełnie.
5522:  KMM - Nie wiem, tak samo jest z nauką.
5525:  KMM - Napiszę jeden artykuł i on wszystko rozstrzygnie.
5526:  KMM - No jasne, że tak.
5527:  KMM - Musiałem przełknąć frustrację, napisałem dwie książki o problemie, który w dalszym ciągu jest problemem i ludzie nie widzą, nawet moi właśnie koledzy.
5535:  MM - On mówi, no tak, tak, tak, napisałeś to, ale... Ale też nie chodzi o to, żeby od razu złapać tego zajączka, tylko zanim biec, prawda?
5540:  KMM - No właśnie.
5541:  MM - Więc powiem Ci tak, że to jest w ogóle ciekawy problem, to znaczy ja mam takie przekonanie w sobie... Bo rzadkością jest, że pragmatyczne... przekłada się jakieś punktowanie nierówności czy patologii w społeczeństwie i potem idzie za tym jakaś taka wartość dodana, że faktycznie ktoś to zobaczy i zostanie coś zmieniony.
5562:  MM - To jest jeden filmik, prawda, a masz ich no setki.
5564:  KMM - Powiem Ci tak, to jest tak, jakby powiedział o moim kolegu z Royal Holloway London, Gregory Cleese, który napisał zajebistą książkę o dystopiach, dystopia natural history, na której zarobił pieniądze, ponieważ tak się spodobała czytelnikom, że ją kupił.
5577:  KMM - To jest wartość dodana.
5578:  KMM - Napisał, że był tak dobry content, który robił nie z pobudek, żeby zarobić pieniądze.
5583:  KMM - On to zrobił, bo to była jego książka awansowa, potrzebował, pracował nad tym, naukował przez jakiś czas.
5588:  KMM - Ale spodobał się czytelnikom, ludzie to kupili.
5590:  KMM - Ja trochę traktuję to podobnie, tak?
5592:  KMM - Robię to niezależnie od tego, czy to się podoba, czy to się nie podoba.
5595:  KMM - Gdybym to robił dla zasięgu, to bym przestał robić po pierwszym filmie, prawda?
5599:  KMM - Ale coraz częściej się przekonuję, że gdybym mógł wyłącznie robić streamy, rozmawiać ze społecznością, która naprawdę jest już dość spora i niesamowicie zżyta i taka wrażliwa i wspierająca się wzajemnie, to jest naprawdę bardzo unikatowe i dużo ludzi o tym mówi,
5615:  KMM - to ja bym najchętniej poprzestał na tym, bo gry to jest to, co kocham, streamowanie gier to jest to, co kocham i to jest najrzadziej swoją drogą odwiedzany typ contentu u mnie.
5626:  KMM - Jeżeli mamy rozmowy na temat właśnie kultury, edukacji i tak dalej, to taki average jest na poziomie 1000-1300 widzów na streamie.
5635:  KMM - W przypadku gier wideo jest 200, 300, 400, 500.
5637:  KMM - Więc tak mówię, gdyby to była numbers game, dawno bym się przeorientował.
5643:  KMM - I byłoby to oczywiście bardzo opłacalne.
5645:  KMM - Natomiast dla mnie to nie jest numbers game, dla mnie to jest przyjemność pewna.
5649:  KMM - Ja doszedłem do tego po właśnie tym okresie tyrania, że poprzysiągłem sobie, że po 30 nie będę robił w swoim życiu zawodowym niczego, co mi nie sprawia przyjemności.
5658:  KMM - I narażam się wielu ludziom, odmawiam zleceń i tak dalej, ale cały czas priorytetyzuję swoje zdrowie, zdrowie psychiczne i to, żebym czerpał z tego przyjemność.
5670:  KMM - A jeżeli właśnie jest za tym jeszcze jakaś autentyczna misja, bo jest, no to to jest win-win dla mnie w takiej sytuacji.
5677:  KMM - Więc to rzeczywiście się rzadko zdarza.
5679:  KMM - Jestem głęboko przekonany, że ludzie nie muszą mi wierzyć, ale w stu procentach ich zrozumiem, ja bym nie wierzył.
