Oto jak YouTube GNIJE i DOBIJA TWÓRCÓW
🔗 https://www.youtube.com/watch?v=9fyeOwIhQ8g
LC (Leszek Cibor, Przeciętny Człowiek)
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

18:  BFP - Kiedy ktoś czyta tytuł Oto jak YouTube gnije i dobija twórców...
10292:  OR - I Shadowban, myślę, że wiele osób zaczyna od tego, ma taki problem właśnie, że nie, tutaj może jakieś dyskusje i tak dalej.
10299:  OR - I chyba każdy ma taki moment na YouTubie, kiedy nagle takie kliknięcie przychodzi i stwierdzasz,
10305:  OR - Naprawdę nie ma sensu się ograniczać.
10309:  OR - Każdy ma swój próg wytrzymałości zdrowia psychicznego.
10314:  OR - Ktoś może mieć tzw.
10315:  OR - twardą skórę, ktoś może bardzo lubić wchodzić w polemikę, jeżeli ktoś cię obrazi, odpowiedzieć i tak dalej.
10322:  OR - Ale ktoś może nie mieć tej wytrzymałości.
10325:  OR - Absolutnie jest moment, w którym
10327:  OR - Ja mówiłem, ja też zdarzało się, że wchodziłem w polemikę, ale były momenty, kiedy tak jak mówię, masz tą grubą skórę, masz tą zbroję, ale przeleciało gdzieś, tak?
10336:  OR - Coś mnie trafiło.
10337:  OR - Na tym etapie jakby nie masz chwili, bum, ban, nawet nie myśl o tym, nawet nie myśl o tym, czy powinieneś, czy nie.
10344:  OR - Jeżeli ten komentarz powoduje, jeżeli ktoś wszedł i masz przez to, czuć się z tym gorzej,
10350:  OR - to nieważne, czy ta osoba bardzo ci dojechała, czy tylko trochę, czy cokolwiek, ale jeżeli on powoduje, że masz gorsze samopoczucie, bo przeczytałeś ten komentarz, a sobie z tym nie radzisz, to go wywal.
10361:  OR - I teraz ktoś jeszcze może powiedzieć, tak, ale wtedy tworzysz bańki i tego typu rzeczy.
10365:  OR - To je twórz.
10367:  OR - moim zdaniem to cały czas jest lepsze, niż gdybyś miał się męczyć, ale na przykład jeżeli twoim tematem nie jest, jeżeli twój kanał nie jest dyskusyjny, jeżeli twój kanał nie polega na tym, że chcesz, tylko masz kanał właśnie popularnonaukowy, on okej, tam jeszcze jest jakaś powiedzmy, ale masz kanał, gdzie mówisz, nie wiem, o ogrodnictwie, o jakichś rzeczach, pokazujesz jak robisz, nie wiem, modele, modelarstwo, cokolwiek takiego.
10389:  LC - Nie słyszałeś wojny ogrodników?
10391:  OR - Tak, tak, tak, wojny ogrodników, oczywiście, muszą być.
10394:  OR - W każdym razie tego typu rzeczy
10398:  OR - to miej bańkę na dobrą sprawę.
10400:  OR - Jeżeli dzięki temu będziesz mógł komfortowo dzielić się swoim hobby z ludźmi i dzięki temu zrobisz jakąś bańkę informacyjną, to będzie to cały czas lepsze, niż gdybyś miał albo zamknąć ten kanał, mimo tego, że masz ciekawe rzeczy do powiedzenia, albo gdybyś miał przez to się źle czuć i po prostu męczyć się prowadząc ten kanał i robiąc te problemy.
10419:  OR - To stwórz tą bańkę
10421:  OR - i jakby wychodź z niej na tyle, ile potrzebujesz.
10424:  OR - Wiem, że wiele ludzi mówi, że dzisiaj to bańki informacyjne i tak dalej.
10428:  OR - Sorry, jak nie było internetu, to bańki informacyjne były jeszcze większe, bo to się ograniczało do sąsiadów i kurde, nie wiem, klasy czy czegoś takiego, więc to właśnie, więc to... Jeśli mogę słowaczko...
10441:  LC - Tutaj fajny przykład jest na czacie.
10443:  LC - Właśnie to chciałem podać.
10444:  LC - Bardzo się zgadzam z tym, co mówisz, że kropla drąży skałę i siada trochę na psychę jednak ileś tam takich wulgarnych komentarzy, ale właśnie w stylu, który pojawił się teraz na czacie, wszedł jakiś tam użytkownik i o czym oni pierdolą?
10461:  LC - Stary, gdybyśmy sobie siedzieli na ławeczce pod blokiem i ktoś by poczekł, o czy wypierdolicie, to by zaraz ode mnie dostał dzwona, a Krzysiek jest bardziej wyrywny, to by zaraz został pogoniony przez półosiedla.
10475:  LC - Wiecie, raz się czegoś takiego nie mówi.
10478:  LC - No ale właśnie, ja na przykład miałem coś takiego, że miałem w materiałach intro, że o czym będzie film, tak, będę mówił, że dzisiaj będę mówił o tym i o tym i o tym zagadnieniu, po czym jakaś tam mała wstawka reklamowa, nie wiem, kupcie mój kurs, kupcie moją książkę i zaczynamy.
10494:  LC - Dużo takich materiałów przez lata, przez lata tak miałem, że te 40 sekund, minuta gdzieś tam,
10500:  LC - Czasem jak w podcaście się rozkręciłem, to i dwie, trzy minuty potrafiłem o jakichś sprawach organizacyjnych wokół kanału opowiadać i zdarzają mi się na przykład takie komentarze, ktoś wpada, daje timestamp, trzecia minuta, zero, cztery, kończy pierdolić.
10517:  LC - No nie?
10517:  OR - Też miałem takie sytuacje.
10523:  KMM - Wiecie, co ja bym zrobił następnym razem?
10525:  KMM - W opisie kolejnego filmu dałbym timestamp, tutaj pierdolę, a w następnym już bym miał konkret.
10531:  KMM - Ale to wiesz, każdy ma... Ja chcę się odnieść, żeby być komentarz... Ale nie, właśnie chciałem to zrobić, powiedzieć, Oskar ma 100% racji.
10537:  KMM - Strategię...
10539:  KMM - asertywnego reagowania na różnego rodzaju komentarze, to nie jest żaden standard, to nie jest dobra praktyka.
10545:  KMM - Każdy powinien w obrębie tej naszej prywatnej przestrzeni, którą mamy, dbać o to dokładnie tak samo, wrócę do metafory Leszka, jak o to, jaki ma próg tolerancji do domu.
10555:  KMM - Jakiś człowiek nie będzie mieć problemu z tym, że mu siedzą na imprezie, nie wiem, 19 osób do godziny 5.30, mimo że idzie do pracy o 8, a ktoś inny powie,
10564:  KMM - Okej, ora, poimprezujemy, będzie fajnie.
10567:  KMM - Więc to jest mega ważne, żeby po prostu nie traktować tego jako jakieś inne medium, tylko to jest po prostu też jakaś przestrzeń, w której się spotykają ludzie.
10574:  KMM - I że zakończę tą fajnym cytatem, kiedyś Michał Ostrowicki powiedział, że człowiek jest jeden, a światy są dwa.
10579:  KMM - I po prostu w tym świecie wirtualnym i w świecie fizycznym my jesteśmy tym samym człowiekiem.
10584:  OR - Właśnie Fedson napisał, poniekąd zagadłem się z Oskarem, natomiast co w sytuacji, gdy nawet merytoryczna krytyka powoduje niezdrowe reakcje u twórcy?
10591:  OR - Owszem, wtedy jest już zgoła odmienny problem u twórcy, ale nadal.
10594:  OR - To powiem kontrowersyjnie może, to nie ma absolutnie znaczenia.
10597:  OR - To nie ma znaczenia.
10598:  OR - Jeżeli twórca, bo po pierwsze, możemy dyskutować, czym jest merytoryczna krytyka,
10604:  OR - Ale ostatecznie to nie ma znaczenia.
10606:  OR - Jeżeli ten twórca będzie tak reagował, to twoja decyzja, czy chcesz wchodzić do tego domu i z nim pisać te komentarze, czy nie.
10613:  OR - Ale może ma bardzo ciekawe materiały, może prowadzisz dyskusję z innymi ludźmi, to dalej od niego zależy i powinieneś uszanować to, co on chce.
10621:  OR - Mówię, możesz go nie oglądać po prostu.
10623:  OR - Nie ma tu żadnego problemu.
10624:  OR - Ale w dalszym ciągu, no pomyśl sobie, masz gościa, który robi rzecz, który po prostu dzieli się swoim hobby albo swoją wiedzą.
10632:  OR - Piszesz u niego komentarz, może być nawet bardzo merytoryczny.
10635:  OR - On go usuwa, nie wiem, banuje cię, czy coś takiego, bo wywołał w nim tą złą reakcję.
10639:  OR - No mówi się trudno.
10640:  OR - Jeżeli przez to on się czuł gorzej, czy coś takiego, a dalej chce tworzyć swoje fajne dzieło, to po raz kolejny lepiej niech to usunie, niech czuje się zdrowo, niech czuje się, że tak powiem, że dalej ma pasję i chce to robić, niż żeby musiał się zastanawiać, czy to jest merytoryczne i czy powinien na to odpowiedzieć.
10659:  OR - Większość z nas pewnie będzie chciała pogadać o tym, jeżeli widzi coś, co uznaje za merytoryczne.
10663:  OR - Mamy kanały, w których też wchodzimy pewnie w jakieś polemiki i tego typu rzeczy i pewnie chcemy to robić.
10669:  OR - Ale może się zdarzyć zły dzień, może się zdarzyć sytuacja, że nie będziesz miał do tego siły, może coś na ciebie inaczej wpłynie, albo możemy mówić o innym twórcy, na kogo to inaczej wpłynie.
10678:  OR - Po raz kolejny uważam, że to dalej nie ma znaczenia i najważniejsze jest dbanie o swój komfort psychiczny.
10684:  KMM - i komfort psychiczny współkomentujących, bo to też jest ważne.
10688:  OR - To jest jakby następstwo tego.
10691:  OR - Jak już zadbałeś o swój, to teraz zadbaj o pozostałych.
10695:  OR - Jak w samolocie, jak wiesz, dzieci są najpierw załóż sam sobie maskę, a potem dziecku, nie?
10700:  BFP - No tak, ja odniosę się szybko do tej sytuacji, która miała miejsce na czacie, gdzie właśnie wszedł gość i nie napisał nic więcej, tylko napisał o czym w*** dolicie i to było wszystko.
10711:  BFP - I ja nie zmanowałem tej osoby, ja ją wyciszyłem, bo wielokrotnie miałem takie sytuacje, że ktoś po wyciszeniu...
10719:  BFP - wracał i mówił, wiesz co, poniosły mnie emocje, przepraszam, rozwinę swoją myśl.
10724:  BFP - I wielokrotnie się zdarzyła taka sytuacja.
10726:  BFP - Teraz akurat miałem taką sytuację, gdzie widziałem nikt osoby, która wydaje mi się raz na jakiś czas tu przychodzi, tylko po to, żeby obrażać i żeby wyrazić swój absmak względem mnie albo innych twórców.
10738:  BFP - I ją z Shadow banowałem w tym momencie.
10740:  BFP - I nie miałem najmniejszych skrupułów.
10742:  BFP - Chyba, że naprawdę źle to zrozumiałem, to proszę do mnie napisać na privie.
10746:  BFP - Może to był bardzo dziwny, zawolowany żart, ale nie mam takiego wrażenia, że to był zawolony żart.
10751:  KMM - Też jeszcze szybko zaznaczę, że mamy święte prawo, i ja tak się staram zawsze robić, traktować różnego rodzaju, trzymam się cały czas do metafory Leszka, wysrywy ludzkie, jako naprawdę przejaw braku umiejętności komunikacji.
10767:  KMM - Więc ja jestem w stanie to wybaczyć łacniej niż twórcy, bo jeżeli twórca wchodzi na YouTube'a, to znaczy panie, to znaczy uważasz, że masz swoją jakąś umiejętność komunikacji, wymagamy od siebie więcej, nie?
10780:  KMM - Natomiast jeżeli ktoś jest po prostu randomowym żuczkiem w internecie, to dajmy mu się wypowiadać tak długo, jak długo rzeczywiście ktoś nie szaleje, więc ja tutaj przyznaję absolutnie, że ja jestem bardzo łagodny, jeżeli chodzi na przykład o banowanie, ja już tego nigdy nie robiłem, żeby
10794:  KMM - wulgaryzm mi przeszkadza, czy coś takiego.
10796:  KMM - Natomiast faktycznie, jeżeli ktoś przychodzi i nic nie chce dorzucić do dyskusji, to bardzo często jest tak, że po prostu współkomentujący sami proszą o to, żeby został zbanowany i to też jest dobra wskazówka, jakie praktyki można zastosować.
10809:  OR - Shadowban jest o tyle jeszcze dobrą opcją, że to jest trochę wilksyty owca cała, bo większość takich osób, nie wiem, nie ma drugiego konta, czy czegoś takiego, żeby to sprawdzić, zobaczyć, czy... Większość osób, która chce ci dosrać, po prostu nie jest aż tak zawzięta, więc...
10826:  OR - Właśnie to pamiętam w filmie Dawida Myśliwca, który banował, nawet jak banował ludzi, to potem i tak czytał te komentarze.
10832:  OR - To jest to, o czym mówiłem.
10834:  OR - On dbał o swoich i tak za mało, jak się okazało, ale dbał o innych komentujących, ale o siebie w ogóle nie.
10841:  OR - Bo dalej jakby czytał te komentarze ludzi, których zbanował.
10845:  OR - A właśnie o tym mówię.
10846:  OR - Dlatego najpierw zadbaj o siebie, żebyś mógł potem spokojnie dbać o innych.
10850:  OR - Natomiast ja nigdy nie, jak już kogoś zbanowałem, jeżeli ktoś to zauważy i na przykład napisze i przeprosi, to żałuję, że się odbanowywaliśmy w ten sposób.
10858:  OR - Ale generalnie to jest często, mówię, wilk z ty owca cała, ktoś dalej się produkuje prawdopodobnie pod naszymi materiałami, pewnie ci ludzie dalej tam wchodzą, pewnie dalej mówią, jak jesteśmy głupi czy coś takiego.
10869:  OR - Ja się o tym nie dowiem, moja widownia się o tym nie dowie, a on będzie spełniony, bo będzie dalej mnie osrywał, więc...
10875:  OR - To jest adekwatne bardziej nie do tego, że wywaliłeś go się ze swojego lokalu, tylko przepchnąłeś go do innej rzeczywistości, w której on wchodzi i dalej krzyczy na ludzi, ale nikt go już nie jest w stanie z nim wejść w żadną interakcję, stał się takim duchem.
10888:  BFP - Z tym, że jak wyrzucam cię z lokalu, to naprawdę już do niego nie masz wstępu.
10892:  BFP - Osoba, która zostanie wyciszona na naszym kanale, wciąż może oglądać nasze materiały.
10897:  BFP - po prostu nie będzie widać, jak komentuje.
10900:  BFP - To tak bardzo nie jest cenzura.
10902:  OR - Ale ona swoje komentarze widzi.
10904:  OR - I dlatego to jest piękny system, bo ta osoba dalej się spełnia, się niszcząc.
10910:  BFP - To jest niczańska teoria wiecznego powrotu.
10912:  BFP - Będziesz już na zawsze żyć konsekwencjami swoich decyzji.
10916:  BFP - I tylko ty musisz się z nimi konfrontować.
10917:  BFP - Panowie, ostatnia sekcja to są życzenia.
10920:  BFP - I pozwolę sobie zacząć.
10922:  BFP - Jeżeli Google i dysponuje narzędziami, które dały nam Google Maps i są cały czas usprawniane, zaczynały od crowdsourcingu, teraz korzystają ze sztucznej inteligencji, ma systemy autouzupełniania, tego co wpisujemy w wyszukiwarkę, tego co wpisujemy we wszelkiego rodzaju komunikatory czy w systemach operacyjnych.
10940:  BFP - Jeżeli ma potężne systemy mikrotargetowania, reklam, żeby nam je wyświetlać, masę potężnych technologii, to oczekiwałbym od nich absolutnego minimum,
10951:  BFP - w zakresie naszego zarządzania niewygodnymi osobami społeczności zautomatyzowanego w postaci wykrywam ruch, z którego nadchodzi flaming.
10963:  BFP - Co to znaczy?
10963:  BFP - To znaczy, są zamknięte grupy, które powstały tylko po to, żeby nas ******ć. I na tych grupach ląduje na przykład nasz film.
10974:  BFP - Krzysztof miał taką sytuację właśnie z filmem o religii w szkołach, o katechezie.
10980:  BFP - i pojawia się hasło, wiecie co macie robić?
10983:  BFP - Macie ich ***.
10984:  BFP - I to wszystko.
10985:  BFP - I ludzie wchodzą tam i zostawiają masę komentarzy.
10988:  BFP - Masę komentarzy, które mają wyłącznie walor sadyzmu cyfrowego.
10993:  BFP - To nie chodzi o to, żeby coś wnieść do dyskusji.
10996:  BFP - Tu nie chodzi o to, żeby zmienić wasze poglądy.
10998:  BFP - Nie.
10998:  BFP - Tu chodzi o to, żeby wyrządzić wam krzywdę.
11001:  BFP - Bo jeżeli mają świadomość, że przeczytaliście to i mi odpisaliście jeszcze, to znaczy, że wbili ci szpilkę.
11007:  BFP - Jak wbiją ci tysiąc szpilek, no to to już jest chińska tortura.
11011:  BFP - I teraz YouTube sam powinien wyłapać takie źródło, a to jest bardzo proste.
11016:  BFP - Taką technologią YouTube dysponuje przynajmniej pięciu lat.
11019:  BFP - Wyłapać podejrzane źródło i na przykład wyciszać wszystkie komentarze, które przechodzą z tego jednego linku.
11025:  BFP - To jest UTM, unikalny link, który jest wytworzony i do tego jest przypięty, powiedzmy, piksel.
11032:  BFP - No i generalnie, tak jak Facebook jest w stanie mierzyć ruch z naszej reklamy i Google ma bardziej zaawansowane narzędzia, tak samo powinien wyczuć, że stąd napływają pewne konkretne komentarze, które zawierają pewne konkretne frazy.
11047:  BFP - Na przykład obraźliwe wobec twórcy.
11051:  BFP - I natychmiast powinien zareagować i shadowbanować ruch z tego linku, z tego źródła, albo przynajmniej użytkowników, którzy to piszą, albo dać informację, bo my nie mamy takich narzędzi.
11064:  BFP - Hej, widzimy podejrzaną aktywność pod twoim nowym filmem.
11068:  BFP - Czy chcesz się temu przyjrzeć i podjąć decyzję?
11071:  BFP - Nie ma czegoś takiego.
11072:  BFP - A z drugiej strony chciałbym, żeby użytkownicy, którzy nas oglądają, dostali wreszcie dobrą, funkcjonującą kartę subskrypcji.
11081:  BFP - Gdzie byście mogli poukładać sobie po priorytetach swoich twórców, po kategoriach, a wiecie co jeszcze bardziej bym chciał?
11088:  BFP - Żeby powiadomienia faktycznie działały.
11090:  BFP - Żeby kiedy klikacie dzwoneczek i wybieracie...
11095:  OR - To jak dawno jakby... Najlepsze to, że nastąpiła degradacja, bo właśnie jak się zaczynało YouTube, to wystarczało, że kogoś subskrybowałeś
11105:  OR - i od razu wiedziałeś, że ma nowy materiał.
11108:  OR - Ale z czasem, ponieważ karta na czasie zaczęła być tym głównym tutaj klikaniem, bo idea jest taka, żeby człowieka jak najdłużej na YouTubie zatrzymać, a nie żeby oglądał konkretnego twórcę, to z czasem te wszystkie mechanizmy, które działały, dodam, one kiedyś działały, dlatego się mówiło kliknij dzwoneczek, kliknij tamten, bo to naprawdę działało, ale z czasem
11128:  OR - to przestało działać.
11129:  OR - Sama na przykład subskrypcja nie mówiła ci, że nie zapalało ci.
11133:  OR - Kiedyś było tak, że jak kogoś subskrybowałeś i nowy materiał się pojawiał, to tam praktycznie tak się tam, inny był zupełnie layout YouTube'a kiedyś, ale wyraźnie widziałeś tam w swoich subskrypcjach, że ta osoba wrzuciła nowy materiał.
11145:  OR - Dzisiaj możesz mieć masę tego typu rzeczy i to nie działa, ale to jest według mnie celowe działanie, które ma na celu to, żebyś jak najdłużej wracał do swojej głównej strony,
11155:  OR - żebyś po prostu non stop siedział w tej króliczej norce i klikał kolejne materiały.
11158:  OR - Jak jakiegoś twórcę swojego zobaczysz, to zobaczysz, a jak nie, to klikaj kolejne, żebyś wracał na YouTube'a.
11165:  BFP - To jakie masz życzenia jeszcze względem YouTube'a?
11168:  BFP - Jeżeli masz jakieś jeszcze życzenia.
11170:  OR - Ja?
11172:  OR - To mów proszę bardzo, ja powiem później.
11176:  LC - Ja mam dłuższą, że tak powiem, opowieść taką, która zaczyna się od moich spostrzeżeń, a kończy się na tym, co Krzysztof powiedział, bardzo ważnego.
11186:  LC - Ale ona dotyczy... Lata temu, kiedy próbowałem rozgryźć, o co w ogóle chodzi w YouTubie i w tym algorytmie i zaczynałem się w jakiś tam sposób specjalizować, to odkryłem bardzo ciekawą rzecz.
11198:  LC - Mianowicie to, że jest zupełnie inne
11201:  LC - spojrzenie na content od strony twórcy, to znaczy to, co twórca widzi w swoim panelu, te konkretne informacje i feedbacki, które utrzymuje w mniejszym lub większym stopniu, w tamtych czasach w mniejszym, a olbrzymia różnica jest pomiędzy panelem dla reklamodawców.
11220:  LC - Jeśli chcesz sobie z punktu widzenia Google Adsów zaprojektować reklamę na YouTubie i stargetować ją na konkretnego twórcę, na konkretne filmy, na konkretne kategorie i co wiele razy wychodziło w różnych awanturach z YouTubem, to okazuje się, że filmy na YouTubie są tak szczegółowo automatycznie tagowane,
11243:  LC - przez system bez kontroli twórcy.
11246:  LC - Na przykład wiecie, my znamy z punktu widzenia twórcy restrykcje wiekowe 18+, i faktycznie może nam ograniczyć restrykcję wiekową w tym kontekście.
11257:  LC - Plus mamy tą sekcję dla dzieci, czyli jeśli damy, że content jest dobry dla dzieci, to on na przykład trafi do weryfikacji na aplikację Google Kids.
11268:  LC - I to bardziej w tę stronę należałoby liczyć stamtąd wyświetlenia, więc tego się nie robi.
11272:  LC - Jakby nie robi się tego, bo to 13+, wtedy są użytkownicy.
11277:  LC - Ale okazuje się, że twórca ma tylko tyle, że zaznacza, że content jest dla dorosłych.
11282:  LC - I ewentualnie YouTube mu oznacza 18+.
11284:  LC - A z punktu widzenia reklamodawcy możesz targetować dla 15-latków, 16-latków, dla każdego poziomu wiekowego.
11291:  LC - I Google wie,
11294:  LC - Film ma stagowane, dla jakiej grupy wiekowej jest dozwolony Nieletnich.
11302:  LC - Są takie rzeczy i jest masa rzeczy gdzieś, które Google pod spodem nakłada na film.
11309:  LC - różnych warstw.
11310:  LC - Już nie mówię o tym, że wewnątrz google'owego systemu jest whitelista i blacklista, że kanały są zdrowe, healthy albo unhealthy, ale to jest ich wewnętrzny system, do którego nie mogą się oficjalnie, formalnie przyznać przy różnego rodzaju skandalach, bo by właśnie byli oskarżani o cenzurowanie jakichś tam
11331:  LC - No bo ktoś prowadzi kontrowersyjny podcast i ma kontrowersyjne opinie, no więc go tam blacklistują i przez co nie wyświetla się subskrybentom, nie wyświetla się jakimś konkretnym demografiom, grupom.
11343:  LC - Nawet były takie grupy badawcze, które puszczały reklamy i puszczały filmy i robili testy, badając kod źródłowy w konkretnych chwilach.
11352:  LC - Dosłownie byli w stanie rozgryzać do tego poziomu.
11358:  LC - To meta, który jest w mięsie, ale na przykład departament projektowania reklam to jest zupełnie inny departament niż po prostu YouTube for Creators.
11368:  LC - I ten przepływ informacji też jest ograniczony, nie jest tak dynamiczny.
11373:  LC - Przez to, co Krzysztof tak pięknie opisał wcześniej, ta nieumiejętność kreatora dla twórców dania właściwego feedbacku.
11383:  LC - Co się stało?
11384:  LC - Dlaczego jesteś 2 na 10 albo 3 na 10 albo 10 na 10?
11385:  LC - Masz teraz filmik.
11386:  LC - Dlaczego?
11390:  LC - które parametry miały największy wpływ akurat w tym konkretnym filmie.
11394:  LC - Nie wiem, nagrałeś, zbyt duża dużyzna tu była i ludzie odpadli.
11399:  LC - I to widzimy.
11400:  LC - I żeby to wyraźne, nie poszlakowe, nie było takie poszlakowe, że ty się musisz domyślać, łączyć kropki, bawić się w kota Filemona detektywa, prawda, i doszukiwać się jakichś tam wielkich zagadek wszechświata, tylko żeby dostać realny, ludzki, nawet czat GPT w formule, ale ludzki,
11420:  LC - który jasno pisze, spróbuj w następnym filmie szybciej przejść do meritum, mniej ludzi wygaśnie, tak?
11426:  LC - Jakby na początkowym okresie.
11428:  LC - Albo spróbuj na przykład zaprojektować inaczej reklamy w odcinku.
11434:  LC - Albo spróbuj konkretną, bardzo wyraźną poradę.
11439:  LC - Nawet nie chodzi o to, żeby prowadzić cię za rękę, ale żeby pokazać ci serię możliwości, jaką ty masz jeszcze jako twórca, poza merytorycznych,
11448:  LC - zmieniania Twoich treści, zmieniania Twojego contentu.
11451:  LC - Spróbuj dalej w streamie, na przykład, nie wiem, pobudzić publikę w tym i w tym momencie.
11455:  LC - Spróbuj, jakby, takie bezpośrednie rekomendacje, ale odnoszące się do Twojego filmu, do tych parametrów, które YouTube... On je odczytuje, przecież on je odczytuje i on je jakoś w tym algorytmie interpretuje, ale my nie mamy zielonego pojęcia, jaka to jest interpretacja.
11473:  LC - No nie?
11473:  LC - To chociaż niech ona będzie poślakowa, że największy wpływ miało to,
11477:  LC - Albo największy wpływ miała zła godzina publikacji.
11479:  LC - Spróbuj ten sam film opublikować w piątek następnego razu albo w niedzielę, bo twoi widzowie gęściej są w niedzielę.
11486:  LC - Albo problemem było to, że teraz były obrady sejmu i wszyscy ludzie byli na obradach sejmu i było mniejsze zainteresowanie treściami.
11496:  LC - Może tak było.
11498:  LC - I algorytm gdzieś to widział i tak się po prostu podziało.
11503:  LC - Maszyna losująca coś wypluła.
11505:  LC - Więc ta bezwładność wielkiej korporacji, tych departamentów, które ze sobą nie rozmawiają, nie wymieniają się tymi informacjami, bo prawdopodobnie firm ma tyle różnego rodzaju metatagów wewnątrz gdzieś algorytmów.
11520:  LC - że głowa mała i twórca byłby w stanie to lepiej zrozumieć, ale żeby to było właśnie ludzkie, żeby to nie było w formie punkciku, żeby to nie było w formie pociągacz dźwignie i co nam teraz wylosuje maszyna losująca.
11535:  LC - Wrzucam film i się niepokoję, czy on będzie dobry, czy nie będzie dobry, optymalizowałem go przez tydzień kuźdę, no to musi być dobry, a okazuje się, że leży i kwiczy.
11545:  LC - No i to są te wszystkie składowe.
11548:  LC - Brakuje mi tego feedbacku, brakuje mi tego,
11553:  LC - korporacja mówi do ciebie ludzkim głosem, przemawia do ciebie w taki zrozumiały, czysty, klarowny sposób.
11559:  LC - Ty jako twórca partycypujesz w jej sukcesie.
11563:  LC - Trzymasz kciuki za to, żeby jednak TikTok nie zdominował całego rynku, bo za chwilę wszyscy będziemy na tych live'ach.
11570:  LC - Albo model TikToka.
11572:  LC - Albo model TikToka, gdzie masz jednorękiego bandyta i tylko przesuwasz jednorękim bandytom do góry.
11579:  LC - Wszyscy jesteśmy za sukcesem,
11584:  LC - ale jesteśmy we mgle, no nie?
11585:  LC - Jakby mniejszej, większej, ale zawsze w tej mgle i ta mgła jest super kłopotliwa, no bo super jest, jak jest super.
11592:  LC - No z punktu widzenia mesterbista, on sobie może opowiadać, prawda, o złotym fenomenie, a my na przykład nie wiemy, czy YouTube go specjalnie dopala, żeby właśnie mieć taki fenomen.
11602:  LC - żeby mieć taki fenomen, żeby móc pokazać, patrzcie, ten gość jest one man milioner, czy tam bilioner, prawda, self-made, prawda, od nastolatka do bilionera i na przykład jest to produkt marketingowy YouTube'a w tym kontekście rewelacyjny, bo się świetnie to sprzedaje, świetnie się to
11621:  LC - Jest to jakiś fenomen międzynarodowy, prawda?
11624:  LC - Więc my tego nie wiemy, dajemy się czasem wodzić za nos, ale przede wszystkim jesteśmy we mgle i to jest kłopot.
11633:  LC - Ja spotykam się z tym jako konsultant po prostu cały czas, regularnie, że przychodzę, rozmawiam z jakąś marką,
11640:  LC - Doradzam komuś, spróbuj to na YouTube, spróbuj to, ale czemu mam próbować tyle rzeczy, a nie ma jakiejś sprawdzonej strategii.
11646:  LC - Jest ich 40, mają Krzysztof budując społeczność, mam ją ja, bo na przykład działam miniaturami, tytułami, clickbaitami, szukałem różnych rozwiązań, optymalizowałem i tak dalej długości materiałów.
11659:  BFP - Mają Filip, bo składa ofiary Bogowi Mardukowi, liczy, że coś zaskoczy.
11664:  LC - Tak, więc tych strategii jest milion pięćset, no nie?
11667:  LC - I teraz trzeba znaleźć tą strategię, która danej marce pasuje.
11672:  LC - No więc i teraz Marka na przykład wraca do mnie i pyta się, dlaczego YouTube jest taki trudny.
11676:  LC - No jest właśnie taki trudny, bo albo macie kogoś charyzmatycznego, kto po prostu przebojem, przebojem się przebije i kupi sobie przychylność, przychylność widzów z automatu, bo ją ma, bo po prostu ma to w sobie, albo po prostu no dziubiecie, tak?
11691:  LC - Jak szeroczki eksperymentujecie.
11693:  OR - Komentarz buzdygan3000, który pisał, panowie, na którym etapie tworzenia konta na YouTube napisane jest, że z tej platformy można się utrzymać, bo ja nie widziałem.
11703:  OR - To tak jak, wiesz co, jak idziesz do jakiejkolwiek pracy, to mogę ci powiedzieć, że w żadnej pracy nie jest napisane, że możesz się utrzymać.
11711:  OR - Chyba żartował.
11712:  KMM - W większości prac jest ciężko się utrzymać w Polsce, przypomnę.
11716:  OR - Liczę na to, że to był żart i tyle, więc...
11719:  OR - Natomiast tak, w większości jest ciężko, nigdzie nie ma gwarancji.
11724:  OR - Jeśli chodzi o życzeniowe rzeczy z YouTube, to są rzeczy, których nie jestem pewien, czy są możliwe do zrobienia, ale znowu wrócę do tego, o czym Dawid Myśliwiec mówił.
11737:  OR - Był materiał na kanale Patrick H. Williams, gdzie mówił o problemie słowa content.
11743:  OR - że w momencie, w którym nazywamy wszystko content, każdą rzecz content, to o czym mówiłeś zresztą Filip na początku, to mama robiąca jajecznicę i człowiek, który zrobił super materiał, który jest zmontowany, wszystko i tak dalej, to jedno i drugie jest content i jedno i drugie ma kind of tą samą wartość.
11766:  OR - W dużym uproszczeniu tego.
11769:  OR - Brakuje mi opcji na YouTube, i o tym właśnie Dawid mówił, która pozwalałaby w jakiś sposób, nie mam pojęcia jaki, bo jeżeli oddalibyśmy głos widowni, to znowu ci ludzie, którzy oglądają człowieka, który je wielkiego kebaba, mogliby przegłosować, żeby...
11788:  OR - żeby to było w danym miejscu, ale żeby była inna funkcja do promowania.
11793:  OR - Może to jest kwestia podziału na kategorie.
11796:  OR - Może Krzysztof się nie zgodzić, bo to byłaby trochę telewizacja YouTube'a, czyli takie podzielenie jak masz tutaj telewizja rozrywkowa, telewizja popularnonaukowa, telewizja jakaś tam...
11809:  OR - Nie wiem, czy to jest właściwa droga, ale wydaje mi się, że z roku na rok coraz bardziej ginie taki content, który... I coraz bardziej są zniechęcani nawet ci twórcy, którzy wkładają znacznie więcej roboty, myślę, że od nas też,
