🔴 Thrones of Delay — WARHAMMER 3 (frakcja Dawich i Imperium)
🔗 https://www.youtube.com/watch?v=httWILQnfRQ

73:  Czemu?
11221:  Lead me to it.
11223:  Dobrze.
11225:  Pioneer of progress.
11228:  Ok.
11228:  Ok, ok.
11228:  By the comet.
11230:  A time to heal.
11231:  Order to serve.
11238:  Masowa produkcja amunicji.
11239:  Amunicja dla jednostek dystansowych.
11241:  Good.
11243:  To not good.
11247:  Koszt teleportacji.
11248:  Czyli my się możemy jeszcze teleportować między miastami.
11251:  To jest dobra wiadomość.
11254:  To jest bardzo dobra wiadomość.
11256:  Ćwiczebne.
11258:  Akademia Różnikarska.
11259:  Czy to jest alternatywny budynek?
11260:  Podoba mi się.
11262:  Okej, a który zwiększa rekrutację?
11266:  No to oczywiście nie.
11271:  Limit bohaterstw dla łowców szarownic?
11274:  Nope.
11277:  Czyli może to jest w głównym mieście.
11286:  O!
11287:  Tu są te stajnie czarnej róży.
11291:  Bierna umiejętność, żelazna determinacja.
11294:  Gdy ta zdolność jest aktywna, istoty nie mogą ginąć.
11296:  O tym wspominaliście.
11297:  I udostępnia garnizon rycerze czarnej róży.
11299:  Dobra, to zbudujemy to na pewno.
11303:  Bandyta na południu.
11308:  O Boże, on jest tutaj.
11318:  No tak.
11320:  No to, no to Steingart pada, Fildorf nie pada.
11326:  Nie sądziłem, że zostanie przepuszczony przez naszych wspaniałych, cudownych sojuszników.
11332:  Uwielbiam fakt, że Imperium jest cudownie chronione.
11334:  To znaczy, tu w przełęczy jest Fort Sol, ale na szczęście jest na dole taki przesmyk, gdzie mogą wrogowie sobie przechodzić, więc ktoś, kto projektował fortyfikacje na granicy imperialnej, specjalnie zadbał o to, żeby było takie jedno miejsce, przez które można bezkarnie przechodzić.
11351:  Znakomite.
11352:  O!
11354:  Hundrich von Jamnurgen.
11355:  To mi się podoba.
11359:  Hundrich von...
11362:  Jam niun gen.
11363:  I teraz on nie może zginie- zginąć.
11365:  Jam niun gen powiedziałem.
11367:  Jam niun gen.
11368:  Dobrze.
11379:  A, czy ktoś mi może wyjaśnić?
11382:  Okej, to dlatego.
11388:  Dobrze.
11389:  Wracasz tutaj.
11391:  Eee, jest, działa, dobrze, dobrze, dobrze, dobrze.
11397:  Bardzo dobrze.
11399:  Wiecie co, weźmiemy sobie może tych Rycerzy Czarnej Róży.
11403:  Czy my ich potrzebujemy, czy nie?
11404:  16 na 20, oni kosztują i tak dwie tury.
11409:  W sumie... Okej, nie stać nas.
11413:  Chyba, że od kogoś wyciągniemy kasę.
11418:  Oni są w stanie wojny z Kislevitami, więc absolutnie nie.
11422:  Dobra, od nikogo nie wyciągniemy kasy.
11432:  Dupa, dupa, tutaj niepotrzebnie się te jednostki marnują.
11440:  Kłupiec, debil!
11443:  Dawaj pieniądze!
11445:  O to chodziło!
11447:  Teraz podbijemy sobie Steingard, czyli efektywnie dostaniemy bardzo dobrze Okej, no tego się spodziewałem Czyli teraz mamy wojnę na dwa fronty, coś co bardzo lubię Uważaj z rekrutowaniem tych snajperów z hochlandu, nie jestem pewien czy w dużej ilości ta jednostka jest dobra Ty mianowicie
11473:  Okej.
11478:  To jest trochę za późno.
11481:  Ale... Co zrobić?
11491:  Tyle.
11494:  Natomiast możemy, myślę, na tym etapie zrekrutować sobie te... O właśnie, z Ogródów Morra jednostki.
11502:  Tak myślę.
11505:  Czemu nie dostaliśmy za to żadnych schematów?
11508:  To mnie troszeczkę zmartwiło.
11509:  Musimy zaatakować, żeby mieć?
11511:  Chyba tak.
11512:  Magiczne posiłki.
11513:  Bierzemy, oczywiście.
11516:  Bierzemy, bierzemy.
11517:  Magus ognia.
11518:  Bardzo dobrze.
11519:  Już wygraliśmy.
11520:  Mamy maga ognia.
11525:  Hundrich, nie Haundrich.
11526:  Hund z niemieckiego pies.
11530:  Faktycznie napisałem Haundrich.
11534:  Hundrich ma być!
11537:  Dramat.
11539:  Dobra.
11541:  Więcej magusów.
11542:  O tak, o tak.
11543:  No oczywiście.
11545:  Wiecie co, ten Wiesenburg to ja tutaj jeszcze zrobię... O. O tak, siedzibę strażników.
11552:  Chociaż podobno to niewiele daje.
11555:  Kirasierzy z wyrzutniami granatów.
11557:  Okej, w sumie można, nie wiem.
11563:  Na poziomie czwartym to raczej nie.
11567:  Masz za mało funduszy, żeby rozpocząć budowę.
11569:  Czemu mnie to nie dziwi?
11574:  Ulubiona postać z legendy Anglia.
11575:  Dlaczego to Zuko?
11578:  No nie wiem, czy nie wuj Zuka.
11579:  Bardziej.
11582:  Tam, proszę państwa, są księstwa graniczne, które powinny chronić imperium.
11585:  Pisz macie, kiedyś.
11586:  Niestety ciężko im idzie zakładanie jakiejkolwiek porządnej twierdzy.
11589:  No właśnie.
11590:  Zaczyna się, moi drodzy.
11591:  Zaczyna się Marsz Wampirów.
11594:  Wiecie, co ja zrobię?
11596:  Powiem co ja zrobię.
11598:  Ja oddam jeden z moich zamków.
11602:  To znaczy konkretnie oddam Wurtbach.
11607:  Konora Nemesis, odkliknąłem to, a to jest kolejna nowa mechanika.
11612:  I ja nie wiem czy ja nie oddam... O właśnie.
11619:  Sojusz obronny.
11621:  Nam się przyda sojusz wojskowy z Carlem Francem.
11625:  Fajne.
11629:  Bardzo dobrze, bardzo dobrze.
11630:  Wprawdzie mamy teraz mało pieniędzy, ale to nic.
11637:  Ale to nic.
11641:  Dobrze, zdobyliśmy plany.
11644:  Świetnie.
11646:  Zawsze potrzeba więcej złota, niestety.
11653:  Mhm.
11660:  No mało pieniędzy, mało strasznie, ale zaraz tutaj będzie wincyj, wincyj pieniędzy będzie.
11666:  Musimy w Dothan Bax bezbudować rzeczy, które... O!
11670:  Bierna umiejętność mistrzbalistyki, cel plus 15.
11674:  Świetnie, bierzemy to.
11679:  Vlad z Izabelą, najlepsza para w grze.
11684:  Jest Izabela von Garnstein, znaczy to będzie straszne, absolutnie.
11689:  Realny uniwersytet krytycy Sigmara.
11692:  Ulepszona technologia docków.
11695:  Treningi strzeleckie.
11697:  Skrócenie czasu przeładowania dla jednostek artylerii, bierzemy to.
11701:  Więc teraz prawda jest taka, że czekamy co zrobią wampiry.
11705:  Traktat pokojowy za 3000?
11707:  Oczywiście, że to biorę.
11712:  General Iroh był też przekotem przy Luminarius.
11714:  Oj tak, w ogóle legenda Anga ma wspaniałe postaci.
11719:  Czy romans Elspeth z Francem jest lore accurate?
11722:  Dopytuje Red Pencil.
11723:  Nic tak nie łączy jak wspólny Blitzkrieg.
11726:  Tak.
11727:  Frakcja zniszczona Middlenand.
11729:  No to Calafran ma różnego rodzaju problemy w wyniku tego.
11733:  Dobrze, no to teraz tak.
11734:  Elspeth...
11737:  Czy my tutaj mamy przejście?
11740:  Mamy.
11741:  No to Elspeth tak.
11743:  Idea jest następująca.
11744:  Ty się przenosisz w to miejsce.
11748:  Ty przekazujesz Elspeth jednostki.
11753:  I następnie wypad.
11755:  Dobra.
11756:  Sytuacja jest lepsza niż była.
11762:  Błonący czerep.
11763:  Dobrze, będzie świetny na wampiry.
11769:  Zasadzić czosnek na granicy i tyle.
11771:  Albo wodę.
11773:  Woda też działa na nieumarłych w ten sposób.
11781:  Czy można nazwać inżyniera głupio?
11782:  Akadem Hutniczow.
11785:  Akadem Hutniczow.
11787:  Stanowczo.
11789:  Dołącz do wojny przeciw płodni.
11792:  Nie?
11794:  Bez przesady, ja może i jestem antynatalistą, ale nie aż tak.
11798:  No bez przesady.
11800:  Dołącz do wojny przeciw płodni.
11802:  Niech płodni płodzą.
11808:  Już ja płodzić nie chcę, to nie oznacza, że nie chcę, żeby inni płodzili.
11811:  Czy ja wyglądam na konfederatę?
11813:  Dobrze.
11815:  Chyba... Chyba okej tu, tak?
11817:  Nie wiem.
11820:  To propon... Ooo!
11822:  Ciupirupi!
11826:  Hihi!
11827:  Mamy szansę wciągnąć Franza do walki z wąpierzami, wiecie?
11831:  Tak myślę.
11832:  Zrobimy tak.
11834:  Dołącz do wojny przeciw wszystkim, ale w ramach... No i czemu jesteś... czemu jesteś głupi?
11844:  Czemu... czemu jesteś głupi?
11848:  Więc Karl Franz nas niestety jeszcze tak nie lubi, ale i tak w którymś momencie zobaczycie, zobaczycie, że tak będzie.
11854:  Mianowicie wąpierze wypowiedzą mu wojnę.
11857:  Tak będzie.
11862:  Bardzo mi się podoba nowe Imperium Majestic Dwarce.
11864:  Pierwszy raz mi się dobrze gra imperialnymi.
11867:  To się rzadko dzieje.
11870:  Wyglądasz na zwolennika Konfederacji Niezależnych Systemów.
11874:  Swoją drogą Konfederacja Niezależnych Systemów miała rację, o czym mówi nam ten odcinek Wojen Klonów o Senacie Separatystów, który jest jednym z najlepszych odcinków Wojen Klonów.
11887:  Co tu się w ogóle dzieje?
11891:  Wszystkie wąpierze się w jednym miejscu zebrały, a odmieniec jak jakiś debil cały czas sterczy w jednym miejscu.
11897:  No i co ja mam z tym fantem zrobić?
11900:  I trust no man.
11902:  Krytyczna porażka, no doskonale.
11909:  Wiecie, bo to jest tyle słabe, że jak my się... Jak my się osłabimy walką... Strony to nie są... Tak tutaj bohaterowie będą problemem do zabicia.
11925:  Wąpierze mają zjazd rodu, no ewidentnie.
11928:  Dobra, zrobimy inaczej.
11932:  Zasadzka 45% w lesie, dobra, 70.
11934:  Okej.
11935:  Dottenbach, gut.
11947:  Konfederacja Niezależnych Systemów była takim samym pionkiem w rękach Syriusów jak Republika, ale przynajmniej nie mieli tylu Jediów.
11955:  Jak to mówił Grzegorz Blank, kościół, szkoła!
11957:  Strzelnica, tak.
11960:  Szkoła najważniejsza.
11964:  Fandazy, gdzie będzie magia oparta na promieniowaniu i odniżającym radioaktywności?
11970:  This one?
11971:  Dosłownie spaczeń tym jest.
11974:  Spaczeń wydobywany przez skawenów.
11977:  Separatyści nie mieli racji, ponieważ wojna była z góry ustawiona, pomijając fakt, że senat separatystów praktycznie nie miał władzy, jak już to rada separatystów i duku.
11984:  No tak, ale to czynnik z nich bohaterów tragicznych.
11989:  Czy Karl Franz właśnie został...
11994:  Witam z Sigma.
12026:  Dobra, zrobimy tak.
12028:  Mam głód... Mam głód... Wizenland i Nuln?
12032:  Ciekawe.
12033:  Mam głód walki.
12038:  Dołącza do nas Rickland, śmierdzący ląd.
12040:  Ataki staną się płonące.
12044:  Weź płonące ataki.
12049:  No tak, lorowo księstwa graniczne, takie wyprawy krzyżowe połączone z kolonizacją, wersja Imperium w stylu warkli z dzienią skórymi i szukaniu nowych lądów.
12055:  Przestępcy i podopadli sztagcice wyruszyli, aby założyć wioski, przecież tam macie Gryś i miasta jednak.
12059:  Brak kompetencji, jałowe ziemie sprawiły, że powstało tam wiele wiosek, bo 200 osób, które nawzajem się zwalczają i najeżdżają.
12064:  To wyjaśnia, dlaczego księstwa graniczne są tak bezużyteczne.
12068:  Żaden książuncio nie zdobył sensownej władzy, tak się nawzajem wybijają od lat.
12075:  do kolekcji fatalnych pulpitew dołącza i to.
12082:  Ale tu przynajmniej mamy coś na kształt sensownego miejsca.
12090:  Coś na kształt.
12093:  Dobra.
12094:  Co to są za... Czyli to faktycznie są snajperzy, okej.
12102:  Może mam ich za dużo?
12107:  Nie żeby właśnie ktoś to mówił i to parę razy.
12111:  Czyli potrzebujemy więcej strzelców pancernych z Nuln, moi drodzy.
12114:  Taka prawda.
12116:  Kirasjerów wyślemy.
12118:  O, kirasjerzy.
12119:  O, dobrze, dobrze, dobrze, dobrze.
12123:  Kogo możemy posłać kirasjerów?
12125:  Niebiańskiej strachulce Cincha.
12127:  Tutaj.
12131:  Myślę.
12135:  Tu jest ta jazda.
12138:  Ej, ładna jest.
12139:  No to wygląda dobrze.
12147:  Snajperów nigdy za wielu.
12148:  Zobaczymy.
12149:  Zobaczymy, jak to wyjdzie.
12151:  Stracimy, prawda?
12152:  No nie wierzę, nie wierzę.
12155:  Wierzę w zwierzę i nie wierzę.
12157:  Tędy.
12159:  Okej.
12161:  Podoba mi się, że pokazują sztandar.
12163:  Mam wrażenie, że tego wcześniej nie było, ale to może być tylko moje wrażenie.
12168:  Ok, jazdy ustawimy tutaj.
12174:  Spróbujemy ich jednak mimo wszystko zajść od tej strony.
12181:  Dobra.
12182:  Magus, ty tutaj.
12188:  Ta walka jest tylko częścią większej straty.
12190:  Jednak wiem, że straszność powinna również być ważna dla każdego zwycięstwa.
12195:  Nie zbieraj rynku!
12197:  Zbieraj pozycję!
12198:  Przechodzimy teraz!
12198:  Zygma, prowadź nas do walki!
12199:  Na twoje urządzenia!
12206:  Formacja!
12219:  Widzę, że celność nie jest ich specjalnością.
12231:  Czego nie można powiedzieć o naszych wrogach!
12234:  Okej, okej, okej, okej.
12236:  Rozumiem, rozumiem.
12238:  Czyli nie mamy z nimi szans tą konnicą?
12243:  W porządku.
12246:  Tylko się upewniałem.
12252:  Okej.
12254:  Tak się bawimy w ten sposób.
12262:  Boże, myśmy nawet nie zadali żadnych obrażeń, a oni zabili nam trzech.
12268:  Oczywiście jak gramy cinchem, to wszystko ginie, ale po naszej stronie.
12278:  I... Jaką frakcję polecam na rozpoczęcie przygody w Total War Warhammer 3?
12283:  Albo Kitai, bo jest chroniony dobrze.
12289:  Albo krasnoludy chaosu, bo są przepotężne.
12293:  Albo Skaveni, bo się ukrywają.
12297:  Wysokie elfy też są zawsze dobrą frakcją na sam początek, myślę.
12303:  Dobra, tu jest Kurolisze, którego musimy ustrzelić.
12307:  Możliwe wcześniej.
12308:  No bardzo jestem ciekaw jak to, jak oni sobie będą radzić.
12313:  Ale już widzę jedną rzecz, którą musimy zrobić.
12321:  Jezus Maria!
12326:  Trzeba było wziąć moi drodzy, jak zawsze, rozstrzygnięcia automatyczne.
12338:  No co się dzieje?
12342:  Ja nawet nie zdążyłem zrobić castu jednego zaklęcia, dobra.
12352:  Okej, okej, okej.
12355:  Jezus Maria!
12357:  Czy to są furie chaosu?
12358:  To jest gówno, to jest nic!
12367:  Jezus Maria!
12374:  No, przynajmniej się ruszyli, tyle dobrze.
12378:  Okej.
12381:  Ale boskie.
12385:  Znaczy, nisko levelowi bohaterowie to jest jakiś dramat w tej grze.
12392:  Okej, ale nasza artyleria ich rozbija przynajmniej tyle i to całkiem dobrze.
12398:  Okej.
12400:  Jezus Maria, muszę go teraz chronić.
12404:  Teraz tak, czy by się okazało, że ci strzelcy rzeczywiście są dobrzy, to ja będę wtedy szczęśliwym człowiekiem.
12413:  Dobra.
12416:  Zobaczymy.
12419:  Aż jestem ciekaw.
12425:  Aż jestem ciekaw jak se z nimi poradzą.
12428:  Dwa oddziały kontroli jeden oddział.
12430:  Zwrócę uwagę, tylko uprzejmie, że to jest oddział nisko-levelowy.
12436:  Potężny wybuch.
12439:  Nie lubię jak jest napisane potężny wybuch, bo zwykle jest kiepski.
12444:  Okej, ale ci snajperzy są dobrzy, oni są dobrzy, no i tak.
12458:  Okej, okej, okej.
12462:  Engineer here!
12466:  Dobrze, nie jest beznadziejna ta kawaleria, powiem wam.
12474:  Wysokimi elfami dobrze się gra na początek, fanatykus.
12478:  Uczył sporo mechanik, naprawdę jest niezła ta.
12482:  Okej, teraz ich zaskoczymy.
12498:  Dobrze.
12499:  Tak jest.
12500:  Napierniczać bardzo proszę.
12502:  Dobra, chciałbym powiedzieć, że ta kawaleria nowa jest dobra.
12505:  Dobra.
12517:  Gdzie chodzić?
12521:  Elsbeth?
12522:  Walnij w nich zaklęciem, bardzo cię proszę.
12525:  Albo... Mam lepszy pomysł.
12534:  Ktoś?
12536:  Naprawdę nie jest zła ta kawaleria.
12540:  Co tu się dzieje?
12541:  Co tu się dzieje?
12541:  Co tu się dzieje?
12542:  Co tu się dzieje?
12542:  Czemu to w ogóle żyje?
12544:  Czemu to żyje?
12545:  Jakim prawem to żyje?
12549:  Missiles will fly!
12554:  Okej, snajperzy dobrzy.
12556:  Możemy mieć więcej strzelców pancernych z nul.
12559:  Spokojnie.
12559:  Ready?
12561:  Moving.
12563:  To battle!
12564:  Quickly!
12564:  Seek the preserved!
12574:  Uciekać, uciekać, uciekać.
12579:  Zgodnie z moimi przewidywaniami, jak teraz nas uderzą wampiry, to mamy przerąbane.
12587:  Hogarth, dzięki za wsparcie od 4 miesięcy i pozdrowienia!
12595:  Jest naprawdę okej ta jednostka.
12599:  Na pewno sobie radzi lepiej niż kawaleria imperialna, bo to jest kawaleria Rusticana.
12610:  W ostatniej chwili.
12614:  Okej, 73 strata, no nie jest źle.
12620:  Ale... Powiem wam, że te straty zadane przez snajperów są dobre.
12627:  O wiele bardziej... Znaczy, możemy mieć pięć oddziałów na przykład tych strzelców pancernych z nul, a reszta snajperów i będzie git.
12635:  Na razie mi się podoba, ale zobaczcie, jak dużo konnica zadała obrażeń, to mnie zaskoczyło.
12644:  Nie, jest nieźle.
12649:  Jest naprawdę nieźle.
12652:  To teraz tak.
12653:  Co możemy zrobić?
12654:  Czy tutaj jest zasadzka plus 45%?
12656:  Tak.
12656:  A tutaj?
12656:  80%.
12656:  Okej.
12673:  45%, 45, 45.
12675:  Zastanawiam się co zrobić teraz.
12682:  Zróbmy tak.
12684:  Nie podoba mi się to, że Elsbeth ma tak słabo, słabo, słabo ze zdrowiem.
12690:  Talizman strażniczy jej damy, będzie lepiej.
12692:  Obscenianowy magnet to jest najgorszy chyba amulet w grze.
12696:  I obsydianowe ostrze dostaliśmy, dobrze, to też jest beznadziejne.
12701:  Ogrze ostrze, góry.
12705:  Ooo, tak.
12708:  Regeneracja, dziękuję.
12712:  To rozwiązuje nasze problemy, przynajmniej częściowo.
12714:  Siła pocisków, armia bohatera, lecimy.
12717:  Płonący czelep, lecimy, dobrze.
12722:  Nie jest źle!
12725:  Nie jest źle.
12728:  Fort Sol.
12730:  Niech się pnie do góry.
12731:  Możemy wyeliminować tutaj strzelców.
12734:  Myślę.
12736:  Ci wystarczą, przynajmniej na razie.
12739:  I teraz tak.
12739:  Ulepszenie.
12740:  Amunicja plus 25% i skrócenie czasu przeładowania.
12744:  I to będzie też dla naszych snajperów.
12748:  Good.
12748:  Good.
12749:  Good, good, good, good, good, good, good.
12751:  Good.
12758:  Na dobrą stronę mogłeś ustawić tych snajperów na klifie, a Cavalierio zbaitować całą armię do kaniona i tam ją wyrżnąć.
12763:  Snajperzy z klifów nie strzelają, ponieważ w tej grze jest spaprane linia wzroku zawsze.
12769:  Możecie mi powiedzieć, dlaczego mi się to zawsze dzieje?
12776:  Dlaczego zostałyśmy wykryci?
12778:  Dlaczego?
12785:  Kto nas atakuje?
12785:  Oczywiście, że atakuje nas Vlad.
12789:  Dobrze, udało się.
12796:  Udało się, udało.
12798:  Cześć Flomi, cześć, witam serdecznie.
12805:  Gdzie tutaj jest 70% zasadzka?
12816:  45.
12816:  Dobrze, bierzemy to.
12818:  Musimy ich złapać w zasadzkę, nie ma innej opcji.
12821:  Magosie, zakon drzewa pomalających hot od runot dzięki Skelly za wsparcie 30 miesięcy już.
12828:  Osobiście uważam, że jest strasznie przehypowany.
12831:  Ja odpadłem przynajmniej na razie.
12838:  Ale nie poddaję się, więc jeszcze nie chcę oceniać w pełni.
12841:  Natomiast na pewno to nie jest coś, że trzeba w ogóle koniecznie rzucać się.
12845:  Jest naprawdę bardzo dużo innych fantazy, które można ogarnąć.
12849:  O, to jest ciekawe.
12850:  My też możemy te ogrody budować w tym miejscu.
12852:  Kto przypuszczał?
12858:  Nie proście grać na niższym poziomie trudności przy tych wszystkich śmiesznych bachach dla komputera.
12862:  Zbija fan.
12864:  Można, ja przy tylu godzinach z gry już nie miałbym w ogóle z kolei przyjemności w rozgrywaniu bitew, nie?
12871:  Natomiast absolutnie nie będę mówił, że jedyny słuszny sposób grania w Warhammera to jest granie na poziomie legendarnym czy bardzo trudnym, bez przesady.
12880:  No i teraz tak, co oni zrobią?
12882:  Co tu się dzieje?
12883:  Oni się poruszają trzema... Dobra, musimy mieć pomoc, musimy mieć pomoc Franza, no nie ma innej opcji.
12896:  No czemu nie?
12897:  CZEMU NIE?!
12907:  Mmmmm... Dobra, mam pomysł.
12910:  Mam pomysł.
12912:  Zaatakujemy Schwarzkhafen.
12917:  Wydaje mi się, że to jest dobry pomysł.
12920:  Mmm...
12924:  Iceman pisze, że nie cierpi jak w poziomie trudności polega po prostu na płaskich bonusach dla komputera.
12928:  To się często dzieje, niestety.
12930:  Jak tutaj jest z... no, w miarę dobrze.
12934:  Z garnizonami.
12935:  Okej.
12946:  Na niższych poziomach jest Out of Resolve, który jest tak absolutnie na naszą korzyść, że odrzuca od rozgrywania walk samemu.
12951:  To między innymi.
12953:  To jest główny problem, myślę.
12956:  Bo człowiek wtedy przechodzi w tryb, okej, chce podbić jak największą liczbę prowincji.
12960:  Natomiast na pewno w tym momencie Imperium się wreszcie gra tak, jak frakcja z Warhammera 3.
12967:  Natomiast to, co robi dzisiaj AI, że stoi w jednym miejscu i uważa, że to jest bug.
12971:  Nie widziałem czegoś takiego jeszcze nigdy.
12975:  Zresztą nie, że miałbym z tym jakiś problem.
12979:  Okej, to teraz ich wystrzelamy jak kaczki.
12985:  A dzięki temu, że nasza Elsbeth von Drachen wreszcie, ale to wreszcie, może się regenerować, to wyjdziemy z tej walki nie tylko bez szwanku, ale silniejsi.
12995:  Czekamy, aż ktoś wreszcie wykorzysta AI do lepszych decyzji komputera.
12998:  Prawda, a nie na zasadzie podnoszenia poziomu 200, przyjemnik jest workiem na obrażenia.
13002:  To jest szczególnie denerwujące.
13005:  Nawet w God of Warze było to denerwujące, że czuliśmy, że no dobra, ten przeciwnik po prostu ma podkręcony pasek zdrowia i tyle.
13014:  Okej.
13015:  Znowu, dzisiaj jest festiwal złego terenu, naprawdę.
13026:  Okej, ale myślę, że teraz będzie okej.
13028:  I dobrze.
13031:  Poza tym tutaj oni mają przerąbane z uwagi na te nasze jednostki, ale to absolutnie przerąbane.
13038:  Okej, tak i...
13042:  Hellstorm może być tutaj w sumie?
13045:  Czemu by nie?
13047:  SBF, ty się trzymaj tu i regeneruj.
13050:  Dobra.
13067:  Okej.
13073:  Dobra, wyeliminujmy ich tą konnicą, mnie denerwują po prostu.
13090:  Dobrze.
13091:  Dobrze, bardzo dobrze.
13092:  Strzelajcie w nie do perki.
13102:  Okej.
13107:  Doprowadza mnie do szału, zawsze nie wiem czy mam... Nie no, musicie oglądać Legenda, przynajmniej część z was, of Total War.
13113:  Doprowadza mnie do szału, że na jego filmach słychać klikanie myszy.
13116:  Czy tylko ja tak mam?
13118:  Krzysztof, kto ich wszystkich pochowa?
13119:  To są nieumarli!
13121:  Nikt ich już nie musi chować!
13123:  Oni mogły się co najwyżej pochować w lesie.
13126:  I jak ja słyszę to klikanie myszy u Legenda of Total War, to po prostu nie jestem w stanie tego oglądać.
13131:  A ja uwielbiam jego filmy, więc i tak je oglądam, ale cierpię.
13138:  Człowiek ma setki tysięcy subskrypcji.
13142:  Mógłby kupić mikrofon, który nie zbiera dźwięków myszy.
13144:  Naprawdę nie jest tak trudne.
13149:  Bardzo drogie mikrofony, jasne, są bardzo drogie, ale są też mikrofony, które są po prostu porządne i nie są ekstremalnie drogie.
13159:  Zero?
13160:  Jakie dwa?
13161:  Jakim cudem dwa?
13164:  Co za skandal.
13169:  Jak ja słyszę swoje klikanie myszy, to mnie drażni.
13171:  Ja Iceman kupiłem specjalnie mysz, która jest cicha, mimo że musiałem poświęcić swojego legendarnego Logitecha G502 z specjalnymi blaszkami obciążającymi.
13184:  To było smutne.
13186:  Łupionko!
13188:  Łupionko i regeneracyjka.
13191:  Doskonale.
13194:  Doskonale.
13195:  No to teraz powiem wam, że już naprawdę całkiem mocna się robi ta armia.
13200:  A to z kolei pokazuje, że w o wiele większym stopniu można osiągnąć potęgę tąże z frakcją.
13207:  Niźli.
13210:  Dałimi.
13210:  To martwi.
13215:  Czy etyczne będzie kłamanie w CV, jak nie mam doświadczenia komercyjnego, ale mam umiejętności, piszę sumy, czy od 6 miesięcy nie mogę znaleźć pracy?
13222:  Jest to ciężko ci powiedzieć i odpowiedzieć na to pytanie, bo na pewno lepiej jest kreatywnie napisać w CV to, co umiesz, niż kłamać to prędzej, czy później ktoś to zweryfikuje i możesz mieć problemy z tego tytułu.
13239:  Więc to nawet nie jest kwestia etyki, tylko kwestia kalkulacji.
13246:  Są też takie branże, w których na przykład opłaca się nie powiedzieć, że ma się doktorat.
13251:  Taki dziwny i niszowy przykład.
13254:  Więc czy kłamie się wtedy, jeżeli się mówi, że się nie ma?
13258:  No to nie o to chodzi raczej, po prostu nie ujawniasz pewnych rzeczy, myślisz taktycznie.
13264:  Czy ja się mylę, czy nagle zniknęły oddziały zupełnie wampirów?
13272:  Bardzo dobrze, że powrócił nasz... O nie, nie, nie!
13279:  Mój czynny Schwarzkhafen został podbity!
13284:  Tylko nie to!
13285:  Tylko nie to!
13286:  Tylko nie to!
13287:  Tylko nie to!
13289:  Bardzo dobrze się rozdzielili w tej chwili, będzie można ich zdjąć jednego po drugim.
13293:  Bardzo dobrze.
13294:  Doskonale wręcz.
13296:  Okej, okej.
13302:  A jak tam szybkie umowy?
13304:  Czy ktoś nas kocha?
13305:  Popatrzcie, wszyscy nas kochają.
13308:  Doskonale.
13310:  Las Lore-Lon, Las Lore-Lon chce z nami mieć pakt unijny agresji, dobrze.
13320:  Nie?
13324:  Ha, ha!
13324:  Honour to your ancestors.
13329:  Okej, nieprzesadnie się opłaca.
13332:  Clan Angrun za to.
13333:  Tak, opłaca się.
13339:  Czemu trochę lepsza Europa Universalista potrzebuje już tak wielkiego procesora i RAMu?
13342:  Nie rozumiem.
13343:  To jest olbrzymi świat, edgy edgy.
13345:  To głównie dlatego.
13348:  Zachodnie prowincje... O, czekaj, Hochland coś chce?
13353:  Doskonale.
13353:  Eee... okej.
13359:  Zachodnie prowincje!
13360:  Świetnie!
13361:  To się nam przyda.
13364:  Onward!
13370:  W konserwacji nic nie chcę, dobra Okej, okej
13382:  A propos poziomu trudności dla Sramanta pisze, że jego teoria jest następująca.
13385:  Sąsiarze reagują alergicznie na poziom trudności, bo w innych grach zazwyczaj są trzy i widać, że gra była projektowana tylko pod jeden z nich.
13391:  Tak, zwykle pod normalny albo wysoki.
13393:  Hades pozwalał dostosować kilka aspektów poziomu trudności, a moim ulubionym utrapieniem jest dodanie bossom nowych technik.
13399:  Ja cenię sobie poziom trudności, który jest w Souls-like'a głównie z tego względu, że on jest tak naprawdę.
13405:  On jest tylko ukryty, nie ma tam paska, ale on tak naprawdę jest i można sobie grę ułatwić.
13413:  Tak, czyli chcesz, żebym ja dołączył do wojny?
13416:  Dla ciebie ważnej, tak?
13417:  Ale do mojej wojny nie dołączysz, Franco.
13419:  To jest Karl Franz, a nie Karl Franz.
13423:  Najlepszy antagonista w grze?
13424:  Człowiek Iluzja w Mass Effect'cie.
13428:  Wciąż leczę kaca growego Destiny po Warhammerze, wciąż.
13431:  Ojojoj.
13434:  Tak psiklo.
13437:  Vlad von Karstein.
13440:  Ciklo!
13441:  Dlaczego rozstrzymał automatycznie?
13443:  Bo Vlad jest niezabijalny.
13447:  O nie!
13450:  O nie!
13451:  O nie!
13460:  Doskonale.
13464:  Doskonale.
13465:  Mroczna pani.
13467:  Bierna umiejętność, żyjąca ciemność.
13469:  Weźmiemy to.
13471:  Limit bohaterów dla klasy inżynier.
13472:  Koszt utrzymania dla jednostek ze szkoły artyleryjskiej.
13475:  Armia Lorda.
13475:  Dobra, dobra, to weźmiemy co innego.
13477:  Błogosławieństwo Szaś.
13479:  Koszt wiatrów magii dla śmierci.
13482:  Dobrze.
13485:  Triangulacja.
13487:  Świetnie, Vlad giga chat ze swoją żonką.
13489:  No to jest epicka para, trzeba przyznać.
13492:  Burza ognia, no nareszcie!
13495:  Cudownie.
13495:  Ej, wiecie co?
13496:  Nie idzie źle walka z wampierzami.
