🔴 Bear with me, niedźwiedź ze mną — WARHAMMER 3 Kostaltyn #2
🔗 https://www.youtube.com/watch?v=yjpBzYQVOcw

34:  Szybko ruchnij.
14021:  Drozdorov v. Ashen, moi drodzy.
14026:  To cudownie, Drazorath V. Ashen daje nam dobrą cechę.
14031:  Konkretnie, jak pokonamy Drazoratha,
14037:  Odporność na ostrzał 15%.
14040:  Czyli to oznacza, że Kostaltyn zaczyna być już żywą fortecą dosłownie.
14046:  Odporność na ostrzał 40%, na magię 30%, magiczna ochrona 25%, niestety odporność fizyczna 5%, więc fajnie byłoby jeszcze pokonać paru lordów zielonoskórych i... bo tam zwykle się dostaje tego rodzaju radosne rzeczy.
14063:  Mmm... tak.
14066:  Chyba.
14070:  Śnieżna Pantera to jest garnizem naprawdę?
14072:  Nie, to czekamy na to.
14074:  Dramat.
14077:  Absolutny dramat.
14080:  No to w sumie mogłoby zostać.
14082:  Dobrze.
14084:  No to porekrutowane.
14085:  Co tutaj jest?
14086:  Frog nadciąga.
14089:  Gdybyśmy my nie musieli tych wszystkich osad bronić, to by się to skończyło bardzo źle.
14094:  Jak tymczasem tu sytuacja?
14095:  Możemy użyć monet, żeby zmniejszyć liczby popleczników.
14100:  Doskonale.
14101:  Naszych popleczników jest coraz więcej.
14103:  Toczenie bitwy.
14104:  Będziemy więcej bitew toczyć, podejrzewam teraz.
14108:  Wszystkie streamy, na których wcześniej był czat, też nie mam teraz w ogóle opcji czasu, tylko komentarze.
14113:  Nie rozumiem, na czym to polega.
14114:  W takim razie, czy ktoś jeszcze ma taką sytuację jak Feniks?
14117:  Kot zaczęła, bo się nudzi, potrzebuje więcej interaktywnej zabawy, pisze Eternitas, proszę bardzo.
14122:  Trzeba przełączyć z góry top czat na czat na żywo.
14124:  Ja myślę, że chodzi o Feniksowi o to, że w ogóle tej opcji nie ma i może się nie wyświetlać, czy to się już znudził staniem.
14133:  Lokacje open-worldowe mają opory dnia, które zmieniają w tym przeciwniku, a że gra to looter-shooter, to znowu radosne wypalanko Emberem.
14138:  Och, Embera też miałem w Warframe'ie swoją drogą.
14148:  No to co?
14148:  Fort Gównowort będzie zaatakowany w następnej turze.
14150:  Coś mi to mówi.
14151:  Coś mi się tak wydaje.
14154:  Jaka tu sytuacja?
14155:  Preferuję piechotę.
14155:  Preferuję.
14157:  Ja preferuję piechotę.
14159:  Nie, że wolę.
14160:  Ja preferuję piechotę.
14163:  Następny czasownik, który uwielbiam.
14166:  Obok stanowi.
14167:  Preferuję.
14169:  Stanowi preferencję.
14173:  W Warfamie jest ważna rzecz, że nie ma żadnej aktywności wymagającej działania multi, to jest nie do końca prawda.
14180:  Czyli jednak nie Fort Gówno World był zaatakowany, to jest interesujące.
14186:  Bardzo interesujące.
14188:  Mianowicie mnie w Warframe'ie, ale to było lat temu, to było półtora roku temu.
14194:  Nie, to nie było półtora roku temu, to było lat temu ileś.
14197:  N. Na pewno nie było półtora roku temu.
14199:  W każdym razie ja miałem zablokowaną kampanię fabularną, ponieważ był jakiś idiotyczny księżyc, na którym trzeba było wykonać zagadkę nielogiczną, do której trzeba było więcej niż jednej osoby.
14209:  Nienawidzę.
14211:  I przestałem wtedy grać w Warframe'ie, wyłącznie z tego powodu.
14219:  To jest szlachta.
14220:  Preferują preferowanie odwolenia.
14222:  Myślałem, że od walenia.
14233:  Dobra, już nie będę ryzykował.
14237:  Bardzo dobrze.
14239:  Będzie parę levelków dla naszych... Dobrze, że będą dwa levelki.
14247:  Bardzo niewiele.
14249:  Just an old woman, odporność fizyczna.
14253:  Dla bestii tylko, iiii, a mi to nic nie da.
14259:  Posiadam preferencje do piechoty, Jezus Maria.
14265:  Wiecie, ciężko to przeżywam.
14271:  Mmm.
14272:  Zwój moczu.
14274:  Kamień oszusta, najgorsza rzecz jaka istnieje.
14276:  Obsydianowe ostrze może być.
14278:  Zwój wybuchu też nie jest przesadnie dobre.
14281:  Chełm niezgody w porządku.
14283:  Akurat pasuje do naszej wiedźmy.
14286:  Obsydianowy magnetyt.
14287:  Boże, jaka to jest beznadziejna rzecz.
14289:  Mnie to on tak denerwuje.
14291:  Chciałbym to... Atrybut skradanie się i ukrycie.
14295:  To jest akurat dobre.
14298:  Jego za trinket.
14300:  Na Steamie ktoś pytał się Kiszaka, jak ocenia Dragon's F**kma 2, odpowiedział, daje tej grze najniższą możliwą notę.
14306:  Poproszę pozdrowić serdecznie ode mnie Kiszaka.
14310:  Powiedzieć, że rozumiem jego ból.
14318:  Zniszczenie.
14321:  A jak użyć preferule stanowi w takiej sprawie, żeby nie było profesjonalnie pretensjonalne?
14333:  Zastanawiam się.
14336:  Niestanowiącego w formie imię słowowej nie będzie tak raziło na pewno, no bo jeżeli możesz zastąpić pretensjonalnie brzmiące słowo prostszym, to czemu tego nie robisz, nie?
14346:  Jeżeli możesz powiedzieć, że ktoś coś ma, to spoko.
14349:  Jeżeli mówisz, że posiada, to niech chociaż dotyczy to na przykład aktu posiadania jakiegoś, nie wiem, no właśnie, akt posiadania, czyli to już jest termin prawniczy, więc oznacza to, że będziemy rozmawiać o nieruchomościach czy coś w tym stylu.
14362:  Jestem bardzo gorącym zwolennikiem tego, żeby nie używać słów tylko po to, żeby brzmieć mądrze, ponieważ sam kiedyś to robiłem i bardzo żałuję, że to robiłem, ponieważ przez to moje dwie książki są nie do czytania i to totalnie nie ma sensu.
14380:  Więc są takie konteksty, kiedy ma się nie za bardzo da powiedzieć.
14385:  W związku z powyższym wtedy można śmiało powiedzieć, że coś nieposiadające, tak?
14392:  On nie posiada się z zachwytu, na przykład możemy powiedzieć.
14394:  Nie ma się z zachwytu, tak?
14401:  Kikut demona.
14403:  Gdzie oni będą mieli wojska?
14406:  Bo już wkraczamy powoli na terytoria krasnoludów chaosu.
14414:  Zakładam... No, proszę, proszę.
14419:  Tutaj jest ich główna stolica, jeśli mnie pamięć nie myli, w odróżnieniu od niegłównych stolic.
14426:  To tak miało być, żebym cię Polscy Naukowcy brali na poważnie, no to musisz robić lon niestety, jak robisz dyplomy.
14433:  To jest taka gra, w którą wszyscy grają i ona jest strasznie kiepska i słaba, no ale co zrobić, nie?
14437:  Jak się do tego zmuszają, to musisz to robić.
14441:  To jest strasznie irytujące.
14445:  No więc to też nie zniechęcam was, jeżeli będziecie musieli pisać prace dyplomowe do tego, żeby pisać je tak, chce promotor, no bo wiadomo, chodzi o to, żeby przetrwać, ale to raczej mówię pod kątem ludzi, którzy by na serio o tym myślą, tak?
14457:  Chcieli rzeczywiście coś zrobić dobrego pod tym kątem.
14461:  Okej, Azazella możemy, moi drodzy, za to spróbować pokonać, dostaniemy za to też soczysty trade.
14468:  Jan Karol Jamniewicz w ogóle toczy dzisiaj najciekawsze bitwy.
14472:  Niektóre słowa są używane zbyt często, mają wąskie zastosowanie, a używa się je znacznie szerzej.
14476:  Tak, to jest myślę ten kazus.
14478:  To jest myślę ten kazus.
14481:  Więc ja zazwyczaj się wyśmiewam, zauważcie, z używania tych słów, jak to jest w grze, jak to jest w jakiejś publikacji, która jest dostępna ogólnie.
14489:  Nie robię tego nigdy, jak ktoś do mnie tak pisze czy mówi.
14493:  Nie bawię się w takie rzeczy.
14494:  Natomiast jeżeli ja dostaję książkę, albo film, albo grę wideo i jest tam jakiś pretensjonalny język użyty, bo ktoś na przykład chciał zrobić stylizację i sfejlował, no to tak, to będę bezlitosny.
14507:  Tak samo jak będę bezlitosny dla ludzi, którzy wymyślili, że fajnym pomysłem jest to, żebyśmy nigdy nie byli w stanie doścignąć AI, żeby zawsze to był jeden piksel dalej.
14516:  Doprowadza mnie to do szału, autentycznie.
14522:  Daj mi jakukolwiek broń, bo może się to skończyć źle.
14527:  Najgorszy przemysł na stołek historyczny to była historia historiografii.
14530:  Boże, jak to brzmi.
14533:  Tak.
14535:  Profesor, który tłumaczył trudne słowa trudnymi słowami.
14537:  Ja nigdy nie zapomnę jak jakaś babeczka autentycznie na konferencji naukowej mówiła jednocześnie po francusku i po hiszpańsku i była zdziwiona, że ludzie jej nie rozumieją.
14547:  I wiecie, co jest najlepsze?
14548:  Jestem głęboko przekonany, że ona to zdziwienie totalnie fejkowała.
14553:  Czyli nikt przy zdrowych zmysłach nie będzie tego traktował jako całkowicie normalne, że ludzie znają hiszpański.
14561:  Ja jeszcze rozumiem, że można byłoby tak powiedzieć o angielskim, to jeszcze spoko, no ale bez przesady.
14570:  Biały płaszcz urlyka.
14572:  Może i dobre.
14580:  Nawet nie możemy eksploitu tutaj użyć przesadnie i to jest smutne.
14585:  Okej, Ataman jakiś.
14587:  Leveluje.
14589:  Dobry gospodarz.
14590:  Oczywiście rozwój plus 20%.
14591:  W ogóle Atamani są OP.
14594:  Ja nie zapomnę definicji morfemu, pisze Vesper.
14597:  Morfem to jest zbiór homomorfemicznych morfów.
14604:  A wystarczyłoby powiedzieć, że morfa
14607:  To jest właśnie jakaś część składowa, nie?
14611:  I już koniec.
14615:  I zacząć tę definicję od tego, że to jest składnik.
14619:  Jesus Christ.
14621:  Ja pamiętam, była taka definicja poetyki bardzo słynna, że poetyka to jest przeniesienie z jakiejś osi rekombinacji na jakąś inną kpina kompletna, coś takiego.
14636:  Typowe podbijanie bębenka.
14637:  No, no, też tak myślę.
14640:  Jeżeli ktoś takie rzeczy przywołuje inaczej niż memicznie i dla żartów, to znaczy, że coś jest z nim bardzo mocno nie tak.
14647:  I to jest właśnie rzecz, której nie robią tak swoją drogą naukowcy z segmentu, zauważcie, ścisłego.
14654:  Popularyzują naukę i starają się właśnie, dokładnie na odwrót robić, to znaczy używać jak najprostszych słów.
14659:  A humaniści niestety bardzo często sobie potrzebują podbić bębenek, no i to powoduje niestety, że dużo ludzi nie szanuje później humanistyki, nad czym ja na przykład bardzo ubolewam.
14671:  No ale co zrobić?
14673:  Już nie powiem ludziom, że nie mają racji w takiej sytuacji, bo mają.
14678:  No, Boris Ursus.
14681:  Konkretny ma ten dumstaczek.
14683:  Wielki budowniczy.
14684:  Król Han.
14686:  Koszt inwokacji ojczyzny minus 10%.
14688:  Czemu ja tego nie miałem wcześniej?
14694:  Czy od emisji w Warfamie, że nie można było jej zrobić samemu, to był to bug, za który Digital Extreme przepraszało wszystkich graczy, którzy preferują rozgrywkę samemu?
14700:  Aha, fajnie.
14702:  Dobrze, czuję się przeproszony, dziękuję.
14705:  Straż portowa, piracki oręż, zasięg plus 10% dla jednostek Kislevu!
14712:  Bardzo dobrze.
14713:  Czy ktoś chce z nami paktować, bo nas kocha i wielbi?
14722:  Jesus Christ, Belegar rzadko kiedy jest taki... Setra.
14732:  Zrobię to dla ciebie.
14736:  Michał Czępliński szuka nowego biurka na komputer.
14738:  Czy powiedziałbyś jakiś masz model i czego polecasz?
14740:  Jest w Holistycznej Agencji Eskapistycznej.
14742:  Jak zawsze, moi drodzy, link w opisie.
14745:  W dziale Frequently Asked Questions.
14750:  Cały mój setup.
14751:  Gdzie jest dział Frequently Asked Questions?
14753:  Tutaj.
14754:  Z jakiego sprzętu do nagrywania i simowania korzysta Krzysztof?
14758:  I tutaj bodajże gdzieś jest...
14761:  Biurko.
14762:  Mebleblebleble.
14763:  Biurko podnoszone na zamówienie ze strażem Spacetronic, SPE, blablabla.
14767:  Więc ja do tego po prostu dałem normalny blat kuchenny, tylko on jest taki na wysoki połysk robiony, w związku z powyższym nie brudzi się, nie trzeba tego czyścić często, o Boże, same zalety.
14781:  Wezwij Ursuna.
14784:  Ursun został wezwany.
14788:  Recenzent Komputer Świat zachwycał się nad gotowaniem mięsa w... Aha.
14793:  W Dragon's Dogma 2.
14798:  Że jest realistyczne, ale to jest tylko filmik wrzucony do gry, a nie animacja.
14800:  Ja to widziałem na Twitterze i myślałem, że to jest żart.
14804:  Okazało się, że to nie jest żart.
14811:  Ej, to fajne Lucy, bo zawsze, zawsze prawda taka, za takim projektem, za wynalazkiem, za odkryciem naukowym jest jakiś zespół.
14821:  To naprawdę bardzo rzadko się zdarza, żeby to była jedna osoba.
14828:  Krzysztof Dziś Wielki Dzień w końcu skończy, Shantaram GD Robertsa.
14831:  Książka ze świetną fabułą i bohaterami poleca Piotr Rozmiarek.
14834:  Napisana w strasznie mężący sposób.
14836:  To szkoda.
14837:  Ten uczuć, gdy czytam artykuł naukowy, pisze Aredel do magisterki, nagle jest coś mega zawile napisane, potem się cieszę, gdy pada prościej mówiąc, ale nawet prościej mówiąc nie jest zrozumiałe.
14846:  Hello Azazelo, hello, hello Azazelo.
14850:  Co on tu ma?
14852:  Dobra, co nam zagraża?
14859:  W zasadzie tylko to i Pan Przemian.
14870:  Mam nadzieję, że przynajmniej część skojarzy, ale nie będę na razie zdradzał.
14884:  Gdzie jest gra? !
14886:  NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE NIE
14915:  O tak, tutaj je chowamy.
14917:  Bo nie pomogą nam w tej walce.
14918:  W razie czego się możemy wycofać.
14919:  I tak.
14926:  Bierzemy ich w dwa ognie.
14928:  Jesteśmy Avalancą.
14934:  Jesteśmy Wielką Wielką Wielką.
14939:  Znaczy, jakąś książkę tutaj pojedynek arcymagów skutkuje ogromnymi zniszczeniami uboczonymi miasta?
14944:  Nie, i bardzo tego żałuję.
14946:  Chciałbym czytać o śmierci niewinnych cywilów.
14951:  No, ta... To może nam zaszkodzić.
14956:  Tak sądziłem.
14957:  Dobra, ale Pana Przemian możemy złowić za to, szybkowzględnie.
14966:  Wpierw eliminujemy wszystkich, którzy są szybcy albo latający.
14975:  Jest jeden problem, mianowicie jest bardzo mała mapa.
14986:  Musimy ich maksymalnie rozdzielić.
14996:  To jest jakiś rydwan, rydwan chaosu.
15001:  Dobra, dobra, dobra, bardzo dobrze, wchodźcie za tę skałę.
15005:  Nie, nie, nie, nie, nie, nie, kretyn, kretyn, kretyn, wracaj.
15011:  Kretyn!
15013:  Obey the orthodoxy, dokładnie!
15016:  Tak, jesteście saniami bojowymi.
15019:  Jesteśmy czarnymi mnichami.
15025:  Nie patrzyłem, czy ludzie zgadli, że to byli faceci w rajtuzach.
15031:  Ale to byli faceci w rajtuzach, jest scena z Abbottem, który właśnie jest witany przez wszystkich.
15039:  Co to się działo dziś w studio?
15041:  pyta Antek Seba.
15042:  O czym mówisz?
15043:  Jakim studio?
15044:  Krzysztof nic nie wie.
15048:  Bebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebebe
15077:  Nie wiem, co się działo, moi drodzy.
15079:  Ja mam jakieś kompletne nad... Jestem niedoinformowany.
15086:  Dobra, bo trzeba tutaj poogarniać rzeczy, bo się dzieją niedobre, bardzo niedobre rzeczy się dzieją.
15097:  A Zazello trochę oberwał.
15100:  O Boże, ogarnijcie się!
15102:  Ogarnij się!
15113:  Co tu jest?
15115:  Następne ofiary losu, które nie potrafią jeździć.
15122:  Dobra.
15125:  Znowu jest to samo, co zawsze, to znaczy się zaklinowało jedno cholerstwo i mi ginie.
15134:  Wycofaj się tam.
15143:  Jesus Christ, jakaś magia tu jeszcze.
15147:  To Azazelo głównie widzę.
15159:  Tu jest następna ofiara losu.
15165:  Wycofaj się.
15167:  Szagoty, niedobrze.
15170:  Następna ofiara losu do wycofania.
15183:  Witamy Aśku na czatach.
15185:  Trudyka na prawo milenium, magowie mieli potencjał niszczyć światy.
15188:  Potencjał tak, ale nie wiem, czy to było pokazane kiedykolwiek.
15190:  Ten Azazelu jest silny nawet, powiem wam.
15192:  Przynajmniej jest bardzo szybki, to wywołuje problemy i komplikacje.
15207:  Idziesz tam.
15208:  Ale muszę ich niańczyć, Boże drogi.
15219:  Po prostu niańki potrzebujecie, a nie generała.
15222:  Niańki!
15224:  Luli, luli, kulik biedny, musisz tu pojechać.
15233:  Musisz walczyć bardzo mężnie, żeby nie ośmieszać.
15241:  O!
15245:  Dobra.
15248:  Ty się wycofaj też.
15253:  Zabijesz tego Azazella w końcu czy nigdy!
15260:  Zresztą czasami rzesz się, byś chodził na jakąś emisję głosu.
15262:  Chodziłem, to dlatego.
15265:  To wszystko moi drodzy, mikrofon.
15267:  Brakuje destrukcyjnych pojedynków czarodzieju, prawda?
15270:  Zwłaszcza w grach wideo, chcemy ich.
15274:  Dobra, zostawimy sobie może te sanie jednak tutaj.
15280:  Boże, zabijcie tego Azazella!
15284:  Jeszcze Pan Przemian nam przeszkadza.
15286:  Dobrze, Azazello zginął.
15287:  Dobrze, teraz już jest dobrze.
15289:  Teraz tak, jeżeli tylko nie wyginęły nam sanie, to będzie dobrze.
15295:  Dobrze, te wycofam, bo trochę mnie niepokoi ich stan.
15300:  Te są jeszcze jakoś mniej więcej.
15303:  Okej, dobrze, nie wiem.
15305:  Tak, nie, nie wiem.
15311:  Musisz śpiewać dalej, bo jest to zabawne.
15312:  Znaczy, ja bym nie chciał musieć śpiewać dalej, bo to by oznaczało, że przegrywamy.
15321:  Dobrze, i teraz to wygląda tak, jak powinno.
15328:  Coś mi się wydaje, że misiowe sanie są takim sobie dumstakiem.
15332:  Są dobrym, ale jest regeneracja.
15338:  Natomiast normalnie, gdybyśmy mieli tu jakąś kislewicką armię, to byłoby nam ciężej i zwróćcie uwagę, że generalnie nie giniemy, tak?
15347:  Ta armia historycznie była w stanie, przynajmniej na tyle, na ile mogłem potestować, sporo wyniszczyć.
15356:  Jedyny problem jest taki, że to jest bardzo mała mapa, więc ta armia jest dobra, ale tylko na określonych mapach, więc rzeczywiście jako Doomstack nie za bardzo się sprawdza, bo Doomstack powinien być idiotoodporny.
15366:  I mapoodporny, i generalnie Doomstacki powinny walczyć dobrze z wszystkimi rodzajami jednostek.
15376:  No i troszeczkę, dlaczego ja zawsze staram się ich w taką linię wydłużyć, ponieważ tu jest sporo friendly fire jednak.
15385:  Ooo, no i giną, widzicie?
15386:  Giną, giną.
15387:  To nie była jakaś lekka do pokonania armia szagoty i tak dalej.
15392:  Ciężka sprawa.
15403:  Dobra.
15407:  No, OP jest to, że one poruszają się i równocześnie strzelają.
15411:  To jest kluczowa kwestia.
15415:  Więc nawet jeżeli jest jakiś potężny wróg, to możemy sobie z nim poradzić.
15420:  No i nie wykorzystywaliśmy praktycznie magii.
15423:  Doomstack to armia imperialnej gry w otach, tak.
15428:  No nie kojarzę gier, gdzie magowie w gameplayu byliby jak bomba atomowa.
15431:  Nie, ponieważ byłby piski wrzask graczy, którzy by mówili byś, to jest niezbalansowane.
15441:  Okropne.
15443:  Dzisiaj widziałem wywiady na TVN24 z nauczycielami płaczącymi na zakaz prac domowych.
15446:  Nie ma zakazu prac domowych!
15448:  Jest zakaz wpisywania pierdolonych ocen cyfrowych!
15453:  To jest najgorsze, że nauczyciele jeszcze kłamią do tego wszystkiego, ale to nie jest jakoś przestępnie zdumiewające, biorąc pod uwagę, że zdarza im się łamać gorsze przepisy polskiego prawa.
15462:  Tak samo, jak przypominam, jest zakaz wpisywania... To jest najlepsze.
15465:  Jest zakaz wpisywania ocen cyfrowych w klasach 1-3.
15469:  Ale w nowym rozporządzeniu ministerstwo musiało powiedzieć, że za zadania domowe do klas 1-3 nie wolno wpisywać ocen.
15475:  Cyfrowych.
15476:  Dlaczego to powiedzieli?
15477:  Ponieważ samo ministerstwo przyznaje, że ten przepis był nieskuteczny, ponieważ wszyscy go łamali.
15483:  Masakra!
15486:  Drużyna!
15487:  No i proszę bardzo, widzicie?
15491:  Doomstack.
15494:  Jest jeszcze Frog the Unclean.
15497:  To nie jest Frog the Unclean.
15499:  To nie jest Skaven.
15501:  Niestety.
15503:  Niestety.
15504:  O, i teraz ważne jest to, żebyśmy mieli czas wsparcia niż...
15511:  Zagładaj mrok.
15512:  Dobrze.
15513:  I tutaj wahadło.
15515:  Dobrze.
15515:  Fukota.
15516:  I tutaj też to samo.
15519:  Czas trwania efektu plus 50% dla zakręć kląt, czyli to nie dla nas.
15522:  Mateczka wie co dobre.
15524:  Ataki stają się atakami magicznymi towarzyszący Lord i umiejętność Lixity wytrzymałości.
15529:  Atrybut skradanie dla jednostek Kislevu.
15532:  Siła broni premia do szarży.
15539:  Czy ta siła broni dotyczy jej?
15540:  Nie.
15541:  Chyba to nie dotyczy tego strzału, to jest siła pocisków, czyli nam się nie opłaca.
15546:  Okej.
15547:  Chyba najbardziej się opłaca mateczka wie co dobre w tej sytuacji.
15554:  Mateczka wie co dobre, oj wie, wie, wie.
15556:  Kislevajc nie czuł się zimnym.
15559:  Tak, Ewa pisze, nieobowiązkowe zadania domowe, to sztoko dziwo, to na mnie nauczyciele weczorek się do tego nie posuną, takie komentarze autentycznie są.
15567:  Jesus Christ, po prostu.
15570:  Mader ostankia is practicing accent.
15581:  Nie zagrażają nam, dobrze.
15585:  I tutaj co możemy zrobić?
15589:  Dobrze.
15600:  Tutaj chodziło o to, żeby jak najwięcej zdobyć rzeczy radosnych, ciężkie stanie bojowe.
15605:  Bierzemy to.
15608:  Usażę von.
15609:  To jest okej.
15612:  No i to.
15612:  Świetnie.
15614:  Ostanki gra ta sama aktorka co Efer w Baldur's Gate 3, tak jest?
15618:  Tak jest?
15619:  Mateczka wie co, dobre.
15620:  Jest dobra do wzięcia na przynajmniej jednej z Wiedźm, potka na Friest dla Lorda, no właśnie.
15626:  No właśnie.
15628:  Przy czym pozostałe?
15630:  Ciężko powiedzieć czy będą przydatne nam akurat.
15634:  O i zapomniałem o nim.
15636:  Leslie Nielsen, agent WD-40, Dick Steel, najlepszy agent ever, ale absolutnie.
15644:  Saga o ludziach lodu jest crispy.
15646:  Wiesz co Lindor, ja wolę zdecydowanie sagę o Czarnoksiężniku, o tej samej autorki, czyli Margit Sandemo.
15658:  Cursed Wolf nie będą dobrymi wyznawcami Ursona, chyba że jako papu dla misia.
15662:  Tak, papu dla misia najlepsze.
15669:  W Sadza o ludziach lodu jest cringe'owy seks, ale w ogóle Margit Sandemo ma ciężki stosunek do tego, z uwagi na to, że ona była w dzieciństwie zgwałcona i w jednej z książek jej autorstwa, to znaczy w Sadza o czarnoksiężniku, jest scena, w której ona opisuje coś bardzo podobnego i przyznawa w wywiadach, że to była próba przepracowania.
15700:  Dobrze, to eliminujemy.
15706:  Dopiero teraz zrozumiałem, że przez oceny cyfrowe masz na myśli oceny, a że cyfra, a nie oceny, że wpisywane w cyfrowego dziennika.
15711:  Nieintuicyjne polecam, nie polecam.
15713:  No a jak to inaczej powiedzieć, nie?
15714:  Ale masz rację, że to jest nieintuicyjne, no.
15717:  Masz rację.
15719:  Festus i Willitsch Przeklęty, ale, ale to jest super.
15722:  Widzicie, jeszcze jeden mod jest wykorzystywany mi przedeze mnie, tak nawiasem mówiąc, to znaczy Recruit Defeated Legendary Lords, co się kwalifikuje nie tylko, nie tylko, co ważne,
15732:  do naszych lordów, ale także do lordów przeciwnika, dzięki czemu jest łatwiej pozyskiwać cechy.
15741:  Dobra, weźmiemy tutaj te premie do szarży dla niej w takim razie i dla wszystkich tych wiedźm.
15747:  Może oceny liczbowe?
15748:  No tak, ale wiesz, to są cyfry, nie?
15751:  Od 1 do 6.
15753:  Wtedy wszyscy matematycy podniosą rwetest i będą mieli jak raz rację.
15768:  Nie no, prdusowe zwycięstwo my ass.
15770:  Chyba, że tutaj coś w nas będzie strzelało.
15774:  Dobra, po kolei ich weźmiemy.
15777:  Bo musimy tego lorda wyeliminować, coś mi tutaj śmierdzi.
15782:  Albo... Oceny numeryczne?
15785:  O, to jest dobry pomysł.
15795:  Znaczymy, że jakieś książki, gdzie protagonista lub ważna postać jest skorumpowana tak, czy skażona jak Arthas z Warcrafta.
15802:  Tak.
15803:  Często wam polecam tę książkę.
15805:  Trylogia Rubieży Jeffrey'a Forda.
15814:  Dwa razy na siedem razy się udało.
15822:  Rozumiemy to tak.
15833:  Mam złe wrażenie, czy mieliśmy więcej Wiedźm tutaj?
15836:  Chyba była jeszcze jedna Wiedźma, nie?
15838:  Musiała zostać zabita.
15839:  Zabijcie mnie!
15840:  Zabijcie mnie!
15840:  Zabijcie mnie!
15840:  Zabijcie mnie!
15841:  Zabijcie mnie!
15841:  Zabijcie mnie!
15844:  Zabijcie mnie!
15867:  Dobra.
15870:  Wystarczy.
15874:  I teraz wy idziecie tutaj, żeby strzelać na niej jak będą przychodzić.
15880:  Dobrze.
15884:  Dobrze, matko Ostankia.
15886:  Dobrze, dobrze, dobrze, dobrze.
15895:  Co to jest?
15901:  Co?!
15902:  Boże, deleted!
15903:  Cały oddział praktycznie, co to było?
15914:  To już wiem, dlaczego nam nie dawali szans za bardzo.
15918:  Używają jakiejś potwornej magii tutaj, my też mamy magię nawiasem mówiąc i też jej użyjemy.
15927:  Dobra, atakujcie ich wszystkich.
15932:  Starzy mnie Dzieciku z Dragon's Dogma, nie jestem w stanie moi drodzy.
15936:  Nawet myśląc koniunkturalnie nie jestem w stanie, a ja generalnie nie myślę koniunkturalnie.
15940:  Dobra, Matka Ostanki, ja niech go zaatakuje, a tu będziemy mieli Wiedźmę oprócz tego.
15959:  Ile tutaj jest?
15960:  28 sekund.
15967:  Dobrze.
15975:  Co oni tacy silni?
15985:  No nie powinna być potwora na testy, to jest prawda.
15988:  Dlatego musi być po naszej stronie zawsze.
15990:  Dobrze, ten Lord prawie zginął już.
15995:  Zobaczmy, co ta zemsta duchów da.
16001:  Trzy sekundy.
16007:  Okej.
16007:  Mother of...
16015:  Madorostankia też to walnie.
16022:  Dobra, jak tutaj sytuacja?
16024:  Powiedziałbym średnio.
16030:  No dobrze, dobrze, dobrze, dobrze.
16037:  Jak tu sytuacja?
16038:  Średnio.
16039:  Zawsze się możemy wycofać, co też zresztą planuję w razie czego.
16051:  Złowieszczy duchowy niedźwiedź?
16059:  Co to jest złowieszczy duchowy niedźwiedź?
16060:  Okej.
16062:  Tu sytuacja zaczyna być problematyczna.
16066:  Czarnoksiężnik nas zaatakował, no to niedobrze.
16070:  Dobra.
16072:  Musimy się wycofać teraz.
16087:  Niedobrze.
16091:  Zaskoczyło mnie to zaklęcie na początku.
16094:  Tak krasnoludowie chaosu są strasznie potężni.
16101:  Okej, działa, działa, wycofujemy się jakoś.
16108:  No nie zabiła go, jak słowo daje tego nadzorcy.
16120:  Wolni są ci zamachowcy Ashiny.
16124:  43 to jest jednak za mała prędkość jak na jednostkę, która powinna atakować z oddali.
16134:  O Boże.
16142:  Dobrze, dodam sobie wigoru, przynajmniej tyle.
16150:  Okej.
16153:  Coś to dało, niewiele, bo niewiele, ale coś dało.
16163:  Oj, oj, oj, oj, oj.
16166:  Dziś zaczynamy ogrywać Dragon's Dogma, jest zajebista gra, oczywiście mówię o pierwszej części.
16170:  Tak.
16173:  To maksymalnie tyle, ile jesteśmy w stanie ich wyeliminować, będziemy tak działali.
16186:  Matka Ostankia ma problemy.
16188:  Prawda jest taka, że magia nas tutaj wykańcza, mamy za mało magii.
16196:  Matka Ostankia ma jakąś umiejętność, która wokół ich zabija.
16201:  Mam takie wrażenie niejasne.
