69 000 SUBSKRYPCJI DLA SLAANESHA — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=rB9atL7RQ-4

688:  Chcieliście żądzy?
16847:  Logiczne.
16854:  Ale jest to tajemnicza umiejętność.
16859:  Pyrdusowe zwycięstwo.
16861:  Mówicie?
16866:  Miście rację.
16872:  Ale nikt nie zginął!
16879:  I o to chodzi.
16882:  I o to chodzi, moi drodzy.
16887:  Czy będzie gra na 14 na premierach w Krasnolii?
16890:  A kiedy jest 14?
16892:  Za siedem dni.
16894:  Za trudne dla mnie.
16898:  To jest piątek.
16899:  A, to na pewno.
16904:  Sam nie wiem.
16908:  No, potrzebujemy uzupełnienia tym razem.
16911:  Trzeba mądrze i strategicznie zareagować.
16916:  Lepszy Azazel czy Nakari?
16918:  Ja wolę grać czystą frakcją, natomiast Azazel jest na pewno łatwiejszy i bardziej dynamiczny.
16925:  Czy Tyrion musi być broken w każdej części?
16927:  Musi być.
16927:  Jest przerażająco ciężko się z nim walczy.
16931:  No, start na Cariego wcale taki prosty nie jest, ale z drugiej strony, zauważcie, jak postępuje deprawacja.
16937:  Oni teraz będą wysyłali na nas innych bohaterów i bardzo dobrze.
16942:  Gdybyśmy mieli ciupinkę silniejszą armię... Co to jest, co to jest?
16952:  Jazda szturmowa?
16953:  O nie, nie chcę jazdy.
16957:  Nie chcę jazdy.
16963:  Okej.
16967:  Tutaj potrzebujemy, kochani, bardzo ważnej rzeczy.
16972:  Tak, uzupełnianie, na pewno.
16976:  Okej, większe wrota Slaanesha, Powiernik Tajemnic, wuhuu!
16981:  Powiernik Tajemnic to jest potężna jednostka.
16983:  Dobrze, że możemy ją już przyzywać.
16986:  Okej, oni mają tutaj... On ma tutaj zasięg, on ma tutaj zasięg.
16990:  Niedobrze.
16991:  To nie buduje nic.
16993:  Na razie przynajmniej.
16996:  Mhm.
17002:  Pan twardeusz się robi coraz twardszy.
17006:  Gliw portalu.
17008:  Okej, na Kali tego nie ma.
17012:  Trzeba zobaczyć, jak jest z... tak, dajmy mu Gliw Portalu.
17015:  Gliw Portalu jest lepszy.
17018:  I... tyle.
17020:  Pomocnicy.
17021:  Kurtyzana.
17022:  Mmm... oczywiście.
17024:  Wysłannik pokus, szansa na kradzież magicznego przedmiotu.
17027:  Bierzemy.
17028:  Ilu bohaterów jest dostępnych w podstawce tutaj w Warhammer 3?
17031:  Nieskończenie wiele.
17032:  Wiecie dlaczego?
17033:  Dlatego, że każdego możecie zapisać.
17035:  Jak zapiszecie, to możecie w dowolnej grze go loadować.
17038:  O!
17038:  Chciałem pokazać tę mechanikę!
17039:  Bardzo dobrze!
17043:  Rozprzestrzeniaj kulty.
17046:  Ladowe owocowisko?
17050:  Jest.
17053:  Równina Naglfari?
17055:  Jest.
17057:  Ołtarz Ciemności Ostatecznej?
17059:  Jest.
17060:  I we wszystkich tych miejscach będziemy mogli wznosić, jak będziemy mieli dostateczną liczbę jeńców, nasze kulty.
17066:  Jak widzicie, zaczyna tego się już robić bardzo sporo.
17070:  I dobrze.
17071:  O to chodzi.
17072:  Ilu startowych bohaterów jest?
17074:  A!
17075:  To niewielu.
17076:  Wydaje mi się, że jest tylko Nakari dla Chaosytów.
17082:  To jest, Tymoncia, bardzo początkowa faza gry, wbrew pozorom, bo niestety Creative Assembly spieprzyło launch.
17089:  W związku z powyższym nadrabiali problemy, jak widzicie, i tak nie wszystkie, bo mieliśmy crusha.
17096:  Przerzący się konsumpcjonizm, oczywiście.
17098:  Potrzebujemy.
17103:  Dobrze, 10 tur do... No co się dzieje?
17110:  Bez przesady.
17112:  Już jest atak za atakiem.
17117:  O mój Boże!
17119:  Sisters of Avelorn?
17121:  Czy one są przerażająco silne?
17129:  Rany boskie!
17134:  No bierzemy, jedna jednostka sióstr to jest i tak dużo już.
17143:  Hm.
17143:  Chyba że.
17146:  Nie, to nic nie da.
17153:  Dajcie spokój.
17156:  Nie mieliśmy jeszcze takiego potwornego naporu.
17163:  Dziś dowiedziałem się, że poniedziałek jest wolny.
17165:  Co za wspaniała intonacja.
17166:  No tak, tak, tak.
17171:  Znaczy no, najbardziej działalność... Najlepszą działalność misyjną z bogów chaosu.
17174:  Trochę tak jest.
17179:  Ehm... Aha, tutaj.
17184:  Czy to jest jakiś żart?
17188:  Chociaż z drugiej strony... Chociaż z drugiej strony... Nie no, cokolwiek zrobimy, to się będzie źle walczyło.
17201:  Tutaj też niedobrze.
17220:  Zróbmy to.
17222:  No, strzelają do czegokolwiek, nie?
17225:  A nią uciekniemy.
17234:  Cokolwiek ona zrobi, będzie dobrze.
17238:  Siostrę Avelornu.
17243:  Przestań uciekać.
17255:  Wiecie co zamierzam?
17258:  O Boże, jak ona szybko zginie.
17261:  Jezus Maria.
17264:  Dlatego mówiłem, że siostra Avelorne jest przerażająca jednostka do walki.
17269:  Teraz?
17269:  Zwłaszcza.
17273:  Jezus Maria, już zginęła.
17277:  Aha, zero.
17280:  Fajnie.
17286:  Okej, więc tak, uciekasz tędy, tędy, tę... tędy.
17292:  Tędy.
17295:  Mam nadzieję, że jest dość szybka tylko.
17300:  Więc ma dobre zaklęcie.
17301:  Okej.
17302:  Tymczasem tutaj dobre wiadomości.
17309:  Dobre wiadomości są takie, że my tutaj zostaniemy.
17312:  Bo to jest dobre miejsce do walki.
17315:  Dlaczego?
17316:  Dlatego, że siostry Avelornu są przerażająco silne.
17319:  Więc im więcej drzew, tym lepiej.
17324:  Co więcej, mam wrażenie, że będziemy w stanie je rozjechać redwanami akurat.
17330:  Więc to dobra wiadomość.
17335:  Ej, Nakari się chyba regeneruje sam.
17337:  Dobra, nieważne.
17340:  2590, może ktoś zapamięta.
17344:  Dobranoc, Jacku, dobranoc.
17345:  Dobranoc, Greenaxe!
17349:  Obiecałem, że będzie Yurno, moi drodzy, obiecałem!
17351:  2590 cały czas jest.
17357:  Okej, teraz żebyśmy się tylko nie zbłaźnili.
17370:  Możecie mi wytłumaczyć, dlaczego dostaliśmy straż morską z Lawernu jako wsparcie?
17374:  Nie wiem, ale daję ich tu na szpicę.
17378:  Piekielnie jeści Slaanesha, świetnie.
17381:  Grupa numer dwa.
17386:  Okej, i dużo mięsa armatniego, świetnie.
17392:  Mięso armatnie może ginąć.
17395:  O, siostry Avelornu się zreflektowały.
17398:  Strzelajcie.
17400:  Kogokolwiek zabijecie, będzie dobrze.
17404:  Powiedziałem, kogokolwiek zabijecie, będzie dobrze.
17409:  Aha.
17410:  No dobrze, strzeliły.
17412:  Nikogo nie zabiły.
17414:  Fajne.
17422:  Dobra.
17423:  Czy ona może spieprzyć stąd, czy nie?
17428:  Okej, czy ona może kogoś spowolnić?
17430:  Tak, prędkość minus 25.
17432:  Spowolnił go.
17437:  Good.
17441:  Jak najszybciej, na swoim ryjku, jedziesz w stronę wojska.
17447:  2590 mana Kali cały czas.
17448:  Dobrze.
17449:  Dobranoc, Olu, dobranoc.
17451:  Siostry Avalornu są pewnie absolutnie, jak się gra wysokimi elfami, to jest to obowiązkowa jednostka.
17460:  Do rekrutacji.
17465:  Okej, jeszcze, jeszcze, jeszcze teoretycznie kogoś na nie, już nie.
17471:  Ok, ok, ok, ok, ok.
17473:  I teraz tak, spróbujemy, spróbujemy przynajmniej Nakariego tutaj dać na szpicę, bo może jest tak, że regeneruje się wtedy, kiedy walczą inni.
17482:  Na to liczę.
17485:  Druga rzecz.
17486:  Rapture and Torment.
17489:  Przygotujmy sobie tutaj naszą konnicę, żeby zaatakowała siostrę Avelornu, jeźdźcy Elyrionu.
17496:  Dobra, to poślijmy na jeźdźców Elyrionu, naszych jeźdźców, bo oni są dość szybcy, co w tym miejscu oznacza nawet bardzo szybcy.
17506:  Tymczasem, zniszczyć Alistera Białego Lwa.
17511:  Aha, aha, aha, aha.
17514:  Aha, aha.
17516:  Okej.
17519:  To była zmarnowana zdolność.
17528:  Jak tu sytuacja?
17528:  Oj, dobrze, dobrze, dobrze.
17529:  To był dobry pomysł.
17531:  Kto tu jest?
17532:  Łucznicy Elyrionu.
17533:  Świetnie.
17534:  Rozproszyli się bardzo.
17535:  Siostry Avelornu też są, więc będzie trzeba szybko, szybko stąd uciekać za moment.
17544:  Dobrze.
17545:  Teraz spieprzamy.
17546:  Natychmiast.
17549:  Z siostrami Avelorn nie ma konnica żadnych szans.
17558:  Okej.
17559:  I teraz znowu.
17562:  Walka podjazdowa.
17563:  Nie ma jak walka podjazdowa.
17567:  I w ten sposób przy małych stratach wyeliminowana jedna jednostka łuczników.
17575:  Spróbujemy ich co więcej odciągnąć maksymalnie.
17580:  Tutaj.
17581:  Dobrze.
17582:  Jak sytuacja z Alisterem?
17583:  Świetnie.
17584:  Nakari, dojedź Alisterem.
17585:  Natychmiast.
17595:  Dojedź go.
17597:  Co?
17599:  Dlaczego on fruwa nagle?
17603:  No co za skandal.
17605:  No one faster.
17608:  Jaki tchórz!
17611:  Tak to jest walczyć z elfami.
17616:  Okej, jak tu sytuacja?
17619:  Średnio.
17621:  Przenieśmy w to miejsce w takim razie nasze rydwany.
17627:  Ojojoj.
17628:  W końcu człowiek po pracy.
17630:  Teraz nic tylko relaks, pisze Zornarin, militościwy.
17632:  Fajnie, że wpadłeś.
17634:  Co tu się dzieje?
17634:  Kto to jest?
17635:  To jest wielki orzeł.
17637:  Aha.
17638:  Zniszczyć wielkiego orła.
17640:  Poza tym uważam, że Ulfuan powinien zostać zniszczony.
17642:  Prawda?
17643:  Ej, ej, wiecie co?
17643:  Mam pewien pomysł.
17644:  I accept temptation.
17645:  The herald goes.
17661:  Dobrze.
17663:  To było dobrze spożytkowane.
17666:  Okej.
17667:  Atakujemy tymczasem.
17672:  Łucznicy w kogokolwiek strzelajcie.
17674:  Tym razem już ja im zacznę wydawać rozkazy, bo strzelają po prostu idiotycznie i bez sensu.
17683:  Dobra.
17684:  I teraz siostrę Avelornu trzeba zniszczyć.
17695:  Nakari.
17696:  Nakari by się w sumie przydał.
17700:  Dobrze widzę, że jak zwykle sobie blokują.
17702:  Tak.
17706:  Szybciej, szybciej!
17710:  Wolne rydwany.
17714:  Dobrze, część strzał.
17716:  Idzie w drzewa, świetnie.
17718:  Teraz tak.
17720:  Wy na tych, wy na tych.
17722:  Wy na tych.
17725:  Liczę.
17727:  Nie na glicze, tylko na piękne wrycie się w te jednostki.
17730:  Świetnie.
17731:  Siostry Avelornu wprawdzie dobrze sobie radzą w walce w zwarciu, ale bez przesady.
17735:  Nie aż tak dobrze.
17737:  Generalnie mają teraz przerąbane.
17741:  Okej.
17750:  Jak tam na Kari?
17751:  Myślę, że Kari na tym etapie może wbijać w jednostki wroga.
17755:  Oj tak.
17760:  Mam taką ogromną nadzieję.
17768:  2590, dobrze.
17771:  Good!
17775:  Nie widzę tego leczenia, moi drodzy.
17777:  Coś jest zepsute.
17780:  Mieliśmy się leczyć.
17783:  A tymczasem widzę 2404 zamiast 2590.
17784:  2317.
17784:  No coś jest mocno nie tak.
17784:  Teraz zaatakowaliśmy od tyłu i też nic to nie dało.
17786:  2317, 2000.
17806:  2200.
17806:  Co to za koło ogniste?
17809:  To było przywołanie Harpy.
17814:  Przynajmniej je mamy.
17818:  Dobra, to ten manewr... Ten manewr się udał.
17822:  Chociaż ten.
17827:  Spróbujemy na Karim w takim razie ścigać przeciwników, którzy się wycofują.
17831:  Może to coś da.
17832:  Na to liczę.
17836:  2278.
17837:  Oho, oho, oho.
17841:  Tu ktoś nas strzela.
17846:  Wojownic Cienia.
17849:  Harpię wykorzystałam.
17850:  Nie, nie wykorzystamy Harpii do tego.
17852:  2278.
17852:  No, come on!
17852:  Czy ja zwariowałem?
17869:  Może ja zwariowałem?
17871:  Jest to możliwe.
17872:  Co robią Harpie?
17873:  Giną Maju, ale dobre są pod tym względem, że można je wykorzystać czasem do uziemienia łuczników.
17880:  Natomiast nie jest to najlepsza jednostka absolutnie w zestawie, który mamy jako wojownicy Slaanesha.
17887:  Dobra wiadomość jest natomiast taka, że udało nam się wygrać tę bitwę bez konieczności wykorzystywania jakichkolwiek jednostek z Armina Cariego.
17897:  To mnie cieszy.
17901:  Ale jakie są reguły włączania jego regeneracji?
17908:  Tego nie wiem.
17909:  Zniszczona jednostka przeciwnika w promieniu 30 metrów.
17912:  Achi musi zupełnie zniszczyć.
17915:  Aaaa!
17919:  Aaaa!
17920:  B!
17921:  Wreszcie wiem.
17927:  Czaję.
17930:  Czyli Nakarim się opłaca dożynać.
17933:  Dożynki!
17935:  Good!
17939:  Kto tam ściga?
17942:  Okej, może Nakari tu zdąży.
17944:  Nakari, chodź po leczenie!
17948:  Nakari się bardzo spieszy, żeby zyskać soczyste leczonko.
17956:  Tak.
17957:  Uleczyć Nakariego, dobrze.
17962:  Jamniczych, ponownie wracam z oglądania Blade Runner 2049.
17965:  Uuu, muzyka złoto, Hans Zimmer nie zawodzi nigdy, absolutnie Jezusa.
17969:  To jest przepiękny film też wizualnie, nie?
17974:  Gut.
17975:  Jamnicje, Scalerini, Charles Suley, dziękuję za polecenie, Skoloman.
17978:  Jest po lekcji pierwszej i na bank zajmuje pozostałe części.
17981:  Dobra wiadomość jest taka, że lekcja trzecia jest najlepsza.
17984:  Okej, moi drodzy, chyba nie straciliśmy nikogo z armii Nakariego.
17987:  Bierzemy wiernych natychmiast, bo wiecie już, z jakiego powodu ich bieraliśmy.
17991:  Im więcej wiernych, tym lepiej, ponieważ możemy zakładać więcej kultów rozkoszy.
17999:  Nakar jest mistrzem gry końcowej.
18001:  Absolutnie.
18004:  Jestem ciekawa, jak takie gry wpływają na realne umiejętności strategiczne, pyta Leviora.
18008:  Zakładam, że pagały, ale jak bardzo.
18010:  Wiesz co?
18013:  No bardzo, to znaczy na pewno pomagają ci ogarniać taktykę.
18017:  Tylko, że to jest taktyka historyczna, której już się nie używa.
18020:  Pomijając oczywiście elementarne rzeczy, jak na przykład to, że umieszczasz strzelców na wzgórzu, no bo to zawsze się działo.
18026:  Ale tak, generalnie granie w gry strategiczne zawsze też uważam, że jest jak najbardziej pozytywne na pierwszych etapach zapoznawania się z grami wideo jako takimi.
18037:  I też to jest takie zawsze bezpieczne wyjście.
18042:  Za moment będzie tak, że Nakari będzie tak silny, że będzie mógł sam ich wszystkich wziąć.
18046:  Rozmiar przyzywanej Armii Wyznawców.
18048:  Uuu, dobrze, Obietnica Perfekcji, potrzebujemy więcej tego.
18053:  Zaraz będziemy mogli mieć Armię Wyznawców swoją drogą kolejną, ale pierwej... Pierwej zemścimy się jeszcze na Alisterze Białym Lwie.
18062:  Teraz jest ważne to, że nie może nam zginąć absolutnie nikt.
18068:  Nikt a nikt.
18070:  Więc to robimy też... Czy będę złośliwy?
18075:  Oj tak, będę bardzo złośliwy.
18077:  Siostry Avelorno są moje.
18085:  Na egzaminie opisywałem bitwy z Total War'a, bo sama je rozgrałem.
18088:  Ale super, Maju.
18090:  Mi cywilizacja i Cephalauro kontynuuje Maja, pomogły zrozumieć przebieg średniowiecznych bitew.
18094:  No proszę!
18096:  Ha!
18100:  dziwi łatwiej o jednorożce niż uczciwego elfa, albo co tam Sapkowski mówił, pisze szaman dzikich bobrów.
18106:  Na współczesnym polu bitwy nie bardzo faktycznie, ale jeżeli chodzi o bitwy historyczne, to wyobraźcie sobie tylko możliwość rozgrywania bitew historycznych, a jeżeli nie chcecie sobie wyobrażać, to odpalcie Total War'a historycznego, po prostu tam je dostaniecie.
18123:  A robienie, Jezus Maria, robienie tego w ogóle na lekcjach to super sprawa.
18128:  Chciałbym, żeby więcej historyków padało na takie pomysły.
18133:  Dobra, czyli tak.
18133:  Demonetki trzymamy w odwodach.
18136:  Chaosytów trzymamy tutaj, na szpicy.
18139:  Wszystkie jednostki, które są jakkolwiek naruszone, trzymamy z tyłu.
18144:  Nakari ma dożynać, to już wiemy dożynki Nakariego.
18150:  Rydwany do lasu.
18152:  Rozpoczynamy bitwę.
18156:  FOLLOWING EFUA!
18157:  Nie wiem nigdy, co to jest EFUA.
18161:  Blade Runner 2049 dostał Oscara za zdjęcie.
18163:  Tak, tak, bardzo słusznie, powinien był.
18166:  Znakomita rzecz.
18168:  O, popatrzcie.
18170:  Oni nas nie atakują.
18172:  To oznacza, że możemy, o właśnie, przyzwać Harpie.
18174:  Nie pokazywałem Harpi, a było pytanie o Harpie.
18177:  Proszę bardzo, tu jest portal, z którego są przyzywane Harpie.
18181:  Oto, oto, oto Harpie.
18183:  Ładny mają projekt w sumie.
18187:  Sympatyczna sprawa, więc Harpie wyślemy.
18189:  Na łuczników oczywiście.
18192:  A Nakariego?
18192:  Na resztę.
18196:  Myślę, że Nakari spokojnie może raz machnąć knucikiem flagellacyjnym, a jak machnie raz... O, już Boromir trąbi, bardzo dobrze.
18205:  Jak machnie raz, to strzeli dwie jednostki naraz.
18210:  Ciach!
18212:  Roche pisze, że Starlight z kolei pomaga mu ogarnąć politykę i ustroje.
18217:  Zawsze lubiłem strategie z tego też względu.
18220:  I strategie też są bezpiecznym wyborem dlatego, że rodzice mają mało bólu dupy, jeżeli w ogóle mają gry wideo.
18227:  O to tak, to strategie to są fajne.
18230:  Pro tip dla wszystkich zmagających się z tym problemem gamingu.
18236:  Krzysztof tak zachwala Boona Hub'em, że skróciłem do sklepu po butle, pisze Marcin.
18239:  Nie no, Boona Hub'em to jest pyszna sprawa, absolutnie.
18245:  No mówimy, że Harpie głównie ginął, a za 62 sekundy mamy kolejny oddział, przynajmniej tyle.
18251:  Czy siostry Avellornu przynajmniej jedną salwę wystrzelą?
18255:  To mnie interesuje.
18257:  Czy też nie?
18260:  Otóż nie.
18263:  Siostry Avellornu mogą co najwyżej bohatersko zginąć na tym etapie.
18268:  Przyspieszmy troszeczkę.
18270:  Ja przecież tylko ostatnio czytała Wallis Filipa Dicka, bo wiem, że główna postać to u osoby Dick również się nazywa Koniolub Grubas.
18278:  Muszę nadrobić te mniej znane powieści Filipa Dicka, bo mam je wszystkie na półce, ale oczywiście z czytaniem jest różnie.
18287:  Przyzywamy Harpie.
18289:  Siostry Avelorn mogą zginąć, to nie jest problem, ale fajnie byłoby, żeby strzelały w...
18296:  Tak, akceptuję.
18297:  Moja siła jest twoja.
18297:  Nie ma kogo zaślepić.
18304:  Będą obojętni.
18328:  Dobrze.
18329:  A myślę, że Rydwany możemy wysłać tutaj.
18332:  Srebrzysta Gwardia jest w prawdzie, ale dadzą radę.
18335:  Póki nie zginie żadna jednostka tych Rydwanów, to jest wszystko w porządku.
18351:  Czy ktoś potrzebuje jeszcze jednego klaśnięcia biczekiem?
18353:  No tak ewidentnie.
18356:  Klast.
18359:  Myślę, że tą zdolnością powinniśmy wykończyć już Alistaira Białego Lwa.
18366:  Chociaż może nie.
18370:  Uuuu, dobra, na Kari.
18374:  Ogarnij to.
18379:  Ka-cia-puk!
18381:  Dobrze!
18382:  Teraz reszta.
18389:  Death is only the beginning.
18391:  Dziabowscy pozdrawiają.
18392:  Wspierają za 16 miesięcy, za to bardzo dziękuję.
18395:  Strasznie dużo.
18397:  Zapisze, że próbuje przebrnąć przez pierwszą część Wojny Makowej, wielkość przeraża.
18400:  A tam, a tam, jak się zacznie dobrze czytać, tylko musicie mieć imersję, nie?
18404:  To wtedy, to wtedy będzie już szło samo.
18408:  Ooo, jak uciekają.
18411:  Czy Nakari jest całkowicie uzdrowiony praktycznie?
18419:  Zrobimy jeszcze tak, żeby szybciej ginęli.
18423:  Sojusze i antypatie bogów chaosu.
18424:  Bogowie chaosu walczą nieustannie między sobą.
18427:  Z tego, co pamiętam, Nurgle ma na pewno biw z cinczem.
18433:  Stanesz ma też biw z cinczem.
18437:  Khor ma biw ze wszystkimi, bo to jest bóg wojny, więc zawsze się bije, prawda?
18446:  Witamy Kayę, witamy.
18450:  Oczywiście, że krzyczą, wrzeszczą, ponieważ zostali rozgromieni świetnie.
18455:  Pozostało 67 jednostek, mogliśmy powstrzymać się przed zabójstwem dwóch przynajmniej.
18461:  Więcej wiernych czy armia uzupełniona?
18463:  Uzupełnimy teraz taktycznie armię.
18466:  To się przyda.
18468:  Tymczasem nasza Sierra Madre unormowała sprawy.
18474:  Czy jest Sierra w stanie na przykład zaatakować
18479:  Aha.
18479:  Sierra podpisała, kto głupi, pokój z nimi.
18482:  No świetnie.
18484:  To może w takim razie atakuj... Nie chcę, żeby atakowała Lothern, ale niech zaatakuje któregoś z tych wrogów.
18494:  O. Czemu nie?
18498:  Co się stało?
18501:  Znów... Dziwne rzeczy się dzieją.
18507:  Okej, możemy jeszcze spróbować wywołać atak, ale nie do końca.
18520:  45% to jest za mało.
18522:  Nie, lepiej złapać Replenishment.
18525:  Podlevelować postaci.
18527:  Taktycznie, moi drodzy, taktycznie trzeba postąpić.
18531:  Osłabienie wroga bez władz.
18533:  Obrona w zwarciu, dobrze.
18534:  Mobilność zawsze lepsza.
18535:  Cole ma przede wszystkim z wadę ze slanerzem, no ja się nie dziwię.
18541:  Wszyscy mają biw z cincha.
18544:  No takie książki jak Wojna Makoła pisze złodziej jest następująca metoda wcielasz do kolei regionalnej na jakiś dłuższy odcinek albo Intercity do Warszawy i w końcu opóźnienia zmuszają cię do czytania.
18555:  Przy opóźnieniu PKP to i trylogię Sienkiewicza można przeczytać, po co z jednej trasy, pisze Maja.
18559:  No.
18559:  Chociaż grozi to zaśniećmi, ale spać w pociągu jest miło.
18564:  Przynajmniej tyle.
18566:  Możecie narzekać na brak bitew dzisiaj.
18568:  Jest ich mnóstwo.
18570:  Nie wierzę, że prawie mi wyleciał z głowy slaneszowy stream, przebiegł dyskurs.
18572:  Dobrze, że jeszcze jest.
18573:  O, jest.
18574:  Ale jesteśmy już po lekturze niestety Katechizmu Libertyńskiego.
18577:  Jak również jesteśmy po lekturze, czegoż jesteśmy?
18579:  Och, afrodyzjaka zewnętrznego.
18582:  Czy ja mam jakieś... może jakieś mam jeszcze inne rzeczy z afrodyzjaka zewnętrznego?
18585:  Na pewno.
18587:  Na pewno mam coś, moi drodzy, jeszcze.
18600:  Dobrze.
18603:  Odwieczna opinia o skutkach właściwego lub niewłaściwego używania lędźwi dla powodzenia wenerycznych obłapin wyjaśnia zwyczaj opasywania nerek na znak zachowania czystości.
18617:  Westalki ślubowały, że nigdy świętego pasa nie rozsupłają, to znaczy, że będą trzymać lędźwie na wodzy.
18625:  Opaci, tak na przykład opatobie, kanonicy, mnisi i zakonnicy zachowują zwyczaj opasywania nerek, ale dalecy jesteśmy biebać, że strzeże ich jakiekolwiek pasnoty, ponieważ wszyscy konoszą, że mianie wierzyli, że lędźwie trzeba podpasywać na znak wstydu i skromności.
18646:  A czy nie wręczano pasów w ceremoniach pasowania na rycerza?
18653:  Mmm, Dianę zawsze wyobrażano przepasaną, Wenus rozwiązywała swój pas dla Parysa i jej dwie rywalki przegrywały w sądzie.
18662:  Już wiecie, moi drodzy, dlaczego kanonicy...
18668:  Nie doszło już dzisiaj tych pasów.
18670:  Nie wolno przytaczać cytatów na wyparcie wywodów dowodliwych samych przez się.
18676:  Wiadomo, że kiedy nerki w cieple się trzyma, często następuje erekcja, a zatem zabronić należy ofiarom nocnych polucji leżenia na plecach, gdyż pozycja taka rozgrzewa szpik, a jak już wiemy od Platona, sperma powstaje w szpiku, lędźwie inaczynia nerwy, drażniąc przyrodzenie.
18693:  Przekonanie o prawidłowości diagnozy medycy kazali osobom potrzebującym
18697:  wstrzymania wyzywów Wenery przykładać do lędźwi bardzo zimne topiki, jako to stosowanie środków miejscowych pomady, gipsu lub mazidła.
18706:  Już wiemy, co robić.
18708:  To jest, moi drodzy, nowoczesna metoda antykoncepcji.
18711:  Żeby powstrzymać produkcję nasienia w szpiku, należy wsiąść w wannie pełnej cementu.
18720:  Wszystko jest rozwiązane.
18722:  Ja się boję czytać na afrodyzjak zewnętrzny, bo biorąc pod uwagę to, że w Polsce nie ma żadnej, żadnych lekcji wychowania seksualnego, ktoś jeszcze może pomyśleć, że to są prawdziwe zalecenia.
18733:  Krzysztof, siadłem w wannie pełnej cementu i nie podziałało.
18741:  Należy wziąć cement.
18746:  Znaczy, technicznie, aby rzeczywiście zatopić się w wannie pełnej cementu, przynajmniej powyżej pasa, no to to jest najskuteczniejsza metoda.
18757:  Antykoncepcja, jaka istnieje.
18759:  Ale to jest również skuteczna metoda, na przykład, no nie wiem, antyprzechadzki, bo nie można będzie wyjść z tej wanny.
18768:  Osiem tur, czy możemy już?
18770:  Można założyć kultu!
18773:  Chcę kult!
18775:  Tu chcemy kult.
18776:  Tu jest Morathi.
18778:  Dobrze.
18779:  Potrzebujemy kultów.
18780:  Czego jeszcze potrzebujemy?
18782:  Nakari.
18783:  O, popatrzcie jak Nakari.
18785:  Pięknie.
18787:  Pięknie działa.
18789:  Wieszcz Pingw pisze.
18790:  Niech jego tłustość odleje was.
18792:  Gorącą miłością.
18794:  Dziękuję za trybut, Wieszczu Pingw.
18796:  Dziękuję.
18799:  Good.
18800:  Dobrze.
18801:  Dobrze.
18803:  Pan Twardeusz może śmiało się tutaj zasadzić w zasadce, czemu by nie.
18807:  Czy my jesteśmy w stanie wyeliminować tego brzydliwego bohatera?
18811:  50%, fifty-fifty.
18816:  Ty się zabezpieczasz, ja zatrzymuję produkcję gamet na poziomie szpiku kostnego, nie jesteśmy tacy sami.
18822:  Tak, Beatyskost, tak.
18824:  Do zobaczenia, Wiktorze, masztawiaku, do zobaczenia.
18828:  Pan Kellogg z USA, twórca pewnych płatków śniadania, miał różne dziwne metody obniżania chuci.
18832:  Był taki film.
18833:  Trzeba Billy'ego Meza.
18835:  Nieźle.
18838:  Boję się, że tu będzie atak, wiecie?
18840:  Boję się.
18840:  I co więcej, boję się, że on będzie z udziałem dwóch armii.
18845:  Możemy sobie z tym atakiem nie poradzić.
18848:  Dlatego też widzę jedno rozwiązanie.
18853:  Nie, to rozwiązanie jest kiepskie.
18854:  Potrzebujemy pieniędzy.
18860:  O!
18861:  Dobrze!
18866:  To jest większy garnizon czy nie?
18868:  Nie.
18870:  To weźmy to, będziemy mogli demonetki rekrutować.
18874:  Dobrze.
18875:  12 tysięcy, dobrze.
18879:  Co tu się dzieje w tym czasie?
18880:  Może możemy użyć tej piekielnej manifestacji?
18882:  Ej, możemy!
18886:  Armia należąca na wrogim terytorium.
18888:  To nie jest wrogie terytorium.
18889:  To jest nasze terytorium.
18892:  Chyba, że możemy to scizzować.
18894:  I to jest wrogie terytorium.
18895:  Czy nie jest wrogie?
18897:  Nie można scizzować.
18898:  Smutne.
18900:  Smutne!
18905:  Jakie książki ze staneszowymi historykami najbardziej polecasz?
18909:  Muszę się zastanowić.
18911:  A crescendo of pain and pleasure!
18943:  Cementowanie związku nie polega na tym, że się człowiek zanurza w wannie pełnej cementu.
18947:  Absolutnie tak jest.
18950:  Kuba Krawczyk, dziękuję za wsparcie od 7 miesięcy.
18952:  Kiedy Reksio, pozdrawiam wszystkich.
18954:  Na 100 tysięcy się umówiłem z wami, z Reksiem.
18957:  Tak było.
18959:  Nie zmyślam.
18961:  Popatrzcie, Sierra Madre rusza tutaj.
18963:  Mówię wam, ona rozwiąże nasze problemy.
18968:  Tymczasem na Kali...
18973:  Poczekajmy, poczekajmy.
18976:  Don't be hasty.
18978:  Don't be hasty.
18983:  Don't be hasty.
18984:  Co jeszcze możemy zrobić?
18986:  Otóż możemy się poruszyć naszym wspaniałym Benedictem Slumberusem, który... O tak, starożytne miasto Quindex, to jest miejsce, w którym stworzymy nasz wspaniały kult.
18998:  Tak będzie.
18999:  Gajma napisał cudowne opowiadanie o jakiejś amerykańskiej staruszce, co kupiła kielich, który okazał się świętym gralem i potem jakaś lirycerz mu altretował.
19005:  Tego nie pamiętam.
19007:  Mój ty Boże.
19008:  Czy to nie było w Trigger Warnings czasem?
19010:  Czy w drażliwych tematach?
19015:  Rolem Zuzanny Zuzo jest o Zuzannie Pavensey.
