🔴 Mucha, to nawet nie jest ona — THE THAUMATURGE Livestream #2
🔗 https://www.youtube.com/watch?v=APtadCvjLRY

16:  Dziękuje za uwagę.
5930:  Więc wernisaż, który skończy się finisażem, będzie prezentował nowy cykl obrazu, potem odrodzenie, oczywiście.
5937:  Będzie to twórcze nawiązanie do greckiego mitu o Prometeuszu.
5939:  Niezwykle twórcze, nikt tego wcześniej nie zrobił.
5942:  Wernisaż odbędzie się 6 września o godzinie 5, po południu, na Marszałkowskiej, bo gdzieś by indziej, 94, w mieszkaniu 8, ponieważ, wiecie, no to są cenne obrazy, więc są ich cztery.
5953:  Obrazy będą dostępne na publiczności wieczorem przez kolejne dwa tygodnie.
5956:  potem zostaną zamknięte w skarbcu, a w muzeach zostanie przedstawiona kopia i będzie się ludziom wmawiać, że to jest autentyk.
5963:  Kozacka czapka tymczasem, która nie jest zwyczajna czapka, jest nośnikiem wspomnień o prawdziwej przyjaźni i strefie komfortu.
5970:  W ten sposób można byłoby sprzedać dowolną rzecz na YouTubie.
5973:  To jest tak o NordVPN, które jest prostą usługą do tego, żeby można było sobie obczaić filmy z zagranicy, YouTuberzy mówią,
5981:  Ta niezwykła usługa jest jak jedwabny kokon, który osłania Cię przed wirusami, przed atakami hakerów, przed CIA Edwardem Snowdenem i wszystkimi, którzy by chcieli zhakować Twój komputer białymi hakerami, w białych kapeluszach, w czarnych kapeluszach, w czerwonych kapeluszach.
6001:  Chroni Cię przed wszystkim.
6002:  Chroni Cię nawet przed zazdrosnym spojrzeniem sąsiada, którego nie stać na NordVPN-a.
6007:  Dlatego ta usługa, to nie jest po prostu subskrypcja, to jest dobro, to jest dobro naszej cywilizacji.
6016:  Czy nie?
6017:  Czy ja nie mam racji?
6019:  Przecież tak jest zawsze.
6020:  Ja już automatycznie mam klawisz na, może klawisz, przycisk pilota od razu w ręce, żeby jak najszybciej przewinąć te 5 minut, bo to zwykle 5 minut trwa taka oracja, tudzież logorea, tudzież ten gospust na temat NordVPN-a.
6039:  Jesus Christ.
6041:  W ogóle słowo ten gospust jest słowem cudownym staropolskim, którego absolutnie potrzebujemy na co dzień.
6046:  Any agreeers?
6052:  Najlepsze reklamy VPN miał Internet Historian, a tego nigdy nie kojarzę, widzisz.
6056:  Michale, muszę ogarnąć.
6065:  Zbadaj.
6067:  Ten notatnik to naczynie.
6068:  No oczywiście, że notatnik jest naczyniem.
6071:  To nie jest w żadnym razie skorożyt z paroma kartkami.
6074:  To jest naczynie, w które przylewane jest natchnienie, trzymane blisko serca, będące serca wyrazem.
6080:  Stalówka w niektórych miejscach przecięła papier, niby rapier.
6083:  Z tak wielką ekscytacją prowadzona była dłoń poety.
6086:  Niestety, zapis czystej pasji, która rozsadza właściciela.
6090:  Czy teraz zaczęliśmy mówić o Melu Gibsonie?
6093:  Swoją drogą, Mel Gibson nakręcił najsłynniejszy film, który jest jednym wielkim spoilerem, bardzo zabawne.
6097:  Kartki notatnika napisane są po brzegi, niektóre zostały wyrwane i nanoszą ślady wielu przekreśleń.
6102:  Słowa, słowa, słowa.
6104:  Powiedziała mądra głowa, w tym wyjątkowo kwieciste metafory obnażające wrażliwą duszę poety i inne potwory.
6111:  Nie znasz Internet Historian, Cost of Concordia, nic, właśnie nie.
6116:  Czy to jest moment, w którym ja jestem edukowany przez czaty?
6119:  To jest moment, w którym jestem edukowany przez czaty.
6121:  Moi drodzy, żeby nie być gołosłownym i żeby nie być tego spustem, proszę bardzo, zasubskrybowałem, żeby pamiętać.
6133:  Sponsor Bloki Spokój.
6134:  A czy działa Eternitas także dla języka polskiego?
6137:  Bo to jest kluczowe.
6140:  Plamy krwi na stoliku, to, co początkowo zdaje się być jedynie plamą krwi, jest w istocie poematem.
6149:  Oczywiście, jeśli tylko wejrzeć głębiej w to, co w niego zostało, zwracają uwagę pojedyncze, rozmazane słowa, z których nie sposób wyłuskać już jakiegokolwiek znaczenia.
6162:  Ten drżący liryk.
6164:  Uwielbiam to, jak na tych pretensjonalnych spotkaniach poetyckich nie używać słowa wiersz.
6169:  Wiersz jest... To jest liryk.
6174:  Liryk.
6183:  Martwota.
6186:  Krwi, krwi.
6189:  Woła serce.
6191:  Ostrze łaknienie zaspokaja.
6195:  Krwią się dławie.
6198:  Plugawego maja.
6200:  Którego miłości nie szukam, nie szukam wciąż.
6206:  Warszaw, 1905.
6208:  Piękny liryk.
6211:  Zdelegalizować slamy poetyckie, tak.
6214:  Zamówmy absynt, moi drodzy.
6216:  Nie oszukujmy się, slamy poetyckie są po to, że można było się urządzić absyntem i powiedzieć następnie w domu, jak się do niego powróci, że było się, na slamie poetyckim wygłaszało się liryki.
6226:  Po wypiciu ostatniego kieliszka zobaczyłem, jak przy moim stoliku zbiera się gęsta mgła, dobrze, przynajmniej gęsta mgła, nie, jak się zbiera, kałuża wymiocin, a z niej wyłania się piękna, niemal naga kobieta.
6238:  Nie, proszę, wymarzmy, wymarzmy z rejestru kałużę wymiocin, ponieważ kałuża wymiocin, z której wyłania się piękna, niemal naga kobieta, to nie brzmi jak Botticelli, moi drodzy.
6253:  Nie było cię dawno na spotkaniach poetyckich, bo chudro, pisze Lucifer.
6257:  To ostatnie, które pamiętam, było jakieś młodopolskie, ponieważ ja tak naprawdę jestem starym duchem, który przenosi się do różnych ciał.
6267:  A to dlatego, że jak zobaczyłem raz wyłaniającą się z kałuży rzekowi piękną kobietę, to umarłem, jak tak stałem.
6277:  Ubrana jedynie w łańcuchy, pereł i drogocenny kamień.
6279:  Autentycznie, to jest Botticelli.
6282:  Ocknąłem się tuż potem, tuląc w ramionach piękną, niemal nagą miotłę.
6287:  To jest mniej więcej taka historia, jak w Kongresie Futurologicznym.
6293:  Jezus, czy ja mam ten cytat gdzieś?
6295:  Ja muszę mieć ten cytat.
6299:  Ja wiem, jak ja go zdobędę.
6300:  To trochę zajmie, ale ja zapuszczę wyszukiwanie radosne.
6305:  I ja to znajdę, moi drodzy.
6307:  Ja to autentycznie znajdę.
6309:  Tylko muszę zapuścić w tle wyszukiwanie, ponieważ ja tego sam nie znajdę, to znajdzie raczej za mnie i to będzie bardzo korzystne.
6319:  Wspaniały silnik wyszukiwawczy Windowsa, który został spieprzony, nawiasem mówiąc.
6325:  Ale bardzo liczę na to, że uda mi się to znaleźć, ponieważ nie ma szans, najmniejszej szansy, żebym był w stanie znaleźć to w...
6336:  Witam w moim świecie.
6337:  Co oznacza?
6338:  Że mają tu też gościa w tyłku, i wytrzymają, że go zniszczą w Devistula?
6345:  Widzę, że pozytywny mood w mieszkaniu cię zinfekcjonował.
6363:  Wspaniale.
6364:  Ale nie wiedziałeś, przyjacielu.
6367:  Tutaj... no... magiczne dzieje się tutaj.
6371:  Myślenie jest wytworzone w świat, aby penetrować materiał i wytworzyć uniwersum z miłością.
6379:  Dobra, pijmy, czy nie?
6384:  Uważam, że książki papierowe powinny być zdelegalizowane, a przynajmniej jak mamy książkę papierową, powinniśmy dostawać niezależnie e-booka i w tym e-booku moglibyśmy wtedy wyszukiwać radośnie wszystkie rzeczy, które chcemy wyszukiwać.
6396:  Czy ja nie mam racji?
6398:  Przecież tak to powinno wyglądać.
6404:  Aaa, a to było takie wspaniałe.
6408:  Moi drodzy, obawiam się, że tego nie znajdę, w związku z powyższym muszę niestety w jakiś sposób to streścić.
6415:  Otóż w Kongresie Futurologicznym Stanisława Lema jest taka piękna scena, jak bohaterowie mniej więcej w takim anturażu i otoczeniu, jak tutaj w tej Warszawie, bo nie przecież w tej faktycznej, historycznej, siedzą zachwyceni.
6431:  Kandelabry skapujące złotem, kuropatwa na talerzu, najlepsze wina.
6438:  po czym zażywa w którymś momencie nasz bohater Ocykan, który jest takim środkiem trzeźwiącym i okazuje się, że to wszystko było iluzją wywołaną przez różnego rodzaju chemikalia i tak naprawdę ta wspaniała kuropatwa to jest nóżka więźnia, który sobie podryguje.
6453:  na pryczy, ten wspaniały makaron to są sznury jego kalesonów, a ta paproć piękna, która zdobiła to miejsce, to tak naprawdę są gazety pozwijane, a wszystko jest w takim bunkrze cudownym, gdzie ludzie się szprycują narkotykami, żeby widzieli ładne rzeczy.
6471:  Widzicie już, dlaczego chciałem to tak znaleźć?
6473:  Smutne.
6474:  Chcemy się rozejrzeć wpierw.
6478:  Tylko książki cyfrowe.
6480:  Wkurzam się, jak nie ma wersji cyfrowej.
6481:  Mamy XXI Bieg do Diaba, ale zauważcie, to można byłoby w takim bandlu sprzedawać.
6485:  Kupujecie wersję papierową, to jest kolekcjonerska, prawda?
6489:  I dostajecie równocześnie dostęp do e-booka, po to, żeby móc... No, na przykład, jeżeli będziecie wyjeżdżali gdzieś, wgrać sobie książkę na czytnik.
6498:  Ale nie, musisz kupić wszystko.
6499:  How's it going, friend?
6506:  A double barrel each, please.
6508:  Dlaczego cały czas się wyświetla ci to zapamięta jakaś postać?
6511:  To brzmi negatywnie.
6516:  Plusy książ czytane na komputerze, telefonie, kontrolę.
6518:  No dokładnie.
6519:  Ale najbardziej mnie denerwuje to, że algorytmy wyszukiwania Windowsa się zepsuły i teraz nie wyszukuję po plikach, które są lokalnie, tylko przekierowuję do Binga.
6526:  Pierdzielony Bing.
6528:  You come here to get some fresh air away from the underworld?
6540:  Bardzo mnie bawi swoją drogą to, że kompletnie nie słuchając wypowiedzi Abaurycego, odgadłem, że jest poetą.
6546:  Zagadaj o poezji.
6548:  Rozwiązanie to Linux.
6554:  Jak znajdziesz mi AKMP ludzi, którzy jednocześnie streamują i wykładają gry wideo i mają Linuxa,
6565:  to zostaniesz wynagrodzony za swoją radę i wkład.
6576:  Jest komenda, która wkleja się w terminal, żeby Windows szukał tylko lokalnie, a nie bez internetu?
6582:  Zakładam, że tak, ale nie uważacie, że to jest irytujące, że domyślnie przekierowuję do Binga hendożonego?
6588:  To jest dramat.
6593:  Masz już wiedzę i kontekst, żeby odpowiedzieć.
6595:  Odpowiedzmy.
6596:  Słuchaj, będę szczery z tobą.
6598:  Myślę, że Lelec jest przyzwyczajony do... Demona, który mnie podąża?
6602:  Kurwa.
6602:  Jest wiele wskazów.
6605:  Twoja osoba, rzeczy, które robisz i... rzeczy takie.
6608:  Lepiej bym nie miał kogoś, który mógłby podzielić się moją głową ze mną.
6615:  Możesz coś o tym zrobić?
6618:  Maciej Makła robi streamy... Ale wiecie, to nie chodzi o robienie streamów.
6621:  Szczerze powiem wam, że dla mnie bardziej challenge'em, większym challenge'em jest robienie zajęć z tego względu, że na przykład muszę mieć w tle odpalone cztery gry.
6630:  Jednocześnie.
6631:  Więc też potrzebuję większej mocy obniżeniowej.
6633:  Plus jest N programów, które używam w pracy akademickiej, które są absolutnie i bezwzględnie niezbywalnie konieczne, których autorzy i programiści nawet nie wiedzą o istnieniu innych platform.
6645:  W związku z powyższym Windows jest traktowany domyślnie i dlatego właśnie bardzo duża liczba ludzi, którzy działają w środowisku akademickim ma albo Windowsy, albo Maci.
6654:  Tertium non datur praktycznie.
6656:  Chyba, że ktoś rzeczywiście koduje i tak dalej, ma innego rodzaju use case'y, to wtedy oczywiście sprawa się zmienia, ale przeciętnie wygodniej po prostu jest w tych dwóch środowiskach.
6668:  Denerwujące są też książki biblioteczne na uczelni, bo zamiast je mieć w sensownej formie, żeby każdy w domku miał mieć PDF, to nie trzeba się fatygować po książkę, której nawet może nie być.
6675:  A tak, to notoryczne na uczelniach.
6677:  Dramat absolutny.
6682:  Spróbujmy dojrzeć skaza Baurycego, tak.
6692:  Polecenie książki dla przyjaciółki na prezent.
6693:  Spodobały się Dary Anioła, Miasto Kości, Więzień, Labiryntu.
6698:  Cała seria niezgodna, czyli Divergent, Weroniki Roth jest dobrym pomysłem, albo jeżeli chcesz coś bardziej takiego...
6707:  wysublimowanego literacko, to można dawce pamięci kolejne tomy, trzeci wariant, teraz wyszła cała tetralogia, kosiarze Nila Shustermana i myślę, że to chyba najbardziej bym polecał, no bo akurat, wiesz, jest nowa książka, fajne wydanie, trzy tomy, czwarty tom to są opowiadania, które są osadzone w tym świecie, bardzo w stylu tych rzeczy, które przywołała, zwłaszcza Więźnia Labiryntu.
6733:  Ehehehehe...
6735:  Znalazłem twoją piosenkę.
6737:  Czy napisałeś ją w swoim własnym piosenku o jakichś pięknych wydarzeniach?
6743:  Wydarzeniach?
6743:  O co ty mówisz?
6745:  Oczywiście, że była moja.
6746:  Wyprzedałem swoje węża dla artykułu.
6748:  Tak się z tym skupiam.
6750:  To bardziej jak bezpośredni.
6753:  Nie ma prawdziwego poeta, który potrzebuje akademickich gimmicków.
6756:  Potrzebuje tylko ink i świat będzie zakończony.
6758:  Cholera.
6759:  Jeszcze jedno słowo i zapomnę o naszej przyjaciółce.
6760:  Nie ma nic do zapomnienia.
6762:  Nasza przyjaciółczość jest tylko figmentem twojej szalnej wyobraźni.
6767:  Zabij mnie w sercu.
6768:  Będzie mi lepiej.
6784:  Dlaczego nie ma opcji, że można go dźgnąć?
6787:  Wytłumacz, że chodziło o Salutora.
6795:  A tam smutna Eldari.
6797:  Już się ogarnął.
6798:  To jest poeta.
6804:  W jaki sposób karać osoby, które pożyczają książki i słuch o niej ginie?
6806:  Wprowadzić mediatekę z możliwością czytania książek cyfrowych.
6810:  Problem solved.
6817:  Uwielbiam ten niepoprawnie wstawiony cudzysłów.
6822:  To znaczy, to jest inny znak typograficzny.
6825:  Tego nie ogarniają totalnie programiści, że to są dwa różne znaki typograficzne, że macie takie proste, nie?
6831:  Albo normalny cudzysłów, który jest, no wygląda jak cudzysłów.
6834:  Ale to też jest wina cholernego Facebooka i całej reszty tych wszystkich.
6837:  Ja dostaję szału, jak na przykład musz...
6841:  jak muszę na przykład ogarnąć rzecz na, nie wiem, jakikolwiek post na Twitterze, tak, chociażby, teraz będziecie znowu na mnie krzyczeć, że jest, oj, krzyż, to jest biało, więc to jest to, tak, to jest ten cholerny cudzysłów programistyczny, więc ja już mam zbaindowane na makroklawiaturze właściwy cudzysłów, tak, właściwy cudzysłów, a to klepawy, brzydki, odrażający,
6871:  Cudzysłów koderski.
6874:  I szlag mnie trafia, że nie można zrobić tak, żeby w Polsce odpalało się to automatycznie.
6880:  Cholera jasna.
6882:  Jeżeli ktoś siedzi w typografii, to będzie rozumiał mój ból.
6886:  Ale tylko ktoś, kto będzie siedział w typografii, czyli te cztery osoby spośród was.
6890:  Zatwituj, Arde, I dare you.
6894:  Moi drodzy, czy naprawdę myślicie, czy naprawdę myślicie, że ja tego nie zrobię?
6901:  Ależ oczywiście, oczywiście, że ja to zrobię.
6907:  No przecież mnie się takich challenge'y nie daje.
6910:  Bardzo jestem ciekaw, ile będzie retweetów.
6914:  Zero.
6917:  Okej.
6919:  Idziemy.
6920:  Jak napisać taki cudzysłów?
6921:  No właśnie!
6922:  No właśnie, ja sobie zrobiłem to w ten sposób, że zbindowałem sobie skrót klawiaturowy i wstawiłem sobie jako symbol w Wordzie i przekopiowałem.
6930:  Czym się różnią te cudzysłowy?
6931:  No właśnie.
6933:  Bez cudzysłów prosty używasz w programowaniu, ten pierwszy.
6937:  Natomiast ten drugi, no, jest używany wszędzie indziej.
6940:  Co więcej, na dole masz rozpoczęcie cudzysłowu, a na górze masz zakończenie.
6945:  W przypadku języka angielskiego jest na odwrót, to znaczy masz z dwóch stron górne cudzysłowy, ale też nie proste, tylko właśnie takie.
6952:  Kultura typograficzna, wiecie, wystarczy sobie wejść, no... New York'e.
6960:  New York'e.
6962:  Powiedzmy, cokolwiek...
6964:  Oczywiście to nie będzie to, czego ja szukam.
6967:  I teraz nagle jest tak, że nie zmienia mi radośnie wszystkiego.
6975:  To jest niesamowite.
6977:  Nagle nie ma pauzy.
6979:  Zobaczcie sobie, jaka tu jest kultura typograficzna.
6982:  Okej.
6983:  A jaka jest kultura typograficzna w przeciętnym polskim piśmie?
6987:  Czy to wygląda jak wyborcza?
6989:  Poza tym, że oczywiście jest mnóstwo pop-upów, żeby natychmiast mnie z tej strony wyeliminować.
6994:  To jest jasne, tak?
6995:  Ale ta kultura typograficzna, którą tutaj macie, to nie jest coś, co znajdziecie w Polsce.
7000:  Po raz trzeci zrobię ładowanie strony.
7003:  O!
7004:  I tutaj macie ten cudzysłów, tak?
7005:  W tym miejscu.
7007:  Spokojnie, ja tak mogę długo.
7009:  Proszę bardzo.
7010:  Więc to jest, to jest kultura typograficzna, której w Polsce nie ma.
7013:  Mnie to strasznie fascynuje.
7014:  To nawet na YouTubie widać.
7015:  Jak zobaczycie, jak YouTuberzy czasem dają jakiś cytat, czy coś w tym stylu, to fonty, których używają, są odrażające absolutnie.
7024:  Ublock origin konieczny.
7025:  Mam dwa adblocki i niestety nie działają akurat na niektóre z tych stron i to mnie bardzo martwi.
7032:  Widzicie, mamy odnaleźć tę osobę ze skazą, a ja odnajduję same z mufasami i co mam zrobić?
7041:  Spokojnie, ja tak mogę długo dać swój reset.
7044:  To prawda.
7047:  No więc... Może po prostu mam rozmawiać z losowymi ludźmi.
7061:  Ostatnio Word jeszcze przestał automatycznie wstawiać polski cudzysłów, trzeba w większości pracy manualnie zmieniać z angielskiego.
7065:  To dlatego, historyczko sztuki, że w Wordzie cudzysłów angielski jest zbindowany z językiem angielskim, więc jak zmienisz całość języka pracy na polski, to się to powinno unormować.
7087:  Przyzwyczailiśmy się do upraszczania typografii.
7089:  Walka o kulturę typograficzną w sieci, moi drodzy, to jest walka, która naprawdę ma sens.
7095:  Ja wolę, żebyśmy mieli ładną sieć.
7097:  To już naprawdę nie są czasy, że możemy sobie zakodować byle jak stronę i ona będzie działała.
7102:  Ona ma jeszcze jakoś wyglądać.
7105:  Potrzebujemy więcej designu, a mniej kodowania na tym etapie, ponieważ już są strony, gdzie jesteście w stanie sobie cały kod wygenerować bez żadnego problemu.
7113:  Natomiast design wciąż jest problemem, jak widać.
7116:  Obecność solutora jest tu na tyle silna, że ludzie łatwo tracą głowę.
7119:  Widzicie?
7119:  Trzeba było kliknąć w byle co.
7122:  Stań po stronie latarni.
7123:  Gdy patrzę na to i mówię, że to ty, muszę przyznać, że lamppost jest prawda.
7127:  Że co?
7127:  Że ty jesteś parą synów kurwa.
7131:  To co?
7133:  Zabierasz przeciwnika?
7134:  Zatrzymaj się.
7136:  Nie poddajemy się.
7140:  Chciałbym, żeby po dzisiejszym streamie wszyscy na trzecie wiedzieli, że wpisując Alt 0, 1, 3, 2 i Alt 0, 148 otrzymają prawidłowe polskie cudzysłowie i będą z tego korzystać.
7147:  Każdy.
7148:  Każdy będzie używać tego skrótu, oczywiście.
7150:  No wreszcie.
7151:  Upyr.
7152:  Dobrze.
7153:  I bukawecz.
7154:  Niedobrze.
7154:  Nie znoszę bukawecza.
7156:  Nienawidzę go.
7157:  Nie cierpię.
7158:  Uważam go za szkodliwego.
7159:  Ooo!
7161:  Kumulacja!
7162:  Dziękuję!
7164:  No takie rzeczy my chcemy, okej?
7166:  Bardzo chcemy.
7167:  Czy są jeszcze jakieś ulepszenia do naszych ataków, które byśmy mieli?
7171:  Uuu, regenerowałyby rzeczy.
7175:  Przywraca punkty życia.
7181:  O tak!
7187:  Czy mam jeszcze jakieś punkty życia?
7190:  Skumulacja zwiększa zadawane obrażenia.
7192:  Katusze.
7193:  Katusze skumulujemy, moi drodzy.
7196:  Ja nawet nie mam alt na klejaturze.
7198:  Jakim cudem, Różowy Magu?
7200:  Jakim cudem nie masz alta?
7202:  Przecież to jest straszne.
7206:  Proszę bardzo, czaty kopiują właściwy cudzysłów, to jest przepiękna rzecz.
7212:  Zastrzyk adrenaliny.
7213:  Zwiększa obrażenia o 50%.
7217:  Dobra, myślę, że na razie jest okej.
7219:  Tutaj co mamy?
7221:  Nawet nie wiedziałem, co tutaj mieliśmy.
7223:  Osłabiająca rana.
7225:  Akcja, reakcja.
7227:  Cierpienie jest dobre.
7230:  Idziemy w cierpienie.
7234:  Na Androidzie, jak chcecie pisać poprawne cudzysłowy, trzeba przytrzymać znak cudzysłowy i powinno wyskoczyć.
7238:  Aaa, proszę, proszę.
7240:  Uwielbiam to, że rozmawiamy o cudzysłowach.
7243:  U-pyr.
7244:  U-pyr, u-pyr!
7246:  A bądź upyrem, bądź!
7250:  Księżniczka będzie z ciebie taka dumna!
7254:  Będziesz kochać księżniczkę swoją!
7258:  Taak!
7263:  Wydaję rozkaz.
7265:  Czy idziemy dalej w Liberum Cuveto?
7268:  Absolutnie.
7271:  Planowany atak.
7277:  On jest zupełnie jak Mike Tyson.
7281:  Swoją drogą, nie wiem, czy śledzicie sprawę, bardzo mnie rozbawiła, mianowicie Logan Paul, który jest znany z tego, że Mr. Beast powiedział 100 tysięcy razy Logan Paul i w zasadzie z tego tylko znany jest Logan Paul, wyzwał na pojedynek pięściarski Mike'a Tysona, co jest o tyle ciekawe, że różnica między nimi jest mniej więcej taka, jak między Leonardem DiCapriem, a większością jego wybranek.
7305:  I mowa głównie o różnicy wieku, a nie o różnicy wagowej, chociaż to też.
7315:  Czy myśmy właśnie strzelili z giwery?
7319:  To był Jake, nie Logan?
7320:  Okej.
7321:  Czy jest jakaś różnica między nimi?
7323:  To jest jego brat, czyli nie ma żadnej różnicy między nimi, super.
7328:  Wstrząs mózgu.
7330:  Dziękuję, lewajatanie, za poprawkę.
7332:  Już nie dla świata, nie dla świata, lecz dla Logana Brata.
7342:  Proszę bardzo.
7343:  Widzicie?
7344:  Widzicie?
7345:  Wspaniałe rzeczy.
7346:  Wszystko się udaje.
7349:  Co myślisz o porzuceniu przez polsko-typografię pauzy, czyli jamniczo-długiej kreski myślnika?
7352:  O mac, mac!
7353:  Kto porzucił, ten porzucił!
7358:  Ja dalej używam.
7359:  Właśnie ta długa pauza, nawiasem mówiąc, to jest coś, co mieliście w miejscu, w którym trzeci raz... O, to jest ta długa pauza.
7367:  To.
7367:  Jamnicza pauza.
7369:  Używajmy tej pauzy.
7370:  Zasługujemy na nią.
7372:  I to jest wspaniała absolutnie rzecz.
7376:  Lucifer pisze, że nie porzucą.
7378:  I dare you, kto tego używa?
7379:  To jest tak smutne.
7380:  Ja próbowałem używać tego w swojej książce, ale tylko dlatego, że ja odpowiadam za typografię swojej książki, więc wiecie.
7386:  Jeszcze wrzucę Variety, bo o ile pamiętam, tam też właziłem.
7390:  No, zobaczcie na kulturę topograficzną tutaj.
7392:  To jest zupełnie inny świat.
7397:  Widać, że tutaj ktoś siedział nad tym, żeby dopasować te fonty.
7400:  I jeszcze, wybite imię i nazwisko, proszę bardzo.
7404:  To się czyta, tak?
7405:  O, tu jest ta krótka pauza, brzydka pauza.
7408:  A tutaj macie, swoją drogą, te cudzysłowy, które się pojawiają i ludzie teraz później myślą w Polsce, że zapisuje się w ten sposób tytuły, gdy u nas się zapisuje tytuły kursywą.
7419:  Ale to się czyta, no.
7422:  Chyba tylko polityka ma u nas dobrą szatę typograficzną, tak mi się wydaje przynajmniej.
7427:  Czy ktoś zna jakieś polskie pismo, które ma też dobrą kulturę typograficzną, ale online'ową?
7436:  Doomdays korzysta z długiej pauzy przy pisaniu uzasadnienia orzeczeń w pracy.
7440:  Dobrze!
7441:  No tymczasem Onet, no właśnie.
7444:  Onet jest definicją niskiej kultury typograficznej.
7456:  Jak możesz kogoś zabić wykończeniem autora, użyj go, ponieważ wykończenia z salutorów dają dodatkowe efekty na wrogów.
7462:  Na przykład bukowiec daje na pozostałych wrogów cierpienie.
7466:  O, to ciekawe.
7466:  A my mamy jeszcze jakiegoś wroga?
7467:  Mamy!
7468:  To wiecie co?
7469:  Przetestujemy to teraz.
7478:  Ale on ma... Okej, kto ma w tej turze?
7492:  I on to przeżył?
7494:  Woneci nie oglądają odmian i rodzajów.
7500:  Wyborczy teraz też, bo zwolnili cały dział korekty.
7502:  Gdzie?
7502:  To ruski bar na górze.
7507:  Konferencja.
7519:  Lelec jest wciąż młody.
7524:  Przed nami ekscytacja.
7525:  Wiem, że nie znalazłem go jeszcze, Lelec.
7528:  To mogłoby być tam, gdzie jest.
7530:  Matt pisze, że wiedzę o porzuceniu pauzy w typografii trzepi ze studiowania nawet nie tak dawno temu dziennikarstwa na Uniwersytecie Warszawskim.
7535:  Proszę bardzo.
7537:  Czyli już wiemy, że dziennikarstwo na Uniwersytecie Warszawskim ma wyższy poziom niż to na Uniwersytecie Jagiellońskim.
7545:  Okej, to jest... Przejścia nie ma, zagadaj.
7547:  Uda się.
7549:  Od kiedy używałem broni palnej?
7550:  Od czasu, kiedy zaczynam ogarniać serenok sterowanie w tej grze.
7556:  Niestety, Grzegorzu, nie kichnąłem.
7558:  To był ten moment, kiedy macie ochotę kichnąć, ale nie kichacie i to jest straszne.
7564:  Więc oczyściłem nos tylko po to, żeby nie upokorzyć się w stu procentach.
7572:  Wyborcza skończyła z potwornym edytorem na własną rękę i ich artykułów nie da się czytać.
7575:  Widziałem to w Fumineko.
7577:  Jest tragedia.
7580:  No, w porządku, idźcie dalej.
7581:  Jestem wdzięczny za was, panie Niedzic.
7582:  Tylko robię moją pracę.
7584:  Odnajdź osobę ze skazu.
7586:  Ile razy?!
7586:  Piękna pani.
7588:  Czy tylko mnie zachwycają takie kapelusze.
7611:  Jaki typiasz?
7613:  Co to jest?
7616:  Pff, wiecie, czy to był salutor tej pięknej pani?
7624:  Co ja właśnie przeczytałem na Twitterze, pisze Jas Whitey, przeszła do szkoły z powalbowanymi włosami, nauczycielka chwyciła na za nożyczki, a to się co jakiś czas zdarza.
7631:  Mnie już nic nie zdziwi, moi drodzy.
7635:  Ale ja nie rozumiem w ogóle waszych słów, bo w momencie, w którym są podwyżki, wszystkie problemy w szkolnictwie się skończy.
7641:  Przynajmniej tak twierdzi i nie dla chaosu w szkole, ja im wierzę.
7644:  Stalas aż błyszczy w wypolerowanej rękojeści, można się przejrzeć.
7648:  Ludzie nie są otaczani taką miłością i troską jak ta czaszka, tak starannie pielęgnowana, zdobna szabelka kozacka z grawerem własność paszy.
7657:  Ale mamy tutaj dużo rzeczy.
7658:  List do Danisa.
7660:  Drogi Danisie, mam nadzieję, że jesteś cały i strów, bo chcę cię zjeść.
7666:  Trudno mi pisać ten list, ale chcę otworzyć przed tobą serce i mój kredens i nie ukrywać prawdy.
7673:  Oraz strucli w kredensie.
7676:  Od dawna przeczuwam, że twoje uczucie do mnie osłabło.
7679:  Nie piszesz już tak często jak kiedyś.
7682:  Nie widziałem cię niemal rok.
7683:  Widzicie, to jest ta perspektywa, nie?
7685:  Ta zmiana.
7687:  Dzisiaj nie piszesz do mnie już tak często oznacza, nie piszesz trzy razy w ciągu jednej minuty.
7694:  W XIX wieku nie piszesz do mnie tak często.
7697:  Rok nie pisał, nie?
7700:  Zmiany.
7703:  Swoją drogą, nie trzeba tak daleko sięgać, pamiętam ja jeszcze jak 15 czy 20 czy 30 minut opóźnienia w ogóle nie robiło na nikim żadnej... żadnego wrażenia, po prostu czekało się na ludzi, którzy przyszli na, nie wiem, na imprezę, na spotkanie czy gdziekolwiek, no bo nie można się było skontaktować smartfonem, to jest przeza ba... oczywiście smartfony są bardzo złe, koszmarne.
7722:  Tak, tak, absolutnie.
7725:  Nie chcę już dłużej trwać w niepewności, jestem zmuszona zerwać nasze zaręczenia, jeszcze byli zaręczeni, łomoziu!
7734:  Łowoziu!
7736:  Bywaj zdrów i wspomnij mnie czasem, ale nie pisz do mnie już więcej.
7740:  Olga... Dyktuję te słowa do zapisania księdzu Olkinowi.
7746:  Chce on przekazać, że nie jesteś już we wsi mile widziany, ale mógłbyś odwiedzić chociaż matkę.
7754:  Danis to jest, moi drodzy, byczek bzyczek.
7762:  Czy byłem w kinach na Benkartzie z Matsem Mikkelsenem?
7765:  Jeszcze nie.
7766:  W ogóle mam zaległości kinowe.
7769:  Tutaj coś jest, tutaj coś...
7775:  Bałałajka.
7776:  Wysłużony instrument podróżujący z kozakami.
7778:  Sam podróżował tak samo jak kufer u Pratchetta.
