🔴 Łowczyni łowi ładnym łukiem łżące łosie | HORIZON: ZERO DAWN Livestream #3
🔗 https://www.youtube.com/watch?v=k3QOwNxingg

46:  Dziękuje.
14234:  Widzę, że tutaj są te cholerne... Aaa, już widzę.
14238:  Chyba.
14241:  Chyba już widzę.
14242:  Trzeba się cofnąć i wejść tu.
14254:  Czemu Krzysztof jest Krzysztofem?
14257:  Nie byłoby tak proste.
14259:  O tyleż prostsze, gdybym nie był sobą.
14265:  Mariusz pisze, że zobaczy, czy ludzie się bawią tak samo dobrze, jak na streamie.
14268:  Życzę ci tego, jeśli lubisz tego typu gry, to myślę, że zdecydowanie.
14272:  Ja zwracam uwagę, że jestem człowiekiem, który nie znosi strzelania z łuku.
14275:  Więc wierzcie mi, jeżeli ja nie znoszę strzelania z łuku, w ten oto sprytny sposób pozwalają na nas giwery.
14281:  A bawię się tutaj dobrze, to znaczy, że naprawdę jest to dobrze zaprojektowane.
14285:  Hmm...
14295:  Ooo, leczenie.
14297:  Przed tobą leczenie, dlatego boss.
14301:  Niedobrze.
14306:  Przed tobą więcej leczenia, dlatego bardzo niedobrze.
14313:  Okej, jest cisza w grze, a to nigdy nie zwiastuje niczego dobrego.
14319:  Na pewno nie mogę tu zejść.
14323:  Moja niezawodna intuicja, której nie mam, podpowiada mi, że trzeba przejść tędy.
14330:  Chyba.
14332:  Zbadaj rdzeń kotła.
14333:  Plot twist, plot twist.
14334:  Nie wiem, gdzie jest rdzeń.
14335:  Co to jest?
14335:  Co to jest?
14336:  To leci do mnie.
14337:  Czy to chce nas zgładzić?
14345:  Co to jest?
14348:  Modzit bawał spoilery?
14348:  O tak, tak, tak.
14352:  Absolutnie.
14353:  Bezspoilerowo gramy, moi dro... No proszę bardzo.
14355:  Udało się.
14359:  Udało się.
14370:  Dlaczego koktajl się kończy?
14374:  Przede wszystkim, dlaczego koktajl nazywa się Ogon Koguta, żeby nie iść w gorsze dwuznaczności?
14381:  Z pewnością jest na to jakieś wyjaśnienie.
14384:  Na co nie ma wyjaśnienia, to na to, gdzie iść.
14387:  Jak zawsze tego nie wiem.
14390:  To wygląda na bardzo strome zbocze.
14394:  Zjedzdne zbocze.
14395:  Przecież to był kocioł dla tego zupa.
14397:  Kocioł Paranormiksa tudzież.
14401:  Naprawdę nie mam pojęcia, gdzie przejść.
14402:  Dobrze, spróbuję spokojnie.
14405:  Tutaj wyszliśmy, więc nie może to być jakaś katastrofa.
14408:  Może coś przyjedzie po nas, jakaś kosmiczna taksówka, bardzo chcę.
14412:  Krzysztofa prowadzi intuicja, to na pewno gdzieś spadnie albo się zgubi.
14415:  No właśnie.
14421:  Cocktail, przygoda koguta tudzież.
14431:  Aaaa!
14433:  Czemu ja nie zauważyłem rampy?
14437:  To jest rampa!
14438:  Jak można nie zauważyć rampy?
14441:  Tyle w temacie intuicji.
14444:  Czy używanie AI do pisania rozprawki jest dobre, czy niszczy okazję do jakiegoś rozwoju?
14448:  Rozprawka to jest coś, czego nie napiszesz nigdy w życiu poza szkołą.
14451:  Będziesz pisać eseje, które się pisze inaczej niż rozprawki.
14457:  Rampa 1, Krzysztof 0.
14458:  Rampa, pa, pa.
14460:  A przypominam, że jeszcze nie spotkaliśmy Żyrafa.
14463:  Nie mogliśmy śpiewać.
14464:  To Żyrafa, pa, pa, pa, pa.
14467:  Wysoka jest jak szafa.
14470:  Jamnik pionowy, pies.
14477:  To wygląda jak rdzeń.
14479:  To stanowczo wygląda jak rdzeń.
14483:  No Żyraf musi być, absolutnie.
14485:  Żyrafy to są pionowe jamniki.
14495:  Jeszcze jedno leczenie.
14496:  Oj, to będzie ciężkie.
14498:  To będzie ciężkie.
14502:  Czy ja mogę tutaj zeskoczyć, czy nie?
14508:  Mam złe przeczucie za to tego.
14512:  Na wszelki wypadek tego nie zrobię.
14520:  Troll pisze tak.
14525:  No nie no, tutaj, stąd przyszliśmy, więc chyba nie ma wyjścia.
14528:  Skacz, skacz, skacz!
14529:  Piszą czaty.
14530:  SKACZ!
14531:  Yyy, no dobrze.
14540:  Alojtupta.
14545:  Nie, jęczny!
14547:  Zeskoczyłaś do wody!
14551:  No i co teraz?
14554:  Nie działa.
14558:  Aha, tędy.
14559:  Naprawdę są ostre, jest ostry vibe Gigera.
14563:  Giger to był człowiek, który projektował obcego.
14571:  Zdominuj rdzenie kotła.
14574:  Lubię dominować rdzenie kotłów.
14577:  A tymczasem gdzie jest... ...zejście?
14581:  Już przekonaliśmy się, że nie umiem korzystać z ramp, ale chciałbym się nie zabić w ostatniej chwili.
14607:  Klapak ma zewnętrzną twardą skorupę chroniącą syntetyczne mięśnie i ich układy mechaniczne.
14618:  Kanister z płomieniem służy klapakowi do przechowywania płomienia.
14623:  Strzelanie do kanistrów z płynami powiązanymi z jednym z żywiołów amunicją opartą na tym samym żywiole wywołuje eksplozje niszczące wszystko wokół.
14634:  Odstrzel ten element, aby potem zebrać jego zawartość.
14639:  Worek mrożący.
14642:  Zniszczenie worka mrożącego wyłącza mrożący atak dystansowy i powoduje wybuch uszkadzający wszystko w pobliżu.
14652:  Smok, ale taki bez skrzydeł!
14655:  Przestań!
14656:  Ryjek!
14657:  Ryjek!
14658:  Ryjek!
14658:  Ryjek!
14659:  Muminki!
14660:  Nie spodziewałem się ryjka!
14664:  Trzy chybienia na czujkę, no ja nie wierzę w to, co się dzieje.
14670:  A, bo strzelam złymi strzałami.
14671:  Oczywiście, oczywiście, że strzelam złymi strzałami.
14673:  Naturalnie, że strzelam złymi strzałami.
14676:  Naturalnie, że nie idzie na zadziało.
14677:  Headshot.
14682:  Nie jesteś jamnikiem, jesteś ryjkiem!
14684:  A ryjek był denerwujący!
14688:  Czym ty strzelasz?
14689:  Właśnie dobre pytanie.
14691:  Tworzymy wszystkie pułapki, które możemy stworzyć.
14693:  Tworzymy wszystkie strzały, bo jak wiesz, wszyscy dobrze wiemy, że będę w panice strzelał.
14698:  12 na 15, to jeszcze nie.
14701:  14 na 20, okej, lecimy.
14703:  Pułapki, wybuchacz.
14706:  Dzień dobry.
14709:  Wybuchacz raz.
14712:  Drugi wybuchacz do pomocy uciekającemu w panice Krzysztofowi.
14717:  Trzeci potykacz w losowym miejscu, do którego Krzysztof na pewno trafi, uciekając w panice.
14723:  Czwarty potykacz, którego nie zauważy nas przeciwnik.
14726:  Brak amunicji.
14727:  To nic.
14728:  Mamy więcej potykaczy.
14730:  Teraz porażacze.
14734:  Porażacz pierwszy.
14737:  Porażacz drugi.
14742:  celem ochrony panicznych szlaków ucieczek.
14745:  Porażacz trzeci.
14750:  Porażacz czwarty.
14761:  Porażacz piąty.
14764:  I więcej wybuchowych poproszę.
14766:  Dziękuję.
14773:  Zaraz zrobimy focus, moi drodzy.
14775:  Tutaj, stąd przyjdą czujki.
14777:  Ja to wiem.
14780:  Bo to jest zamknięte i one tutaj specjalnie są.
14782:  Więc zrobimy pułapki na czujki.
14788:  Dobra, a teraz podatności.
14789:  Podatność na ogień i odporność na mróz.
14792:  No, mrozu i tak nie mam.
14797:  Pole minowe?
14798:  Oczywiście.
14800:  Oczywiście, że tak.
14803:  Mała czujka co kpis wujka?
14804:  Ho ho ho.
14806:  Do czasu.
14808:  Do czasu, do czasu.
14816:  No inaczej ci i tak umrzesz.
14819:  Harfuty umrą, ja nie umrę.
14825:  Wiecie, od czasu kiedy Krzysztof zobaczył, że może robić tower defense, to Krzysztof robi tower defense.
14844:  Tak!
14847:  More!
14849:  Dobrze Czy nie było tego?
14853:  Jest inny potwór, ale była bardzo podobna walka Dobra Czyli tak
14865:  12 pułapak, kanister z płomieniem.
14867:  Dobrze, spróbujemy go zniszczyć.
14880:  Bardzo ładne, 12 pułapek, szybko policzyły czaty.
14883:  Czy kogoś zdziwi, że nie wiem co teraz zrobić?
14884:  Okej to.
14887:  I challenge pokonać bossa bez wystrzelenia strzału.
14889:  No właśnie.
14893:  Dobrze, dominatrix, twoja rola teraz.
14899:  Jakbyśmy się na dzika w lesie zasadzali, prawda?
14901:  Zasadzali w zasadce.
14908:  Dzielna Aloj.
14910:  Dumnie, dumnie zlatuje.
14912:  Mówiłem?
14914:  Kto jest czujką?
14917:  Eee, ogień.
14917:  Co to było?
14919:  Co to było?
14926:  O nie, to nie jest czujka, to nie jest czujka, to nie jest... Mówiłem, że będziemy panicznie uciekać, właśnie pa... O Boże, F, F, F, F. Panicznie uciekam, panicznie uciekam.
14937:  Chodź do czujek, chodź do czujek, które nie są czuj...
14979:  Okej.
14979:  Nie ma problemu.
14986:  Za mało było?
14988:  Ale więcej.
14990:  Ale więcej.
14991:  Proszę bardzo.
15012:  Dobrze.
15017:  Nie ma problemu.
15018:  Nie pamiętam tylko, skąd on wyszedł, bo on wyszedł chyba z... Myślę, że to jest problem, bo tych wyjść jest tutaj dużo i chyba nie wszystkie obstawiłem.
15026:  Nie wiedziałem, że pułapki zadają nam damage w agerze.
15029:  Tego nie wiedziałem.
15030:  Człowiek się uczy całe życie.
15032:  To było smutne odkrycie.
15034:  Obiecuję, że to ostatni rym.
15038:  Uciekłeś już?
15069:  Już chodź.
15071:  Teraz tak, zrobimy chytrze, to znaczy on nas zaatakował w tym miejscu, tak?
15079:  Bo myśmy tutaj byli na tym słupie, nie?
15081:  W związku z powyższym wokół tego słupa teraz taktycznie rozmieścimy zabezpieczenia.
15088:  Żeby nic nas nie było w stanie zniszczyć.
15096:  O tak.
15099:  O, tak.
15100:  Saper 3, masz limit pułapek, pamiętaj.
15103:  To niedobrze.
15107:  Dobrze.
15112:  Musimy uciekać na prawo.
15116:  Czy odwiedzę Dni Fantastyki we Wrocławiu?
15118:  Tak, co roku jestem na Dniach Fantastyki.
15120:  Tego pilnuję bardzo.
15122:  To jest najsympatyczniejszy konwent dla mnie, bo jest w wakacje.
15126:  A nie, to jeb... Eee... Adważko, możesz mieć rację.
15142:  O, zaskonowałem.
15143:  O Boże.
15149:  O nie, o nie, o nie, nie w tę stronę.
15150:  A, dobrze, oberwał pułapkami, świetnie, nie idź w naszą stronę.
15154:  Dobrze, mam cię, mam cię, mam cię.
15157:  Teraz tak, łuk wyborowy i dajemy.
15161:  Albo lepiej, strzał rozrywający.
15164:  Okej, nic nie działa, nic nie działa na niego.
15174:  Czemu nic na niego nie działa?
15184:  On ma jakąś wyrzutnię broni.
15186:  Nie umiem go stwierdzić.
15189:  Gdzie?
15191:  Czemu strzała rozrywająca mu tego nie zabrała?
15193:  To jest pytanie.
15204:  Okej, poszło.
15205:  Uszkodzenie elementu.
15211:  Uszkodzenie elementu.
15213:  Jest.
15219:  Okej, jeszcze ma ten element.
15220:  Niedobrze.
15224:  O Boże, jak chybił.
15226:  Ła.
15228:  Albo nie, to łuk chybił!
15234:  Szlagr!
15242:  Okej, może jeszcze uda nam się ten...
15252:  Okej, poszło.
15254:  Pancerz.
15259:  Teraz ogień.
15267:  Jak tam, z tą twoją podatnością na ogień?
15275:  Tak powiedziałbym średnio.
15282:  Chyba w podbrzusze trzeba trafić.
15283:  Tak!
15286:  Tak!
15287:  Chyba.
15288:  Chyba.
15298:  Jest!
15299:  Jest!
15300:  Jest!
15303:  Dobrze!
15304:  Płoń!
15322:  To jest taki bardzo niebezpieczny efekt.
15328:  Dobrze, płoniesz.
15331:  Nie mogę wchodzić w ten... pył.
15336:  Należy wziąć pył.
15338:  Dobrze!
15340:  Jest!
15341:  Teraz tak, został nam jeszcze ten.
15359:  Udało się!
15361:  Jak jasztur się palił, to wyglądał jak biegająca parówka.
15366:  Nie strzeli płonącymi, jak już się podpalił.
15368:  Naprawdę?
15368:  Myślałem, że to utrzymuje duży efekt.
15373:  No i widzicie, ogień zawsze, zawsze jest odpowiedzią.
15376:  Czyli stąd nie wychodził żaden przeciwnik.
15377:  Świetnie.
15378:  Wybuchacz jest nasz.
15379:  Wybuchacz jest nasz.
15381:  Wybuchacz jest nasz.
15386:  Krzysztofie, spociłeś się.
15388:  Niespodzianka!
15395:  Adam pisze, że ciekawe, jak będzie odbiór zakończony przez Krzysztofa.
15397:  Mnie też to bardzo ciekawi.
15399:  Niektóre żółte elementy można odłupać strzałą koszącą, mimo że nie są podświetlane, tak?
15402:  Na przykład na ogronie kogodla.
15404:  No właśnie, bardzo się zdziwiłem.
15405:  O nie, zmarnowaliśmy pułapki.
15409:  Znaczy nie, nie zmarnowaliśmy.
15410:  Dzięki temu, że rozstawiliśmy je tutaj, byłem spokojniejszy w walce.
15414:  Ale to byłoby super, gdyby można było takie pułapki rozstawiać też w solsach, nie?
15418:  Dajcie spokój.
15419:  O Jezu, jakie to byłoby dobre.
15422:  Tylko by trzeba było zrobić wtedy ostrzejszy limit.
15425:  Ale to byłoby bardzo ciekawe od strony taktycznej.
15430:  Zmieniałoby zupełnie podejście do drugiej, trzeciej, czwartej i tak dalej próby podejścia.
15436:  Ciekawe, czy FromSource się na to kiedykolwiek zdecyduje.
15438:  Może, bo Elden Ring pokazał, że są w stanie modyfikować swoją filozofię.
15443:  Dobra.
15445:  Właśnie nie mogę zebrać tych z powrotem pułapek, niestety.
15448:  Niestety.
15449:  Mamy komplet.
15450:  Zresztą tylko tych porażających, ale użyliśmy ich mniej.
15454:  W tym menu, gdzie masz podkiet rzucący, jest jeszcze inny typ pułapek.
15456:  Serio?
15459:  Aaa!
15462:  Aaa!
15466:  A ja ich nie umiem rozstawiać.
15468:  Mam wrażenie, że to są bomby.
15471:  Okej, tego jeszcze nie używałem.
15474:  Co do kursa angielskiego, w większości darmowych, prowadzonych zdalnie, np.
15477:  przez Stanford... Nie no, jak to jest przez Stanford robione, to bym się nie zastanawiał, nie?
15481:  To jest jednak Stanford.
15482:  Nawet jeżeli to ci nic nie da, to sobie wpiszesz to co CV.
15486:  F mówicie?
15488:  No dobrze, to użyjemy tego, co mamy najwięcej.
15492:  Ej, faktycznie.
15493:  To jest jakiś balon.
15497:  Dostaliśmy talon na balon.
15503:  Odłup te opakowania na ogonie krokodyla.
15505:  Dużo surowców?
15505:  Serio?
15506:  Gdzie on jest w ogóle?
15508:  To jest pytanie.
15510:  Gdzie jest to truchło?
15512:  Tu jest to truchło.
15514:  Okej.
15517:  I co, w jaki sposób, jaką strzał mam to zrobić?
15521:  Rozrywającą też?
15526:  Jezu, tak.
15528:  Ale numer.
15540:  Heh.
15544:  Dzidoł?
15554:  Chyba już wszystkie odłupaliśmy.
15556:  Jaka jest według Ciebie szansa, że Dune II będzie tak lepsza od pierwszej części?
15559:  Bardzo wysoka, ponieważ jest cały czas ten sam reżyser, czyli Denis Villeneuve.
15563:  I dla mnie jest to gwarancja tego, że przynajmniej będzie to... Moja pułapka nie działa na mnie, prawda?
15570:  Że przynajmniej będzie to zrobione podobnie starannie.
15575:  Denis Villeneuve nie ma też jakiejś nieprawdopodobnej potrzeby, żeby merdać fabułę oryginalną, więc... Tak?
15583:  Znaczy dobrze.
15587:  Wytworzenie jednej fioletowej strzały dużo kosztuje, tam oszczędza.
15589:  O, komuś.
15592:  Nie napisałem esej do szkły, to warto by używać AI?
15594:  Czemu nie?
15595:  Kwestia jest tylko taka, żeby później to przerobić, nie?
15598:  To o tym ostatnio EposVox mówił na streamie, że tak, robiłby to, tylko że potem trzeba to przeryć, przeczytać i pytanie, czy przeczytanie tego wszystkiego od zera i zredagowanie nie zajmie ci więcej czasu niż zapisanie tego od zera?
15613:  Mnie by zajmęło to więcej czasu niż napisanie od zera, ale to zależy jak kto lubi pisać.
15618:  I czy ktoś lubi redagować, czy nie.
15620:  Ja na przykład nienawidzę redagować.
15622:  Nienawidzę poprawiać tekstów, jest to okropne.
15629:  Może jeszcze raz, co?
15631:  Jeszcze jedna próba?
15632:  Dziękuję.
15637:  Uuuu... O, celna strzała.
15645:  Dziękuję.
15647:  Przynajmniej jak raz strzał snajperski działa.
15658:  Dziękuję.
15660:  Jeszcze tak mogłeś zabić Sznapiego.
15662:  Czy Sznapi to jest inna forma imienia Czapi, a Czapi to jest świetny film?
15667:  Nie wiem, ale widzę, że tutaj są jakieś rzeczy, moi drodzy.
15670:  Aha, z rzeczy, które są, czujka.
15676:  Dobrze!
15678:  Coraz lepiej, moi drodzy, się pisze.
15680:  Adwaszko pisze, że w sumie tak pisał opracowanie na historii wiceum, kupił z Wikipedii i zredagowanie, bo miało to wspólny styl i łatwe cztery.
15685:  Tak jak mówię, narzędzia, które są wprowadzane, są właśnie tylko narzędziami, tak?
15690:  W którymś momencie musimy się na to, za to zabrać i tak jak byliście w tym podręczniku RPG-owym do Carl Horry, no opracować to tak, żeby to było sensowne i ładne.
15699:  Co to jest?
15702:  Nie wiem, co to jest.
15704:  Ale wiem jedno, idziemy do żyrafa.
15708:  Sznabit taki krokodyl z piosenki?
15709:  Ojej, nie znam.
15717:  Jeden co niefajnie Winnef zrobił, to niestety nie chce wydać wersji reżyserskiej z wyciętymi scenami.
15722:  Wycięto chociażby rozmowę z US dającą kontekst tego decyzji.
15725:  O i niedobrze.
15727:  Ja nie rozumiem tego, tej niechęci do wydawania wersji reżyserskiej.
15731:  Może po prostu chce się skupić na nowych projektach.
15733:  Diabli wiedzą.
15734:  A może to jest jakaś kwestia wytwórni.
15737:  Nie sądzę, żeby reżyser miał aż taki wpływ na to.
15741:  Myślę, że gdyby wytwórnia poczuła pieniądz, to by to zrobiła.
15744:  A jednak pamiętajcie, Dune'a, a Avatar 2, zarobki ciupineczkę inne.
15752:  Krzysztof nie zna piosenki dzieciństwa Pusi.
15754:  Bulewa Pusia.
15758:  Jaki jest mój gust muzyczny?
15760:  Wiesz co, trudno powiedzieć, bo on się bardzo ewoluował.
15764:  Na początku było tak, że słuchałem głównie klasyki instrumentalnej, ale to było w czasach mojego dziecięsta, bo to był mój bunt wobec tego, że wszyscy słuchali czego innego, więc uznałem, że jeżeli chcę się wyróżniać, to na pewno nie przez to, że będę słuchał tego, co inni słuchają.
15775:  Teraz jest dokładnie na odwrót.
15778:  I potem zaczęło być sporo muzyki elektronicznej, muzyki z gier, potem wszedł ambient, trochę techno weszło również.
15787:  Rock instrumentalny, metal, no ja w zasadzie wszystko obskoczyłem.
15791:  Teraz synthwave'u dużo słucham, ale prawda jest taka, że najbardziej zawsze króluje u mnie muzyka taka relaksacyjna, ambientowa albo muzyka z gier.
15801:  Dużo też muzyki elektronicznej słucham.
15803:  W sensie też dyskusja mogłaby być, ojej, muzyka elektroniczna, syntezatory, a nie ma gry na prawdziwych instrumentach.
15810:  Też słyszałem ten argument kiedyś.
15815:  65 kg.
15816:  Karol pisze, że w technikum pisał wszystkim referaty z historii WOS-u.
15818:  Dzięki za warsztat Krzysztofowi zawsze na sześć łatwe było.
15822:  Co zabawne, nauczycielka zawsze wiedziała, że wszystkim robię referaty.
15825:  To się wie, nie?
15827:  Co to jest?
15829:  Moi drodzy, tam jest jakaś karawana.
15831:  To jest... Idziemy za tą karawaną, nie?
15835:  Jak powiedzieć na to, jak w USA ktoś ze skrajnie lewicowy, tolerancyjny, biało-bezowy mówi, że mimo pieniążka na wyższe płyty w polis?
15844:  Płoty?
15845:  Bo miałem taką rozmowę w tym tygodniu i słuchałem słowa na to.
15850:  Kompletnie nie rozumiem kontekstu, Julio.
15852:  Musiałabyś mi więcej zdradzić na temat tej historii, bo jestem absolutnie poza tematem.
15859:  Batus pisze, że użula z AI do napisania zarysu wielowątkowej powieści nie poradziły sobie zbyt dobrze.
15863:  Fabuła była sztampowa.
15864:  No oczywiście, że tak.
15865:  Ponieważ AI korzysta z tego, co jest.
15867:  Przetwarza wyłącznie, a nie wytwarza.
15873:  Krabołaz?
15878:  Ależ tych maszyn jest dużo.
15882:  Krabołaz.
15884:  Twarda zewnętrzna skorupa chroni syntetyczne mięśnie krabołaza i układy mechaniczne.
15891:  Zniszczenie mocowania skrzyni odłączy zasobnik.
15895:  Zniszczenie działka porażającego wyłączy atak porażający.
15898:  No, ważne, żeśmy już kiedyś czytali to.
15900:  Kraby w grach.
15902:  Tak, i chyba z nim nawet walczyłem.
15906:  Idziemy je atakować.
15907:  Idziemy atakować krabołaz.
15913:  To co, strzała porażająca.
15917:  Odłączyć zasobnik.
15919:  W pierwszym kotle był, okej.
15920:  Aaa!
15921:  To ten!
15924:  To ten!
15931:  Oczywiście, że nie zadziałało.
15938:  Ktoś kiepsko wyczuwa, jak mamy atak z brzegu, nie?
15941:  Jak jest atak na przestrzeń, cokolwiek co jest z przodu zamontowane, musi być to atak z przodu, nie może być pod kątem.
15954:  Na przykład to się teraz podświetla, tak?
15956:  Jak w to strzelę, to to nic nie da.
15959:  Okej, dało.
15961:  Czyli jest to, jest to bardzo zależne od sytuacji.
15968:  Względnie może być to po prostu złośliwość rzeczy martwych.
15977:  I tak trzy strzały, duże.
15982:  No dobra, ale ta walka, a tamta walka... To wybuchnie?
15987:  To wybuchnie, nie?
15992:  To nie wybuchnie.
15993:  Wiecie, ta walka, a tamta walka to są jakby dwie różne rzeczy.
15997:  Ja bym grał w inną grę.
15999:  Niesamowite.
16002:  Strasznie mi się to podoba.
16005:  Skrzynia Krabołaza, proszę bardzo.
16007:  Czyli opłaca się odmontowywać te skrzynie, bo dzięki temu dostajemy zasobniki.
16011:  Czy roboty są żywe lub martwe?
16014:  Żywe, tylko to jest inny rodzaj życia, wiecie?
16016:  My jesteśmy przyzwyczajeni do życia białkowo-węglowego, organicznego i wydaje nam się, że to jest jedyne życie we wszechświecie.
16023:  Oj nie.
16034:  Mówcie mi, że tutaj coś jest.
16035:  O nie, krap, krap, krap, krap, krap, krap w grachu.
16044:  Tego się spodziewałem.
16048:  O i tak, tak, tak.
16049:  Z nimi się zdecydowanie lepiej walczy, jak one są w stanie uśpienia, że tak to ujmę.
16055:  Bo to wpadanie w szał...
16062:  Chciałbym chociaż tę czujkę zniszczyć.
16064:  Dziękuję.
16069:  F. Nie.
16070:  Nie to F. To F. Dziękuję.
16072:  Niefajnie, niefajnie.
16083:  Oznaczmy sobie.
16084:  Dobra, to jest do zniszczenia.
16086:  To działo.
16088:  Pierwsza kolejność.
16095:  Jest.
16100:  Teraz trzeba mu zniszczyć... to.
16107:  Warto było.
16115:  W sekcji artysta muzyki popularnej, którego szanuję, nie dzielę muzyki na muzykę popularną i inną.
16121:  Więc nawet nie wiedziałem jak odpowiedzieć na to pytanie.
16128:  Cholera, jak za tego tarczę wskoczyć?
16131:  Okej, w tym momencie.
16132:  Dobra, mamy to.
16140:  Dobra, ten generator w pierwszej kolejności.
16144:  Jest.
16145:  Dobra, mamy.
16156:  Jest.
16158:  Dobrze, ciężej, ale się da.
16163:  Radiohead był słuchany jak najbardziej.
16166:  Daft Punk'a też słuchałem sporo.
16168:  Daft Punkiem się zainteresowałem po tym, jak zrobili muzykę do Tron Legacy.
16175:  Cały malazan jest na półce.
16176:  Tak, Batrus, tak.
16180:  Muzyka z anime to dopiero jest osobne gadunek, prawda?
16183:  O Jezu, absolutnie.
16185:  I uważam, że to, co między innymi dobrego robi Genshin Impact, to w jakiś sposób inkorporuje równocześnie muzykę taką grową, nie?
16192:  Instrumentalną i muzykę z anime.
16193:  Świetnie im to wychodzi.
16195:  A to jest konwój faktycznie krabbołazów.
16197:  No popatrzcie, to idziemy rozwalać następne krabbołazy.
16200:  Moi drodzy, robimy to.
16202:  Tylko teraz cichutko.
16205:  Jak maszyna jest ogłuszona, to można podejść i ją...
16209:  Ubić?
16209:  O, dobra wiadomość.
16212:  To jest czujka, to jest czujka.
16215:  To jest czujka.
16217:  Czujkę możemy zdjąć w ten sposób.
16226:  Jest.
16226:  Krab nas widzi?
16230:  To jest przesad.
16231:  To jest przesad.
16233:  Konwój z podatkami.
16236:  Ciężko znaleźć atomy Malazanu.
16238:  Oj, no tak, absolutnie.
16239:  Dlatego ja kupiłem całą serię, jak tylko była dostępna.
16242:  Widziałem, że będą problemy.
16249:  Okej.
16249:  To jest druga rzecz, którą można robić, otóż.
16253:  Zresztą odkrywając mechaniki Horizon'a.
16256:  Mianowicie można z dużej odległości z nimi walczyć.
16259:  To jest ciupineczkę łatwiej, bo oni uruchamiają tej swojej tarczy przeklętej.
16262:  Proszę.
16277:  Jest.
16277:  Dobra.
16285:  Okej, coś jeszcze jest?
16290:  Już nic.
16297:  Okej, chybiłem.
16303:  Dobra.
16309:  Strzała rozrywająca na to już nie zadziałała.
16318:  Dobrze.
16321:  Teraz tak, tego dobijemy dzidą.
16326:  To była bardzo zła decyzja.
16336:  To była bardzo zła decyzja.
16337:  Teraz chciałbym bardzo mu tę skrzynię odpiąć.
16342:  Zniszczmy go.
16345:  Dobrze.
16349:  No odwróć się, odwróć się!
16354:  Granatem go, a spróbujmy granat porażający.
16356:  Jest pułapka porażająca, spróbujmy ją.
16363:  Tak średnio zadziałała powiedziałbym.
16368:  No on nie chce się odwrócić i chyba nie będzie chciał.
16373:  Oj, oj, stop.
16378:  Dobra, mamy to.
16380:  Mamy to!
16382:  Krytyczny atak.
16387:  Powinniśmy, by nie spływać ataku bezkrytycznego.
16398:  Złap go w irden.
16400:  Lepszy jest lód, a w sumie nie próbowaliśmy jeszcze strzały lodowej.
16405:  Spróbujmy.
16418:  Okej.
16418:  Nieee, byś... Mieję wzmocnionej.
16427:  Średnio wzmocniona ta strzała, ale co tam.
16429:  Dobra, mamy to.
16430:  Konwój opłacało się zaatakować, powiem wam.
16436:  Ciekaw jestem, czy od celności naszych strzałów zależy jakość lootu, który otrzymujemy z tych krabouazów.
16447:  Oczywiście, że super zabawa dla całej rodziny, przecież to jest najwspanialsza rzecz, jaką sobie można wyobrazić.
16451:  Strzelanie do maszyn.
16454:  Jak to jest, że wydawnicy nie robią reedycji takiego Malazana, ponieważ mag jest stratny na takich projektach.
16459:  Kiedyś mi to tłumaczyli ludzie w fandomie, którzy też znają wydawców, bo to jest rodzinna firma, mała.
16469:  Jak wszystkie, które wydają fantastykę w Polsce.
16471:  To jest pewien paradoks, że w Polsce firmy, które wydają książki najlepiej się sprzedające, to najczęściej są małe, rodzinne filmy.
16478:  Powergraph jest tego dobrym dowodem chociażby.
16482:  Okej, tutaj są naprawdę bardzo niebezpieczne maszyny, a ja powinienem teraz już nie iść do maszyn niebezpiecznych, tylko iść do żyrafy.
16492:  Jakbyś tydzień temu tu przyszedł, to byś się tylko irytował.
16494:  No tak, ale dużo zmieniło bardzo rozegranie tych samouczków i zrozumienie idei podatności.
16501:  Tego do końca nie rozumiałem.
16504:  A samouczki w tej grze są genialnie poprowadzone, bardzo mi się to podoba.
16508:  Spokojny, czytelny objective i przede wszystkim postawienie na doświadczenie, a nie na to, że ktoś mi daje ścianę tekstu i teraz przeczytaj i zapamiętaj to.
16517:  Świetny pomysł, biorąc pod uwagę, że za moment będę grał w cztery inne gry.
16521:  I to prędko zapomnę.
16526:  Najciekawsze wyjaśnienie utraty pełnego FI-punku oraz umiejętności przez protagonistę między częściami gry?
16530:  Mmm...
16535:  Więzienie wydaje się dość oklepane, nie?
16541:  Zgubienie denerwuje.
16543:  Generalnie nie lubię tego motywu, ale wydaje mi się, że z wszystkich możliwych oklepany scenariusz z więzieniem jest chyba najlepszy, bo zgubienie, naprawdę jak Geralt gubił dwa miecze nagie skądinąd, to nie.
16560:  Nie lubię tego.
16561:  Żyraf.
16563:  Jest i pionowy jamnik, mówiłem!
16566:  Mówiłem, że będzie pionowy jamnik!
16570:  Zobaczcie, jak jest pionowy.
16572:  Czekaj, jak ja stąd skoczę, to doskoczę?
16575:  Na 1000% nie.
16576:  Przepiękna maszyna.
16588:  Dobra, oznaczmy sobie jego ścieżkę.
16592:  A, nie mogę?
16593:  Czy to jest latająca maszyna jeszcze do tego wszystkiego?
16596:  Czy ktoś sobie ze mnie żartuje?
16598:  Ilu tu jest przeciwników?
16605:  Nie no, Żyrafa nie mordujemy, jest jamnikiem.
16610:  Trzeba z wyspy jest kłapak.
16612:  Jaki kłapak?
16613:  Czym jest kłapak?
