🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
17338:  Teraz będę używał wyłącznie miecza.
17341:  Policzę, jak słowo daję.
17386:  Już ginę.
17396:  Hornet?
17398:  To byłby twój moment, dobrze.
17407:  Czym on się sam okarze?
17408:  Bo chce nam pomóc, Anelo.
17411:  Czy to... Okej, już.
17428:  Czyli tu jeszcze wystają kolce z dołu, tak?
17431:  Okej.
17436:  Mam wrażenie, że było... Mam wrażenie, że było, nie wiem, sześć razy chyba?
17442:  Coś takiego.
17449:  Muszę się leczyć w tej walce.
17450:  Wiesz, chciałem się przekonać, czy jestem w ogóle w stanie ją pokonać.
17470:  Jest zrobiona Mangetsu Raiden, nie inaczej.
17472:  Przy Grimie się poddałem, tym drugim.
17484:  No.
17490:  No to będzie koniec.
17502:  Nie powiem, że to jest prosty atak, bo nie jakoś nie umiem... Dobra.
17524:  Nie się regeneruje zdrowie.
17536:  Tak, regenerujemy się zdrowie, dobrze.
17538:  Fuck.
17578:  O Boże, co teraz?
17586:  O Boże, drogi, serio?
17596:  O mój Boże.
17601:  Okej.
17601:  Udajesz?
17601:  Naprawdę wierzyliście, że coś takiego można zrobić za pierwszym razem, jak się nie zna tych ataków?
17606:  Nie, nie można.
17635:  Nie mam pojęcia jak uniknąć tych kulek.
17644:  Wbijam się na niego wtedy.
17656:  I tak teraz zapomnę co mam zrobić przy Radiance przez tę durną walkę wcześniej.
17686:  No.
17687:  Litości, no.
17689:  Przecież robię unik.
17693:  No, ale jeżeli on będzie częściej mnie atakował, niż ja mam Shadow Dash, to sobie nie powalczę.
17700:  Ale w ten sposób się unika tego ataku.
17701:  Trzeba być po prostu daleko od niego.
17703:  Okej, czekaj.
17708:  Au.
17724:  Problem na razie nie jest Radiance.
17726:  Mój problem jest z tym, że teraz zapominam wszystko czego się nauczyłem przy Radiance, ponieważ musi być ta walka wcześniej.
17761:  Okej, nie przykładam się do unikania, dobrze.
17765:  Gdzie ja to mam?
17768:  Takie teksty męczą, jak się je widzi.
17773:  Dobrze, teraz sobie zginę radośnie, bo muszę to włączyć.
17778:  Ale nie lubię czytać, że się nie przykładam do unikania w sytuacji, gdy wciskam unik i on działa jak działa.
17791:  To jest unik, tak na jasno mówiąc.
17793:  Shift, shift, to jest unik.
17811:  Śnią to trzy razy, tylko za wcześnie po prostu.
17815:  Ale to nie jest tak, że ja ich nie unikam, po prostu animacja się nie odpala.
17832:  To już mogę, że zginę.
17833:  Jezus Chryst.
17876:  Nie oglądam Grunerzy Skali jeszcze.
17878:  W ogóle z nim nie ma czasu na to niestety.
17880:  W ogóle musiałem odpuścić oglądanie YouTube'a przez sesję.
17887:  Ja mam dość tego po prostu... Męcząca walka, durna, przez którą nie mogę się uczyć ataków Radiance w ogóle żadnych.
17914:  No dobra.
17916:  Jest.
17920:  No.
17923:  Kończę od tej strony.
17927:  Radiance zrobimy, Zuzek.
17928:  Znaczy, staram się nauczyć.
17935:  Jak dla mnie to był Shadow Dash, ale oczywiście był za wcześnie.
17944:  Co, co ona, co ona, co ona wystrzeliwuje?
17946:  Aha.
17947:  Okej.
17969:  Widziałem jak działa Shape of Moon, nie wiem czy byłbym w stanie teraz nauczyć się nowego zaklęcia, tylko to jest problem dla mnie.
17990:  Wydaje mi się, że to jest o wiele bardziej efektywne.
17993:  Jednak jak...
17997:  Jak używa mu zaklęć w tej walce.
17999:  Zajmuje ona troszeczkę krócej, nie?
18031:  Czemu to nie działa?
18045:  Coś mnie... Aha, ja tu mogę spaść.
18049:  Dobra, dobrze wiedzieć.
18063:  Okej.
18064:  Leczenie.
18065:  To się, to się poleczyłem.
18070:  I teraz tak, o co tutaj chodzi?
18072:  Aha, to są te, aha, to są te ataki, które mnie, okej.
18082:  Teraz to w ogóle, teraz to zauważyłem.
18087:  Żółty atak na żółtym tle.
18092:  Good.
18100:  Good.
18100:  Żółty atak na żółtym tle.
18103:  Kimże ja jestem, że tego nie zauważyłem wcześniej?
18106:  Nie.
18119:  No moda, ludzie włączają czarne tło, no nie dziwię się, nie?
18123:  Nie wiem szczerze powiedziawszy, dlaczego twórcy coś takiego zrobili, bo to jest taki jakby... basic z ac... z accessibility.
18139:  King, już szybciej!
18141:  Nie mam nadzieję czasu!
18145:  O mój Boże, się wymyślił ten atak.
18153:  Jest.
18155:  Ciekawe jest to, że trzeba za kanonem z tyłu się ustawić, żeby pieprząć tym Dream Nail'em.
18163:  Poobserwować ataki Radiance.
18165:  Znaczy, bardzo chętnie problem polega na tym, że ja ginę wtedy.
18174:  Kurczę.
18186:  Fuck.
18192:  No nie no i... Brak możliwości daszowania częstego.
18214:  Nie trzeba od tyłu Dream Nail'em?
18215:  Nie zadziałało, jak prowadziłem od przodu, dlatego taki wniosek istniał.
18224:  Znaczy problem polega na tym, że ja bym może zmienił jasność w ustawieniach gry, tylko wcześniej mam walczył, to jest ciemna.
18238:  Ale jest przynajmniej doable, nie tak jak przy Grimie.
18242:  Jest trudno, ale nie jest szybko.
18244:  To jest duży plus.
18246:  Ta walka jest szybsza, jest bardziej irytująca przez to dla mnie.
18253:  Jakbym modował jakiekolwiek walki, to zawsze bym zmniejszał szybkość.
18287:  No i koniec.
18299:  Oczywiście, że używam myszki na tym.
18301:  Wszystkie soulslajki przyszedłem myślić.
18305:  Dla mnie atak pod czymkolwiek innym niż lewy przycisk myszy jest niezrozumiały.
18327:  Czemu on nagle miał niższego Staggera, to ja nie wiem.
18337:  Gdybym mógł wcześniej zacząć Harakiri, podziękowałbym mu.
18369:  No.
18370:  Jest.
18386:  Au.
18386:  No.
18406:  Dobra, jest lepiej niż ostatnio.
18408:  Full leczenie.
18418:  No dobra, teraz... Gdzie tu być optymalnie?
18429:  Nigdzie.
18441:  Okej, nie mam zielonego pojęcia jaka jest taktyka na tę fazę, nie mam zielonego pojęcia.
18446:  Czy, w jaki sposób mam to cholerstwo zaatakować?
18449:  Nie wiem.
18451:  Jaka środkowa platforma?
18452:  Jest tutaj sześć środkowych platform.
18459:  Środkowa na dole?
18461:  Okej.
18463:  Jezus Maria, w życiu bym nie wiedział tego.
18470:  Czyli czekać, baitować i atak, okej, dobra.
18474:  W to jestem dobry, ja jestem dobry w defensywę.
18488:  Jestem bardzo niedobry, natomiast wszystkie taktyki typu najlepszą obroną jest atak.
18492:  Nie znoszę agresywnego stylu walki.
18498:  Tylko się ucieszyłem, jak się dowiedziałem, że w Sekiro się dużo paruje.
18502:  A potem się zmartwiłem, jak się zorientowałem, jak trudno się tego nauczyć.
18513:  Rozwala mnie to, że on se... Upadła mu główka na mnie.
18519:  I to mi zadało obrażenia.
18522:  Nigdy się do tego nie przyzwyczaję.
18541:  Ja nie czuję odległości.
18543:  Ale fiks.
18552:  Genius, genius wreszcie!
18576:  Au.
18579:  Faktusy nie pograły.
18589:  No nie no, litość, litość.
18600:  To jest masakra z tymi kolcami.
18617:  To czyni, że zawsze daszki pojawiały się zbyt często, żeby w stanie za każdym razem daszować.
18637:  Rozwala mnie to, że to zakręcie w dół zawsze generuje podskok, którego ja nigdy nie robię, nie?
18645:  O, swoją drogą, tutaj był kazus, kiedy chciałem zrobić zaklęcie w dół, ale robiłem równocześnie atak, znaczy równocześnie się poruszałem w lewo i właśnie wtedy jest to, co powiedziałem, że jakimś cudem atak w prawo lub w lewo zawsze bierze priorytet nad zaklęciem w dół lub w górę.
18661:  Nie mam zielonego pojęcia, czym to jest spowodowane. ...
18675:  No spróbuję tego nowego buildu, ale tylko wtedy, kiedy wiecie, tym się nie uda, no bo całą grę udało się tym.
18682:  A ja jestem bardzo niechętny w zmienianiu build, bardzo niechętny.
18688:  Się wolno i uczę.
18748:  Dobra.
18766:  Nie w tę stronę!
18767:  No właśnie, no i... Tyle w temacie Shadow Dash'a, tak?
18772:  Jeden wykorzystam i koniec.
18775:  Nie wiem, co miałem w tej sytuacji zrobić.
18780:  Ech...
18798:  Pasek życia bossów to jest coś, co nieironicznie by się tutaj bardzo przydało.
18802:  Ludzie ulicznym.
18803:  Bardzo by się przydało.
18804:  Bo byłaby jakaś informacja, nie?
18808:  Jaki jest progres.
18809:  A ja tak naprawdę nie wiem, ile zadają moje zaklęć.
18813:  Nie wiem.
18816:  Też strasznie mnie drażni ta walka, szczerze wam powiem, bo nie mam ochoty walczyć z nim kompletnie.
18826:  Nie skupiam się.
18829:  To nie jest Kazus Ishina Ashi i Genichira.
18837:  Droga jest po prostu nudna.
18843:  Nie lubię jej.
18852:  Nie jest kwestia zakręcia boków, czy to jest spell przed kierunkiem w dół?
18855:  Ale ty nie jesteś w stanie, oj, oj, oj, nie rozumiesz cały czas mojego take'u.
18859:  Nie jesteś w stanie stwierdzić, kiedy wciskasz spell w dół, jeżeli non-stop przez cały czas wciskasz klawisze kierunkowe.
18867:  Ja muszę intencjonalnie w momencie, w którym wciskam klawisz, który odpowiada za atak magiczny, muszę intencjonalnie wtedy wcisnąć dodatkowo klawisz ruchu.
18879:  I gra ma problemy potworne ze sczytywaniem tego.
18883:  Bo to będzie zawsze nieprecyzyjne ze strony gracza.
18886:  Nie ma opcji.
18895:  To jest jedyna gra, w której widzę takie rozwiązanie.
18897:  Nie ma żadnej gry, w której było rozwiązanie, które opierałoby przycisk ataku o klawisz kierunkowy.
18904:  To jest dla mnie nieprawdopodobne.
18930:  Już gin, gin, gin!
18931:  Nie chcę z tobą walczyć!
18932:  Nie chcę z tobą walczyć!
18933:  Nie chcę!
18934:  Nie chcę!
18935:  Nie interesuje mnie ta walka!
18936:  Nie interesujesz mnie!
18937:  Nie interesuje mnie twoja historia!
18939:  Nie interesuje mnie!
18974:  Dobra, kończymy z mniejszą liczbą many.
18979:  Dobra, teraz żeby nie było tylko tego ataku z kulkami.
18987:  No i co miałem zrobić, jak to jest częściej niż dostępność Shadow Dasha w takiej sytuacji?
19021:  Skok i dasz zwykły.
19025:  To jest ciężkie.
19026:  Dobra, środkowa platforma.
19027:  Czy to jest środkowa platforma?
19029:  Środkowa dolna, chyba tak.
19032:  Okej, to tu było przez moment.
19040:  Okej.
19040:  Czyli ona mnie może tym atakiem zrzucić z platformy.
19042:  No oczywiście, czemu mnie to kompletnie nie zdziwiło?
19052:  Nie, Foxy, nie masz racji.
19053:  Mówiąc, że atak ma priorytet, mam na myśli to, że jeżeli masz, jeszcze raz to powtórzę, ale ostatni, jeżeli masz klawisze kierunkowe, to one służą do nawigacji, oni nie służą do zaklęć, oni nie służą do ataku, one służą do nawigacji.
19065:  W związku z powyższym, jeżeli na przykład wciskasz klawisz w górę i w bok jednocześnie, to wtedy powinien być atak w górę i w bok jednocześnie, a nie tylko do góry.
19074:  A ta gra ma problem z atakami diagonalnymi, tak samo ma problem z równoczesnym
19079:  pójściem w lewo i użyciem zaklęcia do góry.
19081:  Tymczasem powinno być tak, że w momencie, w którym idziesz w lewo i na przykład stwierdzasz, że użyjesz zaklęcia do góry, to to się po prostu dzieje.
19089:  Bo ataki zawsze powinny mieć wyższy priorytet w takiej sytuacji niż poruszanie się.
19097:  Nie jest rzeczą przypadku, że nie ma żadnej gry, która miałaby takie rozwiązanie, poza tą mi znanej.
19103:  Żadnej.
19107:  No wiem, że tu nie ma diagonalnych ataków, to jest problem, ponieważ są diagonalne skoki.
19112:  I skutkiem tego, że nie ma diagonalnych ataków, jest też to, że nie działa magia tak, jak powinna.
19120:  Ja jestem głęboko przekonany, że to jest związane z moją zmianą sterowania.
19123:  Głęboko.
19125:  Bo gry tego nie znoszą.
19136:  Bardziej mnie chyba denerwuje kontakt damage wyłącznie.
19142:  Jeżeli Nemeczek jest tak też w innych grach tego typu, to za każdym razem jest to ten sam błąd, którego nie powinno być.
19148:  Bo klawisze od ruchu służą do ruchu.
19156:  YouTube diagonalne ataki, połowa parkouru byłaby wywalana przez problem z plugowaniem.
19160:  A ja mówię o diagonalnej ataku do góry, nie?
19163:  Po co ci w dół?
19164:  Do góry jest częstsze, bo często skaczemy.
19167:  Więc tego ataku brakuje po prostu.
19169:  Pogo jest w dół, Pogo jest spoko.
19196:  Okej.
19197:  Ja to muszę zobaczyć.
19207:  Ja to muszę zobaczyć.
19213:  Ja po prostu tego nie widzę.
19214:  Może ja zwariowałem.
19215:  To jest taka opcja.
19216:  Może jest taka opcja, że ja zwariowałem.
19220:  Muszę stąd zniknąć.
19244:  To było S. To było S. To było S, dziękuję uprzejmie.
19252:  To nie było A. To było S. I S zostało wciśnięte.
19272:  Więc albo jest wymagana jakaś chora precyzja, której nie mam.
19274:  To jest jedna opcja.
19279:  Albo jest coś bardzo nie tak z tymi atakami.
19282:  Ten atak w dół jest spsuty po prostu.
19284:  I to jest tylko atak w dół.
19285:  Atak w górę nie.
19297:  Tak, ale kwestia równoczesnego wciśnięcia dwóch przycisków w takiej sytuacji, kiedy ma się mysz i ma się klawiaturę, wedle wszelkiego prawdopodobieństwa jest związana z input lagiem myszy.
19313:  Więc teoretycznie powinno to być do wyeliminowania w sytuacji, gdyby to były dwa przyciski na klawiaturze.
19320:  Ale ponieważ gra umożliwia jednak używania myszy, to coś jest nie tak.
19325:  Do ataku w dół nie trzeba najpierw wyskoczyć?
19327:  Nie, wciskasz prawy przycisk myszy albo Q i wciskasz równocześnie S. Wciskaj S i potem prawy przycisk myszy.
19345:  Gra mówi, wciśnij prawy przycisk myszy i S, żeby zadziałało.
19349:  Nie mówi równocześnie, nie mówi przed lub po, mówi wciśnij.
19353:  Więc człowiek myśli sobie, aha, to mniej więcej równocześnie, tylko że wiesz, jeżeli zaprojektujesz to w taki sposób, że człowiek musi to wcisnąć nanosekundę jednocześnie, no to jest pewien problem, jeżeli na przykład ktoś korzysta z myszy, która jest na Bluetooth albo ma input laga większego niż klawiatura.
19367:  Moja klawiatura ma najmniejszy lag możliwy, więc bardzo możliwe, że to jest z tego powodu.
19372:  Nie mam zielonego pojęcia.
19373:  Nie, nie mam złego sterowania, mam sterowanie, które gra umożliwia.
19377:  To nie jest złe sterowanie.
19378:  Nie.
19379:  Nie.
19380:  Nie i jeszcze raz nie.
19381:  Jeżeli gra umożliwia sterowanie jakieś, to znaczy, że nie jest złe.
19384:  Bez przesady.
19387:  Ja nigdy nie zgodzę się, nie ma we mnie zgody na to, żebym ja prędzej stwierdził, że moje sterowanie jest złe, ponieważ nie działa jakiś input reading w grze.
19398:  No litości.
19399:  Ja sobie mógłbym ustawić tutaj matę do tańczenia i powinno działać.
19404:  Nie ma wytłumaczenia.
19409:  Jest pełna we mnie zgoda, jeżeli ja robię jakiś błąd.
19411:  Okej, nie ma problemu.
19412:  Ale jeżeli nie robię błędu, to nie ma we mnie zgody na akceptację jakiejś chorej mechaniki.
19417:  Nie ma.
19417:  Po prostu nie ma.
19453:  Można zrobić kompensację tego efektu, dałby to opóźnienie w atakach.
19462:  Nie ma tu jednoczesnego kliencienia przycisków, takie rozwiązanie prowadziłoby opóźnienie, co by było denerwujące.
19467:  No ale to by z tego wynikało, że trzeba wpierw wcisnąć zawsze, za każdym razem S, a potem prawie przycisk myszy.
19477:  Ja nie mam możliwości tego przetestowania poza walką z wrogiem, to jest problem.
19486:  I jeszcze druga kwestia, to nie jest tak, że ja to intencjonalnie robię, tak?
19489:  To jest w ogniu walki, w związku z powyższym człowiek stara się to robić możliwie najszybciej, natomiast w momencie, w którym jest taka konfuzja, że ja nie wiem, czy to zadziała, czy nie zadziała, to wtedy robię głupie błędy.
19505:  Bo to zawsze... zawsze... nie mam problemu nigdy z tym atakiem, kiedy nie poruszam się.
19511:  Ale jeżeli się poruszę równocześnie i zrobię ten atak, to czasem jest tak, że wychodzi sam prawym wszystkim mysz.
19517:  Nie mam zielonego pojęcia, dlaczego tak się dzieje.
19520:  Dlatego właśnie powiedziałem potocznie, że wydaje mi się, że atak bazowy ten ma wyższy priorytet.
19527:  Tylko dlatego tak powiedziałem.
19533:  Bo prawda jest taka, że wiedziałbym to dopiero wtedy, kiedy bym pogadał z człowiekiem, który to projektował.
19538:  Byłoby tak, jak jest zawsze.
19541:  To bardzo mnie rozbawiło, jak pogadałem z Grzegorzem Wątrobą, który powiedział... A tak, tak, tak, tak, tak!
19546:  W Dark Souls jest problem z namierzaniem.
19548:  To jest znany problem w grach japońskich, wszystkie to mają.
19551:  Ale ja musiałem słyszeć na czacie przez dwa lata, że nie, to ja źle namierzam.
19565:  Ale nie wiem czy to by miało sens, skoro to już jest koniec Mam mniej many teraz, martwi mnie to Ale jak najszybciej dojść do platformy O Boże, nie zauważyłem tego, naprawdę nie zauważyłem Okej, przez to też można przydaszować
19597:  Au!
19604:  To był fuks.
19609:  To był... Nie, to nie był fuks.
19630:  Boże, na ostatniej masce.
19634:  Dobrze, i teraz tak, teraz się uczyć drugiej fazy.
19637:  Ooo, o, dobrze!
19650:  No, przecież podskoczyłem, litości.
19654:  Jak?
19655:  Co ja mam zrobić w takiej sytuacji?
19656:  Co ja mam zrobić w takiej sytuacji?
19658:  Muszę się przenieść na inną platformę chyba w takiej sytuacji.
19662:  Jesus Christ.
19668:  Trybut był.
19668:  Dziękuję ci Agnieszko.
19669:  Nie wiem dlaczego mi się nie wyświetla.
19673:  Pierniczyłem się w wynurzającej z niego odpowiedzi.
19675:  Nie inaczej.
19676:  Konradzie, dziękuję Ci za trybut.
19678:  Papa, nadaję mniku dwa stada, daje Szymon Zajdel.
19680:  Dziękuję Ci za wsparcie od dziewięciu miesięcy.
19682:  Jak jest trybut, wiecie w trakcie wakumum nie zauważyć.
19686:  Dzięki, że powiedzieliście.
19686:  Właśnie oglądałem Dark Souls i potwierdzam, oznaczać można w danym zasięgu.
19689:  Jak oznaczasz, masz problem, kiedy przeciwnik skacze nad tobą.
19691:  Ale absolutnie, Mangecu, ja to przeżyłem.
19694:  Najbardziej rozwaliło, jak ktoś napisał, ale to mnie naprawdę było zabawne już,
19699:  Ale przecież oznaczenie jest po to, żeby ono było widoczne tylko wtedy, kiedy jest na ekranie.
19704:  A jeżeli przeciwnik schodzi z ekranu, to oznaczenie ma zniknąć.
19708:  czym w zasadzie unieważnił istotę oznaczania przeciwnika, bo oznacza się przeciwnika właśnie po to, żeby kamera była wycentrowana.
19715:  I w God of War jest to dobrze rozwiązane, mianowicie tam można zdecydować o tym, jak to oznaczenie się będzie zachowywało.
19720:  Bardzo fajna opcja.
19721:  Szkoda, że się dowiedziałem o tym po tym, jak zagrałem w God of War.
19723:  I to właśnie dowiedziałem się od Grzegorza Wątroby z kanału Okiem Deva.
19726:  Swoją drogą polecam Grzegorza Wątroby i kanał Okiem Deva.
19730:  Jest człowiek, który ma encyklopedyczną wiedzę nad materią, jak projektować mechaniki w grach wideo.
19734:  Jest niesamowity absolutnie.
19737:  Jak odszedł z jednej firmy, musieli zatrudnić na jego miejsce cztery osoby, bo się okazało, że jest takim czadem.
19749:  Dobra, ja się może wyleczę.
19762:  Już prawie tę jego ripostę czytam.
19765:  Najsmutniejsze jest to, że ja czytałem większość jego ataków, ale... trochę już minęło od czasu, gdy był ostatnim razem pokonany.
19784:  Ho!
19784:  Wiedziałem, że się wpieprzę w to.
19798:  Idzie Hornet?
19799:  Tak.
19800:  Na ostatniej masce.
19816:  Au.
19819:  Co jest? !
19825:  Dobra, tego naprawdę nie widać.
19831:  To było widać, ale za późno.
19833:  Jeśli pod plawem masz quick cast zamienny na zwykły cast, może będzie lepiej?
19840:  Quick cast czasem się jebie, wtedy nie spamuje się tak za kręciami, on jest precyzyjniej.
19847:  No wiesz co, ale spam z zakręciami to jest coś, co bardzo pomaga mi w tej walce.
19850:  Przecież z dwojga złego wolę narzekać na to, jak to zostało zrobione.
19857:  Naprawdę, osobny przycisk nie byłoby problemu.
19886:  No tak.
19922:  Ale w ogóle nie wiem dlaczego quick cast jest osobno od castu zwykłego, to mnie rozwala.
19937:  Natomiast po czasie stwierdzam, że najlepszym wynalazkiem ludzkości są klatki nieśmiertelności w Dark Souls.
19952:  Nope, kacpę, nie odpowiedziałem na żaden film na tym kanale.
19955:  Nigdy.
19958:  Szkoda czasu.
19966:  Oj, ja też zawsze wolałem Mortal Kombat z drzaczu hadronów, zawsze.
19971:  Ale to z uwagi na lore i postać Raidena, który był świetny absolutnie.
19975:  Kocham Raidena.
19977:  Upierałem się, żeby z nim grać, mimo że oczywiście Raiden, jako mag, był bardzo dyskryminowany zawsze przez twórców.
19986:  Miał potwornie trudne, legendarnie trudne, przynajmniej w twórce, nie, bo grałem ostatnim razem, kombosy.
19997:  Standardowa taktyka w Mortal Kombat to znaczy mashować przyciski wszystkie, nieważne jakie, nie działała.
20018:  Dobra, będę korzystał z klatek nieśmiertelności w takim razie, bo nic innego mi tutaj nie przychodzi do głowy.
20029:  Autentycznie mnie walnął głową.
20044:  Jezu!
20045:  Przestań!
20054:  Giniusz!
20058:  Oberwałem, oberwałem podskoczywszy, wpadłszy na jego głowę.
20068:  QuickCard działa jak naciskasz i działa tylko na magię, a zwykły kast możesz się leczyć, ale magia działa po upuszczeniu przycisku.
20076:  Brzmi to strasznie skomplikowanie.
20078:  Ja się przyzwyczaiłem, że Q jest do leczenia, a do zaklęć jest prawy przycisk myszy, po prostu.
20083:  Więc to jest znowu ten kazo, żebym zmienił keybinding i nie wiedziałbym, co się dzieje.
20114:  Nie wiem, czy też czasem jest tak, że... ten cholerny Shadow Dash przez niego przechodzi, a czasem... no właśnie.
20126:  A czasem obrywam.
20127:  Wpadł się na jego hitbox.
20133:  Znaczy ta... ta... ten ryj, który mnie atakuje, to już jest satyryczne.
20149:  O Boże, już przestań cały czas spamić tymi samymi atakami.
20167:  Był ten casus, kiedy właśnie klawisz przy prawym myszy poszedł wcześniej niż S. To już teraz widzę, gdzie jest problem.
20177:  O Jezu, Bomba pisze, że egzamin zawodowy oblany i zabrakło jednego punktu.
20182:  No przecież to może człowieka szlag jasny trafić.
20187:  Czemu nie chcesz mieć damage'a z Shadow Dashem?
20189:  Bo chodzi o... No to nie przyda mi się na Radiance, to jest tylko ta kwestia.
20193:  Na Radiance mi się przyda wszystko, co boostuje zaklęcia.
20199:  Lepiej, żeby Krzysztof nie zobaczył hitboxów.
20201:  Lepiej, żebym nie zobaczył, faktycznie.
20205:  Jamniki wspierające dla bomby, moi drodzy.
20207:  Mam nadzieję, że możesz podejść jeszcze drugi raz do tego.
20209:  Przecież to brzmi jak jakieś horrendum absolutne.
20213:  Zdenerwowałem się w twoim imieniu.
20229:  Zdenerwujmy tego wrzaski!
20231:  Chryste!
20236:  To nie jest gra dla mizofonów.
20265:  O mój Boże, jak snoszę tego ataku, po prostu nienawidzę.
20272:  Ten sam, co przy Grimie.
20283:  No, fajnie, fajnie, mhm.
20296:  Rozwala mnie to, jak on jest gąbką na pociski.
20301:  Zczytuję czy zczytuję przez S, ponieważ masz CZ.
20305:  Z byłoby wtedy, gdyby tam było DZ.
20308:  Z jest wtedy, kiedy jest głoska dźwięczna, a Z jest wtedy, kiedy jest głoska bezdźwięczna, dlatego jak macie Z harmonizować, to przyjdzie to przez Z, dlatego że samo H jest dźwięczne, o w odróżnieniu od CH.
20330:  O mój Bo... O mój Bo... O mój Boże, o mój Boże, nie widziałem tego.
20351:  Pierwsza słyszę takie wytłumaczenie, bo to jest wytłumaczenie jedno z tych, które powinniście mieć za każdym razem, żeby znać ortografię.
20358:  To znaczy, ortografia jest logiczna.
20360:  Wszystko się wymawia... Język był tworzony dla ludzi, a nie wbrew ludziom.
20366:  I ta pisownia z i z to jest wyłącznie kwestia tego, jak czytano głoski, ponieważ dzisiaj nie czytamy, nie różnicujemy samo ha i cecha, tylko mówimy ch, a wcześniej mówiliśmy hamak i teraz ham na przykład.
20380:  Więc jak słyszycie hamak i ham, to nie macie wątpliwości, że to są dwa dźwięki osobne.
20387:  A dzisiejsza ortografia tego kompletnie nie uwzględnia.
20391:  I jest to bardzo irytujące.
20392:  I generalnie im więcej wie się na temat języka, tym bardziej wkurwia poziom nauki języka polskiego w szkołach.
20424:  Dziękuje.
20430:  Powiem wam, że męczy mnie ten wrzask, nie?
20432:  Muszę autentycznie sobie wyłączyć dźwięk z gry, bo już nie mogę tego wrzasku.
20438:  To jest strasznie, absolutnie straszne.
20441:  Znaczy, generalnie opcje dostępności tutaj, no, przydałyby się.
20447:  Ja już nie mogę tego wrzasku.
20450:  Czy da się w opcjach, chyba powinno się dać, czekajcie.
20454:  Czy da się w opcjach w audio wyłączyć...
20458:  Wtedy nie będę słyszał tego.
20460:  Nie, to jest dramat.
20462:  Wtedy nie będę z kolei słyszał dźwięków parowania i w ogóle dźwięków ataku, więc niedobrze.
20468:  Językoznawstwo pomaga się uczyć każdego języka, bo tak zwane wyjątki znikają.
20472:  Absolutnie, Arturze.
20473:  Absolutnie.
20473:  Wyjątki to jest coś, co zostało stworzone przez opętańczych zwolenników podstaw programowych po to, żeby wytłumaczyć, dlaczego się nie uczy we właściwy sposób.
20487:  Anela pisze, że gramatyka opisała była ulubionym przedmiotem na UJ-cie.
20489:  No, no, u mnie też, bardzo wiele wyjaśniła.
20495:  I wiecie, ten, ten wrzask, najgorsze jest to, że on jest też utrwalony na płycie.
20501:  Z jakiegoś powodu ktoś stwierdził, że to jest coś, co każdy by chciał słuchać.
20505:  No nie, nie, nie.
20528:  To jest piękne, że ja za każdym razem tracę maskę na tym jego ataku.
20538:  Z kulkami, nie?
20540:  Teoretycznie jest pewnie najprostszy do uniknięcia, ale nie dla mnie.
20546:  Ponieważ jak próbuję unikać tego ataku Shadow Dashem, no to wtedy dzieje się to, co się dzieje, to znaczy wpadam na jego hitbox z tyłu.
20560:  Prosta sprawa, jak projektujesz walkę z bossem, tylko na początku to słyszysz, bo wiesz, dla efektu, a potem już nie.
20577:  Genial man.
20579:  No nie, litości, ja się przesunąłem.
20589:  Nie lubię jak coś jest poza ekranem, ja tego nie widzę.
20592:  Nie mam szansy się na to przygotować w żaden sposób.
20619:  Dobrze.
20619:  Leczonko.
20621:  Wiem, chao, wiem.
20634:  Nie uważacie, że powinienem być przy tym... Jezus, co mam zrobić?
20638:  Jak mam tutaj unikać?
20641:  Dobra, w ten sposób.
20653:  No nie!
20654:  No nie!
20657:  Znowu korekta lotu!
20665:  Myślę, że każdy, każdy boss musi mieć jakiś abak, który... Nie zauważyliście, że jest jeden typ ataku, którego nigdy nie unikam?
20673:  Jak latają kulki wokół.
20676:  Ciekawe dlaczego.
20711:  Te kulki masz przeskakiwać?
20712:  Nie wiem jak.
20720:  No nie, to jest to.
20721:  Zrobiłem Shadow Dash'a przed tym atakiem jego.
20725:  I skończyło się to tym, że wpadłem na jego hitbox.
20731:  Uprowadzane ataki można manewrować.
20733:  No tak, jeszcze byłoby fajnie, gdybym mógł wymanewrować bossa, nie?
20736:  To wtedy tak, spoko.
20737:  No ale niestety tak nie jest.
20757:  Męcząca jest ta walka z nim.
20760:  W walce z Isshin Ashina jest tak, że Sekiro... Boże, Sekiro... Że Genichiro Ashina jest... To jest przyjemność przed nim w którymś momencie.
20772:  Dobrze, że Radiant z nim ma kontakt damage, a to absolutnie dwe meże.
20783:  Że to byłoby przegięte już.
20806:  No nie no, on wędruje za mną ten atak.
20823:  Dobra, teraz ta... Pytanie... Pytanie... Co teraz, jak tu się znowu pojawią kulki?
20839:  Nie wiedziałem, co tu zrobić, autentycznie.
20842:  Obożeń litości.
20850:  Okej.
20850:  Fuck.
20858:  Nie, te kule są najgorsze w tym momencie.
20860:  Tak.
20872:  Czy to jest bożek jakiś?
20874:  Radiance.
20875:  To jest faktycznie bóg tego świata.
20878:  Ogrędnie bóg ciemny, jeśli mnie pamięć nie myli.
20884:  ale wcześniej masz podatki w portalu ZUSPUE do uzupełnienia.
