🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
8931:  KMM - Poza tym prawo należy zmieniać i np.
8933:  KMM - nadchodzący protest, który będzie, strajk nauczycieli, powinien, ja wiem, że
8938:  KMM - Wiem, bo argument jest powtarzany bez przerwy, że strajki w Polsce można realizować tylko wtedy, kiedy są postulaty płacowe.
8946:  KMM - Okej, to zróbmy protest, który się nie nazywa strajk i wtedy nie będzie tego przepisu aplikowalnego.
8952:  KMM - Gdzie jest protest całego środowiska nauczycielskiego i rodziców wobec noweli, które zostały wprowadzone dotyczące tego, że uczniów będzie można kierować do prat przymusowych i niewolniczych w szkołach?
8964:  KMM - Dyrektor będzie to mógł konkretnie robić, jeżeli będą niegrzeczne.
8968:  KMM - Gdzie jest ten protest?
8969:  KMM - Nie ma tego protestu i za moment będzie tak, że to prawo zostanie już wprowadzone, uchwalone i ludzie będą mówili, że to nie moja wina, że to jest takie prawo.
8976:  KMM - I to jest straszne właśnie, że nie reagujemy na bieżąco.
8982:  MM - To wynika z tego, że bardzo wielu nauczycieli i rodziców wierzy w to, i to z kolei ta poprzednia historia, że jakimś ideałem czy właściwym celem jest
8995:  MM - bycie grzecznym ze strony dziecka.
8998:  MM - To, co jest najbardziej niesamowite w tym wszystkim, to jest to, że to tylko pokazuje, jak my nie rozumiemy naszej historii, naszej ewolucji.
9009:  MM - Jednym z najważniejszych elementów w historii ludzkości
9014:  MM - Zawsze był bunt młodych i jakaś forma nieposłuszeństwa, której celem, i to jest jakby ten cel okresu nastoletniego, jest odchodzenie od utartych schematów i rozwiązań dorosłych w celu wyszapowania nowych dróg, nowych form budowania relacji itd., które odpowiada na zmiany w świecie, które zaistniały na skutek tych rozwiązań, które wprowadzili dorośli.
9046:  MM - Generalnie my potrzebujemy buntu, potrzebujemy nieposłuszeństwa, potrzebujemy osób, które mówią nie i które są niegrzeczne bardzo często, ale nie w sposób taki, że są niemiłe i obrażają innych, tylko są niegrzeczne w taki sposób, że niegrzecznie spełniają to, co mówią dorośli, czyli odmawiają wykonania danej rzeczy i szukają własnej drogi.
9074:  MM - Więc pod tym kątem, jeśli chcemy mieć lepszą przyszłość, to paradoksalnie my potrzebujemy młodych ludzi, którzy będą zdolni się buntować, którzy będą zdolni mówić nie, którzy będą zdolni do nieposłuszeństwa, którzy będą zdolni do tego, żeby próbować nowych rzeczy i szukać rozwiązań na miarę czasu, w którym przyszło im żyć, bo my też z tego będziemy korzystać jako osoby dorosłe.
9097:  KMM - No dobra, a jak odpowiesz na filozoficzne pytanie Sawa Nowbuma, co to znaczy być grzecznym w takim razie?
9105:  MM - No bycie grzecznym, no dla mnie bycie grzecznym to jest właśnie bycie taką osobą, która jest osobą bardzo często pokorną.
9117:  MM - I to znów, to jest ciekawe, bo o tym nawet pisze w książce, że jak popatrzymy na polski język, a na język angielski, to pokora u nas to jest to, co jest pokaże, tak?
9127:  MM - pokorny to jest ten, który właśnie w pewnym sensie jest przyuczony do właściwego zachowania karą.
9133:  MM - I grzeczne dzieci też są tymi dziećmi, które zachowują się w sposób bardzo często posłuszny ze względu albo na nagrodę, albo w lęku przed karą.
9144:  MM - To raczej często dzieci niegrzeczne są niegrzeczne, bo się nie boją kary.
9152:  MM - Nie wiadomo za bardzo, co z nimi zrobić.
9156:  MM - i też są niepokorne.
9158:  MM - A z kolei w języku angielskim to, co jest ciekawe, to humility jednak jest od humus, od ziemi.
9162:  MM - Pokora to jest powrót do ziemi, powrót do korzeni, można by było powiedzieć.
9167:  MM - Taka radykalność.
9169:  MM - To znów my bardzo się boimy
9171:  MM - Słowa radykalne, ale radykalne pochodzi od radix, czyli od korzeń.
9176:  MM - Osoba radykalna powraca do korzeni, wraca do ziemi, wraca do czegoś, o czym być może zapomnieliśmy na skutek rozmaitych rozwiązań.
9188:  MM - I pod tym kątem ja bym tak odpowiedział na to filozoficzne pytanie.
9192:  MM - Oczywiście tutaj nie ma dobrej odpowiedzi, ja tak to rozumiem.
9196:  MM - Można się z tym nie zgadzać.
9197:  KMM - Wiesz, ale bardzo dużo też jest w tym racji o tyle, że przecież wiele razy słyszeliśmy sytuacje i znamy sytuacje, że ktoś o czymś mówi w sposób, który jest niegrzeczny, użyje bzydkiego słowa, z czego ja się zawsze wyśmiewam.
9210:  KMM - Aha, i to od razu oznacza, że nie ma meritum, nie ma argumentu, bo zasłaniamy się.
9215:  KMM - To jest właśnie taka hipokryzja niestety w tym i to bardzo duża.
9219:  KMM - To nie chodzi o formę bardzo często, tylko chodzi o treść tego sprzeciwu, o którym mówimy.
9226:  KMM - Więc to humilitas angielskie zdecydowanie lepiej przemawia.
9231:  KMM - Jest pytanie, które padło dosłownie w trakcie naszej rozmowy, teraz zauważyłem.
9238:  KMM - Rozkaszlałem się.
9239:  KMM - Postanowiłem w miarę streścić moją szkolną historię, już wam pokazuję, która właściwie dalej trwa, więc mamy szansę jakoś pomóc Instatu Nascendi, nie?
9250:  KMM - Tu i teraz.
9251:  KMM - Nawet nie chce mi się myśleć o szkole, dosłownie boję się jej.
9255:  KMM - Choćby to, że nie jestem w stanie wypaść dobrze na teście ze względu na to, że w wyniku stresu wszystko zapominam, nie potrafię robić zadań, jeżeli zajmują mi parę godzin przez problemy z koncentracją, natomiast często wychodzi tak, że zamiast coś robić gapię się w ścianę, później orientuję się, że trwa to na przykład godzinę.
9273:  KMM - Z każdej strony jest widoczna presja.
9275:  KMM - Nic mi się nie chce, bo przecież do szkoły chodzić muszę, mimo strachu, zmęczenia czy niechęci.
9279:  KMM - Wiecznie zawodzę czy nauczycieli, rodziców, czy samą siebie.
9282:  KMM - Nawet jeżeli robię już coś dobrze, nauczyciele doskonale sobie radzą.
9285:  KMM - Od plastyki, którego zawsze lubiłem, za podejście do ucznia jako do normalnego człowieka, a nie do podwładnego, w ostatniej chwili bardzo mnie zaskoczył.
9290:  KMM - Ostatni rok plastyki, skończyłem z piątką, nie jest to cena zła, ale niewątpliwie nie jest adekwatna.
9294:  KMM - Chodzę na wystawy, robię mnóstwo prac, zgłębiam ponad programową wiedzę, często rozmawiam z nimi w temacie i tak dalej.
9298:  KMM - Zawsze sprawia wrażenie, że jest ze mnie dumny, chwali mnie przynajmniej nauczyciela.
9301:  KMM - Uzasadnił ocenę tym, że jedna z moich prac została oddana po terminie.
9306:  KMM - czy też tym, że nie może oceniać umiejętności, tylko zaangażowania.
9310:  KMM - Też się zaśmiałem w tym samym momencie.
9312:  KMM - Cały czas, który poświęciłem, by dojść do danego poziomu, nie był zaangażowaniem?
9316:  KMM - Dobiła mnie, że od dawna dokucza mi jedna koleżanka, wielokrotnie mówiłam wychowawczyni, że nie chcę z nią siedzieć, ona jednak z tym nic nie zrobiła, w końcu przeszedziła nas obie w inne miejsce.
9324:  KMM - Żaden z nauczycieli nigdy nic z tym nie robił.
9326:  KMM - Jestem pewna, że nieraz widzieli, co wyprawia.
9328:  KMM - Takie chociażby mazanie po kimś markerem nie jest szczególnie normalne.
9331:  KMM - Najwięcej przygód miałem z WF-em, miałem różne wspomnienia związane z tym, że na tego typu zajęciach oceniano mnie, zawsze czułam się gorsza.
9337:  KMM - Właściwie, że to jest mimo różnych przedmiotów cały czas wspólny mianownik.
9341:  KMM - Nic dziwnego, że w późniejszych latach kompletnie nie miałem do tego zapału i wręcz bałem się postarać.
9345:  KMM - No i pani ewidentnie się to nie podobało, bardzo się tym stresowałam, a rodzice poszli raz z nią o tym porozmawiać, ale z tego, co wywnioskowałem z opowieści mojej mamy,
9351:  KMM - Pani na swój sposób ma agresywne podejście do tego.
9353:  KMM - Uważa, że z lenistwa coś z myślami generalnie nie wykazuje żadnej chęci pomocy.
9357:  KMM - Po usłyszeniu tego wpadłam w kompletną panikę.
9359:  KMM - Bałam się pójść do szkoły dzień przed pierwszym WF-em.
9361:  KMM - Po rozmowie niemal się dusiłam, cała trzęsłam.
9363:  KMM - Już na sam skrót WF potrafiłam reagować jak na nie wiadomo co.
9366:  KMM - Zmusiło mnie to do uzyskania zwolnienia z tych lekcji.
9369:  KMM - Nic zaś nauczycieli nie widzieli w tym nic złego.
9370:  KMM - Pani wychowawczyni zawsze twierdzi, że chce być dla nas oparciem jednak.
9373:  KMM - W praktyce nigdy to się nie przydarzyło.
9376:  KMM - Żadna ze zgłaszanych przeze mnie spraw nie została w sensowny sposób rozwiązana.
9378:  KMM - Nie mam pojęcia, co z tym zrobić.
9380:  KMM - Pozostaje mi żyć w ciągłym strachu i przekonaniu, że się nie nadaję.
9383:  KMM - Boję się, że w tym roku będzie gorzej i nie znam klasy.
9389:  KMM - Mam nadzieję, że nie będzie gorzej i że zdasz klasę.
9391:  KMM - Przede wszystkim myślę sobie tak, że ja jak byłem w takim wieku, to nie byłem na tyle mądry, żeby sobie to uświadamiać.
9399:  KMM - I nie wiem, jak ty się na to zapatrujesz, Mikołaju, ale ja w tym czerpię pewną nadzieję.
9403:  KMM - To znaczy, że ludzie o tym piszą, mówią, widzą, że to jest niewłaściwe.
9407:  KMM - Ja tego nie widziałem, jak byłem w szkole.
9409:  KMM - Ja tego absolutnie nie widziałem.
9412:  MM - Myślę, że to w ogóle pokazuje, że osoby, które teraz są w szkołach, które teraz są bardzo często na pierwszych latach studiów, są znacznie bardziej świadome wielu procesów, co mnie niezwykle cieszy.
9425:  MM - Ja jestem akurat zawsze tą osobą, która jak słyszy bajdurzenie starszych osób na ten, że to...
9437:  MM - Uniwersytet schodzi na psy, młodzi to oni nic nie wiedzą o świecie i tak dalej.
9444:  MM - Ja zawsze odpowiadam, że chyba uczymy innych ludzi, bo akurat osoby, z którymi ja się spotykam na zajęciach są bardzo świadome i siebie i rozmaitych procesów, które zachodzą dookoła nich, są bardzo świadome pod względem takim społecznym, politycznym.
9462:  MM - Myślę, że znacznie bardziej niż ja w tamtym czasie i może po prostu trafiam na takich ludzi, ale to
9469:  MM - Ja generalnie mam szczęście w życiu, nawet do studentów i nawet do ludzi, z którymi pracuję na co dzień.
9474:  MM - Natomiast co możemy tutaj powiedzieć?
9476:  MM - To jest strasznie trudna sytuacja właśnie dlatego, że z jednej strony rodzice nie widzą tutaj problemu, a z drugiej strony nauczyciele nie widzą problemu.
9494:  MM - My jako młodzi ludzie mamy bardzo niewiele możliwości działania.
9500:  MM - Jeśli nie będziemy mieli kogoś, kto nas wesprze w tym, to generalnie każdy może stwierdzić, że właściwie to my jesteśmy problemem, że to właśnie nam się nie chce.
9511:  MM - Natomiast to wszystko, co opisujesz, to są...
9515:  MM - Całkiem normalne rzeczy dla każdego nastolatka.
9517:  MM - Znaczy jakieś zawieszenie się, czy jakiś problem z realizacją wymogów ze strony rodziców czy nauczycieli.
9532:  MM - Też jeśli chodzi o tego nauczyciela, który nie docenia zaangażowania i pracy, który ocenia pracę, znaczy nie daje wyższej oceny, tylko ze względu na to, że jedna praca była oddana po terminie,
9545:  MM - No też pokazuje znów
9550:  MM - Małą empatię.
9551:  MM - I znów mam wrażenie, jak bardzo łatwo ludzie w szkole, w pracy, rezygnują z tej pracy interpretacyjnej i próbują dostrzec, jak wiele sił niektóre osoby kosztuje wykonanie określonego zadania, czy jak one się rozwijają pomimo tego,
9575:  MM - rozwijają się w zupełnie innym tempie niż reszta osób czy jakieś osoby, które uznajemy za wybitne, oczywiście tutaj w cudzysłowie, bo to nie ma nic wspólnego z wybitnością.
9588:  MM - Po prostu niektóre osoby są lepiej przygotowane do realizacji tych wymagań, które stawia szkoła, mają większe kompetencje ze względu na to, w jakiej rodzinie wzrastały, ze względu na
9602:  MM - Zajęcia, na które mogły chodzić przedszkolą czy ze względu na nauczycieli, na jakich trafiały na wcześniejszych etapach edukacji i tylko i wyłącznie dlatego najczęściej są uznawane za bardziej zdolne od tych osób, które być może sprawiają problemy.
9616:  MM - ale które po prostu potrzebują więcej czasu, żeby gdzieś rozwinąć swój potencjał i bardzo często te osoby, które późno rozwijają ten swój potencjał, które często są uznawane za mniej zdolne, też osiągają niezwykły sukces potem w wieku dorosłym, kiedy po prostu
9636:  MM - tylko będą miały odrobinę przestrzeni do tego, żeby właśnie odkryć te swoje mocne strony i nauczyć się z tego korzystać, więc ja mogę tylko tak powiedzieć, że po pierwsze dobrze jest, to jest strasznie trudne, ale dobrze jest gdzieś tam zdjąć z siebie ten ciężar odpowiedzialności tutaj akurat, znaczy
9665:  MM - Nawet jak nie przejdziesz do kolejnej klasy, to nic ci nie stanie.
9674:  MM - To niczym nie świadczy.
9676:  MM - To po pierwsze.
9676:  MM - Po drugie, żyjemy w świecie, w którym na szczęście lub nie, ale waga szkoły i wykształcenia szkolnego przestaje mieć znaczenie.
9692:  MM - I coraz częściej sobie z tego zdajemy sprawę.
9694:  MM - Nawet jeśli gdzieś się potknie noga, nawet jeśli właśnie trafisz na jakichś nauczycieli, którzy będą próbowali robić jakieś problemy, to myślę, że jeśli tylko będziesz miała na tyle siły, na tyle będziesz miała jakiegoś wsparcia, może właśnie w takich miejscach jak tutaj, gdzie
9714:  MM - przypomną ci osoby, co jest istotne i że nie ma się czym przejmować i że nawet jeśli coś nam się nie uda, to niekoniecznie to wynika z tego, jacy my jesteśmy, tylko bardzo często to wynika ze środowiska czy z osób, z którymi musimy, że tak powiem, żyć na co dzień, no to jeśli tylko będziesz miała siłę, żeby to wszystko udźwignąć,
9738:  MM - i będziesz mogła znaleźć dla siebie trochę przestrzeni i przetrwać szkołę, to wydaje mi się, że potem będzie łatwiej trafić na takie osoby, które na co dzień będą cię mogły wspierać i z którymi będzie można robić ważne rzeczy.
9754:  KMM - Ja też myślę, że zawsze trzeba się zastanowić nad intencją osoby, która wymaga od nas posłuszeństwa albo nawet jeżeli jest ktoś względem nas surowy i jeżeli ma dobrą intencję i faktycznie chce naszego dobra i to nie jest tak, że się na nas wyżywa, ponieważ ma jakieś własne kompleksy, w którymś momencie człowiek się uczy to rozpoznawać i tak się składa, że Dominika, która jest graficzką fantastyczną, robi jamnicze emotikony dla nas,
9780:  KMM - Napisała też na czatach i mignęła mi ta wypowiedź, że w plastyku, gdzie się uczyła, miała oddać jakąś pracę i babka jej powiedziała na to, że to nie jest jej, że to jest zbyt dobre, żeby to było jej.
9790:  KMM - No i to jest skrzywdzenie człowieka, ale zauważmy, że znowu jest domniemanie winy, a nie domniemanie niewinności.
9797:  KMM - A ja na to nie mogę patrzeć jako na straszną stratę, która się dzieje dla kobiety,
9805:  KMM - danej jednostki, jeżeli potem okazuje się na przykład, że Dominika wyrasta na graficzkę robiącą takie rzeczy, jak tutaj teraz widzicie.
9816:  KMM - Jeżeli to nie motywuje do tego, żeby się sprzeciwić i robić swoje, to nie wiem, co zmotywuje.
9821:  KMM - Po prostu róbcie swoje w takiej sytuacji, ale wiem, że to jest bardzo trudne w momencie, w którym nie macie natychmiastowego efektu.
9829:  KMM - I nie ma gwarancji też wtedy, że rzeczywiście ten sprzeciw coś zadziała, coś zdziała, przepraszam.
9836:  KMM - Jeszcze mam komentarz od Mureka, jeden z tych historii.
9840:  KMM - Wprawdzie pisze, że nie ma, ma wprawdzie dłuższej historii, ale ciekawe obserwacje dotyczące zachowania swojego.
9846:  KMM - Mianowicie często dużo ludzi denerwuje się, że na przykład nie zrobi czegoś z punktu widzenia
9850:  KMM - normalnego człowieka, co się wydaje oczywistą rzeczą.
9853:  KMM - Ale nie robię jej po prostu dlatego, że nikt mi nie powiedział, czy mam ją zrobić dodatkowo.
9857:  KMM - Zawsze, kiedy ktoś ma nade mną władzę, mam przed nim lęk i się po prostu boję.
9861:  KMM - I wydaje mi się, że to też jest cenna informacja dla ludzi wszystkich, którzy chcą być, nie wiem, HR-owcami, chcą pracować z ludźmi.
9872:  KMM - niech się zastanowią nad tym, jak motywują swoich pracowników, jakie dają im instrukcje, jakie wysyłają informacje zwrotne właśnie, bo może się okazać, że stracą, wytracą czyjś potencjał, prawda, przez właśnie takie ślepe posłuszeństwo, które zobaczcie, do czego prowadzi, to znaczy ona prowadzi w tym momencie do tego, że człowiek się tak boi, że robi po prostu od linijki, tak, i nie ma w nim tej kreatywności, nie ma w nim tego, że podejdzie do menadżera i powie słuchaj, panowie,
9900:  KMM - No zobacz teraz, tak?
9901:  KMM - I nagle się okazuje, że te 30 milestone'ów, które miało być zrobione, jest w ogóle do wyrzucenia, bo teraz mamy nowy, lepszy projekt.
9909:  KMM - No nie będzie takiej sytuacji nigdy, jeżeli będziemy właśnie wymagać tego patoposłuszeństwa.
9914:  MM - No tak, a tutaj po pierwsze w tej historii to, co dla mnie byłoby istotne, to fakt, że niektóre osoby
9925:  MM - oczekują zachowań, które są oczywiste i normalne, czy naturalne.
9933:  MM - Pamiętajmy, że nie ma takich zachowań.
9935:  MM - To też jest tak, że to co dla jednej osoby jest oczywiste i naturalne, dla innej wcale nie musi być oczywiste i naturalne.
9942:  MM - I to jest pierwsza rzecz.
9945:  MM - Druga rzecz to jest a propos tej pracy plastycznej.
9950:  MM - To, co dla mnie było też istotne, to jest to, żeby ten nauczyciel pamiętał, że szkoła jest od uczenia się.
9957:  MM - To znaczy to, że ktoś oddał pracę po terminie,
9962:  MM - No to dobrze, to jest szkoła.
9964:  MM - Może się taka rzecz zdarzyć i nie powinniśmy jej piętnować, tym bardziej jeśli widzimy, że ktoś się stara i dokłada wszelkich możliwości, no bo on dopiero się uczy i chce zrobić to jak najlepiej i czasami może oddać pracę po terminie, więc karanie za to na tym etapie jest przeciwskuteczne.
9985:  MM - I myślę, że tutaj powinniśmy o tym szczególnie pamiętać jako osoby, które pracują z młodymi ludźmi,
9991:  MM - że możemy oczywiście im zaznaczyć, że w przyszłości to może być pewien problem, ale że w tym momencie, jako że od tego już szkoła, żeby w bezpiecznym, teoretycznie tak powiem, w bezpiecznym środowisku się uczyć, sprawdzać swoje zdolności, ale jeśli tylko gdzieś
10010:  MM - mi zależy, no to jednak nie karać za jakieś małe potknięcie, no to wtedy ta szkoła by funkcjonowała w zupełnie inny sposób.
10019:  MM - Jeszcze tak myślałem sobie teraz, bo bardzo smutna ta historia poprzednia i myślę, że też bardzo ważne było spróbować znaleźć jakąś grupę wsparcia albo jakąś grupę
10030:  MM - z którą można by było podyskutować jakoś właśnie, nie wiem, gdzieś spojrzeć z trochę innej perspektywy, bo wydaje mi się, że bardzo istotne w takich sytuacjach stresowych jest to, żeby mieć po prostu z kim pogadać, zobaczyć, że niektóre rzeczy można rozwiązać w trochę inny sposób, którego ja nie widzę, może ktoś inny mógłby podsunąć taką
10057:  MM - A z drugiej strony też bardzo istotne jest po prostu bycie z kimś, kto mnie rozumie, bo wtedy ten stres opada i można troszkę inaczej spojrzeć na tą rzeczywistość, więc taka grupa wsparcia na pewno byłaby niezbędna.
10072:  KMM - Ja tylko muszę natychmiast dodać, ponieważ zostałem naprostowany na czatach, to znaczy historia Dominiki, naszej ilustratorki, dotyczyła jej podstawówki, nie dotyczyła plastyka.
10083:  KMM - Plastyk bardzo szanuję, więc mimo, że nie mówiłem, o jaki plastyk chodzi, ale naprostowuję.
10090:  KMM - Inna rzecz, że słusznie mówicie, ponieważ warto jest doceniać dobrych ludzi, dobrych specjalistów w morzu tych wszystkich patologicznych sytuacji, o których czytamy.
10101:  KMM - A teraz jeszcze właśnie dwie historie na sam koniec i puszczamy Mikołaja, jeszcze go spytamy o jakieś rzeczy, które się pojawiają na czatach już w wolnym trybie, ale dwie ostatnie historie, które zostawiłem dotyczą właśnie takiego ogólnego aspektu,
10117:  KMM - bo bardzo mi zależy na tym, żeby nie szufladkować kwestii posłuszeństwa i edukacji.
10122:  KMM - Mikołajowi wydaje mi się też wyłącznie do szkoły, ponieważ to po prostu promieniuje.
10126:  KMM - To jest jakby jądro całego problemu, bo tam się uczymy wielu różnych głupich rzeczy, jak na przykład tego, że jest podział między ścisłowcami a humanistami, a potem się okazuje, że trzeba i tych, i tych kompetencji, ale się też właśnie uczymy złych wzorców.
10139:  KMM - No i pisze chociażby Rychu.pl, że ślepe posłuszeństwo wymagane jest w korporacjach.
10146:  KMM - Przychodzi odgórna zmiana przepisów, nagle wczorajsze białe jest dzisiaj czarne.
10150:  KMM - Oczywiście chcący się rozwijać pracownik dokona Orwellowskiego przestawienia się, zapomina co myślał, czy będzie dwójmyślenie i mówił dzień wcześniej, będzie z gorliwością fanatyka broniu nowych wytycznych.
10162:  KMM - Nawet gdy mówił, że biały jest czarny i przeczął wszystkiemu, za co jeszcze dzień wcześniej dałby sobie rękę uciąć.
10167:  KMM - Osobiście znam takiego fanatyka i jego życie musi być ciekawym przypadkiem.
10172:  KMM - Ja też znam wielu takich fanatyków, znam ludzi, którzy uważają, że dla wygrania internetowej dyskusji tam furda empatia, furda różne tematy, ale kluczowe jest to, żeby bronić czegoś dla samego bronienia.
10184:  KMM - Ja się zastanawiam nad jedną rzeczą, dlaczego ludzie to robią, nad intencją wychodzenia z tego rodzaju obroną, czegoś, co wszystkim nam przeszkadza.
10194:  KMM - Jedyne rozwiązanie, jakie widzę, to właśnie to, że tą intencją jest pewien zinternalizowany w nas strach przed zmianą.
10201:  KMM - Już nawet nie strach przed sprzeciwem, ale przed zmianą, która może pójść za sprzeciwem, przed tą utopią może.
10211:  MM - Też pamiętajmy, że
10216:  MM - To znów wynika pewnie z relacji władzy i z tego, czego zostaliśmy nauczeni, z takiej bezradności, że wiele osób nie widzi sensu albo nie widzi nawet takiej przestrzeni do tego, żeby walczyć z taką zmianą, kiedy to, co do tej pory nazywaliśmy czarnym, nazywamy białym.
10236:  MM - A z drugiej strony myślę, że to jest akurat ciekawe zawsze doświadczenie takie, które mogło być wyzwalające dla nas wszystkich.
10243:  MM - Pamiętajmy, że
10245:  MM - Generalnie bardzo często te kwestie związane właśnie z jakąś kulturą pracy są kwestiami konwencjonalnymi.
10255:  MM - Żebyśmy w ogóle starali się na bieżąco zastanawiać się, czy to, co my robimy i co jest w kulturze danej nazywane tym białym, czy rzeczywiście jest białe i czy to, co jest czarne, rzeczywiście jest czarne.
10271:  MM - Tutaj oczywiście ta zmiana i takie łatwe zastąpienie jednego drugim jest frustrujące, ale z drugiej strony dla mnie też bardzo frustrujące jest to, o czym też pisał Graeber świetnie, tutaj gdzieś wracam do tego,
10287:  MM - że w ramach tej kultury takiej korporacyjnej my godzimy się na wiele prac bez sensu i bardzo dużo energii tracimy na to, żeby jednak nie traktować tych prac jako bezsensowne.
10302:  MM - Także my wykonujemy... Bullshit jobs.
10306:  MM - Tak, bullshit jobs, ale to jest też coś, co dla nas jest przecież czymś naturalnym na uniwersytetach.
10313:  MM - Od jakiegoś czasu wypełnianie tabelek, wypełnianie jakichś dziwnych raportów, pisanie czegoś, co zupełnie nie ma sensu, przenoszenie danych z PDF-a do Worda i z Worda do PDF-a.
10329:  MM - jest czymś, co wołało pomstę do nieba i ja generalnie odmawiam wykonywania takich rzeczy.
10335:  MM - Ja powiedziałem, że jako osoba mająca role jakieś administracyjne albo nie będę tego wykonywał, albo będę to robił najmniejszym nakładem sił i absolutnie nie przykładam do tego żadnej wagi, ponieważ uważam, że jest to po prostu bez sensu i jest to coś, co
10352:  MM - nie powinno być w ogóle wykonywane.
10354:  MM - I myślę, że to też jest taka kwestia, którą warto tutaj poruszyć.
10357:  MM - Na ile my w ogóle jesteśmy krytyczni wobec naszej pracy i wobec tego, co robimy i na ile gdzieś jesteśmy w stanie powiedzieć, nawet przed zmianą tych
10372:  MM - tych, że tak powiem, wytycznych, że to białe jednak chyba jest czarne i że może warto jest zakwestionować to przed zmianą nawet reguł gry.
10384:  MM - Więc tak, trochę inna perspektywa, ale myślę, że bardzo ważna też w kontekście tego wszystkiego, co się dzieje dzisiaj na świecie i jak bardzo często właśnie bezkrytycznie do pewnego momentu i tak wykonujemy po prostu polecenia, dlatego że taka jest kultura.
10398:  KMM - Tutaj piszesz w książce, że na skutek wzrostu popularności PKB i ukrytych konsekwencji, jakie to ma dla naszego świata, dotarliśmy do punktu, w którym, i to może jest wytłumaczenie dla wszystkich nauczycieli, którzy zastanawiają się, dlaczego tyle zarabiają, w którym im bardziej niezbędny wykonujesz zawód, sprzątaczka, pielęgniarka, nauczyciel, tym mniejsza on ma znaczenie dla PKB.
10417:  KMM - Zdaniem Davida Grabera nastąpi podział na dwie diametralnie różne od siebie rodzaje pracy.
10421:  KMM - Pracę bez sensu i pracę gównianą.
10423:  KMM - Ta pierwsza byłaby formą regularnego zatrudnienia, która pozbawiona jest celowości czy sensowności z punktu widzenia osoby ją wykonującej.
10431:  KMM - Natomiast ta druga, czyli praca gówniana, to zupełnie inna historia.
10435:  KMM - W jej przypadku mamy do czynienia z zadaniami, które muszą zostać wykonane, ponieważ przynoszą duże korzyści społeczeństwu.
10440:  KMM - Problem w tym, że jej wykonawcy są na ogół marnie i źle opłacani.
10444:  KMM - Interaktowani również z jednej strony mamy więc mnożące się kadry menadżerskie różnych szczebli pracowników administracyjnych, no ale to co mówi Mikołaj o uczelniach, a z drugiej zaś pracowników budżetówki od nauczycieli przedszkoli szkół przez lekarzy, pielęgniarki do śmieciarzy czy pracowników pomocy społecznej i zawodów takich jak fryzjer czy krawcowa.
10460:  KMM - No i to jest właśnie też kolejny element tego posłuszeństwa, to znaczy tak długo, jak długo będziemy posłuszni wobec systemu i będziemy przejawiać lenistwo intelektualne w próbach jego krytyki, no to będziemy akceptować ten stan rzeczy.
10473:  KMM - Oczywiście można robić
10475:  KMM - wbrew systemowi maksymalnie jak się da i nie machać ręką, bo wydaje mi się, że to, co dzisiaj Mikołaj nam próbuje powiedzieć, w największym skrócie się sprowadza do tego, że właśnie taka postawa bierna, postawa tego knizmu, gdzie dowcipkujemy sobie w naszym gronie przy pizzuni i przy piwku, że ho, ho, ho, już piątunio, to nie trzeba zaliczać milestone'u, no, no, no, beznadziejna ta praca, ale co tam następny tydzień,
10499:  KMM - To jest właśnie to, co jest najgorsze, wbrew wszelkim pozorom, ponieważ dużo ludzi, którzy są zdolni, którzy mają charyzmę i mają sprawczość, robi coś takiego, a mogłaby wziąć sprawy w swoje ręce lokalnie i próbować przynajmniej poruszać to jako problem.
10517:  KMM - Nie jest to łatwe oczywiście.
10518:  MM - Nie jest to łatwe, ale też pamiętajmy, bo jak powiedzieliśmy tutaj o nauczycielach, pamiętajmy znów, że te bezsensowne prace, one niestety też bardzo często stoją u podstaw tego, jak funkcjonuje szkoła.
10534:  MM - Niestety zadania domowe, testy i wszelkiego innego rodzaju aktywności, które są zarządzane przez nauczycieli, one niestety z perspektywy uczniów też bardzo często sprowadzają się do wykonywania bezsensownej pracy.
10552:  MM - Pracy, która jest pozbawiona jakiegokolwiek znaczenia.
10555:  MM - która nie ma przełożenia na ich rozwój, która jest po prostu jakąś formą sprawdzenia informacji, które i tak nie mają żadnego znaczenia też z perspektywy systemu, tylko mają być jakimś potwierdzeniem przerobienia podstawy programowej, którego i tak ten system nie wymaga.
10573:  MM - Więc pamiętajmy, że te bezsensowne prace, one też pod kątem takim mentalnym, nasza gotowość na wykonywanie takich prac
10580:  MM - no ona się gdzieś zaczyna w szkole, tak?
10582:  MM - I osoby, to co jest paradoksalne, osoby, które najlepiej wykonują, najbardziej górliwie wykonują te bezsensowne prace, najlepiej potem są nagradzane przez system, tak?
10591:  MM - Bo one dostają piątki, szóstki z zadań domowych, piątki, szóstki ze sprawdzianów i potem, no bardzo często takie osoby, oczywiście nie zawsze, tak?
10599:  MM - Ale potem takie osoby mogą być tymi HR-owcami czy menedżerami wysokiego szczebla, którzy z jednej strony wykonują
