🔴 Co zrobić, gdy szkolny statut łamie prawo (ft. Dopamina Lab) | ROZMOWA #5
🔗 https://www.youtube.com/watch?v=PClVgzFe-b0
KMM (Krzysztof M. Maj)
AD (Anna Dęboń, Do!Pamina Lab)
RS (Robert Strzała, Do!Pamina Lab)

11:  S07 - Muzyka Muzyka
5056:  KMM - Mówię oczywiście to z perspektywy człowieka, który wylądował na Wydziale Polonistyki Uniwersytetu Jagiellońskiego, czyli prawdopodobnie najgorszym miejscu na świecie.
5063:  KMM - Więc ja tam wiedziałem na 100%, że nic nie jestem w stanie zrobić.
5068:  KMM - Zresztą ludzie, którzy byli w samorządzie potem wcale nie mieli dobrych wspomnień.
5073:  KMM - I być może to jest ten powód, tak?
5075:  KMM - To znaczy, jeżeli by ten przewodniczący klasy na przykład miał moc interpelacji w ramach zmian do statutu, tak?
5081:  KMM - Której by później komisja statutowa musiała się przejąć, no to by się wtedy ludzie garnęli, prawda?
5086:  KMM - Do tego, żeby być tym przewodniczącym.
5087:  KMM - A jeżeli bycie przewodniczącym klasy się sprowadza do tego, że losuje się szczęśliwe numerki i podaje się gąbkę nauczycielowi, no to...
5095:  KMM - To bardzo dużo mówi o tym, jaki jest stosunek do demokracji w Polsce, bo przeciętny polski wyborca też ma takie poczucie sprawczości i moglibyśmy powiedzieć, że właśnie uczy się tego w tym małym ekosystemie.
5108:  RS - To przy okazji zajrzyjcie do swoich statutów, jakie kompetencje są rozpisane, jak ładnie jest rozpisane, co samorząd szkolny uczniowski może zrobić u was w szkole.
5120:  RS - Bo tak naprawdę, tak jak Krzysztof mówi, że on się bardzo często sprowadza po prostu do robienia gazetki, do robienia akademii, ale on jest też do zaopiniowania, ale oczywiście, że najczęściej opiniuje pozytywnie.
5132:  RS - ale sprawdźcie sobie, jakie ma samorząd ładnie, jak ładnie ma najczęściej rozpisane kompetencje i swoje działania w statutach właśnie szkolnych, bo to jest bardzo ładne zazwyczaj.
5143:  KMM - Dobrze wiedzieć, nawiasem mówiąc.
5146:  KMM - Mieliśmy już informację o tym, że w statucie może być zapis, że osoba pełnoletnia może sobie sama usprawiedliwiać, a nie, nie, to nie o to chodzi, że może sama śpiew usprawiedliwiać, pyta Janik Tabasko, jedynie po zgłoszeniu wniosku do Rady Rodziców.
5160:  AD - To jest, wydaje mi się... No po prostu może.
5162:  KMM - Może, więc właśnie.
5163:  AD - Więc się usprawiedliwia i się zwalnia i koniec.
5167:  KMM - Jeżeli wyższy rangą statut prawny, czy dokument prawny coś determinuje, to logika nakazywałaby mniemać, że niższy rangą dokument prawny musi tego przestrzegać, chociaż biorąc pod uwagę to, jak funkcjonuje w Polsce przestrzeganie konstytucji, można byłoby mieć co do tego wątpliwości.
5183:  KMM - Ludzie będą zachwyceni, bo zwykle nie ma mówak politycznych.
5187:  KMM - Ako pyta, czy odebranie uczniowi telefonu, ale tylko na czas lekcji, położenie go na widoku, na biurku nauczyciela jest legalne?
5194:  KMM - Pytam, bo w szkole nauczyciele często stosowali tę metodę, albo szantaż na zasadzie schowaj telefon, albo ci go zabiorę i do końca lekcji przyleży na moim biurku.
5205:  RS - To już chyba rozmawialiśmy o tym, było wyżej.
5206:  KMM - Ale ten szantaż mnie niepokoi.
5207:  RS - Pytanie po to, aha, i pytanie po to, bo jest po co, tak?
5210:  Tak.
5212:  AD - jakby zabrać nie może.
5213:  AD - Jeżeli w statucie nie ma zasady ustalonej polegającej na tym, że jest depozyt w każdej klasie, do którego wszyscy mają złożyć te telefony, to jeżeli czegoś takiego nie ma, no to nie można zażądać, zawłaszczyć sobie tutaj własności po prostu od tak.
5235:  AD - A jeżeli jest tak ustalone, że wszyscy odkładamy telefony do koszyczka,
5240:  AD - przed każdą lekcją, no to wtedy wszyscy odkładamy.
5243:  AD - No ale to nie jest na zasadzie zabieram Ci ten telefon, bo coś robisz.
5246:  KMM - Znaczy nie jest to wtedy częścią systemu kar, prawda?
5248:  KMM - To jest absurdalne.
5249:  KMM - Tym bardziej absurdalne się robi.
5251:  KMM - Przy okazji, pytanie do gości ma Jakub L., czyli do Was.
5257:  KMM - Czy legalne jest wymaganie od ucznia, aby po powrocie z choroby samodzielnie nadrabiał materiał i miał wszystkie notatki przepisane od kolegów?
5265:  RS - Ja już może zacznę od tego, że te notatki przepisane od kolegów, czy to jest w ogóle, czemu to ma służyć i w ogóle sprawdzanie notatek i sprawdzanie zeszytów, to jest w ogóle, może od tego może byśmy zaczęli, bo to nie jest też, nie wiem, to nie jest wymaganie edukacyjne, że uczeń ma mieć notatki przepisane i najlepiej, żeby były takie same i tak dalej, więc to jest pierwszy poziom absurdu.
5291:  RS - Druga sprawa.
5292:  AD - Bo dlaczego nie mogłyby być skserowane na przykład, jeżeli już muszą być, bo są tam jakieś ważne rzeczy, tylko muszą być odręcznie przepisane i jeszcze tam z podkreśleniami, ze znaczkami.
5302:  KMM - Jeszcze z bordurą, z floraturą i z inicjałami pięknie luminowanymi.
5307:  KMM - Dokładnie tak, w pięknych średniowiecznych manuskryptach i koniecznie...
5310:  KMM - żeby również w zgodzie z estetyką średniowiecznych manuskryptów było bardzo dużo ilustracji, na których armia psów, na przykład jamników, oblega fortece, w której są zające i jeszcze alternatywnie zające, które mają w dupę wsadzoną trąbę, przez którą pierdzą.
5328:  KMM - Naprawdę, to był ulubiony, możecie sprawdzić, ulubiony motyw wszystkich tego rodzaju miniatur.
5334:  KMM - Nikt nie wie dlaczego, nawiasem mówiąc.
5336:  KMM - Więc myślę, że stanowczo tak powinny te notatki wyglądać.
5339:  KMM - Tak, zgadzam się.
5342:  RS - A czym z tym uzupełnianiem tam jeszcze było pytanie?
5345:  RS - No bo słuchajcie, z jednej strony jest tak, że cały czas, ja jestem też czasami z drugiej strony i też tutaj to bardzo mi nie, nie, właśnie nie, bardzo z tego powodu dobrze.
5359:  RS - I teraz, no bo patrzcie na to tak, no z perspektywy takiej, że mam 30-osobową klasę i teraz co chwilę ktoś jest chory, co chwilę ktoś mam nadrabiać i tak dalej, jest to trudne do zrobienia, mówiąc prosto.
5370:  RS - ale pojawiło się w tym roku coś takiego jak tak zwana godzina czarnkowa, czyli konsultacje, które nauczyciele muszą odbywać z uczniami są do dyspozycji i są do dyspozycji uczniów raz w tygodniu przez godzinę, no to mało, ale okej.
5388:  RS - I na przykład tam, ja jestem tam po to, że jak ktoś chce, żebym mu w czymś pomógł, oczywiście jestem do dyspozycji też w innych godzinach, ale to już tutaj jestem tego zmuszony,
5397:  RS - a tam robię to z własnej woli, no to tam dyżuruję sobie i ktoś może do mnie przyjść i mogę mu po prostu pomóc, wytłumaczyć i ja mam mu w tym pomóc, a nie mam mu, nie wiem, sprawdzać, czy notatki ma po prostu.
5413:  AD - Tylko po prostu jest to moim obowiązkiem, wynikającym z karty nauczyciela, że to nauczyciel jest pod uczenia i indywidualizacja procesu znowu
5428:  AD - Moja ulubiona, czyli że to wsparcie nauczyciela w sytuacji, kiedy byliśmy nieobecni, czegoś nie rozumiemy, musimy coś nadrobić, po prostu jest, mamy je dostać, należy nam się.
5446:  KMM - Nie mogę się tylko bardziej zgodzić w tym konkretnym przypadku i wydaje mi się, że też dobre jest, jak słucham Roberta, że są nauczyciele, którzy się jeszcze cieszą z pracy w zawodzie, bo często słyszę coś zgoła odwrotnego.
5460:  KMM - I zawsze wtedy mam jedną odpowiedź, to znaczy brzmi ona, dlaczego tam pracujesz.
5466:  KMM - To jest swoją drogą chyba najczęstszy przypadek, jeżeli chodzi właśnie o tę stronę dydaktyczną, to podejrzewam, że większość naukowców by się chętnie tego pozbyła i to jest strasznie smutne.
5479:  KMM - Jeżeli chodzi o strój na WF, pytanie jest od na trzy.
5483:  KMM - Chodzi o brak związanych włosów.
5486:  KMM - Miałem takie sytuacje, że dziewczyny za brak gumki do włosów dostawały nieprzygotowanie, a jeśli chodzi o strój, to wiadomo, że się przebiera w inne, ale czy koniecznie musi być on ustalony przez nauczyciela?
5498:  RS - To też trzeba rozróżnić, znaczy po pierwsze, no względy bezpieczeństwa też, tak naprawdę, no bo wiecie, tak jak na przykład jest u mnie w szkole, jest to, na chwilę odbiegnę od WF-u, to jest szkoła jakichś zawodowych, gdzie są jakieś maszyny i na przykład tam jest ta biżuteria, że
5516:  RS - Trzeba zdjąć na przykład biżuterię, albo mieć włosy związane, albo mieć jakiś czepek na sobie i tak dalej.
5520:  S03 - Ja mówię o WF-ie.
5521:  RS - Nie, ja wiem, że mówimy o WF-ie.
5524:  RS - Ale rozumiem też na przykład związanie włosów na WF-ie.
5528:  RS - Rozumiem zdjęcie biżuterii na WF-ie, bo to nie chodzi o wygląd, tylko to chodzi o bezpieczeństwo.
5533:  RS - A to o stroju to już, proszę bardzo, na WF-ie.
5538:  AD - Znowu pojawia się to nieprzygotowanie.
5540:  AD - No i co z tego?
5542:  AD - Ktoś stawia, podejrzewam, że osoba, która stawia takie nieprzygotowanie, zatem brak gumki, ma ustalone, założone, że jak potem postawi drugie nieprzygotowanie, to za trzecim już może wpisać jedynkę.
5556:  AD - A właśnie nie może.
5558:  AD - Więc jakby co to nieprzygotowanie robi?
5561:  AD - Nic.
5562:  AD - Rozumiem, że ktoś może zapomnieć gumki, może można znaleźć jakieś rozwiązanie z tej sytuacji.
5566:  AD - To jest znowu po prostu rozkmina jakaś ogromna i wielka nad czymś, co jest tak
5573:  AD - Proste.
5575:  KMM - Tak, no bo to jest jeszcze absurdalne, zauważcie, bo ja wiem, jaki argument się pojawia tutaj.
5580:  KMM - Argument się pojawia tak, że włosy związane dla bezpieczeństwa, że obuwie dla bezpieczeństwa, zawsze jest dla bezpieczeństwa.
5586:  KMM - Ja wtedy odpowiadam w jednakowy sposób.
5589:  KMM - To zróbcie lekcję na temat BHP, zróbcie lekcję na temat tego bezpieczeństwa.
5593:  KMM - Ludzie sami wpadną na taki pomysł, że o, okej, może nie chcę złamać kręgosłupa, tak?
5600:  KMM - Generalnie myślę, że instynkt samozachowawczy jest wysoko rozwinięty w takich konkretnych przypadkach, ale ludzie muszą to wiedzieć, no.
5607:  KMM - Ja, nie wiem, pochodzę akurat z takiej rodziny, w której ja nigdy nie dostałem od rodziców zakazu, bo tak, tylko zawsze miałem...
5616:  KMM - informacje, bo i tutaj było wyjaśnienie dlaczego.
5620:  KMM - W związku z powyższym nigdy nie poczuwałem takiej potrzeby i konieczności, o, że ja tutaj zrobię po swojemu, bo wiedziałem, dlaczego ma to sens, tak?
5629:  KMM - I nie jestem w stanie zrozumieć, dlaczego w kontekście właśnie tego stroju na WF-ie nie można zrobić lekcji na temat BHP, zwłaszcza, że BHP jest w obrębie świętej podstawy programowej z WF-u i się o tym jakoś nie mówi.
5643:  RS - I pierwsza lekcja organizacyjna z każdego przedmiotu musi być właśnie o BHP.
5648:  RS - Na każdej jednej lekcji trzeba zrobić o BHP i o bezpieczeństwie.
5651:  RS - Ale to jest to, o czym ty mówisz.
5652:  RS - I to jest ta sama sytuacja z tymi butami, ta sama jest sytuacja z bezpieczeństwem, z tym wszystkim, z wychodzeniem i tak dalej, i tak dalej.
5662:  RS - Czemu mamy to regulować zakazami i nakazami, jak właśnie wracamy do tego, od czego zaczęliśmy, czyli do rozmowy, do wyjaśnienia dlaczego, a tutaj się na czacie pojawiają pytania dlaczego i ja się domyślam,
5672:  RS - Bo te pytania zaczęły się pojawiać, jak Ania powiedziała, że nie można za trzy nieprzygotowania wpisać jedynki.
5679:  RS - I to od razu było, nie może, dlaczego, dlaczego, dlaczego.
5682:  AD - Ale jeszcze wróćmy do tego stroju.
5683:  AD - Naprawdę pojęcia nie mam zielonego.
5686:  AD - Dlaczego akurat biała koszulka?
5688:  AD - Podejrzewam, że kiedyś to miało jakieś znaczenie i być może jakieś uzasadnienie.
5694:  AD - Nie rozumiem tego.
5696:  AD - Nie znalazłam żadnych podstaw prawnych, które...
5699:  AD - Mówiłyby o tym, że na WF tylko czarne spodenki lub granatowe i biała koszulka.
5705:  AD - Więc nie wiem, może gdzieś to jest napisane, gdzieś zapisane, ale jeszcze tego nie odkryłam.
5711:  AD - Nie wiem po co.
5715:  AD - Dla mnie to jest takie, mogę tak oczekiwać...
5720:  AD - Bo ja tutaj ustalam zasady.
5723:  RS - Bo ja tak serwuję.
5725:  RS - Tak, ale system nie lubi jeszcze czegoś takiego, żeby go obśmiać.
5727:  RS - Ja wam powiem, jak chodziłem do szkoły średniej i tam pojawił się potem taki, nie wiem co to było, taki nakaz, że wszyscy uczniowie mają mieć buty na białej podeszwie.
5737:  RS - Nie na FUEF, tylko buty na białej podeszwie.
5740:  RS - Więc w ogóle, nie wiem, to absurdalne było zupełnie, bo tych butów już pamiętam, że ich nigdzie nie było.
5745:  RS - Ktoś tam sobie kupił, ktoś nie.
5747:  RS - Ale ja pamiętam, że wyciąłem sobie z prześradła takie, wiecie, podeszwy równo i poprzywijałem je sobie do tych butów, takich kapci, pineskami.
5756:  RS - Do papuci, takich zwykłych, takich domowych.
5760:  RS - I już nie trzeba było mieć potem butów na białej podeszwie, już nikt jakby tego nie nakazywał, bo to taki absurd w całej tej sytuacji, to dopiero moje pineski po prostu pod butami stwarzały niebezpieczeństwo.
5773:  KMM - Ludzie piszą, że do dzisiaj ten zakaz jest, że podobno chodzi o to, żeby nie było czarnych śladów na podłodze.
5780:  KMM - Bo to wcale nie jest tak, że biała podeszwa brudzi się dokładnie tak samo jak czarna i też może pozostawić czarne ślady na podeszwie.
5788:  KMM - Więc tak, to jest zabawne, to jest zabawne.
5790:  KMM - Ale wiesz, to nie jest zabawne, tak?
5792:  KMM - Znaczy zabawne jest to takim kątem sardonicznym raczej.
5795:  KMM - Tak.
5796:  RS - To by było zabawne, gdyby to nie było prawdziwe.
5800:  KMM - Musimy sobie uświadomić, że ktoś gdzieś marnuje swój czas, który mógłby zyskać na tę rozmowę z uczniem, na który podobno w ogóle nie ma czasu, siedzi i wymyśla tego rodzaju przepisy, zadowolony niesamowicie z siebie, że rozwiązał sprawę i zbawił pół świata.
5818:  AD - Teraz oczywiście nie przytoczę niczego z pamięci, ale mogłabym sobie otworzyć naszego wspólnego czata, jak czytam sobie te statuty i oni czasami mają dosyć, bo ja wrzucam tam takie niektóre zapisy i mówię, co?
5835:  AD - Po prostu jak to jest możliwe, żeby coś takiego wymyślić?
5839:  RS - Ale jeszcze mam takie wrażenie, że są, nie wrażenie, my to wiemy, że tych statutów bardzo często nikt nie czyta do momentu, dopóki nie pojawia się jakaś sytuacja konfliktowa i tam są takie zapisy relikty, tam są takie zapisy po prostu sprzed 20-30 lat, ale tam zawsze były i one tam zostaną, dopóki nikt tam nie zajrzy.
5857:  RS - Tam są przepisywane, to co Ania tutaj wykazywała w raporcie, tam są przepisywane ustawy nadrzędne, te statuty mają na przykład, nie wiem, po 130 stron, to jest bez sensu.
5871:  KMM - Już nie mówiąc o hitowym statucie z zeszłego roku, który komentowałem w szorcie, w którym jedno z gimnazjów, nie wiem, która jest szkółka, oczywiście, że w Krakowie, bo Kraków to stan umysłów, zakazywała pełnoletnim uczniom seksu poza zajęciami.
5887:  KMM - Bardzo mnie to rozbawiło.
5890:  KMM - Z drugiej strony jest to absolutnie przerażające, że ktoś mógł wpaść na taki pomysł.
5895:  KMM - regulowania tego.
5897:  KMM - Swoją drogą, do dzisiaj ten film się klika, przerażeni są ludzie absolutnie, ale bardzo dużo jest komentarzy, w których tak, tak, u mnie też.
5904:  RS - Nie, więc... To jest, ale to jest, ale tak naprawdę to też chodzi o to, że statut nie może regulować rzeczy, o czym też Łukasz Korzeniowski ze Stowarzyszenia Umarłych Statutów zawsze mówi, że statut reguluje nasze działania i nasze postępowanie na terenie szkoły, więc na przykład...
5922:  RS - jak ja idę sobie, zaraz będę szedł sobie koło sklepu i spotkam tam swoich uczniów, czy to oni będą pełnoletni, czy będą nieletni, będą palili papierosy,
5931:  RS - no to sorry, ale nie mam nic do gadania i nic z tym nie zrobię, zresztą mam to w nosie, bo jestem tutaj w czasie prywatnym i nie przyjdę jutro do pracy, ty paliłeś papierosy, a ty kupowałeś piwo, obniżam ci zachowanie.
5944:  RS - To nie jest moja przestrzeń, oni tam są, bądź są na swoją własną odpowiedzialność, bądź na odpowiedzialność swoich rodziców i statut, czy szkoła w ogóle nie ma, tutaj się po prostu wprawia w
5957:  KMM - No w moim liceum jeden uczeń poleciał, jeżeli chodzi o ocenę zachowania, bo interwencja nagana u dyrekcji właśnie za to, co robił w czasie wolnym.
5966:  KMM - Konkretnie chodziło o sexting.
5968:  KMM - I nie żartuję.
5969:  KMM - I to było w liceum krakowskim, drugie liceum ogólnokształcące w Krakowie, to samo, w którym dyrektor ma zarzuty o mobbingowanie swoich pracowników, no jasne mówiąc.
5977:  KMM - Ten sam, no dla, swoją drogą.
5979:  KMM - Wesołe rzeczy.
5983:  KMM - Pytania o alkohol już zostawiam, ponieważ zaadresowaliśmy to.
5986:  RS - Krzysztof, bo tutaj taki padł pytanie.
5988:  AD - Wróćmy do tych nieprzygotowań.
5989:  RS - Bo to chyba to dotyczyło, bo jak Ania mówiła, że nie można za nieprzygotowanie postawić jedynki, to się od razu pojawiło nie może, dlaczego.
5998:  KMM - A właśnie ta kwestia, macie rację, żeby to nam nie umknęło.
6002:  KMM - Ja uważam, że to jest w ogóle ekstra ocena, której nawet nie ma przewidzianej, bo podobno jest sześciostopniowa skala ocenowa i nie wolno używać słów w ocenach.
6011:  KMM - To jest karygodne i niedopuszczalne, chyba że słowo to jest nazwą oceny.
6014:  KMM - No więc jako żywo nieprzygotowanie to jest słowo, które nie jest nazwą żadnej oceny, więc nie wiem, jak on im co.
6020:  KMM - Ja myślę, że jeżeli ktoś dostanie nieprzygotowanie, to on nie zrozumie, jako dostał ocenę, ponieważ nie jest ona wyrażona cyfrą.
6027:  AD - Znaczy tak, oceny wyrażone cyfrą mają być tylko na świadectwie wystawione i to jest jedyna ocena, do której zobowiązany prawem jest nauczyciel, w sensie do jej wystawienia.
6042:  AD - W ciągu roku nauczyciel, nauczycielka ma obowiązek wystawienia dokładnie jednej oceny wyrażonej cyfrą, tej, która jest na świadectwie.
6049:  AD - Cała reszta może być informacją zwrotną,
6053:  AD - Powinna.
6053:  AD - Powinna być nawet oceną bieżącą i nie muszą to być noty.
6059:  AD - Czyli to nie muszą być 1, 2, 3, 4, 5, 6.
6063:  AD - A nawet właśnie nie powinny być tylko, skoro to ocena bieżąca i informacja zwrotna, która ma wspierać, motywować, pokazywać, gdzie jesteśmy, a gdzie możemy być oraz jak mamy dalej się uczyć.
6073:  AD - No to
6074:  AD - Jednak powinno być coś więcej niż tylko właśnie taka notka.
6078:  AD - Druga sprawa oceniać można tylko i wyłącznie wymagania osiągnięcia edukacyjne w odniesieniu do wymagań edukacyjnych które wynikają z podstawy programowej czyli.
6094:  AD - Brak stroju lub też koszulka w nie tym kolorze, którym powinna być, albo też brak zeszytu, brak podręcznika, brak pracy domowej nie jest osiągnięciem edukacyjnym ucznia i nie można tego ocenić oceną bieżącą.
6111:  AD - za osiągnięcia edukacyjne.
6113:  AD - Można ewentualnie w jakiś sposób odnieść się do tego w ocenie zachowania, no bo jest to niewywiązywanie się z obowiązków uczniowskich.
6122:  AD - Natomiast nie można za to dostać nieprzygotowania.
6126:  AD - Co więcej, może sobie nauczyciel ustalić, że jest coś takiego jak nieprzygotowanie, czy też jakiś minus.
6132:  AD - Brak stroju, tak?
6133:  AD - On sobie coś tam zaznacza, ale te nieprzygotowania, te minusy, te braki nie mogą nigdy w życiu zsumować się w ocenę niedostateczną, gdyż one nie są za osiągnięcia edukacyjne, tak?
6148:  AD - I też w drugą stronę, bo to nas cieszy, że te nieprzygotowania się nie sumują w oceny niedostateczne, ale też żadne plusiki nie sumują się w oceny te fajniejsze, czyli te piątki i szóstki.
6162:  KMM - A co sądzicie o ocenianiu punktowym?
6164:  KMM - Jeszcze jest follow-upowe pytanie od Tymonci.
6166:  KMM - Ja od razu powiem, że jestem przeciwko, ale ja mam dyskalkulię, więc powinienem odzywać swoje liczby.
6175:  RS - Znaczy ja to, ja mógłbym ze swojego doświadczenia tylko powiedzieć, że ja stosuję ocenę opisową, tak jak ty prawdopodobnie, że po prostu informacje zwrotne, to i to zrobiłeś źle, to i to zrobiłeś dobrze.
6187:  RS - Stosuję czasami, stosuję czasami punkty, stosuję czasami procenty, ale tylko i wyłącznie pod takim kątem, żeby pokazać uczniom, jak to wygląda na maturze.
6197:  RS - żeby to miało po prostu przełożenie, żeby wiedzieli po prostu, że to i to jest ten sposób.
6203:  KMM - Ja na tej zasadzie muszę wystawić końcową ocenę numeryczną.
6206:  KMM - Po prostu taka jest.
6207:  KMM - A osobiście uważam, że na uczelni powinny być dwie oceny.
6210:  KMM - Zaliczone, niezaliczone.
6211:  KMM - Elo.
6214:  RS - No a jeszcze chciałem do tego, o czym Ania mówiła, bo na przykładzie, no pokaż mi to na przykładzie, czy nie wiem, ja nie przyniosłem zeszytu, nie mam zeszytu, albo mam, o inaczej, mam zeszyt,
6226:  RS - Jakie to jest osiągnięcie edukacyjne?
6229:  RS - Poszedłem do sklepu i kupiłem zeszyt.
6231:  RS - Albo osiągnięcie, że przyniosłem go do szkoły.
6234:  RS - To jest osiągnięcie.
6236:  RS - Nie przyniosłem tego zeszytu trzy razy, to trzy razy nie wiem, co się wydarzyło.
6241:  RS - I dostaję jedynkę za to.
6243:  RS - Albo trzy razy go przyniosłem i dostaję piątkę.
6244:  RS - To nie jest osiągnięcie edukacyjne.
6248:  RS - Posiadanie zeszytu, nie posiadanie zeszytu, biała koszulka albo niebieska koszulka.
6253:  AD - Osiągnięcie edukacyjne to jest wiedza, umiejętności, kompetencje, które rozwijamy, zdobywamy w procesie uczenia się.
6260:  AD - Czyli to, co w nas się rozwija, to, co więcej wiemy, co umiemy, to są nasze osiągnięcia edukacyjne.
6265:  AD - One muszą wynikać i być związane z podstawą programową.
6269:  AD - No więc tutaj jakby ja też rozumiem i wiem, z czego to się bierze, te wszystkie nieprzygotowania i te minusy, no bo wciąż najbardziej popularne jest to podejście i ten model,
6282:  AD - że najlepszą motywacją jest postrach, straszenie i karanie, czyli jak czegoś nie zrobisz, no to wtedy poniesiesz tego konsekwencje i to będą nieprzyjemne dla Ciebie konsekwencje, więc zrób to.
6301:  AD - No i to się tak kręci.
6303:  KMM - Nawet było pytanie o to, że ocenianie zaangażowania ucznia, odpisałem Markowi, że to jest ultra nieprecyzyjne.
6311:  KMM - Ty się nie starasz, więc ocena w dół, a ty próbujesz więc w górę.
6314:  KMM - Odpowiem w ten sposób.
6315:  KMM - To jest bardzo interesujący koncept, żeby coś tak nieprecyzyjnego oceniać w sposób podobno precyzyjny.
6321:  KMM - To jest nielogiczne, wewnętrznie sprzeczne.
6326:  KMM - Jest z jednej strony branie czegoś, co jest niemierzalne, a z drugiej strony wystawianie temu mierzalnej oceny.
6333:  KMM - Nie rozumiem tego kompletnie.
6336:  KMM - No ale ludzie na przykład przekonywali mnie, że nie, że ja mam rację, że w systemie anglosaskim ABCDE i EF to nie jest wcale tak, żeby było ciężko średnio wyliczyć.
6346:  KMM - Nie, nie, bo możemy sobie przecież zrobić tabelkę i będziemy pokazywać punkty i procenty.
6351:  KMM - Jestem przerażony w takich chwilach, ponieważ zawsze będę uważał, że gorszo diabła jest adwokat diabła.
6359:  KMM - Mamy pytanie o twórców Sola.
6361:  KMM - Szkła już dawno za mną, matura 2010.
6362:  KMM - Współczuję, ale z drugiej strony zazdroszczę, bo ja nie zdałem z polskiego.
6368:  KMM - Ale po dziś dzień zastanawiam mnie, jak to się stało, że ktoś był w stanie wmówić nam, że czerwony irokes naszego kolegi był najpoważniejszym problemem w liceum.
6375:  KMM - Podoba mi się początek tej opowieści.
6378:  KMM - W drugim klasie kolega wrócił z wakacji z taką fryzurą i się zaczęło.
6381:  KMM - Co wychowawczą, rozumiem, że godzinę, spędzaliśmy połowę czasu na dyskusji, dlaczego chłopak powinien zmienić fryzurę.
6387:  KMM - Bo tak jest w statucie i ma się dostosować swoim wyglądem do jego wymogów.
6391:  KMM - Tu już możemy od razu powiedzieć, że wyraźnie napisaliście, że można regulować ubiór, nie wolno regulować wyglądu.
6397:  KMM - Kolega najczęściej nie dawał się stłamsić i mówił, jak szkoła chce, żebym zmienił fryzurę, to niech najpierw mi dadzą kasę na fryzjera.
6405:  KMM - Zaznacza to, że to była osoba uprzejma wobec pracowników placówki, lubiana w klasie i nie można było się do niego przyczepić.
6411:  KMM - Historia bez happy endu niestety.
6413:  KMM - Kolega przefarbował jej rokezę na spółwiały róż pod koniec semestru, bo ponoć nauczyciele nie mieli problemu z ułożeniem włosów, a z samym agresywnym kolorem.
6420:  KMM - Bardzo się cieszę, że wszyscy jesteśmy praktycznie, każdy z nas ma jakiś akcent czerwony, wy jesteście ubrani na czerwone, ja jestem na czerwonym tle.
6429:  KMM - Pozdrowienia serdeczne dla kolegi z agresywnym kolorem włosów.
6434:  KMM - Także czerwone włosy u jednego ucznia w całym ogólniaku to problem, ale romans wicedyrektora z germanistką mężatką, o którym plotkowała cała szkoła, już nie.
6443:  KMM - Ten komentarz jest piękny.
6445:  KMM - Zasługiwał na to, żeby go odczytać w całości.
6447:  RS - Tak, ale ten komentarz jest o tym, to właśnie było na samym początku, tam ktoś pisał, że nie rozumie, dlaczego to był taki największy problem.
6458:  RS - Tak.
6458:  RS - I który wałkowany bez przerwy.
6459:  RS - No ja też nie jestem w stanie tego zrozumieć.
6463:  KMM - Jako się rzekło, po prostu ludzie bardzo często mają za dużo wolnego czasu, ale nie dość wolnego czasu, żeby sprawdzić, że nie mogą ingerować w wygląd osób uczących się, ponieważ jest to nie dozwolone z punktu widzenia konstytucji, o czym piszecie w raporcie.
6478:  KMM - Z rozkoszą będę to przywoływał wiele razy, ponieważ takie argumenty zdarzają się także na studiach wobec studentów.
6485:  KMM - Czy dyrekcja może nakazać przyjścia delegacji szkolnej na uroczystości, jeżeli w tych dniach nie jest oprowadzone zajęcie dydaktyczne, jak na przykład w przypadku Dnia Edukacji Narodowej i rozumiem również świąt?
6495:  KMM - Chyba nie.
6497:  AD - Nakazać.
6499:  KMM - Można, mogą, nie wiem, zachęcić, wiecie, w miękki sposób.
6503:  KMM - Tak.
6504:  AD - To zawsze jest na zasadzie dobrowolności.
6506:  AD - Zawsze jest wolne, przystawowo.
6510:  AD - No to na zasadzie dobrowolności wtedy uczestniczymy w pewnych wydarzeniach czy zajęciach.
6516:  AD - Jeżeli pojawia się nakazać słowo gdziekolwiek, to ja zawsze wtedy pytam o podstawę prawną.
6527:  KMM - Dwa pytania od Akko.
6528:  RS - A dla mnie to jest zawsze ta historia właśnie o nakazać.
6530:  RS - Gdyby tam było fajnie, gdyby tam się działy naprawdę ciekawe rzeczy,
6534:  RS - to nikt by nie musiał mi niczego nakazywać.
6539:  KMM - Tam po prostu zwyczajnie... O, tak?
6543:  KMM - No cóż mogę rzec?
6545:  KMM - Podobno długa forma na YouTubie jest niepopularna.
6550:  KMM - Padek, gdybyście też słyszeli i poddawali się takiej narracji, że ludzie wyłącznie oglądają TikToki, 60-sekundowe materiały, ponieważ mają
6559:  KMM - mózgi, które są wydrążone przez telefony komórkowe.
6562:  KMM - Ja ze swoimi 4-6 godzinnymi zapisami live'ów uśmiecham się serdecznie, bardzo serdecznie się uśmiecham do tego rodzaju opinii.
6571:  KMM - A żeby nie szukać też daleko, pamiętam taką sytuację jak na seminarium licencjackim na wydziale, jeszcze poprzednim budynku wydziału, odpaliliśmy sobie Wiedźmina.
6581:  KMM - na Netflixie i analizowaliśmy każdy odcinek.
6584:  KMM - Ponieważ to był jednak Wiedźmin Netflixowy, to coraz bardziej byliśmy zdenerwowani, ale to nie o tym.
