🔴 Największy koszmar Niedomaga Iamnixa — ELDEN RING: SHADOW OF THE ERDTREE Livestream #6
🔗 https://www.youtube.com/watch?v=X80bC_wf5vI

34:  Iście.
8978:  Fuck!
8985:  Myślałem, że będzie...
9006:  jest niesamowite po prostu
9010:  Czemu to było połączone w trzy ataki?
9012:  No czemu to było połączone w trzy ataki?
9016:  Po co?
9018:  Po co są łączone ataki obszarowe w trzy sekwencje?
9023:  Po co?
9036:  Nigdy nie eksperymentowałem z zaklęciem teleportu, nawet nie wiedziałem, że ono istnieje.
9043:  Niewidoczna forma.
9047:  Zniknięcie Miriam.
9051:  Krzysztofie Lód.
9052:  Mhm, fajnie, że nie mam takich zaklęć.
9055:  Fajnie, że jedyne zaklęcie lodowe, jakie mam, jest kastowane 15 sekund.
9061:  Fajnie.
9062:  No to może magia lodowa w takim razie, rzeczywiście.
9067:  Bo będzie zdecydowanie szybsza od tego.
9072:  Jak się trzymam blisko niego w drugiej fazie, to jest problem.
9076:  Jeszcze większy.
9086:  No i co?
9087:  Skąd ja miałem wiedzieć, że on ma tego rodzaju moveset?
9090:  To nie jest tak, że ten moveset jest stały i się tego nauczysz.
9094:  On jest za każdym razem zmienny, on będzie łączył ze sobą movesety.
9106:  Zobaczymy, co to zniknięcie Miriam daje.
9120:  No to już oczywiście, że tak!
9122:  No przecież jeżeli to jest teleport, no to musiał być to teleport w stylu FromSoftu, nie?
9128:  Jak zrobić teleport dla maga?
9130:  No teleportujesz się, ale do przeciwnika, no!
9133:  No proste, nie?
9135:  Żeby ci zadał obrażenia!
9137:  Genialne!
9138:  Zajebiste zaklęcie!
9140:  Zajebiste!
9142:  Wow!
9146:  Jezus Maria, co za gówno!
9149:  Niewiarygodne absolutnie, no niewiarygodne.
9153:  Może to jest związane jeszcze z oznaczeniem, nie mam zielonego pojęcia.
9162:  Przy AOE może zadziałać?
9163:  Zobaczymy.
9165:  Może zadziała zamiast tej flaszki.
9167:  Spróbuję.
9171:  A może być przez ustawiony lag?
9172:  Nie mam zielonego pojęcia, aby... Nie mam pojęcia, to jest zgadywanka, nigdy nie wiesz, nigdy wiesz.
9180:  Kapryśne bóstwo decyduje, co tutaj się stanie.
9184:  Nie możesz przewidzieć.
9191:  On na przykład teraz mógł sobie zrobić wirowanie.
9193:  Nie przewidzisz.
9213:  Cało nie przewidzisz takich jego nagłych momentów.
9218:  Bez... Bez aktywności, nie?
9223:  Albo tego, kiedy skończy kombos.
9232:  O, albo czy będzie mieć follow-up taki, czy nie będzie mieć.
9237:  Nie, nie jesz.
9248:  I później.
9290:  Szczyt będy.
9316:  Wiem, że ostrza duli zadaje Frosta, ponieważ mam wyekwipowane do zaklęcia od 200 godzin.
9322:  Spróbuj fioletową kulę, ma najszybszy casting time.
9326:  Ale wiesz, że jeżeli gra daje ci najszybszy casting time, to automatycznie dostajesz najniższe obrażenia.
9331:  Wiesz, że tak działa serio życie, prawda?
9334:  Pomijając... Prawdopodobnie nie mam fioletowej kuli.
9336:  Oczywiście, że nie mam fioletowej kuli.
9338:  Nie istnieje coś takiego nawet u mnie.
9342:  Jedyne co, to mam studnię grawitacyjną, która jest fioletowa.
9345:  Nic więcej.
9351:  Ewentualnie to, co mi jeszcze przychodzi do głowy, to żeby sprawdzić, czy będą takie same obrażenia na tym pocisku, którego on nie uniknie, to znaczy nocnej komecie.
9360:  No a jeżeli mam fioletową kulę, to powiedz mi, gdzie ją mam, bo ja jej nie widzę tutaj i na pewno się to zakręcie tak nie nazywa, ponieważ po prostu nie ma takiego słowa jak fioletowa kula tutaj.
9371:  To jest pocisk grawitacyjny, to nie jest fioletowa kula i pocisk grawitacyjny miałem wyekwipowany na samym początku i on omijał tego bossa.
9385:  Kaliński siekarz na niego nie będzie dobry, niestety.
9387:  Nie przy tej liczbie ataków obszarowych, które ma.
9409:  Nie zazdroszczę osobie, która będzie robiła poradnik dla maga w jakiejkolwiek redakcji.
9415:  Będzie najbiedniejsza osoba ever.
9436:  Te sekwencje się kiedyś kończą?
9439:  Miyazaki się zakochał w swoim waterfall dance i stwierdził, że zrobimy tak, że każdy boss to będzie miał.
9445:  Whee!
9452:  Sprawdźmy tę nocną kometę teraz, ile to zadaje obrażeń.
9454:  1438.
9454:  Teraz ile kometa?
9455:  1837.
9455:  Tyle w temacie.
9475:  Też za wcześnie.
9482:  Osoba, która odpowiada za to, że on po tym ataku... Wiecie co?
9486:  Czekajcie, coś sprawdzę za moment.
9488:  Muszę coś sprawdzić.
9491:  Będziemy zbawili się w liczenie sekund, moi drodzy, teraz.
9496:  Malenia... Blade of Mykola Fight.
9503:  Mianowicie zabawczymy sobie jedną rzecz.
9515:  Ona ma ten atak na samym... Okej.
9520:  Raz.
9522:  Dwa.
9523:  Trzy.
9525:  Cztery.
9526:  Pięć.
9528:  Sześć.
9529:  Siedem.
9531:  Osiem sekund.
9534:  8 sekund po ataku AOE.
9540:  8 sekund.
9542:  A potem policzcie, ile będzie sekund po jego ataku.
9545:  Nie, nie musicie, przepraszam, bo jest 0 albo 1.
9552:  W pierwszej fazie atakować go fizycznie?
9555:  Może.
9557:  Za tuż tańszymi spellami nie mam tańszego spella.
9565:  Jaki lodowy pocisk?
9566:  Nie mam żadnego lodowego pocisku.
9567:  Co wy do mnie mówicie?
9576:  To mogę tak czy siak wyeliminować.
9584:  To jest błyskamienna lodowa skała.
9586:  Czy o nią chodzi?
9592:  Mogę zobaczyć, ile to będzie.
9593:  Policzę obrażenia.
9599:  Policzę obrażenia w takim razie.
9604:  Może to zniknięcie Miriam dałoby się teoretycznie.
9611:  1108. 1670.
9618:  Czyli jednak można zostać zaatakowanym w tej fazie, dobrze wiedzieć.
9624:  Czy ktoś potrzebuje skomentować różnicę między obrażeniami 1670 a 1108?
9633:  I jeszcze zwróćcie uwagę na szybkość castu, jaka jest.
9636:  Żadna, mianowicie.
9639:  Czyli nawet nie jesteśmy w stanie nadrobić mniejszych obrażeń większą szybkością castu.
9651:  A poza tym zauważcie, że mi się szybciej stamina wtedy zużywa.
9657:  A staminę potrzebuję na to.
9671:  Czy nie mam... Chyba zasięg mam taki sam.
9675:  Oho, już skończyłam mana, oczywiście.
9678:  A ja teraz będę zespamowywany atakami.
9680:  Spam, spam, spam.
9685:  Nabijam odmrożenie?
9686:  Może.
9687:  Nie widzę tego statusu niestety na bossie.
9690:  Widzę tylko statusy na sobie.
9734:  Ale fuks.
9749:  Cztery razy, sześć razy, sześć razy, sześć razy, sześć razy!
9762:  Sześć takich samych ataków non-stop.
9775:  Sześć.
9782:  Ale Mróz wydaje się rzeczywiście być na niego dobry, ale w drugiej fazie dopiero.
9790:  Znaczy nie no, ale te ataki są bullshitowe po prostu, no umówmy się, no nie da się unikać czegoś co jest spamowane w taki sposób.
9802:  Ej, że co się stało rzeczywiście?
9812:  Oczywiście muszę zostać ukarany za to, że mi poszło, momentalnie.
9817:  Czy będę mógł się uleczyć, czy nie?
9819:  O to jest pytanie.
9826:  No ale widzicie, to cholerstwo nie dolatuje, no.
9848:  Co, co, co, co jest?
9863:  On nie przyszedł do drugiej fazy?
9865:  No i koniec.
9876:  Jestem przy ścianie, jestem przy ścianie, jestem przy kurewskiej ścianie!
9882:  Ja nienawidzę tego!
9905:  Tak, wiesz, obeznanie areny.
9906:  Fajnie mogę mieć obeznanie areny, jak chodzę w kółko za nim i cały czas unikam.
9912:  Fajne mogę mieć obeznanie areny, jak chodzę w kółko za nim i unikam i cały czas kamera działa tak, jak działa.
9919:  Nie, po prostu skpina to, co się tu się dzieje.
9927:  Świeje od tej gry?
9927:  Ja już osiwiałem.
9931:  Myślicie, że dlaczego gole się po bokach na zero?
9935:  Wystarczy sobie popracować w tym pieprzonym systemie, który mamy w Polsce i człowiek dosłownie osiwieje.
9943:  Dwa lata temu osiwiałem konkretnie.
9950:  Podoba mi się ten Frostbite, powiem wam.
9953:  Bardzo mi się podoba.
9954:  Czy wreszcie, wreszcie jest coś, co jest OP.
9967:  Zdążyłem.
9976:  Ale teraz zaspami mnie.
9984:  Musiałem się wyleczyć.
9986:  Teraz mam wybór, albo się leczyć, albo zginąć.
9997:  Zero, zero.
9999:  Zero telegrafu, zero telegrafu.
10001:  Nic nie zrobisz.
10004:  Nie wiem co to jest w ogóle, to teraz robi.
10018:  Zero telegrafu, zero.
10019:  Zero czasu na reakcję.
10028:  Zero czasu na leczenie.
10046:  O co chodzi z telegrafem?
10048:  Telegraf ataku polega na tym, że jeżeli boss wykonuje jakąś animację, to wiesz co masz zrobić, bo wiesz co będzie potem.
10056:  Jeżeli boss nie wykonuje żadnej animacji, tylko z pozycji takiej wykonuje atak obszarowy, to ty nie masz szansy na zareagowanie, bo nie wiesz, co będzie dalej.
10065:  Więc telegrafy czyniły walkę w tych grach strategiczną, taktyczną, że wiesz, co zrobić, używasz mózgu, wiesz, jak zareagować.
10074:  Tutaj nie możesz używać mózgu, liczysz albo na łód szczęścia, albo na instynkt.
10080:  Muzyka za to tu jest wybitna, absolutnie.
10082:  Kocham muzykę.
10083:  To jest najlepsza muzyka w walce z Bossem jak dotąd.
10087:  Słucham dzikich marudych z Janem Nikołajem, za co bardzo serdecznie dziękuję.
10091:  Houdinius otrzymał wsparcie.
10093:  Niuch!
10094:  Mały i krótki niuch, moi drodzy.
10105:  Dobrze!
10119:  No wryj się w ścianę, tak jak ja się wryłem w ścianę, teraz ty się wryj w ścianę.
10125:  Nie potrafisz się wryć w ścianę.
10126:  Jesteś chroniony przed tym.
10129:  Fajnie, też bym tak chciał.
10130:  Jest jakaś umiejka na to?
10133:  Może jest jakiś amulet, który sprawi, że nie będę wpadał w ściany?
10144:  Mi się wydaje, że to jest bardziej OP umiejętność niż jakakolwiek, którą znam.
10160:  Kapryśny Bóg zdecyduje, czy będę mógł się uleczyć, czy nie.
10164:  Nie.
10164:  Otóż nie będę mógł się uleczyć.
10165:  Mieliście dosłownie 0 sekund po tym ataku i był follow-up.
10169:  Jezus Maria.
10178:  Jezus Maria, nie do wytrzymania.
10179:  To jest po prostu nie do wytrzymania.
10181:  Najtrudniejszy boss z podstawki, czyli Malenia, jest łatwiejszy od każdego bossa tutaj.
10187:  To jest nie do zniesienia po prostu.
10190:  Co oni zrobili?
10191:  Jak można było to tak zepsuć?
10193:  O co wam chodzi ze Snow Witch Head?
10199:  Wzmacnia magię zimna, tak?
10203:  Potem znowu będzie, że trzeba cały strój założyć, żeby wzmacniał, jak znam życie.
10212:  Ja chyba go nie mam nawet.
10213:  Trzeba tylko kapelusz tym razem, okej.
10230:  Nie!
10232:  Nie zmieniam.
10238:  Szatę mógłbym zmienić, ale czapki nie zmienię, nie mam takiej możliwości.
10245:  Są pewne granice.
10251:  Ale ja Adamie przywołuję Samony nie wtedy, kiedy przyznaję komuś rację, tylko wtedy przywołuję Samony, kiedy się poddaję.
10260:  Ja nie powinienem musieć przywołać Samona.
10270:  Powinienem mieć openingi, otwarcia na ataki takie, żeby nie musieć tego robić.
10275:  Ale nie mam.
10276:  Bardzo często nie mam.
10279:  Ja jestem paniszowany za atak, nie na odwrót.
10285:  Boss powinien być paniszowany za atak.
10295:  A gra mnie nieustannie zachęca do tego, żeby grać greedy, z tego względu, że nie mam okien na atak.
10302:  I prawda jest taka, że gra nieustannie mnie każe za to, że ja gram agresywnie.
10309:  A nie mam wyjścia, muszę grać agresywnie.
10312:  O, i teraz miałem czas. ...
10333:  I teraz kończy się, kończy się Eldorado, bo musiałem, bo musiałem użyć mikstury many!
10340:  A tak bym użył mikstury zdrowia i bym przetrwał, tak?
10343:  Taka różnica jest.
10350:  Taka różnica.
10354:  Przeszliśmy Miłoszu z ładnego bossa do drugiej fazy, gdzie są ataki obszarowe, czego nie rozumiesz.
10359:  Jedyny problem tej gry, nie ma innego.
10363:  a paki obszarowe, które nie mają żadnych okien otwarcia na zadawanie obrażeń.
10368:  Nie ma innego problemu tej gry.
10370:  To jest jedyna rzecz, którą oni wpieprzyli do tego dodatku, który nie musieli wpieprzać.
10374:  I wpieprzyli ją wyłącznie dlatego, żeby uprzykrzyć życiel niektórym klasom postaci.
10383:  Bo są klasy postaci, które są totalnie na to niewrażliwe.
10394:  Ja w życiu bym nie grał tak agresywnie, normalnie, gdybym nie miał tak niewielu okien na otwarcia.
10401:  No na przykład to, tak?
10404:  To było moje okno albo na leczenie, albo na zadanie obrażeń.
10408:  Następne będzie za 15 sekund. ...
10428:  Zdążyłem, dobrze.
10433:  Chciałem równocześnie mikstremany, ale niestety mam tylko jedną sekundę w tej turze.
10440:  W tej turze, bo wróciła walka turowa teraz.
10459:  Powinno być napisane, o, nie masz prawa, nie masz prawa, w sensie atakować.
10479:  Tak, też uważam, że to jest smutne, że tak bardzo byłem nachypowany na DLC, a po prostu psuta jest mi przyjemność z grania właśnie czymś takim.
10491:  Dominiko, niestety tylko kapelusz zmaga tę magię, zresztą co to będzie za wzmożenie, jakieś 15 obrażeń w ogóle.
10498:  No zróbmy tak.
10501:  Bo potem naprawdę nie mam kiedy użyć tych mikstur, no.
10515:  Dobra.
10539:  Nie zdążyłem.
10541:  Teraz użyj.
10564:  Wszelkie prawa zastrzeżone
10604:  To jest po prostu satyra.
10640:  Oczywiście musi być Punish.
10655:  Następny Punish.
10661:  Jestem w rogu, jestem w rogu.
10669:  Ile było razy?
10670:  Przestałem liczyć.
10671:  Jezus.
10682:  Zostaw mnie na moment.
10684:  Na jeden moment, no.
10690:  Nie da się tego wytrzymać po prostu.
10692:  Nie da się tego wytrzymać, no.
10695:  Nie da się wytrzymać tych łączonych ataków, no.
10706:  Niewiarygodne to jest po prostu.
10710:  Najbardziej w tym wszystkim przeraża mnie to, że są ludzie, którzy na to spojrzą i stwierdzą, że to jest w porządku.
10718:  To mnie najbardziej przeraża.
10723:  Nic mnie, szczerze powiedziawszy, bardziej nie przeraża, bo tam bosta, couldn't care less.
10728:  Natomiast przeraża mnie to, że jest w stanie ktoś na to spojrzeć i powiedzieć, tak, to jest w porządku, tak, oczywiście, no, bardzo dobrze, genialne.
10736:  To mnie przeraża.
10737:  Są ludzie, którzy są w stanie coś takiego powiedzieć.
10744:  Spróbuję go... Widzicie?
10747:  To się dzieje, jak... To się dzieje, jak usiłuję walczyć normalnie.
10750:  To się dzieje, jak usiłuję walczyć normalnie.
10754:  Mam jakiś milion różnych rzeczy.
10757:  Mam dwa kostury, nie mam miecza przecież, więc jak ja mam walczyć z nim melee?
10761:  Mam używać perfum?
10762:  Cholera jasna.
10767:  Co się dzieje?
10768:  Ja w tym momencie specjalnie Wam udowodnię, że właśnie dlatego używam manny, żeby było szybciej, tak?
10773:  Ja tego nie robię dlatego, że robię optymalną rzecz.
10776:  Ja to robię po to, żeby było szybciej, tak?
10779:  Musiałbym wtedy mieć wyekwipowany miecz, a nie te cholerne perfumy, które nie działają.
10783:  No i taka prawda, zużyłem dwa życia na start.
10786:  Tak to wygląda na samym początku.
10790:  Teraz muszę sobie przerolować to i będzie najgorsze podejście ever.
10797:  a nie najlepsze, w związku z powyższym ja teraz pozwolę, żeby mnie zabił i zrobię sobie restart po swojemu.
10806:  Jest build na perfumery, który zadaje 30 tysięcy?
10808:  Z pewnością.
10808:  Jest build na wszystko, który zadaje wszystko, ja wiem.
10811:  Jest jeden wyjątek.
10813:  Build magiczny, on nie zadaje żadnych obrażeń.
10815:  Nie ma żadnych, nie ma żadnych amuletów, boostów, nic.
10818:  Nic w tym dodatku nie wyszło, co wzmacnia ten konkretny build, nic.
10823:  Nic, nic innego.
10827:  Jeszcze raz, cholera, ja siądę przy ognisku, żeby to zmienić, to szlak mnie jasny trafi.
10831:  Gdzie jest ta pierdolona katana, naprawdę?
10838:  Jakby nie można było tego ułożyć normalnie, nie?
10841:  Najczęściej używane bronie na górze.
10843:  Nie można zrobić paska, ostatnio używane bronie.
10848:  Czemu dowolna osoba zajmująca się projektowaniem interfejsów użytkownika dla gry mobilnej za 0 zł nie przyjdzie do FromSoftu i nie powie dajcie mi 1,50$ to wam to przeprojektuję?
10863:  To jest po prostu nieprawdopodobne.
10872:  Tak, zajebiście jest zaprojektowany ten interfejs krakowski, bo otwór... Poproszę Cię o źródło do Twojej tezy, jeżeli to jest dobrze zaprojektowany interfejs.
10879:  Proszę o źródło.
10881:  Pokaż mi jedną osobę, jednego specjalista od interfejsów, zajmującego się ich projektowaniem, jednego, który powie, że to jest dobrze zrobione.
10888:  Wystarczy jeden.
10894:  Jeżeli znajdziesz naukowca...
10897:  Naukowca, specjalista od UX-u, który Ci to powie, płacę Ci 1000 złotych.
10902:  Nie żartuję, płacę Ci 1000 złotych blikiem, jeżeli wyślisz mi artykuł naukowy, naukowca, który wprost powie, że zasady UX-u tutaj nie zostały złamane.
10916:  Płacę tyle dlatego, że dowiem się przy okazji, że na świecie istnieje kretyn, którego będę mógł wyśmiać w każdej publikacji, więc to jest dość cenne.
10940:  Widziałem naukowiec.
10942:  Publikacja naukowa na tym kanale, tradycyjnie, jako źródełko.
10957:  Generalnie na zajęciach z UX-u uczy się na FromSoft-cie na antyprzykładzie, więc wiecie.
10962:  Złośliwa moja prośba.
10971:  Nie, ale tak serio, zupełnie w tym ekwipunku to powinno po prostu być zrobione i tyle.
10976:  Najlepsze jest to, że oni sami to przyznają, bo wprowadzili ten swój debilny wykrzykniczek.
10980:  Tylko ich debilny wykrzykniczek działa wyłącznie dla świeżo pozyskanych przedmiotów.
10985:  Boże, RNG tej walki jest przerażająco złe.
10989:  On ma po prostu takie sekwencje ataków teraz, że ja w pierwszej fazie straciłem wszystkie mikstury zdrowia.
11009:  Teraz straciłem wszystkie.
11023:  Pierwsza gra FromSoftu, która premiuje panic role.
11034:  O, jak pięknie reaguje, nie?
11037:  Ślicznie reaguje na użycie flaszki.
11045:  Nie, no przecież ten atak był... Okej, w sekwencji.
11049:  Dzięki, Marto, za wsparcie w 13 miesięcy.
11065:  Prymiję panik roletorol.
11066:  Wiesz, nie można w nieskończoność panik rolować, z tego względu ci się stamina kończy, chyba, że masz build pod staminę.
11077:  A wiecie, kto będzie mieć build pod staminę?
11114:  Dzięki za oglądanie!
11168:  Przepraszam, że chciałem spaniszować atak.
11170:  Nie mam na to prawa.
11172:  Nie mam prawa paniszować ataku.
11174:  Nie wolno, nie wolno.
11175:  Trzeba poczekać na następny AOE.
11197:  Ja nie mam staminy do rzucania zaklęć.
11199:  Nie sądziłem, że wypowiem kiedykolwiek to zdanie.
11201:  Nie mam staminy do rzucania zaklęć.
11208:  Nie mam staminy do rzucania zaklęć!
11212:  Tyle jest uników do wykonania.
11217:  Będzie w przyszłym Smash'cie DLC używane, żeby zobrazować błędy?
11220:  Mogłoby być, gdyby FromSoft ogarniał coś takie jak system save'ów, ale niestety nie ogarnia, w związku z tym, jak przegram Soul Slayka, to nie mogę go analizować.
11232:  Fajne Po swojemu będę to robił
11259:  Oczywiście prosta sprawa.
11261:  Zrolujesz źle pierwsze, przegrywasz każde.
11266:  Stałe motto tego dodatku.
11268:  Zrolujesz źle pierwszy, przegrywasz każdy.
11274:  Popełniasz błąd?
11275:  To twój problem.
11276:  Nie popełniaj.
11294:  Zero sekund!
11297:  Zero!
11312:  Mogłoby się to nabić wreszcie, dziękuję.
11327:  Dziękuje za oglądanie.
11359:  Przepraszam.
11361:  Chciałem tylko grać.
11367:  Daj mi grać, daj mi grać, daj mi grać, daj mi grać, daj mi grać, daj mi grać, daj mi grać, daj mi grać.
11373:  Moja tura, moja tura.
11387:  Moja tura.
11406:  Daj mi moją flaszkę.
11408:  Wypić.
11416:  I zrobiłem go bez salmonów.
11419:  I zrobiłem go cholera jasna bez salmonów.
11429:  Tylko dzięki temu, że nie było chciwości.
11435:  O, jest satysfakcja.
11437:  Boże, jak ja tego potrzebowałem.
11440:  Jak ja tego potrzebowałem.
11444:  I bez zmieniania kapelusza.
11446:  Jest bananomandzi kapelusz?
11448:  Jest.
11448:  To bananomanta wygrywa.
11459:  Nowy pocisk dobry był dla niego.
11462:  Masakra, moi drodzy, po prostu.
11464:  Ale nie zmieniam zdania na temat ataku obszarowych.
11467:  Ja wiem, satysfakcja jest, ale nie zmieniam zdania.
11470:  Po prostu zajęłoby to 100 śmierci mniej, gdyby było tak jak przy Malenii.
11476:  Nie sądziłem, że kiedykolwiek powiem to zdanie.
11479:  Jest na jeden level, tak.
11483:  Nie żartuję, idę w wiarę w tej chwili.
11493:  Artykuł na Medium, pierwszy z brzegu.
11495:  No ale to jest co innego.
11507:  Oni mówią o UX-ie w znaczeniu interfejsu użytkownika, który cię prowadzi przez świat, więc też nieprecyzyjnie.
11515:  A tutaj chodzi o interfejs użytkownika, ma wiele warstw w grze komputerowej.
11522:  Byłoby ci łatwiej, gdybyś przełożył broń w obie ręce i lewy przycisk myszy.
11527:  Ale dowolną broń, ten kostur w znaczeniu.
11530:  Możemy przetestować, jak to będzie z demedżem, moi drodzy.
11537:  Jezus Maria.
11540:  No dobrze, ale powiem wam tak.
11543:  Boss design top.
11547:  Top!
11548:  Najlepsza muzyka w walce z bossem w Elden Ringu.
11554:  Ja nie wiem, czy nie w ogóle, wyjąwszy Stag'a, wyjąwszy Elden Beast, bo Elden Beast ma piękną muzykę, wyjąwszy Mog'a, więc to jest w absolutnej czołówce.
11567:  Na pewno najlepsze w tym dodatku.
11571:  Na pewno.
11575:  Arena beznadziejna.
11577:  Mogłaby być zdecydowanie szersza i nie umarłby nigdy, gdyby to był kwadrat.
11581:  Naprawdę.
11585:  Ataki obszarowe znacie moją opinię.
11587:  Bardzo fajne natomiast ataki mieczem do wyuczenia się.
11591:  Boże, proszę, więcej takich.
11593:  Błagam, więcej takich.
11597:  Jakie są jeszcze plusy tej walki?
11599:  Emocje bardzo dobre.
11601:  Vibe.
11603:  To gdzie się znajdujemy?
11604:  Wreszcie o tym bossie coś wiedziałem.
11610:  Nie zgodzicie się?
11610:  To jest pierwszy boss w dodatku.
11612:  Dobra, może poza tańczącym lwem, który rzeczywiście był w fajnym miejscu, to znaczy mieliśmy takie poczucie, że to jest starożytna postać i wprowadza nas do tego starożytnego także świata.
11626:  Zresztą Renala miała fajny lore.
11632:  477 śmierci.
11633:  Tak, tak.
11637:  Więc jedyna wada walki, ataki obszarowe.
11641:  Światotwórczo chyba najlepszy boss w tym momencie.
11644:  W ogóle ta lokacja światotwórcza jest bosska.
11649:  Mam nadzieję, że Ci się podobało to ostatni z fajnych bossów.
11651:  Aha.
11653:  Pocieszyliście mnie.
11653:  Mówicie, że na lewo jest coś jeszcze.
11655:  No na lewo jest tylko to.
11658:  I faktycznie on nawet to oznaczone, że chce tutaj pójść.
11665:  Dobrze, ale to do nikąd nas doprowadził.
11667:  Okej.
11668:  Dobra robota z Matowieniec.
11670:  To prawda.
11671:  Propsuję.
11672:  Ej, mało szacowań!
11674:  Co jest?
11677:  Dobrze, moi drodzy.
11678:  Ja tutaj, w tym miejscu zamieszczę i będziecie wiedzieli, co zrobić.
11683:  Ja tutaj zamieszczę wiadomość.
11689:  Z gestem.
11692:  Tylko muszę sobie przypomnieć, który jest ten mój głupi.
11694:  Zachwyt.
11700:  Prawdopodobnie... Prawdopodobnie mag.
11711:  Tym bardziej...
11724:  Pies.
11727:  Prawdopodobnie mag, tym bardziej ach, pies.
11732:  To najmniej składniowe zdanie, poprawnie złożone, jakie stworzyłem kiedykolwiek w życiu.
11739:  Prawdopodobnie mag, tym bardziej ach, pies.
11743:  Tu byłem, nie?
11745:  Tu byłem!
11748:  I graffiti po sobie pozostawiłem.
11751:  Midra miał być władcą płomienia, ale okazał się za słaby.
11753:  Zapieczętowano go mieczem, dodaje grycerz, który sprawiał mu cierpienie, ale nie miał wyjścia.
11757:  Gdyby się poddał, uwolniłby moc niszczącą świat.
11759:  Czyli to był jeszcze dzielny człowiek, z którym walczyliśmy.
11764:  Nie wiem, dlaczego tu jest napisane po pierwsze tyłek.
11768:  Widać te studia humanistyczne, prawda?
11769:  Tak.
11771:  Ej, to nie jest pierwsza wiadomość, którą zostawiłem, moi drodzy.
11774:  Zostawiałem dotąd przydatne wiadomości.
11777:  Ta jest pierwszą nieprzydatną.
11781:  Tu jest łasunia.
11784:  Tu też jest łasunia.
11786:  A!
11787:  Czyli myśmy zatoczyli pełne koło.
11789:  Dobra.
11792:  Okej.
11792:  No to teraz trzeba wykminić następujące rzeczy.
11795:  Jak się dostać w to miejsce?
11802:  Dodatkowo ta broń zadaje święte obrażenia, co jest fajnie lorowo pokazane.
11805:  A właśnie, bo ja nie sprawdziłem broni po nim.
11811:  Mam wizerunek Władcy Płomienia wyłącznie.
11817:  Gdy złociste kolce powodowały Midry wieczną mękę, trzymał się kurczę o prośbę Nanai.
11822:  Wytrzymaj!
11823:  Jezu!
11826:  To jest rewelacja!
11833:  Okej, tam byliśmy.
11836:  Czyli w tę stronę.
11841:  Nie chciałem tego zrobić.
11842:  A właśnie.
11844:  Konik.
11849:  Broń jest z wizerunku.
11850:  Czaję.
11853:  Tutaj mamy mocno niepozwiedzane.
11855:  Chyba.
11865:  Czemu nie mogę używać magii?
11869:  O Boże, ja mam starą magię.
11874:  To znaczy magię z bossa mam.
11879:  Czy oglądałem 5 odcinek The Boys?
11880:  Tak, uważam, że coraz lepiej.
11882:  Strasznie się zbłaźnili recenzenci, którzy mówili, że jest gorzej z serialem obejrzawszy jedynie 3 odcinki.
11892:  Proszę bardzo, jakaś moja wiadomość została oceniona.
11895:  Szanuję.
11897:  No to co?
11899:  To tradycyjnie.
11906:  Mieczyk.
11908:  Dobrze.
11909:  Loreta, okej.
11911:  Teraz co ja jeszcze miałem?
11919:  Co to miałem?
11923:  Mroźna mgła... Tam ja... Czy sprawdzę broń z wizerunku?
11931:  Pewnie tak Jak tylko się przetleportujemy do... Wiecie gdzie Okrągłego stołu Okej, nie byłem jedyną osobą, która tam wyszła
11950:  W ogóle wiecie, że mamy hasło do jamniczej gildi, nie chcę nic mówić.
11956:  Banananananana, przypominam.
11960:  To ważne.
11964:  Idź do lewego górnego kwadratu, przez parter menagerii, lewo od razu winda.
11970:  Jakiej menagerii?
11972:  Lewy górny kwadrat to spokojnie, tam jest, tam jest, wiecie, jeszcze niewyeksplorowane, a my mamy tutaj jeszcze niewyeksplorowane rzeczy, widzicie?
11986:  No właśnie.
11992:  No właśnie.
11993:  Zasadzka.
11994:  No właśnie.
12011:  Oh, come on.
12025:  Aj, butelki jeszcze, no tak.
12034:  No butelki tam się przynajmniej regenerują.
12036:  Czy można stwierdzić, że krew i wino lepsze odszedło w drzewo?
12042:  W sensie powieść?
12044:  Nie czytałem powieści.
12046:  O co chodzi z ankietą?
12047:  To jest, Janku, rzecz dotycząca najnowszego filmu.
12051:  Ciekawi mnie, ile z Was widzi zieloną miniaturę.
12055:  Bo jak dotąd znaczna mniejszość.
12070:  Zabronić wizerunku.
12071:  Myślicie, że to będzie coś pode mnie?
12073:  Oj, patrzcie jakie są zwiechy.
12075:  To jest bardzo optymistyczny szacunek.
12078:  Czekajcie.
12080:  Czegoś nie rozumiem.
12083:  W tę stronę?
12086:  No właśnie.
12087:  Czy tu się da zjechać?
12090:  Ej, popatrzcie.
12092:  Tam są rzeczy.
12094:  Jak tu zejść?
12103:  Jak tu zejść?
12107:  Może przez ten kościół?
12108:  A może kraniec Smoczej Jamy?
12110:  Tam spróbuję.
12110:  Nie.
12115:  Hmm.
12118:  Bronić Midri jest pod wiarę?
12119:  A, okej, super.
12122:  Tak, to pytanie w ankiecie jest znane z nowym systemem na YouTubie, który dobiera miniaturkę podoglądającego.
12127:  Tak jest.
12128:  Tak jest.
12129:  Tam się wjeżdża od drugiej strony przez rzekę.
12135:  Albo od plaży.
12139:  W sensie stąd?
12142:  Tędy?
12145:  No może spróbuję... Nie, no Wielki Ołtarz Samoczej Komunii nie.
12152:  Gdzie wy tu widzicie rzekę?
