🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
24632:  Co to znaczy wyjść... Byłem przed sekundą na zewnątrz.
24635:  I tam nic nie było.
24636:  Sprawdziliśmy dwa razy.
24647:  No nie mam pojęcia.
24650:  Window nie, to już wiem, ale sobie ją i tak przywołam na wszelki wypadek.
24655:  Bo jak się zniecierpliwię, to sobie damy spokój.
24659:  Idź prosto, no prosto jest do bramy!
24665:  Możemy jeszcze iść tędy.
24672:  No to już byliśmy przecież.
24678:  Patrząc na windę w prawo.
24687:  Okej.
24689:  No nie wiem, czy to jest studnia, to wygląda jak fontanna raczej.
24698:  O, może tutaj faktycznie.
24708:  Jezus, tu jest!
24709:  O...
24717:  Kyrie eleison, jakie to jest trudne do znalezienia!
24730:  Horror!
24733:  Szczur, tu by się to przydało.
24736:  Jezus, dajcie spokój.
24741:  Zamknięte!
24750:  Nieee!
24757:  Nieee!
24763:  No nie, wiem, że nie mam klucza!
24771:  Rany boskie... Dobra, nie, nie, nie, nie, nie, nie, nie, nie... Klucz do kanałów...
24780:  Elden Ring, DLC, klucz do kanałów.
24783:  Widzicie?
24784:  Gra nie mówi nam, nie mówi nam, gdzie coś takiego zdobyć, prawda?
24791:  To nie jest kwestia słuchania dialogów.
24793:  Nie, nie, nie, nie, nie.
24796:  To nie jest ta kwestia.
24797:  To nie jest kwestia podpowiedzi.
24798:  Nie ma podpowiedzi.
24803:  No i oczywiście to jest w podstawce.
24812:  Niedobrze.
24817:  Niedobrze.
24823:  Teraz szukanie jakiegokolwiek klucza to jest dramat.
24829:  Czym miałyby być podpowiedzi do znajdziek, żeby je znaleźć?
24835:  Po to?
24838:  To jest właśnie to, że taka jest różnica między graniem, jak teraz widzicie, taka jest różnica między graniem bez solucji i znajdowaniem wszystkiego, eksplorowaniem i uważnym czytaniem.
24856:  Tak się to kończy.
24859:  A mianowicie kończy się to tym, że nic nie wiadomo, ponieważ nie ma żadnej podpowiedzi.
24877:  To jest urąga intelektowi.
24884:  No dokładnie, szukanie igły w stoku siana.
24886:  To nie jest coś, co ja będę robił.
24888:  No nie ma takiej możliwości nawet.
24905:  Tak, bo nie mogę znaleźć jednego klucza, dokładnie.
24907:  Jest oczywiście, że jest jakaś solucja.
24908:  No naturalnie, że jest jakaś solucja.
24911:  No gdzie masz ten kluczyk?
24916:  Byłem tutaj?
24921:  A no oczywiście, że jest na dachu do kanałów.
24930:  Następny debilizm.
24933:  Nie można zapauzować oczywiście.
24937:  Gdzie on tutaj włazi?
24938:  Tędy.
24941:  I co?
24941:  Mniam, że tutaj będzie ten klucz.
24943:  Tak.
24946:  To rzeczywiście tutaj nie trafiliśmy, moi drodzy.
24950:  No dobra.
24953:  Damy radę.
24957:  Boże, czy ja mógłbym odzyskać władzę nad grą?
24960:  Dziękuję.
24964:  No dokładnie, dokładnie moi drodzy, logiczne.
24969:  Jak to dobrze, że nam ktoś to podpowiedział.
24973:  Znaczy na czacie, uchac, dziękuję Ci serdecznie za to.
24994:  No gdzie to było?
24997:  Mam pewną teorię, gdzie to mogło być.
25007:  Pewną teorię.
25011:  Ale... ale to nie jest takie proste.
25023:  Znaczy wiecie, ja nie mam nic przeciwko kitraniu rzeczy w grach, żeby nie było.
25027:  Mnie chodzi bardziej o to, że fajnie byłoby, żeby ktoś nas naprowadził na to, gdzie się to znajduje.
25032:  Jakaś notatka, no cokolwiek.
25038:  Macie dowód na to, że się gra w te gry na pamięć.
25040:  O, o, o, o, o, o, to było tutaj, to było tutaj.
25045:  Teraz się tutaj jeszcze trzeba jakoś dostać.
25059:  Tivmo, witam serdecznie w gronie wspierających, dziękuję Ci.
25066:  Też pamiętałem, że on tu jest, nie pamiętałem tylko z której strony.
25077:  Chodził obok tych ptaków na dachu.
25080:  Tak, ja się usiłuję do nich dostać, wiesz.
25084:  I chyba już jestem blisko.
25094:  Ja podziwiam ludzi, którzy robią takie gajdy.
25097:  Naprawdę.
25100:  Okej, to jest tędy.
25100:  Ludzie tak robią ze wszystkimi znajomościami.
25103:  No tak, ale to jest głupota, bo to jest trywializowanie sobie rozgrywki, nie?
25107:  O, tutaj trzeba przejść, widzicie?
25113:  Tutaj.
25117:  Noo, jest i git.
25128:  To było tu?
25132:  Jezus Maria, jak ja się przestraszyłem!
25136:  I've been Dark Soulsed!
25140:  I've been Dark Soulsed!
25143:  Jest kluczyk!
25144:  Dobrze.
25149:  No szczerze wam powiem, że bym tego nie znał, a coś bym nie wiem co.
25155:  Dobra.
25159:  To byłoby tu?
25160:  Chyba tu, tak.
25163:  Najlepsze questy są w Eldenie, robiąc takie pierwsze czyste przejście nie masz szans ogarnąć, gdzie są te postaci i dlaczego.
25167:  Tak!
25167:  Mnie ma logu dialogów.
25171:  To jest kolejna rzecz, która mnie doprowadza do strzału.
25174:  A ja muszę słuchać dialogów, no ja słucham.
25176:  Ale nie muszę ich zapamiętywać.
25179:  A notować nie będę.
25181:  Bo to nie jest RPG, klasyczny.
25187:  Oj, pardon, nie wyciszyłem mikrofonu.
25191:  No.
25192:  Okej.
25192:  Teraz trafić z powrotem do tej studni.
25194:  Okej, tędy.
25198:  Świetna muzyka tutaj jest.
25199:  Jezu, tak!
25200:  To jest, to jest piękna lokacja.
25204:  Ale zauważcie, że tu jest jeden problem z porównanie z takimi DSM-1.
25208:  Widzicie ile ja się teleportuję, prawda?
25213:  Nie można tu niestety płynnie przejść ze wszystkich miejsc, we wszystkie.
25220:  Gincie wszyscy.
25221:  Sto tysięcy, ładnie.
25223:  Dobrze.
25224:  Studnia!
25228:  Kanały!
25233:  Wiem to, że nie do magii, ale nikt zahacza czapką o szczeble drabinki.
25242:  Good.
25244:  No, nie znalazłbym tego sam, no powiem wam wprost.
25248:  Jest!
25249:  Cuchnące bagno!
25251:  No właśnie, czegoś mi tutaj brakowało.
25256:  Oczywiście, że jest trujące.
25259:  Wiedziałem, że gdzieś ta sraka wypływa.
25264:  Naturalnie.
25272:  Co jest?
25281:  Przepraszam, moje umiejętności zostały na chwilę zawieszone wskutek tego, że gra się... A, już wiem, zawiesiła.
25290:  Na pewno przez to bagno trzeba przejść, mówię wam.
25294:  Na pewno również mamy jakieś piguły radosne, które mogą nam w tym pomóc.
25302:  A, tam coś jest.
25306:  Dobrze, jak będzie najbezpieczniej przejść?
25309:  Już widzę.
25315:  Do tej wieży tam.
25317:  Tamtędy.
25322:  Ej!
25322:  To nie jest bagno!
25327:  Jesus Christ, flashbacki z Wietnamu, no żebyście wiedzieli.
25333:  Co my tu mamy?
25333:  I gdzie my jesteśmy na mapie?
25336:  Aha, tu jesteśmy!
25339:  Całe niewyeksplorowane!
25341:  Można zadać pierwszą tam księgi zepsucia.
25343:  O, i obawiam się, że jest ciężki do dostania już na tym etapie.
25346:  E, buczek.
25349:  Ważnie jest dostępny.
25353:  Czy mi się chce tutaj schodzić?
25356:  W sumie może to być ważne.
25358:  Potem będę żałował.
25360:  Co wy tutaj robicie?
25361:  Eksplorujemy Marcinie.
25364:  Toksyczne bagno.
25365:  On już będzie tutaj jakaś znajdźka.
25368:  Proszę bardzo, jedna.
25369:  Kamień Kowalski, wow.
25371:  Dlaczego to zawsze musi być coś niesamowitego?
25373:  No dobrze ujęte, dobrze podsumowane.
25379:  Jest audiobook Księgi Zepsucia, pisze Karol.
25380:  E, no to już w ogóle super.
25383:  Drugi tom jest całkiem fajny.
25385:  Naprawdę jest podobnie do Elden Ringa.
25386:  To nie zwodzę was jakoś przesadnie.
25389:  A polskiego pisarza zawsze miło wesprzeć.
25392:  Hop, hop.
25395:  Czuję się teraz jak porządny chłop, moi drodzy.
25397:  Taki porządny, małorolny chłop.
25400:  Oczywiście spadłem w takie miejsce, z tego się pewnie nie da wyjść, prawda?
25404:  Oczywiście, że tak.
25405:  No oczywiście, że tak.
25406:  Przecież jestem sobą.
25414:  Oczywista sprawa.
25425:  Dobra, to gdzie ja to szedłem?
25426:  Tam.
25431:  Okej.
25438:  Good.
25440:  To jest za mało przeciwników tu jest, powiem wam.
25444:  Żebym nie powiedział tego w złym momencie.
25446:  Pigły neutralizujące.
25448:  Jakim cudem ktoś tutaj znalazł?
25451:  Tu się przyda szczupła osoba.
25455:  Co za bait.
25461:  Ciekawe, jak to wpadł pomysł umieszczenia Kamienia Kowalskiego plus 2 w DLC, gdzie masz już wszystko wymaksowane.
25467:  Wiesz co, niekoniecznie.
25469:  Nie sądzę, żeby każdy miał każdą broń wymaksowaną, no bez przesady.
25474:  Gdzie tu jest jakiś skrawek lądu?
25477:  Otóż tutaj.
25478:  Przed tobą skakanie.
25480:  Bardzo dobre.
25481:  Niesamowicie spodobał mi się ten komentarz.
25483:  Jest niewiarygodnie wprost erudycyjny, interesujący i ciekawy.
25487:  Tu jest sporo przeciwników.
25493:  Beka z typa.
25495:  Przychodzą wszyscy do mnie?
25497:  Świetnie, że mam manę.
25505:  Ten stagger się tutaj przydaje na tym zaklęciu i to tak bardzo.
25509:  Doleci czy nie doleci?
25512:  Jezu, ile tego tu jest!
25514:  Więcej was matka nie miała?
25517:  Przełączymy sobie na to i odpalimy sobie... Jezus Mary... Czekajcie, czekajcie, oni tu idą, oni tu idą.
25523:  Z bait?
25525:  Good!
25533:  Przestań bzyczeć!
25546:  To mnie... To mnie obrzyguje!
25548:  Czemu to mnie obrzyguje?!
25549:  Przestań mnie obrzygiwać!
25553:  Odrażające... Muchy!
25559:  Straszne!
25560:  Teraz muszę poczekać aż mi się... Wiecie co?
25563:  Czemu się ten status cały czas nadbudowuje?
25565:  Jezus Maria, Jezus Maria!
25572:  Czemu w każdej grze musi być zrzyganie?
25574:  W absolutnie każdej grze!
25576:  Czy to jest jakiś... To są tortury!
25578:  Ktoś mnie torturuje!
25582:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
25620:  A co jeśli ja w którymś momencie wysiąkam mózg?
25623:  Tak, używam czasownika siąkać do oczyszczania nosa.
25627:  Nie, nie zamierzam przestać.
25629:  Nie umiem tu wskoczyć.
25631:  Umiem tu wskoczyć.
25634:  Wężowa strzała.
25635:  No zajebiście po prostu.
25639:  Patrz, trucizna.
25640:  Patrzaj, łajno.
25641:  I ja bym bliższe usadził.
25648:  No, tutaj dalej jest bardzo... Uuu, popatrzcie co tam jest.
25651:  My się dostaniemy do tej wieży!
25653:  Wieżę w zwierzę!
25656:  Wieżę w zwierzę i papierze!
25657:  Właśnie, myśmy mieli o 21.37 iść do Papaya.
25662:  Jest 23?
25664:  Kiedy?
25666:  A się dobrze gra.
25667:  Widziałem, że tak będzie.
25669:  Patrzcie, tam jest typiarz, z którym będzie ciężko walczyć, mówię wam.
25678:  Ale idziemy do niego Nocna kometa będzie chyba najlepsza Dobra Tuptamy Terra magica gratia plena, benedicta te in mulieribus O tak
25721:  To była dobra decyzja.
25730:  To była bardzo dobra decyzja.
25732:  Wątroła bestii.
25733:  Nic nam nie da.
25735:  Znaczycie, wiecie, czy będzie jamnik?
25737:  Mam nadzieję.
25738:  Przed tobą kłamca.
25739:  Nawet nie sprawdzałem.
25740:  Nawet nie dałem się zbejtować.
25748:  Okej, na to czekałem i na to liczyłem.
25750:  Oszczędzanie many.
25753:  Oszczędzanie many jest dobre.
25759:  I wtedy bogowie Elden Ringa zobaczyli Niedomaga Jamniksa, który oszczędza many i pomyśleli sobie, że to jest dobre.
25770:  Tak było.
25772:  Nie zmyślam.
25777:  No dobra.
25778:  Tutaj wszystko wskazuje na to, że nie ma jakichś strasznych wrogów.
25782:  Nie wiem, co to było.
25783:  Co tam jest?
25789:  Hop.
25789:  Eee... Nope.
25793:  A potem na świecie nastał chaos.
25795:  Tak, tak właśnie.
25797:  No i widzicie, i tutaj też by trzeba było walnąć czymś, co wszystkich ich zabije naraz.
25807:  Ale życie nie jest tak proste.
25810:  W związku z powyższym, na raz ich nie zabiliśmy.
25812:  Widzicie, znowu była ścinka.
25813:  Są małe ścinki.
25814:  Znaczy, wiecie, no, to nie jest poziom tak EA, tak, jeżeli chodzi o błędy.
25820:  Ale też nie jest idealnie.
25823:  Dobrze?
25823:  Nie jest idealnie, jeżeli chodzi o optymalizację.
25826:  Więc bierzcie to, proszę, pod uwagę, jeżeli planujecie grać i kupować przede wszystkim dodatek.
25831:  Na razie, nie czekając na patche.
25836:  Co ja patrzę?
25838:  Okej.
25844:  Dobra, zanim stąd pójdziemy, upewnimy się, że wszystko mamy.
25850:  Wygoda, może spróbuj tego.
25852:  Ach, ta samotność.
25854:  Uważaj, harmonia, przyjaźń, tego musisz szukać.
25860:  Co to za lokacja?
25861:  No właśnie, ona jest skitrana strasznie.
25863:  To są kanały, z którymi wychodzisz na ten dziedziniec.
25866:  Znaczy kanały, jak kanały.
25870:  Tam coś jest, tam coś jest, tam coś się łyszczy.
25873:  Ja tam pójdę.
25875:  Bardzo tego pożałuję następnie.
25879:  Tak właśnie się stało, bardzo tego pożałowałem.
25887:  Mhm.
25887:  Mhm.
25892:  Mhm, dobra.
25894:  Mamy.
25895:  Mamy to.
25897:  Czyli chyba wszystko.
25902:  Skrót, a potem łaska?
25907:  Czy to jest w tę stronę?
25909:  Może to jest w tę stronę skrót?
25911:  Tak, tak, po drabinie jest.
25918:  Dobre.
25918:  Przed tobą skrót.
25921:  Mini-boss tu jest?
25922:  O, super!
25924:  Rycerz pokonany, ledwo, ledwo.
25925:  Musieliśmy użyć Samona znowu.
25927:  Drugi boss, z drugim trzeba było pobudzić Samona, bo inaczej byśmy tam dalej byli.
25934:  No, Jesus Christ, tak to jest długie.
25936:  Aaa, już wiem, gdzie prowadzą.
25937:  Już nawet wiem, gdzie prowadzą te drzwi.
25939:  No, Jezus, oczywiście, że tutaj.
25947:  Te drabiny w Eldynie są czasem zupełnie niewidoczne, nie odbiega się od nich.
25950:  No, ewidentnie nieuczęszczana do szkoły God of War projektowania przestrzeni wspinaczkowych.
25958:  Kamo Greenberg, dziękuję za trybut.
25959:  Bonusowe zalety oglądania krztowego Elden Ringa, wielokrotne rozindyczanie, to było.
25964:  Możliwość używania rzygających jamniczych emotikonek, to też było.
25968:  To po waszej stronie, moi drodzy.
25971:  Dziękuję ci za trybut, kamo.
25979:  Szybko, szybko, szybko, szybko, szybko, szybko.
25981:  Dobra!
25987:  Myślałem, że będzie ich tutaj więcej.
25999:  I tak zaiste jest!
26008:  Ej, czymś mi tutaj śmierdzi.
26010:  I nie, nie mam na myśli tego, że jestem w cuchnącym bagnie.
26016:  No łajno, czemu tu zawsze musi być łajno?
26018:  Patrz, bagno!
26020:  Dobre.
26024:  Czekajcie, co jest?
26030:  To gdzie jest ten Miibos?
26037:  Może tutaj?
26043:  Dlaczego uważasz, że summony w grach to trywializowanie?
26046:  Nie w grach.
26047:  Tutaj.
26050:  Nie widziałaś po stronie, jak to wyglądało?
26051:  To by wyglądało absurdalnie, jak walczyliśmy z pierwszym bossem.
26055:  Ginął momentalnie.
26064:  Na drugim końcu bagna jest.
26066:  Ja przyszedłem to bagno z jednego końca na drugi, moi drodzy.
26069:  I nie było żadnego minibosa.
26075:  Mnie znowu obrzyguje.
26104:  Jesus Christ.
26106:  Tam coś jeszcze wisi.
26107:  Może na ten most trzeba wejść, słuchajcie.
26113:  Zero podpowiedzi ze strony graczy, widzę.
26117:  Chodziło o tego roga, tego wojownika?
26120:  Tak?
26124:  Na południe jest przewrócona wieża.
26127:  A to widziałem, ale za tą przewróconą wieżą myśmy byli przed sekundą.
26136:  A wydaje mi się, że myśmy tam byli.
26160:  Jeżeli chodzi o tego rycerza, to rycerz jest zabity.
26166:  Ta, myśmy tu wszędzie byli już.
26172:  Chociaż... Chociaż... Może tędy?
26178:  Jest dużo przewróconych wież.
26180:  Nie wierzę w przewrócone wieże.
26187:  Ej no, tutaj nie byliśmy.
26197:  Boskie.
26201:  Rany boskie.
26206:  Czy wy chcecie mi powiedzieć?
26208:  Czy wy mi chcecie powiedzieć, że ja mam z tym walczyć w trującym bagnie?
26216:  Jak? !
26227:  Przed tobą potworność.
26228:  Ogień, może spróbuj tego.
26236:  Myślisz, że stąd Azur do- doleci?
26241:  Jezus, ja mogę oddalać?
26242:  Q?
26244:  Czy wy to widzicie?
26246:  A nie!
26247:  Przy fokusie się oddala.
26248:  Okej, czaję.
26250:  Boże, już myślałem.
26254:  Może Azur nie dolecieć tam?
26298:  Jesus Christ, udało się!
26305:  Trucizna, trucizna.
26308:  Jesus Christ, ja nie wiem, jak to się udało, ale się udało.
26316:  Yyy... Nie ma tych pigów w większej liczbie?
26325:  Aaa... Whatever.
26328:  Rut smaka oglądany, Jan jest część na bieżąco i dowody na to są na bez schematu.
26334:  W poniedziałek będziemy mieć kolejną rozmowę.
26339:  Jezu, udało się.
26340:  Udało się!
26342:  Taktycznie, tak jest!
26346:  Bez salmonów.
26348:  Dobra.
26351:  Okej, jestem usatysfakcjonowany i wracamy tutaj.
26358:  O którą diunę Ci chodzi, Krzysztofie?
26370:  Bez samonów, tylko OP czar.
26372:  Może chcesz się wypowiedzieć, Rakta, coś na temat magii, której używają bossowie?
26376:  Ponieważ jak dotąd żaden boss nie pokonywał nas mieczem, tylko każdy używa magii, która one-shotuje.
26383:  Zapraszam, zapraszam.
26390:  Tu.
26391:  Tu mnie nie było.
26394:  I wiecie co?
26394:  Mamy za dużo znaczników na tym etapie.
26400:  Tutaj sobie pójdziemy, myślę, jutro.
26404:  Czarska książka.
26405:  A znam, znam.
26406:  Ja uważam, że do Boga Imperatora Duny można czytać.
26409:  Jeżeli ktoś przetrwa przez Boga Imperatora, przebrnie przez Boga Imperatora, to przebrnie przez wszystko.
26421:  Nie wiem, Filipo.
26422:  Sesja się zaczyna.
26428:  Okej.
26430:  Nas na pewno nie było.
26446:  Dlaczego we linii Fogwall nie jest mgły tylko z oddechu trolla?
26449:  Dobre pytanie, Justyno.
26453:  Gdzieś... Tu na... Tak, tutaj nas na pewno nie było.
26463:  Dla mnie na przykład to zakręcie jest bardziej OP, ponieważ ono staggeruje.
26470:  No, Bóg Imperator jest trudny na nul.
26473:  No trzeba jednak... Trzeba jednak ludzi przestrzec.
26477:  Ja bardzo lubię.
26478:  Jest to szalona książka, kompletnie.
26482:  Ale jeżeli ktoś lubi wątki polityczne, fantazy, super sprawa.
26490:  Czy jesteś w stanie coś powiedzieć o tym, co jest teraz coraz częstsze na uczelniach, czyli grooming studentów?
26496:  Słyszałem od Rams'a, że jest dużo takich przypadków na Usiu.
26498:  Wiesz co, jest problem z... Nie wiem, to jest moja hipoteza robocza, bo wiem, że na Usiu jest akurat bardzo fajne podejście do studentów, ale też słyszałem o takich przypadkach tam i to jest problem sytuacji, w których macie na przykład przechodzenie na ty w normie i za tym przechodzeniem na ty idzie w parze
26523:  pozostawienie nierównomiernej hierarchii.
26526:  Czyli na przykład prowadzący narzuca coś takiego i potem jest mu o wiele łatwiej przeciągnąć te relacje do formy niestosownej, nieadekwatnej do miejsca pracy.
26537:  Więc tak, to się często zdarzało i dużo ludzi mi o tym mówiło.
26541:  Więc moja zawsze ta strategia była taka, żeby dawać ludziom swobodę.
26545:  Muszę wziąć pastylkę.
26546:  Natomiast...
26548:  No, takie sytuacje się zgłasza.
26551:  Jeżeli czujecie, że ktokolwiek przekracza granicę, to zgłasza i to od razu, zanim będzie źle.
26558:  Bo jak będzie źle, to wtedy przejdzie dany pracownik w tryb defensywny i zacznie Was oskarżać, że kłamiecie itd.
26564:  Natomiast jak wiecie, że się czujecie nieodpowiednio itd., niestosownie, to jest duża szansa, że ktoś na to zareaguje.
26573:  No, dokładnie.
26573:  Tomasz pisze, że wykorzystuje swoje stanowisko do tego.
26576:  No, dokładnie.
26576:  Czy słyszałem o tym w związku z filozofią tak bardzo?
26578:  Nie.
26578:  To była prywatna sytuacja, o której słyszałem i ona była bardzo poważna.
26582:  Nie jedna.
26585:  A Filip z filozofii tak bardzo został chujowo potraktowany przez Uniwersytet Śląski.
26589:  To jest inna sprawa.
26592:  Powinien był dostać, zwłaszcza w swojej sytuacji życiowej, propozycję tatua, to jest przemądry człowiek.
26599:  Środowisko akademickie, moi drodzy, nie raz mnie już zawodziło, więc ja już się przestałem dziwić.
26606:  Wiecie co?
26607:  Wezmiemy sobie Torrenta tutaj.
26614:  No i to był dobry pomysł.
26622:  Co jest tutaj?
26629:  Podejrzanie, dużo wiadomości.
26661:  Czy jest możliwa amputacja nosa?
26668:  Ja bym chciał jak Lord Voldy, nie?
26670:  Nie mieć nosa.
26676:  Nie dziwmy się o uciekaniu naukowców do internetu, co nam idzie pod opadania na Akademię.
26680:  Co masz na myśli, Ramsey, na temat uciekania naukowców do internetu?
26683:  To mnie ciekawi.
26691:  Michael Jackson też nie miał masy.
26693:  Wyglądał gorzej od Voldemorta.
26697:  Okej.
26702:  Dokładnie!
26704:  To wskazywało podziemne grobowce.
26708:  Moi drodzy, my gdzieś zmierzamy.
26719:  Ja powinienem był zacząć tak stream wczoraj.
26721:  Moi drodzy, my gdzieś zmierzamy.
26725:  Dyktoforcja pisze, że ma dzisiaj cały czas to samo.
26727:  Kicham bez przerwy, nie polecam.
26729:  No ja mogę tylko podziękować PKPowi.
26734:  PKP mnie niestety zaraził.
26736:  Albo zaraził, albo zaziębił.
26739:  Jedno z dwóch.
26743:  Co to w ogóle jest?
26744:  Jakiś skrzoty nas na taką, jakiś zgredek popieprzony z kosą.
26749:  To jest zgredek, któremu odjebało.
26755:  Przestań!
26756:  Bądź dobrym zgredkiem, dam ci skarpetę!
26760:  Wiecie co?
26762:  Nie ma co ryzykować.
26764:  To nie jest zgredek, którego znacie.
26769:  PKP, klimatyzacja, dokładnie, nie?
26775:  Na początku było tak, że nie było klimatyzacji.
26779:  Jest!
26779:  Jest grobowiec, znalazłem sam!
26782:  Na początku było tak, że nie było klimatyzacji w ogóle, nie?
26786:  Potem stwierdzili, o to nie, to my teraz będziemy dawać wyłącznie klimatyzację.
26792:  Jezu, ile tutaj tego, więcej was matka nie miała?
26805:  Jeszcze krwawienie nam nakładają.
26808:  Jezus Chryst.
26822:  Jest.
26822:  Ech.
26827:  Oooo.
26830:  Dawno nie było, dawno nie było.
26839:  Dobranoc, Anafema, dobranoc.
26842:  Daaawno nie było.
26859:  O jaki kanał masz na myśli, Tomaszu?
26862:  Żałowanie występowania.
26866:  Czy na Uniwersytecie Giellońskim jest ktoś, kogo lubisz albo przynajmniej szanujesz, przygotowasz?
26869:  Tatar.
26869:  Oczywiście, że tak.
26871:  Zawsze wam powtarzam, że ludzie tworzą instytucje, a nieinstytucje tworzą ludzi.
26879:  Te katakumby są głębokie, ostrzega Łuchac.
26882:  Wie, bo w nich właśnie jest.
26884:  Świetnie.
26885:  Także tak się spodziewałem, że jeżeli dali nam...
26900:  Co to kuźwa jest?
26902:  Jeżeli dali nam tutaj łasunię... Czy z tym się w ogóle da jakoś walczyć?
26913:  Jesus Christ.
26913:  Tak się spodziewałem, że jak nam dali łasunię, to musi być to bardzo przerażające.
26924:  To ja żadnych problemów z autorami kanału nie znam, Tomaszu.
26929:  Tego, o którym ty mówisz.
26933:  Wręcz przeciwnie.
26935:  Raczej na odwrót było.
26940:  Czy możecie mi wytłumaczyć, dlaczego jest tak, że oni wypoczywają w cieniu własnej stopy?
26949:  Był taki, był taki rodzaj fantastycznych stworzeń, które wypoczywały w cieniu własnej stopy.
26957:  Skąd to atakowało?
26958:  A, po prostu.
26959:  To jest piękne.
26966:  Trzeba konserwować manę.
26971:  Witamy Dominikę Jamnikotwórczynię Klimczek na czacie.
26976:  Instytucje tworzą wybitne jednostki.
26978:  Znaczy, instytucje tworzy demokratyczna społeczność, to rzeczywiście.
26983:  I ona musi być skupiona wokół wspólnych wartości.
26986:  I spójnych zarazem.
26988:  Przepraszam, mów, że troszeczkę niewyraźnie mam pastylkę.
26997:  No oczywiście, że tak.
27034:  Też chcę do domu.
27046:  To jeszcze czego? !
27063:  Gdzie jest ten czarodziej?
27067:  There is only one mage!
27068:  Ehe!
27077:  Bekas maga.
27079:  Mało wrogów póki co, bo żartujecie sobie.
27082:  Mieliśmy tutaj tak pokitrani, żeby jak najwięcej zużyć naszej many.
27087:  Prawdopodobnie prawo.
27092:  Fajne, fajne, nie?
27093:  Uwielbiam to, uwielbiam to.
27097:  Konsolowe barachło.
27100:  Chryste jezu.
27108:  Dobrze.
27109:  Powinniśmy mieć te główienka na hita.
27112:  Co to jest?
27113:  Świeci się.
27116:  Przed tobą tajne przejście.
27120:  Wredzielec.
27122:  Boże, ktoś tutaj biedny umarł.
27126:  Uważaj ogień, o nie.
27130:  Nietypowe atrakcje w Krakowie.
27131:  Zwykle polecam podziemia rynku.
27134:  A, jeszcze dla miłośników spacerów.
27138:  Jest taka jedna miejscówka.
27140:  Droga od Kopca Piłsudskiego na ten drugi, Kościuszki.
27145:  I idzie się bardzo taką długą, fajną alejką.
27148:  Przefantastyczna sprawa, można jeszcze OZO zahaczyć wtedy.
27162:  No wiem, że ogień, ale gdzie?
27167:  Tuż wszędzie.
27181:  Aha.
27188:  Ile tam zużyłem tego życia?
27191:  Fajnie.
27197:  Pierwsze lewo.
27208:  Good.
27210:  Oj, naprawdę bardzo są pomocne tutaj.
27216:  Potem zbliża się kolejne lewo, tak?
27220:  Gdzie?
27221:  Dwie lewe ręce mamy!
27224:  Boss ultimatywny.
27230:  Porobionet.
27234:  Książka z przepisami rycerza starożytnych smoków.
27237:  Niesamowicie podnieciłem się.
27240:  Tak mnie tak zdenerwowały, że wyszłam zwiedzać inne regiony.
27244:  Przecież szereg nie ma jaka oni.
27251:  Pomieniłem się.
27257:  Ej, nie było żadnej ukrytej ścieżki jeszcze, jestem rozczarowany.
27265:  Niestety ten w dół.
27267:  Czy można mówić o demokracji, jeżeli w ciągu kilku lat kandydata na stanowisko rektora i dziekana jest tylko jeden?
27272:  Rektor i dziekan nie decydują w uczelni.
27274:  Proste.
27275:  W uczelni nie decyduje Senat.
27278:  W uczelni decydują rady dyscyplin, rady wydziału.
27281:  Rektor to jest stanowisko, które jest kwiatkiem do kożucha.
27288:  Taka prawda.
27291:  Jeżeli chcecie coś przepchać na uczelni, krótko mówiąc, to intuicja podpowiada, a, to muszę znać rektora.
27298:  Nie.
27300:  Właśnie na tym rzecz polega, że nie, nic wam to nie da.
27302:  Może być wasza mama, wujek, wszystko jedno.
27306:  Nic to nie da.
27307:  Ale jeżeli macie środowisko wokół siebie, to przepchniecie dowolne zmiany.
27310:  Albo nie doprowadzicie do tego, żeby jakiekolwiek były.
27315:  Rozejrzyj się uważnie.
27316:  Ja niczego innego nie robię!
27319:  W tej grze oznajmiam niniejszym.
27342:  Nie, nie!
27352:  Chciałem wejść na to.
27357:  A skończyło się jak zawsze.
27365:  Byłby pasztet z Jamnixa i to niesmaczny Nie, nie przebiegniemy Czekajcie, bo widzę komentarz Boss tutaj wydaje się naprawdę mocny?
27392:  Niedobrze
27396:  Aaa, niedobrze, ale mam nadzieję, że będzie Marika przed nim.
27401:  Boże, jak ta postać wygląda przekomicznie.
27406:  Ja nic nie mówię.
27409:  Słyszę jakieś tuptanie.
27415:  Eee, to, to, to śmierdzi.
