Ordo Iamnicorum | WARHAMMER CHAOS GATE: DAEMONHUNTERS Livestream #4
🔗 https://www.youtube.com/watch?v=SAfx6T20tlU

219:  Fitam!
7527:  To prawda, bo się prosto zrobiło.
7540:  Dobra.
7541:  Jest szansa, że ich wszystkich tutaj pokonamy teraz, jeżeli to dobrze rozegramy.
7550:  Hop!
7551:  Hop!
7551:  Harad!
7557:  Harad!
7560:  Good.
7561:  Dobrze.
7565:  Okay.
7568:  Przenosimy się tutaj.
7571:  Teraz pytanie, czy sięgniemy... Sięgniemy.
7578:  Dobrze, bardzo dobrze, bardzo dobrze.
7580:  Będzie asysta?
7582:  Nie, nie ma asysty.
7587:  Kindze się właśnie udało zaliczyć najbardziej problematyczny wykład.
7589:  Super sprawa, gratulacje!
7592:  Co to był za wykład?
7594:  Czy czytałem pilipiuka i opowiadanie nawiązane do Pinokio i robienia wędlin z osiołków?
7597:  Z osiołków, które zmieniły się w próżne dzieci.
7600:  Mam myśl, że nie, ale czytałem inne nawiązanie do Pinokio, które było napisane przez...
7608:  Autora asystentki pisarza fantasy.
7618:  Jeremy Ford.
7624:  W tym zresztą mi opowiadanie znajdziecie.
7629:  Na wieki wieków spaczeń, Urszulo.
7631:  Dlaczego idziesz moknąć na spacer?
7633:  Nie wolno takich rzeczy robić.
7635:  Na wikiwiku spoczyń fucking posun.
7637:  Witamy serdecznie.
7641:  Trzeba chronić heretyczkę.
7642:  W sumie racja.
7649:  Dobra, co się dzieje?
7651:  Wszystkich pokonujemy przecież.
7656:  Inkwizytorka musi przeżyć.
7658:  Jeszcze dwie tury musimy wytrzymać.
7659:  Dobra.
7662:  Okej.
7665:  Teraz jest moment, w którym musimy użyć teleportacji.
7667:  Tutaj.
7673:  I... Ciachamy.
7678:  Tak, jest bardzo dobrze.
7682:  To wystarczy.
7685:  Eee...
7689:  Tarża się przyda bardzo.
7692:  Brad Shitstorm.
7693:  Czy Brad Shitstorm może w kogoś strzelić?
7695:  Chyba będzie musiał nawet.
7701:  Okej.
7703:  Witaj, Pakucze.
7705:  Kinga Wolska mówi, że ten trudny egzamin to było kreatywne mówienie, które polegało na nauczeniu się na pamięć.
7710:  Haha, bardzo kreatywne.
7712:  Ach, Boże.
7714:  Kosmiczne ilości słownictwa.
7719:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
7749:  Okej, co my możemy zrobić?
7755:  Uleczyć inkwizytorkę?
7756:  A, chyba nie możemy.
7760:  Hmm, niedobrze.
7765:  Dobra, sięgniemy, sięgniemy.
7775:  Tak, w X-Comie się kończy warta po otrzymaniu mordy.
7777:  Tak mi się coś wydawało, Cavcia, właśnie.
7778:  Tak mi się coś wydawało.
7780:  Tutaj to chyba dotyczy wyłącznie... To nie powinno nikogo dziwić, naszych wrogów.
7791:  Dobra.
7795:  Nie, nie strzelamy z tego.
7799:  Dobrze.
7801:  Mam ogromną nadzieję, że wrogowie nie zniszczą naszej inkwizytorki, która się, jak wiadomo, do niczego nie przydała.
7809:  Jaka sytuacja w jednej z małopolskich szkół diastemo?
7819:  Nasi wrogowie mutują.
7822:  Story of my life.
7825:  Giery pierwszego odcienia na PopScience, 1 czerwca.
7831:  Ja nie odpowiadam za ten kanał, ja tam tylko gościnnie prowadzę rozmowy.
7835:  Więc to są daty, które przekazuję Wam z drugiej ręki.
7841:  Dwiastona pisze, że WF-ista poniżał publicznie swojej nieletniej uczennicy, sugerował rozwiązły tryb życia i możliwość zajścia z nim w ciąże rany boskie.
7847:  Poskarżył się innej nauczyłce, ta zgłosiła sprawę i znam koniec tej historii, mianowicie kuratorium interweniowało w sprawie nauczycielki, która zgłosiła sprawę, a nie w sprawie tego WF-isty.
7856:  Nic mnie nie dziwi.
7858:  Biorąc pod uwagę, jaka kreatura jest małopolskim kuratorem oświaty, nic mnie nie dziwi.
7865:  Bob Kua pisze, zacząłem ostatnio grać w Gęsi na jakieś porady.
7870:  Tak, polecam zobaczyć sobie parę filmów dotyczących tego, jak efektywnie farmić w tej grze, tak żeby tracić jak najmniej czasu.
7878:  Podziękujesz sobie później bardzo.
7881:  Im wcześniej się zacznie odkrywanie farm-spotów, tym lepiej.
7885:  Panie Wallach, obecność przeszkodzi nasze sensy.
7888:  Nie mogę otrzymać zamknięcia teleportacji.
7900:  Tutaj jest komandant.
7904:  Niedaleko!
7905:  Niedaleko!
7914:  Ale może się znęcać nad tym Deathmarine'em.
7920:  Egzekucja, taaaak!
7924:  To mi się podoba.
7927:  To mi się bardzo podoba.
7931:  Czy możemy w kogoś strzelić stąd?
7934:  Możemy teoretycznie, ale chyba lepsza będzie teleportacja.
7939:  Tak, tak mi się wydaje.
7948:  Dobrze.
7951:  Okej.
7954:  Rzućmy jeszcze granata.
7957:  Rzucenie granata zawsze jest dobrym pomysłem.
7965:  Więc ja w Genshin Impact zacząłem zdecydowanie za późno farmić i to spowodowało, że moje doświadczenia z tej gry były o wiele gorsze
7975:  A i tak miałem sporo nagromadzone, bo ja jestem człowiekiem, który lubi gromadzić rzeczy w grach, ale okazało się to absolutnie niewystarczające.
7988:  Ciężko powiedzieć, co powinniśmy teraz zrobić i gdzie pójść.
7992:  Teoretycznie tutaj ten granat by się przydał, ale pytanie, gdzie oni spadną wtedy?
7997:  Za duża loteria.
7998:  A tutaj mamy pewne obrażenia i zdejmiemy go zwarty.
8006:  Żeby się dobrze bawić, też dodaję kawcie, nie trzeba mieć dobrego teamu i superbuildu, można przejść grę z trzema postaciami.
8011:  Można, jak najbardziej.
8014:  Jakby nie można było, to wiecie co.
8018:  Okej, odpalimy sobie tarczę, myślę.
8021:  I teraz tak, co się dzieje tutaj?
8023:  Tu musimy niestety przeładować, to zawsze jest smutne, ponieważ to jest strata czasu.
8029:  Co nie jest smutne, to używanie ognia.
8033:  To zawsze jest radosne.
8035:  Co jest smutne, to to, że ten ogień zadaje małe obrażenia.
8039:  Co jest radosne, to to, że jednak jest ogniem.
8042:  Czy to w planach live'y z EXPAMA?
8044:  No, na razie nie, chyba że wyjdzie trójka.
8051:  OK.
8054:  Reloading i egzekucja.
8061:  Ale chyba przy strzałach nie ma egzekucji.
8076:  Przejdźmy tutaj, za zasłonę.
8080:  I... Przejdźmy ponownie za zasłonę.
8087:  Ogień oczywiście powinien wypalać spaczenie na ziemi, to jest dobra uwaga, zwłaszcza takie, które zostało rozsypane przez Death Marines.
8111:  Bardzo czuć balance patch.
8115:  Albo po prostu nasza drużyna jest potężniejsza.
8122:  To jest Death Guard?
8125:  Mówicie?
8126:  A tak, teraz widzę Insignia.
8138:  No i, no i gdzie, gdzie... Gdzie riposta?!
8144:  Jakie okulawienie!
8148:  Skandal.
8154:  Komendant, jakiś inny potencjał wychodzi z Warpu.
8186:  Czarny Księżyc walczy z nami!
8195:  Jesteśmy na bramce!
8223:  Otrzymaj to.
8227:  Najgorszy czas, w którym nie było korupcji, która zniszczyła ten sektor.
8231:  Przyszło mi tutaj, z drugiej strony wioski.
8233:  Mogę się dodać do tej głupoty.
8247:  Nie wolno zabijać pozakadrowo!
8251:  Co to za off-screen fight?
8252:  Skandal!
8252:  Nie interesuje mnie co mówisz!
8254:  Skandal!
8268:  Wstydź się!
8271:  O, jak się zdenerwowałem.
8274:  Może tych też pozakodrowo zabijemy.
8277:  Żądamy reasumpcji, tak.
8357:  Teraz to ja chcę, żeby było trudniej!
8362:  Jak to nie, jak można coś wyobrażać, wyobraźcie sobie przez jeden moment, że wbija nasz dowódca, wielki mistrz,
8372:  I wtedy są te spowolnione animacje, dokładnie takie jak przy egzekucji albo przy rzucie granatem.
8378:  I teleportacja, i ciach, i strzał, i blok tarczą.
8383:  Jakie to byłoby wspaniałe!
8385:  I kadr za kadrem, w szybkim montażu.
8388:  Zajęłoby to 5 minut.
8392:  Znaczy nie czasu ekranowego, ale przysłowiowe 5 minut pracy, bo można byłoby nawet wykorzystać animację, wszystko jedno, ale jak można zmarnować taką okazję, nie robi się czegoś takiego, nie wolno!
8417:  Właśnie, mogli pouścić chociaż dokument o krewetkach albo o lambuście, nie?
8423:  Tak.
8423:  Jak we Władcy Pierścieni nie ma bitwy nad Anduiną, a tam wielu bitew nie ma.
8429:  No dobrze, ale zebraliśmy mnóstwo ziaren.
8432:  Dwanaście ziaren.
8436:  I teraz tak, co możemy uczynić?
8438:  Małem mnóstwo, małem mnóstwo zaopatrzebowania.
8440:  Ten szary snycerz o randze drugiej, koncyliarz, medyk, dobra, bierzemy medyka na pewno.
8446:  Chat, już myślcie nad imieniem.
8448:  Czaszunia zakłócająca.
8451:  Kiry z poświęcenia.
8456:  Bierzemy kiry z poświęcenia.
8457:  Kredo.
8460:  Pocisk psjoniczny.
8461:  Czy ktoś ma kredo?
8463:  To jest bolter szturmowy.
8465:  Musimy wymienić boltery szturmowe.
8474:  Więcej awansów!
8477:  Dobrze.
8478:  Kto?
8478:  Brad Shitstorm.
8479:  Nie dziwię się, że awansował.
8481:  Dyscyplina broni dystansowym.
8482:  Będąc pod ostrzałem 50% szansy odpowiedzi, bierzemy to absolutnie.
8487:  Zwiększenie amunicji.
8488:  Tak.
8490:  Awans został potwierdzony.
8493:  Brad Harad.
8496:  Brad Harad może bardziej haratać teraz.
8499:  Hmm...
8507:  Aktywuję, aby zapewnić tę umiejętność, ale to jest kiepska umiejętność.
8511:  Ten rycerz uzyskuje plus 2 do maksymalnej siły woli, bierzemy to.
8516:  Bierzemy to, będziemy mieć mnóstwo siły woli.
8527:  Dobra.
8527:  Brak, brak, brat Medyceusz.
8537:  Śmieją się śmieci astropathiczne.
8540:  Interferencja Inquisitora zakończyła ten boom, powodując jego rozprzestrzenianie z wierzącym wcześniej nie widocznością.
8548:  Nasze astropaty zbierają zupełnie nowe stworzenia, różniące się od stworzeń, które widzieliśmy wcześniej.
8554:  Objawienie.
8555:  Nie jesteśmy przygotowani na pro-traktatową kampanię.
8560:  Już zakończyłem dodatkowe wsparcie od Grandmastera Kai.
8564:  W międzyczasie jesteśmy jedynym w regionie, które jest w stanie walczyć z tym zagrożeniem.
8571:  A co do naszego przyjaciela... Inquisitor Vekia medytuje w Librysie.
8575:  Śmierdzi bardziej.
8577:  Może byście zarobili z tego momentu w Księdze Przemysłu.
8581:  Gdybyś mi dał odpocząć, komandorze, to bym osobiście przyjechał do naszego Inquisitora.
8588:  Nawzajem serwitorzy są skończone.
8596:  Komandant, Dominus, Purifier.
8598:  Aha, rzeczy, które się nauczyłam.
8623:  Ordeł jest wyrażającym, Inquisitorze.
8624:  Jednak ty brzmiesz ekstatycznie.
8626:  Nie zrozumiesz mnie, król.
8628:  To, co zrobiliśmy, było potrzebne.
8630:  Jestem po prostu zadowolona, żeby iść w przód.
8634:  W przód?
8634:  Zobaczymy zniszczenie tego sektora.
8639:  Ta konkluzja jest niepewna.
8641:  Tak, dokładnie.
8643:  Słuchajcie, szanowny teksturze technicznego.
8645:  Nie możemy zapłacić czasu, by przemawiać o kilka małych przeszkodów.
8648:  Przeszkodów?
8649:  Czy masz jakąś ideę, co twoje... To, co zrobiła nasza intruzja, było wytworzyć germinujące kwiaty.
8655:  Mimo tego, że to może miało mieć dodatkowe efekty w aktywacji nowych stawów kwiatów, zniszczyłyśmy plany Błogosławieckiego.
8664:  To tylko spekulacja.
8666:  Wyczuwasz swojego bezpośrednictwa jako triumfu.
8669:  Ta rozmowa, Vektor, jest nieproduktywna.
8673:  Zatem mówię o tym bardziej odwrotnie dla nas, wojowniczy.
8678:  Twój wielki mistrz Kai miał rację w jednym sensie.
8681:  Czerwona jest całkiem podobna do innych płaszczyzn Nurgla, które znalazłyśmy.
8685:  Co jest wyjątkowe, to Vektor, przez który się rozszerza.
8688:  A to jest...
8690:  Reapers.
8691:  Młodzieżne demony, zainteresowane w sercu tego świata krawczystego.
8694:  Każda z nich posiada wyjątkową pustinę, niemożliwą błyszczącość.
8698:  Pustynę primową, która posiada wyjątkową pustynę wirusa.
8703:  Wartość warpu, która powinna poprawiać taką demoniczną moc w naszym świecie, byłaby ogromna, ale nasza... nie, moja... interwencja... zainteresowała ich, zanim byli całkowicie mądrymi.
8714:  To zostawiło ich w wątpliwości.
8721:  Jak możesz być tak pewien?
8722:  Kiedy dotknęłam circuitu Infinity, jego awatar się rozprzestrzeniał na chwilę, dzieląc się ważną wiedzą.
8728:  Te repery mogą przejechać w arkaniczne networy Aldarii, aby rozprzestrzenić tę płagodę na inne systemy światowe.
8736:  Już widzieliśmy rezultaty.
8737:  Kiedy reper rozprzestrzenia planetę, błon się rozprzestrzenia i rozgrzewa, aż nasze prognostyki odniosą jej obecność.
8743:  Zazwyczaj za późno, aby efektywnie zaangażować się w to.
8746:  Błonie aktywności pojawiają się lokalizowane.
8749:  Dlaczego by nie rozprzestrzeniały się do wszystkich kątów galakcji?
8754:  Wy robicie świetny punkt, Dominus.
8757:  Nie wierzę, że sprzedawanie tego wirusa jest ostatnim celem.
8761:  Avatar mówił o Morbusie, wydarzeniu, które ma apokalipticzne znaczenie.
8765:  Pięć rejpów, żeby otworzyć pięć czarnych drzwi.
8769:  Potem Morbus przyjdzie.
8772:  I ty będziesz musiał nam wierzyć w tę deluzję Xenos.
8775:  Avatar był słaby, ale nie korupcyjny.
8778:  Zdrowień to motyw, który przechodzi wszystkie granice genetyczne.
8782:  Masz problem.
8787:  Wydaje mi się, że masz też plan.
8789:  Tak.
8789:  Zniszcz te pięć Reapertów.
8790:  Bez nich nie może się rozprzestrzeniać.
8793:  Przeciw.
8794:  Baleful Edict nie może przejechać po drodze Aldarii.
8798:  Nie, nie możemy.
8798:  Potrzebuję narzędzia, które potrafią znaleźć ich syklię psychiczną.
8804:  Nieprawda.
8807:  Nie mamy żadnego artyfaktu, który mógłby odnaleźć tak profanową rezonancję duchową.
8816:  Jesteś tak pewien?
8818:  Szardy Wraithu... Przez niebezpieczeństwo, które zainteresowało to bardzo złe, co teraz przeżyjemy.
8824:  Mogę przyłączyć Blumy do tego samolotu i zablokować tożsamości z ich psychicznym smakiem.
8829:  Korrupt energies, Xeno-archeotek.
8832:  Inquisitor, staniesz na podłodze heresy.
8837:  Ja?
8838:  Nie, my.
8839:  Staniemy na podłodze zwycięstwa, Ektar.
8842:  Czy chcesz, żebyśmy szczerze zdenerwowali prawa i prawa twojego kapitana, panie?
8848:  Nie.
8848:  Ale będę cię oglądał, człowieku.
8852:  Zbieraj mi twoją przenikną noc.
8853:  Gdy zbuduję tę narzędzia, Kodeks Toxicus, zniknie na tych roślinach z błogosławieństwem samego Imperatora Boga.
8860:  To...
8881:  Treven.
8883:  Tydeus.
8884:  Aldar.
8885:  Vaan.
8890:  Paul.
8890:  Mordze.
8891:  Ilaria.
8892:  Astor.
8892:  Kazimor.
8893:  Nasus.
8894:  Tekel.
8894:  Durant.
8894:  Dvorn.
8896:  Edian.
8896:  Elgon.
8897:  Estrius.
8897:  Geredion.
8898:  Gar.
8899:  Gau.
8899:  Kul.
8900:  Hill.
8903:  Kul.
8904:  Harne.
8904:  Ignatius.
8905:  Envio.
8906:  Iolanthus.
8907:  Isard.
8908:  Kai.
8909:  Cain.
8912:  Kalmar, Kierb, Malkus, Macias, Myr, Nedd, Nioden, Palamediz,
8926:  Palamidis!
8928:  Nazgul jest świetny!
8930:  Brat Izekai!
8932:  Chyba nie ma mola.
8936:  Brat Kokain!
8937:  W sumie...
8957:  Irena Santor?
8961:  Jest Santor?
8965:  Dobrze, Irena to jest miłująca pokój, niech będzie.
8968:  Tylko napiszemy to po grecku.
8971:  Eirene Santor.
8973:  Koncyliarz.
8977:  Darth Maul też jest dobry, tak swoją drogą.
8981:  To jest kolejny przypadek, kiedy musimy... O, inna czaszunia.
8988:  Bardzo dobrze.
8991:  Siostra Irene Santor śpiewa tak głośno, że wszystkim pękają bębenki.
8996:  W związku z powyższym będzie wyposażona w same czaszunie.
9001:  Tak będzie.
9002:  To jest kolejna czaszunia.
9004:  Siostra Irene Santor będzie miała najwięcej czaszuń w całej galaktyce.
9007:  Proszę bardzo.
9008:  Maleus, już jest jedna czaszunia.
9009:  Świetnie.
9010:  Teraz pytanie, którą określili jako prawą.
9012:  Oczywiście, że złą.
9015:  Proszę bardzo.
9016:  Jest czaszunia.
9021:  I jest czaszunia, a czy jest większa?
9026:  Santor!
9029:  Musi zostać Santor.
9031:  O, proszę, proszę, z książeczką, to jest ten modlitewnik, z którego Ejren Santor wyśpiewuje kantyczki, którymi gładzi przeciwników.
9042:  Kolor włosów?
9044:  Wyłącznie różowy.
9047:  Dobrze, aktywny zestaw, typ pancerza.
9050:  Pancerz wspomagany.
9054:  Ulepszona mobilność, maksimum punktu... O-ho-ho-ho-ho-ho!
9058:  Ten kill z poświęcenia jest dobry.
9060:  Zbyt dobry, żeby go założyła Eren Santor.
9064:  Broń dystansowa, bolter szturmowy.
9067:  Credo.
9069:  Przebaczenie.
9072:  Credo.
9075:  Zdecydowanie credo.
9077:  Eee, broń biała.
9081:  Nartekium.
9083:  Nartekium to jest przyrząd do leczenia.
9086:  Zakładamy.
9089:  Dobrze.
9090:  Granat odłamkowy w życiu.
9094:  Serwoczaszka.
9100:  Dobrze, mamy dwóch medyków teraz.
9108:  Kolejny.
9108:  Kolejny.
9108:  Kolejny.
9109:  Kolejny.
9134:  Proste przyjemności i proste żarty są najlepsze.
9137:  Dobrze, w tym tak zwanym międzyczasie... Jaki jest status statku?
9147:  10 dni, dobrze.
9148:  To wyznaczmy gdzieś kurs.
9152:  Najlepiej w takim miejscu, gdzie będziemy mogli robić rzeczy.
9158:  Widzę, że się powiększa nasza galaktyka.
9160:  Co tu się dzieje?
9162:  Bardzo niedobrze ze spaczeniem.
9164:  To jest miejsce, w którym użyjemy Exterminatusa.
9172:  Do zobaczenia, Tomex i Otto von Bismarck.
9174:  Do zobaczenia.
9175:  Której Steam?
9175:  Jak to?
9176:  22 mniej więcej, myślę.
9181:  Trzech nowych rycerzy.
9182:  Absolutnie są podstępy.
9183:  Jakie zaburzenia związane z Osnową?
9197:  Nie było wyjścia.
9199:  To jest poświęcenie, na które musieliśmy być gotowi.
9204:  Jaka znowu interwencja?
9206:  Dobrze, Justicjusz... Świetnie!
9209:  Justicjusza Kalmara akurat nigdy nie używaliśmy ostatnio.
9214:  Dobrze, zapisujemy, bo się dzieją dziwne rzeczy.
9240:  Ruszamy i pieprzniemy eksterminatusem.
9260:  Tak!
9277:  To jest... To jest chwila, która jest piękna.
9357:  To jest piękne.
9359:  To jest piękna chwila.
9368:  O tak.
9382:  To jest najlepsza gra, jaką grałem w swoim życiu.
9401:  Nie ma planety!
9411:  Nie będzie questów!
9412:  Nie ma planety!
9414:  Wszystko wykończymy!
9415:  Dobrze, teraz ważna rzecz.
9417:  Ile razy możemy tego użyć?
9426:  Wiele razy?
9428:  A co to będzie?
9430:  Ulepszonek z Terminatus?
9445:  Aaa.
9448:  Czyli ten będzie można używać szybciej.
9451:  Czy właśnie ominą mnie eksterminantus?
9453:  Tak, Artem.
9454:  Tak.
9458:  Wczytałbym szkoda planety?
9461:  Nie, nie, nie moi drodzy.
9462:  Nie, nie, nie, nie, nie.
9463:  Nie, nie rozumiecie.
9466:  Nie rozumiecie.
9468:  Ten save jest po co innego.
9472:  Ten save nie jest po to, żeby uratować planety.
9475:  Ten sejf jest po to, żeby obserwować to w nieskończoność.
9535:  To jest piękne za każdym razem.
9541:  Pamiętajcie, bardzo ważna rzecz, czaty.
9545:  Ten zapis nigdy nie może zostać.
9549:  Nigdy nie może zostać nadpisany.
9552:  Nigdy.
9557:  Wspaniałe.
9561:  Absolutnie wspaniałe.
9563:  Ale muszę powiedzieć, widzicie, to jest to, co powinno być przy tej sekwencji ataku Wielkiego Mistrza.
9569:  Właśnie coś takiego.
9572:  Byłaby rozkosz i wspaniałość.
9577:  Oczywiście, że się jaram, myślę, że to jest wspaniałe absolutnie.
9580:  Tak, backup na dysku to jest bardzo mądra uwaga.
9584:  Bardzo mądra uwaga.
9585:  Będzie to absolutnie i bezwzględnie konieczne.
9591:  Wspaniałe, wspaniałe.
9594:  Nie, zostawiamy tę planetę, ja zostawiam ją.
9595:  To jest kanoniczne, ona została kanonicznie wypalona.
9598:  Eurades nie istnieje.
9600:  Skażenie wykwitem zero.
9604:  Baleful Edykt jest wielkim samochodem, komanderze.
9607:  A jednak twoja obecność zawsze jest tutaj.
9610:  Mapa holograficzna migocze sygnałami niezliczonych najazdów.
9615:  Tak, pnącza wykwitu sięgnęły już najdalszych regionów sektora.
9618:  Z wyjątkiem jednej planety!
9622:  Przed nami bardzo trudne zadanie.
9624:  Avatar wspominał o zagładzie.
9625:  Co z niej wiesz?
9627:  To jeszcze nieistotne.
9629:  Ale być może nadszedł czas masowego rozprzestrzenienia się zarazy, a wykwit osiągnął punkt krytyczny, z którego już nie ma powrotu.
9636:  Z czymkolwiek mamy do czynienia, sytuacja jest poważna, ale musimy jakoś temu przeciwdziałać.
9640:  Uważasz, że kodeks Toxicus może powstrzymać zagładę?
9644:  Nie.
9644:  Myślę, że to ja mogę ją powstrzymać.
9646:  Kodeks to tylko narzędzie ułatwiające.
9649:  Tropienie szniwiarzy.
9651:  Jednak to ty i twoi rycerze musicie ich unicestwić.
9654:  Mój blat purysta jest wobec ciebie nieufny.
9657:  A czy ja mogę ci zaufać?
9661:  Trust me or not.
9663:  I serve you and me.
9665:  Same as me.
9666:  Ale ja niestety muszę polegać wyłącznie na logice i własnych umiejętnościach obserwacji, by formułować argumenty wpływające na twoje decyzje.
9673:  Możesz mi nie ufać, ale ja służę Imperatorowi tak samo jak ty.
9677:  Aaa, unikasz odpowiedzi.
9679:  Pytanie pozostaje otwarte.
9681:  O, to jest najgorszy rodzaj pytania.
9684:  Tylko pytania zamknięte, one są najbardziej sprawiedliwe, zwłaszcza jeżeli w tabelce trzeba napisać prawdę lub fałsz i wtedy wiadomo, że jest 50% punkcików, albo 100% punkcików, albo jak ktoś jest ostatecznym skurwierem, to wtedy jest minus 50% punkcików, albo minus 100% punkcików.
9699:  Włącznie takie pytania są właściwe, zamknięte, obiektywne, cudowne i sprawdzalne.
9704:  Nigdy pytania otwarte.
9705:  Nie, nie, nie.
9706:  Nie dajcie bogowie przeczytać.
9712:  Moja dusza pozostaje niegierna i zawsze taka będzie.
9716:  Wy, Astartes, macie we krwi podsłuszeństwo i zawsze wykonujecie rozkazy.
9720:  Ja, jako inkwizytorka, muszę wątpić.
9722:  Tak, naukowcy.
9723:  Nie znaczy to jednak, że jestem mniej lojalna wobec Złotego Tronu.
9727:  Ten kadex, którego spotkaliśmy na...
9731:  Daj mi chwilę i opowiedz o swoich wspomnieniach.
9734:  Powiedziałam, silność.
9735:  Tak, kiedyś spotkałam tego zwierzęta.
9753:  Tak, nie zapuścić nam czasu.
9755:  Muszę wrócić do pracy.
9755:  Nurgle bada się bezpośrednio przeciwko nam.
9773:  O, jeszcze będzie wielki mistrz z nami rozmawiał, świetnie.
9776:  Ale wcześniej Lunetta.
9777:  Blitzerich pyta, co sądzę o tym, że w czwartym sezonie Stranger Things została poruszona kwestia fantastyki gier i ich wpływie na zachowanie graczy.
9788:  Cieszę się, że to zostało przedstawione od strony graczy wreszcie i fanów fantastyki w sposób pozytywny, bo przestałem oglądać Riverdale ściśle w tym sezonie, w którym było zrobione dokładnie to samo na tym samym tropie i motywie, to znaczy grze w Dungeons & Dragons, ale zostało przedstawione z perspektywy negatywnej, której naprawdę nie potrzebujemy już w naszej kulturze.
9808:  Domino, czy widziałaś ostatnią wizytorkę?
9811:  Od powrotu ze światła statku nie wychodzi z Libris.
9814:  Ekter uważa, że ukrywa się, aby zamaskować porażkę.
9817:  Co ty uważasz?
9819:  Porażka czy sukces.
9820:  Te odczucia nie mają znaczenia.
9821:  Tylko istoty niepoddane modyfikacjom odczuwają emocjonalną potrzebę potwierdzenia racji.
9826:  Ustaliłam, że Inkwizytorka jest nieustępliwą jednostką.
9828:  Odosobnienie to dla niej nieskuteczniejszy sposób na opracowanie strategii przeciwko Wikwitowi.
9835:  Zaktualizowano parametry konwersacji przez Vox.
9838:  Sposób, w jaki mówisz na światostatku o Lordzie Trygo świadczy o pewnej zażywności.
9842:  Mam skrawki pamięci, w których Kaldor był zaledwie Justycjariuszem.
9845:  Jest on wybitnym przedstawicielem istot niepoddanych modyfikacjom i takim pozostanie.
9849:  To znaczy, że walczyłaś u jego gołu?
9851:  Nadługo zanim został najwyższym wielkim mistrzem, Kaldor połączył siły z edyktem przeciwko księdzu heretykowi Zurike, samozwańczemu, demonicznemu magowi.
9858:  Magowi... Z Mrocznego Mechanicum, który rozpowszechnił zakazaną technologię.
9862:  Podczas tej kampanii szybko, często się narazaliśmy.
9865:  Zauważyłam wtedy, że jest wyjątkowy nawet wśród straszarych rycerzy.
9868:  Jak poradziłby sobie z wykwitem?
9869:  Kaldor zwykł konfrontować się z zagrożeniami osobiście, często wbrew logice, rezygnując ze wsparcia swoich wiernych braci.
9875:  Był jednak wyjątkowy, naznaczony przez waszego imperatora.
9877:  Haha, waszego.
9878:  My nie mamy tyle szczęścia i musimy pokonać tę plagę, korzystając z bardziej tradycyjnych dogmatów.
9888:  Jaką książkę po herezji Horusa przeczytać z lorem Warhammer 40?
9891:  Polecane jest, widzę na chatach, duchy Gaunta.
9896:  Czuję plot twista z walką przeciwko inwizytorce.
9898:  O, to byłoby dobre, Einar, to byłoby dobre.
9904:  Boże, jaki piękny widok.
9906:  Jezus Maria, ja stąd nigdy nie wyjdę.
9908:  Przepraszam, na Imperatora ja stąd nigdy nie wyjdę.
9911:  Nigdy.
9912:  Nie, nie.
9913:  Jest przepiękne.
9916:  Od razu mi się przypomina człowiek-iluzja z Mass Effecta, który na tle białego i czerwonego karła był.
9929:  Halo twojego Aegisu jest mocne.
9936:  Jesteś gotowy?
9937:  Ja jestem gotowy na przyjęcie objęć śmierci, bo jestem bardzo stary.
9943:  Zaraza zaopanowała sektor, bracie.
9945:  Powierzono nam ważne zadanie, dowódco.
9947:  Nieodpowiedzialne czyny Inkwizytorki tylko dodały Promethium do ognia.
9952:  Kipisz ze złości, bracie purysto.
9954:  Wyczuwam to.
9955:  Co to za przeklęta przez Imperatora?
9958:  Inkwizytorka uwolniła.
9959:  Powinna była wskazać kierunek do źródła zarazy i pozwolić nam wypełniać nasz święty obowiązek.
9964:  Jej ingerencja zagroziła całej kompanii.
9968:  Tak, i teraz wszystkie nasze siły będą potrzebne, by utrzymać ten zagrożenie.
9974:  Tak, jeśli obawiam się, że nasi bracia zostaną na ziemi, komendantze.
9981:  Tak, komendantze, pozwólmy się zgromadzić, aby wygromadzić naszych przeciwników.
9990:  Mieliśmy szczęście, że Najwyższy Wielki Mistrz zainterweniował na światostanku, a Lord Drek zaścicił nas swoją obecnością.
9997:  Dobrze, że on jeszcze żyje.
9999:  Ja już się powoli godzę z przeciwstawnym losem.
10002:  Mimo że znalazł się w podrzasku skazany na wieczną wędrówkę po pustkowiach chaosu, to potrafi przedrzeć się do materium, gdy braterstwom tytana grozi śmiertelne niebezpieczeństwo.
10014:  Jak do tego doszło?
10015:  Podczas walk na... Przepraszam, mamy głos już słabnie na planecie, a kralem Khal Drogo... Umówmy się, to jest Khal Drogo.
