Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
18122:  To prawda i tak ma być.
18130:  Eee...
18132:  Okej, jak to się uda wygrać, to jestem jamnik.
18139:  Po zjedzeniu żołędzia dostaje się punkt umiejętności?
18142:  Okej.
18149:  Twisted and Twilight?
18150:  Pewnie, że warto.
18151:  Dla samej radości przejeżdżania się po przeciwnikach.
18155:  Bezlitosnego.
18160:  Okej.
18163:  Głupi ma zawsze szczęście.
18165:  Ulubiona część Niefortunnych Zdarzeń?
18168:  Akademia Antypatii chyba.
18169:  Chociaż... Winda Widmo też jest dobra bardzo.
18174:  W Windzie Widmo z kolei szkalują... ...artystów i środowisko artystyczne.
18185:  Jeszcze dostaliśmy kakira.
18192:  Pokaż, co macie dobrego.
18194:  Spróbujmy coś sprzedać, jeśli to się uda oczywiście.
18200:  Zawsze cukierek.
18202:  Cukierek albo psikus.
18206:  Bywaj.
18213:  Porozmawiaj z Triss!
18215:  Gdzie jest Triss?
18223:  Czy Triss jest na górze?
18237:  Czy wreszcie mogę porozmawiać z Triss?
18240:  Tak!
18246:  Witaj, Triss.
18248:  Czy ty postradałeś zmysł?
18250:  Sami pojechaliście na Imlerita?
18253:  Na Sabbat?
18254:  Jak mogłeś tak narażać Ciri?
18256:  Ciri musiała to zrobić, a ja nie mogłem puścić jej samej.
18265:  Na moim miejscu też byś tak postąpił.
18267:  Poza tym nigdy bym nie dopuścił, żeby Ciri coś się stało.
18278:  Dobrze, Geralt, dobrze.
18280:  Pamiętaj, to jest Magini Ognia.
18282:  Musisz utrzymywać z nią jak najlepsze relacje.
18285:  Na przedmieściach minęliśmy stosy.
18287:  Kłonęli na nich nie ludzie.
18290:  Jest coraz gorzej.
18291:  W mieście nie ma czarodziejów, więc łowcy musieli sobie znaleźć nowego wroga.
18297:  Musimy jak najszybciej pozamykać wszystkie sprawy i wynosić się stąd.
18303:  Jak idzie z lożą?
18304:  Kto może nam pomóc?
18306:  Nie jest dobrze.
18307:  Ida odmówiła, a Francesca za żadne skarby nie opuści swojego państewka, gdy wokół wrze wojna.
18313:  Nie wiemy, co się dzieje z Fringillą.
18315:  Nie byłyśmy w stanie się z nią skontaktować.
18318:  A reszta?
18319:  Kejra, Margarita, Filipa?
18322:  Keira?
18323:  Myślałam, że kto jak kto, ale akurat ty będziesz wiedział.
18326:  Mało kto potrafi odmówić czarodziejca.
18329:  Keira Metz miała swoje sposoby, żeby postawić na swoim.
18332:  Ale gdy zażądała notatek czarodzieja Aleksandra, odmówiłem jej.
18337:  W gruncie rzeczy Keira potrzebowała impulsu, żeby zacząć nowe życie.
18341:  Znalazła go w zupełnie nieoczekiwanym miejscu.
18344:  Po latach nikt nie pamiętał, że twórczyni leku na zarazę Catriony ukrywała się jako wiejska czarownica.
18351:  Widziałem gorzej dobrane pary.
18352:  Mam nadzieję, że im się poszczęści.
18354:  A ja, że nam poszczęści się z odnalezieniem Filipy i Rity.
18361:  Wiesz, co się z nimi stało?
18363:  Yennefer miała się dowiedzieć, gdzie jest Rita, a ja ustalić, co z Filipą.
18370:  Wiesz, co ustaliła Yenne?
18372:  Musisz ją sam zapytać.
18373:  Byłam zbyt zajęta sprawą Filipy.
18378:  I?
18378:  Dowiedziałaś się czegoś?
18380:  Kilku interesujących rzeczy.
18382:  Wolisz krótszą czy dłuższą wersję?
18386:  Zawsze dłuższą.
18388:  Mów wszystko ze szczegółami.
18392:  Po ucieczce z Lok Muin trafiła tutaj, do Nowigradu.
18395:  Poprosiła o pomoc dawnego kochanka, czarodzieja Artura de Vlesser.
18399:  Filipa i dawny kochanek.
18402:  Coś czuję, że ta historia nie skończy się słowami, jeżeli długo i szczęśliwie.
18407:  Filippa wystawiła go kiedyś na pośmiewisko i Artur chciał się zemścić.
18412:  Przekonał ją, że pod postacią sowy będzie bezpieczniejsza i zapiął jej na nocy obrączkę z drzwi merytu.
18419:  Niedługo potem zaczęły się prześladowania czarodziejów.
18422:  Artur był jedną z ofiar, a jego majątek zlicytowano.
18425:  Okej, ta muzyka zaczyna mi się wwiercać w mózg.
18427:  Zmierzyło, że podczas aukcji przechodził tamtędy nasz znajomy krasnolud.
18432:  Zolda, czyli Filippa, cały czas była pod naszym nosem.
18436:  Była.
18437:  Aż parę dni temu Zoltan przegrał ją w karty.
18442:  Lok Muin to była ostatnia lokacja w Wiedźminie II.
18448:  Piszecie o tych czarnych stronach, które były w Windzie Widma, w serii Niefortunnych Zdarzeń.
18452:  To prawda.
18453:  Typograficznie w ogóle to, jak to zostało wydane, to cudo absolutne.
18456:  No i przypominam jeszcze, że jest nieautoryzowana biografia Lemoniego Snicketa i inne elementy tej całej układanki, które nam dają obraz całej historii, nie tylko samych Bodlerów, ale także Snicketów.
18471:  No tak, cały Zoldan.
18473:  Pojawił się tu pewien człowiek, oskuwał Zoltana do cna, a na koniec zaproponował, żeby zagrali o sowę.
18478:  Oczywiście wygrał, po czym grzecznie podziękował za grę i wyszedł.
18484:  Kto to był?
18485:  Wiadomo, gdzie mieszka?
18487:  Na pewno nie pochodzi stąd.
18488:  Nikt go nie zna.
18489:  Świetnie.
18490:  Mamy jakikolwiek trop?
18492:  Mamy to.
18493:  To jej pióro.
18498:  Myślisz o dywinacji?
18500:  Zastosujemy hydromancję i rodzaj sortilegi.
18503:  Czyli zaklinanie.
18504:  Musimy znaleźć jakąś fontannę na obok.
18505:  Oczywiście, że hydromancja.
18511:  Muszę najpierw coś załatwić.
18513:  Możemy się spotkać na miejscu?
18514:  Dobrze.
18515:  Przyjdź pod fontannę pod Basiflorą i pośpiesz się.
18522:  Tris, tri... Dlaczego ona bez przerwy się teleportuje?!
18526:  Chcę jej oddać kolczyk!
18535:  Jak stąd wyjść?
18539:  Aaaa!
18543:  O, tutaj!
18544:  Może coś nagłuszę zaraz, bo szukam.
18553:  No, tutaj powinniśmy się byli spotkać z Triss.
18556:  A tu jest tylko Avallach.
18558:  Yyy!
18560:  Dobra, ale był jakiś quest, że mieliśmy porozmawiać z Avallachem.
18574:  Przyznam, że tego się o tobie nie spodziewałem.
18578:  Macie, hm, osobliwy gust.
18582:  Jak poszło na Łysej Górze?
18584:  Przecież jesteś wiedzącym.
18586:  A Valach się dorwał do Świerszczyków.
18588:  Pytam, skąd ułazów, której wam zabrakło, gdy wyjechaliście bez słowa?
18591:  Ciri się śpieszyło.
18593:  Wiem, pisała w liście.
18595:  Ale ja nie o tym.
18596:  Sprawnie się uwinęliście z Imleritem.
18598:  Na tyle, że w pewnym sensie mnie to zainspirowało.
18604:  Mam nadzieję, że nie progresujemy za bardzo.
18632:  Zabójstwo króla.
18634:  Mocna rzecz.
18635:  Rozumiem, że niewiele osób o tym wie.
18637:  Z żyjących bodaj tylko ja.
18639:  I oczywiście Eredin.
18642:  Pytanie, czy Gels ci uwierzy.
18645:  O to się nie martw.
18649:  No dobrze, to co proponujesz?
18651:  Sprowadzić go tutaj i pokazać, jak było naprawdę.
18655:  Świetny plan.
18656:  Problem w tym, że nie wiemy, gdzie jest.
18659:  Wiemy.
18660:  Gels jest w krainie En-El.
18665:  Co to jest Enel?
18667:  Nie pamiętasz?
18668:  Przecież podróżowałeś z Erdinem.
18673:  Lud Olch mieszkają w świecie, do którego przybyliśmy przed wiekami i który teraz jest naszym domem.
18680:  Stamtąd pochodzą czerwoni jeźdźcy i tam znajdziemy Gelsa.
18687:  Chyba coś ci umknęło.
18689:  Być może ty i Ciri umiecie podróżować między światami, ale ja już niekoniecznie.
18695:  Zapewne wiesz, że oprócz tego, w którym jesteśmy, istnieje też wiele innych światów.
18700:  Łączy je system przejść, ukrytych bram, które pozwalają przechodzić z jednego do drugiego.
18706:  Oczywiście, tylko nieliczni o nich wiedzą i potrafią je znaleźć.
18711:  Na przykład wiedzący.
18713:  I Olcha Topolczuk.
18714:  Na przykład.
18715:  Niebawem otworzy się jedno z przejść, niedaleko stąd, między tym zacnym przybytkiem a załukiem rzeźników.
18721:  Jak wygodnie.
18722:  To nasza szansa.
18723:  Idziemy?
18727:  A, tak się stało.
18727:  Spotkałem się na miejscu.
18728:  Po drodze muszę coś załatwić.
18730:  Pośpiesz się.
18731:  Nie mam zamiaru wystawać na ulicy dłużej niż to konieczne.
18734:  Ależ wy... Tak, bądź tam awalachuj, wystawiaj się na pośmiewisko.
18741:  Dobra.
18742:  Ja wolałem, jak już tutaj... Cieszę się, że to się udało, ponieważ wolałem załatwić to od razu, jak już się zgubiłem dwa razy w tej karczmie.
18752:  Nie chciałem błądzić po raz kolejny.
18756:  Dobra, więc teraz tak.
18760:  Ogród przy Passiflorze to swoją drogą.
18764:  Yyy, co?
18770:  Jeszcze z Jen mieliśmy porozmawiać, ale co tam.
18777:  Dobra.
18778:  Mnie męczy jedna rzecz bardzo.
18780:  Zapewne wiecie, która.
18783:  Na pewno wiecie, która rzecz mnie męczy.
18788:  Męczą mnie pytajniczki.
18789:  Czy możemy go spalić?
18793:  Szkoda.
18799:  Tak, aks.
18800:  To jest znak, którego chciałem użyć.
18802:  To jest absolutnie znak, którego chciałem użyć.
18807:  Mianowicie, tutaj jest... Tutaj jest straszna rzecz.
18812:  Powiedział Krzysztof, nie pamiętając gdzie.
18815:  Tu!
18816:  Pytajniczek.
18820:  I bastion, właśnie Nadia podpowiada słusznie.
18823:  O nie!
18824:  O nie!
18843:  Kiedyś taka zasadzka oznaczałaby momentalną śmierć.
18851:  Po tych całych latach...
18877:  Wypuchać!
18879:  Wypuchające wilki!
18896:  Tak, to już widać.
18897:  Już widać po...
18900:  po tym wszystkim, że zbliżamy się do końca, jeśli wilki są na hita prawie.
18904:  To prawda.
18907:  Oczywiście czaty, które mają pamięć eidetyczną, jak, nie wiem, Rain Man albo Robert Langdon.
18915:  Pozdrowienia dla wszystkich, którzy lubią prozę Dana Browna.
18920:  Oczywiście wy już wiecie, co tutaj jest, że tu jest zbroja Czcachu Niedźwiedzia.
18924:  Ja nie wiem, jak to jest możliwe.
18930:  Kiklop?
18931:  Kiklop niebezpieczny, ale Geralt niebezpieczniejszy.
18948:  Kiklop... Kiklop do zamrożenia na czas wstawiania znaku Igni, znaczy Yrden trwałego.
18973:  Cholera!
18975:  Cholera!
18994:  się nazywa wszechwiedza, wiedza, która została rozproszona.
18996:  Ale to tak jak z teoriami, które przedstawił m.in.
18999:  Greg Egan w takiej świetnej książce Diaspora o tym, że ludzie w którymś momencie osiągną... To jest sensowna hipoteza, że biorąc pod uwagę rozwój technologii informacyjnych, w którymś momencie ludzkość osiągnie taki punkt krytyczny, powyżej którego będzie możliwe stworzenie takiej świadomości, która będzie wszystkich łączyć i takim najbardziej realnym przestrzenią, gdzie się to może stać, to jest oczywiście cyberprzestrzeń.
19025:  Zaklinać słów ma coś, co pomoże w magii ognia?
19028:  Masz na myśli to Radosławie?
19031:  Eksplozje my już mamy!
19033:  Już mamy, mamy.
19035:  Mamy zaklęć, jak najbardziej.
19038:  Dobrze, zobaczmy, co tutaj jest.
19040:  Jak miło wrócić do eksploracji.
19047:  Perła, świetnie.
19048:  Możemy rzucać perły przed wieprze.
19053:  Gdzie jest... Gdzie jest to, czego ja szukam?
19058:  O!
19059:  Świetnie.
19066:  Dobrze.
19068:  I teraz tak, druga rzecz.
19071:  Tu!
19075:  Troszeczkę taka kala od protostów, no, trochę tak, trochę tak.
19081:  Wiadomo, że kala była z taką intencją, nazwijmy to, dość mroczną powołana.
19090:  Wifer napłynie!
19097:  Ciach, ciach!
19111:  Co tutaj mamy?
19113:  Mamy tu jakieś...
19116:  Nieistotne rzeczy.
19120:  Dobrze.
19127:  Okej.
19128:  Jeszcze jakieś siedlisko potworów mamy zaznaczone.
19131:  Że nie zostało zniszczone.
19133:  Które to jest siedlisko potworów?
19135:  Niby się tutaj przenieśliśmy, a ja tego nie widzę.
19145:  Okej.
19146:  Nie mam pojęcia, które to jest.
19148:  Aaa!
19148:  Grota Smokobójcy.
19150:  Okej.
19153:  Do wyeliminowania zatem.
19161:  Dobra.
19173:  Czemu nielubiany Artemis faul o nagrós?
19179:  Bardzo lubiłem pomysły, które tam były.
19182:  Fajnie też nakreślone portrety postaci.
19184:  Ale najlepsza relacja absolutnie Artemisa z Battlerem.
19190:  Możliwe, że wycofaliśmy się z przerażenia tutaj.
19195:  Bo jakoś mygliście kojarzę to miejsce.
19202:  Okej.
19203:  Czas na pochodnie.
19212:  Szczetnańce.
19215:  Aaa!
19226:  Albo, zrobimy łatwiej.
19228:  Gdzie jest wilga?
19230:  Tu jest wilga.
19234:  Tak, tutaj, tutaj... A!
19241:  Pewnym problemem jest pochodnia.
19242:  Geralt, schowaj pochodnię.
19247:  Co tu jest?
19266:  Co to za oszustwo i kłamstwo, że tu jest siedlisko potworów, jak tutaj nie ma siedliska potworów?
19275:  Oszustwo i kłamstwo.
19278:  Łeż i wiarołomstwo.
19283:  Chaty, które mają pamięć eidetyczną zwracają uwagę, że tutaj walczyliśmy z wampirem.
19295:  Ktoś się nie zespawnował!
19298:  Leszy!
19301:  Leszy silny.
19304:  Geralt, Geralt.
19306:  Gwen.
19346:  Aha.
19351:  Grota smokobójcy, dalej się.
19355:  Dalej się jarzy nam.
19360:  Geralt, wierzę w ciebie.
19362:  Wierzę w zwierzę.
19373:  To było... To jest dziwne miejsce.
19376:  Tu jest jeszcze... Jeszcze jest jedna opcja, to znaczy, że tutaj coś będzie.
19380:  Ale myślałem, że ten... Tutaj właśnie byliśmy.
19387:  Dratwa i kubek.
19388:  Ło!
19389:  Świetnie.
19394:  Okej, już... Już...
19400:  Tak, to jest ten błąd, który sprawia, że skrzynia znika.
19409:  Ta.
19409:  Myślałem, że tutaj jest siedlisko potworowe, a tu się okazuje, że to jest siedlisko bugów.
19419:  No nic.
19421:  Eee... Endriaga.
19430:  Aaa... Pięknie.
19465:  W tych oto pięknych okolicznościach przyrody.
19472:  Możemy przecież, bo nikt nam nie... Nikt nam nie będzie zakłócać spokoju, miałem właśnie powiedzieć.
19488:  W tych oto pięknych okolicznościach przyrody możemy, ponieważ nikt nam już teraz nie zakłóci.
19495:  Chyba.
19501:  Spokoju.
19504:  Możemy przeczytać kolejny ustęp i dziś, na dziś ostatni.
19510:  Z rękopisu znalezionego w Smoczej Jaskini.
19514:  Niech tylko znajdę coś, co będzie godne nas.
19517:  Co będzie zgodne z tym, w jakim momencie się teraz znaleźliśmy.
19523:  I znalazłem.
19527:  Słuchajcie, bo nie będę dwa razy powtarzał.
19545:  W tych oto pięknych okolicznościach przyrody przeczytamy kolejny ustęp z rękopisu znalezionego w Smoczej Jaskini.
19556:  Słuchajcie dwa razy, bo nie będę powtarzał.
19560:  Gargulec.
19562:  Żygacz!
19563:  Jest to gad ogromny, smog wodny, z szyją wielce długaśną, pyskiem smukłym i ślepiami, co jak karbun kóły świecą.
19572:  Jeden tylko takiej opatrzności dzięki dał się poznać, a to w Normandii, w roku pańskiem pięćdzies...
19580:  W 1520 ta Endriaga do nas nie idzie, prawda?
19583:  Podleg grodu Rojen.
19585:  Z morza widno rzeką Sekwaną, aż do miasta przypłynął i wynurzył się ją wodą okrutnie plwać i rzygać.
19593:  Stąd i nazwa jego od słowa gargulich się biorąca.
19598:  Rzygał gargulec i rzygał.
19600:  Całe miasto Rouen wodą zalał i okoliczny kraj tak podtopił, że największa powódź szkód takich by nie uczyniła.
19609:  Skuba zajrzała do oczu Normandczykom i mokro by się ich sprawy miały, gdyby nie święty Roman in illo tempore, w onym czasie biskup Rouen, który egzorcyzmami gargulca przegnał.
19624:  Od tamtych pór już go nie widziano.
19627:  Znaczy gargulca.
19629:  To było do powiedzenia Andrzeja Sarkowskiego.
19634:  Co to karbunku?
19635:  To jest, jeśli mnie pamięć nie myli, jakiś rodzaj kamienia.
19641:  Szlachetnego.
19643:  Zawsze mnie bawiło, skoro są kamienie szlachetne, to są też kamienie nieszlachetne.
19649:  Dobranoc jako?
19650:  My już to będziemy kończyć.
19651:  Wałęsamy się tylko pod levelen.
19654:  Szukamy różnych rzeczy, których jeszcze wcześniej nie zrobiliśmy.
19658:  Jeśli mnie pamięć nie myli również, to było jakieś zleconko małe, bo nie chcę progresować z fabułą.
19670:  Czy ono jest tylko w Velen?
19672:  Właśnie, tu mamy bardzo dużo rzeczy zrobionych w Toussaint.
19674:  A ja wam obiecałem, obiecałem, że pójdziemy do Toussaint.
19680:  I tak też będzie.
19682:  Konkretnie zmierzamy do kupy gnojówki.
19687:  Tu są?
19688:  Tu są.
19690:  Kupa gnojówki jest w tym miejscu.
19694:  I Bastion, tak, racja.
19695:  Jutro do 18.
19696:  W tym czasie Avalach szykował swój własny plan.
19711:  Wolny duch to chyba nie jest quest z białym bielorybem, tylko trzeba znaleźć książki i dostarczyć je.
19723:  Okej.
19728:  Tu są.
19730:  Trzeba być w dzień.
19734:  Odczarowanie umy zniknęło.
19736:  Tak.
19740:  Dobrze.
19745:  Mam ideę fix, żeby dzienniczek zadań był czysty.
19750:  To są prawdziwie bardziej generyczne questy, ale questy to questy, moi drodzy.
19761:  Jak miło wrócić do Tucson, gdzie nikt nas nie obrzyguje jak gargulec.
19766:  Gdzie nikt na nas nie plwa, nikt nas nie lży.
19773:  Ale mi się zrać chce.
19783:  Próbowałem, naprawdę próbowałem.
19787:  Co daje medytacja?
19788:  Odnowienie eliksirów.
19790:  Ale na niższych poziomach odnawia się też życie, na tym poziomie już nie.
19794:  Kurwa, przynieś, zanieś, pozamiataj.
19800:  Znajdź sobie jakąś robotę.
19804:  Byłeś w cywonach, białowłosy?
19807:  Tam takie piękności jak tanio!
19809:  Co za smród.
19830:  Jest!
19832:  Pieniądze nie śmierdzą!
19834:  Wspaniale!
19836:  Wspaniale!
19842:  Niewierny ogrodnik.
19844:  Czemu myśmy nie robili wcześniej tych questów, to ja nie mam zielonego pojęcia.
19847:  Co jest?!
19848:  Co to jest za lokacja? !
19860:  Byłeś w dzwonach białowłosy?
19862:  Tam takie piękności jak Tanio!
19866:  Co tu się dzieje?
19867:  Kogoś szukasz?
19868:  Raczej nie mnie.
19870:  Zakręcony jesteś jak butla z octem.
19873:  Kogoś szukasz?
19874:  Raczej nie mnie.
19879:  I żeśmy się natrudzili z tą Hanzą Czteropalcego, a tu patrz!
19881:  Przyjechał Wiedźmin i raz, dwa się... Ja nie wiem co tu się dzieje, ale tu się dzieją dziwne rzeczy.
19892:  To mi przypomina, że to był jakiś wiatrak.
19899:  Plan na jutro?
19901:  Jutro Dark Souls 3.
19903:  Nie wierzę, że to mówię.
19911:  Więc przez jakieś 17 streamów byłem informowany przez Nadię, jeśli pamięć nie myli, że koło wiatraku Dulcynei coś jest.
19922:  Ule mianowicie, tak.
19924:  Idziemy zobaczyć ule.
19929:  Więc tak, jutro o 18.00 Dark Souls o ile przeżyje.
19935:  Dobrze.
19938:  Wiatrak Dulcynei, oto.
19941:  Czy to nie jest miejsce, w którym poko... Tak!
19948:  Okej, nie ma to jak lutowanie.
19954:  Dróżką na północ i po lewej.
19966:  Tutaj coś jest.
19969:  Czy to jest tu?
19970:  Miód!
19971:  Widzę miód!
19975:  Skoro widzę miód... O, może to nie jest miód.
19981:  Na południe?
19982:  W złą stronę?
19993:  Ja nic nie mówię.
19997:  Macie rację, nawodnienie jest ważne.
20010:  Dobrze, idziemy.
20013:  Idę wolno.
20024:  Come on!
20032:  To jest Puchatek!
20035:  Gdzie masz sowę?
20038:  Gdzie masz prosiaczka?
20040:  Gdzie masz skłapouchego?
20043:  Nie masz, bo jest tylko Krzyś!
20064:  Warto było!
20066:  Ma czerwony kubraczek, absolutnie!
20070:  I dużo miotku!
20077:  Tak się kończy, jak opuścisz stumilowy las.
20085:  Absolutnie tak.
20089:  Mogę umierać, tak?
20093:  Biedny przywódca komunistycznej partii Chin, tak, to prawda.
20097:  Dobrze, tutaj coś mieliśmy też, widzę siedlisko potworów.
20100:  Uuu, hu hu, moi drodzy.
20103:  Tu są coś, tu rzeczy niepoodkrywane.
20106:  Dobra, ale jeszcze mieliśmy jakieś poszukiwania.
20108:  Niewierny ogrodnik.
20109:  Dobrze, czy to jest w tamtą stronę też, czy nie bardzo?
20114:  Nie bardzo.
20115:  To jest dokładnie w przeciwną stronę.
20118:  Co?
20120:  Musimy się udać do winnicy Hortensii.
20127:  Czy my idziemy dobrą stronę?
20128:  Czy to jest w kierunku wiatrak Adulcyny?
20130:  I chyba tak.
20131:  Pasowałoby do Krainy Bajek, prawda?
20133:  W Krainie Bajek przecież już i tak rozgnikliśmy butem całą lineczkę.
20146:  Relacja Krzysia z Kubusiem Pułatkiem zawsze była creepy.
20157:  Cześć, Mejman, witamy na czatach, witamy wszystkich, którzy przybyli w tym oto nieangażującym momencie, kiedy spokojnie sobie questujemy po Toussaint, chcąc zapomnieć o wstydzie, jaki spotkał jednego z generałów Eredina.
20173:  Paulina wróciła, proszę bardzo, w jakim momencie?
20178:  Znaczy nic się nie dzieje, ale jest ładnie.
20183:  Toussaint generalnie ma to do siebie, że jest w nim ładnie.
20193:  Drzem scalineczki.
20200:  Czy jest szansa, że dojedziemy tam bez konieczności zatrzymywania się?
20203:  Nie sądzę.
20204:  Witamy Annę Emilkę na czatach.
20208:  Jak relacja z prosiaczkiem?
20210:  Prosiaczek zawsze mnie doprowadzał do szału.
20214:  Płaczliwy gnojek.
20215:  Potworna, potworna postać.
20218:  Czy królik był jeszcze gorszy?
20219:  Tam wszyscy byli psychopatami w gruncie rzeczy.
20227:  Okej.
20229:  Sztuczne zęby.
20230:  Nie chcemy tego.
20232:  Gdzie niby jest to, czego ja szukam?
20236:  Krzyś był najgorszy z nich wszystkich.
20239:  Przynosi hańbę memu imieniu.
20246:  Podnieś.
20248:  Dobrze, weźmiemy wszystko.
20252:  Jest!
20259:  Tak, chytrze.
20261:  Chytrze schowana.
20262:  Chytrze.
20265:  Kłapouchy?
20266:  Kłapouchy z nich wszystkie były najbardziej normalne.
20268:  On po prostu chciał sobie spać i żeby go zostawili w świętym spokoju.
20271:  I szczerze?
20272:  Gdybym był w takim potwornym świecie jak Kłapouchy, zrobiłbym dokładnie to samo, co on.
20277:  Znaczy, zaszyłbym się w jakimś miejscu, gdzie nikt by mnie nie mógł znaleźć i chciałbym, żeby zostawili mnie w świętym spokoju ci wszyscy psychopaci.
20296:  O, w ogóle najbardziej mnie rozwaliło to, że w jednym z przykładów polskich Kubusia Puchatka, to jest autentyczny przykład i przekład zarazem, Kubuś Puchatek, czyli Winnie the Pooh, przetłumaczyli jako Fredzia Pchi Pchi.
20312:  Stetryczały królik rządzi.
20314:  No, on był bardzo stetryczały.
20318:  Miejsce, do którego jedziemy, jest bardzo daleko.
20324:  Jest tam.
20326:  Będzie się trzeba przeteleportować do wioski Wilcze Doły.
20339:  Jestem od kilku dni w Krakowie, pisze Alice in Poland i okazuje się, że jamniki tu są wszędzie.
20343:  W sklepach z upominkami, w Muzeum Narodowym na obrazach, w kawiarniach i tak dalej.
20346:  Czy to jest część tutejszego folkloru?
20347:  Znaczy, jest Marsz Jamników i jest organizowany co roku.
20351:  I rzeczywiście ludzie wszyscy przychodzą z jamnikami na rynek.
20354:  Zwykle jest Marsz, jest od Barbakanu aż na Rynek Główny i na Rynku Głównym jest konkurs strojów jamniczych.
20360:  To nie jest coś, co ja sobie wymyśliłem, to się autentycznie dzieje.
20362:  Piszcie sobie Marsz Jamników w Google.
20364:  Więc... A, wilk!
20367:  Więc możliwe...
20372:  Muszę powiedzieć, że to dziecko się zachowuje bardzo dziwnie.
20380:  Ona po prostu ćwiczy rzucanie łajnem polskich aktorów w teatrze.
20390:  Olga pisze, że omawiała to tłumaczenie na teorii przekładu, niech będzie przeklęta frezja pchipki.
20394:  Tak, absolutnie.
20407:  Łoziński vs Skibniewska?
20409:  Skibniewska z zamkniętymi oczami i na jednej nodze.
20412:  Absolutnie.
20413:  Łoziński to jest w ogóle jakaś komedia kompletna.
20417:  Gość, który nie rozumie, jak imersja działa.
20422:  Ja co roku jestem na Marszu Jamników.
20424:  Bardzo ubolewałem, jak przez COVID nie były zorganizowane.
20440:  A, nie było dawno walki.
20442:  Czas na wilgę.
20495:  Aaa, dziękuję!
20514:  Ale nie, to nie są stroje jamników, w sensie cosplay, tylko to jest cosplay jamniczy, jamniki są przebierane za różne postaci z popkultury, to jest przepiękne.
20532:  Czemu umiewałem sobie akurat tę rasę psów?
20534:  Są najinteligentniejsze i najbardziej niezależne spośród psów.
20539:  Bo muszą być.
20541:  Ewolucyjnie.
20546:  Koty to not my cup of tea, więc z psów trzeba było wybrać sobie taką rasę, która jest najbardziej niezależna.
20554:  Gdzie są jakieś poszukiwania jeszcze?
20558:  Nigdy nie ufaj nieznajomym.
20560:  Absolutnie.
20562:  Wygooglowanie Marszu Jamników to najlepsze, co mnie dzisiaj spotkało, pisze Soywitch.
20565:  Mówiłem!
20566:  Mówiłem!
20570:  Skimniewska zasługuje na wieczne kudos od polskich fanów fantasy, pisze Odis is with me.
20575:  Odin is with me, przepraszam, za stworzenie terminu krasnolud i uwolnienie nas z konieczności uwłaczającego karzeł.
20579:  Tak, i jeszcze lepszego.
20581:  Jeszcze lepszego.
20582:  Mianowicie od Karła jest też określenie
20586:  o wiele bardziej uwłaczające krasnoludy, mianowicie jest karzełek i krasnoludek!
20595:  Środka Marysia i krasnoludki i Skibniewska wprowadziła do takiego naszego folkloru krasnoludów.
20603:  mężnych, bitnych, kojarzących się z górnikami, szkotami i tak dalej, z tą grubo ciosaną architekturą, versus karzełki i krasnoludki u tej okropnej Konopnickiej.
20618:  O, i skrzaty, tak.
20621:  Krzaty.
20624:  Jadwiga pisze, że jak była mała, to jamnik ją ugryzł.
20626:  To był jakiś niegodny jamnik.
20628:  On był tak samo... On był taką samą skazą na sławie jamników, jaką skazą na sławie Krzysztofów jest Krzyś z Kubusia Puchatka.
20636:  Dobranoc, cytoszyjąca, dobranoc.
20638:  Dzięki, że wpadłeś.
20642:  Albo wpadłeś, jeżeli mi zgenderuje, przepraszam.
20645:  Dobra.
20647:  Gdzie są słoneczniki?
20650:  Skrzaty, krzaty, czaty.
20652:  Piękna ewolucja.
20655:  Bierze kanał Koroluk?
20655:  Nie.
20663:  Moje serce pisze fans, należący do Husky i Malamuta.
20665:  Są moim zdaniem jeszcze bardziej niezależne.
20669:  Lubię Husky.
20675:  A co szlachcianka robi w polu?
20677:  Nie pomyliło ci się?
20678:  Powinnaś być na salonach i być pasożytem, który wysysa gotowiznę ze swoich poddanych i nic nie robić.
20687:  To dlatego ona się tak błąka, nie rozumie, co się z nią stało.
20692:  No rany lebiody, ten Obdardusz to niewysłynny wiedźmik.
20700:  Ja ci dam Obdartus.
20701:  To są słoneczniki.
20703:  Czemu mi nie powiedzieliście, jak wyglądają słoneczniki?
20712:  Krzysiek... Krzysiek do mnie prawie nikt nie mówi.
20714:  Kiedyś Krzysztof Gonciarz bardzo słusznie powiedział, że Krzysiek brzmi dziwnie.
20720:  Ale ja generalnie nigdy nie mam problemu z tym, jak ludzie do mnie mówią.
20722:  Nie robię z tego... Nie robię z tego jakiejś afery, ale... Ale fakt, jeżeli ktoś by powiedział Krzysiek, to bym się nie odwrócił na ulicy.
20729:  Jakby ktoś powiedział Krzysztof, to bym się pewnie odwrócił, nie?
20731:  No to przyzwyczajenie.
20734:  Uuu, tu jest jeszcze jakiś mały quest.
20737:  Ale to jest w Nowigradzie.
20739:  A tutaj tymczasem mamy... Proszę, proszę, więzienie.
20742:  Ukryta kaplica.
20745:  Niebiosa.
20749:  O Krzychu też czasem się zdarza, tak, to jest spoko.
20752:  Krzych jest dziwny, to brzmi jak inne imię, nie?
20754:  To jest trochę tak jak z Magdą i Magdaleną, że Magda to jest autonomiczne inne imię, nie?
20769:  Przerażacie mnie z historiami dotyczącymi niegodnych jamników.
