Tańczący z wilkami — WITCHER 3 Livestream #8
🔗 https://www.youtube.com/watch?v=9gKMBfSbQ4s

4:  Witam Was wszystkich serdecznie.
15359:  Opowiadania i sezon burz to są rzeczy, które można... Znaczy, opowiadania są prequelem, a sezon burz jest interquelem względem sagi.
15366:  Dzięki, Sekares, do zobaczenia.
15375:  Jest Parada Smoków w Krakowie, ja o tym nie wiem.
15378:  Powiedzcie mi, jak będzie z powrotem Marsz Jamników.
15383:  Niestety w tym roku jest odwołany.
15391:  Nie chcę odwołanego marsza... Jak omijać... Nie no, to są najlepsze rzeczy.
15397:  Wiersze zebrane Gonzalego de Vercoe.
15401:  Miłość!
15404:  Miłość bywa jak budowanie domku z kart czy partia szachowa.
15409:  Wystarczy złe słowo, nieprzemyślony ruch i wszystko trzeba zaczynać od nowa.
15415:  Odpływ.
15416:  Zawsze, gdy patrzę na odpływ, czuję śliski dotyk strachu.
15420:  Czy i tym razem wody powrócą cicho wśród ciemnej nocy, gdy nikt nie patrzy?
15424:  Czy zostaną raz na zawsze gdzieś daleko, zostawiając tylko leżące na piasku pokruszone muszle i wyblakłe sny?
15430:  Powiedział Krzysztof przeczytawszy coś na kształt sonetu, tak jakby to był wierszyk satyryczny.
15437:  Ależ to są piękne rzeczy.
15443:  Opowiadanie Saga Sezon Burz, absolutnie Sezon Burz na końcu czytać, bo to jest powieść napisana przez Sapkowskiego dlatego, że chciał pokazać CD Projektowi Red, że tak, że to on rządzi.
15455:  Zaklinacz Koni?
15457:  Nie będziemy czytać o Zaklinaczu Koni.
15459:  Uuu.
15463:  Triss, yyy... Aaa!
15467:  Triss walczy zanim myśmy się zorientowali, że trzeba.
15488:  Nie!
15496:  A jeśli chodzi o szpony i kły, to ja bym to traktował jako projekt fanowski czysto.
15502:  Ja wiem, że tam też bardziej znani pisarze młodzi, młodego pokolenia się w to zaangażowali.
15511:  Marcin Zwierzchowski nad wszystkim miał patronat, więc bardzo dobry redaktor, jeden z najlepszych, jakich mamy w fandomie, ale bym traktował to wciąż jako projekt fanowski, to nie jest kanon.
15521:  To jest apokryf typowy.
15526:  Szmony i kły to są opowieści ze świata Wiedźmina, wydane przez Supernową.
15537:  A!
15540:  Czy tu są znowu szczury?
15542:  Nawet mnie nie przerażajcie.
15557:  Skaven!
15558:  Tak, tak!
15560:  Tak!
15569:  Zaraz zginiemy.
15571:  My giniemy!
15572:  Ratunku!
15578:  Triss wrzeszczy.
15580:  Nie daruję ci tego!
15582:  Wszystko w porządku?
15588:  Czy wy widzicie?
15590:  W szczurach jest więcej złota niż w jakimkolwiek zleceniu wiedźmińskim, które wzięliśmy.
15596:  Czy to nie jest ostateczny dowód na to, że pod Adaldorfem są skaveny?
15603:  Dobra, musimy odpocząć.
15606:  Młynek na szczury, no tak, tak!
15610:  Było śmiechu z Kayry, że się boi szczurów, to prawda.
15613:  To prawda, ale Kayra jest w Kaer Morhen i czeka tam na nas.
15616:  Dziękuję.
15617:  Już się nauczyłem, że jak gram, mówi mi, że nie mogę czegoś zrobić, to ja to i tak robię.
15632:  Czemu nie możemy tędy przejść?
15635:  Jak ja chcę tędy przejść?
15637:  No dobrze.
15642:  Absolutnie Skaveni nie istnieją.
15643:  Święta prawda.
15644:  To jest tylko kolejny dowód na to.
15651:  No i?
15652:  Okej.
15657:  Geralt potrzebuje kilkugodzinnej regeneracji po ciężkiej walce ze szczurami.
15661:  Coś w tym jest.
15668:  Wiecie, mam bardzo złe przeczucia.
15670:  Ślady po szponach, długich i ostrych.
15676:  Na przypale albo wcale, Martyno, absolutnie zgadzam się z tobą w stu procentach.
15681:  To jest nasz styl rozgrywki.
15685:  I nie tylko.
15689:  Gdzie my jesteśmy?
15691:  Latarnia wciąż się pali.
15693:  Zginęli niedawno.
15694:  Bardzo dobrze, tu są łowcy czarownic.
15696:  Ani nie mrugnę.
15698:  Tak, wąpierz się szykuje, zdecydowanie, moi drodzy.
15700:  No, to mi śmierdzi wąpierzem.
15703:  Tempy kill off.
15704:  Tempy to jest raczej ktoś, kto taką rzecz podnosi.
15708:  Nawet nie wiem, gdzie to wylądowało, whatever.
15715:  Frenetycznie zapisuję, to już jest znak, że jestem zestresowany.
15724:  gerwant ze spychowa plądrujący kanały ze rdzawą, sfrędzonowaną koleżanką.
15730:  To się właśnie dzieje.
15734:  Co?!
15736:  Chcecie mi powiedzieć, że Triss nie wie, co to jest katakan?
15740:  O nie.
15746:  Niech sobie teraz przypomnę.
15750:  Potrzebujemy księżycowy pył.
15761:  Tak właśnie.
15763:  Dziękuję.
15778:  Dobrze, Triss, dobrze.
15779:  Odwracaj mu uwagę, świetnie.
15784:  Wcieliłem się w tej chwili w macho Geralta.
15787:  Odwracaj mu uwagę!
15789:  Gdy tymczasem ona zadaje 100% obrażeń.
15805:  Myśmy chyba nie walczyli jeszcze z katakanem.
15809:  Olej, macie rację.
15811:  Powiedział panie w czasie Krzysztof.
15813:  Przesłapmy go wyrden.
15818:  To już się zrobił mem.
15822:  Tędy?
15826:  Oczywiście, że nie tędy.
15830:  Triss nawet nie ruszyła za nami.
15835:  Co?
15837:  GDZIE MY MAMY IŚĆ?!
15841:  Triss, dlaczego mnie konfundujesz?
15848:  Dobranoc, Dominiko.
15850:  Eee...
15852:  Dobranoc.
15852:  Dziękujemy Ci raz jeszcze za ubarwienie naszego czatu wspaniałymi emoji.
15865:  Nie, nie słyszę.
15866:  Idź w stronę jamnika.
15868:  Follow the Dachshund.
15871:  Spokojnie, mieliśmy katakana do pokonania.
15874:  A, daj spokój.
15880:  Podła krypa, drewno zbutwiałe, żagle drą się jak stare gacie.
15885:  Do Koviru dopłyniemy?
15888:  O ile nie będzie sztormów.
15891:  To dam znać reszcie, żeby przyszli.
15898:  Moc ci jakaś?
15900:  Mogę zagrać na skrzypca, albo skoczyć po kwiaty i czekoladki.
15914:  Nie mieszaj się w nieswoje sprawy.
15916:  Przykro mi.
15917:  Na tym polega mój zawód.
15919:  To jak?
15920:  Poprosisz ją, żeby została?
15923:  Co ci to w ogóle obchodzi?
15924:  Lubię romantyczne historie, zwłaszcza te ze szczęśliwym zakończeniem.
15928:  Żyli długo i... Łowcy!
15930:  Łowcy idą!
15932:  Na statek!
15933:  Żyćcie mi!
15939:  Pogość trzeba popalić!
15943:  Wiecie, co my zrobimy?
15945:  Damy im popalić!
15954:  Pomóżcie!
15954:  Nie!
15957:  Geralt się fleksował młynkiem.
15959:  Nie ma czasu na grzeczności.
15960:  Właśnie na statek.
15962:  Jeszcze tylko jedno pożegnanie.
15967:  Dziękuję.
15967:  Nigdy nie zapomnę, co dla mnie zrobiłeś i... co nas łączyło.
15972:  Statek.
15972:  Można użyć pirackiego jamnika.
15974:  Tak.
15976:  Czaty!
15977:  Bardzo ważna informacja!
15978:  Ja nie wiem nic na temat romansu z Triss!
15981:  Co należy teraz wybrać?!
15990:  Dwa!
15992:  Mmm!
15996:  Absolutnie dwa.
15999:  Dobrze, dobrze, dobrze, dobrze, dobrze, dobrze, dobrze.
16002:  Powiedział...
16003:  Co?!
16003:  Ależ nie!
16004:  Oczywiście!
16028:  Ja... kocham cię.
16031:  Pani Merigold!
16032:  Luzujemy sumy!
16035:  Denerwuję się bardziej niż przy walce z Ekkimą.
16046:  Bo ja byłem Team Yen w moich poprzednich podejściach.
16050:  Tak się złożyło.
16052:  A raz testowałem to podwójne.
16055:  Nie róbcie tego.
16059:  Ale Geralt ją wcześniej całował właśnie.
16062:  Co?
16089:  Co za porównanie.
16090:  Wiecie, ja się zestresowałem.
16112:  Że pionowe pasy jednak nie dość wyszczuplają?
16116:  Nie.
16118:  Geralt, odwróć się.
16119:  Nie jestem w nastroju na żarty.
16121:  Nie, poważnie, odwróć się.
16127:  No!
16131:  Twiz?
16131:  Myślałem, że... Ja też.
16132:  Ale zmieniłam zdanie.
16136:  Muszę się ochłodzić.
16140:  Dziękuję, bardzo dziękuję.
16144:  Dijkstra, nie obraź się, ale... Znikam, już mnie nie ma.
16149:  Dijkstra, mistrz.
16151:  Gdzieś, skąd będzie widać statki.
16154:  Prowadź.
16157:  Wróciła w puław.
16160:  F dla Dijkstry.
16169:  Ja nic nie wiem na temat tego wątku.
16171:  To jest brand new dla mnie.
16173:  Tak z... No, zle to było.
16180:  Już ich chyba nie dorwą, co?
16182:  Nie, możesz przestać się przejmować, naprawdę.
16186:  Masz rację.
16187:  Po prostu trudno mi uwierzyć, że już po wszystkim.
16192:  Marzyłam o tej chwili od miesięcy.
16200:  Czy możesz mi obiecać, że przestaniesz teraz nadstawiać karku za innych?
16204:  Nie.
16206:  Nie, Triss?
16207:  W Nowigradzie nie ma już ani jednego czarodzieja.
16210:  Ale jesteś ty.
16213:  Ja się potrafię obronić.
16216:  Przed Kikimorą, Gryfem, Bruksą.
16219:  Ale nie przed Gonem.
16221:  Ty i Ciri będziecie potrzebowali mojej pomocy.
16224:  I będę przy was.
16230:  Tak to sobie wyobrażałaś?
16233:  Nie.
16233:  Wyobrażałam sobie, że będę na statku razem z resztą.
16237:  A ty co najwyżej machasz mi z brzegu chusteczką.
16241:  Mam nadzieję, że nie żałujesz, że sprawy potoczyły się inaczej.
16244:  Cóż, Kowir jest ponoć piękny o tej porze roku.
16248:  Ale jednak wolę ciebie.
16251:  Nie dziwne.
16252:  Też jestem piękny o tej porze roku.
16254:  Bardzo.
16257:  Może jeszcze kiedyś tam popłyniemy?
16259:  jak już będzie po wszystkim.
16266:  To by oznaczało bale, bankiety, biesiady i inne rzeczy na bale.
16272:  Ale też baldachimy, balsamy, bajaderki.
16276:  Opuść sobie lata spania po krzakach i kąpania się w górskich strumieniach.
16282:  Brzmi kurząco, ale nie musiałbym rezygnować z Wiedźmistwa.
16286:  Nie, brałbyś może czasem zlecenia na jakieś potwory, żeby nie wyjść z formy.
16290:  Tylko niezbyt groźne, żebym się nie musiała za bardzo martwić.
16294:  A ja czekałabym na ciebie.
16297:  Niech zgadnę z kolacją przy świecach.
16301:  Przy świecach?
16303:  Ale w łóżku.
16305:  Dziękujemy, Triss, za doprecyzowanie.
16307:  Możemy się obejść bez świec i bez łóżka.
16315:  Chciałem też z dumą oświadczyć, że nie mieliśmy ani razu banu na tych livestreamach.
16320:  Za każdym razem pisałem do YouTube'a, że uspokójcie się.
16325:  YouTube się uspokajał.
16330:  Trzeba popić.
16336:  To jest najgorszy przykład kamery, która idzie na... To jest taki tradycyjny trop we wszystkich scenach seksu, że kamera idzie na obrazek, który wisi, koniecznie jelenie na rękowisku, który wisi nad łóżkiem.
16347:  Tu nie było obrazka, więc mamy pudło.
16358:  Piękne!
16364:  Ojej, to jest... To przepięknie redom wyszło, trzeba przyznać.
16373:  Ale tu powinien jakiś komunikat wyjść z tego.
16379:  Brzmi sensownie.
16394:  No dobra, ale teraz powinni rozszyfrować ten kod!
16397:  Ja chcę więcej!
16399:  Chlak brr!
16402:  Przepiękne.
16403:  Ten moment, kiedy CD Projekt Red umie robić gry.
16405:  No.
16407:  No.
16408:  Hell yeah.
16411:  Dziękuję, Geralt, za to i za to, co mi powiedziałeś w porcie.
16418:  Powinienem był ci to powiedzieć już dawno temu.
16420:  To co teraz?
16423:  Bo boję się, że na żyli długo i szczęśliwie jest jeszcze za wcześnie.
16431:  Na długo i szczęśliwie przejdzie jeszcze czas.
16434:  Tak.
16436:  Za siedmioma górami, za siedmioma lasami.
16441:  Żyjemy w okrutnym świecie, Geralt.
16444:  Trudno w nim robić plany.
16446:  Jeszcze trudno w nim wierzyć.
16451:  Przed chwilą byłaś w zupełnie innym nastroju.
16456:  Stryk.
16456:  Iskierka zgasła.
16459:  Nie przejmuj się mną, Geralt.
16461:  To jest ta piosenka.
16462:  Uważaj na siebie.
16463:  Jak ona brzmiała z tą iskierką, która zgasła?
16467:  A, to chyba był sobie król i jego paść.
16470:  I była też królewna.
16473:  Nie pamiętam, co było dalej, ale byli wszyscy z drewna.
16477:  Jadę szukać Ciri.
16477:  Jestem już blisko.
16479:  Albo jej, albo kogoś, kto wie, co się z nią stało.
16481:  Gdzie się spotkamy?
16485:  Gdyby Geralt miał maskę w tej scenie, to byśmy nie wytrzymali.
16492:  Zatem do zobaczenia.
16498:  Będę tęsknić.
16499:  Bardzo.
16499:  Holistyczna, lukratywna akademia kolorowych, brzydkich roślinek.
16502:  Chlabr.
16503:  Bardzo mi się podoba.
16508:  No powiem wam, że jeżeli to jest koniec romansu z Triss, to jest bardzo rozszarowujący w zestawieniu z wątkiem Yennefer.
16515:  Czy znowu knujesz tak?
16540:  Nie kuszcie, żeby robić wątek Yennefer też.
16543:  Chociaż może zrobimy!
16562:  Nie, panie.
16563:  W Nowigradzie byliśmy my.
16565:  Ale kto uratuje czarodziejów z Rinde?
16568:  Banard, Art Carey, Gulety?
16570:  Wiesz przecież, że Radowid nie spocznie, póki ich wszystkich nie pozabija.
16574:  Wszystkich.
16575:  Łącznie z Yennefer i Triss.
16577:  Wzruszająca mowa.
16580:  A teraz do rzeczy.
16581:  Po co mi to opowiadasz?
16584:  Bo chcę, żebyś mi pomógł zabić Radowida.
16591:  Mam uwierzyć, że aż tak przejąłeś się losem czarodzieju?
16595:  Przejąłem się.
16597:  Ale nie dlatego, że mam wrażliwe serce.
16599:  To prawda.
16602:  Dla mnie te prześladowania to przede wszystkim symptom poważniejszego problemu.
16606:  Redanio rządzi szaleniec.
16610:  Służyłem ojcu Radowida, Wizimirowi, 20 lat z okładem.
16615:  Razem zamieniliśmy Redanię w najpotężniejsze królestwo północy.
16619:  A wiesz co decydowało o jego sile?
16623:  Wojsko, jak mniemam.
16625:  No i właśnie głupio mniema.
16628:  Zwołać pospolite ruszenie, podburzyć chłopów, by postawili swoje kosy na sztorc.
16634:  Co to za sztuka?
16636:  Ciężej zbudować silne państwo ze zdrową gospodarką, manufakturami, z potężnymi sojuszami, prężną nauką, z niezależnymi sądami wydając... Oj, oj, oj, oj!
16649:  Panie, niezależne sądy!
16653:  Źle się zestarzało!
16654:  Oj, źle się zestarzało!
16656:  ...z założonymi rękoma, jak ten gnojek to zaprzepaszcza.
16660:  Radowidz srogi.
16661:  Bezmyślny raczej.
16664:  Pomożesz mi, Geralt?
16672:  Nie zabijam królów wbrew temu, co głoszą plotki.
16677:  Wiem.
16678:  Chcę tylko o pomoc w zorganizowaniu zamachu.
16683:  Cios zada kto inny.
16687:  Ech, Dijkstra.
16688:  Nie wiem, może nikt ci jeszcze nie powiedział, ale Wiedźmini są neutralni, więc... Gówno prawda.
16697:  To wygodna wymówka, za którą się chowacie, kiedy robi się gorąco.
16702:  A teraz zrobiło się bardzo dobrze.
16705:  Stosy płoną dosłownie w każdym mieście.
16708:  Dla czarodziejów.
16709:  W tym także dla twoich przyjaciółek.
16712:  Dla wszystkich nieludzi.
16714:  Pewnie wkrótce też dla Wiedźminów.
16717:  Jesteś pewien, że chcesz takiej północy?
16721:  Nic nie mówisz.
16724:  Rozumiem.
16727:  Zabić króla to w końcu nie kontrakt na Neckera.
16732:  Przemyśl dobrze.
16734:  Co powiedziałem?
16735:  Wiele skwierczących Neckerów.
16737:  Zobacz, że zamiast płynąć jak gówno z nurtem historii, jednak chcesz zmienić jej bieg.
16745:  To przyjdź do Pasiflory na poddasze.
16748:  Będę tam czekał razem z kompanią.
16752:  Zastanowię się.
16754:  Bywaj, Geralt.
16756:  A, Wiedźminy nie zabijają Królów Leto.
16758:  About that.
16760:  Tak.
16763:  Dobrze, moi drodzy, trzeba wreszcie uratować Jaskra, bo zabijecie mnie, jak tego nie zrobimy dzisiaj.
16772:  Tutaj jest... To jest latarnia, którą upamiętniliśmy.
16777:  Jak jeszcze raz zobaczę statek, który...
16785:  Jedzie na Skellige, to dostanę szału.
16792:  Tu się nie kończą zadania.
16794:  Ja jestem w autentycznym szoku, bo nie zdawałem sobie z tego sprawy, jak bardzo Cyberpunk ssał.
16800:  Teraz sobie zdaję z tego sprawę, znaczy... Człowiek gra w Wiedźmina i bez przerwy coś się dzieje.
16808:  Mam nadzieję, że ten pytajnik stamtąd nie zniknie.
16811:  Pytanie pozawiedźminowe od Filipa.
16814:  Dlaczego akurat to inni są moim ulubionym opowiadaniem?
16818:  A to jest ciekawe pytanie i mam na nie przygotowaną nawet odpowiedź, ponieważ jest to najbardziej przerażająca wizja piekła, jaką przeczytałem.
16827:  z którą się bardzo utożsamiam.
16828:  Mądra wizja piekła, nie takiego piekła chrześcijańskiego, że he, he, he, będziecie skwierczeć w kotle smolnym, bo się masturbowaliście do pornoli, he, he.
16840:  Tylko takiego piekła, który ma sens, nie?
16843:  Który rzeczywiście sprawia, że człowiek jest przerażony myślą takiego wiecznego potępienia, które tam jest przedstawione.
16852:  Ziarnko to ziarnka, uzbiera się miarka.
16856:  Nóże do Priscilla.
16858:  Geralt, przestań bić się z niewidzialnym... ...z niewidzialnym przeciwnikiem.
16869:  Znowu wszyscy rzygają, jak przechodzimy obok nich.
16872:  Dlaczego mnie już to przestało dziwić?
16877:  Czy ja kiedykolwiek w tej grze się nauczę trafiać?
16879:  Gdziekolwiek?
16884:  Priscilla!
16885:  Mam plan, jak wyciągnąć Jaskra z łapu łowców czarownic.
16889:  Buty?
16890:  Buty?
16890:  Jakie buty?
16891:  Nie mamy butów?
16892:  Co to znowu za plan?
16894:  Nasz Doppler wcieli się w Mengego i wyda rozkaz, żeby przeniesiono Jaskra do Oxenfurtu.
16898:  Wtedy będziemy mieli szansę go odbić.
16902:  Genialne, ale jak chcesz znaleźć Dudu?
16906:  Przyjaźniłaś się z nim.
16907:  Wiesz, gdzie możesz się ukrywać?
16908:  Doplery nie ukrywają się gdzieś, tylko jako ktoś.
16913:  Trzeba jakoś skłonić Dudu, żeby wyszedł z ukrycia.
16917:  Może udałoby się zostawić mu jakąś wiadomość u przyjaciół, albo u ludzi, którym ufał.
16935:  Nie jestem pewna, czy Dudu przyjaźnił się z kimkolwiek poza jaskrem i trupą Iriny Renard.
16940:  Całe dnie spędzał na scenie albo na widowni.
16945:  Triss ukradła buty Gerardowi, żeby wąchać je po nocach.
16948:  Przecież mógł liczyć na pomoc lisów.
16951:  Skoro aktorzy są gotowi pomóc... Oczywiście, wystarczy, że wspomnisz o Dudu.
16954:  Irina i jej trupa dużo mu zawdzięczają.
16963:  O Boże, to jest ta scena, w której trzeba zapamiętywać tekst sztuki.
16978:  Ja to położyłem.
16993:  Nie zna na pamięć.
17019:  Wiem, bieguni!
17020:  Całe miasto będzie o tym mówić!
17021:  Możemy się teraz zająć pisaniem sztuki.
17024:  O, właściwie...
17043:  Bo wiesz, najważniejsze, żeby wyraźnie przekazać Dudu, że może na ciebie liczyć.
17047:  I że chcemy uwolnić Jaskra.
17049:  To musi być absolutnie jasne przesłanie.
17051:  Ale oczywiście byłeś zakredytowany z efektem dramaturgicznym, a to znaczy, że potrzebujemy odpowiedniej struktury scenicznej.
17057:  Rozumiesz?
17058:  Tak.
17058:  Tak, wszystko jasne.
17064:  Teraz musimy znaleźć odpowiednią formę wyrazu.
17067:  Najlepsza byłaby jakaś współczesna chwytliwa historia.
17070:  Może o kondottierach spowiz... O!
17073:  Już wiem!
17074:  Lorenzo Molla.
17075:  Papryk Wege.
17076:  Zdecydowanie.
17078:  I Dopplerze, któremu udało się go przechytrzyć.
17082:  Teraz Doppler musi się ukrywać i może liczyć tylko na Wiedźmina.
17087:  Który z kolei zrobi wszystko, by ratować swoją córkę.
17090:  Albo nie!
17091:  Ukochaną!
17093:  Priscilla zdecydowanie lepiej wypada jak śpiewa.
17113:  Rym do Wiedźmina?
17114:  Łatwe, to wina Wiedźmina.
17117:  Ale... I wtedy wszyscy widzą jego twarz.
17120:  Potwór chce porwać księżniczkę Pavette.
17123:  Każą go zabić, ale pojawia się Wiedźmin.
17126:  I wszystko dobrze się kończy.
17128:  No, to postanowione, tak?
17129:  Tak.
17130:  Chciałeś coś powiedzieć?
17131:  Tak wygląda typowa praca w grupie w szkole.
17135:  Musimy wymyślić dobry tytuł.
17137:  To dużo ważniejsze niż sama historia, którą przedstawię.
17140:  Mam już kilka pomysłów, może coś ci się spodoba.
17142:  Naprawdę?
17142:  Tym razem weźmiesz pod uwagę moje zdanie?
17144:  Oczywiście, przecież pracujemy nad tym razem.
17147:  Ja tylko dowodzę.
17149:  Mam na razie dwa pomysły.
17151:  Ocalenie Dopplera i Zmiennik Wybawiony albo Tryjumf Wiedźmina.
17155:  Który ci się bardziej podoba?
17159:  No wiadomo.
17161:  Zmiennik Wybawiony albo Tryjumf Wiedźmina.
17164:  Chcemy, żeby Dudu od razu zrozumiał przekaz.
17169:  Jest tylko jeden problem.
17170:  W historii o Pawetcie i Zaklętym Jeżu nie ma żadnych Dopplerów.
17174:  Nie szkodzi.
17176:  Zamienimy Jerza na Dopplera.
17178:  Gerald jest badassem.
17179:  Najważniejsze jest przesłanie.
17180:  Nie zapina pasa, nie, nie.
17182:  On go wiąże.
17184:  Jak męsko.
17186:  To będzie komedia?
17188:  Właściwie myślałam o dramacie, ale jeśli wolisz coś lżejszego, zdecyduj i wezmę się do pisania.
17195:  Boże, zdarzyło się nigdy.
17197:  Oczywiście, że bierzemy dramat.
17200:  Masz rację.
17201:  Lepszy będzie dramat.
17203:  Niech będzie.
17204:  W takim razie zabieram się do pracy.
17206:  A ty siądź sobie gdzieś w kątku i mi nie przeszkadzaj, dobrze?
17209:  W porządku.
17211:  Dobry wieczór, witajcie.
17214:  No, Priscilla ratuje sytuację.
17217:  Rym do Wiedźmina?
17219:  Rym do Wiedźmina.
17219:  Och, nic już nie ma.
17225:  Tak, dramat, bo przewiduje poziom spektaklu.
17227:  Zobaczcie to, co wy... Tak, typowa praca w grupie, absolutnie.
17234:  Och, mam ochotę na gwinta.
17237:  Wiadomość?
17241:  Nie sądziłem, że to powiem.
17242:  Myślałem, że wplecisz do tekstu coś w rodzaju przyjdź do Zimorodka, albo... Ale to zupełnie nie pasuje do charakteru mojej sztuki.
17249:  Dziś z tym, dwudziesta, trzecia, czwarta, coś takiego.
17254:  No dobrze, to jak to sobie wyobrażasz?
17256:  Tak myślę.
17257:  Do końca tego quest'a.
17258:  Poznamy go po bliźni, albo będziemy improwizować.
17263:  Najpierw zanieś tekst Madame Irynie.
17268:  Wiesz, gdzie ją znaleźć.
17270:  Jej trupa występuje w Załuku Rzeźników.
17271:  Trupa?
17272:  To Madame Emilia jest martwa?
17273:  Hehe!
17273:  Bywaj.
17279:  Czy Priscilla gra w gwinta?
17281:  Geralt!
17282:  Geralt!
17284:  Do zobaczenia.
17285:  Bardzo zabawne.
17286:  Geralt!
17289:  Do zobaczenia.
17290:  Bawi jeszcze bardziej niż... Shepard?
17293:  Shepard.
17301:  Czemu znowu ktoś rzyga, jak przechodzimy?
17306:  Geralt kontra drzwi, runda następna.
17312:  Drugi raz ktoś rzyga, jak przechodzimy.
17320:  Hahaha!
17321:  Teraz zauważyłem brak butów.
17323:  To przecież mi przypominacie.
17325:  Dlaczego akurat buty to jest coś, co nam ściągano automatycznie?
17330:  To jest ciekawe, ale to jest dobra przesłanka.
17334:  Adidzie!
17336:  Adidzie!
17337:  Do środka!
17337:  Tu występuje trupa Madame Iriny?
17340:  Tak, ale wpuszczam tylko za biletami.
17344:  A teraz to w ogóle żadnego przedstawienia nie ma, tylko aktory profesjonalne.
17347:  Piosenka Priscilii to już było, było niestety.
17350:  To co?
17351:  Dwa streamy temu.
17353:  A bilecik kupisz taniej kierowniku, no pewnie.
17357:  Dać, dać bilecik.
17358:  Logika Wiedźmina.
17374:  Dziś stream 23.30, myślę coś takiego.
17377:  No tak szacuję po tym kłeście, nie?
17384:  Gdzie jest Irina?
17386:  Irina?
17393:  Wiedźmin z Zarzecza?
17395:  Nie, ale mam nadzieję, że niedługo się tu pojawi.
17397:  Przychodzę w sprawie Dudu.
17401:  Robię Devoter's Flight z gier.
17403:  Co tydzień w weekendy.
17405:  Czasami też w środy.
17408:  Zwłaszcza porą wakacyjną, która na uczelniach jest dość długa.
17416:  Czy warto iść na kierunek filozoficzny na studia?
17418:  Ponieważ cała moja rodzina mi tego odradza.
17419:  Mówi, że z tego pracy nie będzie.
17421:  Z polonistyki też nie ma podobno pracy.
17424:  Nie, idź na studia takie, które cię interesują, bo żadnych studiów nie ma pracy.
17427:  Praca jest z twoich własnych umiejętności.
17430:  Jest niczego więcej.
17432:  Chciałbym wystawić sztukę teatralną.
17433:  Coś, co ściągnie tłumy do waszego teatru.
17436:  Rozumiem.
17437:  Chcecie, żeby Dudu usłyszał o przedstawieniu.
17440:  Czyli to ma być jakaś zupełnie nowa sztuka.
17442:  A kto ją napisze?
17446:  Priscilla.
17447:  Sztuka jest już gotowa.
17448:  To historia o wiedźminie, który ratuje Dopplera.
17452:  Następny stream z Wiedźmina 3 jutro!
17453:  Chętnie rzucę okiem na tekst, ale najpierw musimy pomyśleć o nagłośnieniu przedstawienia i jakiejś ochronie.
17462:  Zajmiesz się tym?
17465:  Jakieś fajne kryminały.
17466:  Moje Okon.
17467:  Bena Aronowicz.
17468:  Dzisiaj polecam Bena Aronowicz od Rzeki Londynu.
17471:  Albo Jaskinie Filozofów Jose Carlosa Somozy, bo nigdy... Nigdy za mało.
17478:  Jeśli chcemy, żeby usłyszało o tym całe miasto, trzeba porozmawiać z maskonurami.
17483:  Co to za maskonury?
17485:  To grupa ulicznych artystów.
17486:  Jeśli oni będą zapowiadać tę sztukę, dowiedzą się o niej nawet o mułki w dokach.
17491:  Gdzie mogę ich znaleźć?
17492:  Kiedyś wynajmowali kwaterę na okrawkach, w kamienicy przy parku, ale nie wiem, gdzie dalej są.
17500:  Ośrodki nie pokazują się na mieście, może wycofali się z interesu.
17509:  Domyślam się, że sztuka o Dopplerach może być kontrowersyjna, ale żeby od razu wynajmować ochronę?
17514:  Nie wiem, czy często bywasz na przedstawieniach, ale publiczność w Nowigradzie uchodzi za wyjątkowo... trudną.
17522:  Zgniłe jabłka, pomidory, jajka?
17525:  Raczej topory, maczety i cegły.
17528:  Oj, to Karczuk by się nie uchowała długo w takim mieście.
17532:  Może rozejrzyj się w dockach?
17534:  Tam zawsze kręci się kilku takich, co za parę koron podejmą się każdej roboty.
17545:  Jak w Krakowie, tak, tak.
17547:  Kraków.
17548:  Kraków jest fajna jako idea.
17554:  Potem człowiek tutaj mieszka i się orientuje.
17557:  O Boże, tak pamiętam, ja stąd nigdy nie umiałem wychodzić.
17563:  To jest najgorzej zmapowana okolica.
17577:  Możesz zostać wiedźminką.
17580:  Oj, to twój zdecydowanie zły dzień.
17582:  Geralt, obnasz miecz.
17590:  Na wszelkie pytania w rodzaju Wisła czy Krakowia odpowiadam, że kibicuję Mausowi Manie, grającemu protosami.
17604:  Oj, oj, ooo, po jelitkach.
17610:  Bardzo mi się podoba.
17611:  Ooo, Bożenka.
17617:  To jest piękna reakcja, nie?
17618:  Podchodzi jakiś magus, pali wam świnie i wy nie mówicie... Nie wywołacie strażników, tylko wrzeszczycie i uciekacie.
17627:  Ma to sens.
17634:  Jest i trupa wagantów.
17636:  Ładna melodia, tylko strasznie smutna.
17640:  W takim razie oddaję mój nastrój.
17642:  Czego tu szukasz?
17649:  Szukam maskonurów.
17650:  Dobrze trafiłem?
17651:  Nie mamy na czynsz.
17653:  Daj nam spokój.
17655:  Chyba zaszła jakaś pomyłka.
17658:  Przykład postaci złej, bo fabuła tego wymaga?
17660:  Przykład postaci złej, bo fabuła tego wymaga?
17665:  Harry Potter jest źle napisaną postacią.
17667:  W sensie Harry Potter saga jest super, ale Potter jako postać jest koszmarny.
17672:  Nie chcę od was żadnych pieniędzy, wręcz przeciwnie.
17674:  Jestem gotów wam zapłacić, o ile zgodzicie się nagłośnić nową sztukę Madame Irinie.
17679:  Och, obawiam się, że to niemożliwe.
