Noc Długich Pazurów — WITCHER 3 Livestream #22
🔗 https://www.youtube.com/watch?v=J4cSjj_WcAQ

1:  Witajcie w Królestwach Północy.
21752:  Na pewno nie będę grał w żadną grę, żeby zobaczyć, jaki jest tam zjebany system walki, bo jeżeli gdzieś jest spaprany system walki, to mnie tam nie będzie w okolicy.
21772:  Dzień!
21772:  Dobrze.
21781:  One down.
21785:  W solcach się robi fikołki tych nasłoników.
21787:  Ja się zastanawiam właśnie, czy do walki mieczem nie powinienem sobie zmniejszyć DPI.
21791:  Myszy.
21793:  Okej, teraz będzie szarża.
21794:  Tak?
21796:  To jest ta chora szarża teraz?
21797:  Tak.
21797:  Nie, jeszcze nie.
21799:  Trzeci.
21800:  Trzeci ma chorą szarżę.
21814:  Dobra.
21821:  Teraz będzie chora szarża.
21832:  Kłen.
21832:  Kłen, kłen, kłen, kłen, kłen.
21837:  Tak, z tym kłenem jest ten problem, że jak się wciśnie równocześnie jakikolwiek inny przycisk i kłen,
21843:  to wtedy kłon nie zadziała.
21844:  To jest strasznie idiotyczna rzecz.
21865:  Dobra, i teraz jeszcze raz Grom, czy cokolwiek tak się nazywa.
21869:  Grom, dobra.
21871:  O Boże, nasz ostatni.
21875:  Szkoda, że nie mocniejszy ten atak.
21882:  A, ten paruje, świetnie.
21892:  Świetnie.
21896:  Nie mam pojęcia w jaki sposób pokonać przeciwnika, który paruje każdy atak.
21902:  Nie mam zielonego pojęcia.
21912:  Boże drogi.
21914:  Na ostatniego można już inne znale... Inne znaki mi nic nie dadzą w momencie, w którym mam cały build pod miecz.
21922:  Na tym polega właśnie problem.
21924:  Yrden w ogóle nie działa na... W ogóle.
21927:  Nic nie zmienia.
21928:  To jest przeciwnik, któremu 5 tysięcy obrażeń nawet nie ujmuje jednej kreseczki malutkiej.
21938:  Iryden zadaje 50 punktów obrażeń w kręgu na maksymalnym ulepszeniu, którego nie możemy mieć w tym momencie w żaden sposób drukowanego.
21947:  Nawiasem mówiąc, elitystom od walki mieczem, tłumaczącym to Lorowo, że Geralt Lorowo był mistrzem znaków i miecza.
21958:  znaków i miecza.
21960:  Co jest tutaj?
21962:  Tylko miecz.
21964:  Albo tylko znaki.
21965:  Więc lore'owo to się nie tłumaczy w żaden sposób.
21971:  Pełnię jeszcze potrzebujemy, pełni, pełni, pełni.
21974:  Jak trochę jeszcze zejdzie zatrucie, to pełnia.
21991:  Szkoda tylko, że jest 5 postaci.
21994:  Oho, teraz będzie charge'a.
21995:  Dobrze.
22001:  Kłen.
22009:  Kłen.
22010:  Teraz chciałem tylko wiedzieć, w jaki sposób mam pokonać tego, który paruje nieustannie.
22013:  To jest coś, co mnie fascynuje.
22019:  Dobra, i teraz pełnia.
22045:  Zamrozić go petardą?
22046:  Dobrze, postaram się.
22049:  Postaram się, muszę teraz odpocząć, postaram się.
22052:  Dobra, dobra i teraz pełnia jeszcze, tak.
22060:  Jestem skłonny użyć nawet znaku ARD, jest mi wszystko jedno.
22063:  Na tym etapie, dobra.
22067:  Nie działa!
22069:  Sorry.
22071:  Dobra, inaczej.
22073:  Próbujemy ARDu.
22075:  Nie działa.
22078:  Dobra, działa.
22081:  Chyba.
22082:  Tylko, że ja potrzebuję równocześnie Quen'u, żeby przeżyć.
22086:  O Boże.
22092:  Świetnie, że teraz... Dobra, nie ma Quen'u, nie ma Quen'u, nie ma Quen'u, bardzo źle.
22100:  Czemu nie działa północny wiatr?
22101:  To jest pytanie.
22102:  Okej, działa.
22104:  Znaczy na moment pewien.
22114:  W jaki sposób ja mogę go... Wiem, się petardy zaraz skończą.
22126:  Whatever.
22130:  Dobra, petarda.
22143:  Nie mam pojęcia, nie mam pojęcia.
22145:  Podpalająca działa.
22146:  Ej, rychło w czas.
22152:  Tak, dokładnie.
22153:  Takie potyczki z bossami wytrącają z imersji, wytrącają z fabuły, nie mają żadnego sensu.
22159:  Poza tym, że są nieprawdopodobnie irytujące.
22162:  Absolutnie się zgadzam, w stu procentach się zgadzam.
22165:  W niczym to nie sprawia, że mi się przyjemniej gra.
22167:  Absolutnie nie.
22168:  Tak samo niczym nie pomaga to, że postać się glitchuje akurat w tym miejscu.
22174:  Też w niczym mi to nie pomaga.
22179:  No nic, czyli dalej Quinn.
22181:  Ja się obawiam, że tego ostatniego nie będzie się dało.
22185:  Unik za plecy?
22187:  Nie mam pojęcia, w jaki sposób to zrobić, bo... ...spacją nie działa, altem nie działa.
22193:  I za każdym razem, jak już jestem za plecami przeciwnika, to on się obraca i tak do mnie, więc... ...może kiedyś wyjdzie.
22204:  No, raz się zdarzyło.
22210:  Nie ma wpływu na to poziom trudności.
22212:  Nie ma wpływu na to poziom trudności.
22214:  Poziom trudności się nie skaluje tak strasznie.
22216:  On się skaluje potwornie z normalnego poziomu na krew, pot i łzy.
22223:  Droga ku zagładzie to jest... Między krwią, potem i łzami, a drogą ku zagładzie jest niewielka różnica.
22230:  To przetestowałem już.
22232:  Bardzo niewielka.
22235:  Dobra, ale bez Arundyta to by się nie udało po prostu.
22238:  Teraz to widzę.
22244:  Akcji na ostatniego by nie podziałało?
22245:  Wątpię.
22246:  Nie widziałem jeszcze walki w tej grze, na którą by akcji zadziałało.
22273:  Możemy zmienić na niższy.
22275:  Zobaczycie wtedy, że nie ma różnicy.
22286:  Dobrze.
22287:  Zobaczymy, czy to cokolwiek da.
22289:  Zobaczymy, czy to cokolwiek da, ale wątpię.
22293:  Raz.
22295:  Jest?
22299:  Jest.
22299:  Sam jestem ciekaw, czysto poznawczo.
22303:  Jakie skalowanie poziomu wyłączyć?
22306:  Jakie skalowanie poziomu?
22307:  Stop, stop, stop, stop, stop, stop, stop, stop, stop.
22311:  Gdzie jest skalowanie poziomu?
22317:  To?
22319:  Kucza?
22320:  Kucza zadaje 5 punktów obrażeń.
22324:  Kuczo, to ja mogę go połechtać, co najwyżej po łyleczce.
22329:  Na obrażenia to w ogóle nie wpłynęło, na jego pasek życia... Widzicie?
22333:  Na jego pasek życia też to w ogóle nie wpłynęło.
22334:  W żaden sposób.
22340:  Ani na wartość obrażeń, ani na to, że jeden jego cios niszczy całą tarczę QN.
22346:  O Boże.
22361:  Okej Dobra, teraz jest szarża
22409:  F5 niestety po pokonaniu nie działa.
22411:  PRÓBOWAŁEM!
22412:  PRÓBOWAŁEM!
22414:  Musi być wyzwanie!
22428:  Dobra, dobra, dobra, jedna rzecz.
22430:  Pełnia.
22435:  Oczywiście, że jak byłem w ekwipunku, to się włączył mu czerwony atak.
22439:  Ależ oczywiście, że tak.
22442:  Dobra.
22443:  I teraz tak, teraz petardy.
22446:  Próbujemy od tej.
22448:  Później będzie mrożąca.
22449:  Mrożąca, która oczywiście nie działa.
22452:  Dobrze.
22457:  Na dzień dobry.
22459:  O, to jest ciekawe, to bym sprawdził, czy on rzuca się w ten sposób, jak... Nie kusza, tylko petarda.
22474:  Mówiłem, że to nie działa w żaden sposób?
22477:  Zmiana poziomu trudności?
22478:  Nie ma to żadnego sensu.
22481:  Ech...
22492:  Naprawdę, ja będę mieć parę słodkich słów do powiedzenia redom, jak się spotkam.
22499:  Nawet mam dwóch walk w tej grze, walki z Upiorem i walki z Olgierdem.
22502:  Okej.
22515:  Wiecie co, to ja może już te zmienię, te petardy, żeby były na zaś, bo mam poczucie, że w momencie, w którym to robimy, dosłownie w momencie, to on wykonuje atak wtedy, ten najgorszy, właśnie.
22531:  Otóż to.
22534:  Tak, brak gadania zdecydowanie... Może.
22541:  Nie można ustawić na jeszcze niższy przy tym, tłumaczyłem wam to już, w momencie, w którym się ustawia na jeszcze niższy, to się da zrobić z poziomu czwartego najwyższego, nie najwyższego najwyższego.
22553:  Jak go trafiłeś Ardem przy czerwonym ataku, to dostał Stana?
22557:  Być może, ale czerwony atak jest tak szybki, że ja nawet nie będę próbował.
22560:  Poza tym, w tym momencie jest tak, że żeby użyć Arda, musimy się przełączyć z Quena.
22565:  Quen to jest jedyne, co zapewnia nam jakąkolwiek przeżywalność w tej walce.
22578:  Ale swoją drogą, w trakcie jak to mamy... No nie.
22587:  To daje tylko tyle, że on się oddala i to bardzo mocno.
22601:  Archegryf nic nie da tutaj.
22613:  Tak, ja już nic nie wiem, co było w Głąbku Wabularnym.
22615:  Nic.
22616:  Absolutnie nic.
22617:  Nie mam zielonego pojęcia, co tam było.
22621:  Mhm.
22621:  Glitch?
22622:  Glitch.
22622:  Szkoda, że ten glitch nie działa w pełni, to ja bym się nie obraził.
22626:  W żadnym wypadku bym się nie obraził.
22632:  No.
22634:  O Boże, naprawdę, naprawdę, no naprawdę.
22639:  Teraz, teraz chodzimy przy ścianach, tak?
22652:  Ja chciałbym, żeby się zglitchował tamten, ostatni, z którym jest taki problem.
22672:  Korzystając z chwili... Dobra, to na przyszłość.
22684:  Łudzisz się, że wszystko skończy się dla ciebie dobrze.
22700:  Młynek to był dobry pomysł, zapomniałem o młynku.
22711:  Dobra, dobra, dobra, tylko żeby... ...nie przedobrzyć.
22715:  Okej, młynek to był bardzo dobry pomysł.
22726:  Młynek to był zajebisty pomysł.
22730:  Okej.
22735:  Gwen?
22740:  Haha!
22741:  Tylko, że nie działa.
22743:  Na tego, dobra.
22744:  To jest problem pewien.
22756:  Fuck.
22756:  Fuck, fuck, fuck, fuck, fuck!
22757:  Jaki to jest kretynizm!
22767:  W jaki sposób można skontrować kogoś, kogo się nie da skontrować, kto skontruje każdy atak?
22777:  Jak?
22782:  Jak?
22784:  Ja nie mam pojęcia, jak go trafić w plecy.
22785:  Nie mam zielonego pojęcia, jak to zrobić.
22803:  No, zielonego pojęcia nie mam.
22812:  A Ardem, tak?
22815:  Dobra, to na ostatniego spróbujemy Arda, bo petarda jest za długa.
22817:  Znaczy... Rzucenie petardy trwa... Rzucenie petardy trwa dwie sekundy, a to jest za dużo!
22825:  Trzeba szybciej walczyć, szybciej klikać niż sekundę!
22835:  Aaaa!
22837:  Dobra.
22837:  No, ale Młynek przynajmniej sprawia, że to szybciej idzie.
22851:  Okej.
22852:  To jest ten, który będzie z Żygzakiem chodził.
22856:  Geralt, serio?
22868:  Okej.
22869:  I teraz mówicie Art, dobra.
22870:  Okej.
22871:  Hahaha!
22878:  Sorry, nie działa.
22882:  Art działa na raz.
22886:  Tak, Art działa na raz tylko.
22891:  W sumie już odskoki są lepsze, bo przynajmniej nie wytrącają mnie z tej.
22896:  Ale że młynek nie działa, to był dla mnie szok.
22898:  C'mon.
22925:  No wreszcie!
22947:  Parujący za nami, nie mam pojęcia co robi ten.
22955:  A, ten też jest parujący, świetnie.
22962:  I co ten jeszcze będzie miał oprócz parowania?
22964:  Nie chcę myśleć.
22966:  O Boże.
22994:  Nienawidzę czegoś takiego.
22997:  Widzicie, ja bym był cały czas taki, gdybym grał w gry kompetytywne.
23000:  Ja to mam w grach kompetytywnych.
23003:  To jest tak irytujące, to jest tak bezsensowne, tak bardzo nie ma to żadnego znaczenia, a równocześnie sprawia, że nie jestem w stanie sobie spokojnie ogarnąć fabuły Wiedźmina.
23019:  Obawiam się, jeżeli tak wyglądają solsy, jeżeli takie są walki w solsach, nie mam mowy, żebym trzymał w tej grze więcej niż 6 godzin.
23035:  Okej.
23035:  Tak, te idealne parowania to jest dramat, ponieważ gra uczy, że paruje się wtedy, tylko i wyłącznie wtedy, kiedy zapala się ta idiotyczna rzecz nad przeciwnikami.
23050:  Co teraz?
23050:  Geralt nie może weźmł młynek na odmianę.
23056:  I w momencie, w którym jest boss, to nie ma tego znacznika.
23058:  Jeżeli by ten znacznik się pojawiał nad nim, git.
23063:  Ale się po prostu nie pojawia.
23065:  Geralt, quen, quen, quen, quen, quen, quen!
23067:  Quen!
23067:  Dobra.
23079:  Nie pamiętam, który to jest.
23080:  To jest zygzakowy, okej.
23090:  Kiedy miecz Olgierda siedzi na czerwono... Nie.
23093:  Nie ma szans, żebym użył znaku ART, kiedy miecz Olgierda świeci na czerwono, ponieważ mam cały czas zaslotowany QN, żeby przeżyć.
23099:  W momencie, w którym użyję na nim znaku ART, to już będzie za późno.
23107:  Nie mogę zrobić buildu na zielone drzewko, musiałbym resetować wszystkie punkty umiejętności, ale tego na pewno nie zrobię.
23113:  Nie mam po prostu szans, żebym to zrobił.
23129:  Nie zmienię znaków w trakcie, nie mam szans, żeby to zrobić przy mojej myszy.
23132:  Nie ma takiej możliwości.
23139:  Dramat.
23145:  Zamieć?
23148:  Wszystko jedno, już mamy i tak w tym momencie maksimum... maksimum wykorzystanych odwarów.
23164:  Już?
23165:  Już się odblokował?
23166:  No, no, no, no, no, no.
23168:  Dobra.
23173:  Nieprawdopodobnie mnie irytuje to, że Geralt jest na hita, na setnym poziomie, no przecież to jest absurdalne, no.
23181:  Umówmy się, że to nie jest tak, że to jest początek gry.
23184:  Wyobraźcie sobie teraz, że Geralt ma poziom 37, no przecież to jest kompletny absurd.
23196:  Plus jest taki, że dla osoby, które będą odtwarzać to później, będą sobie mogły to przewinąć.
23201:  Niestety ja tego nie mogę przewinąć.
23210:  Tak, Geralt, tak.
23211:  Piruety, piruety, tylko one ci nic nie dadzą.
23214:  Dobra, czyli teraz... A, nie, nie, nie, nie, nie, żadna zamieć, żadna zamieć, bo on, on zasażarżuje.
23219:  Dokładnie.
23221:  Co jest?
23222:  Co jest?
23222:  Co jest?
23223:  Co jest?
23224:  Quen, Quen, Quen, Quen, Quen.
23230:  Quen, Quen, Quen, Quen, Quen, Quen, Quen, Quen, Quen, Quen.
23239:  Dobra, teraz możemy się napić zamieci.
23242:  Dobra, przerwa, przerwa, przerwa, przerwa, przerwa, przerwa, przerwa, przerwa.
23248:  Gdzie jest zamieć?
23248:  Co to jest w ogóle zamieć?
23249:  W życiu nie używałem zamieci.
23253:  Ulepszony kod.
23253:  Ulepszona zamieć.
23254:  Kiedy zabijesz... Co?
23258:  Kiedy zabijesz przeciwnika, czas zwalnia na chwilę?
23263:  W jaki sposób?
23264:  W jaki sposób to może się przydać do walki z jednym przeciwnikiem?
23268:  Nie ma żadnego sensu.
23272:  Nie ma żadnego sensu.
23274:  Olej.
23275:  Olej cały czas mamy, ale spoko.
23278:  Można dać nowy.
23280:  Ja myślę, że grom raczej.
23282:  Żeby go szybciej zabijać.
23287:  Ale w ogóle jak?
23288:  W ogóle jedna rzecz mnie ciekawi.
23289:  Przecież mamy niezabijalność.
23295:  A, kiedy zabijesz jednego ducha, zwalnia czas na następnego i możesz zabić kontrę.
23299:  O Boże, nie.
23301:  Nie.
23307:  Co w nim jest w bestiariuszu?
23309:  Nie sądzę, żeby było cokolwiek, ale zobaczmy, może jest.
23313:  Istoty magiczne, istoty przeklęte.
23316:  Może być albo w przeklętych, albo w... Dobra, nie w reliktach, nie w trupojadach, w upiorach.
23326:  Nie ma niestety.
23328:  Ale może jest w... Może jest w... Istotach magicznych.
23332:  Nie ma go.
23333:  W istotach przyklętych.
23334:  Też nie ma go.
23341:  A, młynek wykorzystuje adrenalinę.
23343:  To dlatego.
23343:  Okej.
23344:  Och.
23355:  Nie, nie, pancerz nie jest popsuty, ale możemy go naprawić.
23359:  Wszystko jedno.
23361:  Na pewno miecz jest już też nadwątlony.
23365:  Wszystko, byleby była chwila przerwy.
23367:  Okej.
23371:  Ale to jest złośliwe, że akurat po... Kłen, kłen, kłen, kłen, kłen, kłen, kłen, kłen, kłen!
23385:  Okej, teraz... Co się dzieje?
23388:  Gwen.
23389:  Gwen.
23389:  Gwen.
23389:  Gwen, Gwen, Gwen.
23421:  Whatever.
23431:  Nie!
23436:  Fuck!
23440:  No właśnie to jest to, że zmieni się przez przypadek znak i jest problem.
23445:  Quentin.
23460:  Tak!
23463:  Tak!
23477:  Whatever się tam dzieje, nie wiem, co się tam dzieje.
23480:  Wszystko jedno, co się tam dzieje.
23486:  Zaczekaj, chcę porozmawiać.
23492:  Tak się bawi!
23494:  Tak się bawi!
23495:  Haha, GH!
23514:  Takich gry się... takich film się gra w Souls, rozumiem.
23521:  Zapisz!
23523:  Tak!
23525:  Teraz trzeba zapisać.
23534:  To wszystko dzięki Yrden, tak.
23538:  Gdyby nie ten Yrden na końcu.
23546:  Wszystko jedno.
23547:  Przyszedłem tutaj po fioletową różdżę, którą Olgierd podarował ci w dniu, kiedy widziałam go po raz ostatni.
23556:  Zasuszyłam ją i trzymałam w sypialni, koło łóżka.
23564:  Leżałam całymi dniami i wpatrywałam się w nią, aż rozpadła się w pył.
23574:  Pokonanie Olgierda nie było łatwe.
23580:  Moje biedne, słabe serce.
23589:  Kwiat znów rozchylił płatki, brzmi niepotrzebnie erotycznie.
23596:  Teraz cyk, bluescreen, no.
23601:  To był ten moment, kiedy mógłbym zrobić Ragequita.
23605:  Hahaha.
23617:  Pomyśl, że o tym, jak miała Iris przerąbane z Olgierdem, miała go na co dzień.
23621:  Tak, to prawda.
23624:  Olgierd nie jest wart twojej troski!
23630:  Ale on zginie pod koniec.
23631:  Sorry.
23632:  On zginie.
23635:  On zginie.
23640:  Polecam zapisać przez cztery dni.
23643:  Niewiele.
23644:  A ja nie pytałem.
23646:  Po prostu przysłał mnie po róże.
23649:  Róże?
23651:  Ostatnie, co mi po nim zostało.
23654:  Ostatni prezent.
23655:  Tak, to prawda.
23669:  Nie pozwolę zabić Olgierda, ja go osobiście, ja go osobiście tak pobiję, że on już nie wstanie.
23677:  Nie ma takiej możliwości innej.
23680:  Ile było czaty, ile było śmierci w sumie, bo ja nie patrzyłem.
23685:  Potrzebuję twojej róży.
23687:  Czy możesz mi ją oddać?
23689:  Teraz awaria prądu w całym Krakowie.
23691:  Boże, nie.
23692:  Proszę, nie.
23694:  Brzegi płatków zaróżowiły się.
23696:  Jak tamtego dnia, kiedy ją dostałam.
23698:  Trzydzieści siedem śmierci.
23702:  Dwadzieścia jeden, trzydzieści siedem.
23704:  Która spłynęła po liściu, gdy wzięłam różę do ręki.
23707:  A może to była krew?
23711:  Bo zraniłam się kolcem w palec?
23712:  Nie pamiętam.
23718:  Żaden przeciwnik nie robi one-shota w Frolsach, to dobrze.
23721:  Ta walka sprawiła... Nasza służba dobiegła kresu.
23726:  Dziękujemy ci za wyzwolenie, nieznajomy.
23745:  Zanim odejdziemy, przyjmij radę.
23748:  Strzeż się tego, którego zwiecie Szklanym Człowiekiem.
23752:  Jeśli staniesz mu na drodze, czeka cię los gorszy od śmierci.
23756:  Szukaj ratunku w Zwierciadle, którego nie można stłuc.
23762:  Zwierciadło, którego nie można stłuc?
23767:  Do zobaczenia.
23769:  A, a Pana to nie męczył te gry?
23770:  Tak, tak, już pamiętam to, pamiętam.
23774:  Geralt jest już biedny.
23776:  Sterany walką.
23777:  Napruty.
23777:  F5, F5, F5, F5.
23778:  F5.
23778:  Niech malowany świat Iris odejdzie w niepamięć.
23814:  Ja myślę, że wszyscy, którzy się obawiają, że mogę się stać psychopatycznym mordercą wskutek grania w gry, powinni być spokojni.
23821:  37 razy zginę, zanim zadam komukolwiek pierwszy cios.
23848:  Tak, taki ręczny zapis, tak, tak, tak, tak.
23858:  Zadaliście pytanie na czatach.
23860:  Zasadne pytanie, naukowe pytanie.
23864:  Krzysztof, Krzysztof, Krzysztof.
23868:  byś czytał w książki, to byś się tak nie denerwował.
23872:  Wiecie?
23872:  I tutaj, wiecie, zasadniczy błąd.
23875:  Ponieważ tak, nie denerwowałbym się.
23877:  Chyba, żebym czytał książki Olgi...
23881:  Wtedy co innego!
23882:  Wtedy denerwowałem się znacznie bardziej!
23885:  Oj, znacznie!
23887:  Albo jak czytałem książki Dody Masłowskiej, na przykład taki pff, Pawły Królowej.
23891:  Ohoho!
23892:  To, co było teraz, to jest nic w porównaniu z moim poziomem kurwu i frustracji!
23898:  Zwłaszcza, że później jeszcze musiałem zdać tego egzamin, miałem taką śliczną listę lektur, na której nie było żadnego z pisarzy, których cenię.
23904:  To w ogóle nie wpływało w żaden sposób na mój stan psychofizyczny, nie!
23908:  Skąd? !
23913:  Właśnie, słuchajcie, teraz widać jedną rzecz, że ile myśmy mieli żyć, patrzcie, ile mieliśmy żyć i żyjemy dalej.
23924:  Nierealistyczne!
23926:  Spotkaj się z człowiekiem Olgierda w alchemii, w pubie w Krakowie.
23935:  21 razy miecz zmieniał.
23938:  37 razy zginął.
23939:  Tak.
23940:  Nawodnienie.
23941:  Dobrze, macie rację.
23943:  Dobranoc, Cozy.
23948:  Dlaczego żyć brzmi jak żyć?
23949:  To prawda.
23950:  Ale żyć... Żyć przez RZ jest fajniejsza.
23957:  Boże, naprawić build!
23960:  Dziękuję wam!
23961:  Przecież bym teraz wpadł jak śliwka w kompot!
23969:  Przywróćmy normalność!
23972:  Przywróćmy normalność!
23976:  Przez przypadek wyrzuciłem coś, co jest nam akurat bardzo potrzebne.
23982:  Kontrola gniewu, tak, i techniki walki gryfa.
23986:  Dobrze.
23989:  Ja nie pamiętam, co było poza tym.
23994:  Chyba to.
23998:  Poprzednim razem, jak walczyłem z Upiorem, zrobiłem sobie screenshot, żeby pamię... Żeby pamiętać, co ja potrzebuję mieć, ale chyba sobie poradzę.
24007:  Trzymajcie kciuki, czaty.
24010:  Wielkie niebiosa.
24013:  Czego, czego się, czegoż się nie robi?
24015:  Czegoż się nie robi, żeby pokonać przeciwnika?
24021:  Ale serio, gdyby, gdyby nie był, gdyby nie było tego one hitu, to nie byłoby to tak stresujące, ale niesamowicie stresuje mnie to, jeżeli jest, wiecie, jest jeden błąd, który się zrobi i kaput.
24032:  O Boże, to jest bardzo stresujące.
24036:  Moc krąg Erden, jasne.
24038:  Jeszcze mieliśmy zdaj się na Quen parę.
24043:  Tak.
24045:  Nie, znaczy sugestia tak, okej.
24049:  Okej.
24051:  A, i... któreś z tych... Już wiem.
24055:  Rozładowanie QN, albo zwiększa moc znaku QN.
24058:  Zwiększa moc znaku QN, jak najbardziej.
24061:  I ostatnia rzecz, której potrzebujemy, to jest niezabijalność.
24068:  Niezabijalność.
24072:  O tak.
24073:  Powrót do normalności.
24075:  Ten jeden moment, kiedy ta fraza nie brzmi creepy.
24081:  Potrzebuję chansą de geste o tym, jak Geralt pokona Olgierda?
24085:  Absolutnie.
24087:  Absolutnie tak.
24089:  Czy czuję... Czy czuję... Czy wiem, co czuła Powder?
24093:  Tak, po tej walce tak.
24096:  Wojna polsko-rusko świetna?
24097:  Nie zgadzam się.
24098:  Strasznie mi się źle to czytało.
24100:  Nie jestem w stanie zrozumieć fenomenu tej powieści.
24108:  Myślę, że cięcie w ósmą za mocno markujesz.
24111:  Tak, tak, to prawda.
24115:  Wiecie co, wiecie co, nie.
24116:  Nie będziemy żadnej szybkiej podróży.
24118:  Ja sobie łagodnie usiądę, pozwolę, żeby moje krzesło podparło mi kręgosłup i będziemy powolnym, powolnym truchtem zmierzać sobie przez Velen.
24132:  Nie no, to wszystkie niebieskie umiejki mamy przy Mutagenie.
24135:  Tak, tak, tak, tak, tak.
24136:  Jasne, jasne.
24137:  Ale tutaj tylko nie możemy tylko zrobić, wiecie, bo tych niestety umiejek nie możemy dać tutaj.
24141:  Taki ból.
24144:  Tak, piękna muzyka, której mi brakowało.
24146:  Velen, o tak, zen.
24149:  Witam, pisze Krzysztof.
24150:  Wspominałeś kiedyś, że warto zrobić na kurserze kurs, żeby mieć na LinkedInie znaczek Stanforda czy innej normalnej uczelni.
24156:  Wzięłem to sobie do serca i założyłem tym konto.
24158:  W oczy mi się rzuciła jedna rzecz.
24159:  Jako student mam darmowy dostęp do kursu, ale nie otrzymam wtedy certyfikatu.
24162:  Żeby go dostać, muszę zapłacić normalny dostęp do kursu.
24164:  Tu się rodzi pytanie, czy warto.
24166:  Wiesz, to zależy od dyscypliny.
24167:  Jeżeli jest rzeczywiście taki kurs, który ma właśnie odpowiednie logo odpowiedniej uczelni,
24173:  To jest to inwestycja, którą ja bym rozważył, ale to bardzo zależy od dyscypliny.
24179:  Na przykład w IT dużo jest takich sektorów, gdzie naprawdę nie patrzą na studia i interesują ich umiejętności, ale na przykład dobrze jest mieć w zakładce edukacja cokolwiek, tak?
24190:  Więc jeżeli się nie ma wtedy innej uczelni, to warto mieć tę.
24194:  Jeżeli masz już, w tym momencie jesteś studentem jakiejś uczelni, no to wtedy wygląda, jakbyś był studentem dwóch, nie?
24200:  I to dobrze wygląda, jak teraz, zwłaszcza w Polsce.
24209:  Klara mówi, że kwestia Wojny Polsko-Luskiej polega na tym, że jako słuchowisko to lepiej wypada, okej.
24215:  Wpis Olgierdzie w Bestiariuszu, a jest?
24219:  Jest wpis Olgierdzie w Bestiariuszu.
24222:  To były postaci.
24224:  Nie, gdzie są postaci?
24226:  Mapa, fikunek, alchemia, rzemiosło, książki.
24228:  Postaci!
24230:  Olgiert.
24231:  Od ob, nie?
24232:  Tak sądzę.
24240:  Okej.
24242:  Do dziś właściwie nie wiem, co spowodowało, że Geralt zainteresował się zleceniem wystawionym przez Olgierda von Everetts.
24247:  Po latach nieistotny jest już jednak, czy to była to wyłącznie chęć zysku, czy też ciekawość.
24252:  Liczy się to, że dotarłszy do posiadłości Garin, wiedźmin poznał słynnego w okolicy szlachcica i przyjął od niego zlecenie na potwora z kanałów.
24259:  Od początku Olgierd wydał się Geraltowi postacią nietuzinkową,
24262:  Dowodził nieformalną kompanią, która go ubóstwiała, choć wyraźnie różnił się od jej członków.
24265:  Był wykształcony, znał się na sztuce, ale jednocześnie Geralt dostrzegł w nim coś, co na początku nie mógł sprecyzować, a co po latach nazwał pustką, która krzyczała, by ją wypełnić.
24274:  Gdy po jakimś czasie Geralt wrócił do Olgierda, posiadłość, którą Ataman zajmował wraz ze swoją kompanią, płonęła.
24279:  Szybko okazało się, że majątek nie należał do Ewerexa, tylko został zajęty przez jego ludzi, którzy w ferworze zabawę puściły budynek z dymem.
24286:  Olgierd nie miał im tego za zło, jednak zabicie tamtejszego dziedzica uznał za
24291:  Wówczas w sprawę wmieszał się Geralt, a finał był bardziej zaskakujący niż kiedykolwiek mógłby przypuszczać.
24295:  Okazało się bowiem, że Olgierd jest nieśmiertelny.
24298:  Oj tak.
24299:  Jednak nieśmiertelność to był dopiero początek.
24301:  Pan Lusterko zdradził Geraltowi, że Olgierd zawarł z nim zaosobliwy kontrakt.
24303:  W zamian za odzyskanie utraconych wpływów i bogactwa obiecał mu coś znacznie bardziej osobistego.
24308:  Niestety, wówczas Geralt nie wiedział jeszcze, co to takiego.
24311:  By jednak Geralt kontrakt mu się wypełnić, a panu Sterko odebrać swój pług, dług, nie pług, zdecydowanie nie pług, musiał spełnić ostatnie trzy zrzeczenia Olgierda.
24320:  Nie mógł tego jednak zrobić własnymi ręką, a potrzebował pomocnika, Geralta.
24323:  W ten oto sposób wiedźmi został wmieszany w sprawę między potężnym, nieśmiertelnym szlachcicem, a tajemniczym gaunterem Odimem.
24330:  Olgierd usłyszawszy, że Geralt będzie wykonawcą jego woli, nie wahał się rzucić mu wyzwania.
24334:  Na początek zażądał domu Maksymina Borsodiego i tego, by jego brat Witold von Ewerest wybawił się po wszystkie czasy.
24340:  Jak widzicie, dzięki temu możemy sobie przypomnieć, co się stało do tej pory, co jest szczególnie zbawienne dla mnie.
24345:  Choć wypełnianie życzeń Olgierda nie było łatwe, dało się Geraltowi sporo nowych informacji na temat Orgelda for Everett uzyskać.
24351:  A była to nadal smutna historia.
24353:  Olgierd zakochał się z wzajemnością w Iris, pięknej dziedziczce możnego rodu.
24356:  Rodzina wybranki go przyjęła i wszystko zmierzało ku dobremu, gdy nad rodem von Everett zawisły czarne chmury.
24361:  Kilka złych decyzji i parę nieurodzają lat nieurodzają wpędziło zamożnych, niegdyś szlakciców, w długi, a rodzina Borsodich, która je wykupiła, doprowadziła ich do bankructwa.
24370:  Wtedy też rodzice Iris zmienili zdanie, że to przyszłego zięcia.
