Pół wieku eksploracji później — WITCHER 3 Livestream #12
🔗 https://www.youtube.com/watch?v=2a46pkxu55E

2:  Witajcie serdecznie
20709:  Jestem nowy w światach fantazy.
20713:  Co by ci tu polecić?
20717:  A weź sobie mechanicznego Iana Tregilisa.
20719:  Dobry steampunk.
20723:  Albo Abhorsen Gartanixa.
20726:  Jeśli fantasy bardziej.
20731:  No dobrze, mamy odszukać porwanego człowieka przez trolle i gra nas prowadzi tam.
20737:  Ale mówicie, że w głąb jaskini.
20739:  No to pójdziemy jeszcze w głąb jaskini.
20744:  Troll rzuca zamarzniętą kupą.
20745:  Naprawdę?
20751:  Hmm... Coś się tam gotuje.
20754:  Okej.
20761:  Bardzo satysfakcjonujące.
20771:  Uważaj, by nie spaść!
20774:  Agatation, wiesz dobrze, że te... ...trzy słowa... ...cztery... ...powodują u mnie...
20785:  Mlazgroć, smutek i drętwotę.
20788:  O Boże, co tu się dzieje?
20796:  Aha.
20798:  Aha.
20803:  Gotujecie sobie?
20804:  Ano, gotujemy.
20807:  Bo głodne.
20812:  Hej, ty tam!
20813:  No pomóż mi!
20814:  Woda robi się gorąca!
20818:  Ciiiicho tam!
20819:  Słupa z trupa.
20821:  Rozumiem.
20821:  Potrzebuję tego człowieka.
20823:  Nie.
20827:  Człowiek wygląda od berchyfa.
20831:  W zagadki.
20832:  I to trudne.
20834:  Dobrze, eee... Oczywiście, że zagramy.
20837:  Ależ oczywiście, że zagramy.
20839:  Lubicie zagadki?
20841:  No to zagrajmy od tego człowieka.
20843:  Jeśli wygram, zabieram go ze sobą.
20845:  Jeśli przegram, skakuję do gara.
20847:  To dobre.
20849:  Bardzo dobre.
20857:  Nie bulgota.
20858:  Nie bulgota.
20858:  Dużo je i dużo pije.
20865:  Krzysztof jest dumny.
20871:  Nie Krzysztof.
20877:  Czaty?
20879:  Troll?
20880:  Troll, nie?
20881:  Troll.
20885:  Troll.
20889:  Troll, rzecz jasna.
20890:  Troll.
20890:  Dobrze.
20891:  Niech zada swoją zagadkę.
20900:  Mózg tępych troli kontra mózg doktora nauk humanistycznych.
20905:  Krzysztof, kapituluję.
20926:  To było spektakularne zwycięstwo.
20953:  Widzę, że poparzenia drugiego stopnia odchodziły.
20961:  No i spotkaliśmy Balwierza, sądząc po Fryzie.
20965:  O, to jest Wokulski, ma czerwone ręce.
20977:  Szukam Hjalmara.
20979:  Hjalmara?
20980:  Też jestem ciekawy, gdzie się podziewa on i cała drużyna.
20985:  Coś musiało się stać, skoro nie przyszli mnie szukać po tym, jak zniknąłem w nocy.
20993:  A właściwie, po co ci Hjalmar?
20998:  Opowiedz mi o waszej wyprawie!
21000:  Opowiedz mi o waszej wyprawie.
21001:  Pokaż mi swoje towary, tak?
21002:  Akurat w kotle miałem swój kramik, poczekaj, wrócę po niego.
21025:  Sternik popełnił błąd?
21027:  Raczej jego matka, wydając go na świat.
21030:  Głupiec nasłuchał się bajań, napchał do uszu wosku i nie słyszał naszych ostrzeżeń.
21036:  Może partyka gwinta?
21037:  Wpakował nas prosto na skały.
21039:  Kilku zginęło, rannych musieliśmy ciągnąć na noszach, a syreny ciągle nie odpuszczały.
21047:  Hjalmar dołł róg, ale podeszliśmy za blisko zbocza i runęła na nas lawina.
21053:  Rzeczywiście mieliście pecha.
21055:  I co było potem?
21056:  Dotarliśmy do tego szaleńca z okrętu i w końcu rozbiliśmy obóz przy wieży strażniczej.
21061:  I wyglądało na to, że na chwilę wszystko się uspokoiło.
21065:  Michał pisze.
21066:  Drodzy magowie ognia, jeśli wasza magia naprawdę jest najlepsza, dlaczego dalej upadacie na łeb z szacunkiem magowie grawitacji, czyli fizycy?
21073:  Tak, ma to sens.
21076:  Krach przysłał mnie po Hjalmara.
21078:  Na Ard Skellig będą wybierać nowego króla i wszyscy czekają na powrót młodego Ankreid.
21084:  Chjalmar władcą całego Skellige.
21089:  Myślisz, że się nie nadaje?
21091:  Chjalmar bywa nieodpowiedzialny, uparty i nigdy nie słucha rad, ale to świetny przywódca.
21098:  Przyjaźnię się z nim od dziecka, z nim i z Cerys.
21103:  Cerys też się zgłosiła.
21105:  Cerys?
21106:  Ale ona... ona jest przecież...
21111:  Ja nie wiem, dlaczego Łokulski miał czerwone ręce, tylko pamiętam, że cały czas ta idiotka, jak ona się nazywa, Izabela, ona bez przyczyn mówiła, ma czerwone ręce, ma czerwone ręce, ma czerwone ręce.
21123:  Wybitna literatura.
21131:  Jest nieodrodną córką Kracha.
21133:  A Krach poparł ją?
21135:  Pozwolił jej wyruszyć na jakąś szaloną wyprawę?
21138:  Nie był zachwycony.
21140:  Zwłaszcza, że Cerys nic mu wcześniej nie powiedziała.
21143:  Mnie też nie.
21144:  A gdzie popłynęła?
21145:  I kto był z nią?
21147:  Na Spikerog.
21148:  Sama.
21150:  Sama?
21151:  Psa krew!
21152:  Gdyby tylko Hjalmar... Wiesz, czy już wróciła?
21156:  Kiedy wypływałem z Ardskaliki jeszcze jej nie było.
21160:  Oczywiście, czaty pamiętają, że Wokulski był na Syberii i odmroził sobie ręce.
21163:  To są kursowe informacje, bez których nie moglibyśmy żyć.
21166:  Cieszę się, że szkoła was tego nauczyła.
21175:  Dlaczego odłączyłeś się od reszty?
21178:  Bo na nocnej warcie zobaczyłem jak Ragnars farołek radnie Hjalmarowi róg Hornvala, którym odstraszaliśmy syreny i wymyka się z obozu, to poszedłem za nim.
21188:  Nie mam pojęcia, co mu strzeliło do tego rudego łba.
21191:  Ale kluczowe pytanie, kto jest twoim balwierzem?
21195:  I co, udało ci się go dogonić?
21197:  Tak, w tych jaskiniach.
21199:  Dranina robił takiego wrzasku, że ściągnął trolle.
21202:  Myślałem, że mnie zeżrą od razu, ale najpierw wsadziły mnie do marynaty.
21206:  Dziś uznałeś, że już czas i jak nic, byłoby po mnie, gdybyś mi nie pomógł.
21212:  Co jest odpowiedzią na zagadkę Geralta, bo nie zasnę?
21216:  Nie pytajcie mnie, ja nie umiem zagadek.
21218:  Gdybym ja był w jaskini z Gollumem i miał odpowiadać na zagadki, to bym już nie żył.
21225:  Wiesz, gdzie Hjalmar chciał szukać giganta?
21228:  Dowiedzieliśmy się, że ma swoje leże w jaskiniach nad wioską.
21232:  Hjalmar chciał tam przeprawić się przez jezioro.
21235:  Wigi Pomeraniec upierał się, że jest lepsza droga przez kopalnię, ale nikt nie chciał się pchać w łapy potworom.
21242:  Dobra, już wracaj na Sybir.
21244:  To mi wystarczy, bywaj.
21247:  Czekaj, pójdę z tobą.
21248:  Na szczęście trolle nie wzięły mojego łuku na podpałkę.
21254:  O tak, jeszcze będzie za nami ganiał łucznik.
21257:  Boże, jesteśmy uratowani!
21259:  Brakowało nam łucznika, powiedział Nikt Nigdy.
21268:  Jeszcze będę teraz go musiał chronić, jak znam życie.
21272:  Używając wiedźmińskich zmysłów.
21274:  Dobrze.
21276:  Przedostań się przed jezioro.
21278:  Co mam zrobić?
21279:  Oczywiście, że będziemy go musieli chronić.
21281:  Fantastycznie.
21282:  O co zakłady, kiedy zginie?
21284:  Myślę, że szybko.
21291:  Chyba pierwej tutaj.
21294:  Tak myślę.
21299:  Tak jest, jest Legolas, świetnie.
21302:  A, nie!
21319:  Nie mam pytań.
21320:  Czy tutaj da się przejść?
21323:  Tutaj chociaż... Nie, to nie jest Genshin Impact, to miały być prawe przyciski myszy.
21333:  To go pochroniłem, prawda?
21337:  Tak, tak, tak.
21338:  Po prostu Geralt znowu miał potrzebę poczucia się Adamem Małyszem.
21344:  Dobra, gdzie jest ten patołucznik?
21348:  Łuczniku?
21350:  O!
21351:  Pato Łucznik ma dokładnie taką samą zdolność jak Płotka.
21354:  Potrafi się dematerializować i materializować.
21356:  Szkoda, że my jej nie mamy!
21366:  Nic nie jest tak denerwującego, jak ten dźwięk kończącego się... kończące się energii biegowej biednego mistrza Gerwanta.
21376:  No, 102 metry.
21378:  Rekord Rivi.
21380:  Tak.
21381:  Tak.
21383:  Absolutnie tak.
21386:  Taktyczny save.
21390:  Bo przed nami skok przez płotki.
21393:  O, możemy spadać więcej ciał.
21399:  Geralt, naprawdę musiałeś się schylać po to, żeby stwierdzić, że to są ślady bitwy?
21405:  Uciekali w stronę jaski.
21409:  Mistrz Gervant i tak ma płuca jak miechę w porównaniu z niejakim komandorem Shepardem.
21412:  Zgadzam się, Taranello, absolutnie tak jest.
21415:  Absolutnie tak jest.
21420:  Komandor Shepard bez przerwy przegrywała w konkurencji biegów przełajowych.
21436:  Pewnie, że tak nie ma co czytać lektur.
21438:  Szkoda czasu.
21439:  Przeczytajcie w zamian jakąkolwiek inną książkę.
21442:  Możecie zawsze mnie pytać o polecenia.
21444:  Staram się je przywoływać.
21446:  Ktoś jeszcze prosił, bo mi nie umknęło to pytanie, o polecenie czegoś po lekturze Eragona.
21451:  I staram się właśnie pomyśleć, co z tych rzeczy, o których sobie rozmawialiśmy, byłoby najbliższe temu.
21455:  I chyba myślę, że Kanawan właśnie.
21458:  Że trylogia Czarnego Maga może być dobrym pomysłem po Eragonie.
21466:  Nie, Potter w sumie, jeśli nie znasz, to też.
21470:  Nie, bo to było to pytanie.
21472:  Przepraszam, bo zapomniałem Nicka.
21478:  Okej.
21480:  Jaskinie.
21481:  Dobrze.
21482:  Dowiadujemy się.
21484:  Zbadaj, zbadaj, zbadaj, zbadaj, zbadaj, zbadaj.
21487:  Ślady krwi prowadzą do jaskini.
21496:  Naprawdę?
21504:  Geralt z Rivi.
21505:  Sherlock.
21510:  Hmm, przeszedł tędy.
21512:  Na pewno.
21515:  Detektyw stulecia, tak.
21517:  Tak, tak, absolutnie.
21532:  No i?
21534:  No i co?
21535:  A tam jest woda czy nie ma wody?
21537:  Co teraz?
21538:  Co teraz?
21540:  Pochodnia?
21545:  Aaa, teraz walka.
21548:  Absolutnie tak.
21550:  Brakowało mi tego.
21557:  Przepraszam, czy on nas właśnie zrzucił?
21560:  Przepraszam, co?
21562:  Jakim prawem ten przyklęty, pieprzony Legolas, ten patołucznik nas zrzucił ze skały?
21569:  No przecież to jest skandal!
21571:  Jakim... Co się dzieje?
21575:  Patołucznik!
21583:  No i dupa, no nic nie zrobimy.
21586:  Co zrobisz, nic nie zrobisz.
21588:  Taka prawda.
21596:  Zajebiste party, absolutnie.
21598:  Najlepsze.
21604:  Nie mam pojęcia, co zrobić w tej sytuacji.
21610:  Ja wiem, co zrobimy.
21611:  Użyjemy mózgu.
21614:  Rzadko to robię, ale myślę, że zaryzykuję.
21620:  Nie wierzę, że tam jest woda, nie.
21624:  Jestem przekonany, że można tędy przejść.
21656:  Ja pierdolę.
21657:  To się nie stało.
21660:  O, nie, nie, nie.
21665:  Dobrze, czyli mówicie, że tam trzeba jednak skoczyć.
21667:  Dobrze, spróbujemy, nie ma problemu.
21669:  Spróbujemy skoczyć.
21676:  Dlaczego teraz się udała wcześniej?
21679:  Nie.
21683:  Gdzie tu są przeciwnicy?
21685:  A, na górze.
21689:  A, nic nie widzimy.
21692:  To świetnie.
21694:  Pa, to łucznik zaraz zginie.
21704:  Nie żebym coś sugerował, ale wyciągnięcie łuku i strzał mogłoby nam pomóc.
21717:  Patoucznik, mistrz drugiego planu.
21719:  Dobrze, gdzie mamy teraz iść?
21721:  Zapomniałem, że w lokacjach tych nie ma mapy.
21725:  Zapomniałem, przepraszam, to jest oczywiste.
21732:  Dobra, myśmy spadli stamtąd.
21733:  Nie, to się źle skończy, ja tutaj nigdy nie znajdę drogi.
21740:  Absolutnie się zgadzam, że to wszystko wina... Tak.
21745:  Braku jamnika, magii wody.
21747:  Tak jest.
21751:  Nie, kot jest okropny.
21752:  Po prostu ja nie jestem w stanie funkcjonować, jak mam kota.
21759:  Tylko jamnik.
21763:  Okej.
21765:  Zresztą na streamie też to chytnie wygląda.
21775:  Na razie nam idzie, powiedział Krzysztof po dwóch rundach epickiego upadku.
21780:  To był bardziej epicki upadek, niż ten w filmie z Michaelem Douglasem, który już Wam raz polecałem i nie zaszkodzi polecieć po raz kolejny, jak ktoś nie zna.
21791:  Okej.
21798:  Jest taktyczny save'ik.
21801:  Podoba mi się to, co tutaj widzę.
21804:  To są harpie.
21806:  Można je wypalać.
21814:  Geralt.
21815:  Gera... Ger... Ge... Ge... Geralt!
21817:  Ge... Ger... Gera... Geralt!
21843:  Znaleźć spokojne miejsce w swoim mieście.
21850:  Schroń się w nim.
21852:  Świat, który cię otacza jest spokojny.
21855:  Wszystko jest idylliczne i wspaniałe.
21858:  Jesteś bezpieczny w swoim miejscu bezpiecznym.
21865:  Niech żyją taktyczne save.
21869:  Podkusiło mnie używanie mieczy.
21871:  Podkusiło mnie!
21875:  Nie zrobię więcej tego błędu.
21889:  Łuczniku?
21891:  Zdejmowanie harpii z powietrza?
21893:  Cicha sugestia.
21899:  Jajo harpi.
21901:  No dobrze.
21905:  Te wrzazgi przywiodły mi na myśl tasmanomancję, pradawną sztukę tajemną wróżenia z krzyku diabła tasmańskiego.
21912:  He protect, he attack, but most importantly saves ten seconds back.
21916:  Absolutnie.
21918:  Czy myślicie, że to jest złoto?
21920:  Boże, przypomina mi się ta piękna scena z Hobbita, jedna z nielicznych pięknych scen z Hobbita, wydobywania tego kryształu w Morii.
21927:  Nie, to nie było w Morii, cała plotę, w... Ach, jak się nazywała ta góra, gdzie siedział smok?
21935:  Nie pamiętam.
21936:  Koszmar.
21937:  Niedostateczny z lore Tolkienowskiego.
21942:  Erebor, dziękuję!
21945:  O nie, pożeracz.
21947:  Pożeracze wybuchają.
21948:  Wiecie, co to oznacza?
21950:  Nasz łucznik za 5 sekund zginie.
21963:  Nasz łucznik nie zginął.
21965:  Jestem o krok od stwierdzenia, że być może jest częściowo przydatny.
21975:  Więcej pożeraczy!
21976:  Świetnie.
21983:  Niech tankuje.
21984:  Tankujący łucznik to byłoby... To jest ciekawa koncepcja.
21998:  Ktoś mówił ostatnio, że licznik śmierci nie postępuje.
22003:  Postępuje, otóż.
22006:  Postępuje.
22008:  Nie myślę, że nie.
22009:  Absolutnie nie.
22023:  Może ten pożeracz ma jamę ustną, która wygląda jak wagina dentata.
22031:  Poszmar.
22036:  Łuczniku, przydaj się do czegoś.
22039:  Hej, hej, hej, hej!
22045:  Jaki bait!
22047:  Jaki obrzydliwy bait!
22049:  Rozpłatał ją na pół.
22051:  On chciał, żeby... On chciał wybuchnąć przy mnie.
22054:  Rozpłatał ją na pół.
22055:  Wiem, co zrobił Geralt.
22056:  Rozpłatał ją na pół.
22065:  Czy my przedostaliśmy się wreszcie przez jezioro?
22071:  No, trzeba przyznać, że to był najbardziej myślący człowiek, z jakim się kiedykolwiek zetknęliśmy.
22076:  Przepraszam, to nie był człowiek, to był potwór.
22082:  Ooo, lawina.
22084:  Z pewnością zrzucił ją jakiś wprawnie rzucony znak R. Tak naprawdę to nie.
22094:  Cuda Zerikani.
22096:  Punkt pierwszy, Zerikanki.
22098:  Niestety tylko tyle wiemy na temat Zerikani.
22101:  Andrzej Sapkowski, jak wiadomo, jest mistrzem budowania skomplikowanego i złożonego lore, który zawstydza tym kunsztem nawet Brandona Sandersona.
22109:  Dlatego też wiemy, że w Zerikani są Zerikanki i mają fajne cycki.
22113:  To jest wszystko, co wiemy o Zerikani.
22118:  Nie czytałem mangi Genshin Ashtahu.
22123:  a Art służy do gaszenia słabych linii.
22127:  Uuu, piękne.
22134:  Trollujący Saruman wywołał lawinę, powiadacie?
22137:  Oj, to mogłoby być.
22138:  Ale to jest swoją drogą piękne, bo Saruman wkłeni, rozjusza górę, jak zrzuca lawinę, a Gandalf ją uspokaja.
22146:  Przepiękny szczegół.
22148:  Tolkien lśni światotwórcze, jak przychodzi do języków zawsze.
22157:  Mam pewien pomysł i ten pomysł brzmi wyśmienita gwiazda tańcząca.
22161:  Razy dwa.
22166:  E!
22166:  E!
22167:  E!
22168:  E!
22168:  Debilu!
22170:  Jesteś łucznikiem!
22172:  Wracaj z... On zginie.
22178:  On zginie w tym momencie.
22182:  Co te pożeracze się zrobiły takie silne?
22189:  Czy on już się krztusi, czy jeszcze nie?
22202:  Łucznik jest odporny!
22205:  Łucznik jest odporny na... Łucznik jest odporny na kwasy żołądkowe pożeraczy!
22211:  Wspaniale!
22216:  Łucznik próbował trzy razy wystrzelić w ciszę Feather Quiet, ale ostatecznie zdecydował się na atak toporkiem.
22222:  Tak, tak, tak.
22223:  Piękne.
22226:  Boże, dostaliśmy więcej florenów niż ze wszystkich naszych dzisiejszych zleceń wiedźmińskich.
22235:  Okej.
22235:  Nie wiem, do czego mi się przydają te wszystkie serca Neckera, ale i tak zbieram.
22242:  Okej.
22244:  Tu jednak coś jest.
22246:  trup.
22248:  To prawda, łucznik jest NPC-em z drogi ku zagładzie, Geralt nie.
22255:  To jest smutna uwaga.
22257:  Ale jest bardzo prawdziwa.
22262:  Ja myślę, że on ma co najmniej 69 level, patrząc na pakiet umiejętności.
22268:  O, duże stopy.
22271:  A wiadomo, duże stopy.
22273:  Dobry znak.
22280:  Aaa, nie mogę podskoczyć.
22282:  Podskoki zakazane w trybie Wiedźmińskich Zmysłów.
22285:  Logiczne.
22294:  Boże drogi, co ja tam widzę?
22298:  Widzę, że tor wspinaczkowy.
22301:  Krzysztof Gonciarz byłby zachwycony.
22307:  Chcę z... Chcę... Chcę zbadać.
22311:  Chcę... Chcę zba... Muszę znaleźć inną drogę.
22316:  No shit, Geralt.
22317:  No shit, Geralt.
22326:  A. Czy jeszcze tutaj musimy dojść?
22329:  Dobrze.
22337:  Ja nie mam pytań.
22341:  This is the way.
22343:  Tak jest.
22344:  Boże, jak czekam na kolejny sezon.
22347:  Będzie już trzeci?
22349:  Wielkie nieba, jak ten czas leci.
22352:  Co się mnie dzisiaj te rymy podłe, częstochowskie trzymają?
22356:  Jaskinia z narzędziami mogą dla mnie nie istnieć.
22358:  Chcę już uciec z tej wyspy.
22368:  Krzysztof pisze, Jakub świetnie chodził po górach, stało przed pionową ścianą i mówił, dlaczego ja tam nie mogę wejść, kto to zaprojektował?
22373:  Absolutnie tak, zły level design.
22377:  Co tu się dzieje?
22379:  Panie, to jest tylko harpia!
22382:  A nie, to jest syrena.
22386:  Gościu, uspokój się, krzyczysz.
22389:  Bierz przykład ze mnie, ja nigdy nie krzyczę.
22395:  Świetnie, on teraz będzie...
22400:  Walił w te wszystkie syreny wtedy, kiedy one powinny płonąć.
22406:  Zostaw moją syrenę!
22407:  Zostaw!
22407:  Niech płonie!
22409:  Niech płonął!
22410:  Zdychajcie, rybie kurwy!
22415:  Gość zwyciężył!
22416:  Nie, może być beznadziejny, ale zwyciężył okrzykiem bojowym!
22424:  Piękne.
22430:  Folan!
22430:  Byłem pewny, że nie żyjesz.
22432:  Gdzie się podziewałeś?
22433:  Cerys popłynęła na Spikerok.
22435:  Sama.
22436:  A ty nie mogłeś zaczekać?
22438:  Musiałeś wymknąć się na wyprawę, jakbyś się bał, że ktoś ci ukradnie tego giganta.
22442:  Cerys... się zgłosiła?
22446:  I co, pewnie wolałbyś płynąć z nią?
22448:  Chciałbym przynajmniej móc zdecydować.
22450:  Czekaj!
22451:  Jeszcze ci nie podziękowałem, Geralcie z Rimi.
22454:  Nigdy nie zapomnę, żeś mi przyszedł z pomocą.
22458:  O, popatrzcie, chłopcu krzyczy, a nic nie robi, jak politycy.
22460:  Co wpłynęło na to, że wolę bardziej Fullmetal Alchemist Brotherhood od zwykłego Fullmetal Alchemist?
22465:  To prosto, obejrzałem go w pierwszej kolejności.
22468:  Stanowskiemu zdjął kanał YouTube?
22469:  Co, znowu?
22470:  Znowu mnie coś omija.
22471:  Czy mam ulubioną postać z Wiedźmina?
22473:  Tak, na pewno nie jest nią Geralt, jest nią Vilgefortz.
22479:  Znasz mnie?
22479:  Bardowie śpiewają u nas pieśni o tobie.
22482:  No i ojciec mi opowiadał o twoich przygodach, kiedy byłem mały.
22485:  Mówił, nie tylko wiedźmini zostają bohaterami, a dla chłopaka ze Skellige słona bryza i zimna woda to najlepsze eliksiry.
22493:  Czyli ta pieśń o wiedźminie i czarodziejce to o tobie Geralt?
22498:  Cóż... Cieszę się, Stachu, że się podba Genshin.
22504:  To miło.
22505:  Jimmy Jakob, dobranoc, dobranoc.
22508:  Gdzie reszta twojej drużyny?
22510:  Musieliśmy się przewić przez gniazdo syren, żeby tu dotrzeć.
22513:  Po walce nad jeziorem została nas tylko garstka.
22514:  Najgorzej.
22516:  Nawodnienie mi się kończy, słuchajcie.
22518:  Tragedia.
22519:  Leif nieźle oberwał.
22520:  Trzeba go będzie opatrzyć.
22522:  On nie żyje.
22523:  Co?
22524:  Nie, tylko stracił przytomność.
22526:  Sporo krwi z niego wytoczyły.
22527:  On nie żyje, znam się na tym.
22535:  No, ja myślę, że się nie trzeba znać, żeby stwierdzić, że on nie żyje.
22538:  Przysięgł na kości swoich przodków, że zatopi ten miecz w sercu gigantów.
22542:  Dobranoc, Wiktorze, dobranoc.
22548:  A, Regis też był dobry w Wiedźminie, no ale Vilgefort wciąż na pierwszym miejscu.
22551:  Idziesz ze mną?
22553:  Głupie pytanie.
22556:  Garanta, dołącz do nas.
22559:  Aha.
22582:  Widzę, że jak... słyszę jakieś dzikie wrzaski, wiecie... Nie chcę z tobą rozmawiać.
22592:  Jesteś łucznikiem.
22596:  To wystarczający powód, żeby z tobą nigdy nie rozmawiać.
22602:  Okej, leży giganta.
22605:  A myśmy... okej.
22608:  A, czyli wszystko jest zrealizowane.
22610:  Dobrze.
22610:  Dobrze.
22611:  Dobrze.
22612:  Dobranoc, Silver Angel.
22614:  Jak oceniam Wesemira w nowym trailerze serialu, bardzo mi się podobał.
22617:  O, o, o, o, o, o, o, o, o, o!
22625:  Gwoździe.
22630:  Gwoździe.
22631:  Czy myśmy czasem?
22642:  Czy myśmy czasem?
22645:  Marto, dobranoc, dobranoc.
22646:  Dzisiaj twoje urodziny, wszystkiego dobrego.
22648:  A jeżeli ci nie życzyliśmy, to teraz życzymy.
22656:  Mieliśmy jakiś quest z tym związany, nie?
22658:  Dobrze pamiętam.
22660:  Gwoździe i dratwa.
22663:  Żeby nie było, że ja coś ominąłem i to będzie w jakimś miejscu, do którego nigdy nie wrócę.
22669:  Bo to zobaczyłem totalnie przez przypadek.
22675:  Aż nie mogę uwierzyć, że wreszcie go dorwałem!
22698:  A, macie rację, gwoździe trzeba odnieść do tego gościa na statku, tak.
22703:  Absolutnie tak, pamiętam.
22704:  Skłamał Krzysztof.
22709:  Ale Geralt zasuwa.
22718:  Geralt, pomóż mi to rozwalić.
22720:  Tędy na pewno dostaniemy się do jaskini giganta.
22730:  O, szkoda, że nie ma tu z nimi Rey Skywalker, która by zrobiła i te skałki by zrobiły tak puf, puf, puf, bo tak działa Mod Jedi.
22742:  Od czasu, kiedy Disney stwierdził, że zmieni, że nie, że Rey Skywalker będzie kolejną księżniczką.
22750:  Bo to jest women empowerment!
22753:  Nie, to jest bad character writing.
22759:  Duh!
22764:  Aaa, Marta ma od 18 minut urodziny.
22767:  Aaa, okej, okej.
22770:  Świętować, należy świętować, bardzo.
22773:  Dobranoc Miss Jesionko.
22774:  Czasem się tak zdarza, że streamy są nieznośnie długie.
22780:  Ale nie można, nie można przed taką walką kończyć.
22788:  O, to teraz trzeba cichutko przechodzić.
22793:  Szeptem.
22794:  Zamknij się, kretynie!
22796:  Mów ciszej!
22796:  Wiesz, czekaj.
22797:  Wiesz, jak nazywają Vigiego?
22799:  Pomyleniec.
22800:  I nie bez przyczyny.
22801:  Lepiej niech posiedzi w klatce, zanim nie skończymy z gigantami.
22805:  O, zdumiałeś, Uncrate?
22807:  Myślałem, że to twój druh.
22809:  Tak, i dlatego wiem, do czego jest zdolny.
22823:  Czaty Czaty Drogie czaty Chciałbym się móc przełączyć, dziękuję Drogie czaty Co robimy?
22838:  Co robimy?
22840:  Wypuszczamy Nie gniję Proszę bardzo
22852:  Słucham.
22858:  Co to za litościwość?
22860:  Co to za miłosierdzie?
22862:  Czy ja was niczego nie nauczyłem?
22866:  Jedyna właściwa odpowiedź.
22867:  Spalić!
22870:  Nie podoba mi się jego twarz.
22873:  Niech siedzi.
22878:  Tak.
22884:  Wypuśćmy go.
22884:  W walce z gigantem dodatkowy miecz na pewno się przyda.
22918:  O, używając wiedźmińskich zmysłów.
22921:  Wspaniale.
22923:  Bo przecież... co?
22929:  Chyba nie użyjemy wiedźmińskich zmysłów.
22953:  Zostaw mojego Quena!
22965:  Moi drodzy, naprawdę myśleliście, że nie będziemy mieli okazji do loadowania.
22973:  No więc właśnie.
22975:  No więc właśnie.
22978:  O nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie
23009:  Dobra, prosta sprawa.
23012:  Wypuśćmy go.
23012:  Tak, wypuszczamy, wypuszczamy.
23014:  Teraz tak, Krzysztof Śnieg.
23016:  Śnieg to jest ta bia... Mogę to zrobić, mogę to zrobić, mogę to... Mogę to zrobić, dziękuję.
23022:  Gdzie jest śnieg?
23028:  Przede wszystkim, gdzie są wiedźmińskie zmysły?
23033:  A, okej.
23034:  To białe to jest śnieg.
23037:  Mogłem tak... Tak sądziłem właśnie.
23048:  Stól ryj to było określenie, które Royo dał na obudowę Be Quiet i uważam, że jest doskonałe.
23058:  Obudowa stól ryj.
23068:  Może on nam pomoże i dzięki temu zginie?
23071:  Two birds with one stone!
23079:  Co?
23080:  Co?
23080:  Co?
23081:  Co?
23082:  Co?
23083:  Zdrada!
23087:  Zdrada!
23092:  Quen?
23094:  RT?
23102:  O, łucznik do niego strzela.
23104:  Wygraliśmy już.
23110:  Gwiazda tańcząca.
23112:  Tak!
23118:  Ich możesz zabijać.
23120:  Nie mam... Nie mam z tym żad...
23125:  Eee, to się nie zdarzyło!
23129:  Ale jesteś brzydki.
23149:  Czy Morgenstern, który wygląda jak kotwica, to jest Kotwico-Sztern?
23156:  Nie, nie, nie, nie idź, nie idź w moją stronę.
23158:  Tam są... Tępi wikingowie, walcz z nimi.
23167:  Quen?
23173:  Dobrze!
23174:  Dobrze!
23176:  Jakim cudem oberwaliśmy?
23180:  Jakim cudem drugi raz oberwaliśmy?
23183:  Przecież oni nie zadają mu żadnych obrażeń.
23192:  Dziękuję Tobiaszu za trybut.
23195:  W strategicznym momencie, jak zawsze.
23206:  O, o, o, o, o, o. Nie używaliśmy miecza.
23210:  Oszustwo.
23210:  Skandal.
23211:  Skandal.
23215:  O nie, miecz jest uszkodzony.
23216:  Co my zrobimy?
23218:  Nie wiem, użyjemy Iggy?
23221:  To się nie zdarzyło.
23222:  Czemu ta kac cena kłamie?
23226:  Geralt wygląda teraz jak jakieś rębajło.
23231:  Smutno mi się zrobi, jak zobaczę na tego giga... patrzę na tego giganta.
23235:  Powalonego.
23238:  Wiggi, ty pojebie.
23247:  No, tak.
23270:  Co?
23274:  Umarła ze śmiechu.
23277:  Dzięki za pomoc, biały wilku.
23279:  Dopilnuję, żeby Skaldowie ułożyli pieśń o Geralcie, zabójcy giganta.
23284:  Geralt czuje się wdzięczny.
23293:  Masz rację.
23294:  Chodźmy stąd.
23306:  Nie, my takich gigantów zjadamy na śniadanie.
23310:  Pomyślcie sobie, jak by to wyglądało.
23312:  Geralt musiałby mieć tyle tytułów, co Daenerys Targaryen.
