Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
16847:  Hohkland dołączył do sojuszu militarnego podczas gry z wąpierzami, mówi Red Pencil.
16851:  Zdobyłem Aldorf.
16852:  Budując zajęty pałac, oficjalnym imperatorem został Vlad von Karstein.
16856:  Wielkie nieba.
16859:  Volkmar the Grim robi smutną minę.
16868:  Death Stranding właśnie jest jedną z tych gier, w której nie grałem, tylko oglądałem na YouTubie.
16871:  Przepraszam.
16875:  Kupiłem ją na PeCeta, ale ona nie jest na moje nerwy.
16880:  Znaczy, to jest gra, w której przez cały czas robimy to, co w tej chwili.
16884:  Jest ona symulatem kuriera DPD i... Ma jeszcze jedną wadę, to znaczy jedyny rodzaj magii, który występuje w tej grze, to jest obrzucanie gównem istoty zza świata.
16899:  Nie, ale doceniam, żeby nie było, ja się nie śmieję z Hideo Kojimy, to jest człowiek i instytucja, obejrzałem w całości Death Stranding, żeby mieć pojęcie na temat tej gry, jest ona szokująco dobrze zrobiona i bardzo podziwiam to, co tam się dzieje światotwórczo, ale gameplayowo jest dla mnie nie do przejścia, po prostu nie do przejścia.
16922:  Pustelnik nikczemności pisze, że w czwartej klasie technikum mam ciężko wyjebane dobre sprawowanie, nie spotkam się z nauczycielami, otwarcie kwestionuję ich nauczanie i fakt, że są seksistami.
16931:  Ostatnio pokłóciłem się z nauczycielem, bo uznał, że nasz statut nie jest seksista, wspominający, że mężczyźni nie mogą nosić dresów i krótkich spodni, a u dziewczyn jest to wskazane.
16938:  Bardzo dobrze, zgadzam się w stu procentach.
16942:  Im więcej osób będzie naświetlać takie kwestie, tym lepiej.
16946:  W Tucson gdzie się wybierzemy?
16947:  Do Krainy Baśni, oj, czy do Groty Ukrytego.
16950:  Szczerze?
16950:  Mam ochotę na dwie rzeczy, bo byłem w Krainie Baśni, jest przepiękna, ale Grota Ukrytego też mnie kusi.
16961:  Ghost of Tsushima i inne Souls-like'i niestety przede mną dopiero.
16965:  A Ghost of Tsushima naprawdę chętnie zagrał, z uwagi na tę przepiękną, poetycką mechanikę odwiedzania miejsc, nie za wskaźnikiem na minimapy, tylko po rywieliści.
16980:  Boże, to jest tak piękne.
16982:  Oglądałem materiał na ten temat w TV Gry, był wspaniały.
16989:  Witamy Jorweta na czatach, o proszę.
16995:  Drunk Fist z kolei chwali się, że grając Kemri zrobił sobie wycieczkę po lustry, a teraz podbija pączka razem z Malekitem.
17002:  Pięknie.
17004:  Podbijanie pączka jest zawsze smaczne.
17007:  Jak wygląda mój wymarzony jamnik?
17008:  Proste.
17009:  Najbardziej...
17017:  TAK!
17018:  Quest!
17019:  Quest!
17019:  Zaraz powiem o jamniku.
17020:  Nawet... Geralt!
17024:  Geralt!
17025:  Geralt nie... NIE!
17042:  No przecież to było chamstwo!
17046:  To było chamstwo!
17048:  Wymarzony jamnik.
17049:  Krótkowłosy, albo czarny podpalany, albo brązowy, z lśniącą sierścią.
17055:  To jest wymarzony jamnik.
17058:  Nie dodajcie spokój, no przecież nie może być takiej sytuacji.
17064:  Dobra, dobrze, że robimy zapisy.
17066:  Wypierdalamy wszystko do łódeńki.
17073:  Ja myślałem, że naprawdę pozbyliśmy się większości rzeczy, które nas obciążają, ale nie.
17082:  Ruszamy dalej.
17086:  Witamy Marcina w gronie Trybutariuszy, dziękuję ogromnie i liczę na jamniory.
17096:  Ale to wiecie, szybko trzeba tam reagować, co najgorsze.
17099:  Ja nie wiem, czy będzie można... Dobra, już zażyję eliksiry.
17113:  Tak!
17124:  O co poszło?
17126:  Nie mógł się pogodzić, że jego siostra wolała pływać ze mną do Zatoki Bzów, niż służyć Freji.
17134:  Birna znajduje się, dzięki Agathejsze za cierpliwość, dziś niedaleko Sund.
17140:  Dobrze wiedzieć, to podpłyniemy tam.
17143:  Najsmutniejsze jest to, zanim z dialogiem postąpimy, nadweriam czaty.
17148:  Pisze RedPencil, że tego typu modele płatności wyrastają się coraz bardziej normą.
17151:  Nie czekam, kiedy normą modelu płatności każdej gry singleplayer będzie model gacha.
17155:  Myślę, że nie, ale to jest bardzo niepokojące na pewno.
17157:  Wiedźmin 4 będzie, jest już zapowiedziany, zresztą studio we Wrocławiu pracuje nad nim od dwóch lat.
17162:  Mam nadzieję, że to nie jest taka praca jak nad cyberpunkiem.
17167:  Nawodnienie, macie rację.
17168:  W ogóle...
17171:  Macie akurat okazję przyjrzeć się bliżej Geraltowi.
17174:  Ja muszę teraz zadbać o konsekwencje nadwodnienia.
17177:  Będę u Was za dwie minuty.
17212:  Dzięki.
17248:  Muzyka Muzyka Muzyka
17285:  To była najdłuższa awkward silence w historii rozmów, które przeprowadził kiedykolwiek Geralt z kimkolwiek.
17295:  Przeczytałem.
17296:  Uwiodłeś kanapkę.
17300:  Że nie robimy takich rzeczy?
17302:  Nie każdy na wyspach wierzy w te bajania o bogach.
17304:  Ale nie wszyscy umieją się z tym pogodzić i potem kończy się wendetami.
17310:  To niesprawiedliwe.
17312:  Kocham Irmę, a ona mnie.
17314:  Kiedyś znajdę sposób, żebyśmy byli razem.
17317:  Na pewno jest jakaś luka w zasadach religijnych.
17319:  Odszukam ją i pokażę kapłankom.
17322:  Wtedy oddadzą mi Irmę.
17325:  Mówicie, że na pierśnik to jest brzuchonosz.
17327:  Tu jest wulkan?
17328:  Geralt prankuje rozmówcę ciszą, pisze Daretsuki, jak na filmach YouTube'a.
17332:  Coś w tym jest.
17333:  Śledzimy zadanie.
17333:  Zbierz książki.
17335:  Co?
17356:  O, witaj.
17357:  Masz coś dla mnie?
17362:  Nie wiem, co to jest.
17367:  Okej.
17375:  Zmień swoje życie.
17376:  Poradnik dla opornych.
17377:  Hehe, przyda ci się.
17379:  A!
17386:  To jest jeden z tych questów, okej.
17390:  Okej, bardzo dziwne.
17392:  O, jeszcze mamy mistrza areny, proszę, proszę.
17396:  Czy będzie dzisiaj rękopis?
17399:  A kto wie, możemy.
17402:  Możemy zrobić rękopisa, coś z rękopisu.
17409:  Co robimy?
17410:  Nawet otworzyłem na takim miejscu, gdzie będzie coś interesującego.
17413:  Musimy sobie znaleźć dobrą scenerię do rękopisu.
17416:  Znalezionego w Smoczej Jaskini, to taki nasz mały zwyczaj, który mamy od niedawna.
17420:  Czytamy sobie Andrzeja Sapkowskiego, rękopis znaleziony w Smoczej Jaskini.
17425:  Już wiecie, to jest po to, żeby się ukularnić, ponieważ gry wideo nie są sztuką.
17432:  Więc ja po prostu rozpaczliwie ratuję ten stream tym, że czytamy fragment książki.
17438:  Dzięki temu.
17440:  Tylko i wyłącznie dzięki temu.
17443:  Nadajemy temu jakąś wartość.
17446:  Dobrze, będziemy szukać tych książek w tak zwanym międzyczasie, natomiast teraz ważne jest to, żeby... Tu jest jeszcze pytajniczek!
17460:  Będzie trzeba zebrać tych ksiąg religijnych trochę dużo.
17465:  Dziś jest faza na długie siedzenie, potwierdzam.
17468:  Czy ja tutaj słyszę, poza wieśniakami, czy ja tu słyszę jakiegoś potwora?
17476:  Geralt skacze jak jurny zając.
17480:  O Jezu, no.
17488:  Dobra.
17490:  Gdzie jest... POTWÓR!
17494:  POTWÓR!
17495:  POTWÓR!
17496:  POTWÓR!
17497:  POTWÓR!
17498:  ARCHEGRYF!
17501:  PŁĄŃ!
17504:  PŁĄŃ PIĘKNIE!
17507:  Wiecie, ale to jest archegryf z czaszunią.
17513:  Brace yourselves!
17515:  Earth are coming!
17518:  Fs w sumie.
17519:  Ciężko się przyzwyczaić do tego, że litera może mieć liczbę mnogą.
17526:  Siach!
17536:  Arhegryf silny.
17537:  Arhegryf ciągle nas atakuje.
17541:  Prawie nie mamy czasu na to, żeby się odgryźć.
17545:  A jak wiadomo, jest jeden słuszny sposób na odgryzienie się.
17549:  Głupi Geralt źle wymierzył z kuszy.
17556:  Powiem wam, że to zasługuje na olej.
17562:  Drakonid.
17563:  To jest Drakonid?
17564:  Archeryw jest Drakonidem?
17573:  Nie, hybrydą.
17575:  A tak!
17576:  Półorzeł to był, półkocur całkiem jak u ślachcica w herbie, tylko w pazurach niósł nieberło, a krowie truchło.
17583:  Anonimowy świadek ataku gryfa.
17585:  Gryfy żyły kiedyś jedynie w wysokich górach, gdzie polewały na świstaki i kozice.
17589:  W pewnym momencie zdaję sobie sprawę, że na zamieszkanych przez ludziach równinach znacznie łatwiej zdobyć żywność.
17594:  Czy to krowę albo owcę, czy to pasterza.
17597:  Ten potwór łączący w sobie cechy orła i dzikiego kota stał się w przeciągu kilku zaledwie lat jednym z największych postrachów północnych królestw.
17604:  Szczególnie złą sławą cieszą się zaś gryfy królewskie oraz arche gryfy.
17608:  Przypadkowo te, z którymi walczymy.
17612:  Łoń!
17613:  Dobrze!
17615:  Źle!
17618:  Archegryf się przytulił do nas swoim podbrzuszem.
17623:  Rzucić drabiną.
17624:  Nie możemy rzucić w niego drabiną, ponieważ pozbyliśmy się tego istotnego elementu naszego ekwipunku.
17631:  Aaa!
17633:  Kto teraz będzie płonąć?
17635:  Pięknie.
17640:  Siach!
17651:  Jakbyś nie sprzedał 42 porcji gnijącego mięsa, mógłbyś odwrócić nim jego uwagę.
17657:  Nie da się ukryć.
17663:  Podejdźmy do tego metodycznie.
17671:  Siach!
17672:  Siach!
17672:  Siach!
17691:  Ciach!
17694:  Archegryf odlatuje.
17696:  Quen jest ważny.
17701:  Quen jest równie dobry jak Igni.
17705:  Quen is new Igni.
17709:  Trafienie krytyczne przydało się za 69 punktów, nice.
17712:  Ujujuj.
17712:  Gryf się nam odwinął.
17727:  No dobrze, wreszcie jest jakieś wyzwanie.
17730:  Wreszcie jest jakaś walka wiedźmińska, nie tylko walki z chłopstwem, z piratami, z dzikimi psami, ale porządna wiedźmińska walka.
17746:  Czas zacząć obrzucać Archegryfa pertardami.
17752:  Jest Harad, absolutnie, nie jedno.
17759:  To była najgorzej rzucona petarda w historii rzuconych petard.
17768:  Dobra, jednak.
17775:  Krrrrat!
17779:  Teraz ważny quen, quen, quen, quen, quen, quen.
17782:  Quen, quen, quen.
17785:  Ciach!
17792:  Ale w jakich okolicznościach przyrody pięknych walczymy?
17795:  Wielkie nieba!
17799:  Ja wam dam art!
17803:  Gryf ma pióra!
17804:  Pióra płonął!
17806:  Seems legit!
17810:  Vesemir byłby przerażony widząc tę walkę.
17818:  CO? !
17834:  Zapach palonego pierza.
17840:  Dobrze, spróbujemy tego aardu na strącanie z nieba.
17843:  Niech i wam tak będzie.
17844:  Chociaż naprawdę mam co do tego złe przeczucia.
17853:  Ten gryf natychmiast się poderwał do... Arche gryf, podejście trzecie.
17863:  Gramy na ostatnim poziomie trudności, dlatego jesteśmy na jeden hit.
17870:  I to tak dosłownie.
17873:  Aaa, zapomniałem użyć ulubionego znaku czatu.
17876:  Dobrze.
17883:  Czaty?
17885:  Przyznaję rację.
17901:  Ale przełączanie się między trzema znakami, to znaczy Art, Quinn i Igni, to już jest problem.
17907:  Już jest duży problem.
17922:  Dobra.
17926:  Co jest, że on się bez przerwy podrywa?
17930:  Do lotu.
17936:  Dobrze.
17938:  Dlaczego przestał płonąć w powietrzu?
17941:  Co to za skandal?
17952:  Znaczy... Szczerze?
17956:  Nie jestem specjalnie przekonany.
17961:  Ale okej, bo zużywamy za dużo many.
17965:  Przełączanie się między trzema znakami to jest... challenge.
17969:  Ale ostatecznie... Dlaczego gramy innego niż jak dla... challenge'u?
17982:  Łoń!
17984:  Głupia kuropatwo!
17988:  Ciach, ciach!
17993:  Dobrze, krytyczne na Ignim, to chcę widzieć.
18003:  Faza pierwsza za nami.
18007:  To jest absolutnie przeklęte ptactwo, zgadzam się w stu procentach.
18010:  Czemu akurat tu jest Archedrych?
18012:  Arhegryf!
18014:  Co się stało?
18016:  Gdzie jest Arhegryf?
18019:  A!
18021:  Drugi najgorszy wróg, grawitacja.
18024:  Proszę bardzo.
18026:  Mówicie, że Art strąca z nieba?
18028:  Śmiem, śmiem dyskutować.
18032:  Dobrze wymierzone Igni także strąca z nieba.
18038:  Ale racje czaty, racja, a art jest skuteczniejszy na pewno niż kusza.
18043:  O nie, nie, nie!
18044:  Zły znak!
18044:  Zły znak!
18045:  Zły znak!
18046:  Zły znak!
18047:  Johoho!
18047:  Niezawodny Tobiasz podczas walki!
18050:  Olga Tokarczuk!
18051:  Haha!
18052:  I nawodnienie!
18053:  Dziękuję!
18054:  Doceniam wysiłek dekoncentracji, jak zawsze!
18060:  Siach!
18063:  Muszę być bardzo zdesperowany, jak używam miecza.
18066:  W ogóle, co tu się dzieje?
18067:  Używam miecza!
18068:  Używam Ardu!
18077:  Bo to jest Kuropatwa, tylko że przerośnięta.
18081:  Nigdy nie jadłem Kuropatwy, swoją drogą.
18088:  Płoń!
18088:  Dobrze!
18091:  Życzę sobie... Ojej, nie ma Quena, nie ma Quena, nie ma Quena, Quena, Quena... Dobrze.
18099:  Siach!
18109:  22 tysiące obrażeń!
18110:  Jaki miecz tyle zadaje?
18112:  Jaki miecz?
18113:  Żaden!
18114:  Tylko znak Igni!
18116:  30 tysięcy obrażeń!
18117:  Ginę, ginę, ginę, ginę, ginę, ginę!
18123:  Przecież był quen włączony!
18125:  Co to ma znaczyć?
18127:  Był quen!
18129:  Bugmacherzy płacą 1 do 5 dla gryfa.
18140:  Jebany archegryf.
18141:  Podejście czwarte.
18158:  Co tu się dzieje?
18159:  Nic nie widzę.
18163:  A!
18163:  Straciliśmy quen.
18165:  Quen, quen.
18165:  Ważny quen.
18170:  Boże, nie było tej szarży!
18172:  Nie nauczyłem się jeszcze jej!
18177:  Ja pierdolnie.
18179:  Co tu się dzieje?
18180:  Jakieś nowe ruchy.
18183:  Co to jest?
18185:  Co to jest?
18185:  Archegryf, Archegryf.
18187:  Zgadzam się.
18189:  Takich fraszek potrzebujemy.
18191:  Dobra, już od razu, od razu.
18198:  O!
18198:  Takich uników potrzebujemy.
18200:  Dobrze.
18201:  Czemu on się gasi w powietrzu?
18205:  Kto to widział?
18208:  Kto to widział?
18209:  Gaszenie się w powietrzu!
18211:  Skandal!
18213:  Ent u Tolkiena, żeby się ugasić, musiał wejść w strugi rzeki!
18219:  Widzicie tu gdzieś rzekę?
18220:  Nie!
18220:  Czemu on się gasi?
18223:  Quen, quen, quen, quen!
18234:  Złe powietrze.
18237:  Odporność na igni, duża wilgotność, napalony gryf, nowe ruchy pokazuje.
18242:  Absolutnie tak.
18248:  To jest bydlak.
18251:  Trzeba się zastanawiać, czy ten... Za wolno nam się regeneruje magia.
18269:  On się broni przed obrażeniami!
18273:  Fokus!
18274:  Dziękuję, Paweł, dziękuję!
18278:  Jestem bardzo sfokusowany wbrew pozorom.
18283:  Dobra, dobra, dobra, dobra, dobra.
18284:  Teraz jest ten straszny atak.
18286:  Quen, quen, quen, quen, quen, quen.
18288:  O!
18292:  Dlaczego on wcześniej nie miał tych ataków?
18294:  Walczyliśmy wiele już razy z Archegryfem.
18300:  Dobrze, że przynajmniej ten Gwen mu zadaje jakieś obrażenia.
18303:  Porzucić Igni!
18310:  Czemu akurat... On za... Igni zadaje... To jest jedyny damage dealer w tym momencie nasz.
18322:  Klucz jest taki, żeby rzucić ten znak wystarczająco dużo liczbę razy.
18329:  Zbliżenie się do Archegryfa to jest proszenie się o zagładę.
18337:  Musimy być jak najdalej od Archegryfa.
18341:  Głupi Archegryf.
18342:  Wstrętny, wraży, obrzydliwy, ohydny Archegryf.
18348:  Świetnie, giń.
18352:  Czemu Art ma tak niski zasięg?
18357:  Dobra, teraz Art.
18363:  ART NIE DZIAŁA!
18365:  NIE!
18366:  Quen, Quen, Quen, Quen.
18367:  Teraz, teraz Quen.
18369:  Teraz Quen, absolutnie.
18370:  Quen.
18378:  Tak, w tej grze nie ma dobrego systemu many.
18385:  Oczywiście, że ja będę walczył Igni do końca wszystko.
18389:  Absolutnie.
18390:  Do końca całego streamu wiedźmińskiego.
18394:  Będzie zawsze Igni.
18405:  Nie ma Quena.
18406:  Wielkie nieba.
18407:  Dobrze.
18408:  Jest.
18412:  Proszę bardzo.
18413:  Obrażenie od... Quen.
18425:  Kiń ptaszysko!
18432:  Co to za uniki?!
18433:  Tylko ja mogę unikać!
18444:  Dobra, teraz Art.
18454:  Czemu nie płonie? !
18456:  Płoń!
18458:  O nie, nie, nie!
18459:  Za blisko, za blisko, za blisko, za blisko!
18461:  Wstrętny ptak!
18470:  Płoń!
18471:  Płoń!
18472:  Świetnie!
18473:  Co to za gaszenie się?
18474:  Wstrętny, gaszący się gryf!
18477:  Oburzające!
18481:  O nie, o nie, o nie, o nie, o nie, o nie, o nie!
18482:  Co to było?
18484:  To był jakiś nowy ruch!
18485:  Nie znam go!
18487:  Wielkie Nieba to jest oficjalnie bardziej stresująca walka od Ekimy i od bestii z któregoś tam... z oxenfurckiego lasu było coś takiego.
18500:  Szukujmy się do Ardu.
18505:  Quen.
18507:  Quen.
18516:  Płoń!
18517:  Płoń!
18520:  Płoń!
18523:  Tak!
18525:  Tak!
18527:  Spłonął!
18530:  Gdzie odporne na ogień pióra?
18534:  Gdzie ten łuj, który Cię chronił od żaru?
18538:  Gdzie?
18540:  Nie ma!
18541:  Nie ma łoju!
18543:  Nie ma piór!
18544:  Wszystko wypalone!
18545:  Dziękuję za trybut!
18546:  Widziałem go, Tobiaszu!
18553:  Mniam!
18554:  F5!
18556:  Tak!
18557:  Absolutnie!
18561:  Po co myśmy tu przyszli?
18562:  A, tu był jakiś skarb.
18566:  Z...
18567:  Zapiski sfrustrowanego wojownika.
18570:  Ja to kurwa mam pecha.
18572:  Jak kupiłem sobie konia, to się okazało, że kulawy.
18576:  Jak wziąłem sobie babę za żonę, to wyszło, że wredna.
18578:  Szowinizm.
18579:  Jak dąb obudowałem, to nim rok minął, piorun go strzelił i spłonął.
18582:  I jak raz, raz się do mnie szczęście uśmiechnęło i wróciłem z rejsy z łupem, to na szczycie góry, gdzie go ukryłem, zaląkł się gryf.
18589:  No szkoda, że nie złoty smok, kurwa macie.
18592:  Ale to nic.
18594:  Nie pierwszy raz wiatr wieje mi w oczy.
18596:  Przegnam go stąd, choćbym miał umrzeć.
18598:  I umarł.
18602:  Gniazdo zlutuj.
18608:  Już tłumaczę, Krzysztof, pisze Paweł.
18610:  Tak zwany trójkąt palenia.
18611:  Wystarczy odebrać jeden czynnik, żeby zgasić.
18613:  Szybki ruch w powietrzu wytraca temperaturę i gryf przestaje się palić.
18616:  BHP się kłania.
18620:  No, chyba rzeczywiście ta umiejka, którą mieliśmy... Uuu, skarb pechowca, świetnie.
18627:  Ona była dobra, wiecie, ona była bardzo dobra.
18630:  Z tą adrenaliną.
18632:  Weźmiemy to sobie za jakieś ciosy mieczem, bo... Whatever, kto by potrzebował ciosów mieczem?
18641:  Weźmy za to jakieś silne ciosy mieczem czy coś.
18642:  Precyzyjne cięcia to nie.
18644:  Niezabijalność nie.
18645:  O, pamięć mięśniowa, water.
18647:  Won mi z pamięcią mięśniową.
18649:  Do widzenia.
18650:  Znaki!
18653:  Znaki!
18654:  ZNA-KI!
18655:  ZNA-KI!
18656:  ZNA-KI!
18657:  Yyy... M. Night Shyamalan byłby zachwycony.
18661:  No i co?
18664:  Gdzie jest niby ten skarb?
18668:  Tak, przeszukuję okolice z wykorzystaniem ulubionych wiedźmińskich zmysłów i nic nie widzę.
18681:  Roast Archegrypha, o tak.
18684:  O tak.
18686:  Dobrze, idę tam, gdzie są kropeczki.
18689:  Nie ma.
18694:  W jakiejś jaskini na dole mówicie.
18697:  Mam złe przeczucia.
18701:  Nie.
18703:  W jaskini na dole nie.
18705:  Ale zawsze miło było się ześlizgnąć.
18708:  Ześlizgnąć w sumie.
18710:  To mnie zawsze niszczy, że to się pisze, że ześlizgnąć.
18715:  Głupi Geralt nie może znaleźć niczego.
18720:  Odcinek 708.
18721:  Macie rację, będzie szybciej wczytać.
18732:  Jak ja funkcjonuję bez powiększonego ekwipunku?
18736:  Też zadaję to pytanie.
18740:  O Boże!
18742:  Michał pisze, zrobiłem wszystkie pytajniki na Skellige nie wiedząc, że na shifcie da się płynąć łódką szybciej.
18748:  Wielkie nieba, jak zazdroszczę!
18750:  No i gdzie jest ten skarb pechowca niby?
18755:  Jak mnie nieprawdopodobnie rozindycza, to przeszukiwanie za pomocą Wiedźmińskiej... Okej.
18769:  Dobrze.
18778:  Geralt, dlaczego zacząłeś nagle dreptać w taki dziwny sposób?
18783:  Mmm, towarzysze broni, dawno nie widziałem tego questu.
18792:  Dobrze.
18793:  Moi mili.
18796:  Wracamy na łódeńkę.
18798:  To był niespodziewany przerywnik spokojnej, nad wyraz spokojnej eksploracji Skellige.
18808:  Darkest Dungeon, nie wiem czy będzie stream, bo...
18811:  Na razie mamy plany na bardzo rozległe.
18814:  Boże.
18818:  Okej, który pytajniczek jest szybciej?
18820:  Chyba ten, a później dopłyniemy sobie tutaj do przystani.
18823:  Dobra.
18828:  Z naszą łódką jest niedobrze.
18830:  A. Muszę natychmiast zmienić quest na cokolwiek, co nie będzie nas... O, poselstwo skrajny wina.
18838:  Dobrze.
18839:  Właśnie to.
18843:  Łódki się niestety nie da naprawić, zła wiadomość.
18848:  Rękopis przypominacie.
18851:  O, już będzie rękopis.
18852:  Będę musiał sobie wziąć drugą wodę.
18856:  Dziś się nagadałem.
18858:  Czekam na Elden Ring, bardzo.
18865:  Właśnie, wymienienie łódki jest opcją, ale damy radę.
18874:  Najwyżej będzie bardzo zabawnie.
18880:  A może macie rację?
18883:  W sumie jest stąd i tak do tego pytań... Dobra, od tego pytajnika.
18887:  Macie rację, trzeba wymienić Gudeńkę.
18893:  Nie będzie Yolo.
18894:  Nie będzie Yolo.
18895:  Zaraz się wpierniczymy w przystań.
18900:  Geralt budowniczy, wszystko rozpierniczy.
18913:  Olaf od dwóch dni mięsa nie żarł.
18916:  Wielkie nieba.
18918:  Oczywiście, że się nie umiem bawić.
18919:  Ja chcę przetrwać.
18921:  Jaki model Kindla mam?
18922:  Paperwhite, tyle wiem.
18924:  O nie!
18924:  O nie!
18925:  O nie!
18926:  O nie!
18927:  O, o nie!
18927:  O nie!
18928:  O nie!
18929:  Tylko nie wilki.
18932:  Gdzie jest łódeńka?
18933:  Przecież myśmy tutaj przybyli po łódeńkę.
18939:  Nie ma łódeńki?
18943:  Co?
18945:  Czemu nie ma łódeńki?
18949:  Tu jest łódeńka najbliższa.
18952:  Od dwóch dni to prawie nic nie żarłam.
18956:  Skandal.
18957:  Babojago trzeba jeść, to jest najpiękniejsza rzecz jaką można robić w życiu.
18961:  No dobrze, jedna z trzech najpiękniejszych rzeczy jakie można robić w życiu.
18967:  Co za zapowiedziany Wiedźmin z Wrocka?
18969:  No, studio we Wrocławiu siedziało nad Wiedźminami, to jest trochę... Częściowo mój domysł, częściowo informacja zakulisowa, ale Redzi już w sumie nie wprost to potwierdzali.
18984:  Jak się wczytacie...
18986:  Ja robię takie rzeczy niestety w raporty giełdowe.
18989:  Tam jest wyraźnie powiedziane, że ich zespół drugi główny, a mają jeden, czyli we Wrocławiu, no jeszcze jest krakowski, ale on jest młodszy, siedzi od jakiegoś czasu już nad Wiedźminem.
19008:  Mało było, mało było ognia dla wszystkich waszych konfratrów, tak?
19014:  Co?
19015:  Co?
19023:  Hamierz mi o oki, tak?
19027:  Coś niesamowitego.
19029:  Zapomniałem o kontrowaniu.
19031:  Dobrze.
19032:  Myślę, że te trupy, to ognisko, ta jaskinia... To jest dobry moment.
19042:  To jest dobry moment.
19045:  Na rękopis znaleziony w Smoczej Jaskini.
19048:  Muszę tylko się napoić, żeby nie chrypieć.
19058:  Fajnie byłoby również, żebym się nie polał, usiłując się napoić.
19061:  To byłoby zdecydowanie pozytywne.
19066:  Wielkie nieba.
19067:  W końcu jakaś kultura, prawda?
19070:  Tak.
19072:  Leszy.
19074:  Aka lesownik, stwór leśny z ludowej demonologii ruskiej, opiekuńczy duch lasu, obrońca jego bogactw i mieszkańców, przyzywając podłe stada wilków, ludziom zdecydowanie nieprzyjazny, szczególnie cięty nad rwali i myśliwych.
19092:  Jednooki jak cyklop.
19095:  Z grubsza człekokształtny potwór posiada bardzo rozwinięte zdolności polimorficzne.
19100:  Ludziom objawia się zwykle w postaci brodatego starca, ale może też przybrać postać niedźwiedzia, a nawet drzewa.
19107:  W dawnych czasach jeździ w jakimś ostępie boru.
19111:  który nie jest biurem ochrony rządu, stwierdzono obecność Leszego.
19115:  Ostęp uważany był za sanktuarium, a nie wolno było tam wchodzić, a już pod żadnym podzorem.
19122:  Polować, ścinać drzew, biedny minister Szyszko, a nawet zbierać grzybów i jagód.
19129:  Mówi poeta, czyli nie tylko, nie tylko proza, nie tylko definicje z księgi, ale i poezja.
19139:  U Łukomirja dób zielony, Złotaja cep na dóbie tom, I dniom i nociu kot uczony, Wsio chodit na cepi krugom.
19148:  Idiot na prawo pieś zawodit, Na lewo skazku gaworit, Tam czudiesza, tam leszy brodit.
19158:  Aleksander Puszkin!
19162:  W Polsce leszy znany jest jako borowy, borowik lub boruta, także jako dziad leśny albo leśne licho.
19171:  Źródłosłów licha nie jest podobny do źródłosłowiu leszego.
19175:  Do pomocników leszego należą pomniejsze duszki i chochliki leśne, auk,
19181:  czyli duch echa, złośliwie przedrzeźniający i wodzący na manowce, puszczewik, żyjący w głębi lasu, muchowik, żyjący w mchach i mszarach, ługowoi, żyjący na śródleśnych łąkach i ługach oraz polewoi, nie mający nic wspólnego ani z Borysem, ani z polewaniem.
19201:  To jest aluzja do Borysa Jelcyna.
19204:  Istnieją też wyspecjalizowane duszki opiekuńcze.
19207:  Z nazwy łacno zgadnąć, czym się w lesie opiekują cwietycz, grybicz, pczelicz i jagodycicz.
19215:  Nie, nie łacno.
19217:  Fakt, jakoby oprócz wymienionych istniał jeszcze samogonycz, nie znalazł potwierdzenia.
19223:  Zalecana literatura fantasy i nie tylko, Josepha Sherman The Shining Falcon.
19231:  To był Andrzej Sapkowski.
19233:  I Aleksander Puszkin.
19238:  Ważny poeta.
19240:  Wybitny poeta.
19241:  Znakomitej sławy.
19244:  A tu jest jaskinia.
19246:  W jaskini przyda nam się nie róg Hornwali, którego nie użyliśmy ani razu, mimo że radośnie go na streamie na samym początku wyekwipowałem.
19265:  Jest ambient.
19269:  Okienek skwierczy.
19272:  Stalagmity, stalaktyty i stalagnaty otaczają Geralta.
19280:  Geralt się pluszcze i zwiedza jaskinię.
19285:  Nie może jednak się wspiąć.
19288:  Pozostaje tu pozostać i słuchać dalej ambientu.
19301:  Są krzypki.
19304:  Szydlańce.
19304:  Mniamuśne szydlańce.
19312:  Geralt tak się cieszy z ambientu.
19316:  Że aż mu rośnie zdrowie.
19332:  Przepiękny moment.
19336:  Żyję dla takich chwil.
19339:  Żyję dla takich chwil.
19348:  Wracamy do łódeńki.
19349:  Głódeńko, gdzie jesteś, głódeńko?
19352:  Przybądź, głódeńko najmniejsza.
19361:  Widzicie, jak urosło zdrowie?
19362:  To jest skutek słuchania Ambientu.
19366:  Ambient uzdrawia.
19368:  Nie potrzebujemy już pochodni.
19374:  Geralt, schowaj pochodnie.
19378:  To był oficjalnie najgorszy sus, jaki widziałem w całym swoim życiu.
19384:  Geralt, schowaj pochodnie.
19386:  Szlag mnie trafi.
19388:  Szlag mnie trafi z tym człowiekiem.
19398:  Nie... Sz... To są sztynańce, a nie sz... Sztynańce?
19404:  Ja zawsze myślałem, że to są szytnańce.
19406:  Szytnańce brzmią lepiej.
19409:  Nie będą szytnańce.
19413:  Dobranoc, Alkun, dobranoc.
19417:  Jamnik.
19417:  Jakie są te trzy najlepsze rzeczy do robienia w życiu?
19420:  Na przykład głaskanie jamnika.
19421:  Nie ma nic piękniejszego.
19425:  Granie w gry komputerowe.
19426:  Proszę bardzo, następna rzecz.
