Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
20844:  Złą sławą cieszyła się banda Flina Szelmy, z którą nie mogli się uporać ludzie króla.
20849:  Zły los sprawił, że banici napadli na powóz Muriel.
20851:  Nienia była słaba, stara, ślepa i głucha.
20854:  Nie budził jej huk obalonego na trakt drzewa, ani rwetes walki bandytów z żołnierzami.
20859:  Gdy drzwi powozu odpadły z hukiem, wyrwane silnymi ramionami flina i staną w nich szelma, Muriel znana była tylko na siebie.
20865:  Tylko bądź grzeczna, milusiu, powiedziała przez sen staraniania.
20869:  Słowem starej mani nie miało się stać zadość.
20872:  Swoją drogą, może jest szansa, że zobaczę tę książkę, o której mówiliście.
20880:  ale to jest tylko nieznaczna szansa.
20883:  Oczywiście, że to jest nieznaczna szansa.
20885:  No właśnie nie ma tej książki questowej tutaj, na tym polega cały dowcip.
20891:  Chyba, że ostatnia próba, jeszcze sprawdzę w tych rupieciach nieszczęsnych, co denerwuje mnie w sposób niewysłowiony absolutnie.
20901:  A, absolutnie nie jest tak, że... że one się zaczynają w połowie, chyba, że posortujemy trochę.
20910:  Nope.
20912:  Nope, nope, nope, jeszcze raz nope.
20914:  Dobra.
20923:  Idziemy dalej.
20926:  Ależ piękne miejsce swoją drogą.
20931:  Czyraki, jak leczyć.
20934:  Czyrak, jaki jest, każdy widzi.
20937:  Prócz tego, że kalalica jest on widomą znaką i siedliskiem choroby, jeśli kto słabuje na płuca, serca albo gaba go insza franca, łacno można pozbyć się utrapienia, rżnąc i przyżegając czyraka.
20951:  Do rżnięcia zasiąść trzeba z nożem ostrym, który pierwej trzeba dać psu do wylizania, albowiem psi język cudownie zesklepia ranę, to nie jest porada medyczna.
20961:  Czego dowodzi po przykładu o goi się jak na psie.
20963:  Rżnąć trzeba śmiało.
20965:  To nie jest porada medyczna.
20967:  Jakoby się gomułkę sera rżnęło.
20969:  A potem przyżegać trza sztabą rozpaloną w ogniu.
20974:  Na krzyki zważać nie ulza.
20976:  Ropę, posokę i inne humory zebrać trzeba do miski i wylać do dołu, a dół zasypać, co by chorubsko nie wróciło.
20983:  To nie jest porada medyczna.
20992:  Przyczyny, dla których Jakub de Aldersberg został wybrany wielkim mistrzem, pozostają tajemnicą.
20997:  Zakon Białej Róży przechodził w tamte czasy kryzys i chylił się ku upadkowi, więc można było się spodziewać, że bracia oczekiwali na jego czele człowieka zdecydowanego, z wyrazistą wizją.
21004:  De Aldersberg był właśnie kimś takim.
21006:  Jedną z jego pierwszych decyzji była zmiana nazwy Bractwa na Zakon Płonącej Róży.
21010:  Czemu sekunduje?
21011:  Najbardziej zastanawiające jest jednak, że zakon Izra z samej króli zdecydowali się zaufać człowiekowi znikąd.
21016:  Mówiono, że był włóczęgą, wędrownym kaznodzieją, który poruszał tłumy przemowami wymierzonymi w nie ludzi.
21021:  Powiadano, że potrafił czynić cuda i ukazywał swym wiernym wizję zakłady w Białym Zimnie.
21025:  Z pewnością był człowiekiem charyzmatycznym, przywiązanym do wpojętych mu zasad, które stały się w pojęć innym.
21030:  Czy rzeczywiście był źródłem?
21031:  Czy faktycznie został obdarzony dzikim talentem magicznym?
21034:  Tego nie będziemy pewni nigdy.
21038:  Ładne nawiązanie do jedynki, bardzo ładne.
21043:  List od A. Wiedźminie.
21046:  Nie wiem, kim jest A. To było właśnie to, czego szukaliśmy.
21059:  Okej.
21061:  A ty romancję żeśmy czytali już kiedyś.
21065:  Moribunda, ostatnia podbiobizna wampira.
21069:  Na on czas Izabella ujęła skrzącą się lekko twarz Edwarda w dłonie i ucałowała lodowate usta skrzywione w scenicznym uśmiechu.
21076:  Obawiam się, że to jest aluzja do Twilighta.
21078:  Wybacz luby, szeptała przełykając łzy, ale serce me żywie i bije dla owego wilkołaka, którego ty z kolei nienawidzisz całym swym wampirzym jestestwem.
21086:  To dobrze, odrzekł Edward, odwracając umęczone lico w stronę równie bladego jak i on księżyca.
21091:  To jest zdecydowanie złościwa aluzja do zmieszku.
21094:  Ja tylko narażałem cię na niebezpieczeństwo, z nim będziesz szczęśliwsza.
21096:  Edward odwrócił się.
21098:  i ruszył do wyjścia, ale Izabella złapała go za rękę i przytrzymała dotyk.
21101:  Jej dłoni był tak miły, że martwe od stuleci serce prawie zaczęło znów bić.
21104:  Jest jeszcze coś, powiedziała nie bacząc mu w oczy.
21107:  Jestem brzemienna.
21109:  Tak się nie pisze opowiadań.
21111:  Nigdy.
21113:  Zdecydowanie zmierzch, tak.
21116:  Moi drodzy, czaty, liczę na to.
21119:  Liczę na to, że zrobicie dobry kontrapunkt.
21123:  jakaż różnorodność jest serów.
21126:  Są sery białe, jako i żółte, twarde i miękkie, świeże i dojrzewające, krowie, owcze i kozie, z porostem pleśniowym i z przerostem, zwarowe i kwasowe, można by wymieniać bez końca, każdy z nich, każdy plasterek, każda gomułka i okrut nie tylko niesie niezrównane dla podniebienia doznania, ale i we wprawnych rękach może też zdradzić najpilniej strzeżone tajemnice wszechświata.
21147:  sera bowiem, bowiem jak z wnętrzności zwierząt ofiarnych, lotu, jaskółek czy snów, można wróżyć.
21152:  Gęstość i rozmiar dziur w serze machakamskim pozwala na nieomylne określenie pogody w roku nadchodzącym.
21158:  Kolor żyłek pleśni w gorgonzoli zaś zawiera w sobie wskazówki względem rozterek serowych, haha, sercowych, z kolei zapach z
21164:  skórki Radamera wskaże zwycięzcę wojny z dużym wyprzedzeniem.
21168:  Najlepsze są jednak wróżby wychodzące z Fondy.
21171:  W białym winie rozpuścić należy dwa rodzaje sera, najlepiej emmental gruyere względnie a penzeler.
21177:  W podstawie ten sposób gęstej zupie należy zamoczyć za pomocą patyczka kawałek chleba, zadając jednocześnie pytanie.
21184:  Na przykład Tim będzie mieć dziecko, gdy dorośnie.
21187:  Czy to będzie serowar pokryty roztopionym serem okruch chleba, następnie należy zbliżyć do świeczki tak Sojanga na przykład, by rzucił cieni na ścianę, a kształt jego będzie trafną i łatwo zrozumiałą odpowiedzią na nasze indagacje.
21208:  Ser jest ważny.
21210:  Ser jest bardzo ważny.
21212:  Gdzie jest ten quest, który nam wpadł?
21219:  Znajdź miejsce na pa... Z dalekiego ofiru.
21225:  Skazani na Drakenborg.
21227:  Bardzo dużo rzeczy w poszukiwaniach do zrobienia.
21233:  Ser dobry.
21239:  Brzmiało to jak gastrofaza z antyradia.
21243:  Cudowne.
21245:  Zaraz przybrzmi jamnik tej dawnej sąsiadki, który czule reagował na słowo ser.
21249:  Tak, absolutnie, on był wyjątkowy.
21252:  Wyjątkowy jamnik.
21255:  Balwierz!
21256:  Gdzie jest Balwierz?
21258:  Balwierz jest w Oxenfurcie, tylko nigdy nie wiem, gdzie konkretnie.
21261:  Gdzie jest Oxenfurt?
21262:  To ma wydać, że mamy większe problemy.
21264:  Tu jest Oxenfurt.
21268:  Zawsze lądujemy w tym miejscu.
21270:  Serdorado!
21273:  Chilli, Chilli na następnym streamie, Jakubie.
21276:  Dużo, dużo rzeczy jest od Chilli jeszcze do zrobienia.
21285:  Idę, idę kompletnie na chybiu strzelił i mam nadzieję, że trafię do Balwierza.
21292:  No właśnie serio życie, idziemy do Balwierza, tylko że trudność polega na tym, że nie wiem gdzie go znajdę.
21298:  Standardowa sprawa.
21303:  Poniekąd dobre byłoby, gdyby takie rzeczy pojawiały się na mapie.
21308:  No ale wiecie.
21310:  Mapa nie jest od tego.
21315:  Mapa jest od tego, żeby... Właśnie nie wiem, od czego jest mapa.
21320:  Jest!
21320:  Wreszcie, jest!
21322:  Widziałem, że jak będę się... Będę krążył tutaj.
21326:  Ooo.
21327:  To natrafimy.
21330:  Myślicie, że te wielkie nożyczki oznaczają, że jesteśmy we właściwym miejscu?
21336:  Balwierz!
21339:  Witajcie, panie.
21340:  Czego wam trzeba?
21342:  Masz wielkie nożyczki.
21343:  Dobrze.
21343:  Ostrzyżesz mnie.
21347:  Nie, nie, nie, nie.
21347:  My się nie strzyżemy.
21348:  My rośniemy brodę.
21351:  Dwa.
21354:  Nigdy nie pamiętam, które to były.
21355:  Mam wrażenie, że to były wąsy i bródka.
21361:  Nie, to sklep z artykułami papierniczymi, faktycznie.
21366:  Tak, to quest... Nie!
21369:  Nie!
21371:  Nie chcemy wyglądać jak jakiś idiota sarmata.
21378:  Jakie bokobro... Geralt ma jeden kanoniczny wizerunek.
21382:  To jest kanoniczny wizerunek Geralta, dziękuję.
21386:  Tak wygląda Geralt, mistrz klanu Żurawia.
21390:  Wszystko się zgadza.
21392:  Wreszcie.
21393:  Dobrze, gdzie jest to, czego szukamy?
21396:  Ofirczyk.
21398:  Ofirczyk oto, moi drodzy, jest bardzo daleko.
21401:  Wspaniała wiadomość, trzeba tam podróżować.
21403:  W ogóle gdzieś się dowiadywałem, że mniej więcej tutaj jest generyczny quest, który się sam odpala.
21413:  Jak się idzie od wsi Zalipie na wschód.
21417:  Jak to były wąsy na Vesemira.
21420:  Więc teleportujemy się do wsi Zalipie i zobaczymy, czy nam się ten quest uda odblokować, bo on jest ciekawy.
21427:  Bo przeglądałem, czy odpaliliśmy wszystkie questy emergentne.
21430:  Parę jeszcze zostało.
21434:  Ja lubię ten moment, kiedy już większość rzeczy jest w grze zrobiona i można się po prostu niezobowiązująco po niej błąkać.
21441:  Jak to brak maski?
21442:  Jak to brak maski?!
21444:  Geralt ma maskę!
21448:  Siedziała na lipie, wołała Filipie.
21451:  Cóż to za wierszyk?
21461:  Okej.
21472:  Okej.
21476:  I
21479:  Mniej więcej tu się będziemy udawać.
21483:  Zobaczymy, czy dostaniemy ten quest.
21488:  Rozumiem, to jest wierszyk, którego nie wypada kończyć.
21490:  Takie wierszyki są najlepsze, absolutnie.
21495:  Oczywiście, że to jest zalipie.
21499:  Myśmy pokonali pająki, moi drodzy.
21501:  Pokonaliśmy je.
21502:  Byliśmy dzielni i nieustraszeni, jak zawsze oczywiście.
21507:  Jedyna rzecz, która się nie zmieniła, to to, że absolutnie nigdzie nie umiem trafić.
21516:  No kontrast jest spory.
21518:  Nie tylko w muzyce, ale w... w palecie barw?
21524:  W Velen?
21524:  Tak.
21525:  Zdecydowanie.
21527:  Więc tutaj na tej drodze powinien się pokazać nam wóz.
21534:  Chyba, że napotkaliśmy już ten wóz.
21538:  Nie.
21543:  A!
21543:  Krzysztof wie.
21544:  Krzysztof coś wie.
21547:  Aaa!
21557:  O, jak bóle szybko giną.
21559:  Co za radość.
21566:  Zeżarłyby mnie jak nic, trupy je zwabiły.
21585:  Dzięki, żeście mnie nie zostawili, choć tyle mi się poszczęściło.
21590:  Poszczęściło?
21591:  Może i tak.
21592:  Zaraziłeś się niedawno?
21594:  I dlatego zajmujesz się wywozem zwłok?
21597:  Co?
21597:  A, nie.
21598:  Wywożę trupy, bo mi dobrze płacą.
21600:  Hmm, ale przecież nie masz odporności na choroby, jak wiedźmini i czarodzieje.
21605:  Nie, ja tam nie jestem żadnym zakazanym mutantem, nie ma obawy.
21609:  Po prostu mnie się żadne choróbska nie imają.
21615:  Oczywiście, że pamiętacie ten quest.
21616:  Kompletnie mnie to nie dziwi.
21619:  Co się w ogóle stało?
21620:  Najpierw ośka poszła, to zlazłem z wozu sprawdzić, czy da się co z nią zrobić.
21625:  A tu jak cosik nie zawije od lasu.
21629:  Kobyłka dęba stanęła, jakby ją już wilcy w żyć gryźli.
21633:  Wóz się przewrócił i fru!
21635:  Cały ładunek na mnie.
21637:  A koń uciekł?
21639:  Ano, poleciała w cholerę.
21641:  Ech, u mnie to tak zawsze.
21642:  Jak nie urok, to wóz umrzyków się sypie na łeb.
21647:  Trzeba spalić wóz!
21648:  Będziesz musiał się postarać o nowy wóz.
21650:  Ten trzeba spalić, to szybko.
21652:  A nie dałoby się tych trupów gdzieś ich zakopać?
21654:  Wóz przecie można naprawić.
21655:  Gdzieś ich?
21656:  Jakie ładne.
21656:  Jeśli ktoś się dowie, że przewoziłeś na tym wozie ofiary zarazy, nikt cię więcej nie wynajmie.
21661:  A muszą się od razu dowiadywać?
21663:  Jeśli wy nikomu nie powiecie, ja sam też nie powiem.
21665:  Mam nadzieję, że... I rozwleczesz zarazę po całej okolicy.
21669:  Widzicie, Datshot, ten quest jest ważny.
21671:  Ech, no jak mus to mus.
21673:  Macie czym ognia skrzesać?
21687:  No, zajęły się jak słoma.
21692:  Miałem szczęście, że na was trafiłem.
21694:  Dzięki za pomoc i dobrą radę.
21696:  Poradzę ci jeszcze, żebyś się porządnie wyszorował w domu i spalił to ubranie.
21701:  Pewno, pewno.
21703:  Ale mówię wam, mnie się choroby nie imają.
21706:  Oby tak było.
21707:  Bywaj.
21710:  Ożeż kurwa, ale smród.
21714:  Musiał zepsuć!
21715:  MUSIAŁ ZEPSUĆ!
21717:  Ten jeden, jedyny moment w grze, kiedy gra zachęca do legalnego zaproszenia ognia za pomocą igni, musiał skończyć.
21727:  O, seż, kurwa, ale smród!
21729:  Czemu?!
21730:  Dobrze.
21745:  Przyda Ci jeszcze raz, tak.
21747:  Teraz ruszamy, ruszamy do naszego questu z Ofirem w poszukiwaniach.
21754:  Z dalekiego Ofiru.
21759:  Prawda, jak pomogliśmy bliźniemu w potrzebie i jeszcze powstrzymaliśmy wybuch covidu w świecie Wiedźmina.
21765:  Proszę bardzo.
21767:  Proszę bardzo.
21769:  Proszę bardzo.
21775:  O, jak można ładnie poprosić o zapalniczkę.
21777:  Czy masz może czymś ognia skrzesać?
21779:  To tak.
21783:  Dobranoc, panie karmazynie.
21786:  Dobrego wypoczynku.
21788:  Zapraszam jutro.
21789:  Jeszcze nie wiem, w co sobie zagramy, bo wiecie, mam trzy opcje.
21794:  Ale zobaczymy.
21807:  Oczywiście, że było zabijanie Kubusia Puchatka w bokler nawet.
21810:  Trzech.
21817:  Jutro zacznę o 18.
21817:  Niestety mam... I dzisiaj i jutro mam robotę wcześniej, więc trzeba ją ogarnąć.
21825:  Dziki pies?
21825:  Nie boję się.
21836:  Jak miło tutaj wrócić i nie bać się dzikich psów.
21847:  Jak wiadomo, głupi ma zawsze szczęście.
21858:  Wracamy na szlak.
21868:  I co, paskudo?
21871:  Było bardzo blisko epickiego zgonu, ale na szczęście się udało.
21880:  Nie ma prawdy, nie było zabijania Puchatka, bo Puchatek jest przy ulach.
21885:  Kontynuuje Nadia.
21889:  Nadia bardzo nas namawiała, żebyśmy się udali w stronę uli, jeśli mnie pamięć nie myli.
21898:  Ile mam zdawać przedmiotów na maturze?
21899:  Pytam o kulturalna ściana.
21900:  Czy 5 czy 2?
21902:  No to zależy oczywiście od tego, gdzie się później wybierasz, ale ja bym wybierał jak najmniej.
21908:  Ale to ja.
21919:  Okej.
21921:  Gdzie są te schematy?
21922:  Pytam się ja.
21925:  One są zdecydowanie dalej niż myślałem.
21928:  Dla wygody, teleportujemy się z przystani tutaj.
21940:  Okej.
21946:  co sądzę o grze polegającej na zarządzaniu wiedźmińskim siedliszczem w trakcie świetności tej profesji.
21950:  Bardzo fajne urozmaicenie, ale bym ją połączył w czym innym.
21955:  Nie mam pojęcia, co to za schematy, szczerze powiedziawszy, których szukamy, ale dowiemy się pewnie.
21975:  Wilki na poziomie setnym?
21977:  Ciężka sprawa.
21982:  Na szczęście ładnie wybuchają.
21990:  Psy zawsze są OP w tej grze.
21994:  Zawsze.
21995:  O rany.
21999:  Cóż ja tu widzę?
22004:  Nilfgaardska Bandera?
22008:  Proszę, proszę.
22011:  Proszę, proszę.
22014:  Kto je przypuszczał?
22015:  Odpocznijmy sobie.
22020:  Wiedźmin Total War.
22022:  Och, to byłoby coś.
22023:  Dajcie spokój.
22025:  ale Creative Assembly by w to poszło.
22027:  Creative Assembly, jak złośliwie kiedyś powiedział Legend of Total War, zawsze idzie w rozwiązania, które przyniosą im dużo pieniędzy.
22036:  Więc... ale zdecydowanie bardziej bym wolał Warhammera 40, ma większy potencjał na Total Warze.
22042:  Wiedźmin jest jednak bardzo taką osobistą grą w tym sensie, że zyskuje bardzo na grze pojedynczą postacią.
22055:  Biegniemy.
22065:  Płotka jak zwykle nie zawodzi.
22070:  Zgadzam się, że ciężko mieć dosyć jej pretensji, że wybiera rzeczy, które przynoszą kasę, chociaż z drugiej strony czasem szkoda, bo nie jesteśmy nigdy w stanie przewidzieć w stu procentach, co nam przyniesie pieniądze.
22082:  Czasem decyzje graczy są bardzo zaskakujące.
22085:  Red Dead Redemption jest bardzo wkrótce.
22087:  Tak.
22089:  Muszę je kupić.
22091:  Okej.
22091:  Okej.
22091:  Ruszamy tropem.
22092:  Bardzo fatalna wiadomość.
22095:  Okej.
22116:  Czegoś nas to doprowadzi.
22120:  To ciekawe.
22123:  Wygląda na to, że wzięli zakładnika z karawany.
22126:  To on zostawił ślady krwi.
22129:  Ciążył im.
22129:  Promka, mówicie, jest dobra na Steamie na to.
22132:  Dobrze.
22133:  TROP się skończył.
22134:  Mam.
22135:  Rozejrzę się tutaj.
22135:  Dalej szli tędy.
22138:  Geralt ma rozdwojenie osobowości już w tym momencie.
22142:  O nie.
22144:  O nie.
22148:  Batonik WW?
22149:  Jak ja dawno nie jadłem batonika WW.
22152:  Tu ślad się urywa.
22155:  Sekretne wejście przykryte ściółką i pyłem.
22159:  No, drineczka to ja sobie strzelę.
22162:  Chociaż to będzie pewnie whisky.
22165:  Dobrze.
22173:  No nie do wiary.
22174:  No nie do wiary.
22176:  WW to najlepszy batonik ever?
22180:  Czerwony snycerz!
22183:  Ooo, jak dawno nie wypalaliśmy!
22219:  Dobrze.
22228:  Ciach!
22229:  Harad!
22237:  Jaki to jest wspaniały widok!
22239:  Jednak płonący ludzie to nie jest to samo, co płonące potwory albo wampiry.
22248:  Czemu nie lubię łuczników?
22249:  Nie, no bardzo lubię łuczników.
22250:  Palić!
22253:  Łucznik, powiem wam tak.
22256:  Co jest lepsze?
22257:  Łucznik czy snajper?
22258:  Zawsze snajper.
22259:  Snajperów uwielbiam.
22264:  Proszę bardzo.
22268:  Proszę bardzo.
22269:  Quest z dalekiego ofiru.
22278:  Legolas jest sympatyczny jako postać.
22281:  No, no, totalnie, totalnie.
22285:  Na czym polegał geniusz Thomasa Manna?
22289:  Nie wiem, czy geniusz, nie lubię używać takiego określenia.
22293:  Dobrze pisał, ale dość nierówno.
22300:  To jest też rzecz, którą się kiedyś czyta i w którymś momencie człowiek sobie uświadamia, że w zasadzie... Okej, przeczytało się i co z tego.
22309:  Szczerze, o wiele bardziej został we mnie Dickens niż Thomas Mann.
22313:  Łucz jest to jakiś średniowieczny snajper czasami.
22315:  Tak, jeśli jest, to dobrze.
22317:  Myślę, że też dużym problemem dla mnie było to, że mało gier miało dobry feeling walki z łukiem, bo ona jest dość trudna do przepisania na to, czego ja najczęściej używam, czyli mysz i klawiaturę.
22333:  Mam dzisiaj takie marzenie, żeby skończyć strumyk na Streligę i w takim miejscu, gdzie będzie spielicki ambit.
22339:  To byłoby wspaniałe.
22344:  Jakie mam zdanie o nauczycielu z Polski?
22346:  Kasia Babi zrobiła o nim materiał.
22348:  Mam wrażenie, że nie widziałem tego materiału i nie znam sprawy.
22355:  No w Tomb Raiderze był fajny feeling walki łukiem, to w sumie macie rację.
22358:  No w Horizon Zero Dawn oczywiście też.
22365:  Miło znów cię widzieć!
22393:  Tak, jest klasyk, który został ze mną długo.
22399:  Niech się zastanowię, co by to było w takim największym stopniu.
22409:  Któryś z Dickensów, tylko nie umiałem powypowiadać szybko.
22412:  Nie wiem, czy Oliver Twist, bo chyba nie.
22416:  Udało mi się odzyskać twoje schematy.
22424:  Wiedziałem, że mogę na ciebie liczyć.
22428:  Przywracasz mi wiarę w ludzi, bo teraz widzę, że nawet w tak barbarzyńskiej krainie można polegać na nieznajomych.
22436:  Zrobię dla ciebie kopię schematów, ale zajmie mi to cały dzień.
22444:  Wróć jutro, to dostaniesz swoją nagrodę.
22448:  W takim razie do zobaczenia jutro.
22453:  Wiemy, co zrobić.
22454:  Tak, to jest ten quest, który zacząłem robić off screen, żeby szybko ogarnąć runy.
22461:  Zastanawiam się cały czas nad tą rzeczą, która rzeczywiście by mi się podobała.
22467:  Myślę, że Nana Emila Zoli mnie w jakimś stopniu poruszyła, ale czy tak na stałe?
22479:  To takie książki, które zmieniły moje życie.
22481:  Na przykład małe duże John Crowley, a ja z taką książką.
22486:  Znaczy uważam, że jeżeli się wejdzie w tę narrację i się ją przeczyta, to to jest magia, no tak?
22491:  Bioshocku Infinity.
22493:  Mało która klasyka była w stanie wywrzeć na mnie takie wrażenie.
22496:  Głównie dlatego, że sztuka prozatorska się rozwijała i
22502:  Może się to komuś nie podobać lub nie, ale to nie jest prawda, że ona osiągnęła swój szczyt w XIX wieku.
22508:  No niestety osiągnęła swój szczyt w XX wieku.
22510:  A ściśle na przełomie XX i XXI moim zdaniem.
22515:  Miło znów cię widzieć.
22521:  Kopie schematów są już gotowe?
22524:  Gotowe?
22525:  Proszę weź je wraz z moją wdzięcznością.
22530:  Dziękuję.
22531:  Bywaj w zdrowiu.
22535:  A tak, są takie książki, przy których płakałem.
22537:  Tak, oczywiście, bardzo wiele.
22539:  Bardzo wiele.
22543:  Co zabawne, to była głównie literatura młodzieżowa, którą czytałem, za dzieciaka.
22551:  Tak.
22552:  No i oczywiście to jest piąty, czy szósty Tom Pottera, to wiadomo, nie?
22556:  Każdy chyba.
22559:  Okej.
22561:  Świetnie.
22562:  Skazani na Drakenborg.
22564:  Co to jest?
22567:  Przeszukaj jaskinie.
22571:  Jest to niedaleko.
22574:  Dobrze, zaraz sobie tam, zaraz się tam przeniesiemy.
22578:  To jest bardzo miły moment, bo to jest moment, w którym będziemy dzisiaj często słyszeć ten dźwięk.
22583:  Ten obcy dla mnie... Nie, nie był tak w książku.
22586:  Najwyższa góra świata, Anny Onichimowskiej.
22591:  Kuest z wozem ma kontynuację.
22592:  Pana od zarazy można spotkać w opuszczonej kchaci, mniej więcej w połowie drogi między falwarkiem Reardonów, a w związku o Benek.
22598:  Ciekawa rozkwina moralna.
22600:  Dobrze wiedzieć.
22602:  Ale to jest zdaje się po jakimś czasie, z tego co pamiętam.
22608:  Czy macie takie wrażenie, że Arken miał lepszy finał w trzecim odcinku niż w dziewiątym?
22611:  Ja w trzecim przeżyłem Katarziz, a w dziewiątym w sumie wiedziałem po prostu, co się dzieje, trochę skipowałem.
22618:  Trochę, ale samo zakończenie główne nadrobiło to bardzo.
22624:  Nędznicy mi się podobali, widzicie, dobrze, że przypominacie.
22628:  Wiktorii Go był bardzo dobrym prozaikiem.
22630:  Bardzo dobrym.
22631:  I wykraczającym poza swoje czasy.
22635:  Uuu, jadowity krabopająk.
22638:  Umiał pisać, no.
22646:  Brawo, pająk!
22647:  Płonie.
22648:  To ważna wiadomość.
22651:  No właśnie, Tajemniczy Ogród i tego typu rzeczy, no to ja traktuję jako literaturę młodzieżową, więc dlatego mówię, że tego było bardzo dużo.
22658:  Bo i książki Curwooda, i książki Astrid Lindgren, i książki Frances Hodgson Barnett właśnie, no one były pisane w taki sposób, żeby poruszać bardzo.
22669:  I szczerze właśnie bardzo się cieszę, no ja oczywiście je poznałem dlatego, że były w domu, nie dlatego, że ktoś mi je w szkole polecił.
22676:  Przecież Bracia Lwie Serca, Astrid Lindgren na przykład, to jest, no to...
22681:  No serce się kraje.
22686:  Kraby w grach, kraby w grach.
22690:  Nie byliśmy tutaj.
22695:  Czy tutaj będzie skleicki ambient?
22701:  Krzysztof pisze, nie wiem czy daje sobie sprawę, że historyczni łucznicy z okresu średniowiecza renesansu potrafili repetytywnie trafiać w cel wielkości zawleczki od puszki.
22708:  Dodatkowo trzeba pamiętać, że angielskie łuki bojowe potrafimy mieć naciąg o 120 funtów, czyli w przeliczeniu 54 kilogramy.
22714:  Obecnie wielu ludzi miało problem, żeby w ogóle ten kreślon oś takowy.
22717:  Wow.
22718:  Nie wiedziałem tego.
22719:  Niesamowite.
22722:  Właśnie ja łuczników lubię bardzo jak są w kupie, że tak powiem, natomiast jako bohater łucznik dla mnie zawsze był bohaterem nudnym, dlatego się nie mogę do tego Hawkeye'a przekonać, ale polecacie mi go, a ja już się nauczyłem, że dużo się od was dowiaduję i cholera jasna, może spróbuję, bo akurat nie mam żadnego serialu w tym momencie na Wakandzie, a...
22742:  Będę się nie mógł doczekać sukcesji dzisiaj bardzo, więc na pewno sobie coś obejrzę.
22747:  Problem zawsze z tymi serialami u mnie jest taki, które nie są na Netflixie, albo na Amazonie Prime, albo HBO Go, że miałem ich na swoim ekranie.
22758:  Ja znam te jaskinie.
22762:  I znam te jaskinie.
22775:  Okej.
22780:  Czy to nie jest ta jaskinia, w której ja byłem straumatyzowany przez pają... Tak.
22785:  To jest jaskinia pająna pająków.
22787:  To było przerażające.
22789:  Czy polecam sukcesję?
22790:  Tak, moi kochani.
22791:  Bez chwili wahania.
22793:  Naprawdę.
22794:  To jest... To jest połączenie... Ja wiem, że to jest wealth porn w pewnym sensie, ale to jest połączenie wszystkiego, co było najlepsze dla mnie osobiście w House of Cards z...
22807:  O!
22809:  Z wieloma innymi tego typu narracjami.
22811:  Coś wspaniałego.
22811:  Chyba w Velen i w Nowigradzie mamy wszystko z tego, co widzę.
22814:  Znaczy, tu są jeszcze poszukiwania.
22816:  Jest ich dość sporo.
22819:  To może ogarniemy te poszukiwania w Nowigradzie, a resztę sobie zachowamy później.
22835:  Okej.
22841:  Tak.
22842:  Wydaje mi się, że to będzie... Bo to mnie kusi jeszcze, ta pracownia, pracownia łyżki.
22848:  Tylko nie wiem, gdzie ona jest, ta pracownia.
22851:  Miała sobie pracownię w świątyni Danemby, skrytej w Puszczy Blesser.
22858:  Ja na początku byłem bardzo niezainteresowany sukcesją, ale to jest serial, który jest zagrany w taki sposób, że się go ogląda dla gry aktorskiej i dla niesamowitego napięcia, które jest w dialogach.
22868:  Ci ludzie potrafią robić dialogi o przysłowiowej dupie Maryni w taki sposób, że macie wrażenie, że to jest najlepsza scena akcji.
22876:  Niesamowite absolutnie.
22885:  Dobra.
22886:  Próbujemy to w takim razie.
22893:  Czy byłbym kiedyś zainteresowany Daxosami?
22895:  Tak, są w planach.
22896:  Trójka.
22897:  Jeszcze do niej ćwiczę.
22903:  Okej.
22909:  Trutnie Endriagi chcą nas pokonać, to nie jest dobra wiadomość.
22913:  Trutnie Endriagi są bardzo potężne.
22917:  Na poziomie setnym.
22919:  Okazuje się.
22929:  Ja jedynkę... Dark Souls 1 i Dark Souls 2 obejrzałem na streamach tyle razy, że nie dam rady, a poza tym ja mam blokadę graficzną.
22939:  Pewnych rzeczy nie jestem w stanie już zrealizować, jeżeli jest zbyt stara grafika.
22945:  Nie mam inersji takiej, jaką bym chciał mieć.
22953:  I są pewne rozwiązania też mechaniczne, które dla weteranów serii pewnie nie stanowią problemu, ale dla mnie już by stanowiły.
22962:  Okej.
22967:  Rosyjskich klasyków.
22968:  Dostoevsky, Bukhakov czy Nabokov z pochodzenia.
22974:  Nigdy mnie nie porywali.
22976:  Zbyt depresyjna jest to rzecz, jak na moje gusta.
22981:  A to tutaj... Co?
22984:  Nie, tutaj.
22986:  W tym oto miejscu.
22988:  Tu przy okazji też nie byliśmy, jak się okazuje.
22990:  Dobrze, przeteleportujemy się zatem.
22992:  Uma.
22993:  Odczarowanie Umy nie było łatwe, ale powiodło się dzięki połączonym wysiłkom Yennefer i wszystkich Wiedźminów.
23000:  Witaj, Onagrus, witaj.
23001:  I Seref, witajcie.
23004:  Ile jeszcze planujemy siedzieć?
23005:  A, wiem, jakąś, nie wiem, 40 minut, coś takiego.
23007:  Zobaczymy zresztą.
23008:  ...towarzyszył Cili w ucieczce przed dzikim gonem.
23012:  Avalach, bo pod takim mianem był znany, zdradził Geraltowi, że Ciri przebywa w ukryciu na wyspie... Właśnie, Tomek z Bizdy ma ten sam problem co ja.
