Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
17246:  Tak, a co?
17247:  Coś się nie podoba?
17248:  Poza tym, że nabiera wody, to nic.
17251:  Nie maruj.
17252:  Na drugą stronę jeziora dopłynie.
17255:  Chyba, że coś przypieprzymy.
17256:  Ledwo widać, co jest przed dziobem.
17268:  Ta niezręczna cisza.
17270:  Obudził się w tobie poeta?
17272:  Mhm.
17273:  Chcesz usłyszeć fraszkę?
17275:  Pewnie.
17275:  Lambert, Lambert, ty chuju.
17277:  Całkiem, całkiem.
17278:  To jest, to jest, to jest, to jest piękne.
17294:  Nie ucz ojca dzieci, Robert.
17301:  Dobra, jesteśmy blisko.
17303:  O Boże.
17309:  Przepiękne, przepiękne.
17314:  Przypomina mi mniej znane fraszki Kochanowskiego, których się oczywiście nie czyta, ponieważ są w nich wulgaliźmy.
17323:  Gotowy na wycieczkę po jaskiniach?
17324:  Mhm, tylko zanim wejdziemy, lepiej...
17327:  Wypić kota, wie.
17329:  Masz jeszcze jakąś cenną radę?
17331:  Na przykład nie hałasuj, bo obudzisz Starego Grota?
17337:  To Stary Grot dalej tam siedzi?
17339:  O ile nie zrobił nam przysługi i sam nie zdechł.
17342:  To tak, siedzi.
17344:  I w każdej chwili może wyjść.
17346:  Jak szła ta nasza remonka?
17348:  Stary Grot mocno śpi.
17351:  Kto go zbudzi, będzie dnił.
17354:  Chodź.
17358:  Słyszysz?
17359:  Jakiś chłopak.
17361:  Wiesz, że w tej okolicy nie mieszka nikt poza nami.
17363:  To musi być Huda.
17365:  A jeśli nie?
17370:  Rób, co chcesz.
17374:  Raz polonistkę spytałem przy Ziggy, czy zna fraszkę o Lambertzie.
17378:  I proszę, powiedz mi, jaka była reakcja.
17384:  Sprawdźmy to.
17385:  Na wszelki wypadek.
17387:  Wezemir mówi prawdę.
17389:  Zawsze pchasz palce między drzwi.
17391:  Oczywiście, że sprawdzamy.
17392:  Oczywiście, że walczymy.
17394:  Co, co, co, co?
17399:  Jak zwykle nie wiem, gdzie iść.
17403:  Spróbuję pójść tam, gdzie prowadzą mnie kropeczki, ale dobrze wiemy, jak to się kończy.
17414:  Hej, mały.
17418:  Creepy.
17424:  Och, bal w operze Tuwima wspaniały.
17426:  Uda uda dami dami gene dzwoni gene orde dzwoni rami.
17429:  To z bal w operze.
17444:  Okej, przyda nam się petarda, której rzadko używam.
17448:  Jest nią wyśmienity księżycowy pył.
17455:  Urzucenie petardy jest niesamowicie trudne właśnie z tego względu, ale także z tego.
17459:  Dobrze.
17460:  Igni.
17462:  Tak!
17464:  Filtr Petry, jego wyposażony.
17466:  Młynek działa!
17472:  Tak coś sądziłem, że to jest tylko drugi najgroźniejszy przeciwnik w tej grze obok grawitacji, wilków i bandytów, to znaczy bugi.
17484:  O, jak pięknie spłonęły!
17487:  Iluzja.
17489:  Kto by się spodziewał?
17491:  Coś mi mówi, że prędko nie odpuścisz.
17494:  A no nie.
17496:  Cały świat powinien usłyszeć o tym, że słynny Geralt z Rivi dał się podejść jak dziecko.
17502:  Może Jaskier ułożyłby o tym jakąś baladę?
17505:  Co myślisz?
17511:  Niech lepiej zaśpiewa o tobie.
17513:  Lambert albo upierdliwy Wiedźmin.
17516:  Lepiej upierdliwy niż naiwny.
17518:  Aaaa, moja kres!
17523:  Tak, tak.
17525:  Jeden z naszych.
17526:  Musiał utonąć w czasie próby.
17528:  A mglaki zapamiętały jego wygląd i głos.
17531:  Urocze, zabierajmy się stąd.
17533:  Nie musisz mnie namawiać.
17535:  Wiesz, ja tu w ogóle nie chciałem przychodzić.
17538:  Lambert, dość.
17541:  Oczywiście, że Gerard z klanu Żurawia, z cechu Żurawia, ma dobre serduszko.
17548:  Co mi przypomina, że wiecie co?
17551:  Jest jedna rzecz, która uczyni wszystkie rozmowy z Lambertem o wiele ciekawszymi.
17561:  Właśnie ta.
17564:  Teraz Gerard z cechu żurawia jest complete.
17568:  Nie martwcie się, okulary wrócą, ale myślę, że na okoliczność questu z Lambertem.
17579:  Chat, chaty podzielone, jeżeli chodzi o zamiłowanie do maski Gerarda z cechu żurawia.
17590:  Co tu się dzieje?
17590:  Co tu się dzieje?
17592:  To przez tę maskę, ona ciąży.
17620:  Też lekki nie jesteś.
17622:  To jest szkoda, że nie ma reakcji na to w grze.
17624:  No, to prawda.
17627:  Dlaczego za... Wiecie, to jest coś, co mnie denerwuje zawsze w projekcie.
17631:  Znaczy, zawsze jest tak, że jak jesteśmy w nowej lokacji, to gra nas zwraca w dokładnie przeciwnym kierunku, niż mamy iść.
17639:  To jest taka drobna rzecz, ale ludzi takim jak ja z... Musisz sobie te ściany rozwalić ardem.
17645:  Możesz tak nie tupać do cholery.
17647:  Spokojnie, poślizgnąłem się.
17652:  Naprawdę.
17653:  Może... Ja nie, proponuję jeszcze... Myślę, że mało promocji ma Art.
17659:  Ja uważam, że jeszcze trzeba trochę.
17662:  Stanowczo za mało.
17664:  Za mało razy gra wideo uświadamia mi, że jest jeden tylko i wyłącznie znak, który się liczy.
17669:  Żadne inne.
17671:  Nie, że petardą, tak?
17672:  Nie, no... Może by tak użyć igni do czegoś.
17681:  Dlaczego ja tu...
17683:  Chcę przejść.
17684:  Nie będę używać aardu.
17688:  Proszę bardzo.
17690:  To dobrze, że nie muszę używać aardu.
17692:  Bardzo dobrze.
17693:  Bardzo mnie to cieszy.
17696:  Mianczu.
17700:  Lambert, nie narzekaj.
17701:  Okruch lodu.
17701:  Piękne.
17714:  No, a to jest ładne nawiązanie.
17718:  Eee... Zawsze odczuwam głęboki niepokój, jak mam skoczyć gdzieś.
17725:  Uuu...
17741:  Wspodzianka się nie udała.
17743:  Będzie większe wyzwanie.
17775:  Wielkie nieba.
17781:  Lambert, o, o, o, o, o. Lambert, tankuj.
17789:  Bardzo dobrze, tak ma to wyglądać.
17803:  Niespodzianka się nie udała.
17805:  Może i lepiej.
17807:  Będzie większe wyzwanie.
17809:  Dobrze, dobrze.
17811:  Zrobimy tak.
17827:  Stęskniłeś się za mną, suki synu?
17837:  To mi wygląda na o wiele sensowniejszą próbę, niż ta, która została przedstawiona.
17844:  Licznik podskoczy, bardzo podskoczy, w serialu Wiedźmińskim.
17853:  Dziękuję za trybut Tobiaszu, dziękuję.
17857:  Dlaczego ja nie zdążę nawet się wyposażyć?
17864:  Dlaczego Stary Grot jest taki silny?
17881:  Proszę bardzo.
17882:  Gigantyczne obrażenia od płomieni.
17886:  Ciekawy jestem, co bym mu zdobił Ardem.
17889:  Zrzuciłbym mu spodenki z lędźwi.
17895:  Prawdopodobnie wówczas Lambert by skisnął ze śmiechu i został zabity przez Grota.
17906:  Quen?
17907:  Quen?
17911:  Widzę, że nadrabiacie F-y na czatach.
17913:  Pięknie, pięknie.
17915:  Nie będzie, że... Nie będzie F. Chyba, że to dekog Trafarda Białego.
17928:  Aaa!
17931:  Gdzie?
17931:  Gdzie?
17932:  Gdzie?
17932:  Co się dzieje?
17939:  Płoń!
17942:  Ale ma zasięg gigantyczny, trzeba mu przyznać.
17949:  To jest... To jest straszliwa szarża.
17958:  Biedny Lambert został odrzucony.
17962:  Tak!
17963:  Tak!
17964:  Nie?
17976:  Jesteś cały.
17980:  Tobiasz trybutuje jak szalony.
17983:  Dziękuję.
17984:  Za Woltera, skurwysynku.
17993:  Wolter?
17993:  Kto to?
17995:  F5, stanowczo.
18009:  Cierpienia młodego wortera.
18012:  Tak, tak, Boże.
18015:  Lżyłem się o własny stream, to niedobrze.
18020:  Czy w GTA zagrań?
18023:  Znaczy, not my cup of tea, jeżeli chodzi o streamy.
18031:  Zapomniałem, że w jaskini nie ma mapy.
18033:  Czas na pochodnie.
18037:  F5.
18038:  Czy, czy, czy da się zlutować to monstrum?
18047:  Da!
18048:  Da!
18054:  Aha.
18058:  Gro, błagam.
18061:  To był cyklop!
18064:  To był cyklop!
18066:  Aż się zdzi... Właśnie, byłem ciekawy, czy ta gra jakoś wyjaśni.
18072:  Bardzo ciekawe.
18075:  Więcej szetnańców.
18075:  Nie potrzebujemy więcej szetnańców.
18077:  Geralt Grzybiarz.
18081:  Uff, dobrze wyjść na powierzchnię.
18083:  Hmm, ale to nie koniec kłopotów.
18111:  Mówisz o trollach?
18113:  To one mają kłopot, nie my.
18118:  Nie wiem, komu chcesz zaimponować, ale na mnie te twardzielskie teksty nie robią wrażenia.
18123:  I kto to mówi?
18125:  Vesemir opowiadał mi, jak robiliście zlecenie dla niwgardzczyków.
18129:  Wewnątrz.
18131:  Co ty robisz?
18133:  Zabijam potwory.
18136:  Dobre sobie.
18137:  Łoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
18163:  To jest piękne na zbyt wielu poziomach, żebym to wyraził jakoś bardziej lapidarnie.
18175:  Mic drop absolutnie.
18177:  Widzisz, jak przed nami spiesza?
18179:  Trolle się tak nie zachowują.
18188:  Lamber, Lamber, ty śmieszko.
18189:  Ty dwa nie idź dalej!
18196:  Wiedźminy w dolinie.
18198:  W dom z kamienia.
18202:  A góry trolle.
18205:  Trolli góra.
18207:  Co?
18211:  To trolli góra.
18215:  Trolle nie chcesz Torfuna, nie.
18216:  Nie rozmawiam z tymi idiotami.
18219:  Znaczy, w tym momencie idiota rozmawia z idiotami biorąc pod uwagę dziób Geralta.
18226:  Spokojnie.
18227:  Chcemy tylko przejść do kręgu.
18230:  Wiedźminę jedną mówić, drugą robić.
18235:  A czasem i trzecie kłamczuchy.
18240:  No ile można?
18242:  Z drogi tę paki, bo was na żwir porąbie.
18245:  Rozumiecie?
18252:  Zrozumiały.
18253:  Gratuluję.
18255:  Musimy biec do tamtej pieczary, inaczej nas ukamienują.
18260:  Przepraszam.
18261:  A, Lambert, słyszałeś o takim znaku?
18262:  Nazywa się Quen.
18268:  Ale ja nie chcę walczyć z trollami.
18272:  Czemu gra nas zmusza do tego, żeby... Geralt, czy ty kiedykolwiek wejdziesz do tej jaskini?
18278:  Czemu gra nas zmusza do tego, żebyśmy walczyli z trollami?
18283:  O, niech zgadnę.
18302:  Jak trolle rzucać kamień, wy nie iść dalej.
18308:  Wiedźminy nie rozumieć?
18311:  Rozumieć, Mimoto, o czym mówisz, do kręgu żywiołu.
18315:  Nie słuchać, Mimoto.
18318:  My wam do zamek nie chodzić.
18320:  A tam dużo kamień.
18327:  Ładny kamień.
18327:  Nie chcę sobie do nich gaworzyć, to nic nie da.
18336:  Daj mi mówić.
18336:  Znasz się na negocjacji jak one na deklinacji.
18338:  Nie zrobimy wam krzywdy.
18340:  Nie będziemy dotykać waszych kamieni.
18343:  Dajcie przejść.
18358:  My rzucić kamień, a wiedźminy nie oddać, tylko gadać.
18364:  Może wiedźminy dobre?
18368:  Ty głupi.
18370:  Wiedźminę zabijać potwory, a trolle potwory.
18375:  Tak, tak, nie rób mina.
18384:  Będzie tak.
18386:  Wy tu zostawić ostre maczugi, wy przejść, jak nie my bić.
18398:  Elin pisze, Lambert jest zaczepno-obronny, on zaczepia, a ty go bronisz.
18402:  Dokładnie tak jest, tak.
18407:  Mam ważną sprawę, pisze Lidia.
18409:  Pamiętacie co mówi Geralt odnajdując miejsce mocy?
18411:  Czy on wtedy buczy miejsce mocy, czy może o miejsce mocy, czy po prostu miejsce mocy?
18417:  To pierwsze.
18420:  Moim zdaniem miejsce mocy.
18426:  No pewnie, że zostawiamy miecze.
18427:  Niech będzie.
18428:  Zostawimy tu miecze, ale zabierzemy je jak będziemy wracać.
18433:  Okrutnicy byście chcieli walczyć z trollami.
18437:  Metal niedobry, fuj.
18440:  Szczypie w usta.
18442:  Zweriowałeś.
18443:  Rób to co ja i nie drżyj się.
18446:  Medalion drga to miejsce mocy, też była taka opcja.
18453:  Dlaczego znowu troll na nas szarżuje?
18457:  Czy faktycznie nie mamy mieczy?
18458:  Bo ja oczywiście jestem ciekaw.
18460:  Tak.
18462:  Gdzie one są niby?
18475:  Co to dwa Wiedźmin w jezioro?
18477:  Barszcz!
18478:  Ty to się chyba minąłeś z powołaniem, co?
18481:  Jeśli dobrze pamiętam wykłady babcia Wesemira, Wiedźmini zabijają potwory.
18486:  Źle pamiętasz.
18487:  Zabijają tylko te, które szkodzą.
18499:  No, to jesteśmy na miejscu.
18502:  Nie da się ukryć.
18504:  Cholera.
18506:  Ładny widok.
18512:  No, pasuje.
18514:  Geralt, za kogo ty mnie masz?
18517:  Niech pomyślę.
18518:  Za Gbura?
18520:  Nie zaprzeczę.
18521:  No ale dość komplementów, weźmy się do roboty.
18524:  Pamiętasz, co trzeba zrobić z tym kręgiem?
18526:  Trochę czasu minęło, odkąd aktywowałem tu swój medalion.
18530:  Dobrze, dziadku, nie tłumacz się.
18532:  Zapal pochodnie i połóż filakterium na ołtarzu.
18535:  Ja wykonam resztę.
18538:  Dobrze.
18542:  Jak to szło?
18542:  Pierw woda, potem ziemia... i powietrze.
18548:  Pierwszy raz zobaczyłem, jak Geralt fizycznie coś w sieci gry postawił na jakimkolwiek przedmiocie.
18553:  Zapalić pochodnie należy.
18554:  Hmm... Noooo!
18558:  No okej.
18560:  Tego byśmy nie zrobili, Ardem.
18562:  Cofam złośliwości.
18566:  Dobra.
18567:  Filakterium jest na miejscu.
18569:  No, to pozostaje tylko chwilę poczekać.
18571:  Słoik nasączy się mocą żywiołów, a my odsapniemy.
18577:  Ale piękna scena.
18583:  A ty jak sobie poradziłeś z trollami, gdy przechodziłeś próbę medalionu?
18588:  Czekaj, czekaj.
18590:  A, pamiętam już.
18591:  Użyłem aksji, ale wtedy zaczepił mnie tylko jeden.
18595:  No tak, przydatny znak.
18598:  Niedawno mi nawet uratował życie.
18603:  Powiedział nikt nigdy.
18608:  To jakaś dobra historia?
18610:  Wyborna.
18611:  Napadło mnie dwóch zbójów.
18612:  Jeden mierzył z kuszy, drugi zaczął szperać w moich sakwach.
18617:  Najpierw kazałem Kusznikowi zastrzedzić kompana, a potem się powiesić.
18626:  Faktycznie, wyborna opowieść.
18629:  Prawda?
18630:  Boki zrywać.
18631:  Powiedz, zawsze byłeś takim cynicznym cukinsynem?
18634:  Nie.
18635:  Zanim Wesemir przywiózł mnie do Kaer Morhen, byłem uroczy.
18643:  Wszyscy przez to przeszliśmy.
18645:  No właśnie, nie wszyscy.
18647:  Sporo chłopaków tu zginęło.
18649:  Chłopaków, których zabrano wbrew ich woli.
18652:  Takie było nasze przeznaczenie.
18653:  Przeznaczenie?
18655:  Opowiem ci o przeznaczeniu.
18657:  Miałem ojca pijaka.
18659:  Jak się nachlał, prał mnie i matkę do krwi.
18662:  Co noc modliliśmy się, żeby wreszcie zdechł.
18666:  Któregoś razu nasze prośby prawie się spełnili.
18668:  Tatuś zgubił się w drodze Skarsby i wlazł prosto w gniazdo nekkerów.
18673:  Ale uratował go pewien wiedźm.
18675:  I wiesz, czego chciał w zamian?
18682:  Dasz co pierwsze w domu zastaniesz.
18686:  Moje życie.
18686:  Prawo niespodzianki.
18688:  Za życie tego chuja pierdolę takie przeznaczenie.
18696:  Nie wiedziałem, przykro mi.
18698:  Jakbyś się jeszcze kiedyś zastanawiał, czemu jestem takim cynicznym sukinsynem, to już wiesz.
18705:  Dobra, dość spędzenia.
18706:  Zbierajmy się.
18711:  Nie wiem, czy próba traf w 100% wymazuje pamięć.
18716:  Musiałbym to sprawdzić.
18719:  Tylko najpierw chodźmy po miecze, bo bez broni jak bez ręki.
18724:  Święte słowa, bracie.
18726:  Paweł pisze też, że jego zdaniem to niespójność, bo miało syna już Lambert.
18732:  Wiedźminy biorą ostre maczugi i idą do domu.
18734:  Mhm.
18740:  Nie musisz mnie namawiać.
18744:  Chodź Geralt, zbieramy cię.
18747:  Zawsze mam problem ze sprawdzaniem takich rzeczy lore'owych, bo nie ma sensownej encyklopedii, która by zbierała te informacje wiedźmińskie.
18757:  A w ogóle nie wymazuje próba trawy pamięci.
18760:  No właśnie tak coś mi się wydawało.
18762:  To jest przepiękna scena tutaj.
18764:  Nie pamiętałem oczywiście jej, pamiętałem scenę na łódce.
18771:  A skoro już tu przyszliśmy, to zost... Zastanawia mnie zawsze to.
18776:  Dobra.
18777:  Racja.
18778:  Wracajmy.
18779:  Pan przodem.
18790:  Kurczę.
18791:  Dobra, czas przywziać okulary z powrotem.
18796:  I lecimy dalej.
18800:  Tropy Eskela przed Kaer Morhen.
18802:  Dobrze.
18804:  Szukajmy ich.
18807:  To pewnie ślady Eskela.
18809:  Nikt inny ostatnio nie wyjeżdżał z zamku.
18813:  Dlaczego Geralt używał prawa niespodzianki?
18817:  W książce, jeśli tak pamiętam, przy rozmowie z Calantesie go brzydził.
18822:  Dobre pytanie.
18824:  Co?
18830:  Dobrze, że powiedzieliście o tym, bo dostaliśmy oczywiście jakieś kompletne lamerskie uposażenie.
18836:  Koszmar.
18842:  Zastanawiam się, czy na płotce możemy korzystać z wiedźmińskich zmysłów.
18851:  Czemu Geralt nosi ciemne okulary, bo ma jaskrę?
18853:  O, jakie ładne!
18856:  To jest ładne.
18860:  Ale skąd wy wiedzieliście o tym, że mam złe ustawione... Aaa!
18865:  Bo je widać.
18867:  Okej.
18870:  Krzysztof, patrzący przez 15 streamów na postać swą, zorientował się, że widać miecze.
18881:  Dobrze, Krzysztof, dobrze.
18883:  Rogatek.
18885:  Nie wiem, ale kserujemy.
18894:  Ja, wiecie jak to jest z sucharami, ja uwielbiam suchary.
18899:  Absolutnie najwspanialsze.
18904:  Jedna rzecz, która mnie mega irytuje przy Wiedźmińskich Zmysłach, to to, że gaśnie muzyka bardzo często.
18912:  O, piwo.
18916:  Mniam.
18920:  Słyszę niedobre rzeczy, słyszę wilki.
18926:  U Sapkowskiego było dwie wersje, jeżeli chodzi o prawo niespodzianki.
18930:  To, co pierwsze zastaniesz, albo to, czego się nie spodziewasz.
18933:  Właśnie to jest też problem z Sapkowskim, że dużo rzeczy jest losowo.
18938:  Piękne zwierzęta.
18938:  Kozich kopyt.
18939:  Ciekawe.
18940:  Geralt, nie mów na raz.
18943:  Ale jesteś paskudny.
18945:  Świetnie.
18946:  To był traumatyczny widok.
18948:  Skala nie wyczuje, jaka koza.
18949:  Tylko trzeba czekać, żeby pachnąć.
18973:  Ok.
18974:  To był ostatni... Ten trop się tutaj urwał i oczywiście... Dobra.
18979:  Wygląda na to, że koza Eskela ocierała się o to drzewo.
18983:  Kłak sierści.
18984:  Ale capi.
18986:  Mówicie, że u pewnego streamera po 20 latach i kusie do zagnanej godziny w Diablo 2 dowiedział się do ludzi z czatu, że w grze można włączyć bieg.
18994:  To brzmi jak coś, co by mogło się im nie przydarzyć.
18996:  Absolutnie.
19001:  To jest potęga kolektywnej mądrości.
19004:  Uuu, Eskel rozbił obóz.
19007:  Chyba zakładał, że długo go nie będzie.
19012:  Dobrze.
19014:  Dobrze.
19018:  Czy coś jeszcze jest ważnego dla nas?
19021:  Tutaj chyba nic.
19028:  Okej, jest i zapaszek.
19040:  No proszę, ślady Eskela.
19043:  Miałem nosa.
19046:  Mam nadzieję, że będziemy walczyć z... z widłogonem.
19050:  O, o!
19054:  Kto tutaj zaprowadził księżniczkę?
19056:  Tak, o hajtali do gwinta wiem.
19071:  A żeby widłogona zwabić, do palika kozę powrozem przywiąż i wśród listowia czym prędzej skryj się.
19080:  Bestiariusz brata Adalberta, strona osiemdziesiąta druga.
19085:  Widzę, że pamięć wciąż dobra, mimo lat.
19088:  Aż tyle lat, co jacłaniaku.
19090:  Tylko ta siwizna postarza.
19094:  Dobrze cię wreszcie widzieć.
19104:  Yen nie daje wam się nudzić, co?
19105:  Mhm.
19107:  Jeszcze nie wylazła z teleportu i już wydawała rozkazy.
19110:  A jak próbowałem coś wtrącić, to... Damom się nie przerywa.
19115:  Dokładnie.
19116:  Czasem się cieszę, że przez te moją gęby romanse mam z głowy.
19121:  Czaty dopisują, Nadia pisze, Eskelowi tak śmierdzą stopy, że przez buty w odciskach ziemi bez kłócania było czuć.
19128:  To nie, albo Wiedźmińskie Zmysły Geralta są tak wyostrzone, to dwie opcje, ale wolę tę pierwszą.
19137:  Nie wszystkie kobiety oceniają po wyglądzie.
19140:  Masz rację, dziwki oceniają po mieszku.
19143:  Myślałem, że będzie coś progresywnego, ale...
19151:  No tak, tak, tak, bestiariusz to jest Biblia dla Wiedźminów, nie ma żartów, moi drodzy.
19158:  Ooo, bardzo jestem przerażony tym widłogonem.
19162:  A, teraz jestem faktycznie przerażony, bo Eskel będzie zadawał mu obrażenia 1, 1,5, 2, 2,5, przez co niestety... Eee!
19174:  Jak zwykle, skrypty gry wideo interweniują wtedy, kiedy... Ojej, jaki piękny widok.
19181:  Aż przestałem narzekać.
19189:  Jakie bełty wybuch... No nieważne.
19198:  Nie znoszę, jak to robią gadziska paskudne.
19200:  Nie chciałeś się zostawić konia tam na dole?
19202:  Widło bym mógł zapalować i na niego.
19205:  Eee, tam.
19206:  Osiłek to koń bojowy pełnej kedwańskiej krwi.
19208:  Dałby radę.
19210:  Nie, chyba nie.
19213:  Raz uratowałem takiego rycerzyka.
19215:  Wiesz, las, noc, wilki.
19217:  Taki tam standard.
19218:  Powiedziałem, dasz, co w domu zastaniesz.
19221:  No i dziecka nie było, ale akurat klacz mu się oźlebiła.
19225:  Eskel i Wojsiłek.
19227:  Związani mocą przeznaczenia.
19229:  Urzekająca historia.
19230:  Drwij sobie, drwij.
19232:  Po prostu zazdrościsz.
19239:  Idą se łowiecki, idą se pyrcio.
19242:  Juchasa nie widno i nosoki zbyrcą.
19245:  A to jest... A to jest... Tego nie pamiętałem też, kurczę Ależ tu jest prześlicznie Nie no, naprawdę
19274:  Aż się zatrzymam, żeby pooglądać.
19279:  Strasznie żałuję, że nie można po tej części świata wiedźmińskiego więcej pochodzić.
19286:  Jest przepięknie absolutnie.
19291:  Eskel z Podhala.
19294:  Właśnie dlatego zawsze mówiłem, że Wiedźmin 4 to powinny być dla mnie inne szkoły wiedźmińskie i inni Wiedźmini.
19303:  Bo jest niesamowity w tym potencjał.
19307:  Nie no, wspaniale tu jest.
19315:  Mam nadzieję, że idziemy w dobrym kierunku, tak nawiasem mówiąc, bo... My nie idziemy, my nie idziemy w dobrym kierunku.
19333:  My nie... My nie... My nie szliśmy w dobrym kierunku.
19339:  Muzyka z Kermorem to jeden z najlepszych numerów, jakie słyszałem w grach.
19342:  Jeszcze popatrzcie na te góry w międzyczasie, no absolutnie.
19345:  Tak, tak, Krzysztof oczywiście poszedł w złym kierunku, jak zawsze.
19353:  Chyba, że to jest jakiś przeklęty znacznik, który tutaj miałem z roku... Nie, proszę.
19368:  Proszę, błagam, nigdy, nigdy, nigdy więcej nie zaufam minimapie.
19379:  To był dobry kierunek, tak?
19380:  Ale i tak by się nic nie aktywowało, wiecie?
19382:  Tak podejrzewam, bo... no właśnie.
19387:  Jest to niesłychanie irytujące.
19391:  Bo to robi z gry, która jest nieliniowa, grę liniową.
19395:  I to tak naprawdę w miejscach, które są totalnie niepotrzebne do tego.
19409:  Ale nie ma tego złego, bo mieliśmy wycieczkę turystyczno-krajoznawczą.
19417:  Ojej, Wiedźmin czwarty w kowirze i powis jako początkujący Wiedźmin cechu gryfa.
19421:  Nie no, to w ogóle byłoby wspaniałe.
19427:  Dobrze.
19435:  Moi drodzy, czas się... ...rozprawić z widłogonem.
19442:  I przy okazji...
19447:  Znaleźć Ręsztunek Chociaż tu jest chyba cech wilka Powinniście być ze mnie dumni, zorientowałem się sam, że to jest miejsce z którego przyszedłem Dobrze, dobrze, dobrze Dobrze Pomniejszy kamień, to jeszcze nie to
19479:  Okej, teraz już nie wiem, gdzie mam iść.
19486:  Trop się urywa.
19489:  I co teraz?
19491:  Nigdy nie wiem, co robić, jak się trop urywa.
19495:  Eee... Dziwne.
19504:  A!
19510:  Eskel!
19511:  Zostaw to profesjonalistom!
19517:  Dlaczego ten widłogon się... No dobra, zbierz płynu rdzeniowego i zbierajmy się stąd.
19521:  Tynij z tyłu, tuż pod czaszką.
19528:  Yen wspomniała po co jej to?
19529:  Jak to?
19530:  Czyli ty też nie wiesz?
19532:  I nie niepokoi cię to?
19537:  Może niepokoi, ale bez jej pomocy nie odczynimy klątwy.
19542:  Może lepiej było Triss wziąć.
19544:  Powiem tak, jeśli Yen nie da rady z umą, zawsze możemy zwrócić się do Triss.
19548:  Nie będzie miała pretensji, ale gdybyśmy zrobili na odwrót.
19551:  Uuu, działoby się.
19554:  A, właśnie.
19555:  Dobra, dość gadania, chodźmy.
19559:  Tak.
19560:  Wiedźmińskie Google Maps powinno się zainstalować.
19563:  Za 10 kroków skręć konno w lewo.
19565:  Zaraza.
19566:  Tak, tak.
19566:  To jest piękne.
19570:  Ale tak, tak, Paweł.
19571:  Absolutnie.
19572:  Pisze Paweł.
19573:  Problem w tym, że Sapek zbytnio nie starał się o to, jak najbardziej szczegółowe przedstawienie świata w Wiedźminie.
19579:  Więc ludzie musieliby wszystko robić od zera.
19580:  To jest prawda.
19582:  Miałem kiedyś rewelacyjną pracę dyplomową na temat błędów kartograficznych w świecie wiedźmińskim.
19591:  Eskel, ja nic nie powiedziałem, ja po prostu chciałem zlutować potwora, którego ty zignorowałeś.
19607:  Na rondzie, tak, na rondzie drugi zjazd w lewo, burza psia krew, tak.
19614:  Nie no, wiedźmiński GPS byłby wspaniały absolutnie.
19617:  Zaraz powiem o tych błędach jeszcze.
19619:  No dobrze, niech będzie.
19620:  Nie, to tak nie działa.
19643:  Więc tak, moi drodzy, chodziło o błędy w rozplanowaniu całej geografii świata.
19651:  Topografii świata, czyli opisu geografii świata.
19656:  Nie tylko u Andrzeja Sapkowskiego właśnie, ale także w grze, która większość tych błędów naprostowywała.
19662:  Okazuje się, jak mój dyplomat to przeczytał, że
19667:  W paru miejscach w powieści Sapkowski bardzo lekko sobie podchodził do tego, czy coś jest oddalone na północ, południe, tyle kilometrów, czy więcej kilometrów, wszystko jedno.
19677:  I skutek tego był taki, że były sprzeczne informacje co do położenia miast w świecie wiedźmińskim.
19683:  No i to jest problem.
19685:  Bo jasne, że można, można sobie światotwórstwo traktować jako coś mniej istotnego, no ale w przypadku Wiedźmina to jest właśnie problematyczne w momencie, w którym robimy adaptację na grę, wideo, film czy serial.
19695:  Tak w dużym skrócie.
19696:  Świetna praca.
19698:  Mam nadzieję, że mi się uda ją wydrukować, bo mam taki plan.
19702:  Dla paru licencjatów.
19704:  O fantastyce i grach.
19708:  Patataj, patataj.
19709:  Tak, tak.
19710:  Tak robią koniki.
19713:  No wreszcie.
19714:  Długo kazałeś na siebie czekać.
19715:  Siodło mi się zsuwało.
19718:  Złej baletnicy przeszkadza rąbek u spódnicy.
19721:  Sam jesteś baletnica, ale taka, co cholernie dobrze jeździ konno.
19726:  Należy ci się jakaś nagroda.
19732:  Daj, pewnie!
19734:  Trzymaj, niech ci służy.
19738:  Już, już się nawadniam.
19742:  Po wyścigu konnym to jest zwłaszcza pożądane.
19749:  Dobrze, dobrze.
19750:  Istnieje szansa, że dzięki wam nie będę mieć już kolki netkowej.
