Mass Effect EDYCJA LEGENDARNA — Livestream
🔗 https://www.youtube.com/watch?v=fxSlrdEm6LY

3:  Witaj się na streamie.
17125:  Wystarczy!
17127:  Wystarczy!
17127:  Wystarczy!
17127:  Wystarczy!
17128:  Wystarczy!
17128:  Wystarczy!
17128:  Wystarczy!
17134:  Let him to save hostages.
17148:  Atakujemy?
17153:  Czy nie?
17160:  Wybory moralne w grach.
17175:  Dobra, nie, nie, nie, nie.
17177:  A przykro mi.
17179:  Patrz.
17186:  Pytanie.
17194:  Gdzie oni spieprzają?
17203:  Przede wszystkim, gdzie jest nasz wróg, bo ja go nie widzę, co najzabawniejsze.
17208:  Ale najwyraźniej widzą go moi przydupasi.
17213:  Sześć.
17220:  Pięć.
17226:  A, to jest bodyguard, dobrze.
17228:  A i oczywiście drony moje ukochane.
17240:  O, ja pier... Okej, ta walka... Ta walka nie będzie prosta.
17256:  Sześć.
17261:  Jest konfundujące, że oni tam biegną.
17265:  Co w nas strzela już?
17275:  Dobra.
17275:  Okej, ja zrobię teraz sprytniej.
17286:  O nie.
17288:  Snajper.
17291:  Tak jest, pierw trzeba się pozbyć dronów.
17293:  I to tak absolutnie.
17296:  Nasza dzielna Magini w słowiańskim przykucu podąża na...
17305:  Co tu się dzieje?
17306:  Czy mamy już zasięg, czy jeszcze nie?
17311:  Dobra, Garus tam.
17315:  Albo Tali, wszystko jedno.
17318:  Ścionijcie ich ogień na siebie.
17323:  O Boże, tam jest ten dron rakietowy.
17329:  Come on.
17334:  Czemu ta nasza broń łaskawie się nie odgrzewa?
17337:  Eee!
17338:  Tali... Garus zginął.
17341:  Mam wrażenie, że Garus bez przerwy ginie.
17346:  Dobra, nie, nie tędy.
17349:  Tali tędy.
17356:  Ja wiem, 8 zrobimy, tylko że ja muszę być bliżej.
17360:  I to tak, zdecydowanie bliżej.
17367:  Okej.
17374:  Mamy już zasięg?
17377:  Kurde, nie mamy.
17381:  Teraz mamy.
17384:  Fuck.
17393:  O nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie
17424:  Dobra, ta walka nie jest prosta.
17429:  Zwłaszcza, że oni już w nas napierdniczają, bo mają lepszą pozycję, bo korzystają z jakichś całkowicie cudacznych tarcz.
17439:  Drugi pomysł.
17443:  Niech oni sobie tam walczą, a ja pobiegnę tędy.
17449:  Okej.
17450:  Tak jest, tak jest.
17451:  Chcę was tutaj.
17458:  Dokładnie.
17459:  I teraz osiem.
17475:  Fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał, fał.
17480:  Ktoś strzela we mnie.
17482:  Tal jest tam, dobrze.
17485:  Garus już zginął?
17487:  Czemu on tak ginie szybko?
17490:  Ale plus jest taki, że drony zostały zniszczone i to mnie bardzo cieszy.
17499:  Przynajmniej częściowo.
17506:  Uśwa, te drony to jest jakaś tragedia absolutna.
17516:  Fuck.
17538:  Tali, bądź dzielna.
17540:  Tali zni... A, Tali zginęła.
17541:  Oooo.
17547:  Dobrze, dobrze, dobrze, dobrze.
17551:  Da radę.
17558:  Okej, widzę już tego przeklętego snajpera przynajmniej.
17567:  Osiem.
17571:  Osiem chciałem!
17585:  Można walić dymy czy headflare, okej, okej.
17588:  Z dalszej odległości chyba nie rejestruję, też mam takie wyrażenie ponure.
17591:  Ale przynajmniej nam się odnowiła magia, która absolutnie mi w tej walce nic nie daje.
17596:  Czy to jest jakiś dron też, który będzie mnie atakować?
17602:  Główny i naczelny problem polega na tym, że ja w tym momencie nie wiem, co mnie atakuje, więc... Zmieniamy taktykę.
17616:  O, tu jest skurwysyn.
17618:  Dobrze, osiem.
17625:  No!
17628:  Uuuuh.
17632:  To był, to był granat, a nie rakieta?
17634:  Wyglądało jak granat.
17636:  Sześć.
17639:  Co jeszcze, co jeszcze nam zagraża?
17641:  Wszystko.
17655:  O, i to jest wyrównana walka.
17660:  Ojej.
17663:  Moja cała magia nic nie dała?
17664:  Jak to jest możliwe?
17675:  Dobrze.
17676:  Maxman się przydaje.
17677:  Ja nie wiem, co byśmy zrobili bez tych upgrade'ów.
17680:  Drzewa mają najwyraźniej... Tak, drzewa są najpotężniejszym przeciwnikiem tej walki.
17691:  Okej, eee... Aaa, to jest balak!
17702:  Dzień dobry!
17708:  Mamy granaty?
17710:  Czemu ja nigdy nie użyłem żadnego granatu?
17717:  Dlatego nie użyłem żadnego granatu.
17719:  Okej, działa.
17720:  Myślałem, że nie zadziała.
17725:  Teraz trójeczka, która nie zadziałała.
17730:  Dobra.
17740:  Osiem!
17742:  Nie!
17746:  Dobrze, ale mamy ósemkę teraz.
17752:  Tak!
17755:  Przez szyby nie działa.
17756:  Szyby też są naj... Szyby i drzewa, najodporniejszy materiał we wszechświecie Mass Effecta.
17773:  Musisz zrobić lepiej niż to, jeśli chcesz nas zatrzymać.
17781:  Jeden dzień niedługo nasza rola będzie płaciła za to, co zrobiłaś.
17783:  Ty jesteś tylko głupi, głupi mężczyzna, który ucieka na to, by cię zabić.
17789:  To jest kryzys.
17789:  Batariany zostały tutaj.
17790:  Są tysiące ludzi takich jak ja, czekając na ich powrót.
17791:  I wybrałyście się na tę misję?
17792:  To myślę, że...
17796:  O, Garus i tali zmartwychwstali.
17798:  Burn, burn, absolutnie.
17799:  Jest to bezpieczne?
17818:  Boże, drogi, ile osiągnięć dostałem nagle.
17830:  Podobała mi się ten questline.
17832:  Był... było wyzwanie i to duże.
17837:  Była eksploracja.
17838:  Fajnie.
17844:  Nowe hasło reklamowe przystąpienia działa, dokładnie.
17850:  I przez liście nie działa.
17851:  Liście i drzewa.
17852:  Niebezpieczna sprawa.
17855:  Powiedział minister Szyszko.
17859:  The coast was too high.
17861:  O, może dostaniemy za to paragon.
17864:  That doesn't... Shepard.
17869:  Nie sądzę, że będę się spędzał.
17871:  Czas, żeby wrócić i spędzić trochę czasu z moją rodziną.
17872:  Zanim pójdę, jako główny inżynier, dostanę trochę kłopotu.
17875:  Medium Armour brzmi jak dobry wątek.
17878:  Zrób coś z nim.
17879:  Jeszcze jedno.
17880:  Poprosiłeś mnie, żebym popatrzył... Znalazłeś ich?
17883:  Jeszcze nie.
17886:  Czy możesz pomyśleć o czymś, co mi pomoże?
17891:  Zobacz, czy możesz włączyć naszą górną transmisję na górę.
17895:  Bądź w porządku, szefie.
17905:  O nie, o tak!
17907:  Wsparcie czatu jest legendarne.
17909:  Co tu się dzieje?
17911:  Aha.
17914:  Chyba to są nasi missing engineers, tak mi się wydaje, więc... Return to Normandy?
17924:  Jak tu się... Jak się wychodziło na Normandię, tak na marginesie map?
17930:  Przynajmniej do kredy.
17931:  Tutaj dostaje się najlepszy Omnitool w grze, jak się ma wysoką charyzmę.
17934:  A ja mam wysoką charyzmę.
17936:  Mam najwyższą charyzmę.
17951:  Nope, nie ma opcji z Return to Normandy.
17954:  Niestety.
17956:  Jestem zasmucony.
17962:  Tak, tak, ja wiem, że na zewnątrz, tylko trzeba na zewnątrz wyjść pierwszy.
17966:  Zobaczymy, czy to jest w ogóle możliwe w moim wypadku, bo jak znam życie, to zabłądzę.
17970:  Dobra, dzięki... Dzięki zabłądzeniu dostaliśmy omnijel.
17976:  I jakiś krab.
17977:  Więcej omnijelu.
17978:  Dobrze.
17979:  Co tu się dzieje?
17983:  Chcę stąd wyjść.
17987:  A ja już chwaliłem level design, który wyprowadza człowieka na zewnątrz.
17992:  W Mako trzeba być, żeby wrócić na Normandię?
17993:  Okej, dobra.
17998:  Ale to jednak tutaj warto się przemieścić, bo dostaliśmy jakieś rzeczy.
18005:  W dół schody, dobrze.
18008:  Zmierzamy tam.
18015:  Dobrze, dobrze.
18016:  O, paprotka.
18019:  Dostaliśmy granaty.
18026:  Literalnie... Literalnie stąd wychodziliśmy kiedyś.
18038:  Nie te!
18040:  Nie tutaj to było.
18041:  Tu!
18046:  Tak.
18047:  Jest Szymon.
18049:  Powiedz, Shepard.
18051:  Nie mogłaś się znaleźć.
18052:  Jeszcze nie.
18053:  Zobacz, czy możesz go zabrać.
18054:  Bądź dobry, Shepard.
18056:  Dobra.
18059:  Return to surface.
18061:  Znaczy, z tego co rozumiem, on by chciał, żebyśmy jeszcze tutaj poskautowali i znaleźli tych jego inżynierów, ale nie wiem, czy mamy do tego cierpliwość.
18071:  Tak, wydaje mi się, że to są te transmission towers, do których... Aaa!
18075:  Zobaczymy.
18081:  O, wiecie co, nie chce mi się.
18084:  Return to Normandy.
18089:  i zresztą możemy tam wrócić później.
18092:  Teraz by trzeba było wreszcie wyruszyć tam, gdzie nas misja prowadziła.
18100:  Czy ja dobrze pamiętam swoją drogą, że tutaj można skanować?
18105:  Nie, jeszcze nie można skanować.
18108:  Terum!
18109:  Tak jest, Terum!
18115:  To było tutaj, prawda?
18117:  Artemis Tau.
18127:  Tylko niektóre planety można skanować, okej.
18133:  Jeżeli jesteśmy w Artemis Tau, to dlaczego... Noveria... Gemini Sigma, Hades Gamma... Dlaczego ja nie widzę tej naszej misji?
18151:  Przecież było, ewidentnie było tak, że... Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
18158:  Find Lyarata Soni.
18160:  Go to Artemis Tau.
18161:  A, czyli pewnie będzie trzeba się tam skanować, okej, spoko.
18168:  Zoom out.
18171:  Wielkie nieba, jak to człowiek zapomniał wszystko.
18176:  Dobrze, go to system.
18182:  W Mass Effect dopiero jest manualny skan?
18184:  Hmm.
18186:  Drugie, w drugim sensie.
18188:  No proszę.
18191:  No to będziemy podróżować w poszukiwaniu pani Layary.
18195:  Survey.
18197:  Okej, zoom out.
18199:  Fajniejszy był ten system skanowania, szkoda, że tego nie zaimplementowali.
18205:  Dobra, tutaj możemy sobie wylądować.
18209:  Tu nic.
18212:  Gdzież jest ta nasza pani Layara?
18225:  Tak, jesteśmy w Artemistau.
18236:  Jedna z pobocznych planetek, dobra.
18238:  Przy okazji sobie robimy sewy, krótki.
18242:  Boże, swoją drogą ktoś musiał napisać wszystkie opisy tych planet, to jest coś niesamowitego.
18249:  Tak, tak, to zbieranie materiałów z Mako jest strasznie nudne.
18254:  O wiele bardziej lubiłem ten system z trójki wbrew pozorom, to znaczy... Prawda jest taka, że idealne byłoby połączenie tych dwóch rzeczy, to znaczy możliwość wylądowania Mako i wtedy coś, co nas... O!
18271:  No to to brzmiało, to brzmiało jak lajara, nie?
18274:  Tak mi się wydaje.
18275:  Edolus.
18281:  Oj.
18283:  Jak Joker się odezwał, to najwyraźniej jest to coś istotnego.
18285:  Nie, nie to?
18289:  Ups.
18291:  A, Terum jest w Knossos.
18292:  Dobra, to wylądujemy i zaraz, zaraz stąd uciekniemy w takim razie.
18298:  Spoko, spoko.
18304:  Tak, tak, tak, to jest ewidentnie taka jedna z tych misji, gdzie się zmiera minerałem oko.
18310:  Zaraz się stąd wycofamy.
18315:  Absolutnie nie.
18318:  Absolutnie nie.
18321:  Strasznie nie przeszkadza ten przekaźnik masy na loading screenie, jest bez sensu całkowicie.
18327:  Tam, tam, tam.
18331:  Czyli co?
18331:  Czyli w Knossos jest Terum.
18334:  Okej.
18336:  Knossos.
18345:  Phaistos, Zakros, Archaneos... Terum!
18354:  To jest za to piękny loading screen.
18356:  Dobrze, tym razem weźmiemy sobie Rexa Italii.
18366:  No bardzo to jest dziwne, że nie usunęli ekranów ładowania, bo spokojnie mogli przy tym silniku i przy dzisiejszych możliwościach dokładnie sprzętowych i SSD-kach.
18375:  Przecież czekamy jakąś jedną sekundę na tym ekranie ładowania, co, swoją drogą, naprawdę poprawia jakość rozgrywki, bo pamiętam, jak... To był koszmar.
18396:  Znaczy, mnie się też podoba przekaźnik, ale przekaźnik ma sens masy, jak podróżujemy z układu do układu, a nie na przykład jak przenosimy się z bunkra na planecie do zewnętrza tej planety.
18408:  Ja też właśnie... Ale wiecie co, co jest niesamowite?
18411:  Ja też pamiętam te planety bardziej niż questy, to znaczy z fabuły nie pamiętam nic, ale tak absolutnie nic, ale te... Wow, jaka flara piękna.
18421:  Ale te... Ale planety pamiętam absolutnie.
18443:  Będziemy jechać wężykiem zatem.
18447:  Mustafar, tak, Mustafar Vibes, absolutnie.
18459:  O ja pierdzie... Ooo, przejeżdżanie gettów!
18482:  Cudownie.
18485:  99% mocy przerobowej poszło w grafikę, no... To prawda.
18493:  Ale jest pięknie.
18521:  Tyle?
18524:  Pytanie, czy teraz możemy się przebić przez te drzwi radośnie.
18529:  Czy nie?
18533:  Nope!
18538:  Mako, błagam, bła... Nieee!
18542:  Nieee!
18543:  Dobrze.
18546:  Chyba tutaj musimy wysiąść, tak mi się wydaje.
18549:  You cannot exit, Mako.
18550:  Dobra.
18555:  Okej.
18559:  Tam jest przejazd?
18562:  Gdzie?
18566:  Fatigued.
18568:  Wcześniej?
18569:  Dobra.
18570:  To jestem zaskoczony.
18579:  O Boże, jestem ślepy.
18581:  Faktycznie.
18581:  I to taki jebitny przejazd.
18586:  Aha, ale widzę, że kolizja terenu w dalszym ciągu Błagam Dobra Back on track
18610:  Ale... Ale... Ale!
18614:  Znowu jest tak, że jak i jej coś zrobi, to... Zauważcie, że czasem gaśnie ten kursor, który powinien tutaj być, czy w sensie celownik, nie?
18625:  No i co ja zrobię?
18627:  Jedyne, co mogę robić, to przejeżdżać getty.
18648:  Kto we mnie śmie jeszcze strzelać?
18653:  Ale to jest ciekawe, że Mako ma się cofnąć, a wszystko, co robi, to jedzie w tył.
18658:  To jest fascynujące.
18661:  MAKO!
18664:  A już było tak dobrze.
18667:  Haha!
18675:  Wszystko?
18677:  Wszystko.
18680:  Dobrze.
18682:  Locked crate.
18684:  Brzmi jak coś, co możemy odblokować.
18689:  Mój ulubiony override.
18695:  Nie, nie wierzę.
18699:  Take all.
18701:  Bra.
18703:  Tutaj widzę, jakiś jeszcze jest kompleks mały.
18708:  Kompleksy to powinna być moja Magini za walkę ostatnią.
18713:  Ale tutaj w tym kompleksie nic nie ma.
18716:  Dobrze, że mamy Wrexa.
18717:  Czuję się jakoś bezpieczniej obok Kroganina zawsze.
18725:  Pytanie w ogóle, czy tutaj cokolwiek jest, czy ja tylko tak latam bez sensu.
18735:  Bo to jest komiczne, jak Mako potrafi się czasami poszamotać na ziemi, jak ryba wyciągnięta z wody.
18739:  Piękne porównanie, no dokładnie.
18742:  Dobra, jesteśmy w dobrym miejscu.
18746:  Ło, ło, ło, ło, ło, ło!
18751:  To są moje instynkty właśnie, to znaczy pierwsze co ja robię to napierdzielam z magii, a dopiero potem się interesuję pistoletem.
18758:  No przepraszam, no.
18767:  Tak, tak, widzę, że tutaj właśnie jest coś w rodzaju gate control.
18773:  Pięknie.
18774:  Szkoda, że się nie da przeskoczyć, tylko trzeba backtrackować.
18780:  Naprawdę mogli wprowadzić w tej grze skok, ja wiem, no to dużo wymagam.
18789:  Ale nie wydaje mi się, że to by było jakoś aż tak problematyczne.
18792:  Gdzie jest nasz Mako?
18793:  Szkoda, że nie można go przywołać.
18798:  Mhm, fatigue.
18810:  Mako?
18811:  Mako, wsteczny!
18812:  Dlaczego S rusza Mako do ty... Ja nic nie rozumiem, dobra.
18823:  Jedziesz Mako, jedziesz, jedziesz, jedziesz, jedziesz!
18831:  Szybar może pokonać wszystko, ale nie płotki na wysokości kolan.
18834:  Tak, dokładnie to samo było z Wiedźminem Geraltem.
18849:  My jedziemy tutaj, prawda?
18850:  Tak mi się wydaje.
18853:  Chyba?
18855:  A to oznacza...
18861:  Już dokładnie przeciwną stronę.
18863:  Dokładnie.
18868:  O nie!
18879:  Ta brama nas interesowała, ta!
18882:  O nie!
18889:  Tędy.
18894:  Nie, tu nie ma kontrol... Nie ma kontrolsów, nie ma kontrolsów.
18898:  Czyli... Okej, dobra.
18902:  Wielkie nieba.
18913:  Mało tego, taka mała rampka też jest nie do pokonania.
18921:  Ty...
18938:  Begin manual override znowu.
18942:  Uciekam, uciekam, uciekam.
18943:  Dobrze, udało się.
18945:  Mam wrażenie, że będziemy mogli robić niedługo respec... Tak!
18951:  Że będziemy mogli robić respec uzbrojenia.
18956:  Kto wie, czy nie zrobimy tego teraz.
18959:  To znaczy, mam wrażenie, że możemy mieć lepszy pistolet.
18963:  No i to tak, tak... No.
18968:  Edge.
18970:  Bierzemy.
18973:  Polecam też Mix Singularity, a potem Push.
18976:  Uuu, sprawdzimy.
18978:  Ja, jeżeli słyszę polecenia dotyczące magii, moi drodzy, możecie mieć pewność, zostaną one wykorzystane.
18986:  Właściwa brama, właściwa brama.
18988:  Jedziemy.
18995:  Z dwojga złego to lepiej, że Geralt został przylepiony do ziemi, bo w innym przypadku istnieje duża szansa, że zostałby pierwszym Wiedźminem, który by zginął bez kręconej kostki.
19001:  Tak!
19003:  Tak!
19005:  Ooo... Czyżbym widział jakieś getty?
19009:  Armatura gettowa, armatura łazienkowa... Armatura łazienkowa zostaje zniszczona.
19017:  Nie, naprawdę, bez kursora to jest jakaś tragedia.
19032:  Andromedzie kombiobiotyczne działa bardzo fajnie.
19034:  Jako adept dostajemy bonusy i eksplozje biotyczne.
19036:  No bo jeszcze zagram w Andromedę.
19041:  A spatchowali przynajmniej te... To wszystko, co tam wymagało spatchowania.
19052:  Obawiam się, że ten get zginie.
19054:  Jeszcze bardziej niż już zginął.
19062:  No to jest zabawne, że w tej atmosferze słychać tego rodzaju dźwięk.
19068:  Nie chcę popatrzeć, jak naprawdę się fajnie grało.
19071:  Hmm, okej.
19072:  Haha!
19073:  Właśnie kupiłem Legendary Edition.
19076:  Witamy w klubie!
19077:  Ja powinienem jakąś prowizję tu dostawać od EA.
19081:  Bardzo dobrze.
19083:  Cieszy mnie to i raduje.
19087:  Zawsze jak się... Zawsze jak się dobre gierki...
19091:  kupują, to jest to radosna sprawa.
19095:  Nie, naprawdę, strzelanie bez, bez kursora to jest absurd.
19108:  Ło, ło, ło, ło, ło, ło.
19116:  Pamiętam walkę z tymi kolosami na ziemno, ona była deczko trudniejsza.
19131:  Boże, co ja zrobiłem, moje Patreonowe pieniążki poszły się pokochać, ojej.
19136:  Poziom legendarny bez celownika, tak?
19140:  No, ale ten celownik jest, żeby było śmieszniej, tylko on gaśnie co jakiś czas, bo wiecie, EA.
19146:  Nie byłoby gry EA, gdyby nie było bugów, nawet 15 bombilionów lat po premierze.
19151:  No właśnie, co to było przed chwilą?
19153:  Pokazało się coś i zniknęło, ale fajny tunel za to.
19165:  Ojej, jakie to było piękne.
19170:  Haha!
19173:  Ktoś wyleciał w powietrze.
19174:  Czemu nie mogę zapisywać tutaj?
19176:  Okej, mogę.
19180:  A w ogóle zróbmy manuala, bo ja mam złe doświadczenia.
19184:  New save.
19187:  Please do not turn off your computer.
19189:  Oj, to widać, że to jest stara gra.
19193:  To było ładowanie terenu niczym GTA, tylko tutaj działa nadmiastowa... A, okej, spoko.
19201:  Tu jest coś, czy...?
19203:  Nie.
19208:  Ale tu jest pięknie.
19215:  To wygląda jak kompleks.
19220:  Wjedziemy do tego kompleksu.
19226:  Szkoda, że nie można zrobić jak w GTA 4, żeby... żeby robić sobie odrzut.
19237:  Justice delivered!
19251:  Kocham tę grę.
19266:  Jammed.
19268:  Okej.
19269:  Okej, okej.
19274:  Co mam uczy... Nie, nie, nie, nie, nie chcę spaść.
19276:  Co mam uczynić?
19284:  To wygląda jak coś, gdzie musimy po prostu pójść.
19291:  Niedobrze.
19292:  Nie lubię wysiadek.
19294:  Zwłaszcza mam połowę helfa i tylko 5 medijeli.
19309:  I co?
19309:  I puszcz teraz.
19312:  Okej, działa faktycznie fajnie.
19332:  Absolutnie przyznaję, że skill pod ósemką jest dobry.
19339:  Może być ciężko.
19340:  Quick save.
19344:  Tak, widzę pierwszego snajpera.
19347:  Na Game Evo Legendary Edition za mniej niż 200?
19350:  Co to jest Game Evo i czemu ja tego nie znam?
19357:  W Rex idziesz tutaj.
19361:  Nie Tali!
19363:  Tali idziesz tu.
19364:  Tali tu.
19369:  Gdzie jest Wrex w ogóle?
19372:  Wrex zginął.
19377:  Gamiwo to to samo co G2A?
19378:  Okej.
19381:  Nie kojarzyłem.
19382:  Czemu, czemu Wrexa nie ma, no tak serio?
19385:  Wrex?
19387:  Wrex!
19390:  Tali, chodź tu.
19391:  Dobra, C. Przyjdźcie wszyscy, bo co, co, co tutaj odja nie powliło?
19396:  No ewidentnie Rex zniknął.
19399:  Gamiowa jest fajną stronką stłuczenia, warto znać.
19400:  Nie ma takich problemów w G2A.
19402:  To dobrze, bo G2A ma delikatnie rzecz ujmując kiepską... No, słuchajcie, nie ma Rexa.
19408:  W sensie Wrexa.
19410:  Rex!
19412:  Jest... Rex jest tłusty i się zaklinował.
19418:  No serio, on po prostu zniknął.
19419:  Dobra, zrobimy... Tak!
19423:  Tempo głowie, głupi!
19427:  Tędy!
19428:  Ech...
19439:  Kroganin zaginął, no.
19443:  Właśnie też propsuję, czy można się... Czyli nie ma żadnych problemów, to dobrze.
19450:  Bo G2A miało różne historie, między innymi takie, że właśnie ktoś sobie kupił klucz, a potem był ścigany, bo klucz był kradziony i tego typu rzeczy.
19461:  Przepraszam, Wrex będzie bity, jeżeli Wrex będzie debilem i nie będzie umiał...
19469:  Nie mogę tu przejść, ale myślę, że jestem taki inteligentny.
19472:  I że znalazłem fajną opcję.
19474:  Teraz Rex, proszę bardzo, tutaj.
19477:  Grzeczny, grzeczny dinożaru.
19479:  Dobrze.
19481:  Rex, wbijasz na Janka tam.
19484:  Nie interesuje mnie.
19485:  Sześć.
19486:  Nie interesuje mnie, czy możesz, czy nie możesz.
19494:  And who's the sniper here?
19500:  Dlaczego?
19501:  Ja jestem za osłoną!
19504:  Czemu we mnie strzelają?
19505:  Jestem... Aaa, okej.
19512:  Okej, jest ciężko.
19524:  O nie.
19525:  Ratunku.
19535:  Dobra.
19543:  Ciężka sprawa.
19554:  Poproszę jedynkę tutaj, bardzo uprzejmie.
19559:  Dobra.
19562:  No, te rakiety są przejebane.
19580:  Dobrze.
19585:  Huuuhuu!
19589:  Ale ktoś ma... ooo!
19592:  Lecimy w powietrze!
19596:  Dobrze.
19599:  Co go, ja miło kupowałem tam, parę razy jeszcze się nie nacięłam.
19603:  To dobrze, to dobrze, dobrze, dobrze.
19608:  Znaczy oczywiście, fajniej byłoby to wiedzieć, zanim to kupiłem, ale co tam.
19618:  Tak mi przykro, że niszczę was swoją magią.
19630:  Nie wiem, czy ja powinienem tak wbijać odważnie tutaj.
19634:  O!
19635:  Moje pchnięcie mocą zadziałało.
19640:  Sejf!
19640:  Dobrze!
19641:  Dziękuję!
19645:  Jest sejf!
19646:  Zrobię nawet manualny!
19650:  Poważna sprawa.
19654:  Ja myślę, że nawet też... ...wyleczymy się.
19669:  Ooo, nie.
19671:  O nie, o nie, o nie, o nie, o nie, o nie, o nie, o nie, o nie.
19684:  Nie wierzę.
19685:  Skaczące... Wszystkie postaci, które skaczą, są najgorsze.
19690:  Dobrze, żeśmy wzięli Rexa, naprawdę, bardzo dobrze.
19699:  A, Tali już nie żyje.
19701:  Świetnie.
19711:  Osiem.
19718:  Oret.
19724:  Dobra, łatwo nie jest, delikatnie rzymując.
19729:  Ja pierdziele.
19738:  O nie, o nie, o nie, o nie, o nie.
19742:  Rex, bądź dzielny!
19749:  Dobrze, Rex był bardzo właściwym wyborem.
19761:  Skaczący gówniak.
19763:  Kupuję to określenie.
19770:  Ja pier...
19773:  Aha!
19774:  Kto teraz skacze?
19776:  Nie ty!
19778:  Dobrze.
19782:  Znaczy, ja się wszystkiego prze- jestem panicznie przerażony, jak coś lata mi na około głowy, zawsze.
19790:  O Jezu.
19793:  Okej, tam są.
19794:  No bo one są jak ksenomorfy, dosłownie.
19802:  Jammed.
19809:  Medi-gel.
19819:  Okej.
19824:  Strategia, znaczy taktyka, o nie.
19828:  Sześć.
19851:  Czy ja mam tu zasięg w ogóle na niego?
19852:  Mam.
19862:  Na pancernika ósemka na pełnej piździe, tak jest.
19875:  Piąteczka.
19883:  Boże mój.
19889:  Moja magia cię zabije!
19894:  Tak!
19896:  Dobrze.
19897:  Rex, teraz możesz się wybrać tutaj.
19899:  A, Rex zginął.
19901:  To wiele wyjaśnia, aby... 6.
19904:  To wiele wyjaśnia.
19908:  Czyli zginął najpotężniejszy kroganin, a moja magini się utrzymuje.
19915:  Rex?
19916:  Tali?
19921:  Ja wiem, czy to jest gąbka na pociski... Szczerze?
19926:  Zbyt dobrze pamiętam cyberpunka, by używać tego określenia.
19929:  Tam ładowałem 19... Policzyłem kiedyś 19 headshotów statystycznego miniona i przydupasa i on nie... I on nie był w stanie sobie poradzić.
19940:  No dobrze, mój drogi.
19941:  3... 2...
19946:  Ooo... Ooo, tak... Ooo, tak, tak, tak... Nie doceniało się magii, tak?
19960:  Gdzie jest Rex?
19961:  I Tali?
19968:  O, jest, jest Rex i Tali, dobrze, to macie, macie... Macie uzdrowionko.
19976:  Idziemy do wielkiego anusa w ziemi.
19981:  To na pewno będzie emocjonujące przeżycie.
19987:  Superpunk ostrzegawczy, magazynek w tył głowy.
19989:  Tak jest, absolutnie.
19991:  O, jak mi się to podoba.
19993:  Ojej, ojoj.
19996:  Ojoj, jakie to dobre.
19997:  Powstali!
20000:  Dzięki.
20001:  Aż popiję.
20005:  Uwielbiam suchary.
20007:  O, o, przeciwnik, przeciwnik.
20012:  Szkoda, że nie umiesz walczyć z Maginią.
20018:  Eee... Szkoda, że ja też nie umiem walczyć.
20022:  Dobrze, spokojnie, spokojnie, spokojnie.
20024:  Co tu się dzieje i kto tu jest?
20028:  Wszyscy tu są!
20032:  E, Boże, gdyby...
20034:  Gdyby Lord Vader tak używał mocy, to rebelia by wygrała znacznie wcześniej.
20051:  Czemu ja idę cały czas w słowiańskim przykucu?
20063:  Nie, naprawdę, ta zdolność pod ósemką jest znakomita.
20068:  Czy tu jest Liara?
20069:  Tak, tak, idziemy po Liaret Sunny.
20073:  Tak jest.
20075:  Och, Tali, mów do mnie dalej.
20078:  Mów do mnie jeszcze.
20082:  Ta bariera.
20083:  O nie.
20085:  Czemu ja nic nie pamiętam?
20086:  Czy ja się bardzo cieszę?
20088:  Bo naprawdę, gram w tę grę tak, jakby to był pierwszy raz w życiu.
20091:  Jedyne, co mam, to te powidoki z różnych lokacji, nie?
20100:  Tutaj nie ma muzyczki jak z windy.
20104:  Okej, tu jest zdecydowanie za cicho, mhm.
20109:  Pięć, sześć, osiem.
20133:  Leci dobrze, ja nie wiem, czy wygrywamy, ale moja postać, która jest maginią, a w każdym razie usiłuję ją udawać, jakoś sobie radzi.
20149:  Jako człowiek odświeżając sobie trylogię zaledwie 3 lata temu nie pamiętam nic.
20153:  No właśnie.
20155:  To jest ta nasza pamięć.
20161:  Ale trudno się dziwić, jak człowiek jest warunkowany przez wszystko, od mediów w społecznościach, poczynając, a kończąc na całej reszcie, żebyśmy właśnie nie zapamiętywali.
20169:  Wyobraźcie sobie, że człowiek przegląda Twittera albo TikToka i zapamiętuje literalnie każdą treść, która mu wpada do na feeda.
20175:  To byłoby tragiczne.
20177:  Tu będą też mechaniczne paskudy, nawet mnie nie straszcie.
20180:  O Boże.
20182:  O nie.
20184:  O nie, ja stąd nie wychodzę.
20187:  O nie.
20191:  Czemu Layara nie może być w jakimś innym miejscu, które jest mniej przerażające?
