Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
14116:  Eee!
14117:  Eee!
14118:  Koń!
14121:  Eee!
14125:  Eee, koń!
14128:  Stulryj!
14134:  Prymitywny organizm do mnie.
14142:  Jak to zbadaj?
14158:  Te emocje...
14182:  Ale popatrzcie, mój rozpaczliwy okrzyk, ażeby koń stulił ryj, zadziałał.
14187:  Koń stulił ryj.
14192:  Co się zmienia, Goldbaum?
14194:  Co się zmienia?
14201:  A, zmieniają się emoji.
14202:  Tego nie zmienicie.
14204:  Niestety.
14206:  Wygląda jak leśny dziadek.
14231:  Chodźmy!
14233:  Na walentynę!
14237:  Co to jest?
14237:  Co ja zrobiłem teraz?
14239:  Co to znaczy?
14240:  To oznacza, że masz serce.
14242:  Piękne może, które jest w środku, ale prawdziwe.
14245:  A ty nie masz, twój zimny puls.
14246:  Lizardy mają serce.
14248:  No, Arthur, jestem wdzięczny.
14250:  Na szczęście, gdybyście nie byli tutaj...
14258:  A, okej.
14264:  Urozmi honor.
14264:  That's what she said.
14266:  Ale dobrze.
14267:  Dobrze, dobrze.
14277:  Oczywiście w ostatniej chwili powstrzymałem się przed jazdą torami.
14289:  Czy w szkołach dalej się czyta Lokomotywę Tuwima?
14291:  Zawsze mnie zastanawiało, jaki jest poznawczy pożytek z tego wierszyka.
14310:  Zawsze chciałem mieć pociąg taki zabawkowy, a potem już przestałem.
14322:  Ending zależy od decyzji podjętych przez zadania poboczne?
14324:  Super.
14332:  No, wierszyk Tumin mam bardzo zabawny, na przykład... W jednym wagonie są grubasy!
14342:  Bo dużo żarli jest, dlatego grubi!
14347:  Świetna, świetna polska poezja, wybitna literatura.
14362:  Smakują te kiełbasy!
14364:  Czy to jest okulary?
14364:  To jest bardzo śmieszne.
14371:  To wygląda na doskonałą małą miasteczkę.
14374:  Inni ludzie, wreszcie.
14377:  Spójrzcie na całą tę śniegę na górach.
14379:  Nie chcę być tam znowu.
14380:  Myślisz, że powinniśmy prosić Molly, żeby przyjechała z nami?
14384:  O nie.
14384:  Pani O'Shea jest już zbyt wysoka i silna dla nas wszystkich.
14388:  Albo żeby zrobić jakąkolwiek prawdziwą pracę.
14394:  Jest teraz kobietą społeczną.
14396:  Okej.
14396:  Zobaczymy co mamy tutaj.
14401:  Ja myślę, że Dem powinien nakręcić nowy odcinek programu z humorkiem, koniecznie, i wziąć na warsztat parę takich wierszyków.
14416:  Ale klimat wycieka z tych szyldów.
14422:  Jest niesamowite to, co tu się dzieje.
14425:  Po lewej stronie, na głównej stronie.
14431:  Czy ja dobrze widzę?
14432:  Tak, dobrze widzę, że... Oczywiście, że zostawiamy ślady.
14437:  No co tu się dzieje w ogóle, to jest prze... Jak oni dokończą tę balustradę, to padnę.
14465:  Z każdym mieszkańcem można się przywitać, nie... Co tu się w ogóle dzieje?
14474:  Dokończą ją?
14475:  Nie żartujcie!
14480:  Dobra, dobra, dobra, moment.
14482:  Niech ten gość przejdzie.
14488:  To jest nieprawdopodobne, co tutaj osiągnięto.
14492:  To jest absolutnie nieprawdopodobne.
14495:  Na późniejszy etap będzie to kończone.
14497:  Nie jestem widoczny.
14513:  W porządku.
14513:  Tutaj jesteśmy, tak jak mówiłem.
14515:  Centrum kulturowe cywilizacji.
14516:  Mężczyzna na najlepszym poziomie.
14519:  Oko, co robimy?
14520:  Zrobimy to, co każdy mężczyzna zresztą zresztą robi.
14523:  Chcemy, żeby kobiety pracowały.
14525:  Z przyjemnością.
14527:  Zacznijmy od saluty.
14529:  Ok, zostaw się bez problemu i nie zauważaj się.
14532:  Tak, muszę coś od sklepów.
14534:  Ok, zobaczę cię w sklepie generalnym, kiedy to skończysz.
14542:  Więc tak się widzisz, nie?
14543:  Maniak?
14544:  No, w mojej młodzieńczości byłem znany jako jeden-szokowy chłopiec.
14549:  Czy dołączyłeś do mnie, czy nie?
14550:  Nie, nie, nie!
14563:  To było napisane dawno temu.
14564:  A to przepraszam, to rozgrzeszone, nie, to, to, to można, to można się śmiać z grubych, bo to było dawno.
14573:  Kuźwa, jak ja głupi jestem, to dawno było, to można.
14580:  To nie jest tak, że tak spoglądamy na to, co było dawniej i... Kuźwa.
14587:  W starożytnym Rzymie to to PKB szło do góry, bo byli niewolnicy.
14593:  Hmm... Weźmy zróbmy niewolników!
14598:  Dobrze będzie, bo to dawno było!
14601:  Ło!
14602:  Teraz rozwiążmy wszystkie nasze problemy!
14604:  A przepraszam, Bezos to robi w Amazonie już.
14607:  Serio mówiąc, to to, że coś zostało dawno temu napisane i było dla dzieci, to przypominam, że dzieci wychowane w latach 30.
14614:  XX wieku dzisiaj są tymi 80-letnimi, 90-letnimi i tak dalej starcami, którzy fundują nam dokładnie to, co nam fundują.
14623:  Teraz bym miał około setki, bo jest 2020.
14626:  Więc uprzejmie dziękuję.
14628:  Uprzejmie dziękuję za wychowanie ludzi w tamtym czasie, bo dzięki temu właśnie mamy strupieszałych boomerów, którzy nam fundują dokładnie to, a to.
14637:  I którzy się podśmiechują na... na wigilikach z różnych rzeczy.
14644:  Koniec ram.
14647:  Proszę, bądź mądry!
14650:  Bądź mądry!
14650:  Okej.
14652:  Dlaczego mam... Gdzie są pieski do głaskania?
14655:  Gdzie są... Gdzie są pieski do głaskania?
14657:  Dlaczego mi nikt nie mówi, że są pieski do głask... Gdzie macie pieski do głaskania?
14664:  Gdzie macie pieski do głaskania?
14665:  Cieszę się.
14667:  Gdzie jest pies?
14668:  Zawozę?
14669:  Ej!
14670:  Chcę iść!
14671:  Nie mogę iść.
14672:  Uciek!
14673:  O nie, najgorzej!
14697:  Najgorzej.
14699:  Piękne użycie notions.
14713:  Ale nie, tak serio mówię w tym momencie.
14716:  Redzi o tym mówili w Cyberpunk'u, tak?
14718:  Oni chcieli stworzyć... Dlatego, teraz sobie zacznę to odtwarzać, dlatego gracze mieli takie oczekiwania.
14723:  To nie jest tylko inflated marketing, tak?
14726:  To są... To jest to doświadczenia graczy, którzy mieli je na przykład właśnie z Red Dead Redemption 2.
14737:  Jestem zachwycony.
14738:  Więc...
14743:  Co potrzebujesz?
14745:  No, zacznijmy od whisky.
14746:  Coś, żeby przegrać czas, kiedy czekamy na kobiet.
14749:  Zawsze myślisz w przód, prawda?
14753:  Dlaczego nie wybierasz sigara?
14756:  Sigara zawsze skupia się na moim myśleniu.
14759:  Co ty mówisz?
14760:  Cóż, wygląda na to, że jesteś trochę rozszerzony, Arthur.
14762:  Ufaj się, stary ojciec.
14764:  Mnóstwo na ścianach, ale mam jeszcze więcej.
14767:  Whisky jest na górnej ścianie, niedaleko drzwi.
14773:  Ja jestem w niebie.
14777:  Ja jestem autentycznie w niebie.
14803:  Nie żartujcie sobie, nie żartujcie sobie, po prostu co tutaj się dzieje?
14856:  To jest niesamowite.
14862:  To się nazywa orgazm typograficzny.
14868:  Ja mam hopla na punkcie typografii.
14876:  Willer Rosen, Consument Guides.
14878:  Nasza sprzedaż dotyczy w całym świecie najpiękniejszych domów sprzedawczych na świecie.
14884:  To okazjonalna polityka naszego domu, aby sprzedawać klientom na każdy aspekt składników, które kupują i spędzają pieniądze, i dostarczają je przez Wagon, Express, Freight czy Rail do każdego miejsca w USA, nawet...
14898:  The sylvan hollers where the loneliness of cyblings causes disquieting longings that can be elevated through the good book.
14908:  Co to w ogóle?
14909:  To jest stylizacja językowa, co tu się dzieje?
14921:  Tak, tego chcieliśmy od Cyberpunka 2077.
14926:  Tego, dokładnie tego, to znaczy to przeszczepione do świata cyberpunkowego.
14931:  Ja bym mógł czekać jeszcze 10 lat.
14933:  Nie miałbym z tym żadnego problemu.
14944:  Właściwie to jest wada oglądania game movie, nie?
14948:  Bo ja znałem fabułę, znaczy znałem, już zapomniałem, ale przez to, że ogląda się game movie, to nie widzi się tego rodzaju smaczków, bo nie ma szans człowiek do tego wszystkiego dotrzeć.
14957:  To jest niesamowite absolutnie.
14959:  Ukryte informacje, co?
14962:  A, ukryte informacje, okej, czyli tryb imersywny.
14967:  Nie, nie, no co tu się dzieje w ogóle?
14970:  On jeszcze przerzucił...
14978:  To jest przepiękne.
14982:  I to jeszcze na każdej stronie jest coś innego.
14984:  Tu są reklamy.
14986:  Boże, tu jest testimonies od tego, od klienta zadowolonego. ...
14998:  To jest przepiękne.
15000:  Ja się czuję, jakbym czytał to opowiadanie Nila Gaimana na studium przy Maradzie, w którym też taka typografia była cudownie zrobiona.
15007:  To jest reklama.
15029:  Nie, ja autentycznie sprawdzam, czy tu za każdym razem jest coś innego, to za każdym razem jest coś innego, to jest niesamowite absolutnie.
15043:  Rockstar nawet sprawdzał, pisze Szymon, ceny i wygląd magazynów z tamtych czasów, żeby było dobrze widać.
15051:  I teraz przypominam, wejdźcie na dowolny portal newsowy amerykański, ale dowolny, nie wiem, Variety albo New Yorker, cokolwiek, tak jakby stary tytuł prasowy przeszczepiony do nowego świata cyfrowego.
15066:  I potem porównajcie to z pieprzonym Onetem, wirtualną Polską i innymi tego typu syfnymi stronami polskimi, gdzie wszędzie będziecie mieli Calibri i Arial i nie wiadomo co, a tam...
15077:  Pięknotypograficzne.
15079:  Ja nie jestem w stanie zrozumieć dlaczego.
15081:  A, i oczywiście u nas jest jeszcze dosrywane czytelnikowi mnóstwo reklam, tak?
15084:  Żeby przypadkiem nie zobaczył tego tekstu.
15087:  Jestem w szoku absolutnym.
15091:  To jest piękne.
15092:  Ubrania.
15093:  Oczywiście, że ubrania.
15093:  Kupujemy kapelusz.
15096:  Bez chwili wahania kupujemy kapelusz.
15098:  Ile mamy pieniędzy?
15099:  32 dolary.
15102:  Trilby, Panama.
15108:  Nie, no co tu się dzieje?
15113:  Kaszkiet nie, w kaszkiecie człowiek wygląda jak londyński ulicznik.
15116:  O!
15121:  Melonik jest nawet, proszę.
15124:  Będzie się trzeba bardzo solidnie zastanowić nad ubiorami.
15128:  Mamy bardzo niewiele pieniędzy.
15132:  Podstawowy kapelusz najlepszy.
15136:  Jest po prostu nieprawdopodobne to, co tu się dzieje.
15141:  I zaiste.
15141:  Ochrona krocza ważna na motocyklach.
15143:  Następna reklama.
15167:  To jest szokujące, to co ja w tej chwili... I niestety, to jest bardzo zła informacja dla mnie, ja muszę sobie tutaj zrobić sejwa manualnego, bo dla mnie to jest materiał do... Znaczy to jest taki obowiązkowy materiał do zajęć.
15180:  Już widzę, że muszę zaktualizować zajęcia.
15183:  Na wypadek, gdyby ktoś nie grał w Red Deada.
15188:  Pominąłem kapelusz z Oposa, pisze Mroczna Kapibara.
15191:  Mnie nie dziwi, że mogłem coś pominąć.
15194:  To, co tu się dzieje, to jest absolutnie niesamowite.
15196:  Klasyczny płaszcz.
15198:  Ale będziemy kupować klasyczny płaszcz.
15202:  Gdzie macie kapelusz z oposa?
15206:  Poskramiacza.
15210:  Nie widzę kapelusza z oposa.
15213:  Ale pewnie wy widzicie.
15215:  Mnie kompletnie nie dziwi.
15216:  Składany kapelusz.
15217:  Proszę, proszę.
15220:  Znoszony kapelusz Szulera.
15225:  Przepraszam?
15227:  To!
15229:  A to nie jest szczur?
15233:  To nie jest skawen?
15235:  Tak, tak.
15237:  Kapelusz na krycie głowy.
15238:  Dobre.
15239:  I tak, tak.
15242:  Good spell, good.
15245:  Yes, yes!
15250:  Dobra, będziemy przez cały stream przeglądać ten katalog.
15253:  To jest niesamowite, absolutnie.
15254:  Muszę się stąd wycofać szybko.
15257:  To było oficjalnie jedno z lepszych doświadczeń growych, jakie miałem w ciągu całego swojego życia.
15264:  Jestem w absolutnym, stuprocentowym szoku.
15267:  Czy ja dobrze słyszę, że ostrogi nam dzwonią po... Nie, nie, nie.
15274:  Ojeje, nie.
15276:  To jest wspaniałe.
15279:  Jest więcej owoców, niż ja widziałem przez ostatni rok.
15282:  I warzyw.
15284:  Save, macie rację, save manualny.
15286:  Czy można tutaj... Nie gracz!
15287:  Nie, nie, nie, nie, nie.
15289:  Won mi z JP Morgan.
15292:  Jeszcze jedna próba.
15294:  Zapisz grę.
15296:  Jak to nie można zapisać ręcznie?
15302:  Nie można podczas misji?
15303:  Będziemy... Ale nie, no tutaj można wrócić przecież.
15310:  O, tu jest twoja zdrowe zdrowie, panie.
15314:  I to, że jesteś tu, na tej górze.
15315:  Absolutnie.
15317:  To jest dziwne, wiecie.
15318:  W tej chwili w mojej karierze wyobrażałem sobie, że będę męczył się z Erysem.
15325:  Proszę pana, myślę, że dostałam coś dobrego.
15333:  Pojechałam do tej wyjątkowej domy.
15335:  Byłam jak dziewczyna.
15336:  Zazwyczaj to działa.
15338:  Ktoś powiedział, że jej siostra pojechała na wycieczkę z Nowego Jorku.
15342:  Pojazd pełny bogatych turystów, pojeżdżający do San Denae, a potem pojeżdżający do Brazylii.
15346:  Okej.
15346:  Pojazd pełny bagażu i przejeżdżający przez troszkę odzyskany kraj w noc, aby dotrzeć do góry w czasach wiatru.
15354:  W jakiejś miejscowości nazywanej Scarlet Meadows.
15356:  Tak, znam to.
15356:  Tak, tak, jest to w tamtym Nowym Hanoverze.
15359:  Tak, jest tam naprawdę spokojnie.
15361:  Wygląda dobrze.
15364:  Gdzie jest Tilly i Karen?
15366:  Myślę, że w hotelu.
15367:  Zabierali jakiegoś dronka, którego chcieli zabrać.
15370:  Dlaczego?
15372:  Środowe plany zostają, Warhammer zawsze zostaje, moi drodzy.
15397:  Wyłóż ręce od niej!
15401:  Kto jesteś?
15402:  Moja przyjaciółka.
15404:  Wyłóż je od niej, ty chłopiec!
15406:  Ej!
15406:  Ej, spokojnie.
15408:  Nie ma tu problemu.
15410:  Będzie, jeśli nie wyjdziesz stąd teraz.
15417:  Robisz duży błąd, Tilly Jackson.
15418:  Połóż się.
15419:  Nie robię tego teraz z tobą.
15426:  Czekaj ze mężem i Marybethą, są po drodze.
15429:  Okej.
15430:  Dzięki, Arthur.
15436:  Tomasz pisze...
15468:  Dobrze, ja tu zostaję.
15482:  Ja tu zostaję.
15490:  To jest nieprawdopodobne to co tu się dzieje.
15502:  Może?
15505:  Skąd się wzięło to przerzucanie spójników?
15509:  Nie wiem, ale wiem, że w językach słowiańskich jest ta tradycja.
15515:  Uwielbiam to.
15529:  To jest naturalna sytuacja narracyjna, tak?
15531:  To znaczy, gość stoi dalej, truje mi dupę, więc mówię mu, no mówiłem ci, że jest w 2B.
15538:  Więc jest logika narracyjna zachowana, ale równocześnie dla takiego kretyna jak ja, który nie ogarnia nic gameplayowo, jest to dobre, bo mi przypomina, że mam iść do pokoju 2B.
15547:  And it keeps rolling out, tak?
15552:  Cały czas.
15553:  To jest niesamowite absolutnie.
15561:  To jest genialne!
15567:  Ja tego chcę we wszystkich grach!
15569:  Ja się tutaj nie gubię dzięki temu!
15574:  Nie muszę nadrabiać za deweloperów tego, czego oni sami nie zrobili.
15580:  Co tu się w ogóle dzieje?
15582:  Przecież to jest piękno czyste.
15586:  Witamy Kubę Kruściela na czatach.
15588:  Ja tutaj dostaję nieustannego, nieustannego orgazmu i palpitacji nad Red Deadem.
15593:  I Gangalva witamy też.
15594:  I Victoria Jizo.
15597:  Tu się bardzo niedobre rzeczy dzieją.
15599:  Hey!
15607:  Who are you?
15608:  A friend of hers.
15610:  Get out of here, buddy.
15611:  I paid.
15611:  I ain't paid to hit her, you goddamn animal.
15612:  Come here!
15618:  Co ty tu robisz?
15619:  Próbuję go zagrać, ale nie bardzo dobrze.
15625:  W porządku?
15626:  W porządku.
15627:  Jesteś pewna?
15629:  Tak.
15629:  Nic... Nic o czym się nie martwić.
15633:  Tylko... mężczyzna.
15634:  Ale... głupi chłopiec.
15634:  Głupi chłopiec krzyczał o banku.
15636:  Banku?
15637:  Tak, wiem, że banki w małych miastach to zwykle zabawka czasu, ale to jest miasto żywotne.
15643:  Czasami jest dużo pieniędzy.
15651:  Nie no, ale przecież w dawnej literaturze wiele razy opisuje się pozytywnie przemoc wobec kobiet, więc rozumiem, że ona jest dopuszczalna dalej.
15665:  I powinniśmy dalej czytać takie rzeczy, tak?
15667:  Tak, bo zgodnie z tą logiką krytyki wierszy Katowima.
15670:  Dobra, zamykam się w tym temacie.
15677:  Nie, przeszukaj szufladę!
15679:  Nie przyzwyczaję się do tego R i E. Okej, tutaj po prostu nic nie ma.
15690:  Czy ja widzę... Czy ja widzę swoje odbicie w lustrze?
15694:  Nie, przypomnijmy sobie, jak to było w Cyberpunku, że to był specjalny skrypt do oglądania się w lustrze.
15700:  A, wiem!
15702:  Kupi Krzysztof, przecież Cyberpunk jest grą imersywną, więc nie mogliśmy tam widzieć swojej postaci.
15710:  Przepraszam, zapomniałem przez moment.
15728:  Wykład jeszcze Tobiasa jest polecany przez Tomasza pod tytułem Making the Believable Horses of Red Dead Redemption 2.
15734:  Ciekawostka, konie w Red Deadzie są prawo lub lewokopytne, co wpływa na sposób jazdy nimi.
15739:  Wielkie nieba.
15741:  Nawet Hitmanie pierwszym są lustra.
15743:  Ba!
15744:  Ba!
15744:  Pierwsze w ogóle lustro, które ja pamiętam, było w Max Payne'ie 2.
15755:  Swoją drogą...
15759:  Ale Krzysztof, nie da się robić map wielopoziomowych.
15765:  Nie da się.
15766:  To niemożliwe.
15771:  Dziękuję, Arthur.
15774:  Nie bardzo lubię być opuszczona, ale kiedy muszę być.
15777:  Rozumiem.
15777:  Jesteś w porządku?
15779:  Oczywiście.
15779:  Tylko kłócił mnie.
15780:  Arthur kłócił Tim dużo ciężej.
15782:  Tak.
15783:  W porządku.
15783:  Hej, kto to jest ten chłopak na nas patrzący?
15786:  Nie czuliście Blackwater kilka tygodni temu?
15789:  Ja?
15789:  Nie, panie.
15790:  Nie jestem z tamtej strony.
15791:  O, byłeś.
15791:  Zdecydowanie cię widziałem.
15793:  Z mnóstwem chłopaków.
15795:  Ja?
15795:  Nie.
15795:  Niemożliwe.
15797:  Słuchaj, przyjacielu, przyjdź tu chwilę.
15799:  Widziałem cię.
15800:  Przyjdź.
15800:  Chodź, chodź!
15802:  O, chodź.
15803:  Nie lubię to.
15804:  Ja też.
15804:  Idź do domu dziewczynki.
15806:  Idę z nami porozmawiać.
15807:  Bądź ostrożny, Arthur.
15808:  Tylko porozmawiać.
15816:  Sprytny Krzysztof wyciągnął już lasso.
15823:  Sprytny Krzysztof zgubił postać, którą miał ścigać.
15837:  Sprytny Krzysztof ma ogromną nadzieję, że ją odnajdzie.
15863:  Nie chcę żadnego kłopotu!
15867:  Musisz mi pomóc!
15868:  Proszę!
15869:  Nie mogę wstać!
15869:  Czemu mówisz o mnie kłamstwa?
15871:  Nie, nie!
15871:  Zgadza mi się, partnerze!
15872:  Zgadza mi się bardzo!
15873:  Proszę, pomóż mi!
15876:  Nigdy nie byłem w Białej Wodzie.
15879:  To dlaczego mnie szukasz?
15882:  Mam zaskoczony twarz.
15884:  Tak, tak, ja też.
15886:  Proszę, powstrzymaj mnie.
15887:  Proszę.
15887:  Proszę.
15888:  W porządku, chodź.
15889:  W porządku, przyjacielu?
15903:  Nie.
15906:  Niesamowita twarz.
15907:  Nie, nie jestem.
15908:  Jestem kłopotem.
15913:  Cóż, nie jesteś umarł.
15915:  Tak to jest.
15917:  Jimmy Brooks.
15921:  Myślę, że najlepiej dla nas dwóch, jeśli pretendujemy, że to nigdy się nie stało.
15928:  Rozumiem.
15931:  Ty uratowałeś moje życie.
15933:  Jesteś dobrym człowiekiem i ja... tutaj.
15936:  Chcesz piłkę?
15938:  To jedna z tych piłkarskich.
15940:  O. To bardzo miłe od ciebie.
15945:  Ale nie jestem dobrym człowiekiem, Jimmy Brooks.
15948:  Zazwyczaj nie.
15949:  Widzisz, byłem w Czarnym Wodzie.
15953:  Zabiłem ludzi.
15956:  I może powinienem cię zabić.
15962:  Czy powinienem cię zabić, Jimmy Brooks?
15967:  Ja?
15968:  Nigdy cię nie widziałem.
15971:  Nie, nie teraz, nie, nigdy.
15973:  Myślisz, że nie zrozumieliśmy?
15975:  Oczywiście, że zrozumieliśmy.
15978:  Jimmy Brooks.
15979:  Pamiętam to.
15981:  Mam dobre wspomnienia.
15982:  Nie mam.
15987:  Nie mam.
15987:  Nie, nie tylko jednego.
15991:  I szlak trafił.
15993:  Cały roleplay.
15999:  I po imersji.
16005:  Tak.
16006:  Oj, oj, oj, oj, oj.
16012:  Dobra, oddajmy konika.
16018:  Jezus Maria.
16023:  Zaraz będzie rad, że nie można grać jako kolej ze słabą pamięcią.
16030:  Tak.
16031:  Tak będzie.
16034:  Dobra, teraz tak.
16035:  Gdzie mamy z tym koniem wrócić?
16037:  To jest pytanie.
16040:  To chyba było tutaj, nie?
16041:  Tak mi się wydaje.
16045:  Tak?
16046:  Tu?
16047:  Na pewno w tym.
16048:  Na pewno w mieście.
16053:  Okej, działa.
16061:  Proszę, proszę.
16064:  Słońce wstaje krwawo.
16066:  Jeśli wierzyć władcy pierścieni, to znaczy, że tego wieczora ktoś zginął.
16072:  Hej, Elon!
16072:  Cieszę się, że cię widzę!
16073:  Tu jest twój połóżnik, przyjacielu.
16075:  O, naprawdę byłeś tylko połóżnikiem.
16077:  Dziękuje.
16098:  Takie szczegóły to jest coś za... Nieee, co się dzieje w ogóle?
16105:  Kupić gazetę mówicie?
16106:  Nie no, cokolwiek.
16113:  Ok, tu jest mięsko.
16115:  Miniśko.
16120:  Proszę, proszę.
16123:  Ok.
16137:  Oni przerwali pracę.
16138:  Jak słowo daje, oni przerwali pracę.
16147:  Gdyby zliczyć każde wypowiedziane przed Ciebie, gdzie to powstałaby seria książek?
16153:  Dajcie spokój.
16161:  Dobra, zanim pójdziemy do salonu, który mnie już wabi muzyką, to chciałbym kupić tę gazetę.
16174:  Dobra.
16176:  Ale to wydaje mi się, że to jest raczej jedzonko.
16181:  Zapis, dziękuję.
16185:  Tak.
16188:  Świetnie!
16191:  Jezus, nie przerażaj mnie tak gro.
16195:  Dobrze.
16198:  Dobrze.
16201:  Na skrzyżowaniu jest gazetarz, okej.
16203:  Ale czy on będzie teraz, wieczorem?
16205:  Nie wydaje mi się.
16207:  I czy to jest skrzyżowanie?
16214:  A, przy posterunku szeryfa, dobra.
16219:  Gdzie jest posterunek szeryfa?
16221:  Przypuszczalnie tam, gdzie będzie napisane sheriff, prawda?
16231:  Sheriff!
16234:  Jest!
16235:  Ej, ale wiesz, że najciemniej pod latarnią?
16249:  O, niedawne, dziękuję, dziękuję gro!
16267:  Ale Krzysztof, w Dark Souls ekwipunek jest specjalnie tak posegregowany, żebyś nie mógł znaleźć, to jest taka ważna mechanika!
16276:  Cześć.
16276:  Parker?
16316:  Oświetlenie w tym trybie też działa.
16327:  Co więcej...
16330:  Co więcej, tu jest dokładnie to, co mnie tak zachwyciło w Deus Exie.
16339:  A możemy czytać, super.
16342:  Prywatny pociąg Leviticusa Cornwalla, potentata kolejowego, cukrowego i naftowego, został obrabowany w biały dzień przez zamaskowanych bandytów.
16356:  Pociąg zmierza na północ w kierunku Grizzlies.
16358:  Niedługo po tym, jak wyruszył z Elizabeth Zachodniego, bandyci wdarli się do wagonów i zatrzymali lokomotywę.
16363:  Tak, tutaj można byłoby te środki.
16365:  Do następnej tej.
16366:  Wstępne raporty, które spłynęły przed oddaniem gazety do druku wskazują, że celem tego krwawego napadu była kradzież obligacji kolejowych znajdujących się w osobistym wagonie pana Cornwalla.
16376:  Wkrótce po napadzie pociąg został wprawiony w ruch bezmaszynisty i załogi w lokomotywie przetaczą się przez okolice z niebezpieczną prędkością.
16383:  W końcu inżynierom i stróżom prawa udało się zatrzymać pociąg na północ od Anesburga, a następnie donieść o krwawej jadce, którą zostali we wnętrzu.
16391:  Niektórzy inżynierowie i strażnicy jadący pociągiem przetrwali rzeź, byli jednak w zbyt wielkim szoku, by udzielić władzom użytecznych informacji.
16411:  Następny artykuł.
16413:  Boże, to jest piękne.
16417:  Po krwawej strzelaninie, w wyniku której skradziono znaczną część banknotów przewożonych statkiem, władze agencji Pinkertona ograniczyły dostęp do Blackwater, jednocześnie urządzając szeroko zakrojoną obławę.
16427:  Wystawiono liczny gończy za daczem von der Lindem i jego ludźmi.
16432:  Wreszcie poznaję jego nazwisko.
16434:  Znanymi pod nazwą Chłopaków Dacza.
16436:  Banki transportowały aktywa drogą wodną, wierząc, że jest to najbezpieczniejszy środek transportu niewrażliwy na zapędy złodziei.
16444:  W wyniku krwawego ataku skradziono 150 tysięcy dolarów, z których my zobaczyliśmy 30.
16449:  Jest to największy rabunek w regionie w ostatnich latach.
16451:  Władze uważają, że przestępcy mogli ukryć łup na terenie Blackwater zanim uciekli.
16455:  Wiele osób intensywnie szuka domniemanej skrytki, przewracając do góry nogami przestrzeń publiczną i ogrody sąsiadów.
16460:  Mieszkańcy Blackwater są wściekli na blokadę miasta.
16463:  Właściciele pasmanterii, sklepów wielobranżowych oraz wysyłkowych narzekają, że agenci Pinkertona niepotrzebnie komplikują ich życie i interesy.
16471:  To jest czysta, to jest czysta imersja.
16473:  Ja będę, tak, Krzysztof będzie potrzebował oddzielnego kursu, żeby omówić Red Dead Redemption.
16477:  W zasadzie tak, w zasadzie tak.
16480:  No.
16486:  Skutki śnieżycy w Grizzis, którą widzieliśmy.
16489:  Mieszkańcy terenów zalewowych obawiają się topniejącego śniegu.
16492:  Kiedyś to były clickbaity.
16494:  Seria późnowiosennych zamieci śnieżnych sparaliżowała Grizzis w maju, zaskakując wielu mieszkańców, którzy zużyli większość swoich zimowych zapasów.
16502:  Opady śniegu miejscami do wysokości blisko pół metra rzadko występują w tej porze roku.
16507:  Jeźdźcy przymierzający region donoszą jednak, że odwierz jest w zasięgu wzroku.
16511:  Śnieg topnieje w błyskawicznym tempie za sprawą fali ciepła.
16514:  To nie jest spotykane.
16515:  Wielu objawia się, że rzeki wystąpią z brzegów, co miało już miejsce po późnowiosannych śnieżycach w osiemset osiemdziesiątym trzecim.
16520:  Okres zasiewu prawdopodobnie będzie musiał zostać przełożony, gdyż na wielu obszarach glebach jest zbyt błotnista i rozmokła, by zwierzęta mogły przeorać pługiem pola.
16527:  Ja was zanudzę!
16531:  Ale, swoją drogą, to światło międzywyrazowe to się prostym skryptem robi, więc ja myślę, że to jest wina lokalizatorów polskich.
16538:  Rodzina zamordowana.
16539:  Ziemie, na których rządzi bezprawie.
16541:  Otóż bardziej clickbaitowo.
16542:  Napady i morderstwa znów stały się codziennością dla podróżnych przejeżdżających opodal Tall Trees, Hennigan's Stead, Armadillo czy Tumbleweed.
16551:  Huntington, Schrader wraz z żoną i dwoma synami probudżowali wozem, gdy zostali zatrzymani przez uzbrojonych po zęby bandytów, prawdopodobnie należących do gangu The Lobos.
16561:  Pan Schrader otworzył ogień i najniższy z bandytów padł trupem.
16565:  Nie wiem, dlaczego najniższy akurat.
16567:  Jednak wyższy, rozeźlony śmiercią Kompana oddał celny strzał i tym razem trupem padł pan Schrader.
16572:  Jego żona Izabella zdołała się obronić strzelając do bandytów, dopóki ci nie pieszkli.
16577:  Jej młodszy syn Isaac został nieszczęśliwie postrzelony w trakcie wymiany ognia i w krótkim czasie wykrawił się na śmierć.
16583:  Podróżnym zaleca się omijanie wymienionych terenów, gdyż liczba napadów, morderstw i rabunków rośnie w zatrważającym tempie.
16588:  Siły porządkowe nie darżają z łapaniem złoczyńców.
16593:  Panki i dyliżanse zagrożone.
16595:  Colm O'Driscoll, człowiek z krwią na rękach, ukochany pastor wśród zabitych.
16599:  Wielebny Alex Hugh został zastrzelony, gdy wyraził swe obawy o bezpieczeństwo kobiet podróżujących dyliżansem do Elisabeth Zachodniego.
16606:  Ta tragedia jest częścią chaosu i zamętu, za który odpowiada ciesząc się złą sławą bandyta Colm O'Driscoll i jego gang.
16612:  Gang.
16614:  Gang.
