🔴 Jedi, który gapił się na kozy | JEDI: FALLEN ORDER Livestream #2
🔗 https://www.youtube.com/watch?v=ga7G53uCoiE

14:  Zasmucające informacje są zasmucające.
15647:  On mnie cieszy.
15649:  Co tu się dzieje?
15653:  O nie, o nie, o nie.
15661:  Czemu tutaj nie ma żadnego checkpointu, powiedział Krzysztof, który pominął checkpoint.
15670:  Nie.
15675:  O nie... Co jeśli nie chce?
15683:  Ej, czemu?!
15687:  Czemu on nie... czemu nie spadł?
15699:  Czemu? !
15707:  Zbyt wolno?
15738:  Masz to slow.
15741:  On jest, on jest spychoodporny, moi drodzy.
15744:  Nie dało się go zepchnąć.
15745:  Nie dało się nic mówić, ale to wyglądało bardzo dziwnie.
15757:  Komiksu wada nie czytałem, niestety.
15764:  Ioo!
15771:  To był Juran ze Spychowa!
15774:  Ty, ty, ty!
15777:  Jaki... Jaki chytry zaczajdziura!
15786:  Eee... Okej, zakładam, że tutaj też trzeba... O!
15804:  Iść.
15806:  Czemu Liana nie działa?
15808:  Czy będzie live cyberpunka?
15811:  Jak będzie DLC?
15816:  Czemu rzeczy nie działają tak powinny?
15826:  Co?
15826:  Na dół?
15838:  Zaraz, zaraz, zaraz, ale tutaj coś jest moi drodzy, jak do tego się dostać?
15843:  Tu jest esencja.
15844:  Jak tutaj wejść?
15856:  Czy da się tu wejść?
15858:  Czy ja czegoś znowu nie wiem?
15862:  Chyba nie da się tutaj wejść na razie.
15867:  pchnij purchawką?
15871:  No chyba jest za daleko, wiecie?
15875:  Tak, jest za daleko.
15878:  Mam wrażenie przynajmniej.
15882:  Jest za daleko.
15884:  Było mądre.
15887:  Nie wiedziałem, że purchawki aż tak wybuchają.
15892:  Good shit.
15894:  Przydatna?
15900:  Purchawka jest przydatna.
15904:  No dobra.
15906:  Liana.
15912:  Musisz co, co, co?
15914:  Musisz odpalić ten magnes, przyczepić się do ściany i nie opole... Nie żartujcie nawet.
15931:  To jest jakiś kompletny absurd.
15941:  Tak!
15944:  Udało się.
15950:  Dobrze, jestem content.
15957:  I co teraz?
15958:  Chyba tędy.
15960:  Bez spowolnienia mocy się udało!
15963:  Czemu nie ma muzyki?
15964:  Czemu jestem dyskryminowany i odbiera mi się przyjemność ze słuchania Star Warsowej muzyki?
15972:  O, wypalando.
15974:  Commando wypalando.
15976:  A co mam... Co?
15978:  Jak?
15978:  Gdzie?
15979:  Przecież... A, już wiem co.
15984:  Nie przyzwyczaję się do tego.
15987:  Oj, oj, oj, oj, oj, oj, oj!
15990:  Bolało?
15991:  Ja myślę.
15993:  O nie, nie da się truchłem.
16006:  Ja mam wrażenie, że Yamnestis jest królikiem.
16013:  W ogóle króliki, zwierzęta z Rickchem, są niesamowicie sympatyczne.
16018:  Tylko śmiesznie tupią, jak się je zdenerwuje.
16033:  Ciekawskie.
16034:  Tak, tak sądziłem.
16039:  Nie, nie, nie, nie, nie było co.
16041:  Nie, nie, nie, nie, nie.
16043:  Żadnej chciwości.
16048:  A i co?
16049:  I teraz niby mogę te pnącza zniszczyć, tak?
16053:  A wcześniej nie.
16061:  Trzeba mi się stwierdzić, Asoka?
16063:  Totalnie jestem...
16067:  Jestem ambiwalentnie nastawiony do tego.
16069:  Jesteś monsterem.
16070:  Jestem tym, co Seer zrobił.
16113:  W ten sposób... Nie wiem, co tam jest w dole, ale już się tego boję.
16124:  Jakim cudem tu jest deszcz?!
16125:  Przecież my jesteśmy do... A dobra, tam jest deszcz.
16133:  Okej.
16137:  To jest przepiękna lokacja, mówcie co chcecie, ale nie wiem, czy tam należy iść.
16144:  Wygląda na to, że tak, ale... Ale, ale, ale, ale, ale... Tutaj też coś jest, moi drodzy.
16153:  Konkretnie tutaj jest...
16166:  Checkpoint.
16170:  Tak jest, Aetherion, tu jest medytacja, ale przy okazji jeszcze widziałem, że tutaj mieliśmy wroga.
16188:  Gdzie tutaj stresujesz, Aetherion?
16189:  A cóż, dopiero w Souls Liga.
16193:  Jeszcze Dark Souls 1 przed nami.
16213:  Przestało, przestało działać kompletnie na niego to zaklęcie.
16216:  Nie jestem w stanie zrozumieć dlaczego.
16219:  Fak, nie działa.
16231:  Zaślepki na plecach?
16238:  Ale wcześniej działał false push na niego, a teraz przestał działać.
16241:  Nie rozumiem dlaczego.
16250:  Naprawdę nie rozumiem.
16252:  Przestanę może robić rzeczy, których nigdy nie rozumiem i będę z nim walczył mieczem, bo ewidentnie coś się nie da do tego zrobić.
16262:  A tamte były inne, to to wiele wyjaśnia.
16277:  Na niego tylko przyciągnięcie działa.
16279:  Aaa, nie mam przyciągnięcia, okej.
16283:  To widzicie, to jest inny model seriożycie.
16285:  I gejsek.
16286:  To jest... Bo tak, bo nauczyli nas walki z innym przeciwnikiem i nie było słowa na temat tego.
16296:  Dobrze wiedzieć, będę stosował po prostu zatrzymanie czasu na nim.
16305:  I unikaj.
16330:  Ściągnięcie tu będzie do odblokowania, super.
16334:  To mnie ucieszyło.
16334:  To mnie bardzo ucieszyło.
16340:  Biedny szczur.
16341:  No.
16348:  Wiecie co?
16349:  Zabijemy go jeszcze raz.
16354:  Żeby zyskać punkt umiejętności.
16358:  Gdybym grał w Dark Souls Lemaster, to bym chciał do gry jakieś mody.
16361:  No na pewno, bo ta gra wygląda tak odrażająco, że musi być jakiś mod teksturowy.
16366:  Jestem pewien, że gracze coś takiego zrobią.
16397:  No nie wierzę!
16404:  Tak jest farma!
16405:  Wiedźminie w Białym Stadzie przychodził czart za takie zagrywki.
16408:  To i tak nie jest najgorsze, co zrobiliśmy, moi drodzy.
16411:  Przyciągnięciem można... Mówi nawet spinięciem, żeby zabijać przeciwników o ściany.
16417:  Ciekawe.
16437:  Pomóż mi, BD!
16438:  Hej, BD!
16471:  O nie, z tego dobrze.
16474:  I mamy punkt umiejętności, o to chodziło.
16479:  Tragicznie to wygląda Demon's Souls na PS3.
16481:  A tu się nie zgodzę, bo widziałem w tej wersji zremasterowaną i bardzo sympatycznie to wyglądało.
16487:  Ale jak to było na PS5, tak.
16489:  Już na PS3 to co innego.
16492:  Na PS5 to ślicznie wygląda.
16495:  Opóźniona kombinacja może.
16497:  Cięcie z wyskoku.
16498:  O!
16500:  Dwa razy F?
16505:  To koszty za punkty umiejętności, tak czy siak.
16507:  Dobra, to weźmiemy, weźmiemy ten.
16516:  No Demon Slayer na PS5-ce widziałem na streamie low-co i był przepiękny.
16521:  Znaczy nie low-co, ale... Przecież low-co jest przystojny, ale przepiękny był stream i przepięknie gra wyglądała.
16531:  Jesteś mój, księżnik.
16532:  Spróbuj mi pomóc.
16540:  Musisz się ciężko spróbować.
16559:  Naprawdę jeszcze szczur?
16563:  Come on!
16565:  Okej, szczury go atakują.
16567:  Widziałem, że nam sprzyjają na jakimś poziomie.
16585:  A, interesujące jak się szybko odwrócił.
16588:  Szczur, zabijaj go!
16591:  Szczur go zabił!
16593:  Ale to... Nie dostaliśmy doświadczenia za... Szczur skradł nam fraga!
16602:  Nie robi się takich rzeczy!
16605:  Kradziej!
16608:  Kradziej doświadczenia!
16640:  Dobrze!
16643:  Nawet punktów za asystę nie było, prawda?
16646:  Jaka żenada i tragedia.
16648:  Co się tutaj dzieje i czemu nie możemy tych drzwi otworzyć?
16652:  I możemy tych drzwi otworzyć, ponieważ powody.
16663:  Okej, wreszcie zrozumiemy, o co chodzi w tym grobowcu.
16667:  Inkwizytorka jest przed nami.
16670:  I ona ukradnie artefakt.
16672:  Tak będzie.
16676:  W dzisiejszych czasach wszystkie, kiedy niemal wszystkie tytuły wychodzą na wszystkie platformy, pisze Rex Kelly, no ekskluzywne tytuły powinny znikać.
16682:  Sony niby wydaje gry na EPCT, ale kilka lat po premierze, zgadzam się.
16692:  Tak, pewnie przyciągnięcie mocy jest potrzebne do tego, założę się.
16696:  Jezus Maria.
16698:  Moje zdolności platformowe są żadne, a ja jestem dzisiaj tak wystawiany na próbę, moi drodzy.
16705:  Kacper, co przegapiłem ostatnio?
16707:  Widziałem wejście do świątyni.
16708:  Przegapiłeś zwiedzanie świątyni.
16715:  I Jedi'a bolesne męki.
16727:  Jak oceniam Sithów?
16728:  Sithów zawsze lubiłem najbardziej.
16730:  Nie no, nie ma bata, żebyśmy doskoczyli tam.
16754:  No, podskoczyłem i co?
16756:  I co, grabka?
16758:  I nic!
16767:  Mój umysł skojarzył, że gdybyś zagrał w Plucktail, to byś się ciągle w nerwie opisze Joanna.
16770:  To jest bardzo możliwe.
16776:  Nie obracaj kamerą, to doskoczysz.
16777:  A!
16782:  Okej.
16783:  Dobra rada.
16785:  Zły design.
16789:  I co teraz?
16792:  Chyba.
16806:  O, błoki.
16808:  Dawno nie było.
16818:  Za dużo tłoków!
16826:  Czemu tu jest tyle tłoków wszędzie?
16829:  Nie znoszę urn!
16831:  Wstrętne urny.
16833:  Co gdyby Steve'owie władali ogniem?
16836:  Byliby idealni.
16838:  Tłoczno.
16839:  Tak.
16841:  Tak.
16842:  Tak, Victoria i Sam.
16843:  Tak.
16844:  Szok Krzysztof nie niszczy was.
16845:  A co zrobiłem przed sekundą?
16847:  Dobranoc, Otto von Bismarck.
16850:  Hau'a Sakura.
16850:  Szok Krzysztof nie niszczy was.
16852:  Po chwili Hau'a Sakura.
16854:  Nieważne.
16864:  Dobra.
16866:  Jezus, ja nie przyzwyczaję się nigdy do tego, że odpoczynek nie regeneruje od razu zdrowia.
16872:  Boże, jak ja tego nie znoszę.
16877:  O, plokun i pieruny jasnej strony mocy, to było niesamowite.
16880:  Trzeba było nieprawdopodobnego opanowania jasnej strony mocy, żeby być w stanie rzucać pieruny jedajowe.
16891:  E!
16892:  E, typie!
16894:  Strzelaj!
16895:  Dobra, ale jak mamy... I co?
16897:  Gdzie?
16903:  Tędy.
16905:  Electric Judgment, tak to się nazywało, tak.
16908:  W sumie może dobrze, że nie było tego nigdy w wersji polskiej, bo ja bym zobaczył to jako elektryczny sąd, bym był bardzo zasmucony.
16923:  Nie patrz w dół, nie patrz w dół, nie patrz w dół, nie patrz w dół, nie patrz w dół, nie patrz w dół.
16948:  A ta muzyka to skąd?
16950:  Przepraszam.
16952:  Pa pa!
16962:  Peka stypa.
16971:  O Jezus Maria, co tu się dzieje?
16979:  Padawan, gdzie jest siła?
16985:  Wszystko, co jest we mnie, mnie poświęca.
16987:  Tylko tak.
16987:  To Cię łączy.
17004:  Nigdy więcej nie zobaczcie Krzysztofa tak przyjątego mieczem, zapisał Mikołaj.
17033:  To jest prawda, ale osąd mocy jako Electric Jasmine Anthony to jest super tłumaczenie, absolutnie.
17045:  Typie, wciskam trójkę, nie mogę nic innego zrobić.
17047:  Nie mogę bardziej wciskać... Jarul... Nie mogę bardziej się...
17067:  Mamy miecz.
17070:  Nareszcie.
17082:  Ale fajne!
17083:  Moja lina!
17089:  Jamnekis ma teraz wielką, długą linę.
17096:  Fantastyczna wiadomość.
17097:  Będziemy tego często używać.
17105:  Take that Hercules and Tarzan and... What the... Buju, buju, buju.
17113:  Buju, buju, linu.
17114:  A!
17119:  Moja świecunia, moja!
17124:  Wiecie, że Polska jest pierwszym w Europie producentem świec?
17134:  Krzysztof T. Tarzan.
17136:  Tak.
17137:  Egzekucje z przyciągnięciem są piękne.
17139:  Oj, będziemy je testować.
17141:  Eee... What now?
17147:  Aha, i niby co ja mogę teraz zrobić z tym?
17154:  Aaa... Ogień moooj!
17169:  Cudowne.
17173:  Hmm, you survived.
17175:  Surprised.
17183:  To my w czymś prowadzimy interprodukcyjnie?
17185:  Tak, tak.
17190:  Ewidentnie nie ma nic wspólnego z 1 listopada, absolutnie.
17196:  Bardzo się cieszę, że mamy teraz wspaniałe rzeczy wśród naszych mocy.
17203:  To jest wspaniała wiadomość.
17204:  Dobrze, co teraz?
17205:  What now?
17207:  Aaa, teraz cofamy się.
17210:  Musimy podnieść iglicę.
17214:  Mam tę moc, mam tę moc.
17215:  Wypalę grobowiec w jedną noc.
17219:  Tak jest, Rychu, tak jest, tak będzie.
17229:  Świetny początek.
17239:  Okej, spróbujemy z przyciągnięciem.
17250:  Aj, będzie używane!
17253:  Będzie często używane!
17267:  No i co?
17271:  Czemu nie działa?
17288:  Mod się wyczerpała, to prawda.
17290:  To bardzo zasmucające.
17300:  Już było tak miło.
17302:  Co się dzieje?
17305:  A, to cholerstwo.
17322:  Okej.
17322:  Aaa, to jest to, co mówiliście.
17341:  Tak, eee... Tak.
17349:  Teraz będę używał szmocy oszczędnej, moi drodzy.
17354:  Czemu nie było Unlimited Power?
17356:  Bo to nie jest Unlimited Power.
17358:  Możemy lepiej.
17360:  Upokorzony?
17361:  Macie rację.
17377:  Mamy za mało szmocy.
17392:  Ale wciąż bawi.
17395:  Oj, bardzo bawi.
17407:  A, wazy!
17408:  Tu bym zapomniał.
17412:  Tu bym zapomniał.
17413:  Jestem pewien, że nie mam wstępu już na Wydział Ceramiki AGH.
17419:  Jestem tego prawie pewien.
17429:  Szmoc działa!
17431:  Lepsza szmoc!
17432:  Potężniejsza szmoc!
17439:  Możemy mu wyrwać serducho!
17442:  Aaaa!
17443:  Weka z typa!
17451:  Bardzo dobrze.
17453:  Satysfakcja z walki 5 milionów procent.
17455:  Zgadzam się, Kingo.
17456:  Zgadzam się absolutnie.
17458:  Jest pięknie.
17460:  Co mam teraz zrobić?
17462:  Ups.
17463:  Ups, ups, ups, ups, ups, ups, ups.
17469:  No i dupa.
17469:  Eee...
17477:  Chyba, że... Nie, na pewno się do tego nie da podskoczyć.
17481:  Wiedziałem.
17482:  Wiedziałem!
17483:  Wiedziałem!
17489:  Co teraz?
17497:  Liana?
17501:  Rrrrrracja!
17506:  Oooo, Jeliana!
17511:  Oooo!
17515:  Proszę bardzo, proszę bardzo.
17517:  Proszę bardzo!
17518:  Tłoki są nasze!
17520:  O!
17521:  Nie sądzimy, że to będzie tak... co?
17527:  Aaa... Aaa, jest klipik!
17528:  Zbieraj go!
17528:  Zbliżaj się!
17544:  Zginęli od swojego własnego druida!
17549:  Ale fajnie!
17552:  Brzmiało jak zew głodowy indyka, pisze na niej.
17556:  Indyka pana Xena.
17556:  Wiecie co?
17557:  Now let's go kill some shit.
17559:  The Jedi traitor is here!
17570:  Nie robię żadnego pracy!
17571:  Ktoś go zdarzy!
17571:  Uciekasz!
17571:  Ta ręka nie może się rozkroić!
17584:  Wreszcie się rozkroiłeś!
17605:  Co jest?
17605:  Co jest?
17605:  Co jest?
17606:  Co jest?
17606:  Co jest?
17607:  Co jest?
17611:  Co jest?
17611:  Co jest?
17616:  Co jest?
17617:  Co jest?
17630:  Co jest?
17632:  Co jest?
17632:  Co jest?
17632:  Co jest?
17639:  On powiedział got you, a nie fuck you?
17641:  Byłem pewien, że... Byłem pewien, że to było co innego.
17644:  Moja liana!
17648:  CZO?!
17649:  Zajdź, ja mam lianę!
17651:  Ja mam lianę!
17655:  Co za bezstrzelny knypek!
17660:  Ja mam lianę!
17667:  Znowu droid ukrał doświadczenie?
17669:  Chę dożyć droidy.
17674:  Przepraszam, kochać droidy.
17687:  Bardzo kochać droidy!
17694:  Miłować droidy miłością niezmierzoną!
17701:  Tak!
17706:  Come on!
17711:  A to nie to, niech oni tam walczą, niech oni tam walczą.
17718:  Wyczuj echo.
17722:  To było ofertą do sablego, kochanie.
17723:  W tamtym czasie to było uważane za precyzyjne.
17726:  Fuuu...
17755:  Tutaj, BD!
17755:  Szybko tam!
17780:  Oj, nie szybujesz.
17781:  Nawet nie, że tak bardzo nie szybujesz.
17787:  Okej, teraz może będę mądrzejszy.
17790:  Łudził się Krzysztof.
17791:  Może teraz się dowiem, do czego to tutaj służyło.
17801:  Eee...
17807:  No widzicie, to mieliście na myśli mówiąc, że można to ze sobą zabrać.
17813:  No teraz to ja mogę!
17818:  Teraz to ja mogę, dobrze.
17821:  Chyba nie wiedziałem, dlaczego to jest mi potrzebne, ale... Ok, ok.
17829:  Stąd przyszliśmy.
17831:  Podejrzewam, że trzeba wyjść na górę.
17833:  Jak?
17833:  Nie wiem.
17848:  Konar do spalenia.
17851:  Gdzie wy to widzicie?
17860:  Gdzie macie konar do spalenia?
17863:  Checkmate już był odblokowywany.
17866:  Gdzie macie konar?
17876:  Też będzie jadł ser pleśniowy, ser pleśniowy jest pyszny.
17878:  O!
17884:  Cóż nam to da, jak ja to spalę?
17887:  Czy... Nie, że mnie trzeba było jakoś zachęcać specjalnie.
17895:  Ale... A, a, ja mam tutaj jakieś problemy.
17914:  To ja może odpocznę.
17919:  To ja może odpocznę.
17923:  Też jemy sary plaśniowe gryzami?
17925:  Jak jest najlepiej.
17926:  Absolutnie.
17931:  Trzeba iść do szturmowców i kulę zwalić na dół, okej.
17936:  Zakładam, że tędy.
17941:  Dobra.
17949:  Atak!
17973:  O Boże.
17992:  Good.
17992:  Jeden za nami.
17995:  Jeden za nami.
17995:  Okej, okej, okej, okej, okej.
17997:  I coś będzie trzeba zrobić z tą kulą.
17999:  Co?
17999:  Nie mam zielonego pojęcia, ale zobaczymy.
18005:  O nie, o nie, o nie.
18007:  Najniebezpieczniejszy przeciwnik.
18010:  Tak.
18011:  Dobrze.
18018:  Jest dużo kul.
18028:  Absolutnie nic to nie dało.
18031:  Mam deskę do serwowania serw z takimi śmiesznymi nożyczkami.
18034:  Trochę snobistycznie, nie mówcie Krzysztofowi, pisze Tomasz.
18036:  Spokojnie, Krzysztof też taką ma.
18042:  Okej, nic nie rozumiem.
18043:  Nic nie rozumiem, co tu się dzieje.
18045:  Nie wiem, nie wiem, co robię.
18048:  Co ja robię?
18050:  Gdzie mam to zakotwiczyć?
18053:  Czemu tego się nie da nigdzie zakotwiczyć?
18056:  Niech ktoś mnie zmieni, mógłbym powiedzieć to samo.
18061:  Boże, co tu się... Okej, coś się stało bardzo nie tak.
18071:  Coś się stało... Coś się stało bardzo nie tak.
18089:  Perpetuum Debile Strikes Back.
18108:  Jej nie wzięło pod uwagę, że jest coś takiego możliwe.
18121:  Ten konar na kolumnie trzeba podpalić.
18128:  Nie rozumiem.
18132:  Nie rozumiem, moi drodzy.
18134:  Jaki konar i gdzie?
18136:  Już próbowaliśmy, próbowaliśmy to podpalać i nic, nic to nie dało.
18147:  O, ma łańcuchy.
18148:  Dobra, tak czy jak musimy na nowo ich pokonać.
18171:  Przynajmniej łatwo się pokonuje teraz.
18176:  O, punkt umiejętności, świetnie.
18180:  Jaki konar na środku?
18185:  Ten konar na kolumnie.
18187:  O, pada.
18189:  No dobra, muszę wpierw zobaczyć, gdzie, o jaką kolumnę chodzi.
18194:  Przede wszystkim mamy teraz kozę, niestety.
18200:  Zawsze jest w stanie nas zaatakować.
18204:  Dobra, największy problem tutaj był z kamerą, tak?
18206:  Znaczy, ja nie widziałem, co się dzieje.
18213:  Mam pewien... Okej, wiem, co trzeba zrobić.
18222:  Otóż... Ja po prostu szukałem tego, nie?
18228:  A to jest z tej strony.
18230:  Do zakotwiczenia podnośnika.
18233:  Więc jest teraz... I teraz widzę, o czym mówicie.
18237:  Good.
18241:  Kule się muszą spotkać z Connarem, przeszczwany list, bąk.
18258:  Trzeba powiedzieć, że manipuluje się tym ekstremalnie niewygodnie.
18276:  Już widzę, na czym polega problem.
18280:  Woda.
18282:  Jezus Maria, co?
18288:  A jak wyłączać się wodę, to nie wiem, jak się wyłącza wodę!
18294:  Znaczy, jak zatrzymam czas?
18296:  Nie, nic to nie dało.
18304:  Okej, tutaj jest coś ciekawego.
18306:  No muszę powiedzieć, że manipulowanie tym, przez to, że to trzeba cały czas przytrzymywać, jest niewygodne.
18316:  Tutaj też jest woda.
18317:  Świetnie.
18323:  Już wiem, już wiem, już wiem.
18325:  Już wiem, już wiem.
18329:  Po pierwsze, niestety jest tu koza.
18336:  Trzeba zniszczyć kozę.
18344:  Jakiś zdradziecki przeciwnik.
18351:  Za bardzo niebezpieczna.
18356:  Mówiłem?
18361:  Nie zadziałało w ogóle!
18362:  Ja miałem rację, że coś z tym jest nie tak.
18370:  Mieliście dowód, że nie zadziałał Steampunk, jak powinien.
18379:  No dobrze.
18392:  Tu są ciekawe rzeczy.
18394:  Nie mogę tam wyjść, ponieważ nie mam ognia.
18397:  Ja mam ognia dlatego, że cieknie stąd wszystko.
18400:  Trzeba wszystko spalić, absolutnie tak jest.
18402:  Odpal magnes, skocz na górę, zabierz latarnię z płomieniem.
18405:  O Boże.
18407:  Ach, magnes, ja zapomniałem o nim w ogóle.
18428:  Okej.
18444:  Wiem.
18446:  To jest ba... To jest bardzo trudna zagadka.
18451:  To jest bardzo trudna zagadka.
18460:  To jest bardzo, bardzo trudna zagadka.
18468:  Wiecie co?
18469:  Weźmy na wszelki wypadek parę ich.
18478:  Powiedziałem parę.
18481:  Make that way more.
18497:  Ok, przyznam szczerze, nigdy bym tego nie wymyślił.
18522:  Moi drodzy, zagadki logiczne z jakiegoś powodu się tak nazywają.
18525:  Nazywają się tak z tego powodu, że ja ich nie umiem rozwiązać.
18528:  To jest wyłączny powód.
18540:  Zapomniałem, że na podłodze jest... Zapomniałem, że na podłodze jest woda.
18549:  Dobrze, gdzie... Jak mam to rzucić, żeby to rzucić?
18566:  Nie mam pojęcia, dlaczego to zrobiłem.
18572:  Co to spowodowało?
18574:  Nie wiem.
18577:  Chcę wiedzieć, kim są ludzie, którzy wymyślają takie zagadki.
18579:  Ja ci powiem kim są.
18581:  Okrutnymi... Okrutnymi ludźmi.
18587:  Czyli jeżeli skoczę, to zginę?
18589:  Nie.
18590:  Aaa, ktoś zmarł!
18594:  I to nie byłem ja!
18595:  Chodź tu, Kulo, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, ch
18632:  Tutaj jest.
18635:  W końcu znalazłem praktyczną reprezentację tego świętego artefaktu Zepho.
18641:  Mój przyjacielu, spojrz na to.
18643:  To jest Miktril na Wolt Ambegano.
18646:  Widzisz obiekt w rękach.
18647:  Z powodu tej wyobraźni, wierzę, że ten obiekt pozwala zwierzętowi zrozumieć mistrzostwa woltu.
18655:  To jest klucz i kierunek.
18658:  Zepho Astrium.
18662:  Ale kto by zniszczył ich zdjęcia?
18664:  Dlaczego?
18666:  Potrzeba więcej badania.
18668:  Jednak nasz następny krok jest oczywisty.
18670:  Znajdź Anastrium, jeśli jeszcze istnieje.
18672:  Anastrium?
18673:  Nigdy tego nie słyszałeś?
18677:  Ja też.
18677:  Ale to kluczowe.
18678:  Tak, rozumiem to.
18682:  Wygląda na to, że wiemy, co musimy znaleźć.
18691:  Nie mam wspomnień tego miejsca.
18716:  I have no memory of this place.
18718:  A w nagrodę za to wszystko dostaje pan uścisk dłoni prezesa.
18721:  No dokładnie tak było, nie?
18723:  Czy mam jakieś umiejętności, które będą radosne?
18726:  Nieoczekiwane kopnienie.
18727:  Atak z przełączaniem.
18728:  Kal wykonuje specjalny atak, podczas którego zmienia tryb swojego mię... Uuu.
18735:  Zachłanne przyciągnięcie.
18736:  Przytrzymanie przyciągnięcia umożliwia Kalowi przyciągnięcie i przytrzymanie większości wrogów.
18742:  Bez chwili wahania.
18745:  Ooo!
18746:  To jest to, co mówiliście?
18747:  O Jezus Maria!
18754:  Musimy to wypróbować.
18756:  Nowa szmoc!
18759:  Boże, tak!
18762:  Więcej szmocy!
18768:  This is the way!
18774:  Dobranoc Kingo, dobranoc.
18780:  A to naprawdę?
18800:  Pierwszy raz to, pierwszy raz to wyszło.
18803:  Nigdy już nie wyjdzie.
18809:  Pierwszy raz wyszło totalnie przez przypadek.
18817:  On bardzo śmiesznie spada.
18818:  A nie, może ja, może ja coś robię źle po prostu.
18821:  Nie no, dobrze robiłem.
18823:  Nie.
18834:  To jest ekstremalnie trudne.
18839:  No przecież klikam!
18843:  I have no memories of this place, trybutuje Filip Skowronek, za co dziękuję.
18847:  Krzysztof, każdego ranka budzę cię w swoim łóżku.
18849:  Ale tak jest.
18852:  Skok i potem trzy.
18853:  No na to wygląda.
18858:  Aaa!
18860:  Okej!
18863:  Dobra, zrozumiałem.
18865:  Dużo tu zajęło.
18866:  Tak, bo ja rob...
18892:  Ja robiłem dziwną rzecz, tzn.
18894:  zapomniałem, że jak się przeciąga człowiek, to nie trzeba już wciskać E i dlatego to nie działało.
18903:  Tak epicko nie działało.
18910:  Powinniśmy sprawdzić z mantisami.
18913:  Pewnie nie są zbyt mocne.
18914:  Jesteś pewien, że koma jest zamknięta?
18916:  Nie odpowiadają.
18924:  To nowy cel na holomapie.
18926:  Świetnie.
18934:  Odblokowano skrót!
18938:  Dokąd jest ten skrót, bo ja nie pamiętam oczywiście.
18940:  Yyy, nie wiem.
18944:  Czy można zmienić dźwięk wydawany przez mieć świetlenie w grze?
18947:  Tak banuj, jak zmieniasz kolor miecza.
18950:  Lecz się, słuszna uwaga.
18955:  Jezus Maria, znowu mamy za mało leczenia.
18959:  Testus!
18961:  Może się uleczysz, zanim zostaniesz one-hitowany przez komara.
18969:  Zatrzymaj!
19021:  Zapomniałem przetestować szmoc, no nie!
19024:  Nie mamy znowu leczenia.
19026:  Dlaczego jest tak zawsze, że nie mamy leczenia?
19032:  Hakuj sondę.
19032:  No nie było właśnie żadnego kontekstowego przycisku w tej sprawie, moi mini.
19036:  No właśnie, nie ma.
19042:  O Boże, co?
19043:  Naprawdę?
19052:  Przecież nie mamy żadnych szans z nim.
19058:  Twoje krew jest moja, Jedi.
19073:  Nawet nie wiem, gdzie wyląduję na tym etapie.
19078:  Nawet nie wiem.
19081:  A, tutaj.
19083:  Bardzo zabawne, a tak naprawdę to nie.
19087:  A, trzeba przyciągnąć sondę do siebie, żeby ją zhakować.
19090:  Czaję.
19091:  Nikt nam tego nie wyjaśnił!
19093:  Dlaczego gra z biegiem czasu przestaje nam wyjaśniać rzeczy?
19103:  Fajnie, że się rozpimy obok roga, prawda?
19105:  A tędy?
19108:  O Boże, i naprawdę będę musiał znowu tutaj robić akrobację?
19110:  Tak.
19112:  Witamy Aśku na czatach, no proszę.
19115:  No proszę.
19120:  Jamnestis zadbał o projekt wnętrza.
19148:  Chętnie bym przyciągnął... Nie, nie będę przyciągał więcej.
19151:  Dobra.
19169:  Przyciągam.
19175:  Aaa!
19175:  Jakie zabawne!
19180:  Teraz sonda jest nasza!
19183:  Nasza szkapa!
19186:  Dobrze.
19190:  Hmm.
19191:  Gdzie mamy iść w ogóle?
19194:  A, mam źle tego pojęcia.
19196:  O Boże, jakoś strasznie wysoko, co?
19199:  Co?
19204:  No dobra, czyli mamy iść w górę.
19210:  Wziuł.
19234:  No to jest zabawne, będzie mniej więcej w tej grze śmierci niż w dowolnym sosososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososososos
19258:  Tak?
19259:  Nie, nie wiem.
19262:  Gdzie iść?
19265:  Potrzebujemy chyba wyjść tu.
19269:  Nie, nie, nie.
19270:  Jezus Maria, jak to jest daleko.
19275:  Okej, nie.
19275:  Tu jest winda.
19279:  Nie rozumiem.
19279:  Nie rozumiem autentycznie.
19284:  Nie, tędy.
19285:  Tędy.
19285:  Tędy.
19289:  Czyli w tę stronę.
19290:  No tak, a my w tę stronę nie możemy iść.
19295:  I co teraz?
19299:  Przeciążenie.
19303:  Przeciążenie sprawi, że pójdziemy gdzie?
19306:  Pójdziemy do tej windy, która nie wiem gdzie prowadzi.
19312:  Tam prowadzi tutaj.
19315:  To jest zupełnie inna sekcja.
19317:  Myślisz tuż po linach.
19321:  Eee... O tych linach?
