🔴 Somehow, Dachshund Returned | JEDI: SURVIVOR Livestream #1
🔗 https://www.youtube.com/watch?v=FPAyUrL6j2s

37:  Dzięki.
19280:  Ropuch przy rzece.
19285:  Ja nie wiem gdzie on był!
19288:  Wracamy w takim razie.
19299:  Aaa... Tymczasem Japończycy każda kreskówka to anime.
19303:  Tak, bo animation.
19304:  Dobrze, czy tędy?
19305:  Chyba tędy.
19306:  A już wiem dlaczego, bo ja jak zwykle zostałem rozkojarzony otwartym światem.
19311:  To jest straszne w moim wydaniu.
19314:  Czy jak szedłeś na polo listyka, to też poszedłeś w złą stronę?
19333:  Tak było.
19336:  Tak było.
19338:  Mędosław wygrał, zdecydowanie.
19342:  Nie da się ukryć.
19350:  Anyway... Dokąd tupta nocą jesz?
19354:  W przeciwnym kierunku od polonistyki, Aldo, tak absolutnie.
19358:  Macie wrażenie, że te ptaki są dość hałaśliwe.
19363:  Muzyka idealnie pasowana coś w tym jest.
19366:  Okej.
19397:  Dobrze.
19397:  A tutaj nie było ropucha, prawda?
19399:  Nie, nie, nie.
19404:  Gdzie był robót?
19407:  A, już wiem, już wiem, już wiem.
19410:  Tak, koło Liue był.
19413:  Tu jest Liue.
19416:  Tak.
19418:  A tutaj nie mogę wskoczyć, prawda?
19419:  Nie będę mógł tu wskoczyć.
19422:  To byłoby zbyt proste, gdyby można było tu wskoczyć.
19425:  Oczywista sprawa.
19426:  Teraz trzeba po raz kolejny walczyć z hendożonym droidem.
19430:  Jednym, drugim i trzecim skądinąd.
19451:  Fajne są te dwa miecze, ale podwójny bardziej oddaje.
19455:  Też się z tym zgadzam, absolutnie wolę podwójny.
19458:  Miecze dwa wszelako są szybsze i lepiej się walczy z pojedynczymi przeciwnikami, z ich wykorzystaniem.
19466:  Co powiedziawszy, wbijemy natychmiast po odpoczynku.
19472:  Punkt umiejętności... W miecz podwójny.
19477:  Naciśnij F ponownie, żeby wykorzystać rzut mieczem świetlnym wokół kala.
19481:  Naciśnij F w powietrzu, żeby uderzyć w ziemię i zadać obrażenia obszarowe.
19487:  Przytrzymaj tuż przed trafieniem pocisku z blastera, żeby je odbić.
19490:  I to zrobimy.
19493:  Czemu nie mogę tego?
19494:  Aaa... Co?
19498:  Ale to są dwa punkty umiejętności.
19500:  Okończaj.
19505:  Zobaczcie, jak wygląda umiejętność.
19509:  O, można wcześniej zobaczyć.
19510:  Ciekawe.
19511:  Podoba mi się.
19513:  O!
19514:  Boże, jak tego potrzebuję.
19517:  Fajnie, że to wprowadzili.
19518:  Mam wrażenie, że tego wcześniej nie było.
19520:  Gut, moi drodzy, idziemy do ropucha.
19526:  Czyli będę musiał go pokonać jeszcze raz.
19529:  Ktoś miał wątpliwości, że jestem z Krakowa.
19531:  O Jezus.
19532:  To teraz nie powinien mieć żadne wątpliwości.
19534:  Powiedziałem będę.
19540:  A co jeśli nie chcę z nim walczyć po raz kolejny?
19546:  A muszę.
19547:  Aaaa!
19565:  Myślałem, że to był miniboss po prostu, a to nie jest miniboss.
19569:  O Boże.
19577:  Noo, ciężko.
19583:  Ciężko to jest.
19586:  Nie lubię takich rzeczy, trzeba dziesięć tysięcy razy walczyć z nim.
19597:  To jest ściana, za nim po prostu pobiegnij.
19600:  No to jest pomysł jakiś.
19603:  To jest pomysł jakiś.
19605:  Teraz tylko musimy w niego trafić raz chociaż.
19607:  Oczywiście się nie udało.
19615:  Raz, raz.
19617:  Raz, dziękuję.
19622:  Jezus Maria.
19625:  Straszny przeciwnik.
19627:  To jest błotoryj.
19629:  To jest odpowiednik mojej największej nemezji z Hogwarts Legacy, czyli cholernego błotoryja.
19636:  Jak na to wejść?
19637:  Tutaj była szmoc, wiecie, na górze i ja nie wiem, jak się do tej szmocy dostać.
19642:  Czy tędy się dostanę do szmocy?
19645:  To nie.
19646:  Boże, jak się to wkurza.
19647:  Przecież nie wiem, jak się dostać do szmocy.
19654:  Może tędy?
19655:  Nie.
19657:  Dziwne.
19658:  Powinno się móc tutaj doskoczyć.
19662:  Co on zrzygnął z nosa?
19663:  Tak właśnie było.
19667:  No jako żywo, moi drodzy.
19668:  Nie da się tutaj doskoczyć.
19671:  Dziwne.
19678:  Niepokojące miejsce, moi drodzy.
19686:  What is that?
19688:  Ok, droidy.
19691:  We can take them.
19692:  Macie rozmowy z droidami.
19693:  Nowe droidy.
19709:  Ależ są piękne te animacje walki podwójnym mieczem, świetnym.
19713:  O nie!
19714:  Pusyn we buts.
19715:  The Last Wish udostępniony nielegalnie na Twitterze.
19717:  Warto zdementować, żeby nikt nie zobaczył, co jest po angielsku.
19720:  To co ostrzega Kinga?
19721:  Dziękujemy!
19724:  Czy ja dobrze idę?
19725:  Tak.
19726:  Chyba tak.
19727:  Wreszcie.
19728:  Tak!
19731:  Tak, aktywuj, aktywuj skrót.
19733:  Bardzo dobrze.
19733:  Tak.
19738:  Co się dzieje?
19754:  Aha.
19755:  Wiecie co jest zabawne?
19761:  Otóż zabawne jest to, że teraz
19765:  To chcę przetestować.
19766:  Tak, teraz mi się łatwiej paruje.
19770:  To... wolniejsze okno parowania jest dla mnie prostsze.
19773:  To jest... znaczy szybsze okno parowania, przepraszam, jest dla mnie prostsze.
19776:  I to jest nielogiczne, bo teoretycznie wolniejsze okno parowania powinno być prostsze, ale tak nie jest.
19783:  Mamy tyle tych odłamków priorytu, że możemy priorytetyzować w tej chwili... priorytetyzowanie priorytu.
19797:  Och!
19798:  Roślina z Alderaanu!
19800:  Zgadnijcie, czego wkrótce nie będzie.
19805:  Piękności.
19806:  Znaczy, czy nam się udało to aktywować, czy też nie?
19812:  Otóż nie udało nam się przez walkę.
19814:  A to powinna być linka, lineczka, linunia, dobrze.
19820:  Jeszcze gra książę i twórz.
19821:  O Jezu, tak, tak!
19822:  Captain Claw!
19824:  Czytałeś cykl Elric of Melnibon?
19828:  Świetny cykl o czarnoksiężniku Albinosie, który zaczyna jako empatyczny, chorowity mag, będący władcą statystycznego królestwa i posiadającego smoki.
19834:  Kurczę, brzmi to super, Agnivus.
19837:  Ale fajna sprawa.
19838:  A książę i tchórz to jest brudny bym.
19850:  Nie podam, bo nie ma.
19851:  Pytanie jest totalnie z dupy, mianowicie czy test diagnostyczny z materiału z całego roku można ocenić, nie jest to problematura.
19858:  Jeżeli są to testy, które mają charakter jakikolwiek rządowy, to wtedy nie, ale diagnostyczne obawiam się, że teoretycznie tak, chociaż i tak jest to wbrew zaleceniom ustawy.
19871:  Zalecenia ustawy mówią, że należy dać jedną ocenę końcowo-roczną, natomiast reszta ocen powinna być kształtująca.
19877:  Jak się dowiedzieliśmy swoją drogą na ostatniej live'ie, gdzie była fundacja Szkoła Bez Ocen, czyli Jarosław i Justyna Durszewiczowie.
19886:  Bardzo sympatyczna sprawa, polecam swoją drogą.
19888:  Cudownie się gadało.
19891:  Gdzie poszedł Tarkin po wybuchu Gwiazdy Śmierci?
19894:  Wszędzie.
19896:  Tak, jest to prawda.
19901:  Oho, mam złe przeczucie.
19903:  I have a bad feeling about this.
19905:  Ale się gra, moi drodzy.
19908:  Ja usłyszałem Captain Claw, absolutnie czerwony lisie.
19910:  Toż to legenda, ile razy grałem w to do dzieciaka.
19912:  Ja też!
19918:  Aaa... Aaa...
19927:  Naprawdę, o przemoczonej ścianie byśmy tak długo podróżowali.
19933:  Jest!
19956:  Przepra... Przepraszam?
19960:  Jakiś... Jakiś Zero nas zaatakowało i zabiło.
19967:  Co to w ogóle było? !
19977:  Ok, zabijcie nas!
19978:  Zabijcie nas!
19978:  Zabijcie nas!
19979:  Zabijcie nas!
19980:  Zabijcie nas!
19983:  Zabijcie nas!
19983:  Zabijcie nas!
19984:  Zabijcie nas!
20009:  Skandal i dramat.
20014:  O nie, Magdali pisze, że timer nie zdziałał i spaliła kolację najgorzej.
20019:  Najserdeczniejsze wyrazy współczucia.
20021:  Co to było?
20021:  Co to było?
20022:  Co to było?
20022:  Co to było?
20023:  Co to było?
20023:  Co to było?
20024:  Co to było?
20024:  Hmm...
20038:  Aha.
20041:  Dziwne, że się tutaj dzieje.
20042:  Jakub Siutkiewicz, dzięki ci serdeczne za trybut.
20045:  Właśnie obejrzałem Shorta, do tej pory koszali moje miasto, zawsze poznanymi się kojarzą z tamtejszą polibudą.
20049:  Niech spaczeń będzie z wami.
20053:  Ja już przestaję się, moi drodzy, powoli dziwić temu, co słyszę, ale dalej to nagłaśniam.
20058:  Nikt nie mógł mówić, że dzieje się dobrze.
20069:  Kurak, jakiś pieprzony kurak nas zabił.
20076:  Macie wrażenie, że to się źle skończy?
20087:  Dostaliśmy priorytetowy prioryt.
20094:  Priorytetowy prioryt jest priorytetowy.
20098:  Dostaliśmy mech złocisty.
20102:  Moi drodzy, wiecie co teraz zrobimy?
20108:  Tędy się oczywiście nie da przejść.
20110:  R, aktywuj.
20111:  Da się!
20112:  Da się!
20115:  Puczaki są groźne nawet dla Jedi, ewidentnie.
20122:  Nie będę ryzykować.
20124:  Nie będę już ryzykować, ani razu.
20137:  Coś się stało, Spalping po wybuchu Gwiazdy Śmierci powrócił.
20140:  I ten żart nie jest zabawny.
20142:  Nooo, tak.
20147:  Już wolałem to, w jaki sposób wrócił w legendach.
20151:  Rauka.
20152:  Rauki to kurczaki rodem z KFC, które stanowią ucieleśnienie charakteru tej planety.
20161:  Są niepozorne, ale zaskakująco niebezpieczne, ale także bardzo opiekuńcze.
20166:  z furią, dziobią, uderzają i szarżują na każdego, kto wtargnie na ich terytorium, przez co tubylcy nazywają je szarżakami.
20176:  Z drugiej strony to również dość głupkowate i podatne na niektóre metody perswazji latające stwory.
20182:  Republikańscy naukowcy byli zafascynowani ich pozorną odpornością na materię z kabow i wysunęli hipotezę, że pióra stworów mogą być namagnetyzowane.
20195:  Kobach fried chicken, absolutnie.
20198:  Dobrze, więcej nasienia, świetnie.
20208:  Magda L. pisze, że próbowała dobić Hogwart do końca, ale po main quest jest po prostu pusto, każdy obóz bandytów taki sam.
20213:  Tak, dlatego polecam absolutnie wszystkim, którzy grają jeszcze w Hogwarts Legacy, priorytetyzujcie questy poboczne.
20221:  Potem quest główny, bo inaczej nie będziecie się cieszyć grą.
20224:  Jedyny powód w zasadzie wykonywania questów pobocznych dla mnie to już były mebelki.
20229:  Dobra, my tu śmichu hiku, a ja tu nie umiem wejść.
20234:  O Boże, wiem.
20236:  O nie!
20238:  O nie!
20241:  O nie!
20243:  O nie!
20269:  Biedny Jamnestis utknął.
20270:  Nie było tym razem perpetuum debile, jest to prawda.
20274:  Za to peleryna utytułana i to strasznie.
20296:  Najlepsza była misja z Sebastianem, bo on był smutny i musiałem za nim truchtać.
20300:  W ogóle misja z Sebastianem w ogóle z Legacy to jest top.
20306:  I don't think they saw us.
20308:  Oj, zobaczyli, ponieważ to był Saul Garrera.
20313:  Jezus.
20316:  Nie.
20316:  Sam się sobą zdegustowałem w tym momencie.
20321:  Yyy...
20328:  No, być ja ma swoje przywileże.
20351:  Czy jest jakiś lore'owy powód, czemu woda po kostki jest dla Jedi przeszkodą nie do pokonania?
20356:  To jest dobre pytanie, SunShot.
20358:  Bardzo dobre pytanie.
20362:  Jakub Sitkiewicz podarował Wojtkowi Klimczakowi wsparcie, co oznacza, że Wojtek jest Trybutariuszem, a Jakub jest Jan Nikołajem.
20370:  Tylko u nas się dzieją takie rzeczy.
20372:  Czy ktoś dalej liczy śmierć przez grawitację?
20374:  To jest proste pseudoarty, tylko jest po prostu znacznie więcej niż wszystkich innych.
20385:  Możesz mi wytłumaczyć czemu droidy walczą ze szturmowcami?
20396:  Zabawne.
20400:  Czyli tędy, czyli tamtędy.
20419:  Niesamowite rzeczy tu się podziały.
20423:  So, galera, nie znoszę pełcio tej postaci.
20430:  Zresztą wszystkich postaci, które są w nowej trylogii.
20433:  Każda jest niepotrzebna, wszystkie są beznadziejne.
20437:  Nie, Kylo Ren nie jest dobrą postacią, jest idiotyczną postacią, bezsensowną, która jest do zastąpienia kimkolwiek.
20444:  I jeszcze w dodatku robi rzecz, której mu nigdy nie wybaczyłem.
20448:  Nie zaspoiluję tego na wypadek, gdyby ktoś lubił też tę postać tak bardzo jak ja.
20456:  Którą Kylo Ren skrzywdził w sposób skandaliczny.
20460:  Patenty się jednak nie da przejść.
20466:  So jest w Lotrze 1, to prawda, no ale Lotr 1 też jest Disneyowski, nie?
20473:  Przy czym i tak jest to najlepsza rzecz, jaka wyszła ze stajni Disneya.
20482:  Wespnij się na sufit?
20489:  Skrzyżona co postać to Palpi.
20492:  Palpi, Luke Skywalker, kto jeszcze?
20497:  Praktycznie wszyscy?
20498:  Han Solo, Leia.
20499:  Okej.
20521:  Czemu ja nie mogę?
20525:  Co jest?
20530:  Okej, w ten sposób.
20531:  Sucidaemon wspierają do 8 miesięcy.
20533:  No to bardzo dziękuję.
20534:  Czekaj, stało z Holy Day Special.
20536:  Tak, to jest jeszcze gorzej, jest to prawda.
20541:  Sokara się pojawia w Clone Warsach.
20543:  No, w tych nowszych, tak.
20544:  Yep.
20547:  Wyrwij mu tarczę szmocu.
20548:  Właśnie próbowałem i się nie udało.
20570:  No i co?
20572:  No nie za bardzo się da.
20574:  Reaguję tylko na niego, nie?
20580:  Można tarczę na prawie... Wow!
20584:  Taki finisher.
20586:  W metrologii fajny jest tylko miecz Kaliorana.
20588:  Czy ja wiem?
20589:  On jest bez sensu.
20590:  Krzysztof Pałka, dzięki serdeczne za podarowanie wsparcia.
20592:  Albo Palka, nigdy nie miałem cię przeczytać.
20594:  Kto dostał wsparcie?
20595:  Czajnik gazowy, oto!
20599:  Krzysztof Pałka jest Jan Mikołajem.
20602:  Czajnik gazowy jest trybutariuszem nowym, moi drodzy.
20605:  Lub trybutariuszką.
20610:  Leia i Luke to według mnie mocno skrzywdzone postacie.
20612:  No właśnie.
20613:  W ogóle nie są tymi ludźmi, którzy byli po tylu przejściach.
20617:  A już najbardziej mnie zdenerwowało zrobienie z Leii nieśmiertelnej Maryjki.
20622:  No naprawdę, nie.
20624:  Po prostu nie.
20626:  Są pewne granice i tutaj te granice zostały osiągnięte.
20630:  Oczywiście, że musieliśmy wpaść w jakieś okropne błoto.
20634:  Kluśniem, bo luśniem!
20635:  O nie!
20641:  Przecież się cofnąłem.
20644:  Nie, jest niedobrze, jest niedobrze, jest niedobrze.
20653:  No i to jest to, jak Shrek nie nauczy walczyć z jakimś przeciwnikiem, to jest koniec.
20659:  To jest koniec.
20669:  Nie podoba mi się to, co tutaj widzę.
20675:  Spóbujemy przejść koło nich, mimo.
20684:  Nawet nie wiem, czy się pojawiłem w tym miejscu, w którym się chciałem pojawić.
20689:  Nie wiem, co się dzieje.
20696:  Chyba nie jestem w tym miejscu, w którym byliśmy wcześniej.
20699:  A może jestem?
20715:  Palka przez L, przeprogram się strasznie Możesz przyjmować kontrolę nad zwierzętami, nie wiem jak Tutaj za to zauważyłem skrzyneczkę moi drodzy Skrzyneczka jest ważna
20743:  Okej.
20743:  Czy mogę iść do góry, czy nie ba... Okej, mogę.
20750:  Gdzie ja jestem?
20751:  Jestem totalnie w innym miejscu niż wcześniej.
20758:  O nie, już wiem gdzie jestem.
20773:  O nie.
20777:  Co jest?!
20785:  No ciężko będzie, jeżeli będziemy przegrywać z takimi przeciwnikami, powiem wam.
20794:  Trzy ciuchy odblokowane i dalej brak poncho, jest to prawda.
20801:  która była adekwatnie przedstawiona jedynie w Rebelsach w odniesieniu do oryginalnej trylogii.
20805:  Nie pamiętam, jak to było zrobione z kolei.
20808:  Dobrze, chyba tędy się szło do tej cholernej żaby.
20814:  Może, może.
20818:  Tak.
20825:  Good.
20829:  Chyba tędy, nie?
20832:  Ach, już widzę.
20835:  Mamy dwa leczonka.
20853:  Jezus Maria, jakie to jest silne.
20856:  Nie za bardzo mam...
20882:  Jezus, przecież się... O!
20885:  Już prawie, prawie!
20887:  Mamy!
20887:  Huu!
20891:  To Żyga, czego to nie robi?
20898:  Chyba tędy... Jezus, powiedzcie mi, że tutaj będzie wkrótce... ...jakiś radosny punkt zapisu.
20902:  Zrób Twoją rzecz, kolego.
20917:  Aha, i teraz nagle możemy to hakować.
20920:  To jest słuszna uwaga.
20928:  Przede wszystkim cała przepowiednia wybrańca przestaje mieć jakikolwiek sens w tym momencie.
20934:  Nie rozumiem, dlaczego tak zrobiono.
20938:  Otóż, moi drodzy, nowa umiejętność Jamnestisa umie wydłużyć kloc.
20945:  To cenna umiejętność.
20950:  Wiecie, co byłoby jeszcze cenniejszą umiejętnością, gdyby umiał wykonać skok na ten kloc?
20956:  Umie.
20959:  Otóż, otóż umie.
20961:  Kloc numer trzy, moi drodzy.
20976:  Nawet zanim została zniszczona, nie ma sposobu, żeby zakończyć jego podróż.
20979:  Oczywiście, w dniu Kree, nie ma empira, z którymi bym się zaskoczył, ale dałbym to Seaglennowi do zniszczenia.
20983:  O, łatwo, łatwo.
20984:  Nie szukam problemu.
20985:  Nie martw się.
20985:  Jestem przyjacielem.
20999:  Sarlacc.
21000:  BD-1.
21000:  Blesna Matura, be mine.
21028:  Wszystkiego ja mam, niczego dla ciebie.
21031:  Pamiętaj, że ten egzamin nikogo nie obchodzi poza ewentualnie, niestety, komisjami rekrutacyjnymi na studia.
21037:  Poza tym... Nikogo.
21040:  Hashtag nikogo.
21042:  Niestety.
21043:  Podwójnie to smutne.
21047:  To jest śliczne!
21049:  Widzicie, jakie to jest śliczne?
21052:  Ooo...
21056:  Come on!
21058:  Czemu nie możemy przygruchać tej postaci?
21060:  Interakcja.
21062:  O się, to głaszcze!
21072:  Naprawdę powinno częściej pojawiać się w grach coś takiego, nie?
21079:  Taki trop, taki wątek opieki nad zwierzętami.
21085:  Morty też się dołączy do wkurwu na matury, sam pisze ją, niestety ma dość.
21089:  Wszyscy ludzie na uczelniach też mają dość, tak nawiasem mówiąc, bo chcieliby na przykład decydować o tym, kto przychodzi na studia, kto nie.
21096:  I chcieliby również, żeby nie było takiej świadomości, że wszyscy, którzy zdają maturę, po prostu w 100% mają iść na studia, bo to jest po prostu kompletny absurd.
21105:  Na całym świecie nie ma takiego absurdu jak u nas.
21109:  Pod tym względem.
21114:  Muszę powiedzieć, że ta kolumna to jest wiele hałasu.
21117:  A nie, to nie jest wiele hałasu.
21118:  O nic, bo to jest skrót!
21124:  To jest skrót!
21126:  Aha.
21133:  Odpoczynek.
21139:  Dobrze.
21140:  Idziemy w takim razie po kolejnej wzdłużonej kolumnie, moi drodzy.
21145:  czy do rekrutacji na drugi stopień studiów potrzebne są dobre oceny.
21151:  Ocena na dyplomie, ocena z egzaminu dyplomowego, absolutorium, czyli średnia ze studiów, wszystko zmnożone i daje ci ostateczną ocenę, która jest brana pod uwagę, więc nie jest to na szczęście tylko średnia ocena, aczkolwiek ja intensywnie działam na rzecz tego, żeby średnia ocen nie była brana pod uwagę, powinna być ocena na dyplomie brana pod uwagę, projekt dyplomowy i tyle.
21176:  Idiotyzmem jest to, że na uczelniach też się bawią w ocenki i wyliczanie średniej.
21184:  Kto cały czas tutaj strzela?
21192:  Hmm, ile roślin.
21200:  Co tu się dzieje?
21206:  Co?!
21209:  Przez to, że matura służy jedynie jako przepustka na studia, to właśnie wszyscy, którzy ją napisali, idą na studia.
21213:  To zamknięte koło idiotyzmu.
21214:  Tak, tak, tak!
21215:  Absolutnie!
21216:  Jezus Maria!
21222:  Czy ja mogę to skontrować, czy nie?
21224:  Nie mogę tego skontrować.
21229:  Otóż nie mogę.
21232:  Na wstępie nieprawdopodobnie trudny przeciwnik.
21238:  Nieprawdopodobny.
21241:  No więc, tak, ludzie zwykle nie ogarniają tego, że można jednocześnie być zwolennikiem tego, żeby edukacja była bezpłatna, dostępna dla wszystkich i powszechna, ale równocześnie być zwolennikiem tego, że edukacja wyższa wymaga elitarnego podejścia.
21256:  No tak właśnie jest.
21259:  Bo konsekwencja tego jest taka, że sporo ludzi, którzy się po prostu, nie wiem, nie nadaje, nie lubi abstrakcyjnego myślenia, nie chce finalnie się uczyć na studiach, idzie na nie, jest niezadowolona i przez to tracimy na przykład szansę na zajebistych rzemieślników, dobrych fachowców lub przedsiębiorców.
21276:  Ma dokładnie takie same ataki jak troll z pierwszej części.
21278:  Okej.
21279:  Fajnie, że nie pamiętam trolla z pierwszej części.
21284:  Czy mogę jakoś scheezować tę walkę?
21289:  Nie.
21291:  Jezus Maria!
21298:  Dosłownie dwa uderzenia i giniemy.
21306:  Okej, yyy... Chyba będzie... Jego akurat trzeba ominąć.
21311:  Chyba że... Chyba że... Może uda nam się... Uda nam się coś z tym zrobić.
21318:  Sprytnego i chytrego.
21322:  Żałuję, że w takich chwilach na przykład nie ma tych wybuchających dronów wokół, żeby można było je taktycznie jakoś... Hulk smash!
21328:  Dokładnie to!
21333:  Może rzeczywiście ten szybszy styl walki mieczem nam pomoże?
21349:  Jezus!
21355:  No to jest... To jest komedia trochę.
21360:  Przeraża mnie, że nie można tego skontrować.
21365:  Aplikacje do światotwórstwa.
21366:  To są astrzeje wszystkie w moim kursie.
21368:  Kurs jest podlinkowany przy shortcie, pod którym zrobiłem kurs światotwórstwa.
21373:  Znajdziesz na kanale.
21375:  Tam tych aplikacji jest N.
21378:  No, mocniejszy jest od Rankora i to bardzo.
21382:  Generalnie wiem, że jest złota rada, żebyś nie dać mu się złapać, ale... Wiecie, co jest lepszą radą?
21388:  To znaczy próba ominięcia go, jeżeli to jest w ogóle możliwe.
21393:  Ale nie, nie jest.
21394:  Nie mamy wyjścia, trzeba go zabić.
21403:  Mam pomysł.
21419:  Okej, to jest interesujące.
21432:  Dobrze, to przy czym my byliśmy?
21435:  Ale wiecie na czym polega problem?
21436:  Tam chyba trzeba pójść.
21438:  Czy ja się mylę?
21439:  Czy ja się nie mylę?
21442:  O. Nie.
21447:  Hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy hy
21471:  Jeszcze mamy znaleziony dysk danych.
21475:  Świetnie.
21477:  Bardzo dobrze.
21478:  Dobrze, gdzie my mamy pójść?
21479:  Bo chciałbym, żebyśmy wreszcie dotarli na miejsce.
21481:  Chyba cały czas na górze?
21483:  Widzisz coś zielonego?
21484:  Co to jest?
21484:  Pogłoska jakaś.
21488:  O co chodzi z pogłoską?
21493:  Okej.
21503:  Steam Bug!
21504:  Pogłoska to jest raczej Sidequest, okej.
21510:  Kot.
21512:  Kot!
21517:  Aaa, zabawne.
21519:  Dobra, i tak do niego będzie trzeba kiedyś wrócić, żeby go pokonać, nie ma opcji.
21526:  Bardzo pogłoski, że i Amnestia jest boskit, absolutnie.
21533:  Teraz będzie niefajnie jak się okaże, że wiecie, za moment będą takie dwie małpy.
21539:  To się często zdarza.
21544:  Daniel Mazur jeszcze pisze, że to jest też część, kwestia matur, częściowa wina ogółu rynku pracy, który wymaga wykształcenia wyższego do praktycznie wszystkiego oprócz prac fizycznych i drobnego handlu.
21554:  Do czasu, oczywiście.
21556:  Do czasu.
21556:  Mam nadzieję, że to się będzie zmieniało.
21558:  Między innymi dlatego nagrywam to, co nagrywam, ponieważ, to wiecie, zależy wyłącznie od przedsiębiorców w tym momencie.
21566:  Muszą zrozumieć, że to absolutnie nie jest gwarancja tego, że pracownik będzie dobry, zdolny, whatever.
21579:  o co z tym chodzi przeciwna rzecz
21600:  I mnie wkurza ucząca mnie nauczycielka angielskiego, pisze Przemek Majkowski Wszystko, moi drodzy, byłoby w porządku, gdyby nie fakt, że matury są wykorzystywane bardzo często właśnie jako straszak, totalnie wbrew intencji ustawodawcy Tak, programowanie wycofuje się z wymogu uczelni szkół wyższych, tak
21636:  Tak, gdyby uczelnie się litalizowały, to przedsiębiorcy musieliby sobie poradzić z tym, że mniejszość ma dyplom, a nie tak jak teraz.
21641:  Oczywiście, no ale wiecie, problem polega na tym, że jak już kiedyś zadawałem wam to pytanie, ile jest uczelni wyższych, to mało osób zgadło, że jest blisko 400 w całej Polsce.
21652:  400!
21652:  Więcej niż w dużych miast.
21656:  Znacznie więcej.
21659:  Nie, nie jest to dobre rozwiązanie.
21662:  Oj, oj.
21666:  Dobrze, chyba tędy.
21670:  Wsparcie nawigacji.
21677:  Nie rozumiem co tu się dzieje.
21679:  Ale wygląda na to, że tutaj nas prowadzi dalej quest główny.
21691:  Jezus Maria, ledwo.
21697:  Oho, tego się nie da schakować, niedobrze.
21703:  O.
21713:  Nie chodzi o to, żeby pracownik był dobry, tylko aby odfiltrować najgorszych.
21716:  No, czy dla mnie kształcenie powinno być tylko po prostu informacją, że ktoś, nie wiem, umie czytać i pisać, a problem polega na tym, że współczesna matura tego nie gwarantuje.
21728:  Zawsze powtarzam, że wszystko byłoby w porządku z obecnym systemem, gdyby nie to, że on naprawdę nie gwarantuje tego, że produkuje zdolnych, silnych, sprawnych ludzi, którzy są w stanie ze sobą konkurować, są erudytami, znają polszczyznę XVIII wieczną, XIX wieczną, XX wieczną, umieją rozwiązywać całkę we śnie, trzymając długopis nogą.
21749:  Nie.
21751:  Często nawet nie umieją wykonać poprawnie pompki, ponieważ na WF-ie jest piłka nożna.
21761:  Chyba to po prostu nie działa, mam wrażenie.
21764:  Czyli poszliśmy tutaj na marne, moi drodzy.
21767:  Albo znowu jest tak, że coś nie zadziałało.
21772:  Okej, coś jest... Something is no yes.
21778:  Something is no yes.
21783:  Nie!
21795:  Myślałem, że się tam da przejść, ale tam się nie da przejść.
21804:  Nie no, coś tutaj ewidentnie jest, co ja pomijam.
21809:  Ale nie wiem co.
21812:  Mówiliście, żeby zanurkować tutaj.
21814:  Otóż się nie da.
21819:  Gdzie mamy, co my mamy w ogóle zrobić?
21820:  Gdzie mamy pójść?
21823:  Dotrzeć do leśnego węzła.
21824:  No dobrze, ale gdzie on jest?
21826:  Gdzie jest leśny węzeł?
21830:  Znacznik.
21838:  Dobrze, tutaj cały czas nas kieruje do tego punktu medytacji.
21841:  Nie rozumiem tego kompletnie.
21845:  Fizycznie jesteśmy przy tym punkcie.
21851:  Main quest to jest droga koło mostu?
21855:  Grzymia go znalazł.
21859:  Mapy są dalej tak popierdolone w fae... jach, niestety tak.
21862:  Albo faedżach, przepraszam, jeżeli czytam źle.
21865:  Są popierdolone, nic nic z nich nie wiadomo.
21869:  Strasznie ciężkie do odczytania.
21872:  Tak i widzicie, trej teraz prowadzi nas na zewnątrz, no świetnie.
21876:  Dobrze, że teraz się zorientowałem.
21879:  A zatem pewnie na dół.
21889:  Nie.
21895:  Ale WF z piłką przynajmniej tworzy świetny kandydat drużyn piłkarskich, o co polskie kluby ligi, jak i reprezentacja są absolutnie czołówce.
21902:  Oh, wait.
21903:  Prawda, Marten?
21904:  Właściwie to jest straszne, że nawet tego nie mamy.
21909:  Czyli co, chcecie mi powiedzieć, że mam tutaj z powrotem zejść?
21913:  A bo tam, mówiliście, tam jest ten most.
21917:  O Boże, tu jest rozwierze.
21923:  Hej, ale teoretycznie...
21930:  Co?!
21930:  Tylko tyle?!
21942:  Jezus Maria!
21949:  To jest przegięty przeciwnik, absolutnie przegięty.
21951:  Jest tak przegięty, że się w głowie nie mieści.
